,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from,locked_date
503,"['javascript', 'html', 'string', 'chart.js', 'radar-chart']","{'account_id': 13298195, 'reputation': 67, 'user_id': 9600447, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de67d5c0c39f8f2e2adabab1eb4e9b19?s=256&d=identicon&r=PG&f=1', 'display_name': 'Moe', 'link': 'https://stackoverflow.com/users/9600447/moe'}",True,12572,54640175.0,2,3,1568504121,1549905159,1549918823.0,54635723,CC BY-SA 4.0,https://stackoverflow.com/questions/54635723/multiple-line-labels-for-chart-js,Multiple line labels for chart js,,,,,
504,"['html', 'adblock']","{'account_id': 12048142, 'reputation': 98, 'user_id': 8812314, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5c3c5b84847359049392897ac5e2c8ae?s=256&d=identicon&r=PG&f=1', 'display_name': 'dev', 'link': 'https://stackoverflow.com/users/8812314/dev'}",True,5711,57924263.0,1,3,1568380175,1549995461,,54656322,CC BY-SA 4.0,https://stackoverflow.com/questions/54656322/remove-attribute-from-tag-with-ublock-origin,Remove attribute from tag with uBlock Origin,,,,,
505,"['javascript', 'python', 'html', 'image', 'base64']","{'account_id': 9115843, 'reputation': 59, 'user_id': 6783011, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-zlcIdFxCwnA/AAAAAAAAAAI/AAAAAAAAA7E/MeYio8HRcoI/photo.jpg?sz=256', 'display_name': 'Dan Sheinin', 'link': 'https://stackoverflow.com/users/6783011/dan-sheinin'}",True,122,57848794.0,1,0,1568010369,1551339329,,54920604,CC BY-SA 4.0,https://stackoverflow.com/questions/54920604/how-to-display-base64-image-in-javascript,How to display base64 image in Javascript,,,,,
506,"['javascript', 'jquery', 'html', 'css']","{'account_id': 13319268, 'reputation': 39, 'user_id': 9614536, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-QGzRZ6amDrc/AAAAAAAAAAI/AAAAAAAAAGk/jRJzcAfNa4s/photo.jpg?sz=256', 'display_name': 'Sudhar San', 'link': 'https://stackoverflow.com/users/9614536/sudhar-san'}",True,1280,54473299.0,3,1,1568004313,1548997028,1568004313.0,54473117,CC BY-SA 4.0,https://stackoverflow.com/questions/54473117/how-to-change-the-caret-when-i-click-the-button,How to change the caret when i click the button?,,,,,
507,"['html', 'instagram']","{'account_id': 15304062, 'reputation': 11, 'user_id': 11041460, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-m7C-gftcVdU/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQPFhI800ErydKbu6lm8rcL77lqkjA/mo/photo.jpg?sz=256', 'display_name': 'AlphaT', 'link': 'https://stackoverflow.com/users/11041460/alphat'}",False,325,,0,1,1567868891,1549811751,1549812008.0,54617824,CC BY-SA 4.0,https://stackoverflow.com/questions/54617824/instagram-embed-changing-style,Instagram Embed Changing Style,,,,,
508,"['javascript', 'html', 'css']","{'account_id': 8858327, 'reputation': 7, 'user_id': 6615346, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/b34d02400ad91407f5bc99d175617afe?s=256&d=identicon&r=PG&f=1', 'display_name': 'AsiaNwoye', 'link': 'https://stackoverflow.com/users/6615346/asianwoye'}",True,324,54543819.0,2,-1,1567685656,1549404138,,54543740,CC BY-SA 4.0,https://stackoverflow.com/questions/54543740/how-do-generate-a-random-color-for-background-when-a-button-is-clicked,How do generate a random color for background when a button is clicked?,,,,,
509,"['html', 'angular']","{'account_id': 15311296, 'reputation': 21, 'user_id': 11046526, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5490a847c6e42d00dc1621742ea027f6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Itzwork', 'link': 'https://stackoverflow.com/users/11046526/itzwork'}",True,114,54643325.0,1,1,1567324289,1549910404,1567324289.0,54637045,CC BY-SA 4.0,https://stackoverflow.com/questions/54637045/why-dont-the-string-values-get-displayed-as-html-tags-using-innerhtml,Why don&#39;t the String values get displayed as HTML tags using innerHTML?,,,,,
510,"['html', 'angular']","{'account_id': 15220805, 'reputation': 131, 'user_id': 10982734, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-kvriBSNr0aw/AAAAAAAAAAI/AAAAAAAAARE/FqZEAMQSTRY/photo.jpg?sz=256', 'display_name': 'Tech_Sharma', 'link': 'https://stackoverflow.com/users/10982734/tech-sharma'}",True,6730,54703477.0,2,1,1567152476,1550209711,1550214689.0,54703327,CC BY-SA 4.0,https://stackoverflow.com/questions/54703327/how-to-get-a-specific-data-using-id-in-angular-6,How to get a specific data using id in Angular 6,,,,,
511,"['javascript', 'html', 'css', 'ecmascript-6']","{'account_id': 15239167, 'reputation': 129, 'user_id': 10995968, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-4zYFj-SoG90/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNDb3ZMfpjkwEWdjA3zB1NULAKCsQ/mo/photo.jpg?sz=256', 'display_name': 'krishna mohan', 'link': 'https://stackoverflow.com/users/10995968/krishna-mohan'}",False,1671,,1,-2,1567082379,1549952610,1549956358.0,54643959,CC BY-SA 4.0,https://stackoverflow.com/questions/54643959/how-to-use-ternary-operator-in-html-to-change-the-color-of-div,how to use ternary operator in html to change the color of div,,,,,
512,"['javascript', 'html']","{'account_id': 15275910, 'reputation': 1, 'user_id': 11021648, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-SlyayMZ9F6U/AAAAAAAAAAI/AAAAAAAAAI8/FDpS19eAWik/photo.jpg?sz=256', 'display_name': 'Rohit Bhardwaj', 'link': 'https://stackoverflow.com/users/11021648/rohit-bhardwaj'}",False,669,,1,0,1567024275,1549440525,1549441282.0,54549067,CC BY-SA 4.0,https://stackoverflow.com/questions/54549067/how-can-i-change-the-download-path-of-anchor-tag-download-attribute,how can I change the download path of anchor tag download attribute,,,,,
513,"['html', 'css']","{'account_id': 12973041, 'reputation': 45, 'user_id': 11097296, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-H0nQN8gBWhw/AAAAAAAAAAI/AAAAAAAAABg/EKcOYrRuoto/photo.jpg?sz=256', 'display_name': 'Webassignisabitch', 'link': 'https://stackoverflow.com/users/11097296/webassignisabitch'}",True,79,,5,1,1566985554,1550768938,1566985554.0,54812609,CC BY-SA 4.0,https://stackoverflow.com/questions/54812609/make-links-fit-the-navigation-bar,Make links fit the navigation bar,,,,,
514,"['html', 'css']","{'account_id': 15398925, 'reputation': 13, 'user_id': 11109086, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10218208279387664/picture?type=large', 'display_name': 'Michael Davidson', 'link': 'https://stackoverflow.com/users/11109086/michael-davidson'}",True,645,,3,0,1566983917,1551190520,1566983917.0,54887511,CC BY-SA 4.0,https://stackoverflow.com/questions/54887511/trying-to-make-a-background-color-block-reach-the-top-and-bottom-of-the-screen,Trying to make a background color block reach the top and bottom of the screen,,,,,
515,"['javascript', 'jquery', 'html', 'slider', 'swiper.js']","{'account_id': 12147929, 'reputation': 13, 'user_id': 11072462, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b8fee7bf258197241eedbaa5a1c4c8a1?s=256&d=identicon&r=PG&f=1', 'display_name': 'SynysterGates999', 'link': 'https://stackoverflow.com/users/11072462/synystergates999'}",True,12035,54792466.0,1,1,1566904250,1550684577,,54792366,CC BY-SA 4.0,https://stackoverflow.com/questions/54792366/swiper-slider-add-class-to-active-slide-when-attribute-in-html-is-set,Swiper slider add class to active slide when attribute in HTML is set,,,,,
516,"['javascript', 'html', 'popup']","{'account_id': 12843152, 'reputation': 515, 'user_id': 9290530, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7bbf299d79fc532d07921505c6b0f892?s=256&d=identicon&r=PG&f=1', 'display_name': 'GreatNews', 'link': 'https://stackoverflow.com/users/9290530/greatnews'}",True,57,55020944.0,1,0,1566853016,1551290196,1566853016.0,54911704,CC BY-SA 4.0,https://stackoverflow.com/questions/54911704/modal-isnt-shown-until-datatables-jquery-is-finished,Modal isn&#39;t shown until Datatables jQuery is finished,,,,,
517,"['html', 'css']","{'account_id': 14148306, 'reputation': 29, 'user_id': 10221010, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gneVf.gif?s=256&g=1', 'display_name': 'Mathew1a', 'link': 'https://stackoverflow.com/users/10221010/mathew1a'}",True,41,54639018.0,1,0,1566830989,1549917371,1566830989.0,54638732,CC BY-SA 4.0,https://stackoverflow.com/questions/54638732/overflow-hidden-auto-not-correcting-page-border-issues-with-floating-element,&#39;Overflow: hidden/auto;&#39; not correcting page border issues with floating elements,,,,,
518,"['javascript', 'html', 'drop-down-menu', 'bootstrap-4', 'bootstrap-selectpicker']","{'account_id': 4738929, 'reputation': 732, 'user_id': 5760832, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://lh5.googleusercontent.com/-Uwus7NIp4Eo/AAAAAAAAAAI/AAAAAAAAAK4/P6zZ6cMyquw/photo.jpg?sz=256', 'display_name': 'Aqua 4', 'link': 'https://stackoverflow.com/users/5760832/aqua-4'}",True,625,,1,1,1566811550,1550152955,1566811550.0,54692223,CC BY-SA 4.0,https://stackoverflow.com/questions/54692223/bootstrap-selectpicker-option-always-selected,Bootstrap selectpicker option always selected,,,,,
519,"['jquery', 'html', 'css', 'ajax']","{'account_id': 13881265, 'reputation': 21, 'user_id': 10021575, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1891514504233550/picture?type=large', 'display_name': 'bastiany', 'link': 'https://stackoverflow.com/users/10021575/bastiany'}",False,20,,0,0,1566674792,1550053812,1566674792.0,54667948,CC BY-SA 4.0,https://stackoverflow.com/questions/54667948/how-to-save-image-into-db-with-attached-element-on-it-by-dragdrop-event-and-dis,how to save image into DB with attached element on it by drag&amp;drop event and display the image with attached element with same position as it was drop,,,,,
520,"['html', 'angular', 'typescript', 'base64', 'angular6']","{'account_id': 6464146, 'reputation': 574, 'user_id': 8499517, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/726b2880de5671d17a760ee366bd4584?s=256&d=identicon&r=PG&f=1', 'display_name': 'thedbogh', 'link': 'https://stackoverflow.com/users/8499517/thedbogh'}",True,39404,54500815.0,3,5,1566592881,1549174858,,54500483,CC BY-SA 4.0,https://stackoverflow.com/questions/54500483/how-can-i-display-image-encoded-in-base64-format-in-angular-6,How can I display image encoded in base64 format in Angular 6?,,,,,
521,"['python', 'html', 'http-status-code-404', 'plotly', 'orca']","{'account_id': 4937980, 'reputation': 911, 'user_id': 3975579, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/XBMKC.jpg?s=256&g=1', 'display_name': 'rbonallo', 'link': 'https://stackoverflow.com/users/3975579/rbonallo'}",True,979,57629001.0,1,0,1566573285,1551341936,1551448241.0,54921152,CC BY-SA 4.0,https://stackoverflow.com/questions/54921152/python-plotly-static-image-export-orca-getting-html-error-404,Python Plotly static image export (Orca) getting html error 404,,,,,
522,"['html', 'css']","{'account_id': 6467088, 'reputation': 961, 'user_id': 5008598, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d54982cda07c7c1489a9cd34c8655aea?s=256&d=identicon&r=PG&f=1', 'display_name': 'Harry', 'link': 'https://stackoverflow.com/users/5008598/harry'}",True,4340,54852551.0,1,1,1566558922,1551015255,1551592580.0,54852422,,https://stackoverflow.com/questions/54852422/how-to-pass-css-variable-in-background-url,How to pass CSS variable in background URL,1551018857.0,Duplicate,,,
523,"['javascript', 'html', 'css', 'vue.js', 'vuejs2']","{'account_id': 14294347, 'reputation': 13, 'user_id': 10325450, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-w2K-pmUd9zw/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaOyrlLfZYpqb-PiJVSd3ZhbPldzqg/mo/photo.jpg?sz=256', 'display_name': 'Robert Smith', 'link': 'https://stackoverflow.com/users/10325450/robert-smith'}",True,567,54696803.0,1,0,1566470910,1550168151,1566470910.0,54696717,CC BY-SA 4.0,https://stackoverflow.com/questions/54696717/vue-js-component-is-not-showing,vue.js component is not showing?,,,,,
524,"['javascript', 'html', 'vue.js']","{'account_id': 10940234, 'reputation': 288, 'user_id': 8040369, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/67d0bb92b149a1a9b4aa3a2b1e22bcb0?s=256&d=identicon&r=PG&f=1', 'display_name': 'SM079', 'link': 'https://stackoverflow.com/users/8040369/sm079'}",True,651,57606804.0,1,0,1566468135,1550046141,1550062181.0,54665498,CC BY-SA 4.0,https://stackoverflow.com/questions/54665498/default-value-for-select-tag-is-setting-in-chrome-and-edge-but-not-in-ie,default value for &lt;select&gt; tag is setting in chrome and edge but not in IE,,,,,
525,"['javascript', 'html', 'angular', 'typescript', 'jhipster']","{'account_id': 11626254, 'reputation': 359, 'user_id': 8515948, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd37c5a8ecdd3da98b0aa72339f29e3d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aayush ', 'link': 'https://stackoverflow.com/users/8515948/aayush'}",False,434,,1,0,1566456607,1550830058,1550831612.0,54824662,CC BY-SA 4.0,https://stackoverflow.com/questions/54824662/handling-components-inside-another-component-in-angular,Handling Components Inside another Component in Angular,,,,,
526,"['html', 'video']","{'account_id': 15236423, 'reputation': 229, 'user_id': 10993949, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1af85a4b1575d006adea0fa914c723c6?s=256&d=identicon&r=PG&f=1', 'display_name': 'mikeD', 'link': 'https://stackoverflow.com/users/10993949/miked'}",True,2007,,3,0,1566242243,1550735369,1551061571.0,54801818,CC BY-SA 4.0,https://stackoverflow.com/questions/54801818/html5-video-wont-play-autoplay,HTML5 Video wont play/autoplay,,,,,
527,"['python', 'html', 'web-scraping', 'beautifulsoup']","{'account_id': 11773522, 'reputation': 53, 'user_id': 11100234, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d9bfbc10c00e2be2fe39e9159f1000ec?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kiran', 'link': 'https://stackoverflow.com/users/11100234/kiran'}",True,1913,54861608.0,2,3,1566125150,1551079910,,54861405,CC BY-SA 4.0,https://stackoverflow.com/questions/54861405/scraping-multiple-pages-in-python-with-beautifulsoup,scraping multiple pages in python with BeautifulSoup,,,1566122938.0,,
528,"['javascript', 'html', 'css', 'dom', 'trustpilot']","{'account_id': 1463122, 'reputation': 1598, 'user_id': 1376843, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/0c98e4a9e697a5586a2f533783bfe3e6?s=256&d=identicon&r=PG', 'display_name': 'Paddy Hallihan', 'link': 'https://stackoverflow.com/users/1376843/paddy-hallihan'}",True,7251,54667845.0,2,3,1566036836,1550053258,1566036836.0,54667750,CC BY-SA 4.0,https://stackoverflow.com/questions/54667750/customizing-the-js-css-in-a-trustpilot-widget,Customizing the JS/CSS in a TrustPilot widget,,,,,
529,"['javascript', 'php', 'html', 'mysql', 'ajax']","{'account_id': 15223507, 'reputation': 183, 'user_id': 10984766, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d14d483da129e20afc6b1eddaf7a61a1?s=256&d=identicon&r=PG&f=1', 'display_name': 'ValentinDP', 'link': 'https://stackoverflow.com/users/10984766/valentindp'}",True,4009,54885881.0,1,0,1565932105,1551184178,,54885626,CC BY-SA 4.0,https://stackoverflow.com/questions/54885626/how-to-make-notifications-in-real-time-with-ajax-php-and-mysql,"How to make notifications in real time with AJAX, PHP and MySQL?",,,,,
530,"['javascript', 'html', 'reactjs']","{'account_id': 2703232, 'reputation': 2771, 'user_id': 2333459, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/lDO3d.jpg?s=256&g=1', 'display_name': 'Super Hornet', 'link': 'https://stackoverflow.com/users/2333459/super-hornet'}",False,50,,1,1,1565852734,1550763922,,54810978,CC BY-SA 4.0,https://stackoverflow.com/questions/54810978/reactjs-url-path-issue,Reactjs url path issue,,,,,
531,"['html', 'google-chrome', 'preload']","{'account_id': 2876478, 'reputation': 5365, 'user_id': 2468400, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/f709783ad6e744a9ca516f6554b50209?s=256&d=identicon&r=PG', 'display_name': 'Michael Leiss', 'link': 'https://stackoverflow.com/users/2468400/michael-leiss'}",True,3355,,1,7,1565297213,1551110344,1551198460.0,54870145,CC BY-SA 4.0,https://stackoverflow.com/questions/54870145/preloading-content-via-rel-preload-returns-headers-do-not-match,Preloading content via rel=preload returns &quot;headers do not match&quot;,,,,,
532,"['javascript', 'html', 'reactjs', 'react-router', 'react-router-dom']","{'account_id': 12651430, 'reputation': 2487, 'user_id': 9464680, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cPEjM.jpg?s=256&g=1', 'display_name': 'Arthur', 'link': 'https://stackoverflow.com/users/9464680/arthur'}",True,3360,54636668.0,2,5,1565209251,1549904246,1565197517.0,54635470,CC BY-SA 4.0,https://stackoverflow.com/questions/54635470/how-to-render-components-with-query-strings-react-router,How to render components with query strings React-Router,,,,,
533,"['html', 'excel', 'vba', 'web-scraping']","{'account_id': 15090855, 'reputation': 3, 'user_id': 10890792, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10214987079844508/picture?type=large', 'display_name': 'Abdullah Orhan', 'link': 'https://stackoverflow.com/users/10890792/abdullah-orhan'}",True,118,54542830.0,2,-1,1565106525,1549397063,1549403047.0,54542196,CC BY-SA 4.0,https://stackoverflow.com/questions/54542196/i-cant-extract-data-from-span-to-excel,I cant extract data from span to excel,,,,,
534,"['ios', 'html', 'wechat']","{'account_id': 1479269, 'reputation': 1818, 'user_id': 1388987, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/3161648292c8c3d5867004cdb8434536?s=256&d=identicon&r=PG', 'display_name': 'Fei', 'link': 'https://stackoverflow.com/users/1388987/fei'}",False,736,,1,0,1565012515,1549009421,1557363019.0,54475529,CC BY-SA 4.0,https://stackoverflow.com/questions/54475529/how-to-debug-wechat-browser-in-iphone,How to debug WeChat Browser in iPhone?,,,,,
535,"['javascript', 'html', 'syntax-highlighting', 'atom-editor', 'highlight']","{'user_type': 'does_not_exist', 'display_name': 'user10051040'}",True,4004,,2,7,1564885919,1549141524,1549141611.0,54497509,CC BY-SA 4.0,https://stackoverflow.com/questions/54497509/highlight-javascript-inside-html-in-atom-editor,Highlight javascript inside HTML in Atom editor,,,,,
536,"['javascript', 'html', 'television']","{'account_id': 8819422, 'reputation': 119, 'user_id': 6589801, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/400a80d34ead9791de9601ab0b4f1a49?s=256&d=identicon&r=PG&f=1', 'display_name': 'user-6589801', 'link': 'https://stackoverflow.com/users/6589801/user-6589801'}",True,1591,54486231.0,1,1,1564816044,1549049255,1564816044.0,54486011,CC BY-SA 4.0,https://stackoverflow.com/questions/54486011/converting-multipage-application-to-single-page,Converting multipage application to single page,,,,,
537,['html'],"{'account_id': 8091638, 'reputation': 37, 'user_id': 6097382, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-xitlbi__3E8/AAAAAAAAAAI/AAAAAAAAAAA/P8PYpRBEj-Y/photo.jpg?sz=256', 'display_name': 'Lavanya', 'link': 'https://stackoverflow.com/users/6097382/lavanya'}",True,1205,54558145.0,1,0,1564776383,1549467374,1549467491.0,54557229,CC BY-SA 4.0,https://stackoverflow.com/questions/54557229/how-to-replace-contents-of-p-tag-to-div-tag,How to replace contents of p tag to div tag?,,,,,
538,"['html', 'bootstrap-4']","{'account_id': 8747492, 'reputation': 83, 'user_id': 6542175, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fa3d8e07efc1d5fc889ed27add421e9d?s=256&d=identicon&r=PG&f=1', 'display_name': 'B.obed', 'link': 'https://stackoverflow.com/users/6542175/b-obed'}",False,592,,3,3,1564741472,1551191376,,54887786,CC BY-SA 4.0,https://stackoverflow.com/questions/54887786/bootstrap-navbar-and-carousel-not-responsive,Bootstrap Navbar and Carousel not responsive,,,,,
539,"['javascript', 'jquery', 'html', 'css', 'webpage']","{'account_id': 15234258, 'reputation': 63, 'user_id': 10992461, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5ccc1ae070fa671c049ac623d3c9a8f?s=256&d=identicon&r=PG&f=1', 'display_name': 'trevorc', 'link': 'https://stackoverflow.com/users/10992461/trevorc'}",True,769,,2,1,1564695757,1551148933,1551149108.0,54877658,CC BY-SA 4.0,https://stackoverflow.com/questions/54877658/issue-with-saving-dark-mode-preference-localstorage,Issue with Saving Dark Mode Preference (localStorage),,,,,
540,"['javascript', 'python', 'jquery', 'html', 'cs50']","{'account_id': 15295295, 'reputation': 7, 'user_id': 11035595, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2e473bc57a56bb85f32e67f08a793e42?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mashaal', 'link': 'https://stackoverflow.com/users/11035595/mashaal'}",False,1756,,2,-1,1564626390,1549659185,1549721446.0,54600024,CC BY-SA 4.0,https://stackoverflow.com/questions/54600024/how-to-check-if-a-username-is-already-taken,How to check if a username is already taken?,,,,,
541,"['android', 'html', 'cordova', 'indexeddb', 'phonegap']","{'account_id': 3773420, 'reputation': 1189, 'user_id': 3134961, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2asrj.jpg?s=256&g=1', 'display_name': 'Devashish', 'link': 'https://stackoverflow.com/users/3134961/devashish'}",True,1975,,2,1,1564570508,1551007729,,54851427,CC BY-SA 4.0,https://stackoverflow.com/questions/54851427/indexeddb-storage-limit-on-phonegap-cordova-android-and-how-to-increase-it,Indexeddb storage limit on Phonegap/Cordova Android and how to increase it?,,,,,
542,"['html', 'css', 'node.js', 'express']","{'account_id': 15163492, 'reputation': 701, 'user_id': 10941763, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-6nXNe32rk1I/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZlj5nBOAdHJOImm97sRF8v4cAp6w/mo/photo.jpg?sz=256', 'display_name': 'Eye Patch', 'link': 'https://stackoverflow.com/users/10941763/eye-patch'}",True,3393,,1,0,1564085511,1550608340,,54774474,CC BY-SA 4.0,https://stackoverflow.com/questions/54774474/why-is-css-file-canceled,Why is CSS file canceled?,,,,,
543,"['html', 'css', 'angular']","{'account_id': 2078089, 'reputation': 8869, 'user_id': 1850851, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://i.stack.imgur.com/7MH6a.jpg?s=256&g=1', 'display_name': 'Christian Vincenzo Traina', 'link': 'https://stackoverflow.com/users/1850851/christian-vincenzo-traina'}",False,49,,2,2,1564056606,1551269012,1564056606.0,54905073,CC BY-SA 4.0,https://stackoverflow.com/questions/54905073/add-intermediate-element-in-template-on-condition,Add intermediate element in template on condition,,,,,
544,"['html', 'css', 'pdf', 'markdown']","{'account_id': 14985658, 'reputation': 73, 'user_id': 10818296, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-nvAZhRKTHfM/AAAAAAAAAAI/AAAAAAAAAFk/MI3LdfGTt1k/photo.jpg?sz=256', 'display_name': 'V&#246;lund Friedemann Jordan', 'link': 'https://stackoverflow.com/users/10818296/v%c3%b6lund-friedemann-jordan'}",False,1078,,1,2,1564052705,1549766057,,54612830,CC BY-SA 4.0,https://stackoverflow.com/questions/54612830/how-convert-markdown-with-inline-links-anchors-to-pdf,How convert markdown with inline links (anchors) to pdf?,,,,,
545,"['javascript', 'html', 'css', 'clone', 'howler.js']","{'account_id': 12648116, 'reputation': 15, 'user_id': 9193200, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-u-xMdvEf220/AAAAAAAAAAI/AAAAAAAAAbE/FyS5JYDy0gQ/photo.jpg?sz=256', 'display_name': 'suketu Patel', 'link': 'https://stackoverflow.com/users/9193200/suketu-patel'}",True,4318,57127843.0,1,1,1563670526,1550424209,1550425327.0,54735737,CC BY-SA 4.0,https://stackoverflow.com/questions/54735737/how-to-fix-html-5-audio-pool-exhausted-returning-potentially-locked-audio-obje,"How to fix &#39;HTML 5 Audio pool exhausted, returning potentially locked audio object&#39; in JavaScript?",,,,,
546,"['java', 'css', 'html']","{'account_id': 15270024, 'reputation': 65, 'user_id': 11017503, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-JUDV2H2PaOs/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQMuMY7i-0_Cqkdjj2VCDwgFqJrdvQ/mo/photo.jpg?sz=256', 'display_name': 'Equalto multiply', 'link': 'https://stackoverflow.com/users/11017503/equalto-multiply'}",False,488,,0,2,1563372299,1551114981,1551189569.0,54871423,CC BY-SA 4.0,https://stackoverflow.com/questions/54871423/how-to-hide-video-player-of-html5-play-button-in-android-webview,How to hide video player of HTML5 play button in android WebView,,,,,
547,"['html', 'css', 'layout', 'twitter-bootstrap-3']","{'account_id': 8322594, 'reputation': 1, 'user_id': 6253689, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f42d6f6b437301d4d69c91a99ae0c67f?s=256&d=identicon&r=PG&f=1', 'display_name': 'JWill', 'link': 'https://stackoverflow.com/users/6253689/jwill'}",False,37,,2,-1,1563349360,1551300220,1563349360.0,54914169,CC BY-SA 4.0,https://stackoverflow.com/questions/54914169/reordering-divs-with-bootstrap-3,Reordering divs with Bootstrap 3,,,,,
548,"['html', 'css']","{'account_id': 3957859, 'reputation': 3198, 'user_id': 3265796, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/6XS6O.jpg?s=256&g=1', 'display_name': 'ashish', 'link': 'https://stackoverflow.com/users/3265796/ashish'}",True,597,54636639.0,3,2,1563041587,1549461368,1563041587.0,54555298,CC BY-SA 4.0,https://stackoverflow.com/questions/54555298/collapsible-category-listing-without-jquery,Collapsible category listing without jQuery,,,,,
549,"['javascript', 'php', 'html']","{'account_id': 15369993, 'reputation': 1, 'user_id': 11088275, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e902a8dc92ae39b95fd280bdc2b7b2ea?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ceqa', 'link': 'https://stackoverflow.com/users/11088275/ceqa'}",False,155,,1,0,1562960083,1550644914,1562960083.0,54780297,CC BY-SA 4.0,https://stackoverflow.com/questions/54780297/formtools-username,Formtools username,,,,,
550,"['javascript', 'html']","{'account_id': 15336995, 'reputation': 9, 'user_id': 11065030, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/786297261728219/picture?type=large', 'display_name': 'Ol Mimud', 'link': 'https://stackoverflow.com/users/11065030/ol-mimud'}",True,66,54702140.0,1,-2,1562939925,1550198103,1562939925.0,54701916,CC BY-SA 4.0,https://stackoverflow.com/questions/54701916/how-to-get-the-contents-of-a-class-or-id-with-a-url-that-leads-to-the-page-in-q,"How to get the contents of a class or id, with a URL that leads to the page in question",,,,,
