,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,closed_date,closed_reason,migrated_from,locked_date,protected_date
468,"['html', 'css', 'laravel', 'laravel-8', 'laravel-9']","{'account_id': 25490823, 'reputation': 85, 'user_id': 19285637, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb9eceebddbf6d875ba670d79328f984?s=256&d=identicon&r=PG', 'display_name': 'maurice', 'link': 'https://stackoverflow.com/users/19285637/maurice'}",True,24,,1,1,1667057415,1666817629,1666983005.0,74214102,CC BY-SA 4.0,https://stackoverflow.com/questions/74214102/impossible-to-put-an-image-next-to-the-table-using-dompdf,Impossible to put an image next to the table using domPDF,,,,,,,
469,"['javascript', 'html']","{'account_id': 26770071, 'reputation': 1, 'user_id': 20366616, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3fUAjaWy9QZiM6JrCgJ3cHt8Tu1WMptQC_7Exd=k-s256', 'display_name': 'G-Teams', 'link': 'https://stackoverflow.com/users/20366616/g-teams'}",False,21,,0,-3,1667057387,1667057321,,74246535,,https://stackoverflow.com/questions/74246535/synchronous-xmlhttprequest-on-the-main-thread-is-deprecated-because-of-its-det,"Synchronous `XMLHttpRequest` on the main thread is deprecated because of its detrimental effects to the end user’s experience , How can i Solve This?",,,1667057370.0,Duplicate,,,
470,['html'],"{'account_id': 26751959, 'reputation': 1, 'user_id': 20351183, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu275tJogpuYlmQI9s9Jsdqcb51N72CYc_1pH4qm6A=k-s256', 'display_name': 'Prajwal K Trivedi', 'link': 'https://stackoverflow.com/users/20351183/prajwal-k-trivedi'}",False,11,,0,0,1667057227,1667057227,,74246518,CC BY-SA 4.0,https://stackoverflow.com/questions/74246518/unable-to-see-my-images-on-web-hosted-by-github,Unable to see my images on web hosted by Github,,,,,,,
471,"['html', 'css', 'reactjs', 'react-bootstrap']","{'account_id': 26578447, 'reputation': 61, 'user_id': 20203445, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2WiHppauXZAO0Mi12VvlOYf7NfOY_mfA5ktisd=k-s256', 'display_name': 'ChocooPanda', 'link': 'https://stackoverflow.com/users/20203445/chocoopanda'}",False,23,,1,0,1667056385,1667054643,1667055570.0,74246237,CC BY-SA 4.0,https://stackoverflow.com/questions/74246237/react-bootstrap-footer-display-col-vertically-instead-of-horizontally,React Bootstrap footer display col vertically instead of horizontally,,,,,,,
472,"['php', 'html', 'css', 'laravel-artisan', 'auto']","{'account_id': 24606741, 'reputation': 1, 'user_id': 18508838, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a585b9e7f52e275ed1a25fdaf751544?s=256&d=identicon&r=PG', 'display_name': 'amr abass', 'link': 'https://stackoverflow.com/users/18508838/amr-abass'}",False,50,,2,-1,1667056196,1666996575,1667056196.0,74241519,CC BY-SA 4.0,https://stackoverflow.com/questions/74241519/running-composer-dump-autoload-how-can-i,Running composer dump-autoload how can i,,,,,,,
473,"['html', 'css', 'reactjs']","{'account_id': 7325572, 'reputation': 39, 'user_id': 5580057, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f5dc21202800e19be2caf7ec4f21060?s=256&d=identicon&r=PG&f=1', 'display_name': 'jacksonmendoza', 'link': 'https://stackoverflow.com/users/5580057/jacksonmendoza'}",False,21,,1,0,1667055688,1667053828,,74246145,CC BY-SA 4.0,https://stackoverflow.com/questions/74246145/keeping-an-img-fixed-in-place-relative-to-a-background-point-responsive-design,keeping an img fixed in place relative to a background point (responsive design),,,,,,,
474,"['javascript', 'html', 'json', 'liveserver']","{'account_id': 26769699, 'reputation': 1, 'user_id': 20366304, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0iPSHuIrNbhwbqm4qzfPPErauLBDAEQC-VdVDI=k-s256', 'display_name': 'Toma Antonov', 'link': 'https://stackoverflow.com/users/20366304/toma-antonov'}",False,38,,0,-3,1667055149,1667055149,,74246297,CC BY-SA 4.0,https://stackoverflow.com/questions/74246297/i-am-new-to-making-things-with-js-and-i-have-this-issue,I am new to making things with js and i have this issue,,,,,,,
475,"['javascript', 'php', 'html', 'css', 'laravel']","{'account_id': 12099196, 'reputation': 27, 'user_id': 8841078, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://lh6.googleusercontent.com/-FAOfS_w_Bv8/AAAAAAAAAAI/AAAAAAAAADU/byOJ_X5h2sY/photo.jpg?sz=256', 'display_name': 'Obi Kolin', 'link': 'https://stackoverflow.com/users/8841078/obi-kolin'}",False,75,,2,0,1667054252,1664797439,,73934938,CC BY-SA 4.0,https://stackoverflow.com/questions/73934938/javascript-readmore-function-works-only-on-first-php-object-but-does-not-apply-t,Javascript Readmore function works only on first php object but does not apply to subsequent objects,,,,,,,
476,"['html', 'css']","{'account_id': 20507930, 'reputation': 57, 'user_id': 15050289, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-9UQxG2oJAwc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnbZZtVSUcsiLjaGODXNGB4XHRbUA/s96-c/photo.jpg?sz=256', 'display_name': 'Elior', 'link': 'https://stackoverflow.com/users/15050289/elior'}",True,30,74246153.0,1,0,1667053918,1667053154,1667053331.0,74246065,CC BY-SA 4.0,https://stackoverflow.com/questions/74246065/how-to-center-a-parent-div-to-the-center-bottom,How to center a parent div to the center bottom,,,,,,,
477,"['python', 'html', 'css', 'beautifulsoup']","{'account_id': 3798436, 'reputation': 508, 'user_id': 3152686, 'user_type': 'registered', 'accept_rate': 21, 'profile_image': 'https://graph.facebook.com/100000492743537/picture?type=large', 'display_name': 'Vishnukk', 'link': 'https://stackoverflow.com/users/3152686/vishnukk'}",True,50,,3,0,1667053620,1667036110,,74244208,CC BY-SA 4.0,https://stackoverflow.com/questions/74244208/remove-unicode-html-tags-in-python,Remove unicode HTML tags in Python,,,,,,,
478,"['javascript', 'html', 'css']","{'account_id': 13925464, 'reputation': 65, 'user_id': 10054910, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b755a30262b21bba0fe96f0e6e7f64d3?s=256&d=identicon&r=PG&f=1', 'display_name': 'EaBengaluru', 'link': 'https://stackoverflow.com/users/10054910/eabengaluru'}",False,29,,0,0,1667053482,1667053343,1667053482.0,74246087,CC BY-SA 4.0,https://stackoverflow.com/questions/74246087/text-selection-code-works-in-desktop-browser-doesnt-work-in-mobile,Text selection code works in desktop browser doesn&#39;t work in mobile,,,,,,,
479,"['javascript', 'html', 'reactjs']","{'account_id': 21669121, 'reputation': 49, 'user_id': 15987021, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz9FT7fE1DqaDj3W2RIwCs2XqiIeQhIMgOB2ofa=k-s256', 'display_name': 'Sandeep Kumar', 'link': 'https://stackoverflow.com/users/15987021/sandeep-kumar'}",False,29,,0,0,1667053411,1667053178,1667053411.0,74246071,CC BY-SA 4.0,https://stackoverflow.com/questions/74246071/todo-list-react-js-how-to-move-completed-items-in-completed-item-list-container,ToDo list React.js: How to move completed items in completed item list container after clicking Toggle button in react.js,,,,,,,
480,"['html', 'css', 'screen-resolution', 'web-site-project']","{'account_id': 26499149, 'reputation': 1, 'user_id': 20136372, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3358559671083234/picture?type=large', 'display_name': 'Daniel Rajič', 'link': 'https://stackoverflow.com/users/20136372/daniel-raji%c4%8d'}",False,28,,0,0,1667052822,1667051678,1667052822.0,74245898,CC BY-SA 4.0,https://stackoverflow.com/questions/74245898/content-is-scattered-google-searches-did-not-help-at-all,Content is scattered (Google searches did not help at all),,,,,,,
481,"['javascript', 'html', 'css']","{'account_id': 181634, 'reputation': 621, 'user_id': 415773, 'user_type': 'registered', 'accept_rate': 24, 'profile_image': 'https://www.gravatar.com/avatar/933f8dc112df371625cc4b0395d368a2?s=256&d=identicon&r=PG', 'display_name': 'Bubble Bub', 'link': 'https://stackoverflow.com/users/415773/bubble-bub'}",False,25,,1,0,1667052267,1667048894,,74245538,CC BY-SA 4.0,https://stackoverflow.com/questions/74245538/javascript-build-drop-down-menu-not-work-in-mobile-browser,Javascript build drop down menu not work in Mobile Browser,,,,,,,
482,"['javascript', 'html']","{'account_id': 26769248, 'reputation': 1, 'user_id': 20365919, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2ZC5L3qcf8PGn7fCDJh_qTZudGD7S_aN5K8r9Ayg=k-s256', 'display_name': 'Kaboolean', 'link': 'https://stackoverflow.com/users/20365919/kaboolean'}",True,31,,2,0,1667052122,1667050865,1667050956.0,74245806,CC BY-SA 4.0,https://stackoverflow.com/questions/74245806/how-to-retrieve-the-value-of-the-first-field-in-an-object-without-its-name,How to retrieve the value of the first field in an object without its name?,,,,,,,
483,"['javascript', 'html', 'node.js']","{'account_id': 13437955, 'reputation': 3, 'user_id': 9695882, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Joo Young Han', 'link': 'https://stackoverflow.com/users/9695882/joo-young-han'}",True,59,74245888.0,1,-1,1667051530,1667049990,,74245691,CC BY-SA 4.0,https://stackoverflow.com/questions/74245691/uncaught-syntaxerror-unexpected-token,Uncaught SyntaxError: Unexpected token &#39;&lt;&#39;,,,,,,,
484,"['javascript', 'html', 'css']","{'account_id': 18177226, 'reputation': 15, 'user_id': 20149114, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-qjxK5wJk1R4/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNt-lOpN5bKm83GQ9GNIJyDezR5hQ/photo.jpg?sz=256', 'display_name': 'useless', 'link': 'https://stackoverflow.com/users/20149114/useless'}",True,33,74245811.0,1,0,1667051314,1667050434,1667050922.0,74245742,CC BY-SA 4.0,https://stackoverflow.com/questions/74245742/mouse-toggled-event-isnt-responsive-on-element-that-supposed-to-act-as-nav-drop,mouse toggled event isn&#39;t responsive on element that supposed to act as nav drop down menu,,,,,,,
485,"['html', 'css', 'user-experience']","{'account_id': 25400703, 'reputation': 69, 'user_id': 19210262, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9357ccd6a99f9e8fbe802a728027d9f0?s=256&d=identicon&r=PG', 'display_name': 'rd1218', 'link': 'https://stackoverflow.com/users/19210262/rd1218'}",True,33,74245635.0,2,0,1667051240,1667047849,1667049910.0,74245429,CC BY-SA 4.0,https://stackoverflow.com/questions/74245429/html-area-synced-to-internal-elements-floating-buttons,HTML area synced to internal elements (floating buttons),,,,,,,
486,"['html', 'image', 'url']","{'account_id': 25411796, 'reputation': 81, 'user_id': 19219457, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/282634ff0bbf765e445789de04398d74?s=256&d=identicon&r=PG', 'display_name': 'mikegrep', 'link': 'https://stackoverflow.com/users/19219457/mikegrep'}",False,24,,0,0,1667051177,1667051177,,74245842,CC BY-SA 4.0,https://stackoverflow.com/questions/74245842/html-does-not-display-image-from-url-sorce,Html does not display image from url sorce,,,,,,,
487,"['python', 'html', 'python-3.x', 'python-3.6']","{'account_id': 6478781, 'reputation': 1174, 'user_id': 5016547, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/D3SEV.png?s=256&g=1', 'display_name': 'Joseph238', 'link': 'https://stackoverflow.com/users/5016547/joseph238'}",False,33,,1,0,1667050930,1666992765,1667050729.0,74241129,CC BY-SA 4.0,https://stackoverflow.com/questions/74241129/is-there-a-python-function-that-encodes-output-for-javascript-contexts,Is there a Python function that encodes output for JavaScript contexts?,,,,,,,
488,"['html', 'css']","{'account_id': 26024316, 'reputation': 1, 'user_id': 19731473, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucoj8sfQ9Wg0_pzb6HdeWEFLqltqm0TW2UiFDtCdrw=k-s256', 'display_name': 'ahyu', 'link': 'https://stackoverflow.com/users/19731473/ahyu'}",True,30,,1,0,1667050627,1667050306,,74245729,CC BY-SA 4.0,https://stackoverflow.com/questions/74245729/how-to-put-spaces-between-items-inside-the-html-div,How to put spaces between items inside the html div?,,,,,,,
489,"['javascript', 'php', 'html', 'css', 'laravel']","{'account_id': 26250699, 'reputation': 325, 'user_id': 19923550, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f0095a2006de6244b074f98a7d9222c6?s=256&d=identicon&r=PG', 'display_name': 'Delano van londen', 'link': 'https://stackoverflow.com/users/19923550/delano-van-londen'}",True,59,74245675.0,1,0,1667049857,1666864768,1666864967.0,74220203,CC BY-SA 4.0,https://stackoverflow.com/questions/74220203/checkbox-list-is-not-opening,checkbox list is not opening,,,,,,,
490,"['javascript', 'html', 'autocomplete', 'textarea']","{'account_id': 25269822, 'reputation': 700, 'user_id': 19099302, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81668e9b1eb8056d60b71e8a89d50509?s=256&d=identicon&r=PG', 'display_name': 'Usitha Indeewara', 'link': 'https://stackoverflow.com/users/19099302/usitha-indeewara'}",True,56,74245388.0,1,0,1667049115,1667045914,1667048766.0,74245204,CC BY-SA 4.0,https://stackoverflow.com/questions/74245204/how-to-autocomplete-brackets-in-html-textarea,How to autocomplete brackets in HTML textarea?,,,,,,,
491,"['javascript', 'html', 'css']","{'account_id': 26503076, 'reputation': 1, 'user_id': 20139689, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/ACNPEu_D0Dju7Ioi3kw3yQUSdfpD4MbbgaZgBf9L2pCL36M=k-s256', 'display_name': 'Fardin Jim', 'link': 'https://stackoverflow.com/users/20139689/fardin-jim'}",False,47,,0,-2,1667048226,1667046316,1667048226.0,74245250,,https://stackoverflow.com/questions/74245250/is-there-any-option-to-add-an-a-tag-here,Is there any option to add an &lt;a&gt; tag here?,,,1667047047.0,Duplicate,,,
492,"['html', 'css', 'xampp']","{'account_id': 23346909, 'reputation': 7, 'user_id': 17421059, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhZbOimC2W9o37l3qGs_T_rd4DxjO9LoClmjv5xzw=k-s256', 'display_name': 'Alvaro Ramirez', 'link': 'https://stackoverflow.com/users/17421059/alvaro-ramirez'}",False,41,,0,0,1667048212,1666894656,1666894972.0,74226605,CC BY-SA 4.0,https://stackoverflow.com/questions/74226605/html-not-reacting-to-css-changes,HTML not reacting to CSS changes,,,,,,,
493,"['javascript', 'html', 'jquery', 'css']","{'account_id': 15757299, 'reputation': 3, 'user_id': 11370091, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gtr3X.png?s=256&g=1', 'display_name': 'CAT', 'link': 'https://stackoverflow.com/users/11370091/cat'}",True,51,74245340.0,1,-1,1667047658,1667044302,1667045220.0,74245015,CC BY-SA 4.0,https://stackoverflow.com/questions/74245015/how-to-control-each-image-from-an-array-of-css-url-values,How to control each image from an array of CSS `url()` values?,,,,,,,
494,"['javascript', 'html', 'instagram', 'instagram-api']","{'account_id': 25487066, 'reputation': 11, 'user_id': 19282494, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2e31fa8209ff7b8083f50d2b9676acf1?s=256&d=identicon&r=PG', 'display_name': 'Alexander Rubino', 'link': 'https://stackoverflow.com/users/19282494/alexander-rubino'}",False,13,,0,0,1667047462,1667047462,,74245379,CC BY-SA 4.0,https://stackoverflow.com/questions/74245379/how-to-update-a-curator-io-feed-which-is-an-html,"How to update a curator.io feed, which is an HTML?",,,,,,,
495,"['php', 'html', 'onedrive']","{'account_id': 26767009, 'reputation': 21, 'user_id': 20364000, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab2e00f31c5506f898fdf894b8b2f173?s=256&d=identicon&r=PG', 'display_name': 'Lensmeister', 'link': 'https://stackoverflow.com/users/20364000/lensmeister'}",False,29,,0,1,1667046753,1667046473,1667046753.0,74245270,CC BY-SA 4.0,https://stackoverflow.com/questions/74245270/can-a-website-php-read-a-csv-on-a-personal-onedrive,Can a website (php) read a csv on a personal onedrive?,,,,,,,
496,"['javascript', 'html', 'web-component', 'custom-element']","{'account_id': 26698485, 'reputation': 23, 'user_id': 20305940, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/800d1c3ca3968f761d7013b58ad1f7dd?s=256&d=identicon&r=PG', 'display_name': 'dre', 'link': 'https://stackoverflow.com/users/20305940/dre'}",True,57,74233226.0,1,2,1667046115,1666927595,1667039774.0,74230320,CC BY-SA 4.0,https://stackoverflow.com/questions/74230320/nested-custom-element-not-showing-the-data,nested custom element not showing the data,,,,,,,
497,"['javascript', 'html', 'css', 'forms']","{'account_id': 24032315, 'reputation': 5, 'user_id': 18013003, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/aFPsV.png?s=256&g=1', 'display_name': 'Dilek', 'link': 'https://stackoverflow.com/users/18013003/dilek'}",True,39,74245221.0,1,0,1667046079,1667044945,1667045510.0,74245089,CC BY-SA 4.0,https://stackoverflow.com/questions/74245089/how-do-i-keep-my-form-elements-from-moving-when-i-resize-my-window,How do I keep my form elements from moving when I resize my window?,,,,,,,
498,"['javascript', 'html', 'css']","{'account_id': 26503076, 'reputation': 1, 'user_id': 20139689, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/ACNPEu_D0Dju7Ioi3kw3yQUSdfpD4MbbgaZgBf9L2pCL36M=k-s256', 'display_name': 'Fardin Jim', 'link': 'https://stackoverflow.com/users/20139689/fardin-jim'}",True,51,74244338.0,2,-2,1667045793,1667036801,1667045793.0,74244276,,https://stackoverflow.com/questions/74244276/is-there-any-way-to-go-to-new-page-in-different-button-input,Is there any way to go to new page in different button input?,,,1667041022.0,Needs more focus,,,
499,"['javascript', 'html', 'css', 'reactjs', 'spring']","{'account_id': 26768648, 'reputation': 11, 'user_id': 20365401, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3TC90i-rvZJCRwVrmjtTUHv2IbWJNjlkgf77C0sQ=k-s256', 'display_name': 'S H', 'link': 'https://stackoverflow.com/users/20365401/s-h'}",False,34,,0,1,1667045424,1667045424,,74245145,CC BY-SA 4.0,https://stackoverflow.com/questions/74245145/customize-mouse-cursor-javascript-on-my-own-html,customize mouse cursor javascript on my own html,,,,,,,
500,"['html', 'css']","{'account_id': 26768441, 'reputation': 11, 'user_id': 20365222, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/065ae1650fc5fb00c4d3343166c8b990?s=256&d=identicon&r=PG', 'display_name': 'Homo', 'link': 'https://stackoverflow.com/users/20365222/homo'}",True,41,74245059.0,2,-3,1667045399,1667043673,,74244936,,https://stackoverflow.com/questions/74244936/drop-shadow-effect-css,drop shadow effect css,,,1667119894.0,Needs details or clarity,,,
501,"['javascript', 'html', 'reactjs', 'button', 'input']","{'account_id': 26616687, 'reputation': 3, 'user_id': 20235980, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b0bd2649ea4e4ab8b65966e7501449c1?s=256&d=identicon&r=PG', 'display_name': 'Anna', 'link': 'https://stackoverflow.com/users/20235980/anna'}",True,47,74245021.0,3,0,1667044800,1667043830,,74244959,CC BY-SA 4.0,https://stackoverflow.com/questions/74244959/how-can-i-do-to-clear-my-input-when-i-click-on-the-button,How can I do to clear my input when I click on the button?,,,,,,,
502,"['javascript', 'html']","{'account_id': 26631281, 'reputation': 13, 'user_id': 20248446, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2wbPylqIVwTWy7eKGsI7h7b5_pDAydyEMfHoJzOQ=k-s256', 'display_name': 'Huey O&#39;Brien', 'link': 'https://stackoverflow.com/users/20248446/huey-obrien'}",True,32,74245056.0,1,0,1667044658,1667042640,,74244838,CC BY-SA 4.0,https://stackoverflow.com/questions/74244838/im-trying-to-display-my-questions-after-i-have-filtered-them-from-a-key-that-is,I&#39;m trying to display my questions after I have filtered them from a key that is an difficulty in my Array,,,,,,,
503,"['html', 'css', 'web']","{'account_id': 26682738, 'reputation': 1, 'user_id': 20292485, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0AMBiTfLwWLOPciao9pgVg_LvL5mZZhxVBqGUf=k-s256', 'display_name': 'Aseed Second', 'link': 'https://stackoverflow.com/users/20292485/aseed-second'}",False,17,,0,0,1667043799,1667043799,,74244954,CC BY-SA 4.0,https://stackoverflow.com/questions/74244954/how-to-reposition-elements-divs-based-on-web-browser,How to reposition elements/divs based on web browser,,,,,,,
504,"['javascript', 'php', 'html']","{'account_id': 26767641, 'reputation': 1, 'user_id': 20364534, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0GWl_MEetyfbp1dtrPFaQefB-q1F3oNKmGBQT3=k-s256', 'display_name': 'Durgesh nandan ', 'link': 'https://stackoverflow.com/users/20364534/durgesh-nandan'}",False,18,,1,0,1667042902,1667035941,1667042902.0,74244186,CC BY-SA 4.0,https://stackoverflow.com/questions/74244186/how-upload-captured-image-file-to-sever-in-java-script-html-php,How upload captured image file to sever in java script HTML PHP,,,,,,,
505,"['python', 'html', 'django', 'weasyprint']","{'account_id': 26660207, 'reputation': 21, 'user_id': 20273145, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0ZxfQI28kduAcZUIRlmpHje8qR5pIzumnCzZFZ=k-s256', 'display_name': 'Furkan Yıldız', 'link': 'https://stackoverflow.com/users/20273145/furkan-y%c4%b1ld%c4%b1z'}",False,26,,0,0,1667042363,1667042363,,74244811,CC BY-SA 4.0,https://stackoverflow.com/questions/74244811/weasyprint-render-to-string-weasyprint-html-object-at-0x7f6f944df190-2-extra-b,Weasyprint render_to_string &lt;weasyprint.HTML object at 0x7f6f944df190&gt; 2 extra bytes in post.stringData array problem,,,,,,,
506,"['html', 'stock', 'trading']","{'account_id': 26768342, 'reputation': 1, 'user_id': 20365137, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu03YngM7TV8fKCJWSWG8TUWY190qEHVYO2ewXMK=k-s256', 'display_name': 'robin news', 'link': 'https://stackoverflow.com/users/20365137/robin-news'}",False,27,,0,-1,1667042337,1667042337,,74244809,CC BY-SA 4.0,https://stackoverflow.com/questions/74244809/html-related-issue-i-have-facing,HTML related issue i have facing,,,,,,,
507,"['html', 'css', 'sass']","{'account_id': 25947522, 'reputation': 77, 'user_id': 19674173, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucqlotiIXBPDQmpOy2MQSAMJ8U1TP4g7isdcLyOUxQ=k-s256', 'display_name': 'Armonia', 'link': 'https://stackoverflow.com/users/19674173/armonia'}",False,30,,1,0,1667041904,1667041485,1667041665.0,74244738,CC BY-SA 4.0,https://stackoverflow.com/questions/74244738/adding-a-background-image-to-a-site,Adding a background image to a site,,,,,,,
508,"['javascript', 'html', 'css']","{'account_id': 23973000, 'reputation': 401, 'user_id': 17961431, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJywKqYsLSd1jPPEkhyMLoR1gUTp8kB1Cs9RzjYb=k-s256', 'display_name': 'Dev Beginner ', 'link': 'https://stackoverflow.com/users/17961431/dev-beginner'}",True,52,74244764.0,1,0,1667041774,1667024028,,74243180,CC BY-SA 4.0,https://stackoverflow.com/questions/74243180/check-box-change-css-to-looks-like-button,Check box change CSS to looks like Button,,,,,,,
509,"['javascript', 'html', 'asp.net', 'asp.net-core']","{'account_id': 26459969, 'reputation': 21, 'user_id': 20102061, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9vld9.jpg?s=256&g=1', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/20102061/david'}",False,93,,0,0,1667039343,1666982436,1667039343.0,74239658,CC BY-SA 4.0,https://stackoverflow.com/questions/74239658/display-all-images-in-a-given-directory-without-using-nodejs-asp-net-core,Display all images in a given directory without using NODEJS ASP NET CORE,,,,,,,
510,"['html', 'jquery', 'image']","{'account_id': 23058801, 'reputation': 11, 'user_id': 17174462, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjLvOWKECtVgJ5gjVVf5osZ9_MGF5MiVh_on4gY=k-s256', 'display_name': 'Sri Rama Punniya Vallabhar', 'link': 'https://stackoverflow.com/users/17174462/sri-rama-punniya-vallabhar'}",True,38,,2,1,1667039337,1666758828,1667039337.0,74202745,CC BY-SA 4.0,https://stackoverflow.com/questions/74202745/the-image-is-not-showing-up,the image is not showing up,,,,,,,
511,"['javascript', 'html', 'css']","{'account_id': 25946661, 'reputation': 47, 'user_id': 19665304, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmn42uK9JhdvqxYRwIGfqiOkkGcWrFp8pvzKa9ht=k-s256', 'display_name': 'andr_hot', 'link': 'https://stackoverflow.com/users/19665304/andr-hot'}",True,56,74244500.0,1,1,1667039198,1667031294,,74243790,CC BY-SA 4.0,https://stackoverflow.com/questions/74243790/displaying-all-user-cards-on-the-screen-js,Displaying all user cards on the screen js,,,,,,,
512,"['html', 'css', 'hyperlink']","{'account_id': 26739077, 'reputation': 1, 'user_id': 20340160, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fad97a4df0b5d848ff29640e427496c4?s=256&d=identicon&r=PG', 'display_name': 'MaziniiX_', 'link': 'https://stackoverflow.com/users/20340160/maziniix'}",False,24,,2,0,1667038931,1666794722,,74209525,CC BY-SA 4.0,https://stackoverflow.com/questions/74209525/how-to-redirect-with-a-to-a-specific-page-and-a-specific-part-of-the-page-in-t,How to redirect with &lt;a&gt; to a specific page and a specific part of the page in the same time,,,,,,,
513,"['php', 'html', 'jquery', 'email']","{'account_id': 24403125, 'reputation': 9, 'user_id': 18331597, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6b0c4f3b13b40028a65f2a5bd2e973fc?s=256&d=identicon&r=PG', 'display_name': 'Adriaan', 'link': 'https://stackoverflow.com/users/18331597/adriaan'}",False,33,,2,-1,1667037072,1667036307,,74244228,,https://stackoverflow.com/questions/74244228/how-do-i-send-mail-using-a-php-contact-form,How do I send mail using a php contact form?,,,1667037235.0,Duplicate,,,
514,"['javascript', 'html', 'css']","{'account_id': 25590847, 'reputation': 111, 'user_id': 19367608, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db7e366ebf84847d48f994d07c612728?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tove C.', 'link': 'https://stackoverflow.com/users/19367608/tove-c'}",True,50,74243657.0,2,0,1667036182,1667027185,1667028725.0,74243458,CC BY-SA 4.0,https://stackoverflow.com/questions/74243458/navbar-not-changing-color-on-scroll-even-though-other-effects-on-scroll-are-work,Navbar not changing color on scroll even though other effects on scroll are working,,,,,,,
515,"['javascript', 'html', 'dom', 'dom-events']","{'account_id': 26767280, 'reputation': 5, 'user_id': 20364230, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/babc85745ce64352d31bc4694ee4e74a?s=256&d=identicon&r=PG', 'display_name': 'Florence116', 'link': 'https://stackoverflow.com/users/20364230/florence116'}",True,58,74243783.0,1,0,1667035768,1667030958,1667035768.0,74243767,CC BY-SA 4.0,https://stackoverflow.com/questions/74243767/cant-access-html-input-value-in-javascript,Can&#39;t access HTML input value in JavaScript,,,,,,,
