,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,migrated_from,closed_date,closed_reason,community_owned_date
727,"['javascript', 'php', 'html']","{'user_type': 'does_not_exist', 'display_name': 'user1696812'}",False,182,,4,1,1481541421,1348568310,12580882,CC BY-SA 3.0,https://stackoverflow.com/questions/12580882/trying-to-display-data-shown-depending-on-what-users-click,Trying to display data shown depending on what users click,1450992755.0,,,,,
728,['html'],"{'account_id': 1312430, 'reputation': 153, 'user_id': 1260168, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1cbd61d2204ad81c958d4778a1b07705?s=256&d=identicon&r=PG', 'display_name': '4michaelcoleman', 'link': 'https://stackoverflow.com/users/1260168/4michaelcoleman'}",True,46863,12632522.0,1,14,1481299005,1348791687,12631954,CC BY-SA 3.0,https://stackoverflow.com/questions/12631954/vertical-aligntext-top-not-working-in-table-cell-td-in-html5,vertical-align:text-top; not working in table cell (td) in HTML5,1348792389.0,,,,,
729,"['javascript', 'html', 'css']","{'account_id': 1860516, 'reputation': 1, 'user_id': 1685181, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e7741eae80c8136fcb1c314212952d2?s=256&d=identicon&r=PG', 'display_name': 'Shashika Nanayakkara', 'link': 'https://stackoverflow.com/users/1685181/shashika-nanayakkara'}",True,25840,,4,0,1481160533,1348127852,12508300,CC BY-SA 3.0,https://stackoverflow.com/questions/12508300/how-to-add-vimeo-player-into-pop-up-window-when-it-clck-on-image,How to add vimeo player into pop up window when it clck on Image..???,,,,,,
730,"['php', 'html', 'dom']","{'account_id': 35289, 'reputation': 54366, 'user_id': 99923, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/211755e2897f699737d63f5e2ecf5b07?s=256&d=identicon&r=PG', 'display_name': 'Xeoncross', 'link': 'https://stackoverflow.com/users/99923/xeoncross'}",True,41008,24730245.0,5,53,1481043837,1347421571,12380919,CC BY-SA 4.0,https://stackoverflow.com/questions/12380919/php-dom-textcontent-vs-nodevalue,PHP DOM textContent vs nodeValue?,1592644375.0,,,,,
731,"['javascript', 'html', 'svg', 'html5-canvas']","{'account_id': 1688263, 'reputation': 617, 'user_id': 1551120, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ddbf32ed982cf4ecadd7762577be5838?s=256&d=identicon&r=PG', 'display_name': 'user1551120', 'link': 'https://stackoverflow.com/users/1551120/user1551120'}",True,12790,12292114.0,1,32,1480956997,1346853537,12283168,CC BY-SA 3.0,https://stackoverflow.com/questions/12283168/canvas-vs-svg-for-simple-games,Canvas vs SVG for simple games,1480956997.0,,,,,
732,"['html', 'css', 'html-table']","{'account_id': 367251, 'reputation': 915, 'user_id': 1126760, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/809365994fd9f41c49539a1e0117cc41?s=256&d=identicon&r=PG&f=1', 'display_name': 'pab', 'link': 'https://stackoverflow.com/users/1126760/pab'}",True,999,12639421.0,1,-2,1480630327,1348832442,12639317,,https://stackoverflow.com/questions/12639317/assign-styles-to-certain-elements-within-a-table-with-css,Assign styles to certain elements within a table with CSS,1495541629.0,,,1349047045.0,exact duplicate,
733,"['javascript', 'jquery', 'html', 'html-table']","{'account_id': 1546259, 'reputation': 2572, 'user_id': 1439748, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/zHRqY.jpg?s=256&g=1', 'display_name': 'LCIII', 'link': 'https://stackoverflow.com/users/1439748/lciii'}",True,631,12392774.0,1,1,1480289431,1347467532,12392666,CC BY-SA 3.0,https://stackoverflow.com/questions/12392666/add-row-to-html-table-with-fixed-header,Add row to HTML table with Fixed Header,1480289431.0,,,,,
734,"['jquery', 'html', 'css']","{'account_id': 1851863, 'reputation': 11, 'user_id': 1678246, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/add348b997916cca0ac65b0614a6a9f0?s=256&d=identicon&r=PG', 'display_name': 'YungBlood', 'link': 'https://stackoverflow.com/users/1678246/yungblood'}",False,1687,,1,1,1480195816,1347902607,12464236,CC BY-SA 3.0,https://stackoverflow.com/questions/12464236/multiple-rows-of-floating-table-headers,Multiple rows of floating table headers,1480195816.0,,,,,
735,"['android', 'html', 'android-softkeyboard', 'galaxy-tab']","{'account_id': 1841678, 'reputation': 5584, 'user_id': 1670956, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/Vi939.png?s=256&g=1', 'display_name': '&#193;xel Costas Pena', 'link': 'https://stackoverflow.com/users/1670956/%c3%81xel-costas-pena'}",True,11997,,3,9,1480077290,1348818744,12635858,CC BY-SA 3.0,https://stackoverflow.com/questions/12635858/input-type-number-keyboard-has-dot-disabled-in-galaxy-tab,input type=number keyboard has dot disabled in Galaxy Tab,,,,,,
736,"['html', 'css']","{'account_id': 85429, 'reputation': 9306, 'user_id': 238190, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/5e9cf9eceb686673146bae441b625f7a?s=256&d=identicon&r=PG', 'display_name': 'emeraldhieu', 'link': 'https://stackoverflow.com/users/238190/emeraldhieu'}",True,8691,12650623.0,3,2,1480065536,1348901093,12650597,CC BY-SA 3.0,https://stackoverflow.com/questions/12650597/horizontal-line-throughout-html-page,Horizontal line throughout HTML page,1486564655.0,,,,,
737,"['visual-studio', 'html', 'node.js', 'compiler-construction', 'websocket']","{'account_id': 1602780, 'reputation': 3695, 'user_id': 1483518, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/ywXUt.jpg?s=256&g=1', 'display_name': 'zer02', 'link': 'https://stackoverflow.com/users/1483518/zer02'}",True,5462,12426368.0,2,6,1479462776,1347630251,12425850,CC BY-SA 3.0,https://stackoverflow.com/questions/12425850/node-js-do-i-really-need-visual-studio-and-python-2-x-or-3-x,Node.js - Do I really need Visual Studio ? And Python 2.X or 3.X?,,,,,,
738,"['jquery', 'html', 'css']","{'account_id': 769204, 'reputation': 19202, 'user_id': 880413, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/708eff6d5825112bdc569ec76e39cd7f?s=256&d=identicon&r=PG', 'display_name': 'Adam', 'link': 'https://stackoverflow.com/users/880413/adam'}",True,2491,12247892.0,3,1,1479369118,1346675109,12247838,CC BY-SA 3.0,https://stackoverflow.com/questions/12247838/how-to-dynamically-change-the-size-of-a-div-depending-on-the-amount-of-content,How to dynamically change the size of a div depending on the amount of content,1479369118.0,,,,,
739,"['php', 'javascript', 'html', 'local-storage', 'manifest']","{'account_id': 1765073, 'reputation': 41, 'user_id': 1611121, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/abf4508dd977d063a3e85f18a88a2d7c?s=256&d=identicon&r=PG', 'display_name': 'Jean hewetson', 'link': 'https://stackoverflow.com/users/1611121/jean-hewetson'}",False,479,,3,0,1478919677,1347438878,12384168,CC BY-SA 3.0,https://stackoverflow.com/questions/12384168/php-to-html-5-using-javascript,PHP to HTML 5 using Javascript,1478919677.0,,,,,
740,"['javascript', 'html', 'image']","{'account_id': 316982, 'reputation': 13857, 'user_id': 633424, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/bcb7895d223afb465329e5c352bd86f0?s=256&d=identicon&r=PG', 'display_name': 'daryl', 'link': 'https://stackoverflow.com/users/633424/daryl'}",True,97730,12287874.0,2,19,1478785326,1346870837,12287856,CC BY-SA 3.0,https://stackoverflow.com/questions/12287856/insert-image-object-into-html,Insert image object into HTML,1346871733.0,1478785359.0,,,,
741,"['javascript', 'html', 'forms', 'onsubmit']","{'account_id': 751024, 'reputation': 1163, 'user_id': 748537, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://i.stack.imgur.com/14O0P.gif?s=256&g=1', 'display_name': 'Rita', 'link': 'https://stackoverflow.com/users/748537/rita'}",True,25014,12623470.0,6,9,1478486243,1348754615,12623244,CC BY-SA 3.0,https://stackoverflow.com/questions/12623244/onsubmit-method-doesnt-stop-submit,onsubmit method doesn&#39;t stop submit,1433955391.0,,,,,
742,"['html', 'regex', 'excel', 'html-table', 'notepad++']","{'account_id': 1802483, 'reputation': 31, 'user_id': 1640453, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4ae3116bbc4d0e135c4ff14c0095d887?s=256&d=identicon&r=PG', 'display_name': 'user1640453', 'link': 'https://stackoverflow.com/users/1640453/user1640453'}",True,250,,2,3,1478367912,1346501090,12227539,CC BY-SA 3.0,https://stackoverflow.com/questions/12227539/regular-expression-for-notepad,Regular expression for Notepad++,1478367912.0,,,,,
743,"['javascript', 'jquery', 'html', 'sorting', 'html-table']","{'account_id': 935140, 'reputation': 2417, 'user_id': 964196, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/b0254a9d3e640ff79d4e8b9aabb5d08a?s=256&d=identicon&r=PG', 'display_name': 'Uğur G&#252;m&#252;şhan', 'link': 'https://stackoverflow.com/users/964196/u%c4%9fur-g%c3%bcm%c3%bc%c5%9fhan'}",True,6952,,5,3,1477827359,1347021448,12318267,CC BY-SA 3.0,https://stackoverflow.com/questions/12318267/client-side-sorting-with-html-and-javascript,Client side sorting with html and Javascript,1477827359.0,,,,,
744,"['html', 'internet-explorer']","{'account_id': 1492752, 'reputation': 3719, 'user_id': 1399457, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/7cf1db9776af6e270236e33d33d6e930?s=256&d=identicon&r=PG', 'display_name': 'Phil Hudson', 'link': 'https://stackoverflow.com/users/1399457/phil-hudson'}",True,12517,12266910.0,4,4,1477825950,1346772789,12266811,CC BY-SA 3.0,https://stackoverflow.com/questions/12266811/hidden-field-value-displayed-in-ie,Hidden field value displayed in IE,1398348734.0,,,,,
745,"['python', 'html', 'algorithm', 'html-parsing', 'diff']","{'account_id': 23879, 'reputation': 3243, 'user_id': 60247, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/573b0abaa71b7cf74c4f3cc482b67dcd?s=256&d=identicon&r=PG', 'display_name': 'Shane H', 'link': 'https://stackoverflow.com/users/60247/shane-h'}",True,3167,12732485.0,3,18,1477594697,1348890264,12649740,CC BY-SA 3.0,https://stackoverflow.com/questions/12649740/building-an-html-diff-patch-algorithm,Building an HTML Diff/Patch Algorithm,1495541954.0,,,,,
746,"['html', 'css', 'internet-explorer-8', 'html-select']","{'account_id': 216718, 'reputation': 9068, 'user_id': 472134, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/mYLSE.jpg?s=256&g=1', 'display_name': 'Clyde Lobo', 'link': 'https://stackoverflow.com/users/472134/clyde-lobo'}",True,25913,12325823.0,7,3,1477471263,1347020693,12318057,CC BY-SA 3.0,https://stackoverflow.com/questions/12318057/ie-8-fixed-width-select-issue,IE 8 fixed width select issue,,,,,,
747,"['html', 'css', 'html-table', 'border']","{'account_id': 952926, 'reputation': 3551, 'user_id': 978733, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/8c7265b4caf2b8448e2ac1ee5a2dd41e?s=256&d=identicon&r=PG', 'display_name': 'heron', 'link': 'https://stackoverflow.com/users/978733/heron'}",True,7379,12237063.0,3,2,1477421164,1346598405,12237016,CC BY-SA 3.0,https://stackoverflow.com/questions/12237016/tables-td-right-border-issue,Table&#39;s &lt;TD&gt; right border issue,1477421164.0,,,,,
748,"['html', 'css', 'html-table', 'css-tables']","{'account_id': 33049, 'reputation': 2773, 'user_id': 92189, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/848c9383f94e7534d4d3dffc57a3e3f5?s=256&d=identicon&r=PG', 'display_name': 'stormwild', 'link': 'https://stackoverflow.com/users/92189/stormwild'}",True,9644,12241906.0,2,2,1477421068,1346645548,12241896,CC BY-SA 3.0,https://stackoverflow.com/questions/12241896/how-can-i-position-elements-within-a-table-cell-td-such-that-one-element-is-le,How can I position elements within a table cell (td) such that one element is left aligned and the other right aligned?,1477421068.0,,,,,
749,"['jquery', 'html', 'css', 'html-table']","{'account_id': 1671990, 'reputation': 85, 'user_id': 1538291, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a5212806f5d4b79067ac4022fe115d6?s=256&d=identicon&r=PG', 'display_name': 'user1538291', 'link': 'https://stackoverflow.com/users/1538291/user1538291'}",True,62,12380427.0,1,0,1477420915,1347415907,12380338,CC BY-SA 3.0,https://stackoverflow.com/questions/12380338/table-size-difference,Table size difference,1477420915.0,,,,,
750,"['javascript', 'html', 'seo', 'amazon-web-services', 'cdn']","{'account_id': 407851, 'reputation': 2896, 'user_id': 778166, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/w7UuV.jpg?s=256&g=1', 'display_name': 'MatthiasLaug', 'link': 'https://stackoverflow.com/users/778166/matthiaslaug'}",True,3727,,9,16,1477414756,1347041562,12323314,CC BY-SA 3.0,https://stackoverflow.com/questions/12323314/configuring-any-cdn-to-deliver-only-one-file-no-matter-what-url-has-been-request,Configuring any CDN to deliver only one file no matter what url has been requested,1347041934.0,,,,,
751,"['jquery', 'html', 'jquery-selectors', 'html-table']","{'user_type': 'does_not_exist', 'display_name': 'user1545072'}",True,822,12458610.0,1,0,1477407473,1347881973,12458425,CC BY-SA 3.0,https://stackoverflow.com/questions/12458425/how-to-select-td-by-id,How to select td by id,1477407473.0,,,,,
752,"['html', 'html-table']","{'account_id': 1695068, 'reputation': 880, 'user_id': 1556601, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/0ec8ad0ffdc249593b36fdd6e7665700?s=256&d=identicon&r=PG', 'display_name': 'mastersuse', 'link': 'https://stackoverflow.com/users/1556601/mastersuse'}",False,4571,,2,0,1477407392,1348054199,12493823,CC BY-SA 3.0,https://stackoverflow.com/questions/12493823/unique-ids-in-td-table,Unique ID&#39;s in TD Table,1477407392.0,,,,,
753,"['html', 'css', 'forms']","{'account_id': 940412, 'reputation': 315, 'user_id': 968578, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/117819620c53f5e04b597b1e1cd46d42?s=256&d=identicon&r=PG', 'display_name': 'Prd87', 'link': 'https://stackoverflow.com/users/968578/prd87'}",True,2782,12562485.0,2,2,1476977634,1348478368,12562082,CC BY-SA 3.0,https://stackoverflow.com/questions/12562082/how-can-i-apply-styles-to-a-label-for-a-selected-radio-button,How can I apply styles to a label for a selected radio button,1476977634.0,,,,,
754,"['html', 'css', 'css-selectors', 'pseudo-class']","{'account_id': 229064, 'reputation': 5519, 'user_id': 491770, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/I2mn1.png?s=256&g=1', 'display_name': 'Justin Thomas', 'link': 'https://stackoverflow.com/users/491770/justin-thomas'}",True,27439,12592035.0,3,16,1476705120,1348611730,12591966,CC BY-SA 3.0,https://stackoverflow.com/questions/12591966/html-disabled-button-getting-active-css-pseudo-class,HTML Disabled Button getting :active CSS Pseudo Class,1348612309.0,,,,,
755,['html'],"{'account_id': 1151349, 'reputation': 891, 'user_id': 1132983, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/d60eccb5a1f15108b78a1eaf22466dd5?s=256&d=identicon&r=PG', 'display_name': 'Fei Qu', 'link': 'https://stackoverflow.com/users/1132983/fei-qu'}",True,1104,12361522.0,3,1,1476289223,1347326225,12361475,CC BY-SA 3.0,https://stackoverflow.com/questions/12361475/browser-is-showing-the-text-contents-of-a-file-instead-of-the-rendered-html-cont,Browser is showing the text contents of a file instead of the rendered HTML contents of a file,1347327268.0,,,,,
756,"['php', 'html', 'image', 'file-upload', 'upload']","{'account_id': 1812748, 'reputation': 63, 'user_id': 1648482, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/511d8c24e97ea01024ca6b0a92d309d4?s=256&d=identicon&r=PG', 'display_name': 'valiantb', 'link': 'https://stackoverflow.com/users/1648482/valiantb'}",True,15339,12659304.0,4,6,1476003422,1348987634,12659268,CC BY-SA 3.0,https://stackoverflow.com/questions/12659268/move-uploaded-file-showing-successful-but-not-working,move_uploaded_file() showing successful but not working,,,,,,
757,"['javascript', 'html', 'css', 'iframe', 'resize']","{'account_id': 957146, 'reputation': 11, 'user_id': 982244, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06c54905ed72742cf320d6cdafba914e?s=256&d=identicon&r=PG', 'display_name': 'user982244', 'link': 'https://stackoverflow.com/users/982244/user982244'}",False,1083,,3,1,1475847438,1348151492,12514903,CC BY-SA 3.0,https://stackoverflow.com/questions/12514903/why-isnt-my-iframe-resizing-to-fit-its-content,Why isn&#39;t my iframe resizing to fit its content?,1495542317.0,,,,,
758,"['html', 'selenium', 'validation']","{'account_id': 265467, 'reputation': 121, 'user_id': 552443, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/41c514b35b5807aa3fc52aebca219208?s=256&d=identicon&r=PG', 'display_name': 'Hugues', 'link': 'https://stackoverflow.com/users/552443/hugues'}",True,3094,12566530.0,3,4,1475577911,1348174794,12520852,CC BY-SA 3.0,https://stackoverflow.com/questions/12520852/how-do-i-test-if-html5-validation-was-triggered-for-a-required-field-with-seleni,How do I test if HTML5 validation was triggered for a required field with Selenium?,1348175596.0,,,,,
759,"['php', 'javascript', 'mysql', 'html']","{'account_id': 1497852, 'reputation': 115, 'user_id': 1403386, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/a42dc548f36ae2c88bf90229e63839e7?s=256&d=identicon&r=PG', 'display_name': 'Patrick', 'link': 'https://stackoverflow.com/users/1403386/patrick'}",False,114,,4,-1,1475357525,1347012290,12315945,CC BY-SA 3.0,https://stackoverflow.com/questions/12315945/how-to-check-data-for-duplication-in-database,How to check data for duplication in database?,1475354754.0,,,,,
760,"['javascript', 'html', 'redirect', 'hashtag']","{'account_id': 1805008, 'reputation': 39, 'user_id': 1642316, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b5aff4268f67a60ee59ec73e7e038152?s=256&d=identicon&r=PG', 'display_name': 'Magnus Kristoffersen', 'link': 'https://stackoverflow.com/users/1642316/magnus-kristoffersen'}",False,1667,,2,2,1474893207,1346614984,12239167,CC BY-SA 3.0,https://stackoverflow.com/questions/12239167/return-to-index-html-if-refresh-is-hit-on-a-hashtag-link,Return to index.html if refresh is hit on a hashtag link,1348761346.0,,,,,
761,"['html', 'css', 'hover', 'thumbnails', 'blogger']","{'account_id': 1862383, 'reputation': 41, 'user_id': 1686720, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26884e83c8d3034ae30f6e7d961676e1?s=256&d=identicon&r=PG', 'display_name': 'Trae', 'link': 'https://stackoverflow.com/users/1686720/trae'}",True,31418,,2,4,1474751525,1348162154,12517758,CC BY-SA 3.0,https://stackoverflow.com/questions/12517758/css-for-pop-up-picture-and-hovering,CSS for pop-up picture and hovering,,,,,,
762,"['javascript', 'html', 'web-applications', 'css', 'media-queries']","{'account_id': 1884944, 'reputation': 99, 'user_id': 1704356, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/997fe8e6b3292eef3631b7d62032d97c?s=256&d=identicon&r=PG', 'display_name': 'Alexis Polak', 'link': 'https://stackoverflow.com/users/1704356/alexis-polak'}",False,56,,0,1,1474473620,1348772930,12628457,CC BY-SA 3.0,https://stackoverflow.com/questions/12628457/rotation-and-adjustment-on-all-devices,Rotation and adjustment on all devices,1474473620.0,,,,,
763,"['c#', 'html', 'parsing']","{'account_id': 431169, 'reputation': 568, 'user_id': 815059, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/d7eef3743bb61a12d144418c42cbe0cb?s=256&d=identicon&r=PG', 'display_name': 'Christopher Leach', 'link': 'https://stackoverflow.com/users/815059/christopher-leach'}",True,7306,12567879.0,1,1,1474461677,1348494884,12566520,CC BY-SA 3.0,https://stackoverflow.com/questions/12566520/how-to-c-embed-base64-image-for-emailing,How to c# Embed Base64 Image for Emailing?,1348496468.0,,,,,
764,"['javascript', 'html', 'button']","{'account_id': 1728105, 'reputation': 2808, 'user_id': 1582331, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/9512c113a02d15450aa2da494606bf31?s=256&d=identicon&r=PG&f=1', 'display_name': 'iyop45', 'link': 'https://stackoverflow.com/users/1582331/iyop45'}",True,6426,12394066.0,6,3,1474308478,1347473458,12393990,CC BY-SA 3.0,https://stackoverflow.com/questions/12393990/how-do-i-make-plain-text-act-as-a-button-on-click,How do I make plain text act as a button on click?,,,,,,
765,"['html', 'css', 'css-float']","{'account_id': 113304, 'reputation': 304268, 'user_id': 298479, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/bc66db28aa7c3fa8e4ce4238b696dee9?s=256&d=identicon&r=PG', 'display_name': 'ThiefMaster', 'link': 'https://stackoverflow.com/users/298479/thiefmaster'}",True,7337,12653305.0,2,5,1473967706,1348926582,12653246,CC BY-SA 3.0,https://stackoverflow.com/questions/12653246/definition-list-side-by-side-without-wrapping-too-long-lines,Definition list side-by-side without wrapping too-long lines,,,,,,
766,"['android', 'html']","{'account_id': 1653610, 'reputation': 83, 'user_id': 1523690, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5980ed96bfafcc2e51b62ef6dc3304df?s=256&d=identicon&r=PG', 'display_name': 'user1523690', 'link': 'https://stackoverflow.com/users/1523690/user1523690'}",True,5058,12603258.0,2,8,1473759531,1348667111,12603182,CC BY-SA 3.0,https://stackoverflow.com/questions/12603182/how-to-make-multi-spannable-text,How to make multi spannable text?,,,,,,
767,"['html', 'css']","{'account_id': 1409792, 'reputation': 9230, 'user_id': 1336632, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/bad63835a160876551d362c4a84fb8c1?s=256&d=identicon&r=PG', 'display_name': 'JJ.', 'link': 'https://stackoverflow.com/users/1336632/jj'}",True,90933,12572017.0,3,76,1473342618,1348516518,12571960,CC BY-SA 3.0,https://stackoverflow.com/questions/12571960/create-a-group-box-around-certain-controls-on-a-web-form-using-css,Create a group box around certain controls on a web form using CSS,1348517505.0,,,,,
768,['html'],"{'account_id': 29647, 'reputation': 9850, 'user_id': 80282, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/0a2157c6246d858ab056335fd90dafd3?s=256&d=identicon&r=PG', 'display_name': 'John Mills', 'link': 'https://stackoverflow.com/users/80282/john-mills'}",True,29660,12242165.0,3,24,1472831718,1346646947,12242041,CC BY-SA 3.0,https://stackoverflow.com/questions/12242041/allowed-child-elements-of-ul,Allowed child elements of ul,1346647341.0,,,,,
769,"['css', 'html', 'scroll']","{'account_id': 1237207, 'reputation': 10847, 'user_id': 1200555, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/4f304d6d2f8ec35a565ca50e537f8bf6?s=256&d=identicon&r=PG', 'display_name': 'ali', 'link': 'https://stackoverflow.com/users/1200555/ali'}",True,241,,1,0,1472442459,1346778719,12268312,CC BY-SA 3.0,https://stackoverflow.com/questions/12268312/htmlcss3javascript-advanced-scrolling,HTML&amp;CSS3*JavaScript advanced scrolling,,,,,,
770,"['javascript', 'html', 'css']","{'account_id': 1801083, 'reputation': 3593, 'user_id': 1639431, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/c9f82ed116edcc3a23948fe2fb5339e4?s=256&d=identicon&r=PG', 'display_name': 'user1639431', 'link': 'https://stackoverflow.com/users/1639431/user1639431'}",True,324,,3,0,1472213722,1347118183,12332026,CC BY-SA 3.0,https://stackoverflow.com/questions/12332026/div-real-auto-width,Div real auto width,1347119165.0,,,,,
771,"['php', 'javascript', 'html', 'cordova']","{'account_id': 1387242, 'reputation': 835, 'user_id': 1318988, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/81b27e3463ad849f57c91a341f0c917d?s=256&d=identicon&r=PG', 'display_name': 'zomboble', 'link': 'https://stackoverflow.com/users/1318988/zomboble'}",True,1212,12611735.0,2,-1,1471726445,1348698325,12611386,CC BY-SA 3.0,https://stackoverflow.com/questions/12611386/download-picture-from-database-to-display-via-javascript,Download picture from database to display via JavaScript?,1348988515.0,,,,,
772,"['php', 'html', 'sql', 'forms']","{'account_id': 537551, 'reputation': 159, 'user_id': 905999, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/f9b182ea6fb83917c5c69c6bf25c99ea?s=256&d=identicon&r=PG', 'display_name': 'm1243', 'link': 'https://stackoverflow.com/users/905999/m1243'}",False,1616,,1,-1,1471649595,1347371784,12371395,CC BY-SA 3.0,https://stackoverflow.com/questions/12371395/select-option-from-select-box-click-save-button-perform-database-update,select option from select box click save button perform database update,1471649595.0,,,,,
773,"['javascript', 'html', 'dom', 'android-webview']","{'account_id': 1661660, 'reputation': 1785, 'user_id': 1529832, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/04a3edd31af4b555751d9f902fa70c6d?s=256&d=identicon&r=PG', 'display_name': 'Jon', 'link': 'https://stackoverflow.com/users/1529832/jon'}",True,11871,12515059.0,3,16,1471510843,1348151755,12514970,,https://stackoverflow.com/questions/12514970/is-getelementbyid-efficient,Is getElementById() efficient?,1348152360.0,,,1476656021.0,Duplicate,
774,"['javascript', 'html', 'css']","{'account_id': 387496, 'reputation': 37226, 'user_id': 1082219, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/ed7ba0d2fe0e66f98fdadd8d664dc45a?s=256&d=identicon&r=PG', 'display_name': 'Gruntcakes', 'link': 'https://stackoverflow.com/users/1082219/gruntcakes'}",True,7633,12324812.0,4,4,1470863354,1347048637,12324733,CC BY-SA 3.0,https://stackoverflow.com/questions/12324733/opacity-and-style-undefined-when-accesing-element-in-js-but-defined-in-css,opacity and style undefined when accesing element in js but defined in css,1349703001.0,,,,,
775,"['javascript', 'redirect', 'html']","{'account_id': 1864861, 'reputation': 134, 'user_id': 1688679, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a8835e719c40d6350f4e9fcea7fc10c?s=256&d=identicon&r=PG', 'display_name': 'Flaxbeard', 'link': 'https://stackoverflow.com/users/1688679/flaxbeard'}",True,20823,,6,8,1470772536,1348227656,12529837,CC BY-SA 3.0,https://stackoverflow.com/questions/12529837/using-a-div-as-a-link-option-to-open-new-tab,Using a div as a link - option to open new tab?,1348228376.0,,,,,
776,"['javascript', 'jquery', 'html', 'svg']","{'account_id': 1284088, 'reputation': 1286, 'user_id': 1237531, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/yYFw3.jpg?s=256&g=1', 'display_name': 'mgalardini', 'link': 'https://stackoverflow.com/users/1237531/mgalardini'}",True,38842,12463208.0,1,22,1470210518,1347841595,12451855,CC BY-SA 3.0,https://stackoverflow.com/questions/12451855/how-to-add-event-listeners-to-objects-in-a-svg,How to add event listeners to objects in a svg?,1495541404.0,,,,,
