,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,accepted_answer_id,closed_reason,migrated_from
581,"['javascript', 'html', 'asp.net']","{'account_id': 15065883, 'reputation': 187, 'user_id': 10873053, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/47f76f34c4fdcf3d71521310e448d250?s=256&d=identicon&r=PG&f=1', 'display_name': 'OddCommand24', 'link': 'https://stackoverflow.com/users/10873053/oddcommand24'}",True,224,2,0,1632984986,1632980874,1632981413.0,69386784,CC BY-SA 4.0,https://stackoverflow.com/questions/69386784/how-to-use-conditional-javascript-statement-based-on-model-value-on-a-razor-view,How to use conditional JavaScript statement based on model value on a razor view?,,69386887.0,,
582,"['javascript', 'html', 'css', 'reactjs']","{'account_id': 20646235, 'reputation': 1433, 'user_id': 15157684, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhC03u6EFflpdVCsVNVCuvy0BE7QVaO8O9m4us-=k-s256', 'display_name': 'JS3', 'link': 'https://stackoverflow.com/users/15157684/js3'}",True,59,1,-2,1632984944,1632976678,1632977182.0,69386225,CC BY-SA 4.0,https://stackoverflow.com/questions/69386225/fixed-menu-at-the-top-and-a-banner,Fixed Menu at the top and a banner,,69386298.0,,
583,"['javascript', 'html', 'tabulator']","{'account_id': 22235632, 'reputation': 21, 'user_id': 16471058, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/75ec3cad06dfb6e056d3665a1e2766ff?s=256&d=identicon&r=PG&f=1', 'display_name': 'Black Werwulf', 'link': 'https://stackoverflow.com/users/16471058/black-werwulf'}",True,76,1,-2,1632984479,1632942579,1632952785.0,69382161,CC BY-SA 4.0,https://stackoverflow.com/questions/69382161/how-can-i-load-two-json-files-with-script-without-one-script-overwriting-the-ot,"How can I load two json files with script, without one script overwriting the other?",,69387416.0,,
584,"['html', 'css']","{'account_id': 22897377, 'reputation': 1, 'user_id': 17036703, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjmIHJ_i7d777LXhehBK2Cd2F9z1LwPE-9C8ImY7Q=k-s256', 'display_name': 'NOUR', 'link': 'https://stackoverflow.com/users/17036703/nour'}",False,71,2,-1,1632984262,1632935799,1632984262.0,69380835,CC BY-SA 4.0,https://stackoverflow.com/questions/69380835/nav-bar-menu-responsive,Nav bar menu Responsive,,,,
585,"['html', 'css']","{'account_id': 12107544, 'reputation': 307, 'user_id': 8845766, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e8e7a1906931acac086bc70a6d4ad56?s=256&d=identicon&r=PG&f=1', 'display_name': 'U. Watt', 'link': 'https://stackoverflow.com/users/8845766/u-watt'}",False,75,1,1,1632984212,1632932129,1632933147.0,69380050,CC BY-SA 4.0,https://stackoverflow.com/questions/69380050/make-div-show-at-a-particular-position-no-matter-screen-size,make div show at a particular position no matter screen size,,,,
586,"['php', 'html', 'auto-increment', 'assign']","{'account_id': 19865813, 'reputation': 61, 'user_id': 14553110, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-6jL69Z1tpzU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckA5qgAImm5jBBITRFv3NqUvbzkRg/s96-c/photo.jpg?sz=256', 'display_name': 'Richard Deemee', 'link': 'https://stackoverflow.com/users/14553110/richard-deemee'}",True,59,3,0,1632984045,1632875440,1632984045.0,69369776,CC BY-SA 4.0,https://stackoverflow.com/questions/69369776/auto-incrementing-value-to-be-assigned-as-input-then-using-value-to-delete-item,Auto Incrementing value to be assigned as input then using value to delete item from database;,,,,
587,"['javascript', 'html', 'jquery']","{'account_id': 21561098, 'reputation': 137, 'user_id': 15895653, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1f28bd0ea97a11ddb5d1804fc05a7d8d?s=256&d=identicon&r=PG&f=1', 'display_name': 'user15895653', 'link': 'https://stackoverflow.com/users/15895653/user15895653'}",False,176,1,1,1632983607,1632931991,1632983607.0,69380014,CC BY-SA 4.0,https://stackoverflow.com/questions/69380014/how-to-display-multiple-values-entered-in-dynamically-created-input,How to display multiple values entered in dynamically created input?,,,,
588,"['html', 'css']","{'account_id': 22892520, 'reputation': 11, 'user_id': 17032463, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Uc7x8.jpg?s=256&g=1', 'display_name': 'parsa alemi', 'link': 'https://stackoverflow.com/users/17032463/parsa-alemi'}",True,72,1,0,1632983529,1632909559,1632983529.0,69374195,CC BY-SA 4.0,https://stackoverflow.com/questions/69374195/how-to-put-the-text-in-the-box,How to put the text in the box?,,69374413.0,,
589,"['html', 'css']","{'account_id': 22869940, 'reputation': 45, 'user_id': 17013112, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ade15be179780d9f8546847799ff43a9?s=256&d=identicon&r=PG', 'display_name': 'jac', 'link': 'https://stackoverflow.com/users/17013112/jac'}",True,163,3,0,1632983153,1632981689,,69386918,CC BY-SA 4.0,https://stackoverflow.com/questions/69386918/how-to-get-div-to-fit-contents-without-vertical-scroll-bars,How to get div to fit contents without vertical scroll bars?,,69387163.0,,
590,"['javascript', 'html', 'arrays']","{'account_id': 20586184, 'reputation': 23, 'user_id': 15111013, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhFhVUXxeTx69_Rao72DtGvgcJrLrmluwwMgqKW=k-s256', 'display_name': 'webspurs', 'link': 'https://stackoverflow.com/users/15111013/webspurs'}",True,1447,2,0,1632983025,1632962335,1632962654.0,69384786,CC BY-SA 4.0,https://stackoverflow.com/questions/69384786/random-image-generator-one-by-one-in-javascript,Random image generator one by one in javascript,,,,
591,"['html', 'redirect', 'referrer']","{'account_id': 22899549, 'reputation': 1, 'user_id': 17038518, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cec1159486a69730c6a5e7c33237857a?s=256&d=identicon&r=PG', 'display_name': 'stakflowweeer', 'link': 'https://stackoverflow.com/users/17038518/stakflowweeer'}",False,46,1,-1,1632982500,1632955193,,69384069,CC BY-SA 4.0,https://stackoverflow.com/questions/69384069/how-do-i-redirect-a-website-with-a-specified-referrer-like-facebook-html,How do I redirect a website with a specified referrer like Facebook? HTML,,,,
592,"['javascript', 'html']","{'account_id': 12645063, 'reputation': 27, 'user_id': 10074475, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd5dd5ebad3d7b5963cde55414910540?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sonal', 'link': 'https://stackoverflow.com/users/10074475/sonal'}",False,91,1,0,1632981940,1632922939,1632927353.0,69377610,CC BY-SA 4.0,https://stackoverflow.com/questions/69377610/display-name-value-based-on-specific-days,Display name value based on specific days,,,,
593,"['html', 'reactjs', 'react-bootstrap']","{'account_id': 21123503, 'reputation': 375, 'user_id': 15529116, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-oH95l3SM6WY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnb2p-IQMzu6MxvlFg3_8ltjRNsgA/s96-c/photo.jpg?sz=256', 'display_name': 'Kim San', 'link': 'https://stackoverflow.com/users/15529116/kim-san'}",False,145,1,0,1632981873,1632980647,,69386756,CC BY-SA 4.0,https://stackoverflow.com/questions/69386756/how-can-my-react-form-directly-send-to-my-email,How can my react-form directly send to my email?,,,,
594,"['python', 'html', 'flask', 'jinja2']","{'account_id': 17231844, 'reputation': 158, 'user_id': 14243731, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06a29bf7962a326b6e24ac9c3f99a001?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adventure-Knorrig', 'link': 'https://stackoverflow.com/users/14243731/adventure-knorrig'}",True,917,1,0,1632981341,1632924288,,69377965,CC BY-SA 4.0,https://stackoverflow.com/questions/69377965/how-to-send-post-request-upon-dropdown-selection-in-flask-without-submit-button,How to send POST request upon dropdown selection in Flask without Submit button?,,,,
595,"['html', 'jquery', 'arrays']","{'account_id': 7278969, 'reputation': 2745, 'user_id': 5549354, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/89c9124a136b6a84e09812ed14934bbd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Code Guy', 'link': 'https://stackoverflow.com/users/5549354/code-guy'}",True,22,1,0,1632980892,1632980317,,69386702,CC BY-SA 4.0,https://stackoverflow.com/questions/69386702/return-an-array-from-jquery-selector-each-function,Return an array from jquery selector each function,,69386788.0,,
596,"['php', 'html', 'datetime', 'monthcalendar', 'deadline-timer']","{'account_id': 21291751, 'reputation': 60, 'user_id': 15668740, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhoAlgiVx3rZKCT9RfQwkgG4ixiE_DsuvJReB1M=k-s256', 'display_name': 'Chepky Pie', 'link': 'https://stackoverflow.com/users/15668740/chepky-pie'}",True,43,1,1,1632980720,1632924139,1632925221.0,69377932,,https://stackoverflow.com/questions/69377932/how-to-calculate-month-deadline-in-php,How to calculate month deadline in php,1632927270.0,69378040.0,Needs more focus,
597,"['html', 'css', 'twitter-bootstrap', 'bootstrap-5']","{'account_id': 4551609, 'reputation': 592, 'user_id': 4652668, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/782KH.jpg?s=256&g=1', 'display_name': 'Merbin Joe', 'link': 'https://stackoverflow.com/users/4652668/merbin-joe'}",True,1478,3,0,1632980015,1632589027,,69328250,CC BY-SA 4.0,https://stackoverflow.com/questions/69328250/how-to-set-margin-between-two-rows-in-bootstrap,How to set margin between two rows in bootstrap?,,,,
598,"['html', 'vue.js', 'dictionary', 'frontend']","{'account_id': 20839631, 'reputation': 413, 'user_id': 15306690, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1cf10f111967946984d941df5c0fe2f6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Howins', 'link': 'https://stackoverflow.com/users/15306690/howins'}",True,78,3,0,1632979936,1632918771,,69376465,CC BY-SA 4.0,https://stackoverflow.com/questions/69376465/how-can-i-generate-dynamic-url-in-a-list,How can I generate dynamic url in a list?,,69376741.0,,
599,"['html', 'tinymce']","{'user_type': 'does_not_exist', 'display_name': 'user16709371'}",False,61,2,0,1632979774,1632834470,,69362347,CC BY-SA 4.0,https://stackoverflow.com/questions/69362347/tinymce-ben-long-article-from-aug2020-no-longer-accurate-for-inline-how-shou,TinyMCE - Ben Long article from Aug2020 no longer accurate for Inline - how should it be done now?,,,,
600,"['html', 'jquery']","{'account_id': 7278969, 'reputation': 2745, 'user_id': 5549354, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/89c9124a136b6a84e09812ed14934bbd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Code Guy', 'link': 'https://stackoverflow.com/users/5549354/code-guy'}",False,35,1,0,1632979610,1632978289,1632979121.0,69386430,CC BY-SA 4.0,https://stackoverflow.com/questions/69386430/get-first-and-9th-column-values-of-a-table-using-jquery,Get first and 9th column values of a table using jquery,,,,
601,"['javascript', 'html', 'css', 'reactjs']","{'account_id': 20096088, 'reputation': 1, 'user_id': 14735596, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/94Rsa.jpg?s=256&g=1', 'display_name': 'Kaoz41', 'link': 'https://stackoverflow.com/users/14735596/kaoz41'}",False,62,1,0,1632979571,1632786628,1632788428.0,69354313,CC BY-SA 4.0,https://stackoverflow.com/questions/69354313/convert-a-number-or-a-string,Convert a Number or a String,,,,
602,"['html', 'wordpress']","{'account_id': 22899845, 'reputation': 11, 'user_id': 17038760, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjMiMwrFvjZZYZbORB6O3yzsCbyah8rqR-ETvcx=k-s256', 'display_name': 'Erica Collyer MEd RCC', 'link': 'https://stackoverflow.com/users/17038760/erica-collyer-med-rcc'}",False,59,2,1,1632978720,1632958954,1632969684.0,69384455,CC BY-SA 4.0,https://stackoverflow.com/questions/69384455/trying-to-centre-a-button,Trying to centre a button,,,,
603,"['javascript', 'html']","{'account_id': 17099224, 'reputation': 33, 'user_id': 16999805, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzXET9gn8M52vLvx6p6FIwSWJSAnoB74BV9hwbKxg=k-s256', 'display_name': 'NgPh', 'link': 'https://stackoverflow.com/users/16999805/ngph'}",False,54,2,-1,1632978172,1632975790,,69386107,CC BY-SA 4.0,https://stackoverflow.com/questions/69386107/how-do-i-create-output-box-for-the-calculator-function,How do I create output box for the calculator function?,,,,
604,"['javascript', 'html', 'css', 'vue.js', 'nuxt.js']","{'account_id': 16380815, 'reputation': 43, 'user_id': 11831906, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/66248ae47b3f3214bb928aa80cd66e2e?s=256&d=identicon&r=PG&f=1', 'display_name': 'blue4euro4', 'link': 'https://stackoverflow.com/users/11831906/blue4euro4'}",True,456,1,-1,1632977877,1632384383,,69296214,CC BY-SA 4.0,https://stackoverflow.com/questions/69296214/running-a-function-on-every-page-in-head-tag-nuxt-js,Running a function on every page in head tag Nuxt Js,,69296475.0,,
605,"['python', 'html']","{'account_id': 22353575, 'reputation': 125, 'user_id': 16571234, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiA0avTkctjQsABn_kYO3H2j5TsA2kBh0u7jhJl=k-s256', 'display_name': 'Anony Mous', 'link': 'https://stackoverflow.com/users/16571234/anony-mous'}",True,483,1,1,1632976718,1632624452,,69331450,CC BY-SA 4.0,https://stackoverflow.com/questions/69331450/passing-variables-to-html-from-python,Passing variables to html from Python,,69331484.0,,
606,"['javascript', 'python', 'html', 'css']","{'account_id': 22900422, 'reputation': 1, 'user_id': 17039225, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dc9b72b856e2f23bb9ca4ef78c9a27a5?s=256&d=identicon&r=PG', 'display_name': 'ccarvalho', 'link': 'https://stackoverflow.com/users/17039225/ccarvalho'}",False,61,1,0,1632976008,1632966761,1632967667.0,69385171,CC BY-SA 4.0,https://stackoverflow.com/questions/69385171/adding-tasks-to-todo-list,Adding tasks to todo list,,,,
607,"['javascript', 'html', 'jquery', 'css', 'interact.js']","{'account_id': 19471191, 'reputation': 150, 'user_id': 15262402, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-MmB4pDj5Pb4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckZAiPjNOL6MWjIZMJjixcfAbYQdQ/s96-c/photo.jpg?sz=256', 'display_name': 'Sebastian Ruiz', 'link': 'https://stackoverflow.com/users/15262402/sebastian-ruiz'}",False,387,0,2,1632975620,1632975620,,69386092,CC BY-SA 4.0,https://stackoverflow.com/questions/69386092/stop-overlapping-while-dragging-divs,Stop Overlapping while dragging divs,,,,
608,"['html', 'css', 'graphics']","{'account_id': 22785002, 'reputation': 1, 'user_id': 16940295, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxb6XdYXlrZQJxXmHnzZ69ecVKxsC12hAWv1cK5=k-s256', 'display_name': 'W.Diaz', 'link': 'https://stackoverflow.com/users/16940295/w-diaz'}",False,113,1,0,1632975499,1632946565,1632975499.0,69382845,CC BY-SA 4.0,https://stackoverflow.com/questions/69382845/making-content-disappear-using-css,Making Content disappear using CSS,,,,
609,"['javascript', 'html', 'django']","{'account_id': 22540726, 'reputation': 39, 'user_id': 16731314, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxAgIlN2ewt_RyfvbjczKWeYkPiLJSNNLVcP-Yi=k-s256', 'display_name': 'Rituparna Das', 'link': 'https://stackoverflow.com/users/16731314/rituparna-das'}",False,969,1,0,1632975266,1632916161,1632975266.0,69375792,CC BY-SA 4.0,https://stackoverflow.com/questions/69375792/how-to-get-value-from-html-user-input-in-django-view,How to get value from HTML user input in django view?,,,,
610,"['javascript', 'html', 'css', 'html-table', 'transpose']","{'account_id': 14597988, 'reputation': 429, 'user_id': 10930711, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/adff944a97574abfeac311de86f1df5e?s=256&d=identicon&r=PG&f=1', 'display_name': 'stepbysteptomathpro', 'link': 'https://stackoverflow.com/users/10930711/stepbysteptomathpro'}",True,52,2,0,1632974799,1632973329,1632974217.0,69385822,CC BY-SA 4.0,https://stackoverflow.com/questions/69385822/transposing-html-table-containing-values-of-arrays-with-javascript,Transposing HTML table containing values of arrays with JavaScript,,69385941.0,,
611,"['html', 'css']","{'account_id': 22900874, 'reputation': 23, 'user_id': 17039610, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1cdd4f329fed2d78aa6b5538ddff819b?s=256&d=identicon&r=PG', 'display_name': 'WCGPR33', 'link': 'https://stackoverflow.com/users/17039610/wcgpr33'}",True,91,1,2,1632972907,1632972210,,69385706,CC BY-SA 4.0,https://stackoverflow.com/questions/69385706/how-do-i-overlay-two-images-but-position-it-so-it-looks-like-one,How do I overlay two images but position it so it looks like one?,,69385782.0,,
612,"['javascript', 'html', 'css']","{'account_id': 21528922, 'reputation': 321, 'user_id': 15868698, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzrhvFZDoZOZj8_8C4jW6iCebr1e-WwiebufA5l=k-s256', 'display_name': 'Nhan Nguyen', 'link': 'https://stackoverflow.com/users/15868698/nhan-nguyen'}",False,232,1,0,1632972851,1632925250,1632925462.0,69378223,CC BY-SA 4.0,https://stackoverflow.com/questions/69378223/how-to-display-a-new-screen-value-when-button-is-clicked-in-javascript,How to display a new screen value when button is clicked in javascript,,,,
613,"['python', 'html', 'flask']","{'account_id': 22731645, 'reputation': 11, 'user_id': 16894457, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzSU9cDG-92IxLFHLtM8NlBJiH2H0wMb6cCzoE-=k-s256', 'display_name': 'Moin Mohammed', 'link': 'https://stackoverflow.com/users/16894457/moin-mohammed'}",False,426,1,1,1632970972,1632945151,,69382603,CC BY-SA 4.0,https://stackoverflow.com/questions/69382603/why-is-my-login-error-message-not-displaying-in-python-flask,Why is my login error message not displaying in Python Flask,,,,
614,"['javascript', 'html', 'css']","{'account_id': 22324012, 'reputation': 29, 'user_id': 16546262, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01c7b3dde0391511a5156e7c24eecbde?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mateusz Kusmierz', 'link': 'https://stackoverflow.com/users/16546262/mateusz-kusmierz'}",True,157,1,2,1632969057,1632965455,1632968264.0,69385037,CC BY-SA 4.0,https://stackoverflow.com/questions/69385037/filter-invert-all-items-on-the-page-exept-one,"filter: invert() all items on the page, exept one",,,,
615,"['javascript', 'html', 'canvas', 'signature', 'signaturepad']","{'account_id': 13259231, 'reputation': 270, 'user_id': 9574351, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10213563452794701/picture?type=large', 'display_name': 'Yeo Bryan', 'link': 'https://stackoverflow.com/users/9574351/yeo-bryan'}",True,617,2,1,1632968400,1632910654,1632911756.0,69374480,CC BY-SA 4.0,https://stackoverflow.com/questions/69374480/signature-pad-todataurl-not-working-for-complex-signatures,Signature Pad ToDataURL not working for complex signatures,,69385322.0,,
616,"['javascript', 'html', 'css', 'reactjs']","{'account_id': 16376526, 'reputation': 147, 'user_id': 11828480, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-qza8CS1JadQ/AAAAAAAAAAI/AAAAAAAAAE0/sVbIopVEhpQ/photo.jpg?sz=256', 'display_name': 'Psuedodoro', 'link': 'https://stackoverflow.com/users/11828480/psuedodoro'}",True,46,2,0,1632968308,1632862881,1632863148.0,69368435,CC BY-SA 4.0,https://stackoverflow.com/questions/69368435/space-between-elements-inline-flexbox-css-does-not-actually-apply,Space-between elements (inline-flexbox css) does not actually apply,,,,
617,"['html', 'css']","{'account_id': 18686229, 'reputation': 117, 'user_id': 13621677, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4418027a8bbc18a7470ba91110dea566?s=256&d=identicon&r=PG&f=1', 'display_name': 'Luqman', 'link': 'https://stackoverflow.com/users/13621677/luqman'}",True,31,1,1,1632967528,1632965410,,69385033,CC BY-SA 4.0,https://stackoverflow.com/questions/69385033/breaking-letters-but-not-words-while-wrapping,Breaking letters but not words while wrapping,,69385240.0,,
618,"['javascript', 'html', 'css']","{'account_id': 22867100, 'reputation': 23, 'user_id': 17010749, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzRsi75Ug-hsTKrvhkEfdCHqR09mOKt3oz8QCDP=k-s256', 'display_name': 'hecker hecker', 'link': 'https://stackoverflow.com/users/17010749/hecker-hecker'}",True,41,3,0,1632967294,1632961299,1632961798.0,69384683,CC BY-SA 4.0,https://stackoverflow.com/questions/69384683/create-css-using-js,Create CSS using js?,,69384764.0,,
619,"['html', 'css']","{'account_id': 15328504, 'reputation': 1125, 'user_id': 11058930, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/568da797e490cccf3ef9b999c90f0b30?s=256&d=identicon&r=PG&f=1', 'display_name': 'mikelowry', 'link': 'https://stackoverflow.com/users/11058930/mikelowry'}",False,68,0,0,1632966772,1632966233,1632966772.0,69385123,CC BY-SA 4.0,https://stackoverflow.com/questions/69385123/css-z-index-divs-below-another-div,css z-index divs below another div,,,,
620,"['javascript', 'html', 'css']","{'account_id': 22366719, 'reputation': 45, 'user_id': 16582373, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe8893c9801ae6c55d8eae07b1c8f5e4?s=256&d=identicon&r=PG&f=1', 'display_name': 'rachel', 'link': 'https://stackoverflow.com/users/16582373/rachel'}",True,104,2,-1,1632966764,1632963805,1632964258.0,69384907,CC BY-SA 4.0,https://stackoverflow.com/questions/69384907/why-is-javascript-showing-html-code-instead-of-displaying-content,why is javascript showing html code instead of displaying content?,,,,
621,"['html', 'css', 'tailwind-css']","{'account_id': 22889823, 'reputation': 23, 'user_id': 17030116, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0afdc0185bc27a9560346d6a1517892e?s=256&d=identicon&r=PG', 'display_name': 'jordansmith', 'link': 'https://stackoverflow.com/users/17030116/jordansmith'}",True,27,1,0,1632966575,1632965884,,69385078,CC BY-SA 4.0,https://stackoverflow.com/questions/69385078/cover-an-image,Cover an image?,,,,
622,"['python', 'html', 'django', 'database']","{'account_id': 21072519, 'reputation': 15, 'user_id': 15488473, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GicNefemWFjf2gCpKibSMgxMSJKSP1RHhxDVpE_rA=k-s256', 'display_name': 'LukarisPL Zapotoczny', 'link': 'https://stackoverflow.com/users/15488473/lukarispl-zapotoczny'}",False,69,1,0,1632965935,1632952340,,69383716,CC BY-SA 4.0,https://stackoverflow.com/questions/69383716/add-delete-raw-button-to-table-from-database-django,Add delete raw button to table from database Django,,,,
623,"['php', 'html', 'css', 'mysql', 'azure-web-app-service']","{'account_id': 22900052, 'reputation': 11, 'user_id': 17038921, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhEFR8f79t33UJAvE1HRddWlO_tV13UkoDNFpPo=k-s256', 'display_name': 'Anya Webb', 'link': 'https://stackoverflow.com/users/17038921/anya-webb'}",False,47,1,0,1632964947,1632962536,1632964947.0,69384799,CC BY-SA 4.0,https://stackoverflow.com/questions/69384799/increase-table-item-id-in-php-while-loop-and-display-other-table-items,Increase table item ID in PHP while loop and display other table items,,,,
624,"['python', 'html', 'parsing', 'beautifulsoup']","{'user_type': 'does_not_exist', 'display_name': 'user16549853'}",True,489,1,2,1632964927,1632953655,1632964927.0,69383879,CC BY-SA 4.0,https://stackoverflow.com/questions/69383879/how-to-get-all-elements-of-nested-tags-in-beautifulsoup,How to get all elements of nested tags in BeautifulSoup?,,69383932.0,,
625,"['python', 'html', 'django']","{'account_id': 22873083, 'reputation': 1, 'user_id': 17015818, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11c5384dc6ad7c5bc5401f62740d5de3?s=256&d=identicon&r=PG', 'display_name': 'Enric', 'link': 'https://stackoverflow.com/users/17015818/enric'}",False,117,2,0,1632964732,1632860440,,69368043,CC BY-SA 4.0,https://stackoverflow.com/questions/69368043/how-to-pass-a-url-value-from-a-template-to-a-form-valid-method-inside-a-class-ba,How to pass a URL value from a template to a form_valid method inside a Class Based View in Django,,,,
626,"['html', 'css', 'django']","{'account_id': 22299203, 'reputation': 97, 'user_id': 16524697, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/591c4389779e34b5822083399f09427a?s=256&d=identicon&r=PG&f=1', 'display_name': 'project.py', 'link': 'https://stackoverflow.com/users/16524697/project-py'}",True,2070,1,0,1632963075,1632959371,1632962719.0,69384496,CC BY-SA 4.0,https://stackoverflow.com/questions/69384496/get-static-css-bootstrap-min-css-map-http-1-1-404-1834,&quot;GET /static/css/bootstrap.min.css.map HTTP/1.1&quot; 404 1834,,69384847.0,,
627,"['javascript', 'html']","{'account_id': 22899057, 'reputation': 81, 'user_id': 17038110, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/39d24855b4916b40213f757ce523cbad?s=256&d=identicon&r=PG&f=1', 'display_name': 'Atramentis', 'link': 'https://stackoverflow.com/users/17038110/atramentis'}",True,50,2,1,1632962429,1632958738,,69384433,CC BY-SA 4.0,https://stackoverflow.com/questions/69384433/counter-not-being-changed,Counter Not being changed,,69384441.0,,
628,"['javascript', 'html', 'angular', 'typescript', 'angular-forms']","{'account_id': 22317398, 'reputation': 1, 'user_id': 16540543, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a588b71606acd7ec65a5a9a7101c5ae3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Amar', 'link': 'https://stackoverflow.com/users/16540543/amar'}",False,400,1,0,1632962407,1632949904,1632962407.0,69383410,CC BY-SA 4.0,https://stackoverflow.com/questions/69383410/how-add-dynamic-fields-in-angular-form,How add dynamic fields in angular form,,,,
629,"['python', 'html', 'input']","{'account_id': 22791469, 'reputation': 21, 'user_id': 16945723, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiI3msyDYa-yrTrJf3C7gvfQ52d47BQ0dUSwjYY=k-s256', 'display_name': 'Alexandra Lazarenko', 'link': 'https://stackoverflow.com/users/16945723/alexandra-lazarenko'}",False,22,0,0,1632961983,1632961983,,69384763,CC BY-SA 4.0,https://stackoverflow.com/questions/69384763/how-to-make-default-text-entry-value-in-html-a-multi-word-python-variable,How to make default text entry value in HTML a multi-word Python variable?,,,,
630,"['php', 'html', 'wordpress', 'function', 'shortcode']","{'account_id': 21719118, 'reputation': 11, 'user_id': 16029664, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b19bcf905f1444fb1933c352e317fe43?s=256&d=identicon&r=PG&f=1', 'display_name': 'hgreenough', 'link': 'https://stackoverflow.com/users/16029664/hgreenough'}",False,36,0,0,1632961570,1632959566,1632961570.0,69384520,CC BY-SA 4.0,https://stackoverflow.com/questions/69384520/shortcode-within-shortcode-or-nested-shortcode-notes-in-comments,Shortcode Within Shortcode or Nested Shortcode (notes in //comments),,,,
