,tags,owner,is_answered,view_count,bounty_amount,bounty_closes_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from,locked_date
169,"['javascript', 'html', 'css', 'twitter-bootstrap']","{'account_id': 23768085, 'reputation': 85, 'user_id': 17782568, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwhqsgzVJmyRwsbwPZrOoDxO5jJsg6g3gE1NezA=k-s256', 'display_name': 'wee hee', 'link': 'https://stackoverflow.com/users/17782568/wee-hee'}",True,42,,,72892899.0,1,0,1657173472,1652938461,,72299108,CC BY-SA 4.0,https://stackoverflow.com/questions/72299108/how-to-change-styling-of-a-link-which-is-leads-to-the-page-that-is-currently-ope,How to change styling of a link which is leads to the page that is currently open? CSS HTML Bootrap Pinegrow,,,,,
170,"['javascript', 'html', 'css', 'reactjs', 'material-ui']","{'account_id': 22376553, 'reputation': 604, 'user_id': 16590740, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1IRez.jpg?s=256&g=1', 'display_name': 'Nima', 'link': 'https://stackoverflow.com/users/16590740/nima'}",True,2354,,,,2,0,1657081205,1652344565,1652346517.0,72212417,CC BY-SA 4.0,https://stackoverflow.com/questions/72212417/make-cardmedia-images-fit-its-content-in-mui-5,Make CardMedia Images fit its content in MUI 5,,,,,
171,"['javascript', 'c#', 'html', 'copy-paste']","{'account_id': 9467769, 'reputation': 106, 'user_id': 7039486, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Z8bBBYq4vW8/AAAAAAAAAAI/AAAAAAAAACQ/b5YNHeaNLvI/photo.jpg?sz=256', 'display_name': 'Evreux Pendragon', 'link': 'https://stackoverflow.com/users/7039486/evreux-pendragon'}",True,159,,,,3,-1,1657015164,1652453567,,72231549,CC BY-SA 4.0,https://stackoverflow.com/questions/72231549/copy-text-from-one-browser-window-to-another-programmatically,Copy Text from one browser window to another programmatically,,,,,
172,"['html', 'css', 'flexbox']","{'account_id': 6021541, 'reputation': 361, 'user_id': 4728447, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/0954e682f09771c2b7a6b0f96db07957?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pooria Sadeghy', 'link': 'https://stackoverflow.com/users/4728447/pooria-sadeghy'}",False,42,,,,1,1,1656996886,1652592586,,72245735,CC BY-SA 4.0,https://stackoverflow.com/questions/72245735/flex-1-child-takes-other-siblings-off-the-line,Flex 1 child takes other siblings off the line,,,,,
173,"['javascript', 'html', 'tags']","{'account_id': 18959836, 'reputation': 49, 'user_id': 16345196, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi-mJEZ_vITKMHY7Nt9twTxrSmxbiLfGTZQ8gmRQQ=k-s256', 'display_name': 'LUCAS DE BIAZI FERREIRA', 'link': 'https://stackoverflow.com/users/16345196/lucas-de-biazi-ferreira'}",True,59,,,72420540.0,1,3,1656963159,1653789261,1656963159.0,72420418,CC BY-SA 4.0,https://stackoverflow.com/questions/72420418/manipulating-a-parent-tag-in-javascript,Manipulating a parent tag in JavaScript,,,,,
174,"['html', 'css']","{'account_id': 23412156, 'reputation': 35, 'user_id': 17473661, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/R4XM7.png?s=256&g=1', 'display_name': 'Tomaatje07', 'link': 'https://stackoverflow.com/users/17473661/tomaatje07'}",True,42,,,72424467.0,2,-1,1656835187,1653825717,1656835187.0,72423438,CC BY-SA 4.0,https://stackoverflow.com/questions/72423438/how-can-i-set-all-my-li-in-the-middle-so-they-align-properly,How can I set all my li in the middle so they align properly,,,,,
175,"['python', 'html', 'flask', 'pdf']","{'account_id': 24170167, 'reputation': 25, 'user_id': 18132346, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhMSi7NHFbTQb91SdIpJ7HOrEnU156DWJCl6xci3Q=k-s256', 'display_name': 'Akshay Lokhande', 'link': 'https://stackoverflow.com/users/18132346/akshay-lokhande'}",False,210,,,,0,0,1656835168,1653830166,1656835168.0,72423974,CC BY-SA 4.0,https://stackoverflow.com/questions/72423974/python-flask-app-not-displaying-pdf-file-container-i-made-in-html-file,Python Flask app not displaying pdf file container I made in html file,,,,,
176,['html'],"{'user_type': 'does_not_exist', 'display_name': 'user12690225'}",True,60,,,72122363.0,4,-1,1656833866,1651728465,1656833866.0,72122316,CC BY-SA 4.0,https://stackoverflow.com/questions/72122316/how-to-place-4-divs-2-on-each-line,How to place 4 divs 2 on each line?,,,,,
177,"['html', 'css', 'forms', 'image', 'radio-button']","{'account_id': 10159053, 'reputation': 87, 'user_id': 7771192, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/18e946c9594f6071be7e35a6db129ccc?s=256&d=identicon&r=PG', 'display_name': 'Monkeework', 'link': 'https://stackoverflow.com/users/7771192/monkeework'}",False,22,,,,0,0,1656690490,1651752063,1656690490.0,72126828,CC BY-SA 4.0,https://stackoverflow.com/questions/72126828/php-image-used-as-radio-button-does-not-retain-checked-state-does-not-submit-as,PHP Image used as radio button does not retain checked state/does not submit as checked,,,,,
178,"['html', 'css', 'forms', 'radio-button']","{'account_id': 25058511, 'reputation': 3, 'user_id': 18913628, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/F5bD5.jpg?s=256&g=1', 'display_name': 'ccola', 'link': 'https://stackoverflow.com/users/18913628/ccola'}",True,44,,,72258757.0,1,0,1656690407,1652701647,1656690407.0,72258717,CC BY-SA 4.0,https://stackoverflow.com/questions/72258717/input-type-radio-only-choose-second-option,input type=&quot;radio&quot; - only choose second option?,,,,,
179,"['python', 'html', 'plotly']","{'account_id': 8075832, 'reputation': 465, 'user_id': 6086913, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Mm5Ps.jpg?s=256&g=1', 'display_name': 'Naveen', 'link': 'https://stackoverflow.com/users/6086913/naveen'}",False,291,,,,1,0,1656687722,1653218668,1656687722.0,72337127,CC BY-SA 4.0,https://stackoverflow.com/questions/72337127/dash-draggable-param-in-html-div,Dash draggable param in html.Div,,,,,
180,"['javascript', 'html']","{'account_id': 16894549, 'reputation': 140, 'user_id': 14343411, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDeqAtSZzIQ4cWLcVImxOaP-zk75yuXNLnyn1tQfA=k-s256', 'display_name': 'Abhay Bisht', 'link': 'https://stackoverflow.com/users/14343411/abhay-bisht'}",False,23,,,,0,0,1656600299,1653383155,1656600299.0,72360113,CC BY-SA 4.0,https://stackoverflow.com/questions/72360113/how-to-create-update-broswer-history-not-session-history-without-actual-pa,How to create / update broswer history ( not session history ) without actual page navigation / reload,,,,,
181,"['javascript', 'html', 'css', 'oracle', 'oracle-jet']","{'account_id': 25218338, 'reputation': 1, 'user_id': 19055183, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/333d4b932579ddebc5532ffe545265b5?s=256&d=identicon&r=PG', 'display_name': 'Ahmed Tariq', 'link': 'https://stackoverflow.com/users/19055183/ahmed-tariq'}",False,305,,,,2,0,1656600192,1651856185,,72145022,CC BY-SA 4.0,https://stackoverflow.com/questions/72145022/how-to-show-input-field-in-only-uppercase-using-oracle-jet-oj-input-text,How to show input field in only Uppercase using Oracle Jet oj-input-text?,,,,,
182,"['javascript', 'html', 'css']","{'account_id': 15165564, 'reputation': 53, 'user_id': 10943160, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-YR5-6rlwquk/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcafJB9mfUZv_bxzU8AJ9K4Ndubipw/mo/photo.jpg?sz=256', 'display_name': 'Levi', 'link': 'https://stackoverflow.com/users/10943160/levi'}",True,133,,,72078020.0,2,0,1656563254,1651417623,1656563254.0,72077901,CC BY-SA 4.0,https://stackoverflow.com/questions/72077901/not-sure-why-moving-mesh-gradient-isnt-loading-onto-site,Not sure why moving mesh gradient isn&#39;t loading onto site,,,,,
183,"['javascript', 'html', 'css', 'dom', 'mouseclick-event']","{'account_id': 21835105, 'reputation': 25, 'user_id': 16129501, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxEWZ4WbC8CqROC0oVB024yg2U2i7BInQztxGt7=k-s256', 'display_name': 'Jimmy J.K.', 'link': 'https://stackoverflow.com/users/16129501/jimmy-j-k'}",False,63,,,,1,-1,1656456201,1653781806,1653782544.0,72419996,CC BY-SA 4.0,https://stackoverflow.com/questions/72419996/webpage-responding-differently-to-javascript-click-than-a-normal-mouse-click,Webpage responding differently to javascript .click() than a normal mouse click,,,,,
184,"['javascript', 'html']","{'account_id': 10981751, 'reputation': 13006, 'user_id': 8068625, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4spqa.png?s=256&g=1', 'display_name': 'Henry Woody', 'link': 'https://stackoverflow.com/users/8068625/henry-woody'}",True,226,,,72779721.0,2,4,1656378663,1652644171,1652645025.0,72251711,CC BY-SA 4.0,https://stackoverflow.com/questions/72251711/how-to-tell-if-an-element-accepts-keyboard-input,How to tell if an element accepts keyboard input?,,,,,
185,"['html', 'css']","{'account_id': 18144136, 'reputation': 179, 'user_id': 13197641, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c4d71c0bd83b9f3678ea7acc05e35437?s=256&d=identicon&r=PG&f=1', 'display_name': 'djangodjames', 'link': 'https://stackoverflow.com/users/13197641/djangodjames'}",True,56,,,72329859.0,3,-1,1656320739,1653138061,1656320739.0,72329813,CC BY-SA 4.0,https://stackoverflow.com/questions/72329813/how-to-set-the-width-of-the-table-by-settig-the-first-td-to-100-and-the-secon,How to set the width of the table by settig the first &lt;td&gt; to 100% and the second &lt;td&gt; to a fixed width?,,,,,
186,"['html', 'css', 'angular', 'typescript']","{'account_id': 10874569, 'reputation': 125, 'user_id': 7995321, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1311911288898130/picture?type=large', 'display_name': 'nugh', 'link': 'https://stackoverflow.com/users/7995321/nugh'}",True,183,,,,2,0,1656159100,1652420725,,72224937,CC BY-SA 4.0,https://stackoverflow.com/questions/72224937/dynamically-change-colour-css-styling-of-disabled-text-boxes-based-on-boolean-va,Dynamically Change colour/css styling of Disabled text boxes based on boolean value,,,,,
187,"['javascript', 'html', 'outsystems']","{'account_id': 25331537, 'reputation': 1, 'user_id': 19151278, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gji6B_yNNOnv5N_tShrhm7-V8b77c-zXezUSpeHpQ=k-s256', 'display_name': 'Muhammad ashraf', 'link': 'https://stackoverflow.com/users/19151278/muhammad-ashraf'}",False,91,,,,1,0,1656093382,1652945304,,72300353,CC BY-SA 4.0,https://stackoverflow.com/questions/72300353/input-widget-input-type-number-but-with-decimal-value-it-increase-1-not-1,Input Widget input type Number but with decimal value it increase +1 not +.1,,,,,
188,"['javascript', 'html', 'css']","{'account_id': 19593040, 'reputation': 39, 'user_id': 14339640, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-D1Eu_FuceXU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn2nAN-GPK5uK_zlIkHWRAO-vkqZA/photo.jpg?sz=256', 'display_name': 'Leonardo', 'link': 'https://stackoverflow.com/users/14339640/leonardo'}",False,52,,,,1,1,1656079216,1653485539,,72378609,CC BY-SA 4.0,https://stackoverflow.com/questions/72378609/maxymiser-help-script,Maxymiser help Script,,,,,
189,"['html', 'css', 'image', 'css-grid']","{'account_id': 17805260, 'reputation': 21, 'user_id': 12931100, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-_Mi5p1ZuEjM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reHrPKJQboP0kw0_XzFqKsaqVMaTg/photo.jpg?sz=256', 'display_name': 'Shridhar', 'link': 'https://stackoverflow.com/users/12931100/shridhar'}",False,82,,,,1,1,1655985296,1651722184,1651750927.0,72121681,CC BY-SA 4.0,https://stackoverflow.com/questions/72121681/how-to-justify-a-image-grid,How to Justify a Image Grid?,,,,,
190,"['html', 'css']","{'account_id': 23537356, 'reputation': 3, 'user_id': 17582110, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx5MbY6RlcGBPGHfVvFrlRm03j7MjPSi1E5lR0P=k-s256', 'display_name': 'ATHUL SURESH', 'link': 'https://stackoverflow.com/users/17582110/athul-suresh'}",False,62,,,,4,0,1655837028,1653726771,1653732111.0,72414124,CC BY-SA 4.0,https://stackoverflow.com/questions/72414124/adding-padding-to-p-tag-not-working-while-it-does-with-a-class,"Adding padding to p tag not working, while it does with a class",,,,,
191,"['javascript', 'html', 'reactjs', 'iframe']","{'account_id': 15043255, 'reputation': 1, 'user_id': 10857177, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/337d56b42baf29cd11334a6f8d9a120a?s=256&d=identicon&r=PG&f=1', 'display_name': 'A.Shah', 'link': 'https://stackoverflow.com/users/10857177/a-shah'}",False,185,,,,1,0,1655816001,1653316448,1655816001.0,72350328,CC BY-SA 4.0,https://stackoverflow.com/questions/72350328/iframe-resize-cause-flickering-when-using-different-origin,iframe resize cause flickering when using different origin,,,,,
192,"['html', 'path', 'wamp', 'development-environment']","{'account_id': 23656620, 'reputation': 1891, 'user_id': 17684809, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eMBWK.png?s=256&g=1', 'display_name': 'C&#233;dric', 'link': 'https://stackoverflow.com/users/17684809/c%c3%a9dric'}",True,140,,,72370116.0,1,2,1655795610,1651565722,1655795610.0,72096530,CC BY-SA 4.0,https://stackoverflow.com/questions/72096530/get-root-route-depending-on-dev-and-prod-environment,Get root route depending on dev and prod environment,,,,,
193,"['c#', 'html', '.net-core', 'custom-component', 'blazor-component']","{'account_id': 13206493, 'reputation': 809, 'user_id': 9538068, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/H0yC9.jpg?s=256&g=1', 'display_name': 'Tyson Gibby', 'link': 'https://stackoverflow.com/users/9538068/tyson-gibby'}",True,322,,,72607159.0,1,1,1655780515,1652918617,1655780515.0,72297232,CC BY-SA 4.0,https://stackoverflow.com/questions/72297232/how-to-create-a-custom-blazor-multiple-select-html-component-error-multiplesel,How to create a custom Blazor multiple select HTML component? Error: MultipleSelect requires a value for the &#39;ValueExpression&#39; parameter,,,,,
194,"['html', 'drag-and-drop', 'blazor', 'mudblazor']","{'account_id': 15778247, 'reputation': 179, 'user_id': 11385442, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8b51a1ac4d39efd913cd7b8a01fdf46?s=256&d=identicon&r=PG&f=1', 'display_name': 'Snaketec', 'link': 'https://stackoverflow.com/users/11385442/snaketec'}",True,324,,,72685045.0,1,0,1655719059,1653904906,,72432516,CC BY-SA 4.0,https://stackoverflow.com/questions/72432516/mudtable-make-table-rows-draggable,MudTable make table rows draggable,,,,,
195,"['html', 'css', 'twitter-bootstrap', 'bootstrap-4', 'css-grid']","{'account_id': 24280012, 'reputation': 83, 'user_id': 18226690, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eed2f0b7702e4f3996ca0c023d4c6301?s=256&d=identicon&r=PG', 'display_name': 'ln3106', 'link': 'https://stackoverflow.com/users/18226690/ln3106'}",False,56,,,,2,1,1655684763,1651617156,1655684763.0,72106108,CC BY-SA 4.0,https://stackoverflow.com/questions/72106108/how-to-correctly-align-css-grids,How to correctly align css grids,,,,,
196,"['python', 'html', 'pyscript']","{'account_id': 8043817, 'reputation': 45, 'user_id': 6669602, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FTaKW.jpg?s=256&g=1', 'display_name': 'Leo', 'link': 'https://stackoverflow.com/users/6669602/leo'}",True,3614,,,72323659.0,3,1,1655659474,1653060832,,72321468,CC BY-SA 4.0,https://stackoverflow.com/questions/72321468/how-do-i-call-a-python-script-when-clicking-a-button-using-pyscript,How do I call a python script when clicking a button (using pyscript),,,,,
197,"['php', 'html', 'jquery', 'ajax', 'codeigniter']","{'account_id': 6555108, 'reputation': 333, 'user_id': 5068030, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/lHrmh.jpg?s=256&g=1', 'display_name': 'angel1108', 'link': 'https://stackoverflow.com/users/5068030/angel1108'}",True,72,,,72355838.0,3,0,1655627127,1653347049,1655627127.0,72355617,CC BY-SA 4.0,https://stackoverflow.com/questions/72355617/display-json-encode-array-from-ajax-result,Display json_encode array from ajax result,,,,,
198,"['html', 'css', 'reactjs', 'styled-components']","{'account_id': 25233730, 'reputation': 15, 'user_id': 19068559, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx3RpmQFUHgR3kxp8mnwPXYTK95cQ8NVDKjqKIU=k-s256', 'display_name': 'Rahul Chauhan', 'link': 'https://stackoverflow.com/users/19068559/rahul-chauhan'}",True,1466,,,72424612.0,2,1,1655582516,1653834863,,72424578,CC BY-SA 4.0,https://stackoverflow.com/questions/72424578/react-styled-components-target-first-child-and-last-child-not-working,React styled components - target first-child and last-child not working,,,,,
199,"['html', 'css']","{'account_id': 25205468, 'reputation': 1, 'user_id': 19043905, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjwYsFGV-FRugIxCFrMjQTpVwyy78EqUUoShVbU=k-s256', 'display_name': 'Out Flayed', 'link': 'https://stackoverflow.com/users/19043905/out-flayed'}",False,56,,,,2,0,1655521315,1653860274,1654001738.0,72427451,CC BY-SA 4.0,https://stackoverflow.com/questions/72427451/put-margins-on-a-paragraph-inside-a-button,Put margins on a paragraph inside a button,,,,,
200,"['html', 'css', 'svg', 'after-effects']","{'account_id': 18871551, 'reputation': 407, 'user_id': 13765994, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/YnyMc.jpg?s=256&g=1', 'display_name': 'husky', 'link': 'https://stackoverflow.com/users/13765994/husky'}",True,329,,,72314144.0,1,0,1655491835,1653023048,1653025427.0,72313795,CC BY-SA 4.0,https://stackoverflow.com/questions/72313795/how-to-download-animated-svg-file-from-website,How to download animated SVG file from website?,,,,,
201,['html'],"{'account_id': 25270800, 'reputation': 11, 'user_id': 19100150, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjkvmvDR4y8lMXBT_ZeG3VssOTAhokejUxthWp1=k-s256', 'display_name': 'Deepanshu Sinha', 'link': 'https://stackoverflow.com/users/19100150/deepanshu-sinha'}",True,31,,,,1,0,1655467794,1652342290,1652357881.0,72211966,CC BY-SA 4.0,https://stackoverflow.com/questions/72211966/image-not-opening-link-when-clicked,Image not opening link when clicked,,,,,
202,"['javascript', 'html', 'electron', 'ipc']","{'account_id': 11724494, 'reputation': 173, 'user_id': 8582310, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a5998bcd56eb570427aad50549047dc?s=256&d=identicon&r=PG', 'display_name': 'flololan', 'link': 'https://stackoverflow.com/users/8582310/flololan'}",True,128,,,72659064.0,1,1,1655467128,1652430418,,72226553,CC BY-SA 4.0,https://stackoverflow.com/questions/72226553/document-not-defined-in-renderer-js-sending-data-and-rendering-it-in-elect,(&quot;Document not defined&quot; in renderer.js) - Sending data and rendering it in electron,,,,,
203,"['javascript', 'html', 'graphics', 'label', 'jsxgraph']","{'account_id': 141268, 'reputation': 3910, 'user_id': 348168, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/a0cad8851ac3bc75e0c3614a091167f8?s=256&d=identicon&r=PG', 'display_name': 'Vinod', 'link': 'https://stackoverflow.com/users/348168/vinod'}",True,35,,,72645395.0,1,0,1655380237,1653988823,,72445213,CC BY-SA 4.0,https://stackoverflow.com/questions/72445213/jsxgraph-circle-with-ticks-and-ticklabels,JSXGraph - Circle with ticks and ticklabels,,,,,
204,"['javascript', 'html']","{'account_id': 21994835, 'reputation': 23, 'user_id': 16267554, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/CYwYI.jpg?s=256&g=1', 'display_name': 'Ash Crow', 'link': 'https://stackoverflow.com/users/16267554/ash-crow'}",True,57,,,72178264.0,1,2,1655345767,1652129833,1652132478.0,72178144,CC BY-SA 4.0,https://stackoverflow.com/questions/72178144/javascript-shows-me-typeerror-saying-my-variable-is-undefined,Javascript shows me TypeError saying my variable is undefined,,,,,
205,"['javascript', 'html', 'css', 'reactjs', 'tsx']","{'account_id': 18640814, 'reputation': 7, 'user_id': 13586596, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GglKMuPFXxGaik72drssvxyE1E0ZLpo2IsuODZsCA=k-s256', 'display_name': 'Tambua Rex', 'link': 'https://stackoverflow.com/users/13586596/tambua-rex'}",False,256,,,,0,0,1655331018,1652231497,1652266138.0,72194390,CC BY-SA 4.0,https://stackoverflow.com/questions/72194390/selected-option-text-not-showing-in-semantic-ui-dropdown-field,selected option text not showing in semantic ui dropdown field,,,,,
206,"['html', 'css']","{'account_id': 18308224, 'reputation': 675, 'user_id': 13331635, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/76cc057b1b88329a8342a72657f98015?s=256&d=identicon&r=PG&f=1', 'display_name': 'waldelb', 'link': 'https://stackoverflow.com/users/13331635/waldelb'}",True,3980,,,72406328.0,3,62,1655322253,1653658246,1653678952.0,72406240,CC BY-SA 4.0,https://stackoverflow.com/questions/72406240/how-to-wrap-text-without-regard-to-space-and-hyphen,How to wrap text without regard to space and hyphen,,,,,
207,"['javascript', 'html', 'wordpress']","{'account_id': 1756479, 'reputation': 11, 'user_id': 1604403, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/35481ab14886d50f9e2efb1c6f97886d?s=256&d=identicon&r=PG', 'display_name': 'olcoil', 'link': 'https://stackoverflow.com/users/1604403/olcoil'}",False,62,,,,4,0,1655311099,1653672998,,72409169,CC BY-SA 4.0,https://stackoverflow.com/questions/72409169/simple-getelementsbyclassname-javascript-not-working-in-wordpress-footer,simple getElementsByClassName javascript not working in wordpress footer,,,,,
208,"['html', 'css', 'scrollbar']","{'account_id': 23948755, 'reputation': 69, 'user_id': 17940715, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dfa798f7027c837d5a9edf76344707c2?s=256&d=identicon&r=PG', 'display_name': 'Neo78', 'link': 'https://stackoverflow.com/users/17940715/neo78'}",True,38,,,72238752.0,3,0,1655285469,1652366440,1655285469.0,72217648,CC BY-SA 4.0,https://stackoverflow.com/questions/72217648/i-have-2-scrolls-bar-on-my-page-cant-figure-out-why,"I have 2 scrolls bar on my page , can&#39;t figure out why",,,,,
209,"['javascript', 'html']","{'account_id': 16333771, 'reputation': 163, 'user_id': 11796478, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5c8af09558d1783bf55a4a5d17632012?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ibrahim', 'link': 'https://stackoverflow.com/users/11796478/ibrahim'}",True,147,,,72445766.0,2,0,1655281495,1653990823,,72445701,CC BY-SA 4.0,https://stackoverflow.com/questions/72445701/vanilla-javascript-update-a-table-if-a-button-is-clicked,Vanilla javascript update a table if a button is clicked,,,,,
210,"['python', 'html', 'bottle']","{'account_id': 25280197, 'reputation': 1, 'user_id': 19108175, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzQoFDS1SsTXnIQ6ziXk6IVX4oXhNhBfaGXhLjP=k-s256', 'display_name': 'user19108175', 'link': 'https://stackoverflow.com/users/19108175/user19108175'}",False,44,,,,1,0,1655281441,1652429282,1652429601.0,72226326,CC BY-SA 4.0,https://stackoverflow.com/questions/72226326/how-to-pass-the-result-of-a-python-function-to-the-html-page-where-the-action-bu,How to pass the result of a python function to the html page where the action button was clicked (python bottle),,,,,
211,"['html', 'css', 'text', 'margin', 'elementor']","{'account_id': 25433836, 'reputation': 1, 'user_id': 19237826, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyh8wtRJvxyYV4OlPI5dYoqRrRxv9hMjxvmh0AQ=k-s256', 'display_name': 'Jakub Bizoń', 'link': 'https://stackoverflow.com/users/19237826/jakub-bizo%c5%84'}",False,83,,,,1,0,1655254873,1653981409,1653982201.0,72443614,CC BY-SA 4.0,https://stackoverflow.com/questions/72443614/i-need-to-add-top-margin-to-caption-of-elementor-widget,I need to add top-margin to caption of elementor widget,,,,,
212,"['html', 'css', 'height']","{'account_id': 24476621, 'reputation': 1, 'user_id': 18395590, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/456a3073a7b3de5c93c67f4b78b7d5b9?s=256&d=identicon&r=PG', 'display_name': 'Bibi Halima', 'link': 'https://stackoverflow.com/users/18395590/bibi-halima'}",False,29,,,,2,0,1655250964,1652397438,,72222971,CC BY-SA 4.0,https://stackoverflow.com/questions/72222971/how-to-make-bootstrap5-columns-all-a-similar-height,How to make Bootstrap5 Columns all a similar height?,,,,,
213,"['javascript', 'html']","{'account_id': 19666510, 'reputation': 21, 'user_id': 15356784, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi4vyjsixgDR6rmAwPjYr7IXc6hUF9wWoNGtUWB=k-s256', 'display_name': 'Audio Tone', 'link': 'https://stackoverflow.com/users/15356784/audio-tone'}",False,36,,,,1,0,1655239613,1651631434,,72107375,CC BY-SA 4.0,https://stackoverflow.com/questions/72107375/pressing-the-z-key-to-redirect-isnt-working,Pressing the Z key to redirect isn&#39;t working,,,,,
214,"['html', 'reactjs', 'semantic-markup']","{'account_id': 4459761, 'reputation': 1526, 'user_id': 3629015, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://graph.facebook.com/100001919846558/picture?type=large', 'display_name': 'Alyona', 'link': 'https://stackoverflow.com/users/3629015/alyona'}",True,163,,,72467796.0,1,0,1655213766,1654001197,1655213766.0,72448066,CC BY-SA 4.0,https://stackoverflow.com/questions/72448066/how-to-semantically-mark-up-multilevel-checkbox-and-radio-groups,How to semantically mark up multilevel checkbox and radio groups?,,,,,
215,"['javascript', 'html', 'jquery', 'search', 'filter']","{'account_id': 19884640, 'reputation': 1, 'user_id': 19118859, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgtURDnMtmyEWJaz8-ZYUG14DuG3vjIIg0LYyNa=k-s256', 'display_name': 'Nilton', 'link': 'https://stackoverflow.com/users/19118859/nilton'}",False,194,,,,1,0,1655212476,1652586508,1652699876.0,72245395,CC BY-SA 4.0,https://stackoverflow.com/questions/72245395/how-to-ignore-tilde-accent-in-search-filter-js,how to ignore tilde accent in search filter js?,,,,,
216,"['html', 'css', 'border']","{'account_id': 19339689, 'reputation': 4063, 'user_id': 14529779, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d944a0b7c9e2f34b41c4887d1afaecb3?s=256&d=identicon&r=PG&f=1', 'display_name': 'El Mehdi', 'link': 'https://stackoverflow.com/users/14529779/el-mehdi'}",False,56,,,,3,1,1655187740,1653998921,1655187740.0,72447530,,https://stackoverflow.com/questions/72447530/how-to-remove-border-of-a-cell-with-html-and-css,How to remove border of a cell with html and css?,1653999622.0,Duplicate,,,
