,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,last_edit_date,closed_reason,protected_date,migrated_from
423,"['html', 'css', 'clip-path']","{'account_id': 6020027, 'reputation': 29, 'user_id': 4727511, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/7bc849ee35daf95b7bbb98e012dcb2b7?s=256&d=identicon&r=PG&f=1', 'display_name': 'fardad', 'link': 'https://stackoverflow.com/users/4727511/fardad'}",True,910,61457716.0,1,-1,1609802029,1587977018,61454908,CC BY-SA 4.0,https://stackoverflow.com/questions/61454908/cutting-image-corners-with-css-clip-path-with-a-fixed-angle,Cutting image corners with CSS clip-path with a fixed angle,,1587986618.0,,,
424,"['html', 'css', 'keyframe']","{'account_id': 18128248, 'reputation': 55, 'user_id': 13183605, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiCQ9fU900-xuod-otWCrAsPq09d9iyTP5l_cB8cg=k-s256', 'display_name': 'Milloz', 'link': 'https://stackoverflow.com/users/13183605/milloz'}",True,41,61002494.0,2,1,1609735651,1585867314,61002330,CC BY-SA 4.0,https://stackoverflow.com/questions/61002330/css-slideshow-background-has-to-load,css slideshow background has to load,,,,,
425,"['html', 'css', 'twig', 'opencart', 'opencart-3']","{'account_id': 13551754, 'reputation': 59, 'user_id': 9776441, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a855af30a4e002f727c2b84492046afa?s=256&d=identicon&r=PG&f=1', 'display_name': 'karuna', 'link': 'https://stackoverflow.com/users/9776441/karuna'}",True,2931,,2,2,1609647414,1587468839,61342577,CC BY-SA 4.0,https://stackoverflow.com/questions/61342577/adding-a-custom-field-in-products-description-page-in-opencart-3-x,Adding a custom field in products description page in OpenCart 3.x,,1590965017.0,,,
426,"['javascript', 'html', 'node.js', 'dom-events', 'onclicklistener']","{'account_id': 17586721, 'reputation': 13, 'user_id': 12759328, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBkpXvXOpICxfvqfvU_gn6FJPWlpGT9LCaG80hUsQ=k-s256', 'display_name': 'Tech BOX', 'link': 'https://stackoverflow.com/users/12759328/tech-box'}",True,2198,61140920.0,2,1,1609617440,1586522603,61140496,CC BY-SA 4.0,https://stackoverflow.com/questions/61140496/onclick-funtion-is-not-working-in-node-js,onclick funtion is not working in node js,,1592644375.0,,,
427,"['jquery', 'html', 'css', 'bootstrap-4', 'navbar']","{'account_id': 7763231, 'reputation': 1679, 'user_id': 5875276, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://graph.facebook.com/10108283776627117/picture?type=large', 'display_name': 'DiamondJoe12', 'link': 'https://stackoverflow.com/users/5875276/diamondjoe12'}",False,77,,0,0,1609556099,1587064317,61258214,CC BY-SA 4.0,https://stackoverflow.com/questions/61258214/jquery-with-navbar-bootstraps-highlighting-current-link-works-only-temporarily,jQuery with navbar (bootstraps) highlighting current link works only temporarily?,,1609556099.0,,,
428,"['javascript', 'html', 'reactjs']","{'account_id': 18268954, 'reputation': 11, 'user_id': 13300094, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg2J_w1UJyuVB98T0cHUBXMn_TIMwVTu6tPylMP=k-s256', 'display_name': 'zxcv', 'link': 'https://stackoverflow.com/users/13300094/zxcv'}",False,1443,,3,0,1609543842,1586772744,61185625,CC BY-SA 4.0,https://stackoverflow.com/questions/61185625/making-fill-in-the-blank-in-react,Making &quot;Fill in the Blank&quot; in react,,1592644375.0,,,
429,"['php', 'html', 'css', 'html-table']","{'account_id': 5022692, 'reputation': 178, 'user_id': 4035700, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://lh3.googleusercontent.com/-txo-YonThxE/AAAAAAAAAAI/AAAAAAAAAGI/ocAIa50yJf8/photo.jpg?sz=256', 'display_name': 'Joshua Nightingale', 'link': 'https://stackoverflow.com/users/4035700/joshua-nightingale'}",True,86,,2,0,1609493398,1586376322,61109134,CC BY-SA 4.0,https://stackoverflow.com/questions/61109134/responsive-mobile-friendly-tables,Responsive Mobile Friendly Tables,,1608659551.0,,,
430,"['html', 'css', 'mustard-ui']","{'account_id': 17067287, 'reputation': 1, 'user_id': 12349064, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b91f10023b7f65876da3cd29c6b849ff?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rcousins89', 'link': 'https://stackoverflow.com/users/12349064/rcousins89'}",False,76,,1,0,1609335451,1585831648,60991953,CC BY-SA 4.0,https://stackoverflow.com/questions/60991953/mustard-css-hamburger-issue,Mustard CSS - Hamburger issue,,1585926184.0,,,
431,"['javascript', 'html', 'jquery', 'css', 'bootstrap-4']","{'account_id': 1550187, 'reputation': 31, 'user_id': 1442766, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/me0iU.jpg?s=256&g=1', 'display_name': 'Naveed', 'link': 'https://stackoverflow.com/users/1442766/naveed'}",True,3368,61332652.0,1,1,1609301322,1587395466,61325768,CC BY-SA 4.0,https://stackoverflow.com/questions/61325768/multilevel-dropdown-bootstrap-4-submenu-align-to-top-of-parent-dropdown,"Multilevel Dropdown Bootstrap 4, Submenu align to top of Parent Dropdown",,1587419908.0,,,
432,"['python', 'html', 'selenium', 'html5-video', 'playback']","{'account_id': 8605912, 'reputation': 2845, 'user_id': 6446053, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ITv5F.jpg?s=256&g=1', 'display_name': 'rpb', 'link': 'https://stackoverflow.com/users/6446053/rpb'}",True,1128,61305625.0,1,2,1609082278,1587297340,61303927,CC BY-SA 4.0,https://stackoverflow.com/questions/61303927/how-to-increase-youtube-video-playback-rate-using-setplaybackrate-in-selenium-wi,How to increase YouTube video playback rate using setPlaybackRate in Selenium with Python?,,1587390035.0,,,
433,"['html', 'vba', 'ms-access', 'indentation', 'pretty-print']","{'account_id': 14041417, 'reputation': 27, 'user_id': 10142724, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-BHFu2zyimUY/AAAAAAAAAAI/AAAAAAAAACo/rC_tp154yk4/photo.jpg?sz=256', 'display_name': 'RickD', 'link': 'https://stackoverflow.com/users/10142724/rickd'}",True,498,61013328.0,1,2,1608736409,1585907274,61009154,CC BY-SA 4.0,https://stackoverflow.com/questions/61009154/how-can-i-indent-html-with-vba,How can I indent HTML with VBA?,,1585907299.0,,,
434,"['javascript', 'html', 'reactjs', 'dom-events', 'react-select']","{'account_id': 8315706, 'reputation': 99, 'user_id': 6249081, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2c50f96985f26da5a76c3d2dc252d346?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thomas Steiner', 'link': 'https://stackoverflow.com/users/6249081/thomas-steiner'}",True,3525,61509322.0,4,2,1608656667,1588049674,61472882,CC BY-SA 4.0,https://stackoverflow.com/questions/61472882/how-do-i-stop-the-react-select-input-dropdown-menu-from-opening-when-click-the-i,How do I stop the react-select input dropdown menu from opening when click the isClearable icon (mobile only)?,,1588130510.0,,,
435,"['html', 'css']","{'account_id': 7072960, 'reputation': 481, 'user_id': 5413973, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/k8x0P.jpg?s=256&g=1', 'display_name': 'Software Engineer', 'link': 'https://stackoverflow.com/users/5413973/software-engineer'}",True,234,61285205.0,2,0,1608485034,1587187009,61284535,CC BY-SA 4.0,https://stackoverflow.com/questions/61284535/hover-link-border-animation,Hover link border animation,,1587301881.0,,,
436,"['html', 'image', 'lazy-loading']","{'account_id': 48486, 'reputation': 32899, 'user_id': 144088, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/275e84b46c74904dd0b376d89d6968ef?s=256&d=identicon&r=PG', 'display_name': 'Crashalot', 'link': 'https://stackoverflow.com/users/144088/crashalot'}",False,233,,1,1,1608456490,1587353791,61314750,CC BY-SA 4.0,https://stackoverflow.com/questions/61314750/risks-of-native-lazy-loading-with-the-html-loading-attribute,Risks of native lazy loading with the HTML loading attribute?,,,,,
437,"['javascript', 'html', 'tableau-api', 'embed']","{'account_id': 7763231, 'reputation': 1679, 'user_id': 5875276, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://graph.facebook.com/10108283776627117/picture?type=large', 'display_name': 'DiamondJoe12', 'link': 'https://stackoverflow.com/users/5875276/diamondjoe12'}",False,77,,0,0,1608414543,1587401923,61327920,CC BY-SA 4.0,https://stackoverflow.com/questions/61327920/saving-tableau-dashboard-embed-code-as-javascript-variable,Saving tableau dashboard embed code as JavaScript variable?,,1608414543.0,,,
438,"['html', 'django', 'visual-studio-code', 'jinja2']","{'account_id': 4974926, 'reputation': 3133, 'user_id': 12888470, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d9fc180b11cb506d668a5f11b73dc24?s=256&d=identicon&r=PG', 'display_name': 'Guillermo Brachetta', 'link': 'https://stackoverflow.com/users/12888470/guillermo-brachetta'}",True,8570,,2,4,1608030104,1586939273,61224427,CC BY-SA 4.0,https://stackoverflow.com/questions/61224427/add-a-formatter-beautifier-to-django-html-files-in-visual-studio-code,Add a formatter (beautifier) to django-html files in Visual Studio Code,,1586940451.0,,,
439,"['html', 'css', 'ios', 'web', 'bootstrap-4']","{'account_id': 16942605, 'reputation': 23, 'user_id': 13257387, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8229faa9cdc67aefed7655b4bebb9ad6?s=256&d=identicon&r=PG&f=1', 'display_name': 'probsguy', 'link': 'https://stackoverflow.com/users/13257387/probsguy'}",True,1807,61098682.0,2,0,1607951472,1586337098,61097157,CC BY-SA 4.0,https://stackoverflow.com/questions/61097157/image-stretches-on-ios-devices-and-safari-but-totally-fine-on-chrome,"Image stretches on IOS devices and Safari, but totally fine on Chrome",,1586340715.0,,,
440,"['html', 'css', 'google-chrome', 'safari']","{'account_id': 380188, 'reputation': 31920, 'user_id': 734040, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/p1dqF.jpg?s=256&g=1', 'display_name': 'Decade Moon', 'link': 'https://stackoverflow.com/users/734040/decade-moon'}",False,220,,1,1,1607905070,1587447257,61336596,CC BY-SA 4.0,https://stackoverflow.com/questions/61336596/the-scrollable-height-is-ignoring-the-bottom-margin-of-the-last-child-of-a-scrol,The scrollable height is ignoring the bottom margin of the last child of a scrollable div in Safari/Chrome,,1607905070.0,,,
441,"['html', 'css', 'google-chrome', 'overriding', 'webkit']","{'account_id': 1614121, 'reputation': 1301, 'user_id': 1492284, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/8fb77935284841d725aa5cba5c64cde2?s=256&d=identicon&r=PG', 'display_name': 'mburke05', 'link': 'https://stackoverflow.com/users/1492284/mburke05'}",True,2241,,1,4,1607854541,1586727449,61178501,CC BY-SA 4.0,https://stackoverflow.com/questions/61178501/input-internal-autofill-selected-being-overridden-on-chrome-via-webkit,input:-internal-autofill-selected being overridden on Chrome (via webkit?),,,,,
442,"['html', 'css', 'image', 'twitter-bootstrap', 'bootstrap-4']","{'account_id': 18251586, 'reputation': 41, 'user_id': 13286475, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eefc1783306ca9ac39c371695ae21f54?s=256&d=identicon&r=PG&f=1', 'display_name': 'repsekif', 'link': 'https://stackoverflow.com/users/13286475/repsekif'}",True,1574,,2,0,1607722351,1586725391,61178130,CC BY-SA 4.0,https://stackoverflow.com/questions/61178130/how-to-stop-bootstrap-resizing-top-card-image-too-large-whilst-keeping-consisten,How to stop bootstrap resizing top card image too large whilst keeping consistent with differing image files?,,1607722351.0,,,
443,"['javascript', 'html', 'google-apps-script', 'web-applications']","{'account_id': 16307030, 'reputation': 141, 'user_id': 11803578, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/184d8836f58e8c0a58d9ff1401dc5dc3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fragosojp', 'link': 'https://stackoverflow.com/users/11803578/fragosojp'}",True,4686,61020549.0,2,4,1607637243,1585940795,61018830,CC BY-SA 4.0,https://stackoverflow.com/questions/61018830/how-to-refresh-page-google-app-script-web,"How to refresh page, Google app Script Web",,1597698726.0,,,
444,"['python', 'php', 'html', 'return']","{'user_type': 'does_not_exist', 'display_name': 'user13039355'}",True,265,61247199.0,1,0,1607609669,1587029990,61247150,CC BY-SA 4.0,https://stackoverflow.com/questions/61247150/how-to-execute-a-python-program-in-php-and-use-the-return-value-inside-html-p,How to execute a Python program in PHP and use the return value inside HTML &lt;p/&gt;?,,1607609669.0,,,
445,"['javascript', 'jquery', 'html', 'ajax']","{'account_id': 16967605, 'reputation': 1, 'user_id': 13199185, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-DbbxXNkwtKc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfFVY5L14ohYddvRWQXDk8znYHsyQ/photo.jpg?sz=256', 'display_name': 'Esraa Raaft Abdelfattah', 'link': 'https://stackoverflow.com/users/13199185/esraa-raaft-abdelfattah'}",True,34,61179309.0,2,-4,1607543022,1586730091,61178983,,https://stackoverflow.com/questions/61178983/i-tried-loading-html-page-to-div-using-jquery-ajax,i tried loading html page to div using jQuery ajax,1586792695.0,1607543022.0,Not suitable for this site,,
446,"['android', 'html', 'redirect', 'whatsapp']","{'account_id': 17861339, 'reputation': 11, 'user_id': 12974776, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-jxskvnBmanU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfpljVMNBiVIEPYKaNXBA3vZdH3mg/photo.jpg?sz=256', 'display_name': 'GuiDoss', 'link': 'https://stackoverflow.com/users/12974776/guidoss'}",True,5265,,2,1,1607350701,1585969083,61023259,CC BY-SA 4.0,https://stackoverflow.com/questions/61023259/opening-whatsapp-with-html-redirect,Opening WhatsApp with html redirect,,1585971221.0,,,
447,"['javascript', 'html', 'reactjs', 'antd']","{'account_id': 14121007, 'reputation': 2761, 'user_id': 12540500, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/24ee67ed560070bcadf3500b10f81fb8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Asking', 'link': 'https://stackoverflow.com/users/12540500/asking'}",True,5083,61137799.0,1,4,1606834402,1586507648,61136662,CC BY-SA 4.0,https://stackoverflow.com/questions/61136662/how-to-change-ant-table-header-checkbox,How to change Ant table header checkbox,,1586512442.0,,,
448,"['javascript', 'html', 'css', 'iframe', 'input']","{'account_id': 18099694, 'reputation': 75, 'user_id': 13157676, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fXEOI.png?s=256&g=1', 'display_name': 'Isla', 'link': 'https://stackoverflow.com/users/13157676/isla'}",True,622,60983530.0,1,1,1606770253,1585795467,60983469,CC BY-SA 4.0,https://stackoverflow.com/questions/60983469/detect-enter-key-press-on-input-field,Detect enter key press on input field,,1606770253.0,,,
449,"['html', 'css', 'performance', 'preload']","{'account_id': 16297044, 'reputation': 1, 'user_id': 11769021, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-zAN4gPYHrFk/AAAAAAAAAAI/AAAAAAAAWPg/z9cxCo-35F4/photo.jpg?sz=256', 'display_name': 'Nipun Rawat', 'link': 'https://stackoverflow.com/users/11769021/nipun-rawat'}",False,64,,1,0,1606583317,1588018234,61467625,CC BY-SA 4.0,https://stackoverflow.com/questions/61467625/preloading-same-resource-in-2-different-html-pages,Preloading same resource in 2 different HTML pages,,1588021787.0,,,
450,"['html', 'href']","{'account_id': 4919855, 'reputation': 93, 'user_id': 3962701, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anil Astrio', 'link': 'https://stackoverflow.com/users/3962701/anil-astrio'}",False,825,,0,3,1606496805,1587728464,61407521,CC BY-SA 4.0,https://stackoverflow.com/questions/61407521/what-is-the-href-link-to-open-chat-on-imo-app,What is the href link to open chat on imo app?,,,,,
451,"['html', 'css', 'flexbox', 'grid']","{'account_id': 17964863, 'reputation': 861, 'user_id': 13054946, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/49de4330ed0c7cbedb8c6a5cb0fbf435?s=256&d=identicon&r=PG&f=1', 'display_name': 'jhgju77', 'link': 'https://stackoverflow.com/users/13054946/jhgju77'}",False,151,,2,0,1606402408,1586515362,61138606,CC BY-SA 4.0,https://stackoverflow.com/questions/61138606/how-do-make-flexbox-responsive-in-mobile,how do make flexbox responsive in mobile?,,1586517593.0,,,
452,"['html', 'css', 'reactjs', 'sass']","{'account_id': 10944550, 'reputation': 1963, 'user_id': 8713450, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ed61e21ec072346277da9569f1c9f966?s=256&d=identicon&r=PG&f=1', 'display_name': 'ceno980', 'link': 'https://stackoverflow.com/users/8713450/ceno980'}",True,27,61101854.0,1,2,1606231399,1586352279,61101797,CC BY-SA 4.0,https://stackoverflow.com/questions/61101797/sass-applying-the-same-rule-to-two-classes-to-ensure-that-the-background-colour,Sass: Applying the same rule to two classes to ensure that the background colour of a span element doesn&#39;t change,,,,,
453,"['php', 'html', 'laravel', 'pdf', 'embed']","{'account_id': 8669027, 'reputation': 215, 'user_id': 6488506, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lxpsR.jpg?s=256&g=1', 'display_name': 'Pooriya Mostaan', 'link': 'https://stackoverflow.com/users/6488506/pooriya-mostaan'}",True,4156,,1,0,1606184338,1588113464,61491174,CC BY-SA 4.0,https://stackoverflow.com/questions/61491174/how-to-display-a-pdf-file-in-laravel-blade-view-and-undownloadable,How to display a pdf file in laravel blade view and undownloadable,,,,,
454,['html'],"{'user_type': 'does_not_exist', 'display_name': 'user12453817'}",True,28,61499604.0,1,0,1605887468,1588152429,61498504,CC BY-SA 4.0,https://stackoverflow.com/questions/61498504/how-to-add-text-in-a-specific-cell-of-table,How to add text in a specific cell of table,,1605887468.0,,,
455,"['html', 'image', 'google-chrome', 'iframe', 'lazy-loading']","{'account_id': 18258210, 'reputation': 23, 'user_id': 13291608, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1371571799717506/picture?type=large', 'display_name': 'Sand Lers', 'link': 'https://stackoverflow.com/users/13291608/sand-lers'}",True,557,61469550.0,2,2,1605858592,1586669101,61167225,CC BY-SA 4.0,https://stackoverflow.com/questions/61167225/chrome-native-image-lazy-loading-works-inside-iframe-only,Chrome native image lazy loading works inside iframe only,,1586670001.0,,,
456,"['javascript', 'python', 'html', 'square-connect', 'square']","{'account_id': 2634826, 'reputation': 1158, 'user_id': 2279829, 'user_type': 'registered', 'accept_rate': 22, 'profile_image': 'https://www.gravatar.com/avatar/07083c635fd3ea596331cb2f4f60c635?s=256&d=identicon&r=PG', 'display_name': 'JC23', 'link': 'https://stackoverflow.com/users/2279829/jc23'}",False,520,,0,0,1605834975,1586466903,61130308,CC BY-SA 4.0,https://stackoverflow.com/questions/61130308/square-payment-form-walkthrough-uncaught-referenceerror-cannot-access-paymen,Square Payment Form Walkthrough - Uncaught ReferenceError: Cannot access &#39;paymentForm&#39; before initialization,,,,,
457,"['html', 'css']","{'account_id': 43896, 'reputation': 95417, 'user_id': 128511, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://i.stack.imgur.com/KwGaJ.png?s=256&g=1', 'display_name': 'gman', 'link': 'https://stackoverflow.com/users/128511/gman'}",True,54,61153414.0,2,1,1605823251,1586587090,61152992,CC BY-SA 4.0,https://stackoverflow.com/questions/61152992/vertically-centering-position-absolute-elements-inline,Vertically centering position absolute elements inline,,,,,
458,['html'],"{'account_id': 16997185, 'reputation': 112, 'user_id': 12295310, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b2cf826e1c387f1f23799ef39a68b9f?s=256&d=identicon&r=PG&f=1', 'display_name': 'jai', 'link': 'https://stackoverflow.com/users/12295310/jai'}",True,52,61521243.0,2,-2,1605773709,1588238031,61519905,CC BY-SA 4.0,https://stackoverflow.com/questions/61519905/learn-more-button-is-not-working-in-my-html-code,&quot;Learn more&quot; button is not working in my html code,,1605773709.0,,,
459,['html'],"{'account_id': 18024186, 'reputation': 61, 'user_id': 13100618, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-AbVpfWoQBTc/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nCDsJrhHagPHrVlT5WFt8FNpmesIg/photo.jpg?sz=256', 'display_name': 'aNoNyMoUs', 'link': 'https://stackoverflow.com/users/13100618/anonymous'}",True,48,60993738.0,2,0,1605730165,1585836524,60993546,CC BY-SA 4.0,https://stackoverflow.com/questions/60993546/how-to-add-multiple-quotations-in-html,How to add multiple quotations in HTML?,,1605730165.0,,,
460,['html'],"{'account_id': 18398477, 'reputation': 29, 'user_id': 13402222, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiazDtobZpPa3DA6IT2Hia-b95m2kP99cp8sTpnDg=k-s256', 'display_name': 'Prodski', 'link': 'https://stackoverflow.com/users/13402222/prodski'}",False,161,,1,0,1605729779,1587776842,61419760,CC BY-SA 4.0,https://stackoverflow.com/questions/61419760/is-it-possible-to-use-a-variable-in-form-action-html,Is it possible to use a variable in form action? Html,,1605729779.0,,,
461,['html'],"{'account_id': 18442740, 'reputation': 1, 'user_id': 13434942, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-r6r1MqxYhsk/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMMZnbfEJiCPMLmOQbElzKobm_X-w/photo.jpg?sz=256', 'display_name': 'Bob Iscuter', 'link': 'https://stackoverflow.com/users/13434942/bob-iscuter'}",False,77,,1,0,1605687053,1588179656,61507343,CC BY-SA 4.0,https://stackoverflow.com/questions/61507343/how-do-you-make-a-progress-bar-start-moving-when-you-click-a-button-in-html,How do you make a progress bar start moving when you click a button in html,,1588180178.0,,,
462,['html'],"{'account_id': 15634933, 'reputation': 37, 'user_id': 11280122, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-_bpv8nT70h0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf8gj30AVsDYvr84KWmit85XyNpfA/mo/photo.jpg?sz=256', 'display_name': 'Brantley Ong', 'link': 'https://stackoverflow.com/users/11280122/brantley-ong'}",False,46,,0,0,1605670869,1587529551,61357317,CC BY-SA 4.0,https://stackoverflow.com/questions/61357317/how-to-fully-hide-modal,How to Fully Hide Modal?,,1605670869.0,,,
463,"['html', 'css']","{'account_id': 18214573, 'reputation': 25, 'user_id': 13256433, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/--y4w3otNaM4/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMoIG7nEfcywvBQ6TWaCWnuQix5aA/photo.jpg?sz=256', 'display_name': 'rahul_patil', 'link': 'https://stackoverflow.com/users/13256433/rahul-patil'}",False,59,,2,-1,1605655393,1587722120,61405684,CC BY-SA 4.0,https://stackoverflow.com/questions/61405684/how-to-add-a-last-tag-in-new-line,How to add a last tag in new line?,,1605632336.0,,,
464,"['javascript', 'html', 'node.js']","{'account_id': 18258287, 'reputation': 1, 'user_id': 13291675, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0504a034892e10170d42a23ee35d9f41?s=256&d=identicon&r=PG&f=1', 'display_name': 'josep408', 'link': 'https://stackoverflow.com/users/13291675/josep408'}",False,42,,0,0,1605633145,1586669572,61167281,CC BY-SA 4.0,https://stackoverflow.com/questions/61167281/how-do-i-resolve-calls-from-node-js-to-html,How do I resolve calls from node.js to HTML?,,1605633145.0,,,
465,['html'],"{'account_id': 18434383, 'reputation': 11, 'user_id': 13428654, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e36412d00395e8e9106fe2e1fb057be?s=256&d=identicon&r=PG&f=1', 'display_name': 'Seth Skinner', 'link': 'https://stackoverflow.com/users/13428654/seth-skinner'}",False,93,,1,-1,1605625663,1588211821,61514660,CC BY-SA 4.0,https://stackoverflow.com/questions/61514660/need-some-help-getting-the-buttons-working-on-my-assignment-been-trying-for-4-ho,need some help getting the buttons working on my assignment been trying for 4 hours,,1605625663.0,,,
466,['html'],"{'account_id': 7855481, 'reputation': 1, 'user_id': 8162143, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/850cf453da9571b1d7ca4b6fc18a08c4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shubham Londhe', 'link': 'https://stackoverflow.com/users/8162143/shubham-londhe'}",False,40,,2,0,1605615048,1587161297,61281522,CC BY-SA 4.0,https://stackoverflow.com/questions/61281522/form-validation-in-javascript-using-html,Form validation in javascript using html,,1605615048.0,,,
467,['html'],"{'account_id': 18301773, 'reputation': 1, 'user_id': 13326401, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggovtim6jKhArXY0VxkkUACmU8t3E98Qw-8hPJN=k-s256', 'display_name': 'deckra42', 'link': 'https://stackoverflow.com/users/13326401/deckra42'}",False,19,,0,0,1605588809,1587004973,61241832,CC BY-SA 4.0,https://stackoverflow.com/questions/61241832/tables-aren-t-showing-rows-past-a-certain-row,Tables aren’t showing rows past a certain row?,,1605588809.0,,,
468,"['html', 'angular', 'angular-reactive-forms']","{'account_id': 11240475, 'reputation': 1734, 'user_id': 8244989, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/3255f84c31c9f0f96820d8c3da8f85b3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Luke1988', 'link': 'https://stackoverflow.com/users/8244989/luke1988'}",False,1570,,1,1,1605392178,1586628820,61161569,CC BY-SA 4.0,https://stackoverflow.com/questions/61161569/angular-ng-container-inside-a-html-table-row,Angular ng-container inside a HTML table row,,,,,
469,"['python', 'html', 'web-scraping']","{'account_id': 9346625, 'reputation': 1, 'user_id': 6937729, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42ab8312a5da6cd9ef77a0d81cd3d0a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'John Rock', 'link': 'https://stackoverflow.com/users/6937729/john-rock'}",True,1123,61051360.0,2,-2,1605177740,1586119110,61049188,CC BY-SA 4.0,https://stackoverflow.com/questions/61049188/how-do-i-get-this-information-out-of-this-website,How do I get this information out of this website?,,,,,
470,"['python', 'html', 'flask', 'jinja2']","{'account_id': 17555553, 'reputation': 707, 'user_id': 12735064, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6b97b78a257023120de5ea84bd7ae73d?s=256&d=identicon&r=PG&f=1', 'display_name': 'schwartz721', 'link': 'https://stackoverflow.com/users/12735064/schwartz721'}",True,1634,61154232.0,3,1,1605034516,1586594478,61154110,CC BY-SA 4.0,https://stackoverflow.com/questions/61154110/passing-custom-python-object-between-jinja2-and-flask,Passing custom python object between Jinja2 and Flask,,,,,
