,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,community_owned_date,migrated_from,locked_date
537,"['c', 'pipe', 'io-redirection']","{'account_id': 16983295, 'reputation': 1, 'user_id': 12284652, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c9d5ed5da2c995435d7a3b55d3ae5468?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paul Kim', 'link': 'https://stackoverflow.com/users/12284652/paul-kim'}",False,62,,0,0,1572254786,1572254461,58588348,CC BY-SA 4.0,https://stackoverflow.com/questions/58588348/how-can-i-write-a-redirection-code-using-c-in-lunux,How can I write a redirection code using C in Lunux?,,,,,,,
538,"['c', 'memory']","{'account_id': 16981360, 'reputation': 35, 'user_id': 12283219, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2491917634178065/picture?type=large', 'display_name': 'Stelios', 'link': 'https://stackoverflow.com/users/12283219/stelios'}",True,265,58584528.0,2,0,1572254782,1572217784,58584141,CC BY-SA 4.0,https://stackoverflow.com/questions/58584141/how-can-i-insert-an-integer-into-a-block-of-memory,How can I insert an integer into a block of memory?,1572221989.0,,,,,,
539,"['c', 'variables', 'c-preprocessor']","{'account_id': 16924181, 'reputation': 41, 'user_id': 12240232, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-WIPjSP-V4MY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rc7c4SaRVTn9K-3A24dKp29WA__5w/photo.jpg?sz=256', 'display_name': 'Mohammad Shahwez', 'link': 'https://stackoverflow.com/users/12240232/mohammad-shahwez'}",True,85,,1,1,1572254350,1572204239,58582609,CC BY-SA 4.0,https://stackoverflow.com/questions/58582609/why-doesnt-the-preprocessors-token-pasting-operator-work-on-variables,Why doesn&#39;t the preprocessor&#39;s token pasting operator ## work on variables?,1572254350.0,,,,,,
540,['c'],"{'account_id': 16642947, 'reputation': 9, 'user_id': 12027967, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10211633827040546/picture?type=large', 'display_name': 'Frank Weirich', 'link': 'https://stackoverflow.com/users/12027967/frank-weirich'}",True,82,,2,0,1572253081,1572229444,58585112,,https://stackoverflow.com/questions/58585112/have-reviewed-several-answers-and-still-dont-get-powers-in-c,Have reviewed several answers and still don&#39;t get powers in C,1572253081.0,1572245985.0,Duplicate,,,,
541,"['c', 'process']","{'user_type': 'does_not_exist', 'display_name': 'user11511843'}",False,52,,0,0,1572253062,1572197239,58581712,CC BY-SA 4.0,https://stackoverflow.com/questions/58581712/process-not-standing-by-while-using-read,Process not standing by while using &quot;read&quot;,1572253062.0,,,,,,
542,"['c', 'fork']","{'account_id': 16882591, 'reputation': 305, 'user_id': 12208242, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4aa6a73d5a3ac8079b40d87b91f60801?s=256&d=identicon&r=PG', 'display_name': 'user12208242', 'link': 'https://stackoverflow.com/users/12208242/user12208242'}",True,43,58587601.0,1,1,1572250992,1572250648,58587535,,https://stackoverflow.com/questions/58587535/fork-function-in-unix,Fork function in Unix,,1572251826.0,Duplicate,,,,
543,"['c', 'opengl', 'glsl', 'sdl', 'compute-shader']","{'account_id': 15742485, 'reputation': 407, 'user_id': 11359454, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e25f6db6b6b181525f8f93d7fcfa2d61?s=256&d=identicon&r=PG&f=1', 'display_name': 'AnnoyinC', 'link': 'https://stackoverflow.com/users/11359454/annoyinc'}",True,959,58583741.0,1,2,1572250979,1572205866,58582804,CC BY-SA 4.0,https://stackoverflow.com/questions/58582804/opengl-sdl2-compute-shader-black-screen,OpenGL + SDL2 + Compute Shader = black screen,1572250979.0,,,,,,
544,"['c', 'arrays', 'pointers', 'math']","{'account_id': 16253398, 'reputation': 448, 'user_id': 11736671, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eZzcK.jpg?s=256&g=1', 'display_name': 'Roberto Rocco', 'link': 'https://stackoverflow.com/users/11736671/roberto-rocco'}",True,98,58587468.0,2,0,1572250772,1572250039,58587441,CC BY-SA 4.0,https://stackoverflow.com/questions/58587441/how-to-get-the-index-of-an-array-using-pointers,How to get the index of an array using pointers,,,,,,,
545,"['c', 'struct', 'typedef']","{'account_id': 16926670, 'reputation': 97, 'user_id': 12242086, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCHhyoL8JcZRN_oU11u2OiI_mwbrkJshHyZrPsU=k-s256', 'display_name': 'Grzegorz Małyska', 'link': 'https://stackoverflow.com/users/12242086/grzegorz-ma%c5%82yska'}",True,85,58587534.0,1,-4,1572250712,1572248435,58587185,,https://stackoverflow.com/questions/58587185/how-to-typedef-structs-in-c-in-a-non-standard-way,How to typedef structs in C in a non-standard way,1572250712.0,1572258528.0,Needs details or clarity,,,,
546,['c'],"{'account_id': 13198154, 'reputation': 83, 'user_id': 9532203, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a1ea7401ca5faf8062cdc676891ed624?s=256&d=identicon&r=PG&f=1', 'display_name': 'cplusalex', 'link': 'https://stackoverflow.com/users/9532203/cplusalex'}",True,253,,1,0,1572250692,1572227517,58584933,CC BY-SA 4.0,https://stackoverflow.com/questions/58584933/problem-reading-a-double-from-file-with-1-decimal-place-c,Problem reading a double from file with 1 decimal place (C),1572227888.0,,,,,,
547,"['c', 'atoi', 'strtol']","{'account_id': 16834866, 'reputation': 25, 'user_id': 12171838, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAFXPhvmRpgGF_0DVXIuOPhyTGsP5V2l4I3ucxYXw=k-s256', 'display_name': 'Pavel Egizaryan', 'link': 'https://stackoverflow.com/users/12171838/pavel-egizaryan'}",True,80,58550328.0,1,-1,1572250534,1571953823,58549568,CC BY-SA 4.0,https://stackoverflow.com/questions/58549568/wrong-atoi-output-in-some-parts-of-an-array,Wrong atoi() output in some parts of an array,1572250534.0,,,,,,
548,"['c++', 'c', 'fft', 'implementation', 'intel-fpga']","{'account_id': 10667556, 'reputation': 71, 'user_id': 11358743, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ii2KN.jpg?s=256&g=1', 'display_name': 'Filthy Man', 'link': 'https://stackoverflow.com/users/11358743/filthy-man'}",False,1913,,0,1,1572249910,1572246686,58586889,CC BY-SA 4.0,https://stackoverflow.com/questions/58586889/simple-and-efficient-fft-c-or-c-code-for-hls-implementation,Simple and Efficient FFT C or C++ code for HLS implementation,1572249910.0,,,,,,
549,"['c++', 'c', 'linux', 'windows', 'posix']","{'account_id': 6300527, 'reputation': 3770, 'user_id': 4895359, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/8b12929ef5d2ad7df9f674bcf09b617b?s=256&d=identicon&r=PG&f=1', 'display_name': 'mesibo', 'link': 'https://stackoverflow.com/users/4895359/mesibo'}",True,306,,1,0,1572248694,1572241844,58586275,CC BY-SA 4.0,https://stackoverflow.com/questions/58586275/posix-c-wrapper-for-win32-linux-mac,"POSIX C wrapper for win32, linux, mac",1572243283.0,,,,,,
550,"['c', 'memory-management']","{'account_id': 16982939, 'reputation': 11, 'user_id': 12284376, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5c661a13d4ad5c66b8a46a426df44b52?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jasond', 'link': 'https://stackoverflow.com/users/12284376/jasond'}",False,76,,0,1,1572246788,1572246063,58586793,,https://stackoverflow.com/questions/58586793/returning-local-pointers,returning local pointers,1572246788.0,1572247335.0,Duplicate,,,,
551,"['c', 'winapi', 'console']","{'account_id': 10246422, 'reputation': 748, 'user_id': 7562074, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-mYiplUjiang/AAAAAAAAAAI/AAAAAAAAASg/IuJhDArg780/photo.jpg?sz=256', 'display_name': 'Roy Avidan', 'link': 'https://stackoverflow.com/users/7562074/roy-avidan'}",False,398,,1,0,1572246656,1572048556,58567021,CC BY-SA 4.0,https://stackoverflow.com/questions/58567021/setconsolescreenbufferinfoex-works-different-from-setconsoletextattribute,SetConsoleScreenBufferInfoEx works different from SetConsoleTextAttribute,,,,,,,
552,"['c', 'linked-list', 'file-handling']","{'account_id': 16979491, 'reputation': 152, 'user_id': 12281872, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5d030d1b2939b8bd5484dd93a6c5ebcd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yumi', 'link': 'https://stackoverflow.com/users/12281872/yumi'}",False,31,,1,-1,1572245417,1572242669,58586370,CC BY-SA 4.0,https://stackoverflow.com/questions/58586370/read-from-a-text-file-using-link-list,Read from a text file using link list,1572243207.0,,,,,,
553,"['c', 'binaryfiles', 'file-handling']","{'account_id': 16982818, 'reputation': 1, 'user_id': 12284281, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDcdCp-mhNLRcflUpsFgkZoLHo6_S6v10k2s60Zxg=k-s256', 'display_name': 'Ayush Priyadarshi', 'link': 'https://stackoverflow.com/users/12284281/ayush-priyadarshi'}",False,202,,0,0,1572244636,1572244636,58586603,CC BY-SA 4.0,https://stackoverflow.com/questions/58586603/how-to-fix-fwrite-not-writing-to-file-in-c,How to fix fwrite not writing to file in C?,,,,,,,
554,"['c', 'struct']","{'account_id': 13388899, 'reputation': 149, 'user_id': 9661830, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1453516788086344/picture?type=large', 'display_name': 'Cory Allen', 'link': 'https://stackoverflow.com/users/9661830/cory-allen'}",True,100,,1,0,1572242965,1572202990,58582444,CC BY-SA 4.0,https://stackoverflow.com/questions/58582444/comparing-two-instances-of-a-struct,Comparing two instances of a struct,1572242965.0,,,,,,
555,"['c', 'srand']","{'account_id': 16933110, 'reputation': 145, 'user_id': 12246851, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-b8A2Pp9AjVs/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re69AUp98chkKq-NhU9IRi8DnTjHQ/photo.jpg?sz=256', 'display_name': 'Jan Wolfram', 'link': 'https://stackoverflow.com/users/12246851/jan-wolfram'}",True,129,,2,1,1572242320,1572190316,58580795,CC BY-SA 4.0,https://stackoverflow.com/questions/58580795/why-does-srand-create-same-numbers,Why does srand create same numbers?,1572242320.0,,,,,,
556,"['c', 'linux', 'objdump', 'readelf']","{'account_id': 2749989, 'reputation': 1382, 'user_id': 2369597, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/yU383.jpg?s=256&g=1', 'display_name': 'Wad', 'link': 'https://stackoverflow.com/users/2369597/wad'}",True,428,58579663.0,1,0,1572241307,1572172531,58578591,CC BY-SA 4.0,https://stackoverflow.com/questions/58578591/integer-within-c-binary-viewing-it-using-readelf-objdump-or-similar,"Integer within C binary: viewing it using readelf, objdump or similar",1572173298.0,,,,,,
557,['c'],"{'account_id': 16826833, 'reputation': 21, 'user_id': 12165912, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-b5cEBnZ9vPU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcnkSMVc7HiNoCxXIQ_cKrGYsPN_w/photo.jpg?sz=256', 'display_name': 'Asirino', 'link': 'https://stackoverflow.com/users/12165912/asirino'}",True,49,,1,-1,1572238216,1572233398,58585478,,https://stackoverflow.com/questions/58585478/passed-pointer-to-a-function-but-that-function-cant-seem-to-change-it,"Passed pointer to a function, but that function can&#39;t seem to change it",1572238216.0,1572267111.0,Duplicate,,,,
558,"['c', 'floating-accuracy']","{'account_id': 9333254, 'reputation': 197, 'user_id': 7810228, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Dvp9dqAOLdM/AAAAAAAAAAI/AAAAAAAAA7Y/qhapXRnZP_Q/photo.jpg?sz=256', 'display_name': 'Chandramauli Chakraborty', 'link': 'https://stackoverflow.com/users/7810228/chandramauli-chakraborty'}",True,162,58578043.0,2,2,1572233247,1572162843,58577506,CC BY-SA 4.0,https://stackoverflow.com/questions/58577506/c-bug-of-0-00-and-0-00,C bug of 0.00 and -0.00,1572165820.0,,,,,,
559,"['c', 'data-structures', 'circular-queue']","{'account_id': 16490174, 'reputation': 1, 'user_id': 11914326, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-4vzcb93sHtg/AAAAAAAAAAI/AAAAAAAAHAs/5Cq_DFCvUIc/photo.jpg?sz=256', 'display_name': 'Ajay Kumar Prasad', 'link': 'https://stackoverflow.com/users/11914326/ajay-kumar-prasad'}",False,65,,0,0,1572231505,1572231505,58585301,CC BY-SA 4.0,https://stackoverflow.com/questions/58585301/how-to-display-the-elements-of-a-circular-queue-in-an-efiicient-circular-manne,How to display the elements of a Circular Queue in an efiicient (circular) manner?,,,,,,,
560,['c'],"{'account_id': 5240673, 'reputation': 93, 'user_id': 4187827, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100001187558026/picture?type=large', 'display_name': 'Justin Macwan', 'link': 'https://stackoverflow.com/users/4187827/justin-macwan'}",True,97,58585211.0,1,1,1572230679,1572229924,58585143,CC BY-SA 4.0,https://stackoverflow.com/questions/58585143/how-to-allocate-memory-to-a-typedef-struct-within-array-of-structs,How to allocate memory to a typedef struct within array of structs,,,,,,,
561,"['javascript', 'c++', 'c', 'signalr', 'firmware']","{'account_id': 414309, 'reputation': 2779, 'user_id': 788454, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/1d134ac791eccec6c2c2124212c8cd1f?s=256&d=identicon&r=PG', 'display_name': 'Silly Dude', 'link': 'https://stackoverflow.com/users/788454/silly-dude'}",False,97,,0,1,1572229320,1572229320,58585105,CC BY-SA 4.0,https://stackoverflow.com/questions/58585105/can-device-firmware-written-in-c-c-use-signalr-to-receive-push-notifications-f,Can device firmware written in C/C++ use SignalR to receive push notifications from a web server?,,,,,,,
562,"['c', 'arrays', 'switch-statement']","{'account_id': 16974706, 'reputation': 11, 'user_id': 12278374, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDFgstSW0vab_LeLrQC5rjvzYVvXK_iBYmYgINmaA=k-s256', 'display_name': 'V&#225;clav Klem', 'link': 'https://stackoverflow.com/users/12278374/v%c3%a1clav-klem'}",True,64,,1,1,1572222607,1572102658,58572023,CC BY-SA 4.0,https://stackoverflow.com/questions/58572023/switch-case-messes-up-my-array-that-im-trying-to-convert,Switch case messes up my array that im trying to convert,1572222607.0,,,,,,
563,"['python', 'c', 'arrays', 'ctypes']","{'account_id': 16981115, 'reputation': 43, 'user_id': 12283022, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-9_EPRUkiSC8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdIciSKZNQhcO20F0dqhgId2gVZHw/photo.jpg?sz=256', 'display_name': 'blaud antoine', 'link': 'https://stackoverflow.com/users/12283022/blaud-antoine'}",True,80,58584467.0,1,2,1572221428,1572213113,58583674,CC BY-SA 4.0,https://stackoverflow.com/questions/58583674/create-2d-c-types-array-in-python-and-use-it-in-a-c-function,Create 2D c_types array in Python and use it in a C function,1572219954.0,,,,,,
564,['c'],"{'account_id': 16918342, 'reputation': 11, 'user_id': 12235750, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-UdxaF0alKU8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rer_ucLnFu4Xg5eSlxeAWPNLPhkrQ/photo.jpg?sz=256', 'display_name': 'user12235750', 'link': 'https://stackoverflow.com/users/12235750/user12235750'}",False,43,,0,0,1572218946,1572218220,58584181,CC BY-SA 4.0,https://stackoverflow.com/questions/58584181/child-and-parent-process-signals-in-c,child and parent process signals in c,1572218946.0,,,,,,
565,"['c', 'stm32']","{'account_id': 6266146, 'reputation': 487, 'user_id': 4871825, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://www.gravatar.com/avatar/41b858818a8ef0c12c6da5c236cbcd5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'pop rock', 'link': 'https://stackoverflow.com/users/4871825/pop-rock'}",True,317,,3,4,1572218058,1572126258,58574970,CC BY-SA 4.0,https://stackoverflow.com/questions/58574970/how-can-i-pass-a-struct-in-a-function-with-input-argument-unsigned-32-bit-array,How can I pass a struct in a function with input argument unsigned 32 bit array?,,,,,,,
566,"['c', 'pointers', 'malloc', 'realloc']","{'account_id': 13262233, 'reputation': 333, 'user_id': 9576413, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'M.A.S', 'link': 'https://stackoverflow.com/users/9576413/m-a-s'}",True,48,58583998.0,1,1,1572216304,1572214873,58583850,CC BY-SA 4.0,https://stackoverflow.com/questions/58583850/how-to-display-a-structure-of-a-list-of-another-structure,How to display a structure of a list of another structure?,,,,,,,
567,"['c', 'string', 'linked-list']","{'account_id': 16934827, 'reputation': 11, 'user_id': 12248113, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1346538588852919/picture?type=large', 'display_name': 'Chlo&#233;', 'link': 'https://stackoverflow.com/users/12248113/chlo%c3%a9'}",True,79,,1,0,1572212648,1571645157,58482183,CC BY-SA 4.0,https://stackoverflow.com/questions/58482183/delete-a-string-out-of-a-linked-list-of-strings,Delete a string out of a linked list of strings,1572212648.0,,,,,,
568,"['c', 'malloc']","{'account_id': 1201385, 'reputation': 69, 'user_id': 1171987, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/21daf662836b4c8f91ab329024bb254d?s=256&d=identicon&r=PG', 'display_name': 'user4252523', 'link': 'https://stackoverflow.com/users/1171987/user4252523'}",True,118,58583618.0,1,-2,1572212585,1572210121,58583350,CC BY-SA 4.0,https://stackoverflow.com/questions/58583350/how-to-free-memory-allocated-by-a-local-variable-from-the-caller-function-in-c,How to free memory allocated by a local variable from the caller function in C?,1572212253.0,,,,,,
569,"['c', 'string', 'linked-list']","{'account_id': 16934827, 'reputation': 11, 'user_id': 12248113, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1346538588852919/picture?type=large', 'display_name': 'Chlo&#233;', 'link': 'https://stackoverflow.com/users/12248113/chlo%c3%a9'}",True,43,,1,0,1572212432,1571601674,58476806,CC BY-SA 4.0,https://stackoverflow.com/questions/58476806/insert-a-string-in-a-single-linked-list,Insert a string in a single linked list,1572212432.0,,,,,,
570,['c'],"{'account_id': 16701483, 'reputation': 77, 'user_id': 12071111, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-9nwzP9bbkgY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdw9Zbx64b_fehvDaSgl3aoTXdiQA/photo.jpg?sz=256', 'display_name': 'Saadman Islam Khan', 'link': 'https://stackoverflow.com/users/12071111/saadman-islam-khan'}",True,72,,4,-1,1572211540,1572200663,58582132,CC BY-SA 4.0,https://stackoverflow.com/questions/58582132/what-is-wrong-with-my-code-it-says-segmentation-fault,What is wrong with my code? It says segmentation fault,,,,,,,
571,"['python', 'c', 'scikit-learn']","{'account_id': 11214469, 'reputation': 390, 'user_id': 8227552, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1b0c3a4776c49821b3e2b02551616ea2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Srule', 'link': 'https://stackoverflow.com/users/8227552/srule'}",False,53,,0,0,1572210255,1572204747,58582661,CC BY-SA 4.0,https://stackoverflow.com/questions/58582661/scikit-learn-classification-models-can-i-use-the-parameter-class-weight-too-p,Scikit-learn Classification Models: Can I use the parameter &quot;class_weight&quot; too penalize a class?,1572210255.0,,,,,,
572,"['c', 'comparison']","{'account_id': 15156730, 'reputation': 145, 'user_id': 12282832, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6dc0755a175141365b50fb1bc9f2cd12?s=256&d=identicon&r=PG', 'display_name': 'TKN', 'link': 'https://stackoverflow.com/users/12282832/tkn'}",False,34,,1,0,1572209669,1572209162,58583217,CC BY-SA 4.0,https://stackoverflow.com/questions/58583217/how-to-compare-two-rations-of-float-numbers-with-dbl-epsilon,How to compare two rations of float numbers with DBL_EPSILON?,,,,,,,
573,"['c', 'posix', 'semaphore', 'shared-memory', 'glibc']","{'account_id': 5196755, 'reputation': 588, 'user_id': 6615337, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/Icgqz.jpg?s=256&g=1', 'display_name': 'Anthony O', 'link': 'https://stackoverflow.com/users/6615337/anthony-o'}",False,307,,0,2,1572204942,1572204775,58582669,CC BY-SA 4.0,https://stackoverflow.com/questions/58582669/posix-semaphores-are-not-initialized-and-process-aborts-when-trying-to-post-to-s,POSIX semaphores are not initialized and process aborts when trying to post to semaphore: The futex facility returned an unexpected error code,1572204942.0,,,,,,
574,['c'],"{'account_id': 9296988, 'reputation': 119, 'user_id': 6903595, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://graph.facebook.com/640900666087643/picture?type=large', 'display_name': 'Cosmin Petolea', 'link': 'https://stackoverflow.com/users/6903595/cosmin-petolea'}",True,49,58582599.0,1,-1,1572204185,1572202257,58582335,CC BY-SA 4.0,https://stackoverflow.com/questions/58582335/adding-int-to-character-provides-unexpected-results,Adding int to character provides unexpected results,1572202685.0,,,,,,
575,['c'],"{'account_id': 16978603, 'reputation': 3, 'user_id': 12281225, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mA1XJHEcUoInIgD6sD6gpo8CQ5e0ZRjnS94I8Ho1A=k-s256', 'display_name': 'Arshan Dalili', 'link': 'https://stackoverflow.com/users/12281225/arshan-dalili'}",True,73,58581403.0,1,0,1572203770,1572176751,58579095,CC BY-SA 4.0,https://stackoverflow.com/questions/58579095/why-is-my-while-statement-caught-in-an-infinite-loop,Why is my while() statement caught in an infinite loop?,1572203770.0,,,,,,
576,"['c', 'for-loop']","{'account_id': 16715769, 'reputation': 89, 'user_id': 12081908, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b1c855a4172e13112ae53ed260d0de7d?s=256&d=identicon&r=PG&f=1', 'display_name': 'sine_nomine', 'link': 'https://stackoverflow.com/users/12081908/sine-nomine'}",True,90,,1,-4,1572203494,1572127723,58575107,CC BY-SA 4.0,https://stackoverflow.com/questions/58575107/can-someone-explain-this-for-loop-in-c-forx-i-0-i-100-i-2-x-i,"Can someone explain this for loop in C? for(x = i = 0; i &lt;= 100; i += 2, x += i);",1572203494.0,,,,,,
577,['c'],"{'account_id': 16843370, 'reputation': 19, 'user_id': 12178200, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wsc7S.png?s=256&g=1', 'display_name': 'Mahfuz Saim', 'link': 'https://stackoverflow.com/users/12178200/mahfuz-saim'}",True,116,,2,-1,1572201122,1572086535,58570023,CC BY-SA 4.0,https://stackoverflow.com/questions/58570023/why-my-area-problem-is-giving-wrong-answer,Why my area problem is giving wrong answer?,1572087117.0,,,,,,
578,"['c', 'ffmpeg']","{'account_id': 15350593, 'reputation': 47, 'user_id': 11173861, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ZOknd.jpg?s=256&g=1', 'display_name': 'Anthony', 'link': 'https://stackoverflow.com/users/11173861/anthony'}",True,642,58582055.0,1,1,1572200123,1572195853,58581552,CC BY-SA 4.0,https://stackoverflow.com/questions/58581552/cant-avformat-open-input-an-mp3,Can&#39;t avformat_open_input an .mp3,,,,,,,
579,"['c++', 'c', 'keyboard', 'keyboard-shortcuts', 'keyboard-events']","{'account_id': 16791696, 'reputation': 13979, 'user_id': 12139179, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a50aa08ca41bf24e8478a9b4dbc067c3?s=256&d=identicon&r=PG&f=1', 'display_name': 'RobertS supports Monica Cellio', 'link': 'https://stackoverflow.com/users/12139179/roberts-supports-monica-cellio'}",True,1241,,1,0,1572199845,1572190670,58580838,CC BY-SA 4.0,https://stackoverflow.com/questions/58580838/how-to-use-the-special-keys-of-the-keyboard-such-as-command-shift-alt-tab-or,"How to use the special keys of the keyboard such as Command, Shift, Alt, Tab or the Function-Keys inside a C/C++-program?",1572192941.0,,,,,,
580,"['c', 'eclipse']","{'account_id': 16854657, 'reputation': 21, 'user_id': 12186769, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/03dc142ff78f404df0d34c28f422a91e?s=256&d=identicon&r=PG&f=1', 'display_name': 'orwebdev', 'link': 'https://stackoverflow.com/users/12186769/orwebdev'}",False,55,,0,1,1572199403,1572199403,58581968,CC BY-SA 4.0,https://stackoverflow.com/questions/58581968/how-to-add-c-to-eclipse,How to add C to Eclipse?,,,,,,,
581,"['c++', 'c', 'clang']","{'account_id': 1006522, 'reputation': 10222, 'user_id': 1020139, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/e6b113d9e9ab23110a4e5b611bcaad61?s=256&d=identicon&r=PG', 'display_name': 'Shuzheng', 'link': 'https://stackoverflow.com/users/1020139/shuzheng'}",False,38,,0,0,1572199167,1572199167,58581940,,https://stackoverflow.com/questions/58581940/how-to-define-a-constant-using-clang-that-can-be-used-in-c-source-files,How to define a constant using Clang that can be used in C source files?,,1572199368.0,Duplicate,,,,
582,"['c', 'linux', 'sockets', 'unix', 'client-server']","{'account_id': 10661737, 'reputation': 91, 'user_id': 7849529, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://lh5.googleusercontent.com/-MTSoZt9gyw4/AAAAAAAAAAI/AAAAAAAAACE/AXCjMJ4rbCo/photo.jpg?sz=256', 'display_name': 'van con Nguyen', 'link': 'https://stackoverflow.com/users/7849529/van-con-nguyen'}",False,168,,0,0,1572198817,1572191460,58580958,CC BY-SA 4.0,https://stackoverflow.com/questions/58580958/checking-if-server-process-is-listening-on-domain-socket-or-not,Checking if server process is listening on domain socket or not,1572198817.0,,,,,,
583,"['c', 'image', 'filter']","{'user_type': 'does_not_exist', 'display_name': 'user12282268'}",True,33,58581804.0,1,0,1572198712,1572197210,58581710,CC BY-SA 4.0,https://stackoverflow.com/questions/58581710/image-convolution-error-generating-filtered-image,"Image convolution, error generating filtered image",,,,,,,
584,"['c', 'pass-by-reference', 'ada', 'memory-address', 'ffi']","{'account_id': 5861375, 'reputation': 424, 'user_id': 4616944, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/5a221bbef1d153d8670d9b352930df4b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Devsman', 'link': 'https://stackoverflow.com/users/4616944/devsman'}",True,340,58577958.0,2,3,1572198703,1572148513,58576503,CC BY-SA 4.0,https://stackoverflow.com/questions/58576503/how-do-i-handle-an-int-in-ada,How do I handle an int** in Ada?,,,,,,,
585,"['c', 'string', 'file', 'file-io']","{'account_id': 15449085, 'reputation': 383, 'user_id': 12127295, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/89e07b6af34c7bccf3e50e2e61fcafa1?s=256&d=identicon&r=PG&f=1', 'display_name': 'John C.', 'link': 'https://stackoverflow.com/users/12127295/john-c'}",False,51,,0,0,1572197398,1572194276,58581342,CC BY-SA 4.0,https://stackoverflow.com/questions/58581342/matching-text-without-looping-each-time-in-c,Matching text without looping each time in C,,,,,,,
