,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,protected_date,last_edit_date,closed_date,closed_reason,migrated_from,locked_date
741,"['c', 'compiler-warnings']","{'account_id': 1232121, 'reputation': 131, 'user_id': 1196467, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a1d2ae72bfde06123b36ca7ca57c2026?s=256&d=identicon&r=PG', 'display_name': 'neo1691', 'link': 'https://stackoverflow.com/users/1196467/neo1691'}",False,101,,1,0,1335860687,1329257244,9284906,CC BY-SA 3.0,https://stackoverflow.com/questions/9284906/warnings-while-organising-variables-and-functions-in-c-over-multiple-header-and,Warnings while organising variables and functions in C over multiple header and source files,,1329258896.0,,,,
742,"['c', 'cocoa', 'new-operator']","{'account_id': 1252774, 'reputation': 1, 'user_id': 1212846, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b625be210299ad2d21adbf59b598651?s=256&d=identicon&r=PG', 'display_name': 'Brian', 'link': 'https://stackoverflow.com/users/1212846/brian'}",True,85,,1,0,1335632216,1329369836,9305998,CC BY-SA 3.0,https://stackoverflow.com/questions/9305998/compiling-code-copied-verbatim-from-book-causes-compiler-errors,Compiling code copied verbatim from book causes compiler errors,,1335632216.0,,,,
743,['c'],"{'account_id': 97427, 'reputation': 7627, 'user_id': 264273, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/e53c04a51d5992fb77ab1e20c45ddc9f?s=256&d=identicon&r=PG', 'display_name': 'dubbeat', 'link': 'https://stackoverflow.com/users/264273/dubbeat'}",True,1040,9434999.0,3,1,1335586873,1330102993,9434900,CC BY-SA 3.0,https://stackoverflow.com/questions/9434900/how-can-i-pre-define-an-array-of-structs,How can I pre define an array of structs,,1335586873.0,,,,
744,"['c', 'posix', 'inotify']","{'account_id': 388958, 'reputation': 12158, 'user_id': 748175, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/dda7312646314b33d686dc5a3bf05026?s=256&d=identicon&r=PG', 'display_name': 'qdii', 'link': 'https://stackoverflow.com/users/748175/qdii'}",True,310,9423126.0,1,3,1335559594,1330039498,9423084,CC BY-SA 3.0,https://stackoverflow.com/questions/9423084/why-does-poll-require-its-main-parameter-to-live-beyond-the-call,Why does poll require its main parameter to live beyond the call?,,1335559594.0,,,,
745,"['c', 'linux', 'sockets']","{'account_id': 1188075, 'reputation': 343, 'user_id': 1161604, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/915c9659ee525b18ca39dc14a01632b9?s=256&d=identicon&r=PG', 'display_name': 'user1161604', 'link': 'https://stackoverflow.com/users/1161604/user1161604'}",True,14847,9167843.0,2,6,1335559435,1328564836,9167752,CC BY-SA 3.0,https://stackoverflow.com/questions/9167752/how-does-the-poll-function-work-in-c,How does the poll function work in c?,,1335559435.0,,,,
746,"['c++', 'c', 'http', 'sockets']","{'account_id': 110411, 'reputation': 187, 'user_id': 292167, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/477db0839ba7678e99848904a7951a25?s=256&d=identicon&r=PG', 'display_name': 'user292167', 'link': 'https://stackoverflow.com/users/292167/user292167'}",True,665,9216263.0,1,0,1335559243,1328809974,9216101,CC BY-SA 3.0,https://stackoverflow.com/questions/9216101/socket-response-timeout-using-poll,Socket response timeout using poll,,1335559243.0,,,,
747,"['c', 'caching']","{'account_id': 1015224, 'reputation': 1791, 'user_id': 1026922, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/c3941c3cb2d2a207bf8922681287d667?s=256&d=identicon&r=PG', 'display_name': 'Deepti Jain', 'link': 'https://stackoverflow.com/users/1026922/deepti-jain'}",True,221,,5,0,1335489954,1330219253,9449694,CC BY-SA 3.0,https://stackoverflow.com/questions/9449694/int-x-3-will-x-be-in-cache,int x = 3. Will x be in cache?,,1330221709.0,,,,
748,"['c', 'winapi', 'header']","{'account_id': 485472, 'reputation': 2363, 'user_id': 901812, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/spPcK.jpg?s=256&g=1', 'display_name': 'Void Star', 'link': 'https://stackoverflow.com/users/901812/void-star'}",True,4247,10340092.0,2,-1,1335468601,1329708028,9355785,CC BY-SA 3.0,https://stackoverflow.com/questions/9355785/where-can-i-find-ntohl,Where can I find ntohl,,1329773467.0,,,,
749,"['c', 'erlang', '64-bit']","{'account_id': 5645, 'reputation': 163473, 'user_id': 9204, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/c79937a093ff9e963c563e22cd385f30?s=256&d=identicon&r=PG', 'display_name': 'Alexey Romanov', 'link': 'https://stackoverflow.com/users/9204/alexey-romanov'}",False,110,,1,2,1335391258,1329224827,9277384,CC BY-SA 3.0,https://stackoverflow.com/questions/9277384/erlang-port-driver-compatible-both-with-r15b-and-pre-r15b,Erlang port driver compatible both with R15B and pre-R15B,,,,,,
750,"['java', 'c', 'sockets', 'xml-rpc', 'rpc']","{'account_id': 965625, 'reputation': 2110, 'user_id': 1103606, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/0d93cc650b93939ea91066fcb5aefae0?s=256&d=identicon&r=PG', 'display_name': 'Peter Penzov', 'link': 'https://stackoverflow.com/users/1103606/peter-penzov'}",True,2505,9269449.0,4,1,1335387176,1329174188,9269350,CC BY-SA 3.0,https://stackoverflow.com/questions/9269350/remote-procedure-call-between-java-and-c,Remote Procedure Call between Java and C,,1329177250.0,,,,
751,"['c', 'multithreading', 'kernel', 'openmp']","{'account_id': 1019533, 'reputation': 939, 'user_id': 1030294, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/a6d23ebc68b11282abea7c0d51ded53d?s=256&d=identicon&r=PG', 'display_name': 'marc', 'link': 'https://stackoverflow.com/users/1030294/marc'}",True,140,10312508.0,1,0,1335344665,1329837274,9379992,CC BY-SA 3.0,https://stackoverflow.com/questions/9379992/how-to-know-number-of-existing-openmp-threads,How to know number of existing Openmp threads,,1329847564.0,,,,
752,"['c', 'netbeans', 'cygwin', 'static-libraries']","{'account_id': 1232230, 'reputation': 1, 'user_id': 1196551, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c0f9f54713b2ad3ae4c34b019320ed28?s=256&d=identicon&r=PG', 'display_name': 'user1196551', 'link': 'https://stackoverflow.com/users/1196551/user1196551'}",False,830,,1,0,1335083148,1328686544,9189368,CC BY-SA 3.0,https://stackoverflow.com/questions/9189368/linking-lib-files-in-netbeans-ide-7-0,Linking .lib files in netbeans IDE 7.0,,1328703896.0,,,,
753,"['c', 'function', 'parameters', 'default', 'undefined-behavior']","{'account_id': 485688, 'reputation': 330, 'user_id': 902144, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/f490fbc71c157f140db57335e31322e6?s=256&d=identicon&r=PG', 'display_name': 'Pedro Perez', 'link': 'https://stackoverflow.com/users/902144/pedro-perez'}",True,210,9176789.0,5,4,1334617358,1328619760,9176735,CC BY-SA 3.0,https://stackoverflow.com/questions/9176735/default-parameters-in-function-call-in-c,default parameters in function call in C,,1328624233.0,,,,
754,"['java', 'c', 'java-native-interface']","{'account_id': 315932, 'reputation': 3269, 'user_id': 1079036, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/368d20296c0ae6df9a0dd7ddfbdec535?s=256&d=identicon&r=PG', 'display_name': 'Gil', 'link': 'https://stackoverflow.com/users/1079036/gil'}",True,976,9390083.0,2,0,1334598773,1329547814,9339287,CC BY-SA 3.0,https://stackoverflow.com/questions/9339287/jni-native-call-prototypes-in-their-own-class-namespace,JNI native call *prototypes* in their own class/namespace?,,1334598773.0,,,,
755,"['c', 'multithreading', 'pthreads', 'fork']","{'account_id': 1183028, 'reputation': 1822, 'user_id': 1157530, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/70a8412e0ec149a04471453c3fb0f150?s=256&d=identicon&r=PG', 'display_name': 'rschirin', 'link': 'https://stackoverflow.com/users/1157530/rschirin'}",True,3720,,2,1,1334400825,1328070991,9090868,CC BY-SA 3.0,https://stackoverflow.com/questions/9090868/replace-fork-with-pthread-create,Replace fork() with pthread_create(),,,,,,
756,"['c', 'algorithm', 'coin-change']","{'account_id': 977491, 'reputation': 29151, 'user_id': 998117, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/bfe07f542ce4f5d75e4262e188691fd5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Doug Smith', 'link': 'https://stackoverflow.com/users/998117/doug-smith'}",True,2351,9304074.0,4,0,1334281414,1329353712,9304019,CC BY-SA 3.0,https://stackoverflow.com/questions/9304019/im-coding-a-brute-force-algorithm-on-change-making-and-im-a-little-stuck,I&#39;m coding a brute-force algorithm on change making and I&#39;m a little stuck,,1334281414.0,,,,
757,"['c', 'gcc-warning']","{'user_type': 'does_not_exist', 'display_name': 'user731914'}",True,5573,9300859.0,4,1,1334099183,1329337710,9300812,CC BY-SA 3.0,https://stackoverflow.com/questions/9300812/gcc-compile-warning-format-i-expects-argument-of-type-int-but-argument,"GCC compile warning: format ‘%i’ expects argument of type ‘int *’, but argument 2 has type ‘enum month *’ [-Wformat]",,1334099183.0,,,,
758,['c'],"{'user_type': 'does_not_exist', 'display_name': 'user731914'}",True,649,9346034.0,3,0,1334099106,1329616635,9345981,,https://stackoverflow.com/questions/9345981/ways-to-improve-the-following-code,Ways to improve the following code,,1334099106.0,1378282659.0,Not suitable for this site,,
759,"['c', 'authentication', 'libcurl']","{'account_id': 1215776, 'reputation': 477, 'user_id': 1183412, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/0ed6886a56f1c415f49c38ac4cf89762?s=256&d=identicon&r=PG', 'display_name': 'kyori', 'link': 'https://stackoverflow.com/users/1183412/kyori'}",True,1631,9101846.0,1,4,1333955503,1328120694,9101148,CC BY-SA 3.0,https://stackoverflow.com/questions/9101148/login-to-google-with-libcurl-in-c,login to google with libcurl in C,,,,,,
760,"['c', 'pointers', 'struct']","{'account_id': 54528, 'reputation': 4650, 'user_id': 163124, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/b3102e612c9205e9ed60283dc4e7220a?s=256&d=identicon&r=PG', 'display_name': 'bzamfir', 'link': 'https://stackoverflow.com/users/163124/bzamfir'}",True,1234,9352305.0,4,-3,1333729375,1329419009,9317430,CC BY-SA 3.0,https://stackoverflow.com/questions/9317430/pass-an-array-element-struct-to-function,Pass an array element (struct) to function,,1329679384.0,,,,
761,"['c', 'string', 'pointers']","{'account_id': 151638, 'reputation': 157, 'user_id': 365651, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/0e44772559278eb1e06b46f5550d638d?s=256&d=identicon&r=PG', 'display_name': 'Random', 'link': 'https://stackoverflow.com/users/365651/random'}",True,866,9195971.0,3,1,1333550323,1328712777,9195660,CC BY-SA 3.0,https://stackoverflow.com/questions/9195660/how-to-assign-a-string-to-a-character-pointer-in-c,How to assign a string to a character pointer in C?,,1328713466.0,,,,
762,"['c++', 'c', 'winapi', 'getlasterror', 'formatmessage']","{'account_id': 303774, 'reputation': 17137, 'user_id': 644073, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/1589121859ab8cc0e11dc1bb079290a2?s=256&d=identicon&r=PG', 'display_name': 'karthik', 'link': 'https://stackoverflow.com/users/644073/karthik'}",True,778,9469772.0,2,0,1333089062,1330322173,9460630,CC BY-SA 3.0,https://stackoverflow.com/questions/9460630/rectify-this-errorgetlasterror-0x13d,Rectify this Error:GetLastError 0x13d,,1333089062.0,,,,
763,"['c', 'pcap']","{'account_id': 1275908, 'reputation': 1044, 'user_id': 1231192, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/4395456e68cf536df80ea71d0469083a?s=256&d=identicon&r=PG', 'display_name': 'Jan', 'link': 'https://stackoverflow.com/users/1231192/jan'}",True,486,9437475.0,1,1,1332986666,1330101678,9434587,CC BY-SA 3.0,https://stackoverflow.com/questions/9434587/interface-ip-from-ifconfig-and-libpcap-dont-match,interface ip from ifconfig and libpcap don&#39;t match,,,,,,
764,"['c', 'optimization', 'floating-point', 'truncate']","{'account_id': 273792, 'reputation': 109612, 'user_id': 565635, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/7b4b3e7c9ac68b7d2c93ad02d0b9c79d?s=256&d=identicon&r=PG', 'display_name': 'orlp', 'link': 'https://stackoverflow.com/users/565635/orlp'}",True,7288,9908653.0,4,9,1332941653,1329603746,9344709,CC BY-SA 3.0,https://stackoverflow.com/questions/9344709/fast-float-to-int-conversion-truncate,Fast float to int conversion (truncate),,1329605080.0,,,,
765,"['c', 'windows', 'sdk', 'windows-vista']","{'account_id': 441640, 'reputation': 1849, 'user_id': 831845, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/3d48d70f0df4d3a1ad29d37f51a89763?s=256&d=identicon&r=PG', 'display_name': 'bgroenks', 'link': 'https://stackoverflow.com/users/831845/bgroenks'}",True,3679,9346420.0,1,3,1332789895,1329617450,9346051,CC BY-SA 3.0,https://stackoverflow.com/questions/9346051/winsdk-7-1-getting-started-with-the-windows-sdk-tools-for-native-windows-app-de,WinSDK 7.1: Getting Started with the Windows SDK Tools for Native Windows app development?,,1329622927.0,,,,
766,"['python', 'c', 'multithreading', 'sockets', 'pypy']","{'account_id': 1278756, 'reputation': 1000, 'user_id': 1233376, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/93ad67564d95ab8936b009a86e35e9fc?s=256&d=identicon&r=PG', 'display_name': 'blackfedora', 'link': 'https://stackoverflow.com/users/1233376/blackfedora'}",True,3054,9857904.0,3,7,1332656683,1330234177,9450812,CC BY-SA 3.0,https://stackoverflow.com/questions/9450812/does-pypy-handle-threads-and-sockets-quickly-compared-to-hand-written-c,Does pypy handle threads and sockets quickly compared to hand written C?,,,,,,
767,"['c', 'linux', 'ubuntu', 'kernel']","{'account_id': 389550, 'reputation': 390, 'user_id': 749069, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/cdab7d707f901f9e73185f020e2bb06a?s=256&d=identicon&r=PG', 'display_name': 'Bala', 'link': 'https://stackoverflow.com/users/749069/bala'}",True,615,,1,1,1332515710,1328788940,9210478,CC BY-SA 3.0,https://stackoverflow.com/questions/9210478/getting-error-during-make-in-ubuntu-for-procmon,getting error during make in ubuntu for procmon,,1332515710.0,,,,
768,"['c', 'emacs']","{'account_id': 450149, 'reputation': 317, 'user_id': 845324, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/f2126b00503e0612ce0773f3605b5b8f?s=256&d=identicon&r=PG', 'display_name': 'Irony', 'link': 'https://stackoverflow.com/users/845324/irony'}",True,522,9092692.0,4,4,1332324980,1328052618,9088648,CC BY-SA 3.0,https://stackoverflow.com/questions/9088648/how-do-i-get-the-eclipse-project-effect-out-of-emacs,How do I get the Eclipse project effect out of Emacs?,,,,,,
769,"['c', 'stack', 'shellcode']","{'account_id': 157125, 'reputation': 316, 'user_id': 374849, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/4e9f8b0dadcd69135b318f25b9013c7d?s=256&d=identicon&r=PG', 'display_name': 'ZionKing', 'link': 'https://stackoverflow.com/users/374849/zionking'}",True,325,9145879.0,1,2,1332272074,1328401060,9145836,CC BY-SA 3.0,https://stackoverflow.com/questions/9145836/understanding-executing-c-code-in-stack-mac-hackers-handbook-code,understanding executing c code in stack ( Mac Hackers Handbook code),,1332272074.0,,,,
770,"['c', 'ios', 'assembly', 'arm', 'neon']","{'account_id': 355585, 'reputation': 746, 'user_id': 694610, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/UXIZ6.jpg?s=256&g=1', 'display_name': 'Gustavo', 'link': 'https://stackoverflow.com/users/694610/gustavo'}",True,920,9382620.0,2,1,1332137072,1329844006,9381841,CC BY-SA 3.0,https://stackoverflow.com/questions/9381841/code-to-improve-with-neon,Code to improve with neon,,,,,,
771,"['c', 'segmentation-fault', 'glibc']","{'account_id': 430678, 'reputation': 28784, 'user_id': 814253, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/6ec359ca87eda89de3251951372a2e8d?s=256&d=identicon&r=PG', 'display_name': 'DonCallisto', 'link': 'https://stackoverflow.com/users/814253/doncallisto'}",True,534,,3,0,1332000558,1330262300,9453398,CC BY-SA 3.0,https://stackoverflow.com/questions/9453398/segmentation-fault-can-different-glib-c-version-do-something-like-that,Segmentation Fault - Can different glib-c version do something like that?,,1330372084.0,,,,
772,"['c', 'curl', 'ftp', 'libcurl', 'resume']","{'account_id': 1208475, 'reputation': 1344, 'user_id': 1177483, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/bc22ff8b675050b342e9566b6e246b9d?s=256&d=identicon&r=PG', 'display_name': 'Yuvi', 'link': 'https://stackoverflow.com/users/1177483/yuvi'}",True,6093,9414801.0,2,8,1331897256,1329988350,9409997,CC BY-SA 3.0,https://stackoverflow.com/questions/9409997/how-to-resume-file-download-through-ftp-using-curl-in-c,How to resume file download through FTP using Curl in C?,,1330000072.0,,,,
773,"['c', 'eclipse', 'eclipse-cdt']","{'account_id': 308476, 'reputation': 21617, 'user_id': 620382, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/bf285996e4e7188feac84786a47d9f3a?s=256&d=identicon&r=PG', 'display_name': 'Zulan', 'link': 'https://stackoverflow.com/users/620382/zulan'}",True,1935,,1,3,1331881868,1328477562,9153223,CC BY-SA 3.0,https://stackoverflow.com/questions/9153223/force-eclipse-cdt-to-parse-included-files-for-highlighting,Force Eclipse CDT to parse #included files for highlighting,,1329054537.0,,,,
774,['c'],"{'account_id': 1039929, 'reputation': 9, 'user_id': 1046219, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e0711387aeda6b9feca5f4aa77a9f6d?s=256&d=identicon&r=PG', 'display_name': 'user1046219', 'link': 'https://stackoverflow.com/users/1046219/user1046219'}",True,209,,1,-5,1331879864,1329839116,9380480,CC BY-SA 3.0,https://stackoverflow.com/questions/9380480/program-to-add-n-integers-not-working-in-c,Program to add n integers not working in C,,1329839347.0,,,,
775,"['c', 'file', 'datetime', 'portability']","{'account_id': 971734, 'reputation': 1996, 'user_id': 994179, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/3e5674bafaccc1fba08313a3530f8896?s=256&d=identicon&r=PG', 'display_name': 'PaeneInsula', 'link': 'https://stackoverflow.com/users/994179/paeneinsula'}",True,4816,9342983.0,3,3,1331747409,1329581762,9342789,CC BY-SA 3.0,https://stackoverflow.com/questions/9342789/how-to-get-file-modification-time-in-c-under-multiple-os,How to get file modification time in c under multiple OS?,,1331747409.0,,,,
776,"['c', 'unix']","{'account_id': 1229356, 'reputation': 21, 'user_id': 1194264, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e461ff8a1af5bb0d539a7b965fc09fb?s=256&d=identicon&r=PG', 'display_name': 'user1194264', 'link': 'https://stackoverflow.com/users/1194264/user1194264'}",True,444,,1,2,1331747179,1328607142,9173838,CC BY-SA 3.0,https://stackoverflow.com/questions/9173838/unix-not-linux-password-change-with-c,UNIX (not Linux) password change with C,,1331747179.0,,,,
777,"['c', 'windows', 'printing']","{'account_id': 352490, 'reputation': 2125, 'user_id': 689601, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/7a838ac58aede5044b4d970caa95a5a6?s=256&d=identicon&r=PG', 'display_name': 'Raven', 'link': 'https://stackoverflow.com/users/689601/raven'}",True,221,9418835.0,1,4,1331747040,1330015379,9417274,CC BY-SA 3.0,https://stackoverflow.com/questions/9417274/how-to-catch-errors-when-printing-raw-text-in-c,How to catch errors when printing raw text in C,,1331747040.0,,,,
778,"['c', 'bluetooth']","{'account_id': 1040398, 'reputation': 557, 'user_id': 1046571, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/709ee6ed2e90756102ac329b63a5c1ae?s=256&d=identicon&r=PG', 'display_name': 'samantha', 'link': 'https://stackoverflow.com/users/1046571/samantha'}",True,240,9285223.0,1,0,1331735130,1329235314,9280074,CC BY-SA 3.0,https://stackoverflow.com/questions/9280074/migration-to-bluetooth-3-1,migration to bluetooth 3.1,,1331735130.0,,,,
779,"['c', 'pointers', 'structure', 'runtime-error', 'freertos']","{'account_id': 1009209, 'reputation': 335, 'user_id': 1022164, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/cad68e6167f7792e5ef06a321b17c484?s=256&d=identicon&r=PG', 'display_name': 'william pagnon', 'link': 'https://stackoverflow.com/users/1022164/william-pagnon'}",False,309,,2,-2,1331724981,1328575241,9169534,CC BY-SA 3.0,https://stackoverflow.com/questions/9169534/runtime-error-in-bf561-coreb-freertos-implementation-when-pointing-to-structure,Runtime error in bf561 COREB FreeRTOS implementation when pointing to structure data,,1331706361.0,,,,
780,"['c', 'types', 'unions']","{'account_id': 244731, 'reputation': 1355, 'user_id': 517748, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/74457757fdbd05d55a166a65c548be38?s=256&d=identicon&r=PG', 'display_name': 'ihatetoregister', 'link': 'https://stackoverflow.com/users/517748/ihatetoregister'}",True,3515,9479503.0,3,5,1331715439,1330421466,9479424,CC BY-SA 3.0,https://stackoverflow.com/questions/9479424/how-to-determine-what-type-is-used-in-a-union,How to determine what type is used in a union?,,1331715439.0,,,,
781,"['c', 'undefined-behavior']","{'user_type': 'does_not_exist', 'display_name': 'user47322'}",True,78,9325219.0,3,0,1331715400,1329468186,9325191,CC BY-SA 3.0,https://stackoverflow.com/questions/9325191/is-taking-the-address-of-a-variable-is-legal-while-assigning-it,Is taking the address of a variable is legal while assigning it?,,1331715400.0,,,,
782,"['c', 'linux', 'multithreading', 'pthreads']","{'account_id': 1187635, 'reputation': 1191, 'user_id': 1161270, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/30d22ba2a60cccbae9cb7e109442e5b2?s=256&d=identicon&r=PG', 'display_name': 'randy newfield', 'link': 'https://stackoverflow.com/users/1161270/randy-newfield'}",True,14512,9345395.0,2,2,1331710209,1329608488,9345232,CC BY-SA 3.0,https://stackoverflow.com/questions/9345232/pthread-kill-doesnt-kill-thread-c-linux,pthread_kill doesnt kill thread C linux,,1331710209.0,,,,
783,"['c', 'file-io']","{'account_id': 272217, 'reputation': 7417, 'user_id': 563189, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/e5e90920ad687c6c931ba594371c927b?s=256&d=identicon&r=PG', 'display_name': 'Dunc', 'link': 'https://stackoverflow.com/users/563189/dunc'}",True,369,9429693.0,4,0,1331547047,1330081559,9429665,CC BY-SA 3.0,https://stackoverflow.com/questions/9429665/c-number-of-lines-in-a-file-stream,c number of lines in a file stream,,,,,,
784,"['c', 'linux', 'linux-kernel']","{'account_id': 1200255, 'reputation': 863, 'user_id': 1171061, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/f2a7dcabcec062b507a0364ad0a63557?s=256&d=identicon&r=PG', 'display_name': 'karan421', 'link': 'https://stackoverflow.com/users/1171061/karan421'}",True,976,9649109.0,1,0,1331404845,1329416967,9316940,CC BY-SA 3.0,https://stackoverflow.com/questions/9316940/napi-used-for-receiving,napi used for receiving,,1329419704.0,,,,
785,"['c', 'fork', 'pipe', 'dup2']","{'account_id': 208082, 'reputation': 893, 'user_id': 458346, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/9625fc13a1f2b06315c9cfefc97951ba?s=256&d=identicon&r=PG', 'display_name': 'thomascirca', 'link': 'https://stackoverflow.com/users/458346/thomascirca'}",True,10439,9646984.0,1,1,1331387732,1330294989,9457784,CC BY-SA 3.0,https://stackoverflow.com/questions/9457784/how-to-use-dup2-close-correctly-to-connect-these-three-processes,How to use dup2/close correctly to connect these three processes?,,,,,,
786,"['c', 'arrays', 'algorithm']","{'account_id': 1132339, 'reputation': 1004, 'user_id': 1118149, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/371425c8d782ffbb43a180917112dd39?s=256&d=identicon&r=PG', 'display_name': 'winck', 'link': 'https://stackoverflow.com/users/1118149/winck'}",True,16373,9341877.0,4,5,1331373473,1329573121,9341767,CC BY-SA 3.0,https://stackoverflow.com/questions/9341767/subtracting-arrays,Subtracting Arrays,,1329574458.0,,,,
787,"['c', 'constants', 'unsigned', 'signed']","{'account_id': 1141031, 'reputation': 23, 'user_id': 1124923, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/326a45ca91359423f1a5e7bfcf59f045?s=256&d=identicon&r=PG', 'display_name': 'FreeMind', 'link': 'https://stackoverflow.com/users/1124923/freemind'}",True,315,9410843.0,1,2,1331251948,1329981014,9408620,CC BY-SA 3.0,https://stackoverflow.com/questions/9408620/type-of-constant-in-unsigned-ux-2147483648,Type of constant in &quot;unsigned ux = 2147483648;&quot;,,1329991720.0,,,,
788,"['c', 'linux', 'ubuntu', 'ksh']","{'account_id': 161421, 'reputation': 3795, 'user_id': 382166, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/a74d859f6f39a29f52d6590e16ef054a?s=256&d=identicon&r=PG', 'display_name': 'asc99c', 'link': 'https://stackoverflow.com/users/382166/asc99c'}",True,651,9625738.0,2,1,1331244215,1329746304,9362330,CC BY-SA 3.0,https://stackoverflow.com/questions/9362330/calling-ksh-script-from-system-causing-segfault,Calling ksh script from system() causing segfault,,,,,,
789,"['c', 'struct']","{'account_id': 421735, 'reputation': 15926, 'user_id': 800123, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/bZMq5.jpg?s=256&g=1', 'display_name': 'Jack', 'link': 'https://stackoverflow.com/users/800123/jack'}",True,606,9466906.0,5,0,1331069005,1330353553,9466825,CC BY-SA 3.0,https://stackoverflow.com/questions/9466825/segmentation-fault-in-c-dynamic-array,Segmentation fault in C dynamic array,,1331069005.0,,,,
790,"['python', 'c', 'exception', 'swig']","{'account_id': 504113, 'reputation': 233, 'user_id': 1234300, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/049a09c2b0fb6f1073654a0a946dade6?s=256&d=identicon&r=PG', 'display_name': 'jdpipe', 'link': 'https://stackoverflow.com/users/1234300/jdpipe'}",True,1056,9469495.0,3,1,1331049569,1330287133,9456723,CC BY-SA 3.0,https://stackoverflow.com/questions/9456723/typemap-and-exception-for-error-codes-from-c-functions-for-swig-python,"%typemap and %exception for error codes from C functions for SWIG, Python",,,,,,
