,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from,locked_date
133,"['c++', 'c', 'windows', 'winapi']","{'account_id': 12035174, 'reputation': 181, 'user_id': 8803973, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/308bbdfbd190ce6e9e576230c18e9f96?s=256&d=identicon&r=PG&f=1', 'display_name': 'hzh', 'link': 'https://stackoverflow.com/users/8803973/hzh'}",False,179,2,-1,1619483738,1616739109,66811847,CC BY-SA 4.0,https://stackoverflow.com/questions/66811847/do-memory-mapped-files-need-mutex-when-they-are-read-only,Do Memory Mapped Files need Mutex when they are read only?,,1616744220.0,,,,
134,"['c', 'char', 'type-conversion', 'integer']","{'account_id': 18628106, 'reputation': 1, 'user_id': 15381973, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiDc2QVJOH9iFIKIxk30bLtOJcNUT5RrfDsklxL=k-s256', 'display_name': 'The Petlings - Official', 'link': 'https://stackoverflow.com/users/15381973/the-petlings-official'}",True,431,2,-1,1619364184,1615554314,66600465,CC BY-SA 4.0,https://stackoverflow.com/questions/66600465/how-to-convert-char-to-int-and-vice-versa,"How to convert char to int, and vice versa?",66602594.0,,,,,
135,"['c', 'bluetooth-lowenergy', 'nrf52']","{'account_id': 21099139, 'reputation': 1, 'user_id': 15509429, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36f3ea6ae8ba0c50057278e355676134?s=256&d=identicon&r=PG&f=1', 'display_name': 'kefom', 'link': 'https://stackoverflow.com/users/15509429/kefom'}",True,1081,2,0,1619313299,1617054215,66862044,CC BY-SA 4.0,https://stackoverflow.com/questions/66862044/ble-data-sending-with-nrf52,Ble data sending with nrf52,67248872.0,1618122156.0,,,,
136,"['c', 'recursion', 'boolean']","{'account_id': 20736439, 'reputation': 27, 'user_id': 15227194, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a84180c806bdbe7d7303311a7e7035e?s=256&d=identicon&r=PG&f=1', 'display_name': 'ILoveYeezis', 'link': 'https://stackoverflow.com/users/15227194/iloveyeezis'}",True,289,2,0,1619263431,1615920665,66661605,CC BY-SA 4.0,https://stackoverflow.com/questions/66661605/is-there-a-better-way-to-exit-all-recursive-functions-at-once-rather-than-one-b,"Is there a better way to exit all recursive functions at once, rather than one by one?",66662015.0,1619263431.0,,,,
137,"['c', 'eclipse', 'eclipse-cdt']","{'account_id': 8178108, 'reputation': 1783, 'user_id': 6156224, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-tV4AVGDhIGo/AAAAAAAAAAI/AAAAAAAAD3c/QqYI3upAQr8/photo.jpg?sz=256', 'display_name': 'Jonathon S.', 'link': 'https://stackoverflow.com/users/6156224/jonathon-s'}",True,28,1,0,1619020691,1617052498,66861750,CC BY-SA 4.0,https://stackoverflow.com/questions/66861750/eclipse-cdt-indexer-adding-unwanted-quotes-to-symbol,Eclipse CDT indexer adding unwanted quotes to symbol,67199352.0,,,,,
138,"['c', 'binary', 'operating-system', 'system-calls', 'glibc']","{'account_id': 18095443, 'reputation': 148, 'user_id': 13153841, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c9d66a970947d3a3231dc7faa2fa6b05?s=256&d=identicon&r=PG&f=1', 'display_name': 'danield', 'link': 'https://stackoverflow.com/users/13153841/danield'}",True,569,2,4,1618977739,1617017717,66853510,CC BY-SA 4.0,https://stackoverflow.com/questions/66853510/who-sets-the-rip-register-when-you-call-the-clone-syscall,Who sets the RIP register when you call the clone syscall?,66863181.0,1617105266.0,,,,
139,"['c', 'openssl', 'hsm', 'evp-cipher', 'openssl-engine']","{'account_id': 19125218, 'reputation': 86, 'user_id': 13968326, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9e085b74a8db5d87360aa2a778ac485?s=256&d=identicon&r=PG&f=1', 'display_name': 'yoyozi', 'link': 'https://stackoverflow.com/users/13968326/yoyozi'}",False,242,1,1,1618811168,1615177445,66524282,CC BY-SA 4.0,https://stackoverflow.com/questions/66524282/how-to-encrypt-decrypt-using-key-index-in-openssl-evp-apis,How to encrypt/decrypt using key index in OpenSSL EVP APIs?,,1618811168.0,,,,
140,"['arrays', 'c', 'function']","{'account_id': 20744227, 'reputation': 5, 'user_id': 15233138, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea04d86d7ae0dfd3c5e437de062cad60?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aman', 'link': 'https://stackoverflow.com/users/15233138/aman'}",True,65,1,-4,1618780065,1615316301,66553139,CC BY-SA 4.0,https://stackoverflow.com/questions/66553139/im-getting-values-but-not-as-it-should-be,I&#39;m getting values but not as it should be,66553574.0,1615316946.0,,,,
141,"['c', 'file', 'data-structures']","{'account_id': 21018954, 'reputation': 1, 'user_id': 15445768, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg9kY9_UKrYVSL-6CghMO-LQMaA2HQUxdupLuBeJw=k-s256', 'display_name': 'Grigori Rasputin', 'link': 'https://stackoverflow.com/users/15445768/grigori-rasputin'}",False,36,0,0,1618673814,1616340365,66734157,CC BY-SA 4.0,https://stackoverflow.com/questions/66734157/reading-struct7-from-file,Reading struct7 from file,,1618673814.0,,,,
142,"['c', 'makefile', 'flags', 'microchip', 'xc8']","{'account_id': 5229480, 'reputation': 13, 'user_id': 4180350, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3a1ea5dbcdfce6e0500b4c94d16e16e2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stefan', 'link': 'https://stackoverflow.com/users/4180350/stefan'}",False,877,1,0,1618655345,1616879127,66836071,CC BY-SA 4.0,https://stackoverflow.com/questions/66836071/microchip-mplab-ide-and-xc8-compiler-build-options,Microchip MPLAB IDE and XC8 compiler build options,,,,,,
143,"['c', 'linux']","{'account_id': 19988432, 'reputation': 25, 'user_id': 14674488, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-nppUTcqaEW8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckw852ZeNmsHceP2ICAf5u0t3MNiA/s96-c/photo.jpg?sz=256', 'display_name': 'yankh18', 'link': 'https://stackoverflow.com/users/14674488/yankh18'}",False,106,1,0,1618470433,1616233862,66720184,CC BY-SA 4.0,https://stackoverflow.com/questions/66720184/read-programs-config-file-under-config-when-program-needs-to-run-as-sudo,Read program&#39;s config file under ~/.config when program needs to run as sudo,,1616235365.0,,,,
144,"['python', 'c', 'matlab', 'opencv', 'image-processing']","{'account_id': 11110403, 'reputation': 11, 'user_id': 8156383, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a7babe5c7a270ddb912b38da8a83770?s=256&d=identicon&r=PG', 'display_name': 'Ap_star', 'link': 'https://stackoverflow.com/users/8156383/ap-star'}",False,116,0,1,1618417944,1617124848,66875572,CC BY-SA 4.0,https://stackoverflow.com/questions/66875572/how-can-i-remove-background-noise-in-this-kind-of-image-using-opencv-python-cp,"How can I remove background noise in this kind of image using OpenCV, Python, CPP, Matlab or any possible way?",,1618417944.0,,,,
145,['c'],"{'account_id': 13082806, 'reputation': 217, 'user_id': 11527634, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xEHLN.jpg?s=256&g=1', 'display_name': 'THND', 'link': 'https://stackoverflow.com/users/11527634/thnd'}",True,217,3,-2,1618340634,1615653114,66615926,,https://stackoverflow.com/questions/66615926/how-to-compare-void-in-%d0%a1,How to compare *(void*) in С?,66616066.0,1615653719.0,1615680696.0,Needs details or clarity,,
146,"['c++', 'c', 'windows', 'visual-studio', 'docker']","{'account_id': 18513210, 'reputation': 1, 'user_id': 13487917, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-K8GUvAybfOk/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJO-Y13SDqcEF03P9PwELYVre-YjCA/photo.jpg?sz=256', 'display_name': 'Luke Shim', 'link': 'https://stackoverflow.com/users/13487917/luke-shim'}",False,387,0,0,1618255430,1615418332,66574291,CC BY-SA 4.0,https://stackoverflow.com/questions/66574291/docker-not-running-exe-file,Docker not running .exe file,,1618255430.0,,,,
147,"['c++', 'c', 'debugging', 'visual-studio-code']","{'account_id': 20876601, 'reputation': 21, 'user_id': 15335247, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Q-u4Ro-Czac/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclndY5QSm7VWZtEdi8M5wtm7Yhpow/s96-c/photo.jpg?sz=256', 'display_name': 'Rahul Kumar', 'link': 'https://stackoverflow.com/users/15335247/rahul-kumar'}",False,1202,2,2,1618242727,1614933275,66489217,CC BY-SA 4.0,https://stackoverflow.com/questions/66489217/vs-code-launch-json-showing-error-for-cpp-debugger,vs-code launch.json showing error for cpp debugger,,1614936394.0,,,,
148,"['c', 'cs50']","{'account_id': 20949407, 'reputation': 11, 'user_id': 15391441, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6f1ff050207a57f9dbc3843ed9de2338?s=256&d=identicon&r=PG&f=1', 'display_name': 'LolvoAndy', 'link': 'https://stackoverflow.com/users/15391441/lolvoandy'}",True,182,2,0,1618233126,1615685662,66620256,CC BY-SA 4.0,https://stackoverflow.com/questions/66620256/cs50-recover-problem-incomplete-images-two-incorrect-bytes,CS50 &#39;Recover&#39; Problem - Incomplete Images - Two Incorrect Bytes,66662809.0,1615971997.0,,,,
149,"['c', 'pointers']","{'account_id': 13830696, 'reputation': 31, 'user_id': 9983668, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-G3aPk83BEgI/AAAAAAAAAAI/AAAAAAAAAAA/AB6qoq2xNZxLoyQhHUW_cY8bT95rracFuA/mo/photo.jpg?sz=256', 'display_name': 'Eze Saidman', 'link': 'https://stackoverflow.com/users/9983668/eze-saidman'}",True,331,2,0,1618099395,1616557769,66774490,CC BY-SA 4.0,https://stackoverflow.com/questions/66774490/why-is-there-a-warning-for-casting-from-char-to-void-but-not-from-char-to,"Why is there a warning for casting from char** to void**, but not from char* to void*?",66774655.0,,,,,
150,"['c', 'function', 'program-entry-point', 'time.h']","{'account_id': 21103724, 'reputation': 1, 'user_id': 15513151, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8865970c135be2cd6f2744c897130b6d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Help Me Please', 'link': 'https://stackoverflow.com/users/15513151/help-me-please'}",True,81,1,-4,1618004460,1617107713,66871062,CC BY-SA 4.0,https://stackoverflow.com/questions/66871062/how-to-implement-a-loading-screen,How to implement a “loading screen”?,,1617109107.0,,,,
151,"['c', 'compiler-errors', 'cs50']","{'account_id': 18582747, 'reputation': 35, 'user_id': 13541897, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjlabIktT_4vB0vtSt0Pt2nz60uiZX95YREyA8U=k-s256', 'display_name': 'Alice', 'link': 'https://stackoverflow.com/users/13541897/alice'}",False,876,2,0,1617989540,1615548309,66599014,CC BY-SA 4.0,https://stackoverflow.com/questions/66599014/implicit-declaration-of-function-error-but-did-it-like-they-said,Implicit declaration of function error.... but did it like they said?,,1617989540.0,,,,
152,"['c', 'cs50']","{'account_id': 21004150, 'reputation': 1, 'user_id': 15434343, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjl50kluVpG-Om05cRQiOoFXrZuuXN0t1KCowA_Dw=k-s256', 'display_name': 'Amazzal Youssef', 'link': 'https://stackoverflow.com/users/15434343/amazzal-youssef'}",True,78,3,-5,1617989452,1616172093,66712211,,https://stackoverflow.com/questions/66712211/why-my-program-is-skipping-the-digit-8-and-9,Why my program is skipping the digit 8 and 9?,66712273.0,1617989452.0,1616172742.0,Duplicate,,
153,"['c', 'cs50']","{'account_id': 21020699, 'reputation': 7, 'user_id': 15447117, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db91371049b26a9ad7271363b4f49baa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Scriabin', 'link': 'https://stackoverflow.com/users/15447117/scriabin'}",True,82,4,0,1617989410,1616358460,66737178,CC BY-SA 4.0,https://stackoverflow.com/questions/66737178/nested-for-and-if-loops-in-c,Nested for and if loops in C,66737260.0,1617989410.0,,,,
154,"['c', 'multidimensional-array', 'initialization', 'boolean', 'cs50']","{'account_id': 20736439, 'reputation': 27, 'user_id': 15227194, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a84180c806bdbe7d7303311a7e7035e?s=256&d=identicon&r=PG&f=1', 'display_name': 'ILoveYeezis', 'link': 'https://stackoverflow.com/users/15227194/iloveyeezis'}",True,190,1,1,1617985324,1614675047,66436105,,https://stackoverflow.com/questions/66436105/array-has-incomplete-element-type-bool,Array has incomplete element type &#39;bool&#39;,66436219.0,1617985324.0,1614676029.0,Duplicate,,
155,"['c', 'cs50']","{'account_id': 21055368, 'reputation': 1, 'user_id': 15474773, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi0kc-O-1Cs_AfURjeQia4G1Aq4VD8dE4_BRJg_5A=k-s256', 'display_name': 'Sergio Soto', 'link': 'https://stackoverflow.com/users/15474773/sergio-soto'}",False,446,2,-3,1617983548,1616642837,66792627,CC BY-SA 4.0,https://stackoverflow.com/questions/66792627/how-to-create-an-automatic-change-machine-in-c,How to create an automatic change machine in C,,1617983548.0,,,,
156,"['c', 'cs50']","{'user_type': 'does_not_exist', 'display_name': 'user15187834'}",True,80,2,0,1617983534,1616727191,66810376,CC BY-SA 4.0,https://stackoverflow.com/questions/66810376/how-to-remove-whitespace-at-the-very-top-in-c,How to remove whitespace at the very top in C,,1617983534.0,,,,
157,"['c', 'math', 'ascii', 'cs50']","{'account_id': 20736439, 'reputation': 27, 'user_id': 15227194, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a84180c806bdbe7d7303311a7e7035e?s=256&d=identicon&r=PG&f=1', 'display_name': 'ILoveYeezis', 'link': 'https://stackoverflow.com/users/15227194/iloveyeezis'}",True,67,1,1,1617982426,1615647128,66614835,,https://stackoverflow.com/questions/66614835/one-kind-of-ascii-arithmetic-gives-segmentation-fault-while-another-doesnt,One kind of ASCII arithmetic gives segmentation fault while another doesn&#39;t,66614860.0,1617982426.0,1615649982.0,Duplicate,,
158,"['c', 'if-statement', 'cs50']","{'account_id': 20736439, 'reputation': 27, 'user_id': 15227194, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a84180c806bdbe7d7303311a7e7035e?s=256&d=identicon&r=PG&f=1', 'display_name': 'ILoveYeezis', 'link': 'https://stackoverflow.com/users/15227194/iloveyeezis'}",True,65,1,-1,1617982336,1615716580,66623217,,https://stackoverflow.com/questions/66623217/removing-else-condition-suddenly-makes-the-code-work-what-gives,"Removing `else` condition suddenly makes the code work, what gives?",66623355.0,1617982336.0,1615717819.0,Needs details or clarity,,
159,"['c', 'if-statement', 'segmentation-fault', 'cs50']","{'account_id': 20736439, 'reputation': 27, 'user_id': 15227194, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a84180c806bdbe7d7303311a7e7035e?s=256&d=identicon&r=PG&f=1', 'display_name': 'ILoveYeezis', 'link': 'https://stackoverflow.com/users/15227194/iloveyeezis'}",True,73,1,0,1617982284,1616066452,66690058,CC BY-SA 4.0,https://stackoverflow.com/questions/66690058/different-writing-same-thing-one-gives-segmentation-fault-the-other-doesnt,"Different writing, same thing: one gives segmentation fault, the other doesn&#39;t",66690349.0,1617982284.0,,,,
160,"['c', 'cs50']","{'account_id': 21083322, 'reputation': 31, 'user_id': 15497095, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/853345c5c03926027ad9dbc2c51aeac4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Multiplify', 'link': 'https://stackoverflow.com/users/15497095/multiplify'}",True,142,3,-1,1617975063,1616959566,66845364,CC BY-SA 4.0,https://stackoverflow.com/questions/66845364/why-isnt-return-necessary,Why isn&#39;t &quot;Return&quot; necessary?,66845390.0,1617975063.0,,,,
161,"['c', 'multithreading', 'gcc', 'x86', 'bochs']","{'account_id': 21095003, 'reputation': 21, 'user_id': 15506162, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9a7eb786e3957ed4605d2b937e50633?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nohr', 'link': 'https://stackoverflow.com/users/15506162/nohr'}",True,155,1,0,1617968749,1617024619,66855137,CC BY-SA 4.0,https://stackoverflow.com/questions/66855137/ttas-coherence-issue,TTAS coherence issue?,,1617637054.0,,,,
162,"['c', 'string', 'char']","{'account_id': 18539098, 'reputation': 1253, 'user_id': 13508045, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sLvib.png?s=256&g=1', 'display_name': 'puncher', 'link': 'https://stackoverflow.com/users/13508045/puncher'}",True,1288,6,2,1617960161,1616399130,66742021,CC BY-SA 4.0,https://stackoverflow.com/questions/66742021/how-to-save-a-string-with-multiple-words-with-scanf,How to save a string with multiple words with scanf(),66742139.0,1616399481.0,,,,
163,"['c', 'macos', 'gdb', 'macos-big-sur']","{'account_id': 4019407, 'reputation': 9733, 'user_id': 3310334, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/BTb0z.jpg?s=256&g=1', 'display_name': 'theonlygusti', 'link': 'https://stackoverflow.com/users/3310334/theonlygusti'}",False,585,1,2,1617900338,1616803329,66825749,CC BY-SA 4.0,https://stackoverflow.com/questions/66825749/gdb-for-python-on-macos,gdb for Python on macOS,,,,,,
164,"['c++', 'c']","{'account_id': 15724979, 'reputation': 23, 'user_id': 11346906, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3e331286bef480924486d324e824acff?s=256&d=identicon&r=PG&f=1', 'display_name': 'hyunjung', 'link': 'https://stackoverflow.com/users/11346906/hyunjung'}",True,208,1,-1,1617893049,1616306314,66729293,CC BY-SA 4.0,https://stackoverflow.com/questions/66729293/what-does-void-sc-mean,what does (void(*)() sc) () mean?,,1616307307.0,,,,
165,"['c', 'linux', 'nfc', 'lib-nfc']","{'account_id': 1538155, 'reputation': 375, 'user_id': 1433554, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vA7jP.jpg?s=256&g=1', 'display_name': 'alex', 'link': 'https://stackoverflow.com/users/1433554/alex'}",True,169,1,0,1617869016,1617096360,66868180,CC BY-SA 4.0,https://stackoverflow.com/questions/66868180/revolut-visa-debit-card-not-detected-by-libnfc6,Revolut visa Debit card not detected by libnfc6,66999714.0,1617158674.0,,,,
166,"['c', 'performance', 'parallel-processing', 'mpi', 'hpc']","{'account_id': 2139173, 'reputation': 43, 'user_id': 1898270, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb5301319dfa165daa57617d7922e203?s=256&d=identicon&r=PG', 'display_name': 'serkan maestro', 'link': 'https://stackoverflow.com/users/1898270/serkan-maestro'}",True,310,2,1,1617862550,1615710483,66622459,CC BY-SA 4.0,https://stackoverflow.com/questions/66622459/sending-array-of-structs-in-mpi,Sending array of structs in MPI,66622703.0,1617862550.0,,,,
167,"['c', 'performance', 'parallel-processing', 'mpi', 'hpc']","{'account_id': 20567171, 'reputation': 25, 'user_id': 15096228, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8ce6c86490fea4b1a05d066e65174f30?s=256&d=identicon&r=PG&f=1', 'display_name': 'Punit Sharma', 'link': 'https://stackoverflow.com/users/15096228/punit-sharma'}",True,222,1,1,1617862367,1616694900,66805072,CC BY-SA 4.0,https://stackoverflow.com/questions/66805072/how-to-add-all-the-values-inside-an-2d-array-using-mpi,How to add all the values inside an 2d array using MPI,66806411.0,1617862367.0,,,,
168,"['c', 'performance', 'parallel-processing', 'mpi', 'hpc']","{'account_id': 20567171, 'reputation': 25, 'user_id': 15096228, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8ce6c86490fea4b1a05d066e65174f30?s=256&d=identicon&r=PG&f=1', 'display_name': 'Punit Sharma', 'link': 'https://stackoverflow.com/users/15096228/punit-sharma'}",True,1863,1,0,1617862354,1616701276,66806478,CC BY-SA 4.0,https://stackoverflow.com/questions/66806478/how-to-sum-a-2d-array-in-c-using-mpi,How to sum a 2D array in C using MPI,66807856.0,1617862354.0,,,,
169,"['c', 'multithreading', 'operating-system']","{'account_id': 14895038, 'reputation': 2765, 'user_id': 10755628, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wcUJ7.png?s=256&g=1', 'display_name': 'minglyu', 'link': 'https://stackoverflow.com/users/10755628/minglyu'}",True,100,2,0,1617859267,1616394976,66741313,CC BY-SA 4.0,https://stackoverflow.com/questions/66741313/implementing-locks,Implementing locks,66744026.0,1617859267.0,,,,
170,"['c', 'list', 'swig', 'python-c-api']","{'account_id': 17968528, 'reputation': 11, 'user_id': 13057903, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/16e7a625e71dd54b2df2f2e18ed40e3e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marcella', 'link': 'https://stackoverflow.com/users/13057903/marcella'}",False,380,1,0,1617835176,1616697229,66805661,CC BY-SA 4.0,https://stackoverflow.com/questions/66805661/passing-list-of-lists-or-array-of-arrays-from-python-to-c-using-swig,Passing list of lists (or array of arrays) from python to C using swig,,1617632338.0,,,,
171,"['c', 'assembly', 'dos', 'x86-16', 'inline-assembly']","{'user_type': 'does_not_exist', 'display_name': 'user15184972'}",True,85,1,-2,1617730628,1614537157,66412556,CC BY-SA 4.0,https://stackoverflow.com/questions/66412556/whats-the-meaning-of-this-print-function-in-c-and-assembly-dos,What&#39;s the meaning of this print function in C and Assembly? (DOS),66412739.0,1617730628.0,,,,
172,"['c', 'gtk', 'glade', 'gtk2']","{'account_id': 485008, 'reputation': 3027, 'user_id': 901046, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/7a53df3d2946347ca06dd0064788192d?s=256&d=identicon&r=PG&f=1', 'display_name': 'TheUnexpected', 'link': 'https://stackoverflow.com/users/901046/theunexpected'}",True,34,1,0,1617713940,1617141951,66879056,CC BY-SA 4.0,https://stackoverflow.com/questions/66879056/passing-data-to-glade-ui-before-displaying,Passing data to Glade UI before displaying,66969123.0,,,,,
173,['c'],"{'account_id': 19432379, 'reputation': 3, 'user_id': 14212504, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-qf9qfv6eE1E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckYap2pjnOJxKlV2YJSHVYZGCGO8g/photo.jpg?sz=256', 'display_name': 'i am dum', 'link': 'https://stackoverflow.com/users/14212504/i-am-dum'}",True,989,1,0,1617648227,1616907145,66838470,CC BY-SA 4.0,https://stackoverflow.com/questions/66838470/hash-table-with-chaining-in-c,Hash table with chaining in C,66838555.0,1617648227.0,,,,
174,"['arrays', 'c', 'loops']","{'account_id': 14449709, 'reputation': 3, 'user_id': 14335695, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-m0b_NfNw5ss/AAAAAAAAAAI/AAAAAAAAAE0/CT78tUQDvv8/photo.jpg?sz=256', 'display_name': 'Assia Alaoui', 'link': 'https://stackoverflow.com/users/14335695/assia-alaoui'}",True,124,2,0,1617629099,1617050300,66861325,CC BY-SA 4.0,https://stackoverflow.com/questions/66861325/loop-and-array-problem-with-stopping-at-one-element,Loop and array problem with stopping at one element,66953797.0,1617050489.0,,,,
175,"['python', 'c', 'inheritance', 'cpython']","{'account_id': 15582755, 'reputation': 15, 'user_id': 11242093, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-VeFbOvOuMm8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfjFxdUsxev-y5U_Bnnd4Uwok_tdw/mo/photo.jpg?sz=256', 'display_name': 'Ants Doe', 'link': 'https://stackoverflow.com/users/11242093/ants-doe'}",True,68,1,0,1617546965,1615486543,66588222,CC BY-SA 4.0,https://stackoverflow.com/questions/66588222/is-there-a-way-to-inherit-a-pytypeobject-from-a-python-library-into-a-custom-typ,Is there a way to inherit a PyTypeObject from a Python library into a custom type in CPython?,66942332.0,,,,,
176,"['python', 'c', 'segmentation-fault', 'cython', 'python-c-api']","{'account_id': 10026100, 'reputation': 42, 'user_id': 7414232, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ZPkzB.png?s=256&g=1', 'display_name': 'h3xcode', 'link': 'https://stackoverflow.com/users/7414232/h3xcode'}",True,322,1,0,1617539015,1616964625,66846087,CC BY-SA 4.0,https://stackoverflow.com/questions/66846087/how-to-store-pyobject-correctly-in-c,How to store PyObject* correctly in C?,66935907.0,1617027848.0,,,,
177,"['c', 'freertos']","{'account_id': 17880107, 'reputation': 1, 'user_id': 13219830, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9daf79bf7c9eaa3a59581bcba56b1daa?s=256&d=identicon&r=PG', 'display_name': 'user374707', 'link': 'https://stackoverflow.com/users/13219830/user374707'}",False,57,1,0,1617470276,1615717303,66623315,CC BY-SA 4.0,https://stackoverflow.com/questions/66623315/error-assigning-to-non-lvalue-uxcurrenteventbits-event-groups-c,Error assigning to non-lvalue &#39;uxCurrentEventBits&#39; event_groups.c,,,,,,
178,"['c', 'string', 'function']","{'account_id': 19772229, 'reputation': 91, 'user_id': 14478976, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gilb_8c8GbXzperfrplYsEiBj9tNBaS9fmH2FljCw=k-s256', 'display_name': 'Vlad', 'link': 'https://stackoverflow.com/users/14478976/vlad'}",True,123,2,0,1617436672,1616840012,66830149,CC BY-SA 4.0,https://stackoverflow.com/questions/66830149/c-language-given-a-string-delete-remove-the-words-that-contain-the-n-number-of,"C language: Given a string, delete/remove the words that contain the n number of vowels",66928637.0,1617436672.0,,,,
179,"['python', 'c', 'linear-algebra', 'lapack', 'lapacke']","{'account_id': 8234011, 'reputation': 591, 'user_id': 6193878, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-UqOZIiXKcWo/AAAAAAAAAAI/AAAAAAAABAk/s1wVCAmKaQE/photo.jpg?sz=256', 'display_name': 'Ibtihaj Tahir', 'link': 'https://stackoverflow.com/users/6193878/ibtihaj-tahir'}",False,88,1,0,1617385255,1617030657,66856730,CC BY-SA 4.0,https://stackoverflow.com/questions/66856730/lapacks-zgesvd-results-different-than-scipy-linalgs-svd,LAPACK&#39;s zgesvd results different than scipy.linalg&#39;s SVD,,,,,,
180,"['c', 'casting', 'compilation', 'warnings', 'strtok']","{'account_id': 20128987, 'reputation': 19, 'user_id': 14761734, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjJjWAF-c3vPxvwopEEWl-o2kIQCe6reitqoVNQlA=k-s256', 'display_name': 'klysa', 'link': 'https://stackoverflow.com/users/14761734/klysa'}",True,34,1,0,1617368699,1617021160,66854271,CC BY-SA 4.0,https://stackoverflow.com/questions/66854271/castin-with-strtok-warning,Castin with strtok warning,,,,,,
