,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from,locked_date
94,"['java', 'c', 'assembly', 'operating-system']","{'account_id': 26295545, 'reputation': 9, 'user_id': 20116546, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/ACNPEu_d2nPnAztetKTxdaE4BaqrqSwHyjsdAK8u7PVF=k-s256', 'display_name': 'Elmo YT', 'link': 'https://stackoverflow.com/users/20116546/elmo-yt'}",True,57,1,0,1667195248,1667194144,74259068,,https://stackoverflow.com/questions/74259068/is-it-possible-to-make-a-operating-system-by-getting-a-linux-kernel-to-run-java,Is it possible to make a operating system by getting a linux kernel to run java code?,,,1667195779.0,Needs more focus,,
95,"['arrays', 'c', 'string', 'char', 'infix-notation']","{'account_id': 26781407, 'reputation': 1, 'user_id': 20376197, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2uvXw_gUdpq2sttpnyTkSHlirTc0rI83QHx8rc=k-s256', 'display_name': 'miller', 'link': 'https://stackoverflow.com/users/20376197/miller'}",False,36,0,0,1667192550,1667191683,74258839,CC BY-SA 4.0,https://stackoverflow.com/questions/74258839/im-having-trouble-in-c-trying-to-get-a-function-to-assign-chars-from-one-array,"I&#39;m having trouble in C trying to get a function to assign char&#39;s from one array into a 2nd array, but the chars that are returned are random",,1667192550.0,,,,
96,"['c', 'linux', 'libc']","{'account_id': 2183431, 'reputation': 3525, 'user_id': 1932405, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/6c85e4fbfd9aec77657f32fba00ecb3a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Har', 'link': 'https://stackoverflow.com/users/1932405/har'}",True,29,1,0,1667191695,1667071706,74248210,CC BY-SA 4.0,https://stackoverflow.com/questions/74248210/can-i-use-dl-iterate-phdr-to-monitor-an-exec-process,Can I use dl_iterate_phdr to monitor an exec process?,74258835.0,1667191695.0,,,,
97,['c'],"{'account_id': 24063887, 'reputation': 1, 'user_id': 18040740, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bb59f4b5f6a7dd2c0d711c748ffcd2be?s=256&d=identicon&r=PG', 'display_name': 'k1t3k', 'link': 'https://stackoverflow.com/users/18040740/k1t3k'}",True,26,1,0,1667191523,1666855869,74218315,CC BY-SA 4.0,https://stackoverflow.com/questions/74218315/struct-member-edition-from-included-file,Struct member edition from included file,74218926.0,1666856776.0,,,,
98,"['c', 'dependencies', 'static-analysis']","{'account_id': 16616341, 'reputation': 1, 'user_id': 12007856, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-JH6G1fxhr4Y/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rerKRtawrNXqeC5uFd06kc4ZSXKEQ/photo.jpg?sz=256', 'display_name': '尹书扬', 'link': 'https://stackoverflow.com/users/12007856/%e5%b0%b9%e4%b9%a6%e6%89%ac'}",False,23,0,-2,1667190138,1667190138,74258724,CC BY-SA 4.0,https://stackoverflow.com/questions/74258724/looking-for-a-tool-to-extract-small-feature-from-a-big-project-written-in-c-lang,Looking for a tool to extract small feature from a big project written in C language,,,,,,
99,"['c', 'windows', 'gcc', 'locale']","{'account_id': 12811914, 'reputation': 141, 'user_id': 9524727, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3230713af34fc581bb9feffd350f6ab1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Schilive', 'link': 'https://stackoverflow.com/users/9524727/schilive'}",False,36,0,1,1667189281,1667189281,74258651,CC BY-SA 4.0,https://stackoverflow.com/questions/74258651/what-are-the-correct-locale-names-on-windows,What are the correct locale names on Windows?,,,,,,
100,['c'],"{'account_id': 26743430, 'reputation': 5, 'user_id': 20343849, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/12ec862da7c82d6db217dee97c0fe0fd?s=256&d=identicon&r=PG', 'display_name': 'weprer', 'link': 'https://stackoverflow.com/users/20343849/weprer'}",True,31,1,0,1667188284,1667179396,74257928,CC BY-SA 4.0,https://stackoverflow.com/questions/74257928/seeking-combinations-strstr-of-letters-in-external-file,seeking combinations (strstr) of letters in external file,74258579.0,,,,,
101,"['c', 'visual-studio-code', 'printf', 'function-call']","{'account_id': 24111401, 'reputation': 5, 'user_id': 18081953, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiVHlxi_1UH8nYGKAc6ALWAXvqFmqrGbuPzlZ3v1Q=k-s256', 'display_name': 'Trickz', 'link': 'https://stackoverflow.com/users/18081953/trickz'}",True,55,2,1,1667186712,1666733211,74200376,CC BY-SA 4.0,https://stackoverflow.com/questions/74200376/c-warning-error-too-many-arguments-for-format-wformat-extra-args-with-no-fo,"C warning error: too many arguments for format [-Wformat-extra-args], with no format?",74200415.0,1666736271.0,,,,
102,"['c', 'libc']","{'account_id': 15404469, 'reputation': 111, 'user_id': 11112946, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-zJ8ZQkUCOkY/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQPi5r4NvVpJ2GSVZ8oJRDY9NmfU8w/mo/photo.jpg?sz=256', 'display_name': 'Meher Khiari', 'link': 'https://stackoverflow.com/users/11112946/meher-khiari'}",False,25,2,1,1667185975,1667169308,74257233,CC BY-SA 4.0,https://stackoverflow.com/questions/74257233/strange-interaction-between-setlocale-and-mbstowcs,Strange interaction between setlocale and mbstowcs,,,,,,
103,"['c', 'dictionary', 'graph', 'adjacency-matrix', 'adjacency-list']","{'account_id': 26780258, 'reputation': 1, 'user_id': 20375208, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0dPL0UQmBmTx1S8u3Rd--x9e8OKwWhIEPxsKFYmQ=k-s256', 'display_name': 'Luis Ventura', 'link': 'https://stackoverflow.com/users/20375208/luis-ventura'}",False,41,0,0,1667184287,1667178081,74257843,CC BY-SA 4.0,https://stackoverflow.com/questions/74257843/compare-character-by-character-of-strings-from-an-array-efficiently,Compare character by character of strings from an array efficiently,,1667184287.0,,,,
104,"['c', 'char', 'concatenation', 'getline', 'atoi']","{'account_id': 16910503, 'reputation': 31, 'user_id': 12229659, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0ecb204f1e4b54c9272903246bdb8b64?s=256&d=identicon&r=PG&f=1', 'display_name': 'Infiniteon', 'link': 'https://stackoverflow.com/users/12229659/infiniteon'}",True,37,1,1,1667182455,1667180976,74258036,CC BY-SA 4.0,https://stackoverflow.com/questions/74258036/how-to-join-two-numbers-of-type-char-and-make-them-int-type,How to join two numbers of type char and make them int type,74258100.0,,,,,
105,"['c', 'linux']","{'account_id': 15119806, 'reputation': 11, 'user_id': 10910897, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/--M4peXBCjlo/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZ4yg1oBrs9bC9oC0BuZvfhxOwqYw/mo/photo.jpg?sz=256', 'display_name': 'lipracer', 'link': 'https://stackoverflow.com/users/10910897/lipracer'}",False,67,0,0,1667182133,1667066086,74247550,CC BY-SA 4.0,https://stackoverflow.com/questions/74247550/should-linux-shared-memory-be-declared-as-volatile,Should Linux shared memory be declared as volatile?,,1667182133.0,,,,
106,"['c', 'pipe', 'command-line-arguments', 'dup']","{'account_id': 26780468, 'reputation': 1, 'user_id': 20375384, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2yQ50OLFSA0-TUOsA4utwASYbfYcwxmVMgTDtw=k-s256', 'display_name': 'Saint Grams', 'link': 'https://stackoverflow.com/users/20375384/saint-grams'}",False,33,0,-1,1667180400,1667180400,74257997,CC BY-SA 4.0,https://stackoverflow.com/questions/74257997/this-code-is-supposed-to-simulate-command-line-arguments-in-c-code-i-get-some-er,This code is supposed to simulate command line arguments in c code I get some errors? Any clue on how i can fix these?,,,,,,
107,"['c', 'operating-system']","{'account_id': 26771257, 'reputation': 1, 'user_id': 20367599, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8051ffe996f7094e8530fb3131d4c3cf?s=256&d=identicon&r=PG', 'display_name': 'JSONdaMAN', 'link': 'https://stackoverflow.com/users/20367599/jsondaman'}",False,45,1,0,1667175298,1667071763,74248214,CC BY-SA 4.0,https://stackoverflow.com/questions/74248214/how-does-one-take-information-such-as-variables-located-in-a-specific-structure,How does one take information such as variables located in a specific structure and store it in a single pointer located in another structure,,1667080206.0,,,,
108,"['arrays', 'c']","{'account_id': 24008946, 'reputation': 1, 'user_id': 17992777, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJy7EJrn7U2tC2aME26VmkoTM0LJJyn55lUchpDOkQ=k-s256', 'display_name': 'Med talib', 'link': 'https://stackoverflow.com/users/17992777/med-talib'}",False,55,2,0,1667168521,1667141111,74254027,CC BY-SA 4.0,https://stackoverflow.com/questions/74254027/compere-2-arrays-numbers,compere 2 arrays (numbers),,1667168521.0,,,,
109,"['c++', 'c', 'linux', 'openssl']","{'account_id': 3332637, 'reputation': 695, 'user_id': 2801187, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7857f31e1fe8b39983c19d9595902f3e?s=256&d=identicon&r=PG&f=1', 'display_name': 'vengy', 'link': 'https://stackoverflow.com/users/2801187/vengy'}",True,103,1,0,1667167829,1666573524,74175833,CC BY-SA 4.0,https://stackoverflow.com/questions/74175833/how-to-replace-deprecated-rsa-low-level-openssl-3-0-apis-with-equivalent-evp-fun,How to replace deprecated RSA low level OpenSSL 3.0 APIs with equivalent EVP functions?,74256157.0,1667167829.0,,,,
110,"['c', 'doxygen', 'doxywizard']","{'account_id': 3243200, 'reputation': 366, 'user_id': 2735636, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/390f3dbe8ad717e3dabd332678da89dc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ricard Molins', 'link': 'https://stackoverflow.com/users/2735636/ricard-molins'}",False,25,0,0,1667166420,1667144898,74254486,CC BY-SA 4.0,https://stackoverflow.com/questions/74254486/how-can-i-organize-files-in-sections-according-to-an-architecture-with-doxygen,How can I organize files in sections according to an architecture with doxygen?,,1667166420.0,,,,
111,"['c', 'file-handling', 'fgetc']","{'account_id': 25978226, 'reputation': 3, 'user_id': 19692380, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/NVrOx.jpg?s=256&g=1', 'display_name': 'd3v-anaxa', 'link': 'https://stackoverflow.com/users/19692380/d3v-anaxa'}",True,47,2,0,1667165715,1667161813,74256527,CC BY-SA 4.0,https://stackoverflow.com/questions/74256527/why-does-only-the-1st-file-reading-function-executes-over-multiple-programs-of-t,why does only the 1st file reading function executes over multiple programs of the same kind in C language?,74256606.0,,,,,
112,"['c', 'oop', 'macros', 'cpython']","{'account_id': 11070950, 'reputation': 127, 'user_id': 8599478, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b70cf3f5ba0c49180f18807478156f53?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maslin', 'link': 'https://stackoverflow.com/users/8599478/maslin'}",False,24,1,0,1667165383,1667164828,74256849,CC BY-SA 4.0,https://stackoverflow.com/questions/74256849/duplicate-macro-definition-after-function-declaration-in-cpython-source-code,Duplicate macro definition after function declaration in CPython source code,,,,,,
113,"['c', 'gcc', 'stm32', 'address-sanitizer', 'stm32cubeide']","{'account_id': 26770126, 'reputation': 41, 'user_id': 20366652, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1B01dOcUJgYnx8QUYn5jqLJ6yGIusYgcne5rgzjQ=k-s256', 'display_name': 'Kazimierz Kr&#243;l', 'link': 'https://stackoverflow.com/users/20366652/kazimierz-kr%c3%b3l'}",True,49,1,4,1667165194,1667060603,74246914,CC BY-SA 4.0,https://stackoverflow.com/questions/74246914/how-to-add-sanitizer-support-to-stm32-arm-gcc,How to add sanitizer support to STM32 ARM GCC?,,1667161307.0,,,,
114,"['c', 'merge', 'linked-list']","{'account_id': 22862711, 'reputation': 11, 'user_id': 17006528, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/44e1a7b909ac64335cb3905c3523d56d?s=256&d=identicon&r=PG', 'display_name': 'userozz', 'link': 'https://stackoverflow.com/users/17006528/userozz'}",True,82,2,0,1667164003,1667086275,74249574,CC BY-SA 4.0,https://stackoverflow.com/questions/74249574/creating-and-merging-linked-lists-in-c-programming,Creating and Merging Linked Lists in C programming,,1667087979.0,,,,
115,"['c', 'while-loop', 'sum', 'printf', 'digits']","{'account_id': 26778829, 'reputation': 1, 'user_id': 20374015, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f971d2b21cd7ec7e150809a98078ed11?s=256&d=identicon&r=PG', 'display_name': 'Roxmate', 'link': 'https://stackoverflow.com/users/20374015/roxmate'}",True,43,2,0,1667163838,1667162774,74256644,CC BY-SA 4.0,https://stackoverflow.com/questions/74256644/how-to-store-a-value-of-a-variable-and-update-its-value-inside-a-loop-in-c-lang,How to store a value of a variable and update it&#39;s value inside a loop in C language?,,1667163464.0,,,,
116,"['c', 'cs50']","{'account_id': 26641249, 'reputation': 43, 'user_id': 20256890, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1CkDnlJqQEd8y0fJfWlxR8JBTBGWgTsz4z4PYz=k-s256', 'display_name': 'Meliodas', 'link': 'https://stackoverflow.com/users/20256890/meliodas'}",True,57,1,-1,1667163771,1667086295,74249575,CC BY-SA 4.0,https://stackoverflow.com/questions/74249575/cs50-pset3-runoff-everything-works-excepts-tabulate-function,"CS50, Pset3 Runoff, everything works excepts tabulate function",,1667159774.0,,,,
117,"['c', 'label', 'scanf', 'goto']","{'account_id': 26778800, 'reputation': 13, 'user_id': 20373993, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0TTS_sBcm0I_TiHpLMbC0HU30xAOjCZOrIRFTcVg=k-s256', 'display_name': 'Genata339', 'link': 'https://stackoverflow.com/users/20373993/genata339'}",True,43,2,1,1667161223,1667159166,74256236,CC BY-SA 4.0,https://stackoverflow.com/questions/74256236/c-visual-studio-goto-skipping-scanf-s,C Visual Studio goto skipping scanf_s,74256345.0,1667160785.0,,,,
118,['c'],"{'account_id': 26778716, 'reputation': 1, 'user_id': 20373922, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1vEjLDQBPnqwWUNP96n6-1MyGdSWcVzzplZ8JbAQ=k-s256', 'display_name': 'Yannis Ravasopoulos', 'link': 'https://stackoverflow.com/users/20373922/yannis-ravasopoulos'}",False,23,0,0,1667159436,1667157892,74256085,,https://stackoverflow.com/questions/74256085/why-does-it-not-run-properly,Why does it not run properly?,,1667159436.0,1667158982.0,Duplicate,,
119,"['c', 'ocr', 'bmp', 'edge-detection']","{'account_id': 18599884, 'reputation': 1, 'user_id': 13554964, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj3mu-ZJwyiWJ_khHNpMYILIwR2uJ1_tpQpV4G3pw=k-s256', 'display_name': 'Snoopax', 'link': 'https://stackoverflow.com/users/13554964/snoopax'}",False,31,1,0,1667157234,1667131815,74252929,CC BY-SA 4.0,https://stackoverflow.com/questions/74252929/c-bmp-edge-detection-algorithm-returns-bmp-which-only-displays-1-3-of-the-im,C - BMP - Edge Detection Algorithm returns bmp which only displays 1/3 of the image,,1667133183.0,,,,
120,"['c', 'windows', 'gcc', 'msys2', 'cc']","{'account_id': 26778446, 'reputation': 11, 'user_id': 20373686, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vukVX.png?s=256&g=1', 'display_name': 'bytebox', 'link': 'https://stackoverflow.com/users/20373686/bytebox'}",False,19,0,1,1667155149,1667155149,74255768,CC BY-SA 4.0,https://stackoverflow.com/questions/74255768/getting-nativecommandfailed-error-when-executing-program-compiled-with-mingw64,Getting &quot;NativeCommandFailed&quot; error when executing program compiled with Mingw64 cc,,,,,,
121,"['c', 'linux', 'signals']","{'account_id': 974726, 'reputation': 2937, 'user_id': 996371, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/1ee29a8958d7782b7a83b665e83976ee?s=256&d=identicon&r=PG', 'display_name': 'my_question', 'link': 'https://stackoverflow.com/users/996371/my-question'}",False,51,0,0,1667154115,1667154115,74255654,CC BY-SA 4.0,https://stackoverflow.com/questions/74255654/update-errno-in-signal-handler,Update errno in signal handler,,,,,,
122,"['c', 'pointers']","{'account_id': 24303072, 'reputation': 3, 'user_id': 18246254, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df1e9c20ee6e1952616628d8b0ba8ddf?s=256&d=identicon&r=PG', 'display_name': 'Virat', 'link': 'https://stackoverflow.com/users/18246254/virat'}",True,56,2,-1,1667153371,1667151824,74255355,CC BY-SA 4.0,https://stackoverflow.com/questions/74255355/pointers-to-an-array-in-c,Pointers to an Array In C,74255569.0,1667152786.0,,,,
123,"['c', 'linux', 'wayland', 'gtk4']","{'account_id': 5677272, 'reputation': 376, 'user_id': 4489948, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/64be8803c5824e2a6e1dfc72be43f2dd?s=256&d=identicon&r=PG&f=1', 'display_name': 'nintyfan', 'link': 'https://stackoverflow.com/users/4489948/nintyfan'}",False,24,1,0,1667151140,1667063332,74247254,CC BY-SA 4.0,https://stackoverflow.com/questions/74247254/wayland-add-window-positioning,Wayland add window positioning,,1667066634.0,,,,
124,"['arrays', 'c', 'algorithm', 'math', 'date-arithmetic']","{'account_id': 24900160, 'reputation': 13, 'user_id': 18770937, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggt3Tj8psWxq-XGxlKJAtJDM1BahEJDKUvOtqcr=k-s256', 'display_name': 'AlessoFan', 'link': 'https://stackoverflow.com/users/18770937/alessofan'}",False,63,0,0,1667150411,1667149657,74255102,CC BY-SA 4.0,https://stackoverflow.com/questions/74255102/int-array-division-algorithm-in-c,Int Array Division Algorithm in C,,1667150411.0,,,,
125,"['arrays', 'c', 'pointers']","{'account_id': 26518948, 'reputation': 1, 'user_id': 20153000, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1bdf66cdae84f7fad9381048a4364b90?s=256&d=identicon&r=PG&f=1', 'display_name': 'somi', 'link': 'https://stackoverflow.com/users/20153000/somi'}",False,44,2,0,1667149700,1666281379,74142867,CC BY-SA 4.0,https://stackoverflow.com/questions/74142867/question-for-pointer-and-array-and-castunsigned-short,Question for pointer and array and cast(unsigned short),,1666283802.0,,,,
126,['c'],"{'account_id': 23325960, 'reputation': 3, 'user_id': 17403129, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d743d61685f2f48b55b24ec84e9bbfd?s=256&d=identicon&r=PG', 'display_name': 'Szymon0202020', 'link': 'https://stackoverflow.com/users/17403129/szymon0202020'}",True,32,2,-1,1667148476,1667148070,74254890,CC BY-SA 4.0,https://stackoverflow.com/questions/74254890/how-to-keep-items-in-my-array-in-whole-program,How to keep items in my array in whole program?,74254943.0,,,,,
127,['c'],"{'account_id': 26431079, 'reputation': 139, 'user_id': 20077231, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/58ebe4c3387189ff197d0e006bcb802a?s=256&d=identicon&r=PG', 'display_name': 'devgirl05', 'link': 'https://stackoverflow.com/users/20077231/devgirl05'}",True,37,1,0,1667145918,1667144704,74254457,CC BY-SA 4.0,https://stackoverflow.com/questions/74254457/will-adding-a-sequence-of-consecutive-numbers-after-a-sequence-of-ordered-but-n,"Will adding a sequence of consecutive numbers after a sequence of ordered, but non-consecutive numbers, affect the optimization of a switch statement?",74254513.0,,,,,
128,"['c', 'gcc', 'syntax']","{'account_id': 25000818, 'reputation': 629, 'user_id': 18861247, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/acd9b22f12e314b1703b7d7a00965ae5?s=256&d=identicon&r=PG', 'display_name': 'Tenobaal', 'link': 'https://stackoverflow.com/users/18861247/tenobaal'}",True,95,1,2,1667144783,1667143076,74254261,CC BY-SA 4.0,https://stackoverflow.com/questions/74254261/why-can-i-write-an-expression-in-an-array-declaration-of-a-function-argument-in,Why can I write an expression in an array declaration of a function argument in C?,74254395.0,,,,,
129,"['c', 'gcc', 'header']","{'account_id': 25704522, 'reputation': 1, 'user_id': 19464057, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx9uwISQyYOTpQtS1x39lMsZuPIjIVOdwIdh21c=k-s256', 'display_name': 'Julian Biju', 'link': 'https://stackoverflow.com/users/19464057/julian-biju'}",False,41,2,0,1667144441,1667073000,74248352,CC BY-SA 4.0,https://stackoverflow.com/questions/74248352/is-my-understanding-of-c-header-files-gcc-options-related-to-these-correct,Is my understanding of C header files/gcc options related to these correct?,,,,,,
130,"['c', 'struct', 'function-declaration', 'pointer-to-pointer']","{'account_id': 19046681, 'reputation': 459, 'user_id': 13933975, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/y2RVa.jpg?s=256&g=1', 'display_name': 'Cloyd Abad', 'link': 'https://stackoverflow.com/users/13933975/cloyd-abad'}",True,42,1,0,1667144266,1667143924,74254362,CC BY-SA 4.0,https://stackoverflow.com/questions/74254362/how-to-update-field-of-a-pointer-to-a-struct-in-c,How to update field of a pointer to a struct in C?,,1667144266.0,,,,
131,"['c++', 'c', 'cmake', 'linker']","{'account_id': 22270477, 'reputation': 195, 'user_id': 16500523, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1e49837bdd89e1dbfbdf918f281f605?s=256&d=identicon&r=PG&f=1', 'display_name': 'jsofri', 'link': 'https://stackoverflow.com/users/16500523/jsofri'}",False,15,0,0,1667143646,1667143646,74254331,CC BY-SA 4.0,https://stackoverflow.com/questions/74254331/cmake-auto-search-of-libraries-dependencies-from-folder,cmake auto search of libraries dependencies from folder,,,,,,
132,"['c', 'string', 'pointers']","{'account_id': 25626165, 'reputation': 53, 'user_id': 19397231, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b7fe8dbebeb55bb5adf7a241d03a868d?s=256&d=identicon&r=PG', 'display_name': 'nawab', 'link': 'https://stackoverflow.com/users/19397231/nawab'}",False,38,0,0,1667142612,1667142612,74254206,,https://stackoverflow.com/questions/74254206/return-string-after-changing-it-in-c,Return string after changing it in C,,,1667142838.0,Duplicate,,
133,"['c', 'lib']","{'account_id': 26702196, 'reputation': 27, 'user_id': 20309055, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0MYKqXditrUCygpgNbfVr0Dums3WKzvijXHqp-uA=k-s256', 'display_name': 'Enno M&#252;hlbauer', 'link': 'https://stackoverflow.com/users/20309055/enno-m%c3%bchlbauer'}",False,20,0,0,1667142394,1667140348,74253922,,https://stackoverflow.com/questions/74253922/c-library-error-undefined-reference-to,C: library error &quot;undefined reference to...&quot;,,1667142394.0,1667140857.0,Duplicate,,
134,['c'],"{'account_id': 26737575, 'reputation': 1, 'user_id': 20338890, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2C49_72BJ2XoY2BQhj-GBQXB9Oki4M_FDP7JEQ=k-s256', 'display_name': 'Aleksandra', 'link': 'https://stackoverflow.com/users/20338890/aleksandra'}",True,56,1,-1,1667140843,1667078669,74248936,CC BY-SA 4.0,https://stackoverflow.com/questions/74248936/why-does-the-function-print-zero,Why does the function print zero?,74248990.0,1667140843.0,,,,
135,"['c++', 'c', 'multithreading', 'parallel-processing', 'openmp']","{'account_id': 24775247, 'reputation': 1, 'user_id': 18658853, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxo2q0hMHzYGBGPDb0nZckq49dPv45Vs8G60DqS=k-s256', 'display_name': 'Nguyễn Trung Đức', 'link': 'https://stackoverflow.com/users/18658853/nguy%e1%bb%85n-trung-%c4%90%e1%bb%a9c'}",False,45,0,-1,1667139937,1667139937,74253869,CC BY-SA 4.0,https://stackoverflow.com/questions/74253869/openmp-collapse-clause-ignored-in-for-directive,OpenMP &#39;collapse&#39; clause ignored in &#39;for&#39; directive,,,,,,
136,"['c', 'newline', 'c-strings', 'fgets']","{'account_id': 25890255, 'reputation': 23, 'user_id': 19617769, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QAE2L.jpg?s=256&g=1', 'display_name': 'ZODIACK', 'link': 'https://stackoverflow.com/users/19617769/zodiack'}",True,47,1,2,1667138555,1667130096,74252726,CC BY-SA 4.0,https://stackoverflow.com/questions/74252726/reading-from-text-file-in-c-with-fgets-whats-that-carachter-if-its-not-0-an,"Reading from text file in C with fgets: what&#39;s that carachter, if it&#39;s not \0 and \n?",74253659.0,1667130821.0,,,,
137,"['c', 'embedded', 'microcontroller', 'xilinx', 'infineon']","{'account_id': 15480157, 'reputation': 1, 'user_id': 11167708, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/94e2781ba216b6b6140a7dfb1a92e093?s=256&d=identicon&r=PG&f=1', 'display_name': 'juro97', 'link': 'https://stackoverflow.com/users/11167708/juro97'}",False,26,0,0,1667136768,1667121104,74251778,CC BY-SA 4.0,https://stackoverflow.com/questions/74251778/download-program-to-microcontroller-failes-daswrapperno-ecf-hardware-found,Download Program to Microcontroller failes &quot;DASWRAPPER::No ECF hardware found&quot;,,1667136768.0,,,,
138,"['c', 'data-structures', 'struct', 'singly-linked-list']","{'account_id': 22759381, 'reputation': 37, 'user_id': 16918445, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b6df3bd04f64e4a8bf9830b88c48f9d1?s=256&d=identicon&r=PG&f=1', 'display_name': 'dev0419', 'link': 'https://stackoverflow.com/users/16918445/dev0419'}",True,37,2,1,1667135979,1667135201,74253307,CC BY-SA 4.0,https://stackoverflow.com/questions/74253307/how-to-avoid-getting-garbage-values-while-inserting-a-new-node-after-a-given-nod,How to avoid getting garbage values while inserting a new node after a given node in singly linked lists?,74253357.0,1667135979.0,,,,
139,"['arrays', 'c', 'pointers', 'dynamic-memory-allocation', 'shellcode']","{'account_id': 24851389, 'reputation': 3, 'user_id': 18728275, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhIflsdSNKEYM9P_lcejbeBtQVA2XINaZaK3ApDuA=k-s256', 'display_name': 'in0tiix', 'link': 'https://stackoverflow.com/users/18728275/in0tiix'}",True,86,2,-2,1667135934,1667089395,74249761,CC BY-SA 4.0,https://stackoverflow.com/questions/74249761/printing-the-complete-size-of-char,Printing the complete size of char*,74249831.0,1667105667.0,,,,
140,"['arrays', 'c', 'char', 'c-strings', 'function-definition']","{'account_id': 17452589, 'reputation': 89, 'user_id': 12652243, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/656144b15bb1859ef2618cf3286ca80e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kurbamit', 'link': 'https://stackoverflow.com/users/12652243/kurbamit'}",True,42,1,1,1667134415,1667130494,74252776,CC BY-SA 4.0,https://stackoverflow.com/questions/74252776/how-to-change-one-string-to-another-with-different-sizes,How to change one string to another with different sizes,74253189.0,1667134415.0,,,,
