,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from,protected_date,locked_date
565,"['c', 'matrix', 'scanf']","{'account_id': 7503592, 'reputation': 677, 'user_id': 5700981, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/6c01fa318c6c8676c00aac5bcb51776b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Henry', 'link': 'https://stackoverflow.com/users/5700981/henry'}",True,46,1,0,1588073958,1588071341,,61478522,CC BY-SA 4.0,https://stackoverflow.com/questions/61478522/how-can-i-print-an-array-anm-using-main-that-was-scanf-in-a-subprogram,How can I print an array A[n][m]; using main() that was scanf() in a subprogram?,61479060.0,,,,,
566,"['c', 'mingw', 'gcc-warning', 'gets']","{'account_id': 18305396, 'reputation': 175, 'user_id': 13329323, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-WyNnhaV2f-g/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNRJV_6BnP9ZyTRJ0Fqfq8PIjjc7Q/photo.jpg?sz=256', 'display_name': 'Niraj Raut', 'link': 'https://stackoverflow.com/users/13329323/niraj-raut'}",False,85,0,0,1588072741,1588072141,1588072741.0,61478760,CC BY-SA 4.0,https://stackoverflow.com/questions/61478760/mingw-doesnt-give-warning-when-using-gets,MinGW doesn&#39;t give warning when using gets( ),,,,,,
567,"['c++', 'c', 'arrays', 'vector', 'c99']","{'account_id': 4308220, 'reputation': 556, 'user_id': 3520059, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/981d3c17a1dc42b7f069ac6590990fdc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Leon', 'link': 'https://stackoverflow.com/users/3520059/leon'}",True,89,1,-2,1588070153,1588054879,1588070153.0,61473871,CC BY-SA 4.0,https://stackoverflow.com/questions/61473871/convert-a-one-line-vector-array-assignation-to-classical-array-c-translatio,"Convert a one line vector (array) assignation to classical array, C++ translation to C",61474439.0,,,,,
568,"['c', 'dynamic-memory-allocation', 'address-sanitizer']","{'account_id': 15862363, 'reputation': 11, 'user_id': 11445165, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5wIrv.jpg?s=256&g=1', 'display_name': 'TabulaRasa', 'link': 'https://stackoverflow.com/users/11445165/tabularasa'}",True,373,1,0,1588069802,1588066557,1588069802.0,61477033,CC BY-SA 4.0,https://stackoverflow.com/questions/61477033/how-do-i-minimize-a-dynamically-allocated-string-array-in-c,How do I minimize a dynamically allocated string array in C?,61477984.0,,,,,
569,"['c', 'buffer', 'fifo']","{'account_id': 9434161, 'reputation': 1, 'user_id': 9226581, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/183382c53bcae03ea1bb8911684914e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tuan Anh', 'link': 'https://stackoverflow.com/users/9226581/tuan-anh'}",True,57,1,0,1588069771,1588063330,,61476058,,https://stackoverflow.com/questions/61476058/how-to-work-with-a-buffer-without-keeping-it-in-memory,How to work with a buffer without keeping it in memory,,1588142233.0,Needs details or clarity,,,
570,"['c', 'fgets']","{'account_id': 12626560, 'reputation': 31, 'user_id': 9179900, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3c47ac67f93f7ecdaf19909d1c62d4da?s=256&d=identicon&r=PG&f=1', 'display_name': 'coderguy', 'link': 'https://stackoverflow.com/users/9179900/coderguy'}",True,65,1,-1,1588069739,1588067414,,61477304,,https://stackoverflow.com/questions/61477304/ignoring-newline-with-fgets-when-reading-in-a-file,Ignoring newline with fgets() when reading in a file,,1588068588.0,Duplicate,,,
571,"['c', 'pointers', 'parameters', 'constants']","{'account_id': 12303918, 'reputation': 1015, 'user_id': 8977557, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/9435a87062e0ef32514b0aafcfae5d20?s=256&d=identicon&r=PG&f=1', 'display_name': 'Agrudge Amicus', 'link': 'https://stackoverflow.com/users/8977557/agrudge-amicus'}",True,239,2,0,1588069626,1588043693,1588063181.0,61472025,CC BY-SA 4.0,https://stackoverflow.com/questions/61472025/returning-const-pointer-to-const-int,returning const pointer to const int,61477399.0,,,,,
572,"['mysql', 'c', 'stored-procedures', 'calculation']","{'account_id': 7454928, 'reputation': 175, 'user_id': 5668470, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/8ff780b9695e21972882b6fa38a206db?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anders S', 'link': 'https://stackoverflow.com/users/5668470/anders-s'}",False,32,0,0,1588069624,1588069624,,61477996,CC BY-SA 4.0,https://stackoverflow.com/questions/61477996/use-advanced-calculations-in-the-database-or-let-client-application-perform,use advanced calculations in the database or let client application perform,,,,,,
573,"['c', 'char', 'integer', 'unsigned-integer']","{'account_id': 13270715, 'reputation': 215, 'user_id': 9581871, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f86dcb3615db910b95f083029fea3b7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/9581871/daniel'}",True,632,2,1,1588067052,1588062608,1588064351.0,61475858,CC BY-SA 4.0,https://stackoverflow.com/questions/61475858/does-it-always-true-in-c-that-ux-uy-y-x-when-x-y-are-chars-and-ux,"Does it always true in C that ux - uy == - (y - x) when x,y are chars, and ux = (unsigned)x, uy = (unsigned)y?",,,,,,
574,"['c++', 'c', 'go', 'rocksdb']","{'account_id': 18428052, 'reputation': 31, 'user_id': 13423861, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgQJT1PQZf6wU0aRz1c2wKHv2C5MrH6cct1686EV20=k-s256', 'display_name': 'Antony Dovgal', 'link': 'https://stackoverflow.com/users/13423861/antony-dovgal'}",False,595,0,3,1588066954,1588066954,,61477166,CC BY-SA 4.0,https://stackoverflow.com/questions/61477166/rocksdb-compaction-how-to-reduce-data-size-and-use-more-than-1-cpu-core,RocksDB compaction: how to reduce data size and use more than 1 CPU core?,,,,,,
575,"['c', 'struct', 'typedef']","{'account_id': 15359255, 'reputation': 173, 'user_id': 11080661, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/HhbwQ.png?s=256&g=1', 'display_name': 'Hasbridge', 'link': 'https://stackoverflow.com/users/11080661/hasbridge'}",True,109,3,3,1588066943,1588065023,1588066943.0,61476558,CC BY-SA 4.0,https://stackoverflow.com/questions/61476558/what-is-purpose-for-different-ways-of-naming-of-typedef-statement,What is purpose for different ways of naming of typedef statement?,61476652.0,,,,,
576,"['c', 'time.h']","{'account_id': 15852255, 'reputation': 67, 'user_id': 11437756, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/94o8j.gif?s=256&g=1', 'display_name': 'Demiler', 'link': 'https://stackoverflow.com/users/11437756/demiler'}",True,51,1,-1,1588065982,1588065326,,61476655,CC BY-SA 4.0,https://stackoverflow.com/questions/61476655/how-time-h-handles-memory,How time.h handles memory,61476877.0,,,,,
577,"['c', 'arrays', 'endianness']","{'account_id': 18423841, 'reputation': 1, 'user_id': 13420727, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjs4Ejhz_REHuuA3u5QnGBOC3YHNJcIj3DcjetfEg=k-s256', 'display_name': 'masteryourcraft', 'link': 'https://stackoverflow.com/users/13420727/masteryourcraft'}",True,457,2,0,1588064963,1588023232,1588024994.0,61468829,CC BY-SA 4.0,https://stackoverflow.com/questions/61468829/how-to-convert-a-char-pointer-array-into-a-int-pointer-array-in-c,How to convert a char pointer array into a int pointer array in C,,,,,,
578,"['c', 'string', 'linked-list']","{'account_id': 7436638, 'reputation': 21, 'user_id': 5655837, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b365bd5124b9da0a344092134af2073?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mr. Cactus', 'link': 'https://stackoverflow.com/users/5655837/mr-cactus'}",True,103,2,2,1588064184,1588062023,1588064184.0,61475703,CC BY-SA 4.0,https://stackoverflow.com/questions/61475703/change-the-value-of-a-string-in-a-linked-list,change the value of a string in a linked list,,,,,,
579,"['c', 'factorial']","{'account_id': 16744768, 'reputation': 131, 'user_id': 12103385, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e45e11c85e90331ca7e2d6bd0440a250?s=256&d=identicon&r=PG&f=1', 'display_name': 'AhmadBenos', 'link': 'https://stackoverflow.com/users/12103385/ahmadbenos'}",True,65,5,0,1588063463,1587996794,1587997986.0,61460871,CC BY-SA 4.0,https://stackoverflow.com/questions/61460871/why-am-i-getting-a-strange-number-in-this-code,Why am I getting a strange number in this code?,61460945.0,,,,,
580,"['c', 'pointers', 'structure', 'dynamic-memory-allocation', 'realloc']","{'account_id': 18182302, 'reputation': 11, 'user_id': 13229800, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2340c3ab53a35c85643c33c7c82737f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jordan Baller', 'link': 'https://stackoverflow.com/users/13229800/jordan-baller'}",True,262,2,0,1588060764,1588018547,1588022334.0,61467714,CC BY-SA 4.0,https://stackoverflow.com/questions/61467714/function-not-saving-data-to-pointer-to-structure-after-realloc,Function not saving data to pointer to structure after realloc,61468570.0,,,,,
581,"['c', 'linux', 'gcc', 'gcc4', 'gcc4.7']","{'account_id': 86278, 'reputation': 1097, 'user_id': 240041, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/00b9802207d926050f52b1bb5dd46f15?s=256&d=identicon&r=PG', 'display_name': 'prgbenz', 'link': 'https://stackoverflow.com/users/240041/prgbenz'}",True,901,1,2,1588059719,1587621310,,61380248,CC BY-SA 4.0,https://stackoverflow.com/questions/61380248/how-to-hide-local-symbol-for-linux-static-library,how to hide local symbol for linux static library,,,,,,
582,"['c', 'winapi']","{'account_id': 10246422, 'reputation': 748, 'user_id': 7562074, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-mYiplUjiang/AAAAAAAAAAI/AAAAAAAAASg/IuJhDArg780/photo.jpg?sz=256', 'display_name': 'Roy Avidan', 'link': 'https://stackoverflow.com/users/7562074/roy-avidan'}",True,172,1,-2,1588059684,1588036394,,61471064,CC BY-SA 4.0,https://stackoverflow.com/questions/61471064/unsupported-winapi-error-code-with-getconsolechartype,Unsupported WinAPI error code with GetConsoleCharType,,,,,,
583,"['c', 'pthreads']","{'account_id': 14264895, 'reputation': 644, 'user_id': 10304430, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1wsQY.jpg?s=256&g=1', 'display_name': 'Demotte', 'link': 'https://stackoverflow.com/users/10304430/demotte'}",True,1212,2,5,1588059666,1587984500,,61457121,CC BY-SA 4.0,https://stackoverflow.com/questions/61457121/how-to-use-pthread-header-file-in-c-project-in-clion-which-uses-mingw-in-windows,How to use pthread header file in C project in CLion which uses MinGW in windows,61475020.0,,,,,
584,"['python', 'c', 'python-c-api']","{'account_id': 2457844, 'reputation': 17426, 'user_id': 2142577, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/820c611835bb6eea4851c318a3b73345?s=256&d=identicon&r=PG', 'display_name': 'laike9m', 'link': 'https://stackoverflow.com/users/2142577/laike9m'}",True,540,2,2,1588058294,1587455916,1587492238.0,61338597,CC BY-SA 4.0,https://stackoverflow.com/questions/61338597/use-python-c-api-to-get-the-current-size-of-value-stack,Use Python C-API to get the current size of value stack,61357347.0,,,,,
585,"['c', 'linux', 'multithreading', 'debian', 'sdl-2']","{'account_id': 18422819, 'reputation': 1, 'user_id': 13420005, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ce10cecef63fcbb362bbb796c221c8a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shinji', 'link': 'https://stackoverflow.com/users/13420005/shinji'}",False,360,1,0,1588058258,1588015003,1588016416.0,61466672,CC BY-SA 4.0,https://stackoverflow.com/questions/61466672/linux-c-sdl2-threads,Linux C SDL2 Threads,,,,,,
586,"['c', 'linux', 'x11']","{'account_id': 18356292, 'reputation': 11, 'user_id': 13369282, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/19af69ce7758c6fc886a8307d0b00f06?s=256&d=identicon&r=PG&f=1', 'display_name': 'Todirbg', 'link': 'https://stackoverflow.com/users/13369282/todirbg'}",True,229,1,0,1588057366,1587456797,,61338848,CC BY-SA 4.0,https://stackoverflow.com/questions/61338848/get-mouse-button-state-nonblocking-linux,Get mouse button state nonblocking linux,,,,,,
587,"['c', 'gcc', 'assembly', 'clang', 'x86-64']","{'account_id': 8860436, 'reputation': 43320, 'user_id': 7509065, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RZLo7.png?s=256&g=1', 'display_name': 'Joseph Sible-Reinstate Monica', 'link': 'https://stackoverflow.com/users/7509065/joseph-sible-reinstate-monica'}",True,229,3,7,1588057186,1588030969,,61470328,CC BY-SA 4.0,https://stackoverflow.com/questions/61470328/is-an-extra-move-somehow-faster-when-doing-division-by-multiplication,Is an extra move somehow faster when doing division-by-multiplication?,61471074.0,,,,,
588,"['c', 'linux', 'module', 'kernel', 'driver']","{'account_id': 4623897, 'reputation': 446, 'user_id': 3748215, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/ed0e35e4fdc144d63a02e84d2e6e1168?s=256&d=identicon&r=PG&f=1', 'display_name': 'eddy', 'link': 'https://stackoverflow.com/users/3748215/eddy'}",True,114,1,0,1588054021,1588000647,1588019657.0,61462186,CC BY-SA 4.0,https://stackoverflow.com/questions/61462186/memory-map-adress-to-function-call,memory map adress to function call,,,,,,
589,"['c', 'mpi']","{'account_id': 11985322, 'reputation': 6145, 'user_id': 8769985, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72402fe064285d9e3e85fd3ca5900e5a?s=256&d=identicon&r=PG&f=1', 'display_name': 'francesco', 'link': 'https://stackoverflow.com/users/8769985/francesco'}",True,90,1,0,1588053799,1588053176,,61473480,CC BY-SA 4.0,https://stackoverflow.com/questions/61473480/why-is-the-return-value-of-mpi-comm-size-signed,Why is the return value of MPI_Comm_size signed?,61473622.0,,,,,
590,"['c', 'logarithm', 'fixed-point', 'exponentiation']","{'account_id': 8361088, 'reputation': 744, 'user_id': 6279389, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/lYeAD.jpg?s=256&g=1', 'display_name': 'Sophia Gold', 'link': 'https://stackoverflow.com/users/6279389/sophia-gold'}",False,221,0,0,1588052623,1588039462,1588052623.0,61471447,CC BY-SA 4.0,https://stackoverflow.com/questions/61471447/how-to-reverse-fixed-point-binary-log-algorithm-for-fractional-power-of-2,How to reverse fixed point binary log algorithm for fractional power of 2?,,,,,,
591,"['c', 'pointers', 'segmentation-fault']","{'account_id': 14778365, 'reputation': 9, 'user_id': 10672507, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8ca9efe82548ffd79f3e090b1f4fdaca?s=256&d=identicon&r=PG&f=1', 'display_name': 'KimTaeHwan', 'link': 'https://stackoverflow.com/users/10672507/kimtaehwan'}",True,86,3,-1,1588052025,1587824915,1588052025.0,61427211,CC BY-SA 4.0,https://stackoverflow.com/questions/61427211/how-can-i-fix-pointer-problem-in-my-c-code,How can I fix pointer problem in my C code?,,,,,,
592,"['c', 'struct', 'copy', 'memcpy']","{'account_id': 18426090, 'reputation': 3, 'user_id': 13422357, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-kRirISnwpyY/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPLORgh0EeQa9cl4K7ouImNLJtbAQ/photo.jpg?sz=256', 'display_name': 't0mf', 'link': 'https://stackoverflow.com/users/13422357/t0mf'}",True,225,1,0,1588051562,1588050902,,61473083,CC BY-SA 4.0,https://stackoverflow.com/questions/61473083/c-copying-structure-members-from-one-structure-to-another-similar-but-differen,"C: Copying structure members from one structure to another similar, but different, structure",61473189.0,,,,,
593,"['c', 'io']","{'account_id': 14801105, 'reputation': 75, 'user_id': 10689333, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8ca032ea7321c904081ec187fc16ee5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zcy', 'link': 'https://stackoverflow.com/users/10689333/zcy'}",True,67,1,1,1588049523,1588048763,,61472726,CC BY-SA 4.0,https://stackoverflow.com/questions/61472726/is-there-a-terminating-character-not-eof-at-the-end-of-the-file-which-will-be,Is there a terminating character (NOT EOF) at the end of the file which will be read as the last char?,61472856.0,,,,,
594,"['python', 'c', 'ctypes']","{'account_id': 8445581, 'reputation': 3, 'user_id': 6336379, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Bp8Juanl6hQ/AAAAAAAAAAI/AAAAAAAAMko/pfXGmspbLNk/photo.jpg?sz=256', 'display_name': 'python_noob', 'link': 'https://stackoverflow.com/users/6336379/python-noob'}",True,134,1,0,1588049135,1588017473,1588049135.0,61467411,CC BY-SA 4.0,https://stackoverflow.com/questions/61467411/how-to-dynamically-allocate-array-and-assign-address-to-pointer-defined-in-share,How to dynamically allocate array and assign address to pointer defined in shared library using ctypes?,61469488.0,,,,,
595,"['c', 'pointers']","{'account_id': 18425752, 'reputation': 67, 'user_id': 13422098, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-WVfWtQiXpDo/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJN9vF1iCC1NiUE2bP2EOeiDsOyAzA/photo.jpg?sz=256', 'display_name': 'Fedja M.', 'link': 'https://stackoverflow.com/users/13422098/fedja-m'}",True,41,1,0,1588044704,1588044435,,61472116,CC BY-SA 4.0,https://stackoverflow.com/questions/61472116/program-breaking-suddenly-in-if-statement,Program breaking suddenly in if statement,61472155.0,,,,,
596,"['c', 'cs50', 'caesar-cipher']","{'account_id': 18016794, 'reputation': 1, 'user_id': 13095117, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/yNQeg.jpg?s=256&g=1', 'display_name': 'echooca', 'link': 'https://stackoverflow.com/users/13095117/echooca'}",False,1486,2,0,1588041915,1586184623,,61062530,CC BY-SA 4.0,https://stackoverflow.com/questions/61062530/how-do-i-write-a-code-to-deny-a-non-numeric-input-using-ive-tried-argv1i-it,how do i write a code to deny a non-numeric input using i&#39;ve tried argv[1][i] it dosent seem to work,,,,,,
597,"['c', 'fork']","{'account_id': 14700017, 'reputation': 31, 'user_id': 12792734, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-yqTtK99oty8/AAAAAAAAAAI/AAAAAAAABhE/IlaS2DtamqA/photo.jpg?sz=256', 'display_name': 'Bryan Mena', 'link': 'https://stackoverflow.com/users/12792734/bryan-mena'}",True,362,4,2,1588039479,1587852459,1587854534.0,61433209,CC BY-SA 4.0,https://stackoverflow.com/questions/61433209/process-synchronization-in-c-without-busy-waiting,Process Synchronization in C without busy waiting,61471450.0,,,,,
598,"['c', 'pipe', 'fork', 'unistd.h']","{'user_type': 'does_not_exist', 'display_name': 'user13282349'}",False,33,0,0,1588039390,1588039390,,61471433,CC BY-SA 4.0,https://stackoverflow.com/questions/61471433/how-to-print-both-execl-in-fork-using-pipe-two-children,How to print both execl in fork using pipe (two children)?,,,,,,
599,"['c', 'cs50']","{'account_id': 18351411, 'reputation': 11, 'user_id': 13365489, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8099b0d430270ea6e2bf6689431a8077?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dizzy_Parking', 'link': 'https://stackoverflow.com/users/13365489/dizzy-parking'}",False,82,1,0,1588038442,1587411798,1587412270.0,61330741,CC BY-SA 4.0,https://stackoverflow.com/questions/61330741/mario-cs-50-dots,Mario CS-50 Dots,,,,,,
600,"['c', 'counter', 'cs50']","{'account_id': 18351411, 'reputation': 11, 'user_id': 13365489, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8099b0d430270ea6e2bf6689431a8077?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dizzy_Parking', 'link': 'https://stackoverflow.com/users/13365489/dizzy-parking'}",True,42,2,0,1588036020,1588034864,,61470869,,https://stackoverflow.com/questions/61470869/counter-trouble,Counter trouble,61471015.0,1588036964.0,Duplicate,,,
601,"['c++', 'c', 'linux', 'cpu-architecture', 'cpu-cache']","{'account_id': 168349, 'reputation': 4091, 'user_id': 393756, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/1eehV.jpg?s=256&g=1', 'display_name': 'Fran&#231;ois Beaune', 'link': 'https://stackoverflow.com/users/393756/fran%c3%a7ois-beaune'}",True,1299,1,8,1588031414,1587975422,1587980256.0,61454437,CC BY-SA 4.0,https://stackoverflow.com/questions/61454437/programmatically-get-accurate-cpu-cache-hierarchy-information-on-linux,Programmatically get accurate CPU cache hierarchy information on Linux,61470393.0,,,,,
602,"['c', 'constants', 'function-declaration', 'qualifiers']","{'account_id': 18424492, 'reputation': 21, 'user_id': 13421178, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/294cdbed612e7defc8c2231efd58968b?s=256&d=identicon&r=PG&f=1', 'display_name': 'User__1', 'link': 'https://stackoverflow.com/users/13421178/user-1'}",True,62,2,-2,1588030465,1588028987,1588030197.0,61469985,CC BY-SA 4.0,https://stackoverflow.com/questions/61469985/why-use-const-before-declaring-a-function-argument-in-c,Why use &quot;const *&quot; before declaring a function argument in C?,,,,,,
603,"['c', 'pointers', 'data-structures', 'casting', 'type-conversion']","{'account_id': 7382162, 'reputation': 151, 'user_id': 5618475, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/14c8cf2f0edea6dc1f279f6e9e23ea50?s=256&d=identicon&r=PG&f=1', 'display_name': 'User1990', 'link': 'https://stackoverflow.com/users/5618475/user1990'}",True,66,1,2,1588030042,1588029425,1588029664.0,61470056,CC BY-SA 4.0,https://stackoverflow.com/questions/61470056/can-someone-explain-following-type-casting-in-c,Can someone explain following type casting in C?,61470173.0,,,,,
604,"['c', 'struct', 'linked-list', 'singly-linked-list', 'erase']","{'account_id': 18397417, 'reputation': 11, 'user_id': 13401468, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-46capnajg3Q/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOqAK5YJwBeuabLVUaZ2rGOtg_Ceg/photo.jpg?sz=256', 'display_name': 'Mikey', 'link': 'https://stackoverflow.com/users/13401468/mikey'}",True,135,3,1,1588027393,1588020195,1588026181.0,61468120,CC BY-SA 4.0,https://stackoverflow.com/questions/61468120/linked-list-delete-node-simple-linked-list,"Linked List Delete Node , Simple linked list",,,,,,
605,"['c', 'int', 'overflow', 'biginteger']","{'account_id': 17263201, 'reputation': 31, 'user_id': 12500595, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAlGom11H-ug1o37t4Jm4xVReUZeNarRHtiU9TIcA=k-s256', 'display_name': 'highAsAKite', 'link': 'https://stackoverflow.com/users/12500595/highasakite'}",True,38,1,0,1588026886,1587941943,1587998102.0,61449229,CC BY-SA 4.0,https://stackoverflow.com/questions/61449229/addition-and-substracting-operation-of-arrays-big-int,Addition and substracting operation of arrays (Big int),,,,,,
606,"['c', 'matrix', 'transpose']","{'account_id': 7503592, 'reputation': 677, 'user_id': 5700981, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/6c01fa318c6c8676c00aac5bcb51776b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Henry', 'link': 'https://stackoverflow.com/users/5700981/henry'}",True,83,1,-1,1588026714,1588025296,1588026714.0,61469287,CC BY-SA 4.0,https://stackoverflow.com/questions/61469287/how-can-i-pass-a-matrix-from-a-subprogram-into-main,How can I pass a matrix from a subprogram into main()?,61469378.0,,,,,
607,"['c', 'parallel-processing', 'openmp']","{'account_id': 11954068, 'reputation': 79, 'user_id': 8746937, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-cttXbyeQ5xk/AAAAAAAAAAI/AAAAAAAAABc/4FUBBBxnIcI/photo.jpg?sz=256', 'display_name': 'Mohamed Helmy', 'link': 'https://stackoverflow.com/users/8746937/mohamed-helmy'}",True,120,1,-1,1588026544,1587935441,,61448141,CC BY-SA 4.0,https://stackoverflow.com/questions/61448141/parallel-program-in-c-using-openmp-is-not-working-correctly,parallel program in c using openmp is not working correctly,61469531.0,,,,,
608,"['c', 'openmp', 'avx2']","{'account_id': 17728490, 'reputation': 1, 'user_id': 12871647, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c679bde2f43cf51812fba2804753e84?s=256&d=identicon&r=PG&f=1', 'display_name': 'FarhanIoTDeveloper', 'link': 'https://stackoverflow.com/users/12871647/farhaniotdeveloper'}",False,301,1,0,1588026346,1587930670,,61447139,CC BY-SA 4.0,https://stackoverflow.com/questions/61447139/matrix-multiplication-paralellize-with-openmp-and-vectorized-with-avx2,Matrix multiplication paralellize with openmp and vectorized with avx2,,,,,,
609,"['c', 'assembly', 'x86-64', 'nasm', 'computer-science']","{'account_id': 18424030, 'reputation': 1, 'user_id': 13420849, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-NsqGrYmw9d4/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMKU9yKSHYb0Y-muvo8kWcbsCUDbw/photo.jpg?sz=256', 'display_name': 'King ', 'link': 'https://stackoverflow.com/users/13420849/king'}",True,129,1,0,1588025079,1588024047,1588024814.0,61469022,CC BY-SA 4.0,https://stackoverflow.com/questions/61469022/how-to-use-an-external-c-function-in-assembly,How to use an external C function in assembly?,,,,,,
610,"['c', 'shellcode', 'ctf']","{'account_id': 18360118, 'reputation': 9, 'user_id': 13372401, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/351541db25fe676be8c62aba9f1c63a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Red', 'link': 'https://stackoverflow.com/users/13372401/red'}",False,499,0,0,1588024512,1587479011,1588024512.0,61345886,CC BY-SA 4.0,https://stackoverflow.com/questions/61345886/how-to-inject-shellcode-in-function-pointer-in-c,How to inject Shellcode in function pointer in C?,,,,,,
611,"['c', 'windows', 'winapi']","{'account_id': 15579876, 'reputation': 63, 'user_id': 11239996, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-3Vae46loGf0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3relnpgE9BDDjKQybwiLP280WGXaRQ/mo/photo.jpg?sz=256', 'display_name': 'Gilad Raz', 'link': 'https://stackoverflow.com/users/11239996/gilad-raz'}",True,140,1,0,1588024190,1588023770,1588024190.0,61468958,CC BY-SA 4.0,https://stackoverflow.com/questions/61468958/when-using-createprocessa-w-does-it-use-the-system-function,When using CreateprocessA/W does it use the system() function?,,,,,,
612,['c'],"{'account_id': 17009818, 'reputation': 107, 'user_id': 12363705, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-WeZEaM1xUV0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reV5oNIR_6F3u8rDH4JIgjTr0uxOQ/photo.jpg?sz=256', 'display_name': 'night-wolf', 'link': 'https://stackoverflow.com/users/12363705/night-wolf'}",True,321,1,1,1588022045,1588015525,1588015785.0,61466812,CC BY-SA 4.0,https://stackoverflow.com/questions/61466812/how-to-remove-the-last-string-token-from-a-path,How to remove the last string token from a path,61468380.0,,,,,
