,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,migrated_from
476,"['c', 'memory-alignment']","{'account_id': 7410926, 'reputation': 145, 'user_id': 5638267, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://i.stack.imgur.com/109RD.jpg?s=256&g=1', 'display_name': 'RohitMat', 'link': 'https://stackoverflow.com/users/5638267/rohitmat'}",True,991,,62611284.0,3,0,1593269161,1593267424,1593269015.0,62611176,https://stackoverflow.com/questions/62611176/best-practice-for-struct-layout-in-c-c,,Best practice for struct layout in C/C++,CC BY-SA 4.0,
477,"['c', 'encryption', 'cs50']","{'user_type': 'does_not_exist', 'display_name': 'user13811196'}",True,1318,,62593237.0,3,0,1593267812,1593167138,1593255424.0,62592748,https://stackoverflow.com/questions/62592748/whats-meant-by-converting-an-ascii-character-to-alphabetical-index-and-how-can,,what&#39;s meant by converting an ASCII character to alphabetical index and how can i do that?,CC BY-SA 4.0,
478,"['c', 'if-statement', 'while-loop', 'infinite-loop']","{'account_id': 18926807, 'reputation': 51, 'user_id': 13809747, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eh1cw.jpg?s=256&g=1', 'display_name': 'Dagun', 'link': 'https://stackoverflow.com/users/13809747/dagun'}",False,57,,,1,0,1593266881,1593240238,1593241581.0,62606825,https://stackoverflow.com/questions/62606825/why-does-this-code-result-in-an-infinite-loop-also-how-can-i-completely-restar,,"Why does this code result in an infinite loop? Also, how can I completely restart my number baseball game?(How can I re-generate random numbers?)",CC BY-SA 4.0,
479,['c'],"{'account_id': 16596091, 'reputation': 57, 'user_id': 11992910, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/981c4a5da3a05d4a82b355ff791b3666?s=256&d=identicon&r=PG&f=1', 'display_name': 'yellow-monkey', 'link': 'https://stackoverflow.com/users/11992910/yellow-monkey'}",True,205,1593264390.0,62610389.0,4,-1,1593265305,1593248750,1593249108.0,62607975,https://stackoverflow.com/questions/62607975/do-all-null-pointers-point-to-the-same-block-of-memory,Duplicate,Do all null pointers point to the same block of memory?,,
480,"['c', 'if-statement', 'output', 'command-line-arguments', 'cs50']","{'user_type': 'does_not_exist', 'display_name': 'user13811196'}",False,29,,,1,0,1593264338,1593249094,1593264338.0,62608039,https://stackoverflow.com/questions/62608039/why-is-my-code-output-incorrect-i-only-want-to-receive-integers-as-key,,Why is my code output incorrect (i only want to receive integers as key)?,CC BY-SA 4.0,
481,"['c', 'oop', 'pointers']","{'account_id': 11834977, 'reputation': 1, 'user_id': 8660580, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d6264c59fa3675ed85dd3a8bac85b3e?s=256&d=identicon&r=PG&f=1', 'display_name': 'J. Colar', 'link': 'https://stackoverflow.com/users/8660580/j-colar'}",False,31,,,1,-1,1593262819,1593258438,,62609587,https://stackoverflow.com/questions/62609587/not-distinguishable-testing-of-pointers-and-pointer-refs-in-c,,Not distinguishable testing of pointers and pointer refs in C,CC BY-SA 4.0,
482,"['c', 'arrays', 'variable-length-array']","{'account_id': 16875722, 'reputation': 199, 'user_id': 12203185, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-XLdh9-ikkDE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcNzgoS9AwpWbt0Hgiy_pbPR8YI8A/photo.jpg?sz=256', 'display_name': 'Bj&#246;rn Max Jakobsen', 'link': 'https://stackoverflow.com/users/12203185/bj%c3%b6rn-max-jakobsen'}",True,152,,62571597.0,5,2,1593262334,1593074962,1593084120.0,62571437,https://stackoverflow.com/questions/62571437/can-i-use-an-integer-variable-to-define-an-arrays-length,,Can I use an integer variable to define an arrays length?,CC BY-SA 4.0,
483,"['c', 'recursion', 'static', 'program-entry-point']","{'account_id': 17111121, 'reputation': 11, 'user_id': 12381900, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/rH9dH.jpg?s=256&g=1', 'display_name': 'Kulbhushan Singh', 'link': 'https://stackoverflow.com/users/12381900/kulbhushan-singh'}",True,43,,,1,-1,1593259430,1593258961,1593259240.0,62609664,https://stackoverflow.com/questions/62609664/extra-444-returned-while-calling-main-function-recursively,,Extra 444 returned while calling main function recursively?,CC BY-SA 4.0,
484,"['c', 'void-pointers']","{'account_id': 18675569, 'reputation': 45, 'user_id': 13613324, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91730974f5d0392cb518b4e119df40d1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nandz', 'link': 'https://stackoverflow.com/users/13613324/nandz'}",True,84,,,1,-1,1593257095,1593246635,1593249454.0,62607636,https://stackoverflow.com/questions/62607636/output-for-this-program-concerning-void-pointers,,Output for this program concerning void pointers,CC BY-SA 4.0,
485,"['c', 'struct', 'clang', 'header-files']","{'account_id': 18912819, 'reputation': 11, 'user_id': 13798550, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/69c47a921569a7b698318ff5a4559544?s=256&d=identicon&r=PG&f=1', 'display_name': 'Owais Qayyum', 'link': 'https://stackoverflow.com/users/13798550/owais-qayyum'}",False,132,,,0,0,1593254914,1593254914,,62608961,https://stackoverflow.com/questions/62608961/declaration-of-structure-in-multiple-header-files,,Declaration of Structure in multiple header files,CC BY-SA 4.0,
486,"['c', 'recursion']","{'account_id': 17823266, 'reputation': 163, 'user_id': 12945112, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/35259335d995c214ebc8aebae102caeb?s=256&d=identicon&r=PG&f=1', 'display_name': 'sonlas10', 'link': 'https://stackoverflow.com/users/12945112/sonlas10'}",True,49,,62608711.0,4,0,1593253420,1593252063,,62608534,https://stackoverflow.com/questions/62608534/fail-in-recursion-with-odd-numbers,,Fail in recursion with odd numbers,CC BY-SA 4.0,
487,['c'],"{'account_id': 18944385, 'reputation': 1, 'user_id': 13823654, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-twJqJTl_hL8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmXC6TK3HDe17hYrpC4SY9UKboWbw/photo.jpg?sz=256', 'display_name': 'Mostly Anonymous', 'link': 'https://stackoverflow.com/users/13823654/mostly-anonymous'}",True,54,1593374344.0,,2,-1,1593252706,1593249551,,62608117,https://stackoverflow.com/questions/62608117/i-saw-some-interesting-code-from-a-colleague-i-am-a-but-confused-what-s-happen,Needs details or clarity,I saw some interesting code from a colleague. I am a but confused what &#39;s happens. Which standard is it? I failed to find the answer in GOOGLE,,
488,"['c', 'pthreads', 'mutex']","{'account_id': 18441923, 'reputation': 9, 'user_id': 13823094, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8cec7918e5c5e23a92fbe859864dcb09?s=256&d=identicon&r=PG&f=1', 'display_name': 'Oreo735', 'link': 'https://stackoverflow.com/users/13823094/oreo735'}",False,62,,,1,0,1593247689,1593241644,,62607000,https://stackoverflow.com/questions/62607000/synchronization-problem-between-threads-using-pthread-mutex-t,,Synchronization problem between threads using pthread_mutex_t,CC BY-SA 4.0,
489,"['c', 'compiler-errors', 'structure']","{'account_id': 15068883, 'reputation': 209, 'user_id': 10875087, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/58a399a2269167984728517c94f6e539?s=256&d=identicon&r=PG&f=1', 'display_name': 'BellSnow', 'link': 'https://stackoverflow.com/users/10875087/bellsnow'}",False,29,,,0,0,1593241241,1593241241,,62606957,https://stackoverflow.com/questions/62606957/compile-error-at-structure-definition-which-has-the-member-of-type-pointer-to-s,,"Compile error at structure definition which has the member of type, pointer to structure array in C",CC BY-SA 4.0,
490,"['c', 'gcc', 'linker']","{'account_id': 10991861, 'reputation': 5949, 'user_id': 8075540, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/0eZhT.jpg?s=256&g=1', 'display_name': 'Daniel Walker', 'link': 'https://stackoverflow.com/users/8075540/daniel-walker'}",False,21,1593238756.0,,0,1,1593238130,1593238130,,62606577,https://stackoverflow.com/questions/62606577/linker-not-recognizing-symbols-present-in-library,Duplicate,Linker not recognizing symbols present in library,,
491,"['c', 'gcc', 'cygwin', 'sdl-2']","{'account_id': 18943018, 'reputation': 1, 'user_id': 13822597, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gifuy672M1oTPZ0AB4H3mG4vvQaT8-V_Y1aN0C3pw=k-s256', 'display_name': 'Zalor', 'link': 'https://stackoverflow.com/users/13822597/zalor'}",False,271,,,0,0,1593230978,1593230978,,62605760,https://stackoverflow.com/questions/62605760/trying-to-run-sdl-2-on-a-gcc-compiler-with-cygwin,,Trying to Run SDL 2 on a GCC compiler with Cygwin,CC BY-SA 4.0,
492,"['c', 'assembly', 'sse', 'sse3']","{'account_id': 12543095, 'reputation': 3, 'user_id': 9127396, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/379d8f43bdea1fd8e0d09f85c3475ba0?s=256&d=identicon&r=PG&f=1', 'display_name': 'julix', 'link': 'https://stackoverflow.com/users/9127396/julix'}",False,204,,,0,0,1593229951,1593229375,1593229951.0,62605595,https://stackoverflow.com/questions/62605595/adding-horizontally-with-sse3,,Adding horizontally with SSE3,CC BY-SA 4.0,
493,"['c', 'neural-network', 'gradient-descent']","{'account_id': 18942387, 'reputation': 141, 'user_id': 13822114, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a16fac45206c57259d1af4008595b7cb?s=256&d=identicon&r=PG&f=1', 'display_name': 'guilerme_coppola84', 'link': 'https://stackoverflow.com/users/13822114/guilerme-coppola84'}",True,116,,,1,-4,1593224416,1593218114,,62604614,https://stackoverflow.com/questions/62604614/how-to-apply-gradient-descent-on-the-weights-of-a-neural-network,,How to apply gradient descent on the weights of a neural network?,CC BY-SA 4.0,
494,"['c', 'hex', 'hex-editors']","{'account_id': 18941379, 'reputation': 3, 'user_id': 13821328, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-lFP0VYOHOOQ/AAAAAAAAAAI/AAAAAAAAAhA/AMZuuckihfcwQcTSbmqV1-bTGor1qhKERg/photo.jpg?sz=256', 'display_name': 'Gabriel Vin&#237;cius', 'link': 'https://stackoverflow.com/users/13821328/gabriel-vin%c3%adcius'}",True,567,,62604643.0,1,0,1593222595,1593217991,1593218563.0,62604605,https://stackoverflow.com/questions/62604605/fprintf-writting-0d-0d-0a-instead-of-0d-0a-in-a-txt-file,,fprintf writting 0D 0D 0A instead of 0D 0A in a txt file,CC BY-SA 4.0,
495,['c'],"{'account_id': 4188653, 'reputation': 807, 'user_id': 3452340, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/3d716549678af2d98458d3c1fb10ff9c?s=256&d=identicon&r=PG&f=1', 'display_name': 'miara', 'link': 'https://stackoverflow.com/users/3452340/miara'}",True,305,,62604431.0,3,1,1593220638,1593211478,1593213189.0,62603826,https://stackoverflow.com/questions/62603826/what-is-the-evaluation-order-of-the-expression-x-y-z,,What is the evaluation order of the expression &amp;x-&gt;y-&gt;z?,CC BY-SA 4.0,
496,"['c', 'unix', 'makefile']","{'account_id': 10710060, 'reputation': 45, 'user_id': 9023864, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6561c9a1ae0f4687bc25c42b5eff7deb?s=256&d=identicon&r=PG&f=1', 'display_name': 'yaBoy', 'link': 'https://stackoverflow.com/users/9023864/yaboy'}",True,66,,62604571.0,1,0,1593217617,1592616383,,62480621,https://stackoverflow.com/questions/62480621/makefile-is-not-creating-a-directory,,Makefile is not creating a directory,CC BY-SA 4.0,
497,"['c', 'fgets', 'data-management', 'fileparsing']","{'account_id': 18782388, 'reputation': 1, 'user_id': 13696731, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-YQKCOvFrp8A/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnxQcJVl3Xuhb4Izgjk9wDiMrU7Kw/photo.jpg?sz=256', 'display_name': 'remi delamare', 'link': 'https://stackoverflow.com/users/13696731/remi-delamare'}",True,112,,,1,0,1593214451,1593206672,,62603032,https://stackoverflow.com/questions/62603032/fgets-returning-null-file-parsing,,fgets returning null - file parsing,CC BY-SA 4.0,
498,"['c', 'string', 'char']","{'account_id': 16018199, 'reputation': 115, 'user_id': 11560290, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-9F9WX-us-78/AAAAAAAAAAI/AAAAAAAABdo/5mj55NdDjqA/photo.jpg?sz=256', 'display_name': 'Metin Usta', 'link': 'https://stackoverflow.com/users/11560290/metin-usta'}",True,88,,62603650.0,2,1,1593210379,1593208937,1593209161.0,62603394,https://stackoverflow.com/questions/62603394/why-is-my-solution-for-super-reduced-stringhackerrank-question-working-fine-on,,Why is my solution for Super Reduced String(HackerRank) question working fine on my computer but giving wrong answers in HackerRank?,CC BY-SA 4.0,
499,"['c', 'mqtt', 'xbee', 'socat']","{'account_id': 18891036, 'reputation': 9, 'user_id': 13815525, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjgjp71WRQRufdMSSgWni9n5iJarBA3SXaEz5bRjw=k-s256', 'display_name': 'Pedro Moronta', 'link': 'https://stackoverflow.com/users/13815525/pedro-moronta'}",False,267,,,0,1,1593210176,1593210176,,62603605,https://stackoverflow.com/questions/62603605/connect-to-mqtt-broker-through-uart-802-15-4,,Connect to MQTT broker through UART 802.15.4,CC BY-SA 4.0,
500,"['c++', 'c', 'windows', 'internals']","{'account_id': 18871126, 'reputation': 133, 'user_id': 13765694, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c57c2bb9aecc83f881c0f0ba6d425797?s=256&d=identicon&r=PG&f=1', 'display_name': 'orORorOR', 'link': 'https://stackoverflow.com/users/13765694/orororor'}",False,76,,,0,0,1593208617,1593207705,,62603191,https://stackoverflow.com/questions/62603191/track-all-function-calls-at-run-time,,Track all function calls at run-time,CC BY-SA 4.0,
501,['c'],"{'account_id': 13887407, 'reputation': 13, 'user_id': 10026243, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2119861328291625/picture?type=large', 'display_name': 'Jos&#233; Carrilho', 'link': 'https://stackoverflow.com/users/10026243/jos%c3%a9-carrilho'}",True,144,,,1,0,1593208332,1593180183,1593206373.0,62596472,https://stackoverflow.com/questions/62596472/modify-variable-in-child-process,,Modify variable in child process,CC BY-SA 4.0,
502,"['c', 'runtime-error', 'coredump', 'char-pointer']","{'account_id': 18940351, 'reputation': 11, 'user_id': 13820544, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6cddaaa1ccfe21bded4f084d3b293f97?s=256&d=identicon&r=PG&f=1', 'display_name': 'pulk66', 'link': 'https://stackoverflow.com/users/13820544/pulk66'}",True,95,,,1,0,1593202526,1593192320,1593202526.0,62599897,https://stackoverflow.com/questions/62599897/how-can-i-trace-a-core-dump-in-my-c-code,,How can I trace a core dump in my C code?,CC BY-SA 4.0,
503,"['c', 'ieee-754', 'exponent']","{'user_type': 'does_not_exist', 'display_name': 'user13751443'}",False,102,,,1,0,1593202178,1592761607,,62502332,https://stackoverflow.com/questions/62502332/is-this-the-correct-way-of-equalising-exponents-of-two-different-numbers-accordi,,Is this the correct way of equalising exponents of two different numbers according to the IEEE-754 standard?,CC BY-SA 4.0,
504,['c'],"{'account_id': 5525888, 'reputation': 540, 'user_id': 4387362, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/3d35e19f4f5a654ae3e1cb885b8f53e2?s=256&d=identicon&r=PG&f=1', 'display_name': 'hylian', 'link': 'https://stackoverflow.com/users/4387362/hylian'}",True,99,,62601521.0,2,0,1593200364,1593198529,,62601359,https://stackoverflow.com/questions/62601359/c-menu-system-switch-not-triggering,,C menu system - switch not triggering,CC BY-SA 4.0,
505,"['python', 'c', 'linux']","{'account_id': 109381, 'reputation': 1507, 'user_id': 289856, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/91b81108ca18736288d4159dfbef831a?s=256&d=identicon&r=PG', 'display_name': 'richard', 'link': 'https://stackoverflow.com/users/289856/richard'}",False,531,,,2,0,1593199617,1593187134,1593187280.0,62598496,https://stackoverflow.com/questions/62598496/how-can-i-read-bytes-immediately-from-a-serial-port-instead-of-waiting-for-a-new,,How can I read bytes immediately from a serial port instead of waiting for a newline?,CC BY-SA 4.0,
506,['c'],"{'account_id': 18940790, 'reputation': 13, 'user_id': 13820891, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-oA9e048sgyk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn4WT9B62CVf0xn2mWj9zwENY8DcA/photo.jpg?sz=256', 'display_name': 'jon doe', 'link': 'https://stackoverflow.com/users/13820891/jon-doe'}",True,123,,62601482.0,2,1,1593199078,1593196743,,62600981,https://stackoverflow.com/questions/62600981/variadic-macro-for-custom-print-function-with-argument-expansion-in-c,,Variadic Macro for custom print function with argument expansion in C,CC BY-SA 4.0,
507,"['c', 'cs50']","{'account_id': 15859420, 'reputation': 399, 'user_id': 11442924, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c71d6d5f301f1716fb1b5de5391ebd1d?s=256&d=identicon&r=PG&f=1', 'display_name': 'diego', 'link': 'https://stackoverflow.com/users/11442924/diego'}",False,591,,,1,0,1593197588,1591329740,1591715370.0,62207928,https://stackoverflow.com/questions/62207928/cs50-speller-handles-most-basic-words-properly,,CS50 Speller handles most basic words properly,CC BY-SA 4.0,
508,"['c', 'linux', 'nvidia-jetson-nano']","{'account_id': 15787835, 'reputation': 15, 'user_id': 11392023, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5756718889825e2198407c772e96588?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rob', 'link': 'https://stackoverflow.com/users/11392023/rob'}",True,2223,,62600990.0,1,0,1593196800,1593193669,1593195806.0,62600243,https://stackoverflow.com/questions/62600243/jetson-nano-temperature-c,,Jetson Nano Temperature C,CC BY-SA 4.0,
509,"['c', 'windows', 'ipc', 'clipboard', 'shared-memory']","{'account_id': 2506488, 'reputation': 121, 'user_id': 2180076, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1409e02004a2427afb5e13e73381af5b?s=256&d=identicon&r=PG', 'display_name': 'user2180076', 'link': 'https://stackoverflow.com/users/2180076/user2180076'}",True,31,,,1,0,1593194979,1593188035,,62598770,https://stackoverflow.com/questions/62598770/c-ipc-revoke-access-to-shared-memory-similar-to-microsoft-apple-clipboard,,"C IPC: Revoke access to shared memory, similar to Microsoft/Apple Clipboard",CC BY-SA 4.0,
510,"['c', 'cs50', 'caesar-cipher']","{'user_type': 'does_not_exist', 'display_name': 'user13811196'}",True,181,,62600369.0,1,1,1593194204,1593193587,,62600225,https://stackoverflow.com/questions/62600225/how-can-i-convert-my-alphabetical-index-back-to-ascii-code-in-c,,how can i convert my alphabetical index back to Ascii code in C?,CC BY-SA 4.0,
511,['c'],"{'account_id': 7718839, 'reputation': 59, 'user_id': 5845655, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/530ec3e592ac6ca89a76f9ce3b2bf6a2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Prat', 'link': 'https://stackoverflow.com/users/5845655/prat'}",True,76,,,2,1,1593191954,1593169289,1593191260.0,62593349,https://stackoverflow.com/questions/62593349/need-to-decide-which-structure-variant-to-use-during-startup-in-c,,Need to decide which structure variant to use during startup in C,CC BY-SA 4.0,
512,['c'],"{'account_id': 458455, 'reputation': 2920, 'user_id': 858356, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/5104ce748b5c8fc8a9f203910df945ff?s=256&d=identicon&r=PG', 'display_name': 'cyberbemon', 'link': 'https://stackoverflow.com/users/858356/cyberbemon'}",True,215,,62584101.0,5,2,1593191194,1593116900,,62583818,https://stackoverflow.com/questions/62583818/counting-frequency-of-a-character-returns-0-always,,Counting frequency of a character returns 0 always,CC BY-SA 4.0,
513,"['c', 'string', 'pointers']","{'account_id': 18929501, 'reputation': 13, 'user_id': 13811886, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-p64JeSXRIPg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnOsqnxRVsD2DwVW-YkVqzVeRPNfg/photo.jpg?sz=256', 'display_name': 'Jack M', 'link': 'https://stackoverflow.com/users/13811886/jack-m'}",True,235,,62573892.0,1,1,1593190244,1593081584,1593190244.0,62573445,https://stackoverflow.com/questions/62573445/how-to-return-2-char-pointers-from-function,,How to return 2 char pointers from function?,CC BY-SA 4.0,
514,"['c', 'stream']","{'account_id': 3991832, 'reputation': 1116, 'user_id': 3290507, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/d12673e3cf5e816b50be4f44531a0fd0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jonathon Anderson', 'link': 'https://stackoverflow.com/users/3290507/jonathon-anderson'}",True,313,,62598982.0,1,2,1593189958,1593188368,,62598868,https://stackoverflow.com/questions/62598868/application-behaves-differently-on-different-machines,,Application behaves differently on different machines,CC BY-SA 4.0,
515,"['c', 'function', 'malloc', 'global', 'inline']","{'account_id': 18523345, 'reputation': 29, 'user_id': 13495776, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiPrVZguhBeobeg28zWX8t9JlBp_h3BUTCNVsuc=k-s256', 'display_name': 'Tiến Th&#224;nh Nguyễn', 'link': 'https://stackoverflow.com/users/13495776/ti%e1%ba%bfn-th%c3%a0nh-nguy%e1%bb%85n'}",True,173,1593185398.0,,4,0,1593187018,1593182170,,62597088,https://stackoverflow.com/questions/62597088/why-can-not-malloc-in-global-but-can-use-inline-function-for-malloc,Duplicate,why can not malloc in global but can use inline function for malloc,,
516,"['c', 'operators']","{'account_id': 18933660, 'reputation': 5, 'user_id': 13815256, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/REncl.png?s=256&g=1', 'display_name': 'merzy', 'link': 'https://stackoverflow.com/users/13815256/merzy'}",True,84,,62584092.0,5,0,1593186537,1593117730,1593186537.0,62584013,https://stackoverflow.com/questions/62584013/issue-with-using-multiple-relational-operators-in-c,,Issue with using multiple relational operators in C,CC BY-SA 4.0,
517,"['c', 'operator-keyword', 'modulo']","{'account_id': 18798375, 'reputation': 481, 'user_id': 13709317, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-og9hMLvoNAw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckQk5FTBOshH6BHkg7Pjkqzso_LFQ/photo.jpg?sz=256', 'display_name': 'First User', 'link': 'https://stackoverflow.com/users/13709317/first-user'}",True,472,1593183878.0,62597466.0,2,3,1593186116,1593183094,,62597353,https://stackoverflow.com/questions/62597353/c-is-there-anyway-i-can-get-the-modulo-operator-to-work-on-non-integer-values,Duplicate,C: is there anyway i can get the modulo operator to work on non integer values?,,
518,"['c', 'go', 'cgo']","{'user_type': 'does_not_exist', 'display_name': 'user13582790'}",True,195,,,2,1,1593186108,1593062766,,62568431,https://stackoverflow.com/questions/62568431/how-to-get-realpath-with-cgo,,How to get realpath with CGO?,CC BY-SA 4.0,
519,"['c', 'arrays', 'string']","{'account_id': 6418932, 'reputation': 1, 'user_id': 4976174, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a3ce7e78f00bb4f3a98de5e0d02c25de?s=256&d=identicon&r=PG&f=1', 'display_name': 'MKD', 'link': 'https://stackoverflow.com/users/4976174/mkd'}",True,107,,,1,-3,1593184701,1593138815,1593144956.0,62587147,https://stackoverflow.com/questions/62587147/storing-long-long-in-a-char-array-without-truncating,,Storing long long in a char array without truncating,CC BY-SA 4.0,
520,"['c', 'file', 'module', 'kernel']","{'account_id': 12585309, 'reputation': 69, 'user_id': 9343512, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c559622f64dc7d9b74732cefdaa47f1a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/9343512/tom'}",False,65,,,0,0,1593182689,1593182015,1593182689.0,62597051,https://stackoverflow.com/questions/62597051/writing-to-a-file-from-a-kernel-module,,Writing to a file from a kernel module,CC BY-SA 4.0,
521,"['c', 'audio', 'alsa', 'libalsa']","{'account_id': 18479897, 'reputation': 150, 'user_id': 13462352, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/45de5c64011f834d9953a93cf5aa0d69?s=256&d=identicon&r=PG&f=1', 'display_name': 'stare', 'link': 'https://stackoverflow.com/users/13462352/stare'}",True,942,,62589944.0,1,1,1593182259,1593140133,1593182259.0,62587326,https://stackoverflow.com/questions/62587326/snd-pcm-hw-params-set-buffer-size-error-invalid-argument,,snd_pcm_hw_params_set_buffer_size() error: &quot;Invalid argument&quot;,CC BY-SA 4.0,
522,"['c', 'multidimensional-array']","{'account_id': 10387348, 'reputation': 139, 'user_id': 12027408, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10207549188519608/picture?type=large', 'display_name': 'Rahel Miz', 'link': 'https://stackoverflow.com/users/12027408/rahel-miz'}",True,63,,,2,0,1593181673,1593107758,1593181673.0,62581479,https://stackoverflow.com/questions/62581479/how-to-check-if-a-2d-array-of-strings-contains-more-than-1-word,,how to check if a 2d array of strings contains more than 1 word?,CC BY-SA 4.0,
523,"['c++', 'c', 'makefile', 'external', 'petalinux']","{'account_id': 5456413, 'reputation': 162, 'user_id': 13775706, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-a2plckPYtb4/AAAAAAAAAAI/AAAAAAAAAtg/jJTNkt6gFUA/photo.jpg?sz=256', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/13775706/michael'}",False,828,,,0,2,1593181658,1593113314,1593181658.0,62582942,https://stackoverflow.com/questions/62582942/petalinux-recipe-app-for-mixed-c-and-c-application,,Petalinux Recipe-app for mixed C and C++ application,CC BY-SA 4.0,
524,"['c', 'multithreading']","{'account_id': 17272796, 'reputation': 13, 'user_id': 12508137, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-MU6jHaiBsm8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reMDiRIdPGp4yTAXAW4o_p8SkwWOQ/photo.jpg?sz=256', 'display_name': 'Shilo Sogauker', 'link': 'https://stackoverflow.com/users/12508137/shilo-sogauker'}",True,63,,62585102.0,1,0,1593181653,1593119761,1593181653.0,62584459,https://stackoverflow.com/questions/62584459/how-to-close-thread-by-using-the-library-windows-h-in-c,,How to close Thread by using the library windows.h (in c),CC BY-SA 4.0,
525,"['c', 'arrays', 'dynamic-memory-allocation']","{'account_id': 18937631, 'reputation': 17, 'user_id': 13818365, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgBhNn6HU3HbaiFTg5MKX50BRC_LwlUBHklBUkRxw=k-s256', 'display_name': 'Mert D', 'link': 'https://stackoverflow.com/users/13818365/mert-d'}",True,131,,,2,0,1593181498,1593169490,,62593406,https://stackoverflow.com/questions/62593406/dynamic-memory-allocation-in-c-return-value-3221225477-segmentation-fault-1,,Dynamic Memory Allocation in C ( return value 3221225477 &amp; Segmentation fault: 11 ),CC BY-SA 4.0,
