,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,community_owned_date,migrated_from
339,"['c', 'ternary-operator', 'operator-precedence', 'assignment-operator', 'conditional-operator']","{'account_id': 13739417, 'reputation': 9, 'user_id': 9914941, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ey6OPKImOHs/AAAAAAAAAAI/AAAAAAAAAAA/go1bgl3S9Iw/photo.jpg?sz=256', 'display_name': 'dts', 'link': 'https://stackoverflow.com/users/9914941/dts'}",True,77,2,0,1566995735,1566994757,1566995735.0,57692277,,https://stackoverflow.com/questions/57692277/behavior-of-conditional-statement-in-the-body-of-switch-case-c-language,Behavior of conditional statement in the body of switch case (C language),,1567094417.0,Not suitable for this site,,,
340,"['c', 'rest', 'tcp', 'arduino', 'esp8266']","{'account_id': 16475528, 'reputation': 47, 'user_id': 11903616, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e7207b845699b546ab271bab5e2b0ff8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Raphael', 'link': 'https://stackoverflow.com/users/11903616/raphael'}",False,186,1,1,1566995218,1566988795,,57690525,CC BY-SA 4.0,https://stackoverflow.com/questions/57690525/arduino-gets-response-from-server-problem,Arduino gets response from server problem,,,,,,
341,"['c', 'linux', 'cmake', 'zeromq']","{'account_id': 3709957, 'reputation': 968, 'user_id': 3087555, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/fe453dd9d1b38e7fcc19dc5f71e3cc4a?s=256&d=identicon&r=PG&f=1', 'display_name': 'ZeppRock', 'link': 'https://stackoverflow.com/users/3087555/zepprock'}",False,331,1,1,1566994541,1566993824,,57691994,,https://stackoverflow.com/questions/57691994/how-do-i-link-my-library-with-czmq-using-cmake,How do I link my library with czmq using CMake,,1567008417.0,Duplicate,,,
342,"['c++', 'c', 'cmake', 'compilation']","{'account_id': 2210105, 'reputation': 989, 'user_id': 6655884, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/15149dee2071f3de22a8ae40db9b43e1?s=256&d=identicon&r=PG&f=1', 'display_name': 'PPP', 'link': 'https://stackoverflow.com/users/6655884/ppp'}",False,1022,0,1,1566993712,1566993224,1566993712.0,57691811,CC BY-SA 4.0,https://stackoverflow.com/questions/57691811/cross-compiling-with-clang-on-cmake-linker-does-not-support-armelf-linux-eabi,"Cross compiling with clang on cmake, linker does not support armelf_linux_eabi",,,,,,
343,"['c', 'shared-libraries', 'position-independent-code']","{'account_id': 16587612, 'reputation': 11, 'user_id': 11986555, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f914dcfd6f24c440c116773e081b514a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Josh', 'link': 'https://stackoverflow.com/users/11986555/josh'}",True,70,1,1,1566993204,1566954531,,57683867,CC BY-SA 4.0,https://stackoverflow.com/questions/57683867/are-pie-files-given-virtual-memory-address-during-linking,Are PIE files given virtual memory address during linking?,,,,,,
344,"['c', 'pthreads', 'posix']","{'account_id': 8178440, 'reputation': 1815, 'user_id': 6156470, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/acc632c41c1f25791da16ca3093e80f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'John Z. Li', 'link': 'https://stackoverflow.com/users/6156470/john-z-li'}",True,149,2,1,1566992970,1566956328,,57684031,CC BY-SA 4.0,https://stackoverflow.com/questions/57684031/is-it-possible-that-pthread-cancel-terminates-another-unintended-thread,Is it possible that pthread_cancel() terminates another unintended thread?,57685425.0,,,,,
345,"['c', 'service', 'fork', 'popen']","{'account_id': 4851104, 'reputation': 1, 'user_id': 3913365, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'edvsk', 'link': 'https://stackoverflow.com/users/3913365/edvsk'}",False,60,0,0,1566992926,1566905746,1566992926.0,57673828,CC BY-SA 4.0,https://stackoverflow.com/questions/57673828/executable-using-popen-pclose-runs-well-as-executable-but-fails-as-service,Executable using popen / pclose runs well as executable but fails as service,,,,,,
346,"['c', 'visual-studio-code']","{'account_id': 9810085, 'reputation': 9, 'user_id': 7268562, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/70953e3b04e3d3db253629b024e6922a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chaitanya', 'link': 'https://stackoverflow.com/users/7268562/chaitanya'}",True,140,1,0,1566992858,1566985963,1566986333.0,57689617,CC BY-SA 4.0,https://stackoverflow.com/questions/57689617/error-while-compiling-c-program-in-visual-studio-code,Error while compiling C program in Visual Studio Code,,,,,,
347,['c'],"{'user_type': 'does_not_exist', 'display_name': 'user11954200'}",True,129,4,0,1566992855,1566959461,,57684322,CC BY-SA 4.0,https://stackoverflow.com/questions/57684322/terminating-character-arrays,Terminating character arrays,57684469.0,,,,,
348,"['c', 'hex']","{'account_id': 8787311, 'reputation': 28, 'user_id': 6568711, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-_KTFW10mcQs/AAAAAAAAAAI/AAAAAAAAAE0/q6IKQa_IV20/photo.jpg?sz=256', 'display_name': 'steinacoz', 'link': 'https://stackoverflow.com/users/6568711/steinacoz'}",True,461,1,0,1566991951,1566991011,,57691147,,https://stackoverflow.com/questions/57691147/how-can-i-convert-hexadecimal-bytes-0x00-0x03-0x9e-0x40-to-int-for-calculat,"How can I convert hexadecimal bytes {0x00, 0x03, 0x9e, 0x40} to int for calculation in c?",57691429.0,1566991312.0,Duplicate,,,
349,"['c', 'include']","{'account_id': 6660265, 'reputation': 55, 'user_id': 5139592, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/511828cf8431233747dbe614d80c8df3?s=256&d=identicon&r=PG&f=1', 'display_name': 'adif', 'link': 'https://stackoverflow.com/users/5139592/adif'}",True,66,1,0,1566987129,1566986863,1566986961.0,57689925,,https://stackoverflow.com/questions/57689925/error-linker-command-failed-with-exit-code-1,error: linker command failed with exit code 1,57690000.0,1566990248.0,Not suitable for this site,,,
350,"['python', 'c', 'ctypes']","{'account_id': 5836949, 'reputation': 1, 'user_id': 4599673, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-ntQE1HTnaLE/AAAAAAAAAAI/AAAAAAAAAC0/CWfshOE1ND4/photo.jpg?sz=256', 'display_name': '张青林', 'link': 'https://stackoverflow.com/users/4599673/%e5%bc%a0%e9%9d%92%e6%9e%97'}",False,87,0,0,1566986699,1566986699,,57689875,CC BY-SA 4.0,https://stackoverflow.com/questions/57689875/why-i-get-wrong-addres-from-c-function-using-ctypes-in-python,Why I get wrong addres from C function using ctypes in Python,,,,,,
351,"['c++', 'c', 'tcl']","{'account_id': 13249423, 'reputation': 57, 'user_id': 9567390, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9fa37ec5967b70625137847bb535d566?s=256&d=identicon&r=PG&f=1', 'display_name': 'mehak', 'link': 'https://stackoverflow.com/users/9567390/mehak'}",True,108,1,0,1566985451,1566984531,1566984642.0,57689172,,https://stackoverflow.com/questions/57689172/when-redirecting-output-of-a-command-in-tcl-to-file-file-is-getting-generated-i,"When Redirecting output of a command in Tcl to file, file is getting generated in DOS format",57689441.0,1567001059.0,Needs details or clarity,,,
352,"['c', 'scanf', 'strlen']","{'account_id': 16589718, 'reputation': 1, 'user_id': 11988187, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db05aaaebe954b2b4ecadafe61b3817d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Metalhed666', 'link': 'https://stackoverflow.com/users/11988187/metalhed666'}",True,121,1,-1,1566984462,1566983579,,57688887,CC BY-SA 4.0,https://stackoverflow.com/questions/57688887/cannot-figure-out-why-strlen-is-corrupting-character-array-in-c,Cannot figure out why strlen is corrupting character array in C,57688961.0,,,,,
353,"['c', 'performance', 'x86-64', 'intel', 'avx512']","{'account_id': 2376121, 'reputation': 604, 'user_id': 2079418, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c5f71ffcff2882c688d067a128c31c0?s=256&d=identicon&r=PG', 'display_name': 'avatli', 'link': 'https://stackoverflow.com/users/2079418/avatli'}",True,537,1,5,1566984456,1566895211,1566984456.0,57670764,CC BY-SA 4.0,https://stackoverflow.com/questions/57670764/different-inter-core-latency-measured-on-two-identical-skylake-xeon-gold-6154-sy,Different inter-core latency measured on two identical Skylake Xeon Gold 6154 systems,57671472.0,,,,,
354,"['c', 'gcc', 'x86', 'inline-assembly']","{'account_id': 16243205, 'reputation': 75, 'user_id': 11729009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1aeaab067fd7d266f8e47764ee6e2ad9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jason', 'link': 'https://stackoverflow.com/users/11729009/jason'}",True,868,1,-1,1566984332,1566979495,1566983441.0,57687660,CC BY-SA 4.0,https://stackoverflow.com/questions/57687660/gcc-doesnt-push-registers-around-my-inline-asm-function-call-even-though-i-have,GCC doesn&#39;t push registers around my inline asm function call even though I have clobbers,57688498.0,,,,,
355,"['c', 'gcc', 'openssl', 'mingw32', 'rc4-cipher']","{'account_id': 16194523, 'reputation': 25, 'user_id': 11692476, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-IMv-2QEFIyE/AAAAAAAAAAI/AAAAAAAAAM0/QR_j_oExMOQ/photo.jpg?sz=256', 'display_name': 'Silky ', 'link': 'https://stackoverflow.com/users/11692476/silky'}",True,4222,1,-1,1566982489,1566910234,1566956116.0,57675115,CC BY-SA 4.0,https://stackoverflow.com/questions/57675115/fatal-error-openssl-opensslconf-h-no-such-file-or-directory,fatal error: openssl/opensslconf.h: No such file or directory,57688539.0,,,,,
356,['c'],"{'account_id': 16422329, 'reputation': 47, 'user_id': 11863248, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2309857845933043/picture?type=large', 'display_name': 'Patrik Patan Pastyyr', 'link': 'https://stackoverflow.com/users/11863248/patrik-patan-pastyyr'}",True,103,3,0,1566982204,1566919603,1566919827.0,57677976,CC BY-SA 4.0,https://stackoverflow.com/questions/57677976/my-pointer-in-an-array-doesnt-work-as-it-supposed-to,My pointer in an array doesn&#39;t work as it supposed to,,,,,,
357,"['c', 'function', 'elf']","{'account_id': 16583086, 'reputation': 13, 'user_id': 11983218, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fa9279f169eb2b89862fa3bf092ca789?s=256&d=identicon&r=PG&f=1', 'display_name': 'Narza', 'link': 'https://stackoverflow.com/users/11983218/narza'}",True,124,1,1,1566982173,1566980853,,57688048,CC BY-SA 4.0,https://stackoverflow.com/questions/57688048/undefined-reference-to-function-while-trying-to-build-a-program-with-header-th,&#39;undefined reference to function&#39; while trying to build a program with header that redefines function names,57688439.0,,,,,
358,"['c++', 'c', 'gstreamer']","{'account_id': 8285123, 'reputation': 1082, 'user_id': 6228450, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/b68f4daab93c6c862f563845f8bca540?s=256&d=identicon&r=PG&f=1', 'display_name': 'Curunir', 'link': 'https://stackoverflow.com/users/6228450/curunir'}",False,118,0,1,1566981768,1566981768,,57688317,CC BY-SA 4.0,https://stackoverflow.com/questions/57688317/c-gstreamer-empty-pipeline,C GStreamer empty pipeline,,,,,,
359,"['c', 'atomic', 'c11']","{'account_id': 219482, 'reputation': 16805, 'user_id': 476410, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/a2eca89d3f5a16ae846f501d0596116c?s=256&d=identicon&r=PG', 'display_name': 'tarabyte', 'link': 'https://stackoverflow.com/users/476410/tarabyte'}",True,786,1,1,1566980452,1566934328,1566980452.0,57681154,CC BY-SA 4.0,https://stackoverflow.com/questions/57681154/atomic-structure-in-c,Atomic structure in C?,57687787.0,,,,,
360,"['c', 'arrays', 'string', 'sizeof']","{'account_id': 10792736, 'reputation': 65, 'user_id': 7939629, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6576ba1adee3e5ea13b7ac2f19947ce0?s=256&d=identicon&r=PG&f=1', 'display_name': 'SRIKANTH', 'link': 'https://stackoverflow.com/users/7939629/srikanth'}",True,104,2,0,1566979006,1566918225,1566975933.0,57677572,CC BY-SA 4.0,https://stackoverflow.com/questions/57677572/sizeof-strlen-with-implict-null-character,sizeof() &amp; strlen() with implict null character,,,,,,
361,"['c', 'can-bus']","{'account_id': 13885589, 'reputation': 556, 'user_id': 10024802, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/470ad9d816276f1dff22193ac0642b93?s=256&d=identicon&r=PG&f=1', 'display_name': 'CKocar', 'link': 'https://stackoverflow.com/users/10024802/ckocar'}",True,2477,1,1,1566978370,1566975699,1566976422.0,57686650,CC BY-SA 4.0,https://stackoverflow.com/questions/57686650/can-bus-filter-and-mask-logic,Can-bus Filter and Mask Logic,57687269.0,,,,,
362,"['c', 'arrays']","{'account_id': 16581704, 'reputation': 41, 'user_id': 11982132, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9269ac2c1dc8e3e5a2e0a4d6c3c1369a?s=256&d=identicon&r=PG&f=1', 'display_name': 'AlexUnskilled', 'link': 'https://stackoverflow.com/users/11982132/alexunskilled'}",True,649,2,1,1566977507,1566974370,1566975053.0,57686357,,https://stackoverflow.com/questions/57686357/how-do-i-rotate-a-matrix-c,How do I rotate a matrix? C,57687106.0,1566978155.0,Needs more focus,,,
363,"['python', 'c', 'linux', 'ubuntu', '.so']","{'account_id': 8732560, 'reputation': 1, 'user_id': 6532119, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36daa532ba427a87eef078bd47c33774?s=256&d=identicon&r=PG&f=1', 'display_name': 'anjuli', 'link': 'https://stackoverflow.com/users/6532119/anjuli'}",True,3024,1,0,1566976770,1566970616,1566976770.0,57685663,CC BY-SA 4.0,https://stackoverflow.com/questions/57685663/how-to-load-so-libraryes-in-my-python-app-that-is-running-on-ubuntu,How to load .so libraryes in my Python app that is running on Ubuntu,,,,,,
364,"['c', 'arrays', 'struct', 'pack']","{'account_id': 8471710, 'reputation': 239, 'user_id': 9566854, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f33b0d6853219449e63d61fd8f85e0ce?s=256&d=identicon&r=PG&f=1', 'display_name': 'AnonProgrammer', 'link': 'https://stackoverflow.com/users/9566854/anonprogrammer'}",False,732,0,0,1566973620,1566829563,1566973620.0,57659851,CC BY-SA 4.0,https://stackoverflow.com/questions/57659851/how-to-pack-struct-with-a-byte-array,How to pack struct with a byte array,,,,,,
365,"['c', 'algorithm', 'performance', 'boyer-moore']","{'user_type': 'does_not_exist', 'display_name': 'user11954200'}",True,220,1,0,1566969832,1566936978,1566969832.0,57681697,CC BY-SA 4.0,https://stackoverflow.com/questions/57681697/searching-a-substring-in-c,Searching a substring in C,57682236.0,,,,,
366,['c'],"{'account_id': 15429352, 'reputation': 1, 'user_id': 11131215, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-26biUX7yxyc/AAAAAAAAAAI/AAAAAAAAAB0/6Skd7jsNjg4/photo.jpg?sz=256', 'display_name': 'Alja Yadi', 'link': 'https://stackoverflow.com/users/11131215/alja-yadi'}",True,52,1,-5,1566959529,1566958729,,57684259,,https://stackoverflow.com/questions/57684259/why-using-operator-or-logical-operator-in-if-else-why-not-using-and-logcial,"Why using operator OR (logical operator) in if-else, why not using AND (logcial operator) in if-else",,1566971883.0,Needs details or clarity,,,
367,"['c', 'compilation', 'static-libraries']","{'account_id': 6142396, 'reputation': 1186, 'user_id': 4789408, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/cff1770f7ddafa271e11c30a1c0cbf17?s=256&d=identicon&r=PG&f=1', 'display_name': 'user4789408', 'link': 'https://stackoverflow.com/users/4789408/user4789408'}",True,58,1,0,1566958078,1566956422,1566957424.0,57684039,CC BY-SA 4.0,https://stackoverflow.com/questions/57684039/c-how-to-use-library-with-multiple-header-tree,C how to use library with multiple header tree,57684203.0,,,,,
368,"['c', 'regex']","{'account_id': 9888104, 'reputation': 11, 'user_id': 7322017, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/977cfa2b1753256bc3423569eee132ec?s=256&d=identicon&r=PG&f=1', 'display_name': 'dodo', 'link': 'https://stackoverflow.com/users/7322017/dodo'}",True,50,1,-1,1566956611,1566955970,,57683990,,https://stackoverflow.com/questions/57683990/detect-string-at-the-end-of-pattern,detect string at the end of pattern,57684063.0,1566975855.0,Duplicate,,,
369,"['c', 'bit']","{'account_id': 13488738, 'reputation': 53, 'user_id': 11922589, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-3_r7hyREheE/AAAAAAAAAAI/AAAAAAAAABc/lF7iHqMOgOw/photo.jpg?sz=256', 'display_name': 'Micheal Double', 'link': 'https://stackoverflow.com/users/11922589/micheal-double'}",True,442,3,1,1566954872,1566952857,1566953241.0,57683704,,https://stackoverflow.com/questions/57683704/best-way-to-move-8-bits-into-8-individual-bytes,Best way to move 8 bits into 8 individual bytes,,1566986929.0,Duplicate,,,
370,"['c++', 'c', 'optimization']","{'account_id': 16483317, 'reputation': 144, 'user_id': 11909458, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IZIaz.png?s=256&g=1', 'display_name': 'EarthenSky', 'link': 'https://stackoverflow.com/users/11909458/earthensky'}",True,325,3,10,1566953679,1566889120,1566889426.0,57669201,CC BY-SA 4.0,https://stackoverflow.com/questions/57669201/will-an-operation-done-several-times-in-sequence-be-simplified-by-compiler,Will an operation done several times in sequence be simplified by compiler?,57669521.0,,,,,
371,"['c', 'struct', 'compiler-errors', 'include']","{'account_id': 6142396, 'reputation': 1186, 'user_id': 4789408, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/cff1770f7ddafa271e11c30a1c0cbf17?s=256&d=identicon&r=PG&f=1', 'display_name': 'user4789408', 'link': 'https://stackoverflow.com/users/4789408/user4789408'}",True,1017,1,0,1566950742,1566939649,1566950742.0,57682210,CC BY-SA 4.0,https://stackoverflow.com/questions/57682210/c-struct-type-not-found-including-library-error-unknown-type-name,"C struct type not found including library, error &quot;unknown type name&quot;",57682244.0,,,,,
372,"['c', 'cs50']","{'account_id': 16522150, 'reputation': 35, 'user_id': 11938021, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-YeX6pIv0JJ4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rd26EJVRD7h1ReCai9w0WPRbf153g/photo.jpg?sz=256', 'display_name': 'Criticalll', 'link': 'https://stackoverflow.com/users/11938021/criticalll'}",True,294,2,0,1566945474,1566802846,,57653142,CC BY-SA 4.0,https://stackoverflow.com/questions/57653142/im-stuck-on-vertical-resizing-on-pset-4-cs50,I&#39;m stuck on vertical resizing on pset 4 - CS50,57680868.0,,,,,
373,"['c', 'file', 'parsing']","{'account_id': 13596089, 'reputation': 2476, 'user_id': 9808098, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d9c44d685cabf03d0555543896b4ba1?s=256&d=identicon&r=PG&f=1', 'display_name': 'vesii', 'link': 'https://stackoverflow.com/users/9808098/vesii'}",True,505,2,3,1566944384,1566939018,,57682090,CC BY-SA 4.0,https://stackoverflow.com/questions/57682090/spliting-each-line-by-spaces-in-c,Spliting each line by spaces in C,,,,,,
374,"['c', 'linux', 'redis', 'hiredis']","{'account_id': 13235661, 'reputation': 1115, 'user_id': 9557887, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Alfred Balle', 'link': 'https://stackoverflow.com/users/9557887/alfred-balle'}",True,686,1,0,1566937877,1566838876,1566904488.0,57662058,CC BY-SA 4.0,https://stackoverflow.com/questions/57662058/hiredis-fails-with-tls,hiredis fails with TLS,57681858.0,,,,,
375,"['c', 'segmentation-fault', 'switch-statement', 'text-segmentation']","{'account_id': 16586527, 'reputation': 9, 'user_id': 11985795, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8ca95ab41defe0188afacf602b5c519?s=256&d=identicon&r=PG&f=1', 'display_name': 'jackheckerhatesc', 'link': 'https://stackoverflow.com/users/11985795/jackheckerhatesc'}",True,344,1,-1,1566935780,1566935074,1566935328.0,57681305,CC BY-SA 4.0,https://stackoverflow.com/questions/57681305/how-to-fix-this-segmentation-fault-11-for-this-switch-function,How to fix this &quot;segmentation fault 11&quot; for this switch function?,,,,,,
376,"['c', 'linux', 'filesystems', 'linux-disk-free']","{'account_id': 15643653, 'reputation': 295, 'user_id': 11286381, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2bd2ffc4653496e286780db3b32ce3f5?s=256&d=identicon&r=PG&f=1', 'display_name': 'bicup', 'link': 'https://stackoverflow.com/users/11286381/bicup'}",True,386,1,2,1566934503,1566931803,1566934503.0,57680644,CC BY-SA 4.0,https://stackoverflow.com/questions/57680644/available-blocks-with-df,Available blocks with `df`,,,,,,
377,"['c', 'function', 'function-pointers']","{'account_id': 12530989, 'reputation': 3, 'user_id': 9119271, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/513d5692c9840ed3a60b55c969393d3b?s=256&d=identicon&r=PG&f=1', 'display_name': 'CTryinghard', 'link': 'https://stackoverflow.com/users/9119271/ctryinghard'}",True,103,3,-1,1566933174,1566925420,1566927040.0,57679311,CC BY-SA 4.0,https://stackoverflow.com/questions/57679311/why-function-pointer-isnt-seen-as-point-to-function,Why function pointer isn&#39;t seen as point to function?,57679979.0,,,,,
378,['c'],"{'account_id': 16350032, 'reputation': 1, 'user_id': 11808824, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/696642310800400/picture?type=large', 'display_name': 'Mayank Mendiruttam', 'link': 'https://stackoverflow.com/users/11808824/mayank-mendiruttam'}",True,41,1,0,1566931130,1566928429,,57679937,,https://stackoverflow.com/questions/57679937/union-behaving-differently-on-using-different-format-specifier,Union behaving differently on using different format specifier,,1567075628.0,Not suitable for this site,,,
379,"['c', 'scanf', 'newline', 'fgets', 'c-strings']","{'account_id': 15121394, 'reputation': 115, 'user_id': 10912105, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ariwmaXAKfY/AAAAAAAAAAI/AAAAAAAAGAU/Tnmw-ZGCKD0/photo.jpg?sz=256', 'display_name': 'Swarnim Khosla', 'link': 'https://stackoverflow.com/users/10912105/swarnim-khosla'}",True,67,2,2,1566929375,1566924703,1566927318.0,57679180,CC BY-SA 4.0,https://stackoverflow.com/questions/57679180/fgets-not-accepting-last-value,fgets not accepting last value?,57679320.0,,,,,
380,"['c', 'recursion', 'tree', 'binary-tree']","{'account_id': 15533262, 'reputation': 111, 'user_id': 11206094, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5dc40b1bc4a362da0f37f14b6ecea403?s=256&d=identicon&r=PG&f=1', 'display_name': 'programmer12', 'link': 'https://stackoverflow.com/users/11206094/programmer12'}",False,345,2,0,1566928468,1566885587,,57668448,CC BY-SA 4.0,https://stackoverflow.com/questions/57668448/need-to-decrement-a-counter-in-a-recursive-tree-function-but-only-when-i-am-mov,"Need to decrement a counter in a recursive tree function, but only when I am moving &quot;upwards&quot; in the tree",,,,,,
381,"['c', 'xcode', 'process', 'fork', 'wait']","{'account_id': 15022840, 'reputation': 19, 'user_id': 10843760, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/27a4eb8465fa6d408a8d87042da9479d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Osmion', 'link': 'https://stackoverflow.com/users/10843760/osmion'}",False,451,1,0,1566927023,1566897205,1566902768.0,57671327,CC BY-SA 4.0,https://stackoverflow.com/questions/57671327/why-does-wait-function-always-return-1,Why does &#39;wait&#39; function always return -1?,,,,,,
382,"['c', 'linux', 'ipc', 'semaphore']","{'account_id': 15073613, 'reputation': 33, 'user_id': 10878337, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-4Ahnl3PMPTI/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZcsydqwMO_l5ArewV5eKXL7fI-7A/mo/photo.jpg?sz=256', 'display_name': 'roberto gjokaj', 'link': 'https://stackoverflow.com/users/10878337/roberto-gjokaj'}",True,323,1,2,1566926735,1566924120,1566924704.0,57679064,CC BY-SA 4.0,https://stackoverflow.com/questions/57679064/how-many-semaphores-can-a-system-store,How many Semaphores can a system store?,57679580.0,,,,,
383,"['c', 'operating-system', 'exec']","{'account_id': 5003746, 'reputation': 136, 'user_id': 4036405, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f09172a38eba3035207878fef8c221e9?s=256&d=identicon&r=PG&f=1', 'display_name': 'renga_in_stack', 'link': 'https://stackoverflow.com/users/4036405/renga-in-stack'}",True,447,1,1,1566924904,1566912968,,57675898,CC BY-SA 4.0,https://stackoverflow.com/questions/57675898/how-to-print-the-line-after-execlp-system-call,How to print the line after execlp system call,57679210.0,,,,,
384,"['c', 'fflush']","{'account_id': 9888026, 'reputation': 2155, 'user_id': 7321961, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/b8c1a12e677622cb5818e155f6190c4c?s=256&d=identicon&r=PG&f=1', 'display_name': 'jwkoo', 'link': 'https://stackoverflow.com/users/7321961/jwkoo'}",False,2702,0,1,1566922178,1566919681,,57677993,,https://stackoverflow.com/questions/57677993/no-need-of-fflushstdout-with-printf-in-c,No need of fflush(stdout) with printf in C?,,1566922162.0,Duplicate,,,
385,"['c', 'ubuntu', 'include']","{'account_id': 1508938, 'reputation': 1777, 'user_id': 1411541, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/80e99224582d28db75919c083ab9fc12?s=256&d=identicon&r=PG', 'display_name': 'CodeMonkey', 'link': 'https://stackoverflow.com/users/1411541/codemonkey'}",True,414,1,-1,1566920914,1566846105,1566918370.0,57663494,CC BY-SA 4.0,https://stackoverflow.com/questions/57663494/build-cant-find-stdio-h-but-i-can,Build Can&#39;t Find Stdio.h But I Can...?,57677995.0,,,,,
386,"['c', 'gcc']","{'account_id': 48517, 'reputation': 387, 'user_id': 144185, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/423a1a4f867f2773f553579fa721552c?s=256&d=identicon&r=PG', 'display_name': 'Twirrim', 'link': 'https://stackoverflow.com/users/144185/twirrim'}",True,83,1,-3,1566920199,1566918122,1566918311.0,57677544,CC BY-SA 4.0,https://stackoverflow.com/questions/57677544/not-sure-why-optimizer-is-optimizing-my-method-incorrectly,Not sure why optimizer is optimizing my method incorrectly,,,,,,
387,"['c', 'arguments', 'command-line-arguments']","{'account_id': 16579070, 'reputation': 49, 'user_id': 11980136, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDg2-o3Szcx9hOOQtHU9Ke6umu3MmWMHt1bVyLEJg=k-s256', 'display_name': 'deezy', 'link': 'https://stackoverflow.com/users/11980136/deezy'}",True,229,2,-2,1566917358,1566906652,1566917292.0,57674081,,https://stackoverflow.com/questions/57674081/declaring-a-n-argument-to-accept-an-integer-in-the-command-line-c,Declaring a -n argument to accept an integer in the command line - C,57674132.0,1566913542.0,Not suitable for this site,,,
