,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,accepted_answer_id,migrated_from
401,"['c', 'malloc', 'command-line-arguments']","{'user_type': 'does_not_exist', 'display_name': 'user11239824'}",True,115,1,1,1569642607,1569617139,1569642607.0,58141152,CC BY-SA 4.0,https://stackoverflow.com/questions/58141152/storing-tokens-in-array,Storing tokens in array,,,58141542.0,
402,['c'],"{'account_id': 14410877, 'reputation': 1, 'user_id': 10409719, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-rlm18Ex2Cpg/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DX2EcsEHEjOmg3sCOgnukd0FKzOsg/mo/photo.jpg?sz=256', 'display_name': 'Gyeongju_Andy', 'link': 'https://stackoverflow.com/users/10409719/gyeongju-andy'}",True,84,2,0,1569635788,1569620104,1569633338.0,58141571,CC BY-SA 4.0,https://stackoverflow.com/questions/58141571/digits-after-the-decimal-point-are-gone-after-sorting,Digits after the decimal point are gone after sorting,,,,
403,"['c', 'sockets', 'select', 'freertos', 'lwip']","{'account_id': 2119792, 'reputation': 3168, 'user_id': 1883304, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/xYoZ7.png?s=256&g=1', 'display_name': 'Micrified', 'link': 'https://stackoverflow.com/users/1883304/micrified'}",True,302,1,0,1569624802,1569623307,1569623665.0,58141911,CC BY-SA 4.0,https://stackoverflow.com/questions/58141911/freertos-select-with-tcp-sockets-unavailable,FreeRTOS Select with TCP sockets unavailable?,,,58142038.0,
404,"['c', 'graphics', 'bgi']","{'user_type': 'does_not_exist', 'display_name': 'user11620448'}",True,43,1,0,1569624171,1569513562,1569624171.0,58120660,CC BY-SA 4.0,https://stackoverflow.com/questions/58120660/why-do-my-lines-rotate-in-a-peculiar-fashion,Why do my lines rotate in a peculiar fashion?,,,,
405,"['c', 'arrays', 'file', 'csv', 'struct']","{'account_id': 16657850, 'reputation': 9, 'user_id': 12038689, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-dcFKxsNHKa8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reUoafKDKdQhjdJOUtsHd4si9aMng/photo.jpg?sz=256', 'display_name': 'Aali Eddie', 'link': 'https://stackoverflow.com/users/12038689/aali-eddie'}",False,78,0,0,1569622996,1569616426,1569622996.0,58141046,CC BY-SA 4.0,https://stackoverflow.com/questions/58141046/removing-garbage-output-from-empty-lines-while-reading-a-csv-file-to-an-array-of,Removing garbage output from empty lines while reading a csv file to an array of structs in C,,,,
406,"['c', 'windows', 'winapi']","{'account_id': 16783081, 'reputation': 1, 'user_id': 12132780, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab7968e898349e363ee2afabc3e28535?s=256&d=identicon&r=PG&f=1', 'display_name': 'DAN_THE_MAN', 'link': 'https://stackoverflow.com/users/12132780/dan-the-man'}",True,496,1,-2,1569622067,1569621092,1569621469.0,58141684,CC BY-SA 4.0,https://stackoverflow.com/questions/58141684/why-this-code-can-not-changelower-the-integrity-level-of-the-file,Why this code can not change(lower) the integrity level of the file?,,,58141780.0,
407,"['c', 'multithreading', 'winapi']","{'account_id': 4397729, 'reputation': 1271, 'user_id': 3584262, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/136ced4c4b2bb8f35d2f7701a6d5fbe7?s=256&d=identicon&r=PG&f=1', 'display_name': 'hacksoi', 'link': 'https://stackoverflow.com/users/3584262/hacksoi'}",True,92,1,1,1569620285,1569618965,,58141416,CC BY-SA 4.0,https://stackoverflow.com/questions/58141416/can-a-non-blocking-win32-system-call-like-releasemutex-cause-a-thread-to-block,Can a non-blocking Win32 system call (like ReleaseMutex) cause a thread to block and allow a lower priority thread to run?,,,58141593.0,
408,['c'],"{'account_id': 16775467, 'reputation': 1, 'user_id': 12126917, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c9855b2bc108036ec6cae5c68dac93d?s=256&d=identicon&r=PG&f=1', 'display_name': 'mrarray', 'link': 'https://stackoverflow.com/users/12126917/mrarray'}",False,99,1,0,1569620172,1569527223,1569543109.0,58123777,CC BY-SA 4.0,https://stackoverflow.com/questions/58123777/read-values-into-an-array-fails,Read values into an array fails,,,,
409,"['c', 'unix', 'recursion', 'tree', 'find']","{'account_id': 10813836, 'reputation': 1, 'user_id': 7953573, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff106111fcdfc33330776ddccb8e6e1c?s=256&d=identicon&r=PG&f=1', 'display_name': 'S.Ryan', 'link': 'https://stackoverflow.com/users/7953573/s-ryan'}",True,1030,1,-1,1569617910,1569611655,1569611899.0,58140286,CC BY-SA 4.0,https://stackoverflow.com/questions/58140286/how-to-implement-the-find-function-in-unix-using-recursive-function-with-c,How to implement the find() function in Unix using recursive function (with C),,,,
410,"['c', 'pointers']","{'account_id': 3482113, 'reputation': 481, 'user_id': 2913869, 'user_type': 'registered', 'accept_rate': 15, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user2913869', 'link': 'https://stackoverflow.com/users/2913869/user2913869'}",False,27,0,0,1569617691,1569617691,,58141230,,https://stackoverflow.com/questions/58141230/c-pointer-assigned-to-automatic-variable,C pointer assigned to automatic variable,1569618342.0,Duplicate,,
411,"['c', 'error-handling', 'segmentation-fault']","{'account_id': 12727907, 'reputation': 127, 'user_id': 9245729, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8e64d86fb3fead9471008ee8dc742877?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniel Ilie', 'link': 'https://stackoverflow.com/users/9245729/daniel-ilie'}",True,651,1,2,1569616526,1569608507,,58139706,CC BY-SA 4.0,https://stackoverflow.com/questions/58139706/segmentation-fault-core-dumped-not-sure-why,Segmentation Fault (core dumped).. Not sure why?,,,58140643.0,
412,"['c++', 'c', 'unicode', 'winhttp']","{'account_id': 16419446, 'reputation': 41, 'user_id': 11861128, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-yaQU7zxuaU4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf-G-5hE-gZybKtSbmeVxLP9xyKjw/photo.jpg?sz=256', 'display_name': 'Steven', 'link': 'https://stackoverflow.com/users/11861128/steven'}",False,254,0,3,1569612828,1569608607,1569612828.0,58139724,CC BY-SA 4.0,https://stackoverflow.com/questions/58139724/is-there-a-way-to-send-a-post-through-winhttpsendrequest-with-the-unicode-rep,Is there a way to send a POST through WinHttpSendRequest(); with the unicode representation of characters ie: \u0420?,,,,
413,['c'],"{'account_id': 13375419, 'reputation': 133, 'user_id': 9652409, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91dab385b299a884ddbb059df23d59fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'BigCat', 'link': 'https://stackoverflow.com/users/9652409/bigcat'}",False,59,0,1,1569610592,1569568632,1569569496.0,58129642,CC BY-SA 4.0,https://stackoverflow.com/questions/58129642/why-is-there-no-space-between-define-and-the-maro-name,Why is there no space between #define and the maro name?,,,,
414,"['c', 'gcc', 'x86', 'nasm', 'inline-assembly']","{'account_id': 16775190, 'reputation': 39, 'user_id': 12126711, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/16ef291dfc8d63238b1a1cbc2cf59e10?s=256&d=identicon&r=PG&f=1', 'display_name': 'Erukaron', 'link': 'https://stackoverflow.com/users/12126711/erukaron'}",True,153,1,1,1569610494,1569522375,1569526505.0,58122726,CC BY-SA 4.0,https://stackoverflow.com/questions/58122726/c-function-not-callable,C function not callable,,,58140081.0,
415,"['c', 'linux', 'command-line', 'adb', 'popen']","{'account_id': 6910660, 'reputation': 47, 'user_id': 8848072, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-8zb1STnv5CU/AAAAAAAAAAI/AAAAAAAAC_c/dhN1wZSEohs/photo.jpg?sz=256', 'display_name': 'Harshit Kumar', 'link': 'https://stackoverflow.com/users/8848072/harshit-kumar'}",True,52,1,-1,1569609946,1569608928,1569609474.0,58139786,CC BY-SA 4.0,https://stackoverflow.com/questions/58139786/why-is-the-following-shell-command-working-when-executed-directly-in-command-lin,"Why is the following shell command working when executed directly in command line, but not working when executed through C program using popen/system?",,,58139988.0,
416,"['c', 'segmentation-fault', 'binary-tree']","{'account_id': 10567776, 'reputation': 488, 'user_id': 9608344, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Ninja47', 'link': 'https://stackoverflow.com/users/9608344/ninja47'}",True,43,2,1,1569608167,1569607831,1569608102.0,58139568,CC BY-SA 4.0,https://stackoverflow.com/questions/58139568/binary-tree-produce-segmentation-fault,Binary tree produce Segmentation Fault,,,58139645.0,
417,"['c', 'direct3d', 'direct3d11']","{'account_id': 9512622, 'reputation': 1, 'user_id': 7070100, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ALcFn.png?s=256&g=1', 'display_name': 'Prcuvu', 'link': 'https://stackoverflow.com/users/7070100/prcuvu'}",True,1393,2,0,1569606885,1569567983,1569568424.0,58129485,CC BY-SA 4.0,https://stackoverflow.com/questions/58129485/why-would-d3d11createdeviceandswapchain-fail-when-back-buffer-pixel-format-set-t,Why would D3D11CreateDeviceAndSwapChain fail when back buffer pixel format set to DXGI_FORMAT_B8G8R8X8_UNORM?,,,,
418,"['c', 'microcontroller']","{'account_id': 9286384, 'reputation': 201, 'user_id': 6921692, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/au8u0.jpg?s=256&g=1', 'display_name': 'riccs_0x', 'link': 'https://stackoverflow.com/users/6921692/riccs-0x'}",True,1505,1,0,1569606726,1569605688,1569606726.0,58139149,CC BY-SA 4.0,https://stackoverflow.com/questions/58139149/unable-to-compile-under-the-eclipse-code-composer-studio,Unable to compile under the eclipse/code composer studio,,,58139301.0,
419,"['c', 'hash', 'hashmap', 'hashtable']","{'account_id': 15743795, 'reputation': 131, 'user_id': 12119589, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-g7-HtWbBnCw/AAAAAAAAAAI/AAAAAAAAAmQ/iNHWcU5VGnM/photo.jpg?sz=256', 'display_name': 'DottorMaelstrom', 'link': 'https://stackoverflow.com/users/12119589/dottormaelstrom'}",False,59,0,1,1569605761,1569604705,1569605761.0,58138955,CC BY-SA 4.0,https://stackoverflow.com/questions/58138955/hash-function-sending-close-keys-in-the-same-place,Hash function sending close keys in the same place,,,,
420,"['c', 'microcontroller']","{'account_id': 9286384, 'reputation': 201, 'user_id': 6921692, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/au8u0.jpg?s=256&g=1', 'display_name': 'riccs_0x', 'link': 'https://stackoverflow.com/users/6921692/riccs-0x'}",True,247,1,0,1569604336,1569602568,1569604336.0,58138541,CC BY-SA 4.0,https://stackoverflow.com/questions/58138541/why-inc-hw-ints-h-can-not-be-opened,why inc/hw_ints.h can not be opened?,,,58138590.0,
421,"['python', 'c', 'ctypes']","{'account_id': 1631101, 'reputation': 137, 'user_id': 1505619, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fff728687d482f49e22514ff33a5a2aa?s=256&d=identicon&r=PG', 'display_name': 'sr71pav', 'link': 'https://stackoverflow.com/users/1505619/sr71pav'}",True,155,1,0,1569602525,1569599345,,58137791,CC BY-SA 4.0,https://stackoverflow.com/questions/58137791/how-to-return-char-to-ctypes-with-malloc,How to return char** to ctypes with malloc,,,58138326.0,
422,"['c', 'while-loop', 'stack', 'palindrome', 'getchar']","{'account_id': 15121394, 'reputation': 115, 'user_id': 10912105, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ariwmaXAKfY/AAAAAAAAAAI/AAAAAAAAGAU/Tnmw-ZGCKD0/photo.jpg?sz=256', 'display_name': 'Swarnim Khosla', 'link': 'https://stackoverflow.com/users/10912105/swarnim-khosla'}",True,161,1,1,1569601895,1569598361,1569599894.0,58137540,CC BY-SA 4.0,https://stackoverflow.com/questions/58137540/pushing-a-word-to-a-stack-and-checking-it-for-palindrome,Pushing a word to a stack and checking it for Palindrome,,,58137658.0,
423,"['c', 'ibm-mq']","{'account_id': 6588123, 'reputation': 19, 'user_id': 5090310, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/627406989842b6afd58ab871d45dc458?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vikas Agrawal', 'link': 'https://stackoverflow.com/users/5090310/vikas-agrawal'}",True,765,2,0,1569600227,1569426620,1569507130.0,58102246,CC BY-SA 4.0,https://stackoverflow.com/questions/58102246/how-to-send-mq-message-without-rfh-header-in-c,How to send MQ message without RFH header in C?,,,,
424,['c'],"{'user_type': 'does_not_exist', 'display_name': 'user12129618'}",True,411,3,1,1569599425,1569576215,1569577624.0,58131613,CC BY-SA 4.0,https://stackoverflow.com/questions/58131613/why-size-of-struct-is-differs-from-size-of-struct-pointer,why size of struct is differs from size of struct pointer,,,58137807.0,
425,"['c', 'sockets']","{'account_id': 13704731, 'reputation': 157, 'user_id': 9983541, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af356b561824ba0811f28571863b1ea3?s=256&d=identicon&r=PG&f=1', 'display_name': 'sid', 'link': 'https://stackoverflow.com/users/9983541/sid'}",True,303,1,1,1569596984,1569586327,,58134318,CC BY-SA 4.0,https://stackoverflow.com/questions/58134318/c-sockets-recv-and-recvfrom-write-to-memory-using-a-specified-modulo-rat,C sockets - recv() and recvfrom() - write to memory using a specified modulo rather than sequentially?,,,58134343.0,
426,['c'],"{'account_id': 16141434, 'reputation': 3, 'user_id': 11652446, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ac3OOx2IuGw/AAAAAAAAAAI/AAAAAAAAAGA/LlNyPTxwCOo/photo.jpg?sz=256', 'display_name': 'stefan ferdinand', 'link': 'https://stackoverflow.com/users/11652446/stefan-ferdinand'}",True,59,2,-1,1569595138,1569582847,,58133436,CC BY-SA 4.0,https://stackoverflow.com/questions/58133436/how-to-read-an-entire-sentence-after-it-reads-a-specific-word-in-c,How to read an entire sentence after it reads a specific word in C,,,58133502.0,
427,"['c', 'include']","{'account_id': 15104585, 'reputation': 1, 'user_id': 10900648, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qE8nd.jpg?s=256&g=1', 'display_name': 'FasterThanAQuantum', 'link': 'https://stackoverflow.com/users/10900648/fasterthanaquantum'}",True,933,2,-3,1569591749,1569587462,1569588522.0,58134611,,https://stackoverflow.com/questions/58134611/is-windows-h-in-collision-with-raylib-h-library,Is &lt;windows.h&gt; in collision with &quot;raylib.h&quot; library,1569599231.0,Needs more focus,58134957.0,
428,"['c', 'object', 'pointers', 'constants']","{'account_id': 8958600, 'reputation': 127, 'user_id': 6682090, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d7b3632b7e97002487b9ae29716b6c2f?s=256&d=identicon&r=PG&f=1', 'display_name': 'T. Decker', 'link': 'https://stackoverflow.com/users/6682090/t-decker'}",True,103,2,3,1569590043,1569579907,1569584848.0,58132678,CC BY-SA 4.0,https://stackoverflow.com/questions/58132678/how-would-you-read-these-definitions,How would you read these definitions?,,,58133114.0,
429,"['c', 'pthreads', 'semaphore']","{'account_id': 16574683, 'reputation': 19, 'user_id': 11976754, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDOlFJokh89E74SxLl414Yry35mQ-SIcs32LA7i=k-s256', 'display_name': 'Jyoti Rawat', 'link': 'https://stackoverflow.com/users/11976754/jyoti-rawat'}",True,63,1,-1,1569587956,1569585145,1569587241.0,58134026,,https://stackoverflow.com/questions/58134026/thread-processing,Thread Processing,1569599192.0,Not suitable for this site,,
430,"['c', 'c-preprocessor']","{'user_type': 'does_not_exist', 'display_name': 'user12071753'}",True,181,1,0,1569586975,1569584555,1569586975.0,58133874,,https://stackoverflow.com/questions/58133874/how-can-we-have-math-operation-done-in-a-c-macro-preprocessor-right-before-the-s,"How can we have math operation done in a C macro/preprocessor right before the substitution time, so not only substituting it?",1569592399.0,Duplicate,58134043.0,
431,"['c', 'scanf']","{'account_id': 16523682, 'reputation': 17, 'user_id': 11939087, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-zFJCg1fxZts/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcC_je2kfV2iiluhnyeuAo2VD3T_Q/photo.jpg?sz=256', 'display_name': 'Raj Sahil', 'link': 'https://stackoverflow.com/users/11939087/raj-sahil'}",True,64,2,-1,1569584765,1567677885,1569584765.0,57803057,,https://stackoverflow.com/questions/57803057/how-is-the-output-coming-as-1-and-not-the-address-of-j,how is the output coming as 1 and not the address of j,1567678176.0,Duplicate,,
432,"['c', 'variable-assignment']","{'account_id': 16660428, 'reputation': 13, 'user_id': 12040527, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/78cce06444e67a66fe11ae5ec26df6e9?s=256&d=identicon&r=PG&f=1', 'display_name': 'sUrt', 'link': 'https://stackoverflow.com/users/12040527/surt'}",True,57,1,1,1569584733,1568018261,1569584733.0,57850453,CC BY-SA 4.0,https://stackoverflow.com/questions/57850453/finding-average-for-2-students,Finding average for 2 students,,,57850545.0,
433,"['c', 'python-3.x', 'unsigned-integer']","{'account_id': 14829638, 'reputation': 95, 'user_id': 10709476, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db8d438f13147d0243230330f868ba9b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mahima K', 'link': 'https://stackoverflow.com/users/10709476/mahima-k'}",True,504,1,-1,1569583815,1569575049,1569576148.0,58131271,,https://stackoverflow.com/questions/58131271/return-type-of-unsigned-int-function,Return type of unsigned int function,1569589800.0,Not suitable for this site,58133691.0,
434,"['c', 'docker', 'docker-compose', 'dockerfile']","{'account_id': 15745405, 'reputation': 51, 'user_id': 11361438, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c8729ae2fbf148e2b6aba0d850ce0ee?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rakesh Chahar', 'link': 'https://stackoverflow.com/users/11361438/rakesh-chahar'}",True,4672,2,2,1569583715,1569567241,1569567458.0,58129302,CC BY-SA 4.0,https://stackoverflow.com/questions/58129302/how-to-pack-and-ship-a-simple-c-application-in-docker-without-the-gcc-compiler,How to pack and ship a simple c application in docker without the gcc compiler?,,,58129973.0,
435,"['c', 'string', 'pointers']","{'account_id': 11140170, 'reputation': 21, 'user_id': 12129145, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9b57940ea2e600ab427efb3feba730f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'user159348', 'link': 'https://stackoverflow.com/users/12129145/user159348'}",True,114,1,0,1569583683,1569568673,1569583683.0,58129655,,https://stackoverflow.com/questions/58129655/split-a-string-saved-on-a-pointer,split a string saved on a pointer,1569596345.0,Needs more focus,,
436,"['c', 'linked-list', 'singly-linked-list']","{'account_id': 13268113, 'reputation': 23, 'user_id': 9902049, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/977232219102175/picture?type=large', 'display_name': 'Viraj Kumar', 'link': 'https://stackoverflow.com/users/9902049/viraj-kumar'}",True,549,3,1,1569581104,1569568453,1569581104.0,58129601,CC BY-SA 4.0,https://stackoverflow.com/questions/58129601/sorted-insert-program-in-a-linked-list,Sorted insert program in a linked list,,,58129929.0,
437,"['c', 'assembly', 'linux-kernel', 'dynamic-code', 'dynamic-execution']","{'account_id': 8924116, 'reputation': 1076, 'user_id': 6659361, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/200d3e89398030d70445b9a3f071c385?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maxime B.', 'link': 'https://stackoverflow.com/users/6659361/maxime-b'}",False,180,0,2,1569576423,1568714389,1569576423.0,57971842,CC BY-SA 4.0,https://stackoverflow.com/questions/57971842/dynamic-c-code-execution-memory-references,Dynamic C code execution: memory references,,,,
438,"['c', 'string', 'character']","{'account_id': 13013456, 'reputation': 105, 'user_id': 10056563, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4af2c09d2ae670ddf1d57849e48a3bda?s=256&d=identicon&r=PG', 'display_name': 'user10056563', 'link': 'https://stackoverflow.com/users/10056563/user10056563'}",True,93,3,-4,1569576306,1569488133,,58113072,CC BY-SA 4.0,https://stackoverflow.com/questions/58113072/what-if-i-try-to-print-large-ints-using-c-and-s,What if i try to print large ints using %c and %s?,,,,
439,"['c', 'scanf', 'fgets']","{'account_id': 16778286, 'reputation': 23, 'user_id': 12129049, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5d05df6180c15ca342c99f1bd5b06d53?s=256&d=identicon&r=PG', 'display_name': 'mishraak', 'link': 'https://stackoverflow.com/users/12129049/mishraak'}",True,75,1,0,1569574966,1569568266,1569568972.0,58129553,,https://stackoverflow.com/questions/58129553/fgets-and-sscanf-only-stores-first-integer-in-array,fgets() and sscanf() only stores first integer in array,1569600264.0,Not suitable for this site,,
440,"['android', 'c', 'cmake', 'openssl', 'native']","{'account_id': 13802875, 'reputation': 11, 'user_id': 9962504, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a2ba45e19a215745b46fbb6c2a236591?s=256&d=identicon&r=PG&f=1', 'display_name': 'Original', 'link': 'https://stackoverflow.com/users/9962504/original'}",True,51,1,0,1569574814,1569541943,1569553694.0,58126071,CC BY-SA 4.0,https://stackoverflow.com/questions/58126071/cannot-load-prebuilt-openssl-library-in-android-project,Cannot load prebuilt OpenSSL library in Android project,,,58131204.0,
441,['c'],"{'account_id': 16740952, 'reputation': 151, 'user_id': 12100635, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b44a749f3fe873f87d45c449ee2099d0?s=256&d=identicon&r=PG&f=1', 'display_name': 'S&#252;mer Kol&#231;ak', 'link': 'https://stackoverflow.com/users/12100635/s%c3%bcmer-kol%c3%a7ak'}",True,83,1,1,1569574714,1569541975,1569542480.0,58126073,CC BY-SA 4.0,https://stackoverflow.com/questions/58126073/code-is-doing-more-swapping-compared-to-human-level-method,Code is doing more swapping compared to human-level method,,,,
442,"['c', 'embedded', 'threshold']","{'account_id': 16296320, 'reputation': 33, 'user_id': 11768464, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/761c9ed1ee58ae3d378b80a54e0a8411?s=256&d=identicon&r=PG&f=1', 'display_name': 'ElvisIsAlive', 'link': 'https://stackoverflow.com/users/11768464/elvisisalive'}",True,183,1,3,1569574505,1569570221,1569574505.0,58130031,CC BY-SA 4.0,https://stackoverflow.com/questions/58130031/efficient-threshold-checks-of-absolute-value-in-embedded-c,Efficient threshold checks of absolute value in embedded C,,,,
443,"['c', 'memory']","{'user_type': 'does_not_exist', 'display_name': 'user11954200'}",True,122,4,0,1569573949,1569555049,,58127467,CC BY-SA 4.0,https://stackoverflow.com/questions/58127467/modifying-arrays-in-place-and-understanding-memory-allocation-for-it,Modifying arrays in-place and understanding memory allocation for it,,,58128647.0,
444,"['c', 'printf', 'gnu', 'gmp', 'mod']","{'account_id': 15189006, 'reputation': 91, 'user_id': 11123197, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-KQySF1-8Bzs/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOUPGh-oZWLUUJLvD6hAhkPlG3oIQ/mo/photo.jpg?sz=256', 'display_name': 'superstack', 'link': 'https://stackoverflow.com/users/11123197/superstack'}",False,286,0,2,1569572925,1567807014,1569572925.0,57828934,CC BY-SA 4.0,https://stackoverflow.com/questions/57828934/conversion-between-uint64-t-to-mpz-t,Conversion between uint64_t to mpz_t,,,,
445,"['c', 'math']","{'account_id': 16663861, 'reputation': 9, 'user_id': 12043127, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9fb17f0597c6d8738dfadf53f0920cc4?s=256&d=identicon&r=PG&f=1', 'display_name': 'JXN', 'link': 'https://stackoverflow.com/users/12043127/jxn'}",True,128,4,0,1569572566,1569559603,1569563252.0,58128031,CC BY-SA 4.0,https://stackoverflow.com/questions/58128031/trouble-making-a-calculator-that-can-tell-me-the-fraction-and-decimal-form-of-th,Trouble making a calculator that can tell me the fraction and decimal form of the quotient of two numbers in C,,,58128536.0,
446,"['c', 'clang']","{'account_id': 431527, 'reputation': 9322, 'user_id': 815653, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/a2beceb77bdda94b8097c2c21f615442?s=256&d=identicon&r=PG', 'display_name': 'zell', 'link': 'https://stackoverflow.com/users/815653/zell'}",False,49,0,0,1569572284,1569572284,,58130531,,https://stackoverflow.com/questions/58130531/which-c-standard-ansi-c99-does-my-clang-compiler-adopt,"Which C standard (ANSI, c99...) does my Clang compiler adopt?",1569573024.0,Duplicate,,
447,['c'],"{'account_id': 8553264, 'reputation': 460, 'user_id': 6409591, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'jenny', 'link': 'https://stackoverflow.com/users/6409591/jenny'}",True,418,2,1,1569571432,1569565420,,58128902,CC BY-SA 4.0,https://stackoverflow.com/questions/58128902/find-number-of-occurrences-for-the-substring-in-a-string-using-c-programming,Find number of occurrences for the substring in a string using C programming,,,,
448,"['c', 'linux', 'printing']","{'account_id': 10966853, 'reputation': 511, 'user_id': 8058355, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/DJGwY.jpg?s=256&g=1', 'display_name': 'Claudio Brasser', 'link': 'https://stackoverflow.com/users/8058355/claudio-brasser'}",True,238,2,-1,1569571020,1569513688,1569570196.0,58120689,CC BY-SA 4.0,https://stackoverflow.com/questions/58120689/override-previous-line-in-stdout-with-r,Override previous line in stdout with \r,,,,
449,"['c', 'enums']","{'account_id': 5966281, 'reputation': 615, 'user_id': 4689991, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/ef7a78c217340047de63c1d2d5b604a7?s=256&d=identicon&r=PG&f=1', 'display_name': 'GabeL', 'link': 'https://stackoverflow.com/users/4689991/gabel'}",True,229,4,2,1569569707,1569502105,1569512173.0,58117175,CC BY-SA 4.0,https://stackoverflow.com/questions/58117175/using-a-switch-to-map-function-pointers-to-strings,Using a switch to map function pointers to strings,,,58118327.0,
450,"['c', 'pointers', 'void']","{'account_id': 16542711, 'reputation': 123, 'user_id': 11953066, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eef8bb6ee9ad7b88a5c8ad6ca37470d0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ahmad Anwar', 'link': 'https://stackoverflow.com/users/11953066/ahmad-anwar'}",True,486,2,2,1569569016,1568745947,,57980302,CC BY-SA 4.0,https://stackoverflow.com/questions/57980302/why-void-pointer-if-pointers-can-be-casted-into-any-typein-c,Why void pointer if pointers can be casted into any type(in c)?,,,,
