,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
607,"['c', 'algorithm']","{'account_id': 20450519, 'reputation': 17, 'user_id': 15005395, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/203214471515900/picture?type=large', 'display_name': 'Vega', 'link': 'https://stackoverflow.com/users/15005395/vega'}",False,113,1,-3,1621917845,1621827010,67666349,CC BY-SA 4.0,https://stackoverflow.com/questions/67666349/how-to-randomly-form-pairs-of-integers-from-an-array-of-integers-in-c,How to randomly form pairs of integers from an array of integers in c?,1621917845.0,,,,,
608,"['arrays', 'c', 'pointers', 'struct']","{'account_id': 16217034, 'reputation': 29, 'user_id': 11709605, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-RYyylvOAEKQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re3D3CEN65i-jUU0eff8Hl0UM121w/photo.jpg?sz=256', 'display_name': 'Aquila', 'link': 'https://stackoverflow.com/users/11709605/aquila'}",False,51,0,0,1621917257,1621917257,67681823,CC BY-SA 4.0,https://stackoverflow.com/questions/67681823/error-with-passing-char-to-a-type-char-while-reading-in-stdin,"error with passing char to a type char*, while reading in stdin",,,,,,
609,"['c', 'linux', 'unix']","{'account_id': 21430230, 'reputation': 5, 'user_id': 15786803, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0624631df7d215812ba687b355cec409?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrey Voeyko', 'link': 'https://stackoverflow.com/users/15786803/andrey-voeyko'}",True,49,2,0,1621916356,1621915111,67681595,CC BY-SA 4.0,https://stackoverflow.com/questions/67681595/how-to-use-string-constants-in-my-own-functions,How to use string constants in my own functions?,1621915836.0,67681659.0,,,,
610,['c'],"{'account_id': 20367707, 'reputation': 2570, 'user_id': 14940626, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-LucAsL4MxrU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclq9iM2Olu0Zf6xOn8ewBSqcr-Rfw/s96-c/photo.jpg?sz=256', 'display_name': 'Dan', 'link': 'https://stackoverflow.com/users/14940626/dan'}",True,45,1,0,1621913497,1621913076,67681365,CC BY-SA 4.0,https://stackoverflow.com/questions/67681365/re-declaring-a-global-variable-after-its-definition-in-c,re-declaring a global variable after its definition in C,,67681415.0,,,,
611,"['c', 'winapi', 'sleep']","{'user_type': 'does_not_exist', 'display_name': 'user15114051'}",True,114,1,-2,1621911015,1621848199,67669608,CC BY-SA 4.0,https://stackoverflow.com/questions/67669608/why-does-the-sleep-function-prevent-the-entire-loop-from-working,Why does the Sleep() function prevent the entire loop from working?,,67681118.0,,,,
612,"['c', 'openssl', 'nmap']","{'account_id': 14796066, 'reputation': 13, 'user_id': 10685666, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5f8e9a54b0bb7f6c01018eb15c1b4c8b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tommy Lin', 'link': 'https://stackoverflow.com/users/10685666/tommy-lin'}",False,309,0,1,1621906871,1621906871,67680689,CC BY-SA 4.0,https://stackoverflow.com/questions/67680689/nmap-scan-ssl-cipher-list-fail-if-argument-sv-added,nMap scan ssl cipher list fail if argument -sV added,,,,,,
613,"['c', 'printf']","{'account_id': 21422488, 'reputation': 142, 'user_id': 15780431, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-pV8gm2I1fFI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckxDFRK4_oGhUUoG8cwRmfo8vTp9g/s96-c/photo.jpg?sz=256', 'display_name': 'raincouver', 'link': 'https://stackoverflow.com/users/15780431/raincouver'}",False,105,1,0,1621903531,1621898000,67679886,CC BY-SA 4.0,https://stackoverflow.com/questions/67679886/printf-formatting-specification-for-string-literal,printf formatting specification for string literal?,,,,,,
614,"['c', 'embedded']","{'account_id': 18399188, 'reputation': 1366, 'user_id': 13402733, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a933ad967a19750553f0957bf2ea05a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Willis Hershey', 'link': 'https://stackoverflow.com/users/13402733/willis-hershey'}",True,142,4,0,1621901339,1621866463,67673816,CC BY-SA 4.0,https://stackoverflow.com/questions/67673816/is-it-better-to-do-multi-step-calculations-in-one-line,Is it better to do multi-step calculations in one line?,,67680153.0,,,,
615,"['c', 'if-statement']","{'account_id': 21422488, 'reputation': 142, 'user_id': 15780431, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-pV8gm2I1fFI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckxDFRK4_oGhUUoG8cwRmfo8vTp9g/s96-c/photo.jpg?sz=256', 'display_name': 'raincouver', 'link': 'https://stackoverflow.com/users/15780431/raincouver'}",True,88,1,-2,1621900985,1621813510,67665296,CC BY-SA 4.0,https://stackoverflow.com/questions/67665296/how-do-if-and-else-behave-exactly,how do if and else behave exactly?,,67665470.0,,,,
616,"['arrays', 'c', 'pointers', 'char', 'ascii']","{'account_id': 21708459, 'reputation': 21, 'user_id': 16020470, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a34b9a5a37e221c13c8bdd5435226b79?s=256&d=identicon&r=PG&f=1', 'display_name': 'yanis', 'link': 'https://stackoverflow.com/users/16020470/yanis'}",False,134,2,-1,1621896144,1621891993,67679184,CC BY-SA 4.0,https://stackoverflow.com/questions/67679184/how-to-convert-characters-into-integer-in-order-to-stock-them-in-an-array-in-c,How to convert characters into integer in order to stock them in an array in C,1621894916.0,,,,,
617,"['c', 'output', 'user-input', 'primes']","{'account_id': 21194841, 'reputation': 21, 'user_id': 15917897, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjyIESOrPuQDuH9CkADMr6r6ZF8UDwSZK8lFryDRw=k-s256', 'display_name': 'Kristofer', 'link': 'https://stackoverflow.com/users/15917897/kristofer'}",False,52,1,0,1621894413,1621883860,67677775,,https://stackoverflow.com/questions/67677775/my-program-immediately-exits-after-it-asks-for-a-character,My program immediately exits after it asks for a character,,,,1621885148.0,Duplicate,
618,"['c', 'iot', 'uart', 'rs485', 'azure-sphere']","{'account_id': 17073414, 'reputation': 11, 'user_id': 12353562, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bbf7201131979691a2005e87f1f8c75c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vaduganathan', 'link': 'https://stackoverflow.com/users/12353562/vaduganathan'}",True,84,1,0,1621893992,1621893112,67679350,CC BY-SA 4.0,https://stackoverflow.com/questions/67679350/mikroe-rs485-click-with-azure-sphere-issue-sending-and-receiving-byte-arrays-u,Mikroe RS485 Click with Azure Sphere - Issue sending and receiving byte arrays using RS485,,67679463.0,,,,
619,"['c', 'function', 'multidimensional-array', 'implicit-conversion', 'function-call']","{'account_id': 21707641, 'reputation': 33, 'user_id': 16019809, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwe58oGnDsmZy0UgOdoSaNJQw9TkWqdlyZbCesr=k-s256', 'display_name': 'AnProg', 'link': 'https://stackoverflow.com/users/16019809/anprog'}",True,1444,1,1,1621890509,1621884985,67677996,CC BY-SA 4.0,https://stackoverflow.com/questions/67677996/passing-argument-1-of-a-function-makes-pointer-from-integer-without-a-cast,passing argument 1 of &#39;a function&#39; makes pointer from integer without a cast,1621890509.0,67678386.0,,,,
620,"['c', 'language-lawyer', 'c11', 'c17']","{'account_id': 8484114, 'reputation': 692, 'user_id': 6362941, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/STo5t.png?s=256&g=1', 'display_name': 'Robin Kuzmin', 'link': 'https://stackoverflow.com/users/6362941/robin-kuzmin'}",True,234,4,6,1621888426,1621574424,67631184,CC BY-SA 4.0,https://stackoverflow.com/questions/67631184/which-sections-of-the-c-standard-prove-the-relation-between-the-integer-type-siz,Which sections of the C standard prove the relation between the integer type sizes?,1621575720.0,67678644.0,,,,
621,"['c', 'file', 'count']","{'account_id': 21674431, 'reputation': 13, 'user_id': 15996294, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aefd7a2709e18a86515cdc0cd511e277?s=256&d=identicon&r=PG&f=1', 'display_name': 'Youngwildandfree', 'link': 'https://stackoverflow.com/users/15996294/youngwildandfree'}",True,223,2,1,1621887662,1621639933,67644828,CC BY-SA 4.0,https://stackoverflow.com/questions/67644828/counting-number-of-words-inside-a-text-file-and-printing-results-in-a-different,Counting number of words inside a text file and printing results in a different text file in c/c++,1621887662.0,,,,,
622,"['c', 'dll', 'mingw']","{'account_id': 21706241, 'reputation': 21, 'user_id': 16018645, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bce4e24b8ac3addb92e0d1b6e1cf9449?s=256&d=identicon&r=PG&f=1', 'display_name': 'max97', 'link': 'https://stackoverflow.com/users/16018645/max97'}",True,2791,2,1,1621887505,1621875741,67676088,CC BY-SA 4.0,https://stackoverflow.com/questions/67676088/mingw-gives-my-a-libwinpthread-1-dll-was-not-found-error-when-compiling-code,Mingw gives my a libwinpthread-1.dll was not found error when compiling code,,,,,,
623,"['c', 'sockets', 'select', 'tcp', 'udp']","{'account_id': 18115951, 'reputation': 9, 'user_id': 13355866, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-QwBKHuFV13c/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPhPlVEeE7_0CwX-98GobnvgaMw0w/photo.jpg?sz=256', 'display_name': 'Jos&#233; Silva', 'link': 'https://stackoverflow.com/users/13355866/jos%c3%a9-silva'}",True,103,1,-1,1621886517,1621855569,67671270,CC BY-SA 4.0,https://stackoverflow.com/questions/67671270/select-between-tcp-socket-and-udp-socketc,Select between TCP socket and UDP socket(c),,67678286.0,,,,
624,"['c', 'embedded', 'stm32f4discovery', 'stm32f4']","{'user_type': 'does_not_exist', 'display_name': 'user16019844'}",True,213,2,0,1621886348,1621884894,67677972,CC BY-SA 4.0,https://stackoverflow.com/questions/67677972/reading-input-gpio-bit-on-stm32f4,Reading input GPIO bit on STM32F4,,67678071.0,,,,
625,"['c', 'macos', 'unix', 'logging', 'pipe']","{'account_id': 20462736, 'reputation': 3, 'user_id': 15014991, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgdFmkn3u0MzYb9LEX4cUerIsI2gLNospxEjsD3=k-s256', 'display_name': 'Mariano Koremblum', 'link': 'https://stackoverflow.com/users/15014991/mariano-koremblum'}",True,40,1,0,1621884879,1621870930,67675001,CC BY-SA 4.0,https://stackoverflow.com/questions/67675001/trying-to-get-cli-app-stdout-through-a-pipe-but-blocked-till-buffer-is-fulfilled,Trying to get CLI app STDOUT through a pipe but blocked till buffer is fulfilled,,67677968.0,,,,
626,['c'],"{'account_id': 20032659, 'reputation': 3, 'user_id': 14685082, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjzlQtYRIeL2GGqKMsuLjvJUF2PBO7SviYY0MQp3w=k-s256', 'display_name': 'Abhishek Mudaliar', 'link': 'https://stackoverflow.com/users/14685082/abhishek-mudaliar'}",True,90,3,0,1621884482,1621873270,67675589,CC BY-SA 4.0,https://stackoverflow.com/questions/67675589/is-it-necessary-to-have-a-return-statement-out-side-the-for-loop-with-return-ou,"Is it necessary to have a return statement out side the for loop? with return outside for, i got no error",1621873381.0,67676402.0,,,,
627,"['c', 'cmake', 'executable']","{'account_id': 20412917, 'reputation': 27, 'user_id': 14975855, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4ecd3f7f167058226693e961c8d730ce?s=256&d=identicon&r=PG&f=1', 'display_name': 'Doron Slomovits', 'link': 'https://stackoverflow.com/users/14975855/doron-slomovits'}",False,30,1,0,1621884369,1621883521,67677706,,https://stackoverflow.com/questions/67677706/how-to-compile-a-program-with-a-given-file-a,how to compile a program with a given file.a,1621884369.0,,,1621887521.0,Duplicate,
628,"['c', 'segmentation-fault', 'breadth-first-search']","{'account_id': 21689730, 'reputation': 13, 'user_id': 16004489, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJy4xep3MEjm7aao2cswdpeaYKL7f5kcHAl5WpLM=k-s256', 'display_name': 'Philip Simonson', 'link': 'https://stackoverflow.com/users/16004489/philip-simonson'}",True,100,1,1,1621883262,1621739649,67655818,CC BY-SA 4.0,https://stackoverflow.com/questions/67655818/what-is-wrong-with-my-breadth-first-search-algorithm-it-crashes-with-a-segmenta,"What is wrong with my breadth first search algorithm, it crashes with a segmentation fault?",1621883262.0,67662344.0,,,,
629,"['c', 'embedded', 'signal-processing']","{'account_id': 15031998, 'reputation': 427, 'user_id': 11339997, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e50d3fcab39f88c790608d99c9ebfb13?s=256&d=identicon&r=PG&f=1', 'display_name': 'engr', 'link': 'https://stackoverflow.com/users/11339997/engr'}",True,40,1,0,1621882785,1621882448,67677502,CC BY-SA 4.0,https://stackoverflow.com/questions/67677502/are-these-highlighted-lines-part-of-actual-code,Are these highlighted lines part of actual code?,,67677579.0,,,,
630,"['c', 'pointers', 'struct', 'reference', 'designated-initializer']","{'account_id': 2013482, 'reputation': 422, 'user_id': 1801359, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/5da6a4f38afb4359787bf29b751eb544?s=256&d=identicon&r=PG', 'display_name': 'user1801359', 'link': 'https://stackoverflow.com/users/1801359/user1801359'}",True,61,3,3,1621882782,1621882302,67677462,CC BY-SA 4.0,https://stackoverflow.com/questions/67677462/why-is-address-operator-needed-when-creating-struct,Why is address operator (&amp;) needed when creating struct?,,67677544.0,,,,
631,['c'],"{'account_id': 20279024, 'reputation': 1, 'user_id': 14873288, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgFe1K_TFDTp2gsCX86QxrHycArdE2m3Pu6P_KhKA=k-s256', 'display_name': 'Sanchit Agrawal', 'link': 'https://stackoverflow.com/users/14873288/sanchit-agrawal'}",True,376,2,-2,1621882362,1621880506,67677076,CC BY-SA 4.0,https://stackoverflow.com/questions/67677076/c-program-to-check-if-character-is-a-lower-case-letter-and-convert-to-upper-case,C Program to check if character is a lower case letter and convert to upper case letter and vice versa,1621881559.0,,,,,
632,"['c', 'swift', 'xcode']","{'account_id': 250402, 'reputation': 2691, 'user_id': 527088, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/5859af3feb3e6929ff46501982fa812e?s=256&d=identicon&r=PG', 'display_name': 'Hack Saw', 'link': 'https://stackoverflow.com/users/527088/hack-saw'}",False,115,0,0,1621882347,1621539636,67626976,CC BY-SA 4.0,https://stackoverflow.com/questions/67626976/how-to-use-system-supplied-and-or-external-library-in-swift-program-in-xcode-12,How to use system supplied and/or external library in swift program in Xcode 12.5?,,,,,,
633,"['c', 'text-parsing']","{'account_id': 15309525, 'reputation': 25, 'user_id': 11045233, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/--QCxYnkqHVE/AAAAAAAAAAI/AAAAAAAAACA/k-hKCo-hS8M/photo.jpg?sz=256', 'display_name': 'Arslan ', 'link': 'https://stackoverflow.com/users/11045233/arslan'}",True,133,2,1,1621880881,1621794307,67663083,CC BY-SA 4.0,https://stackoverflow.com/questions/67663083/using-strtok-to-tokenize-html,Using strtok to tokenize html,1621878806.0,,,,,
634,"['c', 'linux-kernel', 'linux-device-driver', 'embedded-linux', 'kernel-module']","{'account_id': 11149556, 'reputation': 182, 'user_id': 8183253, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/354b77dfe07c643ead99d9615d505db1?s=256&d=identicon&r=PG&f=1', 'display_name': 'SK17', 'link': 'https://stackoverflow.com/users/8183253/sk17'}",False,197,0,0,1621880316,1621879669,67676888,CC BY-SA 4.0,https://stackoverflow.com/questions/67676888/how-to-fix-this-multiple-definition-of-functions-linking-issue-in-kernel-modules,How to fix this multiple definition of functions linking issue in kernel modules,1621880316.0,,,,,
635,"['c', 'visual-c++', 'file-io']","{'account_id': 6074130, 'reputation': 183, 'user_id': 9799801, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a900c736fd85225bb3f15b47167c4e7?s=256&d=identicon&r=PG', 'display_name': 'Granger Obliviate', 'link': 'https://stackoverflow.com/users/9799801/granger-obliviate'}",True,16,1,0,1621879789,1621879554,67676869,CC BY-SA 4.0,https://stackoverflow.com/questions/67676869/error-reading-variable-from-a-file-microsoft-visual-c,Error reading variable from a file Microsoft Visual C,,,,,,
636,"['arrays', 'c', 'struct']","{'account_id': 20693719, 'reputation': 3, 'user_id': 15194465, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-JhbtWWjFo6c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckXuI0odDKhGxWSwUuB4n90hKb72w/s96-c/photo.jpg?sz=256', 'display_name': 'user15194465', 'link': 'https://stackoverflow.com/users/15194465/user15194465'}",False,31,0,0,1621877326,1621877326,67676404,CC BY-SA 4.0,https://stackoverflow.com/questions/67676404/does-struct-padding-affect-unions-with-arrays,Does struct padding affect unions with arrays?,,,,,,
637,"['arrays', 'c']","{'account_id': 15832146, 'reputation': 97, 'user_id': 11423153, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Rn5Witpp91A/AAAAAAAAAAI/AAAAAAAAAAo/GKspmGuIQ_4/photo.jpg?sz=256', 'display_name': 'sef sf', 'link': 'https://stackoverflow.com/users/11423153/sef-sf'}",True,66,4,-1,1621876948,1621875189,67675986,CC BY-SA 4.0,https://stackoverflow.com/questions/67675986/value-in-array-will-be-printed-as-0-even-after-changing-it-in-c,value in array will be printed as 0 even after changing it in c,,,,,,
638,"['c', 'getchar']","{'account_id': 18760765, 'reputation': 185, 'user_id': 13722622, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3aba0041bd2cd42fbb8ee8bd43979e07?s=256&d=identicon&r=PG&f=1', 'display_name': 'Soham Chatterjee', 'link': 'https://stackoverflow.com/users/13722622/soham-chatterjee'}",True,56,1,1,1621875272,1621875092,67675968,CC BY-SA 4.0,https://stackoverflow.com/questions/67675968/why-getchar-is-taking-only-one-input,Why getchar() is taking only one input,,67675998.0,,,,
639,['c'],"{'account_id': 12139614, 'reputation': 480, 'user_id': 8864013, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/438b6dea03ad23f2a5782416f9953653?s=256&d=identicon&r=PG&f=1', 'display_name': 'James Mclaughlin', 'link': 'https://stackoverflow.com/users/8864013/james-mclaughlin'}",True,67,2,0,1621874103,1621858361,67671891,CC BY-SA 4.0,https://stackoverflow.com/questions/67671891/undefined-behaviour-reading-lines-from-a-file,Undefined behaviour reading lines from a file,,67672747.0,,,,
640,"['c', 'pointers']","{'account_id': 20801157, 'reputation': 186, 'user_id': 15277155, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/33d9586e9eb89e4a95f1c2fd934f06bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Niels', 'link': 'https://stackoverflow.com/users/15277155/niels'}",True,61,1,0,1621872864,1621870420,67674867,CC BY-SA 4.0,https://stackoverflow.com/questions/67674867/c-handling-large-strings-without-overloading-the-2kb-of-ram-microcontroller-atm,C handling large strings without overloading the 2KB of RAM (microcontroller ATMEGA328P),,67675370.0,,,,
641,"['c++', 'c', 'memory', 'types', 'printf']","{'account_id': 19962729, 'reputation': 1, 'user_id': 14863430, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhZGUub4jnOOucugOdZFxoJh9qjo5PgkFTmJzpgpg=k-s256', 'display_name': 'Snehal Sha', 'link': 'https://stackoverflow.com/users/14863430/snehal-sha'}",True,196,2,-4,1621872330,1621871930,67675257,,https://stackoverflow.com/questions/67675257/in-c-using-f-in-printf-to-print-an-integer-outputs-0-00000-why,"In C, using %f in printf() to print an integer outputs 0.00000 , why?",,,,1621872907.0,Duplicate,
642,"['c', 'linked-list']","{'account_id': 18063508, 'reputation': 75, 'user_id': 13130049, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/067d8fc9b9f0132540f8f919a34a49b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Miguel Matos', 'link': 'https://stackoverflow.com/users/13130049/miguel-matos'}",True,438,2,0,1621871734,1621867389,67674077,CC BY-SA 4.0,https://stackoverflow.com/questions/67674077/c-linked-list-with-chars,C- Linked List with *chars,,67674683.0,,,,
643,"['c', 'memory-management', 'low-level']","{'account_id': 21013298, 'reputation': 495, 'user_id': 15446749, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1f06b09f760c8609bbb22974ff30a760?s=256&d=identicon&r=PG&f=1', 'display_name': 'ZarakshR', 'link': 'https://stackoverflow.com/users/15446749/zarakshr'}",True,373,3,1,1621869052,1621854390,67671018,CC BY-SA 4.0,https://stackoverflow.com/questions/67671018/is-a-null-check-required-for-array-initialization-in-c-can-array-initialization,Is a null check required for array initialization in C? Can array initialization in C fail?,1621866105.0,67671163.0,,,,
644,"['c', 'embedded-linux', 'uart', 'tty', 'zephyr-rtos']","{'account_id': 21703727, 'reputation': 13, 'user_id': 16016550, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJygrZyjF32IO0FrJhknfVQK6zQD6c7jwe4U4BES=k-s256', 'display_name': 'lilia dassi', 'link': 'https://stackoverflow.com/users/16016550/lilia-dassi'}",True,376,2,1,1621865171,1621859784,67672191,CC BY-SA 4.0,https://stackoverflow.com/questions/67672191/difference-between-a-serial-driver-and-a-tty-driver,Difference between a serial driver and a tty driver,,67673474.0,,,,
645,"['r', 'c', 'windows']","{'account_id': 19668275, 'reputation': 61, 'user_id': 14398074, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f139eae7d57b3c7752472052f4283733?s=256&d=identicon&r=PG&f=1', 'display_name': 'Digvijay Singh', 'link': 'https://stackoverflow.com/users/14398074/digvijay-singh'}",True,174,1,2,1621864367,1621860905,67672419,CC BY-SA 4.0,https://stackoverflow.com/questions/67672419/how-to-create-standalone-rmath-h-library-to-access-r-functions-in-c,How to create standalone Rmath.h library to access R functions in C?,1621864367.0,,,,,
646,"['arrays', 'c']","{'account_id': 14952663, 'reputation': 29, 'user_id': 10795132, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/acc5f2067ba3581900c3cadab0700dd2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mike-S', 'link': 'https://stackoverflow.com/users/10795132/mike-s'}",False,184,2,1,1621860719,1621413001,67599579,CC BY-SA 4.0,https://stackoverflow.com/questions/67599579/rank-an-unsorted-list-of-integers-in-an-array-in-c,Rank an unsorted list of integers in an array in C,1621421641.0,,,,,
647,"['c', 'strcpy']","{'account_id': 17605302, 'reputation': 41, 'user_id': 14497787, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCI3H7jXbNSPHmhgx7fnGRf8hf3jkDT5hwPgxlMcw=k-s256', 'display_name': 'granthium', 'link': 'https://stackoverflow.com/users/14497787/granthium'}",True,387,2,1,1621858773,1621857003,67671600,CC BY-SA 4.0,https://stackoverflow.com/questions/67671600/using-strcpy-function-in-c,Using strcpy() function in C,1621858499.0,,,,,
648,"['c', 'linux', 'elf', 'readelf']","{'account_id': 17259256, 'reputation': 21, 'user_id': 12497626, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/onErI.png?s=256&g=1', 'display_name': 'Yonatan', 'link': 'https://stackoverflow.com/users/12497626/yonatan'}",False,123,0,1,1621857284,1621852372,67670525,CC BY-SA 4.0,https://stackoverflow.com/questions/67670525/readelf-how-to-add-glibx-xxx-after-symbol-name,READELF - How to add &quot;@GLIBX_XXX&quot; after symbol name,1621857284.0,,,,,
649,"['arrays', 'c', 'memory']","{'user_type': 'does_not_exist', 'display_name': 'user16016222'}",False,31,0,0,1621857139,1621857139,67671636,CC BY-SA 4.0,https://stackoverflow.com/questions/67671636/how-can-i-concatenate-memory-blocks,How can i Concatenate memory blocks,,,,,,
650,"['c', 'algorithm']","{'account_id': 20173270, 'reputation': 798, 'user_id': 14795595, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-fvpfGVk7Dy4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn6npgeIC6-kW3ffTZBVXvWTJdA4Q/s96-c/photo.jpg?sz=256', 'display_name': '0xRyN', 'link': 'https://stackoverflow.com/users/14795595/0xryn'}",True,71,1,-1,1621856473,1621852977,67670679,CC BY-SA 4.0,https://stackoverflow.com/questions/67670679/find-lexicographically-greatest-word-in-a-string-c-pointers,Find Lexicographically Greatest Word in a String - C Pointers,1621855285.0,67671484.0,,,,
651,"['arrays', 'c', 'string', 'pointers']","{'account_id': 20593167, 'reputation': 11, 'user_id': 15116291, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj-jNKZvTACb5OMRdirAEeqa7sVW4oCHEM5fji-=k-s256', 'display_name': 'Sai Charan', 'link': 'https://stackoverflow.com/users/15116291/sai-charan'}",True,95,4,-3,1621855966,1621853958,67670906,,https://stackoverflow.com/questions/67670906/string-and-pointer-in-c,String and pointer in C,,67670959.0,,1621860718.0,Duplicate,
652,"['c', 'file', 'fopen', 'fs']","{'account_id': 15136317, 'reputation': 65, 'user_id': 14822833, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-LOj84V40nKc/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwca3qKCBxH6qIK_nZfoZ16ewGeCQFA/mo/photo.jpg?sz=256', 'display_name': 'Lukas Petrikas', 'link': 'https://stackoverflow.com/users/14822833/lukas-petrikas'}",True,552,2,0,1621854594,1621848340,67669631,CC BY-SA 4.0,https://stackoverflow.com/questions/67669631/visual-studio-c-how-to-properly-use-fopen-to-open-txt-file,visual studio c++ how to properly use fopen() to open txt file,1621851371.0,67669998.0,,,,
653,"['c', 'networking', 'client', 'recv']","{'account_id': 17476779, 'reputation': 83, 'user_id': 12671447, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2921208397929689/picture?type=large', 'display_name': 'Jonathan Layduhur', 'link': 'https://stackoverflow.com/users/12671447/jonathan-layduhur'}",True,32,1,-1,1621853633,1621852120,67670466,CC BY-SA 4.0,https://stackoverflow.com/questions/67670466/c-client-recv-not-functioning-as-expected,C Client : recv not functioning as expected,1621853633.0,,,,,
654,['c'],"{'account_id': 2041909, 'reputation': 45, 'user_id': 1822847, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4afdf6624a30f695cb9a6b71e245e15e?s=256&d=identicon&r=PG', 'display_name': 'retrofusion', 'link': 'https://stackoverflow.com/users/1822847/retrofusion'}",True,47,2,-2,1621852972,1621830670,67666695,CC BY-SA 4.0,https://stackoverflow.com/questions/67666695/input-doesnt-go-to-while-loop,Input doesn&#39;t go to while -loop,,67667566.0,,,,
