,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
429,"['java', 'android', 'in-app-update']","{'account_id': 18563780, 'reputation': 135, 'user_id': 13527218, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgEBXKnpwm2IPFsbdh1cU1QyAMSBeXHLzHr-MP8Fg=k-s256', 'display_name': 'factor2', 'link': 'https://stackoverflow.com/users/13527218/factor2'}",True,1357,,69640538.0,2,2,1634705763,1627674682,1627676048.0,68596439,CC BY-SA 4.0,https://stackoverflow.com/questions/68596439/where-to-put-in-app-update-implementation-in-android,Where to put in-app update implementation in Android,,
430,"['java', 'python', 'python-3.x', 'junit']","{'account_id': 5078348, 'reputation': 653, 'user_id': 4075169, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/7d9f235217dcfafed596748cec24ad55?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kahsius', 'link': 'https://stackoverflow.com/users/4075169/kahsius'}",True,65,,69631568.0,1,0,1634649456,1625747654,,68301737,CC BY-SA 4.0,https://stackoverflow.com/questions/68301737/retrieve-junit-tests-results-with-python,Retrieve JUnit tests results with python,,
431,"['java', 'enterprise', 'payara']","{'account_id': 8680174, 'reputation': 71, 'user_id': 6496345, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e3f0a11da39764d49bf18bb1f829e7c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ron', 'link': 'https://stackoverflow.com/users/6496345/ron'}",False,556,,,2,0,1634635139,1625597243,,68275957,CC BY-SA 4.0,https://stackoverflow.com/questions/68275957/unable-to-start-payara-from-eclipse,Unable to start payara from eclipse,,
432,"['java', 'string']","{'account_id': 21860332, 'reputation': 49, 'user_id': 16151206, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GggtGg-If0k_X-Bs5BK8w1nlEHg3jNsFvYWmjDP=k-s256', 'display_name': 'Fire Assassin', 'link': 'https://stackoverflow.com/users/16151206/fire-assassin'}",True,2936,,68434577.0,3,0,1634575535,1626661726,,68434506,CC BY-SA 4.0,https://stackoverflow.com/questions/68434506/java-compressed-string,Java - Compressed String,,
433,"['java', 'kotlin', 'retrofit', 'retrofit2', 'android-spinner']","{'account_id': 16542555, 'reputation': 43, 'user_id': 11952954, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-xHXJ40Dm7U4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdiIxPblfWLVr-v-OsyOXIuAhfSkA/photo.jpg?sz=256', 'display_name': 'MaroonDre', 'link': 'https://stackoverflow.com/users/11952954/maroondre'}",False,129,,,1,0,1634569292,1627555822,,68574589,CC BY-SA 4.0,https://stackoverflow.com/questions/68574589/display-data-from-api-to-custom-spinner-using-retrofit2-kotlin-java,Display data from API to Custom Spinner using Retrofit2 Kotlin/Java,,
434,['java'],"{'account_id': 16878123, 'reputation': 1, 'user_id': 12204979, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAiEkIxuhFCKLRrm9fMNB24HDz8i-9Lk57OY2vJIQ=k-s256', 'display_name': 'jack arokiason', 'link': 'https://stackoverflow.com/users/12204979/jack-arokiason'}",False,1756,,,1,0,1634547185,1625214151,1625215962.0,68221916,CC BY-SA 4.0,https://stackoverflow.com/questions/68221916/infinite-execution-of-while-loop-in-java,infinite execution of while loop in java,,
435,"['java', 'spring-boot', 'apache-kafka', 'classcastexception', 'spring-kafka-test']","{'account_id': 21724971, 'reputation': 13, 'user_id': 16034531, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4cec5ca6106b67f5beb21891ed6b5ce8?s=256&d=identicon&r=PG&f=1', 'display_name': 'java_user', 'link': 'https://stackoverflow.com/users/16034531/java-user'}",True,3441,,,2,1,1634488696,1625855797,,68321408,CC BY-SA 4.0,https://stackoverflow.com/questions/68321408/java-lang-classcastexception-class-model-error-in-springboot-kafka-integratio,java.lang.ClassCastException: class model - Error in springboot kafka integration while sending JSON object as message in topic,,
436,"['java', 'exception']","{'account_id': 8104852, 'reputation': 43, 'user_id': 6244646, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-m_V8dkOjYP0/AAAAAAAAAAI/AAAAAAAAABY/eog5J4laqXo/photo.jpg?sz=256', 'display_name': 'Carlos Martins', 'link': 'https://stackoverflow.com/users/6244646/carlos-martins'}",True,229,,68579992.0,1,-1,1634428367,1627575947,1634428367.0,68579656,,https://stackoverflow.com/questions/68579656/how-to-organize-exception-handling-in-java-on-large-projects,How to organize exception handling in java on large projects?,1627591120.0,Opinion-based
437,"['java', 'web-scraping', 'htmlunit']","{'account_id': 14648450, 'reputation': 45, 'user_id': 10579093, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8be9d7acc72aaf0079558337c52edaa8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Toni', 'link': 'https://stackoverflow.com/users/10579093/toni'}",False,1144,,,3,0,1634413608,1625403028,1634413608.0,68244888,CC BY-SA 4.0,https://stackoverflow.com/questions/68244888/htmlunit-error-during-javascript-execution,HtmlUnit - Error during JavaScript execution,,
438,"['java', 'akka-stream']","{'account_id': 535384, 'reputation': 412, 'user_id': 904910, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/a46da456b5863dea85b007fb2b371731?s=256&d=identicon&r=PG', 'display_name': 'chhil', 'link': 'https://stackoverflow.com/users/904910/chhil'}",False,87,,,1,0,1634413354,1626187434,1626264386.0,68364606,CC BY-SA 4.0,https://stackoverflow.com/questions/68364606/how-to-disconnect-tcp-connections-to-a-java-akka-stream-server,How to disconnect tcp connections to a java akka stream server?,,
439,"['java', 'azure', 'azure-blob-storage']","{'account_id': 21576160, 'reputation': 90, 'user_id': 15908251, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e44da602e4df24d68ddf76f5290d0f3c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gabriel Rouleau', 'link': 'https://stackoverflow.com/users/15908251/gabriel-rouleau'}",True,813,,68441292.0,3,0,1634345760,1626700874,,68441210,CC BY-SA 4.0,https://stackoverflow.com/questions/68441210/add-tag-to-blob-using-java-sdk,Add tag to blob using java SDK,,
440,"['java', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 22338664, 'reputation': 1, 'user_id': 16558775, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b755c615989d8fc8be2660abd012b428?s=256&d=identicon&r=PG&f=1', 'display_name': 'AjayJ', 'link': 'https://stackoverflow.com/users/16558775/ajayj'}",False,62,,,1,0,1634317370,1627621600,,68585676,CC BY-SA 4.0,https://stackoverflow.com/questions/68585676/is-there-any-way-to-do-processing-after-gcp-dataflow-has-completed-the-job-using,Is there any way to do processing after GCP dataflow has completed the job using apache beam?,,
441,"['java', 'apple-m1', 'app-transport-security']","{'account_id': 22194809, 'reputation': 1, 'user_id': 16436358, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dda98e56899a5cfe2012ac63e9c461af?s=256&d=identicon&r=PG&f=1', 'display_name': 'user16436358', 'link': 'https://stackoverflow.com/users/16436358/user16436358'}",False,1273,,,1,0,1634281113,1626239140,1634281113.0,68372318,CC BY-SA 4.0,https://stackoverflow.com/questions/68372318/java-app-transport-security-error-on-m1-macbook,java App Transport Security error on m1 Macbook,,
442,"['java', 'spring-boot', 'spring-mvc']","{'account_id': 117317, 'reputation': 10117, 'user_id': 307297, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/e28FD.png?s=256&g=1', 'display_name': 'chris01', 'link': 'https://stackoverflow.com/users/307297/chris01'}",True,959,,,1,0,1634131373,1625668647,1634131373.0,68288081,CC BY-SA 4.0,https://stackoverflow.com/questions/68288081/spring-boot-web-how-to-get-the-raw-request,Spring-Boot-Web: How to get the raw request?,,
443,"['java', 'android', 'sensors', 'android-sensors']","{'account_id': 15835153, 'reputation': 101, 'user_id': 11425232, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/10b4262b5d804d0c52006e73c8f956e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Patrick', 'link': 'https://stackoverflow.com/users/11425232/patrick'}",False,1620,,,2,0,1634124541,1626558420,1626675326.0,68424498,CC BY-SA 4.0,https://stackoverflow.com/questions/68424498/is-there-a-conversion-factor-between-android-sampling-frequency-hz-and-samplin,Is there a conversion factor between Android sampling frequency (Hz) and sampling period (&#181;s) (HIGH_SAMPLING_RATE_SENSORS),,
444,"['java', 'android', 'exception', 'crash', 'parcel']","{'account_id': 3479675, 'reputation': 73, 'user_id': 2912087, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user2912087', 'link': 'https://stackoverflow.com/users/2912087/user2912087'}",False,694,,,1,1,1634109060,1627477616,1627546198.0,68560983,CC BY-SA 4.0,https://stackoverflow.com/questions/68560983/android-crash-parcel-java-securityexception-on-huawei-xiaomi-android-9-and-andro,Android crash Parcel.java SecurityException on Huawei/Xiaomi Android 9 and Android 10 In BACKGROUND,,
445,"['java', 'junit', 'mockito']","{'account_id': 12695732, 'reputation': 2528, 'user_id': 9224219, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fPS27.png?s=256&g=1', 'display_name': 'Datz', 'link': 'https://stackoverflow.com/users/9224219/datz'}",True,169,,68316879.0,1,1,1634102529,1625825827,1634102529.0,68315123,CC BY-SA 4.0,https://stackoverflow.com/questions/68315123/use-dothrow-to-not-throw-an-exception-like-dothrownull-nullpointerexception,"use doThrow() to NOT throw an exception like doThrow(null, NullPointerException.class)",,
446,"['java', 'unit-testing', 'mockito']","{'account_id': 3579384, 'reputation': 9103, 'user_id': 2987953, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/c2a6cba46cf5f4c9c7338f324a1d7732?s=256&d=identicon&r=PG&f=1', 'display_name': 'lannyf', 'link': 'https://stackoverflow.com/users/2987953/lannyf'}",True,287,,68505225.0,2,0,1634102400,1627054775,1634102400.0,68501739,CC BY-SA 4.0,https://stackoverflow.com/questions/68501739/mockito-when-setup-mock-stub-using-when-thenreturn-it-got-exception,"mockito, when setup mock stub using when/thenReturn it got exception",,
447,"['java', 'eclipse', 'content-assist']","{'account_id': 8194344, 'reputation': 73, 'user_id': 6167720, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/00029d47afd2f353935ccbb695bc01cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'ramundsen', 'link': 'https://stackoverflow.com/users/6167720/ramundsen'}",True,654,,68265945.0,1,6,1634060215,1625497123,1625554651.0,68258236,CC BY-SA 4.0,https://stackoverflow.com/questions/68258236/eclipse-content-assist-fails-in-loops-after-upgrade-to-2021-06-4-20-0,Eclipse content assist fails in loops after upgrade to 2021-06 (4.20.0),,
448,"['java', 'android', 'ios', 'swift']","{'account_id': 22272954, 'reputation': 1, 'user_id': 16502618, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b8a68bdaa6a2c81a2f7bff1f0100704?s=256&d=identicon&r=PG&f=1', 'display_name': 'Janvi', 'link': 'https://stackoverflow.com/users/16502618/janvi'}",False,177,,,0,0,1634053448,1626960486,,68485699,CC BY-SA 4.0,https://stackoverflow.com/questions/68485699/generate-rsa-key-pair-and-signature-in-ios-same-as-android,Generate RSA Key pair and signature in iOS same as Android,,
449,"['java', 'java-time']","{'account_id': 7056504, 'reputation': 3323, 'user_id': 5403618, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/23dd52d5b8a74b7b8c741c04265432a3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anand Undavia', 'link': 'https://stackoverflow.com/users/5403618/anand-undavia'}",True,2610,,68472816.0,1,0,1634051983,1626882763,1634051983.0,68472713,CC BY-SA 4.0,https://stackoverflow.com/questions/68472713/java-time-format-datetimeparseexception-text-could-not-be-parsed-at-index,java.time.format.DateTimeParseException: Text could not be parsed at index,,
450,"['java', 'java-time', 'snowflake-schema']","{'account_id': 20481056, 'reputation': 7, 'user_id': 15029258, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GirEmDnfTM2i2iiDi_SSd9_BgaEnjbF_CRMeSenSQ=k-s256', 'display_name': 'santosh gore', 'link': 'https://stackoverflow.com/users/15029258/santosh-gore'}",False,149,,,1,-2,1634051958,1626165159,1634051958.0,68359047,,https://stackoverflow.com/questions/68359047/snowflake-timestamp-conversion-in-java-8,Snowflake timestamp conversion in java 8,1626165433.0,Duplicate
451,"['java', 'rx-java', 'reactive-programming', 'project-reactor', 'reactive']","{'account_id': 20928391, 'reputation': 23, 'user_id': 15375326, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b434f60d615d1d657843ef8727a395c?s=256&d=identicon&r=PG&f=1', 'display_name': 'rand_guy', 'link': 'https://stackoverflow.com/users/15375326/rand-guy'}",True,158,,68471204.0,1,0,1634016837,1626794929,1634016837.0,68457545,CC BY-SA 4.0,https://stackoverflow.com/questions/68457545/project-reactor-publishers-initialisation-taking-time-for-first-time-initialisat,Project reactor publishers initialisation taking time for first time initialisation,,
452,"['java', 'lambda', 'byteman']","{'account_id': 9116, 'reputation': 1909, 'user_id': 16709, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/53bb7206817e72ef85cc96e4b3b8b6f0?s=256&d=identicon&r=PG', 'display_name': 'David Plumpton', 'link': 'https://stackoverflow.com/users/16709/david-plumpton'}",True,151,,68605985.0,2,3,1633951820,1627273256,,68524466,CC BY-SA 4.0,https://stackoverflow.com/questions/68524466/can-byteman-trigger-a-rule-on-a-lambda,Can byteman trigger a rule on a lambda?,,
453,"['java', 'spring', 'apache-kafka', 'kafka-consumer-api', 'lag']","{'account_id': 22178867, 'reputation': 1, 'user_id': 16422902, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxKCzqY8ODXmy_XtTYrEriAzBKWbUxu3NVA9pNr=k-s256', 'display_name': 'Vijay Amritharaj', 'link': 'https://stackoverflow.com/users/16422902/vijay-amritharaj'}",False,785,,,2,0,1633922204,1626150914,,68356542,CC BY-SA 4.0,https://stackoverflow.com/questions/68356542/kafka-producer-and-consumer-delay,Kafka producer and consumer delay,,
454,"['java', 'swing', 'canvas', 'arraylist', 'paintcomponent']","{'account_id': 22166680, 'reputation': 3, 'user_id': 16412771, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz0N5CFfUpKG1cGghFoUWGnbVpsOmqWgqETAhRx=k-s256', 'display_name': 'Thariel wooden', 'link': 'https://stackoverflow.com/users/16412771/thariel-wooden'}",False,49,,,0,0,1633714922,1626007627,1633714922.0,68336384,CC BY-SA 4.0,https://stackoverflow.com/questions/68336384/why-do-i-get-an-error-nullpointerexception-when-trying-to-clear-canvas,Why do I get an error (Nullpointerexception) when trying to clear Canvas?,,
455,"['java', 'logging', 'configuration', 'log4j', 'log4j2']","{'account_id': 17968777, 'reputation': 51, 'user_id': 13058091, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3e6f342d8f9ed6d9f644f6e48f7b9a8e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Akif', 'link': 'https://stackoverflow.com/users/13058091/akif'}",False,377,,,0,1,1633691884,1625649348,,68283242,CC BY-SA 4.0,https://stackoverflow.com/questions/68283242/compress-log-files-which-are-older-than-5-days-using-log4j2,Compress log files which are older than 5 days using log4j2,,
456,"['java', 'inner-classes', 'java-16']","{'account_id': 1225185, 'reputation': 617, 'user_id': 1190883, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/3dfb41415062352018e8f6984b45cd4e?s=256&d=identicon&r=PG', 'display_name': 'Pradeesh tet', 'link': 'https://stackoverflow.com/users/1190883/pradeesh-tet'}",True,3829,,68524139.0,2,34,1633665942,1627236126,1627726677.0,68521280,CC BY-SA 4.0,https://stackoverflow.com/questions/68521280/why-are-static-methods-allowed-inside-a-non-static-inner-class-in-java-16,Why are static methods allowed inside a non-static inner class in Java 16?,,
457,"['javascript', 'java', 'google-apps-script', 'google-sheets']","{'account_id': 22192182, 'reputation': 23, 'user_id': 16434184, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiYDOSe0ff04TbBTQrtRIDSrUH9CnP97JEd3YwtVA=k-s256', 'display_name': 'Jaden Harrod', 'link': 'https://stackoverflow.com/users/16434184/jaden-harrod'}",False,71,,,1,0,1633650651,1626116431,1626298820.0,68352667,CC BY-SA 4.0,https://stackoverflow.com/questions/68352667/check-data-from-another-sheet-in-a-column-to-reference-the-data-in-the-row,Check data from another sheet in a column to reference the data in the row,,
458,"['java', 'android', 'android-studio', 'mobile', 'android-studio-4.2']","{'account_id': 11246757, 'reputation': 59, 'user_id': 8249255, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0fe5eb96d3c2176fc9639a2c860ab55d?s=256&d=identicon&r=PG', 'display_name': 'Benzo', 'link': 'https://stackoverflow.com/users/8249255/benzo'}",True,465,,69485667.0,1,0,1633628884,1625076704,,68199736,CC BY-SA 4.0,https://stackoverflow.com/questions/68199736/android-studio-4-2-1-deleting-mipmap-folders-after-change-my-icon,Android Studio 4.2.1 deleting mipmap folders after change my icon?,,
459,"['java', 'image', 'swing', 'embedded-resource']","{'account_id': 21709395, 'reputation': 176, 'user_id': 16021237, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aeba09cdc955b646f916562a5f2e79ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'GalliadII', 'link': 'https://stackoverflow.com/users/16021237/galliadii'}",True,97,,68413797.0,1,-1,1633597494,1626453076,1633597494.0,68412410,CC BY-SA 4.0,https://stackoverflow.com/questions/68412410/getclass-getresource-makes-image-icon-suddenly-null,getClass().getResource(..) makes image icon suddenly null,,
460,"['java', 'keycloak', 'nashorn']","{'account_id': 3081969, 'reputation': 9916, 'user_id': 2609980, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/FV4E4.jpg?s=256&g=1', 'display_name': 'user2609980', 'link': 'https://stackoverflow.com/users/2609980/user2609980'}",True,1805,,69012438.0,1,3,1633593469,1626112840,,68352004,CC BY-SA 4.0,https://stackoverflow.com/questions/68352004/aggregate-attributes-of-roles-in-claims-using-keycloak-script-mapper,Aggregate attributes of roles in claims using Keycloak Script Mapper,,
461,"['java', 'certificate', 'private-key']","{'account_id': 22324174, 'reputation': 21, 'user_id': 16546401, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiCU_bKq7-w2QSDHCbI3AIYHdUvrW3RQhJBNsGCRg=k-s256', 'display_name': 'Vipul Raval', 'link': 'https://stackoverflow.com/users/16546401/vipul-raval'}",False,1310,,,1,2,1633587155,1627478310,,68561187,CC BY-SA 4.0,https://stackoverflow.com/questions/68561187/create-x509-certificate-from-string-private-key,Create x509 Certificate from String private key,,
462,"['java', 'security', 'jboss', 'wildfly']","{'account_id': 1463180, 'reputation': 533, 'user_id': 1376887, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/ac1cebe8ae9fd182610c29e8954aecb7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paris Karagiannopoulos', 'link': 'https://stackoverflow.com/users/1376887/paris-karagiannopoulos'}",False,822,,,1,0,1633529551,1627295434,1627296598.0,68528325,CC BY-SA 4.0,https://stackoverflow.com/questions/68528325/how-to-migrate-picketbox-custom-login-module-to-elytron,How to migrate PicketBox custom login module to Elytron?,,
463,"['java', 'minecraft', 'mixins', 'minecraft-fabric']","{'account_id': 21286388, 'reputation': 21, 'user_id': 15663987, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiCdZ5LeLtk7_5EQYcPP92RTJxjg0PkfJauQ3K0=k-s256', 'display_name': 'JK Tech', 'link': 'https://stackoverflow.com/users/15663987/jk-tech'}",False,629,,,1,0,1633516422,1626985927,1627041665.0,68491171,CC BY-SA 4.0,https://stackoverflow.com/questions/68491171/error-when-trying-to-extend-a-class-using-mixin,Error when trying to extend a class using &#39;mixin&#39;,,
464,"['java', 'kotlin', 'ubuntu', 'android-jetpack-compose', 'compose-desktop']","{'account_id': 12711407, 'reputation': 162, 'user_id': 9234930, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-5CRCBS8AsKw/AAAAAAAAAAI/AAAAAAAAAA8/QHKCiF5_-ic/photo.jpg?sz=256', 'display_name': 'Youn Tivoli', 'link': 'https://stackoverflow.com/users/9234930/youn-tivoli'}",False,741,,,0,1,1633506183,1625781295,1633506183.0,68309014,CC BY-SA 4.0,https://stackoverflow.com/questions/68309014/exception-in-thread-main-java-lang-nosuchmethoderror,Exception in thread &quot;main&quot; java.lang.NoSuchMethodError?,,
465,"['java', 'android', 'flutter', 'maven']","{'account_id': 19271711, 'reputation': 571, 'user_id': 14085501, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-mHfXsv8miGI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn4ACI2C7HVxq31L-EQTtNa4sZSYw/photo.jpg?sz=256', 'display_name': 'stacj aa', 'link': 'https://stackoverflow.com/users/14085501/stacj-aa'}",True,20029,1633453755.0,68295157.0,2,10,1633453025,1625485161,,68255521,CC BY-SA 4.0,https://stackoverflow.com/questions/68255521/could-not-get-https-google-bintray-com-maven-metadata-xml-received-stat,Could not GET &#39;https://google.bintray.com/.../maven-metadata.xml&#39;. Received status code 403 from server: Forbidden,,
466,"['java', 'android', 'selenium', 'browserstack']","{'account_id': 7535937, 'reputation': 164, 'user_id': 5722214, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a6aaf7892f74b7308bda3589c42f3f1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adarsh Kumar GM', 'link': 'https://stackoverflow.com/users/5722214/adarsh-kumar-gm'}",True,375,,68482614.0,1,0,1633439309,1626942732,,68481625,CC BY-SA 4.0,https://stackoverflow.com/questions/68481625/how-to-dismiss-accept-device-location-popup-on-android-devices-selenium-with-b,How to dismiss/accept Device Location Popup on Android devices - Selenium with Browser stack,,
467,"['java', 'apache-kafka', 'spring-cloud', 'apache-kafka-streams', 'spring-kafka']","{'account_id': 22161153, 'reputation': 1, 'user_id': 16408128, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxVk1gbqafYQaMvMxV5LBQwcmQvQOinRFneVpts=k-s256', 'display_name': 'Anton Markin', 'link': 'https://stackoverflow.com/users/16408128/anton-markin'}",False,513,,,1,0,1633297221,1625756802,,68304208,CC BY-SA 4.0,https://stackoverflow.com/questions/68304208/spring-cloud-stream-kafka-bindings-channelname-producer-configuration-is-not-a,spring.cloud.stream.kafka.bindings.&lt;channelName&gt;.producer.configuration is not applied,,
468,"['java', 'spring', 'multithreading', 'reactor', 'webflux']","{'account_id': 13934132, 'reputation': 13, 'user_id': 10061592, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-jTrnRO2M3nc/AAAAAAAAAAI/AAAAAAAACTM/nZK2V1kIAOU/photo.jpg?sz=256', 'display_name': 'Rafael Fogel', 'link': 'https://stackoverflow.com/users/10061592/rafael-fogel'}",True,1213,,69424611.0,1,1,1633262135,1626448903,1626682284.0,68411522,CC BY-SA 4.0,https://stackoverflow.com/questions/68411522/spring-webflux-reactor-reactor-http-nio-vs-boundedelastic,Spring Webflux / Reactor: reactor-http-nio vs boundedElastic,,
469,"['java', 'mysql', 'database-connection']","{'account_id': 19494037, 'reputation': 39, 'user_id': 14261686, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GidB4vJBi9xVsuZIA9EumOowwWRXU41GLzIlEFGAw=k-s256', 'display_name': 'Mithun Deshan', 'link': 'https://stackoverflow.com/users/14261686/mithun-deshan'}",True,66,,,1,2,1633196809,1626534373,1626605193.0,68421704,CC BY-SA 4.0,https://stackoverflow.com/questions/68421704/howo-can-i-connect-to-database-with-java,Howo can I connect to database with Java,,
470,"['java', 'android', 'gdprconsentform']","{'account_id': 16402804, 'reputation': 13, 'user_id': 11848230, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2777eee41428985247d2ed8fe26e1ba7?s=256&d=identicon&r=PG&f=1', 'display_name': 'celdrion', 'link': 'https://stackoverflow.com/users/11848230/celdrion'}",False,550,,,1,1,1633114448,1625985678,,68333818,CC BY-SA 4.0,https://stackoverflow.com/questions/68333818/problem-with-obtaining-consent-with-ump-admob-funding-choices,Problem with obtaining consent with ump / admob / funding choices,,
471,"['java', 'reactjs', 'scheduler', 'syncfusion']","{'account_id': 22215477, 'reputation': 1, 'user_id': 16453990, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/334bd96c781a8fcd4e7964a052d75a68?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kamil Maksymowicz', 'link': 'https://stackoverflow.com/users/16453990/kamil-maksymowicz'}",False,263,,,1,0,1633036355,1626341235,1633036305.0,68391243,CC BY-SA 4.0,https://stackoverflow.com/questions/68391243/react-scheduler-data-update-issue,React Scheduler data update issue,,
472,"['java', 'cucumber', 'gherkin', 'serenity-bdd']","{'account_id': 15918537, 'reputation': 1, 'user_id': 11486328, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fed61fdaf80051ecc4d78b360921675b?s=256&d=identicon&r=PG&f=1', 'display_name': 'popier', 'link': 'https://stackoverflow.com/users/11486328/popier'}",False,542,,,1,0,1633015472,1627222313,,68519401,CC BY-SA 4.0,https://stackoverflow.com/questions/68519401/cucumberserenity-you-can-implement-missing-steps-with-the-snippets-below,Cucumber+Serenity &quot;You can implement missing steps with the snippets below &quot;,,
473,"['java', 'android', 'huawei-mobile-services', 'huawei-developers', 'harmonyos']","{'account_id': 22331247, 'reputation': 41, 'user_id': 16552497, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c0bca0b6ff9f0b1fd7e3400b4d537609?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chirag Bhatt', 'link': 'https://stackoverflow.com/users/16552497/chirag-bhatt'}",True,45,,,1,0,1633010368,1627639783,1633010368.0,68589185,CC BY-SA 4.0,https://stackoverflow.com/questions/68589185/how-to-set-accelerate-interpolator-for-animatorvalue-object-in-harmonyos,How to set ACCELERATE interpolator for AnimatorValue object in harmonyOS?,,
474,"['java', 'android', 'huawei-mobile-services', 'huawei-developers', 'harmonyos']","{'account_id': 22331247, 'reputation': 41, 'user_id': 16552497, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c0bca0b6ff9f0b1fd7e3400b4d537609?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chirag Bhatt', 'link': 'https://stackoverflow.com/users/16552497/chirag-bhatt'}",False,56,,,1,1,1633010314,1627645709,1633010314.0,68590480,CC BY-SA 4.0,https://stackoverflow.com/questions/68590480/how-to-implement-method-to-launch-app-gallery-in-hamonyos-application,How to implement method to launch App Gallery in HamonyOS application?,,
