,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,community_owned_date
585,"['java', 'session', 'servlets', 'request']","{'account_id': 1216210, 'reputation': 1143, 'user_id': 1183759, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/c0f99a316a129e391c5345f404d2aff6?s=256&d=identicon&r=PG', 'display_name': 'user82302124', 'link': 'https://stackoverflow.com/users/1183759/user82302124'}",True,77707,10036410.0,5,14,1573388213,1333660879,,10036187,CC BY-SA 3.0,https://stackoverflow.com/questions/10036187/java-servlet-session-cleanup-httpservletrequest,Java servlet - Session cleanup (HttpServletRequest),,,,
586,"['java', 'arrays', 'string']","{'account_id': 1011831, 'reputation': 6183, 'user_id': 1024246, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/a2bf9c7e2e193198649892a06d34469b?s=256&d=identicon&r=PG', 'display_name': 'Popokoko', 'link': 'https://stackoverflow.com/users/1024246/popokoko'}",True,18187,10154332.0,10,26,1573343269,1334412665,1436459943.0,10154305,CC BY-SA 3.0,https://stackoverflow.com/questions/10154305/java-checking-equality-of-arrays-order-doesnt-matter,Java: Checking equality of arrays (order doesn&#39;t matter),,,,
587,"['java', 'servlets', 'file-upload']","{'account_id': 894782, 'reputation': 18384, 'user_id': 932307, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/80eb60c725bbea959c1153159c6e6e58?s=256&d=identicon&r=PG', 'display_name': 'Gaurav Agarwal', 'link': 'https://stackoverflow.com/users/932307/gaurav-agarwal'}",True,925,10366130.0,3,2,1573131162,1335466280,1335675819.0,10339587,CC BY-SA 3.0,https://stackoverflow.com/questions/10339587/how-to-retrieve-string-on-servlet-send-as-a-part-of-multipart-post,How to retrieve String on Servlet send as a part of Multipart Post,,,,
588,"['java', 'spring', 'jdbctemplate']","{'account_id': 1144050, 'reputation': 3019, 'user_id': 1127214, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/ad3ce23abed02cb3da046e4e8df4c9ce?s=256&d=identicon&r=PG', 'display_name': 'user1127214', 'link': 'https://stackoverflow.com/users/1127214/user1127214'}",True,155787,10029858.0,4,45,1572949793,1333633505,1333634210.0,10029785,CC BY-SA 3.0,https://stackoverflow.com/questions/10029785/how-to-get-map-data-using-jdbctemplate-queryformap,How to get Map data using JDBCTemplate.queryForMap,,,,
589,"['java', 'android', 'android-wifi']","{'account_id': 1381319, 'reputation': 589, 'user_id': 1314243, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/71fcc5fe51a7fd3c7057056fb63dd90a?s=256&d=identicon&r=PG', 'display_name': 'user1314243', 'link': 'https://stackoverflow.com/users/1314243/user1314243'}",True,247,10041078.0,2,0,1572850188,1333701098,,10041017,CC BY-SA 3.0,https://stackoverflow.com/questions/10041017/wifi-connection-issues,Wifi connection issues,,,,
590,['java'],"{'account_id': 1210097, 'reputation': 31, 'user_id': 1178827, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/c95fafd5a7f2370aa3f6803814ae9928?s=256&d=identicon&r=PG', 'display_name': 'smiley', 'link': 'https://stackoverflow.com/users/1178827/smiley'}",True,13424,10053405.0,5,0,1572788949,1333782779,1333783074.0,10052568,CC BY-SA 3.0,https://stackoverflow.com/questions/10052568/how-to-write-a-program-that-reads-a-sequence-of-integers-into-an-array-and-that,How to write a program that reads a sequence of integers into an array and that computes the alternating sum of all elements in the array?,,,,
591,"['java', 'object', 'concurrency', 'process']","{'account_id': 1330396, 'reputation': 638, 'user_id': 1274447, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/c3d8aaba5b558874495f8612db5a9afb?s=256&d=identicon&r=PG&f=1', 'display_name': 'hsnm', 'link': 'https://stackoverflow.com/users/1274447/hsnm'}",True,4342,10365861.0,1,2,1572661108,1335630557,1335634062.0,10365402,CC BY-SA 3.0,https://stackoverflow.com/questions/10365402/java-process-invoked-by-processbuilder-sleeps-forever,Java process invoked by ProcessBuilder sleeps forever,,,,
592,"['java', 'mockito']","{'account_id': 82253, 'reputation': 12765, 'user_id': 231417, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/55e0b4a18e369a46aa2798b024b15a2e?s=256&d=identicon&r=PG', 'display_name': 'tbruyelle', 'link': 'https://stackoverflow.com/users/231417/tbruyelle'}",True,181141,10066785.0,8,279,1572280226,1333919791,,10066590,CC BY-SA 3.0,https://stackoverflow.com/questions/10066590/mockito-matcher-and-array-of-primitives,Mockito matcher and array of primitives,,,,
593,"['java', 'openssl', 'ssl-certificate', 'pki']","{'account_id': 35282, 'reputation': 2781, 'user_id': 99901, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/d24eabe5461f7ac88fa9febe7e2019a6?s=256&d=identicon&r=PG', 'display_name': 'Nishan', 'link': 'https://stackoverflow.com/users/99901/nishan'}",True,55559,10309119.0,5,23,1571427413,1335324035,,10308903,CC BY-SA 3.0,https://stackoverflow.com/questions/10308903/find-if-a-certificate-is-self-signed-or-ca-signed,Find if a certificate is self signed or CA signed,,,,
594,"['java', 'json', 'gson']","{'account_id': 964149, 'reputation': 478, 'user_id': 987910, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eba70909d1752812495149883c41c86c?s=256&d=identicon&r=PG', 'display_name': 'Nashwan D', 'link': 'https://stackoverflow.com/users/987910/nashwan-d'}",True,26589,10292824.0,1,20,1571256502,1335247391,1571256502.0,10292514,CC BY-SA 4.0,https://stackoverflow.com/questions/10292514/how-to-deserialize-a-json-array-of-objects-using-gson-library,How to deserialize a JSON array of objects using Gson library?,,,,
595,"['java', 'linux', 'byte', 'file-type']","{'account_id': 295146, 'reputation': 8302, 'user_id': 599402, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/53Euq.jpg?s=256&g=1', 'display_name': 'Ephraim', 'link': 'https://stackoverflow.com/users/599402/ephraim'}",True,2174,,2,5,1571100839,1334263910,1592644375.0,10131631,CC BY-SA 4.0,https://stackoverflow.com/questions/10131631/how-does-linux-recognize-a-file-as-a-certain-file-type-and-how-to-programmatica,"How does Linux recognize a file as a certain file type, and how to programmatically change it?",,,,
596,"['java', 'android', 'web-services', 'sap', 'ksoap2']","{'account_id': 1414682, 'reputation': 93, 'user_id': 1340565, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/f4e5354fe5354dbd1907e9d585e47e7a?s=256&d=identicon&r=PG', 'display_name': 'GK Soft', 'link': 'https://stackoverflow.com/users/1340565/gk-soft'}",True,2806,10317747.0,1,4,1570732257,1335360423,1570732257.0,10316689,CC BY-SA 4.0,https://stackoverflow.com/questions/10316689/how-to-authenticate-sap-web-service-with-ksoap2,how to authenticate sap web service with ksoap2,,,,
597,"['java', 'servlets']","{'account_id': 1285524, 'reputation': 197, 'user_id': 1238695, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e00e0f8d118ced803303e8cb1a01b9d7?s=256&d=identicon&r=PG', 'display_name': 'Two13', 'link': 'https://stackoverflow.com/users/1238695/two13'}",True,19802,10197103.0,2,14,1570655539,1334687937,1570655539.0,10197046,CC BY-SA 4.0,https://stackoverflow.com/questions/10197046/is-there-a-generic-requestcontext-in-java-servlet-api,Is there a generic RequestContext in Java servlet API?,,,,
598,['java'],"{'account_id': 935691, 'reputation': 1007, 'user_id': 964645, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/ccc9ecaf66c5ffb080c5c873d3f0559c?s=256&d=identicon&r=PG', 'display_name': 'Артём Царионов', 'link': 'https://stackoverflow.com/users/964645/%d0%90%d1%80%d1%82%d1%91%d0%bc-%d0%a6%d0%b0%d1%80%d0%b8%d0%be%d0%bd%d0%be%d0%b2'}",True,12487,10059161.0,3,13,1570386525,1333839698,,10059068,CC BY-SA 3.0,https://stackoverflow.com/questions/10059068/set-timeout-for-users-input,set timeout for user&#39;s input,,,,
599,"['java', 'unit-testing', 'initial-context']","{'account_id': 335934, 'reputation': 1511, 'user_id': 663306, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/bf3360a1670dbcde7d89500c4d51bcee?s=256&d=identicon&r=PG', 'display_name': 'Austin', 'link': 'https://stackoverflow.com/users/663306/austin'}",True,22066,10045669.0,7,14,1570112997,1333725424,,10045466,CC BY-SA 3.0,https://stackoverflow.com/questions/10045466/how-to-fake-initialcontext-with-default-constructor,How to fake InitialContext with default constructor,,,,
600,"['java', 'multithreading', 'concurrency']","{'account_id': 224013, 'reputation': 7819, 'user_id': 483567, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/9a5f19258bc90afeb82b3e76585ca6d5?s=256&d=identicon&r=PG', 'display_name': 'Mairbek Khadikov', 'link': 'https://stackoverflow.com/users/483567/mairbek-khadikov'}",True,4700,,2,4,1569666181,1335445060,1452385157.0,10333895,CC BY-SA 3.0,https://stackoverflow.com/questions/10333895/timeout-for-executorservice-without-blocking-the-main-thread,Timeout for ExecutorService without blocking the main thread,,,,
601,"['javascript', 'java', 'command-line-arguments']","{'account_id': 1265089, 'reputation': 5493, 'user_id': 1222542, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/1517905aa605fd0e15a21062755dc0cd?s=256&d=identicon&r=PG', 'display_name': 'Deepankar Bajpeyi', 'link': 'https://stackoverflow.com/users/1222542/deepankar-bajpeyi'}",True,254,10162437.0,1,0,1569664648,1334495585,1569664648.0,10162342,CC BY-SA 4.0,https://stackoverflow.com/questions/10162342/how-to-pass-a-string-argument-from-html-using-javascript-to-a-java-executable,How to pass a string argument from HTML (using JavaScript) to a Java executable Jar?,,,,
602,"['java', 'testing', 'maven', 'maven-2', 'exec']","{'account_id': 341117, 'reputation': 115, 'user_id': 1312650, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/17cf45ad02df128f9b05bfad91d4bdda?s=256&d=identicon&r=PG', 'display_name': 'slowessam', 'link': 'https://stackoverflow.com/users/1312650/slowessam'}",True,6970,10244885.0,2,2,1569586179,1333538402,1383461830.0,10010047,CC BY-SA 3.0,https://stackoverflow.com/questions/10010047/maven-exec-plugin-how-to-import-classes-from-main-java-when-classpathscope-test,Maven exec plugin- how to import classes from main/java when classpathscope=test,,,,
603,"['java', 'http', 'rest']","{'account_id': 1348097, 'reputation': 6220, 'user_id': 1288446, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/9c38f41733371b7c9b7263af083bc332?s=256&d=identicon&r=PG', 'display_name': 'jiafu', 'link': 'https://stackoverflow.com/users/1288446/jiafu'}",True,16955,10074545.0,1,18,1569570741,1333980105,1569570741.0,10074359,,https://stackoverflow.com/questions/10074359/difference-between-an-http-query-parameter-and-http-form-parameter,Difference between an HTTP query parameter and HTTP form parameter?,1334069434.0,not a real question,,
604,"['java', 'code-generation', 'eclipse-jdt', 'sun-codemodel']","{'account_id': 1270597, 'reputation': 563, 'user_id': 1226971, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/9c180fa6c5d7677c05c9542cf45723f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'sm13294', 'link': 'https://stackoverflow.com/users/1226971/sm13294'}",True,3060,10413775.0,5,9,1569378041,1335190092,1335191147.0,10282177,CC BY-SA 3.0,https://stackoverflow.com/questions/10282177/a-better-way-of-code-generator-in-java,A better way of code generator in Java?,,,,
605,"['java', 'html', 'jsp', 'struts', 'dom-events']","{'account_id': 1362225, 'reputation': 5010, 'user_id': 1299376, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/QfPOP.jpg?s=256&g=1', 'display_name': 'Susie', 'link': 'https://stackoverflow.com/users/1299376/susie'}",True,12425,10306730.0,3,2,1569353224,1335290181,1569353224.0,10303349,CC BY-SA 4.0,https://stackoverflow.com/questions/10303349/keep-the-radio-button-selected-after-refreshing-the-page-or-submitting-the-reque,Keep the radio button selected after refreshing the page or submitting the request,,,,
606,"['java', 'android', 'eclipse', 'admob']","{'account_id': 56672, 'reputation': 8209, 'user_id': 169774, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/ef760e2a9a24b58476207635c21730f9?s=256&d=identicon&r=PG', 'display_name': 'Mick', 'link': 'https://stackoverflow.com/users/169774/mick'}",True,22731,10353623.0,10,18,1569301003,1335540600,1402500789.0,10353479,CC BY-SA 3.0,https://stackoverflow.com/questions/10353479/java-lang-noclassdeffounderror-com-google-ads-adview,java.lang.NoClassDefFoundError: com.google.ads.AdView,,,,
607,"['java', 'swing', 'user-interface']","{'account_id': 1386526, 'reputation': 1, 'user_id': 1318457, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cbad8b14ec2cf87cb1f0acc4b7119809?s=256&d=identicon&r=PG', 'display_name': 'Sean', 'link': 'https://stackoverflow.com/users/1318457/sean'}",True,4725,,1,0,1569078230,1333761050,1569078230.0,10050866,CC BY-SA 4.0,https://stackoverflow.com/questions/10050866/running-gui-update-methods-from-separate-class-methods,Running GUI Update methods from separate Class methods,,,,
608,"['java', 'model-view-controller', 'blackjack']","{'account_id': 1403523, 'reputation': 1, 'user_id': 1331845, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/688c0f9a609609394b4c4e43f15a9499?s=256&d=identicon&r=PG', 'display_name': 'germaine', 'link': 'https://stackoverflow.com/users/1331845/germaine'}",True,3218,,1,0,1569071217,1334328391,1569071217.0,10143030,CC BY-SA 4.0,https://stackoverflow.com/questions/10143030/blackjack-java-using-mvc,Blackjack Java using MVC,,,,
609,"['java', 'count', 'statistics', 'word', 'keyword']","{'account_id': 1427716, 'reputation': 47, 'user_id': 1350823, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/d5b9776792b9f599e77431c0aa195e71?s=256&d=identicon&r=PG', 'display_name': 'Eagle Eye', 'link': 'https://stackoverflow.com/users/1350823/eagle-eye'}",True,1673,,1,0,1568971164,1335170747,1568971164.0,10277377,CC BY-SA 4.0,https://stackoverflow.com/questions/10277377/java-program-word-statistics,Java Program - Word Statistics,,,,
610,"['java', 'file-upload']","{'account_id': 938216, 'reputation': 1639, 'user_id': 966756, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/05e0f4c6ff76dd10103aca3319f0289a?s=256&d=identicon&r=PG', 'display_name': 'TGM', 'link': 'https://stackoverflow.com/users/966756/tgm'}",False,126,,0,1,1568537071,1335189474,1568537071.0,10281988,CC BY-SA 4.0,https://stackoverflow.com/questions/10281988/unable-to-find-the-file-saved-in-webcontent,Unable to find the file saved in WebContent,,,,
611,"['java', 'postgresql', 'jar', 'driver', 'schemaspy']","{'account_id': 1014710, 'reputation': 639, 'user_id': 1026535, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/hPJdn.jpg?s=256&g=1', 'display_name': 'Pankaj Bhambhani', 'link': 'https://stackoverflow.com/users/1026535/pankaj-bhambhani'}",True,9548,10039205.0,3,14,1568453246,1333632108,,10029423,CC BY-SA 3.0,https://stackoverflow.com/questions/10029423/schema-spy-unable-to-find-postgresql-driver,Schema Spy unable to find postgresql driver,,,,
612,"['java', 'arraylist', 'go']","{'account_id': 204940, 'reputation': 13640, 'user_id': 453438, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/QZiu3.jpg?s=256&g=1', 'display_name': 'liamzebedee', 'link': 'https://stackoverflow.com/users/453438/liamzebedee'}",True,33189,10060868.0,2,26,1568442435,1333864534,1568442435.0,10060728,CC BY-SA 4.0,https://stackoverflow.com/questions/10060728/what-is-the-equivalent-of-a-java-arrayliste-in-golang,What is the equivalent of a Java ArrayList&lt;E&gt; in Golang?,,,,
613,"['java', 'android', 'bitmap', 'bitmapfactory']","{'account_id': 1370508, 'reputation': 525, 'user_id': 1305842, 'user_type': 'registered', 'accept_rate': 22, 'profile_image': 'https://www.gravatar.com/avatar/7618d0f2fba8345c94bdf17722060158?s=256&d=identicon&r=PG', 'display_name': 'Hexor', 'link': 'https://stackoverflow.com/users/1305842/hexor'}",True,8374,,1,6,1568314960,1333281111,1503608120.0,9964138,CC BY-SA 3.0,https://stackoverflow.com/questions/9964138/new-bitmap-changed-on-copy-using-buffer,New Bitmap Changed on Copy Using Buffer,,,,
614,"['java', 'rest', 'web-services', 'jakarta-ee', 'jax-rs']","{'account_id': 85360, 'reputation': 1141, 'user_id': 238021, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/6fe5b0ca2c3454bf05fd07e2136aabc2?s=256&d=identicon&r=PG', 'display_name': 'user238021', 'link': 'https://stackoverflow.com/users/238021/user238021'}",True,16107,10007183.0,2,9,1567717878,1333509582,1567717878.0,10004485,CC BY-SA 4.0,https://stackoverflow.com/questions/10004485/javax-ws-rs-package,javax.ws.rs package,,,,
615,"['java', 'apache-poi']","{'account_id': 436273, 'reputation': 211, 'user_id': 823336, 'user_type': 'registered', 'accept_rate': 10, 'profile_image': 'https://www.gravatar.com/avatar/b5de667e37792e68a0db0fbda6cf5fa9?s=256&d=identicon&r=PG', 'display_name': 'Kiran T', 'link': 'https://stackoverflow.com/users/823336/kiran-t'}",True,10234,,2,5,1567601721,1334762690,1478277570.0,10212661,CC BY-SA 3.0,https://stackoverflow.com/questions/10212661/need-help-for-apache-poi-reading-xls-with-xssf,Need help for apache poi reading xls with XSSF,,,,
616,"['java', 'hibernate', 'jpa']","{'account_id': 22565, 'reputation': 10704, 'user_id': 55794, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/6ec47ff7138a721774782c88a0a1171a?s=256&d=identicon&r=PG', 'display_name': 'emeraldjava', 'link': 'https://stackoverflow.com/users/55794/emeraldjava'}",True,27657,10029938.0,5,3,1567528730,1333626621,,10028028,CC BY-SA 3.0,https://stackoverflow.com/questions/10028028/jpa-mapping-a-java-double-to-a-sql-number-column,JPA mapping a Java Double to a SQL Number column,,,,
617,['java'],"{'account_id': 244733, 'reputation': 1239, 'user_id': 517752, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/ec7a0278d3c60d787f7f5be2ea615c64?s=256&d=identicon&r=PG&f=1', 'display_name': 'user-517752', 'link': 'https://stackoverflow.com/users/517752/user-517752'}",True,198,10178745.0,1,0,1567339295,1334596895,1567339295.0,10178681,CC BY-SA 4.0,https://stackoverflow.com/questions/10178681/operations-on-multiple-key-data-structure,operations on Multiple-key Data structure,,,,
618,"['java', 'hashmap', 'vaadin', 'infinite-loop']","{'account_id': 326297, 'reputation': 39141, 'user_id': 647991, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/yFZCC.jpg?s=256&g=1', 'display_name': 'blueFast', 'link': 'https://stackoverflow.com/users/647991/bluefast'}",True,5665,10219782.0,3,10,1567289526,1334792753,1422128194.0,10219724,CC BY-SA 3.0,https://stackoverflow.com/questions/10219724/infinite-loop-in-java-util-hashmap,Infinite loop in java.util.HashMap,,,,
619,"['java', 'android', 'android-support-library', 'verifyerror']","{'account_id': 129834, 'reputation': 4107, 'user_id': 328679, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/faa69ee3f2023087b65a8f42956056f3?s=256&d=identicon&r=PG', 'display_name': 'Chris Lacy', 'link': 'https://stackoverflow.com/users/328679/chris-lacy'}",True,7758,10132813.0,3,10,1567219117,1334231922,,10123118,CC BY-SA 3.0,https://stackoverflow.com/questions/10123118/upgrading-android-sdk-causes-java-lang-verifyerror-crash,Upgrading Android SDK causes java.lang.VerifyError crash,,,,
620,"['java', 'enums', 'inner-classes']","{'account_id': 1296380, 'reputation': 1969, 'user_id': 1247323, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/2b5cf6e7f28e965ada693d8585a65ab4?s=256&d=identicon&r=PG', 'display_name': 'sakis kaliakoudas', 'link': 'https://stackoverflow.com/users/1247323/sakis-kaliakoudas'}",True,51206,10362599.0,5,15,1566990959,1335607749,1335610937.0,10362535,CC BY-SA 3.0,https://stackoverflow.com/questions/10362535/using-inner-classes-in-java-enum,using inner classes in Java - enum,,,,
621,"['java', 'new-operator']","{'account_id': 1404386, 'reputation': 131, 'user_id': 1332503, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4915a217c30f721765493a6bb10cee90?s=256&d=identicon&r=PG', 'display_name': 'user1332503', 'link': 'https://stackoverflow.com/users/1332503/user1332503'}",True,44863,,4,10,1566943104,1334352698,1566943104.0,10148573,CC BY-SA 4.0,https://stackoverflow.com/questions/10148573/how-to-keep-my-user-input-on-the-same-line-after-an-output,How to keep my user input on the same line after an output?,,,,
622,"['java', 'rest', 'cxf', 'apache-camel']","{'account_id': 1240857, 'reputation': 2603, 'user_id': 1203489, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/9beaa9dd3cbe3fa81786cd6b5388fe0d?s=256&d=identicon&r=PG', 'display_name': 'Sikorski', 'link': 'https://stackoverflow.com/users/1203489/sikorski'}",False,1327,,1,0,1566763409,1335189229,1566763409.0,10281920,CC BY-SA 4.0,https://stackoverflow.com/questions/10281920/rest-webservices-with-apache-camel-and-cxf-nullpointerexception-on-startup,REST webservices with apache camel and cxf : NullPointerException on startup,,,,
623,"['java', 'audio', 'queue']","{'account_id': 1398212, 'reputation': 117, 'user_id': 1327546, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42dfc5c83a3be31373f3ee2006aa43f7?s=256&d=identicon&r=PG', 'display_name': 'Gontroller', 'link': 'https://stackoverflow.com/users/1327546/gontroller'}",False,1039,,1,2,1566555965,1334175576,,10113319,CC BY-SA 3.0,https://stackoverflow.com/questions/10113319/java-how-to-implement-a-queue-system-to-play-audioclips,Java: How to implement a queue system to play audioclips?,,,,
624,"['java', 'rest']","{'account_id': 948455, 'reputation': 353, 'user_id': 975172, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/1012bc842a33f09281e1cd2ede752d33?s=256&d=identicon&r=PG', 'display_name': 'Rajesh Vaddepally', 'link': 'https://stackoverflow.com/users/975172/rajesh-vaddepally'}",True,105507,10137134.0,1,25,1566208244,1334125532,1439215687.0,10100936,CC BY-SA 3.0,https://stackoverflow.com/questions/10100936/file-downloading-in-restful-web-services,file downloading in restful web services,,,,
625,"['java', 'algorithm', 'multidimensional-array', 'sudoku']","{'user_type': 'does_not_exist', 'display_name': 'user1019830'}",True,883,10193798.0,1,2,1566192463,1334674422,1566192463.0,10193611,CC BY-SA 4.0,https://stackoverflow.com/questions/10193611/algorithm-for-coloring-boxes-on-a-sudoku-board,Algorithm for coloring boxes on a sudoku board,,,,
626,"['java', 'swing', 'user-interface']","{'account_id': 1389293, 'reputation': 1744, 'user_id': 1320534, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d2bee72e172031ccf2fa8547cd5fff0c?s=256&d=identicon&r=PG', 'display_name': 'Andrew', 'link': 'https://stackoverflow.com/users/1320534/andrew'}",True,630,10148263.0,2,2,1566185163,1334349056,1566185163.0,10147912,CC BY-SA 4.0,https://stackoverflow.com/questions/10147912/jcomponent-setbounds-the-last-jcomponent-in-the-wrong-place,JComponent.setBounds the last JComponent in the wrong place,,,,
627,"['java', 'swing', 'jbutton', 'changelistener']","{'account_id': 472944, 'reputation': 3329, 'user_id': 881739, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/9da1d18623d4c9e46e10c875858df6b2?s=256&d=identicon&r=PG', 'display_name': 'skiabox', 'link': 'https://stackoverflow.com/users/881739/skiabox'}",True,811,10037774.0,2,5,1566165444,1333664295,1592644375.0,10036787,CC BY-SA 4.0,https://stackoverflow.com/questions/10036787/java-isrollover-method-does-not-produce-an-event-in-my-swing-application,Java isRollover() method does not produce an event in my swing application,,,,
628,"['java', 'spring', 'dependency-injection', 'autowired']","{'account_id': 1144453, 'reputation': 1236, 'user_id': 1127536, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/51b891c77b841186957d1e42b3d9f711?s=256&d=identicon&r=PG', 'display_name': 'Tony', 'link': 'https://stackoverflow.com/users/1127536/tony'}",True,27964,10141312.0,3,28,1565863041,1334321683,1565863041.0,10141235,CC BY-SA 4.0,https://stackoverflow.com/questions/10141235/spring-dependency-injection-with-autowired-annotation-without-setter,Spring dependency injection with @Autowired annotation without setter,,,,
629,"['java', 'android', 'json']","{'account_id': 353140, 'reputation': 1406, 'user_id': 690672, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/806fb7b37d66b76cacd905fcb94633bf?s=256&d=identicon&r=PG', 'display_name': 'hectichavana', 'link': 'https://stackoverflow.com/users/690672/hectichavana'}",True,21878,10097257.0,3,12,1565780866,1333621579,1334441757.0,10026855,CC BY-SA 3.0,https://stackoverflow.com/questions/10026855/parsing-json-and-save-them-on-sqlite-database,Parsing JSON and save them on SQLite Database,,,,
630,"['java', 'list', 'object', 'arraylist']","{'account_id': 435810, 'reputation': 451, 'user_id': 822606, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/255df3e0567bb5827931ebb177eeef6d?s=256&d=identicon&r=PG', 'display_name': 'Christopher', 'link': 'https://stackoverflow.com/users/822606/christopher'}",True,232211,9988236.0,5,28,1565088967,1333434755,1421446056.0,9988211,CC BY-SA 3.0,https://stackoverflow.com/questions/9988211/listobject-and-list,List&lt;Object&gt; and List&lt;?&gt;,,,,
631,"['java', 'command-prompt', 'classnotfoundexception', 'scite']","{'account_id': 1051775, 'reputation': 8676, 'user_id': 1055527, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/CHw4R.jpg?s=256&g=1', 'display_name': 'ABVincita', 'link': 'https://stackoverflow.com/users/1055527/abvincita'}",True,497,10145596.0,1,0,1564931278,1333891225,1564931278.0,10063103,CC BY-SA 4.0,https://stackoverflow.com/questions/10063103/scite-classnotfoundexception-in-java-when-using-a-newly-added-library-but-not,SciTE: ClassNotFoundException in Java when using a newly added library (but not in command prompt),,,,
632,"['java', 'string', 'map']","{'account_id': 901364, 'reputation': 253, 'user_id': 937441, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d1daaa33d037f894fe4f099ce5c49daa?s=256&d=identicon&r=PG', 'display_name': 'Speakr', 'link': 'https://stackoverflow.com/users/937441/speakr'}",True,13395,10166823.0,6,0,1564760526,1334529380,,10166767,CC BY-SA 3.0,https://stackoverflow.com/questions/10166767/ignoring-spaces-while-counting-string-tokens,Ignoring spaces while counting String tokens,,,,
