,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
81,"['java', 'swing', 'user-interface', 'paintcomponent']","{'account_id': 116752, 'reputation': 4063, 'user_id': 306036, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/4c1dfd4d4e83c6cdec5ea7045b32bc05?s=256&d=identicon&r=PG', 'display_name': 'Ryan Leach', 'link': 'https://stackoverflow.com/users/306036/ryan-leach'}",True,677,1,0,1656840245,1351349799,13101261,CC BY-SA 4.0,https://stackoverflow.com/questions/13101261/creating-a-radio-interface-using-java-swing-gui,creating a radio interface using java swing gui,1656840245.0,13101505.0,,,,,
82,"['java', 'android', 'xml', 'radio-button']","{'account_id': 958284, 'reputation': 813, 'user_id': 983186, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/de565fcc8353f756be4fba27b130fcde?s=256&d=identicon&r=PG', 'display_name': 'chakolatemilk', 'link': 'https://stackoverflow.com/users/983186/chakolatemilk'}",True,1756,2,2,1656835881,1349758136,12792980,CC BY-SA 4.0,https://stackoverflow.com/questions/12792980/android-app-radio-buttons-textview-and-layout-options,"Android App - Radio Buttons, TextView, and Layout Options",1656835881.0,12793764.0,,,,,
83,"['java', 'base64', 'decode', 'encode']","{'account_id': 1594118, 'reputation': 18414, 'user_id': 1476749, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/8e87b4dd935df48492389c4b674f6410?s=256&d=identicon&r=PG', 'display_name': 'Jury A', 'link': 'https://stackoverflow.com/users/1476749/jury-a'}",True,906010,19,369,1656643910,1351434077,13109588,CC BY-SA 4.0,https://stackoverflow.com/questions/13109588/encoding-as-base64-in-java,Encoding as Base64 in Java,1614560348.0,13109632.0,,,,,
84,"['java', 'python', 'if-statement', 'for-loop']","{'account_id': 1099812, 'reputation': 2797, 'user_id': 1092498, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/7e66561cda79b337b004dfc7f6ee79ae?s=256&d=identicon&r=PG', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/1092498/michael'}",True,22099,5,38,1656566957,1351170783,13069402,CC BY-SA 4.0,https://stackoverflow.com/questions/13069402/efficient-implementation-for-python-for-else-loop-in-java,Efficient implementation for: &quot;Python For Else Loop&quot; in Java,1656566957.0,17281801.0,,,,,
85,"['java', 'redis', 'socketexception', 'jedis']","{'account_id': 1723999, 'reputation': 2217, 'user_id': 1579106, 'user_type': 'registered', 'accept_rate': 28, 'profile_image': 'https://www.gravatar.com/avatar/3b120e9fbf535a5e7be6a1e0f4c0990d?s=256&d=identicon&r=PG', 'display_name': 'Vignesh', 'link': 'https://stackoverflow.com/users/1579106/vignesh'}",True,98955,11,38,1655893968,1351057832,13043658,CC BY-SA 3.0,https://stackoverflow.com/questions/13043658/could-not-get-a-resource-from-the-poolsockettimeoutexception,Could not get a resource from the pool(SocketTimeoutException:),1351058143.0,,,,,,
86,"['java', 'clock']","{'account_id': 1932358, 'reputation': 23, 'user_id': 1741492, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/12e91f290b1854390bbe990f6831b3ec?s=256&d=identicon&r=PG', 'display_name': 'Mike S', 'link': 'https://stackoverflow.com/users/1741492/mike-s'}",True,27390,4,1,1655559537,1350054549,12862017,CC BY-SA 3.0,https://stackoverflow.com/questions/12862017/java-clock-assignment,Java Clock Assignment,1503755777.0,,,,,1350161631.0,
87,"['java', 'package']","{'account_id': 1814891, 'reputation': 6368, 'user_id': 1650200, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/x9BvZ.jpg?s=256&g=1', 'display_name': 'Angelos Chalaris', 'link': 'https://stackoverflow.com/users/1650200/angelos-chalaris'}",True,4385,2,3,1655447584,1349545200,12762216,CC BY-SA 4.0,https://stackoverflow.com/questions/12762216/accessing-parent-folder-packages-from-inside-a-package,Accessing parent folder packages from inside a package,1655447584.0,12762296.0,,,,,
88,"['java', 'multithreading', 'cpu', 'scheduling', 'simulation']","{'account_id': 1452843, 'reputation': 1302, 'user_id': 1369241, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/JVvjE.jpg?s=256&g=1', 'display_name': 'akaHuman', 'link': 'https://stackoverflow.com/users/1369241/akahuman'}",False,7356,1,7,1655417235,1349120587,12679943,CC BY-SA 3.0,https://stackoverflow.com/questions/12679943/shortest-remaining-time-first-java-multithreading,Shortest Remaining Time First: Java Multithreading,1349122669.0,,,,,,
89,"['java', 'list', 'final']","{'account_id': 1617832, 'reputation': 14099, 'user_id': 1495015, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/966f39aaa4a9ef3dbc58b827452368a8?s=256&d=identicon&r=PG', 'display_name': 'letter Q', 'link': 'https://stackoverflow.com/users/1495015/letter-q'}",True,52397,7,36,1655395161,1351212462,13079365,CC BY-SA 3.0,https://stackoverflow.com/questions/13079365/declaring-a-list-field-with-the-final-keyword,Declaring a List field with the final keyword,1352574763.0,13079396.0,,,,,
90,"['java', 'expression', 'evaluate']","{'account_id': 313429, 'reputation': 1021, 'user_id': 628056, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/6ba39a63e09028929f71caecf33e1d48?s=256&d=identicon&r=PG', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/628056/alex'}",True,5588,3,3,1655294749,1349185133,12691398,CC BY-SA 3.0,https://stackoverflow.com/questions/12691398/library-for-evaluating-logical-expressions-on-java-objects,Library for evaluating logical expressions on Java objects,1429468274.0,12706762.0,,,,,
91,"['java', 'eclipse']","{'account_id': 872760, 'reputation': 567, 'user_id': 1055411, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/52c11408a176d2e56e55f4b3a6a1e9bf?s=256&d=identicon&r=PG', 'display_name': 'ajkush', 'link': 'https://stackoverflow.com/users/1055411/ajkush'}",True,64006,13,32,1655277684,1351250300,13085938,CC BY-SA 3.0,https://stackoverflow.com/questions/13085938/eclipse-is-not-showing-compilation-errors-in-project-explorer,Eclipse is not showing compilation errors in project explorer,,13085965.0,,,,,
92,"['java', 'enums']","{'account_id': 1734517, 'reputation': 1255, 'user_id': 1587395, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/99d5c3c1aa2875f9def43a81b1cc136d?s=256&d=identicon&r=PG', 'display_name': 'Alf', 'link': 'https://stackoverflow.com/users/1587395/alf'}",True,185320,7,64,1655205710,1351433374,13109497,CC BY-SA 3.0,https://stackoverflow.com/questions/13109497/list-of-enum-values-in-java,List of enum values in java,,13109536.0,,,,,
93,"['java', 'naming-conventions', 'boolean']","{'account_id': 48539, 'reputation': 2980, 'user_id': 144268, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/954f1de7431961fea8f4163d98cbd89b?s=256&d=identicon&r=PG', 'display_name': 'kodai', 'link': 'https://stackoverflow.com/users/144268/kodai'}",True,37313,12,122,1655118766,1350582204,12960554,CC BY-SA 3.0,https://stackoverflow.com/questions/12960554/java-boolean-getters-is-vs-are,Java boolean getters &quot;is&quot; vs &quot;are&quot;,1364758318.0,12960625.0,,,,,
94,"['java', 'model', 'jtree']","{'account_id': 1873881, 'reputation': 677, 'user_id': 1695532, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/ee660163b99db9b4a3c000a431c58b99?s=256&d=identicon&r=PG', 'display_name': 'Adrian Stamin', 'link': 'https://stackoverflow.com/users/1695532/adrian-stamin'}",True,17956,3,8,1654858839,1349209170,12697650,CC BY-SA 4.0,https://stackoverflow.com/questions/12697650/how-do-i-clear-a-jtree-modelremoving-all-nodes,How do I clear a JTree model?(Removing all nodes),1594192687.0,12697987.0,,,,,
95,"['java', 'character-encoding', 'apache-poi']","{'account_id': 258934, 'reputation': 183, 'user_id': 1507864, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/kXu80.png?s=256&g=1', 'display_name': 'jRam90', 'link': 'https://stackoverflow.com/users/1507864/jram90'}",True,17492,1,0,1654704775,1349996724,12849913,CC BY-SA 3.0,https://stackoverflow.com/questions/12849913/how-to-set-character-encode-in-workbook-sheet-and-cells-of-hssf-classes-in-apac,"How to set character encode in workbook, sheet and cells of HSSF Classes in Apache POI beyond 3.7 version?",1351178990.0,13072263.0,,,,,
96,"['java', 'swing', 'modal-dialog', 'jdialog', 'mouse-cursor']","{'account_id': 956819, 'reputation': 616, 'user_id': 981973, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/4e79503d5ca801f7b473cdced3e2efcb?s=256&d=identicon&r=PG', 'display_name': 'paranoia25', 'link': 'https://stackoverflow.com/users/981973/paranoia25'}",True,1289,1,4,1654535556,1349342143,12724023,CC BY-SA 4.0,https://stackoverflow.com/questions/12724023/modal-dialog-prevents-correct-cursor-state,Modal dialog prevents correct cursor state,1654535556.0,12724149.0,,,,,
97,['java'],"{'account_id': 1895433, 'reputation': 1038, 'user_id': 1712517, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/e70b9ea289bf3be5fb45a0d69c639617?s=256&d=identicon&r=PG', 'display_name': 'Arun', 'link': 'https://stackoverflow.com/users/1712517/arun'}",True,9288,11,13,1654145977,1350496664,12940421,CC BY-SA 4.0,https://stackoverflow.com/questions/12940421/constructor-is-static-or-non-static,Constructor is static or non static,1548606667.0,12940446.0,,,,,
98,"['java', 'git', 'jgit']","{'account_id': 175178, 'reputation': 19465, 'user_id': 405013, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7ef3cd04888c6d17f34d43e29ec3d46f?s=256&d=identicon&r=PG', 'display_name': 'caarlos0', 'link': 'https://stackoverflow.com/users/405013/caarlos0'}",True,16448,4,20,1653889712,1349380030,12734760,CC BY-SA 3.0,https://stackoverflow.com/questions/12734760/jgit-how-to-add-all-files-to-staging-area,jGit - how to add all files to staging area,1349383407.0,12735412.0,,,,,
99,"['java', 'regex', 'string']","{'account_id': 209257, 'reputation': 1061, 'user_id': 460184, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/FYUNP.jpg?s=256&g=1', 'display_name': 'hanumant', 'link': 'https://stackoverflow.com/users/460184/hanumant'}",True,31124,8,23,1653510813,1350920688,13014947,CC BY-SA 3.0,https://stackoverflow.com/questions/13014947/regex-to-match-a-c-style-multiline-comment,Regex to match a C-style multiline comment,1366712848.0,13014995.0,1653513463.0,,,,
100,"['java', 'android', 'multithreading', 'urlconnection', 'httpconnection']","{'account_id': 1345458, 'reputation': 1175, 'user_id': 1286315, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/b19b4197bee3cd26cf49babf0944068d?s=256&d=identicon&r=PG', 'display_name': 'Pableras84', 'link': 'https://stackoverflow.com/users/1286315/pableras84'}",True,4632,4,7,1653450533,1349479624,12755290,CC BY-SA 3.0,https://stackoverflow.com/questions/12755290/it-is-possible-to-stop-a-thread-that-is-connecting-to-url-with-httpconnection-co,It is possible to stop a thread that is connecting to URL with httpConnection.connect()?,,,,,,,
101,"['java', 'active-directory', 'wmi', 'j-interop']","{'account_id': 1343172, 'reputation': 120, 'user_id': 1284444, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/73501139e30c2297a475b262eeb91f4a?s=256&d=identicon&r=PG', 'display_name': 'jtro', 'link': 'https://stackoverflow.com/users/1284444/jtro'}",True,1182,1,1,1653387628,1351029322,13039939,CC BY-SA 4.0,https://stackoverflow.com/questions/13039939/j-interop-using-local-credentials,j-interop using local credentials,1653387628.0,14148466.0,,,,,
102,"['java', 'garbage-collection', 'g1gc']","{'account_id': 96904, 'reputation': 6781, 'user_id': 263149, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/46d1ae69e7ac152e24643d77b47d1fe0?s=256&d=identicon&r=PG', 'display_name': 'sharakan', 'link': 'https://stackoverflow.com/users/263149/sharakan'}",True,3916,1,14,1653315216,1351542080,13129030,CC BY-SA 3.0,https://stackoverflow.com/questions/13129030/what-causes-the-g1-garbage-collector-in-java-7-to-abort-its-concurrent-mark-phas,What causes the G1 garbage collector in Java 7 to abort its concurrent-mark phase?,1352246585.0,13170391.0,,,,,
103,"['java', 'swing', 'jframe', 'jpanel', 'visibility']","{'account_id': 1994173, 'reputation': 31, 'user_id': 1787458, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b2683a5165a16a075d9fa2b10e5a5cd2?s=256&d=identicon&r=PG', 'display_name': 'user1787458', 'link': 'https://stackoverflow.com/users/1787458/user1787458'}",True,5546,3,3,1653253132,1351658568,13151383,CC BY-SA 3.0,https://stackoverflow.com/questions/13151383/why-are-my-panels-not-showing-up-in-the-jframe,Why are my panels not showing up in the JFrame,1351659349.0,,,,,,
104,"['java', 'algorithm', 'graph-algorithm', 'shortest-path']","{'account_id': 1123478, 'reputation': 3438, 'user_id': 1111253, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/3e0c1c60b65b0c8ae97ea478be699c9d?s=256&d=identicon&r=PG', 'display_name': 'Martin V.', 'link': 'https://stackoverflow.com/users/1111253/martin-v'}",True,7960,3,5,1653145246,1349040709,12665303,CC BY-SA 3.0,https://stackoverflow.com/questions/12665303/dijkstra-algorithm-alternatives-shortest-path-in-graph-bus-routes,"Dijkstra algorithm alternatives - shortest path in graph, bus routes",,12665448.0,,,,,
105,"['java', 'priority-queue']","{'account_id': 1483089, 'reputation': 109, 'user_id': 1391964, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/0ff12badaf414ccda9898d183d349313?s=256&d=identicon&r=PG', 'display_name': 'ytz', 'link': 'https://stackoverflow.com/users/1391964/ytz'}",True,12792,5,5,1653125817,1349188806,12692479,CC BY-SA 3.0,https://stackoverflow.com/questions/12692479/is-priorityqueue-a-fifo-queue,Is PriorityQueue a FIFO Queue?,1349188947.0,12692543.0,,,,,
106,"['java', 'apache-camel']","{'account_id': 20783, 'reputation': 3100, 'user_id': 49970, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/b9e2ab689fa8f84d17c330fc90878e46?s=256&d=identicon&r=PG', 'display_name': 'Matthias Hryniszak', 'link': 'https://stackoverflow.com/users/49970/matthias-hryniszak'}",True,1885,2,2,1652885310,1351205380,13078511,CC BY-SA 4.0,https://stackoverflow.com/questions/13078511/how-to-periodically-process-some-input-using-apache-camel,How to periodically process some input using Apache Camel,1652885310.0,13080091.0,,,,,
107,"['java', 'android', 'input', 'io']","{'account_id': 1968816, 'reputation': 183, 'user_id': 1768360, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/80beb0fdcb0f23dd1552ddbde2e9e095?s=256&d=identicon&r=PG', 'display_name': 'user1768360', 'link': 'https://stackoverflow.com/users/1768360/user1768360'}",True,2417,3,2,1652836217,1350997376,13031033,CC BY-SA 3.0,https://stackoverflow.com/questions/13031033/getting-input-data-from-resource-wav-file-in-raw-folder,Getting input data from resource wav file in &quot;raw&quot; folder,1450128237.0,,,,,,
108,"['java', 'jdbc']","{'account_id': 357611, 'reputation': 4401, 'user_id': 697886, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/57dc4ccc6f673bd2d502d1595ba6924a?s=256&d=identicon&r=PG', 'display_name': 'Student', 'link': 'https://stackoverflow.com/users/697886/student'}",True,55803,6,9,1652684225,1351363319,13103067,CC BY-SA 3.0,https://stackoverflow.com/questions/13103067/correct-way-to-find-rowcount-in-java-jdbc,Correct way to find rowcount in Java JDBC,1351363531.0,13103087.0,,,,,
109,"['java', 'javascript', 'string', 'escaping']","{'account_id': 1544203, 'reputation': 1397, 'user_id': 1438132, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/d189657f5c1d0702e58e915550520439?s=256&d=identicon&r=PG', 'display_name': 'Isuru Madusanka', 'link': 'https://stackoverflow.com/users/1438132/isuru-madusanka'}",True,35102,4,-1,1652140071,1349716974,12786483,,https://stackoverflow.com/questions/12786483/how-do-i-escape-a-semicolon-inside-of-a-string,How do I escape a semicolon inside of a String?,1349795837.0,12786634.0,,1349724955.0,not constructive,,
110,"['java', 'swing']","{'account_id': 17546, 'reputation': 15343, 'user_id': 39371, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/f6d198c90875a1c5ae754c6cf2dc1545?s=256&d=identicon&r=PG', 'display_name': 'Stephane Grenier', 'link': 'https://stackoverflow.com/users/39371/stephane-grenier'}",True,18846,4,3,1652095949,1351486375,13116020,CC BY-SA 3.0,https://stackoverflow.com/questions/13116020/how-to-hide-tabbed-panel-in-jtabbedpane,How to hide tabbed panel in JTabbedPane?,1351487088.0,14539515.0,,,,,
111,"['java', 'rft']","{'account_id': 1838890, 'reputation': 15, 'user_id': 1668717, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c74fee8836a3f29a8464990f0ab332d5?s=256&d=identicon&r=PG', 'display_name': 'Abd Er-razaq Shehadeh', 'link': 'https://stackoverflow.com/users/1668717/abd-er-razaq-shehadeh'}",True,632,2,1,1652053884,1349602488,12767663,CC BY-SA 4.0,https://stackoverflow.com/questions/12767663/execute-rft-test-script-using-agent-controller,Execute rft test script using agent controller?,1652053884.0,12775514.0,,,,,
112,"['java', 'uuid', 'unix-timestamp']","{'account_id': 312061, 'reputation': 489, 'user_id': 625945, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/wHedL.jpg?s=256&g=1', 'display_name': 'Thiyanesh', 'link': 'https://stackoverflow.com/users/625945/thiyanesh'}",True,5909,5,8,1651940434,1351174783,13070674,CC BY-SA 4.0,https://stackoverflow.com/questions/13070674/get-the-unix-timestamp-from-uuid-version-1,Get the UNIX timestamp from UUID version 1,1610755339.0,13070811.0,,,,,
113,"['java', 'hashmap', 'set', 'hashtable']","{'account_id': 369935, 'reputation': 4587, 'user_id': 717584, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/CoueX.jpg?s=256&g=1', 'display_name': 'iamjustcoder', 'link': 'https://stackoverflow.com/users/717584/iamjustcoder'}",True,27725,3,5,1651916583,1349679895,12776813,CC BY-SA 3.0,https://stackoverflow.com/questions/12776813/how-to-store-unique-objects-to-avoid-the-duplicates-in-java-set,How to Store unique objects to avoid the duplicates in java Set?,1349680596.0,12776901.0,,,,,
114,"['java', 'list', 'arraylist']","{'account_id': 1985033, 'reputation': 1211, 'user_id': 1780520, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/9e37625610e9361df74304fc4d5e7f3d?s=256&d=identicon&r=PG', 'display_name': 'Skipper07', 'link': 'https://stackoverflow.com/users/1780520/skipper07'}",True,257688,8,106,1651472505,1351584741,13134983,CC BY-SA 4.0,https://stackoverflow.com/questions/13134983/liststring-to-arrayliststring-conversion-issue,List&lt;String&gt; to ArrayList&lt;String&gt; conversion issue,1651472505.0,13135054.0,,,,,
115,"['java', 'list', 'search', 'collections']","{'account_id': 315862, 'reputation': 2922, 'user_id': 2279170, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/5Eh8h.png?s=256&g=1', 'display_name': 'Jeevi', 'link': 'https://stackoverflow.com/users/2279170/jeevi'}",True,235243,7,41,1651259462,1351600087,13138990,CC BY-SA 3.0,https://stackoverflow.com/questions/13138990/how-to-search-in-a-list-of-java-object,How to search in a List of Java object,1435233848.0,13140130.0,,,,,
116,['java'],"{'account_id': 107879, 'reputation': 3482, 'user_id': 286629, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/ce742ecb3857f142e886c334f8a7c7cf?s=256&d=identicon&r=PG', 'display_name': 'SuperMan', 'link': 'https://stackoverflow.com/users/286629/superman'}",True,4486,5,3,1650563334,1349837203,12811251,CC BY-SA 3.0,https://stackoverflow.com/questions/12811251/interview-find-the-whole-cubes-between-range-of-two-integers,Interview: Find the whole cubes between range of two Integers,1349837594.0,12811289.0,,,,,
117,"['java', 'c']","{'account_id': 321625, 'reputation': 24112, 'user_id': 640558, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/a3406798d70c05a95bb2a803780f7cfb?s=256&d=identicon&r=PG', 'display_name': 'Lostsoul', 'link': 'https://stackoverflow.com/users/640558/lostsoul'}",True,93,2,0,1650186744,1350236810,12884834,CC BY-SA 4.0,https://stackoverflow.com/questions/12884834/how-can-i-pass-and-access-c-data-from-java,How can I pass and access C data from Java?,1650186744.0,12885109.0,,,,,
118,"['java', 'jpa', 'annotations']","{'account_id': 1086290, 'reputation': 553, 'user_id': 1081930, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://i.stack.imgur.com/uwH25.jpg?s=256&g=1', 'display_name': 'xnopre', 'link': 'https://stackoverflow.com/users/1081930/xnopre'}",True,16419,3,35,1650090365,1350381510,12912063,CC BY-SA 3.0,https://stackoverflow.com/questions/12912063/jpa-multiple-embedded-fields-with-prefix,JPA Multiple Embedded fields with prefix?,,,,,,,
119,"['java', 'manifest.mf']","{'account_id': 1176664, 'reputation': 20168, 'user_id': 1152500, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/52c9add307127619573e855576ed833c?s=256&d=identicon&r=PG', 'display_name': 'Anand', 'link': 'https://stackoverflow.com/users/1152500/anand'}",True,181143,2,107,1649856570,1349604790,12767886,CC BY-SA 3.0,https://stackoverflow.com/questions/12767886/use-of-the-manifest-mf-file-in-java,Use of the MANIFEST.MF file in Java,1466165325.0,12767929.0,,,,,
120,"['java', 'performance', 'web-services', 'memory', 'operating-system']","{'account_id': 466443, 'reputation': 14762, 'user_id': 871202, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/d4ef7afc68dc6cd8d693f05244aba67e?s=256&d=identicon&r=PG', 'display_name': 'Li Haoyi', 'link': 'https://stackoverflow.com/users/871202/li-haoyi'}",True,103231,9,92,1649802224,1349813954,12807797,CC BY-SA 3.0,https://stackoverflow.com/questions/12807797/java-get-available-memory,Java get available memory,,12807848.0,,,,,
121,"['java', 'eclipse', 'networking', 'serversocket']","{'account_id': 398383, 'reputation': 11552, 'user_id': 763029, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/TVwEa.jpg?s=256&g=1', 'display_name': 'Caffeinated', 'link': 'https://stackoverflow.com/users/763029/caffeinated'}",True,844913,22,253,1649768763,1349392036,12737293,CC BY-SA 3.0,https://stackoverflow.com/questions/12737293/how-do-i-resolve-the-java-net-bindexception-address-already-in-use-jvm-bind,How do I resolve the &quot;java.net.BindException: Address already in use: JVM_Bind&quot; error?,,12737775.0,1441476037.0,,,,
122,"['java', 'debugging', 'ejb', 'weblogic']","{'account_id': 1326998, 'reputation': 127, 'user_id': 1271623, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/cc1fcbdcccfe8ae3e876262f9e84926d?s=256&d=identicon&r=PG', 'display_name': 'Kiman', 'link': 'https://stackoverflow.com/users/1271623/kiman'}",True,7137,3,3,1649746543,1351609448,13141844,CC BY-SA 3.0,https://stackoverflow.com/questions/13141844/how-to-debug-ejb-which-is-deployed-on-weblogic,How to debug EJB which is deployed on Weblogic,,13141924.0,,,,,
123,"['java', 'jakarta-ee', 'architecture']","{'account_id': 898067, 'reputation': 2534, 'user_id': 934913, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/35f6be7f2c9ab7ffeb00e835f1303dfc?s=256&d=identicon&r=PG', 'display_name': 'Arun', 'link': 'https://stackoverflow.com/users/934913/arun'}",True,1927,1,2,1649703412,1350232844,12884294,,https://stackoverflow.com/questions/12884294/flow-of-the-project,Flow of the project,1649703412.0,12884333.0,,1350299366.0,off topic,,
124,"['java', 'junit']","{'account_id': 256642, 'reputation': 5820, 'user_id': 537503, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/74b320743aa89bafb58a43cc5e08123b?s=256&d=identicon&r=PG', 'display_name': 'Andy Dufresne', 'link': 'https://stackoverflow.com/users/537503/andy-dufresne'}",True,1008,1,0,1649699383,1351138723,13061511,CC BY-SA 4.0,https://stackoverflow.com/questions/13061511/designing-junit-test-cases-predefined-steps-for-each-test-case,Designing junit test cases - predefined steps for each test case,1649699383.0,13065303.0,,,,,
125,"['java', 'android', 'validation', 'android-edittext']","{'account_id': 310904, 'reputation': 5927, 'user_id': 1004437, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/bcb375aa93ff125141a685c6727bfcf1?s=256&d=identicon&r=PG', 'display_name': 'sam_k', 'link': 'https://stackoverflow.com/users/1004437/sam-k'}",True,16363,6,9,1649503929,1351510952,13120947,CC BY-SA 3.0,https://stackoverflow.com/questions/13120947/how-to-restrict-to-input-time-for-edittext-in-android,How to restrict to input time for edittext in android,1351588465.0,,,,,,
126,"['java', 'selenium', 'selenium-webdriver', 'webdriver']","{'account_id': 983620, 'reputation': 6828, 'user_id': 1142530, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/9bfc33e79eb849e8cdb648b8576ecc0a?s=256&d=identicon&r=PG', 'display_name': 'Gnik', 'link': 'https://stackoverflow.com/users/1142530/gnik'}",True,535413,14,110,1649500015,1350044482,12858972,CC BY-SA 3.0,https://stackoverflow.com/questions/12858972/how-can-i-ask-the-selenium-webdriver-to-wait-for-few-seconds-in-java,How can I ask the Selenium-WebDriver to wait for few seconds in Java?,1432247946.0,12859689.0,1574063420.0,,,,
127,"['java', 'json']","{'account_id': 1934809, 'reputation': 1043, 'user_id': 1743341, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/5paZI.jpg?s=256&g=1', 'display_name': 'baron_bartek', 'link': 'https://stackoverflow.com/users/1743341/baron-bartek'}",True,151697,7,16,1649352023,1351677023,13155200,CC BY-SA 3.0,https://stackoverflow.com/questions/13155200/org-json-simple-cannot-be-resolved,org.json.simple cannot be resolved,1408392850.0,13155226.0,,,,,
128,"['java', 'integer', 'double', 'long-integer', 'infinity']","{'account_id': 1948461, 'reputation': 1849, 'user_id': 1753100, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3e58f00fe9eade7810eddd1e7b6676ca?s=256&d=identicon&r=PG', 'display_name': 'user1753100', 'link': 'https://stackoverflow.com/users/1753100/user1753100'}",True,423237,11,172,1649331413,1350554498,12952024,CC BY-SA 4.0,https://stackoverflow.com/questions/12952024/how-to-implement-infinity-in-java,How to implement infinity in Java?,1620501646.0,12952069.0,,,,,
