,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,migrated_from,locked_date,community_owned_date
619,"['java', 'http', 'cookies']","{'account_id': 1713193, 'reputation': 31, 'user_id': 1570814, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/e04115e5f1c0bf03f846c4f5fcb80687?s=256&d=identicon&r=PG', 'display_name': 'JianFang', 'link': 'https://stackoverflow.com/users/1570814/jianfang'}",True,1991,1,1,1578610376,1344148951,11814493,CC BY-SA 3.0,https://stackoverflow.com/questions/11814493/how-to-parse-raw-cookie,how to parse raw cookie,11814529.0,,,,,,,
620,"['java', 'database', 'hsqldb']","{'account_id': 176500, 'reputation': 11556, 'user_id': 407236, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/367b7e33b6df6d9ec40dab06974f84af?s=256&d=identicon&r=PG', 'display_name': 'Tom Tucker', 'link': 'https://stackoverflow.com/users/407236/tom-tucker'}",True,2880,2,3,1578569043,1344970858,11959008,CC BY-SA 3.0,https://stackoverflow.com/questions/11959008/can-hsqldb-handle-a-few-millions-of-rows,Can HSQLDB handle a few millions of rows?,11972795.0,1345576277.0,,,,,,
621,"['java', 'io', 'bufferedreader']","{'account_id': 1761556, 'reputation': 181, 'user_id': 1608541, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/359c4f289ca86b53e80039cc697f05fc?s=256&d=identicon&r=PG', 'display_name': 'Sunil', 'link': 'https://stackoverflow.com/users/1608541/sunil'}",True,17603,3,16,1578416452,1345801958,12107049,CC BY-SA 3.0,https://stackoverflow.com/questions/12107049/how-can-i-make-a-copy-of-a-bufferedreader,How can I make a copy of a BufferedReader?,,1345926716.0,,,,,,
622,"['java', 'c++', 'jakarta-ee', 'programming-languages']","{'account_id': 1795435, 'reputation': 129, 'user_id': 1634923, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42d3024fef67372b4049af351ad19b95?s=256&d=identicon&r=PG', 'display_name': 'steve', 'link': 'https://stackoverflow.com/users/1634923/steve'}",True,16361,1,12,1578208149,1346299910,12189761,,https://stackoverflow.com/questions/12189761/the-switch-from-c-to-java,The switch from C++ to Java,,1346300559.0,1346300906.0,off topic,,,,
623,"['java', 'parsing']","{'account_id': 1725373, 'reputation': 139, 'user_id': 1580187, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/8dc4b3a0b10ab5f592fefbfe4e36c575?s=256&d=identicon&r=PG', 'display_name': 'Brane', 'link': 'https://stackoverflow.com/users/1580187/brane'}",True,41791,6,13,1578180432,1345561529,12057853,CC BY-SA 3.0,https://stackoverflow.com/questions/12057853/how-to-convert-string-ip-numbers-to-integer-in-java,How to convert string (IP numbers) to Integer in Java,,1345570048.0,,,,,,
624,"['java', 'android']","{'account_id': 1122719, 'reputation': 85, 'user_id': 1110700, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RJpsx.png?s=256&g=1', 'display_name': 'Tobias Jessen', 'link': 'https://stackoverflow.com/users/1110700/tobias-jessen'}",True,22541,2,8,1578168392,1344768497,11921610,CC BY-SA 4.0,https://stackoverflow.com/questions/11921610/android-inputtype-numberdecimal-brings-up-keyboard-without-commas,Android inputType=&quot;numberDecimal&quot; brings up keyboard without commas,11921653.0,1555533617.0,,,,,,
625,"['java', 'image', 'swing', 'paintcomponent', 'japplet']","{'account_id': 1683431, 'reputation': 39, 'user_id': 1547182, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/81f4a5bf83c390be0ccfc00f106947dd?s=256&d=identicon&r=PG', 'display_name': 'user1547182', 'link': 'https://stackoverflow.com/users/1547182/user1547182'}",True,124,1,0,1577781259,1344640415,11910398,CC BY-SA 4.0,https://stackoverflow.com/questions/11910398/paintcomponent-isnt-being-called-cant-get-image-variables-to-work,"paintComponent isn&#39;t being called, can&#39;t get image variables to work",11910516.0,1577781259.0,,,,,,
626,"['java', 'eclipse']","{'account_id': 230523, 'reputation': 823, 'user_id': 494187, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/29454a4c3732200cc579b537deed03b4?s=256&d=identicon&r=PG', 'display_name': 'comp sci balla', 'link': 'https://stackoverflow.com/users/494187/comp-sci-balla'}",True,116569,23,28,1577769130,1343867848,11769513,CC BY-SA 3.0,https://stackoverflow.com/questions/11769513/ctrlclick-doesnt-work-in-eclipse-juno,Ctrl+click doesn&#39;t work in Eclipse Juno,,1511443034.0,,,1441221591.0,,,
627,"['java', 'layout', 'swt']","{'account_id': 556906, 'reputation': 715, 'user_id': 917368, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/ced5622a55999abb82456a204689386c?s=256&d=identicon&r=PG', 'display_name': 'humansg', 'link': 'https://stackoverflow.com/users/917368/humansg'}",True,10583,1,11,1577732799,1346298233,12189543,CC BY-SA 4.0,https://stackoverflow.com/questions/12189543/swt-components-relayout-after-visibility-set-to-false,SWT components relayout after visibility set to false,12193105.0,1577732799.0,,,,,,
628,"['java', 'android', 'android-fragments', 'fragment', 'actionbarsherlock']","{'account_id': 1750672, 'reputation': 11, 'user_id': 1599821, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e6a469a9f74f8fd3a3e1ea6339cc9964?s=256&d=identicon&r=PG', 'display_name': 'rheign', 'link': 'https://stackoverflow.com/users/1599821/rheign'}",False,185,0,1,1577698536,1345008177,11964492,CC BY-SA 4.0,https://stackoverflow.com/questions/11964492/list-fragment-is-not-setting-to-active-fragment-in-2-tabs-using-actionbarsherloc,list fragment is not setting to active fragment in 2 tabs using Actionbarsherlock,,1577698536.0,,,,,,
629,"['java', 'file', 'junit', 'delete-file']","{'account_id': 960306, 'reputation': 1687, 'user_id': 984822, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/3ddb31bb318779b9baa9d7f46c49b082?s=256&d=identicon&r=PG', 'display_name': 'Frank Smith', 'link': 'https://stackoverflow.com/users/984822/frank-smith'}",True,29310,4,9,1577452844,1344517589,11884141,CC BY-SA 3.0,https://stackoverflow.com/questions/11884141/deleting-file-and-directory-in-junit,Deleting File and Directory in JUnit,,1495542870.0,,,,,,
630,"['java', 'json', 'jersey', 'jax-rs']","{'account_id': 447270, 'reputation': 4800, 'user_id': 840802, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/faee1319a29de2d19953064433fb5e61?s=256&d=identicon&r=PG', 'display_name': 'Ajay', 'link': 'https://stackoverflow.com/users/840802/ajay'}",True,85143,15,17,1576932454,1346248943,12179737,CC BY-SA 3.0,https://stackoverflow.com/questions/12179737/jersey-json-media-type-application-json-was-not-found,Jersey + Json media type application/json was not found,12242970.0,1451340808.0,,,,,,
631,"['java', 'swing', 'vaadin']","{'account_id': 1073279, 'reputation': 1265, 'user_id': 1072040, 'user_type': 'registered', 'accept_rate': 37, 'profile_image': 'https://www.gravatar.com/avatar/08ca62ecb0609e0df50af22c19b28475?s=256&d=identicon&r=PG', 'display_name': 'Muhammad Salman Farooq', 'link': 'https://stackoverflow.com/users/1072040/muhammad-salman-farooq'}",True,9998,2,3,1576761502,1346227909,12173462,CC BY-SA 3.0,https://stackoverflow.com/questions/12173462/file-chooser-for-vaadin-web-application,File chooser for vaadin web application,,,,,,,,
632,"['java', 'documentation', 'javadoc']","{'account_id': 479245, 'reputation': 8175, 'user_id': 891814, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/cf47dc9d0b1227557450c15c3826c67b?s=256&d=identicon&r=PG', 'display_name': 'Ofek Ron', 'link': 'https://stackoverflow.com/users/891814/ofek-ron'}",True,31012,2,19,1576472641,1343839288,11763803,CC BY-SA 3.0,https://stackoverflow.com/questions/11763803/how-to-document-my-method-in-java-like-java-docs,How to document my method in Java like Java docs?,11764075.0,1343839537.0,,,,,,
633,"['java', 'android', 'eclipse', 'android-layout', 'android-intent']","{'account_id': 331945, 'reputation': 451, 'user_id': 656944, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/13df1a3b871822357eec465687d88e05?s=256&d=identicon&r=PG', 'display_name': 'ultimatenirvana', 'link': 'https://stackoverflow.com/users/656944/ultimatenirvana'}",True,28719,7,18,1576303156,1344474301,11875403,CC BY-SA 3.0,https://stackoverflow.com/questions/11875403/android-countdown-timer-to-date,Android Countdown Timer to Date,,,,,,,,
634,"['c#', 'java', 'concurrency']","{'account_id': 171227, 'reputation': 1949, 'user_id': 398502, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/e0ad41bf624e895bbc2e53b087dd0b0b?s=256&d=identicon&r=PG', 'display_name': 'Govan', 'link': 'https://stackoverflow.com/users/398502/govan'}",True,10725,5,5,1576267927,1345288372,12018071,CC BY-SA 3.0,https://stackoverflow.com/questions/12018071/is-there-something-like-c-task-in-java,Is there something like C# Task in Java?,12018164.0,1488550996.0,,,,,,
635,"['java', 'android', 'linux', 'filesystems']","{'account_id': 216950, 'reputation': 19704, 'user_id': 472495, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/4rtxd.png?s=256&g=1', 'display_name': 'halfer', 'link': 'https://stackoverflow.com/users/472495/halfer'}",True,13588,1,29,1576085067,1344189897,11818802,CC BY-SA 4.0,https://stackoverflow.com/questions/11818802/why-can-i-successfully-move-a-file-in-linux-while-it-is-being-written-to,Why can I successfully move a file in Linux while it is being written to?,11819101.0,1576085067.0,,,,,,
636,"['java', 'jaxb']","{'account_id': 43577, 'reputation': 53411, 'user_id': 127479, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/6cd776da01e915df274276084eb9858b?s=256&d=identicon&r=PG', 'display_name': 'Adamski', 'link': 'https://stackoverflow.com/users/127479/adamski'}",True,7003,2,9,1576077871,1345021938,11966714,CC BY-SA 3.0,https://stackoverflow.com/questions/11966714/xmljavatypeadapter-not-being-detected,XmlJavaTypeAdapter not being detected,11967459.0,1345022657.0,,,,,,
637,"['java', 'multithreading', 'thread-safety']","{'account_id': 434144, 'reputation': 18328, 'user_id': 819916, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/1d5036972c6c5d712b9d7a558eaa4c2d?s=256&d=identicon&r=PG&f=1', 'display_name': 'AKIWEB', 'link': 'https://stackoverflow.com/users/819916/akiweb'}",True,6676,1,1,1576039410,1345491275,12043948,CC BY-SA 3.0,https://stackoverflow.com/questions/12043948/thread-safe-linkedlist-alternate-use,Thread Safe LinkedList alternate use,12043982.0,1345492441.0,,,,,,
638,"['java', 'android', 'fullscreen', 'android-videoview']","{'account_id': 1336255, 'reputation': 4284, 'user_id': 1278943, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/eLZy2.png?s=256&g=1', 'display_name': 'Android Stack', 'link': 'https://stackoverflow.com/users/1278943/android-stack'}",True,86518,8,32,1576017118,1346402671,12211837,CC BY-SA 3.0,https://stackoverflow.com/questions/12211837/full-screen-videoview-without-stretching-the-video,Full screen videoview without stretching the video,,1346863290.0,,,,,,
639,"['java', 'android']","{'account_id': 146716, 'reputation': 8007, 'user_id': 357349, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/411cf19af397e912cf8c099c7b90bfdf?s=256&d=identicon&r=PG', 'display_name': 'David Prun', 'link': 'https://stackoverflow.com/users/357349/david-prun'}",True,654,1,1,1576011124,1345056627,11975299,CC BY-SA 4.0,https://stackoverflow.com/questions/11975299/is-starting-a-service-fix-for-anr-at-broadcast-receiver,Is Starting a Service fix for ANR at Broadcast receiver,11977326.0,1576011124.0,,,,,,
640,"['java', 'android', 'post', 'http-status-code-400']","{'account_id': 151269, 'reputation': 15611, 'user_id': 365019, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/e15d917e41379dab0ace2f0128fca4a7?s=256&d=identicon&r=PG', 'display_name': 'AndroidDev', 'link': 'https://stackoverflow.com/users/365019/androiddev'}",True,7596,3,2,1575757381,1345027830,11968033,CC BY-SA 3.0,https://stackoverflow.com/questions/11968033/android-post-request-400-response-code-throws-exception,Android POST Request 400 Response code throws Exception,11968080.0,,,,,,,
641,['java'],"{'account_id': 1265891, 'reputation': 704, 'user_id': 1225623, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/83b5bb013c058d27ef7d54751045f8f2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daya', 'link': 'https://stackoverflow.com/users/1225623/daya'}",False,151,0,1,1575653462,1344939460,11950192,CC BY-SA 4.0,https://stackoverflow.com/questions/11950192/network-project-by-using-devsjava-toolgendevs-package,network project by using DEVSJAVA tool(genDevs package),,1575653462.0,,,,,,
642,"['java', 'expression']","{'account_id': 119129, 'reputation': 3786, 'user_id': 310626, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/742f369b38c42839d1f23eb079447d8b?s=256&d=identicon&r=PG', 'display_name': 'duduamar', 'link': 'https://stackoverflow.com/users/310626/duduamar'}",True,23879,4,13,1575580516,1344928861,11947553,CC BY-SA 3.0,https://stackoverflow.com/questions/11947553/java-expression-parsing-evaluating-library,JAVA - Expression parsing &amp; evaluating library,,1466682228.0,,,,,,
643,"['java', 'eclipse', 'tomcat']","{'account_id': 1396075, 'reputation': 1282, 'user_id': 1325796, 'user_type': 'registered', 'accept_rate': 35, 'profile_image': 'https://www.gravatar.com/avatar/891492f6a3a157b8d409186a8c312d2c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Siva Kumar Reddy G', 'link': 'https://stackoverflow.com/users/1325796/siva-kumar-reddy-g'}",True,43579,8,18,1575567470,1345003741,11963994,CC BY-SA 3.0,https://stackoverflow.com/questions/11963994/tomcat-server-is-not-starting-as-service-1-is-not-a-valid-win32-application,Tomcat server is not starting as service: %1 is not a valid Win32 application,,1388859818.0,,,,,,
644,"['java', 'linux']","{'account_id': 1254571, 'reputation': 448, 'user_id': 1214321, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/969c4fbd4866d57f22dca079f8e78481?s=256&d=identicon&r=PG', 'display_name': 'yoyosir', 'link': 'https://stackoverflow.com/users/1214321/yoyosir'}",True,2850,3,4,1575460933,1343963291,11788704,CC BY-SA 3.0,https://stackoverflow.com/questions/11788704/i-want-realtime-output-of-my-runtime-getruntime-exec,I want realtime output of my Runtime.getRuntime().exec(),11788772.0,,,,,,,
645,"['java', 'jsp', 'servlets', 'href']","{'account_id': 555930, 'reputation': 10367, 'user_id': 831294, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/4CXaK.jpg?s=256&g=1', 'display_name': 'URL87', 'link': 'https://stackoverflow.com/users/831294/url87'}",True,68633,2,9,1574841190,1344322465,11840751,CC BY-SA 4.0,https://stackoverflow.com/questions/11840751/pass-values-from-jsp-to-servlet-using-a-href,pass values from jsp to servlet using &lt;a href&gt;,11840808.0,1574841190.0,,,,,,
646,"['java', 'hibernate', 'jpa', 'hsqldb', 'in-memory']","{'account_id': 246686, 'reputation': 56224, 'user_id': 520957, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/bLCif.jpg?s=256&g=1', 'display_name': 'J&#233;r&#244;me Verstrynge', 'link': 'https://stackoverflow.com/users/520957/j%c3%a9r%c3%b4me-verstrynge'}",True,51912,6,42,1574794957,1345550587,12054422,CC BY-SA 3.0,https://stackoverflow.com/questions/12054422/unsuccessful-alter-table-xxx-drop-constraint-yyy-in-hibernate-jpa-hsqldb-standa,Unsuccessful: alter table XXX drop constraint YYY in Hibernate/JPA/HSQLDB standalone,12055561.0,1345796453.0,,,,,,
647,['java'],"{'account_id': 1177686, 'reputation': 1328, 'user_id': 1153276, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/kZJhI.jpg?s=256&g=1', 'display_name': 'Prasad S Deshpande', 'link': 'https://stackoverflow.com/users/1153276/prasad-s-deshpande'}",True,12014,1,17,1574693778,1343931303,11783386,CC BY-SA 3.0,https://stackoverflow.com/questions/11783386/is-there-any-function-in-java-which-behaves-like-getopt-from-c,is there any function in java which behaves like getopt from c,11783536.0,1386329571.0,,,,,,
648,"['java', 'unit-testing', 'junit', 'intellij-idea']","{'account_id': 872686, 'reputation': 1578, 'user_id': 923179, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/84426f4aa03d51ba0f4f505fe1bb3f55?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nufail', 'link': 'https://stackoverflow.com/users/923179/nufail'}",True,3534,3,6,1574521971,1344068582,11807091,CC BY-SA 3.0,https://stackoverflow.com/questions/11807091/running-junit-tests-with-intellij-idea-java-security-accesscontrolexception,Running JUnit tests with IntelliJ IDEA - &quot;java.security.AccessControlException&quot;,,,,,,,,
649,"['java', 'permutation']","{'account_id': 1637717, 'reputation': 943, 'user_id': 1510751, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/595b1952765efa4ff448f55a0e71b49a?s=256&d=identicon&r=PG', 'display_name': 'ueg1990', 'link': 'https://stackoverflow.com/users/1510751/ueg1990'}",True,30999,7,15,1574436372,1344690959,11915026,CC BY-SA 3.0,https://stackoverflow.com/questions/11915026/permutations-of-a-string-using-iteration,permutations of a string using iteration,11916035.0,1344711539.0,,,,,,
650,"['java', 'clone']","{'account_id': 437352, 'reputation': 18891, 'user_id': 824987, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/3569d716e9ec1d0d9b93500cfb609947?s=256&d=identicon&r=PG', 'display_name': 'Amit Deshpande', 'link': 'https://stackoverflow.com/users/824987/amit-deshpande'}",True,963,5,2,1574352070,1345704210,12086115,CC BY-SA 3.0,https://stackoverflow.com/questions/12086115/why-clone-method-is-allowed-on-array,Why clone method is allowed on Array?,,1345705638.0,,,,,,
651,"['java', 'swing', 'jpanel', 'background-image', 'aspect-ratio']","{'account_id': 1603736, 'reputation': 1220, 'user_id': 1484248, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/e8391aab00b7eb6c41b46cd0a1126095?s=256&d=identicon&r=PG', 'display_name': 'exit_1', 'link': 'https://stackoverflow.com/users/1484248/exit-1'}",True,34696,4,25,1574328640,1344974010,11959758,CC BY-SA 3.0,https://stackoverflow.com/questions/11959758/java-maintaining-aspect-ratio-of-jpanel-background-image,Java: maintaining aspect ratio of JPanel background image,11959928.0,1344975318.0,,,,,,
652,"['java', 'android', 'multithreading', 'inputstream', 'bitmapfactory']","{'account_id': 455625, 'reputation': 5577, 'user_id': 853906, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/c61e98a297ccf82db4d7dfb924d1ee45?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sebastian Nowak', 'link': 'https://stackoverflow.com/users/853906/sebastian-nowak'}",True,1254,2,1,1574264131,1345143333,11993645,CC BY-SA 3.0,https://stackoverflow.com/questions/11993645/interrupting-bitmapfactory-decodestream,Interrupting BitmapFactory.decodeStream,11998891.0,,,,,,,
653,['java'],"{'account_id': 153018, 'reputation': 33057, 'user_id': 367985, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/761edb9c3cf7a0a643e73ef40666a1f7?s=256&d=identicon&r=PG', 'display_name': 'CuriousMind', 'link': 'https://stackoverflow.com/users/367985/curiousmind'}",True,271,3,0,1574229819,1344757425,11920541,CC BY-SA 3.0,https://stackoverflow.com/questions/11920541/java-compilation-classname-vs-classname-with-file-extension,java compilation: classname Vs classname with file-extension,11920557.0,,,,,,,
654,"['java', 'spring', 'hibernate', 'jakarta-ee', 'primefaces']","{'account_id': 1214050, 'reputation': 1305, 'user_id': 1181998, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/dc5ae6d17a5ed232c61f672b178448a3?s=256&d=identicon&r=PG', 'display_name': 'samira', 'link': 'https://stackoverflow.com/users/1181998/samira'}",False,5994,2,-1,1574013745,1345615918,12067235,CC BY-SA 3.0,https://stackoverflow.com/questions/12067235/update-a-record-using-hibernate-primefaces-and-spring,"Update a record using Hibernate, Primefaces and Spring",,1346059807.0,,,,,,
655,"['java', 'maven', 'intellij-idea', 'vaadin']","{'account_id': 1747231, 'reputation': 243, 'user_id': 1597121, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/cd70ff9379d927eea4cf574441955df6?s=256&d=identicon&r=PG', 'display_name': 'user1597121', 'link': 'https://stackoverflow.com/users/1597121/user1597121'}",True,27902,4,18,1573934213,1344923076,11946368,CC BY-SA 3.0,https://stackoverflow.com/questions/11946368/intellij-and-maven-source-folder-issue,IntelliJ and Maven Source folder issue,11959168.0,,,,,,,
656,"['java', 'database', 'deployment', 'installation', 'shortcut-file']","{'account_id': 1796591, 'reputation': 29, 'user_id': 1635877, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3a88b039613106ebcafe92d4c8e79eff?s=256&d=identicon&r=PG', 'display_name': 'Ranjit Kumar', 'link': 'https://stackoverflow.com/users/1635877/ranjit-kumar'}",True,1547,2,2,1573586050,1346326769,12196061,CC BY-SA 3.0,https://stackoverflow.com/questions/12196061/how-create-a-installable-msi-package-for-my-java-project,How create a installable msi package for my java project?,,1346330100.0,,,,,,
657,"['java', 'javascript', 'gwt', 'pdf-generation', 'jspdf']","{'account_id': 152396, 'reputation': 8045, 'user_id': 366898, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/75f52d7f2359c47ab79c09302adb73e8?s=256&d=identicon&r=PG', 'display_name': 'RAS', 'link': 'https://stackoverflow.com/users/366898/ras'}",True,12746,4,3,1573557748,1345026729,11967802,CC BY-SA 4.0,https://stackoverflow.com/questions/11967802/generate-pdf-on-client-side-using-jspdf,Generate PDF on client side using JSPDF,11969032.0,1542944493.0,,,,,,
658,"['java', 'android']","{'account_id': 1694080, 'reputation': 2517, 'user_id': 1555863, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/5f989043193c755b91284d2e649f5b11?s=256&d=identicon&r=PG&f=1', 'display_name': 'user1555863', 'link': 'https://stackoverflow.com/users/1555863/user1555863'}",True,21402,2,7,1573464581,1346249390,12179887,CC BY-SA 3.0,https://stackoverflow.com/questions/12179887/android-queue-vs-stack,Android Queue vs Stack,12180000.0,1346250294.0,,,,,,
659,"['java', 'date']","{'account_id': 1337965, 'reputation': 1477, 'user_id': 1280229, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/ACejX.jpg?s=256&g=1', 'display_name': 'Bathakarai', 'link': 'https://stackoverflow.com/users/1280229/bathakarai'}",True,300348,11,47,1573459437,1345618238,12067697,CC BY-SA 4.0,https://stackoverflow.com/questions/12067697/convert-current-date-to-integer,Convert Current date to integer,12067775.0,1559115458.0,,,,,,
660,"['java', 'arraylist']","{'account_id': 1507864, 'reputation': 63, 'user_id': 1410816, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0fa9f5a92edf4ff89876ee014bf9598b?s=256&d=identicon&r=PG', 'display_name': 'Kyky', 'link': 'https://stackoverflow.com/users/1410816/kyky'}",True,6319,8,4,1573343161,1346079313,12144460,CC BY-SA 3.0,https://stackoverflow.com/questions/12144460/arraylist-inside-a-method-constructor-java,ArrayList inside a method/constructor - Java,12144506.0,1346079872.0,,,,,,
661,"['java', 'apache-poi', 'xls']","{'account_id': 1155134, 'reputation': 12873, 'user_id': 1135954, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/7e7a1accbdba46d580172b43527ed201?s=256&d=identicon&r=PG', 'display_name': 'mtk', 'link': 'https://stackoverflow.com/users/1135954/mtk'}",True,6280,1,0,1573313738,1345816237,12110750,CC BY-SA 3.0,https://stackoverflow.com/questions/12110750/apache-poi-xls-file-error,Apache POI xls file error,12111777.0,1364465873.0,,,,,,
662,"['java', 'pass-by-value']","{'account_id': 246765, 'reputation': 39964, 'user_id': 521070, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/6e5c24c66968738e5afe3a694cb11570?s=256&d=identicon&r=PG&f=1', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/521070/michael'}",True,16180,6,17,1573120904,1345305264,12019978,CC BY-SA 3.0,https://stackoverflow.com/questions/12019978/is-it-a-good-practice-to-change-arguments-in-java,Is it a good practice to change arguments in Java,12020046.0,,,,,,,
663,"['java', 'android', 'timer']","{'account_id': 1689903, 'reputation': 281, 'user_id': 1552475, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/nUhI8.png?s=256&g=1', 'display_name': 'Mr. Pivirotto', 'link': 'https://stackoverflow.com/users/1552475/mr-pivirotto'}",True,2054,3,1,1572761531,1344381196,11855415,CC BY-SA 3.0,https://stackoverflow.com/questions/11855415/how-to-make-a-timer-run-in-the-background,How to make a timer run in the background,11855445.0,,,,,,,
664,['java'],"{'account_id': 1250235, 'reputation': 6474, 'user_id': 1210779, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/YAjnk.jpg?s=256&g=1', 'display_name': 'Sai Ye Yan Naing Aye', 'link': 'https://stackoverflow.com/users/1210779/sai-ye-yan-naing-aye'}",True,8136,7,7,1572721298,1345700320,12085351,CC BY-SA 4.0,https://stackoverflow.com/questions/12085351/why-does-concatenated-characters-print-a-number,Why does concatenated characters print a number?,12085383.0,1572721298.0,,,,,,
665,"['java', 'asynchronous', 'dns', 'nonblocking', 'event-driven']","{'account_id': 226173, 'reputation': 16411, 'user_id': 487064, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/74b0d07592a82cce27e4766ad89cc552?s=256&d=identicon&r=PG', 'display_name': 'GreyCat', 'link': 'https://stackoverflow.com/users/487064/greycat'}",True,10266,6,30,1572696629,1344957096,11955409,CC BY-SA 3.0,https://stackoverflow.com/questions/11955409/non-blocking-async-dns-resolving-in-java,Non-blocking (async) DNS resolving in Java,12014884.0,1495539964.0,,,,,,
666,"['java', 'python', 'ruby', 'wsgi']","{'account_id': 1498567, 'reputation': 233, 'user_id': 1403942, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/9b37847fb2416667a12b436baf41ed8d?s=256&d=identicon&r=PG', 'display_name': 'Der', 'link': 'https://stackoverflow.com/users/1403942/der'}",True,4671,2,11,1572550179,1343793313,11752355,CC BY-SA 3.0,https://stackoverflow.com/questions/11752355/whats-the-equivalent-of-rubys-rack-or-pythons-wsgi-for-java,What&#39;s the equivalent of ruby&#39;s rack or python&#39;s wsgi for Java?,,1445278114.0,,,,,,
