,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,closed_date,closed_reason,migrated_from
401,"['java', 'intellij-idea', 'cucumber', 'feature-file']","{'account_id': 8503804, 'reputation': 41, 'user_id': 6376024, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KP6ax.jpg?s=256&g=1', 'display_name': 'n0krashy', 'link': 'https://stackoverflow.com/users/6376024/n0krashy'}",False,98,,2,0,1662058983,1661799474,1661800721.0,73533486,CC BY-SA 4.0,https://stackoverflow.com/questions/73533486/using-cucumber-examples-data-in-scenario-outline-line-not-in-a-step-data-isn,"Using Cucumber examples data in &quot;scenario outline&quot; line, not in a step, data isn&#39;t read and column marked as unused",,,,,
402,"['java', 'memory-leaks', 'netty', 'heap-dump', 'azure-app-configuration']","{'account_id': 6068538, 'reputation': 251, 'user_id': 4738092, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/4236d9e708596de514ac8bc713b40d98?s=256&d=identicon&r=PG&f=1', 'display_name': 'chandu ram', 'link': 'https://stackoverflow.com/users/4738092/chandu-ram'}",False,230,,2,0,1662056887,1661514637,,73500609,CC BY-SA 4.0,https://stackoverflow.com/questions/73500609/memory-leak-issue-of-the-object-io-netty-buffer-pooledbytebufallocator-from-jar,Memory leak/issue of the object io.netty.buffer.PooledByteBufAllocator from JAR netty-buffer transitively used by azure-data-appconfiguration,,,,,
403,"['javascript', 'java', 'json', 'timestamp', 'struts']","{'account_id': 22825337, 'reputation': 31, 'user_id': 16974685, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyGZeSwG9VzTJ1kTuwW8kwmA6lnv001wIUXCC4_=k-s256', 'display_name': 'Alyan Ahmed', 'link': 'https://stackoverflow.com/users/16974685/alyan-ahmed'}",False,47,,0,0,1662052710,1661856580,1662052710.0,73541199,CC BY-SA 4.0,https://stackoverflow.com/questions/73541199/convert-timestamp-value-in-json-format-from-javascript-to-java,Convert Timestamp value in Json Format from Javascript to Java,,,,,
404,"['java', 'apache-spark', 'cassandra', 'datastax', 'datastax-java-driver']","{'account_id': 135883, 'reputation': 1117, 'user_id': 1999796, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/75x9g.jpg?s=256&g=1', 'display_name': 'Sreekanth P', 'link': 'https://stackoverflow.com/users/1999796/sreekanth-p'}",False,70,,1,0,1662049363,1661163601,1662049363.0,73443545,CC BY-SA 4.0,https://stackoverflow.com/questions/73443545/migrating-cassandra-java-driver-for-spark-dse-6-8-0,Migrating Cassandra Java Driver for spark DSE 6.8.0,,,,,
405,"['javascript', 'java', 'html', 'jquery', 'json']","{'account_id': 24947883, 'reputation': 11, 'user_id': 18813021, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyHTZKuVkT5VdElcb7A10SA4cPvkWxoARTjMl1t=k-s256', 'display_name': 'Roshni Tiwary', 'link': 'https://stackoverflow.com/users/18813021/roshni-tiwary'}",False,136,,1,0,1662047821,1661766179,,73526885,CC BY-SA 4.0,https://stackoverflow.com/questions/73526885/how-can-we-fetch-google-scholar-citation-through-serpapi,How can we fetch google scholar citation through SERPAPI?,,,,,
406,"['java', 'optimization', 'bit-manipulation', 'multiplication', 'division']","{'account_id': 8001950, 'reputation': 587, 'user_id': 6301603, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5e7633d834ab70f22ca381d4b951fa70?s=256&d=identicon&r=PG&f=1', 'display_name': 'TTho Einthausend', 'link': 'https://stackoverflow.com/users/6301603/ttho-einthausend'}",True,118,73549542.0,2,1,1662047363,1661890569,1662047363.0,73548014,CC BY-SA 4.0,https://stackoverflow.com/questions/73548014/whats-the-fastest-way-in-java-to-multiply-or-divide-with-1-6,What&#39;s the fastest way in Java to multiply or divide with 1.6?,,,,,
407,"['java', 'jsonpath']","{'account_id': 11041420, 'reputation': 11, 'user_id': 8109181, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0f34fb1e6ba6433d57d77403b8ab358?s=256&d=identicon&r=PG&f=1', 'display_name': 'user8109181', 'link': 'https://stackoverflow.com/users/8109181/user8109181'}",False,78,,1,1,1662047145,1661545660,1661570556.0,73506183,CC BY-SA 4.0,https://stackoverflow.com/questions/73506183/how-to-use-set-with-a-predicate-in-jsonpath-library,how to use &quot;set&quot; with a predicate in JsonPath library,,,,,
408,"['python', 'java', 'encryption', 'aes', 'cbc-mode']","{'account_id': 26097756, 'reputation': 1, 'user_id': 19793653, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmn5T3nLr1BBJPsnMvZJCzt82TIzhrElCwOyMabR=k-s256', 'display_name': 'Jaspreet Singh', 'link': 'https://stackoverflow.com/users/19793653/jaspreet-singh'}",True,208,,1,0,1662046615,1661158443,1661158628.0,73442479,CC BY-SA 4.0,https://stackoverflow.com/questions/73442479/aes-cbc-pkcs5padding-from-java-to-python,AES/CBC/PKCS5Padding from java to python,,,,,
409,"['java', 'linux', 'nfs', 'file-locking']","{'account_id': 1460538, 'reputation': 3903, 'user_id': 1374987, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/jmuPH.png?s=256&g=1', 'display_name': 'PentaKon', 'link': 'https://stackoverflow.com/users/1374987/pentakon'}",True,121,73571957.0,2,0,1662046094,1659966054,1662019168.0,73278848,CC BY-SA 4.0,https://stackoverflow.com/questions/73278848/java-filelock-issues-on-linux-nfs,Java FileLock issues on Linux NFS,,,,,
410,"['java', 'fonts', 'pdfbox']","{'account_id': 26127794, 'reputation': 11, 'user_id': 19818972, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/676518edac7755be1146d5745b182c3e?s=256&d=identicon&r=PG', 'display_name': 'DummerIdiot', 'link': 'https://stackoverflow.com/users/19818972/dummeridiot'}",False,101,,0,0,1662045281,1661768418,1662045281.0,73527339,CC BY-SA 4.0,https://stackoverflow.com/questions/73527339/no-glyph-found-after-getting-text-and-font-from-existing-pdf,No glyph found after getting Text and Font from existing pdf,,,,,
411,"['java', 'json', 'spring-boot', 'lombok']","{'account_id': 8677372, 'reputation': 462, 'user_id': 6494406, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://graph.facebook.com/10206659489262707/picture?type=large', 'display_name': 'Bruno Justino Praciano', 'link': 'https://stackoverflow.com/users/6494406/bruno-justino-praciano'}",False,52,,1,0,1662043340,1660837499,,73405994,CC BY-SA 4.0,https://stackoverflow.com/questions/73405994/correct-way-to-transform-a-response-into-dto,Correct way to transform a response into DTO,,,,,
412,"['javascript', 'java', 'jquery', 'jsp']","{'account_id': 19463827, 'reputation': 137, 'user_id': 14237523, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ba301dfce6fc40906120570e62daa19?s=256&d=identicon&r=PG&f=1', 'display_name': 'The_new_coder', 'link': 'https://stackoverflow.com/users/14237523/the-new-coder'}",False,21,,1,0,1662040310,1661954235,1661954548.0,73557044,CC BY-SA 4.0,https://stackoverflow.com/questions/73557044/how-to-show-some-message-against-a-option-field-in-jsp-using-java-script,How to show some message against a option field in JSP using java script,,,,,
413,"['java', 'jax-rs']","{'account_id': 25591959, 'reputation': 1, 'user_id': 19368530, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a9681f5f833bb86a9d6489196a23493?s=256&d=identicon&r=PG', 'display_name': 'Moshik Amit', 'link': 'https://stackoverflow.com/users/19368530/moshik-amit'}",False,64,,0,0,1662039803,1661936083,1662039803.0,73553309,CC BY-SA 4.0,https://stackoverflow.com/questions/73553309/how-do-i-fix-xmlrootelement-cannot-be-resolved-to-a-type-error,How do I fix - XmlRootElement cannot be resolved to a type - error,,,,,
414,"['java', 'android', 'android-fragments']","{'account_id': 25146993, 'reputation': 1, 'user_id': 18992639, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Yv3pa.jpg?s=256&g=1', 'display_name': 'Abdullah Chowdhury', 'link': 'https://stackoverflow.com/users/18992639/abdullah-chowdhury'}",False,23,,0,0,1662039795,1661952502,1662039795.0,73556645,CC BY-SA 4.0,https://stackoverflow.com/questions/73556645/stoping-a-timer-when-user-goes-to-another-fragment-via-bottomnavigation-in-andro,Stoping a timer when user goes to another fragment via BottomNavigation in Android,,,,,
415,"['java', 'windows', 'solr', 'solrcloud', 'solr9']","{'account_id': 3705601, 'reputation': 302, 'user_id': 3084236, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/jJeTt.png?s=256&g=1', 'display_name': 'mrcrag', 'link': 'https://stackoverflow.com/users/3084236/mrcrag'}",False,37,,1,0,1662037483,1661524858,,73502756,CC BY-SA 4.0,https://stackoverflow.com/questions/73502756/solr-9-404-when-auto-indexing,Solr 9 - 404 when auto indexing,,,,,
416,"['java', 'spring', 'liquibase', 'r2dbc']","{'account_id': 87230, 'reputation': 32027, 'user_id': 242042, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/a798a3d661375ece15776f83fbb80c2c?s=256&d=identicon&r=PG', 'display_name': 'Archimedes Trajano', 'link': 'https://stackoverflow.com/users/242042/archimedes-trajano'}",True,25,,1,1,1662037392,1661899247,,73549150,CC BY-SA 4.0,https://stackoverflow.com/questions/73549150/when-doing-r2dbc-with-liquibase-how-do-you-ensure-liquibase-finishes-first-befor,When doing R2DBC with Liquibase how do you ensure Liquibase finishes first before doing any R2DBC operations?,,,,,
417,"['java', 'maven', 'amazon-s3', 'spring-cloud-dataflow']","{'account_id': 2973094, 'reputation': 253, 'user_id': 2524762, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/2f0b4f383e6801cf8d02bc7cd4aa0bba?s=256&d=identicon&r=PG', 'display_name': 'Vis', 'link': 'https://stackoverflow.com/users/2524762/vis'}",True,36,73569812.0,1,0,1662037356,1661327237,1661412100.0,73469307,CC BY-SA 4.0,https://stackoverflow.com/questions/73469307/launching-cloud-data-flow-task-failes-with-illegalstateexception-failed-to-resol,Launching Cloud Data Flow task failes with IllegalStateException Failed to resolve MavenResource,,,,,
418,"['java', 'keycloak']","{'account_id': 6820344, 'reputation': 559, 'user_id': 5247706, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/uBneB.jpg?s=256&g=1', 'display_name': 'Simon Hansen', 'link': 'https://stackoverflow.com/users/5247706/simon-hansen'}",True,164,73569626.0,1,0,1662036592,1661432064,1661442521.0,73487901,CC BY-SA 4.0,https://stackoverflow.com/questions/73487901/moduleloadexception-error-loading-module-when-implementing-spi-for-keycloak,&quot;ModuleLoadException: Error loading module&quot; when implementing SPI for keycloak,,,,,
419,"['java', 'docker', 'raspberry-pi4', 'pi4j']","{'account_id': 15857926, 'reputation': 46, 'user_id': 11441846, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-634WWxj4H0Y/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rckYqb45pjOHYpB80AR5ZFyHJNvug/mo/photo.jpg?sz=256', 'display_name': 'wutoso', 'link': 'https://stackoverflow.com/users/11441846/wutoso'}",False,75,,0,0,1662034777,1661936664,1662034777.0,73553433,CC BY-SA 4.0,https://stackoverflow.com/questions/73553433/running-pi4j-inside-docker-container-on-raspberrypi,Running Pi4J inside docker container on RaspberryPi,,,,,
420,"['java', 'reactjs', 'cors', 'genexus']","{'account_id': 26203341, 'reputation': 1, 'user_id': 19883323, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucpWFne27XHg9uTIyD0Mh1iBAMq6LObmHb4_AdEZ4Q=k-s256', 'display_name': 'Gabriel Vazquez', 'link': 'https://stackoverflow.com/users/19883323/gabriel-vazquez'}",False,106,,2,0,1662034377,1661906699,,73549802,CC BY-SA 4.0,https://stackoverflow.com/questions/73549802/consuming-genexus-java-api-from-react-is-blocked-by-cors-policy,Consuming Genexus Java API from React is blocked by Cors policy,,,,,
421,"['java', 'linux', 'docker']","{'account_id': 25422667, 'reputation': 1, 'user_id': 19228325, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxyr7NyGjbNDH7ZT_s7ZMOqUsRLgyvK7_xpCboP=k-s256', 'display_name': 'Cody Wirth', 'link': 'https://stackoverflow.com/users/19228325/cody-wirth'}",False,450,,1,0,1662033994,1661384927,,73480521,CC BY-SA 4.0,https://stackoverflow.com/questions/73480521/how-to-configure-dockerfile-for-non-root-user-but-give-them-access-privileges-to,How to configure Dockerfile for non-root user but give them access privileges to write to a file in the root dir?,,,,,
422,"['java', 'spring', 'spring-boot', 'spring-data-jpa', 'connection-pool']","{'account_id': 9344039, 'reputation': 39, 'user_id': 6935793, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d4ba0cc9353ede6705bc5c75d87cf085?s=256&d=identicon&r=PG&f=1', 'display_name': 'murali', 'link': 'https://stackoverflow.com/users/6935793/murali'}",True,372,,2,2,1662033968,1661318248,1662033968.0,73467750,CC BY-SA 4.0,https://stackoverflow.com/questions/73467750/when-does-a-hikari-pool-connections-work-spring-spring-boot,When does a Hikari pool connections work? - Spring/Spring Boot,,,,,
423,"['java', 'json', 'response']","{'account_id': 18025801, 'reputation': 91, 'user_id': 13101805, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/746854d6ba0994fc8a115d64ddc8b4e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'HappyProgrammer', 'link': 'https://stackoverflow.com/users/13101805/happyprogrammer'}",True,41,73541907.0,2,0,1662033711,1661859571,1661860491.0,73541843,CC BY-SA 4.0,https://stackoverflow.com/questions/73541843/jsonobject-how-can-i-get-a-value-from-the-response,JSONObject - how can I get a value from the response?,,,,,
424,"['java', 'concurrency', 'interrupt']","{'account_id': 25729871, 'reputation': 21, 'user_id': 19485612, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwo0S9mpf7b9lMiJrI6g4p9QMt-7lF0K6QyaW4s=k-s256', 'display_name': 'hu dk', 'link': 'https://stackoverflow.com/users/19485612/hu-dk'}",True,47,,1,2,1662032082,1661225636,1662032082.0,73452850,CC BY-SA 4.0,https://stackoverflow.com/questions/73452850/how-does-the-restored-interrupt-in-a-runnable-run-interruptedexception-propagate,How does the restored interrupt in a Runnable.run InterruptedException propagate to the caller method?,,,,,
425,"['java', 'android', 'android-studio']","{'account_id': 26040427, 'reputation': 11, 'user_id': 19745337, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucpjByX09_B4lokcPxXGRbz9rfkyviYFCdry9nXLvw=k-s256', 'display_name': 'GoLiPeKa', 'link': 'https://stackoverflow.com/users/19745337/golipeka'}",False,173,,0,1,1662031778,1660241189,1660507541.0,73325106,CC BY-SA 4.0,https://stackoverflow.com/questions/73325106/android-studio-javac-error-task-appcompiledebugjavawithjavac-failed-cannot,Android Studio Javac error - Task :app:compileDebugJavaWithJavac FAILED. Cannot find symbol method setAppCacheMaxSize(Long),,,,,
426,"['java', 'android', 'android-studio', 'gradle']","{'account_id': 5319788, 'reputation': 31, 'user_id': 4243574, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6af03e2d2c803a76874edf61befbf829?s=256&d=identicon&r=PG&f=1', 'display_name': 'Robert Angermayr', 'link': 'https://stackoverflow.com/users/4243574/robert-angermayr'}",False,213,,1,1,1662030347,1660477450,1660478998.0,73351357,CC BY-SA 4.0,https://stackoverflow.com/questions/73351357/how-to-change-the-apk-filename-in-android-studio-with-gradle-plugin-7-2-2-gradle,How to change the apk filename in Android Studio with gradle-plugin 7.2.2 gradle version 7.3.3,,,,,
427,"['java', 'android', 'api', 'android-studio', 'retrofit']","{'account_id': 14583163, 'reputation': 419, 'user_id': 10532878, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-XtnixI_9FMs/AAAAAAAAAAI/AAAAAAAAAAg/wRdlzx-U5u4/photo.jpg?sz=256', 'display_name': 'mustafa hasria', 'link': 'https://stackoverflow.com/users/10532878/mustafa-hasria'}",True,207,73568184.0,3,0,1662029670,1661416348,,73484325,CC BY-SA 4.0,https://stackoverflow.com/questions/73484325/send-request-has-two-type-parameters-query-multipart-form-data,"Send request has two type parameters (Query, Multipart/form-data)",,,,,
428,"['java', 'spring-boot', 'hibernate', 'spring-data-jpa']","{'account_id': 25912139, 'reputation': 5, 'user_id': 19636161, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a60a64eced5238c6e90fc8a0f3f938df?s=256&d=identicon&r=PG', 'display_name': 'Ernesto Orozco', 'link': 'https://stackoverflow.com/users/19636161/ernesto-orozco'}",False,36,,1,0,1662028427,1661909983,1661910059.0,73550051,CC BY-SA 4.0,https://stackoverflow.com/questions/73550051/unique-constraint-for-dates-does-not-work,Unique Constraint for Dates does not work,,,,,
429,"['java', 'kotlin', 'aes', 'bouncycastle']","{'account_id': 5802269, 'reputation': 133, 'user_id': 4576081, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/09aabb95a9ab91b5ca392f272fdd638e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vin&#237;cius M. Freitas', 'link': 'https://stackoverflow.com/users/4576081/vin%c3%adcius-m-freitas'}",True,101,73561592.0,1,3,1662027504,1661957177,1661966211.0,73557729,CC BY-SA 4.0,https://stackoverflow.com/questions/73557729/bouncy-castle-is-throwing-mac-check-in-ocb-failed-when-trying-to-decrypt-an-ae,Bouncy Castle is throwing &quot;mac check in OCB failed&quot; when trying to decrypt an AES message,,,,,
430,"['java', 'google-cloud-platform', 'google-workflows']","{'account_id': 15257607, 'reputation': 3, 'user_id': 11008814, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-SzPMmHbkSnI/AAAAAAAAAAI/AAAAAAAAG9Q/twF_xjJFRlI/photo.jpg?sz=256', 'display_name': 'Shivendra Singh', 'link': 'https://stackoverflow.com/users/11008814/shivendra-singh'}",False,46,,1,0,1662026621,1661194302,1661213080.0,73449798,CC BY-SA 4.0,https://stackoverflow.com/questions/73449798/retrieve-gcp-workflow-callback-url,Retrieve GCP Workflow callback URL,,,,,
431,"['java', 'android', 'android-touch-event']","{'account_id': 25994030, 'reputation': 83, 'user_id': 19705717, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmkh5MknQKtahNizRF831EzD7hfAQYKv1m5a-3to=k-s256', 'display_name': 'Pratik Bhosale', 'link': 'https://stackoverflow.com/users/19705717/pratik-bhosale'}",True,47,73557318.0,2,2,1662026527,1661931444,,73552400,CC BY-SA 4.0,https://stackoverflow.com/questions/73552400/ontouchevent-and-onlongclicklistner-both-are-not-working-on-textview,onTouchevent and onLongclicklistner both are not working on textview,,,,,
432,"['java', 'android', 'kotlin', 'mapping']","{'account_id': 5019073, 'reputation': 2809, 'user_id': 4033050, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/8617552b81048f6c4b67c9ec04f413b1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Seb', 'link': 'https://stackoverflow.com/users/4033050/seb'}",False,56,,0,0,1662026408,1661923945,1662026408.0,73551247,CC BY-SA 4.0,https://stackoverflow.com/questions/73551247/kotlin-let-is-allowing-null-object-to-be-handle,kotlin let is allowing null object to be handle,,,,,
433,"['java', 'postgresql', 'spring-boot', 'jpa', 'nativequery']","{'account_id': 7705636, 'reputation': 1, 'user_id': 6534516, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3732516300499832f9290ee46e887ca6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Iliass Aichane', 'link': 'https://stackoverflow.com/users/6534516/iliass-aichane'}",False,455,,1,0,1662026065,1661956954,1662026065.0,73557678,CC BY-SA 4.0,https://stackoverflow.com/questions/73557678/the-column-name-was-not-found-in-this-resultset,The column name was not found in this ResultSet,,,,,
434,"['java', 'amazon-web-services', 'java-8', 'terraform', 'amazon-ses']","{'account_id': 16688975, 'reputation': 129, 'user_id': 12062075, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAZnWT7-0lKvmGofFXdlKkWss75U9P-flXA3GTQ=k-s256', 'display_name': 'Anam Qureshi', 'link': 'https://stackoverflow.com/users/12062075/anam-qureshi'}",False,173,,0,0,1662024831,1661845636,1662024831.0,73538855,CC BY-SA 4.0,https://stackoverflow.com/questions/73538855/how-to-send-formatted-emails-using-aws-ses-with-terraform-scripts,How to send formatted emails using AWS SES with terraform scripts,,,,,
435,"['java', 'exception', 'junit', 'junit4']","{'account_id': 14980530, 'reputation': 25, 'user_id': 10814631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/baffa2be2bde84162d1db60b8eaf2f9f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Akreter', 'link': 'https://stackoverflow.com/users/10814631/akreter'}",True,93,73364455.0,2,0,1662024739,1660553389,1660561159.0,73358726,CC BY-SA 4.0,https://stackoverflow.com/questions/73358726/use-a-non-mandatory-exception-to-cause-succeed-on-a-junit-test-in-java,Use a non-mandatory Exception to cause succeed on a junit test in java,,,,,
436,"['java', 'sql', 'oracle', 'jdbc']","{'account_id': 16104356, 'reputation': 1, 'user_id': 11624224, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ejuDlzOcrz0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdnx0Ig3dUxqh-jxRRQW_RM0j0BDQ/mo/photo.jpg?sz=256', 'display_name': 'lemontaffy', 'link': 'https://stackoverflow.com/users/11624224/lemontaffy'}",False,38,,1,0,1662024637,1661900970,1662024637.0,73549318,CC BY-SA 4.0,https://stackoverflow.com/questions/73549318/executebatch-runs-good-in-local-but-do-not-working-in-remote-server-no-error,"executeBatch() runs good in local but do not working in remote server, no error",,,,,
437,"['java', 'azure-devops-rest-api']","{'account_id': 26196417, 'reputation': 1, 'user_id': 19877478, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d50d474de1a919c20c9675bfa5d4abcf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sohrab', 'link': 'https://stackoverflow.com/users/19877478/sohrab'}",False,23,,0,0,1662023099,1661849549,1662023099.0,73539634,CC BY-SA 4.0,https://stackoverflow.com/questions/73539634/send-request-to-azure-devops-api-to-get-project-details-using-java,Send request to Azure DevOps API to get project details using Java,,,,,
438,"['java', 'spring-boot', 'batch-file', 'tableau-api']","{'account_id': 15943617, 'reputation': 15, 'user_id': 11504836, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34277a7fec0914dfa257a597e81cc8cb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Liam', 'link': 'https://stackoverflow.com/users/11504836/liam'}",False,81,,1,0,1662022908,1661945940,1661946389.0,73555319,CC BY-SA 4.0,https://stackoverflow.com/questions/73555319/issue-with-exporting-pdfs-using-tabcmd-2022-1-error-410,Issue with exporting PDFs using Tabcmd 2022.1 Error 410,,,,,
439,"['java', 'android', 'android-studio', 'kotlin', 'gradle']","{'account_id': 24098615, 'reputation': 11, 'user_id': 18070753, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/CLQ0t.jpg?s=256&g=1', 'display_name': 'Fiaz', 'link': 'https://stackoverflow.com/users/18070753/fiaz'}",True,292,,2,0,1662022357,1661779804,1661858544.0,73529595,CC BY-SA 4.0,https://stackoverflow.com/questions/73529595/private-lateinit-var-binding-activitymainbinding-not-working,private lateinit var binding: ActivityMainBinding Not Working?,,,,,
440,"['java', 'android', 'android-layout']","{'account_id': 26050686, 'reputation': 35, 'user_id': 19753966, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c6b7e93c19d57d92434a4a3e511df03c?s=256&d=identicon&r=PG', 'display_name': 'user787878', 'link': 'https://stackoverflow.com/users/19753966/user787878'}",True,164,,1,1,1662021094,1661462663,1661990035.0,73493849,CC BY-SA 4.0,https://stackoverflow.com/questions/73493849/increasing-width-of-top-bar-while-on-full-screen-in-landscape-mode-android,Increasing width of top bar while on full screen in landscape mode (android),,,,,
441,"['java', 'airflow-api']","{'account_id': 13022997, 'reputation': 23, 'user_id': 9411761, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36a7263021bf07180b00b93c407d24e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'jaddu nikhileswararao', 'link': 'https://stackoverflow.com/users/9411761/jaddu-nikhileswararao'}",True,62,73565372.0,1,1,1662015813,1659682441,1659683045.0,73245769,CC BY-SA 4.0,https://stackoverflow.com/questions/73245769/405-method-not-found-patch-google-cloud-composer-airflow-patch-rest-api-java,405 method not found PATCH [google cloud composer airflow patch rest api] -JAVA,,,,,
442,"['java', 'html', 'spring', 'thymeleaf']","{'account_id': 25280513, 'reputation': 1, 'user_id': 19108461, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ef9f6bee1a60cab84b0fb6f7b7a41db3?s=256&d=identicon&r=PG', 'display_name': 'AvalonV', 'link': 'https://stackoverflow.com/users/19108461/avalonv'}",False,66,,0,0,1662014807,1661794762,1662014807.0,73532653,CC BY-SA 4.0,https://stackoverflow.com/questions/73532653/thymeleaf-problem-with-java-spring-and-maven-project-it-doesnt-display-in-the,"Thymeleaf problem with Java, Spring and Maven Project. It doesn&#39;t display in the browser.Doesn&#39;t connect with the controller.Cannot resolve customer",,,,,
443,"['java', 'android', 'android-studio', 'e-sim']","{'account_id': 7131171, 'reputation': 23, 'user_id': 5452338, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a3db5c310b53882c0214eee4b3809962?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sahan', 'link': 'https://stackoverflow.com/users/5452338/sahan'}",False,20,,0,0,1662006220,1661946356,1662006220.0,73555408,CC BY-SA 4.0,https://stackoverflow.com/questions/73555408/how-can-i-get-the-value-of-this-perm-ar-do-db-in-anroid-studio,how can I get the value of this PERM-AR-DO (DB) in anroid studio,,,,,
444,"['java', 'spring', 'rabbitmq', 'spring-amqp']","{'account_id': 22443986, 'reputation': 1347, 'user_id': 16648127, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi1fxsGw6v1p1_YJWSGK8SFP46IivbTxW0kvmbl=k-s256', 'display_name': 'Enfield li', 'link': 'https://stackoverflow.com/users/16648127/enfield-li'}",True,116,73556309.0,1,0,1662001052,1661935936,1662001052.0,73553272,CC BY-SA 4.0,https://stackoverflow.com/questions/73553272/how-to-understand-async-vs-sync-in-spring-amqp,How to understand async vs sync in Spring AMQP?,,,,,
445,"['java', 'jackson', 'hashmap', 'deserialization', 'json-deserialization']","{'account_id': 24742632, 'reputation': 11, 'user_id': 18629194, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68328c1d6dea7219e6a2273651c0817f?s=256&d=identicon&r=PG&f=1', 'display_name': 'kgsd', 'link': 'https://stackoverflow.com/users/18629194/kgsd'}",False,50,,2,1,1662000785,1661884846,1661913045.0,73547107,CC BY-SA 4.0,https://stackoverflow.com/questions/73547107/issue-with-deserialisation-of-map-of-an-abstract-java-class,Issue with deserialisation of map of an abstract JAVA class,,,,,
