,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,locked_date,migrated_from,community_owned_date
563,"['java', 'jsf', 'icefaces-1.8']","{'account_id': 295230, 'reputation': 14125, 'user_id': 599528, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/HeGwj.jpg?s=256&g=1', 'display_name': 'Jacob', 'link': 'https://stackoverflow.com/users/599528/jacob'}",True,766,9037943.0,1,1,1565982467,1327558044,1565982467.0,9014506,CC BY-SA 4.0,https://stackoverflow.com/questions/9014506/autocomplete-unmatched-results,Autocomplete unmatched results,,,,,,
564,"['java', 'swing', 'user-interface', 'graph', 'relationships']","{'account_id': 145430, 'reputation': 5202, 'user_id': 355232, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/3S09G.jpg?s=256&g=1', 'display_name': 'sbrattla', 'link': 'https://stackoverflow.com/users/355232/sbrattla'}",True,326,,1,-3,1565968798,1327320096,1327324414.0,8971270,CC BY-SA 3.0,https://stackoverflow.com/questions/8971270/visualise-relationships-between-csv-file-and-custom-datastructure,Visualise relationships between CSV file and custom datastructure,,,,,,
565,"['java', 'eclipse', 'jar', 'compatibility']","{'account_id': 1191138, 'reputation': 25, 'user_id': 1163899, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43cca81371169951ab315e598935805c?s=256&d=identicon&r=PG', 'display_name': 'Jan Burak', 'link': 'https://stackoverflow.com/users/1163899/jan-burak'}",True,3804,8964600.0,6,1,1565968285,1327265326,1565968285.0,8964569,CC BY-SA 4.0,https://stackoverflow.com/questions/8964569/exporting-a-program-in-eclipse-that-works-for-people-not-familiar-with-java-prog,Exporting a program in Eclipse that works for people not familiar with Java programming,,,,,,
566,"['java', 'swing', 'jtextarea', 'jtextpane', 'caret']","{'account_id': 48835, 'reputation': 1277, 'user_id': 145238, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/uOcmu.png?s=256&g=1', 'display_name': 'C.LS', 'link': 'https://stackoverflow.com/users/145238/c-ls'}",True,4882,8880401.0,2,3,1565947077,1326708367,1565947077.0,8878392,CC BY-SA 4.0,https://stackoverflow.com/questions/8878392/caret-position-in-jtextpane-is-not-correct-bug-or-expected-behavior,Caret position in JTextPane is not correct ?! Bug or expected behavior?,,,,,,
567,"['java', 'math', 'floating-point', 'geometry']","{'account_id': 1138229, 'reputation': 1471, 'user_id': 1122834, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f8989c2ae89dd2f1b29bcf4484fbbebf?s=256&d=identicon&r=PG', 'display_name': 'Lolmewn', 'link': 'https://stackoverflow.com/users/1122834/lolmewn'}",True,216,8807298.0,1,6,1565926441,1326213326,1565926441.0,8806823,CC BY-SA 4.0,https://stackoverflow.com/questions/8806823/how-to-get-the-size-of-the-intersecting-part-in-a-circle-in-java,How to get the size of the intersecting part in a circle in Java,,,,,,
568,"['java', 'hibernate', 'jpa']","{'account_id': 1123316, 'reputation': 6759, 'user_id': 1111130, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/9c2837d8273c4936c2ec639ef63a04c8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sunny Gupta', 'link': 'https://stackoverflow.com/users/1111130/sunny-gupta'}",True,98,8973149.0,2,0,1565685006,1327328669,1565685006.0,8973104,CC BY-SA 4.0,https://stackoverflow.com/questions/8973104/query-regarding-jpa-hibernate-and-ejb-3-0,"Query regarding JPA, hibernate and EJB 3.0",,,,,,
569,"['java', 'jsp', 'jakarta-ee', 'servlets']","{'account_id': 1094129, 'reputation': 548, 'user_id': 1088107, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/4fcfcbe69a64bca86cb6ed5b079c2344?s=256&d=identicon&r=PG', 'display_name': 'stooicrealism', 'link': 'https://stackoverflow.com/users/1088107/stooicrealism'}",True,3122,,5,0,1565619368,1326708581,,8878452,CC BY-SA 3.0,https://stackoverflow.com/questions/8878452/form-values-not-submitted-to-the-servlet,form values not submitted to the servlet,,,,,,
570,"['java', 'spring', 'spring-mvc']","{'account_id': 1200859, 'reputation': 151, 'user_id': 1171560, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/a69209d22833cac87fe5067ec12b7efb?s=256&d=identicon&r=PG', 'display_name': 'Asp1de', 'link': 'https://stackoverflow.com/users/1171560/asp1de'}",True,5953,9020530.0,2,6,1565404423,1327591491,1565404423.0,9020444,CC BY-SA 4.0,https://stackoverflow.com/questions/9020444/spring-uri-template-patterns-with-regular-expressions,Spring URI Template Patterns with Regular Expressions,,,,,,
571,"['java', 'eclipse', 'jakarta-ee', 'tomcat7']","{'account_id': 162919, 'reputation': 52214, 'user_id': 384706, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/4d4c5200e64564047976e390fa9ed1cc?s=256&d=identicon&r=PG', 'display_name': 'Cratylus', 'link': 'https://stackoverflow.com/users/384706/cratylus'}",True,4758,,5,4,1565348241,1326286694,1326288563.0,8819674,CC BY-SA 3.0,https://stackoverflow.com/questions/8819674/can-not-run-tomcat-7-from-eclipse,Can not run Tomcat 7 from eclipse,,,,,,
572,"['java', 'collections', 'priority-queue']","{'account_id': 954865, 'reputation': 61, 'user_id': 980357, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/154353a223035b9a8eb2b911a6d47a55?s=256&d=identicon&r=PG', 'display_name': 'Gangam Mekerira', 'link': 'https://stackoverflow.com/users/980357/gangam-mekerira'}",True,3479,,6,5,1564729583,1326359977,1330441109.0,8832571,CC BY-SA 3.0,https://stackoverflow.com/questions/8832571/internal-sorting-of-priorityqueue,Internal sorting of PriorityQueue,,,,,,
573,"['java', 'parsing', 'collision', 'delimiter']","{'account_id': 1099274, 'reputation': 29, 'user_id': 1092086, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df0fe7f3777bd80d3f2eea4ea3f236e9?s=256&d=identicon&r=PG', 'display_name': 'Roge', 'link': 'https://stackoverflow.com/users/1092086/roge'}",True,2679,,4,3,1564694513,1327473113,,8998752,CC BY-SA 3.0,https://stackoverflow.com/questions/8998752/java-best-practice-for-avoiding-delimiter-collisions,Java best practice for avoiding delimiter collisions?,,,,,,
574,"['java', 'multithreading', 'sockets', 'udp', 'serversocket']","{'account_id': 1111844, 'reputation': 36, 'user_id': 1102172, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/6b2a43a85f548bd0c29084bd171e4f8f?s=256&d=identicon&r=PG', 'display_name': 'kyktommy', 'link': 'https://stackoverflow.com/users/1102172/kyktommy'}",False,714,,1,0,1564575603,1325995965,1564575603.0,8775332,CC BY-SA 4.0,https://stackoverflow.com/questions/8775332/java-udp-file-transfer-for-multi-client-cant-bind-same-address,"java UDP file transfer for multi client, can&#39;t bind same address",,,,,,
575,"['java', 'printing', 'boolean']","{'account_id': 306848, 'reputation': 618, 'user_id': 617835, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/765f54b7d6c9f0a33f9c2861740fcbc3?s=256&d=identicon&r=PG', 'display_name': 'cutrightjm', 'link': 'https://stackoverflow.com/users/617835/cutrightjm'}",True,124879,8987818.0,6,11,1564127054,1327412431,1564127054.0,8987778,CC BY-SA 4.0,https://stackoverflow.com/questions/8987778/how-do-i-print-out-the-value-of-this-boolean-java,How do I print out the value of this boolean? (Java),,,,,,
576,"['java', 'transparency', 'bufferedimage']","{'account_id': 1079952, 'reputation': 6997, 'user_id': 1077188, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/43e1d9cef48eb097161b401eabc9aabe?s=256&d=identicon&r=PG', 'display_name': 'Panos', 'link': 'https://stackoverflow.com/users/1077188/panos'}",True,9771,8978280.0,2,8,1564019443,1327351198,,8978228,CC BY-SA 3.0,https://stackoverflow.com/questions/8978228/java-bufferedimage-how-to-know-if-a-pixel-is-transparent,Java BufferedImage how to know if a pixel is transparent,,,,,,
577,"['java', 'swing', 'nullpointerexception', 'jcombobox']","{'account_id': 1183069, 'reputation': 337, 'user_id': 1157559, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/b877b7772004e7b7b2f76b1e144bd181?s=256&d=identicon&r=PG', 'display_name': 'dmfrl', 'link': 'https://stackoverflow.com/users/1157559/dmfrl'}",True,189,8920833.0,1,1,1563895918,1326941520,1563895918.0,8920462,CC BY-SA 4.0,https://stackoverflow.com/questions/8920462/nullpointerexception-for-jcombobox-requestfocus,NullPointerException for JComboBox.requestFocus,,,,,,
578,"['java', 'sql', 'oracle']","{'account_id': 1175836, 'reputation': 163, 'user_id': 1151908, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/0489bbcc54189bac46f77ffcc70be0df?s=256&d=identicon&r=PG', 'display_name': 'Bharat', 'link': 'https://stackoverflow.com/users/1151908/bharat'}",True,12902,8923701.0,4,2,1563877118,1326719950,1326725052.0,8880572,CC BY-SA 3.0,https://stackoverflow.com/questions/8880572/getting-java-sql-sqlexception-ora-01461-can-bind-a-long-value-only-for-insert,Getting Java.sql.SQLException: ORA-01461: can bind a LONG value only for insert into a LONG column.. While inserting the data,,,,,,
579,"['java', 'string', 'parseint']","{'account_id': 1155719, 'reputation': 261, 'user_id': 1136390, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/b0b3c0551fe810a3d1facf9a48761f25?s=256&d=identicon&r=PG', 'display_name': 'Mocktagish', 'link': 'https://stackoverflow.com/users/1136390/mocktagish'}",True,37194,8780979.0,7,18,1563804089,1326054275,,8780962,CC BY-SA 3.0,https://stackoverflow.com/questions/8780962/proper-way-to-avoid-parseint-throwing-a-numberformatexception-for-input-string,Proper way to avoid parseInt throwing a NumberFormatException for input string: &quot;&quot;,,,,,,
580,"['java', 'metadata', 'jpeg', 'iptc']","{'account_id': 1197740, 'reputation': 81, 'user_id': 1169108, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/88ff344ab890372b8d9309a5a31fec50?s=256&d=identicon&r=PG', 'display_name': 'jasper', 'link': 'https://stackoverflow.com/users/1169108/jasper'}",True,1241,,2,2,1563671909,1327493062,1563671909.0,9002399,CC BY-SA 4.0,https://stackoverflow.com/questions/9002399/to-detect-iptc-content-in-jpeg-image,to detect IPTC content in jpeg image,,,,,,
581,"['java', 'sql', 'jdbc']","{'account_id': 1196111, 'reputation': 321, 'user_id': 1167810, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/205cd58fd4c90119eed5597398239075?s=256&d=identicon&r=PG', 'display_name': 'Martin', 'link': 'https://stackoverflow.com/users/1167810/martin'}",True,37801,,9,10,1563037380,1327434973,,8993188,CC BY-SA 3.0,https://stackoverflow.com/questions/8993188/mapping-a-row-from-a-sql-data-to-a-java-object,Mapping a row from a SQL data to a Java object,,,,,,
582,"['java', 'groovy', 'xml-rpc', 'confluence']","{'account_id': 1181377, 'reputation': 63, 'user_id': 1156247, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/d7a5ca6fe18ec7a011e1354d1fc866ab?s=256&d=identicon&r=PG', 'display_name': 'Greg Keyes', 'link': 'https://stackoverflow.com/users/1156247/greg-keyes'}",True,598,9017725.0,1,0,1562851083,1327578183,1562851083.0,9017655,CC BY-SA 4.0,https://stackoverflow.com/questions/9017655/difficulties-with-accessing-atlassian-confluence-through-xmlrpc,Difficulties with accessing Atlassian Confluence through XMLRPC,,,,,,
583,"['java', 'c']","{'account_id': 38907, 'reputation': 52284, 'user_id': 111988, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/fr2X6.jpg?s=256&g=1', 'display_name': 'Sunil Kumar Sahoo', 'link': 'https://stackoverflow.com/users/111988/sunil-kumar-sahoo'}",True,33296,8754567.0,5,17,1562758661,1325832804,1326086102.0,8754410,CC BY-SA 3.0,https://stackoverflow.com/questions/8754410/is-there-any-replacement-of-long-double-in-java,Is there any replacement of long double in java?,,,,,,
584,"['java', 'arrays', 'string', 'equals']","{'account_id': 1116560, 'reputation': 3461, 'user_id': 1105759, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/2c3qT.png?s=256&g=1', 'display_name': 'Nico', 'link': 'https://stackoverflow.com/users/1105759/nico'}",True,127405,8936169.0,6,18,1562740890,1327027092,1359229161.0,8936141,CC BY-SA 3.0,https://stackoverflow.com/questions/8936141/java-how-to-compare-strings-with-string-arrays,"Java, how to compare Strings with String Arrays",,,,,,
585,['java'],"{'account_id': 324834, 'reputation': 1964, 'user_id': 645647, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/2c5e0c005fc928eacca101e3648eb59d?s=256&d=identicon&r=PG', 'display_name': 'Amndeep7', 'link': 'https://stackoverflow.com/users/645647/amndeep7'}",True,109931,8962741.0,12,20,1562318513,1327250623,,8962700,,https://stackoverflow.com/questions/8962700/is-there-a-simpler-way-to-check-multiple-values-against-one-value-in-an-if-state,Is there a simpler way to check multiple values against one value in an if-statement?,1623781613.0,Duplicate,,,,
586,"['java', 'nlp', 'jvm', 'uima', 'ps3']","{'account_id': 1124835, 'reputation': 472, 'user_id': 1112362, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/9d07170469a21be02f39ed83a96286bc?s=256&d=identicon&r=PG', 'display_name': 'Lakshmi Narayanan', 'link': 'https://stackoverflow.com/users/1112362/lakshmi-narayanan'}",True,204,9172810.0,3,3,1562313042,1327430346,1561720948.0,8992188,CC BY-SA 4.0,https://stackoverflow.com/questions/8992188/is-there-any-jvm-that-runs-on-a-cbe,Is there any JVM that runs on a CBE?,,,,,,
587,"['java', 'soap', 'header', 'jax-ws']","{'account_id': 438909, 'reputation': 22593, 'user_id': 827480, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/15e7a6e4a98126f1d11435ba77112214?s=256&d=identicon&r=PG', 'display_name': 'Eric B.', 'link': 'https://stackoverflow.com/users/827480/eric-b'}",True,4762,9195743.0,2,1,1562141535,1327983910,,9074360,CC BY-SA 3.0,https://stackoverflow.com/questions/9074360/how-to-extract-soap-header-information-from-a-jax-ws-class,How to extract SOAP header information from a JAX-WS class?,,,,,,
588,"['java', '.net', 'multithreading', 'concurrency']","{'account_id': 103311, 'reputation': 2211, 'user_id': 276779, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/60d521b116416499f763c75b8914f001?s=256&d=identicon&r=PG', 'display_name': 'Shane', 'link': 'https://stackoverflow.com/users/276779/shane'}",True,267,8966482.0,2,2,1562007037,1325556728,,8707215,CC BY-SA 3.0,https://stackoverflow.com/questions/8707215/does-safe-publication-and-initialization-safety-work-in-net,Does Safe Publication and Initialization Safety work in .NET?,,,,,,
589,"['java', 'ebay-api']","{'account_id': 1146348, 'reputation': 11, 'user_id': 1129004, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2e86aa1fa9fede62f79728d52c1cae11?s=256&d=identicon&r=PG', 'display_name': 'monika92', 'link': 'https://stackoverflow.com/users/1129004/monika92'}",True,620,,1,0,1561773033,1326104318,1561773033.0,8786876,CC BY-SA 4.0,https://stackoverflow.com/questions/8786876/how-to-use-aspecthistogramcontainer-in-ebay-finding-api,How to use AspectHistogramContainer in ebay Finding API?,,,,,,
590,['java'],"{'account_id': 180477, 'reputation': 1505, 'user_id': 413816, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/bb7052ca8c739d31d9948f284a6ff3a6?s=256&d=identicon&r=PG', 'display_name': 'JavaGeek', 'link': 'https://stackoverflow.com/users/413816/javageek'}",True,12259,,7,3,1561630880,1326203545,,8804329,CC BY-SA 3.0,https://stackoverflow.com/questions/8804329/how-to-compress-text-file-to-rar-format-using-java-program,How to compress text file to rar format using java program,,,,,,
591,"['java', 'xml', 'xstream']","{'account_id': 294218, 'reputation': 4778, 'user_id': 597983, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/59de353377c14b05a528e15616844cdf?s=256&d=identicon&r=PG', 'display_name': 'Mady', 'link': 'https://stackoverflow.com/users/597983/mady'}",True,8613,,3,5,1561626839,1327070219,1327403371.0,8943000,CC BY-SA 3.0,https://stackoverflow.com/questions/8943000/format-xml-generated-by-xstream,Format XML generated by Xstream,,,,,,
592,"['java', 'input', 'icefaces', 'credit-card', 'masking']","{'account_id': 970576, 'reputation': 437, 'user_id': 993213, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/a25fd3cf5593304e756e37a5f2205a4b?s=256&d=identicon&r=PG', 'display_name': 'Diaz Pradiananto', 'link': 'https://stackoverflow.com/users/993213/diaz-pradiananto'}",True,3786,,1,1,1561612690,1327913691,1555570802.0,9061366,CC BY-SA 4.0,https://stackoverflow.com/questions/9061366/masking-input-for-credit-card-number-in-java,Masking input for credit card number in java,,,,,,
593,"['java', 'unix', 'solaris', 'newline']","{'account_id': 1177700, 'reputation': 183, 'user_id': 1153289, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e453aca570c838e769115897ca60efe?s=256&d=identicon&r=PG', 'display_name': 'Anish Mohile', 'link': 'https://stackoverflow.com/users/1153289/anish-mohile'}",True,18324,8893238.0,6,5,1561533966,1326796552,,8893132,CC BY-SA 3.0,https://stackoverflow.com/questions/8893132/writing-new-line-character-in-java-that-works-across-different-os,Writing new line character in Java that works across different OS,,,,,,
594,"['java', 'eclipse', 'swing', 'miglayout', 'windowbuilder']","{'account_id': 214595, 'reputation': 4210, 'user_id': 468661, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/718f1520384eadd9a212bea004d5f19b?s=256&d=identicon&r=PG', 'display_name': 'Alex Pritchard', 'link': 'https://stackoverflow.com/users/468661/alex-pritchard'}",True,1286,8913117.0,2,2,1561192752,1326856506,,8904716,CC BY-SA 3.0,https://stackoverflow.com/questions/8904716/jtextarea-in-miglayout-causes-nullpointerexception,JTextArea in MigLayout causes NullPointerException,,,,,,
595,"['java', 'collections', 'sequence', 'guava', 'alphabetical']","{'account_id': 880069, 'reputation': 1776, 'user_id': 212814, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/603f3ce8903994e3e08a001d591ccbe1?s=256&d=identicon&r=PG', 'display_name': 'mip', 'link': 'https://stackoverflow.com/users/212814/mip'}",True,33848,8714470.0,16,27,1561050986,1325585868,1325586470.0,8710719,CC BY-SA 3.0,https://stackoverflow.com/questions/8710719/generating-an-alphabetic-sequence-in-java,Generating an alphabetic sequence in Java,,,,,,
596,"['java', 'swing', 'graphics2d', 'linegraph']","{'account_id': 1055349, 'reputation': 1611, 'user_id': 1058210, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/ae4c04e0b159f7eb2ccfd8bfd083f832?s=256&d=identicon&r=PG', 'display_name': 'user1058210', 'link': 'https://stackoverflow.com/users/1058210/user1058210'}",True,179554,8693635.0,6,28,1560970865,1325425065,1415302331.0,8693342,CC BY-SA 3.0,https://stackoverflow.com/questions/8693342/drawing-a-simple-line-graph-in-java,Drawing a simple line graph in Java,,,,,,
597,"['java', 'encoding', '2d', 'barcode', 'ups']","{'account_id': 1149499, 'reputation': 124, 'user_id': 1131508, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/ixH3i.jpg?s=256&g=1', 'display_name': 'jahan', 'link': 'https://stackoverflow.com/users/1131508/jahan'}",True,2580,9150143.0,2,2,1560824193,1326095408,1326169006.0,8785310,CC BY-SA 3.0,https://stackoverflow.com/questions/8785310/decoding-ups-maxicode,Decoding UPS Maxicode,,,,,,
598,"['java', 'zxing']","{'account_id': 1160268, 'reputation': 143, 'user_id': 1139921, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/5153ea170effcb053cfa7e24b8003cd0?s=256&d=identicon&r=PG', 'display_name': 'user1139921', 'link': 'https://stackoverflow.com/users/1139921/user1139921'}",True,4627,8801101.0,2,1,1560787037,1326163243,1560787037.0,8797924,CC BY-SA 4.0,https://stackoverflow.com/questions/8797924/decoding-colored-image-using-zxing-library-in-java,Decoding colored image using ZXing library in Java,,,,,,
599,"['java', 'jpa', 'eclipselink']","{'account_id': 938216, 'reputation': 1639, 'user_id': 966756, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/05e0f4c6ff76dd10103aca3319f0289a?s=256&d=identicon&r=PG', 'display_name': 'TGM', 'link': 'https://stackoverflow.com/users/966756/tgm'}",True,18174,8805109.0,6,13,1560782029,1325791669,1326140350.0,8748516,CC BY-SA 3.0,https://stackoverflow.com/questions/8748516/no-entitytype-was-found-for-the-key-class-in-the-metamodel,No [EntityType] was found for the key class [...] in the Metamodel,,,,,,
600,"['java', 'concurrency', 'deadlock']","{'account_id': 462722, 'reputation': 6269, 'user_id': 865188, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/0b333204716cede2fc6e4720c0f879f4?s=256&d=identicon&r=PG', 'display_name': 'user2434', 'link': 'https://stackoverflow.com/users/865188/user2434'}",True,34252,,13,87,1560620102,1326718257,1326723282.0,8880286,CC BY-SA 3.0,https://stackoverflow.com/questions/8880286/write-a-program-that-will-surely-go-into-deadlock,Write a program that will surely go into deadlock,1439404534.0,Needs more focus,,,,
601,"['java', 'android', 'serialization', 'android-intent', 'parcelable']","{'account_id': 207611, 'reputation': 6629, 'user_id': 457577, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/HHZZT.jpg?s=256&g=1', 'display_name': 'Tom Fobear', 'link': 'https://stackoverflow.com/users/457577/tom-fobear'}",True,6853,8745966.0,5,24,1560546401,1325780543,1492276561.0,8745893,CC BY-SA 3.0,https://stackoverflow.com/questions/8745893/i-dont-get-why-this-classcastexception-occurs,I don&#39;t get why this ClassCastException occurs,,,,,,
602,"['java', 'date', 'calendar', 'days']","{'account_id': 1028140, 'reputation': 713, 'user_id': 1036972, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/c540052125322f7214d1705c5d7d45bc?s=256&d=identicon&r=PG', 'display_name': 'picaso', 'link': 'https://stackoverflow.com/users/1036972/picaso'}",True,5597,8847000.0,9,0,1560529367,1326437104,1326444665.0,8846880,CC BY-SA 3.0,https://stackoverflow.com/questions/8846880/unable-to-get-difference-of-days-between-two-dates-in-java,unable to get difference of days between two dates in java,,,,,,
603,"['java', 'swing', 'colors', 'checkbox', 'nimbus']","{'account_id': 221181, 'reputation': 1034, 'user_id': 479020, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/a09e58c4e8874799887804fe780cb123?s=256&d=identicon&r=PG', 'display_name': 'Anuj Mehta', 'link': 'https://stackoverflow.com/users/479020/anuj-mehta'}",True,1487,,2,1,1560514370,1326446258,1326451477.0,8848239,CC BY-SA 3.0,https://stackoverflow.com/questions/8848239/nimbus-l-f-setting-different-background-colors-of-a-check-boxes-in-a-checkbox,Nimbus L &amp; F: Setting different background colors of a Check-Boxes in a CheckBox List,,,,,,
604,"['java', 'unix']","{'account_id': 217791, 'reputation': 917, 'user_id': 473768, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/7465d23f2d3af838bcb9f2732df3eb1a?s=256&d=identicon&r=PG', 'display_name': 'Vivek', 'link': 'https://stackoverflow.com/users/473768/vivek'}",True,9291,8995105.0,8,4,1560223224,1327443270,1469887812.0,8995055,CC BY-SA 3.0,https://stackoverflow.com/questions/8995055/libraries-to-run-unix-commands-from-java,Libraries to run unix commands from Java,,,,,,
605,"['java', 'swing']","{'account_id': 947294, 'reputation': 669, 'user_id': 1080904, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0950240c436027ac388b7508831d3933?s=256&d=identicon&r=PG', 'display_name': 'edgar', 'link': 'https://stackoverflow.com/users/1080904/edgar'}",True,10288,,1,56,1560184985,1326438647,1560184985.0,8847083,CC BY-SA 4.0,https://stackoverflow.com/questions/8847083/swingutilities-invokelater-vs-eventqueue-invokelater,SwingUtilities.invokeLater() vs EventQueue.invokeLater(),,,,,,
606,"['java', 'string', 'compare', 'space']","{'account_id': 1147778, 'reputation': 546, 'user_id': 1130155, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'michdraft', 'link': 'https://stackoverflow.com/users/1130155/michdraft'}",True,3894,8833845.0,2,2,1560076077,1326365191,1359081041.0,8833751,CC BY-SA 3.0,https://stackoverflow.com/questions/8833751/how-to-add-spaces-between-number-and-word-in-a-string-in-java,How to add spaces between number and word in a string in Java?,,,,,,
607,"['java', 'android', 'configuration', 'android-emulator', 'adb']","{'account_id': 473623, 'reputation': 1253, 'user_id': 882837, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/2d8d18d8097f13ea921de0dab1c4fc0a?s=256&d=identicon&r=PG', 'display_name': 'Wasif Kirmani', 'link': 'https://stackoverflow.com/users/882837/wasif-kirmani'}",True,1891,9023987.0,1,1,1560074446,1327605109,1560074446.0,9023827,CC BY-SA 4.0,https://stackoverflow.com/questions/9023827/adb-is-not-recognizing-my-tablet-waiting-for-device,ADB is not recognizing my tablet (&quot;waiting for device&quot;),,,,,,
608,"['java', 'jasper-reports', 'dynamic-jasper', 'dynamic-reports']","{'account_id': 356606, 'reputation': 4904, 'user_id': 696216, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/9efa591d500df3f138d274b77956be9f?s=256&d=identicon&r=PG', 'display_name': 'janhink', 'link': 'https://stackoverflow.com/users/696216/janhink'}",True,1725,9533277.0,2,1,1559888957,1326716006,,8879871,CC BY-SA 3.0,https://stackoverflow.com/questions/8879871/print-custom-text-in-a-report-using-dynamicjasper,Print custom text in a report using DynamicJasper,,,,,,
609,"['java', 'arrays', 'string', 'joptionpane']","{'account_id': 1142965, 'reputation': 117, 'user_id': 1126378, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/14f8317f5ef02b763c6f9e7698273b8a?s=256&d=identicon&r=PG', 'display_name': 'HxM Graeme', 'link': 'https://stackoverflow.com/users/1126378/hxm-graeme'}",True,609,,3,2,1559761256,1325957519,1559761256.0,8771613,CC BY-SA 4.0,https://stackoverflow.com/questions/8771613/deleting-a-string-of-data-from-array-list,Deleting a String of data from Array List,,,,,,
610,"['java', 'amazon-web-services', 'amazon-ec2']","{'account_id': 175997, 'reputation': 6788, 'user_id': 406400, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ec35368c5a525eeb8129037891fe8611?s=256&d=identicon&r=PG', 'display_name': 'diya', 'link': 'https://stackoverflow.com/users/406400/diya'}",True,12275,8970252.0,4,10,1559755392,1327312026,1499263364.0,8969677,CC BY-SA 3.0,https://stackoverflow.com/questions/8969677/aws-error-message-invalidinstanceid-notfound,AWS Error Message: InvalidInstanceID.NotFound,,,,,,
