,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,community_owned_date,closed_reason,protected_date,locked_date
224,"['java', 'image', 'template-engine']","{'account_id': 17822, 'reputation': 39248, 'user_id': 40310, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/8afe5283fb2d5f0a817c9c9ea4fa925e?s=256&d=identicon&r=PG', 'display_name': 'Dave Ray', 'link': 'https://stackoverflow.com/users/40310/dave-ray'}",True,2481,,3,7,1512986951,1232114624,1232118709.0,450486,CC BY-SA 2.5,https://stackoverflow.com/questions/450486/template-engine-for-image-generation,Template engine for image generation,,,,,
225,"['java', 'reflection']","{'account_id': 16373, 'reputation': 4284, 'user_id': 35520, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/678260aa987039252f0bcbb0056109fd?s=256&d=identicon&r=PG', 'display_name': 'xelurg', 'link': 'https://stackoverflow.com/users/35520/xelurg'}",True,2904,470797.0,3,5,1512022539,1232658241,1512022539.0,470786,CC BY-SA 3.0,https://stackoverflow.com/questions/470786/how-to-programmatically-import-java-class,How to programmatically import Java class,,,,,
226,"['java', 'performance', 'performance-testing']","{'account_id': 15834, 'reputation': 12944, 'user_id': 33863, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/4UiL6.jpg?s=256&g=1', 'display_name': 'mainstringargs', 'link': 'https://stackoverflow.com/users/33863/mainstringargs'}",True,73250,447792.0,9,52,1510952480,1232041401,1508971688.0,447739,,https://stackoverflow.com/questions/447739/java-performance-testing,Java Performance Testing,1431098551.0,,Duplicate,,
227,"['java', 'django', 'jsp', 'templates']","{'account_id': 5474, 'reputation': 14748, 'user_id': 8819, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/1e4e8e8e23ab56938797ddb1b9ad9fef?s=256&d=identicon&r=PG', 'display_name': 'Ryan', 'link': 'https://stackoverflow.com/users/8819/ryan'}",True,25921,490394.0,6,33,1510257551,1233199787,,490390,CC BY-SA 2.5,https://stackoverflow.com/questions/490390/jsp-template-inheritance,JSP template inheritance,,,,,
228,"['java', 'screenshot']","{'user_type': 'does_not_exist', 'display_name': 'Prajakta B'}",True,33637,,8,12,1510150885,1232530482,1232534364.0,464593,CC BY-SA 2.5,https://stackoverflow.com/questions/464593/how-to-capture-selected-screen-of-other-application-using-java,How to capture selected screen of other application using java?,,,,,
229,"['java', 'authentication', 'hardware', 'protection', 'piracy-protection']","{'account_id': 17450, 'reputation': 12107, 'user_id': 39062, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/UP4YE.png?s=256&g=1', 'display_name': 'Markus Lausberg', 'link': 'https://stackoverflow.com/users/39062/markus-lausberg'}",True,4244,445945.0,9,6,1509633360,1232003888,1509633360.0,445911,CC BY-SA 3.0,https://stackoverflow.com/questions/445911/piracy-protection-using-usb-based-hardware-solution,Piracy protection using USB based hardware solution,,,,,
230,"['java', 'pdf', 'itext', 'word-wrap']","{'user_type': 'does_not_exist', 'display_name': 'Mike Kolcun'}",True,2347,491891.0,1,2,1509129172,1233238730,1509129172.0,491752,CC BY-SA 3.0,https://stackoverflow.com/questions/491752/itext-page-wrapping-changes-order-of-elements,iText page wrapping- changes order of elements,,,,,
231,"['java', 'eclipse', 'svn', 'ant', 'subversive']","{'account_id': 18139, 'reputation': 40819, 'user_id': 41283, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/62af4c828e18a91dc60832fb1465f0cf?s=256&d=identicon&r=PG', 'display_name': 'Hosam Aly', 'link': 'https://stackoverflow.com/users/41283/hosam-aly'}",True,176580,408239.0,5,35,1509002458,1230932968,,408110,CC BY-SA 2.5,https://stackoverflow.com/questions/408110/how-do-i-check-out-an-svn-project-into-eclipse-as-a-java-project,How do I check out an SVN project into Eclipse as a Java project?,,,,,
232,"['c#', 'java', 'virtual', 'vtable']","{'account_id': 17660, 'reputation': 73135, 'user_id': 39742, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/b3900ab00ee7e4c0906fb212050fbe23?s=256&d=identicon&r=PG', 'display_name': 'Naveen', 'link': 'https://stackoverflow.com/users/39742/naveen'}",True,32046,,6,20,1508872943,1232439669,1374157845.0,460446,CC BY-SA 3.0,https://stackoverflow.com/questions/460446/how-do-virtual-functions-work-in-c-and-java,How do virtual functions work in C# and Java?,,,,,
233,"['java', 'mysql', 'security', 'reverse-engineering', 'decompiling']","{'account_id': 22341, 'reputation': 1692, 'user_id': 54988, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/75f14fa4ac975834ba76812847e78f78?s=256&d=identicon&r=PG', 'display_name': 'Jakob Cosoroaba', 'link': 'https://stackoverflow.com/users/54988/jakob-cosoroaba'}",True,48562,442872.0,6,89,1508413682,1231938279,1341003046.0,442862,CC BY-SA 3.0,https://stackoverflow.com/questions/442862/how-can-i-protect-mysql-username-and-password-from-decompiling,How can I protect MySQL username and password from decompiling?,,,,,
234,"['java', 'arrays', 'file', 'sorting', 'filenames']","{'account_id': 519, 'reputation': 3349, 'user_id': 673, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/bc684f759c8823c66db152d9a00c087f?s=256&d=identicon&r=PG', 'display_name': 'Adam Lerman', 'link': 'https://stackoverflow.com/users/673/adam-lerman'}",True,16205,440472.0,8,5,1508282749,1231875140,,440430,CC BY-SA 2.5,https://stackoverflow.com/questions/440430/java-sort-string-array-of-file-names-by-their-extension,Java sort String array of file names by their extension,,,,,
235,"['java', 'spring']","{'account_id': 12111, 'reputation': 74285, 'user_id': 23691, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/ffd58f2ec488a7160c4e7bbfdf179493?s=256&d=identicon&r=PG', 'display_name': 'krosenvold', 'link': 'https://stackoverflow.com/users/23691/krosenvold'}",True,10652,,9,13,1507558615,1232116390,,450557,CC BY-SA 2.5,https://stackoverflow.com/questions/450557/custom-spring-scopes,Custom spring scopes?,,,,,
236,"['java', 'lisp', 'clojure']","{'account_id': 22234, 'reputation': 4358, 'user_id': 54650, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7ab44e20aa8f84ada16750499c5143b1?s=256&d=identicon&r=PG', 'display_name': 'user54650', 'link': 'https://stackoverflow.com/users/54650/user54650'}",True,5984,499046.0,6,17,1507117074,1233363224,1234327037.0,497890,,https://stackoverflow.com/questions/497890/learning-clojure-without-java-knowledge,Learning Clojure without Java Knowledge,1559923317.0,,Not suitable for this site,,
237,"['java', 'collections', 'hashmap']","{'account_id': 712, 'reputation': 6267, 'user_id': 931, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/86500a091de6e47457debc197fefbd9f?s=256&d=identicon&r=PG', 'display_name': 'Ran Biron', 'link': 'https://stackoverflow.com/users/931/ran-biron'}",True,54358,435000.0,9,38,1506963383,1231754717,1456822907.0,434989,CC BY-SA 3.0,https://stackoverflow.com/questions/434989/hashmap-initialization-parameters-load-initialcapacity,HashMap initialization parameters (load / initialcapacity),,,,,
238,"['java', 'database', 'oracle', 'jdbc']","{'account_id': 14065, 'reputation': 159, 'user_id': 28607, 'user_type': 'registered', 'accept_rate': 9, 'profile_image': 'https://www.gravatar.com/avatar/23eac5c4dfc8c2c401a15ff089306ef1?s=256&d=identicon&r=PG', 'display_name': 'Shiel', 'link': 'https://stackoverflow.com/users/28607/shiel'}",True,4427,,1,0,1506332978,1231229021,1506332978.0,415779,CC BY-SA 3.0,https://stackoverflow.com/questions/415779/sql-query-statement-to-retrieve-records-having-clob-data-from-the-oracle-databas,SQL query statement to retrieve records having CLOB data from the oracle database,,,,,
239,"['java', 'interface', 'access-specifier']","{'account_id': 17315, 'reputation': 15479, 'user_id': 38663, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/861ea6ce72bc3d44204d40cb896512d5?s=256&d=identicon&r=PG', 'display_name': 'jbu', 'link': 'https://stackoverflow.com/users/38663/jbu'}",True,38139,,12,30,1505991543,1231381266,1354020104.0,423032,CC BY-SA 3.0,https://stackoverflow.com/questions/423032/interfaces-in-java-cannot-make-implemented-methods-protected-or-private,Interfaces in Java: cannot make implemented methods protected or private,,,,,
240,"['java', 'jsp', 'resin']","{'account_id': 5930, 'reputation': 18048, 'user_id': 9789, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/1jaho.png?s=256&g=1', 'display_name': 'daniels', 'link': 'https://stackoverflow.com/users/9789/daniels'}",True,4288,427540.0,4,0,1505291444,1231492657,1505291444.0,427482,CC BY-SA 3.0,https://stackoverflow.com/questions/427482/java-awt-color-error,java.awt.Color error,,,,,
241,"['java', 'oracle', 'jdbc', 'associative-array']","{'account_id': 19279, 'reputation': 3518, 'user_id': 45062, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/73e8b187b09ff0f41a656008fa9b1d5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andy', 'link': 'https://stackoverflow.com/users/45062/andy'}",True,2975,458090.0,2,4,1503600190,1232378305,,457933,CC BY-SA 2.5,https://stackoverflow.com/questions/457933/creating-package-level-associative-array-in-java,Creating package-level associative array in java,,,,,
242,"['java', 'variables', 'garbage-collection', 'null', 'local']","{'account_id': 19947, 'reputation': 32165, 'user_id': 47190, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/197266eab5b4d533a5ec3ea83efe2143?s=256&d=identicon&r=PG', 'display_name': 'Peter Štibran&#253;', 'link': 'https://stackoverflow.com/users/47190/peter-%c5%a0tibran%c3%bd'}",True,10689,503714.0,15,41,1503345788,1232730084,1234385593.0,473685,CC BY-SA 2.5,https://stackoverflow.com/questions/473685/does-it-help-gc-to-null-local-variables-in-java,Does it help GC to null local variables in Java,,,,,
243,"['java', 'code-generation']","{'account_id': 19961, 'reputation': 8533, 'user_id': 47222, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/9f9d64f5214f621c0d00f6025bad14af?s=256&d=identicon&r=PG', 'display_name': 'Geo', 'link': 'https://stackoverflow.com/users/47222/geo'}",True,320,441480.0,4,-2,1502872390,1231891661,1502872390.0,441410,,https://stackoverflow.com/questions/441410/how-much-time-it-saves-code-generators,How much time it saves code generators?,1567265642.0,,Opinion-based,,
244,"['java', 'networking', 'pdf-generation', 'openoffice.org', 'jodconverter']","{'account_id': 19961, 'reputation': 8533, 'user_id': 47222, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/9f9d64f5214f621c0d00f6025bad14af?s=256&d=identicon&r=PG', 'display_name': 'Geo', 'link': 'https://stackoverflow.com/users/47222/geo'}",False,458,,1,2,1502594289,1232396381,1502594289.0,459026,CC BY-SA 3.0,https://stackoverflow.com/questions/459026/how-i-can-decrease-time-response-from-open-office-service-using-jod-converter-to,How I can decrease time response from Open Office Service using JOD Converter to Print to PDF?,,,,,
245,"['java', 'documentation', 'offline']","{'account_id': 1012, 'reputation': 73276, 'user_id': 1343, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/6757caf55de0413ae0994293e001d465?s=256&d=identicon&r=PG', 'display_name': 'BCS', 'link': 'https://stackoverflow.com/users/1343/bcs'}",True,27207,449561.0,5,21,1502234242,1232082353,1375738005.0,449558,,https://stackoverflow.com/questions/449558/offline-java-documentation,Offline Java Documentation,1391135433.0,,Not suitable for this site,,
246,"['java', 'eclipse', 'file-io', 'relative-path']","{'account_id': 13448, 'reputation': 21543, 'user_id': 27025, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/f5989c312a1d99856be8474aca4de791?s=256&d=identicon&r=PG', 'display_name': 'PHLAK', 'link': 'https://stackoverflow.com/users/27025/phlak'}",True,316987,437395.0,6,56,1500963185,1231801618,1491505977.0,437382,CC BY-SA 3.0,https://stackoverflow.com/questions/437382/how-do-relative-file-paths-work-in-eclipse,How do relative file paths work in Eclipse?,,,,,
247,"['java', 'perl', 'shell']","{'account_id': 17216, 'reputation': 21743, 'user_id': 1094969, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/82a0dd55627cc575f97d96988cb429e9?s=256&d=identicon&r=PG', 'display_name': 'MCS', 'link': 'https://stackoverflow.com/users/1094969/mcs'}",True,3972,484382.0,20,16,1500733186,1233077299,1233115272.0,484355,CC BY-SA 2.5,https://stackoverflow.com/questions/484355/does-it-make-sense-to-rewrite-perl-and-shell-scripts-in-java,Does it make sense to rewrite Perl and shell scripts in java?,,,,,
248,"['java', 'eclipse', 'keyboard-shortcuts']","{'account_id': 14821, 'reputation': 4202, 'user_id': 30807, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/SuOrN.jpg?s=256&g=1', 'display_name': 'branchgabriel', 'link': 'https://stackoverflow.com/users/30807/branchgabriel'}",True,35363,403603.0,6,147,1500585371,1230744829,1230746469.0,403569,CC BY-SA 2.5,https://stackoverflow.com/questions/403569/can-you-organize-imports-for-an-entire-project-in-eclipse-with-a-keystroke,Can you organize imports for an entire project in eclipse with a keystroke?,,,,1387361711.0,
249,"['java', 'unmodifiable']","{'account_id': 9943, 'reputation': 28114, 'user_id': 18573, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/08b7b48e82ea72294df4a3382ac0da9b?s=256&d=identicon&r=PG', 'display_name': 'Miserable Variable', 'link': 'https://stackoverflow.com/users/18573/miserable-variable'}",True,7203,416042.0,6,15,1499867240,1231235737,,415967,CC BY-SA 2.5,https://stackoverflow.com/questions/415967/how-to-create-a-deep-unmodifiable-collection,How to create a deep unmodifiable collection?,,,,,
250,"['java', 'eclipse', 'executable', 'extract', 'exe']","{'account_id': 21059, 'reputation': 804, 'user_id': 50896, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/225794fbb0a080b2343e9efc611dd72e?s=256&d=identicon&r=PG', 'display_name': 'Adis', 'link': 'https://stackoverflow.com/users/50896/adis'}",True,211116,423953.0,4,56,1499668807,1231413613,1493305151.0,423938,CC BY-SA 3.0,https://stackoverflow.com/questions/423938/java-export-to-an-jar-file-in-eclipse,Java: export to an .jar file in eclipse,,,,,
251,"['java', 'sorting', 'comparable']","{'account_id': 15307, 'reputation': 17374, 'user_id': 32174, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/ec3b4d2db3e6e33b498deb38592e862d?s=256&d=identicon&r=PG', 'display_name': 'Julien Chastang', 'link': 'https://stackoverflow.com/users/32174/julien-chastang'}",True,36502,481404.0,12,149,1499440253,1232991172,1272372012.0,480632,,https://stackoverflow.com/questions/480632/why-doesnt-java-lang-number-implement-comparable,Why doesn&#39;t java.lang.Number implement Comparable?,1500406199.0,,Duplicate,,
252,"['java', 'hibernate', 'exception', 'web-applications', 'db2']","{'user_type': 'does_not_exist', 'display_name': 'karthick prabhu'}",True,41718,,2,4,1498869351,1233133517,1498869351.0,486964,CC BY-SA 3.0,https://stackoverflow.com/questions/486964/how-to-handle-stale-connections,How to handle stale connections?,,,,,
253,"['java', 'swing']","{'account_id': 18575, 'reputation': 7978, 'user_id': 42659, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/387fa5005e15bca282d440aefcc0adac?s=256&d=identicon&r=PG', 'display_name': 'Thomas', 'link': 'https://stackoverflow.com/users/42659/thomas'}",True,2147,440971.0,2,4,1496422986,1231879771,1496422986.0,440745,CC BY-SA 3.0,https://stackoverflow.com/questions/440745/jseparator-with-title,JSeparator with Title,,,,,
254,"['java', 'performance', 'rmi']","{'account_id': 4804, 'reputation': 260008, 'user_id': 7412, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/doLQL.jpg?s=256&g=1', 'display_name': 'dogbane', 'link': 'https://stackoverflow.com/users/7412/dogbane'}",True,1025,469446.0,5,2,1495060378,1232618043,1236152524.0,468562,CC BY-SA 2.5,https://stackoverflow.com/questions/468562/how-can-i-measure-the-size-of-the-object-i-send-over-rmi,How can I measure the size of the object I send over RMI?,,,,,
255,"['java', 'performance', 'optimization', 'reflection']","{'account_id': 3051, 'reputation': 50573, 'user_id': 4316, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/dc91d4e8c035283347ba673168770cea?s=256&d=identicon&r=PG', 'display_name': 'dmanxiii', 'link': 'https://stackoverflow.com/users/4316/dmanxiii'}",True,128406,435568.0,14,196,1494968284,1231770303,1460832709.0,435553,CC BY-SA 3.0,https://stackoverflow.com/questions/435553/java-reflection-performance,Java Reflection Performance,,,,1538487504.0,
256,"['java', 'jar', 'ant']","{'account_id': 1191, 'reputation': 56623, 'user_id': 1585, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/2446db90b3e17f59f85936f228072f47?s=256&d=identicon&r=PG', 'display_name': 'Marius', 'link': 'https://stackoverflow.com/users/1585/marius'}",True,7419,470937.0,4,4,1493794439,1232654455,1493794439.0,470592,CC BY-SA 3.0,https://stackoverflow.com/questions/470592/how-do-i-attach-properties-files-to-a-jar,How do I attach properties files to a jar?,,,,,
257,"['java', 'python', 'error-handling', 'idioms']","{'account_id': 20496, 'reputation': 64211, 'user_id': 49018, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/86da73201add35cf85cafcd5355737ad?s=256&d=identicon&r=PG', 'display_name': 'ryeguy', 'link': 'https://stackoverflow.com/users/49018/ryeguy'}",True,24147,404802.0,5,76,1493404014,1230803456,1436725397.0,404795,CC BY-SA 3.0,https://stackoverflow.com/questions/404795/lbyl-vs-eafp-in-java,LBYL vs EAFP in Java?,,,,,
258,"['java', 'jndi', 'activemq']","{'account_id': 22690, 'reputation': 73, 'user_id': 56228, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ebb0c96a0e5230fa596b1cda3f7e4eaa?s=256&d=identicon&r=PG', 'display_name': 'user56228', 'link': 'https://stackoverflow.com/users/56228/user56228'}",True,21938,454179.0,2,7,1493021422,1232210804,,453561,CC BY-SA 2.5,https://stackoverflow.com/questions/453561/using-activemq-via-jndi,Using ActiveMQ via JNDI,,,,,
259,"['java', 'spring-mvc']","{'account_id': 3437, 'reputation': 39955, 'user_id': 4960, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/87abac8013353204f39bd6ee7002f528?s=256&d=identicon&r=PG', 'display_name': 'Nick Stinemates', 'link': 'https://stackoverflow.com/users/4960/nick-stinemates'}",True,7479,494557.0,6,24,1492758197,1233291990,1233372356.0,494537,CC BY-SA 2.5,https://stackoverflow.com/questions/494537/resource-for-learning-spring-mvc,Resource for learning Spring MVC,,,,,
260,"['java', 'xml', 'file']","{'account_id': 18501, 'reputation': 3452, 'user_id': 42435, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/ac809f30db7f9a29a719f12759f631a4?s=256&d=identicon&r=PG', 'display_name': 'rmcc', 'link': 'https://stackoverflow.com/users/42435/rmcc'}",True,174426,428091.0,12,55,1492742402,1231508504,1244716112.0,428073,,https://stackoverflow.com/questions/428073/what-is-the-best-simplest-way-to-read-in-an-xml-file-in-java-application,What is the best/simplest way to read in an XML file in Java application?,1414099994.0,,Not suitable for this site,,
261,"['java', 'windows', 'windows-xp', 'jndi']","{'user_type': 'does_not_exist', 'display_name': 'jbu'}",True,1113,,3,3,1492740477,1233132749,1492740477.0,486938,CC BY-SA 3.0,https://stackoverflow.com/questions/486938/using-jndi-to-get-a-users-group-name-in-windows-xp,Using JNDI to get a user&#39;s group name in Windows XP,,,,,
262,"['java', 'syntax']","{'account_id': 4105, 'reputation': 273226, 'user_id': 6068, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/931970b8dc51b72e05e3a12b88612d61?s=256&d=identicon&r=PG', 'display_name': 'pupeno', 'link': 'https://stackoverflow.com/users/6068/pupeno'}",True,97949,439505.0,4,121,1492089711,1231861978,1231862250.0,439485,CC BY-SA 2.5,https://stackoverflow.com/questions/439485/is-there-a-difference-between-single-and-double-quotes-in-java,Is there a difference between single and double quotes in Java?,,,,,
263,"['java', 'web-services']","{'account_id': 7565, 'reputation': 1715, 'user_id': 13187, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/661601c21bb8217a580abffcb9864e7b?s=256&d=identicon&r=PG', 'display_name': 'kaychaks', 'link': 'https://stackoverflow.com/users/13187/kaychaks'}",True,2231,428840.0,6,2,1491409937,1231515343,1320017037.0,428514,CC BY-SA 3.0,https://stackoverflow.com/questions/428514/java-web-service-frameworks,Java web service frameworks,,,,,
264,"['java', 'performance', 'reflection', 'tostring']","{'account_id': 10893, 'reputation': 47747, 'user_id': 20774, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/3e32e31d4c24c1558abd6567f2ab60ba?s=256&d=identicon&r=PG', 'display_name': 'James McMahon', 'link': 'https://stackoverflow.com/users/20774/james-mcmahon'}",True,36177,443768.0,7,60,1491331854,1231951555,,443730,CC BY-SA 2.5,https://stackoverflow.com/questions/443730/java-tostring-using-reflection,Java toString() using reflection?,,,,,
265,"['java', 'jsf', 'glassfish', 'friendly-url']","{'account_id': 21157, 'reputation': 16605, 'user_id': 51230, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/Nq6as.jpg?s=256&g=1', 'display_name': 'Maksim', 'link': 'https://stackoverflow.com/users/51230/maksim'}",True,7820,490755.0,5,2,1491324616,1233191338,1491324616.0,490124,CC BY-SA 3.0,https://stackoverflow.com/questions/490124/mask-url-in-jsf,Mask URL in JSF,,,,,
266,"['java', 'xml', 'xslt', 'rtf']","{'account_id': 5414, 'reputation': 433, 'user_id': 8698, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/690da51172d4941d01b46dd194c4e71c?s=256&d=identicon&r=PG', 'display_name': 'Ingvald', 'link': 'https://stackoverflow.com/users/8698/ingvald'}",True,23790,424319.0,5,9,1491216871,1231419146,,424119,CC BY-SA 2.5,https://stackoverflow.com/questions/424119/how-do-i-generate-rtf-from-java,How do I generate RTF from Java?,,,,,
267,"['java', 'hibernate', 'jpa', 'join']","{'account_id': 12404, 'reputation': 61016, 'user_id': 24396, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/160d6580f280b5e9e5a1188b32c4ef2d?s=256&d=identicon&r=PG', 'display_name': 'Steve Kuo', 'link': 'https://stackoverflow.com/users/24396/steve-kuo'}",True,134234,,8,123,1490090772,1232489493,1232500595.0,463349,CC BY-SA 2.5,https://stackoverflow.com/questions/463349/jpa-eager-fetch-does-not-join,JPA eager fetch does not join,,,,,
268,"['java', 'inheritance']","{'account_id': 18028, 'reputation': 38868, 'user_id': 40933, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/a088b1abe4432e21f41875645347d705?s=256&d=identicon&r=PG', 'display_name': 'Warrior', 'link': 'https://stackoverflow.com/users/40933/warrior'}",True,47416,427773.0,9,30,1489718129,1231500774,1489718129.0,427756,CC BY-SA 3.0,https://stackoverflow.com/questions/427756/overriding-a-super-classs-instance-variables,Overriding a super class&#39;s instance variables,,,,,
269,"['java', 'javascript', 'xhtml']","{'user_type': 'does_not_exist', 'display_name': 'John Doe'}",True,35855,440227.0,7,15,1489591966,1231870965,1231885971.0,440160,CC BY-SA 2.5,https://stackoverflow.com/questions/440160/detect-version-of-java-using-javascript,Detect version of Java using JavaScript,,,,,
270,"['java', 'logging']","{'account_id': 21994, 'reputation': 72550, 'user_id': 53897, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/2e71c1745ebc5401c8c8dfbf7c9a5d30?s=256&d=identicon&r=PG', 'display_name': 'Thorbj&#248;rn Ravn Andersen', 'link': 'https://stackoverflow.com/users/53897/thorbj%c3%b8rn-ravn-andersen'}",True,3495,450154.0,6,13,1488621180,1231689544,1488621180.0,433110,,https://stackoverflow.com/questions/433110/recommendations-of-a-high-volume-log-event-viewer-in-a-java-environment,Recommendations of a high volume log event viewer in a Java environment,1457467083.0,,Not suitable for this site,,
271,"['java', 'enums', 'set']","{'account_id': 1742, 'reputation': 41835, 'user_id': 2362, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/dd227d93096390e3fd2eeff1be0b70e5?s=256&d=identicon&r=PG', 'display_name': 'brabster', 'link': 'https://stackoverflow.com/users/2362/brabster'}",True,18631,481079.0,6,24,1488400464,1232999130,1495535390.0,481068,CC BY-SA 3.0,https://stackoverflow.com/questions/481068/when-to-use-enum-or-collection-in-java,When to use Enum or Collection in Java,,,,,
272,"['java', 'eclipse', 'debugging']","{'account_id': 12253, 'reputation': 6079, 'user_id': 24028, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/6e66bbbd727d279fe5237f6e11b0a5a0?s=256&d=identicon&r=PG', 'display_name': 'Łukasz Bownik', 'link': 'https://stackoverflow.com/users/24028/%c5%81ukasz-bownik'}",True,3456,438630.0,3,11,1488033641,1231844618,1488033641.0,438628,CC BY-SA 3.0,https://stackoverflow.com/questions/438628/is-there-a-possibility-to-break-on-every-object-reference-in-eclipse-debugger,Is there a possibility to break on every object reference in eclipse debugger?,,,,,
273,"['java', 'executable', 'executable-jar']","{'account_id': 20141, 'reputation': 4959, 'user_id': 47825, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/024b1db95ca16df8191852e17e934897?s=256&d=identicon&r=PG', 'display_name': 'Gaurav Dadhania', 'link': 'https://stackoverflow.com/users/47825/gaurav-dadhania'}",True,15616,456465.0,8,4,1487799680,1232335799,1232419421.0,456451,,https://stackoverflow.com/questions/456451/how-do-i-convert-my-java-files-into-an-application,how do I convert my java files into an application?,1487824441.0,,Not suitable for this site,,
274,"['java', 'swing']","{'account_id': 1636, 'reputation': 20576, 'user_id': 2197, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/594ce48419604cfc222d377f49d65975?s=256&d=identicon&r=PG', 'display_name': 'David Koelle', 'link': 'https://stackoverflow.com/users/2197/david-koelle'}",True,26371,4480209.0,5,20,1487347829,1232985309,,480261,CC BY-SA 2.5,https://stackoverflow.com/questions/480261/java-swing-mouseover-text-on-jcombobox-items,Java Swing: Mouseover text on JComboBox items?,,,,,
275,"['java', 'sockets']","{'account_id': 10732, 'reputation': 53497, 'user_id': 20400, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/40bd6fa511aed8cab1e12bb104b88b4e?s=256&d=identicon&r=PG', 'display_name': 'Omar Kooheji', 'link': 'https://stackoverflow.com/users/20400/omar-kooheji'}",True,2558,479529.0,1,5,1486052131,1232970320,1486052131.0,479514,,https://stackoverflow.com/questions/479514/good-intro-to-tcp-socket-programming-in-java,Good intro to TCP socket programming in Java?,1486063694.0,,Not suitable for this site,,
