,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,community_owned_date,closed_date,closed_reason,migrated_from
603,"['java', 'javascript', 'primefaces']","{'account_id': 1281453, 'reputation': 1350, 'user_id': 1235476, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/9ccd36d0b8c505557d38314e164daff6?s=256&d=identicon&r=PG', 'display_name': 'veote', 'link': 'https://stackoverflow.com/users/1235476/veote'}",False,2469,2,2,1565724283,1347020789,12318082,CC BY-SA 3.0,https://stackoverflow.com/questions/12318082/save-primefaces-chart-as-with-export-function,&quot;Save primefaces chart as&quot; with export function,,,,,,,
604,"['java', 'jakarta-mail']","{'account_id': 1374245, 'reputation': 4726, 'user_id': 1308570, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/b8a8c22c4e4d1475bb7107f7f5456f6b?s=256&d=identicon&r=PG', 'display_name': 'kaysush', 'link': 'https://stackoverflow.com/users/1308570/kaysush'}",False,6574,2,0,1565418951,1348063439,12496437,,https://stackoverflow.com/questions/12496437/sending-mail-using-java-mail-api,sending mail using java mail api,,,,,1565419471.0,Duplicate,
605,"['java', 'jboss', 'jmx', 'hornetq']","{'account_id': 304562, 'reputation': 11977, 'user_id': 614141, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/d8f8l.png?s=256&g=1', 'display_name': 'javing', 'link': 'https://stackoverflow.com/users/614141/javing'}",True,3033,2,3,1565280523,1346689261,12251300,CC BY-SA 3.0,https://stackoverflow.com/questions/12251300/what-version-of-hornetq-does-my-jboss-uses,What version of HornetQ does my JBoss uses?,12251354.0,,,,,,
606,"['java', 'jakarta-ee', 'listener', 'cluster-computing', 'quartz-scheduler']","{'account_id': 69149, 'reputation': 228758, 'user_id': 201359, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/t7odj.jpg?s=256&g=1', 'display_name': '&#211;scar L&#243;pez', 'link': 'https://stackoverflow.com/users/201359/%c3%93scar-l%c3%b3pez'}",True,1818,2,4,1565247857,1348785622,12631099,CC BY-SA 3.0,https://stackoverflow.com/questions/12631099/are-joblisteners-global-in-a-quartz-cluster,Are JobListeners global in a Quartz cluster?,21727806.0,1495541078.0,,,,,
607,"['java', 'android', 'gsm', 'signal-strength', 'cellid']","{'account_id': 1857142, 'reputation': 88, 'user_id': 1682469, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/405ec15c5b38913da6128c0241fdb0bd?s=256&d=identicon&r=PG', 'display_name': 'albrechtATnetzfactor', 'link': 'https://stackoverflow.com/users/1682469/albrechtatnetzfactor'}",True,6431,2,5,1564741371,1348044403,12491256,CC BY-SA 3.0,https://stackoverflow.com/questions/12491256/getting-cid-lac-and-signal-strength-of-all-cell-towers-in-range,"Getting CID, LAC and signal strength of all cell towers in range",,,,,,,
608,"['java', 'java-native-interface', 'java.library.path']","{'account_id': 34004, 'reputation': 5379, 'user_id': 95656, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/5cb80d3c098dacd6a43f571fe8a49c34?s=256&d=identicon&r=PG', 'display_name': 'alkar', 'link': 'https://stackoverflow.com/users/95656/alkar'}",True,8959,4,10,1564685567,1348495604,12566732,CC BY-SA 4.0,https://stackoverflow.com/questions/12566732/java-jni-and-dependent-libraries-on-windows,Java JNI and dependent libraries on Windows,,1564685567.0,,,,,
609,"['java', 'jakarta-ee']","{'account_id': 1462850, 'reputation': 331, 'user_id': 1376644, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/a7970fd9ae42d6c4908e8e2cb0137d65?s=256&d=identicon&r=PG', 'display_name': 'JANNURM', 'link': 'https://stackoverflow.com/users/1376644/jannurm'}",True,300,5,3,1564211977,1346922134,12296534,CC BY-SA 3.0,https://stackoverflow.com/questions/12296534/folder-access-in-java-ee,Folder access in Java EE,12296613.0,1347044093.0,,,,,
610,"['java', 'spring', 'apache-zookeeper', 'apache-curator']","{'account_id': 405481, 'reputation': 12530, 'user_id': 774395, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/468lE.jpg?s=256&g=1', 'display_name': 'DeejUK', 'link': 'https://stackoverflow.com/users/774395/deejuk'}",True,684,3,5,1564052306,1347278337,12351230,CC BY-SA 3.0,https://stackoverflow.com/questions/12351230/shutdown-equivalent-of-applicationcontextinitializer,Shutdown Equivalent of ApplicationContextInitializer,,1347282652.0,,,,,
611,"['java', 'hibernate', 'jpa']","{'account_id': 1442293, 'reputation': 449, 'user_id': 1362041, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/0a3b302f8c1f5d707514bb3928ab82e0?s=256&d=identicon&r=PG', 'display_name': 'B. TIger', 'link': 'https://stackoverflow.com/users/1362041/b-tiger'}",True,117,1,0,1563548622,1346699520,12252945,CC BY-SA 4.0,https://stackoverflow.com/questions/12252945/how-can-a-i-create-a-field-on-my-class-thats-autoincremented-from-zero-to-255,How can a I create a field on my class that&#39;s autoincremented from zero to 255,12253081.0,1563548622.0,,,,,
612,"['java', 'jdbc', 'oracle11g', 'oracle-aq', 'oracle-xdk']","{'account_id': 1568470, 'reputation': 668, 'user_id': 1456721, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a1cbb56a0e0d59c94e55770fdb0c2bb?s=256&d=identicon&r=PG', 'display_name': 'Rich Cowin', 'link': 'https://stackoverflow.com/users/1456721/rich-cowin'}",True,20636,2,8,1563310609,1348225155,12529215,CC BY-SA 3.0,https://stackoverflow.com/questions/12529215/where-to-get-oracle-jar-files-for-11-2-0-3-xdb-aq-i18n-xmlparser,"Where to get Oracle jar files for 11.2.0.3 - xdb, aq, i18n, xmlparser",23640584.0,1348238194.0,,,,,
613,"['java', 'eclipse', 'eclipse-wtp']","{'account_id': 983997, 'reputation': 6757, 'user_id': 1002972, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/612f1c7b6a093f7e3e75e243a2745140?s=256&d=identicon&r=PG', 'display_name': 'manash', 'link': 'https://stackoverflow.com/users/1002972/manash'}",True,8215,1,7,1563050520,1346671889,12246993,CC BY-SA 4.0,https://stackoverflow.com/questions/12246993/where-to-put-context-xml-with-eclipse-wtp,Where to put context.xml with Eclipse WTP?,12253060.0,1563050520.0,,,,,
614,"['java', 'web-services', 'soap', 'upload']","{'account_id': 417956, 'reputation': 5464, 'user_id': 794243, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/2WFoU.jpg?s=256&g=1', 'display_name': 'Kalina', 'link': 'https://stackoverflow.com/users/794243/kalina'}",True,23275,3,4,1562921963,1348515066,12571593,CC BY-SA 3.0,https://stackoverflow.com/questions/12571593/how-to-upload-a-file-to-a-soap-web-service,How to upload a file to a SOAP web service?,12571996.0,,,,,,
615,"['java', 'junit']","{'account_id': 394821, 'reputation': 155, 'user_id': 757459, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b0d880f0ca85ea2502f447234de01a5?s=256&d=identicon&r=PG', 'display_name': 'Subu Sankara Subramanian', 'link': 'https://stackoverflow.com/users/757459/subu-sankara-subramanian'}",True,2965,1,3,1562869333,1348004245,12485457,CC BY-SA 3.0,https://stackoverflow.com/questions/12485457/junit-beforeclass-and-afterclass-behavior-in-case-of-multiple-test-cases,Junit @BeforeClass and @AfterClass behavior in case of multiple test cases,,1348066025.0,,,,,
616,"['java', 'awt', 'frame']","{'account_id': 76887, 'reputation': 1823, 'user_id': 219811, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6dc86780c7afd2c97dc02dde8de907b7?s=256&d=identicon&r=PG', 'display_name': 'Andy Shulman', 'link': 'https://stackoverflow.com/users/219811/andy-shulman'}",True,2745,2,3,1562693121,1348554884,12577386,CC BY-SA 3.0,https://stackoverflow.com/questions/12577386/wait-for-awt-repaint-to-finish,Wait for AWT repaint to finish,12577570.0,1348559248.0,,,,,
617,"['java', 'spring']","{'account_id': 1828099, 'reputation': 3262, 'user_id': 1660298, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/7d94e3f7162dc1ee6589929559a474c6?s=256&d=identicon&r=PG', 'display_name': 'th3an0maly', 'link': 'https://stackoverflow.com/users/1660298/th3an0maly'}",True,15774,3,12,1562670054,1348150597,12514587,CC BY-SA 3.0,https://stackoverflow.com/questions/12514587/spring-how-to-remove-a-fielderror-from-a-bindingresult,Spring - How to remove a `FieldError` from a BindingResult?,12514784.0,,,,,,
618,"['java', 'regex', 'parsing', 'nfa']","{'account_id': 1102738, 'reputation': 89, 'user_id': 1094780, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/b03d4be40cb37a232cdf7f80186b46c2?s=256&d=identicon&r=PG', 'display_name': 'Isthan', 'link': 'https://stackoverflow.com/users/1094780/isthan'}",True,5835,1,3,1562648437,1348280083,12540154,CC BY-SA 3.0,https://stackoverflow.com/questions/12540154/accept-a-regular-expression-and-produce-an-nfa-java,Accept a regular expression and produce an NFA (Java),,,,,,,
619,['java'],"{'account_id': 1776054, 'reputation': 805, 'user_id': 1619832, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/e973aa1563a6226dd4f6ce3cac76d5a7?s=256&d=identicon&r=PG', 'display_name': 'gdfbarbosa', 'link': 'https://stackoverflow.com/users/1619832/gdfbarbosa'}",True,9324,6,23,1562247240,1346427309,12218515,CC BY-SA 3.0,https://stackoverflow.com/questions/12218515/unpredictability-of-the-bigdecimaldouble-constructor,Unpredictability of the BigDecimal(double) constructor,12218597.0,1346705734.0,,,,,
620,"['java', 'android', 'image', 'imageview']","{'account_id': 1658708, 'reputation': 4392, 'user_id': 1527480, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/c90ab586c5b6321b56c6757aa00557b7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hayk Nahapetyan', 'link': 'https://stackoverflow.com/users/1527480/hayk-nahapetyan'}",True,11585,5,1,1562178228,1346684642,12250300,CC BY-SA 3.0,https://stackoverflow.com/questions/12250300/android-image-view-out-of-memory-error,android Image view out of memory error,12253382.0,,,,,,
621,"['java', 'exception', 'cassandra', 'storage']","{'account_id': 1838195, 'reputation': 771, 'user_id': 1668143, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/d8e8e96565649c4afe8f481d6ce19e7d?s=256&d=identicon&r=PG', 'display_name': 'gangatharan', 'link': 'https://stackoverflow.com/users/1668143/gangatharan'}",True,1159,1,1,1562145674,1348201211,12524195,CC BY-SA 4.0,https://stackoverflow.com/questions/12524195/how-to-avoid-cassandra-storageservice-class-instancealreadyexistsexception,How to avoid Cassandra StorageService class InstanceAlreadyExistsException,12540234.0,1562145674.0,,,,,
622,"['java', 'bit-manipulation', 'bitmask']","{'account_id': 1776277, 'reputation': 1670, 'user_id': 1620021, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/4a9ba2c4cf46659c5c88e33db2035edb?s=256&d=identicon&r=PG', 'display_name': 'n0n0bstan', 'link': 'https://stackoverflow.com/users/1620021/n0n0bstan'}",True,13645,3,2,1562142053,1347958368,12473509,CC BY-SA 4.0,https://stackoverflow.com/questions/12473509/java-check-binary-value-with-a-mask-then-get-integer,Java: Check binary value with a mask then get integer,13911184.0,1562142053.0,,,,,
623,"['java', 'annotations', 'static-analysis', 'findbugs']","{'account_id': 923317, 'reputation': 2615, 'user_id': 954570, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d99ee3ff4c19463d9ad0e2fb37582278?s=256&d=identicon&r=PG', 'display_name': 'vitaly', 'link': 'https://stackoverflow.com/users/954570/vitaly'}",True,80973,3,56,1561908331,1346939278,12301570,CC BY-SA 3.0,https://stackoverflow.com/questions/12301570/javax-annotation-nullable-vs-checkfornull,javax.annotation: @Nullable vs @CheckForNull,12301937.0,1347647616.0,,,,,
624,"['java', 'command-line', 'hbase']","{'account_id': 211250, 'reputation': 11948, 'user_id': 463300, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/7656adad2ef7c5ac31f6a55fcdb1734d?s=256&d=identicon&r=PG', 'display_name': 'Sean Nguyen', 'link': 'https://stackoverflow.com/users/463300/sean-nguyen'}",True,29714,2,6,1561493399,1347483797,12396170,CC BY-SA 3.0,https://stackoverflow.com/questions/12396170/how-to-add-column-to-column-family-in-hbase,how to add column to column family in hbase,12396783.0,1347484075.0,,,,,
625,"['java', 'spring', 'ehcache']","{'account_id': 1737682, 'reputation': 574, 'user_id': 2412007, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/19cabe80748af56acc08e5014e834f6a?s=256&d=identicon&r=PG', 'display_name': 'AbnSrn', 'link': 'https://stackoverflow.com/users/2412007/abnsrn'}",True,12531,3,6,1561431053,1348729070,12615795,CC BY-SA 3.0,https://stackoverflow.com/questions/12615795/cannot-find-the-declaration-of-element-ehcache,Cannot find the declaration of element &#39;ehcache&#39;,12616629.0,1348729335.0,,,,,
626,"['java', 'jdbc', 'ant', 'javac', 'unsupported-class-version']","{'account_id': 122882, 'reputation': 965, 'user_id': 1389994, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/91d65ddca29e6826dfe95e382611d32e?s=256&d=identicon&r=PG', 'display_name': 'CarlosJavier', 'link': 'https://stackoverflow.com/users/1389994/carlosjavier'}",True,109,1,1,1561171522,1347417335,12380517,,https://stackoverflow.com/questions/12380517/unsupportedclassversionerror-on-jdbc-java-tutorial,UnsupportedClassVersionError on JDBC Java Tutorial,12398336.0,1561171522.0,,,1371126520.0,too localized,
627,['java'],"{'account_id': 1805839, 'reputation': 69, 'user_id': 1642947, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/323982f3bd346b12296a07d13d6e2248?s=256&d=identicon&r=PG', 'display_name': 'user1642947', 'link': 'https://stackoverflow.com/users/1642947/user1642947'}",True,2107,7,1,1561098639,1346936261,12300651,CC BY-SA 3.0,https://stackoverflow.com/questions/12300651/convert-string-to-date-in-java-in-format-2012-07-27,convert string to date in java in format 2012-07-27,,1346994951.0,,,,,
628,"['java', 'multithreading', 'concurrency', 'runnable']","{'account_id': 1844647, 'reputation': 9, 'user_id': 1673272, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd931d436e49e3ca77bc2947bf8884cf?s=256&d=identicon&r=PG', 'display_name': 'Coders Rock', 'link': 'https://stackoverflow.com/users/1673272/coders-rock'}",True,11230,6,-1,1561034055,1348424810,12555038,CC BY-SA 4.0,https://stackoverflow.com/questions/12555038/multiple-runnable-in-a-single-thread-java,Multiple Runnable in a single thread -java,,1555023158.0,,,,,
629,"['java', 'processbuilder']","{'account_id': 1329104, 'reputation': 461, 'user_id': 1273353, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/ce0a0ccd020055820a0c1c8a3e397416?s=256&d=identicon&r=PG', 'display_name': 'Narinder Kumar', 'link': 'https://stackoverflow.com/users/1273353/narinder-kumar'}",True,35692,3,23,1560939087,1346779828,12268550,CC BY-SA 3.0,https://stackoverflow.com/questions/12268550/java-processbuilder-to-start-execute-multiple-commands-sequentially-in-linux,Java ProcessBuilder to start execute multiple commands sequentially in Linux,,,,,,,
630,"['java', 'spring', 'spring-aop', 'pointcut']","{'account_id': 1337485, 'reputation': 251, 'user_id': 1279852, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e809a24438a2253e0a6760ebe7eabb9?s=256&d=identicon&r=PG', 'display_name': 'param', 'link': 'https://stackoverflow.com/users/1279852/param'}",True,45423,10,25,1560669764,1346741415,12258150,CC BY-SA 3.0,https://stackoverflow.com/questions/12258150/aspectj-expression-gives-formal-unbound-in-pointcut-error,AspectJ expression gives formal unbound in pointcut error,,1471219731.0,,,,,
631,"['java', 'file-io', 'java-io', 'jnotify']","{'account_id': 1507235, 'reputation': 5824, 'user_id': 1410342, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/FLXpn.jpg?s=256&g=1', 'display_name': 'NoNaMe', 'link': 'https://stackoverflow.com/users/1410342/noname'}",True,965,1,2,1560319340,1347271615,12349442,CC BY-SA 4.0,https://stackoverflow.com/questions/12349442/inconsistent-behavior-of-jnotify-a-java-file-watcher,Inconsistent behavior of JNotify (a java file watcher),12423451.0,1560319340.0,,,,,
632,"['java', 'android', 'udp']","{'account_id': 1838404, 'reputation': 147, 'user_id': 1668318, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://i.stack.imgur.com/CLVl5.jpg?s=256&g=1', 'display_name': 'Fatih POLAT', 'link': 'https://stackoverflow.com/users/1668318/fatih-polat'}",True,22391,4,4,1560307911,1347959043,12473711,CC BY-SA 4.0,https://stackoverflow.com/questions/12473711/how-to-make-a-udp-connection-in-android,How to make a UDP connection in android,,1560307733.0,1493895001.0,,,,
633,"['java', 'web-services', 'osgi', 'resteasy', 'apache-felix']","{'account_id': 134196, 'reputation': 1362, 'user_id': 336152, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/uuxk3.jpg?s=256&g=1', 'display_name': 'Alex Fedulov', 'link': 'https://stackoverflow.com/users/336152/alex-fedulov'}",False,3696,4,6,1560307146,1346681082,12249407,CC BY-SA 3.0,https://stackoverflow.com/questions/12249407/rest-client-inside-of-osgi-application,REST client inside of OSGi application,,1495540357.0,,,,,
634,"['java', 'logging', 'logback', 'stack-trace', 'bytecode']","{'account_id': 45915, 'reputation': 3880, 'user_id': 135535, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/69f85c96c313f3905ce0c4309b866838?s=256&d=identicon&r=PG', 'display_name': 'Christoph', 'link': 'https://stackoverflow.com/users/135535/christoph'}",True,17931,2,30,1559813982,1348573804,12582370,CC BY-SA 4.0,https://stackoverflow.com/questions/12582370/getting-arrayindexoutofboundsexception-null-with-no-stack-trace,Getting &quot;ArrayIndexOutOfBoundsException: null&quot; with NO stack trace,12582580.0,1528222721.0,,,,,
635,"['java', 'image', 'swing']","{'account_id': 1750817, 'reputation': 5970, 'user_id': 1599937, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/cdffd485e82a55667e2ee992e5a6ff83?s=256&d=identicon&r=PG', 'display_name': 'Aleksei Bulgak', 'link': 'https://stackoverflow.com/users/1599937/aleksei-bulgak'}",True,6127,1,2,1559575104,1348292644,12541081,CC BY-SA 4.0,https://stackoverflow.com/questions/12541081/adding-filter-to-image-in-swing,Adding filter to image in swing,12541164.0,1559575104.0,,,,,
636,['java'],"{'account_id': 1066856, 'reputation': 321, 'user_id': 1067184, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1d5c8ebf33381296d978de9f079820e5?s=256&d=identicon&r=PG', 'display_name': 'vijay', 'link': 'https://stackoverflow.com/users/1067184/vijay'}",True,39624,4,29,1559176810,1347445439,12386075,CC BY-SA 3.0,https://stackoverflow.com/questions/12386075/how-does-compareto-and-compare-work,how does compareTo and compare work?,,1347466438.0,,,,,
637,"['java', 'tomcat', 'out-of-memory']","{'account_id': 1753724, 'reputation': 4133, 'user_id': 1602230, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/MsFPM.jpg?s=256&g=1', 'display_name': 'Sathish', 'link': 'https://stackoverflow.com/users/1602230/sathish'}",True,56692,5,5,1559136407,1347356860,12366989,CC BY-SA 3.0,https://stackoverflow.com/questions/12366989/java-out-of-memory-error-heap-space,java out of memory error-heap space,12368463.0,,,,,,
638,"['java', 'ofbiz']","{'account_id': 1425608, 'reputation': 838, 'user_id': 1349213, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/41e35fe6873ff6e9ae921f97d8115d23?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/1349213/john'}",True,1890,1,0,1558834298,1348981294,12658784,CC BY-SA 3.0,https://stackoverflow.com/questions/12658784/apache-ofbiz-startup-exception,Apache OFBiz startup exception,17371904.0,1483025851.0,,,,,
639,"['java', 'mongodb']","{'account_id': 1886951, 'reputation': 173, 'user_id': 1705980, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/79734364e5acbef58c4b67d3d5fdaf40?s=256&d=identicon&r=PG', 'display_name': 'user1705980', 'link': 'https://stackoverflow.com/users/1705980/user1705980'}",True,1128,3,1,1558727779,1348828197,12638291,,https://stackoverflow.com/questions/12638291/how-to-create-a-query-for-embedded-object-in-mongo,How to create a query for embedded object in Mongo?,12639018.0,1558727779.0,,,1348858908.0,not constructive,
640,"['java', 'tomcat', 'amazon-elastic-beanstalk']","{'account_id': 476247, 'reputation': 4729, 'user_id': 887050, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/b48559c19ad370618e1ca7f5ee0d1566?s=256&d=identicon&r=PG', 'display_name': 'MikeW', 'link': 'https://stackoverflow.com/users/887050/mikew'}",True,18329,2,15,1558597886,1346764985,12264432,CC BY-SA 4.0,https://stackoverflow.com/questions/12264432/how-do-i-supply-configuration-to-elastic-beanstalk-tomcat,How do I supply configuration to elastic beanstalk tomcat,14484045.0,1558597886.0,,,,,
641,"['java', 'scheduler', 'jobs']","{'account_id': 1670747, 'reputation': 1475, 'user_id': 1537246, 'user_type': 'registered', 'accept_rate': 26, 'profile_image': 'https://www.gravatar.com/avatar/41fec7fd128b3ee49e62e0cc48bbebeb?s=256&d=identicon&r=PG&f=1', 'display_name': 'OlliP', 'link': 'https://stackoverflow.com/users/1537246/ollip'}",True,239,1,0,1558542746,1346515583,12229307,CC BY-SA 3.0,https://stackoverflow.com/questions/12229307/looking-for-no-cron-based-java-scheduler,Looking for no-cron based Java Scheduler,,,,,,,
642,"['java', 'spring', 'single-sign-on', 'kerberos']","{'account_id': 371599, 'reputation': 607, 'user_id': 720213, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/1d57a63ea4256504de691630b316aef5?s=256&d=identicon&r=PG', 'display_name': 'Johan Nor&#233;n', 'link': 'https://stackoverflow.com/users/720213/johan-nor%c3%a9n'}",True,1782,3,4,1558530373,1348225305,12529243,CC BY-SA 3.0,https://stackoverflow.com/questions/12529243/delegate-forward-kerberos-tickets-with-spring-security,Delegate/forward Kerberos tickets with Spring Security,12530049.0,,,,,,
643,"['java', 'android', 'android-intent', 'network-programming']","{'account_id': 1295520, 'reputation': 842, 'user_id': 1246683, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/0NpZp.jpg?s=256&g=1', 'display_name': 'Zeeshan Chaudhry', 'link': 'https://stackoverflow.com/users/1246683/zeeshan-chaudhry'}",True,165,1,0,1558437627,1348478952,12562251,CC BY-SA 4.0,https://stackoverflow.com/questions/12562251/android-socket-client-runnable-didnt-stop,Android Socket Client Runnable didn&#39;t stop,,1558437627.0,,,,,
644,"['java', 'matrix']","{'account_id': 1368003, 'reputation': 3669, 'user_id': 1304016, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/107d09552123cb2d586b189559728928?s=256&d=identicon&r=PG', 'display_name': 'faisal abdulai', 'link': 'https://stackoverflow.com/users/1304016/faisal-abdulai'}",True,3290,2,0,1558420815,1347237931,12344198,CC BY-SA 3.0,https://stackoverflow.com/questions/12344198/calculate-determinant-calculation-in-java,calculate determinant calculation in java,12344727.0,,,,,,
645,"['java', 'android', 'servlets', 'send']","{'account_id': 1729793, 'reputation': 110, 'user_id': 1583613, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca1125c92b2089a4d6927cfe0f062371?s=256&d=identicon&r=PG', 'display_name': 'nonabhai', 'link': 'https://stackoverflow.com/users/1583613/nonabhai'}",True,1739,1,1,1558400966,1348374393,12549728,CC BY-SA 3.0,https://stackoverflow.com/questions/12549728/sending-data-to-servlet-from-android,Sending data to servlet from android,12552444.0,1450121175.0,,,,,
646,"['java', 'regex']","{'account_id': 1168233, 'reputation': 3288, 'user_id': 1146032, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/c2cc5ea26e46272ef462fd37ef9cf386?s=256&d=identicon&r=PG', 'display_name': 'A_Elric', 'link': 'https://stackoverflow.com/users/1146032/a-elric'}",True,4336,4,4,1558393678,1348514022,12571338,CC BY-SA 3.0,https://stackoverflow.com/questions/12571338/java-regex-to-split-numbers-with-unknown-number-of-spaces,Java Regex to split numbers with unknown number of spaces,12571393.0,,,,,,
647,"['java', 'android', 'multithreading', 'android-intent']","{'account_id': 1295520, 'reputation': 842, 'user_id': 1246683, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/0NpZp.jpg?s=256&g=1', 'display_name': 'Zeeshan Chaudhry', 'link': 'https://stackoverflow.com/users/1246683/zeeshan-chaudhry'}",True,576,2,0,1558361776,1348386047,12550596,CC BY-SA 4.0,https://stackoverflow.com/questions/12550596/android-java-implements-runnable-enters-an-infinite-loop,Android/Java Implements Runnable enters an infinite loop,12551616.0,1558361776.0,,,,,
648,"['java', 'jar']","{'account_id': 1236184, 'reputation': 10512, 'user_id': 1199731, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/81e8221369186e3dee93f8defd475c38?s=256&d=identicon&r=PG', 'display_name': 'd0x', 'link': 'https://stackoverflow.com/users/1199731/d0x'}",True,45746,8,34,1558335235,1348584728,12585567,CC BY-SA 3.0,https://stackoverflow.com/questions/12585567/how-to-edit-the-content-of-an-application-properties-or-application-yml-file-ins,How to edit the content of an application.properties or application.yml file inside an existing jar on a remote Linux server,12585637.0,1469737047.0,,,,,
649,"['java', 'hibernate', 'jpa-2.0', 'connection-pooling', 'c3p0']","{'account_id': 1804405, 'reputation': 1226, 'user_id': 1641864, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://i.stack.imgur.com/ECPZy.png?s=256&g=1', 'display_name': 'Babak Behzadi', 'link': 'https://stackoverflow.com/users/1641864/babak-behzadi'}",True,22024,4,11,1558149859,1347792271,12446266,CC BY-SA 4.0,https://stackoverflow.com/questions/12446266/c3p0-configurations-where-and-how,C3P0 Configurations! Where and How?,,1558149859.0,,,,,
650,"['java', 'hibernate', 'jpa-2.0', 'connection-pooling', 'c3p0']","{'account_id': 1804405, 'reputation': 1226, 'user_id': 1641864, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://i.stack.imgur.com/ECPZy.png?s=256&g=1', 'display_name': 'Babak Behzadi', 'link': 'https://stackoverflow.com/users/1641864/babak-behzadi'}",True,67934,2,39,1558149846,1348122005,12507021,,https://stackoverflow.com/questions/12507021/best-configuration-of-c3p0,Best configuration of c3p0,,1558149846.0,,,1348237751.0,not a real question,
