,tags,owner,is_answered,view_count,closed_date,answer_count,score,last_activity_date,creation_date,question_id,link,closed_reason,title,accepted_answer_id,last_edit_date,content_license,protected_date,migrated_from
781,"['java', 'processing']","{'account_id': 17140689, 'reputation': 95, 'user_id': 12404778, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Fw70LHVr2Pc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfgXlz7Wlb8Pph5vMGF8YIe_UQMHQ/photo.jpg?sz=256', 'display_name': 'Zubair Ali', 'link': 'https://stackoverflow.com/users/12404778/zubair-ali'}",True,272,,2,1,1605547887,1585141261,60849384,https://stackoverflow.com/questions/60849384/collision-detection-only-works-when-object-hits-right-in-the-centre,,Collision detection only works when object hits right in the centre,60859519.0,,CC BY-SA 4.0,,
782,"['java', 'android', 'android-color', 'android-flavors']","{'account_id': 17998467, 'reputation': 51, 'user_id': 13080907, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1201f11d456076b6e7c5cbab56a6e9bb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dr Circle', 'link': 'https://stackoverflow.com/users/13080907/dr-circle'}",True,1423,,1,4,1605539576,1584517427,60735276,https://stackoverflow.com/questions/60735276/how-to-change-application-colors-with-flavors-in-android,,How to change application colors with Flavors in Android,60736549.0,1605539576.0,CC BY-SA 4.0,,
783,"['java', 'launch4j']","{'account_id': 18035863, 'reputation': 1, 'user_id': 13109310, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a41792e33d659d96f449ff2273578bd9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Keine', 'link': 'https://stackoverflow.com/users/13109310/keine'}",False,2966,,2,0,1605519407,1584965198,60813265,https://stackoverflow.com/questions/60813265/why-launch4j-does-not-find-installed-jdk,,Why Launch4j does not find installed JDK?,,1584967315.0,CC BY-SA 4.0,,
784,"['java', 'spring', 'spring-boot', 'rabbitmq']","{'account_id': 7212490, 'reputation': 1604, 'user_id': 5506061, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/705a48b362d75667ca6d045875c6b80b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Krish', 'link': 'https://stackoverflow.com/users/5506061/krish'}",False,658,,1,0,1605457968,1585064946,60834526,https://stackoverflow.com/questions/60834526/unable-to-connect-rabbitmq-from-another-server-using-spring-boot,,Unable to connect rabbitmq from another server using spring boot,,1605457968.0,CC BY-SA 4.0,,
785,"['java', 'spring-boot', 'ignite']","{'account_id': 17959678, 'reputation': 1, 'user_id': 13050926, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-UfbnVBKbZFI/AAAAAAAAAAI/AAAAAAAAEsU/AKF05nDoXpnOO4zF_JMmJ5g9DsHHRbi-LQ/photo.jpg?sz=256', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/13050926/tom'}",False,384,,1,0,1605251599,1584073528,60664844,https://stackoverflow.com/questions/60664844/is-it-possible-to-use-the-findbyid-method-in-ingiterepository,,Is it possible to use the &quot;findbyId&quot; method in ingiteRepository?,,1584073869.0,CC BY-SA 4.0,,
786,"['java', 'spring-boot', 'maven', 'travis-ci']","{'account_id': 15353007, 'reputation': 51, 'user_id': 11076136, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6561e18f5418476a98d4d9b4efbe715c?s=256&d=identicon&r=PG&f=1', 'display_name': 'TheProgrammer', 'link': 'https://stackoverflow.com/users/11076136/theprogrammer'}",True,542,,3,0,1605221857,1583234304,60506070,https://stackoverflow.com/questions/60506070/java-spring-boot-and-travis-ci,,Java Spring boot and Travis CI,,1583269166.0,CC BY-SA 4.0,,
787,['java'],"{'account_id': 16504696, 'reputation': 13, 'user_id': 11925012, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/10e625b6206c2e5c89729e6bc10c7e5d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anson', 'link': 'https://stackoverflow.com/users/11925012/anson'}",True,111,,2,0,1605198121,1583914582,60631721,https://stackoverflow.com/questions/60631721/how-can-i-get-the-names-as-a-liststring-or-setstring-given-the-enums,,How can I get the names as a List&lt;String&gt; or Set&lt;String&gt; given the Enums?,,1583941318.0,CC BY-SA 4.0,,
788,"['java', 'maven', 'junit']","{'account_id': 12924013, 'reputation': 85, 'user_id': 9345418, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iYM4M.jpg?s=256&g=1', 'display_name': 'Abhishek P', 'link': 'https://stackoverflow.com/users/9345418/abhishek-p'}",True,1779,,2,2,1605197715,1584609396,60754048,https://stackoverflow.com/questions/60754048/jenkins-not-executing-junit-test-class-maven-project,,Jenkins not executing Junit Test class (Maven Project),60755378.0,1584620299.0,CC BY-SA 4.0,,
789,"['java', 'sql', 'spring-boot', 'jdbc', 'jdbctemplate']","{'account_id': 10745983, 'reputation': 1069, 'user_id': 7907300, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e028848530c7b0b75a1142879de5a48?s=256&d=identicon&r=PG&f=1', 'display_name': 'cheshire', 'link': 'https://stackoverflow.com/users/7907300/cheshire'}",True,94,,1,0,1605196666,1584979464,60817211,https://stackoverflow.com/questions/60817211/reproducing-sql-exception-and-correct-handling-in-layer-architecture,,Reproducing SQL Exception and correct handling in layer architecture,60818496.0,1605196666.0,CC BY-SA 4.0,,
790,"['java', 'spring', 'apache-tika']","{'account_id': 17770708, 'reputation': 21, 'user_id': 12904390, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6526105d9415261746cacbd01973c1a0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vinod', 'link': 'https://stackoverflow.com/users/12904390/vinod'}",True,469,,3,1,1605184315,1584793723,60787787,https://stackoverflow.com/questions/60787787/how-to-find-the-mime-type-of-bat-file-using-tika-api,,How to find the mime type of .bat file using Tika API?,,1584794512.0,CC BY-SA 4.0,,
791,['java'],"{'account_id': 16730949, 'reputation': 261, 'user_id': 12093307, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-CsgV8vipnsw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdhUJfSVjlBVfPEmDM4NO_mekTzYw/photo.jpg?sz=256', 'display_name': 'dvlpr', 'link': 'https://stackoverflow.com/users/12093307/dvlpr'}",False,581,,2,2,1605172079,1585545021,60924407,https://stackoverflow.com/questions/60924407/call-services-methods-based-on-the-inputs-in-java,,Call services/methods based on the inputs in Java,,,CC BY-SA 4.0,,
792,"['java', 'json', 'docker', 'kudu', 'apache-kudu']","{'account_id': 17000503, 'reputation': 1, 'user_id': 12298010, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/500993f3dc6cccef787c24528a40b78c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rashi', 'link': 'https://stackoverflow.com/users/12298010/rashi'}",False,151,,1,0,1605046503,1585245245,60873328,https://stackoverflow.com/questions/60873328/how-do-i-load-data-from-a-java-object-to-kudu-table,,How do I load data from a Java object to Kudu table?,,,CC BY-SA 4.0,,
793,"['java', 'elasticsearch', 'logstash']","{'account_id': 6990919, 'reputation': 39, 'user_id': 5360236, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-r3Yc-fJFHhU/AAAAAAAAAAI/AAAAAAAAAJA/Z2HyUNy3laU/photo.jpg?sz=256', 'display_name': 'Muntazir Abbas', 'link': 'https://stackoverflow.com/users/5360236/muntazir-abbas'}",True,1112,,1,1,1604875557,1584013176,60653393,https://stackoverflow.com/questions/60653393/logstash-stopped-processing-because-of-an-error-nameerror-cannot-load-ext,,Logstash stopped processing because of an error: (NameError) cannot load (ext) (org.jruby.ext.openssl.OpenSSL),,,CC BY-SA 4.0,,
794,"['java', 'spring-security', 'oauth-2.0', 'spring-security-oauth2']","{'account_id': 2670217, 'reputation': 5211, 'user_id': 2307786, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/43cb6ca97c146a83b91c0a0814a5f5d2?s=256&d=identicon&r=PG', 'display_name': 'Tonyukuk', 'link': 'https://stackoverflow.com/users/2307786/tonyukuk'}",True,3702,,1,1,1604740116,1585225884,60867340,https://stackoverflow.com/questions/60867340/enablewebsecurity-annotation-gives-error-at-spring-security-oauth2,,EnableWebSecurity annotation gives error at spring-security-oauth2,60886742.0,1604740116.0,CC BY-SA 4.0,,
795,"['java', 'android', 'listview', 'android-listview']","{'account_id': 16224971, 'reputation': 131, 'user_id': 11845248, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2800789923325518/picture?type=large', 'display_name': 'user11845248', 'link': 'https://stackoverflow.com/users/11845248/user11845248'}",True,89,,3,1,1604578429,1584334498,60700502,https://stackoverflow.com/questions/60700502/how-can-i-add-each-item-to-listview-android,,How can i add each item to listview android,,1584335540.0,CC BY-SA 4.0,,
796,"['java', 'azure', 'azure-functions', 'inversion-of-control']","{'account_id': 4150940, 'reputation': 221, 'user_id': 3403420, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100000341916124/picture?type=large', 'display_name': 'radoslaw.jarzynka', 'link': 'https://stackoverflow.com/users/3403420/radoslaw-jarzynka'}",True,1167,,1,1,1604361299,1583420990,60548438,https://stackoverflow.com/questions/60548438/dependency-injection-ioc-in-java-azure-functions,,Dependency Injection (IoC) in JAVA + Azure Functions,,,CC BY-SA 4.0,,
797,"['java', 'json', 'spring', 'date', 'sap-commerce-cloud']","{'account_id': 2138268, 'reputation': 6920, 'user_id': 1897528, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/JI8f2.png?s=256&g=1', 'display_name': 'Farrukh Chishti', 'link': 'https://stackoverflow.com/users/1897528/farrukh-chishti'}",True,1005,,4,1,1604337066,1583847132,60618697,https://stackoverflow.com/questions/60618697/format-date-in-response-json-from-controller,,Format date in response JSON from controller,,1583952197.0,CC BY-SA 4.0,,
798,"['java', 'spring-boot', 'resources', 'classpath', 'jks']","{'account_id': 3855273, 'reputation': 59, 'user_id': 3194379, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Abhay', 'link': 'https://stackoverflow.com/users/3194379/abhay'}",False,231,,0,0,1604329120,1584955692,60810829,https://stackoverflow.com/questions/60810829/not-able-to-load-the-resource-file-in-jar-filedocker-build-locally-working-fi,,Not able to load the resource file in jar file(docker build). Locally working fine,,1584966915.0,CC BY-SA 4.0,,
799,"['java', 'android']","{'account_id': 4843519, 'reputation': 307, 'user_id': 3907893, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'flashc5', 'link': 'https://stackoverflow.com/users/3907893/flashc5'}",True,4915,,2,5,1604301243,1585250473,60874654,https://stackoverflow.com/questions/60874654/downloadmanager-not-working-on-android-q-android-java,,DownloadManager Not Working On Android Q - Android/Java,,1585288215.0,CC BY-SA 4.0,,
800,"['java', 'class', 'jackson', 'jackson2']","{'account_id': 2139684, 'reputation': 7216, 'user_id': 2019549, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/900a3735d55a0473c975ba9266bf0c68?s=256&d=identicon&r=PG', 'display_name': 'cambunctious', 'link': 'https://stackoverflow.com/users/2019549/cambunctious'}",True,8979,,2,8,1604244537,1585144927,60850439,https://stackoverflow.com/questions/60850439/jackson-create-javatype-from-class,,Jackson create JavaType from Class,61063192.0,1586187294.0,CC BY-SA 4.0,,
801,"['java', 'scala', 'date', 'parsing', 'java-time']","{'account_id': 5390879, 'reputation': 337, 'user_id': 4293446, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/9da46dcbbff4536a052417625b06e5c5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pan Wolodyjowsky', 'link': 'https://stackoverflow.com/users/4293446/pan-wolodyjowsky'}",False,87,1583239472.0,0,0,1604226947,1583239107,60507454,https://stackoverflow.com/questions/60507454/parse-string-in-ddmmmyyyy-format-to-java-sql-date-using-java-time,Duplicate,Parse String in &#39;ddMMMyyyy&#39; format to java.sql.Date using java.time,,1604226947.0,,,
802,"['java', 'gradle', 'javafx']","{'account_id': 15578732, 'reputation': 426, 'user_id': 11239174, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b773f6778451ce99ad7bd2c55edfe924?s=256&d=identicon&r=PG&f=1', 'display_name': 'Devxln', 'link': 'https://stackoverflow.com/users/11239174/devxln'}",True,1231,,2,0,1604177238,1584816081,60791856,https://stackoverflow.com/questions/60791856/calendarfx-in-combination-with-javafx-module-javafx-controls-not-found,,CalendarFX in combination with JavaFX: Module javafx.controls not found,,,CC BY-SA 4.0,,
803,"['java', 'android', 'android-studio']","{'account_id': 9318336, 'reputation': 373, 'user_id': 12675571, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2522403c3c426dea16c93a244029695d?s=256&d=identicon&r=PG&f=1', 'display_name': 'siman', 'link': 'https://stackoverflow.com/users/12675571/siman'}",True,6961,,1,23,1604160475,1584645802,60763793,https://stackoverflow.com/questions/60763793/getting-java-lang-noclassdeffounderror-com-android-resources-resourcefoldertype,,Getting java.lang.NoClassDefFoundError: com/android/resources/ResourceFolderType in Android Studio 3.6.1,,1604160475.0,CC BY-SA 4.0,,
804,"['java', 'printing']","{'account_id': 7475900, 'reputation': 1, 'user_id': 5682355, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/95b072bfe181018c5e16e491c89ce9f4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Abhishek', 'link': 'https://stackoverflow.com/users/5682355/abhishek'}",True,353,,1,0,1604143150,1584961096,60812230,https://stackoverflow.com/questions/60812230/how-to-set-printing-document-name-in-java,,How to set printing document name in java,,1584967448.0,CC BY-SA 4.0,,
805,"['java', 'spring', 'spring-boot', 'cxf', 'spring-ws']","{'account_id': 37032, 'reputation': 6253, 'user_id': 105788, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/4a79b3cccc9ee27520cfa9587b0a6a43?s=256&d=identicon&r=PG', 'display_name': 'Stephen Patten', 'link': 'https://stackoverflow.com/users/105788/stephen-patten'}",True,327,,1,0,1604101519,1585147274,60851141,https://stackoverflow.com/questions/60851141/how-to-set-the-mappings-of-a-servlet-so-that-it-listens-on-the-same-path-as-cxf,,How to set the mappings of a servlet so that it listens on the same path as CXF?,64617057.0,1585153461.0,CC BY-SA 4.0,,
806,"['java', 'kubernetes']","{'account_id': 6505151, 'reputation': 261, 'user_id': 5034379, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04a2faa9e32da3129c821306c78fc56e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alexander F', 'link': 'https://stackoverflow.com/users/5034379/alexander-f'}",True,16731,,3,24,1603893617,1584807030,60790118,https://stackoverflow.com/questions/60790118/java-kubernetes-client-sslhandshakeexception-extension-5-should-not-be-present,,Java Kubernetes client SSLHandshakeException extension (5) should not be presented in certificate_request,,,CC BY-SA 4.0,,
807,"['java', 'android', 'firebase']","{'account_id': 13160875, 'reputation': 5895, 'user_id': 9506409, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eI0DS.jpg?s=256&g=1', 'display_name': 'Jack Wilson', 'link': 'https://stackoverflow.com/users/9506409/jack-wilson'}",True,10755,,8,22,1603880097,1583041473,60472354,https://stackoverflow.com/questions/60472354/duplicate-class-com-google-common-util-concurrent-listenablefuture-found-in-modu,,Duplicate class com.google.common.util.concurrent.ListenableFuture found in modules jetified-guava-26.0-android.jar,60475474.0,,CC BY-SA 4.0,,
808,"['java', 'spring-boot', 'influxdb']","{'account_id': 16138536, 'reputation': 427, 'user_id': 11650363, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a47b903f3ea8e34e162930b1f55caec?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hongli Bu', 'link': 'https://stackoverflow.com/users/11650363/hongli-bu'}",True,289,,1,0,1603805330,1583381230,60538055,https://stackoverflow.com/questions/60538055/how-to-solve-java-net-socketexception-connection-reset-when-writing-data-to-inf,,how to solve java.net.SocketException: Connection reset when writing data to influxdb from spring-boot application,60552485.0,1583390247.0,CC BY-SA 4.0,,
809,"['java', 'html', 'datetime', 'jsp', 'spring-data-jpa']","{'account_id': 18023066, 'reputation': 3, 'user_id': 13099774, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/370d4ee892c332aef18f2d79d6e8f5f4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mr.Bin', 'link': 'https://stackoverflow.com/users/13099774/mr-bin'}",False,1172,,1,0,1603786877,1584820180,60792546,https://stackoverflow.com/questions/60792546/cannot-convert-value-of-type-java-lang-string-to-required-type-java-time-loca,,Cannot convert value of type &#39;java.lang.String&#39; to required type &#39;java.time.LocalDate&#39;,,,CC BY-SA 4.0,,
810,"['java', 'gradle', 'javafx']","{'account_id': 13515645, 'reputation': 801, 'user_id': 10696487, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c53b57da63048fc9ec0d5bd0b710b8fb?s=256&d=identicon&r=PG&f=1', 'display_name': 'ivaylo', 'link': 'https://stackoverflow.com/users/10696487/ivaylo'}",False,8993,,0,2,1603780665,1584904429,60803798,https://stackoverflow.com/questions/60803798/an-illegal-reflective-access-operation-warning,,An illegal reflective access operation warning,,1584907544.0,CC BY-SA 4.0,,
811,"['java', 'encryption', 'aes']","{'account_id': 7952748, 'reputation': 1099, 'user_id': 6003092, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/13c6a18d98bca4b5b04fec3f8a5e0d8b?s=256&d=identicon&r=PG&f=1', 'display_name': 'B. Hulshof', 'link': 'https://stackoverflow.com/users/6003092/b-hulshof'}",True,245,,1,1,1603730306,1584989562,60819870,https://stackoverflow.com/questions/60819870/aes-badpaddingexception-when-decrypting,,AES BadPaddingException when decrypting,60820482.0,1584996597.0,CC BY-SA 4.0,,
812,"['java', 'swing', 'jmenu', 'jmenuitem', 'jmenubar']","{'account_id': 15903496, 'reputation': 11, 'user_id': 11475292, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-9KIS69gl8kY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3ret1ZzGwBTszZze7ZoVj5I3Ky4Onw/mo/photo.jpg?sz=256', 'display_name': 'Alflig', 'link': 'https://stackoverflow.com/users/11475292/alflig'}",True,85,,1,1,1603594763,1583927410,60635365,https://stackoverflow.com/questions/60635365/jmenuitems-not-responding,,JMenuItems not responding,,1603594763.0,CC BY-SA 4.0,,
813,"['java', 'postgresql', 'select', 'jooq', 'composite-primary-key']","{'account_id': 1953077, 'reputation': 3506, 'user_id': 1756750, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/db2912f03e4de7e109367b40f874fea6?s=256&d=identicon&r=PG', 'display_name': 'Denis', 'link': 'https://stackoverflow.com/users/1756750/denis'}",True,986,,1,2,1603525082,1584482885,60730924,https://stackoverflow.com/questions/60730924/how-to-select-multiple-rows-by-their-composite-primary-keys-in-jooq,,How to select multiple rows by their composite primary keys in JOOQ?,60734961.0,,CC BY-SA 4.0,,
814,"['java', 'arrays', 'set', 'redundancy']","{'account_id': 17673712, 'reputation': 479, 'user_id': 12829221, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAvKuOzFhATW-1_PWG4VufM2pZZBF-tUYPEAVg5_Q=k-s256', 'display_name': 'Sumit Singh', 'link': 'https://stackoverflow.com/users/12829221/sumit-singh'}",True,157,,3,-1,1603472641,1583382948,60538288,https://stackoverflow.com/questions/60538288/getting-an-unsorted-set-when-creating-it-from-a-sorted-array-with-duplicity,,Getting an unsorted set when creating it from a sorted array with duplicity,60538359.0,,CC BY-SA 4.0,,
815,"['java', 'list', 'filter', 'java-8', 'java-stream']","{'account_id': 8974840, 'reputation': 349, 'user_id': 6692088, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b1995654da00643ce982f6b503eb857?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kevin Valdez', 'link': 'https://stackoverflow.com/users/6692088/kevin-valdez'}",True,2012,,1,3,1603419991,1585101278,60841988,https://stackoverflow.com/questions/60841988/remove-element-in-nested-list-with-condition-from-another-list-java-8,,Remove Element in Nested List with Condition From another List - Java 8,60842069.0,1603419991.0,CC BY-SA 4.0,,
816,"['java', 'hibernate', 'h2']","{'account_id': 12152068, 'reputation': 461, 'user_id': 8872018, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/477f2eecd3faebf42c1c81e73a2b9b61?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anthony', 'link': 'https://stackoverflow.com/users/8872018/anthony'}",False,432,,1,1,1603286933,1583687067,60589903,https://stackoverflow.com/questions/60589903/issue-with-h2-datediff-function-using-criteria-api,,Issue with H2 DATEDIFF function using Criteria API,,,CC BY-SA 4.0,,
817,"['java', 'spring-boot', 'userdetailsservice']","{'account_id': 6798969, 'reputation': 71, 'user_id': 5233042, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/kBVoZ.jpg?s=256&g=1', 'display_name': 'Will', 'link': 'https://stackoverflow.com/users/5233042/will'}",True,1171,,2,2,1603271396,1583607991,60581245,https://stackoverflow.com/questions/60581245/springboot-userdetailsservice-loaduserbyusername-method-never-called-with-custom,,SpringBoot UserDetailsService loadUserByUsername Method Never Called with custom WebSecurityConfigurerAdapter,,,CC BY-SA 4.0,,
818,"['java', 'eclipse', 'tomcat', 'server']","{'account_id': 17986798, 'reputation': 1, 'user_id': 13071888, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/382a061f0f7014847cac06d774fcabec?s=256&d=identicon&r=PG&f=1', 'display_name': 'Beeradd', 'link': 'https://stackoverflow.com/users/13071888/beeradd'}",False,125,,1,0,1603258654,1584379041,60710387,https://stackoverflow.com/questions/60710387/error-no-label-provider-for-tomcat-v9-0-at-localhost,,&quot;Error: no label provider for Tomcat v9.0 at localhost&quot;,,1584389724.0,CC BY-SA 4.0,,
819,"['java', 'swing', 'netbeans', 'jtextarea']","{'user_type': 'does_not_exist', 'display_name': 'user12031183'}",True,208,,2,0,1603190302,1583741464,60596692,https://stackoverflow.com/questions/60596692/using-a-jtextarea-in-a-different-class,,Using a JTextArea in a different class,,1603190302.0,CC BY-SA 4.0,,
820,"['java', 'swing', 'cmd', 'runtime', 'jtextarea']","{'account_id': 10684955, 'reputation': 11, 'user_id': 9880990, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/z2wuo.jpg?s=256&g=1', 'display_name': 'javad mv', 'link': 'https://stackoverflow.com/users/9880990/javad-mv'}",False,168,,1,1,1603189601,1583991406,60648158,https://stackoverflow.com/questions/60648158/how-to-print-the-command-line-output-in-a-text-area-line-by-line-using-java,,How to print the command line output in a text area line by line using java?,,1603189601.0,CC BY-SA 4.0,,
821,"['java', 'swing', 'average', 'jtextarea', 'string-length']","{'account_id': 17898097, 'reputation': 15, 'user_id': 13002957, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f2789b7c57e0ccc56023e9f6170039ee?s=256&d=identicon&r=PG&f=1', 'display_name': 'kii', 'link': 'https://stackoverflow.com/users/13002957/kii'}",True,68,,1,0,1603189571,1584842183,60795197,https://stackoverflow.com/questions/60795197/how-to-find-the-average-of-words-using-the-characters-of-the-jtextarea-inputted,,How to find the average of words using the characters of the JTextArea inputted string,60795627.0,1603189571.0,CC BY-SA 4.0,,
822,"['java', 'string', 'integer', 'java.util.scanner']","{'account_id': 17717005, 'reputation': 641, 'user_id': 12863076, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gP7Lh.png?s=256&g=1', 'display_name': 'Siddhant', 'link': 'https://stackoverflow.com/users/12863076/siddhant'}",True,60,1584644404.0,1,0,1603119932,1584644242,60763449,https://stackoverflow.com/questions/60763449/input-for-a-string-variable-is-skipped-when-it-is-preceeded-by-an-integer-input,Duplicate,input for a String variable is skipped when it is preceeded by an integer input,60763486.0,1603119932.0,,,
823,"['java', 'stringbuilder', 'stringbuffer']","{'account_id': 17717005, 'reputation': 641, 'user_id': 12863076, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gP7Lh.png?s=256&g=1', 'display_name': 'Siddhant', 'link': 'https://stackoverflow.com/users/12863076/siddhant'}",True,178,1585152496.0,2,1,1603117695,1585139238,60848841,https://stackoverflow.com/questions/60848841/what-is-the-significance-of-stringbuffer-and-which-should-be-used-more-often-st,Duplicate,"what is the significance of StringBuffer and which should be used more often, StringBuffer or StringBuilder?",60849645.0,1603117695.0,,,
824,"['java', 'string']","{'account_id': 17717005, 'reputation': 641, 'user_id': 12863076, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gP7Lh.png?s=256&g=1', 'display_name': 'Siddhant', 'link': 'https://stackoverflow.com/users/12863076/siddhant'}",True,60,,1,-1,1603116967,1584963110,60812737,https://stackoverflow.com/questions/60812737/can-any-argument-in-regionmatches-method-can-make-the-method-return-true-for-a,,can any argument in regionMatches() method can make the method return true for a string in uppercase and lowercase?,60812775.0,1603116967.0,CC BY-SA 4.0,,
825,"['java', 'spring-boot', 'ssl', 'tls1.2', 'tls1.3']","{'account_id': 9195034, 'reputation': 558, 'user_id': 6834044, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-j2FErc3YxLk/AAAAAAAAAAI/AAAAAAAAAFY/vlPo4IsQvls/photo.jpg?sz=256', 'display_name': 'Przemysław Gęsieniec', 'link': 'https://stackoverflow.com/users/6834044/przemys%c5%82aw-g%c4%99sieniec'}",False,245,,2,1,1603078193,1583343054,60531640,https://stackoverflow.com/questions/60531640/enabling-tls-extension-for-token-binding-protocol-negotiation-with-java-springbo,,Enabling TLS Extension for Token Binding Protocol Negotiation with Java/SpringBoot,,1633605547.0,CC BY-SA 4.0,,
826,"['java', 'libgdx']","{'account_id': 17995199, 'reputation': 31, 'user_id': 13078417, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/196b0582457c021a994f35dfee7ea62e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pixelz22', 'link': 'https://stackoverflow.com/users/13078417/pixelz22'}",True,1842,,1,2,1602939739,1584473381,60729043,https://stackoverflow.com/questions/60729043/libgdx-desktop-launcher-failing,,LibGDX Desktop Launcher failing,,1595610200.0,CC BY-SA 4.0,,
827,"['java', 'swing', 'jpanel', 'paintcomponent']","{'account_id': 16861357, 'reputation': 71, 'user_id': 12192071, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAhfpVTWehl_IRdHc-9D9CsCOoeLm5L44e29MGapA=k-s256', 'display_name': 'Brandon Bischoff', 'link': 'https://stackoverflow.com/users/12192071/brandon-bischoff'}",False,22,1584407660.0,0,0,1602857270,1584407397,60715045,https://stackoverflow.com/questions/60715045/use-paintcomponent-painticon-to-create-a-single-image-from-multiple-images-on,Duplicate,Use paintComponent &amp; paintIcon to create a single image from multiple images on a JPanel - Java,,1602857270.0,,,
