,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
169,"['java', 'maven', 'maven-3', 'ear', 'maven-ear-plugin']","{'account_id': 63492, 'reputation': 5346, 'user_id': 187922, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/f91830c56a4ebca2ff1269d0d6ea1afd?s=256&d=identicon&r=PG&f=1', 'display_name': 'KItis', 'link': 'https://stackoverflow.com/users/187922/kitis'}",True,43652,3,18,1641546780,1352635338,,13330930,CC BY-SA 3.0,https://stackoverflow.com/questions/13330930/invalid-packaging-for-parent-pom-xml-must-be-pom-but-is-ear,"Invalid packaging for parent pom.xml, must be &quot;pom&quot; but is &quot;ear&quot;",13331350.0,,,,,
170,"['java', 'hibernate', 'hql', 'sql-like']","{'account_id': 1987160, 'reputation': 361, 'user_id': 1782051, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/055db07688cb18c333eebbc2cd1983b8?s=256&d=identicon&r=PG', 'display_name': 'Ni3', 'link': 'https://stackoverflow.com/users/1782051/ni3'}",True,90223,5,22,1641411796,1353923404,1641411747.0,13562261,CC BY-SA 4.0,https://stackoverflow.com/questions/13562261/how-to-write-a-like-query-in-hql,How to write a like query in HQL,,,,,,
171,"['java', 'postgresql', 'jdbc', 'prepared-statement']","{'account_id': 2029107, 'reputation': 63, 'user_id': 1813345, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/97041095802dc468b0960655e5f3d7ef?s=256&d=identicon&r=PG', 'display_name': 'Diego Boy Rz', 'link': 'https://stackoverflow.com/users/1813345/diego-boy-rz'}",True,2718,2,5,1641403022,1352494394,1641403022.0,13315846,CC BY-SA 4.0,https://stackoverflow.com/questions/13315846/preparedstatements-setint-not-working-on-postgresql,PreparedStatement&#39;s setInt() not working on PostgreSQL,,,,,,
172,"['java', 'knights-tour']","{'account_id': 1992092, 'reputation': 63, 'user_id': 1785891, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/HnVvC.png?s=256&g=1', 'display_name': 'cryptoshiva', 'link': 'https://stackoverflow.com/users/1785891/cryptoshiva'}",True,112,1,2,1641155447,1352818918,1641155447.0,13363084,CC BY-SA 4.0,https://stackoverflow.com/questions/13363084/method-call-within-an-array-statement-causing-program-to-hang,Method call within an array statement causing program to &quot;hang&quot;,13363179.0,,,,,
173,"['java', 'junit', 'annotations']","{'account_id': 1950838, 'reputation': 141, 'user_id': 1754960, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/1e07062a655e6cde89d5978ae4f6612a?s=256&d=identicon&r=PG', 'display_name': 'user1754960', 'link': 'https://stackoverflow.com/users/1754960/user1754960'}",True,6200,5,10,1641154465,1354040443,,13590557,CC BY-SA 3.0,https://stackoverflow.com/questions/13590557/junit4-skip-tests-according-to-custom-java-annotations,JUnit4 skip test(s) according to custom java annotations,,,,,,
174,"['java', 'knights-tour']","{'account_id': 2067193, 'reputation': 1282, 'user_id': 1842487, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/86836d20ba778a0f43441487d6de5fcd?s=256&d=identicon&r=PG', 'display_name': 'Saurav Kumar Singh', 'link': 'https://stackoverflow.com/users/1842487/saurav-kumar-singh'}",False,309,2,1,1641144595,1353513183,1641144595.0,13497000,CC BY-SA 4.0,https://stackoverflow.com/questions/13497000/knights-tour-not-able-to-resolve,knight&#39;s tour : not able to resolve,,,,,,
175,"['java', 'java-8', 'monads', 'option-type']","{'account_id': 37187, 'reputation': 45679, 'user_id': 106261, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/c6e6d6c8ca22de9d91745bce5b8e0399?s=256&d=identicon&r=PG', 'display_name': 'NimChimpsky', 'link': 'https://stackoverflow.com/users/106261/nimchimpsky'}",True,44782,10,87,1640847469,1353329889,1494215491.0,13454347,CC BY-SA 3.0,https://stackoverflow.com/questions/13454347/monads-with-java-8,Monads with Java 8,19932439.0,,,,,
176,"['java', 'swing', 'transparency', 'alpha-transparency', 'mouse-cursor']","{'account_id': 311792, 'reputation': 1986, 'user_id': 625562, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/27ab4f23df79037680a7520520f3b924?s=256&d=identicon&r=PG', 'display_name': 'Sammy Guergachi', 'link': 'https://stackoverflow.com/users/625562/sammy-guergachi'}",True,2700,4,7,1640785395,1352582931,1640785395.0,13326256,CC BY-SA 4.0,https://stackoverflow.com/questions/13326256/implementing-cursor-in-java-with-some-transparency,Implementing Cursor in Java with some Transparency,13356114.0,,,,,
177,"['java', 'ftp', 'netty']","{'account_id': 1069203, 'reputation': 533, 'user_id': 1068889, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/AlL8x.png?s=256&g=1', 'display_name': 'Martin', 'link': 'https://stackoverflow.com/users/1068889/martin'}",True,5535,2,4,1640635388,1354093057,,13601253,CC BY-SA 3.0,https://stackoverflow.com/questions/13601253/how-to-build-a-ftp-server-with-netty,How to build a FTP server with Netty?,13601574.0,,,,,
178,"['java', 'encryption', 'rsa', 'encryption-asymmetric', 'secret-key']","{'account_id': 2063091, 'reputation': 35, 'user_id': 1839226, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6b11b611894e2ebe58b84a27daba4af?s=256&d=identicon&r=PG', 'display_name': 'Ibrahim A', 'link': 'https://stackoverflow.com/users/1839226/ibrahim-a'}",True,2544,2,2,1640616504,1353424933,,13476355,CC BY-SA 3.0,https://stackoverflow.com/questions/13476355/how-does-rsa-distribute-keys-to-the-sender-and-receiver,how does RSA distribute keys to the sender and receiver?,13476413.0,,,,,
179,"['java', 'linux', 'ubuntu', 'jar', 'swt']","{'account_id': 1707046, 'reputation': 387, 'user_id': 1799274, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/a59b7913a09a6cbc86196fe6bf691acf?s=256&d=identicon&r=PG', 'display_name': 'Nifty255', 'link': 'https://stackoverflow.com/users/1799274/nifty255'}",True,24785,5,10,1639849360,1354207717,1592644375.0,13630627,CC BY-SA 4.0,https://stackoverflow.com/questions/13630627/ubuntu-swt-app-cant-load-gtk-library,Ubuntu: SWT App Can&#39;t Load GTK Library,,,,,,
180,"['java', 'inheritance', 'reflection', 'extends', 'getconstructor']","{'user_type': 'does_not_exist', 'display_name': 'user1305056'}",True,6424,3,8,1639826977,1353573774,1639826977.0,13508720,CC BY-SA 4.0,https://stackoverflow.com/questions/13508720/java-reflection-getconstructor-method,Java Reflection getConstructor method,13508870.0,,,,,
181,"['java', 'xml', 'xml-rpc', 'rpc']","{'account_id': 344696, 'reputation': 6786, 'user_id': 677139, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/bcfc011a6e71684570b0c110f9db1616?s=256&d=identicon&r=PG', 'display_name': 'Dreen', 'link': 'https://stackoverflow.com/users/677139/dreen'}",True,9921,1,9,1639596833,1354012740,,13582375,CC BY-SA 3.0,https://stackoverflow.com/questions/13582375/which-java-xml-rpc-library-to-use,Which Java XML RPC library to use,13603602.0,,,,,
182,"['java', 'jsp', 'jakarta-ee', 'servlets', 'jspinclude']","{'user_type': 'does_not_exist', 'display_name': 'user1765876'}",True,17803,4,12,1639528151,1353357662,,13461838,CC BY-SA 3.0,https://stackoverflow.com/questions/13461838/preserving-session-in-java-with-sendredirect,Preserving session in Java with sendredirect,13462878.0,,,,,
183,['java'],"{'account_id': 2042078, 'reputation': 107, 'user_id': 1822983, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/1ddee858d700330bffb2bbc16ab47aca?s=256&d=identicon&r=PG', 'display_name': 'Sashikant', 'link': 'https://stackoverflow.com/users/1822983/sashikant'}",False,5506,3,3,1639527735,1353019732,1366664023.0,13407624,CC BY-SA 3.0,https://stackoverflow.com/questions/13407624/the-http-session-loses-the-attribute-after-request-sendredirect,The http session loses the attribute after request.sendRedirect,,,,,,
184,"['java', 'heap-memory', 'visualvm', 'oql']","{'account_id': 4899, 'reputation': 100837, 'user_id': 7595, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/99108829176dfbbc5d0bf3c041542a26?s=256&d=identicon&r=PG', 'display_name': 'Pablo Fernandez', 'link': 'https://stackoverflow.com/users/7595/pablo-fernandez'}",True,1008,2,7,1639511616,1352401435,1639511616.0,13295941,CC BY-SA 4.0,https://stackoverflow.com/questions/13295941/analyzing-heap-dump-mapsize-is-not-a-function,"Analyzing heap dump, Map#size() is not a function?",,,,,,
185,"['java', 'heap-memory']","{'account_id': 939344, 'reputation': 1785, 'user_id': 967710, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/b2562c6cf2eeae92805d73647a43f5aa?s=256&d=identicon&r=PG', 'display_name': 'user967710', 'link': 'https://stackoverflow.com/users/967710/user967710'}",False,196,0,0,1639511520,1353258444,1639511520.0,13442392,CC BY-SA 4.0,https://stackoverflow.com/questions/13442392/compressing-java-heap,compressing java heap -,,,,,,
186,"['java', 'windows', 'maven', 'path', 'windows-vista']","{'account_id': 425197, 'reputation': 4251, 'user_id': 805660, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/784f830d88a0b8f40762db7ed67e17dd?s=256&d=identicon&r=PG', 'display_name': 'programmer', 'link': 'https://stackoverflow.com/users/805660/programmer'}",True,74866,4,4,1639374031,1352113201,1370543189.0,13230718,CC BY-SA 3.0,https://stackoverflow.com/questions/13230718/how-to-locate-my-java-jdk-folder-and-edit-the-path-variable-integration-maven,How to locate my java jdk folder and edit the path variable - integration maven,13230819.0,,,,,
187,"['java', 'testing', 'mockito']","{'account_id': 87760, 'reputation': 13920, 'user_id': 243203, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/2b109ee25262c122de3382a43b1b64c8?s=256&d=identicon&r=PG', 'display_name': 'Kurru', 'link': 'https://stackoverflow.com/users/243203/kurru'}",True,46997,4,75,1639252665,1354146886,,13616547,CC BY-SA 3.0,https://stackoverflow.com/questions/13616547/calling-callbacks-with-mockito,Calling callbacks with Mockito,13616562.0,,,,,
188,"['java', 'sonarqube', 'heap-memory', 'bamboo', 'permgen']","{'account_id': 68217, 'reputation': 188, 'user_id': 1471958, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/ae4b179af0befa20b74af6a144245d25?s=256&d=identicon&r=PG', 'display_name': 'csilk', 'link': 'https://stackoverflow.com/users/1471958/csilk'}",True,8527,4,1,1639153164,1351767713,1639153164.0,13175668,CC BY-SA 4.0,https://stackoverflow.com/questions/13175668/sonar-java-lang-outofmemoryerror-permgen-space,Sonar java.lang.OutOfMemoryError: PermGen space,13788055.0,,,,,
189,"['java', 'jar']","{'account_id': 1979323, 'reputation': 3523, 'user_id': 1776310, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/7QPAd.jpg?s=256&g=1', 'display_name': 'Apple Grinder', 'link': 'https://stackoverflow.com/users/1776310/apple-grinder'}",True,85272,6,16,1639128734,1354147172,1365065441.0,13616586,CC BY-SA 3.0,https://stackoverflow.com/questions/13616586/error-jar-is-not-recognized-as-an-internal-or-external-command-operable-progr,"Error - jar is not recognized as an internal or external command, operable program or batch file",13616615.0,,,,,
190,"['java', 'gson']","{'account_id': 206154, 'reputation': 5108, 'user_id': 455268, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/2f1c515f7b488a140baa17f30b123597?s=256&d=identicon&r=PG', 'display_name': 'svenkapudija', 'link': 'https://stackoverflow.com/users/455268/svenkapudija'}",True,2914,2,3,1639027550,1354236351,,13637375,CC BY-SA 3.0,https://stackoverflow.com/questions/13637375/gson-dont-serialize-deserialize-extended-class,GSON don&#39;t serialize/deserialize extended class,13637572.0,,,,,
191,"['java', 'android']","{'account_id': 238425, 'reputation': 15238, 'user_id': 507313, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/b8b097f0a88ab346a912b74fda4c57cf?s=256&d=identicon&r=PG', 'display_name': 'StuStirling', 'link': 'https://stackoverflow.com/users/507313/stustirling'}",True,15326,5,15,1639025533,1352478013,1579193421.0,13311856,CC BY-SA 4.0,https://stackoverflow.com/questions/13311856/write-zipentry-data-to-string,Write ZipEntry Data To String,13312005.0,,,,,
192,"['java', 'jbpm', 'business-process', 'mvel']","{'account_id': 263193, 'reputation': 3942, 'user_id': 548601, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/8Q4Iy.png?s=256&g=1', 'display_name': 'andriy', 'link': 'https://stackoverflow.com/users/548601/andriy'}",False,1336,1,2,1638980385,1353601062,,13516616,CC BY-SA 3.0,https://stackoverflow.com/questions/13516616/what-is-advantage-of-using-mvel,What is advantage of using MVEL?,,,,,,
193,"['java', 'swing', 'shortcut', 'jmenuitem']","{'account_id': 2040382, 'reputation': 1867, 'user_id': 1821741, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/a41cec2374ad54df95bb26274ad0a7dd?s=256&d=identicon&r=PG', 'display_name': 'Adrian Hristov', 'link': 'https://stackoverflow.com/users/1821741/adrian-hristov'}",True,25846,2,22,1638531541,1352832481,1352840035.0,13366793,CC BY-SA 3.0,https://stackoverflow.com/questions/13366793/how-do-you-make-menu-item-jmenuitem-shortcut,How do you make menu item (JMenuItem) shortcut?,13366833.0,,,,,
194,"['java', 'multithreading', 'design-patterns', 'reactor']","{'account_id': 1839724, 'reputation': 437, 'user_id': 1669389, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/c32cc3c295dcf8025dba7050959e14d7?s=256&d=identicon&r=PG', 'display_name': 'Jon', 'link': 'https://stackoverflow.com/users/1669389/jon'}",True,27558,2,28,1638396675,1352129673,1560842413.0,13235312,CC BY-SA 4.0,https://stackoverflow.com/questions/13235312/what-are-worker-threads-and-what-is-their-role-in-the-reactor-pattern,"What are worker threads, and what is their role in the reactor pattern?",13235440.0,,,,,
195,"['java', 'sql', 'oracle', 'hibernate', 'average']","{'account_id': 396196, 'reputation': 681, 'user_id': 759615, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/9ab68e6341e562ba43a16ee7f7baf8aa?s=256&d=identicon&r=PG', 'display_name': 'GLaDOS', 'link': 'https://stackoverflow.com/users/759615/glados'}",True,4282,1,3,1638354690,1354142121,1354212409.0,13615646,CC BY-SA 3.0,https://stackoverflow.com/questions/13615646/sqldeveloper-runs-query-but-getting-a-ora-00979-not-a-group-by-expression-fro,SQLDeveloper runs query but getting a &quot;ORA-00979: Not a Group By expression&quot; from hibernate,13616050.0,,,,,
196,"['java', 'android', 'webview']","{'account_id': 1660523, 'reputation': 529, 'user_id': 2849184, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user8938', 'link': 'https://stackoverflow.com/users/2849184/user8938'}",True,69103,3,22,1638277613,1352288529,1352288878.0,13269059,CC BY-SA 3.0,https://stackoverflow.com/questions/13269059/open-url-in-webview-in-android,Open Url in webView in android,,,,,,
197,"['java', 'memory', 'binary', 'store', 'twos-complement']","{'account_id': 724774, 'reputation': 13316, 'user_id': 668650, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/32c82f441e4396f06dcdd1dd2108382a?s=256&d=identicon&r=PG', 'display_name': 'Kevin Rave', 'link': 'https://stackoverflow.com/users/668650/kevin-rave'}",True,82826,10,89,1638172868,1353090160,1353095492.0,13422259,CC BY-SA 3.0,https://stackoverflow.com/questions/13422259/how-are-integers-internally-represented-at-a-bit-level-in-java,How are integers internally represented at a bit level in Java?,13422442.0,,,,,
198,"['java', 'list']","{'account_id': 479287, 'reputation': 483, 'user_id': 891876, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/7f7e7e7adf3e5018dfb78869317bef18?s=256&d=identicon&r=PG', 'display_name': 'user891876', 'link': 'https://stackoverflow.com/users/891876/user891876'}",True,1871,5,5,1638043591,1352874275,1352874820.0,13374000,CC BY-SA 3.0,https://stackoverflow.com/questions/13374000/create-a-list-of-values-from-getters-of-a-list-of-objects,Create a list of values from getters of a List of objects,,,,,,
199,"['java', 'swing', 'user-interface', 'tableview', 'javafx']","{'account_id': 981918, 'reputation': 738, 'user_id': 1001436, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/bb0d805a0bab0483513b26acc6511439?s=256&d=identicon&r=PG', 'display_name': 'AlenBer', 'link': 'https://stackoverflow.com/users/1001436/alenber'}",True,25662,2,9,1637866802,1352645370,1352661543.0,13332212,CC BY-SA 3.0,https://stackoverflow.com/questions/13332212/javafx-tableview-dynamic-column-and-data-values,JavaFX TableView dynamic column and data values,13335161.0,,,,,
200,"['java', 'javascript', 'date', 'datetime', 'extjs']","{'account_id': 945505, 'reputation': 1636, 'user_id': 972830, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/ad19384bcc8f081da0223f299331956b?s=256&d=identicon&r=PG', 'display_name': 'dim1902', 'link': 'https://stackoverflow.com/users/972830/dim1902'}",True,358,3,0,1637261400,1352991517,,13400136,CC BY-SA 3.0,https://stackoverflow.com/questions/13400136/how-to-properly-store-end-date-in-database,How to properly store end date in database,,,,,,
201,"['java', 'url-validation']","{'account_id': 168280, 'reputation': 11666, 'user_id': 393639, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/E8ubp.jpg?s=256&g=1', 'display_name': 'dinesh707', 'link': 'https://stackoverflow.com/users/393639/dinesh707'}",True,19186,7,10,1637135260,1352376632,,13288847,CC BY-SA 3.0,https://stackoverflow.com/questions/13288847/why-urlvalidator-do-not-work-for-some-of-my-urls,Why UrlValidator do not work for some of my Urls?,13289257.0,,,,,
202,"['java', 'postgresql', 'jdbc', 'null', 'constraints']","{'account_id': 2041570, 'reputation': 349, 'user_id': 1822596, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/162c6bc0ebe63222cdf3f4f12e40fcbc?s=256&d=identicon&r=PG', 'display_name': 'Maestros', 'link': 'https://stackoverflow.com/users/1822596/maestros'}",True,37341,3,11,1637119466,1352862514,1637119257.0,13372422,CC BY-SA 4.0,https://stackoverflow.com/questions/13372422/psqlexception-error-null-value-in-column-violates-not-null-constraint,PSQLException: ERROR: null value in column violates not-null constraint,13376964.0,,,,,
203,"['java', 'android', 'regex', 'string']","{'account_id': 1191849, 'reputation': 960, 'user_id': 1164423, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/0906508a8d156074a9a2cdf1b6037cca?s=256&d=identicon&r=PG', 'display_name': 'Christian Eric Paran', 'link': 'https://stackoverflow.com/users/1164423/christian-eric-paran'}",False,7194,2,0,1637107245,1352212424,1352296587.0,13253221,CC BY-SA 3.0,https://stackoverflow.com/questions/13253221/string-matches-java,"String Matches, Java",,,,,,
204,"['java', 'memory-management', 'heap-memory']","{'account_id': 2046403, 'reputation': 11, 'user_id': 1826394, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af601aa3db8d9219b3d61ea5b4b94cdd?s=256&d=identicon&r=PG', 'display_name': 'user1826394', 'link': 'https://stackoverflow.com/users/1826394/user1826394'}",False,132,0,1,1637077444,1352977965,1637077444.0,13396360,CC BY-SA 4.0,https://stackoverflow.com/questions/13396360/jvm-heap-memory-usage-heap-memory-usage-not-crossing-minimum-heap-size,JVM Heap memory usage - Heap memory usage not crossing minimum heap size,,,,,,
205,"['java', 'memory-management', 'heap-memory']","{'account_id': 2033812, 'reputation': 113, 'user_id': 1816708, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/a7c9822bed05cf1efc21d5eb3c27d8e0?s=256&d=identicon&r=PG', 'display_name': 'iForgotMyLogin', 'link': 'https://stackoverflow.com/users/1816708/iforgotmylogin'}",True,54,1,1,1637077433,1353191164,1637077433.0,13435397,CC BY-SA 4.0,https://stackoverflow.com/questions/13435397/would-writing-a-server-in-64bit-java-be-stunted-by-jvm-heapsize-memory,Would writing a server in 64bit Java be stunted by JVM heapsize / memory?,13435419.0,,,,,
206,"['java', 'maven']","{'account_id': 1999519, 'reputation': 387, 'user_id': 1790894, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/070f9d07ca28106a22a1047585bd3389?s=256&d=identicon&r=PG', 'display_name': 'user1790894', 'link': 'https://stackoverflow.com/users/1790894/user1790894'}",True,10504,2,2,1636560455,1352436438,,13302252,CC BY-SA 3.0,https://stackoverflow.com/questions/13302252/using-log4j-in-maven-project,Using log4j in maven project,13302300.0,,,,,
207,"['java', 'sql', 'database', 'ibatis']","{'account_id': 1035568, 'reputation': 699, 'user_id': 1042944, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/5ar4A.jpg?s=256&g=1', 'display_name': 'JBerta93', 'link': 'https://stackoverflow.com/users/1042944/jberta93'}",True,2698,2,0,1636537765,1353507035,,13495093,CC BY-SA 3.0,https://stackoverflow.com/questions/13495093/check-if-bean-is-null-in-ibatis-using-dynamic-mapped-statements,Check if bean is null in iBatis using dynamic mapped statements,13497069.0,,,,,
208,"['java', 'c#', 'android', 'image']","{'account_id': 1291900, 'reputation': 69, 'user_id': 1243841, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1c6fe91886d7a5e07e3d2379594f4366?s=256&d=identicon&r=PG', 'display_name': 'Mikutus', 'link': 'https://stackoverflow.com/users/1243841/mikutus'}",False,1326,1,0,1636228315,1353723550,1636228315.0,13537685,CC BY-SA 4.0,https://stackoverflow.com/questions/13537685/send-images-from-pc-to-android,send images from pc to android,,,,,,
209,"['java', 'android', 'tcp']","{'account_id': 1545103, 'reputation': 3495, 'user_id': 1438809, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/458bf2133dbca336a14fbfcd20782b7a?s=256&d=identicon&r=PG', 'display_name': 'Felix', 'link': 'https://stackoverflow.com/users/1438809/felix'}",True,939,1,1,1636228296,1353872397,1636228296.0,13554716,CC BY-SA 4.0,https://stackoverflow.com/questions/13554716/android-phone-communicating-with-pc-phone-cant-find-pc,Android phone communicating with PC: Phone can&#39;t find PC,13556263.0,,,,,
210,"['java', 'tooltip', 'render', 'javafx-2', 'cell']","{'account_id': 76906, 'reputation': 4519, 'user_id': 219865, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/d89da95120f0ab3a802008fd5e9b349c?s=256&d=identicon&r=PG', 'display_name': 'Ashish Pancholi', 'link': 'https://stackoverflow.com/users/219865/ashish-pancholi'}",True,11213,3,19,1636127477,1353395189,1608577220.0,13468137,CC BY-SA 4.0,https://stackoverflow.com/questions/13468137/how-to-set-tool-tip-on-the-each-cell-of-javafx-table-mouse-over,How to set Tool Tip on the each Cell of JavaFX Table Mouse-Over?,,,,,,
211,"['java', 'swing', 'checkbox', 'jtable', 'abstracttablemodel']","{'account_id': 2025085, 'reputation': 131, 'user_id': 1810333, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/013cb237d4283c15401dbeb3258fde0f?s=256&d=identicon&r=PG', 'display_name': 'Jong', 'link': 'https://stackoverflow.com/users/1810333/jong'}",True,10317,3,2,1636093420,1353350025,1353390170.0,13459936,CC BY-SA 3.0,https://stackoverflow.com/questions/13459936/get-row-values-of-ticked-checkbox-in-jtable,Get row values of ticked checkbox in jtable,13467228.0,,,,,
212,['java'],"{'account_id': 284018, 'reputation': 9305, 'user_id': 581866, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/a0868ceae9ddebc499d78b982125dc6d?s=256&d=identicon&r=PG', 'display_name': 'c12', 'link': 'https://stackoverflow.com/users/581866/c12'}",True,22889,5,5,1636020727,1351714101,1351714414.0,13166683,CC BY-SA 3.0,https://stackoverflow.com/questions/13166683/parsing-java-string-into-gmt-date,Parsing Java String into GMT Date,13166776.0,,,,,
213,"['java', 'opencsv']","{'account_id': 483587, 'reputation': 10336, 'user_id': 898749, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/8b1ede6af25ba5ff3a45be783b71940e?s=256&d=identicon&r=PG', 'display_name': 'Sangram Anand', 'link': 'https://stackoverflow.com/users/898749/sangram-anand'}",True,40867,6,24,1635772737,1354003009,,13579670,CC BY-SA 3.0,https://stackoverflow.com/questions/13579670/skip-first-line-using-open-csv-reader,Skip first line using Open CSV reader,14642507.0,,,,,
214,['java'],"{'account_id': 2081391, 'reputation': 76, 'user_id': 1853301, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/7ea6bc4ea6ff09e9e5ec58663e9ff206?s=256&d=identicon&r=PG', 'display_name': 'Rahul', 'link': 'https://stackoverflow.com/users/1853301/rahul'}",True,11212,2,1,1635624506,1354008064,1635624207.0,13580918,CC BY-SA 4.0,https://stackoverflow.com/questions/13580918/regular-expression-to-remove-last-word-in-a-string,Regular expression to remove last word in a string,,,,,,
215,"['java', 'freemarker']","{'account_id': 1958697, 'reputation': 355, 'user_id': 1760981, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/f65306c3a69a6e40e9f3c94742333fe4?s=256&d=identicon&r=PG', 'display_name': 'Janith', 'link': 'https://stackoverflow.com/users/1760981/janith'}",True,11671,3,9,1635309760,1352703286,,13339445,CC BY-SA 3.0,https://stackoverflow.com/questions/13339445/feemarker-writing-images-to-html,Feemarker writing images to html,13339716.0,,,,,
216,"['java', 'android']","{'account_id': 1152192, 'reputation': 2626, 'user_id': 1133655, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/0A7pJ.jpg?s=256&g=1', 'display_name': 'Smily', 'link': 'https://stackoverflow.com/users/1133655/smily'}",True,9337,5,4,1635259542,1354261145,1354261543.0,13640891,CC BY-SA 3.0,https://stackoverflow.com/questions/13640891/prevent-back-button-after-logout-in-android,Prevent back button after logout in android,13640921.0,,,,,
217,"['java', 'string', 'oracle', 'equivalent', 'sql-function']","{'account_id': 181727, 'reputation': 306, 'user_id': 415926, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/16a3b87d2990cc7d6b155566cfdf2342?s=256&d=identicon&r=PG', 'display_name': 'johan.i.zahri', 'link': 'https://stackoverflow.com/users/415926/johan-i-zahri'}",True,3065,3,2,1635190145,1353032542,1353040338.0,13409473,CC BY-SA 3.0,https://stackoverflow.com/questions/13409473/java-equivalent-of-oracle-translate,Java Equivalent of Oracle translate,13409560.0,,,,,
