,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,closed_reason,last_edit_date,accepted_answer_id,migrated_from,protected_date,locked_date
273,"['java', 'mysql', 'jboss', 'ejb', 'wildfly']","{'account_id': 24912534, 'reputation': 11, 'user_id': 18781920, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxmCNmkHCCysq7_93dtvF4k0-rmsrZWUkG6icqw=k-s256', 'display_name': 'Shrawan Kelwa', 'link': 'https://stackoverflow.com/users/18781920/shrawan-kelwa'}",False,174,1,0,1657164846,1649770763,71843762,CC BY-SA 4.0,https://stackoverflow.com/questions/71843762/lose-the-connection-to-wildfly-after-restarting-mysql-server,Lose the connection to WildFly after restarting MySQL server,,,1657164846.0,,,,
274,"['javascript', 'java', 'html', 'css', 'reactjs']","{'account_id': 7533851, 'reputation': 1, 'user_id': 5720950, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Vdw_eHc3r2Y/AAAAAAAAAAI/AAAAAAAAA_8/kmok-BbRa0Q/photo.jpg?sz=256', 'display_name': 'Harshal Gund', 'link': 'https://stackoverflow.com/users/5720950/harshal-gund'}",False,31,1,0,1657144316,1649257268,71769132,CC BY-SA 4.0,https://stackoverflow.com/questions/71769132/can-i-use-useref-hook-can-also-be-used-to-keep-track-of-previous-state-values,Can I use useRef Hook can also be used to keep track of previous state values,,,,,,,
275,"['java', 'minecraft-fabric']","{'account_id': 24334526, 'reputation': 3, 'user_id': 18272832, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhJ2EpNsf3_rl3iFvSuQwcSO9pqCeZNMJLKfYD6Cg=k-s256', 'display_name': 'Wartuu', 'link': 'https://stackoverflow.com/users/18272832/wartuu'}",True,363,1,0,1657132562,1649785813,71847136,CC BY-SA 4.0,https://stackoverflow.com/questions/71847136/minecraft-fabric-net-minecraft-util-identifier-net-minecraft-util-registry-reg,Minecraft Fabric: &#39;net.minecraft.util.Identifier net.minecraft.util.registry.RegistryKey.method_29177()&#39;,,,,72888409.0,,,
276,"['java', 'spring-boot', 'unit-testing', 'junit', 'assertj']","{'account_id': 20050675, 'reputation': 39, 'user_id': 14699434, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a73ad8366dd511517ebe7676f860c5a3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Narupo', 'link': 'https://stackoverflow.com/users/14699434/narupo'}",False,138,1,1,1657038673,1649401028,71792871,CC BY-SA 4.0,https://stackoverflow.com/questions/71792871/how-to-start-writing-unit-tests-for-springbootthe-proper-way,How to start writing Unit Tests for SpringBoot(The proper way)?,,,,,,,
277,"['java', 'hibernate', 'spring-mvc']","{'account_id': 18808809, 'reputation': 87, 'user_id': 13717463, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e398a626c8498d198bc872acd2d2987e?s=256&d=identicon&r=PG&f=1', 'display_name': 'user13717463', 'link': 'https://stackoverflow.com/users/13717463/user13717463'}",False,444,1,2,1657037252,1650427504,71933962,CC BY-SA 4.0,https://stackoverflow.com/questions/71933962/could-not-initialize-class-org-springframework-orm-hibernate5-localsessionfactor,Could not initialize class org.springframework.orm.hibernate5.LocalSessionFactoryBuilder,,,1650428318.0,,,,
278,"['java', 'android', 'android-studio', 'okhttp']","{'account_id': 24740824, 'reputation': 113, 'user_id': 18627591, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgtZpPwA1V4IIInlTTkAu4E8cKJNRMu3rAAsW3f=k-s256', 'display_name': 'AndroidE', 'link': 'https://stackoverflow.com/users/18627591/androide'}",True,660,2,3,1657003445,1648870294,71714648,CC BY-SA 4.0,https://stackoverflow.com/questions/71714648/crashing-when-first-time-try-okhttp-as-a-client,Crashing when first time try OkHttp as a client,,,,71714932.0,,,
279,"['java', 'maven']","{'account_id': 890118, 'reputation': 295, 'user_id': 928563, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/7aa5157c2f279fe088bb440591aae573?s=256&d=identicon&r=PG', 'display_name': 'Sushil', 'link': 'https://stackoverflow.com/users/928563/sushil'}",True,531,3,1,1656959279,1650382944,71927684,CC BY-SA 4.0,https://stackoverflow.com/questions/71927684/create-java-8-and-java-11-build-for-single-api,Create Java 8 and Java 11 build for single API,,,1650412720.0,,,,
280,"['java', 'android', 'android-recyclerview']","{'account_id': 25079911, 'reputation': 3, 'user_id': 18932813, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1D7bv.jpg?s=256&g=1', 'display_name': 'Gregor', 'link': 'https://stackoverflow.com/users/18932813/gregor'}",True,107,1,0,1656922951,1650834438,71992337,CC BY-SA 4.0,https://stackoverflow.com/questions/71992337/recyclerview-empty-on-first-load,Recyclerview empty on first load,,,1654349523.0,72853709.0,,,
281,"['python', 'java', 'collections', 'google-earth-engine']","{'account_id': 18894371, 'reputation': 320, 'user_id': 13783882, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-MkBumqVlZD8/AAAAAAAAAAI/AAAAAAAAA3I/AMZuuckBXsa8_bnI5kZGqk0prcr4cfy2XQ/photo.jpg?sz=256', 'display_name': 'jimmy', 'link': 'https://stackoverflow.com/users/13783882/jimmy'}",True,432,2,0,1656846336,1649108736,71744089,CC BY-SA 4.0,https://stackoverflow.com/questions/71744089/convert-earth-engine-feature-collection-to-a-dataframe-in-python,Convert earth engine feature collection to a dataframe in python,,,,,,,
282,"['java', 'xml', 'jackson-dataformat-xml']","{'account_id': 23109660, 'reputation': 13, 'user_id': 17217773, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxwWPHSAo-3lirKBkYN6WAJJNq6biDcj2ZMIBtR=k-s256', 'display_name': 'Kypdk', 'link': 'https://stackoverflow.com/users/17217773/kypdk'}",True,95,1,0,1656787514,1649862811,71859847,CC BY-SA 4.0,https://stackoverflow.com/questions/71859847/xml-file-in-mixed-order,xml file in mixed order,,,1649885215.0,72841622.0,,,
283,"['java', 'spring', 'spring-boot']","{'account_id': 3396682, 'reputation': 15, 'user_id': 2850119, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'anuragR', 'link': 'https://stackoverflow.com/users/2850119/anuragr'}",True,69,1,0,1656756940,1650694252,71977313,CC BY-SA 4.0,https://stackoverflow.com/questions/71977313/facing-issue-with-spring-mvc-boot-custom-validator-it-not-showing-the-error-mes,"Facing issue with Spring mvc/boot custom validator, it not showing the error message properly",,,1650694772.0,72838272.0,,,
284,"['java', 'android', 'webp', 'vp8', 'animated-webp']","{'account_id': 17544324, 'reputation': 386, 'user_id': 12732411, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCZzW93DCV123YMVLcQxSqcr0csVD7AJ3y9S3nx=k-s256', 'display_name': 'UHS', 'link': 'https://stackoverflow.com/users/12732411/uhs'}",False,136,2,0,1656612624,1648742922,71695842,CC BY-SA 4.0,https://stackoverflow.com/questions/71695842/some-animated-webp-files-causing-the-exception-java-io-ioexception-not-support,Some animated webp files causing the Exception &quot;java.io.IOException: Not supported FourCC: ��.V.P.8&quot;,,,1648797841.0,,,,
285,"['java', 'swing', 'jbutton', 'jtoolbar']","{'account_id': 20928073, 'reputation': 1, 'user_id': 15375078, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/566868f2998e3f080ea731378f926367?s=256&d=identicon&r=PG&f=1', 'display_name': 'miitza', 'link': 'https://stackoverflow.com/users/15375078/miitza'}",True,25,1,0,1656598996,1649677403,71827235,CC BY-SA 4.0,https://stackoverflow.com/questions/71827235/how-to-duplicate-actions-to-a-jtoolbar,How to duplicate actions to a JToolBar?,,,1656598996.0,,,,
286,"['java', 'swing', 'jbutton']","{'account_id': 22494557, 'reputation': 1, 'user_id': 16691783, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjb5D2mddMV2rN2olGqChiElD_Id-uI2VMdJjwE3w=k-s256', 'display_name': 'lokhin sham', 'link': 'https://stackoverflow.com/users/16691783/lokhin-sham'}",True,27,1,0,1656598937,1650432157,71934491,CC BY-SA 4.0,https://stackoverflow.com/questions/71934491/java-jbutton-clicked,Java JButton clicked,,,1656598937.0,71935175.0,,,
287,"['java', 'windows', 'microphone']","{'account_id': 6384611, 'reputation': 127, 'user_id': 4952942, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/5a1aad75ab358f34a37157f7374397e2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Patres', 'link': 'https://stackoverflow.com/users/4952942/patres'}",True,263,3,0,1656589806,1650553087,71956625,CC BY-SA 4.0,https://stackoverflow.com/questions/71956625/how-to-detect-if-a-microphone-is-used-by-any-application,How to detect if a microphone is used by any application,,,,72815280.0,,,
288,"['java', 'hibernate', 'jpa', 'spring-data-jpa', 'audit']","{'account_id': 1956083, 'reputation': 3549, 'user_id': 1759063, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/hJfRp.jpg?s=256&g=1', 'display_name': 'Ilya Yevlampiev', 'link': 'https://stackoverflow.com/users/1759063/ilya-yevlampiev'}",True,66,1,0,1656587818,1651228598,72056624,CC BY-SA 4.0,https://stackoverflow.com/questions/72056624/how-to-make-inherited-fields-of-non-audited-base-entity-being-audited-for-audite,How to make inherited fields of non-audited base entity being audited for audited child entity in JPA?,,,,72814842.0,,,
289,"['java', 'spring-boot', 'tomcat', 'embedded-tomcat']","{'account_id': 13115793, 'reputation': 31, 'user_id': 9475036, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4029f64ad6c79735ac28010f0f5afce5?s=256&d=identicon&r=PG&f=1', 'display_name': 'krajesh10', 'link': 'https://stackoverflow.com/users/9475036/krajesh10'}",False,675,0,3,1656583000,1650511583,71948584,CC BY-SA 4.0,https://stackoverflow.com/questions/71948584/spring-boot-2-6-6-upgrade-jndi-lookup-failure-name-javacomp-env-jdbc-testdat,Spring Boot 2.6.6 upgrade JNDI lookup Failure : Name [java:comp/env/jdbc/testdatasource] is not bound in this context. unable to find [java:comp],,,1650569574.0,,,,
290,"['java', 'gradle', 'minecraft', 'minecraft-forge']","{'account_id': 25052088, 'reputation': 1, 'user_id': 18907877, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b4aec14ff83a110f6b2b34d495d1770c?s=256&d=identicon&r=PG', 'display_name': 'Kayaki', 'link': 'https://stackoverflow.com/users/18907877/kayaki'}",False,907,1,0,1656581974,1650631583,71968974,CC BY-SA 4.0,https://stackoverflow.com/questions/71968974/gradle-did-not-find-minecraft-mappings-for-1-12-2,Gradle did not find Minecraft Mappings for 1.12.2?,,,,,,,
291,"['java', 'spring-webflux']","{'account_id': 5985434, 'reputation': 190, 'user_id': 4703154, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f5348a83b96770cb38548c7d5fab7b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Wil Koetsier', 'link': 'https://stackoverflow.com/users/4703154/wil-koetsier'}",False,312,1,0,1656568086,1649950909,71874267,CC BY-SA 4.0,https://stackoverflow.com/questions/71874267/return-relevant-serverresponse-in-case-of-flux-error,Return relevant ServerResponse in case of Flux.error,,,1650445300.0,,,,
292,"['java', 'sunpkcs11']","{'account_id': 15118702, 'reputation': 727, 'user_id': 10910098, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/746d5fc0b6e2c49e4334d3ee88ef668b?s=256&d=identicon&r=PG&f=1', 'display_name': 'bathudaide', 'link': 'https://stackoverflow.com/users/10910098/bathudaide'}",False,442,1,1,1656536165,1649083769,71739312,CC BY-SA 4.0,https://stackoverflow.com/questions/71739312/how-to-initialize-the-pkcs11-provider-without-using-sunpkcs11,How to initialize the PKCS11 provider without using SunPKCS11?,,,,,,,
293,"['java', 'apache-spark', 'hadoop', 'hive', 'databricks']","{'account_id': 24479666, 'reputation': 43, 'user_id': 18398254, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f0811c271be8e457ec65396d18a2fc95?s=256&d=identicon&r=PG', 'display_name': 'nzingaa54', 'link': 'https://stackoverflow.com/users/18398254/nzingaa54'}",False,187,0,0,1656500744,1649168699,71753489,CC BY-SA 4.0,https://stackoverflow.com/questions/71753489/unable-to-instantiate-org-apache-hadoop-hive-ql-metadata-sessionhivemetastorecli,Unable to instantiate org.apache.hadoop.hive.ql.metadata.SessionHiveMetaStoreClient on databricks,,,,,,,
294,"['java', 'spring', 'swing', 'jframe', 'javabeans']","{'account_id': 24889820, 'reputation': 1, 'user_id': 18761943, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5e7d0b5d8b78034aaf89f1119e0be074?s=256&d=identicon&r=PG', 'display_name': 'Che Han', 'link': 'https://stackoverflow.com/users/18761943/che-han'}",False,27,0,0,1656478505,1649589136,71816037,CC BY-SA 4.0,https://stackoverflow.com/questions/71816037/how-to-set-the-iconimage-of-a-jframe-through-spring-setting-injection,How to set the iconImage of a JFrame through Spring setting injection?,,,1656478505.0,,,,
295,"['java', 'swing', 'input', 'jframe', 'mouse']","{'account_id': 17981208, 'reputation': 19, 'user_id': 13067500, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhXQkAZjn_68cih2KmgEUo5IWKO_5SaB4z7nvkP=k-s256', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/13067500/daniel'}",True,49,1,0,1656478361,1649732737,71836575,CC BY-SA 4.0,https://stackoverflow.com/questions/71836575/jframe-addmouselistener-doesnt-register-clicks,JFrame.addMouseListener doesn&#39;t register clicks,,,1656478361.0,71836818.0,,,
296,"['java', 'swing', 'while-loop', 'jframe', 'frame-rate']","{'account_id': 24305399, 'reputation': 467, 'user_id': 18248235, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz0y1sMaJYi2GG8YJ1jEkEE1KHBRcruM2LGurMB=k-s256', 'display_name': 'Cflowe Visit', 'link': 'https://stackoverflow.com/users/18248235/cflowe-visit'}",False,55,0,3,1656478231,1649782717,71846558,CC BY-SA 4.0,https://stackoverflow.com/questions/71846558/how-can-i-use-pygame-time-clock-tick-in-java,How can I use pygame.time.Clock.tick() in java?,,,1656478231.0,,,,
297,"['java', 'image', 'swing', 'background', 'jtextarea']","{'account_id': 15395599, 'reputation': 5, 'user_id': 17826655, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-KDHLFIRDowc/AAAAAAAAAAI/AAAAAAAABb0/OKcekVKz5c0/photo.jpg?sz=256', 'display_name': 'derey yovel', 'link': 'https://stackoverflow.com/users/17826655/derey-yovel'}",False,67,0,0,1656477870,1649861653,71859602,CC BY-SA 4.0,https://stackoverflow.com/questions/71859602/how-to-add-a-background-image-in-jpanel,How to add a background image in JPanel?,,,1656477870.0,,,,
298,"['java', 'swing', 'jframe']","{'account_id': 22978918, 'reputation': 1, 'user_id': 17106168, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjhGTABLJjq7qUHJuQg51TgdWXTUOl-1_rPk5FsjQ=k-s256', 'display_name': 'Lincohn Kang&#39;ethe', 'link': 'https://stackoverflow.com/users/17106168/lincohn-kangethe'}",True,70,1,-2,1656477788,1650396577,71930326,,https://stackoverflow.com/questions/71930326/how-to-solve-errors-arising-from-the-container-when-creating-a-gui-using-java,how to solve errors arising from the container when creating a GUI using Java,1650439088.0,Needs details or clarity,1656477788.0,,,,
299,"['java', 'file', 'backslash']","{'account_id': 23020038, 'reputation': 43, 'user_id': 17141216, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhPVeQD0vX_M-P4j2EXrwI2qqVwoq8AVsDxB_24=k-s256', 'display_name': 'off oof', 'link': 'https://stackoverflow.com/users/17141216/off-oof'}",True,44,1,-1,1656477612,1650437117,71935244,,https://stackoverflow.com/questions/71935244/how-to-type-in-the-file-directory-with-backslashes,How to type in the file directory with backslashes?,1650457582.0,Duplicate,1656477612.0,,,,
300,"['java', 'spring', 'spring-boot', 'swagger', 'oas']","{'account_id': 25099818, 'reputation': 1, 'user_id': 18950663, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa8aa0de0904c03579b48f11ef845ced?s=256&d=identicon&r=PG', 'display_name': 'de5tro', 'link': 'https://stackoverflow.com/users/18950663/de5tro'}",False,452,0,0,1656448333,1650964106,72011263,CC BY-SA 4.0,https://stackoverflow.com/questions/72011263/swagger-codegen-cli-issue-with-serializing-request-parameters,swagger-codegen-cli issue with serializing request parameters,,,1656448333.0,,,,
301,"['java', 'swing', 'jpanel', 'jbutton']","{'account_id': 24928050, 'reputation': 11, 'user_id': 18795534, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GidQPzk8ybIpDdeKDN1pk8lXYR3c1FO8WWvCedrvQ=k-s256', 'display_name': 'Amir Goziyev', 'link': 'https://stackoverflow.com/users/18795534/amir-goziyev'}",True,23,1,0,1656438179,1649867280,71860846,CC BY-SA 4.0,https://stackoverflow.com/questions/71860846/incrementing-decrementing-using-jpanel-and-jbutton,Incrementing/Decrementing using JPanel and JButton,,,1656438179.0,,,,
302,"['java', 'swing', 'jpanel', 'paintcomponent']","{'account_id': 7123850, 'reputation': 1, 'user_id': 5447466, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d833c2094cd85603ad0e52883306cd24?s=256&d=identicon&r=PG&f=1', 'display_name': 'stupidmoron', 'link': 'https://stackoverflow.com/users/5447466/stupidmoron'}",True,24,1,0,1656438154,1650342180,71919650,CC BY-SA 4.0,https://stackoverflow.com/questions/71919650/mouse-drawing-application-nothing-shows-up,Mouse Drawing Application: Nothing shows up,,,1656438154.0,,,,
303,"['java', 'multithreading', 'swing', 'jpanel', 'paintcomponent']","{'account_id': 23230684, 'reputation': 23, 'user_id': 17321502, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fFaej.jpg?s=256&g=1', 'display_name': 'Michael ilkanayev', 'link': 'https://stackoverflow.com/users/17321502/michael-ilkanayev'}",False,39,1,-1,1656438102,1650784896,71986309,CC BY-SA 4.0,https://stackoverflow.com/questions/71986309/how-to-make-a-drawing-to-move-to-the-center-of-the-panel,How to make a drawing to move to the center of the panel?,,,1656438102.0,,,,
304,"['cryptography', 'java', 'postgresql']","{'account_id': 11103514, 'reputation': 21, 'user_id': 8151456, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c947aa61dbf754bff5331c19b9f1a91f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Becky McDermott', 'link': 'https://stackoverflow.com/users/8151456/becky-mcdermott'}",True,444,2,2,1656369142,1649086783,71740204,,https://stackoverflow.com/questions/71740204/how-to-configure-openjdk-for-fips-and-simple-postgres-connection-example,How to configure openjdk for FIPS and simple postgres connection example,,,,,"{'other_site': {'aliases': ['https://itsecurity.stackexchange.com'], 'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#000', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'security.meta', 'site_url': 'https://security.meta.stackexchange.com', 'name': 'Information Security Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=security.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'launch_date': 1310490000, 'open_beta_date': 1290106800, 'closed_beta_date': 1289502000, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/security/Img/apple-touch-icon@2.png', 'twitter_account': 'StackSecurity', 'favicon_url': 'https://cdn.sstatic.net/Sites/security/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/security/Img/apple-touch-icon.png', 'audience': 'information security professionals', 'site_url': 'https://security.stackexchange.com', 'api_site_parameter': 'security', 'logo_url': 'https://cdn.sstatic.net/Sites/security/Img/logo.png', 'name': 'Information Security', 'site_type': 'main_site'}, 'on_date': 1649087687, 'question_id': 260924}",,
305,"['java', 'spring', 'encoding', 'charset']","{'account_id': 8340816, 'reputation': 4291, 'user_id': 6266192, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/94cb40bd8ab263ab93628c8823a54ded?s=256&d=identicon&r=PG', 'display_name': 'Dudi Boy', 'link': 'https://stackoverflow.com/users/6266192/dudi-boy'}",False,120,1,1,1656364423,1649069110,71735905,CC BY-SA 4.0,https://stackoverflow.com/questions/71735905/adding-x-compound-text-charset-into-java-spring-application,Adding &#39;x-compound_text&#39; charset into Java Spring application,,,1649069602.0,,,,
306,"['java', 'swing', 'jcombobox']","{'account_id': 24363028, 'reputation': 11, 'user_id': 18297129, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5593b92d879fbc07fcf4922c6cbd084e?s=256&d=identicon&r=PG', 'display_name': 'shinn123', 'link': 'https://stackoverflow.com/users/18297129/shinn123'}",True,61,1,1,1656239145,1650978232,72014469,CC BY-SA 4.0,https://stackoverflow.com/questions/72014469/after-selecting-a-value-to-a-jcombobox-the-otheror-the-rest-of-the-jcombobox,"After selecting a value to a JComboBox, the other(or the rest) of the JComboBox will delete that selected value from the previous one",,,1656239145.0,72016616.0,,,
307,"['java', 'class', 'arguments']","{'account_id': 23544093, 'reputation': 43, 'user_id': 17587827, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzpOBf3DaR6V8Isvb5wmZN94JzdRRSFUQF-7dui=k-s256', 'display_name': 'The_Student', 'link': 'https://stackoverflow.com/users/17587827/the-student'}",False,137,1,1,1656209134,1649890125,71864580,CC BY-SA 4.0,https://stackoverflow.com/questions/71864580/passing-arguments-between-classes-in-java,Passing arguments between classes in Java,,,1649896061.0,,,,
308,"['java', 'spring']","{'account_id': 4587942, 'reputation': 1, 'user_id': 3722075, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3722075', 'link': 'https://stackoverflow.com/users/3722075/user3722075'}",True,319,2,0,1656203758,1651126601,72038844,CC BY-SA 4.0,https://stackoverflow.com/questions/72038844/how-to-solve-the-java-upgrade-15-to-16-issue-with-castor-xml,how to solve the Java upgrade 15 to 16 issue with Castor - XML,,,,,,,
309,"['java', 'spring-boot', 'hibernate', 'authentication', 'spring-security']","{'account_id': 23507297, 'reputation': 11, 'user_id': 17556363, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwFuKDrN5q6IdptRItGB18CDgUkasG8E2hLVmol=k-s256', 'display_name': 'Jack Jackson', 'link': 'https://stackoverflow.com/users/17556363/jack-jackson'}",False,254,1,1,1656142722,1648764367,71699642,CC BY-SA 4.0,https://stackoverflow.com/questions/71699642/why-is-the-granthedauthorities-in-usernamepasswordauthenticationtoken-empty,Why is the GranthedAuthorities in UsernamePasswordAuthenticationToken empty?,,,,,,,
310,"['java', 'spring', 'docker', 'spring-mvc', 'tomcat']","{'account_id': 460510, 'reputation': 9115, 'user_id': 861646, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/wRgjT.jpg?s=256&g=1', 'display_name': 'Tobia', 'link': 'https://stackoverflow.com/users/861646/tobia'}",False,491,1,2,1656071009,1651238674,72058697,CC BY-SA 4.0,https://stackoverflow.com/questions/72058697/tomcat-deploys-war-file-but-application-doesnt-start-in-a-docker-container,Tomcat deploys WAR file but application doesn&#39;t start in a docker container,,,1651239606.0,,,,
311,"['java', 'android', 'sceneform']","{'account_id': 4103894, 'reputation': 16539, 'user_id': 3369042, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/HtYUn.jpg?s=256&g=1', 'display_name': 'S.M_Emamian', 'link': 'https://stackoverflow.com/users/3369042/s-m-emamian'}",False,135,0,0,1656064000,1650108915,71893534,CC BY-SA 4.0,https://stackoverflow.com/questions/71893534/reason-material-version-mismatch-expected-3-but-received-4,reason: Material version mismatch. Expected 3 but received 4,,,,,,,
312,"['java', 'spring', 'spring-boot', 'gradle', 'google-secret-manager']","{'account_id': 16780176, 'reputation': 11, 'user_id': 12130546, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDJ9g5sBNLHvLjJ7T09S4kyAZu0YMEnQOWpgjew=k-s256', 'display_name': 'George Munteanu', 'link': 'https://stackoverflow.com/users/12130546/george-munteanu'}",False,101,1,0,1656062047,1650400142,71930959,CC BY-SA 4.0,https://stackoverflow.com/questions/71930959/spring-boot-1-x-not-working-with-gcloud-secrets-manager,Spring Boot 1.x not working with Gcloud Secrets Manager,,,1656062047.0,,,,
313,"['java', 'maven', 'junit', 'powermock', 'powermockito']","{'account_id': 24774630, 'reputation': 21, 'user_id': 18658265, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh6UT1GhuhdJt06b3d72cBro46VxbdqIvbg6EVuRg=k-s256', 'display_name': 'Shadrach Adamu', 'link': 'https://stackoverflow.com/users/18658265/shadrach-adamu'}",False,1942,1,2,1656056363,1648803493,71704334,CC BY-SA 4.0,https://stackoverflow.com/questions/71704334/what-is-the-way-around-this-error-java-lang-runtimeexception-powermock-interna,What is the way around this error &quot;java.lang.RuntimeException: PowerMock internal error: Should never throw exception at this level&quot;,,,,,,,
314,"['java', 'spring', 'spring-boot']","{'account_id': 22296571, 'reputation': 11, 'user_id': 16522488, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzQN2XbDFe3GQfqsGQSTPdMjnO_4PAr5x9_If8s=k-s256', 'display_name': 'KL Ray', 'link': 'https://stackoverflow.com/users/16522488/kl-ray'}",False,947,0,1,1656054986,1649512505,71808697,CC BY-SA 4.0,https://stackoverflow.com/questions/71808697/javax-servlet-http-httpservletrequest-cannot-be-resolved-after-upgrading-spring,javax.servlet.http.httpservletrequest cannot be resolved after upgrading spring boot version,,,,,,,
315,"['java', 'maven', 'netbeans', 'module']","{'account_id': 1927984, 'reputation': 117, 'user_id': 1738007, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/PqYoh.jpg?s=256&g=1', 'display_name': 'Tugalsan Karabacak', 'link': 'https://stackoverflow.com/users/1738007/tugalsan-karabacak'}",True,148,1,0,1655976954,1651164151,72047403,CC BY-SA 4.0,https://stackoverflow.com/questions/72047403/how-to-require-module-gwt-user-on-java-jdk17-module-info-java-netbeans,"How to &quot;require&quot; module &quot;gwt.user&quot; On Java, JDK17, &quot;module-info.java&quot;, Netbeans, Maven",,,1651165328.0,72053423.0,,,
316,"['java', 'maven', 'netbeans', 'module']","{'account_id': 1927984, 'reputation': 117, 'user_id': 1738007, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/PqYoh.jpg?s=256&g=1', 'display_name': 'Tugalsan Karabacak', 'link': 'https://stackoverflow.com/users/1738007/tugalsan-karabacak'}",True,89,1,0,1655976828,1651229565,72056816,CC BY-SA 4.0,https://stackoverflow.com/questions/72056816/how-to-require-module-gwt-user-on-java-jdk17-module-info-java-netbeans,"How to &quot;require&quot; module &quot;gwt.user&quot; On Java, JDK17, &quot;module-info.java&quot;, Netbeans, Maven (Problem Continues)",,,1651238943.0,72070450.0,,,
