,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
187,"['java', 'swing', 'jtable', 'key-bindings']","{'account_id': 1117120, 'reputation': 168, 'user_id': 1106217, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f1156844b8391381f613a377aebc5ca2?s=256&d=identicon&r=PG', 'display_name': 'kirbs', 'link': 'https://stackoverflow.com/users/1106217/kirbs'}",True,8347,3,3,1639379710,1336927140,10573405,CC BY-SA 3.0,https://stackoverflow.com/questions/10573405/jtable-key-bindings,JTable Key Bindings,10575771.0,1336927504.0,,,,,
188,"['java', 'spring', 'session', 'struts2']","{'account_id': 400932, 'reputation': 1938, 'user_id': 767200, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/587ab11adffd40a7cb2000b4b8a2a87b?s=256&d=identicon&r=PG', 'display_name': 'Amol Ghotankar', 'link': 'https://stackoverflow.com/users/767200/amol-ghotankar'}",True,25603,8,6,1639343277,1338200217,10782968,CC BY-SA 3.0,https://stackoverflow.com/questions/10782968/allow-only-one-session-per-user,Allow only one session per user,,,,,,,
189,"['java', 'heap-memory']","{'account_id': 1405027, 'reputation': 301, 'user_id': 1332970, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/6977fc7cb77efa8a453904fa48ba4272?s=256&d=identicon&r=PG', 'display_name': 'Vasant', 'link': 'https://stackoverflow.com/users/1332970/vasant'}",True,635,3,0,1639251738,1337353070,10654980,CC BY-SA 4.0,https://stackoverflow.com/questions/10654980/how-to-manage-heap-space-in-java,How to manage Heap Space in Java,10655039.0,1639251738.0,,,,,
190,"['java', 'non-recursive']","{'account_id': 230823, 'reputation': 4581, 'user_id': 494657, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/QHGv3.jpg?s=256&g=1', 'display_name': 'BILL', 'link': 'https://stackoverflow.com/users/494657/bill'}",True,17049,7,17,1638949509,1337880084,10742322,CC BY-SA 3.0,https://stackoverflow.com/questions/10742322/how-to-rewrite-ackermann-function-in-non-recursive-style,How to rewrite Ackermann function in non-recursive style?,10744545.0,1348058173.0,,,,,
191,"['java', 'logging', 'pmd', 'printstacktrace']","{'account_id': 1369870, 'reputation': 3410, 'user_id': 1305398, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/ce366fc975e65107bc8f71fff065c6c5?s=256&d=identicon&r=PG', 'display_name': 'user1305398', 'link': 'https://stackoverflow.com/users/1305398/user1305398'}",True,138608,7,101,1638775632,1336371837,10477607,CC BY-SA 3.0,https://stackoverflow.com/questions/10477607/avoid-printstacktrace-use-a-logger-call-instead,Avoid printStackTrace(); use a logger call instead,10477646.0,1336372142.0,,,,,
192,"['java', 'oracle', 'jdeveloper']","{'account_id': 1476987, 'reputation': 17521, 'user_id': 1387157, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/wCe6f.jpg?s=256&g=1', 'display_name': 'MaVRoSCy', 'link': 'https://stackoverflow.com/users/1387157/mavroscy'}",True,2984,3,1,1638461526,1337676724,10698709,CC BY-SA 3.0,https://stackoverflow.com/questions/10698709/how-to-display-greek-characters-in-jdevelopers-logging-console,How to display GREEK Characters in JDeveloper&#39;s Logging Console,24551879.0,,,,,,
193,"['java', 'oracle', 'spring', 'hibernate']","{'account_id': 328500, 'reputation': 1642, 'user_id': 651486, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/b1ce6bb1e1524926394e35f6d2f1a285?s=256&d=identicon&r=PG', 'display_name': 'Kevindra', 'link': 'https://stackoverflow.com/users/651486/kevindra'}",True,1716,4,1,1638357056,1338442101,10827901,CC BY-SA 3.0,https://stackoverflow.com/questions/10827901/too-many-db-connections-while-using-hibernate,Too many DB connections while using hibernate,10828008.0,,,,,,
194,"['java', 'smtp']","{'account_id': 1238434, 'reputation': 51, 'user_id': 1201547, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0837360aeda379ecdf8f59aceee25075?s=256&d=identicon&r=PG', 'display_name': 'Vikas', 'link': 'https://stackoverflow.com/users/1201547/vikas'}",True,1711,4,1,1637902668,1336110122,10443257,CC BY-SA 3.0,https://stackoverflow.com/questions/10443257/java-lang-outofmemoryerror-java-heap-space-while-sending-email-to-large-number,java.lang.OutOfMemoryError: Java heap space while sending email to large number of recipients,,1336137222.0,,,,,
195,"['java', 'html', 'swing', 'jtextpane']","{'account_id': 1226973, 'reputation': 245, 'user_id': 1192344, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/1a310ffc83672387073b53eb43b27271?s=256&d=identicon&r=PG', 'display_name': 'Lily S', 'link': 'https://stackoverflow.com/users/1192344/lily-s'}",True,10110,3,2,1637745823,1336270860,10467605,CC BY-SA 4.0,https://stackoverflow.com/questions/10467605/jtextpane-does-not-go-to-a-new-line,JTextPane does not go to a new line?,10467697.0,1637745823.0,,,,,
196,"['java', 'email', 'rest', 'salesforce']","{'account_id': 219387, 'reputation': 11489, 'user_id': 476260, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/b5d03f95b736d33d13e8e9b3956e41e0?s=256&d=identicon&r=PG&f=1', 'display_name': 'driangle', 'link': 'https://stackoverflow.com/users/476260/driangle'}",True,3006,3,5,1637665824,1335997215,10422523,CC BY-SA 3.0,https://stackoverflow.com/questions/10422523/salesforce-trigger-auto-response-rule-after-creating-case-through-api,Salesforce - trigger auto-response rule after creating case through API,10427333.0,1335998984.0,,,,,
197,"['java', 'qr-code', 'zxing', 'vector-graphics']","{'account_id': 398949, 'reputation': 3885, 'user_id': 763962, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/afaad2085b607363aedaf8b923fd63c1?s=256&d=identicon&r=PG', 'display_name': 'Micha Roon', 'link': 'https://stackoverflow.com/users/763962/micha-roon'}",True,8641,5,14,1637662816,1338230282,10789059,CC BY-SA 4.0,https://stackoverflow.com/questions/10789059/create-qr-code-in-vector-image,Create QR-Code in vector image,10789060.0,1637662816.0,,,,,
198,"['java', 'jar']","{'account_id': 52109, 'reputation': 15863, 'user_id': 155695, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/f0b27ae89380502a86b50445857b0080?s=256&d=identicon&r=PG', 'display_name': 'Jimmy', 'link': 'https://stackoverflow.com/users/155695/jimmy'}",False,299,1,1,1637320476,1337099094,10604986,CC BY-SA 3.0,https://stackoverflow.com/questions/10604986/replacing-classes-inside-a-jar-which-is-inside-an-axis2-aar-file,"Replacing classes inside a jar, which is inside an Axis2 aar file",,,,,,,
199,"['java', 'swing', 'jdialog']","{'account_id': 214259, 'reputation': 5776, 'user_id': 468130, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/2779805d13710983cec344b6a3a31a98?s=256&d=identicon&r=PG', 'display_name': 'Josh', 'link': 'https://stackoverflow.com/users/468130/josh'}",True,2051,4,6,1637312658,1336490462,10501559,,https://stackoverflow.com/questions/10501559/jdialog-fixed-height,JDialog fixed height,,1495539831.0,,1336584462.0,exact duplicate,,
200,"['java', 'android', 'date', 'loops']","{'account_id': 1081949, 'reputation': 15504, 'user_id': 1078678, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/96cc843fb3ce5536971b7f26cf14032c?s=256&d=identicon&r=PG', 'display_name': 'TheLettuceMaster', 'link': 'https://stackoverflow.com/users/1078678/thelettucemaster'}",True,7592,4,0,1636752057,1337826852,10730388,CC BY-SA 3.0,https://stackoverflow.com/questions/10730388/loop-through-months-in-java-android,Loop through Months in Java / Android,10730422.0,1337827315.0,,,,,
201,"['java', 'setter', 'getter']","{'account_id': 1439835, 'reputation': 1833, 'user_id': 1360300, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/45dd9dc69b9f66c55edc60f3ef5f0239?s=256&d=identicon&r=PG', 'display_name': 'Anonymous181', 'link': 'https://stackoverflow.com/users/1360300/anonymous181'}",True,98711,12,83,1636732794,1335934101,10407877,,https://stackoverflow.com/questions/10407877/what-is-the-point-of-getters-and-setters,What is the point of getters and setters?,10407925.0,1636732794.0,,1335964299.0,exact duplicate,,
202,"['java', 'netbeans']","{'account_id': 1389088, 'reputation': 95, 'user_id': 1320370, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/d382ee9878415a3eb63ca9896f027613?s=256&d=identicon&r=PG', 'display_name': 'user1320370', 'link': 'https://stackoverflow.com/users/1320370/user1320370'}",True,4677,4,1,1636731881,1335879493,10398479,CC BY-SA 3.0,https://stackoverflow.com/questions/10398479/netbeans-there-is-a-way-to-create-an-empty-project,Netbeans there is a way to create an empty project?,,,,,,,
203,"['java', 'arrays', 'class', 'vector']","{'account_id': 1029681, 'reputation': 317, 'user_id': 1038251, 'user_type': 'registered', 'accept_rate': 10, 'profile_image': 'https://www.gravatar.com/avatar/f048a04cb9c8ad58e36ca4dfc42ba0cf?s=256&d=identicon&r=PG', 'display_name': 'Kamotho', 'link': 'https://stackoverflow.com/users/1038251/kamotho'}",True,1888,3,3,1636728551,1336501148,10504187,CC BY-SA 3.0,https://stackoverflow.com/questions/10504187/vector-and-arraydeque-classes,Vector and ArrayDeque classes,,1366058089.0,,,,,
204,"['java', 'eclipse', 'plugins']","{'account_id': 56841, 'reputation': 4229, 'user_id': 170243, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/egGWn.png?s=256&g=1', 'display_name': 'Joe', 'link': 'https://stackoverflow.com/users/170243/joe'}",False,465,1,0,1636688470,1335956311,10412368,CC BY-SA 4.0,https://stackoverflow.com/questions/10412368/eclipse-plugin-development-putting-a-canvas-into-a-editor-window,Eclipse plugin development - Putting a canvas into a editor window,,1636688470.0,,,,,
205,"['java', 'linkedhashmap']","{'account_id': 1213336, 'reputation': 3018, 'user_id': 1181452, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/e7eafd5c8300738b56eecc7bfe818021?s=256&d=identicon&r=PG', 'display_name': 'M9A', 'link': 'https://stackoverflow.com/users/1181452/m9a'}",True,53417,7,41,1636579515,1335804036,10387290,CC BY-SA 4.0,https://stackoverflow.com/questions/10387290/how-to-get-position-of-key-value-in-linkedhashmap-using-its-key,How to get position of key/value in LinkedHashMap using its key,10387318.0,1636579515.0,,,,,
206,"['java', 'spring', 'jdbctemplate']","{'account_id': 266102, 'reputation': 3743, 'user_id': 553486, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/c9ac66291a510818303ca3ac52ba94c9?s=256&d=identicon&r=PG', 'display_name': 'Byron', 'link': 'https://stackoverflow.com/users/553486/byron'}",True,295723,18,125,1636548672,1337104557,10606229,CC BY-SA 3.0,https://stackoverflow.com/questions/10606229/jdbctemplate-query-for-string-emptyresultdataaccessexception-incorrect-result,"Jdbctemplate query for string: EmptyResultDataAccessException: Incorrect result size: expected 1, actual 0",10612703.0,,1473183849.0,,,,
207,"['java', 'spring', 'annotations', 'autowired']","{'account_id': 1488987, 'reputation': 6681, 'user_id': 1396576, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e9f2733ef37e84a252b84d5d0ed85920?s=256&d=identicon&r=PG', 'display_name': 'user1396576', 'link': 'https://stackoverflow.com/users/1396576/user1396576'}",True,415240,15,667,1636452844,1337096746,10604298,CC BY-SA 3.0,https://stackoverflow.com/questions/10604298/spring-component-versus-bean,Spring: @Component versus @Bean,,1378126278.0,,,,,
208,"['java', 'unit-testing', 'maven', 'junit', 'resourcebundle']","{'account_id': 229668, 'reputation': 3215, 'user_id': 987687, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/d68871d265748f5bb7efdfacb80f6308?s=256&d=identicon&r=PG', 'display_name': 'Alex Averbuch', 'link': 'https://stackoverflow.com/users/987687/alex-averbuch'}",True,121286,7,70,1636452284,1336660097,10536183,CC BY-SA 3.0,https://stackoverflow.com/questions/10536183/resource-files-not-found-from-junit-test-cases,Resource files not found from JUnit test cases,10548255.0,1495535485.0,,,,,
209,"['java', 'jvm', 'heap-memory']","{'account_id': 552332, 'reputation': 1288, 'user_id': 917432, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/e0c234acd2b11ba4ea41962f28aff3ee?s=256&d=identicon&r=PG', 'display_name': 'Martin Asenov', 'link': 'https://stackoverflow.com/users/917432/martin-asenov'}",True,2687,3,6,1636378021,1337099678,10605133,CC BY-SA 4.0,https://stackoverflow.com/questions/10605133/do-i-really-need-to-define-java-minimum-heap-size,Do I really need to define java minimum heap size,10605249.0,1636378021.0,,,,,
210,"['java', 'android', 'simulator']","{'account_id': 263962, 'reputation': 3394, 'user_id': 549897, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/dM08n.jpg?s=256&g=1', 'display_name': 'Radu', 'link': 'https://stackoverflow.com/users/549897/radu'}",True,5055,1,5,1636228707,1337858663,10736534,CC BY-SA 4.0,https://stackoverflow.com/questions/10736534/is-there-a-way-to-convert-an-android-app-in-a-desktop-app,Is there a way to convert an android app in a desktop app?,10737189.0,1636228707.0,,,,,
211,"['java', 'log4j']","{'account_id': 326318, 'reputation': 6727, 'user_id': 648026, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/0fc33d0c0d57d681cb9f623cf98d5328?s=256&d=identicon&r=PG', 'display_name': 'JavaSheriff', 'link': 'https://stackoverflow.com/users/648026/javasheriff'}",True,19708,8,19,1636155626,1337796085,10725402,CC BY-SA 3.0,https://stackoverflow.com/questions/10725402/generic-way-of-getlogger-from-log4j-logger,Generic way of getLogger from log4j.Logger,10725500.0,,,,,,
212,"['java', 'llvm', 'bytecode']","{'account_id': 215110, 'reputation': 1035, 'user_id': 469506, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/62552ea3576a50f1b5aad9c35f574bf5?s=256&d=identicon&r=PG&f=1', 'display_name': 'FeelTheBurns', 'link': 'https://stackoverflow.com/users/469506/feeltheburns'}",True,35911,4,65,1635978098,1338314304,10804280,CC BY-SA 3.0,https://stackoverflow.com/questions/10804280/is-there-a-llvm-java-front-end-that-converts-java-source-to-llvms-intermediate,Is there a llvm java front end that converts java source to llvm&#39;s intermediate form?,13634464.0,,1416257739.0,,,,
213,['java'],"{'account_id': 91497, 'reputation': 18673, 'user_id': 251162, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/I89rx.jpg?s=256&g=1', 'display_name': 'Aaron Yodaiken', 'link': 'https://stackoverflow.com/users/251162/aaron-yodaiken'}",True,2084,5,2,1635763128,1337207289,10627657,CC BY-SA 3.0,https://stackoverflow.com/questions/10627657/make-java-startup-faster,make java startup faster,,,,,,,
214,"['java', 'spring', 'rest', 'spring-mvc', 'spring-security']","{'account_id': 230255, 'reputation': 21948, 'user_id': 493749, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/415fb73080f1d9f0922c80153f8e95a6?s=256&d=identicon&r=PG', 'display_name': 'Chris Cashwell', 'link': 'https://stackoverflow.com/users/493749/chris-cashwell'}",True,127522,4,270,1635659785,1338426976,10826293,CC BY-SA 4.0,https://stackoverflow.com/questions/10826293/restful-authentication-via-spring,RESTful Authentication via Spring,10864088.0,1570083385.0,,,,,
215,"['java', 'regex', 'string', 'substring']","{'account_id': 256440, 'reputation': 1269, 'user_id': 537160, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/b0dacaea3ad3a34beeef6d96ae8622ec?s=256&d=identicon&r=PG', 'display_name': 'Rickard', 'link': 'https://stackoverflow.com/users/537160/rickard'}",True,15757,3,6,1635628513,1336223572,10462209,CC BY-SA 3.0,https://stackoverflow.com/questions/10462209/removing-a-substring-between-two-characters-java,Removing a substring between two characters (java),10462232.0,,,,,,
216,"['java', 'swing', 'jpasswordfield']","{'account_id': 465863, 'reputation': 40884, 'user_id': 870248, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/862c89e44433fc911c4af648dbd1c9d0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paul Vargas', 'link': 'https://stackoverflow.com/users/870248/paul-vargas'}",True,68952,5,37,1635452858,1336110496,10443308,CC BY-SA 3.0,https://stackoverflow.com/questions/10443308/why-gettext-in-jpasswordfield-was-deprecated,Why getText() in JPasswordField was deprecated?,10443361.0,,1635463783.0,,,,
217,['java'],"{'account_id': 411865, 'reputation': 30577, 'user_id': 784597, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/osHNj.jpg?s=256&g=1', 'display_name': 'Pawan', 'link': 'https://stackoverflow.com/users/784597/pawan'}",True,218790,7,68,1635284741,1337332187,10649782,CC BY-SA 4.0,https://stackoverflow.com/questions/10649782/java-cannot-format-given-object-as-a-date,Java : Cannot format given Object as a Date,10649834.0,1635284741.0,,,,,
218,"['java', 'xml', 'feed']","{'account_id': 477780, 'reputation': 3693, 'user_id': 889475, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/a7ed6a241a88e87de11fae105303a888?s=256&d=identicon&r=PG', 'display_name': 'HashimR', 'link': 'https://stackoverflow.com/users/889475/hashimr'}",True,16995,2,2,1635272284,1336645202,10531986,CC BY-SA 4.0,https://stackoverflow.com/questions/10531986/how-to-set-up-an-xml-feed-url,How to set up an XML Feed URL,,1635272284.0,,,,,
219,"['java', 'swing', 'jframe', 'cardlayout']","{'account_id': 319544, 'reputation': 8861, 'user_id': 637364, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/afb1a8c9ba25e33e61e21df4a83009f2?s=256&d=identicon&r=PG', 'display_name': '3D-kreativ', 'link': 'https://stackoverflow.com/users/637364/3d-kreativ'}",True,30443,2,7,1634273220,1338407964,10823382,CC BY-SA 3.0,https://stackoverflow.com/questions/10823382/how-to-show-different-cards-in-a-cardlayout,How to show different cards in a CardLayout?,10823493.0,1338409156.0,,,,,
220,"['java', 'hibernate', 'spring-data', 'spring-data-jpa', 'spring-data-rest']","{'account_id': 1292925, 'reputation': 4265, 'user_id': 1244652, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/8uwZY.jpg?s=256&g=1', 'display_name': 'Byron Voorbach', 'link': 'https://stackoverflow.com/users/1244652/byron-voorbach'}",True,36730,2,48,1634132861,1337326393,10648515,CC BY-SA 3.0,https://stackoverflow.com/questions/10648515/using-version-in-spring-data-project,Using @Version in spring-data project,10715197.0,1337972033.0,,,,,
221,"['java', 'synchronization', 'process']","{'account_id': 1458358, 'reputation': 163, 'user_id': 1373382, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de668ebda1d0dce78233ebe5f89109ff?s=256&d=identicon&r=PG', 'display_name': 'tytchong', 'link': 'https://stackoverflow.com/users/1373382/tytchong'}",True,11234,5,14,1633463965,1337185641,10622724,CC BY-SA 3.0,https://stackoverflow.com/questions/10622724/java-synchronization-between-different-jvms,Java synchronization between different JVMs,10622783.0,1337186462.0,,,,,
222,"['java', 'android', 'pdf']","{'account_id': 65313, 'reputation': 4804, 'user_id': 192310, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/a257a03e3ab2ac648d1da064eba34f76?s=256&d=identicon&r=PG', 'display_name': 'Pieter888', 'link': 'https://stackoverflow.com/users/192310/pieter888'}",True,58169,9,28,1633365392,1337675098,10698360,CC BY-SA 3.0,https://stackoverflow.com/questions/10698360/how-to-convert-a-pdf-page-to-an-image-in-android,How to convert a PDF page to an image in Android?,,1495540515.0,,,,,
223,"['java', 'eclipse', 'eclipse-plugin', 'eclipse-rcp']","{'account_id': 694667, 'reputation': 1176, 'user_id': 562295, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/h1fNi.jpg?s=256&g=1', 'display_name': 'Jim Holden', 'link': 'https://stackoverflow.com/users/562295/jim-holden'}",True,994,1,1,1633335581,1336637218,10529854,CC BY-SA 4.0,https://stackoverflow.com/questions/10529854/overwriting-views-in-the-ecplise-ui-view-extension-point,Overwriting views in the ecplise ui view extension point,10533741.0,1633335581.0,,,,,
224,"['java', 'arrays', 'storing-information']","{'account_id': 1451668, 'reputation': 29, 'user_id': 1368406, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f2b1d1a34debc6f87a1169b52b1de33d?s=256&d=identicon&r=PG', 'display_name': 'anonymous_coder', 'link': 'https://stackoverflow.com/users/1368406/anonymous-coder'}",True,714,3,0,1633257229,1335899845,10402972,CC BY-SA 4.0,https://stackoverflow.com/questions/10402972/java-overall-arrays-limit,Java overall arrays limit?,10403002.0,1633257229.0,,,,,
225,"['java', 'date', 'findbugs']","{'account_id': 175178, 'reputation': 19465, 'user_id': 405013, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7ef3cd04888c6d17f34d43e29ec3d46f?s=256&d=identicon&r=PG', 'display_name': 'caarlos0', 'link': 'https://stackoverflow.com/users/405013/caarlos0'}",True,22228,2,11,1632909651,1336738868,10551242,CC BY-SA 4.0,https://stackoverflow.com/questions/10551242/how-to-solve-ei-expose-rep2-and-why-exactly-its-wrong,How to solve EI_EXPOSE_REP2 and why exactly its wrong,12899649.0,1632909651.0,,,,,
226,"['java', 'data-structures', 'java-6']","{'account_id': 206570, 'reputation': 2733, 'user_id': 455946, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/0ef8b81d092f98dfe5f2a294d5966532?s=256&d=identicon&r=PG', 'display_name': 'masb', 'link': 'https://stackoverflow.com/users/455946/masb'}",True,846919,15,214,1632823061,1336228338,10462819,CC BY-SA 4.0,https://stackoverflow.com/questions/10462819/get-keys-from-hashmap-in-java,Get keys from HashMap in Java,10462838.0,1553910387.0,,,,,
227,"['java', 'methods', 'interface']","{'account_id': 1053475, 'reputation': 1918, 'user_id': 1197319, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/161ebeea76e74c1d7149f7dee2f22b69?s=256&d=identicon&r=PG', 'display_name': 'mjsey', 'link': 'https://stackoverflow.com/users/1197319/mjsey'}",True,103637,13,138,1632422090,1336920456,10572643,CC BY-SA 3.0,https://stackoverflow.com/questions/10572643/optional-methods-in-java-interface,Optional Methods in Java Interface,10575672.0,1424372124.0,,,,,
228,['java'],"{'account_id': 58740, 'reputation': 45320, 'user_id': 175836, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/d3b5a5015d8459c645abe6e906b9e77b?s=256&d=identicon&r=PG', 'display_name': 'randombits', 'link': 'https://stackoverflow.com/users/175836/randombits'}",True,524203,5,50,1632348726,1336776758,10559539,CC BY-SA 3.0,https://stackoverflow.com/questions/10559539/java-identifier-expected,Java: Identifier expected,10559569.0,,1483736244.0,,,,
229,"['java', 'xml', 'jaxb']","{'account_id': 558774, 'reputation': 19183, 'user_id': 921193, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/95dbc69a762b157403de68ead7f80ce2?s=256&d=identicon&r=PG', 'display_name': 'WelcomeTo', 'link': 'https://stackoverflow.com/users/921193/welcometo'}",True,150182,12,41,1632303969,1338280947,10795793,CC BY-SA 4.0,https://stackoverflow.com/questions/10795793/jaxb-illegalannotationexception-is-thrown-during-parsing-xml,JAXB IllegalAnnotationException is thrown during parsing XML,10796466.0,1632303969.0,,,,,
230,"['java', 'hashcode']","{'account_id': 1054217, 'reputation': 8806, 'user_id': 1057291, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/a26EW.png?s=256&g=1', 'display_name': 'ironwood', 'link': 'https://stackoverflow.com/users/1057291/ironwood'}",True,590,4,0,1632235908,1337748386,10713576,CC BY-SA 3.0,https://stackoverflow.com/questions/10713576/hashcode-implementation-in-java,hashCode implementation in java,10713605.0,,,,,,
231,"['java', 'operators', 'code-analysis']","{'account_id': 398383, 'reputation': 11552, 'user_id': 763029, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/TVwEa.jpg?s=256&g=1', 'display_name': 'Caffeinated', 'link': 'https://stackoverflow.com/users/763029/caffeinated'}",True,4610,3,5,1632143232,1338230604,10789119,CC BY-SA 3.0,https://stackoverflow.com/questions/10789119/what-is-the-ampersand-equals-operator-used-for-in-java,What is the ampersand-equals operator used for in Java?,10789140.0,1409670300.0,,,,,
232,"['java', 'spring-mvc']","{'account_id': 67541, 'reputation': 59130, 'user_id': 197606, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/14da0a77145571d61cee03ac6bb0fb35?s=256&d=identicon&r=PG', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/197606/ben'}",True,177556,3,114,1631909627,1336135028,10448935,CC BY-SA 3.0,https://stackoverflow.com/questions/10448935/hql-error-path-expected-for-join,HQL ERROR: Path expected for join,10448991.0,1518798436.0,,,,,
233,"['java', 'multithreading', 'concurrency', 'interrupt', 'interrupted-exception']","{'account_id': 934135, 'reputation': 21000, 'user_id': 963396, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/ee19b0668e0a34136ee53f7838733028?s=256&d=identicon&r=PG', 'display_name': 'X&#229;pplI&#39;-I0llwlg&#39;I  -', 'link': 'https://stackoverflow.com/users/963396/x%c3%a5ppli-i0llwlgi'}",True,18512,3,15,1631266936,1337244553,10632451,CC BY-SA 3.0,https://stackoverflow.com/questions/10632451/does-calling-thread-interrupt-before-a-thread-join-cause-the-join-to-throw,Does calling Thread.interrupt() before a Thread.join() cause the join() to throw an InterruptedException immediately?,10632505.0,1337775888.0,,,,,
234,"['java', 'maven', 'executable-jar']","{'account_id': 1094428, 'reputation': 1323, 'user_id': 1088336, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/ef94446c665cc548083911ae9a2ce04a?s=256&d=identicon&r=PG', 'display_name': 'matthewb', 'link': 'https://stackoverflow.com/users/1088336/matthewb'}",True,337,3,0,1631220625,1338403817,10822423,CC BY-SA 4.0,https://stackoverflow.com/questions/10822423/jar-works-on-double-click-but-not-in-command-line,"Jar works on double-click, but not in command line",10822475.0,1631220625.0,,,,,
235,"['java', 'zip']","{'account_id': 1163445, 'reputation': 1327, 'user_id': 1142496, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/50eef9b9f14df97c75e529b3e59a7676?s=256&d=identicon&r=PG', 'display_name': 'Edward', 'link': 'https://stackoverflow.com/users/1142496/edward'}",True,107166,6,36,1630921907,1337013757,10587561,CC BY-SA 3.0,https://stackoverflow.com/questions/10587561/password-protected-zip-file-in-java,Password protected zip file in java,10587717.0,1462431970.0,,,,,
