,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,locked_date,community_owned_date
218,"['java', 'class', 'object', 'methods']","{'account_id': 13492, 'reputation': 26941, 'user_id': 1390354, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/WBzkI.png?s=256&g=1', 'display_name': 'barfoon', 'link': 'https://stackoverflow.com/users/1390354/barfoon'}",True,9413,620543.0,8,2,1523418416,1236375173,1236375604.0,620509,CC BY-SA 2.5,https://stackoverflow.com/questions/620509/why-cant-java-find-my-method,Why can&#39;t java find my method?,,,,,
219,"['java', 'security', 'classloader']","{'account_id': 7295, 'reputation': 23259, 'user_id': 12631, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/waRg3.png?s=256&g=1', 'display_name': 'Horcrux7', 'link': 'https://stackoverflow.com/users/12631/horcrux7'}",True,516,,2,0,1523411038,1236602313,1523411038.0,626043,CC BY-SA 3.0,https://stackoverflow.com/questions/626043/how-to-extends-the-class-java-security-secureclassloader,How to extends the class java.security.SecureClassLoader?,,,,,
220,"['java', 'jstack']","{'account_id': 20044, 'reputation': 4641, 'user_id': 47508, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/ee707226904918d0308f98e4c71dbba9?s=256&d=identicon&r=PG', 'display_name': 'richs', 'link': 'https://stackoverflow.com/users/47508/richs'}",True,17859,659656.0,6,7,1522943503,1237402700,1237403039.0,659650,CC BY-SA 2.5,https://stackoverflow.com/questions/659650/java-stack-trace-on-windows,Java stack trace on Windows,,,,,
221,"['java', 'eclipse', 'class']","{'account_id': 29028, 'reputation': 19616, 'user_id': 78093, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/6b3da28d67c0c30048665399688f0fdc?s=256&d=identicon&r=PG', 'display_name': 'Jamison Dance', 'link': 'https://stackoverflow.com/users/78093/jamison-dance'}",True,91402,661143.0,6,27,1521765361,1237438712,1237474719.0,661110,CC BY-SA 2.5,https://stackoverflow.com/questions/661110/how-do-i-include-class-files-in-my-project-in-eclipse-java,How do I include .class files in my project in Eclipse? (Java),,,,,
222,"['java', 'castor']","{'account_id': 5065, 'reputation': 1842, 'user_id': 7949, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/eb5728291c93b69281cce7dcd675bef0?s=256&d=identicon&r=PG', 'display_name': 'darrickc', 'link': 'https://stackoverflow.com/users/7949/darrickc'}",True,1218,897600.0,1,2,1520863630,1236971223,1236971690.0,644160,CC BY-SA 2.5,https://stackoverflow.com/questions/644160/is-it-possible-to-have-castor-marshal-unmarshal-an-enummap,Is it possible to have Castor marshal/unmarshal an EnumMap?,,,,,
223,"['java', 'netbeans']","{'account_id': 30172, 'reputation': 801, 'user_id': 82119, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/9444465efa4a6862d9f7f171363b46ee?s=256&d=identicon&r=PG', 'display_name': 'shuby_rocks', 'link': 'https://stackoverflow.com/users/82119/shuby-rocks'}",True,163,684135.0,1,3,1519872646,1237953669,1519872646.0,680175,CC BY-SA 3.0,https://stackoverflow.com/questions/680175/netbeans-ide-problem-on-macosx,Netbeans IDE problem on MacOSX,,,,,
224,"['java', 'multithreading', 'thread-safety', 'stringbuilder']","{'account_id': 28525, 'reputation': 211, 'user_id': 76286, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b400dd5f7259e6f9b719c6424f8b6cdf?s=256&d=identicon&r=PG', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/76286/ben'}",True,18917,,5,14,1519035979,1236709613,1519035979.0,631645,CC BY-SA 3.0,https://stackoverflow.com/questions/631645/java-stringbuilder-and-thread-safety,Java StringBuilder and Thread Safety,,,,,
225,"['java', 'memory-management']","{'account_id': 25389, 'reputation': 14119, 'user_id': 65230, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/PMj3B.jpg?s=256&g=1', 'display_name': 'Ascalonian', 'link': 'https://stackoverflow.com/users/65230/ascalonian'}",True,34532,627813.0,13,37,1518801660,1236628852,1269592842.0,627784,,https://stackoverflow.com/questions/627784/what-are-some-java-memory-management-best-practices,What are some Java memory management best practices?,,1518807648.0,Opinion-based,,
226,"['java', 'connection']","{'account_id': 18889, 'reputation': 27877, 'user_id': 43756, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/2e1d183650e29061bd3811ccba1bcba7?s=256&d=identicon&r=PG', 'display_name': 'kal', 'link': 'https://stackoverflow.com/users/43756/kal'}",True,11925,,3,4,1517914381,1237334105,1237336640.0,656469,CC BY-SA 2.5,https://stackoverflow.com/questions/656469/good-tcp-connection-library-for-java,Good TCP connection library for Java?,,,,,
227,"['java', 'eclipse', 'plugins', 'eclipse-plugin', 'osgi']","{'account_id': 30387, 'reputation': 60582, 'user_id': 82865, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/053082988d5c2da6fe500a209f8cfdd8?s=256&d=identicon&r=PG', 'display_name': 'Jonathan Holloway', 'link': 'https://stackoverflow.com/users/82865/jonathan-holloway'}",True,2324,689449.0,2,4,1516988472,1238137341,,688783,CC BY-SA 2.5,https://stackoverflow.com/questions/688783/eclipse-extensions-and-declarative-services,Eclipse Extensions and Declarative Services,,,,,
228,"['java', 'sockets', 'packet', 'latency']","{'user_type': 'does_not_exist', 'display_name': 'M Roberts'}",True,3659,,4,2,1516448666,1237197690,,649807,CC BY-SA 2.5,https://stackoverflow.com/questions/649807/configuring-sockets-to-use-small-packets-in-java,Configuring sockets to use small packets in Java,,,,,
229,"['java', 'random']","{'user_type': 'does_not_exist', 'display_name': 'Bongers'}",True,11444,,6,3,1515765201,1237167695,1347810223.0,648976,CC BY-SA 3.0,https://stackoverflow.com/questions/648976/random-number-generator,Random Number Generator,,,,,1237170582.0
230,"['java', 'windows', 'named-pipes']","{'account_id': 28446, 'reputation': 4549, 'user_id': 76024, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/9e1426be1e31412216b9ace6edf19ffd?s=256&d=identicon&r=PG', 'display_name': 'Philipp', 'link': 'https://stackoverflow.com/users/76024/philipp'}",True,44162,2605884.0,5,28,1515410089,1236778928,1236779812.0,634564,CC BY-SA 2.5,https://stackoverflow.com/questions/634564/how-to-open-a-windows-named-pipe-from-java,How to open a Windows named pipe from Java?,,,,,
231,"['java', 'android', 'gdata', 'verifyerror']","{'account_id': 20818, 'reputation': 32579, 'user_id': 764272, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/8e7693a7f654a65d8cb31f6f307c8739?s=256&d=identicon&r=PG', 'display_name': 'Isaac Waller', 'link': 'https://stackoverflow.com/users/764272/isaac-waller'}",True,93921,668908.0,30,101,1514983309,1237613060,1514983309.0,668788,CC BY-SA 3.0,https://stackoverflow.com/questions/668788/android-java-lang-verifyerror,Android java.lang.VerifyError?,,,,,
232,"['java', 'hibernate', 'filter', 'mapping']","{'account_id': 28886, 'reputation': 2387, 'user_id': 77528, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/c43dd4c5ef4d9bf4a989b004c50fb6b6?s=256&d=identicon&r=PG', 'display_name': 'The Trav', 'link': 'https://stackoverflow.com/users/77528/the-trav'}",True,4421,641613.0,2,2,1513228542,1236915484,1236918175.0,641388,CC BY-SA 2.5,https://stackoverflow.com/questions/641388/can-i-specify-a-hibernate-relationship-with-a-filter,Can I specify a hibernate relationship with a filter?,,,,,
233,"['java', 'ajax', 'ajaxcontroltoolkit', 'ajax.net']","{'user_type': 'does_not_exist', 'display_name': 'vishwa'}",False,193,,1,0,1513158743,1235885563,1513158743.0,599310,CC BY-SA 3.0,https://stackoverflow.com/questions/599310/collection-of-system-properties-using-web-browser,collection of system properties using web browser,,,,,
234,"['java', 'calendar']","{'user_type': 'does_not_exist', 'display_name': 'philip andrew'}",True,10118,,3,8,1511351995,1237733179,1446920464.0,671120,,https://stackoverflow.com/questions/671120/is-there-a-caldav-client-library-for-java,Is there a CalDAV client library for Java?,,1367879878.0,not a real question,,
235,"['java', 'api', 'xml-rpc', 'bugzilla']","{'account_id': 700, 'reputation': 16683, 'user_id': 917, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/305b35de31b6f9e1ad1fce2e8f015705?s=256&d=identicon&r=PG', 'display_name': 'Mauli', 'link': 'https://stackoverflow.com/users/917/mauli'}",True,10106,12717163.0,7,7,1510163396,1236690911,1236691601.0,630095,,https://stackoverflow.com/questions/630095/is-there-a-java-api-to-access-bugzilla,Is there a java api to access bugzilla?,,1519121533.0,Not suitable for this site,,
236,['java'],"{'user_type': 'does_not_exist', 'display_name': 'Maven Lee'}",True,14979,,4,3,1509637589,1235891744,1509636901.0,599422,CC BY-SA 3.0,https://stackoverflow.com/questions/599422/can-i-change-the-max-pool-size-for-connections-and-what-determines-what-i-shoul,"Can I change the max-pool-size for connections, and what determines what I should set it to?",,,,,
237,"['java', 'multithreading', 'log4j', 'deadlock']","{'account_id': 2218, 'reputation': 16484, 'user_id': 3050, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/446e8ba4d3db8a1550bd75060e95139b?s=256&d=identicon&r=PG', 'display_name': 'Paul Whelan', 'link': 'https://stackoverflow.com/users/3050/paul-whelan'}",True,20384,634443.0,2,13,1509472487,1236770008,1279757446.0,634102,CC BY-SA 2.5,https://stackoverflow.com/questions/634102/log4j-is-hanging-my-application-what-am-i-doing-wrong,Log4j is hanging my application what am I doing wrong?,,,,,
238,"['java', 'hibernate', 'spring']","{'user_type': 'does_not_exist', 'display_name': 'captain'}",True,2932,,6,11,1506935953,1236660250,1236660556.0,628963,CC BY-SA 2.5,https://stackoverflow.com/questions/628963/spring-framework,Spring Framework,,,,,
239,"['java', 'constructor', 'inner-classes']","{'account_id': 1662, 'reputation': 66123, 'user_id': 2238, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/33f7b52ddceb5ed2ffb12400a4cbceb8?s=256&d=identicon&r=PG', 'display_name': 'Henrik Paul', 'link': 'https://stackoverflow.com/users/2238/henrik-paul'}",True,17178,633602.0,6,43,1506590249,1236754570,1236771439.0,633585,CC BY-SA 2.5,https://stackoverflow.com/questions/633585/strange-syntax-for-instantiating-an-inner-class,Strange syntax for instantiating an inner class,,,,,
240,"['java', 'oop', 'inheritance', 'anti-patterns']","{'account_id': 21771, 'reputation': 3148, 'user_id': 53191, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/7fe030bbc77708f86bc70ddc3755ff1b?s=256&d=identicon&r=PG', 'display_name': 'parkr', 'link': 'https://stackoverflow.com/users/53191/parkr'}",True,5906,696380.0,6,35,1506283973,1238399962,1474905831.0,696350,CC BY-SA 3.0,https://stackoverflow.com/questions/696350/avoiding-parallel-inheritance-hierarchies,Avoiding parallel inheritance hierarchies,,,,,
241,"['java', 'xml']","{'account_id': 28414, 'reputation': 8374, 'user_id': 75877, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/3LO18.jpg?s=256&g=1', 'display_name': 'phil swenson', 'link': 'https://stackoverflow.com/users/75877/phil-swenson'}",True,30143,632266.0,8,8,1505394032,1236715515,,632043,CC BY-SA 2.5,https://stackoverflow.com/questions/632043/how-do-i-extract-child-element-from-xml-to-a-string-in-java,How do I extract child element from XML to a string in Java?,,,,,
242,"['java', 'windows', 'command-line', 'jvm']","{'user_type': 'does_not_exist', 'display_name': 'John'}",True,112583,674944.0,4,25,1504971809,1237836816,,674903,CC BY-SA 2.5,https://stackoverflow.com/questions/674903/setting-the-jvm-via-the-command-line-on-windows,Setting the JVM via the command line on Windows,,,,,
243,"['java', 'memory-management', 'virtual-memory']","{'account_id': 25188, 'reputation': 985, 'user_id': 64579, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/ca6ee5ba08c7adf4797b873947ab8971?s=256&d=identicon&r=PG', 'display_name': 'Sebastian Ganslandt', 'link': 'https://stackoverflow.com/users/64579/sebastian-ganslandt'}",True,1207,605709.0,7,3,1504854680,1236070248,1504854680.0,605592,CC BY-SA 3.0,https://stackoverflow.com/questions/605592/tell-java-not-to-push-an-object-into-swap-space,Tell Java not to push an object into swap space,,,,,
244,"['java', 'data-structures', 'multidimensional-array']","{'account_id': 25792, 'reputation': 5107, 'user_id': 66593, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/6864d659e84718963e8169a2795eb503?s=256&d=identicon&r=PG', 'display_name': 'AGeek', 'link': 'https://stackoverflow.com/users/66593/ageek'}",True,11021,,4,8,1504672567,1238037767,1238101806.0,684405,CC BY-SA 2.5,https://stackoverflow.com/questions/684405/what-data-structure-is-most-suitable-for-implementing-a-2-d-array-in-java,What data structure is most suitable for implementing a 2-D array in Java?,,,,,
245,"['c#', 'java', 'python', 'performance']","{'account_id': 11449, 'reputation': 45340, 'user_id': 22076, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/f764e60e95b149fd9fbfc6ddf241d872?s=256&d=identicon&r=PG', 'display_name': 'yesraaj', 'link': 'https://stackoverflow.com/users/22076/yesraaj'}",True,100467,673019.0,13,73,1504002089,1237803973,1434922534.0,672857,,https://stackoverflow.com/questions/672857/is-python-slower-than-java-c,Is Python slower than Java/C#?,,1374519143.0,Opinion-based,,
246,"['java', 'spring', 'autowired']","{'account_id': 23836, 'reputation': 85128, 'user_id': 60096, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/5bf1f11c3493fb7dc5b4045c90a80403?s=256&d=identicon&r=PG', 'display_name': 'Andy White', 'link': 'https://stackoverflow.com/users/60096/andy-white'}",True,72967,634754.0,9,222,1503570067,1236739464,1457009833.0,633158,CC BY-SA 3.0,https://stackoverflow.com/questions/633158/spring-autowired-usage,Spring @Autowired usage,,,,,
247,"['java', 'clone']","{'account_id': 3267, 'reputation': 1931, 'user_id': 1128722, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/bZnKH.jpg?s=256&g=1', 'display_name': 'Juraj', 'link': 'https://stackoverflow.com/users/1128722/juraj'}",True,87512,1241100.0,8,76,1503162026,1237550621,1503162026.0,665860,,https://stackoverflow.com/questions/665860/deep-clone-utility-recommendation,Deep clone utility recommendation,1407242277.0,1407263957.0,Not suitable for this site,,
248,"['java', 'maven-2', 'ant', 'build-management']","{'user_type': 'does_not_exist', 'display_name': 'rtacconi'}",True,185976,,9,184,1502369254,1236014878,1243677174.0,603189,,https://stackoverflow.com/questions/603189/differences-between-ant-and-maven,Differences between Ant and Maven,1392420566.0,1389641326.0,Needs more focus,,
249,['java'],"{'account_id': 18889, 'reputation': 27877, 'user_id': 43756, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/2e1d183650e29061bd3811ccba1bcba7?s=256&d=identicon&r=PG', 'display_name': 'kal', 'link': 'https://stackoverflow.com/users/43756/kal'}",True,8522,637632.0,4,12,1502071025,1236841330,1236844198.0,637618,CC BY-SA 2.5,https://stackoverflow.com/questions/637618/how-to-reschedule-a-task-using-a-scheduledexecutorservice,How to reschedule a task using a ScheduledExecutorService?,,,,,
250,"['java', 'swing', 'geometry', 'shapes', 'affinetransform']","{'account_id': 23234, 'reputation': 33502, 'user_id': 58082, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/61200477cf8983809ec152f484750204?s=256&d=identicon&r=PG', 'display_name': 'Pierre', 'link': 'https://stackoverflow.com/users/58082/pierre'}",True,26525,699262.0,5,7,1501854497,1238177319,,690871,CC BY-SA 2.5,https://stackoverflow.com/questions/690871/affinetransform-scaling-a-shape-from-its-center,AffineTransform: scaling a Shape from its center,,,,,
251,"['java', 'jakarta-ee', 'architecture', 'poeaa']","{'account_id': 30734, 'reputation': 901, 'user_id': 83927, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc6feb9236f7260aed33c39ed5ab4864?s=256&d=identicon&r=PG', 'display_name': 'Jack Singleton', 'link': 'https://stackoverflow.com/users/83927/jack-singleton'}",True,19706,692244.0,9,79,1500727204,1238216750,1421694471.0,692241,,https://stackoverflow.com/questions/692241/fowlers-patterns-of-enterprise-application-architecture-still-relevant,Fowler&#39;s &quot;Patterns of Enterprise Application Architecture&quot; still relevant?,,1421752049.0,Opinion-based,,
252,"['java', 'matlab']","{'account_id': 4246, 'reputation': 582, 'user_id': 6314, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0fff6c0c24b96a9a52c2b655cbd0e2cf?s=256&d=identicon&r=PG', 'display_name': 'jbdavid', 'link': 'https://stackoverflow.com/users/6314/jbdavid'}",True,1801,671591.0,2,1,1499875462,1237474276,1499875462.0,662502,CC BY-SA 3.0,https://stackoverflow.com/questions/662502/how-do-i-pass-a-java-object-as-a-parameter-to-a-matlab-function,How do I pass a Java object as a parameter to a MATLAB function?,,,,,
253,"['c#', 'java', 'clr', 'jvm']","{'account_id': 7697, 'reputation': 5362, 'user_id': 13436, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/afd03476557a6734de899cd772038396?s=256&d=identicon&r=PG', 'display_name': 'Rob', 'link': 'https://stackoverflow.com/users/13436/rob'}",True,28945,682631.0,9,98,1499193599,1238001905,1238002290.0,682608,CC BY-SA 2.5,https://stackoverflow.com/questions/682608/implementing-c-for-the-jvm,Implementing C# for the JVM,,,,,
254,"['java', 'variables']","{'account_id': 562114, 'reputation': 497, 'user_id': 68888, 'user_type': 'unregistered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/870842ce59068357f1ba446eb0f08f7c?s=256&d=identicon&r=PG', 'display_name': 'The Special One', 'link': 'https://stackoverflow.com/users/68888/the-special-one'}",True,23129,,14,6,1499176876,1236179305,1236179535.0,610976,CC BY-SA 2.5,https://stackoverflow.com/questions/610976/can-you-get-the-previous-value-of-a-variable-in-java,Can you get the previous value of a variable in Java?,,,,,
255,"['java', 'reflection', 'properties', 'dump', 'tostring']","{'account_id': 13299, 'reputation': 29855, 'user_id': 26620, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/f654549723ac0841aad2ade1385871b4?s=256&d=identicon&r=PG', 'display_name': 'Kevin', 'link': 'https://stackoverflow.com/users/26620/kevin'}",True,78787,603055.0,10,69,1498250853,1236011881,1445246180.0,603013,CC BY-SA 3.0,https://stackoverflow.com/questions/603013/dumping-a-java-objects-properties,Dumping a java object&#39;s properties,,,,,
256,"['java', 'debugging', 'freeze', 'java-service-wrapper']","{'account_id': 16279, 'reputation': 12193, 'user_id': 35264, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/0PfP7.jpg?s=256&g=1', 'display_name': 'Sarel Botha', 'link': 'https://stackoverflow.com/users/35264/sarel-botha'}",True,15596,626351.0,4,7,1497383062,1235944001,1356550856.0,600604,CC BY-SA 3.0,https://stackoverflow.com/questions/600604/java-appears-hung,Java appears hung,,,,,
257,"['java', 'jakarta-ee', 'glassfish']","{'account_id': 45, 'reputation': 18342, 'user_id': 56, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/CqIac.png?s=256&g=1', 'display_name': 'doekman', 'link': 'https://stackoverflow.com/users/56/doekman'}",True,4830,,4,5,1497037169,1236779511,1236851697.0,634598,CC BY-SA 2.5,https://stackoverflow.com/questions/634598/how-can-i-make-a-custom-resource-also-be-lookuped-in-glassfish-by-the-javacom-e,How can I make a custom resource also be lookuped in glassfish by the java:com/env-scheme?,,,,,
258,"['java', 'drawing', 'graphviz', 'graph-visualization']","{'account_id': 28626, 'reputation': 18110, 'user_id': 76661, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/5c1717837f3e4e2dd7c72f542e066f24?s=256&d=identicon&r=PG', 'display_name': 'paweloque', 'link': 'https://stackoverflow.com/users/76661/paweloque'}",True,25787,937610.0,6,55,1495640251,1237297196,1493676238.0,654294,,https://stackoverflow.com/questions/654294/pure-java-reimplementation-of-graphviz,Pure Java reimplementation of GraphViz?,,1604152455.0,Not suitable for this site,,
259,"['java', 'jakarta-ee', 'spring', 'rmi']","{'account_id': 24717, 'reputation': 252862, 'user_id': 63051, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/b4b87a82355f286bb410cc1854389226?s=256&d=identicon&r=PG', 'display_name': 'flybywire', 'link': 'https://stackoverflow.com/users/63051/flybywire'}",True,2031,673363.0,1,1,1494486918,1237811315,,673198,CC BY-SA 2.5,https://stackoverflow.com/questions/673198/exposing-multiple-objects-with-rmi-in-spring,Exposing multiple objects with RMI in Spring,,,,,
260,"['java', '.net', 'ruby', 'lamp']","{'account_id': 27057, 'reputation': 82, 'user_id': 70980, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e0c29da21b138c91f04e23198ee782d?s=256&d=identicon&r=PG', 'display_name': 'Rick', 'link': 'https://stackoverflow.com/users/70980/rick'}",True,4483,619304.0,6,0,1494326230,1236353085,1236354778.0,619221,,https://stackoverflow.com/questions/619221/what-platform-would-you-recommend-to-develop-a-saas-application,What platform would you recommend to develop a SAAS application?,,1494326296.0,Not suitable for this site,,
261,"['java', 'oracle', 'jdbc']","{'account_id': 196, 'reputation': 23185, 'user_id': 243, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/846aeb3494a51fdd2af2bb0b99dc364c?s=256&d=identicon&r=PG', 'display_name': 'Goyuix', 'link': 'https://stackoverflow.com/users/243/goyuix'}",True,19270,819278.0,5,5,1493725244,1238000974,,682539,CC BY-SA 2.5,https://stackoverflow.com/questions/682539/return-rowid-parameter-from-insert-statement-using-jdbc-connection-to-oracle,Return ROWID Parameter from insert statement using JDBC connection to oracle,,,,,
262,"['java', 'xml', 'equals', 'graph-theory']","{'account_id': 712, 'reputation': 6267, 'user_id': 931, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/86500a091de6e47457debc197fefbd9f?s=256&d=identicon&r=PG', 'display_name': 'Ran Biron', 'link': 'https://stackoverflow.com/users/931/ran-biron'}",True,1781,636789.0,10,1,1493684953,1236805409,1493684953.0,636360,CC BY-SA 3.0,https://stackoverflow.com/questions/636360/finding-out-what-caused-equals-to-return-false,Finding out what caused equals() to return false,,,,,
263,"['java', 'date-arithmetic']","{'account_id': 877725, 'reputation': 73, 'user_id': 53395, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/249db4924c510ad6db04fb71a3b7ee5b?s=256&d=identicon&r=PG', 'display_name': 'mikemax', 'link': 'https://stackoverflow.com/users/53395/mikemax'}",True,10603,643437.0,5,7,1493368061,1236960078,,643402,CC BY-SA 2.5,https://stackoverflow.com/questions/643402/simple-java-date-calculations,Simple Java Date Calculations,,,,,
264,"['java', 'datetime', 'date', 'time', 'intervals']","{'account_id': 15751, 'reputation': 13170, 'user_id': 33611, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/31e70bc52c40f56805487f8940ef44c8?s=256&d=identicon&r=PG', 'display_name': 'Elijah', 'link': 'https://stackoverflow.com/users/33611/elijah'}",True,2373,657801.0,4,7,1493367627,1237374109,1592644375.0,657792,CC BY-SA 4.0,https://stackoverflow.com/questions/657792/is-there-an-easy-way-to-calculate-and-format-time-date-intervals-in-java,Is there an easy way to Calculate and format time/date intervals in java?,,,,,
265,"['java', 'utc']","{'account_id': 10732, 'reputation': 53497, 'user_id': 20400, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/40bd6fa511aed8cab1e12bb104b88b4e?s=256&d=identicon&r=PG', 'display_name': 'Omar Kooheji', 'link': 'https://stackoverflow.com/users/20400/omar-kooheji'}",True,462,677355.0,3,3,1493367165,1237898802,,677218,CC BY-SA 2.5,https://stackoverflow.com/questions/677218/grouping-long-utc-dates-by-day,Grouping Long UTC dates by Day,,,,,
266,"['java', 'sql', 'database', 'jdbc']","{'account_id': 19053, 'reputation': 3717, 'user_id': 44293, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/eT2m8.jpg?s=256&g=1', 'display_name': 'bl4ckb0l7', 'link': 'https://stackoverflow.com/users/44293/bl4ckb0l7'}",True,1897,43672804.0,2,4,1493358255,1236943631,,642241,CC BY-SA 2.5,https://stackoverflow.com/questions/642241/best-practice-how-to-check-for-a-specific-java-util-calendar-date-in-sql-date-b,Best Practice: How to check for a specific java.util.Calendar/Date in SQL.DATE by JDBC?,,,,,
267,"['java', 'beep']","{'account_id': 27349, 'reputation': 1090, 'user_id': 72075, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/9c4e43d1c358143a5cc388a586391142?s=256&d=identicon&r=PG', 'display_name': 'Bai Li', 'link': 'https://stackoverflow.com/users/72075/bai-li'}",True,4666,691803.0,3,5,1493236160,1238194566,,691743,CC BY-SA 2.5,https://stackoverflow.com/questions/691743/beep-library-for-java,Beep library for Java?,,,,,
268,"['java', 'class', 'posix']","{'account_id': 3355, 'reputation': 10290, 'user_id': 4838, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/cc2bafb9d52ccd537632d99581046202?s=256&d=identicon&r=PG', 'display_name': 'Michael Ridley', 'link': 'https://stackoverflow.com/users/4838/michael-ridley'}",True,2289,617257.0,4,1,1492740605,1236295754,1492740605.0,617165,CC BY-SA 3.0,https://stackoverflow.com/questions/617165/is-there-a-java-package-to-read-the-unix-etc-group-file,Is there a Java package to read the UNIX /etc/group file?,,,,,
269,"['java', 'networking', 'sockets', 'serialization']","{'account_id': 14513, 'reputation': 2962, 'user_id': 29924, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/07de4d53e1b96df3334e1cfc54b8ae85?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ben Page', 'link': 'https://stackoverflow.com/users/29924/ben-page'}",True,38338,654321.0,4,8,1492586334,1237294742,1492586334.0,654117,CC BY-SA 3.0,https://stackoverflow.com/questions/654117/correct-way-to-close-a-socket-and-objectoutputstream,Correct way to close a socket and ObjectOutputStream?,,,,,
270,"['java', 'bufferedimage']","{'account_id': 25259, 'reputation': 1385, 'user_id': 64824, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/3a3153d4bfb2733cf6f1584a3d6e99a3?s=256&d=identicon&r=PG', 'display_name': 'GregA100k', 'link': 'https://stackoverflow.com/users/64824/grega100k'}",True,34046,632239.0,6,18,1492184855,1236718432,,632229,CC BY-SA 2.5,https://stackoverflow.com/questions/632229/how-to-calculate-java-bufferedimage-filesize,How to calculate java BufferedImage filesize,,,,,
