,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,locked_date,closed_date,closed_reason,protected_date
780,"['java', 'eclipse', 'gradle']","{'account_id': 21335813, 'reputation': 21, 'user_id': 15707067, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/75de783d39357de4435e29d4c14523aa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Viorica', 'link': 'https://stackoverflow.com/users/15707067/viorica'}",False,4776,1,2,1621351169,1618930300,67181316,CC BY-SA 4.0,https://stackoverflow.com/questions/67181316/gradle-error-marker-could-not-run-build-action-using-connection-to-gradle-distr,gradle error marker: Could not run build action using connection to gradle distribution,,1619006970.0,,,,
781,"['java', 'object', 'static', 'apache-flink', 'flink-streaming']","{'account_id': 7557199, 'reputation': 91, 'user_id': 5736351, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AVgei.jpg?s=256&g=1', 'display_name': 'KON', 'link': 'https://stackoverflow.com/users/5736351/kon'}",True,232,1,0,1621345783,1619739053,67326330,CC BY-SA 4.0,https://stackoverflow.com/questions/67326330/flink-elasticsearchsinkfunction-not-serializable-in-non-static-method-but-seria,"Flink ElasticsearchSinkFunction not serializable in non-static method, but serializable in static method",67587579.0,,,,,
782,"['java', 'android', 'xml', 'android-button', 'android-theme']","{'account_id': 16272027, 'reputation': 11, 'user_id': 11750319, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-IUTd6pQUxFc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdrH3_nGIK04BFPvn-fFmAQpqHarg/photo.jpg?sz=256', 'display_name': 'Santhosh Kumar', 'link': 'https://stackoverflow.com/users/11750319/santhosh-kumar'}",False,46,3,1,1621324365,1617380056,66922146,CC BY-SA 4.0,https://stackoverflow.com/questions/66922146/anroid-i-try-change-my-butten-background-colour-by-drawable-xml-file,Anroid i try change my butten background colour by drawable xml file,,1617531065.0,,,,
783,"['java', 'hibernate', 'elasticsearch', 'indexing', 'liferay']","{'account_id': 16236544, 'reputation': 15, 'user_id': 11723909, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c3f485736ceea504ae97769048a0f9dd?s=256&d=identicon&r=PG&f=1', 'display_name': 'MaFa', 'link': 'https://stackoverflow.com/users/11723909/mafa'}",True,196,1,1,1621318557,1619200087,67234729,CC BY-SA 4.0,https://stackoverflow.com/questions/67234729/liferay-error-is-occured-while-executing-an-index-actions,Liferay: Error is occured while executing an index Actions,67283424.0,1621318557.0,,,,
784,"['java', 'android', 'solid-principles']","{'account_id': 15142903, 'reputation': 109, 'user_id': 10927448, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-px2XJ9PR18s/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwca_ITm5ugON3YNnMp-adpA0X3i6PQ/mo/photo.jpg?sz=256', 'display_name': 'Ahsan Ali', 'link': 'https://stackoverflow.com/users/10927448/ahsan-ali'}",False,47,1,0,1621300597,1619003731,67194761,CC BY-SA 4.0,https://stackoverflow.com/questions/67194761/can-we-achieve-100-percent-abstaction-using-dependency-inversion-principle,can we achieve 100 percent Abstaction using Dependency inversion principle?,,,,,,
785,"['java', 'xml']","{'account_id': 19814490, 'reputation': 11, 'user_id': 14512531, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgJO6esLbJ37SYNrKJvhRv_tVSz_Q8uXkUM63yr_w=k-s256', 'display_name': 'NoobProgrammer', 'link': 'https://stackoverflow.com/users/14512531/noobprogrammer'}",False,31,1,0,1621286476,1617790251,66983914,CC BY-SA 4.0,https://stackoverflow.com/questions/66983914/how-to-remove-element-from-xml-java,How to remove element from xml java,,1618075572.0,,,,
786,"['java', 'xml']","{'account_id': 17998773, 'reputation': 952, 'user_id': 13081151, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6856909922c853f6079727524db7224d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sharad', 'link': 'https://stackoverflow.com/users/13081151/sharad'}",True,32,1,1,1621285712,1618493737,67109521,CC BY-SA 4.0,https://stackoverflow.com/questions/67109521/add-new-node-under-an-existing-node-in-xml-in-java,Add new node under an existing Node in XML in Java,,,,,,
787,"['java', 'spring-boot', 'jackson', 'apache-camel']","{'account_id': 1221965, 'reputation': 883, 'user_id': 1188441, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/6c029651a9748512a045c985f9231e45?s=256&d=identicon&r=PG', 'display_name': 'Alex Oliveira', 'link': 'https://stackoverflow.com/users/1188441/alex-oliveira'}",True,1059,2,0,1621283641,1619644809,67308049,CC BY-SA 4.0,https://stackoverflow.com/questions/67308049/apache-camel-rest-endpoint-not-returning-the-final-body,Apache Camel REST endpoint not returning the final body,67308381.0,1619715478.0,,,,
788,"['java', 'android', 'android-studio', 'android-textinputlayout', 'onitemselectedlistener']","{'account_id': 16691316, 'reputation': 357, 'user_id': 12091689, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f7f023ce3176f22d9b76d8a03526f854?s=256&d=identicon&r=PG&f=1', 'display_name': 'SeanyMc', 'link': 'https://stackoverflow.com/users/12091689/seanymc'}",True,899,2,1,1621269299,1617218715,66894086,CC BY-SA 4.0,https://stackoverflow.com/questions/66894086/autocompletetextview-item-selection-trigger-event,AutoCompleteTextView Item selection trigger event,66895872.0,1621196434.0,,,,
789,"['java', 'tomcat', 'tomcat9']","{'account_id': 21380276, 'reputation': 11, 'user_id': 15746310, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-4FUXIsYE7sE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmmK9-VQpR_FvBjQT8SbzkY9hoOMw/s96-c/photo.jpg?sz=256', 'display_name': 'Ognjen Drinic', 'link': 'https://stackoverflow.com/users/15746310/ognjen-drinic'}",True,384,1,0,1621256131,1619187291,67231574,CC BY-SA 4.0,https://stackoverflow.com/questions/67231574/cant-open-manager-app-windows-on-apache-tomcat-9-0-45-on-winows,Can&#39;t open Manager App windows on Apache Tomcat/9.0.45 on Winows,,1619721462.0,,,,
790,"['java', 'websphere', 'websphere-liberty']","{'account_id': 6291, 'reputation': 11314, 'user_id': 10522, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/8396048b39279996e7ee6c1acdac2bf7?s=256&d=identicon&r=PG', 'display_name': 'Berlin Brown', 'link': 'https://stackoverflow.com/users/10522/berlin-brown'}",False,550,0,1,1621253178,1619551769,67289506,CC BY-SA 4.0,https://stackoverflow.com/questions/67289506/is-it-possible-to-use-ibm-websphere-traditional-thinclient-soap-code-with-websph,Is it possible to use IBM Websphere traditional thinclient SOAP code with Websphere liberty?,,1621253178.0,,,,
791,"['java', 'websphere', 'ibm-mq', 'websphere-liberty', 'mq']","{'account_id': 10106866, 'reputation': 99, 'user_id': 7469143, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/VAv8Z.jpg?s=256&g=1', 'display_name': 'MQ Beginner', 'link': 'https://stackoverflow.com/users/7469143/mq-beginner'}",False,219,1,0,1621246292,1619593510,67295348,CC BY-SA 4.0,https://stackoverflow.com/questions/67295348/ibm-websphere-mq-latency-for-storing-persistent-messages-java-client,IBM Websphere MQ Latency for storing persistent messages Java client,,1621246292.0,,,,
792,"['java', 'hibernate', 'jpa']","{'account_id': 20289074, 'reputation': 1, 'user_id': 14881113, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3dbe016adedec687d0c47845edb3886e?s=256&d=identicon&r=PG&f=1', 'display_name': 'javaOne', 'link': 'https://stackoverflow.com/users/14881113/javaone'}",True,45,1,-1,1621215345,1618906796,67175068,,https://stackoverflow.com/questions/67175068/what-did-not-insert-db-by-spring-data-jpa,what did not insert db by spring data jpa,67176553.0,1621215345.0,,1618924343.0,Not suitable for this site,
793,"['java', 'jenkins', 'jenkins-pipeline', 'jenkins-groovy']","{'account_id': 2421173, 'reputation': 5646, 'user_id': 3579198, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/c981253f3426775283f8407995ca7721?s=256&d=identicon&r=PG&f=1', 'display_name': 'roy', 'link': 'https://stackoverflow.com/users/3579198/roy'}",True,8063,2,2,1621187341,1619623652,67303181,CC BY-SA 4.0,https://stackoverflow.com/questions/67303181/jenkinsfile-java-lang-runtimeexception-method-code-too-large,Jenkinsfile : java.lang.RuntimeException: Method code too large,67303350.0,,,,,
794,"['java', 'android', 'ontouchlistener']","{'account_id': 14502019, 'reputation': 21, 'user_id': 15226626, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04dafad2bc0c8507fdd764607204ebb9?s=256&d=identicon&r=PG&f=1', 'display_name': 'java_rookie', 'link': 'https://stackoverflow.com/users/15226626/java-rookie'}",False,89,2,1,1621166253,1618478576,67105737,CC BY-SA 4.0,https://stackoverflow.com/questions/67105737/writing-function-for-ontouchlistner-when-imageview-held-for-more-than-2-seconds,"Writing function for onTouchListner, when Imageview held for more than 2 seconds?",,1621166253.0,,,,
795,"['java', 'xml', 'jaxb', 'marshalling', 'moxy']","{'account_id': 10278040, 'reputation': 2218, 'user_id': 7584240, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://i.stack.imgur.com/9BMGL.jpg?s=256&g=1', 'display_name': 'BATMAN_2008', 'link': 'https://stackoverflow.com/users/7584240/batman-2008'}",False,97,0,1,1621153771,1619683122,67313278,CC BY-SA 4.0,https://stackoverflow.com/questions/67313278/how-to-add-single-xmlattribute-annotations-to-class-which-can-be-applicable-to,How to add single @XmlAttribute annotations to class which can be applicable to all objects within that class,,1621153771.0,,,,
796,"['java', 'android', 'android-manifest']","{'account_id': 14504898, 'reputation': 25, 'user_id': 10476913, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c3e4edae1d321f87adcc5606b9662925?s=256&d=identicon&r=PG&f=1', 'display_name': 'mjune', 'link': 'https://stackoverflow.com/users/10476913/mjune'}",True,4620,1,1,1621124332,1619249293,67240343,CC BY-SA 4.0,https://stackoverflow.com/questions/67240343/build-failed-missing-package-key-attribute,"Build Failed, Missing &#39;package&#39; key attribute",67552244.0,1619249519.0,,,,
797,['java'],"{'account_id': 21018003, 'reputation': 3, 'user_id': 15445016, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a04eb6c3dfecfdede0ebe28275312420?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mannual', 'link': 'https://stackoverflow.com/users/15445016/mannual'}",True,82,2,-1,1621102690,1619338402,67251159,CC BY-SA 4.0,https://stackoverflow.com/questions/67251159/how-to-print-in-a-row-not-perpendicularly,How to print in a row not perpendicularly,67252168.0,1619359238.0,,,,
798,['java'],"{'account_id': 18429956, 'reputation': 29, 'user_id': 13425353, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3r02y.png?s=256&g=1', 'display_name': 'Massin_NYC', 'link': 'https://stackoverflow.com/users/13425353/massin-nyc'}",False,45,1,0,1621087529,1619623684,67303191,CC BY-SA 4.0,https://stackoverflow.com/questions/67303191/java-how-to-read-files-recursive,Java how to read files recursive,,1621087468.0,,,,
799,"['java', 'spring-boot', 'cassandra', 'spring-data-cassandra']","{'account_id': 11683149, 'reputation': 1, 'user_id': 8554052, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e3da1313c7b3b82fb1b5fa2cac73615c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mahin', 'link': 'https://stackoverflow.com/users/8554052/mahin'}",False,255,0,0,1621081113,1619274260,67243808,CC BY-SA 4.0,https://stackoverflow.com/questions/67243808/not-able-to-save-field-of-type-mapstring-liststring-using-spring-data-cassa,"Not able to save field of type Map&lt;String, List&lt;String&gt;&gt; using spring data cassandra 2.1.5 RELEASE",,1621081113.0,,,,
800,"['java', 'service', 'drools']","{'account_id': 21376344, 'reputation': 11, 'user_id': 15743021, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggy7xJ3851-y72GuQVMSF6wUdBwWtWNhs_MxPrUVQ=k-s256', 'display_name': 'Luis Lopez', 'link': 'https://stackoverflow.com/users/15743021/luis-lopez'}",True,137,2,0,1621070567,1619640272,67307180,,https://stackoverflow.com/questions/67307180/drools-what-is-the-best-practice-to-consult-a-very-large-history,"Drools, What is the best practice to consult a very large history",,,,1625703496.0,Needs more focus,
801,"['java', 'jpa', 'entity']","{'account_id': 7137531, 'reputation': 616, 'user_id': 5456540, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/267a64ef0b3a7bf9e10ed078dc8ffd97?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sushi', 'link': 'https://stackoverflow.com/users/5456540/sushi'}",False,1918,3,1,1621061597,1618581907,67126693,CC BY-SA 4.0,https://stackoverflow.com/questions/67126693/how-in-jpa-mappe-into-one-column-values-of-two-other-columns,How in JPA mappe into one column values of two other columns?,,,,,,
802,"['java', 'spring', 'spring-mvc', 'jsp', 'model-view-controller']","{'account_id': 21245849, 'reputation': 1, 'user_id': 15628560, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf4a17cce85fd316184d1df45a6f1eb9?s=256&d=identicon&r=PG&f=1', 'display_name': 'mkcvs', 'link': 'https://stackoverflow.com/users/15628560/mkcvs'}",True,168,2,0,1621061369,1618366182,67084591,CC BY-SA 4.0,https://stackoverflow.com/questions/67084591/spring-mvc-no-data-showing-in-my-index-jsp,"Spring MVC, no data showing in my index.jsp",67544013.0,,,,,
803,"['java', 'spring-boot', 'apache-camel', 'jsse', 'camel-http']","{'account_id': 12875245, 'reputation': 773, 'user_id': 9312181, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/95a7a4fa4c69c3a930130cbd6a7f8204?s=256&d=identicon&r=PG&f=1', 'display_name': 'tusharRawat', 'link': 'https://stackoverflow.com/users/9312181/tusharrawat'}",False,384,0,0,1621025141,1619689314,67314854,CC BY-SA 4.0,https://stackoverflow.com/questions/67314854/how-to-configure-tlsv1-2-on-camels-http-component-to-call-an-external-service,How to configure TLSv1.2 on Camel&#39;s http component to call an external service?,,1621025141.0,,,,
804,"['java', 'sockets', 'tcp']","{'account_id': 16395748, 'reputation': 101, 'user_id': 11843340, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-3g-Wh0eo6go/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3repl7rCnmxHj5bEHYYbSavkGwntiw/photo.jpg?sz=256', 'display_name': 'Shubham Uniyal', 'link': 'https://stackoverflow.com/users/11843340/shubham-uniyal'}",False,2872,1,0,1621015764,1618326972,67077661,CC BY-SA 4.0,https://stackoverflow.com/questions/67077661/application-throwing-java-net-sockettimeoutexception-read-timed-out-while-readi,Application throwing java.net.SocketTimeoutException: Read timed out while reading from TCP socket,,1621015496.0,,,,
805,"['java', 'jackson']","{'account_id': 1116895, 'reputation': 21330, 'user_id': 1106042, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f638bd07b859c8324feda6fdd77a270?s=256&d=identicon&r=PG', 'display_name': 'DazzaL', 'link': 'https://stackoverflow.com/users/1106042/dazzal'}",False,93,1,2,1621002982,1618676844,67140419,CC BY-SA 4.0,https://stackoverflow.com/questions/67140419/include-pojos-raw-json-as-an-attribute-of-the-pojo,Include POJO&#39;s raw JSON as an attribute of the POJO,,,,,,
806,"['java', 'docker', 'tomcat', 'servlets']","{'account_id': 21216216, 'reputation': 31, 'user_id': 15603789, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10222735153960663/picture?type=large', 'display_name': 'Panagiotis Katsanidis', 'link': 'https://stackoverflow.com/users/15603789/panagiotis-katsanidis'}",False,62,0,0,1620997444,1618137589,67043984,CC BY-SA 4.0,https://stackoverflow.com/questions/67043984/my-app-with-3-servlet-runs-fine-on-tomcat-but-displays-404-error-when-i-try-to-r,My app with 3 servlet runs fine on Tomcat but displays 404 error when I try to run it as a container in Docker,,1618160060.0,,,,
807,"['java', 'android-studio', 'header', 'compression', 'lzo']","{'account_id': 21441445, 'reputation': 1, 'user_id': 15795923, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GicvR8HH6zIVkch_VYaH2Ept3BUbhxAOKEJiZ5aWNY=k-s256', 'display_name': 'Reza Yaghoubi Emami', 'link': 'https://stackoverflow.com/users/15795923/reza-yaghoubi-emami'}",False,310,0,0,1620943194,1619722714,67323551,CC BY-SA 4.0,https://stackoverflow.com/questions/67323551/lzop-file-header-structure-reading-the-uncompressed-file-size-from-from-the-lz,lzop file header structure / reading the uncompressed file size from from the lzo compressed header,,1620943194.0,,,,
808,"['java', 'pdf', 'invoice', 'letter']","{'account_id': 19838417, 'reputation': 81, 'user_id': 14531570, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgitR2aLj3oV6F5hdHVq_toMIuukWv7n17SQP5e=k-s256', 'display_name': 'Hanaa Alaoui Belghiti', 'link': 'https://stackoverflow.com/users/14531570/hanaa-alaoui-belghiti'}",True,47,1,1,1620941641,1618959075,67187253,CC BY-SA 4.0,https://stackoverflow.com/questions/67187253/add-subject-and-address-directly-from-user-input,Add subject and address directly from user input,67526495.0,,,,,
809,"['java', 'time', 'datetime-parsing']","{'account_id': 20995790, 'reputation': 77, 'user_id': 15427652, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e2c8f211c48082156e1763006d13dbd9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kamil', 'link': 'https://stackoverflow.com/users/15427652/kamil'}",True,1274,3,2,1620932488,1619089278,67211960,CC BY-SA 4.0,https://stackoverflow.com/questions/67211960/how-to-change-dynamically-date-format,How to change dynamically date format,67215044.0,1620932488.0,,,,
810,"['java', 'datetime', 'simpledateformat', 'datetimeformatter']","{'account_id': 21329059, 'reputation': 33, 'user_id': 15701076, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-3C0kXu5CHtY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn-EvYBmnY1HsuTInNHGrZeVV9Xkg/s96-c/photo.jpg?sz=256', 'display_name': 'Elia123456', 'link': 'https://stackoverflow.com/users/15701076/elia123456'}",True,146,2,2,1620932409,1618894767,67172710,,https://stackoverflow.com/questions/67172710/formatting-string-to-date-in-java,Formatting string to date in java,67172869.0,1620932409.0,,1618898153.0,Duplicate,
811,"['java', 'json', 'jackson', 'jackson2', 'jsonparser']","{'account_id': 10278040, 'reputation': 2218, 'user_id': 7584240, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://i.stack.imgur.com/9BMGL.jpg?s=256&g=1', 'display_name': 'BATMAN_2008', 'link': 'https://stackoverflow.com/users/7584240/batman-2008'}",True,122,1,0,1620925738,1619015068,67197824,CC BY-SA 4.0,https://stackoverflow.com/questions/67197824/is-there-a-possibility-to-store-the-single-event-information-at-a-time-in-a-json,Is there a possibility to store the single event information at a time in a JSONObject/JsonNode using the Jackson JsonParser,67523327.0,,,,,
812,"['java', 'micronaut', 'http-status-code-413']","{'account_id': 6197622, 'reputation': 5681, 'user_id': 4828463, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/jTteZ.jpg?s=256&g=1', 'display_name': 'Faraz', 'link': 'https://stackoverflow.com/users/4828463/faraz'}",True,927,1,1,1620906873,1619474940,67274400,CC BY-SA 4.0,https://stackoverflow.com/questions/67274400/why-am-i-getting-request-entity-too-large-without-file,Why am I getting Request Entity Too Large WITHOUT file?,67274741.0,1619475326.0,,,,
813,"['java', 'visual-studio-code']","{'account_id': 21416001, 'reputation': 43, 'user_id': 15775247, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-_flVxYUQCzM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclF1M_w5FsifvBT6aQd8EaDHI-07g/s96-c/photo.jpg?sz=256', 'display_name': 'petrunko', 'link': 'https://stackoverflow.com/users/15775247/petrunko'}",True,90,1,0,1620902447,1619788364,67334562,CC BY-SA 4.0,https://stackoverflow.com/questions/67334562/how-to-clone-a-terminal-in-vscode,How to clone a terminal in vscode?,67517841.0,1619800355.0,,,,
814,"['java', 'spring', 'spring-boot', 'dependency-injection']","{'account_id': 3289738, 'reputation': 1338, 'user_id': 2768318, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/uhvtb.jpg?s=256&g=1', 'display_name': 'Gaetano Piazzolla', 'link': 'https://stackoverflow.com/users/2768318/gaetano-piazzolla'}",True,784,2,1,1620897241,1619344518,67252031,CC BY-SA 4.0,https://stackoverflow.com/questions/67252031/how-to-autowire-a-requestscoped-bean-only-in-web-requests,How to @Autowire a RequestScoped bean only in web requests,67516735.0,1619372439.0,,,,
815,"['java', 'elasticsearch', 'lucene']","{'account_id': 19313426, 'reputation': 1, 'user_id': 14118676, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgtjzmNPh5ts2EpvlZnzDPn0IOw6IvtT_UGNvGqQ7A=k-s256', 'display_name': 'אלמוג לוי', 'link': 'https://stackoverflow.com/users/14118676/%d7%90%d7%9c%d7%9e%d7%95%d7%92-%d7%9c%d7%95%d7%99'}",False,465,1,0,1620896930,1619099720,67214690,CC BY-SA 4.0,https://stackoverflow.com/questions/67214690/cannot-access-org-apache-lucene-search-totalhits,Cannot access org.apache.lucene.search.TotalHits,,1619108528.0,,,,
816,"['java', 'date', 'datetimeformatter']","{'user_type': 'does_not_exist', 'display_name': 'user15477026'}",True,1039,3,0,1620895099,1618993084,67191867,CC BY-SA 4.0,https://stackoverflow.com/questions/67191867/passing-date-values-to-a-function-during-run-time-in-java,Passing date values to a function during run-time in java,,1620895099.0,,,,
817,"['java', 'android', 'c++', 'gradle', 'cmake']","{'account_id': 19631693, 'reputation': 101, 'user_id': 14369863, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8794c678af290bdf90ef5a8632c16cb6?s=256&d=identicon&r=PG&f=1', 'display_name': 'phdinnothing', 'link': 'https://stackoverflow.com/users/14369863/phdinnothing'}",True,1009,1,6,1620861162,1618558211,67120904,CC BY-SA 4.0,https://stackoverflow.com/questions/67120904/cannot-properly-link-c-project-with-gradle-exception-during-working-with-exte,Cannot properly link C++ project with Gradle (exception during working with external system),,,,,,
818,"['java', 'conditional-statements', 'conditional-operator']","{'account_id': 12322291, 'reputation': 355, 'user_id': 9015770, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1944798482401849/picture?type=large', 'display_name': 'Tiago Machado', 'link': 'https://stackoverflow.com/users/9015770/tiago-machado'}",True,202,2,0,1620842986,1618311970,67073684,CC BY-SA 4.0,https://stackoverflow.com/questions/67073684/ternary-operator-check-null-and-set-boolean-using-equals-at-same-time,ternary operator check null and set boolean using .equals at same time,67073820.0,,,,,
819,"['java', 'javafx', 'fxml']","{'account_id': 15372806, 'reputation': 1, 'user_id': 11090416, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/29eda798f2946e6169db49a68c99a6be?s=256&d=identicon&r=PG&f=1', 'display_name': 'OrigamiBird', 'link': 'https://stackoverflow.com/users/11090416/origamibird'}",False,449,0,0,1620835157,1617975606,67022205,CC BY-SA 4.0,https://stackoverflow.com/questions/67022205/java-lang-reflect-invocationtargetexception-on-label-settext,java.lang.reflect.InvocationTargetException on label.setText,,1620835157.0,,,,
820,"['java', 'javaagents', 'jvmti', 'java-attach-api']","{'account_id': 12478895, 'reputation': 433, 'user_id': 9084360, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/803b488568c4b6edce60d65ad2e89912?s=256&d=identicon&r=PG&f=1', 'display_name': 'crankedrelic', 'link': 'https://stackoverflow.com/users/9084360/crankedrelic'}",False,244,0,0,1620812592,1619694314,67316124,CC BY-SA 4.0,https://stackoverflow.com/questions/67316124/starting-java-agent-on-java-applet-jp2launcher,Starting Java Agent on Java Applet (jp2launcher),,1620812592.0,,,,
821,"['java', 'for-loop', 'foreach', 'while-loop']","{'account_id': 21179662, 'reputation': 3, 'user_id': 15574303, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b642ecf87d526eaa16175cc4331823e8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Habibullah Ahmadi', 'link': 'https://stackoverflow.com/users/15574303/habibullah-ahmadi'}",True,304,3,0,1620807077,1618141913,67044659,CC BY-SA 4.0,https://stackoverflow.com/questions/67044659/can-i-run-a-while-loop-inside-a-for-loop-java-if-so-how-would-i-do-it-in-thi,"Can I run a while loop inside a for loop? [Java] If so, how would I do it in this scenario?",67044743.0,,,,,
822,"['java', 'java-8', 'option-type']","{'account_id': 15523698, 'reputation': 493, 'user_id': 11199199, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e3d6e9b487b4add5eb83252820a7c9fb?s=256&d=identicon&r=PG&f=1', 'display_name': 'LaoDa581', 'link': 'https://stackoverflow.com/users/11199199/laoda581'}",True,651,1,0,1620801479,1619620756,67302365,CC BY-SA 4.0,https://stackoverflow.com/questions/67302365/java-8-optional-combine-two-possibly-null-object,Java 8 Optional: combine two possibly null object,67302502.0,1619621834.0,,,,
823,"['java', 'android', 'build', 'tls1.2', 'ninja']","{'account_id': 10237752, 'reputation': 893, 'user_id': 7556091, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/738df28cfb6c9c090fb45424e510aa7d?s=256&d=identicon&r=PG&f=1', 'display_name': 'progquester', 'link': 'https://stackoverflow.com/users/7556091/progquester'}",True,2834,3,5,1620786311,1619770916,67330554,CC BY-SA 4.0,https://stackoverflow.com/questions/67330554/is-openjdk-upgrading-to-8u292-break-my-aosp-build-system,Is openJdk upgrading to 8u292 break my aosp build system?,67341833.0,1620786311.0,,,,
824,"['java', 'c#', 'android', 'unity3d', 'plugins']","{'account_id': 20820105, 'reputation': 15, 'user_id': 15294758, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QzNzK.jpg?s=256&g=1', 'display_name': 'Hope1_', 'link': 'https://stackoverflow.com/users/15294758/hope1'}",True,113,1,0,1620750595,1619077297,67208885,CC BY-SA 4.0,https://stackoverflow.com/questions/67208885/i-need-to-load-android-camera-app-by-press-on-button-from-my-unity-application,I need to load android camera app by press on button from my unity application,67490833.0,1619158838.0,,,,
825,"['java', 'springdoc-openapi-ui']","{'account_id': 3265405, 'reputation': 193, 'user_id': 2750004, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'John Smith', 'link': 'https://stackoverflow.com/users/2750004/john-smith'}",False,984,1,0,1620744009,1619168365,67226973,CC BY-SA 4.0,https://stackoverflow.com/questions/67226973/xml-examples-in-springdoc-openapi-swagger-ui,"XML examples in springdoc-openapi, swagger UI",,,,,,
826,['java'],"{'account_id': 18031493, 'reputation': 125, 'user_id': 13574542, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-mNq_8H_qmxE/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nCae6ZCT8tAvbnBzCUFOWE7f3KP4g/photo.jpg?sz=256', 'display_name': 'עמית שוקרון', 'link': 'https://stackoverflow.com/users/13574542/%d7%a2%d7%9e%d7%99%d7%aa-%d7%a9%d7%95%d7%a7%d7%a8%d7%95%d7%9f'}",False,390,2,1,1620739479,1618309537,67073072,CC BY-SA 4.0,https://stackoverflow.com/questions/67073072/java-simple-log-in-register-application,Java simple log in \ register application,,1618358817.0,,,,
