,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,protected_date,accepted_answer_id,last_edit_date,closed_date,closed_reason,locked_date,community_owned_date
294,"['java', 'audio', 'javasound']","{'account_id': 6343, 'reputation': 10308, 'user_id': 10631, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/11e7597f889f569d804b6f8c79e60e6a?s=256&d=identicon&r=PG', 'display_name': 'Cliff', 'link': 'https://stackoverflow.com/users/10631/cliff'}",True,84953,3,24,1548426661,1244157627,953598,CC BY-SA 4.0,https://stackoverflow.com/questions/953598/audio-volume-control-increase-or-decrease-in-java,Audio volume control (increase or decrease) in Java,,953752.0,1548426661.0,,,,
295,"['java', 'memory', 'installation', 'memory-management']","{'account_id': 3166, 'reputation': 2541, 'user_id': 4507, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/0f600e4994c90f449bb8b0f206b153ac?s=256&d=identicon&r=PG', 'display_name': 'Martin McNulty', 'link': 'https://stackoverflow.com/users/4507/martin-mcnulty'}",True,14331,7,20,1548190074,1244123833,950754,CC BY-SA 2.5,https://stackoverflow.com/questions/950754/how-do-i-find-the-physical-memory-size-in-java,How do I find the physical memory size in Java?,,950805.0,,,,,
296,"['java', 'nio', 'bufferedreader', 'bytebuffer']","{'account_id': 7697, 'reputation': 5362, 'user_id': 13436, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/afd03476557a6734de899cd772038396?s=256&d=identicon&r=PG', 'display_name': 'Rob', 'link': 'https://stackoverflow.com/users/13436/rob'}",True,24718,3,3,1548163476,1245956426,1045632,CC BY-SA 3.0,https://stackoverflow.com/questions/1045632/bufferedreader-for-large-bytebuffer,BufferedReader for large ByteBuffer?,,1045647.0,1327631261.0,,,,
297,"['java', 'code-coverage', 'cobertura']","{'account_id': 15634, 'reputation': 3485, 'user_id': 33229, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/02626f02730a2755f27dbd1c85d76ff3?s=256&d=identicon&r=PG', 'display_name': 'ReneS', 'link': 'https://stackoverflow.com/users/33229/renes'}",True,78415,5,55,1548147279,1244132108,951569,CC BY-SA 3.0,https://stackoverflow.com/questions/951569/exclude-methods-from-code-coverage-with-cobertura,Exclude methods from code coverage with Cobertura,,951670.0,1444819176.0,,,,
298,"['java', 'conditional-operator', 'short-circuiting']","{'account_id': 8977, 'reputation': 18305, 'user_id': 16404, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/uKOI9.jpg?s=256&g=1', 'display_name': 'Mike Pone', 'link': 'https://stackoverflow.com/users/16404/mike-pone'}",True,24221,3,35,1548122600,1244670456,978324,CC BY-SA 3.0,https://stackoverflow.com/questions/978324/java-ternary-immediate-if-evaluation,Java ternary (immediate if) evaluation,,978357.0,1375467534.0,,,,
299,"['java', 'file-io', 'core']","{'user_type': 'does_not_exist', 'display_name': 'sunil'}",True,36857,4,22,1547704547,1245666979,1026479,CC BY-SA 2.5,https://stackoverflow.com/questions/1026479/delete-temporary-file-in-java,delete temporary file in java,,,1245667318.0,,,,
300,"['java', 'design-patterns', 'dynamic-proxy']","{'account_id': 23695, 'reputation': 4125, 'user_id': 59561, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/db3da67e599f5fd1864f21a8227129ce?s=256&d=identicon&r=PG', 'display_name': 'cwash', 'link': 'https://stackoverflow.com/users/59561/cwash'}",True,59453,5,75,1546499829,1243845548,933993,CC BY-SA 2.5,https://stackoverflow.com/questions/933993/what-are-dynamic-proxy-classes-and-why-would-i-use-one,What are Dynamic Proxy classes and why would I use one?,,21358703.0,,,,,
301,"['java', 'multithreading']","{'account_id': 39758, 'reputation': 12420, 'user_id': 114847, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/25f34f4e32aedf7ec473fd803824a65c?s=256&d=identicon&r=PG', 'display_name': 'JustJeff', 'link': 'https://stackoverflow.com/users/114847/justjeff'}",True,22526,9,42,1545442826,1245241361,1006655,CC BY-SA 2.5,https://stackoverflow.com/questions/1006655/are-java-primitive-ints-atomic-by-design-or-by-accident,Are java primitive ints atomic by design or by accident?,,1006712.0,1245241811.0,,,,
302,"['java', 'jdbc', 'jndi']",{'user_type': 'does_not_exist'},True,602,2,1,1545126967,1244187573,954685,CC BY-SA 3.0,https://stackoverflow.com/questions/954685/servlet-to-jdbc-through-jndi,Servlet to JDBC through JNDI,,,1326668799.0,,,,
303,"['java', 'object', 'null']","{'account_id': 34616, 'reputation': 5447, 'user_id': 97893, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/679f1c565405b6521eb1b78eeab69051?s=256&d=identicon&r=PG', 'display_name': 'fenec', 'link': 'https://stackoverflow.com/users/97893/fenec'}",True,77562,7,15,1545004639,1245037720,994430,CC BY-SA 2.5,https://stackoverflow.com/questions/994430/compare-an-object-to-null,compare an object to null!,,994433.0,1245037868.0,,,,
304,"['java', 'encoding', 'character-encoding', 'jvm']","{'account_id': 26132, 'reputation': 3157, 'user_id': 67722, 'user_type': 'registered', 'accept_rate': 15, 'profile_image': 'https://www.gravatar.com/avatar/e04050fdb0180e117e28e863aa88f31a?s=256&d=identicon&r=PG', 'display_name': 'user67722', 'link': 'https://stackoverflow.com/users/67722/user67722'}",True,129843,7,68,1544115239,1245235077,1006276,CC BY-SA 3.0,https://stackoverflow.com/questions/1006276/what-is-the-default-encoding-of-the-jvm,What is the default encoding of the JVM?,,,1343651455.0,,,,
305,"['java', 'hibernate']","{'account_id': 27776, 'reputation': 14318, 'user_id': 73652, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/aa7f13a5b9c5f4358f80bc2ac3b757b0?s=256&d=identicon&r=PG', 'display_name': 'Kris', 'link': 'https://stackoverflow.com/users/73652/kris'}",True,11608,3,10,1543921134,1244392139,962231,CC BY-SA 2.5,https://stackoverflow.com/questions/962231/converting-from-hibernate-hbm-xml-to-annotations,Converting from Hibernate hbm.xml to annotations,,962296.0,,,,,
306,"['java', 'exception', 'serial-port', 'core']","{'user_type': 'does_not_exist', 'display_name': 'soumya'}",False,530,1,1,1543890291,1246262134,1057070,CC BY-SA 4.0,https://stackoverflow.com/questions/1057070/serialport-exception-java,serialport exception java,,,1543890291.0,,,,
307,"['java', 'swing']","{'account_id': 2914, 'reputation': 4331, 'user_id': 4127, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/ef2815efd8133fd4d09856cd7b7d4678?s=256&d=identicon&r=PG', 'display_name': 'mellis', 'link': 'https://stackoverflow.com/users/4127/mellis'}",True,21427,7,34,1543418830,1245094485,997942,CC BY-SA 2.5,https://stackoverflow.com/questions/997942/selecting-text-from-a-jlabel,Selecting text from a JLabel?,,,,,,,
308,"['java', 'regex', 'replace', 'regex-group']","{'account_id': 32313, 'reputation': 1261, 'user_id': 89534, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/39905718e9dc440329844931012a60d5?s=256&d=identicon&r=PG', 'display_name': 'wokena', 'link': 'https://stackoverflow.com/users/89534/wokena'}",True,154201,6,126,1542958941,1244835558,988655,CC BY-SA 3.0,https://stackoverflow.com/questions/988655/can-i-replace-groups-in-java-regex,Can I replace groups in Java regex?,,988778.0,1511246746.0,,,,
309,"['java', 'detection', 'infinite-loop']","{'account_id': 23338, 'reputation': 3312, 'user_id': 58385, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/b8dc012856c2aabfa3b74d56680f07a6?s=256&d=identicon&r=PG', 'display_name': 'Pranav', 'link': 'https://stackoverflow.com/users/58385/pranav'}",True,18678,11,8,1542722597,1245728509,1030527,CC BY-SA 2.5,https://stackoverflow.com/questions/1030527/how-to-detect-an-infinite-loop-in-a-recursive-call,How to detect an infinite loop in a recursive call?,,1030565.0,1245728849.0,,,,
310,"['java', 'eclipse']","{'account_id': 2063, 'reputation': 17276, 'user_id': 2841, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/7ef637bfe1467faf361c768e9e6894f5?s=256&d=identicon&r=PG', 'display_name': 'Farinha', 'link': 'https://stackoverflow.com/users/2841/farinha'}",True,37624,7,15,1542304921,1246302734,1059954,CC BY-SA 2.5,https://stackoverflow.com/questions/1059954/how-to-completely-remove-java-error-could-not-open-c-program-files-java-jre,How to completely remove Java? (Error: could not open `C:\Program Files\Java\jre6\lib\i386\jvm.cfg&#39;),,1060023.0,1263993499.0,,,,
311,"['java', 'code-generation', 'eclipse-jet']","{'account_id': 28564, 'reputation': 18803, 'user_id': 76393, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/5046b03cb1a51fcb20ead8bbd1b906ae?s=256&d=identicon&r=PG', 'display_name': 'ivan_ivanovich_ivanoff', 'link': 'https://stackoverflow.com/users/76393/ivan-ivanovich-ivanoff'}",True,2792,5,2,1540563616,1244681116,978807,CC BY-SA 3.0,https://stackoverflow.com/questions/978807/is-there-something-like-jet-java-emitter-templates-but-without-eclipse-depende,Is there something like JET (Java Emitter Templates) but without Eclipse-dependencies?,,1060702.0,1360799204.0,,,,
312,"['java', 'spring', 'spring-mvc', 'spring-security']","{'account_id': 38002, 'reputation': 34357, 'user_id': 108869, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/e87f5a2d2196212addc9ebb78a200ac8?s=256&d=identicon&r=PG', 'display_name': 'cometta', 'link': 'https://stackoverflow.com/users/108869/cometta'}",True,8801,2,19,1540028788,1244770636,984644,CC BY-SA 2.5,https://stackoverflow.com/questions/984644/spring-authentication-provider-vs-authentication-processing-filter,spring authentication provider VS authentication processing filter,,,1244776732.0,,,,
313,"['java', 'currency']","{'account_id': 1596, 'reputation': 75405, 'user_id': 2138, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/30995fcc876f40073628b63ea5cfab59?s=256&d=identicon&r=PG', 'display_name': 'Sergio del Amo', 'link': 'https://stackoverflow.com/users/2138/sergio-del-amo'}",True,28694,4,16,1539880884,1244479445,965831,CC BY-SA 2.5,https://stackoverflow.com/questions/965831/how-to-parse-a-currency-amount-us-or-eu-to-float-value-in-java,How to parse a currency Amount (US or EU) to float value in Java,,965858.0,1244488436.0,,,,
314,"['java', 'applet', 'audio']","{'account_id': 21259, 'reputation': 172665, 'user_id': 51518, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/eb5a95cb1be342c4089183cd8232a7f2?s=256&d=identicon&r=PG', 'display_name': 'Devoted', 'link': 'https://stackoverflow.com/users/51518/devoted'}",True,2069,3,0,1539675810,1245361228,1015349,CC BY-SA 2.5,https://stackoverflow.com/questions/1015349/audio-in-java-applet-not-playing,Audio in Java Applet not playing,,1066806.0,1246135662.0,,,,
315,"['java', 'iterator']","{'account_id': 36154, 'reputation': 3950, 'user_id': 103003, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/7b15104ff530c328b4e5e61f1ace82bd?s=256&d=identicon&r=PG', 'display_name': 'grifaton', 'link': 'https://stackoverflow.com/users/103003/grifaton'}",True,151978,18,86,1539519512,1244993522,993025,CC BY-SA 4.0,https://stackoverflow.com/questions/993025/adding-elements-to-a-collection-during-iteration,Adding elements to a collection during iteration,,993036.0,1539490808.0,,,,
316,"['java', 'inheritance', 'function']","{'account_id': 20091, 'reputation': 58304, 'user_id': 47633, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/b072fc2897196b3bafcd337bc9c91e2d?s=256&d=identicon&r=PG', 'display_name': 'opensas', 'link': 'https://stackoverflow.com/users/47633/opensas'}",True,1084,4,3,1538818817,1245718626,1030133,CC BY-SA 3.0,https://stackoverflow.com/questions/1030133/best-approach-to-extend-a-class-functionality-in-java,Best approach to extend a class functionality in java?,,1030168.0,1520928724.0,,,,
317,['java'],"{'account_id': 21086, 'reputation': 1467, 'user_id': 50985, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/J97yN.png?s=256&g=1', 'display_name': 'İbrahim Akg&#252;n', 'link': 'https://stackoverflow.com/users/50985/%c4%b0brahim-akg%c3%bcn'}",True,799,1,0,1538649226,1245017254,993884,,https://stackoverflow.com/questions/993884/filling-jcombobox-in-java-in-netbeans-6-5,Filling jComboBox in Java in Netbeans 6.5,,993900.0,1538649226.0,1538663673.0,Not suitable for this site,,
318,"['java', 'search', 'arraylist']","{'account_id': 34616, 'reputation': 5447, 'user_id': 97893, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/679f1c565405b6521eb1b78eeab69051?s=256&d=identicon&r=PG', 'display_name': 'fenec', 'link': 'https://stackoverflow.com/users/97893/fenec'}",True,167260,8,17,1538396016,1244787149,985229,CC BY-SA 2.5,https://stackoverflow.com/questions/985229/search-in-java-arraylist,search in java ArrayList,,985238.0,1244788498.0,,,,
319,"['java', 'string', 'newline']","{'account_id': 43641, 'reputation': 775, 'user_id': 127681, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/205d5ce0f065d260534e483247aa5467?s=256&d=identicon&r=PG', 'display_name': 'Kevin Stich', 'link': 'https://stackoverflow.com/users/127681/kevin-stich'}",True,36783,6,3,1538323184,1245773120,1033563,CC BY-SA 2.5,https://stackoverflow.com/questions/1033563/java-inserting-a-new-line-at-the-next-space-after-30-characters,JAVA - Inserting a new line at the next space after 30 characters,,1033681.0,,,,,
320,"['java', 'generics', 'collections']","{'account_id': 42657, 'reputation': 26478, 'user_id': 124339, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/e6d1d662f2b3873887e61dafbed6d2c1?s=256&d=identicon&r=PG', 'display_name': 'Johanna', 'link': 'https://stackoverflow.com/users/124339/johanna'}",True,10944,2,12,1538293923,1246256400,1056820,CC BY-SA 2.5,https://stackoverflow.com/questions/1056820/what-does-e-mean-in-collectione,What does &lt;E&gt; mean in Collection&lt;E&gt;?,,1056825.0,1252424045.0,,,,
321,"['java', 'jms', 'message-queue']","{'account_id': 43373, 'reputation': 218711, 'user_id': 126769, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/zBsgn.png?s=256&g=1', 'display_name': 'nos', 'link': 'https://stackoverflow.com/users/126769/nos'}",True,122523,11,187,1537721545,1245803479,1035949,,https://stackoverflow.com/questions/1035949/real-world-use-of-jms-message-queues,Real world use of JMS/message queues?,,1035986.0,,1380307252.0,Needs more focus,,
322,"['java', 'runtime', 'classpath']","{'user_type': 'does_not_exist', 'display_name': 'rdsr'}",True,113429,7,74,1536518169,1245303252,1010919,,https://stackoverflow.com/questions/1010919/adding-files-to-java-classpath-at-runtime,Adding files to java classpath at runtime,,,1408731750.0,1432417904.0,Duplicate,,
323,"['java', 'sql', 'swing']","{'account_id': 42602, 'reputation': 97, 'user_id': 124122, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/329ff0d422c4c2a5fa0665af2003ab6b?s=256&d=identicon&r=PG', 'display_name': 'Rahul', 'link': 'https://stackoverflow.com/users/124122/rahul'}",True,2157,2,-3,1536050167,1245221196,1005440,CC BY-SA 2.5,https://stackoverflow.com/questions/1005440/sql-data-and-jtable,SQL data and JTable,,1005455.0,,,,,
324,"['java', 'keyboard', 'swt', 'modifier']","{'account_id': 39078, 'reputation': 2197, 'user_id': 112637, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/382741a8fb18ca9c9b95427771203562?s=256&d=identicon&r=PG', 'display_name': 'Ar3s', 'link': 'https://stackoverflow.com/users/112637/ar3s'}",True,3265,3,2,1535475016,1245163958,1002004,CC BY-SA 2.5,https://stackoverflow.com/questions/1002004/modifier-key-state,Modifier Key state,,1048345.0,1245165391.0,,,,
325,"['c#', 'java', 'language-design', 'multiple-inheritance']","{'account_id': 21859, 'reputation': 9794, 'user_id': 53467, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/57733f1aef49b1201107b7fcf8c2ec53?s=256&d=identicon&r=PG', 'display_name': 'Abdulsattar Mohammed', 'link': 'https://stackoverflow.com/users/53467/abdulsattar-mohammed'}",True,86471,17,123,1534658794,1245059353,995255,CC BY-SA 2.5,https://stackoverflow.com/questions/995255/why-is-multiple-inheritance-not-allowed-in-java-or-c,Why is Multiple Inheritance not allowed in Java or C#?,,995271.0,1245089466.0,,,,
326,['java'],"{'user_type': 'does_not_exist', 'display_name': 'Jack'}",True,1585,4,3,1534087621,1244254748,958848,CC BY-SA 2.5,https://stackoverflow.com/questions/958848/is-it-possible-to-name-a-variable-using-a-variable-in-java,Is it possible to name a variable using a variable in Java?,,,1244271827.0,,,,
327,"['java', 'unix']","{'account_id': 37459, 'reputation': 1543, 'user_id': 107092, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/4ac254249a0af55c6fd662ad3b778fde?s=256&d=identicon&r=PG', 'display_name': 'Monster', 'link': 'https://stackoverflow.com/users/107092/monster'}",True,11856,5,11,1533815691,1245348509,1014287,CC BY-SA 2.5,https://stackoverflow.com/questions/1014287/is-there-a-way-to-make-printwriter-output-to-unix-format,Is there a way to make PrintWriter output to UNIX format?,,1014298.0,,,,,
328,"['java', 'jvm', 'hashcode', 'heap-memory']","{'account_id': 29198, 'reputation': 13363, 'user_id': 78677, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e3e171e285f15e7563383a2c0f1db6f?s=256&d=identicon&r=PG', 'display_name': 'butterchicken', 'link': 'https://stackoverflow.com/users/78677/butterchicken'}",True,14944,5,74,1532174111,1246359462,1063068,CC BY-SA 2.5,https://stackoverflow.com/questions/1063068/how-does-the-jvm-ensure-that-system-identityhashcode-will-never-change,How does the JVM ensure that System.identityHashCode() will never change?,,1063100.0,1246366222.0,,,,
329,"['java', 'ant', 'urlconnection']","{'account_id': 12391, 'reputation': 915, 'user_id': 24367, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/5458081ad6b3a9e2863c7c57b7c5f563?s=256&d=identicon&r=PG', 'display_name': 'jeffl8n', 'link': 'https://stackoverflow.com/users/24367/jeffl8n'}",True,52895,8,23,1532100015,1243973325,941628,CC BY-SA 2.5,https://stackoverflow.com/questions/941628/urlconnection-filenotfoundexception-for-non-standard-http-port-sources,URLConnection FileNotFoundException for non-standard HTTP port sources,,942919.0,1295799671.0,,,,
330,"['java', 'c++', 'interface', 'distributed']","{'account_id': 20203, 'reputation': 28482, 'user_id': 48062, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://i.stack.imgur.com/DfKUw.jpg?s=256&g=1', 'display_name': 'Maxim Veksler', 'link': 'https://stackoverflow.com/users/48062/maxim-veksler'}",False,512,2,0,1531269668,1244105442,949338,CC BY-SA 4.0,https://stackoverflow.com/questions/949338/distributed-shared-memory-or-not-to-be,distributed shared memory or not to be?,,,1531269668.0,,,,
331,"['java', 'hibernate']","{'account_id': 3365, 'reputation': 13404, 'user_id': 4850, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/GOfnj.jpg?s=256&g=1', 'display_name': 'Andr&#233; Chalella', 'link': 'https://stackoverflow.com/users/4850/andr%c3%a9-chalella'}",True,2008,4,6,1530510435,1244061025,947038,CC BY-SA 2.5,https://stackoverflow.com/questions/947038/hibernate-is-not-throwing-an-exception-i-think-it-should,Hibernate is *NOT* throwing an exception (I think it should),,,1244063248.0,,,,
332,"['java', 'maven-2']","{'account_id': 12111, 'reputation': 74285, 'user_id': 23691, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/ffd58f2ec488a7160c4e7bbfdf179493?s=256&d=identicon&r=PG', 'display_name': 'krosenvold', 'link': 'https://stackoverflow.com/users/23691/krosenvold'}",True,32654,1,78,1529683903,1244011862,943411,CC BY-SA 2.5,https://stackoverflow.com/questions/943411/can-i-make-one-maven-profile-activate-another,Can I make one maven profile activate another?,,943474.0,1248989218.0,,,,
333,"['java', 'eclipse', 'tomcat']","{'account_id': 129981, 'reputation': 2651, 'user_id': 328915, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/111ab6a2be30fd1520a766d2206287e8?s=256&d=identicon&r=PG', 'display_name': 'udit', 'link': 'https://stackoverflow.com/users/328915/udit'}",True,99026,16,88,1528404791,1245104590,998737,CC BY-SA 2.5,https://stackoverflow.com/questions/998737/integrating-tomcat-and-eclipse-as-a-hot-deploy-environment,Integrating tomcat and eclipse as a hot-deploy environment,,,1245105174.0,,,,
334,"['java', '.net']","{'account_id': 28581, 'reputation': 31611, 'user_id': 76456, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/7094bef129a85ebc3ad19703b584e934?s=256&d=identicon&r=PG', 'display_name': 'Paul Alexander', 'link': 'https://stackoverflow.com/users/76456/paul-alexander'}",True,2857,6,1,1527806237,1244142808,952527,CC BY-SA 2.5,https://stackoverflow.com/questions/952527/java-equivalent-of-net-constructs,Java equivalent of .NET constructs,,953012.0,1244398640.0,,,,
335,"['java', 'dll', 'maven-2', 'java-native-interface']","{'account_id': 27776, 'reputation': 14318, 'user_id': 73652, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/aa7f13a5b9c5f4358f80bc2ac3b757b0?s=256&d=identicon&r=PG', 'display_name': 'Kris', 'link': 'https://stackoverflow.com/users/73652/kris'}",True,33538,2,33,1527023004,1245161736,1001774,CC BY-SA 2.5,https://stackoverflow.com/questions/1001774/managing-dll-dependencies-with-maven,Managing DLL dependencies with Maven,,1020101.0,,,,,
336,"['java', 'jsp']","{'account_id': 33485, 'reputation': 18237, 'user_id': 93796, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/648137a2deb3a600c20e15add61139a5?s=256&d=identicon&r=PG', 'display_name': 'user93796', 'link': 'https://stackoverflow.com/users/93796/user93796'}",True,21085,13,10,1525400043,1245160742,1001662,CC BY-SA 3.0,https://stackoverflow.com/questions/1001662/warning-modified-in-the-future,Warning: modified in the future,,1001681.0,1437874133.0,,,,
337,"['java', 'map', 'in-place']","{'account_id': 21195, 'reputation': 25255, 'user_id': 2119053, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/88e54fb35be560eda467fd76928b4ea4?s=256&d=identicon&r=PG', 'display_name': 'jrharshath', 'link': 'https://stackoverflow.com/users/2119053/jrharshath'}",True,140155,3,77,1525211502,1246345383,1062135,CC BY-SA 2.5,https://stackoverflow.com/questions/1062135/updating-a-java-map-entry,Updating a java map entry,,1062144.0,1246350567.0,,,,
338,"['java', 'file-io', 'utf-8']","{'account_id': 31059, 'reputation': 20333, 'user_id': 85040, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/990752653c19c5093055304680900a57?s=256&d=identicon&r=PG', 'display_name': 'mark smith', 'link': 'https://stackoverflow.com/users/85040/mark-smith'}",True,408904,9,194,1524283526,1245159545,1001540,CC BY-SA 2.5,https://stackoverflow.com/questions/1001540/how-to-write-a-utf-8-file-with-java,How to write a UTF-8 file with Java?,,1001562.0,1245160483.0,,,,
339,"['java', 'eclipse']","{'account_id': 33601, 'reputation': 27233, 'user_id': 94169, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/55d09dc53dbea9c5bbd578b4d9ee397e?s=256&d=identicon&r=PG', 'display_name': 'softwarematter', 'link': 'https://stackoverflow.com/users/94169/softwarematter'}",True,282384,26,46,1523846246,1244638496,975384,CC BY-SA 3.0,https://stackoverflow.com/questions/975384/eclipse-error-failed-to-connect-to-remote-vm,Eclipse Error: &quot;Failed to connect to remote VM&quot;,,975401.0,1511789539.0,,,1523846045.0,1523846192.0
340,"['java', 'security', 'swing', 'passwords']","{'user_type': 'does_not_exist', 'display_name': 'M Duncan'}",True,100130,7,26,1523710589,1244757498,983964,CC BY-SA 2.5,https://stackoverflow.com/questions/983964/why-does-jpasswordfield-getpassword-create-a-string-with-the-password-in-it,Why does JPasswordField.getPassword() create a String with the password in it?,,,1244760253.0,,,,
341,"['java', 'unicode', 'special-characters', 'diacritics']","{'account_id': 22320, 'reputation': 40503, 'user_id': 54929, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/2jr8M.jpg?s=256&g=1', 'display_name': 'ahmet alp balkan', 'link': 'https://stackoverflow.com/users/54929/ahmet-alp-balkan'}",True,140095,12,141,1523384013,1245263484,1008802,CC BY-SA 2.5,https://stackoverflow.com/questions/1008802/converting-symbols-accent-letters-to-english-alphabet,"Converting Symbols, Accent Letters to English Alphabet",,1215117.0,1252485551.0,,,,
342,"['java', 'groovy', 'jar', 'sum']","{'user_type': 'does_not_exist', 'display_name': 'tentakel'}",True,1453,2,0,1523280134,1245224591,1005638,CC BY-SA 3.0,https://stackoverflow.com/questions/1005638/how-to-use-java-packages-with-groovy,How to use Java packages with Groovy,,,1523280134.0,,,,
343,"['java', 'eclipse', 'code-snippets']","{'account_id': 214, 'reputation': 35048, 'user_id': 268, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c8e81676781ccc9caf74531a74d994aa?s=256&d=identicon&r=PG', 'display_name': 'Vincent Robert', 'link': 'https://stackoverflow.com/users/268/vincent-robert'}",True,67974,6,24,1523021295,1245445625,1020027,CC BY-SA 2.5,https://stackoverflow.com/questions/1020027/how-to-use-the-sysout-snippet-in-eclipse-with-selected-text,How to use the &quot;sysout&quot; snippet in Eclipse with selected text?,,1020097.0,,,,,
344,"['java', 'concurrency']","{'account_id': 18128, 'reputation': 15162, 'user_id': 41241, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/10e7a4afa4bebca010d372055bcb694f?s=256&d=identicon&r=PG', 'display_name': 'Nathaniel Flath', 'link': 'https://stackoverflow.com/users/41241/nathaniel-flath'}",True,27948,9,35,1521736736,1245175331,1003026,CC BY-SA 2.5,https://stackoverflow.com/questions/1003026/hashmap-concurrency-issue,Hashmap concurrency issue,,1003041.0,1245188214.0,,,,
345,"['java', 'wrapper', 'jna', 'adsi']","{'account_id': 8529, 'reputation': 33642, 'user_id': 15441, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/f5fdef7fa815d59023c2eaa95f274c3f?s=256&d=identicon&r=PG&f=1', 'display_name': 'hawkeye', 'link': 'https://stackoverflow.com/users/15441/hawkeye'}",True,2099,2,0,1521670182,1245484474,1021187,,https://stackoverflow.com/questions/1021187/well-supported-java-adsi-wrapper-library,Well-supported Java ADSI wrapper library?,,1747247.0,,1442896375.0,Not suitable for this site,,
