,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,accepted_answer_id,protected_date
752,"['java', 'selenium']","{'account_id': 17669025, 'reputation': 1, 'user_id': 12825687, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eff91ba6abba22dbb02e12cf10129b0a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Old_the_jackal', 'link': 'https://stackoverflow.com/users/12825687/old-the-jackal'}",False,75,4,0,1630507798,1629465234,68862852,CC BY-SA 4.0,https://stackoverflow.com/questions/68862852/check-that-two-span-classes-are-equal-to-text-and-click-on-the-correct-span-elem,Check that two span classes are equal to text and click on the correct span element after,1629468171.0,,,,
753,"['java', 'selenium', 'maven', 'testng', 'parallel-testing']","{'account_id': 15768914, 'reputation': 41, 'user_id': 11378491, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/188c43a8101c61f48139240f7191b38a?s=256&d=identicon&r=PG&f=1', 'display_name': 'vladys2019', 'link': 'https://stackoverflow.com/users/11378491/vladys2019'}",True,323,3,0,1630507279,1629474054,68864771,CC BY-SA 4.0,https://stackoverflow.com/questions/68864771/selenium-parallel-testing-with-maven-and-testng,Selenium Parallel testing with Maven and TestNG,,,,68918644.0,
754,"['java', 'selenium', 'selenium-webdriver', 'selenium-chromedriver']","{'account_id': 965625, 'reputation': 2156, 'user_id': 1103606, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/0d93cc650b93939ea91066fcb5aefae0?s=256&d=identicon&r=PG', 'display_name': 'Peter Penzov', 'link': 'https://stackoverflow.com/users/1103606/peter-penzov'}",False,50,1,-1,1630507092,1629475842,68865134,CC BY-SA 4.0,https://stackoverflow.com/questions/68865134/insert-value-into-input-field-using-id-locator,Insert value into input field using id locator,,,,,
755,"['java', 'spring-boot', 'docker', 'maven', 'spring-boot-maven-plugin']","{'account_id': 22606705, 'reputation': 1, 'user_id': 16787527, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi9RltTxFMFhhJ-IbPdwGomSLCI0--vWyqEWH4_ZA=k-s256', 'display_name': 'Николай Беженар', 'link': 'https://stackoverflow.com/users/16787527/%d0%9d%d0%b8%d0%ba%d0%be%d0%bb%d0%b0%d0%b9-%d0%91%d0%b5%d0%b6%d0%b5%d0%bd%d0%b0%d1%80'}",True,338,1,0,1630506965,1630327930,68984505,CC BY-SA 4.0,https://stackoverflow.com/questions/68984505/specify-network-host-using-spring-bootbuild-image,specify &quot;--network=host&quot; using spring-boot:build-image,,,,69015820.0,
756,"['java', 'selenium', 'selenium-webdriver', 'selenium-chromedriver']","{'account_id': 965625, 'reputation': 2156, 'user_id': 1103606, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/0d93cc650b93939ea91066fcb5aefae0?s=256&d=identicon&r=PG', 'display_name': 'Peter Penzov', 'link': 'https://stackoverflow.com/users/1103606/peter-penzov'}",True,92,3,-2,1630506908,1629581890,68876926,CC BY-SA 4.0,https://stackoverflow.com/questions/68876926/elementclickinterceptedexception-button-is-not-clickable-at-point-470-236,"ElementClickInterceptedException: &lt;/button&gt; is not clickable at point (470, 236)",,,,,
757,"['java', 'selenium', 'jenkins', 'google-chrome-headless', 'headless-browser']","{'account_id': 6990353, 'reputation': 1171, 'user_id': 5359846, 'user_type': 'registered', 'accept_rate': 23, 'profile_image': 'https://i.stack.imgur.com/wzsRS.png?s=256&g=1', 'display_name': 'Tal Angel', 'link': 'https://stackoverflow.com/users/5359846/tal-angel'}",True,1300,3,2,1630506496,1629797985,68905227,CC BY-SA 4.0,https://stackoverflow.com/questions/68905227/running-selenium-in-headless-mode-via-linux-causes-errors,Running Selenium in headless mode via Linux causes errors,1629798584.0,,,68905434.0,
758,"['java', 'selenium', 'testng', 'extentreports']","{'account_id': 22552750, 'reputation': 1, 'user_id': 16741619, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/15c025eef2310ac4fa070c1e0af62b5a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alejandro', 'link': 'https://stackoverflow.com/users/16741619/alejandro'}",False,503,2,0,1630506232,1629809016,68907824,CC BY-SA 4.0,https://stackoverflow.com/questions/68907824/problem-executing-testng-parallel-with-extent-report,Problem executing testng parallel with extent report,,,,,
759,"['java', 'selenium']","{'account_id': 21772995, 'reputation': 17, 'user_id': 16075854, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dca4ddd6b435783fdc450597326b23e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'RaviS', 'link': 'https://stackoverflow.com/users/16075854/ravis'}",True,142,2,0,1630505247,1630039373,68948106,CC BY-SA 4.0,https://stackoverflow.com/questions/68948106/unable-to-identify-departure-datepicker-for-makemytrip-website-using-the-selen,Unable to identify Departure datepicker (for makemytrip website) using the Selenium code,1630043720.0,,,68948368.0,
760,"['java', 'spring', 'email', 'smtp']","{'account_id': 21107221, 'reputation': 13, 'user_id': 15515944, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-SASAf1wTMSo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckMdIfl88GS87lkLxwnmarpBiofng/s96-c/photo.jpg?sz=256', 'display_name': 'Ivan', 'link': 'https://stackoverflow.com/users/15515944/ivan'}",True,196,2,0,1630505092,1630266983,68976434,CC BY-SA 4.0,https://stackoverflow.com/questions/68976434/very-long-connection-time-to-some-smtp-servers,Very long connection time to some SMTP servers,1630304784.0,,,68977418.0,
761,"['java', 'selenium', 'maven']","{'account_id': 22603610, 'reputation': 1, 'user_id': 16784766, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/60509ea0be04477282eec9553e44c7cb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ranjithkumar', 'link': 'https://stackoverflow.com/users/16784766/ranjithkumar'}",True,427,2,0,1630504981,1630307623,68980210,CC BY-SA 4.0,https://stackoverflow.com/questions/68980210/webdrivermanager-for-new-chrome-version,Webdrivermanager for new Chrome version,1630308764.0,,,,
762,"['java', 'apache-poi', 'hwpf']","{'account_id': 14010356, 'reputation': 23, 'user_id': 10119181, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/609626065890847/picture?type=large', 'display_name': 'Alexander  Verzakov', 'link': 'https://stackoverflow.com/users/10119181/alexander-verzakov'}",True,88,1,0,1630504328,1629811822,68908547,CC BY-SA 4.0,https://stackoverflow.com/questions/68908547/noclassdeffounderror-for-apache-poi-hwpf-5-0,NoClassDefFoundError for apache poi HWPF 5.0,,,,69015108.0,
763,"['java', 'postgresql', 'jsonb', 'spring-data-jdbc']","{'account_id': 179306, 'reputation': 2664, 'user_id': 411871, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/eoUVp.jpg?s=256&g=1', 'display_name': 'Anil Bharadia', 'link': 'https://stackoverflow.com/users/411871/anil-bharadia'}",True,1041,1,2,1630502596,1630328679,68984665,CC BY-SA 4.0,https://stackoverflow.com/questions/68984665/persist-java-map-as-postgresql-jsonb-using-spring-data-jdbc,Persist Java Map as PostgreSQL jsonb using spring data jdbc,1630502596.0,,,68995111.0,
764,"['java', 'hibernate', 'elasticsearch', 'hibernate-search', 'hibernate-search-6']","{'account_id': 4286746, 'reputation': 82, 'user_id': 3504238, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b63caafb2bb0f73b036cf39f274cdac5?s=256&d=identicon&r=PG&f=1', 'display_name': 'raffah', 'link': 'https://stackoverflow.com/users/3504238/raffah'}",True,195,1,0,1630502379,1629492556,68867929,CC BY-SA 4.0,https://stackoverflow.com/questions/68867929/hibernate-search-migration-from-5-11-9-to-6-0-6-analyzer-not-being-applied,Hibernate Search migration from 5.11.9 to 6.0.6 - analyzer not being applied,,,,69014552.0,
765,"['java', 'maven', 'open-liberty']","{'account_id': 22610304, 'reputation': 11, 'user_id': 16790603, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyIPTyHLlCfVNL8-6bzRf6FsOAccwuxVCYxFWeJ=k-s256', 'display_name': 'Oliver Webb', 'link': 'https://stackoverflow.com/users/16790603/oliver-webb'}",True,136,1,1,1630501393,1630354421,68989833,CC BY-SA 4.0,https://stackoverflow.com/questions/68989833/compile-maven-project-using-open-liberty-21-0-0-8,Compile Maven project using open liberty 21.0.0.8,1630397541.0,,,,
766,"['java', 'logging', 'log4j', 'log4j2']","{'account_id': 7486653, 'reputation': 258, 'user_id': 5689611, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://graph.facebook.com/10207128491004703/picture?type=large', 'display_name': 'Hasintha Samith Randika', 'link': 'https://stackoverflow.com/users/5689611/hasintha-samith-randika'}",True,214,2,1,1630501228,1629872289,68917754,CC BY-SA 4.0,https://stackoverflow.com/questions/68917754/how-to-use-file-creation-date-in-old-log-file-name-when-rolled-over-log4j,How to use file creation date in old log file name when rolled over log4j,1629962079.0,,,69014244.0,
767,"['java', 'hibernate', 'sorting', 'hibernate-search']","{'account_id': 11713219, 'reputation': 318, 'user_id': 8574536, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/US7e6.jpg?s=256&g=1', 'display_name': 'aminator', 'link': 'https://stackoverflow.com/users/8574536/aminator'}",True,181,1,0,1630501157,1628173416,68668427,CC BY-SA 4.0,https://stackoverflow.com/questions/68668427/how-to-order-by-localized-string-with-hibernate-search-elementcollection-map,How to order by localized String with hibernate search (@ElementCollection Map),1628177422.0,,,68669638.0,
768,"['java', 'eclipse', 'maven']","{'account_id': 22602009, 'reputation': 13, 'user_id': 16783394, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh24MrNCSo6gJ8-X-OkipcXyyzvFi6mQ529HVhe0A=k-s256', 'display_name': 'Abinash Sahu', 'link': 'https://stackoverflow.com/users/16783394/abinash-sahu'}",True,116,2,0,1630500346,1630291423,68978455,CC BY-SA 4.0,https://stackoverflow.com/questions/68978455/change-java-version-in-maven-project,Change Java version in Maven Project,1630500346.0,,,68979231.0,
769,"['java', 'jquery', 'google-chrome']","{'account_id': 22605738, 'reputation': 11, 'user_id': 16786662, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiYZKwDE5t_qBJbdFKZ-HGcROb3SQrRA6nmtYM=k-s256', 'display_name': 'C M', 'link': 'https://stackoverflow.com/users/16786662/c-m'}",False,102,2,1,1630499235,1630324334,68983676,CC BY-SA 4.0,https://stackoverflow.com/questions/68983676/translation-i-want-to-keep-overrides-without-dev-tools,(Translation) I want to keep overrides without dev tools,1630423498.0,,,,
770,"['java', 'android', 'date', 'kotlin', 'if-statement']","{'account_id': 21156492, 'reputation': 353, 'user_id': 15555644, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/NwHhd.png?s=256&g=1', 'display_name': 'Enigma', 'link': 'https://stackoverflow.com/users/15555644/enigma'}",False,47,0,1,1630498607,1630387999,68993352,,https://stackoverflow.com/questions/68993352/how-to-compare-current-date-with-dates-from-api-to-display-different-imageview-i,"How to compare current date with dates from API to display different ImageView if the date from API greater, less, or equal to current date in Kotlin",1630498607.0,1630498891.0,Duplicate,,
771,"['java', 'logging', 'jax-rs']","{'account_id': 1232493, 'reputation': 2035, 'user_id': 1196765, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/0e52a69aab7c40c181da9bb84170052d?s=256&d=identicon&r=PG', 'display_name': 'tweetysat', 'link': 'https://stackoverflow.com/users/1196765/tweetysat'}",True,197,1,1,1630498088,1630395010,68994556,CC BY-SA 4.0,https://stackoverflow.com/questions/68994556/jax-rs-loggingfilter-log-request-entities,JAX-RS LoggingFilter - Log request entities,1630498061.0,,,69013459.0,
772,"['java', 'http', 'nanohttpd']","{'account_id': 17360287, 'reputation': 23, 'user_id': 12576737, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/369102955509add67328b65ed5f6edce?s=256&d=identicon&r=PG&f=1', 'display_name': 'jcooli', 'link': 'https://stackoverflow.com/users/12576737/jcooli'}",True,51,1,0,1630497107,1630222885,68970840,CC BY-SA 4.0,https://stackoverflow.com/questions/68970840/how-download-an-installed-app-with-nanohttpd,How download an installed app with nanohttpd,,,,69013228.0,
773,"['java', 'pdf', 'pdfbox']","{'account_id': 18776268, 'reputation': 51, 'user_id': 13691948, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-mvZN6El1b8c/AAAAAAAAAAI/AAAAAAAAAh4/AMZuucneLXNec8TJ3X5-FDq29BvvkXbrFw/photo.jpg?sz=256', 'display_name': 'KikiZ', 'link': 'https://stackoverflow.com/users/13691948/kikiz'}",True,305,1,0,1630496748,1629768148,68900723,CC BY-SA 4.0,https://stackoverflow.com/questions/68900723/java-easytable-create-rows-in-table-using-for-loop,Java easytable - Create rows in table using for loop,,,,69001683.0,
774,"['java', 'algorithm', 'sorting']","{'account_id': 17069551, 'reputation': 33, 'user_id': 12350716, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/889e4189d5d11405b2b3aaaba123df93?s=256&d=identicon&r=PG&f=1', 'display_name': 'island', 'link': 'https://stackoverflow.com/users/12350716/island'}",False,819,4,0,1630496121,1630219255,68970510,CC BY-SA 4.0,https://stackoverflow.com/questions/68970510/how-to-sort-a-array-that-contains-special-characters-alphabetically,How to sort a array that contains special characters alphabetically?,1630496121.0,,,,
775,"['java', 'spring-boot', 'microservices', 'camunda']","{'account_id': 5694754, 'reputation': 91, 'user_id': 4501567, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-TZ4VmJDTT5k/AAAAAAAAAAI/AAAAAAAAABM/fHzlHqImcOY/photo.jpg?sz=256', 'display_name': 'Himanshu Goel', 'link': 'https://stackoverflow.com/users/4501567/himanshu-goel'}",False,330,1,2,1630495640,1629808520,68907698,CC BY-SA 4.0,https://stackoverflow.com/questions/68907698/retry-with-compensation-activity-in-camunda,Retry with compensation activity in camunda,1629999975.0,,,,
776,"['java', 'reflection', 'byte-buddy']","{'account_id': 22617066, 'reputation': 15, 'user_id': 16796462, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxpS_uQWKwGGkMH0AHZ_DI38jwAIBWXQFNzd4uy=k-s256', 'display_name': 'Noname', 'link': 'https://stackoverflow.com/users/16796462/noname'}",True,72,1,0,1630495185,1630416058,68999487,CC BY-SA 4.0,https://stackoverflow.com/questions/68999487/is-there-a-way-to-call-a-variable-length-parameter-method-with-a-field-using-met,Is there a way to call a variable length parameter method with a field using Methodcall in bytebuddy intercept method?,,,,69012756.0,
777,"['java', 'jackson']","{'account_id': 3002442, 'reputation': 497, 'user_id': 6036363, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/vuW8b.png?s=256&g=1', 'display_name': 'tmsblgh', 'link': 'https://stackoverflow.com/users/6036363/tmsblgh'}",True,211,1,0,1630492613,1627997375,68636958,CC BY-SA 4.0,https://stackoverflow.com/questions/68636958/jackson-abstract-class-deserialization-based-on-parameter-value,Jackson abstract class deserialization based on parameter value,,,,68640876.0,
778,"['java', 'bash', 'shell', 'jenkins', 'groovy']","{'account_id': 1057688, 'reputation': 1696, 'user_id': 1060048, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/79bad0644f346f16eabbadb1d35cac10?s=256&d=identicon&r=PG&f=1', 'display_name': 'wanderors', 'link': 'https://stackoverflow.com/users/1060048/wanderors'}",False,129,1,0,1630492352,1630413790,68998906,CC BY-SA 4.0,https://stackoverflow.com/questions/68998906/jenkins-pipeline-pass-a-value-from-shell-script-to-groovy-script,Jenkins pipeline pass a value from Shell script to Groovy script,,,,,
779,"['java', 'swing', 'mxgraph']","{'account_id': 21542632, 'reputation': 13, 'user_id': 15880099, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhQpgb4ALSUUJJ4Py1iyohD4bEccvTX75BIf5ez_w=k-s256', 'display_name': 'Guglielmo Fratticioli', 'link': 'https://stackoverflow.com/users/15880099/guglielmo-fratticioli'}",False,55,1,0,1630489748,1630338735,68986934,CC BY-SA 4.0,https://stackoverflow.com/questions/68986934/mxgraph-custom-swing-canvas-based-on-user-objects,mxGraph Custom Swing canvas based on user objects,,,,,
780,"['java', 'apache-kafka', 'apache-kafka-streams', 'spring-kafka', 'spring-cloud-stream']","{'account_id': 22455373, 'reputation': 48, 'user_id': 16658134, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f7717f3f4c790a1ac3d6f641c0211e18?s=256&d=identicon&r=PG&f=1', 'display_name': 'C&#233;dric Schaller', 'link': 'https://stackoverflow.com/users/16658134/c%c3%a9dric-schaller'}",True,868,1,0,1630489394,1628856233,68772014,CC BY-SA 4.0,https://stackoverflow.com/questions/68772014/is-it-possible-to-restore-a-kafka-streams-state-store-after-a-restart-without-us,Is it possible to restore a Kafka Streams state store after a restart without using changelog topics?,1630489394.0,,,68862993.0,
781,"['java', 'replication', 'hazelcast']","{'account_id': 1671532, 'reputation': 975, 'user_id': 1537915, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/fef66185d885f48563682e2a3189b113?s=256&d=identicon&r=PG', 'display_name': 'Stephan Steiner', 'link': 'https://stackoverflow.com/users/1537915/stephan-steiner'}",False,48,1,0,1630487476,1629989183,68940722,CC BY-SA 4.0,https://stackoverflow.com/questions/68940722/cluster-merge-notification-in-hazelcast,Cluster merge notification in Hazelcast,,,,,
782,"['java', 'zgc']","{'account_id': 1175385, 'reputation': 21585, 'user_id': 1151521, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/aa1c3ce93537e4a6f189e2b1dd41a925?s=256&d=identicon&r=PG', 'display_name': 'Aleksandr Dubinsky', 'link': 'https://stackoverflow.com/users/1151521/aleksandr-dubinsky'}",False,396,1,1,1630486716,1630411490,68998369,CC BY-SA 4.0,https://stackoverflow.com/questions/68998369/what-does-zgc-softmaxheapsize-really-do,What does ZGC SoftMaxHeapSize really do?,,,,,
783,"['java', 'itext', 'itext7']","{'account_id': 22444120, 'reputation': 1, 'user_id': 16648245, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxbQXEeoNXzHiyXSzo-pRS0d54-J77FwOER9Hqp=k-s256', 'display_name': 'Ahn', 'link': 'https://stackoverflow.com/users/16648245/ahn'}",True,283,1,0,1630484659,1628757552,68754149,CC BY-SA 4.0,https://stackoverflow.com/questions/68754149/how-do-i-adjust-the-size-of-dots-when-generating-qr-codes-in-itext7,How do I adjust the size of dots when generating QR Codes in itext7?,1630484659.0,,,,
784,"['java', 'android']","{'account_id': 18666503, 'reputation': 272, 'user_id': 13606342, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4fddb54ec25e9827083cf24ab142c290?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lav Sharma', 'link': 'https://stackoverflow.com/users/13606342/lav-sharma'}",True,192,3,0,1630483089,1630415598,68999345,CC BY-SA 4.0,https://stackoverflow.com/questions/68999345/imageview-setvisibilityview-gone-not-working-for-imageview,imageView.setVisibility(View.GONE); not working for ImageView,,,,68999656.0,
785,"['java', 'android', 'firebase', 'android-studio']","{'account_id': 20064492, 'reputation': 78, 'user_id': 14710443, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20c768e4039b441916b01cdd2c87c0ec?s=256&d=identicon&r=PG&f=1', 'display_name': 'samsa', 'link': 'https://stackoverflow.com/users/14710443/samsa'}",False,112,0,0,1630480737,1630418911,69000237,CC BY-SA 4.0,https://stackoverflow.com/questions/69000237/recyclerview-and-adapter-doesn-t-show,Recyclerview and adapter doesn’t show,1630480737.0,,,,
786,"['java', 'cdi', 'quarkus']","{'account_id': 1010706, 'reputation': 1174, 'user_id': 1023341, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/894ac1132e1dff5aa6b471f73add63a8?s=256&d=identicon&r=PG', 'display_name': 'gkephorus', 'link': 'https://stackoverflow.com/users/1023341/gkephorus'}",True,732,1,0,1630479426,1630073018,68954759,CC BY-SA 4.0,https://stackoverflow.com/questions/68954759/quarkus-testing-using-quarkustest-mocks-and-javax-enterprise-inject-instance,"Quarkus testing using @QuarkusTest, mocks and javax.enterprise.inject.Instance",,,,,
787,"['java', 'http', 'curl', 'apache-httpclient-4.x', 'apache-httpcomponents']","{'account_id': 72596, 'reputation': 6567, 'user_id': 209568, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/6127bcd1a5b5823106da0a9e1fb07a57?s=256&d=identicon&r=PG', 'display_name': 'Adam', 'link': 'https://stackoverflow.com/users/209568/adam'}",False,109,1,0,1630479342,1630056304,68951055,CC BY-SA 4.0,https://stackoverflow.com/questions/68951055/does-apache-http-client-handle-status-codes-without-messages-curl-works-but-ht,Does Apache Http Client Handle Status Codes without messages? (Curl works but Http Client Fails),,,,,
788,"['java', 'android', 'android-studio', 'android-intent']","{'account_id': 19335838, 'reputation': 43, 'user_id': 14136448, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/64e3f87ac643583ff7aa6bc244727066?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aditya Rizqi', 'link': 'https://stackoverflow.com/users/14136448/aditya-rizqi'}",True,73,1,0,1630478489,1629472159,68864375,CC BY-SA 4.0,https://stackoverflow.com/questions/68864375/how-to-clear-previous-activity-on-android-without-start-new-activity,How to clear previous Activity on Android without start new Activity,,,,68864767.0,
789,"['java', 'android', 'android-fragments', 'navigation-drawer']","{'account_id': 22333610, 'reputation': 1, 'user_id': 16554549, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6821e2bb3cfbb2d6bcfe14213c08a292?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mauricio', 'link': 'https://stackoverflow.com/users/16554549/mauricio'}",False,150,1,0,1630478321,1630420864,69000733,CC BY-SA 4.0,https://stackoverflow.com/questions/69000733/overlapping-navigation-drawer-and-tablayout-fragments,overlapping navigation drawer and tablayout fragments,1630478321.0,,,,
790,"['java', 'android']","{'account_id': 22596407, 'reputation': 65, 'user_id': 16778637, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7a3c35746cb0853c8c43807ba33249d6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lorna from Perth', 'link': 'https://stackoverflow.com/users/16778637/lorna-from-perth'}",False,224,2,0,1630478042,1630227970,68971419,CC BY-SA 4.0,https://stackoverflow.com/questions/68971419/problem-integrating-admob-with-android-app,Problem integrating AdMob with android app,1630300588.0,,,,
791,"['java', 'swing']","{'account_id': 22616219, 'reputation': 23, 'user_id': 16795707, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyCXmA12nNnMfpa9mCtWinbSVD_4eB790eQPMw=k-s256', 'display_name': 'Salad King', 'link': 'https://stackoverflow.com/users/16795707/salad-king'}",True,103,1,2,1630478022,1630416900,68999698,CC BY-SA 4.0,https://stackoverflow.com/questions/68999698/create-delay-within-gui-in-java,Create Delay within GUI in Java,1630444668.0,,,69003697.0,
792,"['java', 'apache-spark', 'google-cloud-platform', 'apache-spark-sql', 'google-cloud-dataproc']","{'account_id': 20779810, 'reputation': 155, 'user_id': 15260521, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f620c1b17bb36d6b94b43ebb0e231246?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sweety', 'link': 'https://stackoverflow.com/users/15260521/sweety'}",False,196,0,3,1630477537,1630318071,68982314,CC BY-SA 4.0,https://stackoverflow.com/questions/68982314/spark-3-1-java-throws-internal-error-while-running-in-gcp-dataproc-cluster,Spark 3.1-java throws internal error while running in GCP - Dataproc cluster,1630477537.0,,,,
793,"['java', 'ssl', 'x509certificate', 'csr']","{'account_id': 18260331, 'reputation': 80, 'user_id': 13293276, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff13c86f2981bf88837db65fc74e1ed3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Neeraj', 'link': 'https://stackoverflow.com/users/13293276/neeraj'}",True,583,2,1,1630476316,1629990283,68941041,CC BY-SA 4.0,https://stackoverflow.com/questions/68941041/add-san-names-while-generating-a-csr-in-java-programmatically,Add SAN names while generating a CSR in java Programmatically,,,,68943854.0,
794,"['java', 'mockito', 'okhttp']","{'account_id': 3034977, 'reputation': 1148, 'user_id': 2573297, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/QEA2U.jpg?s=256&g=1', 'display_name': 'PT_C', 'link': 'https://stackoverflow.com/users/2573297/pt-c'}",True,172,1,1,1630476212,1629994415,68942037,CC BY-SA 4.0,https://stackoverflow.com/questions/68942037/okhttp3-how-to-define-a-specific-request-in-an-okhttp3-client,Okhttp3 - How to define a specific Request in an Okhttp3 Client,1630476212.0,,,68944203.0,
795,"['java', 'mongodb']","{'account_id': 22591578, 'reputation': 155, 'user_id': 16774597, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhDlTlQ1GxfeFHb0HkK3U8tNXKug3djVUWUIpdi=k-s256', 'display_name': 'prabhakar srivastava', 'link': 'https://stackoverflow.com/users/16774597/prabhakar-srivastava'}",True,113,1,2,1630473553,1630386623,68993192,CC BY-SA 4.0,https://stackoverflow.com/questions/68993192/how-to-get-max-and-min-value-in-mongodb-based-on-specific-key,How to get Max and Min Value in MongoDB based on specific key?,1630418438.0,,,68999979.0,
796,"['java', 'spring', 'rest', 'validation', 'postman']","{'account_id': 14346460, 'reputation': 21, 'user_id': 10363202, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d45f58dd36768d998df44caac9bfc0c4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yogesh Sarma', 'link': 'https://stackoverflow.com/users/10363202/yogesh-sarma'}",False,166,1,0,1630468258,1630306657,68980037,CC BY-SA 4.0,https://stackoverflow.com/questions/68980037/entity-validation-messages-not-showing-up-in-spring-mvc-rest-controller,Entity validation messages not showing up in Spring mvc Rest controller,1630468258.0,,,,
797,"['java', 'regex']","{'account_id': 3673241, 'reputation': 854, 'user_id': 3059896, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hT4Cc.jpg?s=256&g=1', 'display_name': 'Shehan Simen', 'link': 'https://stackoverflow.com/users/3059896/shehan-simen'}",True,526,1,-6,1630464811,1630280152,68977703,CC BY-SA 4.0,https://stackoverflow.com/questions/68977703/regular-expression-to-replace-path-variables-in-a-url,regular expression to replace path variables in a URL,1630421065.0,,,,
798,"['java', 'netbeans', 'java-8', 'netbeans-12']","{'account_id': 22560246, 'reputation': 11, 'user_id': 16747983, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e93223f048cf0fd1b231f226b41ba21a?s=256&d=identicon&r=PG&f=1', 'display_name': 'orlando', 'link': 'https://stackoverflow.com/users/16747983/orlando'}",False,830,0,1,1630462793,1629882124,68919897,CC BY-SA 4.0,https://stackoverflow.com/questions/68919897/apache-netbeans-12-4-install-hangs-on-win10-during-its-setup,Apache NetBeans 12.4 install hangs on WIN10 during its setup,1630462793.0,,,,
