,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,community_owned_date,score,locked_date,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
331,"['java', 'swing', 'jpanel', 'jtextfield']","{'account_id': 14053, 'reputation': 12633, 'user_id': 28582, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/QrWmu.jpg?s=256&g=1', 'display_name': 'Davide Gualano', 'link': 'https://stackoverflow.com/users/28582/davide-gualano'}",True,39919,,546264.0,6,,7,,1456162002,1234535657,1234536639.0,546144,CC BY-SA 2.5,https://stackoverflow.com/questions/546144/adding-jtextfield-to-a-jpanel-and-showing-them,Adding JTextField to a JPanel and showing them,,
332,['java'],"{'account_id': 22472, 'reputation': 2381, 'user_id': 55469, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/5odf5.jpg?s=256&g=1', 'display_name': 'Richard Corfield', 'link': 'https://stackoverflow.com/users/55469/richard-corfield'}",True,27890,,581935.0,14,,74,,1456052836,1235484676,,581878,CC BY-SA 2.5,https://stackoverflow.com/questions/581878/why-catch-exceptions-in-java-when-you-can-catch-throwables,"Why catch Exceptions in Java, when you can catch Throwables?",,
333,"['java', 'swing', 'focus', 'jtable', 'jcombobox']","{'account_id': 26196, 'reputation': 387, 'user_id': 67925, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/rm2EM.jpg?s=256&g=1', 'display_name': 'John Murphy', 'link': 'https://stackoverflow.com/users/67925/john-murphy'}",True,6062,,563274.0,2,,10,,1454697381,1234975333,1234979388.0,561881,CC BY-SA 2.5,https://stackoverflow.com/questions/561881/focus-issue-using-a-jcombobox-as-a-cell-editor-in-a-jtable,focus issue using a JComboBox as a cell editor in a JTable,,
334,"['java', 'string']","{'account_id': 1122, 'reputation': 7669, 'user_id': 1492, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/49c5bd577a2d7ef0628c8ceb90b8c7ae?s=256&d=identicon&r=PG', 'display_name': 'Fernando Briano', 'link': 'https://stackoverflow.com/users/1492/fernando-briano'}",True,74906,,542281.0,9,,25,,1454625357,1234457330,1495542355.0,542226,CC BY-SA 3.0,https://stackoverflow.com/questions/542226/text-cleaning-and-replacement-delete-n-from-a-text-in-java,Text cleaning and replacement: delete \n from a text in Java,,
335,"['java', 'sockets', 'nio']",{'user_type': 'does_not_exist'},False,840,,,1,,0,,1454074310,1234669272,1454073321.0,550271,CC BY-SA 3.0,https://stackoverflow.com/questions/550271/how-to-get-maximum-bytes-from-a-port-using-a-serversocketchannel,How to get Maximum bytes from a port using a serversocketchannel,,
336,['java'],"{'account_id': 27204, 'reputation': 141, 'user_id': 71543, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/556cc69a8df240061ebb4639ddbe008f?s=256&d=identicon&r=PG', 'display_name': 'Zombie8', 'link': 'https://stackoverflow.com/users/71543/zombie8'}",True,11000,,592290.0,7,,2,,1453031333,1235679637,1235682641.0,592262,CC BY-SA 2.5,https://stackoverflow.com/questions/592262/cmd-file-copy-from-java,CMD file copy from Java,,
337,"['java', 'colors', 'system.out']","{'user_type': 'does_not_exist', 'display_name': 'guess who'}",True,195681,,,9,,16,,1452964348,1235049199,1452964348.0,565252,,https://stackoverflow.com/questions/565252/how-to-set-a-strings-color,How to set a string&#39;s color,1394726551.0,Needs more focus
338,"['java', 'syntax']","{'account_id': 9921, 'reputation': 105076, 'user_id': 18511, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/c621039e41aef415ad25054da3bf3f9a?s=256&d=identicon&r=PG', 'display_name': 'Kip', 'link': 'https://stackoverflow.com/users/18511/kip'}",True,16219,,508910.0,8,,40,,1452522630,1233690726,1495541413.0,508639,CC BY-SA 3.0,https://stackoverflow.com/questions/508639/why-must-delegation-to-a-different-constructor-happen-first-in-a-java-constructo,Why must delegation to a different constructor happen first in a Java constructor?,,
339,"['java', 'jakarta-ee', 'web-container']","{'user_type': 'does_not_exist', 'display_name': 'Daniel Lee'}",True,3533,,,2,,1,,1452166918,1234254254,1355574082.0,531463,CC BY-SA 3.0,https://stackoverflow.com/questions/531463/redirect-http-to-https-in-java-ee,Redirect http to https in Java EE,,
340,"['java', 'web-services', 'daemon', 'protocols']","{'user_type': 'does_not_exist', 'display_name': 'xyzxyz'}",True,3210,,,6,,5,,1451581333,1234414360,,540071,,https://stackoverflow.com/questions/540071/good-protocol-for-fast-inter-application-communication,Good protocol for FAST inter-application communication?,1451617586.0,Opinion-based
341,"['c#', 'java', 'multithreading', 'synchronization']","{'account_id': 12489, 'reputation': 6500, 'user_id': 24610, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/33a01726f6059e8e836e7895b8d143ad?s=256&d=identicon&r=PG', 'display_name': 'Soraz', 'link': 'https://stackoverflow.com/users/24610/soraz'}",True,207980,,541348.0,5,,347,,1451412998,1234444998,1445120240.0,541194,CC BY-SA 3.0,https://stackoverflow.com/questions/541194/c-version-of-javas-synchronized-keyword,C# version of java&#39;s synchronized keyword?,,
342,"['java', 'date', 'java-time']","{'account_id': 210, 'reputation': 82031, 'user_id': 264, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/49ee8012580951780d10ae8b12570e21?s=256&d=identicon&r=PG', 'display_name': 'Xenph Yan', 'link': 'https://stackoverflow.com/users/264/xenph-yan'}",True,186612,,535017.0,7,,101,,1450985275,1234313582,1450958976.0,535004,CC BY-SA 3.0,https://stackoverflow.com/questions/535004/unix-epoch-time-to-java-date-object,Unix epoch time to Java Date object,,
343,"['java', 'performance', 'garbage-collection', 'jvm', 'jvm-arguments']","{'account_id': 8824, 'reputation': 35031, 'user_id': 16050, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/7e1282298aec568f8bad5afe46cb40b8?s=256&d=identicon&r=PG', 'display_name': 'sanity', 'link': 'https://stackoverflow.com/users/16050/sanity'}",True,14315,,620893.0,7,,10,,1450549944,1235262585,1449723732.0,574021,CC BY-SA 3.0,https://stackoverflow.com/questions/574021/reducing-jvm-pause-time-1-second-using-useconcmarksweepgc,Reducing JVM pause time &gt; 1 second using UseConcMarkSweepGC,,
344,"['java', 'swing']","{'user_type': 'does_not_exist', 'display_name': 'jao'}",True,14821,,509437.0,7,,7,,1450299056,1233701569,1233703169.0,509318,CC BY-SA 2.5,https://stackoverflow.com/questions/509318/cant-run-swing-from-the-command-line,can&#39;t run swing from the command line,,
345,"['java', 'eclipse', 'swt', 'javadoc', 'jface']","{'account_id': 150545, 'reputation': 1547, 'user_id': 363822, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1620bc53bfdfb03f4405cd31bb432706?s=256&d=identicon&r=PG', 'display_name': 'steve', 'link': 'https://stackoverflow.com/users/363822/steve'}",True,11873,,567000.0,7,,12,,1450269376,1235073161,1235077145.0,566877,CC BY-SA 2.5,https://stackoverflow.com/questions/566877/how-to-get-javadoc-for-swt-and-jface-in-eclipse,How to get JavaDoc for SWT and JFace in Eclipse?,,
346,"['java', 'observer-pattern', 'javabeans']","{'account_id': 21211, 'reputation': 42499, 'user_id': 51382, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/d5c948086776fc91b4c7abff56bb7672?s=256&d=identicon&r=PG', 'display_name': 'willcodejavaforfood', 'link': 'https://stackoverflow.com/users/51382/willcodejavaforfood'}",True,11703,,553421.0,8,,6,,1449963890,1234784958,,553067,CC BY-SA 2.5,https://stackoverflow.com/questions/553067/monitor-changes-to-a-collection,Monitor changes to a collection,,
347,"['java', 'oop', 'enums']","{'account_id': 8891, 'reputation': 3355, 'user_id': 16193, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/df311b381f91bf92fb90f9bbbc2c01ff?s=256&d=identicon&r=PG', 'display_name': 'Daniel Hiller', 'link': 'https://stackoverflow.com/users/16193/daniel-hiller'}",True,3669,,540306.0,7,,7,,1449021041,1234420930,,540293,CC BY-SA 2.5,https://stackoverflow.com/questions/540293/should-enum-objects-be-stateless,Should enum objects be stateless?,,
348,"['java', 'javadoc']","{'account_id': 19197, 'reputation': 24871, 'user_id': 44757, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/awhYw.jpg?s=256&g=1', 'display_name': 'Jared', 'link': 'https://stackoverflow.com/users/44757/jared'}",True,2331,,537825.0,1,,2,,1447346340,1234366707,1234373937.0,537366,CC BY-SA 2.5,https://stackoverflow.com/questions/537366/how-can-i-include-more-than-one-path-on-a-custom-docletpath,How can I include more than one path on a custom docletpath?,,
349,"['java', 'tomcat', 'jmx', 'jconsole']","{'account_id': 13252, 'reputation': 6988, 'user_id': 26496, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/d1029d5b8dda5c65269eb0153330099f?s=256&d=identicon&r=PG', 'display_name': 'Kees de Kooter', 'link': 'https://stackoverflow.com/users/26496/kees-de-kooter'}",True,30211,,555251.0,6,,21,,1445960278,1233578024,1233578502.0,503057,CC BY-SA 2.5,https://stackoverflow.com/questions/503057/unable-to-use-jconsole-with-tomcat-running-as-windows-service,Unable to use JConsole with Tomcat running as windows service,,
350,"['java', 'ssl', 'xmpp']","{'account_id': 758, 'reputation': 5611, 'user_id': 988, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/1bc901d89082a6481d8611d79ff8b33f?s=256&d=identicon&r=PG', 'display_name': 'staffan', 'link': 'https://stackoverflow.com/users/988/staffan'}",True,15556,,1495463.0,3,,6,,1444910748,1234511059,,545082,CC BY-SA 2.5,https://stackoverflow.com/questions/545082/how-to-create-an-ssl-connection-using-the-smack-xmpp-library,How to create an SSL connection using the Smack XMPP library?,,
351,"['java', 'hibernate', 'jpa', 'jakarta-ee', 'jboss']","{'account_id': 18862, 'reputation': 7227, 'user_id': 43671, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/a7fa62d48fca4c743ff084c1dabc3878?s=256&d=identicon&r=PG', 'display_name': 'AlfaTeK', 'link': 'https://stackoverflow.com/users/43671/alfatek'}",True,2195,,586607.0,1,,2,,1444780528,1235577134,1444780528.0,586592,CC BY-SA 3.0,https://stackoverflow.com/questions/586592/jpa-reserved-keywords-to-postgres,JPA reserved keywords to postgres,,
352,"['java', 'foreach']","{'user_type': 'does_not_exist', 'display_name': 'jbu'}",True,12555,,,6,,14,,1444677938,1235631140,1315370083.0,589433,,https://stackoverflow.com/questions/589433/understanding-for-each-loop-in-java,Understanding for each loop in Java,1455991127.0,Duplicate
353,"['java', 'keyword']","{'account_id': 877337, 'reputation': 333, 'user_id': 68653, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/67e135de9b9dfeb788fbb7ccd3f8230e?s=256&d=identicon&r=PG', 'display_name': 'BloodParrot', 'link': 'https://stackoverflow.com/users/68653/bloodparrot'}",True,63810,,577582.0,12,,21,,1444500540,1235394717,1235395635.0,577575,,https://stackoverflow.com/questions/577575/using-the-keyword-this-in-java,Using the keyword &quot;this&quot; in java,1451445047.0,Duplicate
354,"['java', 'javascript', 'arrays', 'jsp']","{'account_id': 24576, 'reputation': 4572, 'user_id': 62610, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/1515e94401db35decfcc77c059d27bff?s=256&d=identicon&r=PG', 'display_name': 'kgrad', 'link': 'https://stackoverflow.com/users/62610/kgrad'}",True,81444,,516612.0,6,,13,,1444314267,1233850011,1305125363.0,516565,CC BY-SA 3.0,https://stackoverflow.com/questions/516565/how-to-transfer-java-array-to-javascript-array-using-jsp,How to transfer java array to javaScript array using jsp?,,
355,"['java', 'arrays', 'new-operator']","{'account_id': 4278, 'reputation': 19267, 'user_id': 6367, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/4cc6319b3a017074fdbb5067960841eb?s=256&d=identicon&r=PG', 'display_name': 'Eric', 'link': 'https://stackoverflow.com/users/6367/eric'}",True,2373,,502185.0,9,,2,,1444034440,1233548753,1233550742.0,502178,CC BY-SA 2.5,https://stackoverflow.com/questions/502178/basic-array-initialization-and-sorting-question,Basic array initialization and sorting question,,
356,['java'],"{'account_id': 9041, 'reputation': 11098, 'user_id': 16524, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/74c3d9910e885a0df61527a3dc42943a?s=256&d=identicon&r=PG', 'display_name': 'Fostah', 'link': 'https://stackoverflow.com/users/16524/fostah'}",True,4668,,587356.0,3,,12,,1443542896,1235587930,,587317,CC BY-SA 2.5,https://stackoverflow.com/questions/587317/where-can-you-find-the-native-code-in-the-jdk,Where can you find the native code in the JDK?,,
357,"['java', 'nlp', 'spell-checking', 'languagetool']","{'account_id': 3657, 'reputation': 30255, 'user_id': 5295, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/d7535398322ea87021a045d03b16b03f?s=256&d=identicon&r=PG', 'display_name': 'avernet', 'link': 'https://stackoverflow.com/users/5295/avernet'}",True,53465,,559525.0,8,,53,,1443218980,1234920872,1411287834.0,559510,,https://stackoverflow.com/questions/559510/looking-for-java-spell-checker-library,Looking for Java spell checker library,1354671682.0,not constructive
358,"['java', 'c#', 'dictionary']","{'account_id': 26874, 'reputation': 263, 'user_id': 70322, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/22d6807740cea84a3ec4c35f6e250002?s=256&d=identicon&r=PG', 'display_name': 'Mponnada', 'link': 'https://stackoverflow.com/users/70322/mponnada'}",True,389,,581524.0,1,,0,,1443159715,1235476711,1443159715.0,581502,CC BY-SA 3.0,https://stackoverflow.com/questions/581502/what-is-the-equivalent-of-treebidimap-in-c,What is the equivalent of TreeBidiMap in C#?,,
359,"['java', 'web-services', 'soap', 'groovy']","{'account_id': 1075, 'reputation': 33726, 'user_id': 1428, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/aafff1b0212211023ce91659a1b0504c?s=256&d=identicon&r=PG', 'display_name': 'lindelof', 'link': 'https://stackoverflow.com/users/1428/lindelof'}",True,2439,,581958.0,2,,1,,1443016568,1235402970,1367355527.0,578003,CC BY-SA 3.0,https://stackoverflow.com/questions/578003/unable-to-call-a-web-service-from-groovy,Unable to call a web service from Groovy,,
360,"['java', 'logging', 'log4j']","{'account_id': 20412, 'reputation': 1458, 'user_id': 48773, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3874d15379ce2f06c598942bdf0c83fc?s=256&d=identicon&r=PG', 'display_name': 'Deep Kapadia', 'link': 'https://stackoverflow.com/users/48773/deep-kapadia'}",True,2166,,511810.0,2,,2,,1442372949,1233760565,1442372949.0,511777,CC BY-SA 3.0,https://stackoverflow.com/questions/511777/3rd-party-jars-creating-log-files,3rd party jars creating log files,,
361,"['java', 'dependency-injection', 'wicket', 'guice']","{'account_id': 21279, 'reputation': 20470, 'user_id': 51577, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/cbfaeb8d0e2ee5da976331d2cb13d0ec?s=256&d=identicon&r=PG', 'display_name': 'tddmonkey', 'link': 'https://stackoverflow.com/users/51577/tddmonkey'}",True,3210,,664120.0,2,,4,,1441296885,1234971621,,561578,CC BY-SA 2.5,https://stackoverflow.com/questions/561578/wicket-dependency-injection,Wicket Dependency Injection,,
362,"['java', 'smartcard', 'cac']","{'user_type': 'does_not_exist', 'display_name': 'Paul'}",True,38309,1315504854.0,,3,,29,,1437411145,1234481995,1423409132.0,544056,CC BY-SA 3.0,https://stackoverflow.com/questions/544056/common-access-card-cac-authentication-using-java,Common Access Card (CAC) Authentication Using Java,,
363,"['java', 'database', 'sqlite', 'firebird', 'embedded-database']","{'account_id': 10396, 'reputation': 779, 'user_id': 19627, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/138b25da02f15fd4f536660b7e74fd29?s=256&d=identicon&r=PG', 'display_name': 'Max Maximus', 'link': 'https://stackoverflow.com/users/19627/max-maximus'}",True,5890,,539717.0,2,,5,,1436860802,1234393762,1274042525.0,539288,CC BY-SA 2.5,https://stackoverflow.com/questions/539288/best-embedded-sql-db-for-write-performance,Best Embedded SQL DB for write performance?,,
364,"['java', 'xml', 'jaxb']","{'account_id': 45, 'reputation': 18342, 'user_id': 56, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/CqIac.png?s=256&g=1', 'display_name': 'doekman', 'link': 'https://stackoverflow.com/users/56/doekman'}",True,28102,,594700.0,4,,12,,1436401696,1235737348,1495540424.0,594537,CC BY-SA 3.0,https://stackoverflow.com/questions/594537/how-to-instantiate-an-empty-element-with-jaxb,How to instantiate an empty element with JAXB,,
365,"['java', 'regex', 'string', 'replace']","{'account_id': 17535, 'reputation': 4479, 'user_id': 39339, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/P1c23.jpg?s=256&g=1', 'display_name': 'JuanDeLosMuertos', 'link': 'https://stackoverflow.com/users/39339/juandelosmuertos'}",True,2411,,499514.0,5,,1,,1436343767,1233434031,1436343767.0,499504,CC BY-SA 3.0,https://stackoverflow.com/questions/499504/replacing-regex-in-java-string,replacing regex in java string,,
366,"['java', 'maven-2', 'maven-plugin', 'findbugs']","{'account_id': 24272, 'reputation': 4474, 'user_id': 61628, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/84e40cead24668860e46d8fb8ef7915c?s=256&d=identicon&r=PG', 'display_name': 'Etam', 'link': 'https://stackoverflow.com/users/61628/etam'}",True,13816,,,4,,2,,1436199172,1233600166,1436199172.0,504368,CC BY-SA 3.0,https://stackoverflow.com/questions/504368/maven-findbugs-plugin,Maven FindBugs plugin,,
367,"['java', 'batch-file', 'jpa', 'purge']","{'user_type': 'does_not_exist', 'display_name': 'Conor'}",True,4090,,,4,,6,,1435856952,1234182519,1435856952.0,527945,CC BY-SA 3.0,https://stackoverflow.com/questions/527945/batch-deletion-purging-of-records-via-java-orm,Batch deletion / purging of records via Java ORM,,
368,"['java', 'swing', 'jdialog']","{'account_id': 8429, 'reputation': 55846, 'user_id': 15187, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/6901887336e94dfc45e6208206dddbae?s=256&d=identicon&r=PG', 'display_name': 'yanchenko', 'link': 'https://stackoverflow.com/users/15187/yanchenko'}",True,1266,,581062.0,1,,1,,1435089409,1235301013,1435089409.0,574746,CC BY-SA 3.0,https://stackoverflow.com/questions/574746/why-does-jdialog-jump-on-setlocationrelativeto,Why does JDialog &#39;jump&#39; on setLocationRelativeTo()?,,
369,"['java', 'tomcat', 'gzip', 'yslow']","{'account_id': 15307, 'reputation': 17374, 'user_id': 32174, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/ec3b4d2db3e6e33b498deb38592e862d?s=256&d=identicon&r=PG', 'display_name': 'Julien Chastang', 'link': 'https://stackoverflow.com/users/32174/julien-chastang'}",True,18215,,611577.0,5,,14,,1434345655,1234656374,1234656787.0,550024,CC BY-SA 2.5,https://stackoverflow.com/questions/550024/tomcat-compression-does-not-add-a-content-encoding-gzip-in-the-header,Tomcat Compression Does Not Add a Content-Encoding: gzip in the Header,,
370,"['java', 'dependency-injection', 'inversion-of-control', 'guice']","{'account_id': 2096, 'reputation': 12080, 'user_id': 2890, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/wA6mv.png?s=256&g=1', 'display_name': 'Vinnie', 'link': 'https://stackoverflow.com/users/2890/vinnie'}",True,4191,,554274.0,3,,4,,1434253201,1234810849,,554201,CC BY-SA 2.5,https://stackoverflow.com/questions/554201/can-guice-initialize-beans,Can Guice initialize beans?,,
371,"['java', 'eclipse-rcp', 'explorer', 'finder', 'file-manager']","{'account_id': 8326, 'reputation': 253181, 'user_id': 14955, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/5DblQ.png?s=256&g=1', 'display_name': 'Thilo', 'link': 'https://stackoverflow.com/users/14955/thilo'}",True,5812,,,3,,7,,1434183681,1234940063,1234940603.0,560077,CC BY-SA 2.5,https://stackoverflow.com/questions/560077/how-to-launch-the-default-native-application-for-a-given-file-from-java,How to launch the default (native) application for a given file from Java?,,
372,"['java', 'xml', 'xpath', 'jdom']","{'account_id': 7670, 'reputation': 34535, 'user_id': 13379, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/29d7c49f6f174710788c79011219bae1?s=256&d=identicon&r=PG', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/13379/michael'}",True,16874,,543120.0,3,,13,,1434042940,1234469861,,543049,CC BY-SA 2.5,https://stackoverflow.com/questions/543049/default-xml-namespace-jdom-and-xpath,"Default XML namespace, JDOM, and XPath",,
373,"['java', 'object']","{'account_id': 1652, 'reputation': 29, 'user_id': 2226, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b70f01edcadb666919de511a691295b7?s=256&d=identicon&r=PG', 'display_name': 'allan', 'link': 'https://stackoverflow.com/users/2226/allan'}",True,16969,,502283.0,4,,4,,1433863835,1233551970,,502256,CC BY-SA 2.5,https://stackoverflow.com/questions/502256/object-reference-in-java,Object reference in java,,
374,"['java', 'android', 'encoding', 'utf-8']","{'account_id': 19674, 'reputation': 69967, 'user_id': 46297, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/BIsfd.jpg?s=256&g=1', 'display_name': 'lostInTransit', 'link': 'https://stackoverflow.com/users/46297/lostintransit'}",True,157193,,573221.0,11,,74,,1432733233,1235228839,1432733233.0,573184,CC BY-SA 3.0,https://stackoverflow.com/questions/573184/java-convert-string-to-valid-uri-object,Java - Convert String to valid URI object,,
375,"['java', 'junit']","{'account_id': 10007, 'reputation': 63, 'user_id': 18727, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a0d4738a1dc2a858f2f941c2662c11e?s=256&d=identicon&r=PG', 'display_name': 'user18727', 'link': 'https://stackoverflow.com/users/18727/user18727'}",True,14459,,535934.0,7,,5,,1432632853,1234341516,1356608789.0,535929,CC BY-SA 3.0,https://stackoverflow.com/questions/535929/to-find-the-number-of-test-methods-in-a-junit-testcase,To find the number of test methods in a JUnit TestCase,,
376,"['java', 'layout']","{'account_id': 876626, 'reputation': 212, 'user_id': 43209, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/46b37ee849bb8acbb993002ba94362e4?s=256&d=identicon&r=PG', 'display_name': 'suxSx', 'link': 'https://stackoverflow.com/users/43209/suxsx'}",True,7442,,520004.0,4,,2,,1432027087,1233918724,,519918,CC BY-SA 2.5,https://stackoverflow.com/questions/519918/xy-layout-java,XY Layout JAVA,,
377,"['java', 'algorithm', 'diff', 'javabeans']","{'account_id': 3001, 'reputation': 136608, 'user_id': 4249, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/c11c60c7e6d29cb4b87f3c0a3b692181?s=256&d=identicon&r=PG', 'display_name': 'matt b', 'link': 'https://stackoverflow.com/users/4249/matt-b'}",True,5077,,578291.0,6,,10,,1431604921,1235405642,,578209,CC BY-SA 2.5,https://stackoverflow.com/questions/578209/common-algorithm-for-generating-a-diff-of-the-fields-in-two-beans,Common algorithm for generating a diff of the fields in two beans?,,
378,"['java', 'this', 'variable-assignment']","{'account_id': 18419, 'reputation': 47975, 'user_id': 42155, 'user_type': 'registered', 'accept_rate': 22, 'profile_image': 'https://www.gravatar.com/avatar/bec1c77805ad9d7e6b1dca098442e984?s=256&d=identicon&r=PG', 'display_name': 'user42155', 'link': 'https://stackoverflow.com/users/42155/user42155'}",True,10043,,,13,,8,,1431331742,1233846796,1431331742.0,516291,CC BY-SA 3.0,https://stackoverflow.com/questions/516291/the-use-of-this-in-java,The use of &quot;this&quot; in Java,,
379,"['java', 'java-me']","{'account_id': 11646, 'reputation': 13799, 'user_id': 22550, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/df80ffb0f9149e665ab51bd6211cd383?s=256&d=identicon&r=PG', 'display_name': 'sv_in', 'link': 'https://stackoverflow.com/users/22550/sv-in'}",True,2460,,533059.0,3,,3,,1430674194,1234274341,1430674194.0,532432,CC BY-SA 3.0,https://stackoverflow.com/questions/532432/where-can-i-find-the-source-code-for-j2me,Where can I find the source code for J2ME?,,
380,"['java', 'annotations']","{'account_id': 10836, 'reputation': 193199, 'user_id': 20654, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/94066dfa49c2feb14706cb081848fda7?s=256&d=identicon&r=PG', 'display_name': 'OscarRyz', 'link': 'https://stackoverflow.com/users/20654/oscarryz'}",True,47242,,588065.0,2,,61,,1429879214,1235598524,1429879214.0,588056,CC BY-SA 3.0,https://stackoverflow.com/questions/588056/interface-default-declaration-usage-in-java,@interface default declaration usage in Java,,
381,"['java', 'annotations', 'spring-security']","{'account_id': 9398, 'reputation': 11979, 'user_id': 17337, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/daf0f8fc36f463fe2cb23bafb7ec209f?s=256&d=identicon&r=PG', 'display_name': 'IaCoder', 'link': 'https://stackoverflow.com/users/17337/iacoder'}",True,16470,,,7,,15,,1429707554,1233862220,1301479658.0,517527,CC BY-SA 2.5,https://stackoverflow.com/questions/517527/spring-not-enforcing-method-security-annotations,spring not enforcing method security annotations,,
382,"['java', 'dependency-injection', 'guice']","{'account_id': 12429, 'reputation': 3918, 'user_id': 24457, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/498b9a4627e75652af4d1313ed29e56b?s=256&d=identicon&r=PG', 'display_name': 'ashitaka', 'link': 'https://stackoverflow.com/users/24457/ashitaka'}",True,6049,,531073.0,1,,8,,1429633206,1234240223,,531061,CC BY-SA 2.5,https://stackoverflow.com/questions/531061/injector-getinstance-returns-a-new-instance-for-a-singleton,Injector.getInstance(..) returns a new instance for a singleton,,
383,"['java', 'properties', 'spring']","{'account_id': 5130, 'reputation': 3225, 'user_id': 8092, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6f02b8ba8a3e4f55a6264e19fadbf09e?s=256&d=identicon&r=PG', 'display_name': 'Jonathan Adelson', 'link': 'https://stackoverflow.com/users/8092/jonathan-adelson'}",True,40980,,534235.0,2,,17,,1429171830,1234299759,,534199,CC BY-SA 2.5,https://stackoverflow.com/questions/534199/how-to-collect-spring-properties-from-multiple-files-for-use-on-a-single-bean,How to collect spring properties from multiple files for use on a single bean,,
