,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,community_owned_date,closed_date,closed_reason,locked_date
630,"['java', 'eclipse']","{'account_id': 46614, 'reputation': 5776, 'user_id': 137764, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/plvTt.jpg?s=256&g=1', 'display_name': 'lucasmo', 'link': 'https://stackoverflow.com/users/137764/lucasmo'}",True,8331,8,15,1425670776,1248283207,1324221536.0,1166849,CC BY-SA 3.0,https://stackoverflow.com/questions/1166849/fix-eclipse-java-references-database-corruption,Fix Eclipse java references database corruption?,,1167010.0,,,,
631,"['java', 'generics']","{'user_type': 'does_not_exist', 'display_name': 'misko herko'}",True,54700,7,61,1425571967,1246626408,,1079279,CC BY-SA 2.5,https://stackoverflow.com/questions/1079279/class-object-of-generic-class-java,Class object of generic class (java),,,,,,
632,"['java', 'eclipse', 'documentation', 'inheritdoc']","{'account_id': 30858, 'reputation': 26241, 'user_id': 84399, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/d2f8c827553a2f14b2ae834766e7f885?s=256&d=identicon&r=PG', 'display_name': 'Verhogen', 'link': 'https://stackoverflow.com/users/84399/verhogen'}",True,19890,3,17,1425478681,1246677208,1246679447.0,1081408,CC BY-SA 2.5,https://stackoverflow.com/questions/1081408/java-documentation-override-method-does-not-inheritdoc,Java Documentation Override Method does not InheritDoc,,1081440.0,,,,
633,"['java', 'javascript', 'embed']","{'account_id': 42311, 'reputation': 6218, 'user_id': 123234, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/8aefed28dfd5e867ec01f0be654c543b?s=256&d=identicon&r=PG', 'display_name': 'Josh', 'link': 'https://stackoverflow.com/users/123234/josh'}",True,1312,4,5,1425331432,1248452616,,1178713,CC BY-SA 2.5,https://stackoverflow.com/questions/1178713/java-equivalent-of-swfobject,java equivalent of swfobject,,1185075.0,,,,
634,"['java', 'dependency-injection']","{'account_id': 28311, 'reputation': 4468, 'user_id': 75554, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/0ae90bf5614d28c2300cdcd1dfc9f503?s=256&d=identicon&r=PG', 'display_name': 'Nuno Furtado', 'link': 'https://stackoverflow.com/users/75554/nuno-furtado'}",True,4375,4,6,1424875058,1248868902,1495540835.0,1199765,CC BY-SA 3.0,https://stackoverflow.com/questions/1199765/java-6-serviceloader,JAVA 6 ServiceLoader,,,,,,
635,"['java', 'postgresql', 'timestamp', 'jodatime']","{'account_id': 7727, 'reputation': 7683, 'user_id': 13491, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/317a26f418c7f12c98cac24d9c80a966?s=256&d=identicon&r=PG', 'display_name': 'WolfmanDragon', 'link': 'https://stackoverflow.com/users/13491/wolfmandragon'}",True,66285,2,66,1424797189,1246490677,1384933485.0,1071800,CC BY-SA 3.0,https://stackoverflow.com/questions/1071800/how-to-use-joda-time-with-java-sql-timestamp,How to use Joda-Time with java.sql.Timestamp,,1071822.0,,,,
636,"['java', 'eclipse', 'warnings', 'suppress-warnings']","{'account_id': 10475, 'reputation': 8705, 'user_id': 19820, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/463ee6f65f6dd6686a9528ad5cd93a51?s=256&d=identicon&r=PG', 'display_name': 'Peter Becker', 'link': 'https://stackoverflow.com/users/19820/peter-becker'}",True,10707,3,17,1424430806,1246857154,,1085520,CC BY-SA 2.5,https://stackoverflow.com/questions/1085520/how-do-i-suppress-eclipse-3-5s-warnings-of-dead-code,How do I suppress Eclipse 3.5&#39;s warnings of dead code,,1085578.0,,,,
637,"['java', 'jvm', 'inlining', 'inline-method']","{'account_id': 47717, 'reputation': 766, 'user_id': 141456, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1fbba45bd070db3c4d389adccd729081?s=256&d=identicon&r=PG', 'display_name': 'CL23', 'link': 'https://stackoverflow.com/users/141456/cl23'}",True,13278,8,40,1424296085,1248181915,1424296085.0,1159087,CC BY-SA 3.0,https://stackoverflow.com/questions/1159087/inlining-in-java,Inlining in Java,,1159118.0,,,,
638,"['java', 'pdf', 'pdf-generation', 'jmeter']","{'account_id': 34907, 'reputation': 7489, 'user_id': 98711, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/1ecf3ea599b91ce5ed948fb393ee6d6e?s=256&d=identicon&r=PG', 'display_name': 'BlackGaff', 'link': 'https://stackoverflow.com/users/98711/blackgaff'}",True,1110,1,0,1424240106,1247764987,,1139040,CC BY-SA 2.5,https://stackoverflow.com/questions/1139040/jmeter-able-to-render-pdf,jmeter - able to render PDF?,,1141378.0,,,,
639,"['java', 'swing', 'jtable']","{'account_id': 15782, 'reputation': 1542, 'user_id': 33724, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/13a6cc9bffe2e99c4bbf3bc6bcbde093?s=256&d=identicon&r=PG', 'display_name': 'Beardo', 'link': 'https://stackoverflow.com/users/33724/beardo'}",True,14972,8,15,1424126020,1248114688,1248114950.0,1155137,CC BY-SA 2.5,https://stackoverflow.com/questions/1155137/how-to-keep-a-single-column-from-being-reordered-in-a-jtable,How to keep a single column from being reordered in a JTable?,,1155277.0,,,,
640,"['java', 'string', 'replace']","{'account_id': 47717, 'reputation': 766, 'user_id': 141456, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1fbba45bd070db3c4d389adccd729081?s=256&d=identicon&r=PG', 'display_name': 'CL23', 'link': 'https://stackoverflow.com/users/141456/cl23'}",True,12986,5,15,1424112561,1248283761,,1166905,,https://stackoverflow.com/questions/1166905/hints-for-java-lang-string-replace-problem,Hints for java.lang.String.replace problem?,,1166912.0,,1449611094.0,Duplicate,
641,"['java', 'sorting', 'collections']","{'account_id': 20967, 'reputation': 15152, 'user_id': 50572, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/e51d1111f2944fbd26c08a8f85175b17?s=256&d=identicon&r=PG', 'display_name': 'Knut Arne Vedaa', 'link': 'https://stackoverflow.com/users/50572/knut-arne-vedaa'}",True,79641,9,65,1423997063,1248954287,1248958576.0,1206073,,https://stackoverflow.com/questions/1206073/sorting-a-collection-of-objects,Sorting a collection of objects,,1206087.0,,1459412915.0,Duplicate,
642,"['java', 'io', 'stream']","{'account_id': 19061, 'reputation': 181316, 'user_id': 44330, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/dd5a7ef1476fb01998a215b1642dfd07?s=256&d=identicon&r=PG', 'display_name': 'Jason S', 'link': 'https://stackoverflow.com/users/44330/jason-s'}",True,48481,9,40,1423852298,1246998761,1381944962.0,1094703,CC BY-SA 3.0,https://stackoverflow.com/questions/1094703/java-file-input-with-rewind-reset-capability,java file input with rewind()/reset() capability,,18665678.0,,,,
643,"['java', 'file']","{'user_type': 'does_not_exist', 'display_name': 'Lawrence Park'}",True,76361,6,22,1423068628,1247665612,1423068628.0,1131500,CC BY-SA 3.0,https://stackoverflow.com/questions/1131500/using-relative-directory-path-in-java,Using relative directory path in Java,,1131603.0,,,,
644,"['java', 'tomcat', 'jar', 'war']","{'account_id': 22202, 'reputation': 24835, 'user_id': 54538, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/976d0f9652561e49997a445245c65bc6?s=256&d=identicon&r=PG', 'display_name': 'Hadi Eskandari', 'link': 'https://stackoverflow.com/users/54538/hadi-eskandari'}",True,3823,4,3,1422065689,1246961311,,1091460,CC BY-SA 2.5,https://stackoverflow.com/questions/1091460/tomcat-deployment-problem-using-jar-file-instead-of-classes,Tomcat deployment problem using jar file instead of classes,,1091531.0,,,,
645,"['java', 'tomcat', 'ssl', 'config']","{'user_type': 'does_not_exist', 'display_name': 'Hoe Chin'}",True,674,3,0,1422057944,1247883837,1247896425.0,1146520,CC BY-SA 2.5,https://stackoverflow.com/questions/1146520/ssl-tomcat-configuration,SSL Tomcat Configuration,,,,,,
646,"['java', 'file', 'nio']","{'account_id': 3684, 'reputation': 42185, 'user_id': 5346, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/33feea54e02fb1147b41d2edb88659dd?s=256&d=identicon&r=PG', 'display_name': 'Nick Fortescue', 'link': 'https://stackoverflow.com/users/5346/nick-fortescue'}",True,14546,7,14,1421340304,1246525331,1246527446.0,1073274,CC BY-SA 2.5,https://stackoverflow.com/questions/1073274/in-java-what-is-the-best-safest-pattern-for-monitoring-a-file-being-appended-to,"In Java, what is the best/safest pattern for monitoring a file being appended to?",,1074704.0,,,,
647,"['java', 'events', 'mouse', 'transparency']","{'account_id': 4203, 'reputation': 1004, 'user_id': 6243, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/8815d60252e3b15db8b04eab0e64b2ce?s=256&d=identicon&r=PG', 'display_name': 'Varun', 'link': 'https://stackoverflow.com/users/6243/varun'}",True,4753,4,4,1421016651,1248723308,1495542643.0,1190168,CC BY-SA 3.0,https://stackoverflow.com/questions/1190168/pass-mouse-events-to-applications-behind-from-a-java-ui,Pass mouse events to applications behind from a Java UI,,1407055.0,,,,
648,"['java', 'google-app-engine', 'image', 'upload']","{'account_id': 23521, 'reputation': 7617, 'user_id': 59009, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/d6e2f589a7ce04340aeb4c9a06bd9ab3?s=256&d=identicon&r=PG', 'display_name': 'mfloryan', 'link': 'https://stackoverflow.com/users/59009/mfloryan'}",True,4539,4,5,1420954696,1247087670,,1100573,CC BY-SA 2.5,https://stackoverflow.com/questions/1100573/storing-uploaded-images-on-google-app-engine-with-java,Storing uploaded images on Google App Engine with Java,,6642817.0,,,,
649,"['java', 'security', 'xss']","{'user_type': 'does_not_exist', 'display_name': 'Hoe Chin'}",True,112130,3,38,1420563964,1248188295,1394004665.0,1159729,,https://stackoverflow.com/questions/1159729/java-best-practices-to-prevent-cross-site-scripting,Java Best Practices to Prevent Cross Site Scripting,1420585387.0,,,1420620230.0,Opinion-based,
650,"['java', 'java-native-interface']","{'account_id': 36779, 'reputation': 11241, 'user_id': 104998, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/1b9ef9b2332fdfb1597ea5ea497798f5?s=256&d=identicon&r=PG', 'display_name': 'Petey B', 'link': 'https://stackoverflow.com/users/104998/petey-b'}",True,32306,2,17,1420508261,1247768573,,1139386,CC BY-SA 2.5,https://stackoverflow.com/questions/1139386/check-if-a-dll-library-is-already-loaded-java,Check if a dll library is already loaded? (Java),,1139433.0,,,,
651,"['java', 'database', 'performance', 'jdbc', 'jakarta-ee']","{'account_id': 37043, 'reputation': 2376, 'user_id': 105817, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/ccb4e09e7519992b12b50ba772622c74?s=256&d=identicon&r=PG', 'display_name': 'Jay', 'link': 'https://stackoverflow.com/users/105817/jay'}",True,13351,5,6,1419335494,1247834682,1247835538.0,1143053,CC BY-SA 2.5,https://stackoverflow.com/questions/1143053/how-effective-is-executebatch-on-a-prepared-statement,How effective is executeBatch on a Prepared Statement?,,1143091.0,,,,
652,"['java', 'api', 'graphics', '3d']","{'account_id': 24563, 'reputation': 6489, 'user_id': 62575, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/065d470a08f3158753244d26d5442db8?s=256&d=identicon&r=PG&f=1', 'display_name': 'worbel', 'link': 'https://stackoverflow.com/users/62575/worbel'}",True,51828,2,39,1417387318,1248834831,1351256347.0,1197791,,https://stackoverflow.com/questions/1197791/best-3d-java-engine,Best 3D Java Engine,,,,1431884622.0,Not suitable for this site,
653,"['java', 'java-me', 'mobile']","{'account_id': 5109, 'reputation': 7768, 'user_id': 8041, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/a8e27f22badc25a78652844c14009420?s=256&d=identicon&r=PG', 'display_name': 'Daniel Moura', 'link': 'https://stackoverflow.com/users/8041/daniel-moura'}",True,3433,6,2,1417159233,1246473532,1334291491.0,1070675,CC BY-SA 3.0,https://stackoverflow.com/questions/1070675/outofmemoryerror-in-j2me-application,OutOfMemoryError in j2me application,,,,,,
654,"['java', 'mysql', 'jdbc', 'concurrency', 'thread-safety']","{'account_id': 27818, 'reputation': 39438, 'user_id': 73772, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/e8f5eec46065444e9c4aeaa145c37b1f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Emil H', 'link': 'https://stackoverflow.com/users/73772/emil-h'}",True,12875,3,16,1417108647,1248991974,,1209693,CC BY-SA 2.5,https://stackoverflow.com/questions/1209693/is-mysql-connector-jdbc-thread-safe,Is MySQL Connector/JDBC thread safe?,,1209708.0,,,,
655,"['java', 'python', 'google-app-engine', 'scala', 'oauth']","{'account_id': 21315, 'reputation': 4498, 'user_id': 51700, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/43c427f1fe62eb5f74fe6782a257f2ac?s=256&d=identicon&r=PG', 'display_name': 'Mark Essel', 'link': 'https://stackoverflow.com/users/51700/mark-essel'}",True,3785,6,4,1416923513,1248900105,,1202910,,https://stackoverflow.com/questions/1202910/looking-for-a-generic-oauth-library-for-scala-java-or-python,"Looking for a generic Oauth library for scala, java or python",,1216902.0,,1426385574.0,Not suitable for this site,
656,"['java', 'performance', 'variables', 'reference', 'getter']","{'account_id': 10893, 'reputation': 47747, 'user_id': 20774, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/3e32e31d4c24c1558abd6567f2ab60ba?s=256&d=identicon&r=PG', 'display_name': 'James McMahon', 'link': 'https://stackoverflow.com/users/20774/james-mcmahon'}",True,3119,9,8,1416567267,1248805541,1248808015.0,1195849,CC BY-SA 2.5,https://stackoverflow.com/questions/1195849/in-java-is-there-a-performance-difference-between-referencing-a-field-through-ge,In Java is there a performance difference between referencing a field through getter versus through a variable?,,1195892.0,,,,
657,"['java', 'unix', 'java-native-interface', 'posix']","{'account_id': 42966, 'reputation': 8189, 'user_id': 125389, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f1e98f05abc4401e69a3dc04f180c590?s=256&d=identicon&r=PG', 'display_name': 'Kevin Panko', 'link': 'https://stackoverflow.com/users/125389/kevin-panko'}",True,7341,4,15,1415931911,1246900142,1309381904.0,1088113,CC BY-SA 3.0,https://stackoverflow.com/questions/1088113/is-there-a-java-library-of-unix-functions,Is there a Java library of Unix functions?,,1088183.0,,,,
658,['java'],"{'account_id': 7697, 'reputation': 5362, 'user_id': 13436, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/afd03476557a6734de899cd772038396?s=256&d=identicon&r=PG', 'display_name': 'Rob', 'link': 'https://stackoverflow.com/users/13436/rob'}",True,35442,4,26,1414501031,1246540777,1414501031.0,1074295,CC BY-SA 3.0,https://stackoverflow.com/questions/1074295/truncate-an-array-without-copying-it,Truncate an array without copying it?,,1074303.0,,,,
659,"['java', 'apache', 'static-analysis', 'fortify']","{'user_type': 'does_not_exist', 'display_name': 'user131441'}",True,9721,3,4,1414243547,1248203038,1414243547.0,1161101,CC BY-SA 3.0,https://stackoverflow.com/questions/1161101/fortify-source-analyzer-and-apache-lenya,Fortify Source Analyzer and Apache Lenya,,1161723.0,,,,
660,"['java', 'compiler-construction', 'jls']","{'account_id': 11089, 'reputation': 394369, 'user_id': 21234, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/d5f91983a9d9cfb69981b6108a63b412?s=256&d=identicon&r=PG', 'display_name': 'skaffman', 'link': 'https://stackoverflow.com/users/21234/skaffman'}",True,1543,4,7,1413925857,1248430487,1413925857.0,1176799,CC BY-SA 3.0,https://stackoverflow.com/questions/1176799/why-does-eclipse-compile-this-but-javac-doesnt,"Why does Eclipse compile this, but javac doesn&#39;t?",,1176820.0,,,,
661,"['java', 'event-handling', 'timer', 'jfreechart']","{'account_id': 44455, 'reputation': 3193, 'user_id': 130529, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/6692c99e8ce65eb8dcebdd4ec9cb4b62?s=256&d=identicon&r=PG', 'display_name': 'Harish', 'link': 'https://stackoverflow.com/users/130529/harish'}",True,2734,2,1,1413707941,1247247206,1413707941.0,1110913,CC BY-SA 3.0,https://stackoverflow.com/questions/1110913/java-event-handling-with-a-delay,Java event handling with a delay,,1111012.0,,,,
662,"['java', 'javascript', 'gwt', 'morfik']","{'account_id': 41248, 'reputation': 733, 'user_id': 119819, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/903b340b5c705e0379eadc8df9a1e40f?s=256&d=identicon&r=PG', 'display_name': 'Nizar Grira', 'link': 'https://stackoverflow.com/users/119819/nizar-grira'}",True,1547,10,9,1413664588,1246799946,,1084045,,https://stackoverflow.com/questions/1084045/should-web-developers-still-learn-javascript,Should web developers still learn JavaScript?,,1084047.0,,1413681810.0,Opinion-based,
663,"['java', 'linux', 'http', 'session', 'scalability']","{'account_id': 6167, 'reputation': 7433, 'user_id': 10272, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/2cdc5c3059c40c76d5ca7bec8d149f9e?s=256&d=identicon&r=PG', 'display_name': 'Ran', 'link': 'https://stackoverflow.com/users/10272/ran'}",True,7603,4,16,1412934517,1248853959,,1198648,CC BY-SA 2.5,https://stackoverflow.com/questions/1198648/scalable-http-session-management-java-linux,"Scalable http session management (java, linux)",,1199479.0,,,,
664,"['java', 'persistence', 'annotations', 'primary-key', 'many-to-many']","{'account_id': 35654, 'reputation': 3913, 'user_id': 101055, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/80c8c6c018a659e9043403c9f02ce048?s=256&d=identicon&r=PG', 'display_name': 'b0x0rz', 'link': 'https://stackoverflow.com/users/101055/b0x0rz'}",True,51917,5,20,1412871228,1249040176,1412871228.0,1212058,CC BY-SA 3.0,https://stackoverflow.com/questions/1212058/how-to-make-a-composite-primary-key-java-persistence-annotation,how to make a composite primary key (java persistence annotation),,1241754.0,,,,
665,"['java', 'firefox', 'applet', 'navigator']","{'user_type': 'does_not_exist', 'display_name': 'Timothy Mifsud'}",True,8799,4,6,1412762200,1248434883,1336044288.0,1177070,CC BY-SA 3.0,https://stackoverflow.com/questions/1177070/determine-whether-client-browser-has-java-installed-and-can-launch-applets,Determine whether client browser has java installed and can launch applets,,1177332.0,,,,
666,"['java', 'swing']","{'user_type': 'does_not_exist', 'display_name': 'c0d3x'}",True,7550,1,5,1412524501,1246988558,1412524501.0,1093735,CC BY-SA 3.0,https://stackoverflow.com/questions/1093735/how-to-make-the-background-of-a-jcheckbox-transparent,How to make the background of a JCheckBox transparent?,,1093752.0,,,,
667,"['java', 'apache', 'struts2', 'servlets']","{'account_id': 40348, 'reputation': 682, 'user_id': 116926, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3eae0b6c37b4ee8cc974798f79c2aff5?s=256&d=identicon&r=PG', 'display_name': 'andynu', 'link': 'https://stackoverflow.com/users/116926/andynu'}",True,5141,4,1,1412234564,1248916352,,1203951,CC BY-SA 2.5,https://stackoverflow.com/questions/1203951/how-can-you-get-the-original-request-uri-from-within-a-struts-2-action-reached-v,How can you get the original REQUEST_URI from within a Struts 2 Action reached via an apache ErrorDocument redirection?,,,,,,
668,"['java', 'eclipse', 'ide']","{'user_type': 'does_not_exist', 'display_name': 'Patrick'}",True,7806,5,9,1412091297,1247578392,1248193060.0,1125415,CC BY-SA 2.5,https://stackoverflow.com/questions/1125415/creating-a-separate-folder-in-the-same-package-eclipse,Creating a separate Folder in the same package... [ECLIPSE],,1125429.0,,,,
669,"['java', 'jsf']","{'account_id': 2143, 'reputation': 11310, 'user_id': 2955, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/3a62a22f27844aa8e0c963ff908d07b2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Damo', 'link': 'https://stackoverflow.com/users/2955/damo'}",True,7650,2,6,1411984290,1248453533,1248455676.0,1178783,CC BY-SA 2.5,https://stackoverflow.com/questions/1178783/jsf-accessing-bean-from-validator-via-field,JSF: Accessing Bean from Validator via field,,1179201.0,,,,
670,"['java', 'maven-2', 'classpath', 'maven-plugin']","{'account_id': 6862, 'reputation': 1522, 'user_id': 11672, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7295e69f5dae5edd1edbf549447bd6e3?s=256&d=identicon&r=PG', 'display_name': 'Tor-Morten', 'link': 'https://stackoverflow.com/users/11672/tor-morten'}",True,7451,3,4,1411944326,1246429668,1248982296.0,1067563,CC BY-SA 2.5,https://stackoverflow.com/questions/1067563/how-to-resolve-maven-exec-plugin-classpath-too-long-error,How to resolve Maven exec plugin: classpath too long error?,,1070550.0,,,,
671,"['java', 'telnet']","{'account_id': 8986, 'reputation': 2721, 'user_id': 16424, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/DxHXv.jpg?s=256&g=1', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/16424/ben'}",True,19906,4,17,1411538642,1248805180,,1195809,,https://stackoverflow.com/questions/1195809/looking-for-java-telnet-emulator,Looking for Java Telnet emulator,,1213188.0,,1420739285.0,Not suitable for this site,
672,['java'],"{'account_id': 44063, 'reputation': 2816, 'user_id': 129099, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://i.stack.imgur.com/x0HV2.png?s=256&g=1', 'display_name': 'webkul', 'link': 'https://stackoverflow.com/users/129099/webkul'}",True,2846,7,5,1410015593,1247143902,1340911318.0,1103666,CC BY-SA 3.0,https://stackoverflow.com/questions/1103666/java-array-declaration-bracket-placement,Java Array Declaration Bracket Placement,,,,,,
673,"['java', 'soap', 'tdd', 'agile']","{'account_id': 39603, 'reputation': 1967, 'user_id': 114308, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/5f98c5acaa1b204dfa3645faf2476f1c?s=256&d=identicon&r=PG', 'display_name': 'rafa.ferreira', 'link': 'https://stackoverflow.com/users/114308/rafa-ferreira'}",True,5854,3,0,1409760159,1248992247,,1209716,CC BY-SA 2.5,https://stackoverflow.com/questions/1209716/simulate-generate-a-sockettimeoutexception-in-a-servlet,Simulate/Generate a SocketTimeoutException in a servlet,,,,,,
674,"['java', 'maven-2', 'jetty', 'tapestry']","{'account_id': 717, 'reputation': 52979, 'user_id': 939, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/ce6d3fed32e985093a107913c3762579?s=256&d=identicon&r=PG', 'display_name': 'Ron Tuffin', 'link': 'https://stackoverflow.com/users/939/ron-tuffin'}",True,8480,2,3,1409223151,1247602247,,1127704,CC BY-SA 2.5,https://stackoverflow.com/questions/1127704/getting-maven-to-start-jetty-tapestry-tutorial,Getting maven to start jetty (Tapestry Tutorial),,,,,,
675,"['java', 'mysql', 'jdbc', 'timeout', 'connection']","{'account_id': 41179, 'reputation': 8804, 'user_id': 119622, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/40f3ab7bd9c6b59a7ae580f2667af7a1?s=256&d=identicon&r=PG', 'display_name': 'letronje', 'link': 'https://stackoverflow.com/users/119622/letronje'}",True,8038,4,9,1409061918,1248075017,1409061918.0,1152124,CC BY-SA 3.0,https://stackoverflow.com/questions/1152124/jdbc4-communicationsexception,jdbc4 CommunicationsException,,1250206.0,,,,
676,"['java', 'hibernate', 'one-to-one']","{'account_id': 24810, 'reputation': 42679, 'user_id': 63309, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/5ac7f2fab7e2e84903aebbe0c9818661?s=256&d=identicon&r=PG', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/63309/tom'}",True,6304,2,2,1407766189,1246653991,1407766189.0,1080771,CC BY-SA 3.0,https://stackoverflow.com/questions/1080771/delete-one-to-one-relationship,Delete One To One relationship,,1080913.0,,,,
677,"['java', 'sqlite', 'jdbc', 'performance']","{'account_id': 6881, 'reputation': 45607, 'user_id': 11708, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/a158a9850c8f1dd219e95bbb29ef960d?s=256&d=identicon&r=PG', 'display_name': 'Charles Ma', 'link': 'https://stackoverflow.com/users/11708/charles-ma'}",True,5362,2,12,1407435666,1248914375,1249143414.0,1203850,CC BY-SA 2.5,https://stackoverflow.com/questions/1203850/slow-sqlite-insert-using-the-jdbc-drivers-in-java,slow sqlite insert using the jdbc drivers in java,,1203882.0,,,,
678,"['java', 'comments', 'coding-style']","{'account_id': 42590, 'reputation': 1417, 'user_id': 124091, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/OiI0f.jpg?s=256&g=1', 'display_name': 'Indhu Bharathi', 'link': 'https://stackoverflow.com/users/124091/indhu-bharathi'}",True,13432,8,22,1407427540,1246852866,1309003708.0,1085364,CC BY-SA 3.0,https://stackoverflow.com/questions/1085364/why-is-style-multiline-comment-bad-in-java,Why is &#39;//&#39; style multiline comment bad (in Java)?,,,,,,
679,"['java', 'windows', 'installation']","{'account_id': 36759, 'reputation': 37183, 'user_id': 104950, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/1nwnJ.jpg?s=256&g=1', 'display_name': 'Amir Afghani', 'link': 'https://stackoverflow.com/users/104950/amir-afghani'}",True,14463,3,10,1407257016,1248711996,,1189192,CC BY-SA 2.5,https://stackoverflow.com/questions/1189192/programmatically-determine-what-jdk-jres-are-installed-on-my-box,Programmatically determine what JDK/JRE&#39;s are installed on my box,,1189223.0,,,,
680,"['java', 'visualization', 'class-hierarchy', 'call-graph']","{'account_id': 23551, 'reputation': 29620, 'user_id': 59087, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/6px8g.jpg?s=256&g=1', 'display_name': 'Dave Jarvis', 'link': 'https://stackoverflow.com/users/59087/dave-jarvis'}",True,21537,3,8,1407170000,1248303630,1300253585.0,1168753,,https://stackoverflow.com/questions/1168753/application-to-generate-java-class-hierarchy-diagram,Application to generate Java class hierarchy diagram,,,1252846940.0,1422625761.0,Not suitable for this site,
681,"['java', 'xml', 'sax']","{'account_id': 4892, 'reputation': 28365, 'user_id': 7581, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/6b3407202ad40e256721bbfb877481e8?s=256&d=identicon&r=PG', 'display_name': 'itsadok', 'link': 'https://stackoverflow.com/users/7581/itsadok'}",True,5503,3,1,1406876066,1246512533,1268115580.0,1072653,CC BY-SA 2.5,https://stackoverflow.com/questions/1072653/saxexception-unexpected-end-of-file-after-null,SAXException: Unexpected end of file after null,,12190535.0,,,,
