,tags,owner,is_answered,view_count,protected_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,community_owned_date,migrated_from,locked_date
315,"['java', 'jboss', 'weblogic']","{'account_id': 50860, 'reputation': 2446, 'user_id': 151799, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/67a7854e06b8ab9f0a559b44bbff50f6?s=256&d=identicon&r=PG', 'display_name': 'Avi Y', 'link': 'https://stackoverflow.com/users/151799/avi-y'}",True,48609,,13,48,1518440070,1250772563,1329218462.0,1305980,,https://stackoverflow.com/questions/1305980/weblogic-or-jboss,Weblogic or JBoss?,1306062.0,1352216810.0,not constructive,,,
316,"['java', 'eclipse', 'jsp', 'taglib', 'custom-tags']","{'account_id': 50164, 'reputation': 1859, 'user_id': 149522, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/a9d7b5d8e53fc3b6791953110008009e?s=256&d=identicon&r=PG', 'display_name': 'ryandenki', 'link': 'https://stackoverflow.com/users/149522/ryandenki'}",True,197495,1447830297.0,22,61,1518196896,1250071559,1518196896.0,1265309,CC BY-SA 3.0,https://stackoverflow.com/questions/1265309/eclipse-cannot-find-the-tag-library-descriptor-for-custom-tags-not-jstl,Eclipse &quot;cannot find the tag library descriptor&quot; for custom tags (not JSTL!),1587526.0,,,,,
317,"['java', 'eclipse', 'ant', 'environment-variables', 'java-home']","{'account_id': 560602, 'reputation': 1029, 'user_id': 147212, 'user_type': 'unregistered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/86796c0891807cdac0c224912479bfd4?s=256&d=identicon&r=PG', 'display_name': 'Ken', 'link': 'https://stackoverflow.com/users/147212/ken'}",True,189670,,10,49,1518196683,1250520191,1518196683.0,1288343,CC BY-SA 3.0,https://stackoverflow.com/questions/1288343/how-to-change-java-home-for-eclipse-ant,How to change JAVA.HOME for Eclipse/ANT,,,,,,
318,"['java', 'swing', 'jframe', 'always-on-top']","{'account_id': 44722, 'reputation': 7509, 'user_id': 131399, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/fc4e37a78469d84d3ad1df11ac5d0522?s=256&d=identicon&r=PG', 'display_name': 'Mike2012', 'link': 'https://stackoverflow.com/users/131399/mike2012'}",True,1107,,2,1,1517967478,1250285581,1517967478.0,1280333,CC BY-SA 3.0,https://stackoverflow.com/questions/1280333/trying-to-bring-swing-frame-to-front-before-taking-a-screenshot-but-getting-arti,Trying to bring swing frame to front before taking a screenshot but getting artifacts,1280510.0,,,,,
319,"['java', 'android']","{'user_type': 'does_not_exist', 'display_name': 'Oinquer'}",True,5616,,2,2,1517405872,1250014029,1517405872.0,1262028,CC BY-SA 3.0,https://stackoverflow.com/questions/1262028/how-to-execute-an-url-using-android,How to execute an URL using Android?,,,,,,
320,"['java', 'maven', 'maven-2', 'artifactory']","{'account_id': 38490, 'reputation': 8402, 'user_id': 110478, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/3b96766e332e5aa02873241f4084fd69?s=256&d=identicon&r=PG', 'display_name': 'Pablojim', 'link': 'https://stackoverflow.com/users/110478/pablojim'}",True,43383,,6,25,1516403718,1249633396,1387358785.0,1243574,CC BY-SA 3.0,https://stackoverflow.com/questions/1243574/how-to-stop-maven-artifactory-from-keeping-snapshots-with-timestamps,How to stop Maven/Artifactory from keeping Snapshots with timestamps,1243681.0,,,,,
321,"['java', 'oracle', 'jdbc', 'types', 'maxlength']","{'account_id': 10836, 'reputation': 193199, 'user_id': 20654, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/94066dfa49c2feb14706cb081848fda7?s=256&d=identicon&r=PG', 'display_name': 'OscarRyz', 'link': 'https://stackoverflow.com/users/20654/oscarryz'}",True,20788,,1,5,1516285280,1249088873,1516285280.0,1215535,CC BY-SA 3.0,https://stackoverflow.com/questions/1215535/how-can-i-know-if-10385274000-fits-into-number10-for-oracle,How can I know if 10385274000 fits into: NUMBER(10) for Oracle?,1215549.0,,,,,
322,"['java', 'xml', 'xmlnode']","{'account_id': 38334, 'reputation': 785, 'user_id': 109948, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/3351990cfe6671f55fead774c042cc86?s=256&d=identicon&r=PG', 'display_name': 'doro', 'link': 'https://stackoverflow.com/users/109948/doro'}",True,30884,,5,18,1515576805,1250688569,1335839751.0,1299926,CC BY-SA 3.0,https://stackoverflow.com/questions/1299926/changing-node-name-of-xml-node-with-java,Changing node name of xml-node with Java,1317110.0,,,,,
323,['java'],"{'user_type': 'does_not_exist', 'display_name': 'NewGuy'}",True,36088,,10,15,1515430143,1251124880,1354811136.0,1322809,CC BY-SA 3.0,https://stackoverflow.com/questions/1322809/what-is-the-difference-between-a-java-api-and-a-library,What is the difference between a Java API and a library?,1322841.0,,,,,
324,"['java', 'android', 'httpurlconnection']","{'account_id': 43447, 'reputation': 42686, 'user_id': 127013, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/5cfa38a7e54e6c6a850dc6169a699246?s=256&d=identicon&r=PG', 'display_name': 'Matthias', 'link': 'https://stackoverflow.com/users/127013/matthias'}",True,18951,,4,35,1515403595,1251723896,1515403595.0,1357372,CC BY-SA 3.0,https://stackoverflow.com/questions/1357372/ioexception-received-authentication-challenge-is-null-apache-harmony-android,IOException: &quot;Received authentication challenge is null&quot; (Apache Harmony/Android),1357620.0,,,,,
325,"['java', 'oracle', 'spring', 'jdbc']","{'account_id': 26389, 'reputation': 9528, 'user_id': 68612, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/gCXRz.jpg?s=256&g=1', 'display_name': 'Gandalf', 'link': 'https://stackoverflow.com/users/68612/gandalf'}",True,2568,,3,4,1515295518,1249666590,,1246049,CC BY-SA 2.5,https://stackoverflow.com/questions/1246049/spring-jdbc-connection-pool-and-inputstream-results,Spring JDBC connection pool and InputStream results,1248443.0,,,,,
326,"['java', 'graphics', 'java-2d']","{'account_id': 22226, 'reputation': 3299, 'user_id': 54623, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/0faf6a69f130f0b29197323414ededf0?s=256&d=identicon&r=PG', 'display_name': 'tuler', 'link': 'https://stackoverflow.com/users/54623/tuler'}",True,10380,,2,10,1513838070,1249590753,1513838070.0,1241253,CC BY-SA 3.0,https://stackoverflow.com/questions/1241253/inside-clipping-with-java-graphics,Inside clipping with Java Graphics,1241748.0,,,,,
327,"['java', 'eclipse', 'junit']","{'account_id': 146530, 'reputation': 57364, 'user_id': 357024, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/ddd1030da4440ea2f69d6421e538191c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/357024/mike'}",True,31709,,10,19,1513655546,1249788534,1487509589.0,1250505,CC BY-SA 3.0,https://stackoverflow.com/questions/1250505/junit4-eclipse-an-internal-error-occurred-during-launching,JUnit4 + Eclipse &quot;An internal error occurred during Launching&quot;,1251213.0,,,,,
328,"['java', 'eclipse-plugin', 'eclipse-jdt']","{'account_id': 560373, 'reputation': 245, 'user_id': 145204, 'user_type': 'unregistered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/c2ae8b723f7e3a1b88f8106309985337?s=256&d=identicon&r=PG', 'display_name': 'Ido', 'link': 'https://stackoverflow.com/users/145204/ido'}",True,8837,,5,0,1512742074,1249979734,1512742074.0,1259080,CC BY-SA 3.0,https://stackoverflow.com/questions/1259080/can-i-get-the-project-build-path-programmatically,Can i get the project build path programmatically?,,,,,,
329,"['java', 'arrays', 'string']","{'account_id': 30982, 'reputation': 631, 'user_id': 84786, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/0d47504f5faf3a5ed81af291dc6486db?s=256&d=identicon&r=PG', 'display_name': 'user84786', 'link': 'https://stackoverflow.com/users/84786/user84786'}",True,45827,,7,13,1512124373,1249498003,1343039038.0,1235033,CC BY-SA 3.0,https://stackoverflow.com/questions/1235033/java-comparing-two-string-arrays-and-removing-elements-that-exist-in-both-array,Java: Comparing two string arrays and removing elements that exist in both arrays,1235055.0,,,,,
330,"['java', 'file', 'permissions']","{'account_id': 23969, 'reputation': 7930, 'user_id': 60593, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/4f0ed3d06f3ceb329c7246befb6d9711?s=256&d=identicon&r=PG', 'display_name': 'kazanaki', 'link': 'https://stackoverflow.com/users/60593/kazanaki'}",True,25913,,4,29,1511702381,1250171900,1250172802.0,1272130,CC BY-SA 2.5,https://stackoverflow.com/questions/1272130/checking-for-write-access-in-a-directory-before-creating-files-inside-it,Checking for write access in a directory before creating files inside it,1272349.0,,,,,
331,"['java', 'hibernate', 'jdbc']","{'account_id': 51330, 'reputation': 9980, 'user_id': 551899, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/b166bb2ccee728502b40df68b6de5c50?s=256&d=identicon&r=PG', 'display_name': 'jmq', 'link': 'https://stackoverflow.com/users/551899/jmq'}",True,55071,,9,70,1511517825,1251608410,1251613384.0,1353137,CC BY-SA 2.5,https://stackoverflow.com/questions/1353137/hibernate-or-jdbc,Hibernate or JDBC,1353837.0,,,,,
332,"['java', 'android', 'ssh', 'command']","{'account_id': 52026, 'reputation': 2861, 'user_id': 155439, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/bc597a6908cbbe940a3cebfb0c53c52e?s=256&d=identicon&r=PG', 'display_name': 'Joakim Berglund', 'link': 'https://stackoverflow.com/users/155439/joakim-berglund'}",True,30627,,1,23,1511050551,1250113776,,1268942,,https://stackoverflow.com/questions/1268942/ssh-java-library-for-android,SSH Java-library for Android?,1367997.0,1545404167.0,Not suitable for this site,,,
333,"['java', 'hibernate', 'mapping', 'persistence', 'one-to-many']","{'account_id': 49861, 'reputation': 177, 'user_id': 148610, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/245b25c95fefb5b6af1be039ea94d602?s=256&d=identicon&r=PG', 'display_name': 'Sergio Vera', 'link': 'https://stackoverflow.com/users/148610/sergio-vera'}",True,4464,,1,6,1510665194,1249588562,1510665194.0,1241026,CC BY-SA 3.0,https://stackoverflow.com/questions/1241026/hibernate-one-to-many-using-something-other-than-a-primary-key,Hibernate one to many using something other than a primary key,,,,,,
334,['java'],"{'account_id': 46706, 'reputation': 12645, 'user_id': 138078, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/1a7395b30fdff858c58c7abeb9d5ac0b?s=256&d=identicon&r=PG', 'display_name': 'Gerard', 'link': 'https://stackoverflow.com/users/138078/gerard'}",True,10512,,2,16,1510215690,1249393754,1510215690.0,1227650,CC BY-SA 3.0,https://stackoverflow.com/questions/1227650/how-to-create-a-file-in-java-not-a-folder,How to create a file in java (not a folder) ?,1227677.0,,,,,
335,"['java', 'hibernate', 'entity', 'dao']","{'account_id': 29636, 'reputation': 8290, 'user_id': 80246, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/OGYz4.jpg?s=256&g=1', 'display_name': 'niklassaers', 'link': 'https://stackoverflow.com/users/80246/niklassaers'}",True,19243,,2,15,1509629669,1251097793,1509629669.0,1320864,CC BY-SA 3.0,https://stackoverflow.com/questions/1320864/get-annotated-hibernate-tablename-from-pojo,Get annotated hibernate tablename from POJO,1320890.0,,,,,
336,"['java', 'language-features', 'java-5']","{'account_id': 51041, 'reputation': 13763, 'user_id': 152404, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/14c539b862843d0b92504ec255cba43f?s=256&d=identicon&r=PG', 'display_name': 'cons', 'link': 'https://stackoverflow.com/users/152404/cons'}",True,501,,6,-2,1509473779,1249941127,1509473779.0,1257425,CC BY-SA 3.0,https://stackoverflow.com/questions/1257425/seemingly-inconsistent-pass-by-value-rules-was-the-choice-of-int-just-synt,Seemingly Inconsistent &quot;Pass By Value&quot; rules. Was the choice of int [] just syntactic sugar to make array objects look like C/C++ arrays?,1257521.0,,,,,
337,"['java', 'hibernate', 'jpa', 'join', 'entity-relationship']","{'account_id': 29636, 'reputation': 8290, 'user_id': 80246, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/OGYz4.jpg?s=256&g=1', 'display_name': 'niklassaers', 'link': 'https://stackoverflow.com/users/80246/niklassaers'}",True,22516,,1,20,1509439546,1250841556,1427739471.0,1310603,CC BY-SA 3.0,https://stackoverflow.com/questions/1310603/hibernate-onetomany-without-a-separate-join-table,Hibernate @OneToMany without a separate join table,1310654.0,,,,,
338,"['java', 'eclipse', 'ant']","{'user_type': 'does_not_exist', 'display_name': 'Hillman'}",True,4658,,3,4,1509031491,1250479410,1509031491.0,1286031,CC BY-SA 3.0,https://stackoverflow.com/questions/1286031/how-can-i-see-the-standard-output-of-a-java-task,How can I see the standard output of a Java task?,,,,,,
339,"['java', 'methods', 'final']","{'account_id': 55245, 'reputation': 4512, 'user_id': 165370, 'user_type': 'registered', 'accept_rate': 26, 'profile_image': 'https://www.gravatar.com/avatar/bd40eabf58f67e0bf1cea4f3bc68cfe3?s=256&d=identicon&r=PG', 'display_name': 'Abhishek Sanghvi', 'link': 'https://stackoverflow.com/users/165370/abhishek-sanghvi'}",True,2335,,8,5,1507806014,1251556142,,1351568,CC BY-SA 2.5,https://stackoverflow.com/questions/1351568/java-basics-about-final-keyword,java basics about final keyword,1351581.0,,,,,
340,"['java', 'apache-commons-httpclient']","{'account_id': 27431, 'reputation': 48622, 'user_id': 72437, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/ay0Dg.jpg?s=256&g=1', 'display_name': 'Cheok Yan Cheng', 'link': 'https://stackoverflow.com/users/72437/cheok-yan-cheng'}",True,131558,,5,92,1507579552,1250313238,1461616158.0,1281219,CC BY-SA 3.0,https://stackoverflow.com/questions/1281219/best-practice-to-use-httpclient-in-multithreaded-environment,Best Practice to Use HttpClient in Multithreaded Environment,1351725.0,,,,,
341,"['java', 'sql', 'mysql']","{'account_id': 45445, 'reputation': 6059, 'user_id': 133943, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/1082a0453be51d37c1be5e3e2b5e4076?s=256&d=identicon&r=PG', 'display_name': 'Ashish Agarwal', 'link': 'https://stackoverflow.com/users/133943/ashish-agarwal'}",True,2416,,2,0,1507577592,1250751447,1250756872.0,1304409,CC BY-SA 2.5,https://stackoverflow.com/questions/1304409/how-to-join-or-union-result-of-2-sql-queries-in-single-result-set,how to join or Union result of 2 sql queries in single result set,1304544.0,,,,,
342,"['java', 'swing', 'awt', 'filedialog']","{'account_id': 19287, 'reputation': 3430, 'user_id': 45077, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/738b395da2763b99498eab80461aa772?s=256&d=identicon&r=PG', 'display_name': 'Morinar', 'link': 'https://stackoverflow.com/users/45077/morinar'}",True,17817,,6,4,1507299289,1249599365,,1241984,CC BY-SA 2.5,https://stackoverflow.com/questions/1241984/need-filedialog-with-a-file-type-filter-in-java,Need FileDialog with a file type filter in Java,1241996.0,,,,,
343,"['java', 'object', 'dictionary', 'design-patterns']","{'account_id': 37053, 'reputation': 849, 'user_id': 105842, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/ea60974b6c65a498f3519dd36ae709ee?s=256&d=identicon&r=PG', 'display_name': 'djunforgetable', 'link': 'https://stackoverflow.com/users/105842/djunforgetable'}",True,19451,,4,16,1506592772,1249525220,1506592772.0,1236667,CC BY-SA 3.0,https://stackoverflow.com/questions/1236667/object-conversion-pattern,Object Conversion Pattern,,,,,,
344,"['java', 'dependency-injection', 'guice']","{'account_id': 42255, 'reputation': 8187, 'user_id': 123054, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/8f1fa9865a203902c73dff3f6011eaf2?s=256&d=identicon&r=PG', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/123054/matt'}",True,9331,,2,14,1505916155,1249300419,1249300581.0,1221920,CC BY-SA 2.5,https://stackoverflow.com/questions/1221920/getting-multiple-guice-singletons-of-the-same-type,Getting multiple guice singletons of the same type,1222359.0,,,,,
345,"['java', 'macos', 'look-and-feel', 'filedialog']","{'account_id': 44722, 'reputation': 7509, 'user_id': 131399, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/fc4e37a78469d84d3ad1df11ac5d0522?s=256&d=identicon&r=PG', 'display_name': 'Mike2012', 'link': 'https://stackoverflow.com/users/131399/mike2012'}",True,11389,,3,10,1505659043,1249334697,1249652090.0,1224714,CC BY-SA 2.5,https://stackoverflow.com/questions/1224714/how-can-i-make-a-java-filedialog-accept-directories-as-its-filetype-in-os-x,How can I make a java FileDialog accept directories as its FileType in OS X?,1224744.0,,,,,
346,"['java', 'arrays', 'sorting', 'floating-point']","{'account_id': 15510, 'reputation': 30022, 'user_id': 32834, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/21oX6.png?s=256&g=1', 'display_name': 'Frank', 'link': 'https://stackoverflow.com/users/32834/frank'}",True,19831,,8,4,1505643092,1251652057,1339506061.0,1354326,CC BY-SA 3.0,https://stackoverflow.com/questions/1354326/java-how-to-sort-an-array-of-floats-in-reverse-order,Java : How to sort an array of floats in reverse order?,1354364.0,,,,,
347,"['java', 'date', 'format', 'locale']","{'user_type': 'does_not_exist', 'display_name': 'Mark'}",True,36977,,2,20,1505342616,1251356973,1251358337.0,1339351,CC BY-SA 2.5,https://stackoverflow.com/questions/1339351/java-date-format-for-locale,Java Date Format for Locale,,,,,,
348,"['java', 'methods', 'declaration', 'final']","{'account_id': 26725, 'reputation': 49612, 'user_id': 69803, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/eed28c92944b219aa031f96fc6f71577?s=256&d=identicon&r=PG', 'display_name': 'Ankur', 'link': 'https://stackoverflow.com/users/69803/ankur'}",True,204978,,20,247,1504718038,1250687558,1592644375.0,1299837,CC BY-SA 4.0,https://stackoverflow.com/questions/1299837/cannot-refer-to-a-non-final-variable-inside-an-inner-class-defined-in-a-differen,Cannot refer to a non-final variable inside an inner class defined in a different method,1299889.0,,,,,
349,"['java', 'unit-testing', 'junit', 'void']","{'account_id': 51056, 'reputation': 311, 'user_id': 152462, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/244116214d1e427cc7edd329327d43e9?s=256&d=identicon&r=PG', 'display_name': 'user152462', 'link': 'https://stackoverflow.com/users/152462/user152462'}",True,92992,,6,31,1504090330,1249649452,1423952613.0,1244541,CC BY-SA 3.0,https://stackoverflow.com/questions/1244541/how-to-test-void-method-with-junit-testing-tools,How to test void method with Junit testing tools?,,,,,,
350,"['java', 'c#', 'delegates', 'processing', 'anonymous-function']","{'account_id': 47227, 'reputation': 15400, 'user_id': 139766, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/6352d881fa53799e7452d6edb2d1df89?s=256&d=identicon&r=PG', 'display_name': 'Callum Rogers', 'link': 'https://stackoverflow.com/users/139766/callum-rogers'}",True,23590,,6,30,1502633036,1251369487,1404450617.0,1340231,CC BY-SA 3.0,https://stackoverflow.com/questions/1340231/equivalent-of-c-anonymous-methods-in-java,Equivalent of C# anonymous methods in Java?,1340257.0,,,,,
351,['java'],"{'account_id': 54997, 'reputation': 529, 'user_id': 164646, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/463f3217c6a03295bc30074f022f0530?s=256&d=identicon&r=PG', 'display_name': 'Mohit', 'link': 'https://stackoverflow.com/users/164646/mohit'}",True,143,,5,1,1502038701,1251639472,1502038701.0,1353887,CC BY-SA 3.0,https://stackoverflow.com/questions/1353887/why-is-it-mandatory-to-have-a-child-method-in-parent-class-to-call-it-with-a-ref,Why is it mandatory to have a child method in Parent class to call it with a reference of parent class which is referring to an object of child class?,,,,,,
352,"['java', 'concurrency', 'timer']","{'account_id': 6636, 'reputation': 216514, 'user_id': 11236, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/40656706454dcbdbcec125b85b01f1e4?s=256&d=identicon&r=PG', 'display_name': 'ripper234', 'link': 'https://stackoverflow.com/users/11236/ripper234'}",True,3619,,3,6,1501694214,1249549949,1501694214.0,1237804,CC BY-SA 3.0,https://stackoverflow.com/questions/1237804/is-javas-timer-task-guaranteed-not-to-run-concurrently,Is Java&#39;s Timer task guaranteed not to run concurrently?,1237815.0,,,,,
353,"['java', 'java-me', 'emulation', 'java-wireless-toolkit']","{'account_id': 746, 'reputation': 48931, 'user_id': 974, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/3d7e0433078e5d9b54fb90edf7bd10a3?s=256&d=identicon&r=PG', 'display_name': 'izb', 'link': 'https://stackoverflow.com/users/974/izb'}",True,330,,1,1,1501479448,1249466379,1501479448.0,1232269,CC BY-SA 3.0,https://stackoverflow.com/questions/1232269/profiling-doesnt-work-on-wtk-emulator,Profiling doesn&#39;t work on WTK emulator,,,,,,
354,"['java', 'multithreading', 'java-me', 'emulation', 'java-wireless-toolkit']","{'account_id': 746, 'reputation': 48931, 'user_id': 974, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/3d7e0433078e5d9b54fb90edf7bd10a3?s=256&d=identicon&r=PG', 'display_name': 'izb', 'link': 'https://stackoverflow.com/users/974/izb'}",False,113,,1,0,1501479436,1249483124,1501479436.0,1233686,CC BY-SA 3.0,https://stackoverflow.com/questions/1233686/are-threads-really-not-being-garbage-collected-on-wtk-emulator,Are threads really not being garbage collected on WTK emulator?,,,,,,
355,"['java', 'spring', 'aop', 'aspectj', 'spring-aop']","{'account_id': 561900, 'reputation': 749, 'user_id': 92051, 'user_type': 'unregistered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/b3d29711a9007afe6cb733b7325b0109?s=256&d=identicon&r=PG', 'display_name': 'Adhir', 'link': 'https://stackoverflow.com/users/92051/adhir'}",True,23749,,5,8,1501380911,1250749585,1479822774.0,1304289,CC BY-SA 3.0,https://stackoverflow.com/questions/1304289/aspectj-in-spring,Aspectj in spring,,,,,,
356,"['java', 'c', 'java-native-interface']","{'account_id': 50552, 'reputation': 8705, 'user_id': 150830, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/55cb130976baff5a0a1e47309576637d?s=256&d=identicon&r=PG', 'display_name': 'ata', 'link': 'https://stackoverflow.com/users/150830/ata'}",True,4404,,2,5,1501343739,1249465934,1501343739.0,1232236,CC BY-SA 3.0,https://stackoverflow.com/questions/1232236/retrieving-byte-array-of-unknown-length-from-java-store,Retrieving byte array of unknown length from Java store,1244027.0,,,,,
357,"['java', 'tomcat', 'jmx', 'jconsole']","{'account_id': 880136, 'reputation': 3856, 'user_id': 147518, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/83d9a5cc2db40a07cd3c11427c972ede?s=256&d=identicon&r=PG', 'display_name': 'Niger', 'link': 'https://stackoverflow.com/users/147518/niger'}",True,86427,,12,56,1500629176,1250045931,1310050366.0,1263991,CC BY-SA 3.0,https://stackoverflow.com/questions/1263991/connecting-remote-tomcat-jmx-instance-using-jconsole,Connecting remote tomcat JMX instance using jConsole,,,,,,
358,"['java', 'algorithm', 'comparator', 'natural-sort']","{'account_id': 9921, 'reputation': 105076, 'user_id': 18511, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/c621039e41aef415ad25054da3bf3f9a?s=256&d=identicon&r=PG', 'display_name': 'Kip', 'link': 'https://stackoverflow.com/users/18511/kip'}",True,85463,,8,77,1500620927,1250016587,1254084153.0,1262239,,https://stackoverflow.com/questions/1262239/natural-sort-order-string-comparison-in-java-is-one-built-in,Natural sort order string comparison in Java - is one built in?,1262402.0,1500800557.0,Duplicate,,,
359,"['java', 'design-patterns', 'comparator']","{'account_id': 30171, 'reputation': 39424, 'user_id': 82118, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/4ce1db5900dc701fa18c32d4d1ad047a?s=256&d=identicon&r=PG', 'display_name': 'Carl Manaster', 'link': 'https://stackoverflow.com/users/82118/carl-manaster'}",True,14026,,5,8,1500561573,1250012836,1500561573.0,1261934,CC BY-SA 3.0,https://stackoverflow.com/questions/1261934/nice-general-way-to-sort-nulls-to-the-bottom-regardless,"Nice general way to sort nulls to the bottom, regardless?",1261971.0,,,,,
360,"['java', 'awtrobot']","{'account_id': 49635, 'reputation': 5281, 'user_id': 147904, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/ad6e649fd6d1cd853e02cbc75fd5030b?s=256&d=identicon&r=PG', 'display_name': 'Martin Trigaux', 'link': 'https://stackoverflow.com/users/147904/martin-trigaux'}",True,71745,,16,48,1500423057,1249726863,1481119743.0,1248510,CC BY-SA 3.0,https://stackoverflow.com/questions/1248510/convert-string-to-keyevents,Convert String to KeyEvents,1248709.0,,,,,
361,"['java', 'psexec']","{'account_id': 21824, 'reputation': 1737, 'user_id': 53354, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/40f08b15afb1b17d7d39730c993be8a8?s=256&d=identicon&r=PG', 'display_name': 'mwalling', 'link': 'https://stackoverflow.com/users/53354/mwalling'}",True,12333,,13,15,1499791086,1250278909,,1279809,CC BY-SA 2.5,https://stackoverflow.com/questions/1279809/program-output-lost-when-passed-through-psexec,Program output lost when passed through PsExec,1325210.0,,,,,
362,"['java', 'android']","{'account_id': 42985, 'reputation': 18897, 'user_id': 125440, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/39fa4254c0f6a51304072805361d6991?s=256&d=identicon&r=PG', 'display_name': 'n179911', 'link': 'https://stackoverflow.com/users/125440/n179911'}",True,87989,,5,26,1499675551,1250231777,1333993089.0,1276346,CC BY-SA 3.0,https://stackoverflow.com/questions/1276346/using-shape-drawable-as-my-background-xml,Using shape drawable as my background xml,1280337.0,,,,,
363,"['java', 'compression', 'kml', 'google-earth', 'kmz']","{'account_id': 41920, 'reputation': 55402, 'user_id': 121993, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/bb75c57d633d38c62e7029b4d7eb0ce7?s=256&d=identicon&r=PG', 'display_name': 'Jeff Storey', 'link': 'https://stackoverflow.com/users/121993/jeff-storey'}",True,2996,,6,4,1499518684,1249420781,,1229991,CC BY-SA 2.5,https://stackoverflow.com/questions/1229991/kmz-compression-for-google-earth-images-with-java,kmz compression for google earth images with java,21028315.0,,,,,
