,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,accepted_answer_id,protected_date
103,"['javascript', 'css', 'twitter-bootstrap', 'vue.js', 'vuejs2']","{'account_id': 18509310, 'reputation': 558, 'user_id': 13484913, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8434bb2a98c431578eb59d022a4c38e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yahoo', 'link': 'https://stackoverflow.com/users/13484913/yahoo'}",True,692,2,2,1653306705,1630617526,1653306705.0,69037131,CC BY-SA 4.0,https://stackoverflow.com/questions/69037131/vue-div-display-grid-remove-extra-space-between-rows,Vue div display grid remove extra space between rows,,,69037508.0,
104,"['javascript', 'html', 'css', 'google-chrome-extension']","{'account_id': 12510170, 'reputation': 11, 'user_id': 15711222, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-nccBxTiRRLY/AAAAAAAAAAI/AAAAAAAAAFs/CmqLBIsRvVM/photo.jpg?sz=256', 'display_name': 'Tanquen', 'link': 'https://stackoverflow.com/users/15711222/tanquen'}",False,324,1,0,1653187197,1632533520,1632678748.0,69322483,CC BY-SA 4.0,https://stackoverflow.com/questions/69322483/chrome-extension-to-change-style-elements-insertcss-not-working-is-there-a-bet,"Chrome Extension to change Style Elements, insertCSS not working. is there a better option?",,,,
105,"['html', 'css', 'google-chrome']","{'account_id': 16865274, 'reputation': 1, 'user_id': 12195117, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mC-aDAI9B3MIsVY32LjxPoXzUeEaDPLKAC_MZ-u=k-s256', 'display_name': 'Picolat', 'link': 'https://stackoverflow.com/users/12195117/picolat'}",False,91,2,0,1653136815,1631902344,,69227873,CC BY-SA 4.0,https://stackoverflow.com/questions/69227873/website-header-display-differently-on-two-different-computers,Website header display differently on two different computers,,,,
106,"['css', 'vue.js', 'dynamic', 'vuejs2', 'background']","{'account_id': 7937794, 'reputation': 1584, 'user_id': 5993072, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/d4d4fff72fda99108c43e0351f565893?s=256&d=identicon&r=PG&f=1', 'display_name': 'BeeNag', 'link': 'https://stackoverflow.com/users/5993072/beenag'}",True,114,1,0,1653131526,1630607739,1653131526.0,69035524,CC BY-SA 4.0,https://stackoverflow.com/questions/69035524/vue-mazeletter-background,Vue Mazeletter background,,,69037436.0,
107,"['javascript', 'html', 'css']","{'account_id': 21987054, 'reputation': 189, 'user_id': 16261144, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RiVVD.jpg?s=256&g=1', 'display_name': 'ChesterWOV', 'link': 'https://stackoverflow.com/users/16261144/chesterwov'}",True,1712,2,2,1652976070,1632483979,1632484485.0,69314503,CC BY-SA 4.0,https://stackoverflow.com/questions/69314503/how-to-make-a-background-for-a-kaboom-js-website,How to make a background for a kaboom.js website,,,72307701.0,
108,"['html', 'css', 'css-selectors', 'accessibility']","{'account_id': 2590908, 'reputation': 711, 'user_id': 2245633, 'user_type': 'registered', 'accept_rate': 18, 'profile_image': 'https://i.stack.imgur.com/SLpQK.gif?s=256&g=1', 'display_name': 'CodeGorilla', 'link': 'https://stackoverflow.com/users/2245633/codegorilla'}",True,211,1,1,1652796927,1631088653,1652796927.0,69099284,CC BY-SA 4.0,https://stackoverflow.com/questions/69099284/css-tooltips-for-both-mouse-hover-keyboard-focus,css &quot;tooltips&quot; for both mouse hover &amp; keyboard focus,,,69099510.0,
109,"['css', 'fonts', 'google-fonts']","{'account_id': 1489576, 'reputation': 38, 'user_id': 1397009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab965668d1499aff8926913c9205a63b?s=256&d=identicon&r=PG', 'display_name': 'alexk745', 'link': 'https://stackoverflow.com/users/1397009/alexk745'}",True,165,1,3,1652568270,1632256459,,69275238,CC BY-SA 4.0,https://stackoverflow.com/questions/69275238/problems-vertically-centering-text-inside-input-element-with-some-fonts,Problems vertically centering text inside input element with some fonts,,,72242116.0,
110,"['css', 'module', 'prestashop', 'product']","{'account_id': 22493076, 'reputation': 1, 'user_id': 16690543, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhuaFxS7PGryNed0lVVn6s--W8O5dJ1H09UXCMs=k-s256', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/16690543/david'}",False,75,0,0,1652468165,1630748691,1652468165.0,69054155,CC BY-SA 4.0,https://stackoverflow.com/questions/69054155/prestashop-featured-product-broken,Prestashop - Featured Product - Broken,,,,
111,"['html', 'css']","{'account_id': 22639685, 'reputation': 41, 'user_id': 16816042, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyLzn8JXqrHcZdxbBYKCnIhHBzUJAhJA1DxDisp=k-s256', 'display_name': 'Denis Cakmak', 'link': 'https://stackoverflow.com/users/16816042/denis-cakmak'}",True,2136,1,2,1652095132,1631802680,,69210366,CC BY-SA 4.0,https://stackoverflow.com/questions/69210366/css-line-clamp-not-working-in-safari-on-mac,CSS line-clamp not working in safari (on Mac),,,,
112,"['css', 'reactjs', 'typescript']","{'account_id': 22636304, 'reputation': 11, 'user_id': 16813069, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4f75aa39dd5d00b674872c415608664?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dominik Żurawski', 'link': 'https://stackoverflow.com/users/16813069/dominik-%c5%bburawski'}",True,312,1,1,1651748174,1630574176,,69027407,CC BY-SA 4.0,https://stackoverflow.com/questions/69027407/chrome-extension-tailwind-css-interferes-with-websites-i-visit,Chrome extension Tailwind CSS interferes with websites I visit,,,,
113,"['javascript', 'html', 'css']","{'account_id': 22805274, 'reputation': 13, 'user_id': 16957392, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwIG1omwHlXHK7ELDpHxN1SI5zCSc5VQWtuJ98Y=k-s256', 'display_name': 'nixiaoj', 'link': 'https://stackoverflow.com/users/16957392/nixiaoj'}",True,50,1,1,1651718770,1632142674,1651718770.0,69254828,CC BY-SA 4.0,https://stackoverflow.com/questions/69254828/image-modals-on-multi-tab-page,Image modals on multi-tab page,,,69256488.0,
114,"['html', 'css', 'bootstrap-4']","{'account_id': 956994, 'reputation': 4344, 'user_id': 982124, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/94bad6142a7f1bd9b84791a515f49cae?s=256&d=identicon&r=PG', 'display_name': 'user982124', 'link': 'https://stackoverflow.com/users/982124/user982124'}",True,418,5,1,1651566019,1631533357,1631533676.0,69162045,CC BY-SA 4.0,https://stackoverflow.com/questions/69162045/bootstrap-4-make-a-table-header-sticky,Bootstrap 4 - Make a Table Header Sticky,,,69162172.0,
115,"['html', 'css', 'twitter-bootstrap']","{'account_id': 21012156, 'reputation': 48, 'user_id': 15440521, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghbtea5_BDOl_93W_OjTwPoPFJ6dHcUNeJ0GuRMiOE=k-s256', 'display_name': 'Priyanka', 'link': 'https://stackoverflow.com/users/15440521/priyanka'}",True,875,1,0,1651301551,1631965581,1651301551.0,69234347,CC BY-SA 4.0,https://stackoverflow.com/questions/69234347/how-to-align-right-in-bootstrap-5-0-for-the-components,How to align right in BootStrap 5.0 for the components?,,,,
116,"['javascript', 'css', 'reactjs', 'image', 'webcam']","{'account_id': 22730092, 'reputation': 124, 'user_id': 16893152, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/135238c2c0f467261a90af87a0ada432?s=256&d=identicon&r=PG&f=1', 'display_name': 'TCL', 'link': 'https://stackoverflow.com/users/16893152/tcl'}",True,365,1,1,1650941846,1632302146,,69281348,CC BY-SA 4.0,https://stackoverflow.com/questions/69281348/make-screenshot-fit-window-size-full-screen,Make screenshot fit window size (full-screen),,,,
117,"['javascript', 'html', 'css', 'frontend', 'highlight']","{'account_id': 20173816, 'reputation': 31, 'user_id': 14795993, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjJHyFN1HHBY-DLAfzrdkaVkjI5H2dwFOCZhD0hKQ=k-s256', 'display_name': 'St&#233;phan E', 'link': 'https://stackoverflow.com/users/14795993/st%c3%a9phan-e'}",False,101,3,3,1650566934,1631880517,,69223181,CC BY-SA 4.0,https://stackoverflow.com/questions/69223181/how-can-i-keep-the-text-highlighted-with-js,How can I keep the text highlighted with JS?,,,,
118,"['css', 'sass', 'next.js', 'bootstrap-5']","{'account_id': 9006613, 'reputation': 1347, 'user_id': 6719765, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/aKlSq.jpg?s=256&g=1', 'display_name': 'davidaap', 'link': 'https://stackoverflow.com/users/6719765/davidaap'}",False,483,1,2,1650273347,1631379847,,69145091,CC BY-SA 4.0,https://stackoverflow.com/questions/69145091/sasserror-the-target-selector-was-not-found-when-using-scss-modules-and-boots,&quot;SassError: The target selector was not found&quot; when using SCSS Modules and Bootstrap in Next.js,,,,
119,"['css', 'sass', 'frontend']","{'account_id': 16596962, 'reputation': 1024, 'user_id': 11993616, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KgFJT.jpg?s=256&g=1', 'display_name': 'Hamza Dahmoun', 'link': 'https://stackoverflow.com/users/11993616/hamza-dahmoun'}",False,825,1,0,1650217250,1632298573,,69280533,CC BY-SA 4.0,https://stackoverflow.com/questions/69280533/how-to-check-in-scss-if-a-variable-exists-and-ha-a-value,How to check in SCSS if a variable exists and ha a value?,,,,
120,"['javascript', 'html', 'css', 'google-chrome', 'getboundingclientrect']","{'account_id': 3053734, 'reputation': 555, 'user_id': 2587821, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/1463bc34f2ec96fc7b675edf8eef363b?s=256&d=identicon&r=PG', 'display_name': 'brandon', 'link': 'https://stackoverflow.com/users/2587821/brandon'}",False,177,1,0,1649853304,1631989635,1636409165.0,69237400,CC BY-SA 4.0,https://stackoverflow.com/questions/69237400/getboundingclientrect-transform-rotate-is-bugged-in-chrome,getBoundingClientRect() + &quot;transform: rotate()&quot; is bugged in Chrome?,,,,
121,"['javascript', 'html', 'jquery', 'css']","{'account_id': 22525524, 'reputation': 51, 'user_id': 16718362, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca7b78cc06070d022b85af097c4d78a4?s=256&d=identicon&r=PG&f=1', 'display_name': 'seonica', 'link': 'https://stackoverflow.com/users/16718362/seonica'}",True,98,2,0,1649783663,1632510704,1632513501.0,69320065,CC BY-SA 4.0,https://stackoverflow.com/questions/69320065/input-radio-does-not-hide-content-when-unchecked,input radio does not hide content when unchecked,,,69320450.0,
122,['css'],"{'account_id': 6576877, 'reputation': 473, 'user_id': 16627614, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/24305ef9427ef12e4f7167a11813b364?s=256&d=identicon&r=PG&f=1', 'display_name': 'vch', 'link': 'https://stackoverflow.com/users/16627614/vch'}",False,363,1,3,1649703049,1631216149,,69123842,CC BY-SA 4.0,https://stackoverflow.com/questions/69123842/safari-infinite-translatex-animation-flickers-on-loop,Safari infinite translateX animation flickers on loop,,,,
123,"['css', 'angular', 'typescript', 'primeng', 'primeng-datatable']","{'account_id': 18347644, 'reputation': 35, 'user_id': 13362518, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-7mC0ol29EGM/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNgrlvGs0j0jUZ_bL3D6LlbRnYyWQ/photo.jpg?sz=256', 'display_name': 'developer11', 'link': 'https://stackoverflow.com/users/13362518/developer11'}",True,423,2,0,1649348318,1631513180,1631678404.0,69157994,CC BY-SA 4.0,https://stackoverflow.com/questions/69157994/how-to-hide-menu-option-of-first-table-after-right-click-on-second-table-using-p,How to hide menu option of first table after right click on second table using p-contextMenu and p-table?,,,69705413.0,
124,"['python', 'css', 'web-scraping', 'scrapy', 'response']","{'account_id': 22210000, 'reputation': 122, 'user_id': 16449365, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwzbEgy-3xL1M6y3a2USAaRZ5XM0wX4dIxDilM2=k-s256', 'display_name': 'Bhavya Lodaya', 'link': 'https://stackoverflow.com/users/16449365/bhavya-lodaya'}",True,332,1,0,1649255264,1631712880,1647293677.0,69194223,CC BY-SA 4.0,https://stackoverflow.com/questions/69194223/response-css-returns-empty-list-while-fetching-data-through-api-using-scrapy-lib,Response.css returns empty list while fetching data through API using Scrapy Library,,,69199837.0,
125,"['css', 'ios', 'animation', 'safari']","{'account_id': 22737605, 'reputation': 31, 'user_id': 16899591, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxIAI_qv_xLbMhM0iQJxHasOXnG_kx_rloIxBUc=k-s256', 'display_name': 'Eric Phifer', 'link': 'https://stackoverflow.com/users/16899591/eric-phifer'}",False,82,0,3,1649123108,1631539554,1631547775.0,69163526,CC BY-SA 4.0,https://stackoverflow.com/questions/69163526/animation-inexplicably-does-not-work-in-safari-why,"Animation inexplicably does not work in Safari, why?",,,,
126,"['javascript', 'html', 'css', 'visual-studio-code']","{'account_id': 22677701, 'reputation': 9, 'user_id': 16848438, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/90077b81c5527f9c4364388529492083?s=256&d=identicon&r=PG&f=1', 'display_name': 'SrihariSangeeth', 'link': 'https://stackoverflow.com/users/16848438/sriharisangeeth'}",True,357,3,-1,1649061160,1630993605,1631023382.0,69082952,CC BY-SA 4.0,https://stackoverflow.com/questions/69082952/why-localhost-is-not-loading-for-vue-js,why localhost is not loading for vue.js?,,,,
127,"['css', 'text', 'colors', 'row', 'sapui5']","{'account_id': 22605146, 'reputation': 232, 'user_id': 16786159, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/B39q0.jpg?s=256&g=1', 'display_name': 'DarkIceDust', 'link': 'https://stackoverflow.com/users/16786159/darkicedust'}",True,1227,1,-1,1648659789,1632147893,1648659789.0,69256102,CC BY-SA 4.0,https://stackoverflow.com/questions/69256102/change-text-color-in-a-row-depending-on-a-value-sapui5,Change text color in a row depending on a value [SAPUI5],,,69259566.0,
128,"['javascript', 'css', 'reactjs', 'material-ui']","{'account_id': 14797295, 'reputation': 4894, 'user_id': 10686620, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad44a041252c316ba3abc7b1978d2107?s=256&d=identicon&r=PG&f=1', 'display_name': 'CCCC', 'link': 'https://stackoverflow.com/users/10686620/cccc'}",True,5524,3,1,1648649581,1631074038,,69096888,CC BY-SA 4.0,https://stackoverflow.com/questions/69096888/material-ui-cannot-override-datepicker-style-using-makestyles,Material ui - cannot override datepicker style using makeStyles,,,,
129,"['php', 'html', 'css', 'forms']","{'account_id': 18991213, 'reputation': 55, 'user_id': 13860442, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd27cc0a9546826169208a3e11c62950?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dante', 'link': 'https://stackoverflow.com/users/13860442/dante'}",True,1118,2,-1,1648362607,1631753402,,69201208,CC BY-SA 4.0,https://stackoverflow.com/questions/69201208/collecting-color-picker-data-from-html-form-to-use-in-php,Collecting color picker data from HTML form to use in PHP,,,,
130,"['css', 'angular', 'binding', 'angular11', 'angular-ng-class']","{'account_id': 16192955, 'reputation': 557, 'user_id': 11691244, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f99b93f54db21363cf24aa499aeb731?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ahmed', 'link': 'https://stackoverflow.com/users/11691244/ahmed'}",True,228,1,0,1648204360,1632558796,1648204360.0,69324455,CC BY-SA 4.0,https://stackoverflow.com/questions/69324455/angular-11-text-decoration-line-through-does-not-work-properly-with-class-bin,Angular 11 - text-decoration: line-through does not work properly with class binding,,,69324687.0,
131,"['html', 'css', 'datatables']","{'account_id': 15369092, 'reputation': 141, 'user_id': 11087649, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gLPNe.jpg?s=256&g=1', 'display_name': 'Gelxxxx', 'link': 'https://stackoverflow.com/users/11087649/gelxxxx'}",True,1152,2,0,1648151387,1632526396,1632579447.0,69321989,CC BY-SA 4.0,https://stackoverflow.com/questions/69321989/how-to-make-datatable-fixed-height-and-fixed-pagination,How to make datatable fixed height and fixed pagination,,,,
132,"['javascript', 'html', 'css', 'dom']","{'account_id': 10082888, 'reputation': 997, 'user_id': 7452548, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/EmH6S.jpg?s=256&g=1', 'display_name': 'Srishti', 'link': 'https://stackoverflow.com/users/7452548/srishti'}",True,6024,5,4,1648137004,1632830611,1632831231.0,69361432,CC BY-SA 4.0,https://stackoverflow.com/questions/69361432/difference-between-classname-and-classlist,Difference between className and classList,,,,
133,"['javascript', 'css', 'vue.js', 'vuejs2']","{'account_id': 19686259, 'reputation': 55, 'user_id': 14412135, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhXOszq1xEuzMWP1VAVkIWGQINgQyQix4kah8G4=k-s256', 'display_name': 'Dicki Maulana Yusuf', 'link': 'https://stackoverflow.com/users/14412135/dicki-maulana-yusuf'}",True,209,1,3,1648104950,1630764569,1648104950.0,69056070,CC BY-SA 4.0,https://stackoverflow.com/questions/69056070/vue-js-2-how-can-i-deal-with-mouseenter-mouseleave-and-content-dropdown-not-dis,"Vue.js 2 How can i deal with mouseenter, mouseleave and content dropdown not disappear",,,69056284.0,
134,"['javascript', 'css', 'vue.js', 'vuejs2', 'vuedraggable']","{'account_id': 18509310, 'reputation': 558, 'user_id': 13484913, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8434bb2a98c431578eb59d022a4c38e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yahoo', 'link': 'https://stackoverflow.com/users/13484913/yahoo'}",True,472,1,1,1648102989,1630442406,1648102989.0,69005077,CC BY-SA 4.0,https://stackoverflow.com/questions/69005077/vue-draggable-div-items-display-left-and-right,Vue.Draggable div items display left and right,,,69005149.0,
135,"['javascript', 'css', 'reactjs', 'carousel', 'react-bootstrap']","{'account_id': 22816506, 'reputation': 11, 'user_id': 16967038, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx9nbj0MkcoBsat972L5yMzAWPHBmSzdQfb8EFC=k-s256', 'display_name': 'Andr&#233; Karel', 'link': 'https://stackoverflow.com/users/16967038/andr%c3%a9-karel'}",True,858,2,1,1648026825,1632237033,1632889312.0,69271372,CC BY-SA 4.0,https://stackoverflow.com/questions/69271372/react-bootstrap-carousel-not-sliding-correctly-goes-blank-before-transition,"React Bootstrap carousel not sliding correctly, goes blank before transition",,,,
136,"['javascript', 'php', 'jquery', 'css', 'carousel']","{'account_id': 18992812, 'reputation': 80, 'user_id': 13861682, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi2GmD3jzsj1uRFSVw5oY643vNyMidHbiMqoewBFQ=k-s256', 'display_name': 'Divyansh Tiwari', 'link': 'https://stackoverflow.com/users/13861682/divyansh-tiwari'}",False,136,1,0,1647872781,1632545952,,69323266,CC BY-SA 4.0,https://stackoverflow.com/questions/69323266/carousel-not-working-if-the-code-is-added-dynamically-by-jquery,Carousel not working if the code is added dynamically by jQuery,,,,
137,"['javascript', 'css', 'drag-and-drop']","{'account_id': 6821548, 'reputation': 99, 'user_id': 5248550, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10204224647518841/picture?type=large', 'display_name': 'James Norris', 'link': 'https://stackoverflow.com/users/5248550/james-norris'}",True,942,1,1,1647599921,1632683157,,69338110,CC BY-SA 4.0,https://stackoverflow.com/questions/69338110/using-javascript-to-drag-and-drop-an-image-into-an-unordered-list,Using Javascript to drag-and-drop an image into an unordered list,,,71525738.0,
138,"['css', 'jsf', 'icons', 'xhtml', 'adminlte']","{'account_id': 22735155, 'reputation': 1, 'user_id': 16897449, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyx_uoC-cFoykM7f1xPNtaw_XY-Q8vBNPXX58gC=k-s256', 'display_name': 'Deivid Crathle', 'link': 'https://stackoverflow.com/users/16897449/deivid-crathle'}",False,608,1,0,1647387515,1631628792,1632177279.0,69179416,CC BY-SA 4.0,https://stackoverflow.com/questions/69179416/icons-do-not-work-when-implementing-adminlte-theme-in-jsf-project,Icons do not work when implementing AdminLTE theme in JSF project,,,,
139,"['html', 'css', 'reactjs', 'bootstrap-4']","{'account_id': 21958416, 'reputation': 139, 'user_id': 16236649, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/604e007f91450424f32ed1f0c8a4a11d?s=256&d=identicon&r=PG&f=1', 'display_name': 'clerkvector112', 'link': 'https://stackoverflow.com/users/16236649/clerkvector112'}",True,832,2,1,1647299514,1631059348,,69095631,CC BY-SA 4.0,https://stackoverflow.com/questions/69095631/react-bootstrap-collapsible-navbar-not-working,React Bootstrap collapsible navbar not working,,,69105303.0,
140,"['javascript', 'html', 'css', 'reactjs']","{'account_id': 22641439, 'reputation': 113, 'user_id': 16817476, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4469de62c57744f4edaa144565b69e18?s=256&d=identicon&r=PG&f=1', 'display_name': 'nour', 'link': 'https://stackoverflow.com/users/16817476/nour'}",True,7043,2,2,1647289814,1631991286,1632065130.0,69237598,CC BY-SA 4.0,https://stackoverflow.com/questions/69237598/react-js-customizing-the-input-of-type-file-using-css,React js customizing the input of type file using CSS,,,69237653.0,
141,"['javascript', 'css', 'reactjs']","{'account_id': 20263653, 'reputation': 53, 'user_id': 14861431, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79be0c0538417a826638c5c77b2beaea?s=256&d=identicon&r=PG&f=1', 'display_name': 'fatihcan8', 'link': 'https://stackoverflow.com/users/14861431/fatihcan8'}",True,398,2,0,1647156596,1631409079,1631478630.0,69147756,CC BY-SA 4.0,https://stackoverflow.com/questions/69147756/vanilla-tilt-react-gives-extra-styling-to-my-card,Vanilla-tilt-react gives extra styling to my card,,,69154071.0,
142,"['javascript', 'html', 'css', 'pie-chart', 'amcharts4']","{'account_id': 5703071, 'reputation': 1868, 'user_id': 4507489, 'user_type': 'registered', 'accept_rate': 21, 'profile_image': 'https://www.gravatar.com/avatar/4915f939fee361e28d5cc134475e926c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Frosted Cupcake', 'link': 'https://stackoverflow.com/users/4507489/frosted-cupcake'}",False,521,1,2,1646910143,1630483704,,69010009,CC BY-SA 4.0,https://stackoverflow.com/questions/69010009/amcharts4-how-to-hide-percentage-in-legend-label-in-pie-chart,AmCharts4: How to hide percentage in legend label in Pie chart,,,,
143,"['css', 'webpack', 'vue-cli']","{'account_id': 11598853, 'reputation': 95, 'user_id': 8496705, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/911bba4bf802d40e1a58ddc6e2ad6dee?s=256&d=identicon&r=PG&f=1', 'display_name': 'orangemilktea', 'link': 'https://stackoverflow.com/users/8496705/orangemilktea'}",False,144,1,1,1646525614,1631835549,,69216272,CC BY-SA 4.0,https://stackoverflow.com/questions/69216272/why-is-a-vendor-css-chunk-get-built-only-in-production-not-in-my-development-en,Why is a vendor CSS chunk get built only in production (not in my development environment)?,,,,
144,"['javascript', 'html', 'css', 'accessibility']","{'account_id': 22411275, 'reputation': 7, 'user_id': 16619997, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1KYaO.jpg?s=256&g=1', 'display_name': 'Tamsauce', 'link': 'https://stackoverflow.com/users/16619997/tamsauce'}",False,320,1,1,1646421235,1632265299,,69276422,CC BY-SA 4.0,https://stackoverflow.com/questions/69276422/how-to-make-an-font-awesome-like-dislike-icon-clickable-with-the-enter-key,How to make an font awesome (like/dislike) icon clickable with the enter key?,,,,
145,"['css', 'reactjs', 'next.js', 'react-slick']","{'account_id': 18973830, 'reputation': 695, 'user_id': 13846744, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/dT9S4.png?s=256&g=1', 'display_name': 'round_circle', 'link': 'https://stackoverflow.com/users/13846744/round-circle'}",True,2143,2,6,1646393471,1631634493,,69180886,CC BY-SA 4.0,https://stackoverflow.com/questions/69180886/setting-styles-for-react-slick,Setting styles for react-slick,,,69205761.0,
146,"['javascript', 'html', 'css', 'reactjs']","{'account_id': 22355606, 'reputation': 77, 'user_id': 16572960, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/pPEm1.jpg?s=256&g=1', 'display_name': 'Khoa Nguyễn', 'link': 'https://stackoverflow.com/users/16572960/khoa-nguy%e1%bb%85n'}",False,349,1,0,1645902762,1631705665,,69192358,CC BY-SA 4.0,https://stackoverflow.com/questions/69192358/my-react-simple-image-slider-seams-not-working-reactjs,My react-simple-image-slider seams not working | ReactJS,,,,
147,"['javascript', 'html', 'css']","{'account_id': 22732731, 'reputation': 15, 'user_id': 16895350, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d93ed730cde65a1c5720b6fa558023b?s=256&d=identicon&r=PG', 'display_name': 'msrwilo', 'link': 'https://stackoverflow.com/users/16895350/msrwilo'}",True,52,3,1,1645795714,1631814315,1631815520.0,69212981,CC BY-SA 4.0,https://stackoverflow.com/questions/69212981/i-need-hide-an-element-when-an-especific-text-is-showing,i need hide an element when an especific text is showing,,,69213102.0,
148,"['html', 'css']","{'account_id': 22692334, 'reputation': 31, 'user_id': 16861063, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bb789c34d7f85b76f9d1ce3e5cc51892?s=256&d=identicon&r=PG&f=1', 'display_name': 'Wille G', 'link': 'https://stackoverflow.com/users/16861063/wille-g'}",True,81,1,1,1645738400,1631468082,1631474199.0,69153826,CC BY-SA 4.0,https://stackoverflow.com/questions/69153826/css-display-separate-text-on-hover-or-click-on-image,CSS Display separate text on Hover or Click on Image,,,69155192.0,
149,"['html', 'css', 'svg', 'clip-path']","{'account_id': 2775589, 'reputation': 3247, 'user_id': 2389232, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/s42UP.png?s=256&g=1', 'display_name': 'SnakeDrak', 'link': 'https://stackoverflow.com/users/2389232/snakedrak'}",True,346,2,6,1645718116,1632725730,,69342359,CC BY-SA 4.0,https://stackoverflow.com/questions/69342359/creating-inverted-border-radius-and-box-shadow-together,Creating inverted border radius and box-shadow together,,,69353608.0,
150,"['php', 'css', 'wordpress', 'woocommerce', 'hook-woocommerce']","{'account_id': 11403293, 'reputation': 77, 'user_id': 8359573, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e2f9da8710e778f6673c88a2a6b30cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ferna', 'link': 'https://stackoverflow.com/users/8359573/ferna'}",False,120,1,-1,1645627698,1631767331,1645627698.0,69202439,CC BY-SA 4.0,https://stackoverflow.com/questions/69202439/css-is-not-working-for-a-media-query-in-woocommerce-under-wordpress,CSS is not working for a media query in WooCommerce under WordPress,,,,
