,tags,owner,is_answered,view_count,closed_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,accepted_answer_id,content_license,migrated_from,protected_date
466,"['html', 'css', 'text', 'layout']","{'account_id': 18513934, 'reputation': 1, 'user_id': 13488488, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1fb1797c16fbdb0ad18d7c3057a17c9f?s=256&d=identicon&r=PG&f=1', 'display_name': 'jonkau', 'link': 'https://stackoverflow.com/users/13488488/jonkau'}",False,53,,1,0,1596292786,1588835481,1596292786.0,61651839,https://stackoverflow.com/questions/61651839/how-to-not-get-white-space-caused-by-line-breaks,,How to not get white space caused by line breaks,,CC BY-SA 4.0,,
467,"['html', 'css']","{'account_id': 18379609, 'reputation': 187, 'user_id': 13387913, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/599a821ca2ca3d07fa64bbc0433f1333?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nirjal Paudel', 'link': 'https://stackoverflow.com/users/13387913/nirjal-paudel'}",False,245,,1,0,1596291967,1589832134,1596291967.0,61878046,https://stackoverflow.com/questions/61878046/how-to-remove-border-in-clipped-image-in-html5-using-css,,How to remove border in clipped image in html5 using css?,,CC BY-SA 4.0,,
468,"['javascript', 'html', 'css', 'random']","{'account_id': 18518262, 'reputation': 534, 'user_id': 13492584, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6d860275215015f97b6130cd0e517a31?s=256&d=identicon&r=PG&f=1', 'display_name': 'hellomynameisA', 'link': 'https://stackoverflow.com/users/13492584/hellomynameisa'}",True,233,,1,0,1596201609,1588870807,1596201609.0,61663498,https://stackoverflow.com/questions/61663498/making-div-appear-in-a-random-order-and-in-random-position,,Making &lt; div &gt; appear in a random order and in random position,61665694.0,CC BY-SA 4.0,,
469,"['javascript', 'html', 'css', 'ios', 'safari']","{'account_id': 15115740, 'reputation': 17, 'user_id': 12277907, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26368cb149eafef3c8c3682f6efbf9a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'brachkoff', 'link': 'https://stackoverflow.com/users/12277907/brachkoff'}",True,1507,,1,0,1596146677,1589405672,1596146677.0,61785261,https://stackoverflow.com/questions/61785261/how-to-hide-video-controls-and-enable-autoplay-in-safari,,How to hide video controls and enable autoplay in safari?,63169379.0,CC BY-SA 4.0,,
470,"['html', 'css']","{'account_id': 18715829, 'reputation': 13, 'user_id': 13644873, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/bmloA.jpg?s=256&g=1', 'display_name': 'SSSS.JUNK', 'link': 'https://stackoverflow.com/users/13644873/ssss-junk'}",True,52,,2,1,1596091966,1590794779,1596091966.0,62095962,https://stackoverflow.com/questions/62095962/how-do-i-link-to-another-html-with-a-different-style-is-it-possible-to-do,,How do I link to another html with a different style? Is it possible to do?,62096098.0,CC BY-SA 4.0,,
471,"['html', 'css']","{'account_id': 4528502, 'reputation': 85, 'user_id': 8945437, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/703590e39ee1dc1f347b5e7624ec8c2e?s=256&d=identicon&r=PG&f=1', 'display_name': 'user221459', 'link': 'https://stackoverflow.com/users/8945437/user221459'}",True,910,,4,0,1596045481,1590609425,1590616022.0,62051806,https://stackoverflow.com/questions/62051806/how-to-use-div-to-layout-a-nav-bar-two-column-div-and-a-bottom-div,,"How to use div to layout a nav bar, two column div and a bottom div",62052009.0,CC BY-SA 4.0,,
472,"['css', 'reactjs', 'wordpress', 'wordpress-gutenberg']","{'account_id': 10495326, 'reputation': 84, 'user_id': 7735790, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/062954e09d2f78a04ad46b8c82b288bf?s=256&d=identicon&r=PG&f=1', 'display_name': 'eboycina', 'link': 'https://stackoverflow.com/users/7735790/eboycina'}",True,1005,,1,5,1596037425,1589881440,,61887968,https://stackoverflow.com/questions/61887968/headless-wordpress-with-react-styles-in-back-and-front-end-gutenberg,,headless WordPress with react - styles in back and front-end Gutenberg,,CC BY-SA 4.0,,
473,"['html', 'css']","{'account_id': 5049530, 'reputation': 3485, 'user_id': 4054527, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/vKNcu.jpg?s=256&g=1', 'display_name': 'Hafiz Temuri', 'link': 'https://stackoverflow.com/users/4054527/hafiz-temuri'}",True,657,,5,8,1596020361,1588379068,1589097571.0,61552860,https://stackoverflow.com/questions/61552860/how-to-show-an-animation-that-is-hidden-behind-a-colored-div-using-a-reveal-di,,How to show an animation that is hidden behind a colored div using a &quot;reveal&quot; div on the surface,61553245.0,CC BY-SA 4.0,,1588883798.0
474,"['javascript', 'css', 'reactjs', 'flexbox', 'css-position']","{'account_id': 18215116, 'reputation': 21, 'user_id': 13256907, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1bba79d3acf3a9fa116c1c52a4d33c97?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zowy', 'link': 'https://stackoverflow.com/users/13256907/zowy'}",True,506,,2,0,1595997550,1588843443,1595997550.0,61654262,https://stackoverflow.com/questions/61654262/how-to-display-the-contents-inside-a-div-using-flexbox,,How to display the contents inside a div using flexbox,,CC BY-SA 4.0,,
475,"['javascript', 'css', 'reactjs', 'grid', 'css-position']","{'account_id': 18215116, 'reputation': 21, 'user_id': 13256907, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1bba79d3acf3a9fa116c1c52a4d33c97?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zowy', 'link': 'https://stackoverflow.com/users/13256907/zowy'}",True,178,,1,0,1595956299,1589158804,1589308081.0,61720706,https://stackoverflow.com/questions/61720706/how-to-expand-or-fit-array-of-divs-using-grid-in-react,,How to expand or fit array of divs using grid in react,63139385.0,CC BY-SA 4.0,,
476,"['html', 'css', 'bootstrap-4', 'web-testing']","{'account_id': 18711179, 'reputation': 141, 'user_id': 13641224, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d7b693159b0ac7d3500bee25ec454eb?s=256&d=identicon&r=PG&f=1', 'display_name': 'user13641224', 'link': 'https://stackoverflow.com/users/13641224/user13641224'}",False,173,,1,1,1595947599,1590751754,1590754675.0,62084927,https://stackoverflow.com/questions/62084927/bootstrap-4-scrollspy-position-relative-requirement,,Bootstrap 4 Scrollspy &quot;position: relative&quot; requirement,,CC BY-SA 4.0,,
477,"['css', 'scrollbar']","{'account_id': 13525292, 'reputation': 175, 'user_id': 11645609, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1949999835018673/picture?type=large', 'display_name': 'Burger Sasha', 'link': 'https://stackoverflow.com/users/11645609/burger-sasha'}",True,1250,,1,1,1595892107,1590314919,,61984392,https://stackoverflow.com/questions/61984392/how-to-use-position-fixed-on-elements-inside-smooth-scrollbar-plugins-data-scr,,How to use position fixed on elements inside smooth scrollbar plugin&#39;s &#39;data-scrollbar&#39; attribute,,CC BY-SA 4.0,,
478,"['javascript', 'html', 'css', 'webkit', 'scrollbar']","{'account_id': 18664358, 'reputation': 137, 'user_id': 13604738, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg7lUcUmYhsY1IKJ_VOr_NKW1mjMZV9j786cnKP=k-s256', 'display_name': 'Nicky B0T', 'link': 'https://stackoverflow.com/users/13604738/nicky-b0t'}",True,1864,,1,4,1595787866,1590274258,1595787866.0,61979561,https://stackoverflow.com/questions/61979561/fading-scrollbar-when-not-scrolling,,fading scrollbar when not scrolling,61979952.0,CC BY-SA 4.0,,
479,"['html', 'css', 'wordpress', 'bootstrap-4']","{'account_id': 10146514, 'reputation': 440, 'user_id': 7494517, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/08a400592f19e36bfcbf20b5b1b93ce4?s=256&d=identicon&r=PG&f=1', 'display_name': 'YMG', 'link': 'https://stackoverflow.com/users/7494517/ymg'}",True,210,,3,0,1595702522,1590697782,1592644375.0,62073974,https://stackoverflow.com/questions/62073974/unnecessary-border-shown-when-clicked-content-area-on-understrap-theme,,Unnecessary border shown when clicked content area on understrap theme,62074946.0,CC BY-SA 4.0,,
480,"['html', 'css', 'bootstrap-4']","{'account_id': 18346842, 'reputation': 25, 'user_id': 13361865, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/960d44950c5637e0ca5302440f3a9ff3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/13361865/ben'}",True,737,,2,2,1595528688,1590744705,,62082821,https://stackoverflow.com/questions/62082821/col-lg-2-col-md-4-col-6-not-working-on-bootstrap-4-at-mobile-view-they-appear-w,,col-lg-2 col-md-4 col-6 not working on bootstrap 4. At mobile view they appear with col-md-4 not col-6,62083409.0,CC BY-SA 4.0,,
481,"['html', 'css', 'angular', 'image']","{'account_id': 18564022, 'reputation': 23, 'user_id': 13527400, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1fa37fda03529094aef817315f029d9a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rafa29', 'link': 'https://stackoverflow.com/users/13527400/rafa29'}",False,108,,2,0,1595314656,1590053238,1590093281.0,61931351,https://stackoverflow.com/questions/61931351/images-exceeding-size,,Images exceeding size,,CC BY-SA 4.0,,
482,"['html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'user10201814'}",True,61,,1,2,1595253824,1589535071,1595253824.0,61816074,https://stackoverflow.com/questions/61816074/how-to-properly-add-content-after-a-div-with-position-absolute,,How to properly add content after a div with position absolute,61816477.0,CC BY-SA 4.0,,
483,"['php', 'html', 'css', 'database', 'echo']","{'account_id': 17117514, 'reputation': 97, 'user_id': 12386658, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDQee9KWT9ox8dP2wpMAWLBDXGvpINgf3cBKTJxaQ=k-s256', 'display_name': 'vsol', 'link': 'https://stackoverflow.com/users/12386658/vsol'}",False,27,,1,0,1595252175,1590507796,1590515134.0,62026027,https://stackoverflow.com/questions/62026027/how-to-echo-database-content-safely-without-foreign-characters,,How to echo database content safely without foreign characters,,CC BY-SA 4.0,,
484,"['css', 'selenium', 'pytest']","{'account_id': 3331037, 'reputation': 71, 'user_id': 2799983, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/55b2da7d259e230b2dd949cd6117ab1a?s=256&d=identicon&r=PG&f=1', 'display_name': 'user2799983', 'link': 'https://stackoverflow.com/users/2799983/user2799983'}",False,240,,2,0,1595118862,1588453072,1588482777.0,61566206,https://stackoverflow.com/questions/61566206/capturing-span-error-for-a-text-box-with-selenium-python,,Capturing span error for a text box with selenium python,,CC BY-SA 4.0,,
485,"['html', 'css', 'image', 'sass', 'jekyll']","{'account_id': 18703943, 'reputation': 1, 'user_id': 13635548, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Q_BmBHs6w04/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclgdSzMv0XKcm9eIVl-DgFmNkLW9w/photo.jpg?sz=256', 'display_name': 'rams23', 'link': 'https://stackoverflow.com/users/13635548/rams23'}",False,58,,0,0,1595109291,1590679031,1595109291.0,62068248,https://stackoverflow.com/questions/62068248/jekyll-image-updating-github-chart,,Jekyll Image Updating - Github Chart,,CC BY-SA 4.0,,
486,"['java', 'html', 'css', 'spring', 'spring-boot']","{'account_id': 2469159, 'reputation': 299, 'user_id': 2151491, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/284ac882342d7ffad19e3713011d8ecb?s=256&d=identicon&r=PG', 'display_name': 'java_dev', 'link': 'https://stackoverflow.com/users/2151491/java-dev'}",True,420,,1,0,1595058639,1588471659,1588472997.0,61568763,https://stackoverflow.com/questions/61568763/css-js-and-links-not-loading-when-deploy-spring-boot-as-war-in-tomcat,,CSS JS and Links not loading when deploy Spring boot as war in Tomcat,62966028.0,CC BY-SA 4.0,,
487,"['html', 'css', 'jinja2']","{'account_id': 14682955, 'reputation': 51, 'user_id': 10603861, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-arRI9-N5rvk/AAAAAAAAAAI/AAAAAAAAGRU/kroU6OgH2C4/photo.jpg?sz=256', 'display_name': 'Dat Guy', 'link': 'https://stackoverflow.com/users/10603861/dat-guy'}",False,211,,1,1,1595004524,1588664801,,61608181,https://stackoverflow.com/questions/61608181/how-to-link-css-to-base-template-using-jinja-2,,how to link css to base template using Jinja 2?,,CC BY-SA 4.0,,
488,"['javascript', 'jquery', 'css', 'slider', 'owl-carousel']","{'account_id': 15224502, 'reputation': 75, 'user_id': 10985518, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/84a28cc937cd6404b29ad67b1487af3f?s=256&d=identicon&r=PG&f=1', 'display_name': 'deeva', 'link': 'https://stackoverflow.com/users/10985518/deeva'}",True,129,,1,0,1595002305,1589386182,1595002305.0,61779499,https://stackoverflow.com/questions/61779499/i-want-to-slide-move-the-owl-dots-along-with-the-sliders,,I want to slide/move the owl-dots along with the sliders,61786254.0,CC BY-SA 4.0,,
489,"['javascript', 'html', 'css']","{'account_id': 12196633, 'reputation': 649, 'user_id': 8902065, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/76d00d4e2d35f2071c15350333f85225?s=256&d=identicon&r=PG&f=1', 'display_name': 'FlatAssembler', 'link': 'https://stackoverflow.com/users/8902065/flatassembler'}",True,115,,1,1,1594898909,1590347730,1590348290.0,61991187,https://stackoverflow.com/questions/61991187/how-to-make-a-span-across-the-diagonal-of-the-browser-window,,How to make a &quot;span&quot; across the diagonal of the browser window?,61991637.0,CC BY-SA 4.0,,
490,"['css', 'background', 'fallback']","{'account_id': 16899700, 'reputation': 35, 'user_id': 12221426, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a2bbe3ab5170b761b5ba9e57d6385927?s=256&d=identicon&r=PG&f=1', 'display_name': 'claronic', 'link': 'https://stackoverflow.com/users/12221426/claronic'}",True,175,,2,0,1594890916,1589292489,1594890916.0,61753879,https://stackoverflow.com/questions/61753879/fall-back-color-with-multiple-backgrounds-css-background-property,,Fall-back color with multiple backgrounds css background property,61755317.0,CC BY-SA 4.0,,
491,"['css', 'reactjs', 'framer-motion']","{'account_id': 3221834, 'reputation': 1440, 'user_id': 2719094, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/466b2e3996b8816595e37816e5ad9ad4?s=256&d=identicon&r=PG&f=1', 'display_name': 'user2719094', 'link': 'https://stackoverflow.com/users/2719094/user2719094'}",True,2964,,2,2,1594704303,1588627722,,61601954,https://stackoverflow.com/questions/61601954/how-do-i-use-percentages-with-motionvalues-in-framer-motion,,How do I use percentages with MotionValues in Framer Motion?,,CC BY-SA 4.0,,
492,"['html', 'css', 'angularjs', 'sass']","{'account_id': 16191029, 'reputation': 46, 'user_id': 11689771, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a385b505530a85978225f34f4a6058d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Wirdal', 'link': 'https://stackoverflow.com/users/11689771/wirdal'}",True,412,,1,0,1594669728,1589573510,,61827582,https://stackoverflow.com/questions/61827582/how-can-i-override-the-flex-xs-breakpoint-when-printing,,How can I override the flex-xs breakpoint when printing?,61900176.0,CC BY-SA 4.0,,
493,"['html', 'css', 'wordpress', 'plugins', 'styles']","{'account_id': 1302546, 'reputation': 2172, 'user_id': 1252174, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/937d7ad23afcd7bf1bb4165eebfafbd5?s=256&d=identicon&r=PG', 'display_name': 'ken4ward', 'link': 'https://stackoverflow.com/users/1252174/ken4ward'}",True,20,,1,0,1594647582,1588851076,1594647582.0,61656706,https://stackoverflow.com/questions/61656706/style-category-post-wordpress,,Style category post WordPress,61657887.0,CC BY-SA 4.0,,
494,"['javascript', 'html', 'css']","{'account_id': 18649160, 'reputation': 1, 'user_id': 13593039, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0768f4145647b80157d950e47797aefb?s=256&d=identicon&r=PG&f=1', 'display_name': 'tcl2122', 'link': 'https://stackoverflow.com/users/13593039/tcl2122'}",False,184,,3,-1,1594608113,1590241613,1594608113.0,61972982,https://stackoverflow.com/questions/61972982/image-as-a-toggle-hide-reveal-button,,Image as a toggle hide/reveal button,,CC BY-SA 4.0,,
495,"['css', 'razor', 'bootstrap-4', 'blazor']","{'account_id': 8277667, 'reputation': 1284, 'user_id': 6223275, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/42ce95745a1081d0ac37994bd1dafbe0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joe', 'link': 'https://stackoverflow.com/users/6223275/joe'}",False,307,,0,0,1594525955,1590410565,,62002620,https://stackoverflow.com/questions/62002620/positioning-of-menu-navbars-created-using-vs2019-blazor-app-and-asp-net-core-web,,Positioning of Menu navbars created using VS2019 Blazor App and ASP.NET Core Web Application templates,,CC BY-SA 4.0,,
496,"['html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'user13494573'}",True,56,,2,0,1594502736,1590674465,,62066607,https://stackoverflow.com/questions/62066607/how-do-i-get-an-image-and-paragraph-to-wait-before-showing-up-after-clicking-for,,How do I get an image and paragraph to wait before showing up after clicking for web development,62067057.0,CC BY-SA 4.0,,
497,"['javascript', 'html', 'css', 'django', 'web']","{'account_id': 18542777, 'reputation': 11, 'user_id': 13510880, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-LZ9bXRKDQSo/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNmHTQkeu-2XP6lbdlTiWMvpfAHQg/photo.jpg?sz=256', 'display_name': 'DIPAN POLLEY', 'link': 'https://stackoverflow.com/users/13510880/dipan-polley'}",False,917,,1,1,1594473579,1589108530,1589125905.0,61710892,https://stackoverflow.com/questions/61710892/how-to-make-a-dynamic-countdown-timer-using-django-and-javascript,,How to make a dynamic countdown timer using django and javascript?,,CC BY-SA 4.0,,
498,"['javascript', 'css', 'reactjs', 'material-ui']","{'account_id': 14080896, 'reputation': 404, 'user_id': 10171974, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-rHbpMe2n1D0/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7qME5y2Vsrf8vy5ZXKXVS-_SaboxQ/mo/photo.jpg?sz=256', 'display_name': 'D Park', 'link': 'https://stackoverflow.com/users/10171974/d-park'}",False,2640,,1,0,1594454253,1590549573,,62034870,https://stackoverflow.com/questions/62034870/conditional-rendering-with-makestyles-in-mui,,conditional rendering with makeStyles() in MUI,,CC BY-SA 4.0,,
499,"['html', 'css', 'css-animations']","{'account_id': 17879564, 'reputation': 81, 'user_id': 12988737, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d94a67d3abae21ab9e06d6c8fc24d50?s=256&d=identicon&r=PG&f=1', 'display_name': 'MariaKhan', 'link': 'https://stackoverflow.com/users/12988737/mariakhan'}",True,2239,,2,5,1594340848,1588979710,1594340848.0,61689623,https://stackoverflow.com/questions/61689623/rotating-planets-with-css,,Rotating planets with CSS,61690187.0,CC BY-SA 4.0,,
500,"['html', 'css']","{'account_id': 18610443, 'reputation': 99, 'user_id': 13563009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d3de34e796892e3cc605f61ab9a2441?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mr_G', 'link': 'https://stackoverflow.com/users/13563009/mr-g'}",True,1138,,4,2,1594126711,1589752238,,61859289,https://stackoverflow.com/questions/61859289/delete-margin-white-space-on-small-devices-mobile-phones,,Delete margin white space on small devices (mobile phones),,CC BY-SA 4.0,,
501,"['css', 'hover', 'css-transitions', 'contact-form-7', 'elementor']","{'account_id': 13393867, 'reputation': 1, 'user_id': 9665463, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-_tluotelxGw/AAAAAAAAAAI/AAAAAAAAGOQ/GFKMTQErz5s/photo.jpg?sz=256', 'display_name': 'Dragan Kovacevic', 'link': 'https://stackoverflow.com/users/9665463/dragan-kovacevic'}",False,99,,0,0,1594124116,1589580763,1594124116.0,61829175,https://stackoverflow.com/questions/61829175/aapply-css-transition-to-cf7-submit-button,,aApply CSS transition to CF7 Submit button,,CC BY-SA 4.0,,
502,"['html', 'css', 'user-interface', 'ionic-framework', 'ionic4']","{'account_id': 9947318, 'reputation': 1, 'user_id': 13547434, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/321430654923673/picture?type=large', 'display_name': 'Omer Cetin', 'link': 'https://stackoverflow.com/users/13547434/omer-cetin'}",False,723,,1,0,1594104535,1589532065,,61815171,https://stackoverflow.com/questions/61815171/how-to-make-bottom-corners-of-header-rounded-in-ionic,,How to make bottom corners of header rounded in Ionic,,CC BY-SA 4.0,,
503,"['css', 'webpack', 'sass']","{'account_id': 938073, 'reputation': 10197, 'user_id': 966638, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/31d781a78c971a09e39006c8d8cec138?s=256&d=identicon&r=PG', 'display_name': 'petko_stankoski', 'link': 'https://stackoverflow.com/users/966638/petko-stankoski'}",False,66,,1,1,1594056919,1589363964,,61771612,https://stackoverflow.com/questions/61771612/bundling-css-files-as-linktag-doesnt-work,,Bundling css files as linktag doesn&#39;t work,,CC BY-SA 4.0,,
504,"['css', 'hover', 'css-animations', 'flicker', 'keyframe']","{'account_id': 18565940, 'reputation': 13, 'user_id': 13528878, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f710e6e1479c5ed66f3f57caf88f15d1?s=256&d=identicon&r=PG&f=1', 'display_name': 'dingbat', 'link': 'https://stackoverflow.com/users/13528878/dingbat'}",True,197,,1,1,1594027018,1589317556,1589318895.0,61761913,https://stackoverflow.com/questions/61761913/css-keyframe-animation-flickers-on-hover,,CSS @keyframe animation flickers on hover,61762176.0,CC BY-SA 4.0,,
505,"['javascript', 'html', 'css', 'google-apps-script', 'oauth-2.0']","{'account_id': 17503781, 'reputation': 61, 'user_id': 12693450, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAXUZvhnOuiPXmDpWXD28uQzs2PJXUYu7Sy7oy6BA=k-s256', 'display_name': 'John Emmanuel Dela Cruz', 'link': 'https://stackoverflow.com/users/12693450/john-emmanuel-dela-cruz'}",False,329,,1,0,1593979649,1589080651,1593979649.0,61706728,https://stackoverflow.com/questions/61706728/redirect-user-to-next-page-in-oauth,,Redirect user to next page in OAUTH,,CC BY-SA 4.0,,
506,"['javascript', 'css', 'd3.js', 'leaflet']","{'account_id': 198645, 'reputation': 1387, 'user_id': 443425, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/6kbS6.jpg?s=256&g=1', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/443425/chris'}",True,521,,1,5,1593853030,1590672463,1593101792.0,62065912,https://stackoverflow.com/questions/62065912/leaflet-overlaid-with-d3-chart-need-chart-to-remain-in-one-place,,Leaflet overlaid with D3 Chart - Need chart to remain in one place,62633342.0,CC BY-SA 4.0,,
507,"['html', 'css', 'navbar']","{'account_id': 18298554, 'reputation': 3, 'user_id': 13323950, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d2e5fd0860ba81954b544d2b929b56c?s=256&d=identicon&r=PG', 'display_name': 'Aitor Morgado', 'link': 'https://stackoverflow.com/users/13323950/aitor-morgado'}",True,209,,1,0,1593825114,1588353819,,61547408,https://stackoverflow.com/questions/61547408/i-cant-make-my-navigation-bar-fixed-with-css,,I can&#39;t make my navigation bar fixed with CSS,61547781.0,CC BY-SA 4.0,,
508,"['html', 'css', 'responsive-design', 'media-queries']","{'account_id': 18298554, 'reputation': 3, 'user_id': 13323950, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d2e5fd0860ba81954b544d2b929b56c?s=256&d=identicon&r=PG', 'display_name': 'Aitor Morgado', 'link': 'https://stackoverflow.com/users/13323950/aitor-morgado'}",True,305,,1,0,1593809597,1588952310,,61682746,https://stackoverflow.com/questions/61682746/how-to-set-a-maximum-width-with-flexbox-and-avoid-jumps-with-media-queries,,How to set a maximum width with flexbox and avoid jumps with media queries,,CC BY-SA 4.0,,
509,['css'],"{'account_id': 7248709, 'reputation': 3341, 'user_id': 8532656, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ty503.jpg?s=256&g=1', 'display_name': 'TidyDev', 'link': 'https://stackoverflow.com/users/8532656/tidydev'}",True,525,1588622361.0,2,2,1593780463,1588613425,1588613530.0,61598155,https://stackoverflow.com/questions/61598155/create-a-css-rule-that-only-applies-to-img-tags-with-a-png-or-jpg-format,Duplicate,Create a CSS rule that only applies to IMG tags with a png or jpg format,61599263.0,,,
510,['css'],"{'account_id': 14121007, 'reputation': 2761, 'user_id': 12540500, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/24ee67ed560070bcadf3500b10f81fb8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Asking', 'link': 'https://stackoverflow.com/users/12540500/asking'}",True,27,,1,-1,1593770391,1589976362,,61912701,https://stackoverflow.com/questions/61912701/resize-a-chart-from-reactjs,,Resize a chart from reactjs,61913539.0,CC BY-SA 4.0,,
511,"['css', 'html5-canvas', 'pixel-perfect', 'devicepixelratio']","{'account_id': 169058, 'reputation': 1198, 'user_id': 394921, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/4156d50e2521dffb15d0f8f190bf1b00?s=256&d=identicon&r=PG', 'display_name': 'JohnRDOrazio', 'link': 'https://stackoverflow.com/users/394921/johnrdorazio'}",True,180,,1,2,1593622451,1588676786,,61611665,https://stackoverflow.com/questions/61611665/cant-get-sharp-lines-on-html-canvas-element,,can&#39;t get sharp lines on html canvas element,,CC BY-SA 4.0,,
512,"['javascript', 'html', 'css', 'checkbox', 'submenu']","{'account_id': 18671269, 'reputation': 3, 'user_id': 13609994, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0cbe8ffa53d291706a515f1d7fd399fd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zabzab', 'link': 'https://stackoverflow.com/users/13609994/zabzab'}",True,105,,1,0,1593597504,1590362083,1593597504.0,61993549,https://stackoverflow.com/questions/61993549/my-submenus-didnt-place-themselves-as-i-want-cant-close-them-with-a-checkbox,,My submenus didn&#39;t place themselves as I want + can&#39;t close them with a checkbox,61994654.0,CC BY-SA 4.0,,
513,"['html', 'css']","{'account_id': 44963, 'reputation': 1437, 'user_id': 132239, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/lmD3r.jpg?s=256&g=1', 'display_name': 'Kasrak', 'link': 'https://stackoverflow.com/users/132239/kasrak'}",True,67,,1,1,1593596961,1590407451,1590407587.0,62001863,https://stackoverflow.com/questions/62001863/bottom-padding-of-an-unknown-size-text-inside-a-div,,Bottom padding of an unknown-size text inside a Div,62002128.0,CC BY-SA 4.0,,
