,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,protected_date,migrated_from
112,"['html', 'css']","{'account_id': 1495446, 'reputation': 2434, 'user_id': 1401501, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/5f94cf44c0ca68386daaf8213ce5e4af?s=256&d=identicon&r=PG', 'display_name': 'Dexter Schneider', 'link': 'https://stackoverflow.com/users/1401501/dexter-schneider'}",True,33648,,11510511.0,5,30,1612082105,1342463005,,11510232,https://stackoverflow.com/questions/11510232/viewport-meta-tags-vs-media-queries,,Viewport meta tags vs Media Queries?,CC BY-SA 3.0,1608974953.0,
113,"['css', 'jsfiddle']","{'account_id': 1632724, 'reputation': 187, 'user_id': 1506962, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/fb00da18b41b9a90cb255d8b13143c13?s=256&d=identicon&r=PG', 'display_name': 'user1506962', 'link': 'https://stackoverflow.com/users/1506962/user1506962'}",True,87244,,11375765.0,2,13,1611712597,1341670551,,11375724,https://stackoverflow.com/questions/11375724/fade-in-fade-out-on-image-hover-using-css3,,Fade in fade out on image hover using CSS3?,CC BY-SA 3.0,,
114,"['javascript', 'html', 'css']","{'account_id': 1255572, 'reputation': 41297, 'user_id': 1215106, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/615ff12525dbd5868b7c78d9754aed72?s=256&d=identicon&r=PG', 'display_name': 'Ωmega', 'link': 'https://stackoverflow.com/users/1215106/%e2%84%a6mega'}",True,97561,,11451551.0,10,32,1611406857,1342094827,1431021712.0,11451483,https://stackoverflow.com/questions/11451483/disable-onclick-with-css-possible,,Disable onclick with CSS :: Possible?,CC BY-SA 3.0,,
115,"['css', 'margin']","{'account_id': 301392, 'reputation': 10962, 'user_id': 609074, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/fb7eb62618a588d914fe487987746ce9?s=256&d=identicon&r=PG&f=1', 'display_name': 'PhD', 'link': 'https://stackoverflow.com/users/609074/phd'}",True,223536,,11499018.0,8,135,1610576144,1342382787,,11495200,https://stackoverflow.com/questions/11495200/how-do-negative-margins-in-css-work-and-why-is-margin-top-5-margin-bottom5,,How do negative margins in CSS work and why is (margin-top:-5 != margin-bottom:5)?,CC BY-SA 3.0,,
116,"['jquery', 'html', 'css']","{'account_id': 306230, 'reputation': 7325, 'user_id': 616855, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/699d9e1935bf091a3548155220bfad02?s=256&d=identicon&r=PG&f=1', 'display_name': 'Frantisek', 'link': 'https://stackoverflow.com/users/616855/frantisek'}",True,2224,,11690127.0,3,2,1610396287,1343397920,,11689434,https://stackoverflow.com/questions/11689434/how-to-stop-web-content-from-being-displayed-before-css-jquery-is-prepared,,How to stop web content from being displayed before css/jquery is prepared?,CC BY-SA 3.0,,
117,"['javascript', 'jquery', 'html', 'css', 'compression']","{'account_id': 1255572, 'reputation': 41297, 'user_id': 1215106, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/615ff12525dbd5868b7c78d9754aed72?s=256&d=identicon&r=PG', 'display_name': 'Ωmega', 'link': 'https://stackoverflow.com/users/1215106/%e2%84%a6mega'}",True,17886,,11569231.0,9,9,1610243326,1342730116,1342731284.0,11568874,https://stackoverflow.com/questions/11568874/how-to-minify-html-with-css-and-javascript,,How to minify HTML with CSS and Javascript?,CC BY-SA 3.0,,
118,"['html', 'css', 'text', 'safari', 'textarea']","{'account_id': 1690960, 'reputation': 70, 'user_id': 1553305, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/1ac8f8f9a92303de21a825f27d5b0df2?s=256&d=identicon&r=PG', 'display_name': 'Smith', 'link': 'https://stackoverflow.com/users/1553305/smith'}",True,5016,,,2,1,1610058709,1343443586,1343444327.0,11697841,https://stackoverflow.com/questions/11697841/wrap-text-like-the-latest-safari-does-with-white-space-pre,,Wrap Text like the latest Safari does with white-space: pre,CC BY-SA 3.0,,
119,"['jquery', 'css']","{'account_id': 1573885, 'reputation': 161, 'user_id': 1460917, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/76c58ae66abc31f4adfd4a2ce9941ded?s=256&d=identicon&r=PG', 'display_name': 'david', 'link': 'https://stackoverflow.com/users/1460917/david'}",True,49083,,11528905.0,5,7,1609329944,1342550600,1342561560.0,11528845,https://stackoverflow.com/questions/11528845/how-do-i-style-the-alert-box-with-css,,How do I style the alert box with CSS?,CC BY-SA 3.0,,
120,"['html', 'css', 'css-position']","{'account_id': 466230, 'reputation': 5293, 'user_id': 870853, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/ZKsMj.jpg?s=256&g=1', 'display_name': 'Arturs Vancans', 'link': 'https://stackoverflow.com/users/870853/arturs-vancans'}",True,45034,,11492340.0,5,18,1608360274,1342356673,,11492055,https://stackoverflow.com/questions/11492055/how-to-adjust-relative-div-height-with-respect-to-inner-absolute-height,,How to adjust relative div height with respect to inner absolute height?,CC BY-SA 3.0,,
121,"['javascript', 'css', 'twitter-bootstrap']","{'account_id': 1615317, 'reputation': 313, 'user_id': 1493194, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/7428d4c3b39eae5129ec896a153a0811?s=256&d=identicon&r=PG', 'display_name': 'user1493194', 'link': 'https://stackoverflow.com/users/1493194/user1493194'}",True,44862,,,5,17,1607606354,1341070610,1341105865.0,11275381,https://stackoverflow.com/questions/11275381/make-scrolling-navbar-stick-at-top-of-browser-in-bootstrap,,Make Scrolling NavBar Stick At Top Of Browser In Bootstrap,CC BY-SA 3.0,,
122,['css'],"{'account_id': 1667394, 'reputation': 619, 'user_id': 1534536, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/d74a5b6be6abe2e700a8432b9790d7f7?s=256&d=identicon&r=PG', 'display_name': 'user1534536', 'link': 'https://stackoverflow.com/users/1534536/user1534536'}",True,67879,,11540613.0,6,39,1607515166,1342610877,1342641644.0,11540268,https://stackoverflow.com/questions/11540268/prevent-wrapping-of-menu-items,,Prevent wrapping of menu items,CC BY-SA 3.0,,
123,"['javascript', 'css', 'dom-events', 'mouseover', 'opacity']","{'account_id': 1602125, 'reputation': 61, 'user_id': 1482978, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/6537f332ef16f92114f032b9a69d348f?s=256&d=identicon&r=PG', 'display_name': 'user1482978', 'link': 'https://stackoverflow.com/users/1482978/user1482978'}",True,1024,,,2,2,1605308464,1343004971,1605308464.0,11605282,https://stackoverflow.com/questions/11605282/i-need-to-change-the-opacity-value-of-an-image-using-javascript-when-i-mouse-ove,,I need to change the opacity value of an image using JavaScript when i mouse over it but my code isn&#39;t working,CC BY-SA 4.0,,
124,"['css', 'xpath']","{'account_id': 1251064, 'reputation': 1624, 'user_id': 1211465, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/6d8e6c2f02b1a371d15a7e690fcc23ea?s=256&d=identicon&r=PG', 'display_name': 'SOLDIER-OF-FORTUNE', 'link': 'https://stackoverflow.com/users/1211465/soldier-of-fortune'}",True,5016,,11506905.0,3,2,1605103326,1342448394,1342448530.0,11506309,https://stackoverflow.com/questions/11506309/styling-specific-elements-using-xpath-and-css,,styling specific elements using XPATH and CSS,CC BY-SA 3.0,,
125,"['html', 'css', 'character-encoding', 'special-characters']","{'account_id': 1076267, 'reputation': 6880, 'user_id': 1074346, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/3xd4O.jpg?s=256&g=1', 'display_name': 'Atadj', 'link': 'https://stackoverflow.com/users/1074346/atadj'}",True,33975,,11752529.0,9,26,1605101783,1343320706,,11673978,https://stackoverflow.com/questions/11673978/is-there-a-html-css-way-to-display-html-tags-without-parsing,,Is there a HTML/CSS way to display HTML tags without parsing?,CC BY-SA 3.0,,
126,"['css', 'twitter-bootstrap', 'height']","{'account_id': 12292, 'reputation': 25701, 'user_id': 24109, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/1aa6c4f940a7feebe09c4ba4ebf67cec?s=256&d=identicon&r=PG', 'display_name': 'Matt Roberts', 'link': 'https://stackoverflow.com/users/24109/matt-roberts'}",True,526209,,11678061.0,4,153,1605101305,1343336054,1343487731.0,11677886,https://stackoverflow.com/questions/11677886/twitter-bootstrap-div-in-container-with-100-height,,Twitter Bootstrap: div in container with 100% height,CC BY-SA 3.0,,
127,"['css', 'png', 'background-image']","{'account_id': 1688024, 'reputation': 33, 'user_id': 1550914, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d2633b739dc26a866b3cc75b7c2faa7?s=256&d=identicon&r=PG', 'display_name': 'user1550914', 'link': 'https://stackoverflow.com/users/1550914/user1550914'}",True,275,1605016874.0,11645423.0,2,3,1605016894,1343203811,1605016894.0,11645346,https://stackoverflow.com/questions/11645346/using-css-to-show-gradient-as-well-as-an-image,Not suitable for this site,Using CSS to show gradient as well as an image,,,
128,"['css', 'twitter-bootstrap']","{'account_id': 1174097, 'reputation': 14720, 'user_id': 1150534, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/043af7a7ebf89595bebc3364f933d648?s=256&d=identicon&r=PG', 'display_name': 'Richlewis', 'link': 'https://stackoverflow.com/users/1150534/richlewis'}",True,41146,,,10,24,1603297132,1342378004,1433792949.0,11494613,https://stackoverflow.com/questions/11494613/bootstrap-modal-doesnt-work-on-iphone,,Bootstrap modal doesn&#39;t work on iPhone,CC BY-SA 3.0,,
129,"['css', 'safari', 'stylesheet', 'web-inspector']","{'account_id': 936907, 'reputation': 630, 'user_id': 965686, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a23431baed1d2cadb9a1f16c691cbba?s=256&d=identicon&r=PG', 'display_name': 'Krisdigital', 'link': 'https://stackoverflow.com/users/965686/krisdigital'}",True,1045,,11820247.0,2,6,1602142870,1343477665,1343479112.0,11700932,https://stackoverflow.com/questions/11700932/safari-6-webinspector-2-css-line-numbers-and-stylesheet,,Safari 6 / Webinspector 2 - CSS Line Numbers and Stylesheet,CC BY-SA 3.0,,
130,"['css', 'fonts', 'webfonts', 'antialiasing']","{'account_id': 86178, 'reputation': 41253, 'user_id': 1444475, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/b51b5cc4ac03ec4f688fc9ae5908a663?s=256&d=identicon&r=PG', 'display_name': 'matt', 'link': 'https://stackoverflow.com/users/1444475/matt'}",True,332042,,,8,114,1601668433,1342123511,1574751669.0,11459746,https://stackoverflow.com/questions/11459746/webfont-smoothing-and-antialiasing-in-firefox-and-opera,,Webfont Smoothing and Antialiasing in Firefox and Opera,CC BY-SA 4.0,,
131,"['html', 'css', 'mobile-website', 'viewport']","{'account_id': 51938, 'reputation': 53087, 'user_id': 155196, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/T71og.jpg?s=256&g=1', 'display_name': 'Harsha M V', 'link': 'https://stackoverflow.com/users/155196/harsha-m-v'}",True,165840,,11689448.0,10,90,1601378785,1343397665,1343398256.0,11689353,https://stackoverflow.com/questions/11689353/disable-pinch-zoom-on-mobile-web,,Disable Pinch Zoom on Mobile Web,CC BY-SA 3.0,,
132,"['css', 'xml', 'xpath', 'xquery', 'saxon']","{'account_id': 1429890, 'reputation': 6291, 'user_id': 1352530, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/ECK2F.jpg?s=256&g=1', 'display_name': 'Whimusical', 'link': 'https://stackoverflow.com/users/1352530/whimusical'}",True,912,,,2,1,1599738693,1342092247,1342522627.0,11450780,https://stackoverflow.com/questions/11450780/how-can-i-feed-an-xquery-module-with-a-global-variable-from-main-script,,How can I feed an Xquery module with a global variable from main script?,CC BY-SA 3.0,,
133,"['html', 'css', 'list', 'css-float', 'inline']","{'account_id': 903205, 'reputation': 1830, 'user_id': 938745, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/UNgzk.jpg?s=256&g=1', 'display_name': 'Ian', 'link': 'https://stackoverflow.com/users/938745/ian'}",True,91,,11406420.0,4,0,1599387113,1341892699,1599387113.0,11406387,https://stackoverflow.com/questions/11406387/horizontally-aligning-a-list-with-6-items,,Horizontally aligning a list with 6 items?,CC BY-SA 4.0,,
134,"['html', 'css']","{'account_id': 291661, 'reputation': 4412, 'user_id': 593958, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/b2a43f917e86d519bcea42c9f6f08f09?s=256&d=identicon&r=PG&f=1', 'display_name': 'skmasq', 'link': 'https://stackoverflow.com/users/593958/skmasq'}",True,43393,,11485121.0,7,19,1598973465,1341909633,1341910023.0,11409586,https://stackoverflow.com/questions/11409586/child-div-100-height-to-parent-auto-height,,Child div 100% height to parent auto height,CC BY-SA 3.0,,
135,"['html', 'css', 'button', 'size']","{'account_id': 312639, 'reputation': 1961, 'user_id': 626819, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/le2jb.png?s=256&g=1', 'display_name': 'heyred', 'link': 'https://stackoverflow.com/users/626819/heyred'}",True,237852,,11689471.0,5,19,1598221911,1343397886,1483428729.0,11689427,https://stackoverflow.com/questions/11689427/resizing-a-button,,Resizing a button,CC BY-SA 3.0,,
136,"['html', 'css', 'preview']","{'account_id': 1680195, 'reputation': 103, 'user_id': 1544611, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/938952ea35a57cf9c903b2bc1efbb889?s=256&d=identicon&r=PG', 'display_name': 'Abracham Kadłubowicz', 'link': 'https://stackoverflow.com/users/1544611/abracham-kad%c5%82ubowicz'}",True,17229,,11604813.0,1,10,1597243541,1342999305,1343040824.0,11604792,https://stackoverflow.com/questions/11604792/hover-preview-with-css-instead-of-js,,Hover preview with CSS instead of JS,CC BY-SA 3.0,,
137,"['javascript', 'html', 'css']","{'account_id': 1669182, 'reputation': 45, 'user_id': 1535972, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/bcef76c0a8c6c96112806d668290cdc0?s=256&d=identicon&r=PG', 'display_name': 'Wolf Head', 'link': 'https://stackoverflow.com/users/1535972/wolf-head'}",True,2533,,11550047.0,2,1,1597138001,1342643513,1597134409.0,11549813,https://stackoverflow.com/questions/11549813/creating-a-css-drop-down-menu-with-a-search-box-the-pops-down-from-the-search-ic,,Creating a CSS drop-down menu with a search box the pops down from the search icon,CC BY-SA 4.0,,
138,"['html', 'css']","{'account_id': 157542, 'reputation': 759, 'user_id': 375571, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/13af4ff3fea2810c9fc3f9f17477e5d7?s=256&d=identicon&r=PG', 'display_name': 'holian', 'link': 'https://stackoverflow.com/users/375571/holian'}",True,417,1596876896.0,11440440.0,1,0,1596876568,1342034742,1596876568.0,11439947,https://stackoverflow.com/questions/11439947/superfish-menu-z-index-issue,Duplicate,Superfish menu z-index issue,,,
139,"['css', 'internet-explorer', 'twitter', 'twitter-bootstrap', 'sass']","{'account_id': 1561833, 'reputation': 625, 'user_id': 1451543, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/58512ee8be8eef672cbbf754e22b8992?s=256&d=identicon&r=PG', 'display_name': 'Marian Petrov', 'link': 'https://stackoverflow.com/users/1451543/marian-petrov'}",False,522,,,1,2,1596735886,1341451300,1596735886.0,11336864,https://stackoverflow.com/questions/11336864/sass-how-to-change-the-code-if-the-browser-is-ie,,SASS - how to change the code if the browser is IE,CC BY-SA 4.0,,
140,"['css', 'ruby-on-rails', 'hex', 'opacity', 'erb']","{'account_id': 1603570, 'reputation': 149, 'user_id': 1484130, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/7df184b07af05d22c0dee7a4e191264f?s=256&d=identicon&r=PG', 'display_name': 'Huub Mons', 'link': 'https://stackoverflow.com/users/1484130/huub-mons'}",True,1459,1411629497.0,,2,-1,1596098773,1342216578,,11478883,https://stackoverflow.com/questions/11478883/set-background-opacity-in-css,Duplicate,set background opacity in css,,,
141,"['html', 'css']","{'account_id': 1615022, 'reputation': 593, 'user_id': 1492967, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/af4a97f845ed706dd7e7a694bd33674e?s=256&d=identicon&r=PG', 'display_name': 'Alice', 'link': 'https://stackoverflow.com/users/1492967/alice'}",True,3233,,11582408.0,8,2,1595954007,1342797653,1595954007.0,11582231,https://stackoverflow.com/questions/11582231/css-layout-to-place-a-div-on-center-of-the-screen,,CSS layout to place a div on center of the screen,CC BY-SA 4.0,,
142,"['html', 'css', 'accessibility']","{'account_id': 1514155, 'reputation': 2096, 'user_id': 1415574, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/E8zF6.jpg?s=256&g=1', 'display_name': 'Zaphoid', 'link': 'https://stackoverflow.com/users/1415574/zaphoid'}",True,2068,,12268024.0,1,1,1595361029,1343394722,1595361029.0,11688446,https://stackoverflow.com/questions/11688446/css-background-color-for-white-text-with-semi-transparent-background-image,,css background color for white text with semi-transparent background image,CC BY-SA 4.0,,
143,"['css', 'templates', 'joomla', 'joomla-article']","{'account_id': 391314, 'reputation': 1016, 'user_id': 751902, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/124c08b51e73e5345653cbb8c164d497?s=256&d=identicon&r=PG', 'display_name': 'sergio', 'link': 'https://stackoverflow.com/users/751902/sergio'}",True,1457,,11505113.0,1,2,1594977914,1342438627,1594977914.0,11503452,https://stackoverflow.com/questions/11503452/joomla-not-showing-articles,,Joomla not showing articles,CC BY-SA 4.0,,
144,"['css', 'css-transitions']","{'account_id': 450099, 'reputation': 3879, 'user_id': 845248, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/43fbc7dec381c9b652d33edbb3ec0850?s=256&d=identicon&r=PG', 'display_name': 'afreeland', 'link': 'https://stackoverflow.com/users/845248/afreeland'}",True,231505,,,4,39,1594968679,1343262569,1343497806.0,11660710,https://stackoverflow.com/questions/11660710/css-transition-fade-in,,CSS transition fade in,CC BY-SA 3.0,,
145,"['css', 'css-float']","{'account_id': 404716, 'reputation': 1923, 'user_id': 773202, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/80334200a2affe6e204f1b3c45ad3b91?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chris22', 'link': 'https://stackoverflow.com/users/773202/chris22'}",True,105,,11530808.0,1,0,1594235693,1342558559,1594235693.0,11530733,https://stackoverflow.com/questions/11530733/clearing-floated-divs-acting-odd-within-parent-div,,clearing floated divs acting odd within parent div,CC BY-SA 4.0,,
146,"['html', 'css', 'css-float']","{'account_id': 173144, 'reputation': 11819, 'user_id': 401643, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/89503845649598e0ea21e8e9d5b5f9ca?s=256&d=identicon&r=PG', 'display_name': 'Pascal', 'link': 'https://stackoverflow.com/users/401643/pascal'}",True,238,,11645411.0,2,-1,1594234393,1343203141,1594234393.0,11645159,https://stackoverflow.com/questions/11645159/text-goes-through-css-div,,text goes through css div,CC BY-SA 4.0,,
147,"['html', 'css', 'button']","{'account_id': 1336512, 'reputation': 10211, 'user_id': 1279133, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/F25O2.jpg?s=256&g=1', 'display_name': 'MultiDev', 'link': 'https://stackoverflow.com/users/1279133/multidev'}",True,76186,,11404569.0,2,7,1593565001,1341875549,1593565001.0,11404545,https://stackoverflow.com/questions/11404545/adding-background-image-to-button-using-css,,Adding background image to button using CSS,CC BY-SA 4.0,,
148,"['javascript', 'css', 'listener', 'dom-events']","{'account_id': 900328, 'reputation': 13339, 'user_id': 936643, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/0748919a08032785e3190e4f9d37cd42?s=256&d=identicon&r=PG', 'display_name': 'SpaceBeers', 'link': 'https://stackoverflow.com/users/936643/spacebeers'}",True,6078,,11635128.0,1,3,1593528820,1343146488,1593528820.0,11635056,https://stackoverflow.com/questions/11635056/webkitanimationend-isnt-firing-can-anyone-see-why,,WebkitAnimationEnd isn&#39;t firing. Can anyone see why?,CC BY-SA 4.0,,
149,"['css', 'css-selectors', 'sass']","{'account_id': 1460761, 'reputation': 1126, 'user_id': 1375170, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/fbac4442761a94ca477ed51f4c7fbe6b?s=256&d=identicon&r=PG', 'display_name': 'Vladimir', 'link': 'https://stackoverflow.com/users/1375170/vladimir'}",True,11772,,11293759.0,2,21,1593027053,1341224068,1515101657.0,11291667,https://stackoverflow.com/questions/11291667/can-i-apply-a-style-to-all-pseudo-selectors-in-css-or-sass,,Can I apply a style to all pseudo selectors in CSS or Sass?,CC BY-SA 3.0,,
150,"['html', 'css']","{'account_id': 389362, 'reputation': 14403, 'user_id': 748789, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/33f8a48f2fce27fe34c1e3052f60a9d8?s=256&d=identicon&r=PG', 'display_name': 'IMB', 'link': 'https://stackoverflow.com/users/748789/imb'}",True,172725,,11439056.0,9,21,1592283663,1342030780,1343432675.0,11438910,https://stackoverflow.com/questions/11438910/how-to-display-items-side-by-side-without-using-tables,,How to display items side-by-side without using tables?,CC BY-SA 3.0,,
151,"['php', 'css']","{'account_id': 980076, 'reputation': 2385, 'user_id': 1000024, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/6319aba7cf70e5905cae8d4c648a18e9?s=256&d=identicon&r=PG', 'display_name': 'Anil', 'link': 'https://stackoverflow.com/users/1000024/anil'}",True,91216,,11634366.0,5,7,1592143808,1343143508,,11634153,https://stackoverflow.com/questions/11634153/how-to-add-a-print-button-to-a-web-page,,How to add a print button to a web page,CC BY-SA 3.0,,
152,"['css', 'primefaces', 'jsf-2', 'line-breaks']","{'account_id': 422580, 'reputation': 9042, 'user_id': 801434, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/88f8280660d755809a4a44019a972f69?s=256&d=identicon&r=PG', 'display_name': 'Mr.J4mes', 'link': 'https://stackoverflow.com/users/801434/mr-j4mes'}",True,29555,,11501479.0,4,6,1591131277,1342382299,1591131277.0,11495137,https://stackoverflow.com/questions/11495137/how-to-put-custom-content-like-a-linebreak-inside-pcolumn-header,,How to put custom content like a linebreak inside p:column header,CC BY-SA 4.0,,
153,"['html', 'css']","{'account_id': 423135, 'reputation': 3567, 'user_id': 802335, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/aa912e2e15e86cc9910ccb93668ce34f?s=256&d=identicon&r=PG', 'display_name': 'Dan Hlavenka', 'link': 'https://stackoverflow.com/users/802335/dan-hlavenka'}",True,132,,,3,0,1590863184,1342437870,,11503253,https://stackoverflow.com/questions/11503253/clipping-element-to-width-of-other-element,,Clipping element to width of other element,CC BY-SA 3.0,,
154,"['css', 'caching']","{'account_id': 240488, 'reputation': 33982, 'user_id': 510754, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/1850623d675fdf6b04f01fc0740ee24c?s=256&d=identicon&r=PG', 'display_name': 'Rinto George', 'link': 'https://stackoverflow.com/users/510754/rinto-george'}",False,268,,,1,0,1590863134,1342672901,1342673838.0,11554059,https://stackoverflow.com/questions/11554059/what-is-expiration-headers-for-css-js-and-images,,"what is expiration headers for CSS, JS, and Images?",CC BY-SA 3.0,,
155,"['html', 'css', 'background-image', 'image']","{'account_id': 312639, 'reputation': 1961, 'user_id': 626819, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/le2jb.png?s=256&g=1', 'display_name': 'heyred', 'link': 'https://stackoverflow.com/users/626819/heyred'}",True,5106,,11688749.0,3,3,1590863106,1343395331,1504900925.0,11688612,https://stackoverflow.com/questions/11688612/scale-an-image-with-css-while-keeping-rounded-corners,,Scale an image with CSS while keeping rounded corners,CC BY-SA 3.0,,
156,"['css', 'jquery-ui', 'asp.net-mvc-4', 'bundle', 'asp.net-optimization']","{'account_id': 133011, 'reputation': 5223, 'user_id': 334060, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/A4Tag.jpg?s=256&g=1', 'display_name': 'Tom W Hall', 'link': 'https://stackoverflow.com/users/334060/tom-w-hall'}",True,107503,,11386982.0,16,297,1590137591,1341549582,1495540965.0,11355935,https://stackoverflow.com/questions/11355935/mvc4-stylebundle-not-resolving-images,,MVC4 StyleBundle not resolving images,CC BY-SA 3.0,,
157,"['android', 'html', 'css', 'google-chrome', 'font-size']","{'account_id': 539961, 'reputation': 921, 'user_id': 907787, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/c8bf1419aa26be2e6f9f6ad6a7025f68?s=256&d=identicon&r=PG', 'display_name': 'Sprax', 'link': 'https://stackoverflow.com/users/907787/sprax'}",True,46844,,,7,91,1590090676,1341212980,1590090676.0,11289166,https://stackoverflow.com/questions/11289166/chrome-on-android-resizes-font,,Chrome on Android resizes font,CC BY-SA 4.0,,
158,"['javascript', 'html', 'css']","{'account_id': 1609490, 'reputation': 169, 'user_id': 1488888, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/ea8bb5a8531204054af6f87c667aa55d?s=256&d=identicon&r=PG', 'display_name': 'williamchanter', 'link': 'https://stackoverflow.com/users/1488888/williamchanter'}",True,13963,,11642667.0,3,3,1589662080,1343138475,1343191182.0,11632562,https://stackoverflow.com/questions/11632562/smooth-scroll-wont-work-why,,"Smooth scroll won&#39;t work, why?",CC BY-SA 3.0,,
159,"['html', 'css']","{'account_id': 1685071, 'reputation': 2735, 'user_id': 1548544, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/9e7a6e657146e6c44228cd7bf54b526c?s=256&d=identicon&r=PG', 'display_name': 'user1548544', 'link': 'https://stackoverflow.com/users/1548544/user1548544'}",True,16171,1413155974.0,,3,2,1589362097,1343480283,,11701222,https://stackoverflow.com/questions/11701222/margin-top-not-working,Duplicate,Margin-top not working,,,
160,"['css', 'background-color']","{'account_id': 452558, 'reputation': 2377, 'user_id': 849055, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/c6b8a179e282f28068efe790273e78cc?s=256&d=identicon&r=PG', 'display_name': 'Squadrons', 'link': 'https://stackoverflow.com/users/849055/squadrons'}",True,42064,,11455948.0,4,9,1588418856,1342108752,,11455865,https://stackoverflow.com/questions/11455865/getting-background-to-be-same-width-as-text-but-different-height,,"Getting background to be same width as text, but different height",CC BY-SA 3.0,,
