,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,migrated_from,closed_date,closed_reason,protected_date
229,"['html', 'css']","{'account_id': 5612088, 'reputation': 83, 'user_id': 10539983, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8778e0abdb1f964f1e8e0138aa22b6a7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ubi', 'link': 'https://stackoverflow.com/users/10539983/ubi'}",True,112,56803746.0,2,0,1590265128,1561644886,1561709816.0,56793027,,https://stackoverflow.com/questions/56793027/z-index-in-css-not-not-having-any-effect,Z-Index in CSS not not having any effect,,1562580572.0,Duplicate,
230,"['html', 'css']","{'account_id': 15973634, 'reputation': 1, 'user_id': 11527084, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7adc13b7dd564ca32b3d4521a5304b81?s=256&d=identicon&r=PG&f=1', 'display_name': 'lukasz_poswiata', 'link': 'https://stackoverflow.com/users/11527084/lukasz-poswiata'}",False,461,,2,-3,1590250877,1561657588,1561660467.0,56796272,,https://stackoverflow.com/questions/56796272/refresh-the-page-after-clicking-on-the-area,Refresh the page after clicking on the area,,1561660556.0,Duplicate,
231,"['css', 'code-splitting', 'tailwind-css']","{'account_id': 53147, 'reputation': 2601, 'user_id': 158851, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/6085cc651e0f9f422ec8bb29dcac5d4e?s=256&d=identicon&r=PG', 'display_name': 'geeko', 'link': 'https://stackoverflow.com/users/158851/geeko'}",True,3233,,1,6,1590074208,1561200691,,56714850,CC BY-SA 4.0,https://stackoverflow.com/questions/56714850/how-to-split-generated-css-code-form-tailwind,How to split generated CSS code form Tailwind?,,,,
232,"['javascript', 'html', 'css', 'materialize']","{'account_id': 15242538, 'reputation': 3, 'user_id': 10998341, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8462580ccb351dfc6a26b46c8c09646c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pruthvi Sambu', 'link': 'https://stackoverflow.com/users/10998341/pruthvi-sambu'}",True,2064,56529952.0,2,0,1590002393,1559942713,1560176641.0,56501373,CC BY-SA 4.0,https://stackoverflow.com/questions/56501373/window-print-function-doesnt-show-the-checked-value-of-radio-buttons-and-chec,window.print() function doesn&#39;t show the checked value of radio buttons and checkboxes,,,,
233,"['css', 'reactjs', 'autosuggest']","{'account_id': 9644867, 'reputation': 480, 'user_id': 9103301, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/92b1cb353970745bfca1ea6d252b10c3?s=256&d=identicon&r=PG', 'display_name': 'dor272', 'link': 'https://stackoverflow.com/users/9103301/dor272'}",True,1508,,2,1,1589569031,1559915051,,56495516,CC BY-SA 4.0,https://stackoverflow.com/questions/56495516/reactjs-autosuggest-suggestion-list-detached-from-input,reactjs autosuggest suggestion list detached from input,,,,
234,"['css', 'ionic-framework', 'ion-toggle']","{'account_id': 1992089, 'reputation': 135, 'user_id': 1785888, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a8094aebb12da3c93d7970cac9e13907?s=256&d=identicon&r=PG', 'display_name': 'Eddy', 'link': 'https://stackoverflow.com/users/1785888/eddy'}",True,1630,,2,0,1589441014,1561475063,,56757025,CC BY-SA 4.0,https://stackoverflow.com/questions/56757025/ionic-toggle-with-labels-on-each-side,Ionic-Toggle with Labels on each side,,,,
235,"['css', 'internet-explorer', 'css-animations', 'font-awesome', 'font-awesome-5']","{'account_id': 892382, 'reputation': 18972, 'user_id': 930393, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/bc8c7b1ea5b16aefccfaf15779ef0af9?s=256&d=identicon&r=PG', 'display_name': 'freefaller', 'link': 'https://stackoverflow.com/users/930393/freefaller'}",True,877,56775041.0,3,2,1589416737,1561558103,1561582861.0,56774807,CC BY-SA 4.0,https://stackoverflow.com/questions/56774807/animate-between-fontawesome-icons-not-working-in-ie,Animate between fontawesome icons not working in IE,,,,
236,"['javascript', 'html', 'css', 'node.js', 'reactjs']","{'account_id': 6993253, 'reputation': 2832, 'user_id': 5361707, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/315a11b9ddacb4b8fc237342f449f9fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'redshot', 'link': 'https://stackoverflow.com/users/5361707/redshot'}",False,1462,,2,1,1589193994,1561639826,,56791428,CC BY-SA 4.0,https://stackoverflow.com/questions/56791428/how-do-i-only-show-a-react-component-based-on-route-change,How do I only show a react component based on route change?,,,,
237,"['html', 'css', 'iphone']","{'account_id': 13751527, 'reputation': 31, 'user_id': 9923477, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QUmiY.jpg?s=256&g=1', 'display_name': 'Grets', 'link': 'https://stackoverflow.com/users/9923477/grets'}",True,435,56618590.0,2,0,1589008658,1560684368,1589008658.0,56618362,CC BY-SA 4.0,https://stackoverflow.com/questions/56618362/blank-space-at-bottom-of-footer-on-mobile,Blank space at bottom of footer (on Mobile),,,,
238,"['css', 'reactjs', 'material-ui']","{'account_id': 2605109, 'reputation': 4159, 'user_id': 2373113, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/caf23f6eb9c7c406eb04657a14edf4e8?s=256&d=identicon&r=PG', 'display_name': 'Jumpa', 'link': 'https://stackoverflow.com/users/2373113/jumpa'}",True,7650,,1,1,1588862581,1560358930,1588862581.0,56567172,,https://stackoverflow.com/questions/56567172/long-text-inside-table-cell-overflow,Long Text inside Table Cell Overflow,,1560366090.0,Duplicate,
239,"['html', 'css']","{'account_id': 6956624, 'reputation': 3083, 'user_id': 5337466, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/TChEm.jpg?s=256&g=1', 'display_name': 'Sanjeev Kumar', 'link': 'https://stackoverflow.com/users/5337466/sanjeev-kumar'}",True,2252,56425086.0,4,-1,1588832035,1559555498,,56424889,,https://stackoverflow.com/questions/56424889/creating-button-with-chopped-transparent-corner,Creating button with chopped transparent corner,,1559557846.0,Duplicate,
240,"['javascript', 'html', 'css', 'bootstrap-4']","{'account_id': 13676779, 'reputation': 1025, 'user_id': 9868018, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1MZWb.png?s=256&g=1', 'display_name': 'Alex Hawking', 'link': 'https://stackoverflow.com/users/9868018/alex-hawking'}",True,13582,56504721.0,2,7,1588783066,1559979846,1559989779.0,56504512,CC BY-SA 4.0,https://stackoverflow.com/questions/56504512/bootstrap-toast-moves-all-elements,Bootstrap toast moves all elements,,,,
241,"['javascript', 'jquery', 'html', 'css']","{'account_id': 9826299, 'reputation': 119, 'user_id': 7279350, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5340f59f6fb6f8f6db11345a4a65273b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sojon', 'link': 'https://stackoverflow.com/users/7279350/sojon'}",True,1011,56406140.0,1,1,1588691128,1559385616,1588691128.0,56405961,CC BY-SA 4.0,https://stackoverflow.com/questions/56405961/how-to-move-an-overflowed-element-with-mouse-position-in-jquery,How to move an overflow&#39;ed element with mouse position in jquery,,,,
242,"['html', 'css', 'modal-dialog']","{'account_id': 11393909, 'reputation': 93, 'user_id': 11195504, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0c50aee7283ca8a321141e3f2f74c19c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Karthikeyan', 'link': 'https://stackoverflow.com/users/11195504/karthikeyan'}",False,3159,,3,1,1588455090,1559899012,1559918335.0,56491448,CC BY-SA 4.0,https://stackoverflow.com/questions/56491448/modal-body-text-flows-out-word-wrap-not-working,modal-body text flows out - word wrap not working,,,,
243,"['css', 'hover', 'css-transitions', 'delay']","{'account_id': 13223288, 'reputation': 394, 'user_id': 9549296, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-OkJcaIrB_0I/AAAAAAAAAAI/AAAAAAAAAH4/t4xCfEWgk-I/photo.jpg?sz=256', 'display_name': 'Servus', 'link': 'https://stackoverflow.com/users/9549296/servus'}",False,50,,1,0,1588337841,1559679186,1588337841.0,56450720,CC BY-SA 4.0,https://stackoverflow.com/questions/56450720/different-transition-delay-animation-finished-vs-not-finished-css-only,Different transition-delay - animation finished vs not finished (css only),,,,
244,"['css', 'reactjs', 'flexbox', 'css-grid', 'splitpane']","{'account_id': 10953165, 'reputation': 173, 'user_id': 8048877, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c56e0591161516569ca70f95b1ea2859?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ironlors', 'link': 'https://stackoverflow.com/users/8048877/ironlors'}",True,7305,56827000.0,1,2,1588205495,1561904617,,56825596,CC BY-SA 4.0,https://stackoverflow.com/questions/56825596/react-split-pane-shows-above-other-components-when-using-display-flex,react split pane shows above other components when using `display: flex`,,,,
245,"['html', 'css', 'flexbox']","{'account_id': 16108511, 'reputation': 337, 'user_id': 11627425, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3045756752101022/picture?type=large', 'display_name': 'Arťom Pozdnyakov', 'link': 'https://stackoverflow.com/users/11627425/ar%c5%a5om-pozdnyakov'}",False,1534,,1,2,1587794850,1560193477,1560199444.0,56532140,CC BY-SA 4.0,https://stackoverflow.com/questions/56532140/flexbox-align-items-baseline-in-multiple-columns,Flexbox - align items baseline in multiple columns,,,,
246,"['php', 'css']","{'account_id': 16091603, 'reputation': 1, 'user_id': 11614886, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-HrUWebI0PkQ/AAAAAAAAAAI/AAAAAAAAABk/Sn3w0kvYVuw/photo.jpg?sz=256', 'display_name': 'Cainan Enneking', 'link': 'https://stackoverflow.com/users/11614886/cainan-enneking'}",True,44,,3,0,1587659078,1559923563,1559929355.0,56497872,CC BY-SA 4.0,https://stackoverflow.com/questions/56497872/css-file-not-showing-up-on-my-local-website,CSS File not showing up on my local website,,,,
247,"['css', 'angular', 'angular-material', 'angular-components', 'angular-module']","{'account_id': 5621368, 'reputation': 1487, 'user_id': 4451095, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://lh5.googleusercontent.com/-v_H2Lz65FyE/AAAAAAAAAAI/AAAAAAAAAJA/aIqzYDYErCw/photo.jpg?sz=256', 'display_name': 'Blair Holmes', 'link': 'https://stackoverflow.com/users/4451095/blair-holmes'}",False,2014,,1,0,1586409346,1560903851,1560907157.0,56658598,CC BY-SA 4.0,https://stackoverflow.com/questions/56658598/material-design-styles-working-on-one-module-but-not-another,material design styles working on one module but not another,,,,
248,"['html', 'css', 'reactjs', 'next.js']","{'account_id': 13652225, 'reputation': 31, 'user_id': 9849753, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe25dc6150edafb765fe7c32dc4fcf11?s=256&d=identicon&r=PG&f=1', 'display_name': 'Meena B', 'link': 'https://stackoverflow.com/users/9849753/meena-b'}",False,1336,,1,0,1586076806,1561354312,1561360999.0,56730335,CC BY-SA 4.0,https://stackoverflow.com/questions/56730335/redux-persist-in-the-next-js-project-persistroot-is-not-creating-localstorage,redux persist in the next js project persist:root is not creating localstorage,,,,
249,"['css', 'flexbox']","{'account_id': 1151648, 'reputation': 125, 'user_id': 1133217, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5dd547e8cfc2e54a41c15eddf884cf5?s=256&d=identicon&r=PG', 'display_name': 'ozziem', 'link': 'https://stackoverflow.com/users/1133217/ozziem'}",False,1182,,1,-1,1585503775,1559782478,1585503775.0,56469742,CC BY-SA 4.0,https://stackoverflow.com/questions/56469742/how-to-select-first-element-and-last-element-of-row-in-flex-design,How to select first element and last element of row in flex design?,,,,
250,"['html', 'css', 'iframe', 'height', 'google-forms']","{'account_id': 16163468, 'reputation': 31, 'user_id': 11668973, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-LN3tQr3D2GU/AAAAAAAAAAI/AAAAAAAAJSg/lj7ZTD6GBSg/photo.jpg?sz=256', 'display_name': 'user11668973', 'link': 'https://stackoverflow.com/users/11668973/user11668973'}",True,3058,,1,3,1585058911,1560933080,1585058911.0,56663295,CC BY-SA 4.0,https://stackoverflow.com/questions/56663295/how-to-embed-google-form-iframe-in-html-css-with-flexible-height-responsive,how to embed Google Form iframe in html css with flexible height (responsive),,,,
251,"['html', 'css', 'svg']","{'account_id': 15895307, 'reputation': 65, 'user_id': 11469243, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-L-zthe_uyxY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf7B6xoD-eRFEzp_lMRojBzHPfV2w/mo/photo.jpg?sz=256', 'display_name': 'Stef L', 'link': 'https://stackoverflow.com/users/11469243/stef-l'}",True,36,56613170.0,1,1,1584706382,1560623062,1584706382.0,56613065,CC BY-SA 4.0,https://stackoverflow.com/questions/56613065/svg-element-aligns-center-in-chrome-browser-but-it-should-align-to-the-right,SVG element aligns center in Chrome browser but it should align to the right,,,,
252,"['css', 'css-animations', 'linear-gradients']","{'account_id': 1998702, 'reputation': 632, 'user_id': 1790244, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a132336aa293f524b18eff4ee06b17e2?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/1790244/mark'}",True,562,56742914.0,1,1,1584649644,1561391734,1561405079.0,56740167,CC BY-SA 4.0,https://stackoverflow.com/questions/56740167/apply-linear-gradient-animation-to-mesh-grid-overlay-only,Apply linear-gradient animation to mesh/grid overlay only,,,,
253,"['css', 'file', 'vuejs2']","{'account_id': 3055557, 'reputation': 2865, 'user_id': 4001324, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/73330a07ee52d37d1c9606b73728a175?s=256&d=identicon&r=PG', 'display_name': 'Shane G', 'link': 'https://stackoverflow.com/users/4001324/shane-g'}",True,532,56723199.0,2,1,1584214304,1561201113,1561202087.0,56714895,CC BY-SA 4.0,https://stackoverflow.com/questions/56714895/vue2-import-css-file,Vue2 import css file,,,,
254,"['css', 'reactjs', 'webpack', 'node-modules', 'parceljs']","{'account_id': 1423067, 'reputation': 29484, 'user_id': 1347281, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/Frfi1.png?s=256&g=1', 'display_name': 'Vidya', 'link': 'https://stackoverflow.com/users/1347281/vidya'}",False,1774,,1,6,1584115686,1561241287,,56719512,CC BY-SA 4.0,https://stackoverflow.com/questions/56719512/importing-css-from-node-modules-with-parcel,Importing CSS from node_modules with Parcel,,,,
255,"['css', 'firefox']","{'user_type': 'does_not_exist', 'display_name': 'user11019314'}",False,676,,2,1,1583934145,1560027313,1560027711.0,56510063,CC BY-SA 4.0,https://stackoverflow.com/questions/56510063/any-way-to-remove-firefox-textbox-style-when-filling-with-saved-login,Any way to remove Firefox textbox style when filling with saved login?,,,,
256,"['javascript', 'jquery', 'html', 'css']","{'account_id': 16166036, 'reputation': 31, 'user_id': 11671000, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2029207727207267/picture?type=large', 'display_name': 'Mazeppa', 'link': 'https://stackoverflow.com/users/11671000/mazeppa'}",False,492,,0,3,1583846886,1560960071,1583846886.0,56671806,CC BY-SA 4.0,https://stackoverflow.com/questions/56671806/sharing-the-content-of-a-modal-to-social-media,Sharing the content of a Modal to social media,,,,
257,"['html', 'css']","{'account_id': 16027824, 'reputation': 119, 'user_id': 11567624, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/783afb4a955a9a31e5ecb9fc934fffca?s=256&d=identicon&r=PG&f=1', 'display_name': 'RH2019', 'link': 'https://stackoverflow.com/users/11567624/rh2019'}",False,102,,0,1,1583757426,1561633616,1583757426.0,56789688,CC BY-SA 4.0,https://stackoverflow.com/questions/56789688/hover-selector-moving-svg-inside-search-bar,hover selector moving svg inside search bar,,,,
258,"['css', 'reactjs', 'frontend', 'styled-components']","{'account_id': 13503699, 'reputation': 111, 'user_id': 9742458, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-tjZmRwUQVx0/AAAAAAAAAAI/AAAAAAAABQ4/I6urMHqIc5w/photo.jpg?sz=256', 'display_name': 'luke yao', 'link': 'https://stackoverflow.com/users/9742458/luke-yao'}",True,10509,,2,11,1582793700,1561584870,1569168652.0,56781193,CC BY-SA 4.0,https://stackoverflow.com/questions/56781193/not-able-to-style-nested-animations-with-keyframes-with-styled-components,Not able to style nested animations with keyframes with styled-components,,,,
259,"['html', 'css']","{'account_id': 3710981, 'reputation': 495, 'user_id': 3266937, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OYpDX.jpg?s=256&g=1', 'display_name': 'Dexter Adams', 'link': 'https://stackoverflow.com/users/3266937/dexter-adams'}",True,3533,56729538.0,1,0,1582657822,1561345868,1561691769.0,56729427,CC BY-SA 4.0,https://stackoverflow.com/questions/56729427/how-do-you-center-image-inside-square-aspect-ratio-and-maintain-responsiveness,How do you center image inside square aspect ratio and maintain responsiveness?,,,,
260,"['html', 'css', 'twitter-bootstrap', 'scroll', 'resize']","{'account_id': 7224002, 'reputation': 1846, 'user_id': 5513336, 'user_type': 'registered', 'accept_rate': 16, 'profile_image': 'https://i.stack.imgur.com/bc7pn.jpg?s=256&g=1', 'display_name': 'Leia_Organa', 'link': 'https://stackoverflow.com/users/5513336/leia-organa'}",True,456,,3,1,1582310770,1559667710,,56448381,CC BY-SA 4.0,https://stackoverflow.com/questions/56448381/bootstrap-form-scroll-does-not-appear-when-screen-is-resized,Bootstrap form - scroll does not appear when screen is resized,,,,
261,"['html', 'css', 'reactjs', 'typescript']","{'account_id': 16071575, 'reputation': 8161, 'user_id': 11599909, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63d6760778bf35138d266f24c3552c46?s=256&d=identicon&r=PG&f=1', 'display_name': 'Domino987', 'link': 'https://stackoverflow.com/users/11599909/domino987'}",True,61,56447807.0,1,0,1582294668,1559663621,1582294668.0,56447381,CC BY-SA 4.0,https://stackoverflow.com/questions/56447381/is-there-a-good-way-to-implement-a-div-cross-which-expands-onhover,Is there a good way to implement a div cross which expands onHover?,,,,
262,"['html', 'css']","{'account_id': 15721718, 'reputation': 49, 'user_id': 11344418, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1833431663423081/picture?type=large', 'display_name': 'Rajani Ladumor', 'link': 'https://stackoverflow.com/users/11344418/rajani-ladumor'}",True,176,56473845.0,3,2,1582247257,1559804920,1582247257.0,56472483,CC BY-SA 4.0,https://stackoverflow.com/questions/56472483/what-is-the-different-way-to-do-heading-underline-stylish,What is the different way to do heading underline stylish?,,,,
263,"['html', 'css', 'css-shapes']","{'account_id': 5028969, 'reputation': 304, 'user_id': 4039828, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/09501fb958343ef89599c77dc5b98651?s=256&d=identicon&r=PG&f=1', 'display_name': 'Diego', 'link': 'https://stackoverflow.com/users/4039828/diego'}",True,164,56476516.0,1,1,1582247116,1559783349,1582247116.0,56469803,CC BY-SA 4.0,https://stackoverflow.com/questions/56469803/how-to-make-a-transparent-bubble-chat-with-triangle,How to make a transparent bubble chat with triangle?,,,,
264,"['html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'user11062120'}",True,317,56811146.0,4,2,1582230471,1561740850,1582230414.0,56810686,CC BY-SA 4.0,https://stackoverflow.com/questions/56810686/side-by-side-skewed-divs,Side by side skewed divs,,,,
265,"['css', 'scroll-snap-points']","{'account_id': 9574971, 'reputation': 793, 'user_id': 7111429, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/4800cbf2b0bfb3c85dce7b4d286d1e8f?s=256&d=identicon&r=PG', 'display_name': 'mrseanbaines', 'link': 'https://stackoverflow.com/users/7111429/mrseanbaines'}",True,1803,,1,4,1582220739,1561542378,,56769791,CC BY-SA 4.0,https://stackoverflow.com/questions/56769791/alternative-to-css-scroll-snap,Alternative to CSS scroll-snap?,,,,
266,"['css', 'reactjs', 'create-react-app', 'norm']","{'account_id': 3433314, 'reputation': 13109, 'user_id': 3046413, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/0c4b85a42ee3c491c13d36b9a5b8a789?s=256&d=identicon&r=PG&f=1', 'display_name': 'Carl Edwards', 'link': 'https://stackoverflow.com/users/3046413/carl-edwards'}",True,5463,56533759.0,1,2,1582205145,1560193411,1560194000.0,56532121,CC BY-SA 4.0,https://stackoverflow.com/questions/56532121/normalize-css-does-not-fully-add-reset-to-react-app,Normalize.css does not fully add reset to react app,,,,
267,"['javascript', 'css', 'dom']","{'account_id': 11959007, 'reputation': 75, 'user_id': 8750505, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-odwX2x7a8CI/AAAAAAAAAAI/AAAAAAAAALM/3FH8M64kImk/photo.jpg?sz=256', 'display_name': 'Ibrahim', 'link': 'https://stackoverflow.com/users/8750505/ibrahim'}",True,505,,2,3,1582096574,1561722545,,56806406,CC BY-SA 4.0,https://stackoverflow.com/questions/56806406/is-there-a-way-to-calculate-the-stacking-context-of-all-dom-elements-in-order-to,Is there a way to calculate the stacking context of all DOM elements in order to compare any two elements for above position using JavaScript?,,,,
268,"['javascript', 'html', 'css', 'reactjs', 'react-router']","{'account_id': 12557998, 'reputation': 472, 'user_id': 9136921, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6350eb0646344e2c4ebae7c165f3214?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sth', 'link': 'https://stackoverflow.com/users/9136921/sth'}",True,5847,56701307.0,3,6,1582005767,1561109804,1561114082.0,56700735,CC BY-SA 4.0,https://stackoverflow.com/questions/56700735/react-router-how-to-render-element-on-all-routes-except-one,"React Router: How to render element on all routes, except one?",,,,
269,"['html', 'css', 'reactjs', 'antd']","{'account_id': 15631861, 'reputation': 1903, 'user_id': 11277952, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3e4df745b0605bf8cda35a1c441c988e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Amanda', 'link': 'https://stackoverflow.com/users/11277952/amanda'}",True,16644,56703310.0,4,4,1581794261,1561118852,1561119959.0,56703171,CC BY-SA 4.0,https://stackoverflow.com/questions/56703171/do-nothing-on-table-row-hover-how-could-i-do-this,Do nothing on table row hover - How could I do this?,,,,
270,"['javascript', 'html', 'css']","{'account_id': 15397534, 'reputation': 151, 'user_id': 11108102, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-vys-cVbxaMs/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQPiEwJPoGaLsNgjv89CDoBZdt6vig/mo/photo.jpg?sz=256', 'display_name': 'Freelancer Help', 'link': 'https://stackoverflow.com/users/11108102/freelancer-help'}",True,100,56695954.0,2,0,1581031355,1561081554,1561081762.0,56695866,CC BY-SA 4.0,https://stackoverflow.com/questions/56695866/i-need-collapsible-div-to-be-opened-by-default,I need collapsible div to be opened by default,,,,
271,"['css', 'reactjs', 'width', 'material-ui', 'html-select']","{'account_id': 12623059, 'reputation': 673, 'user_id': 9177853, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/86331be45067e0b04c65641de48d3276?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bens', 'link': 'https://stackoverflow.com/users/9177853/bens'}",True,15050,56510683.0,2,3,1580363711,1559969024,1560054960.0,56503486,CC BY-SA 4.0,https://stackoverflow.com/questions/56503486/material-ui-how-to-set-minwidth-and-maxwidth-of-menuitem-popover-according-to,Material-UI How to set minWidth and maxWidth of MenuItem (popover) according to the width of the select component,,,,
272,"['javascript', 'css', 'angular', 'typescript']","{'account_id': 15921625, 'reputation': 191, 'user_id': 11488464, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5633797ee6a14c8b8ed2c86e2456056b?s=256&d=identicon&r=PG&f=1', 'display_name': 'travis_911', 'link': 'https://stackoverflow.com/users/11488464/travis-911'}",False,1794,,3,1,1580037524,1561108515,1561109521.0,56700371,CC BY-SA 4.0,https://stackoverflow.com/questions/56700371/on-page-refresh-maintain-the-navbar-state,"On page refresh, maintain the navbar state",,,,
273,"['css', 'background-image', 'background-color']","{'account_id': 343141, 'reputation': 415, 'user_id': 674661, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bb918e92c4b674da160d655b8f3b368c?s=256&d=identicon&r=PG&f=1', 'display_name': 'aytee17', 'link': 'https://stackoverflow.com/users/674661/aytee17'}",False,360,,1,0,1579891513,1560472149,1579891513.0,56590039,CC BY-SA 4.0,https://stackoverflow.com/questions/56590039/is-it-possible-for-the-background-image-of-a-parent-element-to-take-precedence-o,Is it possible for the background-image of a parent element to take precedence over a child element&#39;s background-color?,,,,
274,['css'],"{'account_id': 15245800, 'reputation': 11, 'user_id': 11000709, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6fa1e835ad1bb90c55e471acf6a2166c?s=256&d=identicon&r=PG&f=1', 'display_name': 'melmoth_jp', 'link': 'https://stackoverflow.com/users/11000709/melmoth-jp'}",False,133,,1,0,1579851142,1560429367,1579851142.0,56580646,CC BY-SA 4.0,https://stackoverflow.com/questions/56580646/why-do-i-get-different-results-visually-if-i-include-this-css-code-as-a-differen,Why do I get different results visually if I include this CSS code as a different file,,,,
275,"['html', 'css', 'mobile', 'google-chrome-devtools', 'responsive-images']","{'account_id': 14707376, 'reputation': 125, 'user_id': 10621649, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1dd849defc2a4dd903d03b4b7ba7f1b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Trav', 'link': 'https://stackoverflow.com/users/10621649/trav'}",False,261,,0,1,1579836787,1560440067,1579836787.0,56583999,CC BY-SA 4.0,https://stackoverflow.com/questions/56583999/overlay-not-covering-entire-background-image-only-on-mobile-devices,Overlay not covering entire background image only on mobile devices,,,,
276,"['css', 'vuetify.js']","{'account_id': 6134519, 'reputation': 848, 'user_id': 4783808, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/UCNhw.png?s=256&g=1', 'display_name': 'Fabio Zanchi', 'link': 'https://stackoverflow.com/users/4783808/fabio-zanchi'}",True,1568,56471978.0,1,3,1579316525,1559796472,1579316525.0,56471030,CC BY-SA 4.0,https://stackoverflow.com/questions/56471030/vuetify-hover-card-to-expand-other-cards-are-not-resizing,Vuetify - Hover card to expand: Other cards are not resizing,,,,
277,"['css', 'button', 'antd']","{'account_id': 4481634, 'reputation': 209, 'user_id': 3645545, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KzfEl.jpg?s=256&g=1', 'display_name': 'Dong', 'link': 'https://stackoverflow.com/users/3645545/dong'}",True,47155,56726602.0,2,12,1579280430,1561229439,,56718231,CC BY-SA 4.0,https://stackoverflow.com/questions/56718231/is-there-a-way-to-change-antd-internal-buttons-color,Is there a way to change Antd internal button&#39;s color?,,,,
