,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from,community_owned_date
433,"['html', 'css', 'printing', 'css-tables']","{'account_id': 1799253, 'reputation': 728, 'user_id': 1637953, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://i.stack.imgur.com/33OvG.gif?s=256&g=1', 'display_name': 'Ganpat', 'link': 'https://stackoverflow.com/users/1637953/ganpat'}",True,1594,3,0,1501318118,1350645882,1501318118.0,12973237,CC BY-SA 3.0,https://stackoverflow.com/questions/12973237/how-to-print-hidden-table-in-html,How to print hidden table in HTML?,,,,,,
434,"['css', 'printing', 'css-tables']","{'account_id': 1883806, 'reputation': 47, 'user_id': 1703428, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/47eb68e9a1a64a252b2dd5efe5759ab4?s=256&d=identicon&r=PG', 'display_name': 'user1703428', 'link': 'https://stackoverflow.com/users/1703428/user1703428'}",False,551,1,1,1501318096,1349328612,1501318096.0,12720812,CC BY-SA 3.0,https://stackoverflow.com/questions/12720812/print-table-data,Print table data,,,,,,
435,"['jquery', 'html', 'css']","{'account_id': 1302496, 'reputation': 485, 'user_id': 1252131, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/70a4bc60904b6f30ec476dec18e8a057?s=256&d=identicon&r=PG', 'display_name': 'nachovall', 'link': 'https://stackoverflow.com/users/1252131/nachovall'}",True,842,4,1,1501152042,1350556679,1350557448.0,12952731,CC BY-SA 3.0,https://stackoverflow.com/questions/12952731/jquery-css3-or-html5-transition,"jQuery, CSS3 or HTML5 transition?",,,,,,
436,"['javascript', 'jquery', 'html', 'css', 'canvas']","{'account_id': 1204238, 'reputation': 59, 'user_id': 1174283, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/79f9049dd5e611f086cfbd4eff781c4d?s=256&d=identicon&r=PG', 'display_name': 'efdutra', 'link': 'https://stackoverflow.com/users/1174283/efdutra'}",False,1737,1,0,1501041059,1351609990,1501041059.0,13142004,CC BY-SA 3.0,https://stackoverflow.com/questions/13142004/rotate-a-roulette-wheel-with-the-mouse,Rotate a Roulette Wheel with the Mouse,,,,,,
437,"['html', 'css']","{'account_id': 1670146, 'reputation': 665, 'user_id': 1536739, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/dd8b6ce706feef656f22960eb01235c8?s=256&d=identicon&r=PG', 'display_name': 'Justin Newbury', 'link': 'https://stackoverflow.com/users/1536739/justin-newbury'}",True,5213,4,0,1500811513,1349405620,,12738847,CC BY-SA 3.0,https://stackoverflow.com/questions/12738847/4-column-footer-in-css,4 Column Footer in CSS,12738949.0,,,,,
438,"['javascript', 'jquery', 'css', 'position', 'text-align']","{'account_id': 409087, 'reputation': 373, 'user_id': 780128, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/0ddef39e6c51cfdb85db95a6afbb0514?s=256&d=identicon&r=PG', 'display_name': 'Dan Spiteri', 'link': 'https://stackoverflow.com/users/780128/dan-spiteri'}",True,1314,1,1,1500791684,1351341618,1500791684.0,13100268,CC BY-SA 3.0,https://stackoverflow.com/questions/13100268/jquery-get-absolute-x-y-position-of-a-centered-element,"JQuery - Get Absolute x,y position of a centered element",13100279.0,,,,,
439,"['c#', 'asp.net', 'css', 'button', 'hover']","{'account_id': 1472039, 'reputation': 2349, 'user_id': 1383348, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/96af2491f2b65774f990d8b1e108161a?s=256&d=identicon&r=PG', 'display_name': 'viv_acious', 'link': 'https://stackoverflow.com/users/1383348/viv-acious'}",True,12019,3,4,1500609632,1350358556,,12907181,CC BY-SA 3.0,https://stackoverflow.com/questions/12907181/display-notes-when-hovering-over-asp-net-buttons,Display notes when hovering over ASP.NET buttons,12907200.0,,,,,
440,"['jquery', 'asp.net', 'css', 'jquery-ui', 'menu']","{'account_id': 1345395, 'reputation': 466, 'user_id': 1286265, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/XwL1T.jpg?s=256&g=1', 'display_name': 'Arm0geddon', 'link': 'https://stackoverflow.com/users/1286265/arm0geddon'}",True,4349,4,3,1500042073,1349285877,1349286739.0,12713882,CC BY-SA 3.0,https://stackoverflow.com/questions/12713882/why-is-the-drop-down-menu-hiding-behind-jquery-button,Why is the drop down menu hiding behind jQuery button?,13735907.0,,,,,
441,"['css', 'ruby-on-rails']","{'account_id': 1616820, 'reputation': 197, 'user_id': 1494278, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/4fa44bb2f566dba08d0333fcbe76fa2f?s=256&d=identicon&r=PG', 'display_name': 'Matt Wheeler', 'link': 'https://stackoverflow.com/users/1494278/matt-wheeler'}",True,13026,4,11,1499970108,1349288717,1430637462.0,12714548,CC BY-SA 3.0,https://stackoverflow.com/questions/12714548/adding-a-css-class-to-date-select,Adding a CSS class to date_select,13366770.0,,,,,
442,"['html', 'css', 'html-table', 'alignment', 'center']","{'account_id': 1909844, 'reputation': 13, 'user_id': 1723963, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d1920ab89688e182355b7d77d7f1716?s=256&d=identicon&r=PG', 'display_name': 'AMV_Ph34r', 'link': 'https://stackoverflow.com/users/1723963/amv-ph34r'}",False,213,1,0,1499763284,1349465401,1499763284.0,12752857,CC BY-SA 3.0,https://stackoverflow.com/questions/12752857/css-different-vertical-alignments-for-a-single-td,CSS: Different vertical alignments for a single &lt;td&gt;,,,,,,
443,"['html', 'css', 'html-table', 'alignment', 'vertical-alignment']","{'account_id': 1912996, 'reputation': 1, 'user_id': 1726263, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc53bcdbb6ba47d78ebaf3b25b2dfa9e?s=256&d=identicon&r=PG', 'display_name': 'user1726263', 'link': 'https://stackoverflow.com/users/1726263/user1726263'}",False,2759,1,0,1499370385,1349629167,1499370385.0,12770873,CC BY-SA 3.0,https://stackoverflow.com/questions/12770873/align-image-and-text-in-a-table-row,Align Image and text in a table row,,,,,,
444,"['javascript', 'android', 'jquery', 'css', 'jquery-mobile']","{'account_id': 1848328, 'reputation': 18473, 'user_id': 1675492, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/HsMph.jpg?s=256&g=1', 'display_name': 'Ingo B&#252;rk', 'link': 'https://stackoverflow.com/users/1675492/ingo-b%c3%bcrk'}",True,1270,2,1,1498005413,1350022514,1350023559.0,12853290,CC BY-SA 3.0,https://stackoverflow.com/questions/12853290/css-sprites-not-showing-up-on-android,CSS Sprites not showing up on Android,,,,,,
445,['css'],"{'account_id': 453613, 'reputation': 738, 'user_id': 850710, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/b1fa5c3f479e869ca9db9fa6fca59007?s=256&d=identicon&r=PG', 'display_name': 'Luka', 'link': 'https://stackoverflow.com/users/850710/luka'}",True,24300,3,4,1497439831,1349972006,,12844018,CC BY-SA 3.0,https://stackoverflow.com/questions/12844018/responsive-design-how-to-change-order-from-div-containers,"Responsive Design, how to change order from div containers?",,,,,,
446,"['css', 'wordpress', 'class', 'wordpress-theming']","{'account_id': 189706, 'reputation': 6652, 'user_id': 429199, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/9d2562feb503240ede835c8b451521d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'nixgadget', 'link': 'https://stackoverflow.com/users/429199/nixgadget'}",True,5786,2,2,1497382678,1349782052,,12799038,CC BY-SA 3.0,https://stackoverflow.com/questions/12799038/what-does-a-class-none-really-mean,what does &lt;a class=&quot;none&quot;&gt; really mean?,12799248.0,,,,,
447,"['asp.net', 'html', 'css', 'cross-browser']","{'account_id': 221482, 'reputation': 3108, 'user_id': 479507, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/Ilz7y.png?s=256&g=1', 'display_name': 'TheLifeOfSteve', 'link': 'https://stackoverflow.com/users/479507/thelifeofsteve'}",True,17475,4,10,1496690579,1350573216,1350573331.0,12957924,CC BY-SA 3.0,https://stackoverflow.com/questions/12957924/button-disabled-but-looks-active,Button disabled but looks active,12957974.0,,,,,
448,"['javascript', 'jquery', 'html', 'css', 'ajax']","{'user_type': 'does_not_exist', 'display_name': 'user1671245'}",True,18404,13,82,1495543856,1349163983,1384261110.0,12686331,CC BY-SA 3.0,https://stackoverflow.com/questions/12686331/update-the-css-of-a-website-without-refreshing-the-page,Update the CSS of a Website without refreshing the Page,12686351.0,,,,,
449,"['css', 'dynamic', 'center']","{'account_id': 1316863, 'reputation': 91, 'user_id': 1263513, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/b37cc26a8242bc39fd2b49f80df33528?s=256&d=identicon&r=PG', 'display_name': 'user1263513', 'link': 'https://stackoverflow.com/users/1263513/user1263513'}",True,224,3,0,1495201444,1349190415,,12693011,CC BY-SA 3.0,https://stackoverflow.com/questions/12693011/vertically-and-horizontally-center-any-content,Vertically AND horizontally center ANY content,44071695.0,,,,,
450,"['javascript', 'html', 'css', 'wordpress', 'syntax-error']","{'account_id': 1814249, 'reputation': 121, 'user_id': 1649697, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/ea843094734237851410113581677c01?s=256&d=identicon&r=PG', 'display_name': 'Nadim Dayoub', 'link': 'https://stackoverflow.com/users/1649697/nadim-dayoub'}",True,31833,1,2,1495193104,1349121139,1495542881.0,12680072,,https://stackoverflow.com/questions/12680072/uncaught-syntaxerror-unexpected-token-illegal,Uncaught SyntaxError: Unexpected token ILLEGAL,12680108.0,,1349175101.0,exact duplicate,,
451,"['html', 'css', 'firefox', 'html-table', 'border']","{'account_id': 1696656, 'reputation': 103, 'user_id': 1557909, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8a5c0eb491570217377f2d657f6bccb2?s=256&d=identicon&r=PG', 'display_name': 'Mr Love', 'link': 'https://stackoverflow.com/users/1557909/mr-love'}",True,1534,1,6,1495112710,1351641362,1495112710.0,13149306,CC BY-SA 3.0,https://stackoverflow.com/questions/13149306/vertical-border-of-thead-in-different-color-than-rest-of-table-border-blee,Vertical border of &lt;thead&gt; in different color than rest of &lt;table&gt; border - bleeds into horizontal border below - Firefox colspan issue,,,,,,
452,"['html', 'css']","{'account_id': 298032, 'reputation': 6283, 'user_id': 603840, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chapsterj', 'link': 'https://stackoverflow.com/users/603840/chapsterj'}",True,35510,3,14,1494823195,1350404198,,12919073,CC BY-SA 3.0,https://stackoverflow.com/questions/12919073/position-relative-and-right-property,position relative and right property,12919164.0,,,,,
453,"['html', 'css', 'internet-explorer', 'html-table']","{'account_id': 38759, 'reputation': 3162, 'user_id': 111445, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/YAhlJ.jpg?s=256&g=1', 'display_name': 'calebo', 'link': 'https://stackoverflow.com/users/111445/calebo'}",True,115,2,0,1494779804,1349775585,1494779804.0,12797085,CC BY-SA 3.0,https://stackoverflow.com/questions/12797085/styling-th-in-table-not-working-in-ie,Styling &lt;th&gt; in table not working in IE,,,,,,
454,"['css', 'image', 'firefox', 'google-chrome', 'position']","{'account_id': 1958036, 'reputation': 133, 'user_id': 1760534, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/52be60c395cc2aa59ae2dce0b373eaab?s=256&d=identicon&r=PG', 'display_name': 'Christopher Butler', 'link': 'https://stackoverflow.com/users/1760534/christopher-butler'}",True,835,2,-2,1492838113,1350681493,1492838113.0,12982598,CC BY-SA 3.0,https://stackoverflow.com/questions/12982598/firefox-image-position-different-to-chrome,firefox image position different to chrome,,,,,,
455,"['html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'user1671245'}",True,117795,6,31,1492800713,1351178225,1351178880.0,13071791,CC BY-SA 3.0,https://stackoverflow.com/questions/13071791/background-text-in-input-type-text,Background text in input type text,13071893.0,,,,,
456,"['c#', 'css', 'asp.net']","{'account_id': 1835796, 'reputation': 35, 'user_id': 1666231, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20ce6d4cbc828e9f5ccd956f9ad36ef2?s=256&d=identicon&r=PG', 'display_name': 'user1666231', 'link': 'https://stackoverflow.com/users/1666231/user1666231'}",False,481,1,0,1492760055,1349188585,1492760055.0,12692415,CC BY-SA 3.0,https://stackoverflow.com/questions/12692415/css-changes-asp-tablecell-without-resizing-it,"Css changes asp tablecell, without resizing it",,,,,,
457,['css'],"{'account_id': 1449141, 'reputation': 36232, 'user_id': 1447509, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/AYREu.jpg?s=256&g=1', 'display_name': 'cssyphus', 'link': 'https://stackoverflow.com/users/1447509/cssyphus'}",True,1983,1,0,1492533603,1350682112,,12982708,CC BY-SA 3.0,https://stackoverflow.com/questions/12982708/place-div-at-bottom-of-viewport-without-overwriting-previous-content,Place div at bottom of viewport without overwriting previous content,12982723.0,,,,,
458,"['css', 'css-transitions']","{'account_id': 142388, 'reputation': 13798, 'user_id': 350080, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/8dbcaa49802612c858ebf97742639a4b?s=256&d=identicon&r=PG', 'display_name': 'Himmators', 'link': 'https://stackoverflow.com/users/350080/himmators'}",True,12195,1,0,1491469906,1349853834,1491469906.0,12814068,CC BY-SA 3.0,https://stackoverflow.com/questions/12814068/why-are-my-background-transitions-not-working,Why are my background transitions not working?,12814318.0,,,,,
459,"['php', 'css', 'codeigniter']","{'account_id': 1895890, 'reputation': 3747, 'user_id': 1712880, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://i.stack.imgur.com/cxC9W.jpg?s=256&g=1', 'display_name': 'Hamid Mohayeji', 'link': 'https://stackoverflow.com/users/1712880/hamid-mohayeji'}",True,18335,7,4,1490233618,1350030382,,12855030,CC BY-SA 3.0,https://stackoverflow.com/questions/12855030/css-not-working-with-codeigniter,CSS Not Working With CodeIgniter,12855069.0,,,,,
460,"['html', 'css']","{'account_id': 402289, 'reputation': 3621, 'user_id': 769366, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/a75566cec4bbb83d8ebd2b73675d9e78?s=256&d=identicon&r=PG', 'display_name': 'craig1231', 'link': 'https://stackoverflow.com/users/769366/craig1231'}",True,9859,6,5,1489679976,1349786815,,12800379,CC BY-SA 3.0,https://stackoverflow.com/questions/12800379/html-centering-div-content,HTML - Centering DIV content,12800543.0,,,,,
461,"['css', 'alignment']","{'account_id': 1067732, 'reputation': 10747, 'user_id': 1067795, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/3256f7f6076424097150a3329807c22c?s=256&d=identicon&r=PG', 'display_name': 'Wizard', 'link': 'https://stackoverflow.com/users/1067795/wizard'}",True,483,4,1,1489636186,1350931018,,13017593,CC BY-SA 3.0,https://stackoverflow.com/questions/13017593/css-align-2-block-bottom,CSS align 2 block bottom,13017695.0,,,,,
462,"['firefox', 'css', 'css-transitions', 'transitions']","{'account_id': 1914205, 'reputation': 12239, 'user_id': 1727181, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/mEt41.png?s=256&g=1', 'display_name': 'jamesplease', 'link': 'https://stackoverflow.com/users/1727181/jamesplease'}",True,1539,1,5,1489594497,1351621381,,13145352,CC BY-SA 3.0,https://stackoverflow.com/questions/13145352/units-on-0s-transition-in-firefox,Units on &quot;0s&quot; Transition in Firefox,13145406.0,,,,,
463,['css'],"{'account_id': 30883, 'reputation': 36638, 'user_id': 84478, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/f4cdb7db0efa2c5a63fb0a0796be2bb3?s=256&d=identicon&r=PG', 'display_name': 'Carson Myers', 'link': 'https://stackoverflow.com/users/84478/carson-myers'}",True,7414,6,3,1489534398,1349031968,1349032907.0,12664132,CC BY-SA 3.0,https://stackoverflow.com/questions/12664132/is-it-possible-to-graduate-the-opacity-of-an-html-element,Is it possible to graduate the opacity of an HTML element?,12664282.0,,,,,
464,"['html', 'css', 'internet-explorer', 'drop-down-menu', 'blogger']","{'account_id': 1895656, 'reputation': 31, 'user_id': 1712689, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/33e745556cd2c7a131fb8bf3326d386c?s=256&d=identicon&r=PG', 'display_name': 'Emily M', 'link': 'https://stackoverflow.com/users/1712689/emily-m'}",True,1161,1,3,1488627777,1349119767,1349265555.0,12679736,CC BY-SA 3.0,https://stackoverflow.com/questions/12679736/css-html-drop-down-in-blogger-not-behaving-when-hovering-in-ie-but-perfec,CSS &amp; HTML drop down in Blogger --- Not behaving when hovering in IE; but perfect in other browsers,,,,,,
465,"['html', 'css', 'internet-explorer']","{'account_id': 172545, 'reputation': 2472, 'user_id': 400648, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/2eda66f95be15f90e26bcab441fa761a?s=256&d=identicon&r=PG', 'display_name': 'Andrew Thomas', 'link': 'https://stackoverflow.com/users/400648/andrew-thomas'}",True,6496,2,17,1488601887,1350513281,1495540479.0,12944449,CC BY-SA 3.0,https://stackoverflow.com/questions/12944449/positionrelative-hides-border-in-internet-explorer,position:relative hides border in Internet Explorer,12945404.0,,,,,
466,"['javascript', 'jquery', 'html', 'css', 'slideshow']","{'account_id': 324418, 'reputation': 6231, 'user_id': 644978, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/cbfa88b042457f75e4a5f97c4c2e91b1?s=256&d=identicon&r=PG&f=1', 'display_name': 'michaelmcgurk', 'link': 'https://stackoverflow.com/users/644978/michaelmcgurk'}",True,106,2,0,1488382421,1351579394,1488382421.0,13133943,CC BY-SA 3.0,https://stackoverflow.com/questions/13133943/small-changes-to-existing-jquery-slideshow,Small changes to existing jQuery Slideshow,13134046.0,,,,,
467,"['html', 'css', 'graphical-logo', 'image-replacement']","{'account_id': 1932276, 'reputation': 53, 'user_id': 1741424, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0e09dca3d2fbcd025c0438af089ecff?s=256&d=identicon&r=PG', 'display_name': 'user1741424', 'link': 'https://stackoverflow.com/users/1741424/user1741424'}",False,165,1,2,1488200906,1350574259,1488200906.0,12958268,CC BY-SA 3.0,https://stackoverflow.com/questions/12958268/h1-image-replacement-shows-up-in-every-browser-except-ie,H1 image replacement shows up in every browser except ie?,,,,,,
468,"['jquery', 'html', 'responsive-design', 'css']","{'account_id': 1964001, 'reputation': 23, 'user_id': 1764715, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/815d913154a591f2c2b4718ef6003d98?s=256&d=identicon&r=PG', 'display_name': 'bmlbml', 'link': 'https://stackoverflow.com/users/1764715/bmlbml'}",False,473,1,0,1487628001,1351233357,1487628001.0,13081956,CC BY-SA 3.0,https://stackoverflow.com/questions/13081956/100-line-height-text-in-scaleable-div,100% line height text in scaleable div,,,,,,
469,"['css', 'viewport']","{'account_id': 888179, 'reputation': 19574, 'user_id': 927092, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/8f2310486d1c89ca4f1c03bdb9a518c7?s=256&d=identicon&r=PG', 'display_name': 'Jonathan Ong', 'link': 'https://stackoverflow.com/users/927092/jonathan-ong'}",True,18198,10,5,1486620864,1350115797,1350281449.0,12871259,CC BY-SA 3.0,https://stackoverflow.com/questions/12871259/set-tablet-viewport-to-1024px-mobile-to-device-width,"Set tablet viewport to 1024px, mobile to device width",14519302.0,,,,,
470,"['jquery', 'css', 'cookies']","{'account_id': 1835652, 'reputation': 1252, 'user_id': 1666110, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/BnY9S.png?s=256&g=1', 'display_name': 'Carl Papworth', 'link': 'https://stackoverflow.com/users/1666110/carl-papworth'}",True,1255,3,3,1486108671,1350630464,1350631206.0,12969086,CC BY-SA 3.0,https://stackoverflow.com/questions/12969086/changing-css-permanently-with-cookies,Changing CSS permanently with cookies,12969262.0,,,,,
471,"['html', 'css', 'stylesheet', 'css-position']","{'account_id': 1537115, 'reputation': 371, 'user_id': 1432834, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/fa1299ba54f5ec55d6b26d5905b50a1d?s=256&d=identicon&r=PG', 'display_name': 'Scott Hallauer', 'link': 'https://stackoverflow.com/users/1432834/scott-hallauer'}",True,9968,2,6,1485907490,1349729541,1349730480.0,12789299,CC BY-SA 3.0,https://stackoverflow.com/questions/12789299/fixed-div-at-100-width-covers-scrollbar,Fixed DIV at 100% width covers scrollbar,12789490.0,,,,,
472,"['html', 'css', 'iframe']","{'account_id': 162315, 'reputation': 13990, 'user_id': 383691, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'RSM', 'link': 'https://stackoverflow.com/users/383691/rsm'}",True,1792,3,0,1485643725,1350663610,,12978398,CC BY-SA 3.0,https://stackoverflow.com/questions/12978398/make-a-website-appear-in-an-iframe-as-if-it-was-on-a-smartphone,Make a website appear in an iframe as if it was on a smartphone?,12978425.0,,,,,
473,"['html', 'css', 'mobile', 'jquery-mobile']","{'account_id': 1291693, 'reputation': 9030, 'user_id': 1243679, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/acbb368cdb708f923c30ae9d16750b95?s=256&d=identicon&r=PG', 'display_name': 'multimediaxp', 'link': 'https://stackoverflow.com/users/1243679/multimediaxp'}",True,67053,4,12,1485544367,1349990841,,12848764,CC BY-SA 3.0,https://stackoverflow.com/questions/12848764/what-size-should-my-images-be-for-a-mobile-site,What size should my images be for a mobile site,12849090.0,,,,,
474,"['html', 'css', 'background-image', 'css-tables', 'cross-browser']","{'account_id': 1240084, 'reputation': 55, 'user_id': 1202911, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fa7767d9fe3a5d5e4fec02d0c28de0ec?s=256&d=identicon&r=PG', 'display_name': 'pep', 'link': 'https://stackoverflow.com/users/1202911/pep'}",False,666,1,1,1485364039,1349796519,1349796595.0,12803456,CC BY-SA 3.0,https://stackoverflow.com/questions/12803456/css-fixed-background-positioning-in-table-cell,CSS fixed background positioning in table-cell,,,,,,
475,"['jquery', 'css']","{'account_id': 1942449, 'reputation': 11, 'user_id': 1748319, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/a1591efb04c159bce6ecb57aca11ca7a?s=256&d=identicon&r=PG', 'display_name': 'user1748319', 'link': 'https://stackoverflow.com/users/1748319/user1748319'}",True,1431,3,-1,1485342404,1350765862,1350765995.0,12992492,CC BY-SA 3.0,https://stackoverflow.com/questions/12992492/how-do-i-make-an-ellipsis-appear-at-the-end-of-a-paragraph-using-dotdotdot,How do I make an ellipsis appear at the end of a paragraph using .dotdotdot?,,,,,,
476,"['html', 'css', 'button', 'gradient']","{'account_id': 1850251, 'reputation': 862, 'user_id': 1676938, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/afeda6f16f87a45792772e1854fca692?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fl0R1D3R', 'link': 'https://stackoverflow.com/users/1676938/fl0r1d3r'}",True,16423,2,2,1485263306,1351263078,,13089238,CC BY-SA 3.0,https://stackoverflow.com/questions/13089238/css3-gradient-diagonal-how-to-apply,CSS3 gradient diagonal how to apply?,13089398.0,,,,,
477,"['css', 'twitter-bootstrap', 'lightbox']","{'account_id': 1442400, 'reputation': 829, 'user_id': 1362115, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/443228be0154f8d76c517fbf98625620?s=256&d=identicon&r=PG', 'display_name': 'Gokul Kav', 'link': 'https://stackoverflow.com/users/1362115/gokul-kav'}",True,54236,4,38,1485252663,1350061269,1350854904.0,12863835,CC BY-SA 3.0,https://stackoverflow.com/questions/12863835/removing-inherited-property-of-an-element-box-sizing,Removing inherited property of an element (box-sizing),12863860.0,,,,,
478,"['html', 'css', 'css-tables', 'col']","{'account_id': 314932, 'reputation': 5532, 'user_id': 630407, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/MRFS7.jpg?s=256&g=1', 'display_name': 'Paul', 'link': 'https://stackoverflow.com/users/630407/paul'}",False,1850,1,1,1484669549,1351004865,1484669549.0,13033552,CC BY-SA 3.0,https://stackoverflow.com/questions/13033552/use-css-to-autosize-width-content,Use CSS to autosize width content,,,,,,
479,"['html', 'css', 'tablelayout']","{'account_id': 316992, 'reputation': 27143, 'user_id': 633438, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/KWSpX.png?s=256&g=1', 'display_name': 'Sean Anderson', 'link': 'https://stackoverflow.com/users/633438/sean-anderson'}",True,298,1,0,1484589653,1350074673,1484589653.0,12866841,CC BY-SA 3.0,https://stackoverflow.com/questions/12866841/displaying-some-tabular-data-but-it-has-a-dynamic-layout-div-table,"Displaying some tabular data, but it has a dynamic layout. Div? Table?",12868574.0,,,,,
480,"['html', 'css', 'internet-explorer-7', 'tablelayout']","{'account_id': 459912, 'reputation': 2829, 'user_id': 860675, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/EMOXT.jpg?s=256&g=1', 'display_name': 'Aleksandrenko', 'link': 'https://stackoverflow.com/users/860675/aleksandrenko'}",True,612,3,0,1484589629,1350633541,1484589629.0,12969846,CC BY-SA 3.0,https://stackoverflow.com/questions/12969846/div-css-table-with-height-100-div-rows-not-resizing-in-ie7,"div-css table with height: 100%, div-rows not resizing in IE7",13007315.0,,,,,
481,"['css', 'css-tables']","{'account_id': 1967011, 'reputation': 21, 'user_id': 1766981, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc3ee5a22f6e4589b68dfa0b92120b67?s=256&d=identicon&r=PG', 'display_name': 'AymNaija', 'link': 'https://stackoverflow.com/users/1766981/aymnaija'}",False,1195,1,2,1484589585,1350954858,1484589585.0,13022261,CC BY-SA 3.0,https://stackoverflow.com/questions/13022261/a-table-web-page-layout-using-the-display-property-in-css,A table web page layout using the display property in css,,,,,,
482,"['jquery', 'css']","{'account_id': 243948, 'reputation': 1406, 'user_id': 516447, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/349a3b34c16cfd9cc036eadea79a0017?s=256&d=identicon&r=PG', 'display_name': 'Adrien Hingert', 'link': 'https://stackoverflow.com/users/516447/adrien-hingert'}",True,4862,1,1,1484553297,1351091891,1484553297.0,13052225,CC BY-SA 3.0,https://stackoverflow.com/questions/13052225/click-event-not-triggering-css-pointer-events-none,Click event not triggering CSS pointer-events: none,,,,,,
