,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from,community_owned_date
556,['css'],"{'account_id': 1188454, 'reputation': 1095, 'user_id': 1161888, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/69bb228c3cfa5ae32e7564ea2f7c4bc0?s=256&d=identicon&r=PG', 'display_name': 'Alaa Gamal', 'link': 'https://stackoverflow.com/users/1161888/alaa-gamal'}",True,7805,,,1,1,1443410826,1336779052,1592644375.0,10559782,CC BY-SA 4.0,https://stackoverflow.com/questions/10559782/change-text-input-border-color-on-hit-by-css,change text input border color on hit by css,,,,
557,"['css', 'tabs', 'css-shapes']","{'account_id': 311285, 'reputation': 43, 'user_id': 624772, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a1c6f5bcee96ac73920f19b06c19a9af?s=256&d=identicon&r=PG', 'display_name': 'Max G.', 'link': 'https://stackoverflow.com/users/624772/max-g'}",True,2696,,10677635.0,6,3,1443140515,1337550685,1428920955.0,10677526,CC BY-SA 3.0,https://stackoverflow.com/questions/10677526/css-for-inverted-curved-tabs,CSS for inverted curved tabs,,,,
558,"['css', 'cakephp', 'cakephp-1.3', 'ckeditor']","{'account_id': 386478, 'reputation': 4908, 'user_id': 744255, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/73f2fc5f571404358ba9d796ebc0433b?s=256&d=identicon&r=PG', 'display_name': 'Gabriel Santos', 'link': 'https://stackoverflow.com/users/744255/gabriel-santos'}",True,497,,10505068.0,2,0,1443065773,1336422933,,10488751,CC BY-SA 3.0,https://stackoverflow.com/questions/10488751/ckeditor-and-cakephp-change-height,CKEditor and CakePHP change height,,,,
559,"['css', 'firefox', 'google-plus', 'stylish']","{'account_id': 1479299, 'reputation': 21, 'user_id': 1389016, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1eb7a5519be9aa35213cc07efde4ab84?s=256&d=identicon&r=PG', 'display_name': 'novice_coder', 'link': 'https://stackoverflow.com/users/1389016/novice-coder'}",True,3341,,,3,2,1442971782,1336726994,1336730280.0,10548472,CC BY-SA 3.0,https://stackoverflow.com/questions/10548472/trouble-getting-a-stylish-code-to-be-page-or-domain-specific-in-firefox,Trouble getting a Stylish code to be page or domain-specific in Firefox?,,,,
560,"['jquery', 'css', 'jquery-ui']","{'account_id': 970924, 'reputation': 2323, 'user_id': 993514, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/FBr5z.jpg?s=256&g=1', 'display_name': 'Jared', 'link': 'https://stackoverflow.com/users/993514/jared'}",True,1498,,10721942.0,1,0,1442447981,1337779318,,10720833,CC BY-SA 3.0,https://stackoverflow.com/questions/10720833/jquery-resize-image-based-on-dynamic-angle-to-fit-within-divs-width-and-height,jQuery resize image based on dynamic angle to fit within div&#39;s width and height proportionally,,,,
561,"['css', 'html', 'text', 'border']","{'account_id': 1500976, 'reputation': 253, 'user_id': 1405642, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/dfb6233cb3c60acf0a709f5e3b89335b?s=256&d=identicon&r=PG', 'display_name': 'Josh Dempsey', 'link': 'https://stackoverflow.com/users/1405642/josh-dempsey'}",True,99950,,10676888.0,1,20,1442382813,1337545144,1337545258.0,10676881,CC BY-SA 3.0,https://stackoverflow.com/questions/10676881/how-to-create-multiple-columns-in-a-div,How to create multiple columns in a div,,,,
562,"['css', 'ajax', 'jquery-mobile', 'styles']","{'account_id': 1002833, 'reputation': 165, 'user_id': 1017305, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6da70b30f1802e326947ad302207e825?s=256&d=identicon&r=PG', 'display_name': 'l1nuxuser', 'link': 'https://stackoverflow.com/users/1017305/l1nuxuser'}",True,462,,10585585.0,2,1,1442291602,1336394571,,10482281,CC BY-SA 3.0,https://stackoverflow.com/questions/10482281/jquerymobile-ajax-issue,jquerymobile ajax issue,,,,
563,"['css', 'twitter-bootstrap']","{'account_id': 50654, 'reputation': 12623, 'user_id': 151174, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/af9e11f56bb08343ece9d21a63c9f392?s=256&d=identicon&r=PG', 'display_name': 'rizidoro', 'link': 'https://stackoverflow.com/users/151174/rizidoro'}",True,19681,,10743056.0,2,11,1442192674,1337882918,,10742991,CC BY-SA 3.0,https://stackoverflow.com/questions/10742991/how-to-center-a-box-on-twitter-bootstrap,How to center a box on Twitter Bootstrap,,,,
564,"['css', 'pseudo-element']","{'account_id': 1246193, 'reputation': 4326, 'user_id': 1207596, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/236ccc696407091d8da7d34825039005?s=256&d=identicon&r=PG', 'display_name': 'Zhao Li', 'link': 'https://stackoverflow.com/users/1207596/zhao-li'}",True,41566,,10609183.0,2,29,1441800645,1337117575,1340276796.0,10609142,CC BY-SA 3.0,https://stackoverflow.com/questions/10609142/adding-css-class-on-pseudo-element,Adding CSS class on pseudo-element,,,,
565,"['html', 'css', 'twitter-bootstrap']","{'account_id': 995848, 'reputation': 19354, 'user_id': 1011816, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/5138b8dca30c0665f7f3140c79ea90bf?s=256&d=identicon&r=PG', 'display_name': 'Hoa', 'link': 'https://stackoverflow.com/users/1011816/hoa'}",True,5146,,10441732.0,3,2,1441628794,1336092615,,10441312,CC BY-SA 3.0,https://stackoverflow.com/questions/10441312/in-the-following-css-layout-how-can-i-make-my-arrow-right-aligned,In the following CSS layout how can I make my arrow right aligned?,,,,
566,"['php', 'html', 'css', 'forms']","{'user_type': 'does_not_exist', 'display_name': 'user652792'}",True,7204,,10626434.0,5,3,1441407167,1337199904,1337200334.0,10626160,CC BY-SA 3.0,https://stackoverflow.com/questions/10626160/making-textbox-color-red-when-error-occurs-in-a-form,Making textbox color red when error occurs in a form,,,,
567,"['html', 'css', 'positioning', 'css-float']","{'account_id': 1401599, 'reputation': 37, 'user_id': 1330273, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/0709ecd34431f99e4b8cd9fc5ab9b611?s=256&d=identicon&r=PG', 'display_name': 'thepolishboy', 'link': 'https://stackoverflow.com/users/1330273/thepolishboy'}",True,495,,10485076.0,3,1,1441391680,1336404730,1336743457.0,10484831,CC BY-SA 3.0,https://stackoverflow.com/questions/10484831/css-positions-and-floats-everything-is-overlaying,CSS Positions and floats everything is overlaying,,,,
568,"['html', 'css']","{'account_id': 1082637, 'reputation': 416, 'user_id': 1079192, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/LF9Vj.jpg?s=256&g=1', 'display_name': 'Timberwolf', 'link': 'https://stackoverflow.com/users/1079192/timberwolf'}",True,142,,10439526.0,6,0,1440874286,1336080078,1440874286.0,10439497,CC BY-SA 3.0,https://stackoverflow.com/questions/10439497/how-to-exclude-a-tag-by-a-surrounding-tag,How to exclude a tag by a surrounding tag,,,,
569,['css'],"{'account_id': 142388, 'reputation': 13798, 'user_id': 350080, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/8dbcaa49802612c858ebf97742639a4b?s=256&d=identicon&r=PG', 'display_name': 'Himmators', 'link': 'https://stackoverflow.com/users/350080/himmators'}",True,2765,,10815626.0,5,0,1440617161,1338377081,,10815325,CC BY-SA 3.0,https://stackoverflow.com/questions/10815325/is-there-an-alternative-to-negative-margins-for-item-overlaying-other-item-in-cs,Is there an alternative to negative margins for item overlaying other item in css?,,,,
570,"['ruby-on-rails', 'css', 'twitter-bootstrap']","{'account_id': 209045, 'reputation': 996, 'user_id': 459870, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/6fe441d9a5bf30adb62ed7ac4c4b6eee?s=256&d=identicon&r=PG', 'display_name': 'Mustafa', 'link': 'https://stackoverflow.com/users/459870/mustafa'}",True,5871,,10507797.0,4,12,1440513846,1336518370,,10507777,CC BY-SA 3.0,https://stackoverflow.com/questions/10507777/twitter-bootstrap-displays-button-with-greyed-text,Twitter bootstrap displays button with greyed text,,,,
571,"['css', 'refactoring']","{'account_id': 41975, 'reputation': 6871, 'user_id': 122139, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e24cd8afa32a0e16b095a5348f6b772b?s=256&d=identicon&r=PG', 'display_name': 'Smandoli', 'link': 'https://stackoverflow.com/users/122139/smandoli'}",True,6391,,11058481.0,7,23,1439395455,1337530790,1495541417.0,10675103,,https://stackoverflow.com/questions/10675103/how-do-i-refactor-my-css,How do I refactor my CSS?,1340366489.0,exact duplicate,,
572,"['html', 'css']","{'account_id': 305153, 'reputation': 2154, 'user_id': 615120, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/xoAHa.jpg?s=256&g=1', 'display_name': 'rnk', 'link': 'https://stackoverflow.com/users/615120/rnk'}",True,132,,10786911.0,3,1,1439090217,1338217873,,10786837,CC BY-SA 3.0,https://stackoverflow.com/questions/10786837/css-centering-the-logo,css - centering the logo,,,,
573,"['javascript', 'html', 'css', 'obfuscation']","{'account_id': 1426586, 'reputation': 9461, 'user_id': 2005622, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/eAm9L.jpg?s=256&g=1', 'display_name': 'Ali Bassam', 'link': 'https://stackoverflow.com/users/2005622/ali-bassam'}",True,1270,,,2,-2,1438284050,1336404613,1438284050.0,10484787,,https://stackoverflow.com/questions/10484787/website-source-page-how-do-i-protect-my-website,Website source page: How do I protect my website?,1438351242.0,Duplicate,,
574,"['javascript', 'jquery', 'css', 'jquery-plugins', 'checkbox']","{'account_id': 236445, 'reputation': 2967, 'user_id': 503945, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/03410b85e66b44022a98004f2bfee67d?s=256&d=identicon&r=PG', 'display_name': 'Joe Cartano', 'link': 'https://stackoverflow.com/users/503945/joe-cartano'}",True,1765,,10727085.0,4,0,1438276740,1337802015,1337802590.0,10726712,,https://stackoverflow.com/questions/10726712/custom-radio-buttons-and-checkboxes,custom radio buttons and checkboxes,1438287722.0,Opinion-based,,
575,"['ruby-on-rails', 'css', 'ruby-on-rails-3', 'icons', 'twitter-bootstrap']","{'account_id': 1130823, 'reputation': 1289, 'user_id': 1116925, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/989bd7a00c194d79286a6f1dd2befa6a?s=256&d=identicon&r=PG&f=1', 'display_name': 'kibaekr', 'link': 'https://stackoverflow.com/users/1116925/kibaekr'}",True,6544,,10765305.0,5,5,1437944971,1338021965,1339868252.0,10764862,CC BY-SA 3.0,https://stackoverflow.com/questions/10764862/best-way-to-use-twitter-bootstrap-icons-as-links-in-ruby-on-rails-3,Best way to use Twitter Bootstrap Icons as Links in Ruby on Rails 3?,,,,
576,"['html', 'css']","{'account_id': 913190, 'reputation': 10555, 'user_id': 948920, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/lfXnE.png?s=256&g=1', 'display_name': 'Question Overflow', 'link': 'https://stackoverflow.com/users/948920/question-overflow'}",True,52614,,10764994.0,4,10,1437751262,1338022448,,10764912,CC BY-SA 3.0,https://stackoverflow.com/questions/10764912/how-to-move-div-from-bottom-to-top,How to move div from bottom to top,,,,
577,"['javascript', 'jquery', 'mobile', 'css', 'responsive-design']","{'account_id': 946173, 'reputation': 7778, 'user_id': 973397, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/F7Q2P.jpg?s=256&g=1', 'display_name': 'Fred Randall', 'link': 'https://stackoverflow.com/users/973397/fred-randall'}",True,4850,,10542146.0,3,1,1437700142,1336683784,1336742496.0,10542096,CC BY-SA 3.0,https://stackoverflow.com/questions/10542096/drop-down-menu-on-hover-to-tap-twice-for-mobile,Drop-Down Menu on :hover to tap twice for Mobile,,,,
578,"['html', 'css', 'browser']","{'account_id': 86069, 'reputation': 32063, 'user_id': 239599, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/c1470440ea8752cb41e4b1515c5816d0?s=256&d=identicon&r=PG', 'display_name': 'naivists', 'link': 'https://stackoverflow.com/users/239599/naivists'}",True,4905,,10472014.0,2,10,1437648141,1336319747,,10471929,CC BY-SA 3.0,https://stackoverflow.com/questions/10471929/underlining-visited-links,Underlining visited links,,,,
579,"['css', 'twitter-bootstrap']","{'account_id': 244564, 'reputation': 10173, 'user_id': 517477, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/c97149e5dbd6126c6239d1edc88c8d47?s=256&d=identicon&r=PG', 'display_name': 'denislexic', 'link': 'https://stackoverflow.com/users/517477/denislexic'}",True,27953,,16445276.0,6,9,1437586180,1336300084,1336391047.0,10469838,CC BY-SA 3.0,https://stackoverflow.com/questions/10469838/twitter-bootstrap-position-issue-with-row-fluid,Twitter Bootstrap - Position issue with row-fluid,,,,
580,"['css', 'mobile', 'pixel']","{'account_id': 1066573, 'reputation': 2417, 'user_id': 1066982, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d15536147f658a48b88dd739708fc65c?s=256&d=identicon&r=PG', 'display_name': 'jstacks', 'link': 'https://stackoverflow.com/users/1066982/jstacks'}",True,53197,,10723532.0,1,11,1437466799,1337786545,,10723039,CC BY-SA 3.0,https://stackoverflow.com/questions/10723039/web-design-for-smart-phone-pixel-size,Web Design for Smart Phone - Pixel Size,,,,
581,"['css', 'wordpress']","{'account_id': 1458644, 'reputation': 525, 'user_id': 1373581, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/c62eb4d47b5c0da397fb3783bab77e4c?s=256&d=identicon&r=PG', 'display_name': 'user1373581', 'link': 'https://stackoverflow.com/users/1373581/user1373581'}",True,2472,,,1,0,1437204582,1336229911,1437204582.0,10463011,CC BY-SA 3.0,https://stackoverflow.com/questions/10463011/wordpress-visual-editor-not-displaying-bullet-points,Wordpress visual editor not displaying bullet points,,,,
582,"['css', 'wordpress']","{'account_id': 1456299, 'reputation': 1, 'user_id': 1371795, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab7e5d01a9fa914fb2f145e2e3059225?s=256&d=identicon&r=PG', 'display_name': 'Dinesh Thakur', 'link': 'https://stackoverflow.com/users/1371795/dinesh-thakur'}",True,123,,,3,0,1437198717,1337339798,1437198717.0,10651623,CC BY-SA 3.0,https://stackoverflow.com/questions/10651623/i-want-my-ol-bullets-to-appear-like-i-using-wordpress,I want my ol bullets to appear like i) using wordpress,,,,
583,['css'],"{'account_id': 1115848, 'reputation': 495, 'user_id': 1205631, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/71085d22a6ac341775604d3c3155d134?s=256&d=identicon&r=PG', 'display_name': 'Isaiah Bugarin', 'link': 'https://stackoverflow.com/users/1205631/isaiah-bugarin'}",False,5220,,,2,0,1437048072,1337465870,,10669235,CC BY-SA 3.0,https://stackoverflow.com/questions/10669235/accessing-fonts-in-different-directory,Accessing fonts in different directory,,,,
584,"['javascript', 'jquery', 'html', 'css', 'web-applications']","{'account_id': 393929, 'reputation': 583, 'user_id': 756053, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/bd3f34b25260849a0765f3dbc519a6f1?s=256&d=identicon&r=PG', 'display_name': 'zachdyer', 'link': 'https://stackoverflow.com/users/756053/zachdyer'}",False,274,,,2,1,1436788080,1335892259,1436788080.0,10401413,CC BY-SA 3.0,https://stackoverflow.com/questions/10401413/how-do-i-increment-videoindex-on-my-video-navigation,How do I increment videoIndex on my video navigation?,,,,
585,"['jquery', 'html', 'css', 'twitter-bootstrap']","{'account_id': 54718, 'reputation': 8266, 'user_id': 163799, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/3946e4b95db2f8b2da6d5bfcd2bf00e4?s=256&d=identicon&r=PG', 'display_name': 'Loolooii', 'link': 'https://stackoverflow.com/users/163799/loolooii'}",True,54623,,10766531.0,4,13,1436385568,1338037445,,10766486,CC BY-SA 3.0,https://stackoverflow.com/questions/10766486/why-doesnt-this-bootstrap-dropdown-example-work,Why doesn&#39;t this bootstrap dropdown example work?,,,,
586,"['html', 'css', 'ipad', 'margin']","{'account_id': 450130, 'reputation': 1165, 'user_id': 845294, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/3fd91662fb28aea67b03f3c538cfb649?s=256&d=identicon&r=PG', 'display_name': 'Alex Fox', 'link': 'https://stackoverflow.com/users/845294/alex-fox'}",True,9007,,10402485.0,3,4,1436289698,1335895620,1335898200.0,10402081,CC BY-SA 3.0,https://stackoverflow.com/questions/10402081/website-left-aligned-on-ipad,Website left aligned on iPad,,,,
587,"['css', 'html', 'height', 'width']","{'account_id': 1152207, 'reputation': 2921, 'user_id': 1133668, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/9hpAt.jpg?s=256&g=1', 'display_name': 'Rama Rao M', 'link': 'https://stackoverflow.com/users/1133668/rama-rao-m'}",True,4950,,10476911.0,4,0,1436123097,1336366407,,10476838,CC BY-SA 3.0,https://stackoverflow.com/questions/10476838/width-and-height-is-not-applied-to-div-tag,Width and Height is not applied to DIV tag,,,,
588,"['html', 'css', 'radio-button']","{'account_id': 390276, 'reputation': 184, 'user_id': 750239, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/f78183851118b52b0b53786e0ece29a2?s=256&d=identicon&r=PG', 'display_name': 'cherry', 'link': 'https://stackoverflow.com/users/750239/cherry'}",True,45184,,,5,9,1435788358,1337232697,1435788358.0,10630314,,https://stackoverflow.com/questions/10630314/resizing-radio-button,Resizing radio button,1486050479.0,Duplicate,,
589,"['html', 'css']","{'account_id': 1500288, 'reputation': 1667, 'user_id': 1405195, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/03c6a8c19affaaabbe53bc84bd516fc0?s=256&d=identicon&r=PG', 'display_name': 'user1405195', 'link': 'https://stackoverflow.com/users/1405195/user1405195'}",True,35802,,10666138.0,3,21,1435298707,1337437701,1435298707.0,10666032,CC BY-SA 3.0,https://stackoverflow.com/questions/10666032/why-does-span-break-outside-div-when-margin-and-padding-is-applied,Why does &lt;span&gt; break outside &lt;div&gt; when margin and padding is applied?,,,,
590,"['html', 'css']","{'account_id': 449230, 'reputation': 2963, 'user_id': 843900, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/dc8abc1d06f8fc5f2e8640379ccb4742?s=256&d=identicon&r=PG', 'display_name': 'fakeguybrushthreepwood', 'link': 'https://stackoverflow.com/users/843900/fakeguybrushthreepwood'}",True,86,,10394051.0,1,1,1435052334,1335850989,1435052334.0,10394037,CC BY-SA 3.0,https://stackoverflow.com/questions/10394037/keep-a-vertically-larger-image-inside-a-smaller-size-defined-div-without-overfl,"Keep a vertically larger image inside a smaller, size defined div without overflowing",,,,
591,"['jquery', 'css', 'html', 'hidden', 'slide']","{'account_id': 1048523, 'reputation': 3898, 'user_id': 1052985, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/771f16da1e8fc82bcc5883f2ff6afc79?s=256&d=identicon&r=PG', 'display_name': 'ScottieB', 'link': 'https://stackoverflow.com/users/1052985/scottieb'}",True,22910,,10422069.0,3,3,1434637470,1335994128,,10422005,CC BY-SA 3.0,https://stackoverflow.com/questions/10422005/pull-out-div-from-right-of-screen,Pull out div from right of screen,,,,
592,"['css', 'sticky-footer']","{'account_id': 1177250, 'reputation': 135, 'user_id': 1152940, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/95252575212e2be18c053b11ff7004c5?s=256&d=identicon&r=PG', 'display_name': 'Nicholas Arehart', 'link': 'https://stackoverflow.com/users/1152940/nicholas-arehart'}",False,120,,,1,0,1434054403,1338095559,,10771820,CC BY-SA 3.0,https://stackoverflow.com/questions/10771820/sticky-footer-and-content,Sticky Footer and Content,,,,
593,"['html', 'css', 'google-maps', 'twitter-bootstrap']","{'account_id': 995848, 'reputation': 19354, 'user_id': 1011816, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/5138b8dca30c0665f7f3140c79ea90bf?s=256&d=identicon&r=PG', 'display_name': 'Hoa', 'link': 'https://stackoverflow.com/users/1011816/hoa'}",True,3898,,10407917.0,4,5,1433962253,1335933284,,10407785,CC BY-SA 3.0,https://stackoverflow.com/questions/10407785/why-does-css-styling-distort-my-google-maps-zooming,Why does CSS styling distort my Google maps zooming?,,,,
594,"['html', 'css', 'sass']","{'account_id': 1483040, 'reputation': 450, 'user_id': 1391925, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b85c4a7469b96d8996ff502d49b186f?s=256&d=identicon&r=PG', 'display_name': 'tobyn', 'link': 'https://stackoverflow.com/users/1391925/tobyn'}",True,68854,,,3,35,1433730167,1336898494,,10570400,,https://stackoverflow.com/questions/10570400/for-loop-in-scss-with-a-combination-of-variables,For loop in SCSS with a combination of variables,1448984236.0,Duplicate,,
595,"['html', 'css']","{'account_id': 1426028, 'reputation': 747, 'user_id': 1349529, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/9cc26b3ae575af82605e783ccc5a2388?s=256&d=identicon&r=PG', 'display_name': 'Tearsdontfalls', 'link': 'https://stackoverflow.com/users/1349529/tearsdontfalls'}",True,664,,10774644.0,2,0,1433382293,1338056883,1338128548.0,10768752,CC BY-SA 3.0,https://stackoverflow.com/questions/10768752/border-radius-breaks-in-the-corners,Border-radius breaks in the corners,,,,
596,"['javascript', 'jquery', 'html', 'css']","{'account_id': 1313219, 'reputation': 1776, 'user_id': 1260751, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/tftCc.jpg?s=256&g=1', 'display_name': 'Hassan Faghihi', 'link': 'https://stackoverflow.com/users/1260751/hassan-faghihi'}",False,821,,,1,2,1432728657,1337276231,1432728657.0,10640660,CC BY-SA 3.0,https://stackoverflow.com/questions/10640660/100-height-div-inside-td-elements,100% height div inside td elements,,,,
597,"['javascript', 'html', 'css']","{'account_id': 1389823, 'reputation': 4755, 'user_id': 1320911, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/d817877e48df76bd9cd9be25a0d9d111?s=256&d=identicon&r=PG', 'display_name': 'Luke', 'link': 'https://stackoverflow.com/users/1320911/luke'}",True,6247,,10471039.0,1,0,1432568302,1336312199,1432568302.0,10471023,CC BY-SA 3.0,https://stackoverflow.com/questions/10471023/text-aligncenter-not-working-when-positionabsolute-with-javascript,text-align:center not working when position:absolute with javascript?,,,,
598,"['css', 'icons', 'font-face', 'smoothing']","{'account_id': 1404487, 'reputation': 1177, 'user_id': 1332573, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/Ll8Z7.jpg?s=256&g=1', 'display_name': 'Erik Djupvik', 'link': 'https://stackoverflow.com/users/1332573/erik-djupvik'}",True,9341,,10651373.0,4,6,1432509655,1336222495,,10462040,CC BY-SA 3.0,https://stackoverflow.com/questions/10462040/chrome-not-rendering-font-face-ttf-woff-smooth,Chrome not rendering @font-face ttf/woff smooth,,,,
599,"['css', 'pseudo-element', 'css-animations']","{'account_id': 456702, 'reputation': 1179, 'user_id': 855599, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/bdebe1c3d0f51e715606a0d0257c6a1c?s=256&d=identicon&r=PG', 'display_name': 'yshrsmz', 'link': 'https://stackoverflow.com/users/855599/yshrsmz'}",True,17680,,10799059.0,1,14,1432504215,1338291028,1352326518.0,10798264,CC BY-SA 3.0,https://stackoverflow.com/questions/10798264/is-it-possible-to-use-keyframes-animation-to-pseudo-element,Is it possible to use keyframes animation to pseudo-element?,,,,
600,"['jquery', 'css', 'media-queries']","{'account_id': 877472, 'reputation': 1149, 'user_id': 137041, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/4ed760224d6a0a0eb703729b05adac89?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stuart Robson', 'link': 'https://stackoverflow.com/users/137041/stuart-robson'}",True,211,,13411162.0,2,1,1432070616,1337684240,1353044705.0,10700647,CC BY-SA 3.0,https://stackoverflow.com/questions/10700647/merge-media-rules-via-jquery,Merge @media rules via jquery,,,,
601,"['css', 'fonts']","{'account_id': 123553, 'reputation': 8635, 'user_id': 318071, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/5efb4f2e5f7daf579ffed0a187270f31?s=256&d=identicon&r=PG', 'display_name': 'sf_tristanb', 'link': 'https://stackoverflow.com/users/318071/sf-tristanb'}",True,12976,,10530461.0,3,2,1432037691,1336638517,,10530183,CC BY-SA 3.0,https://stackoverflow.com/questions/10530183/difference-size-font-rendering-on-windows-vs-macos-how-to-solve,Difference size font rendering on Windows VS MacOS. How to solve?,,,,
602,"['html', 'css']","{'account_id': 1352359, 'reputation': 1331, 'user_id': 1291632, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/AiHuV.jpg?s=256&g=1', 'display_name': 'grasshopper', 'link': 'https://stackoverflow.com/users/1291632/grasshopper'}",True,18863,,10545165.0,2,13,1431738688,1336707896,,10545158,CC BY-SA 3.0,https://stackoverflow.com/questions/10545158/textfield-is-not-displaying-initial-value,Textfield is not displaying initial value,,,,
603,"['html', 'layout', 'mobile', 'css', 'media-queries']","{'account_id': 1012277, 'reputation': 18789, 'user_id': 1024586, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/3238fd4bbeafdce226ff3406e859f2d6?s=256&d=identicon&r=PG', 'display_name': 'Doug Fir', 'link': 'https://stackoverflow.com/users/1024586/doug-fir'}",True,1536,,10539781.0,1,0,1431700328,1336672995,1431700328.0,10539734,CC BY-SA 3.0,https://stackoverflow.com/questions/10539734/media-queries-separate-and-independent-style-sheet,media queries - separate and independent style sheet?,,,,
604,"['javascript', 'css', 'less']","{'account_id': 471146, 'reputation': 2327, 'user_id': 878759, 'user_type': 'registered', 'accept_rate': 34, 'profile_image': 'https://www.gravatar.com/avatar/9d29876f47e71487d697da257b7e44a1?s=256&d=identicon&r=PG', 'display_name': 'tiran', 'link': 'https://stackoverflow.com/users/878759/tiran'}",True,8170,,10806976.0,7,8,1431494762,1338272537,1338280367.0,10794043,CC BY-SA 3.0,https://stackoverflow.com/questions/10794043/using-javascript-calculated-values-in-less,using javascript calculated values in less,,,,
