,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,accepted_answer_id,last_edit_date,closed_reason,migrated_from
390,"['javascript', 'html', 'css', 'chart.js']","{'account_id': 23791781, 'reputation': 11, 'user_id': 17803139, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwrfOHFkYoObX7aL2k7-D_AOApKNGf9UmiqMDXc=k-s256', 'display_name': 'breezy b', 'link': 'https://stackoverflow.com/users/17803139/breezy-b'}",False,396,2,1,1641034963,1640954359,70542427,CC BY-SA 4.0,https://stackoverflow.com/questions/70542427/how-make-border-radius-for-chart-area-chart-js,How make border radius for chart area chart.js?,,,1641034963.0,,
391,"['html', 'css', 'bootstrap-5']","{'account_id': 16403688, 'reputation': 51, 'user_id': 11848864, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d5f23c72fbadc1e9d395d72057377448?s=256&d=identicon&r=PG&f=1', 'display_name': 'kuchnahi', 'link': 'https://stackoverflow.com/users/11848864/kuchnahi'}",True,90,1,0,1641034870,1640696664,70507480,CC BY-SA 4.0,https://stackoverflow.com/questions/70507480/form-data-not-getting-entered-in-mail,Form data not getting entered in mail,,70507580.0,1641034870.0,,
392,"['css', 'angular', 'ngx-bootstrap', 'rating']","{'account_id': 21950036, 'reputation': 27, 'user_id': 16229335, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d7244feb3209317c2dbc3b03c2b6aa8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pouya Babaie', 'link': 'https://stackoverflow.com/users/16229335/pouya-babaie'}",True,339,1,0,1641034737,1638955336,70272581,CC BY-SA 4.0,https://stackoverflow.com/questions/70272581/ngx-bootstrap-rating-component-dynamic-value,Ngx-Bootstrap Rating Component dynamic value,,70272713.0,1638956222.0,,
393,"['javascript', 'jquery', 'css', 'gsap', 'scrolltrigger']","{'account_id': 5442051, 'reputation': 713, 'user_id': 4329847, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/30ee92afbfe5411604e6c4afe0b94af3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Freddy', 'link': 'https://stackoverflow.com/users/4329847/freddy'}",True,770,2,2,1641032734,1640453971,70481727,CC BY-SA 4.0,https://stackoverflow.com/questions/70481727/gsap-pin-progress-bar-when-it-hits-element-progress-bar-not-accrate,GSAP: Pin progress bar when it hits element + progress bar not accrate,,70502571.0,,,
394,"['html', 'css', 'html-lists']","{'account_id': 25677, 'reputation': 806, 'user_id': 66184, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/77Hll.jpg?s=256&g=1', 'display_name': 'Cary Millsap', 'link': 'https://stackoverflow.com/users/66184/cary-millsap'}",True,134,3,1,1641005166,1640290344,70466973,CC BY-SA 4.0,https://stackoverflow.com/questions/70466973/can-i-continue-numbers-in-a-sublist-using-css,Can I continue numbers in a sublist using CSS?,,70467792.0,1640294491.0,,
395,"['html', 'css', 'css-selectors', 'font-awesome', 'attr']","{'account_id': 20583921, 'reputation': 45, 'user_id': 15109280, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/204c03dcc6df901838c3f5e861b71711?s=256&d=identicon&r=PG&f=1', 'display_name': 'alicode1111', 'link': 'https://stackoverflow.com/users/15109280/alicode1111'}",False,150,1,0,1640997149,1640827971,70526625,CC BY-SA 4.0,https://stackoverflow.com/questions/70526625/how-do-i-select-all-a-tags-with-href-starts-with-http-and-does-not-contain-an-el,How do I select all a tags with href starts with http and does not contain an element with tag img OR class that begins with &quot;fa&quot;?,,,1640997149.0,,
396,"['css', 'flexbox']","{'account_id': 2563627, 'reputation': 153, 'user_id': 2394675, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf59a6b2289a0c9bf197ad49d659e1d2?s=256&d=identicon&r=PG', 'display_name': 'Dario de Judicibus', 'link': 'https://stackoverflow.com/users/2394675/dario-de-judicibus'}",True,82,2,0,1640992498,1640791591,70521470,CC BY-SA 4.0,https://stackoverflow.com/questions/70521470/full-width-div-followed-by-two-columns-by-css-only,Full width DIV followed by two columns BY CSS ONLY,,,1640992498.0,,
397,"['javascript', 'html', 'css', 'flexbox']","{'account_id': 23770595, 'reputation': 11, 'user_id': 17784704, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwJHetV0IvxoQIOtbwhQn_1GypIyfoigHlApANd=k-s256', 'display_name': 'vladllen', 'link': 'https://stackoverflow.com/users/17784704/vladllen'}",False,61,0,1,1640992312,1640738584,70514040,CC BY-SA 4.0,https://stackoverflow.com/questions/70514040/child-element-with-height-auto-inside-heigthl-100vh-parent,Child element with height: auto inside heigthL 100vh parent,,,1640992312.0,,
398,"['javascript', 'css', 'reactjs', 'antd']","{'account_id': 16199018, 'reputation': 53, 'user_id': 11695853, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-yG15IkTFVR8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reZljE8I5kvsWLKE56IYAhDZmcDYA/photo.jpg?sz=256', 'display_name': 'Thomas Deepak Konreddy', 'link': 'https://stackoverflow.com/users/11695853/thomas-deepak-konreddy'}",True,1324,1,1,1640992061,1640762028,70516229,CC BY-SA 4.0,https://stackoverflow.com/questions/70516229/ant-design-how-to-add-an-icon-to-a-tab,Ant Design : How to add an icon to a tab?,,70516291.0,1640992061.0,,
399,"['javascript', 'css', 'reactjs', 'responsive-design', 'tailwind-css']","{'account_id': 23792188, 'reputation': 1, 'user_id': 17803502, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhtYzgbxaHg4JhifXhJVltLnl6iU2sTsWuBimQ19Q=k-s256', 'display_name': 'Diego', 'link': 'https://stackoverflow.com/users/17803502/diego'}",False,2773,1,0,1640979964,1640947587,70541469,CC BY-SA 4.0,https://stackoverflow.com/questions/70541469/responsive-font-size-not-working-on-tailwind-reactjs,Responsive Font Size not working on Tailwind &amp; ReactJS,,,,,
400,"['css', 'flexbox', 'css-position']","{'account_id': 23793240, 'reputation': 7, 'user_id': 17804462, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57876dee87161a2e667efedbccfd0f1e?s=256&d=identicon&r=PG', 'display_name': 'PaulSmith05', 'link': 'https://stackoverflow.com/users/17804462/paulsmith05'}",False,43,0,0,1640979063,1640958592,70542914,CC BY-SA 4.0,https://stackoverflow.com/questions/70542914/got-a-question-about-element-positioning-css-flex,Got a question about element positioning. CSS Flex,,,1640979063.0,,
401,"['html', 'css']","{'account_id': 21442759, 'reputation': 99, 'user_id': 15796964, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d23c871d0ea948decad696730670d225?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ana', 'link': 'https://stackoverflow.com/users/15796964/ana'}",True,135,4,2,1640978673,1640353059,70473459,CC BY-SA 4.0,https://stackoverflow.com/questions/70473459/how-to-create-a-div-img-that-continue-around-grid-pixel-in-right-top-and-left-bo,How to create a div img that continue around grid pixel in right-top and left-bottom?,,,1640978673.0,,
402,"['css', 'svg']","{'account_id': 9900047, 'reputation': 1585, 'user_id': 7330316, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zcSMj.jpg?s=256&g=1', 'display_name': 'Shahriar', 'link': 'https://stackoverflow.com/users/7330316/shahriar'}",True,353,3,0,1640977610,1640886054,70534974,CC BY-SA 4.0,https://stackoverflow.com/questions/70534974/how-to-cut-part-of-svg-with-css,How to cut part of SVG with css?,,70545052.0,1640971424.0,,
403,"['css', 'reactjs', 'react-native', 'flexbox', 'css-position']","{'account_id': 23781706, 'reputation': 53, 'user_id': 17794298, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyF_UEyNufii_3DcmGL-mqp1gP-c4A74ZhLJpTQ=k-s256', 'display_name': 'Faizan Muhammad', 'link': 'https://stackoverflow.com/users/17794298/faizan-muhammad'}",True,1126,3,0,1640976278,1640933729,70539754,CC BY-SA 4.0,https://stackoverflow.com/questions/70539754/how-to-set-view-on-top-of-another-view-having-just-borders-in-react-native,how to set view on top of another view (having just borders) in react native,,70540863.0,1640935215.0,,
404,"['html', 'jquery', 'css', 'attributes']","{'account_id': 2505409, 'reputation': 843, 'user_id': 2524335, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/eee4e6039b16bc2bb47279a6b39e5ef6?s=256&d=identicon&r=PG', 'display_name': 'Johan', 'link': 'https://stackoverflow.com/users/2524335/johan'}",True,155,2,0,1640975255,1639504083,70353412,CC BY-SA 4.0,https://stackoverflow.com/questions/70353412/how-can-i-change-the-prefilled-data-color-attribute-based-on-a-classname,How can I change the prefilled data-color attribute based on a classname?,,70544820.0,,,
405,"['html', 'css']","{'account_id': 23716392, 'reputation': 280, 'user_id': 17737469, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zlCMw.jpg?s=256&g=1', 'display_name': 'Montek', 'link': 'https://stackoverflow.com/users/17737469/montek'}",True,1475,5,1,1640973789,1640152064,70444739,,https://stackoverflow.com/questions/70444739/the-h1-tag-is-not-changing-its-font-size-despite-a-value-in-css,The &#39;h1&#39; tag is not changing its font size despite a value in CSS,1640183709.0,70444795.0,1640973789.0,Not suitable for this site,
406,"['javascript', 'html', 'jquery', 'css']","{'account_id': 23771356, 'reputation': 11, 'user_id': 17785385, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/707a9cae24ec0f2b2fb267aadc7f7b99?s=256&d=identicon&r=PG', 'display_name': 'lolva6c', 'link': 'https://stackoverflow.com/users/17785385/lolva6c'}",False,79,2,0,1640973012,1640746617,70514714,CC BY-SA 4.0,https://stackoverflow.com/questions/70514714/how-do-i-get-the-selected-value-from-a-dropdown-to-appear-at-the-top-and-replace,How Do I Get the Selected Value from a Dropdown to Appear at the Top and Replace the Header?,,,1640973012.0,,
407,"['css', 'sass', 'prettier']","{'account_id': 11376778, 'reputation': 368, 'user_id': 10387269, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IsOMD.jpg?s=256&g=1', 'display_name': 'alfredjmg', 'link': 'https://stackoverflow.com/users/10387269/alfredjmg'}",False,919,1,3,1640972883,1640811442,70524934,CC BY-SA 4.0,https://stackoverflow.com/questions/70524934/expected-newline-after-with-a-multi-line-declaration-prettier,Expected newline after &quot;:&quot; with a multi-line declaration prettier,,,1640972883.0,,
408,"['javascript', 'html', 'css']","{'account_id': 19185850, 'reputation': 1, 'user_id': 14016657, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2465ea27fc3bce1f8ed7b75e85360af4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gian Paolo', 'link': 'https://stackoverflow.com/users/14016657/gian-paolo'}",False,32,0,0,1640972290,1640707825,70509618,CC BY-SA 4.0,https://stackoverflow.com/questions/70509618/css-html-header-streches-out-of-the-screen-on-the-right-side-how-to-avoid-tha,CSS / HTML Header streches out of the screen on the right side. How to avoid that?,,,1640972290.0,,
409,"['javascript', 'html', 'css', 'slider']","{'account_id': 4772251, 'reputation': 9, 'user_id': 3856629, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/016595995d1da0011f1afb579e9b79bf?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3348539950', 'link': 'https://stackoverflow.com/users/3856629/user3348539950'}",False,103,2,0,1640972192,1640937851,70540235,CC BY-SA 4.0,https://stackoverflow.com/questions/70540235/trying-to-make-slider-bar-with-js-and-the-elements-shake-when-scrolling,Trying to make Slider bar with JS and the elements shake when scrolling,,,1640947005.0,,
410,"['javascript', 'css', 'reactjs', 'components']","{'user_type': 'does_not_exist', 'display_name': 'user17763812'}",True,864,2,1,1640968829,1640559663,70490446,CC BY-SA 4.0,https://stackoverflow.com/questions/70490446/show-hide-button-based-on-state-react,Show/hide button based on state React,,,1640968821.0,,
411,"['html', 'css', 'css-position', 'z-index']","{'account_id': 114807, 'reputation': 5875, 'user_id': 301753, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/0a441b7caa41366e61fd394e4b8887a6?s=256&d=identicon&r=PG', 'display_name': 'e-motiv', 'link': 'https://stackoverflow.com/users/301753/e-motiv'}",True,219,3,0,1640968134,1639920437,70411855,,https://stackoverflow.com/questions/70411855/why-does-z-index-not-work-on-my-header-to-show-my-shadow,Why does z-index not work on my header to show my shadow?,1639952105.0,,1640967344.0,Duplicate,
412,"['css', 'reactjs', 'drop-down-menu', 'dropdown', 'antd']","{'account_id': 19900980, 'reputation': 144, 'user_id': 14580983, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6ZUmV.png?s=256&g=1', 'display_name': 'Athavan T', 'link': 'https://stackoverflow.com/users/14580983/athavan-t'}",True,361,1,0,1640967734,1638772063,70241585,CC BY-SA 4.0,https://stackoverflow.com/questions/70241585/dropdown-menu-not-inherit-its-parent-position,Dropdown menu not inherit its parent position,,70544009.0,,,
413,"['javascript', 'html', 'css', 'dom']","{'account_id': 22154279, 'reputation': 45, 'user_id': 16402308, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgF-qtcCukx7vF-6nxHaSfPtA6Koo3DgB402nlkMA=k-s256', 'display_name': 'Krix', 'link': 'https://stackoverflow.com/users/16402308/krix'}",False,47,1,0,1640964103,1640960773,70543184,CC BY-SA 4.0,https://stackoverflow.com/questions/70543184/toggle-iframe-js-function-not-working-properly,Toggle iframe js function not working properly,,,,,
414,"['javascript', 'html', 'css', 'file', 'console']","{'account_id': 20485659, 'reputation': 47, 'user_id': 17108515, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1QbTj.png?s=256&g=1', 'display_name': 'Jason', 'link': 'https://stackoverflow.com/users/17108515/jason'}",True,416,1,1,1640963433,1640901956,70537148,CC BY-SA 4.0,https://stackoverflow.com/questions/70537148/why-is-my-console-saying-404-not-found-for-my-css-and-javascript-fiels-that-are,Why is my console saying 404 not found for my css and javascript fiels that are not displaying,,70537217.0,1640963433.0,,
415,"['html', 'css', 'responsive-design', 'bootstrap-5']","{'account_id': 23705197, 'reputation': 25, 'user_id': 17727780, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/705fd11769d1cb467c04c2e810b0d5f8?s=256&d=identicon&r=PG', 'display_name': 'FrontDevUp', 'link': 'https://stackoverflow.com/users/17727780/frontdevup'}",True,66,1,0,1640962195,1640956292,70542658,CC BY-SA 4.0,https://stackoverflow.com/questions/70542658/trying-to-make-profile-pic-and-text-responsive,Trying to make Profile pic and text responsive,,70543370.0,,,
416,"['html', 'css', 'ionic-framework']","{'account_id': 20900407, 'reputation': 117, 'user_id': 15353653, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5269bb6dc1723c4d3ba2dd43b8ea3d0f?s=256&d=identicon&r=PG&f=1', 'display_name': 'sirss', 'link': 'https://stackoverflow.com/users/15353653/sirss'}",False,127,1,0,1640961667,1640957751,70542834,CC BY-SA 4.0,https://stackoverflow.com/questions/70542834/resize-video-in-ion-card-content,Resize video in ion-card-content,,,1640958571.0,,
417,"['javascript', 'html', 'css', 'bootstrap-5']","{'account_id': 23624410, 'reputation': 1, 'user_id': 17657165, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJy7YIT3AUIoi2wQ3zpK9N0PuKKPB-1_1j6zOruH=k-s256', 'display_name': 'new_coder', 'link': 'https://stackoverflow.com/users/17657165/new-coder'}",False,52,1,-1,1640960124,1639303694,70322570,CC BY-SA 4.0,https://stackoverflow.com/questions/70322570/how-i-can-display-my-subscription-form-in-web-browser,How i can display my subscription form in web browser,,,1640960124.0,,
418,"['html', 'css', 'twitter-bootstrap']","{'account_id': 23558454, 'reputation': 193, 'user_id': 17600120, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a921d95196ed4f45f6b63b9eacd6d7e3?s=256&d=identicon&r=PG', 'display_name': 'Aaditey Nair', 'link': 'https://stackoverflow.com/users/17600120/aaditey-nair'}",True,87,4,1,1640959730,1640954474,70542447,CC BY-SA 4.0,https://stackoverflow.com/questions/70542447/position-flex-item-at-bottom,Position Flex Item at Bottom,,70542605.0,1640955114.0,,
419,"['html', 'css', 'svg']","{'account_id': 8146633, 'reputation': 155, 'user_id': 6135116, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/5fad151ed0b634682b51ca9a735abbe0?s=256&d=identicon&r=PG&f=1', 'display_name': 'pandik70', 'link': 'https://stackoverflow.com/users/6135116/pandik70'}",True,65,1,0,1640958891,1640951120,70541984,CC BY-SA 4.0,https://stackoverflow.com/questions/70541984/svg-foreignobject-form-not-showing,SVG foreignObject form not showing,,70542951.0,,,
420,"['html', 'css']","{'account_id': 22758981, 'reputation': 55, 'user_id': 16949049, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxhIMsxWIOdZiOGsum6-aO3IAM95upaJblzlflv=k-s256', 'display_name': 'Marinos TBH', 'link': 'https://stackoverflow.com/users/16949049/marinos-tbh'}",True,135,3,4,1640956107,1640692283,70506647,CC BY-SA 4.0,https://stackoverflow.com/questions/70506647/snowman-css-challenge-how-to-put-eyes-in-a-head,"Snowman css challenge, how to put eyes in a head",,70506881.0,1640956107.0,,
421,"['javascript', 'html', 'jquery', 'css']","{'account_id': 23665566, 'reputation': 11, 'user_id': 17693057, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJytM1ivQGa9yTNLxByFJcKoS6UZHtTWU_Jw0TUB=k-s256', 'display_name': 'Fish', 'link': 'https://stackoverflow.com/users/17693057/fish'}",False,63,1,0,1640954631,1640678860,70504299,CC BY-SA 4.0,https://stackoverflow.com/questions/70504299/selecting-sub-items-in-css,Selecting sub items in CSS,,,,,
422,"['css', 'reactjs', 'reactcsstransitiongroup']","{'account_id': 11454324, 'reputation': 35, 'user_id': 8395848, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/C5HMj.jpg?s=256&g=1', 'display_name': 'kangah-codes', 'link': 'https://stackoverflow.com/users/8395848/kangah-codes'}",False,78,0,0,1640953943,1640953943,70542379,CC BY-SA 4.0,https://stackoverflow.com/questions/70542379/how-do-i-use-reacts-csstransitiongroup-to-slide-in-out-my-modal-content,How do I use React&#39;s CSSTransitionGroup to slide-in/out my modal content?,,,,,
423,"['html', 'css', 'margin']","{'account_id': 20539122, 'reputation': 39, 'user_id': 15074402, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/4305344352813588/picture?type=large', 'display_name': 'Meri&#231; Bulca', 'link': 'https://stackoverflow.com/users/15074402/meri%c3%a7-bulca'}",False,50,1,1,1640953444,1640908526,70537812,CC BY-SA 4.0,https://stackoverflow.com/questions/70537812/how-to-make-a-div-full-sized-in-css,How to make a div full sized in CSS?,,,,,
424,"['javascript', 'css', 'css-grid']","{'account_id': 14948564, 'reputation': 51, 'user_id': 10793061, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/tEqJT.png?s=256&g=1', 'display_name': 'Taureon', 'link': 'https://stackoverflow.com/users/10793061/taureon'}",False,54,0,0,1640953131,1640951490,70542031,CC BY-SA 4.0,https://stackoverflow.com/questions/70542031/edges-of-a-css-grid-cannot-be-scrolled-to,Edges of a CSS grid cannot be scrolled to,,,1640953131.0,,
425,"['html', 'css', 'bootstrap-4']","{'account_id': 23672492, 'reputation': 33, 'user_id': 17699068, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zGkwm.jpg?s=256&g=1', 'display_name': 'Han', 'link': 'https://stackoverflow.com/users/17699068/han'}",True,47,2,0,1640952464,1640937006,70540131,CC BY-SA 4.0,https://stackoverflow.com/questions/70540131/how-can-i-make-you-like-this-in-center-and-background-image-css-bootsrap,how can i make you like this in center and background image? css bootsrap,,70542176.0,,,
426,"['javascript', 'html', 'jquery', 'css', 'css-selectors']","{'account_id': 11879433, 'reputation': 181, 'user_id': 8693541, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://lh3.googleusercontent.com/-XKuWeS8aQk4/AAAAAAAAAAI/AAAAAAAAADo/nHH8y46FZkg/photo.jpg?sz=256', 'display_name': 'Campy', 'link': 'https://stackoverflow.com/users/8693541/campy'}",False,204,3,0,1640951744,1640941347,70540641,CC BY-SA 4.0,https://stackoverflow.com/questions/70540641/how-to-show-div-data-by-on-click-event-on-selector-using-jquery,How to show div data by on click event on selector using jQuery,,,1640942235.0,,
427,"['javascript', 'html', 'css']","{'account_id': 23723386, 'reputation': 2733, 'user_id': 17743647, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwhZrCeT7Dcb68CL8s_M3ajTuYfxAPVdgTOqPbh=k-s256', 'display_name': 'James', 'link': 'https://stackoverflow.com/users/17743647/james'}",True,203,3,3,1640951212,1640946823,70541365,CC BY-SA 4.0,https://stackoverflow.com/questions/70541365/draggable-effect-doesnt-work-in-javascript,Draggable effect doesn&#39;t work in Javascript,,70541669.0,,,
428,"['javascript', 'css', 'reactjs']","{'account_id': 16908170, 'reputation': 49, 'user_id': 14092472, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-5nNIsuZ4xk0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcbxvSzFagvjcOs4FbCOGWC2ZlCJQ/photo.jpg?sz=256', 'display_name': 'My name is jeff', 'link': 'https://stackoverflow.com/users/14092472/my-name-is-jeff'}",False,99,1,0,1640950732,1640950253,70541858,CC BY-SA 4.0,https://stackoverflow.com/questions/70541858/print-only-one-element-with-media-print-using-react,Print only one element with @media print using react,,,,,
429,"['css', 'twitter-bootstrap', 'bootstrap-4']","{'account_id': 23782962, 'reputation': 1, 'user_id': 17795416, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f8393e40e960085b9cf3399a80cac5cc?s=256&d=identicon&r=PG', 'display_name': 'Meollab', 'link': 'https://stackoverflow.com/users/17795416/meollab'}",False,113,1,0,1640950511,1640856693,70529745,CC BY-SA 4.0,https://stackoverflow.com/questions/70529745/bootstraps-4-6-popover-stops-scrolling-and-is-still-visible-when-element-reache,Bootstrap&#39;s 4.6 popover stops scrolling and is still visible when element reaches boundaries,,,,,
430,"['html', 'css']","{'account_id': 23789020, 'reputation': 19, 'user_id': 17800649, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/69cde51fe026a694caa84f2b30d9c7cf?s=256&d=identicon&r=PG', 'display_name': 'Melih Yilmaz', 'link': 'https://stackoverflow.com/users/17800649/melih-yilmaz'}",False,224,3,1,1640950012,1640913606,70538176,,https://stackoverflow.com/questions/70538176/background-color-doesnt-fill-up-the-whole-thing,background-color doesn&#39;t fill up the whole thing,1640936403.0,,1640936407.0,Duplicate,
431,"['html', 'css']","{'account_id': 10218112, 'reputation': 3, 'user_id': 17803587, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/YZRn4.png?s=256&g=1', 'display_name': 'TahiroFG', 'link': 'https://stackoverflow.com/users/17803587/tahirofg'}",True,41,1,0,1640949685,1640948138,70541550,CC BY-SA 4.0,https://stackoverflow.com/questions/70541550/check-box-is-not-showing-hidden-navbar-in-css,Check Box is not showing hidden NavBar in CSS,,70541785.0,1640948781.0,,
432,"['javascript', 'html', 'jquery', 'css']","{'account_id': 23792368, 'reputation': 5, 'user_id': 17803661, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzKSntxbojEbvFQ5C5EhkdJ1nYStCWMA9uEEWn-=k-s256', 'display_name': 'Thaju deen', 'link': 'https://stackoverflow.com/users/17803661/thaju-deen'}",True,36,1,0,1640949559,1640949201,70541711,CC BY-SA 4.0,https://stackoverflow.com/questions/70541711/two-divs-having-same-class-name-and-id-but-at-different-component-of-the-page-i,Two divs having same class name and ID but at different component of the page. If I try to clear one input the other div input is also cleared,,70541761.0,,,
433,"['javascript', 'html', 'css', 'json']","{'account_id': 23156767, 'reputation': 43, 'user_id': 17257919, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/406be1573021742591e01806c2a66c32?s=256&d=identicon&r=PG&f=1', 'display_name': 'wizby_', 'link': 'https://stackoverflow.com/users/17257919/wizby'}",False,566,1,0,1640949168,1640946260,70541298,CC BY-SA 4.0,https://stackoverflow.com/questions/70541298/how-to-use-json-file-as-a-database-for-html-css-and-vanilla-javascript-project,"How to use JSON file as a database for HTML, CSS, and Vanilla JavaScript project",,,,,
434,"['html', 'css']","{'account_id': 21123645, 'reputation': 73, 'user_id': 15529239, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgoppRuML7cnJWMdHuFHbRxB3R7v2mHkbWamIww=k-s256', 'display_name': 'Ender Dangered', 'link': 'https://stackoverflow.com/users/15529239/ender-dangered'}",True,50,1,0,1640948314,1640946995,70541396,CC BY-SA 4.0,https://stackoverflow.com/questions/70541396/css-media-problems,CSS @media problems,,70541544.0,1640948314.0,,
435,"['javascript', 'html', 'css']","{'account_id': 21082666, 'reputation': 93, 'user_id': 15496619, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10226604233878917/picture?type=large', 'display_name': 'Bleron Mexhuani', 'link': 'https://stackoverflow.com/users/15496619/bleron-mexhuani'}",True,73,1,0,1640947318,1640943310,70540908,CC BY-SA 4.0,https://stackoverflow.com/questions/70540908/why-my-focus-is-not-working-properly-it-only-works-for-active,Why my focus is not working properly it only works for active?,,,1640946959.0,,
436,"['html', 'css', 'flexbox']","{'account_id': 27687, 'reputation': 5921, 'user_id': 73323, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/Ff7le.jpg?s=256&g=1', 'display_name': 'kyw', 'link': 'https://stackoverflow.com/users/73323/kyw'}",False,28,1,0,1640946949,1640945885,70541245,CC BY-SA 4.0,https://stackoverflow.com/questions/70541245/enable-horizontal-scrollbar-in-each-flex-items-when-squeezed-beyond-initial-widt,Enable horizontal scrollbar in each flex items when squeezed beyond initial width,,,,,
437,"['javascript', 'html', 'jquery', 'css']","{'account_id': 17775870, 'reputation': 69, 'user_id': 12908241, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7HJx0.png?s=256&g=1', 'display_name': 'Jericho', 'link': 'https://stackoverflow.com/users/12908241/jericho'}",True,36,1,0,1640946734,1640941859,70540703,CC BY-SA 4.0,https://stackoverflow.com/questions/70540703/reduce-speed-of-following-image,Reduce speed of following image,,70541353.0,,,
438,"['html', 'css', 'animation', 'bootstrap-4']","{'account_id': 20474550, 'reputation': 31, 'user_id': 15024177, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhqwBo__tF_wRPwxY_JZW7UVM065lPG-4HmGqSP=k-s256', 'display_name': 'Max', 'link': 'https://stackoverflow.com/users/15024177/max'}",False,48,1,1,1640946391,1640894204,70536136,CC BY-SA 4.0,https://stackoverflow.com/questions/70536136/masking-animation-inside-a-div,&quot;Masking&quot; animation inside a div,,,,,
439,"['javascript', 'css', 'animation', 'scroll', 'timeline']","{'account_id': 23779265, 'reputation': 1, 'user_id': 17792190, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/261d77f63019515160ad169adcccf500?s=256&d=identicon&r=PG', 'display_name': 'mesti', 'link': 'https://stackoverflow.com/users/17792190/mesti'}",False,32,2,0,1640945526,1640817643,70525728,CC BY-SA 4.0,https://stackoverflow.com/questions/70525728/fixed-side-scrollbar-for-case-study,fixed side scrollbar for case study,,,1640818271.0,,
