,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from,locked_date,community_owned_date
779,"['html', 'css', 'twitter']","{'account_id': 1260074, 'reputation': 377, 'user_id': 1218601, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/d773283aacac768ba226e418b86265eb?s=256&d=identicon&r=PG', 'display_name': 'Callum Booth', 'link': 'https://stackoverflow.com/users/1218601/callum-booth'}",True,1273,1,1,1405413901,1339093929,10937737,CC BY-SA 3.0,https://stackoverflow.com/questions/10937737/is-there-any-way-to-recreate-the-css-dog-ear-effect-on-twitter,Is there any way to recreate the CSS dog-ear effect on Twitter?,1339159754.0,10937840.0,,,,,,
780,"['forms', 'css']","{'account_id': 1335225, 'reputation': 30703, 'user_id': 1365428, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/wWeu5.jpg?s=256&g=1', 'display_name': 'Rohit Azad Malik', 'link': 'https://stackoverflow.com/users/1365428/rohit-azad-malik'}",True,10365,4,1,1405343606,1339488502,10992723,CC BY-SA 3.0,https://stackoverflow.com/questions/10992723/how-to-give-background-images-in-select-tag-in-pure-css,How to give background images in select tag in pure css?,1392207084.0,,,,,,,
781,"['jquery', 'css', 'usability']","{'account_id': 92711, 'reputation': 38145, 'user_id': 253976, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/2ad45d31210b3893868a79038f811ec4?s=256&d=identicon&r=PG', 'display_name': 'StackOverflowNewbie', 'link': 'https://stackoverflow.com/users/253976/stackoverflownewbie'}",True,4977,2,3,1405251656,1340189989,11118105,CC BY-SA 3.0,https://stackoverflow.com/questions/11118105/jquery-scroll-div-with-overflow-y-scroll,jQuery - scroll div with overflow-y: scroll;,,11118189.0,,,,,,
782,"['css', 'google-apps-script', 'gmail', 'html-email']","{'account_id': 999994, 'reputation': 166, 'user_id': 1273842, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/3227daf2ff52777b80f0b297540739c5?s=256&d=identicon&r=PG', 'display_name': 'user30772', 'link': 'https://stackoverflow.com/users/1273842/user30772'}",True,5757,2,10,1405181284,1338920160,10902613,CC BY-SA 3.0,https://stackoverflow.com/questions/10902613/how-to-attach-html-file-so-that-gmails-view-option-works,How to attach html file so that gmail&#39;s &quot;view&quot; option works,1405181281.0,,,,,,,
783,"['css', 'wordpress', 'wordpress-theming']","{'account_id': 1532544, 'reputation': 275, 'user_id': 1429400, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/b9f94e370a44d430bbd7d847e7bd6af1?s=256&d=identicon&r=PG', 'display_name': 'S. Fellig', 'link': 'https://stackoverflow.com/users/1429400/s-fellig'}",True,10292,5,2,1404766796,1339721390,11043290,CC BY-SA 3.0,https://stackoverflow.com/questions/11043290/networkerror-404-not-found-style-ccs,&quot;NetworkError: 404 Not Found&quot; /style.ccs,1339722105.0,11043312.0,,,,,,
784,"['javascript', 'css', 'unity3d', 'resize', 'unityscript']","{'account_id': 82656, 'reputation': 1582, 'user_id': 232238, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/383c59a2206254ad798dfb8f1521be27?s=256&d=identicon&r=PG', 'display_name': 'chaosTechnician', 'link': 'https://stackoverflow.com/users/232238/chaostechnician'}",True,4804,2,2,1404503039,1338907109,10899374,CC BY-SA 3.0,https://stackoverflow.com/questions/10899374/resizing-unity-webplayer-element-when-resizing-browser,Resizing Unity WebPlayer element when resizing browser,1404503039.0,10938078.0,,,,,,
785,['css'],"{'account_id': 216397, 'reputation': 10372, 'user_id': 471628, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/dfae05c8dd5d3d57bfc2443c2c187948?s=256&d=identicon&r=PG', 'display_name': 'RichW', 'link': 'https://stackoverflow.com/users/471628/richw'}",False,182,2,-1,1404236822,1339750522,11047501,CC BY-SA 3.0,https://stackoverflow.com/questions/11047501/expanding-a-div-to-fill-the-page,Expanding a div to fill the page,,,,,,,,
786,"['html', 'css']","{'account_id': 1508255, 'reputation': 4872, 'user_id': 1418853, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/01b9f99dfc3c66702b35f0f5ad4898ce?s=256&d=identicon&r=PG', 'display_name': 'batman', 'link': 'https://stackoverflow.com/users/1418853/batman'}",True,2099,4,4,1403980967,1339750912,11047589,CC BY-SA 3.0,https://stackoverflow.com/questions/11047589/text-shadow-with-em-instead-of-px,text-shadow with em instead of px?,1339755788.0,11047661.0,,,,,,
787,"['css', 'wordpress-theming', 'media-queries', 'modernizr']","{'account_id': 141695, 'reputation': 3776, 'user_id': 348922, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/a5cee6ced3d9654c0689e65b264e5604?s=256&d=identicon&r=PG', 'display_name': 'Mr Jonny Wood', 'link': 'https://stackoverflow.com/users/348922/mr-jonny-wood'}",True,323,3,0,1402946473,1340713471,11207290,CC BY-SA 3.0,https://stackoverflow.com/questions/11207290/wordpress-parent-child-theme-not-loading-js-in-ie78,Wordpress parent/child theme not loading js in ie7+8,1402946473.0,,,,,,,
788,"['php', 'css']","{'account_id': 1151501, 'reputation': 3501, 'user_id': 1133106, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/jHnqr.jpg?s=256&g=1', 'display_name': 'Ronny K', 'link': 'https://stackoverflow.com/users/1133106/ronny-k'}",True,897,2,-1,1402741854,1339269648,10963868,CC BY-SA 3.0,https://stackoverflow.com/questions/10963868/including-a-global-variable-into-a-php-stylesheet,including a global variable into a php stylesheet.,,10963906.0,,,,,,
789,"['css', 'opera']","{'account_id': 425151, 'reputation': 6277, 'user_id': 1031362, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/4113b5174d15f291d0183243969cc6d1?s=256&d=identicon&r=PG', 'display_name': 'Astronaut', 'link': 'https://stackoverflow.com/users/1031362/astronaut'}",True,21746,1,12,1402480982,1339504262,10996705,CC BY-SA 3.0,https://stackoverflow.com/questions/10996705/how-to-set-background-position-x,How-to set background-position-x?,,10996740.0,,,,,,
790,"['html', 'css', 'image']","{'account_id': 109738, 'reputation': 695, 'user_id': 290644, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'ProgNet', 'link': 'https://stackoverflow.com/users/290644/prognet'}",True,36603,3,35,1402293894,1338543581,10847905,,https://stackoverflow.com/questions/10847905/responsive-image-vs-specify-the-width-and-height-of-an-image-in-html,Responsive Image vs specify the width and height of an image in HTML,,,,1543788051.0,Needs more focus,,,
791,"['css', 'fonts', 'font-face']","{'account_id': 1610877, 'reputation': 37, 'user_id': 1489826, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/88fe57743d491cc709d029c34eee3925?s=256&d=identicon&r=PG', 'display_name': 'ryan test', 'link': 'https://stackoverflow.com/users/1489826/ryan-test'}",True,3288,3,3,1401742870,1340923204,11253910,CC BY-SA 3.0,https://stackoverflow.com/questions/11253910/using-a-custom-font-with-css,Using a custom font with CSS,1342627380.0,,,,,,,
792,"['css', 'border', 'pixels']","{'account_id': 958595, 'reputation': 222, 'user_id': 983409, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a96676b3ecc0fb6cc91d13db5c0bda9f?s=256&d=identicon&r=PG', 'display_name': 'Matthew', 'link': 'https://stackoverflow.com/users/983409/matthew'}",True,1742,3,5,1401284509,1338834122,10886181,CC BY-SA 3.0,https://stackoverflow.com/questions/10886181/css-border-jagged-with-different-sized-color-borders,CSS border jagged with different sized/color borders,1338837176.0,10886296.0,,,,,,
793,"['html', 'css', 'image', 'header', 'image-size']","{'account_id': 1589283, 'reputation': 105, 'user_id': 1472982, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/22a5e27fb9e4fdb837cca235d474ad6d?s=256&d=identicon&r=PG', 'display_name': 'arranb', 'link': 'https://stackoverflow.com/users/1472982/arranb'}",True,5774,2,-2,1400927797,1340316036,11147422,,https://stackoverflow.com/questions/11147422/stop-images-resizing-div-when-browser-changes-size,Stop images resizing div when browser changes size,1400927797.0,11147536.0,,1400944487.0,Needs details or clarity,,,
794,"['html', 'css', 'menu']","{'account_id': 319297, 'reputation': 6980, 'user_id': 636987, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/080dab36cef0f86aa173256c277152e6?s=256&d=identicon&r=PG', 'display_name': 'Mus', 'link': 'https://stackoverflow.com/users/636987/mus'}",True,807,2,1,1400840630,1340049392,11090104,CC BY-SA 3.0,https://stackoverflow.com/questions/11090104/external-menu-for-website,External Menu for Website,1400840630.0,11090254.0,,,,,,
795,"['c#', 'asp.net', 'css', 'telerik', 'radgrid']","{'account_id': 99431, 'reputation': 19172, 'user_id': 268588, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/idoZ0.jpg?s=256&g=1', 'display_name': 'SilverLight', 'link': 'https://stackoverflow.com/users/268588/silverlight'}",True,565,1,0,1400793559,1340999819,11268160,CC BY-SA 3.0,https://stackoverflow.com/questions/11268160/change-direction-of-a-specific-column-not-entire-row-or-table,Change Direction Of A Specific Column - Not Entire Row Or Table,1400793559.0,11269084.0,,,,,,
796,"['css', 'less']","{'account_id': 101123, 'reputation': 1201, 'user_id': 272209, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6f978dd8d56b32bef3b2afb99b64420b?s=256&d=identicon&r=PG', 'display_name': 'Kerri', 'link': 'https://stackoverflow.com/users/272209/kerri'}",True,86654,5,46,1400789857,1340662949,11198221,CC BY-SA 3.0,https://stackoverflow.com/questions/11198221/defining-variable-variables-using-less-css,Defining Variable Variables using LESS CSS,,11198338.0,,,,,,
797,"['javascript', 'jquery', 'css', 'css-transitions']","{'account_id': 435396, 'reputation': 482, 'user_id': 821952, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/3764fcdaea2b401549a33ae80f669830?s=256&d=identicon&r=PG', 'display_name': 'Tuck', 'link': 'https://stackoverflow.com/users/821952/tuck'}",True,534,2,2,1400601545,1340810586,11229689,CC BY-SA 3.0,https://stackoverflow.com/questions/11229689/define-css-properties-with-jquery-before-using-css-transition-issue,define css properties with jquery before using css transition issue,1340813487.0,11230275.0,,,,,,
798,['css'],"{'account_id': 235238, 'reputation': 234, 'user_id': 501916, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2fef835afe1d6779e6222c2307bb5069?s=256&d=identicon&r=PG', 'display_name': 'quadmachine', 'link': 'https://stackoverflow.com/users/501916/quadmachine'}",True,4314,1,8,1400308942,1340231369,11129094,,https://stackoverflow.com/questions/11129094/using-html-attributes-as-css-property-values,Using HTML attributes as CSS property values,1400308942.0,,,1400309538.0,Duplicate,,,
799,['css'],"{'account_id': 360728, 'reputation': 1204, 'user_id': 702878, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/9dad71aeba852c0136b9b65032267cef?s=256&d=identicon&r=PG', 'display_name': 'iceteea', 'link': 'https://stackoverflow.com/users/702878/iceteea'}",True,6415,2,5,1400179193,1340351851,11152274,CC BY-SA 3.0,https://stackoverflow.com/questions/11152274/position-relative-elements-after-absolute-elements,position relative elements after absolute elements,1340357068.0,11152669.0,,,,,,
800,"['html', 'css', 'twitter-bootstrap', 'responsive-design']","{'account_id': 1210311, 'reputation': 359, 'user_id': 1178997, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/93efba2f20ef351bad67e33d51837016?s=256&d=identicon&r=PG', 'display_name': 'w00tw00t111', 'link': 'https://stackoverflow.com/users/1178997/w00tw00t111'}",True,1930,2,3,1399396465,1339771446,11052932,CC BY-SA 3.0,https://stackoverflow.com/questions/11052932/twitter-bootstrap-responsive-additional-column-after-certain-min-width,Twitter Bootstrap (Responsive) - Additional Column After Certain Min Width,,11053454.0,,,,,,
801,['css'],"{'account_id': 437296, 'reputation': 6190, 'user_id': 824904, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/c4b9e8ab29527b9af0099b15e40035b3?s=256&d=identicon&r=PG', 'display_name': 'somdow', 'link': 'https://stackoverflow.com/users/824904/somdow'}",False,142,1,0,1399361671,1338487441,10838842,CC BY-SA 3.0,https://stackoverflow.com/questions/10838842/css-display-block-and-floated-elements-css-mastery-can-this-be-done,CSS display block and floated elements (css mastery) Can this be done?,1399361671.0,,,,,,,
802,"['css', 'height', 'equals']","{'account_id': 1559759, 'reputation': 99, 'user_id': 1449927, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db6f3efb093fb45488ac9eb7f9da54e9?s=256&d=identicon&r=PG', 'display_name': 'Max Popkin', 'link': 'https://stackoverflow.com/users/1449927/max-popkin'}",True,17150,5,9,1398870068,1339450309,10987821,CC BY-SA 3.0,https://stackoverflow.com/questions/10987821/two-columns-equal-height-only-css-no-display-table-table-row-table-cell,"Two columns equal height only css (no display: table, table-row, table-cell)",1339451646.0,,,,,,,
803,"['css', 'internet-explorer']","{'account_id': 1450286, 'reputation': 933, 'user_id': 1367436, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/55ca7404986a146c42f846f1a0b5ea97?s=256&d=identicon&r=PG', 'display_name': 'Salvatore Dibenedetto', 'link': 'https://stackoverflow.com/users/1367436/salvatore-dibenedetto'}",True,976,2,1,1398862297,1340986861,11265455,CC BY-SA 3.0,https://stackoverflow.com/questions/11265455/z-index-in-ie7-not-working,z-index in ie7 not working,1340987578.0,,,,,,,
804,"['jquery', 'html', 'css', 'jquery-mobile', 'textinput']","{'account_id': 974823, 'reputation': 42610, 'user_id': 996431, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/0b831aa6991ae5f32c1a8e8078b67361?s=256&d=identicon&r=PG', 'display_name': 'Nate Pet', 'link': 'https://stackoverflow.com/users/996431/nate-pet'}",True,624,2,1,1398860882,1340657434,11197167,CC BY-SA 3.0,https://stackoverflow.com/questions/11197167/ipad-text-input-types-labels-in-input,IPad text input types - labels in input,1340706272.0,11200196.0,,,,,,
805,"['javascript', 'jquery', 'css', 'navigation', 'jquery-animate']","{'account_id': 1574917, 'reputation': 83, 'user_id': 1461645, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d79024cdaab1e50c0cde3b3dcd48a7fc?s=256&d=identicon&r=PG', 'display_name': 'user1461645', 'link': 'https://stackoverflow.com/users/1461645/user1461645'}",True,12463,2,8,1398507674,1339927114,11070453,CC BY-SA 3.0,https://stackoverflow.com/questions/11070453/how-to-create-a-sliding-animation-on-menu-hover-with-jquery,How to create a sliding animation on menu hover with jQuery?,1398507674.0,11070479.0,,,,,,
806,"['css', 'twitter-bootstrap', 'progress-bar', 'badge', 'twitter-bootstrap-2']","{'account_id': 1002781, 'reputation': 611, 'user_id': 1017268, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/a124a15783e57e000e9d38f2a88cfea9?s=256&d=identicon&r=PG', 'display_name': 'Neel', 'link': 'https://stackoverflow.com/users/1017268/neel'}",True,15011,1,5,1397735565,1338742985,10872248,CC BY-SA 3.0,https://stackoverflow.com/questions/10872248/align-twitter-bootstrap-progress-bar-and-badge,align twitter bootstrap progress bar and badge,1397735565.0,10872265.0,,,,,,
807,"['drop-down-menu', 'css']","{'account_id': 1138122, 'reputation': 19026, 'user_id': 1122748, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/ae686b9d7d0c93261e9ce8430ed7b2d5?s=256&d=identicon&r=PG', 'display_name': 'Learning', 'link': 'https://stackoverflow.com/users/1122748/learning'}",True,1963,1,2,1397653480,1338968095,10910010,CC BY-SA 3.0,https://stackoverflow.com/questions/10910010/how-to-make-css-menu-to-open-menu-in-in-up-direction-rather-than-default-down-di,How to make CSS menu to open menu in in up direction rather than default down direction,1397653480.0,10910105.0,,,,,,
808,"['jquery', 'css']","{'account_id': 453899, 'reputation': 568, 'user_id': 851158, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/097b169a80f070819bef58c3bc36c429?s=256&d=identicon&r=PG', 'display_name': 'onimojo', 'link': 'https://stackoverflow.com/users/851158/onimojo'}",True,22169,3,13,1397414290,1339119763,10942098,CC BY-SA 3.0,https://stackoverflow.com/questions/10942098/simple-fadein-and-visibility-in-jquery,Simple fadeIn and visibility in jQuery,,10942126.0,,,,,,
809,"['html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'user1261800'}",True,594,2,0,1397046322,1340779478,11220751,CC BY-SA 3.0,https://stackoverflow.com/questions/11220751/css-100-height-with-header-and-footer,CSS 100% height with header and footer,,11220843.0,,,,,,
810,"['html', 'google-chrome', 'css', 'hover']","{'account_id': 1439807, 'reputation': 11, 'user_id': 1360281, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/inV8W.jpg?s=256&g=1', 'display_name': 'ninjapiraatti', 'link': 'https://stackoverflow.com/users/1360281/ninjapiraatti'}",True,3126,1,1,1396900904,1339740561,11045451,CC BY-SA 3.0,https://stackoverflow.com/questions/11045451/white-flash-blink-on-hover-with-chrome,White flash/blink on hover with Chrome,,,,,,,,
811,['css'],"{'account_id': 260, 'reputation': 36877, 'user_id': 320, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/a00ef268d501a11f698c8cc97156e489?s=256&d=identicon&r=PG', 'display_name': 'Brian', 'link': 'https://stackoverflow.com/users/320/brian'}",True,37989,3,16,1396900246,1339033642,10924632,CC BY-SA 3.0,https://stackoverflow.com/questions/10924632/how-do-i-get-my-css-linear-gradient-to-work-in-ie,How do I get my CSS linear gradient to work in IE?,1339033835.0,,,,,,,
812,"['html', 'css']","{'account_id': 1039776, 'reputation': 2005, 'user_id': 1046094, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/7d6b077d4e05bf364e9698ab63430700?s=256&d=identicon&r=PG', 'display_name': 'KD.', 'link': 'https://stackoverflow.com/users/1046094/kd'}",True,5083,3,1,1396524998,1340304514,11144791,CC BY-SA 3.0,https://stackoverflow.com/questions/11144791/how-to-float-a-div-in-the-center-of-screen-when-positionfixed,How to float a DIV in the center of screen when position:fixed?,,11144861.0,,,,,,
813,"['javascript', 'css', 'google-chrome', 'rgba']","{'account_id': 888046, 'reputation': 12473, 'user_id': 926988, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/65e075e9b0046ba87908d3561e810ba6?s=256&d=identicon&r=PG', 'display_name': 'zupa', 'link': 'https://stackoverflow.com/users/926988/zupa'}",False,1089,2,8,1396363619,1341012647,11270170,CC BY-SA 3.0,https://stackoverflow.com/questions/11270170/chrome-getcomputedstyle-returns-wrong-rgba-color,Chrome getComputedStyle() returns wrong RGBA color?,,,,,,,,
814,"['css', 'performance', 'webpage-rendering']","{'account_id': 1608122, 'reputation': 61, 'user_id': 1487748, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b4985c429e73858d721d563143d31c09?s=256&d=identicon&r=PG', 'display_name': 'suppa.s', 'link': 'https://stackoverflow.com/users/1487748/suppa-s'}",True,2032,2,6,1395694221,1340948818,11256637,CC BY-SA 3.0,https://stackoverflow.com/questions/11256637/does-importing-same-css-file-multiple-times-add-any-performance-issues,Does importing same CSS file multiple times add any performance issues?,1395694138.0,,,,,,,
815,"['css', 'html', 'media-queries', 'responsive-design']","{'account_id': 1011256, 'reputation': 871, 'user_id': 1023779, 'user_type': 'registered', 'accept_rate': 37, 'profile_image': 'https://www.gravatar.com/avatar/6a081f562e4bfd3a03fde6fa9d76dc2f?s=256&d=identicon&r=PG', 'display_name': 'jacksbox', 'link': 'https://stackoverflow.com/users/1023779/jacksbox'}",True,85717,9,25,1395677443,1339687440,11036337,CC BY-SA 4.0,https://stackoverflow.com/questions/11036337/css-media-queries-for-galaxy-s3,CSS media queries for Galaxy S3,1592644375.0,,1443448302.0,,,,,
816,['css'],"{'account_id': 1284710, 'reputation': 465, 'user_id': 1238035, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/6d2f19306aaf286bb7c30f897990894c?s=256&d=identicon&r=PG', 'display_name': 'manyu', 'link': 'https://stackoverflow.com/users/1238035/manyu'}",True,175,4,0,1395052007,1340718232,11208690,CC BY-SA 3.0,https://stackoverflow.com/questions/11208690/center-alignment-of-div-inside-a-div-both-vertically-as-well-as-horizontally,center alignment of div inside a div both vertically as well as horizontally,1340725230.0,11208873.0,,,,,,
817,"['html', 'css']","{'account_id': 215051, 'reputation': 23727, 'user_id': 469408, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/7d338ab538a3892a908027bcb751bce2?s=256&d=identicon&r=PG', 'display_name': 'Channel72', 'link': 'https://stackoverflow.com/users/469408/channel72'}",True,143122,3,59,1394742075,1340979546,11263488,CC BY-SA 3.0,https://stackoverflow.com/questions/11263488/css-override-rules-and-specificity,CSS override rules and specificity,,11263624.0,,,,,,
818,"['css', 'pie-chart']","{'account_id': 332655, 'reputation': 4301, 'user_id': 658082, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/fd41d876b6ce22defa3050797bfeff23?s=256&d=identicon&r=PG', 'display_name': 'realph', 'link': 'https://stackoverflow.com/users/658082/realph'}",True,8620,4,2,1394599779,1340115577,11102975,CC BY-SA 3.0,https://stackoverflow.com/questions/11102975/css3-pie-htc-not-working,CSS3 PIE.htc Not Working,,11103137.0,,,,,,
819,"['jquery', 'css', 'jquery-animate', 'drop-down-menu', 'css-transitions']","{'account_id': 1289082, 'reputation': 425, 'user_id': 1241538, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/214562e0a723bd9f06f1cd4877369915?s=256&d=identicon&r=PG', 'display_name': 'sbay', 'link': 'https://stackoverflow.com/users/1241538/sbay'}",False,1097,2,0,1394546373,1339799543,11058960,CC BY-SA 3.0,https://stackoverflow.com/questions/11058960/css-element-transition-on-hover,CSS Element Transition on Hover,1394546144.0,,,,,,,
820,"['html', 'css']","{'account_id': 1519117, 'reputation': 873, 'user_id': 1419334, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/0531caceddff3797d6fff223055a5cbc?s=256&d=identicon&r=PG', 'display_name': 'cowboy', 'link': 'https://stackoverflow.com/users/1419334/cowboy'}",True,1583,3,1,1394536297,1338565037,10853297,CC BY-SA 3.0,https://stackoverflow.com/questions/10853297/aligning-image-and-text-inline,aligning image and text inline,1338648931.0,,,,,,,
821,"['jquery', 'html', 'css', 'jquery-ui', 'iframe']","{'account_id': 362107, 'reputation': 14411, 'user_id': 705132, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/81e0807e4a3e3f5a488fc70f79df1a15?s=256&d=identicon&r=PG', 'display_name': 'Halcyon', 'link': 'https://stackoverflow.com/users/705132/halcyon'}",True,4740,3,3,1394457421,1340992092,11266574,CC BY-SA 3.0,https://stackoverflow.com/questions/11266574/expand-an-iframe-during-jquery-animation-when-contents-expand,Expand An Iframe During jQuery Animation When Contents Expand,1394457421.0,14245452.0,,,,,,
822,"['javascript', 'jquery', 'html', 'css']","{'account_id': 422306, 'reputation': 5252, 'user_id': 801005, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/4b024e38a48d3bd0cf626056f059beb4?s=256&d=identicon&r=PG', 'display_name': 'LockTar', 'link': 'https://stackoverflow.com/users/801005/locktar'}",False,1523,3,0,1394411496,1339784360,11056150,CC BY-SA 3.0,https://stackoverflow.com/questions/11056150/jquery-click-on-transparent-div-not-working,jquery click on transparent div not working,1339784678.0,,,,,,,
823,"['css', 'facebook', 'facebook-like']","{'account_id': 119227, 'reputation': 2058, 'user_id': 310786, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0b37cd3a575ed63fccc39429d4c75966?s=256&d=identicon&r=PG', 'display_name': 'Jon Vaughan', 'link': 'https://stackoverflow.com/users/310786/jon-vaughan'}",True,296,1,1,1394328065,1339363072,10972441,CC BY-SA 3.0,https://stackoverflow.com/questions/10972441/is-it-possible-to-style-the-facebook-like-button-shown-faces-to-be-inline,Is it possible to style the Facebook Like button shown faces to be inline,1394328065.0,10972474.0,,,,,,
824,"['css', 'webkit', 'css-transitions', 'css-transforms']","{'account_id': 1541172, 'reputation': 417, 'user_id': 1435801, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b2e4b80f04768c4846d832d8a2d14d2a?s=256&d=identicon&r=PG', 'display_name': 'MysterFitz', 'link': 'https://stackoverflow.com/users/1435801/mysterfitz'}",True,6437,2,12,1394223044,1338836124,10886656,CC BY-SA 3.0,https://stackoverflow.com/questions/10886656/webkit-transform-blocking-link,webkit transform blocking link,1343499129.0,10900720.0,,,,,,
825,"['html', 'css', 'right-to-left']","{'account_id': 424248, 'reputation': 7385, 'user_id': 804138, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/813bef5c16481022c426d80bd65e331c?s=256&d=identicon&r=PG', 'display_name': 'Basel Shishani', 'link': 'https://stackoverflow.com/users/804138/basel-shishani'}",True,2814,4,3,1394207905,1338891130,10895408,CC BY-SA 3.0,https://stackoverflow.com/questions/10895408/ordering-span-elements-independent-of-text-directionality,Ordering span elements independent of text directionality,1370433031.0,,,,,,,
826,"['html', 'css', 'firefox', 'safari', 'css-position']","{'account_id': 1251683, 'reputation': 1472, 'user_id': 1211985, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/57bfe1580eed3885276740523d9f3642?s=256&d=identicon&r=PG', 'display_name': 'apparatix', 'link': 'https://stackoverflow.com/users/1211985/apparatix'}",True,6215,5,0,1394070965,1340652564,11196046,CC BY-SA 3.0,https://stackoverflow.com/questions/11196046/positioning-different-in-safari-and-firefox,Positioning Different in Safari and Firefox,1340718835.0,11196159.0,,,,,,
827,"['html', 'css', 'firefox', 'cross-browser', 'css-position']","{'account_id': 362502, 'reputation': 5591, 'user_id': 705725, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/3oNDr.jpg?s=256&g=1', 'display_name': 'dsp_099', 'link': 'https://stackoverflow.com/users/705725/dsp-099'}",True,2374,2,0,1394070780,1339371878,10973264,CC BY-SA 3.0,https://stackoverflow.com/questions/10973264/firefox-how-to-absolutely-position-a-div-inside-a-td,Firefox: How to absolutely position a div inside a td,,10973639.0,,,,,,
