,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason,locked_date,migrated_from,community_owned_date
731,"['javascript', 'jquery', 'css']","{'account_id': 1336938, 'reputation': 31, 'user_id': 1279462, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0fbda6644c119908f5d08476fa28a5c5?s=256&d=identicon&r=PG', 'display_name': 'Vlad', 'link': 'https://stackoverflow.com/users/1279462/vlad'}",True,4556,,2,3,1404243137,1332188614,9777372,CC BY-SA 3.0,https://stackoverflow.com/questions/9777372/css-transform-rotate-only-works-on-image,CSS transform: rotate only works on image,1332241144.0,,,,,,
732,"['button', 'css']","{'account_id': 419361, 'reputation': 4939, 'user_id': 796490, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/1f32740d7e6c6d848679e06232cdd7d5?s=256&d=identicon&r=PG', 'display_name': 'tvalent2', 'link': 'https://stackoverflow.com/users/796490/tvalent2'}",True,5920,9542423.0,4,4,1404173175,1330695602,9534264,CC BY-SA 3.0,https://stackoverflow.com/questions/9534264/css3-button-renders-differently-on-web-vs-ios,CSS3 button renders differently on web vs iOS,,,,,,,
733,"['html', 'css', 'html-lists']","{'account_id': 1295922, 'reputation': 14744, 'user_id': 1246987, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/63cf77a600870b0160b683f024618abd?s=256&d=identicon&r=PG&f=1', 'display_name': 'bodokaiser', 'link': 'https://stackoverflow.com/users/1246987/bodokaiser'}",True,4929,9931145.0,3,1,1403786304,1333043602,9930732,CC BY-SA 3.0,https://stackoverflow.com/questions/9930732/html-ordered-sublists,HTML: ordered sublists,1338578703.0,,,,,,
734,"['css', 'syntax-highlighting', 'aptana', 'less', 'xtext']","{'account_id': 342568, 'reputation': 1119, 'user_id': 673791, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/dc7d5869b6d3110063cbadeada63f3c4?s=256&d=identicon&r=PG', 'display_name': 'samuel.molinski', 'link': 'https://stackoverflow.com/users/673791/samuel-molinski'}",True,4920,9821818.0,1,9,1403684498,1332005183,9752123,CC BY-SA 3.0,https://stackoverflow.com/questions/9752123/advanced-custom-syntax-coloring-for-aptana-studio-3-less,Advanced Custom Syntax Coloring for Aptana Studio 3 (.less),,,,,,,
735,"['css', 'webkit', 'mobile-safari']","{'account_id': 243088, 'reputation': 9852, 'user_id': 515042, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/31814c731903470fc4785340901aab2d?s=256&d=identicon&r=PG', 'display_name': 'Bj&#246;rn Kaiser', 'link': 'https://stackoverflow.com/users/515042/bj%c3%b6rn-kaiser'}",True,44582,9953599.0,2,15,1403521525,1332321849,9801687,CC BY-SA 3.0,https://stackoverflow.com/questions/9801687/using-webkit-overflow-scrolling-touch-hides-content-while-scrolling-dragging,Using &#39;-webkit-overflow-scrolling: touch&#39; hides content while scrolling/dragging,1363769553.0,,,,,,
736,"['html', 'css', 'web']","{'account_id': 1231886, 'reputation': 5778, 'user_id': 1196285, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/676212b65fb607e4d6f1fbc600c13c6f?s=256&d=identicon&r=PG', 'display_name': 'bnguyen82', 'link': 'https://stackoverflow.com/users/1196285/bnguyen82'}",True,1413,9532378.0,3,1,1403205757,1330680140,9530753,CC BY-SA 3.0,https://stackoverflow.com/questions/9530753/how-to-make-up-some-check-box-look-as-if-its-disabled,How to make up some check box look as if it&#39;s disabled,1330689902.0,,,,,,
737,"['php', 'jquery', 'css', 'image', 'image-uploading']","{'account_id': 1192405, 'reputation': 63, 'user_id': 1164884, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6799d04b3373012d755b9b62f6f399ec?s=256&d=identicon&r=PG', 'display_name': 'Philip Pountney', 'link': 'https://stackoverflow.com/users/1164884/philip-pountney'}",True,786,,2,3,1403166260,1331050288,9587504,CC BY-SA 3.0,https://stackoverflow.com/questions/9587504/online-t-shirt-printing-removing-white-from-image-upload,online t-shirt printing - removing white from image upload,,,,,,,
738,"['css', 'image', 'alignment', 'vertical-alignment']","{'account_id': 58654, 'reputation': 15558, 'user_id': 175562, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/07fb6f3d45f6e72d791d51509e9dec78?s=256&d=identicon&r=PG', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/175562/david'}",True,13278,9583762.0,4,2,1403163033,1331035164,9583289,CC BY-SA 3.0,https://stackoverflow.com/questions/9583289/vertical-align-middle-an-image-in-an-a-tag-in-a-div,Vertical Align Middle an image in an a tag in a div,,,,,,,
739,"['css', 'twitter-bootstrap']","{'account_id': 311361, 'reputation': 62840, 'user_id': 624900, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/dd56da509c21eebb967777a9dbcce437?s=256&d=identicon&r=PG', 'display_name': 'jterrace', 'link': 'https://stackoverflow.com/users/624900/jterrace'}",True,100096,9578999.0,9,40,1402500398,1330816816,9550738,CC BY-SA 3.0,https://stackoverflow.com/questions/9550738/bootstrap-navbar-search-icon,Bootstrap navbar search icon,1330817216.0,,,,,,
740,"['html', 'css']","{'account_id': 1259987, 'reputation': 6146, 'user_id': 1218548, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b24d03ac2b33c4f5ac6f2c2f5b7928a9?s=256&d=identicon&r=PG', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/1218548/alex'}",True,4304,9664358.0,4,3,1402317434,1331543784,9664321,CC BY-SA 3.0,https://stackoverflow.com/questions/9664321/strange-margin-on-displayinline-block-elements,Strange margin on `display:inline-block`-elements,,,,,,,
741,"['css', 'parsing', 'scala']","{'account_id': 1057230, 'reputation': 154, 'user_id': 1059661, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a2d23d44e9e5ba79cdcc5d45f4bffcd3?s=256&d=identicon&r=PG', 'display_name': 'Raghavendra Pandey', 'link': 'https://stackoverflow.com/users/1059661/raghavendra-pandey'}",False,850,,3,2,1402159183,1332937042,9907319,,https://stackoverflow.com/questions/9907319/looking-for-css-parser-in-scala,Looking for CSS parser in Scala,,,1422027923.0,Not suitable for this site,,,
742,"['html', 'css']","{'account_id': 482857, 'reputation': 1207, 'user_id': 897531, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/598723a69e1a46418ffc0ad1e4078ecc?s=256&d=identicon&r=PG', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/897531/tom'}",True,67203,9704986.0,5,11,1401390027,1331738491,9704802,CC BY-SA 3.0,https://stackoverflow.com/questions/9704802/css-after-element-to-insert-mailto-link,CSS After Element to insert mailto link?,1401390027.0,,,,,,
743,"['html', 'css', 'mobile', 'resize']","{'account_id': 1261555, 'reputation': 1108, 'user_id': 1219705, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/267153c5e66332169f38d0fba0ada280?s=256&d=identicon&r=PG', 'display_name': 'JcG', 'link': 'https://stackoverflow.com/users/1219705/jcg'}",True,1687,9586813.0,2,4,1400851587,1331034604,9583142,CC BY-SA 3.0,https://stackoverflow.com/questions/9583142/prevent-mobile-browser-zooming-of-one-html-element,Prevent Mobile Browser Zooming of One HTML Element,,,,,,,
744,"['html', 'mobile', 'css', 'web']","{'account_id': 1038778, 'reputation': 5544, 'user_id': 1045299, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/995bdd5662e9216fec24fd870190d513?s=256&d=identicon&r=PG', 'display_name': 'Klaasvaak', 'link': 'https://stackoverflow.com/users/1045299/klaasvaak'}",True,756,9633354.0,2,0,1400841227,1331216174,9619012,CC BY-SA 3.0,https://stackoverflow.com/questions/9619012/mobile-website-using-correct-css-file,"Mobile website, using correct css file",,,,,,,
745,"['html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'user1063295'}",True,232,9631627.0,1,0,1400612892,1331280604,9630783,CC BY-SA 3.0,https://stackoverflow.com/questions/9630783/how-to-keep-custom-cursors-even-when-hovering-on-links,How to keep custom cursors even when hovering on links?,1400612892.0,,,,,,
746,"['jquery', 'html', 'css', 'jquery-ui', 'accordion']","{'account_id': 433405, 'reputation': 1611, 'user_id': 818706, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/1836c89db8fcd19f9e4986347f94b246?s=256&d=identicon&r=PG', 'display_name': 'HardCode', 'link': 'https://stackoverflow.com/users/818706/hardcode'}",False,382,,0,1,1400481338,1333003046,9920249,CC BY-SA 3.0,https://stackoverflow.com/questions/9920249/how-to-make-accordian-elements-sortable-and-draggable,How to make Accordian Elements Sortable and Draggable,,,,,,,
747,"['css', 'modal-dialog', 'twitter-bootstrap']","{'account_id': 134994, 'reputation': 9693, 'user_id': 337504, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/f365e5b3587387ed67c9c747288874e2?s=256&d=identicon&r=PG', 'display_name': 'Mustafa', 'link': 'https://stackoverflow.com/users/337504/mustafa'}",True,3788,9874593.0,3,7,1400462505,1332449895,9830408,CC BY-SA 3.0,https://stackoverflow.com/questions/9830408/modals-are-immediately-closed-with-bootstrap-css,Modals are immediately closed with Bootstrap CSS,1332451786.0,,,,,,
748,"['html', 'css']","{'account_id': 38010, 'reputation': 1756, 'user_id': 108893, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/71a3111974b4c7f582876b5c3eca5af8?s=256&d=identicon&r=PG', 'display_name': 'Jason', 'link': 'https://stackoverflow.com/users/108893/jason'}",True,144,9778660.0,2,0,1399968901,1332193140,9778372,CC BY-SA 3.0,https://stackoverflow.com/questions/9778372/apply-style-to-list-items-that-contain-nested-list,Apply Style to List Items that Contain Nested List,,,,,,,
749,"['css', 'zend-framework', 'base-url']","{'account_id': 986423, 'reputation': 95, 'user_id': 1004801, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/a1b724eb9e66c8837dcc8cf2c19a0053?s=256&d=identicon&r=PG', 'display_name': 'Believer', 'link': 'https://stackoverflow.com/users/1004801/believer'}",True,2486,9786491.0,3,1,1399908020,1332244690,9786304,CC BY-SA 3.0,https://stackoverflow.com/questions/9786304/zend-framework-trouble-with-paths,"Zend Framework , Trouble with paths",1399908020.0,,,,,,
750,"['javascript', 'css', 'skin', 'yui3']","{'account_id': 1096841, 'reputation': 1880, 'user_id': 1090267, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/55d0e8e2f38c98a97b2f8ca9d5298ad3?s=256&d=identicon&r=PG', 'display_name': 'Sebastian Stiehl', 'link': 'https://stackoverflow.com/users/1090267/sebastian-stiehl'}",True,212,9977066.0,1,2,1399639043,1333121907,9946156,CC BY-SA 3.0,https://stackoverflow.com/questions/9946156/can-i-disable-skin-loading-for-yui3-modules,Can i disable skin loading for YUI3 modules?,,,,,,,
751,"['html', 'css']","{'account_id': 1310918, 'reputation': 33, 'user_id': 1258936, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c91fc1f88d3ca6ff05dcc3063f52abb?s=256&d=identicon&r=PG', 'display_name': 'KnightMax', 'link': 'https://stackoverflow.com/users/1258936/knightmax'}",True,4541,,5,0,1399314719,1331284904,9631599,CC BY-SA 3.0,https://stackoverflow.com/questions/9631599/how-to-use-divcss-make-three-columns-in-html,How to use div+css make three columns in html,,,,,,,
752,"['css', 'google-chrome']","{'user_type': 'does_not_exist', 'display_name': 'user625860'}",True,4839,9686277.0,3,0,1399240373,1331647154,9685483,CC BY-SA 3.0,https://stackoverflow.com/questions/9685483/google-chrome-diagonal-css-line-through,Google Chrome: Diagonal CSS line-through,,,,,,,
753,"['css', 'overflow', 'mobile-safari']","{'account_id': 232766, 'reputation': 251, 'user_id': 497831, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/d8b1d704ff64c7aa4a363b4ece677d56?s=256&d=identicon&r=PG', 'display_name': 'Ian', 'link': 'https://stackoverflow.com/users/497831/ian'}",True,384,9676783.0,2,0,1399208216,1331597208,9676599,CC BY-SA 3.0,https://stackoverflow.com/questions/9676599/overflow-x-ipod-touch,Overflow-x iPod touch,1399208216.0,,,,,,
754,"['javascript', 'html', 'css']","{'account_id': 1115848, 'reputation': 495, 'user_id': 1205631, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/71085d22a6ac341775604d3c3155d134?s=256&d=identicon&r=PG', 'display_name': 'Isaiah Bugarin', 'link': 'https://stackoverflow.com/users/1205631/isaiah-bugarin'}",True,87,9884302.0,3,1,1397791929,1332828659,9884196,CC BY-SA 3.0,https://stackoverflow.com/questions/9884196/calculate-how-wide-text-is,Calculate how wide text is?,1359484983.0,,,,,,
755,"['html', 'css', 'word-wrap']","{'account_id': 1355896, 'reputation': 3, 'user_id': 1294292, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c281b002a198e8061494192b7143306c?s=256&d=identicon&r=PG', 'display_name': 'emreka', 'link': 'https://stackoverflow.com/users/1294292/emreka'}",True,471,9884975.0,2,0,1397791422,1332807463,9881703,CC BY-SA 3.0,https://stackoverflow.com/questions/9881703/wrapping-text-in-html-such-that-the-next-line-becomes-longer,Wrapping text in HTML such that the next line becomes longer,1338037667.0,,,,,,
756,"['css', 'xhtml', 'linker']","{'account_id': 1352223, 'reputation': 50, 'user_id': 1291532, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/6fc58ba1bddaa5c2c694164a78e254f2?s=256&d=identicon&r=PG', 'display_name': 'Ryan_K', 'link': 'https://stackoverflow.com/users/1291532/ryan-k'}",True,4006,9862082.0,3,0,1397769401,1332694509,9862068,CC BY-SA 3.0,https://stackoverflow.com/questions/9862068/css-not-linking-to-xhtml,CSS not linking to xHTML,1332694736.0,,,,,,
757,"['css', 'less']","{'account_id': 1254815, 'reputation': 1348, 'user_id': 1214508, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/1757c060bb1798106d18a04165ef1431?s=256&d=identicon&r=PG', 'display_name': 'jebbie', 'link': 'https://stackoverflow.com/users/1214508/jebbie'}",True,1308,9984243.0,2,9,1397618937,1332511181,9840474,CC BY-SA 3.0,https://stackoverflow.com/questions/9840474/less-compiler-doubles-everything,less compiler doubles everything,1332728155.0,,,,,,
758,"['html', 'css', 'background', 'background-image']","{'account_id': 1234896, 'reputation': 572, 'user_id': 1198682, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/9b9a6340d77097fd0a750e76b92a4467?s=256&d=identicon&r=PG', 'display_name': 'Silas', 'link': 'https://stackoverflow.com/users/1198682/silas'}",True,22292,9653512.0,2,4,1397587509,1331453969,9653475,CC BY-SA 3.0,https://stackoverflow.com/questions/9653475/have-background-image-stretch-to-fit-the-background-of-my-page,Have background-image &quot;stretch to fit&quot; the background of my page,1397587509.0,,,,,,
759,"['php', 'css', 'gzip', 'minify', 'zlib']","{'account_id': 999648, 'reputation': 4942, 'user_id': 1014813, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/48789e0cb4f30fdf08b8300482e29d6e?s=256&d=identicon&r=PG', 'display_name': 'lepix', 'link': 'https://stackoverflow.com/users/1014813/lepix'}",True,10784,10012013.0,2,3,1397508362,1331133743,9604177,CC BY-SA 3.0,https://stackoverflow.com/questions/9604177/error-330-neterr-content-decoding-failed-with-minify-on-first-load,Error 330 net::ERR_CONTENT_DECODING_FAILED with Minify on first load,1495539816.0,1397508832.0,,,,,
760,"['css', 'layout', 'css-float', 'block', 'mosaic']","{'account_id': 106010, 'reputation': 29221, 'user_id': 282601, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/9e263681488308e5e5d5e548b2f9bc99?s=256&d=identicon&r=PG', 'display_name': 'cweiske', 'link': 'https://stackoverflow.com/users/282601/cweiske'}",True,15556,9608964.0,4,10,1397466590,1331153792,9608919,CC BY-SA 3.0,https://stackoverflow.com/questions/9608919/css-float-blocks-to-occupy-all-free-space,css: float blocks to occupy all free space,1397466590.0,,,,,,
761,"['html', 'css']","{'account_id': 249485, 'reputation': 1923, 'user_id': 1244239, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/1a58c3a9c99b499d7d5630aabc78cc61?s=256&d=identicon&r=PG', 'display_name': 'Jeff Davidson', 'link': 'https://stackoverflow.com/users/1244239/jeff-davidson'}",True,100,9812070.0,2,0,1397258144,1332359104,9811744,,https://stackoverflow.com/questions/9811744/adjusting-padding-to-fit,Adjusting padding to fit,,,1374538453.0,Not suitable for this site,,,
762,"['javascript', 'css', 'html', 'modernizr', 'html5shiv']","{'account_id': 165932, 'reputation': 46306, 'user_id': 389745, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/550d0153dbeee2fcaede98f906e55d02?s=256&d=identicon&r=PG', 'display_name': 'bevacqua', 'link': 'https://stackoverflow.com/users/389745/bevacqua'}",True,22179,9643382.0,2,39,1397240589,1331345184,9643317,CC BY-SA 3.0,https://stackoverflow.com/questions/9643317/understanding-modernizr-benefits-over-html5shiv,Understanding Modernizr benefits over html5shiv,1331345603.0,,,,,,
763,['css'],"{'account_id': 1105882, 'reputation': 6768, 'user_id': 1097285, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/b25228706e887ea3896e18fa6e5091e9?s=256&d=identicon&r=PG', 'display_name': 'Priyank Patel', 'link': 'https://stackoverflow.com/users/1097285/priyank-patel'}",True,179,9601101.0,1,0,1397213536,1331121319,9601052,CC BY-SA 3.0,https://stackoverflow.com/questions/9601052/css-stylesheet-not-reflecting-changes,CSS Stylesheet Not Reflecting changes,1397213536.0,,,,,,
764,"['javascript', 'html', 'css', 'internet-explorer', 'firefox']","{'account_id': 141105, 'reputation': 6592, 'user_id': 347884, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/bS0KM.jpg?s=256&g=1', 'display_name': 'Brandon Durham', 'link': 'https://stackoverflow.com/users/347884/brandon-durham'}",True,4678,9929904.0,2,0,1397202470,1333036341,9928975,CC BY-SA 3.0,https://stackoverflow.com/questions/9928975/iframe-stealing-mouse-events,Iframe stealing mouse events,,,,,,,
765,"['php', 'javascript', 'css', 'image']","{'account_id': 1363117, 'reputation': 13, 'user_id': 1300103, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/f509b247b27e5c9fc9e221ea5a6f2eab?s=256&d=identicon&r=PG', 'display_name': 'user1300103', 'link': 'https://stackoverflow.com/users/1300103/user1300103'}",True,420,,1,0,1396995950,1333090351,9938264,CC BY-SA 3.0,https://stackoverflow.com/questions/9938264/how-to-put-the-flag-status-in-the-image-tag,How to put the flag status in the image tag,1396995950.0,,,,,,
766,"['javascript', 'html', 'css', 'jquery-mobile']","{'account_id': 1301908, 'reputation': 3211, 'user_id': 1251632, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/551c35fce96350ed2cf9d3471a870fd8?s=256&d=identicon&r=PG', 'display_name': 'Steaphann', 'link': 'https://stackoverflow.com/users/1251632/steaphann'}",True,6612,9938713.0,2,0,1396995883,1333092027,9938591,CC BY-SA 3.0,https://stackoverflow.com/questions/9938591/check-which-radio-button-is-checked,Check which radio button is checked,1396995883.0,,,,,,
767,"['javascript', 'jquery', 'css']","{'account_id': 1366130, 'reputation': 13, 'user_id': 1302513, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8e4fa5923d9a0617c1c33f15bfb5bf14?s=256&d=identicon&r=PG', 'display_name': 'user1302513', 'link': 'https://stackoverflow.com/users/1302513/user1302513'}",True,334,,2,-3,1396995845,1333094217,9939054,CC BY-SA 3.0,https://stackoverflow.com/questions/9939054/jquery-apply-css-on-li-using-css-not-working,JQuery: apply css on li using .css() not working,1396995845.0,,,,,,
768,"['html', 'css', 'internet-explorer']","{'account_id': 164157, 'reputation': 4292, 'user_id': 386739, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/AcZnE.jpg?s=256&g=1', 'display_name': 'Ryan', 'link': 'https://stackoverflow.com/users/386739/ryan'}",False,1023,,2,1,1396528687,1330618797,9519884,CC BY-SA 3.0,https://stackoverflow.com/questions/9519884/ie-dropdowns-cut-off-non-fixed-widths,IE dropdowns cut off NON-fixed widths,1495542636.0,,,,,,
769,"['css', 'markdown', 'pandoc']","{'account_id': 24612, 'reputation': 58782, 'user_id': 62699, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/dc3ab16e835bc43631591ae68dfad659?s=256&d=identicon&r=PG', 'display_name': 'Rook', 'link': 'https://stackoverflow.com/users/62699/rook'}",True,1435,,2,5,1396509678,1331418196,9650702,CC BY-SA 3.0,https://stackoverflow.com/questions/9650702/where-is-significant-white-space-in-pandoc-markdown-usually-regulated,Where is significant white space in pandoc/markdown usually regulated?,,,,,,,
770,"['php', 'html', 'css', 'arrays']","{'user_type': 'does_not_exist', 'display_name': 'user1183013'}",True,49,9815525.0,2,0,1396282658,1332382165,9815509,CC BY-SA 3.0,https://stackoverflow.com/questions/9815509/breaking-long-echoed-array-content-at-interval,breaking long echoed array content at interval,1396282658.0,,,,,,
771,"['css', 'firebug', 'font-face', 'google-chrome-devtools']","{'account_id': 272315, 'reputation': 8073, 'user_id': 563329, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/91bc2613b6a42cff816cd000b3a05fbd?s=256&d=identicon&r=PG', 'display_name': 'isomorphismes', 'link': 'https://stackoverflow.com/users/563329/isomorphismes'}",True,993,,4,0,1395962910,1332023327,9754330,CC BY-SA 3.0,https://stackoverflow.com/questions/9754330/steps-to-troubleshoot-css-problems,Steps to troubleshoot CSS problems,1332372804.0,,,,,,
772,"['jquery', 'html', 'css', 'image', 'image-resizing']","{'account_id': 1024979, 'reputation': 33, 'user_id': 1034497, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0c36a79cb510e587199d781fa7272a18?s=256&d=identicon&r=PG', 'display_name': 'Andy', 'link': 'https://stackoverflow.com/users/1034497/andy'}",True,8153,9884568.0,3,3,1395648795,1332829541,9884359,CC BY-SA 3.0,https://stackoverflow.com/questions/9884359/can-you-proportionally-resize-an-image-with-css-or-js-jq-if-width-height-are,Can you proportionally resize an image with CSS (or JS/JQ) if width &amp; height are already set in HTML,,,,,,,
773,['css'],"{'account_id': 173877, 'reputation': 1521, 'user_id': 402866, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7c495a2ca4e89d759873a273692c7543?s=256&d=identicon&r=PG', 'display_name': 'Scholle', 'link': 'https://stackoverflow.com/users/402866/scholle'}",True,926,9930884.0,2,0,1395146104,1333033411,9928088,CC BY-SA 3.0,https://stackoverflow.com/questions/9928088/bundler-minifier-for-css-whats-browserify-stitch-etc-for-javascript,"Bundler/Minifier for CSS (What&#39;s Browserify, Stitch, etc. for JavaScript)?",1340956248.0,,,,,,
774,"['asp.net', 'css']","{'account_id': 1105882, 'reputation': 6768, 'user_id': 1097285, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/b25228706e887ea3896e18fa6e5091e9?s=256&d=identicon&r=PG', 'display_name': 'Priyank Patel', 'link': 'https://stackoverflow.com/users/1097285/priyank-patel'}",True,4730,9629442.0,3,3,1394982346,1331271349,9629425,CC BY-SA 3.0,https://stackoverflow.com/questions/9629425/css-style-not-working-with-id,CSS Style Not Working With ID,,,,,,,
775,"['html', 'css', 'hover', 'visibility', 'opacity']","{'account_id': 1322046, 'reputation': 6196, 'user_id': 1267667, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/6458cbfe5b7fcf2ee836aec4fb912bb3?s=256&d=identicon&r=PG', 'display_name': 'Alex Reynolds', 'link': 'https://stackoverflow.com/users/1267667/alex-reynolds'}",True,4953,9694273.0,2,0,1394805150,1331679112,9693430,CC BY-SA 3.0,https://stackoverflow.com/questions/9693430/how-to-add-image-and-change-visibility-on-hover-css,How to add image and change visibility on hover CSS,,,,,,,
776,"['jquery', 'css', 'jquery-ui']","{'account_id': 1067436, 'reputation': 771, 'user_id': 1067586, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/bbc733b9a91b74b79e33fb666fc36b3f?s=256&d=identicon&r=PG', 'display_name': 'Paramasivan', 'link': 'https://stackoverflow.com/users/1067586/paramasivan'}",True,513,,1,1,1394759251,1331830776,9724537,CC BY-SA 3.0,https://stackoverflow.com/questions/9724537/sub-menu-alignment-with-superfish-jquery-menu,Sub menu alignment with Superfish jQuery menu,1355439928.0,,,,,,
777,"['jquery', 'css', 'navigation', 'responsive-design']","{'account_id': 660743, 'reputation': 1237, 'user_id': 483238, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/b2ea87e6ee85d9f1f48342a8c699a7d9?s=256&d=identicon&r=PG', 'display_name': 'Andrew', 'link': 'https://stackoverflow.com/users/483238/andrew'}",True,660,9569395.0,5,0,1394697751,1330961460,9569279,CC BY-SA 3.0,https://stackoverflow.com/questions/9569279/responsive-navigation,Responsive Navigation,,,,,,,
778,"['css', 'internet-explorer-8', 'yui3']","{'account_id': 1343917, 'reputation': 1, 'user_id': 1285022, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bee903727542ea2c78240230eccdad49?s=256&d=identicon&r=PG', 'display_name': 'Nilima Gautam Sonwal', 'link': 'https://stackoverflow.com/users/1285022/nilima-gautam-sonwal'}",False,995,,2,0,1394614326,1332391718,9816593,CC BY-SA 3.0,https://stackoverflow.com/questions/9816593/pie-htc-not-working-with-yui3-in-ie8,PIE.htc not working with YUI3 in IE8,,,,,,,
779,"['c#', 'css', 'asp.net-mvc', 'asp.net-mvc-3', 'asp.net-mvc-2']","{'account_id': 557276, 'reputation': 281, 'user_id': 919655, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/f475810e126cff605eda47c7bd63205f?s=256&d=identicon&r=PG', 'display_name': 'Sesama Sesame', 'link': 'https://stackoverflow.com/users/919655/sesama-sesame'}",True,2722,9751009.0,3,1,1394538309,1331995863,9750922,CC BY-SA 3.0,https://stackoverflow.com/questions/9750922/where-is-the-single-line,Where is the single-line?,1331996309.0,,,,,,
780,"['html', 'css', 'jquery-mobile']","{'account_id': 935357, 'reputation': 3811, 'user_id': 964373, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/e5e5cb2297e1386ae689c71bdd4e1153?s=256&d=identicon&r=PG', 'display_name': 'JoshDG', 'link': 'https://stackoverflow.com/users/964373/joshdg'}",True,2816,9690737.0,3,3,1394380467,1331665870,9690477,CC BY-SA 3.0,https://stackoverflow.com/questions/9690477/jquery-mobile-iphone-like-image-gallery,jQuery Mobile iPhone-like Image Gallery,,,,,,,
