,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,migrated_from,closed_date,closed_reason,locked_date,community_owned_date
692,"['css', 'html', 'internet-explorer-7']","{'account_id': 1022476, 'reputation': 5945, 'user_id': 1032472, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/qI6T6.jpg?s=256&g=1', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/1032472/chris'}",True,24044,,8697074.0,8,10,1390425031,1325472946,1325481172.0,8697059,CC BY-SA 3.0,https://stackoverflow.com/questions/8697059/how-to-use-html5-in-ie-7,How to use HTML5 in IE 7?,,,,,
693,"['animation', 'css']","{'account_id': 1097005, 'reputation': 5918, 'user_id': 1090389, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/62338b89232e6ad597702f289b43e343?s=256&d=identicon&r=PG', 'display_name': 'henryaaron', 'link': 'https://stackoverflow.com/users/1090389/henryaaron'}",True,130,,8994192.0,3,2,1390391011,1327439121,,8994142,CC BY-SA 3.0,https://stackoverflow.com/questions/8994142/css3-animations-support,CSS3 Animations support?,,,,,
694,"['css', 'layout', 'html']","{'account_id': 131200, 'reputation': 73920, 'user_id': 886931, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/03f162f30325faeb90993482e309bcf7?s=256&d=identicon&r=PG', 'display_name': 'Dagg Nabbit', 'link': 'https://stackoverflow.com/users/886931/dagg-nabbit'}",True,3715,,8857490.0,3,1,1390287041,1325823400,1325840261.0,8753303,CC BY-SA 3.0,https://stackoverflow.com/questions/8753303/3-column-css-liquid-layout-with-left-and-right-edges-flush-with-edges-of-parent,"3 column CSS liquid layout, with left and right edges flush with edges of parent element?",,,,,
695,['css'],"{'account_id': 377577, 'reputation': 2066, 'user_id': 729789, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/333cac176cf4ade8e9dc65c4578042a6?s=256&d=identicon&r=PG', 'display_name': 'Jai', 'link': 'https://stackoverflow.com/users/729789/jai'}",True,810,,9055832.0,5,0,1390239654,1327856881,1327857528.0,9054980,CC BY-SA 3.0,https://stackoverflow.com/questions/9054980/how-to-use-a-hover-css-pseudo-to-apply-only-to-the-top-level-element,How to use a hover css pseudo to apply only to the top level element?,,,,,
696,"['css', 'media-queries', 'jquery-masonry']","{'account_id': 346633, 'reputation': 149, 'user_id': 1185718, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/ec62bdad1acc244a649a4cc2d4704dce?s=256&d=identicon&r=PG', 'display_name': 'Andy Nightingale', 'link': 'https://stackoverflow.com/users/1185718/andy-nightingale'}",False,4180,,,1,1,1389905940,1326207564,,8805326,CC BY-SA 3.0,https://stackoverflow.com/questions/8805326/making-jquery-masonry-responsive-for-iphone-ipad,making jQuery Masonry responsive for iPhone/iPad,,,,,
697,"['css', 'internet-explorer']","{'account_id': 254490, 'reputation': 18533, 'user_id': 533941, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/a8a2d7acbe1f07a03c4109cfe59df646?s=256&d=identicon&r=PG', 'display_name': 'Toni Michel Caubet', 'link': 'https://stackoverflow.com/users/533941/toni-michel-caubet'}",True,1741,,8852019.0,3,1,1389751787,1326464423,1389751787.0,8851951,CC BY-SA 3.0,https://stackoverflow.com/questions/8851951/inline-hack-css-lower-to-ie9-or-all-non-css3-capable-browsers,inline hack css lower to IE9 ? (or all non CSS3 capable browsers),,,,,
698,['css'],"{'account_id': 141695, 'reputation': 3776, 'user_id': 348922, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/a5cee6ced3d9654c0689e65b264e5604?s=256&d=identicon&r=PG', 'display_name': 'Mr Jonny Wood', 'link': 'https://stackoverflow.com/users/348922/mr-jonny-wood'}",True,543,,9020872.0,1,0,1389751742,1327592740,1389751742.0,9020789,CC BY-SA 3.0,https://stackoverflow.com/questions/9020789/css-hacks-and-rewriting-them,css hacks and rewriting them,,,,,
699,"['css', 'internet-explorer-7', 'internet-explorer-6']","{'account_id': 278103, 'reputation': 3362, 'user_id': 572504, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/336791156a9d0c7c4e771ed4b911cbf5?s=256&d=identicon&r=PG', 'display_name': 'artwl', 'link': 'https://stackoverflow.com/users/572504/artwl'}",True,3629,,8830593.0,4,4,1389681333,1326344184,1389681333.0,8830318,CC BY-SA 3.0,https://stackoverflow.com/questions/8830318/css-height-100-for-textarea-isnt-working-in-ie6-ie7,CSS height=100% for Textarea isn&#39;t working in IE6/IE7?,,,,,
700,"['css', 'hyperlink', 'css-selectors']","{'account_id': 376742, 'reputation': 1417, 'user_id': 728410, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/cdfb9ac7f257b6173ae04c071f3c54fd?s=256&d=identicon&r=PG', 'display_name': 'iHaveacomputer', 'link': 'https://stackoverflow.com/users/728410/ihaveacomputer'}",True,1593,,8998604.0,3,6,1389639509,1327471700,1389639509.0,8998574,CC BY-SA 3.0,https://stackoverflow.com/questions/8998574/css-style-for-links-pointing-to-the-current-page,CSS style for links pointing to the current page?,,,,,
701,"['css', 'internet-explorer', 'google-chrome', 'conditional']","{'account_id': 90270, 'reputation': 11493, 'user_id': 248547, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/8b7750b819afde57faa177c2b8dfd8cd?s=256&d=identicon&r=PG', 'display_name': 'aslum', 'link': 'https://stackoverflow.com/users/248547/aslum'}",True,108,,8976849.0,2,0,1389637347,1327343979,1389637347.0,8976826,CC BY-SA 3.0,https://stackoverflow.com/questions/8976826/chrome-thinks-its-ie-and-is-evaluating-conditionals,Chrome thinks it&#39;s IE and is evaluating conditionals,,,,,
702,"['html', 'css', 'tumblr']","{'account_id': 283953, 'reputation': 458, 'user_id': 581766, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/a6a271eb1bdecb0c78a541aea61b4068?s=256&d=identicon&r=PG', 'display_name': 'Fred Stevens-Smith', 'link': 'https://stackoverflow.com/users/581766/fred-stevens-smith'}",True,38383,,8850061.0,2,9,1389539677,1326380159,,8837090,CC BY-SA 3.0,https://stackoverflow.com/questions/8837090/how-do-i-get-large-images-in-my-tumblr-custom-theme,How do I get large images in my tumblr custom theme?,,,,,
703,"['javascript', 'css']","{'account_id': 1143627, 'reputation': 431, 'user_id': 1126894, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/c9f577df4cb4081266cab46001c3f34b?s=256&d=identicon&r=PG', 'display_name': 'Dean', 'link': 'https://stackoverflow.com/users/1126894/dean'}",True,4978,,,2,4,1389285078,1325988893,1389284702.0,8774869,CC BY-SA 3.0,https://stackoverflow.com/questions/8774869/access-the-css3-translate-transform-offsets-using-javascript,Access the CSS3 translate transform offsets using JavaScript,,,,,
704,"['html', 'css', 'user-interface', 'ubuntu']","{'account_id': 443137, 'reputation': 7674, 'user_id': 834176, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/jsN88.png?s=256&g=1', 'display_name': 'Keith Pinson', 'link': 'https://stackoverflow.com/users/834176/keith-pinson'}",True,4679,,8734085.0,3,3,1389077013,1325703020,1325710627.0,8732244,CC BY-SA 3.0,https://stackoverflow.com/questions/8732244/develop-native-application-on-ubuntu-with-html-css-gui,Develop Native Application on Ubuntu with HTML/CSS GUI?,,,,,
705,"['css', 'openlayers', 'dojo', 'styling']","{'account_id': 1164131, 'reputation': 183, 'user_id': 1156511, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://i.stack.imgur.com/a2E9Y.png?s=256&g=1', 'display_name': 'geo_james', 'link': 'https://stackoverflow.com/users/1156511/geo-james'}",True,3760,,,3,3,1388999610,1327575067,,9017043,CC BY-SA 3.0,https://stackoverflow.com/questions/9017043/dojo-data-dojo-props-style-overwritten,Dojo data-dojo-props style overwritten,,,,,
706,"['javascript', 'asp.net', 'css', 'yui']","{'account_id': 85219, 'reputation': 6264, 'user_id': 237743, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/yiKrN.jpg?s=256&g=1', 'display_name': 'Anil Namde', 'link': 'https://stackoverflow.com/users/237743/anil-namde'}",False,69,,,1,0,1388652272,1326871649,1388652272.0,8906603,CC BY-SA 3.0,https://stackoverflow.com/questions/8906603/when-accessing-site-from-external-network-using-ie-js-cssyui-based-ui-is-not-w,When accessing site from external network using IE JS/CSS(YUI) based UI is not working correctly,,,,,
707,"['html', 'css', 'internet-explorer-7']","{'account_id': 1195338, 'reputation': 3459, 'user_id': 1167194, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/R2A6Z.png?s=256&g=1', 'display_name': 'ColBeseder', 'link': 'https://stackoverflow.com/users/1167194/colbeseder'}",True,110,,8988970.0,1,0,1388569168,1327415952,1388569168.0,8988676,CC BY-SA 3.0,https://stackoverflow.com/questions/8988676/white-bar-appears-in-ie7,White bar appears in ie7,,,,,
708,"['html', 'css', 'facebook', 'twitter', 'google-plus']","{'account_id': 57625, 'reputation': 63667, 'user_id': 172637, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/d56821c584a0b14dc65556faa02ab39f?s=256&d=identicon&r=PG', 'display_name': 'eozzy', 'link': 'https://stackoverflow.com/users/172637/eozzy'}",True,418,,8967340.0,2,0,1388100369,1327294175,1388100369.0,8967307,CC BY-SA 3.0,https://stackoverflow.com/questions/8967307/custom-twitter-g-facebook-buttons,"Custom Twitter, G+, Facebook buttons",,,,,
709,"['css', 'ipad', 'ios5', 'webkit', 'scrollbar']","{'user_type': 'does_not_exist', 'display_name': 'user920041'}",False,3971,,,1,2,1388078056,1326362757,,8833220,CC BY-SA 3.0,https://stackoverflow.com/questions/8833220/custom-scrollbars-on-ios-5-webkit-not-working,Custom scrollbars on iOS 5 webkit not working,,,,,
710,['css'],"{'account_id': 1094851, 'reputation': 439, 'user_id': 1088670, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/436c1cb74e14c2369e979b5363649fbe?s=256&d=identicon&r=PG', 'display_name': '3x5', 'link': 'https://stackoverflow.com/users/1088670/3x5'}",True,44941,,,2,29,1387832217,1327682751,,9036927,CC BY-SA 3.0,https://stackoverflow.com/questions/9036927/i-need-to-scale-an-entire-website-down-to-80,I need to scale an entire website down to 80%,,,,,
711,"['css', 'xaml', 'windows-phone-7']","{'account_id': 772696, 'reputation': 71, 'user_id': 809712, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/55f101b84349bc52168d3fcc30d33146?s=256&d=identicon&r=PG', 'display_name': 'sitaramaraju', 'link': 'https://stackoverflow.com/users/809712/sitaramaraju'}",True,1174,,8738459.0,2,1,1387647590,1325742951,1387647590.0,8738267,CC BY-SA 3.0,https://stackoverflow.com/questions/8738267/are-css-javascript-and-jquery-supported-in-windows-phone-7-7-5-app-developmen,"Are CSS, JavaScript and jQuery supported in Windows Phone 7 &amp; 7.5 app development?",,,,,
712,"['html', 'css', 'fonts', 'webkit', 'titanium']","{'account_id': 365307, 'reputation': 2581, 'user_id': 710150, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/900dc4116b3c8b31a9da399780aa1691?s=256&d=identicon&r=PG', 'display_name': 'Tigra', 'link': 'https://stackoverflow.com/users/710150/tigra'}",False,389,,,7,3,1387575415,1327243465,,8961880,CC BY-SA 3.0,https://stackoverflow.com/questions/8961880/webkit-inside-titanium-desktop-shrinked-fonts,Webkit (inside titanium desktop) shrinked fonts,,,,,
713,"['css', 'exception', 'zk']","{'account_id': 1155498, 'reputation': 751, 'user_id': 1136231, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/f41b06c440d71f84a0a47bf520502d45?s=256&d=identicon&r=PG', 'display_name': 'aulia', 'link': 'https://stackoverflow.com/users/1136231/aulia'}",True,2759,,,1,0,1387471894,1326863541,1387471894.0,8905493,CC BY-SA 3.0,https://stackoverflow.com/questions/8905493/zk-error-ui-component,ZK error UI component,,,,,
714,"['javascript', 'jquery', 'css']","{'account_id': 141876, 'reputation': 3475, 'user_id': 349223, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/c0206ce79422017e0645ef8fb361c633?s=256&d=identicon&r=PG', 'display_name': 'Xtian', 'link': 'https://stackoverflow.com/users/349223/xtian'}",True,2187,,8990047.0,5,1,1386886652,1327420979,,8989964,CC BY-SA 3.0,https://stackoverflow.com/questions/8989964/opacity-fade-on-an-image-with-css3-or-js,"Opacity Fade on an image, with CSS3 or JS?",,,,,
715,"['css', 'aspect-ratio']","{'account_id': 12806, 'reputation': 10123, 'user_id': 25412, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/168ba2e41eab42cbf86f871df1692851?s=256&d=identicon&r=PG', 'display_name': 'epeleg', 'link': 'https://stackoverflow.com/users/25412/epeleg'}",True,5105,,8805276.0,3,2,1386637328,1326206807,1355366681.0,8805135,,https://stackoverflow.com/questions/8805135/css-only-way-to-set-a-div-to-90-width-and-31-aspect-ratio,CSS-only way to set a div to 90% width and 3:1 aspect ratio,,1429458000.0,Duplicate,,
716,"['html', 'css']","{'account_id': 118410, 'reputation': 60210, 'user_id': 309412, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/e9739ec5574d9977b522d1c80fb8de84?s=256&d=identicon&r=PG', 'display_name': 'Lie Ryan', 'link': 'https://stackoverflow.com/users/309412/lie-ryan'}",True,2068,,9001088.0,3,4,1386571642,1327485924,,9000810,CC BY-SA 3.0,https://stackoverflow.com/questions/9000810/clearing-rows-of-floating-blocks-with-different-heights,Clearing rows of floating blocks with different heights,,,,,
717,"['css', 'html', 'imagebutton', 'centering']","{'account_id': 942949, 'reputation': 65, 'user_id': 970720, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/7271bf2be7cb1710ff8723bb6928c1b7?s=256&d=identicon&r=PG', 'display_name': 'Jan Molbech', 'link': 'https://stackoverflow.com/users/970720/jan-molbech'}",True,942,,9016776.0,1,0,1386536039,1327573689,1386536039.0,9016754,CC BY-SA 3.0,https://stackoverflow.com/questions/9016754/trying-to-center-asp-imagebuttons-inside-div,Trying to center asp imagebuttons inside div,,,,,
718,"['css', 'sass', 'stylus']","{'account_id': 32371, 'reputation': 149046, 'user_id': 89771, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/be9e4cbcfa96b7e4ad4bc28c88cfdb2b?s=256&d=identicon&r=PG', 'display_name': 'Alix Axel', 'link': 'https://stackoverflow.com/users/89771/alix-axel'}",True,2838,,11934034.0,4,1,1386028719,1327286676,1341867431.0,8966711,CC BY-SA 3.0,https://stackoverflow.com/questions/8966711/sass-stylus-define-a-list-dynamically,SASS/Stylus - Define a List Dynamically,,,,,
719,['css'],"{'account_id': 264940, 'reputation': 83, 'user_id': 551586, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/ce631b38ed2ebe2b9ab0688f2a7e0913?s=256&d=identicon&r=PG', 'display_name': 'Linards Berzins', 'link': 'https://stackoverflow.com/users/551586/linards-berzins'}",True,3731,,20286059.0,2,2,1385728739,1327274473,,8965630,,https://stackoverflow.com/questions/8965630/how-to-center-images-inside-the-div,how to center images inside the div,,1412322301.0,Duplicate,,
720,"['css', 'sass', 'compass-sass']","{'account_id': 1146859, 'reputation': 61, 'user_id': 1129404, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c83ee6d3743c5887407ac6747bee12bc?s=256&d=identicon&r=PG', 'display_name': 'user1129404', 'link': 'https://stackoverflow.com/users/1129404/user1129404'}",True,1977,,,2,6,1385629708,1325662309,1325668898.0,8723475,CC BY-SA 3.0,https://stackoverflow.com/questions/8723475/compass-add-compact-to-css-files,Compass add compact() to css files,,,,,
721,"['javascript', 'jquery', 'css']","{'account_id': 1161640, 'reputation': 343, 'user_id': 1141024, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/50cb1c1a21b7b8a65a6b2306d0d27061?s=256&d=identicon&r=PG', 'display_name': 'suri', 'link': 'https://stackoverflow.com/users/1141024/suri'}",True,8705,,8964679.0,4,8,1385628166,1327264054,,8964413,CC BY-SA 3.0,https://stackoverflow.com/questions/8964413/vertically-center-a-div-with-unknown-height,Vertically center a div with unknown height,,,,,
722,"['html', 'css', 'positioning', 'css-float', 'html-lists']","{'account_id': 889135, 'reputation': 806, 'user_id': 1076276, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/20d1eb631a46a8ebfc26abbc31fe8422?s=256&d=identicon&r=PG', 'display_name': 'unfulvio', 'link': 'https://stackoverflow.com/users/1076276/unfulvio'}",True,2642,,8917647.0,3,1,1385585034,1326810502,1326813314.0,8896306,CC BY-SA 3.0,https://stackoverflow.com/questions/8896306/float-unordered-lists-ul-next-to-one-another-and-stack-them-at-the-bottom-of,"Float unordered lists (UL) next to one another, and stack them at the bottom of each other, with no margins or spaces",,,,,
723,"['javascript', 'jquery', 'html', 'css']","{'account_id': 277152, 'reputation': 3917, 'user_id': 570958, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/31c60f6ea107180955d6e695b74a6a7f?s=256&d=identicon&r=PG', 'display_name': 'Roozbeh15', 'link': 'https://stackoverflow.com/users/570958/roozbeh15'}",True,4406,,8978169.0,4,8,1385482599,1327350602,1327350855.0,8978125,CC BY-SA 3.0,https://stackoverflow.com/questions/8978125/can-you-bind-resize-to-document-instead-of-window,Can you bind .resize() to $(document) instead of $(window)?,,,,,
724,"['javascript', 'css', 'dynamic', 'back-button', 'browser-cache']","{'account_id': 209917, 'reputation': 314, 'user_id': 461241, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/066099466c4b3886c8164346b6dc0bbb?s=256&d=identicon&r=PG', 'display_name': 'John Montgomery', 'link': 'https://stackoverflow.com/users/461241/john-montgomery'}",False,421,,,0,2,1385368779,1325710433,,8733856,CC BY-SA 3.0,https://stackoverflow.com/questions/8733856/maintaining-dynamic-changes-after-web-browsers-back-button-pressed,Maintaining dynamic changes after web browser&#39;s back button pressed,,,,,
725,"['css', 'positioning', 'css-position']","{'account_id': 1052211, 'reputation': 1402, 'user_id': 1055838, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/d7d3570f3d90506756fe1d310834236c?s=256&d=identicon&r=PG', 'display_name': 'jamcoupe', 'link': 'https://stackoverflow.com/users/1055838/jamcoupe'}",True,2560,,8789419.0,3,2,1385289923,1325988337,1327933830.0,8774832,CC BY-SA 3.0,https://stackoverflow.com/questions/8774832/css-absolute-positioning-nightmare-browser-differences,CSS absolute positioning nightmare—browser differences,,,,,
726,"['javascript', 'animation', 'css', 'jquery-animate']","{'account_id': 205831, 'reputation': 41839, 'user_id': 454780, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/d8238ae773f9d75e510abe305209189f?s=256&d=identicon&r=PG', 'display_name': 'trusktr', 'link': 'https://stackoverflow.com/users/454780/trusktr'}",True,3916,,8791877.0,2,6,1385200149,1326083715,,8783973,CC BY-SA 3.0,https://stackoverflow.com/questions/8783973/does-animating-the-value-of-a-css3-transform-with-javascript-rule-out-hardware-a,Does animating the value of a CSS3 transform with javascript rule out hardware acceleration?,,,,,
727,"['html', 'css']","{'account_id': 1110121, 'reputation': 357, 'user_id': 1100753, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/905b67aa7e84d32910ed7c911a69867e?s=256&d=identicon&r=PG', 'display_name': 'Rob', 'link': 'https://stackoverflow.com/users/1100753/rob'}",False,468,,,2,5,1385149381,1326842818,,8903138,CC BY-SA 3.0,https://stackoverflow.com/questions/8903138/unable-to-completely-shrink-wrap-and-center-an-element,Unable to completely shrink wrap and center an element,,,,,
728,"['php', 'html', 'css', 'email', 'newsletter']","{'account_id': 1159071, 'reputation': 211, 'user_id': 1138966, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/2920b117b578b324f8c9258150a772cd?s=256&d=identicon&r=PG', 'display_name': 'user1138966', 'link': 'https://stackoverflow.com/users/1138966/user1138966'}",True,6901,,8791029.0,2,6,1385128048,1326122188,,8790615,CC BY-SA 3.0,https://stackoverflow.com/questions/8790615/sending-html-newsletters-with-plain-text-fallback,Sending HTML newsletters with plain-text fallback,,,,,
729,"['html', 'css']","{'account_id': 1065850, 'reputation': 367, 'user_id': 1066444, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/82d6fb655a14c294823d71379ea39c64?s=256&d=identicon&r=PG', 'display_name': 'danielperaza', 'link': 'https://stackoverflow.com/users/1066444/danielperaza'}",False,1519,,,2,0,1385053847,1327521025,1327521545.0,9009280,CC BY-SA 3.0,https://stackoverflow.com/questions/9009280/auto-adjust-an-image-relative-to-windows-height-with-css,Auto-adjust an image relative to window&#39;s height with CSS,,,,,
730,"['html', 'css']","{'account_id': 386478, 'reputation': 4908, 'user_id': 744255, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/73f2fc5f571404358ba9d796ebc0433b?s=256&d=identicon&r=PG', 'display_name': 'Gabriel Santos', 'link': 'https://stackoverflow.com/users/744255/gabriel-santos'}",True,1960,,8701516.0,5,2,1384962864,1325511242,,8701458,CC BY-SA 3.0,https://stackoverflow.com/questions/8701458/css-ie7-background,CSS IE7 Background,,,,,
731,"['html', 'css', 'twitter-bootstrap']","{'account_id': 451548, 'reputation': 9543, 'user_id': 847495, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/4cc3feb3b6a9b4357f0af5abee95a483?s=256&d=identicon&r=PG', 'display_name': 'user847495', 'link': 'https://stackoverflow.com/users/847495/user847495'}",True,26613,,8813504.0,2,4,1384894446,1326248036,1326248555.0,8813315,CC BY-SA 3.0,https://stackoverflow.com/questions/8813315/what-is-the-equivalent-of-this-css-in-twitter-bootstrap,What is the equivalent of this CSS in Twitter Bootstrap?,,,,,
732,"['css', 'matrix', 'rotation', 'scale', 'transformation']","{'account_id': 194919, 'reputation': 17850, 'user_id': 437523, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/513f27f1a90ff8a68aa8a01119156676?s=256&d=identicon&r=PG', 'display_name': 'tillda', 'link': 'https://stackoverflow.com/users/437523/tillda'}",True,1594,,,1,0,1384878387,1326725632,,8881701,CC BY-SA 3.0,https://stackoverflow.com/questions/8881701/compounding-scale-and-rotate-transformations-skews-the-content,Compounding scale and rotate transformations skews the content,,,,,
733,"['css', 'inheritance']","{'account_id': 345120, 'reputation': 1822, 'user_id': 677845, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e980603af325f9eda4462ef69b51f0c5?s=256&d=identicon&r=PG', 'display_name': 'gilzero', 'link': 'https://stackoverflow.com/users/677845/gilzero'}",True,458,,8839510.0,2,0,1384852302,1326389348,,8839484,CC BY-SA 3.0,https://stackoverflow.com/questions/8839484/does-ie-6-7-support-background-colorinherit-for-css,"does IE 6,7 support background-color:inherit; for CSS?",,,,,
734,"['css', 'internet-explorer', 'cross-domain', 'cross-browser']","{'account_id': 1921, 'reputation': 183461, 'user_id': 2648, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/8b2d39a59a961ef26440e9c1453d1939?s=256&d=identicon&r=PG', 'display_name': 'D&#243;nal', 'link': 'https://stackoverflow.com/users/2648/d%c3%b3nal'}",True,7396,,,2,3,1384780451,1326793915,,8892541,CC BY-SA 3.0,https://stackoverflow.com/questions/8892541/fix-internet-explorer-stylesheet,&quot;fix internet explorer&quot; stylesheet,,,,,
735,"['jquery', 'css', 'colorbox']","{'account_id': 1073605, 'reputation': 3420, 'user_id': 1072272, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/K9kBv.jpg?s=256&g=1', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/1072272/tom'}",True,464,,8929558.0,2,1,1384718467,1326982206,1326992505.0,8927456,CC BY-SA 3.0,https://stackoverflow.com/questions/8927456/jquery-colorbox-fires-on-clicks-even-though-if-statement-is-false,jQuery colorbox fires on clicks even though if statement is false,,,,,
736,"['jquery', 'html', 'css']","{'account_id': 1173893, 'reputation': 87, 'user_id': 1150375, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/008f3c32d438f26ccee053b829a3f455?s=256&d=identicon&r=PG', 'display_name': 'jarrett owen', 'link': 'https://stackoverflow.com/users/1150375/jarrett-owen'}",True,495,,8870144.0,3,1,1384718180,1326634084,1326634167.0,8869977,CC BY-SA 3.0,https://stackoverflow.com/questions/8869977/basic-jquery-gallery,basic jQuery Gallery,,,,,
737,"['css', 'ios', 'iframe']","{'account_id': 309003, 'reputation': 4147, 'user_id': 621220, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/3fe8c26a62f84ee0e847f1abfab8472b?s=256&d=identicon&r=PG', 'display_name': 'Plamen Nikolov', 'link': 'https://stackoverflow.com/users/621220/plamen-nikolov'}",False,1875,,,0,2,1384323502,1326199723,,8803533,CC BY-SA 3.0,https://stackoverflow.com/questions/8803533/iframe-inside-of-a-scrollable-div,iframe inside of a scrollable div,,,,,
738,"['jquery', 'html', 'css']","{'account_id': 354922, 'reputation': 9224, 'user_id': 693560, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/e71609811ad09d2eba439b051790fbc7?s=256&d=identicon&r=PG', 'display_name': 'Bronzato', 'link': 'https://stackoverflow.com/users/693560/bronzato'}",True,3952,,9043916.0,3,0,1384163651,1327738688,,9043891,CC BY-SA 3.0,https://stackoverflow.com/questions/9043891/animate-my-right-sidebar-with-jquery-for-hiding-it,Animate my right sidebar with jQuery for hiding it,,,,,
739,"['jquery', 'html', 'css', 'accessibility']","{'account_id': 1163790, 'reputation': 1322, 'user_id': 1142800, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/e3059bbb410bcf8be91a84c75e675a3a?s=256&d=identicon&r=PG', 'display_name': 'sygad1', 'link': 'https://stackoverflow.com/users/1142800/sygad1'}",True,783,,8848506.0,1,1,1383689544,1326276091,,8817367,CC BY-SA 3.0,https://stackoverflow.com/questions/8817367/accessibility-skip-nav-menu-changes-visual-focus-not-tab-focus-how-do-i-fix-t,"Accessibility skip nav menu changes visual focus, not tab focus - how do I fix this",,,,,
740,"['html', 'css']","{'account_id': 896485, 'reputation': 19135, 'user_id': 933633, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/UjNx1.jpg?s=256&g=1', 'display_name': 'TheCarver', 'link': 'https://stackoverflow.com/users/933633/thecarver'}",True,14679,,8974763.0,5,1,1383644006,1327334789,1327336308.0,8974652,CC BY-SA 3.0,https://stackoverflow.com/questions/8974652/css-align-center,CSS - align center,,,,,
