,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,closed_date,closed_reason,migrated_from,community_owned_date
220,"['css', 'firefox', 'overflow', 'rounded-corners']","{'account_id': 96856, 'reputation': 4194, 'user_id': 263050, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/12404d315a8ff4d34660e99e0ee931a0?s=256&d=identicon&r=PG', 'display_name': 'goksel', 'link': 'https://stackoverflow.com/users/263050/goksel'}",True,1152,2,0,1566032872,1329172325,1566032872.0,9269035,CC BY-SA 4.0,https://stackoverflow.com/questions/9269035/firefox-overflow-bug-with-css-background-and-rounded-borders,Firefox overflow bug with css background and rounded borders,,9282596.0,,,,
221,"['html', 'css', 'google-chrome']","{'account_id': 108540, 'reputation': 51468, 'user_id': 288032, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/c0dd04beb96268a1d27e0e86366e5dba?s=256&d=identicon&r=PG', 'display_name': 'cwd', 'link': 'https://stackoverflow.com/users/288032/cwd'}",True,17186,5,4,1566018999,1328720538,1566018999.0,9197992,CC BY-SA 4.0,https://stackoverflow.com/questions/9197992/how-can-i-change-the-background-color-of-an-option-element-in-google-chrome,How can I change the background color of an &lt;option&gt; element in Google Chrome?,,9198149.0,,,,
222,"['css', 'image', 'navigation', 'styles']","{'account_id': 1122797, 'reputation': 173, 'user_id': 1110753, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8de1431a72538d034123da5b52c65830?s=256&d=identicon&r=PG', 'display_name': 'Brock', 'link': 'https://stackoverflow.com/users/1110753/brock'}",True,1777,3,0,1566012573,1328557617,1566012573.0,9166238,CC BY-SA 4.0,https://stackoverflow.com/questions/9166238/before-and-after-nav-images,Before and After &quot;Nav&quot; Images,,9166387.0,,,,
223,"['html', 'css', 'ipad', 'fonts', 'antialiasing']","{'account_id': 304045, 'reputation': 346, 'user_id': 613338, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8d27f30d3cb852aba513b22e474d9b4e?s=256&d=identicon&r=PG', 'display_name': 'aydio', 'link': 'https://stackoverflow.com/users/613338/aydio'}",True,2434,3,5,1565998117,1328176703,1592644375.0,9110289,CC BY-SA 4.0,https://stackoverflow.com/questions/9110289/better-anti-aliasing-on-ipad-when-using-position-fixed-why,"Better anti-aliasing on iPad when using position: fixed, why?",,10269545.0,,,,
224,"['css', 'eclipse', 'aptana', 'sass']","{'account_id': 76009, 'reputation': 16620, 'user_id': 217866, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/86BCi.jpg?s=256&g=1', 'display_name': 'jackocnr', 'link': 'https://stackoverflow.com/users/217866/jackocnr'}",True,28450,3,18,1565959756,1330087044,1495541357.0,9430906,,https://stackoverflow.com/questions/9430906/eclipse-plugin-to-automatically-compile-sass-files,Eclipse plugin to automatically compile Sass files,,,1565962491.0,Needs more focus,,
225,"['css', 'css-float', 'block', 'html']","{'account_id': 369704, 'reputation': 4909, 'user_id': 717236, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user717236', 'link': 'https://stackoverflow.com/users/717236/user717236'}",True,7575,3,3,1564669805,1328125069,1337175559.0,9102085,CC BY-SA 3.0,https://stackoverflow.com/questions/9102085/how-can-i-float-right-two-span-tags-on-different-lines,How can I float right two span tags on different lines?,,9102139.0,,,,
226,"['javascript', 'css', 'optimization', 'yui-compressor', 'http-compression']","{'account_id': 285073, 'reputation': 10347, 'user_id': 583539, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/11ce759fd71377e1b779859ca3c321f8?s=256&d=identicon&r=PG', 'display_name': 'moey', 'link': 'https://stackoverflow.com/users/583539/moey'}",True,186862,12,101,1564329237,1329279487,1473926668.0,9287823,CC BY-SA 3.0,https://stackoverflow.com/questions/9287823/combine-and-minify-multiple-css-js-files,Combine and Minify Multiple CSS / JS Files,1453046001.0,15120151.0,,,,
227,"['jquery', 'css']","{'account_id': 877200, 'reputation': 733, 'user_id': 118504, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/25f5304ff04e0024afcc62cd9e73b0d0?s=256&d=identicon&r=PG', 'display_name': 'TomBaine', 'link': 'https://stackoverflow.com/users/118504/tombaine'}",True,49704,5,42,1562245624,1329305452,1329311109.0,9292529,CC BY-SA 3.0,https://stackoverflow.com/questions/9292529/jquery-height-returns-0-on-a-visible-div-why,jQuery height() returns 0 on a visible div - why?,,,,,,
228,"['html', 'css']","{'account_id': 151403, 'reputation': 46060, 'user_id': 365251, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/2dd996e4168722dd3618db77880716e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'markzzz', 'link': 'https://stackoverflow.com/users/365251/markzzz'}",True,70366,7,16,1562100757,1329473511,,9326352,CC BY-SA 3.0,https://stackoverflow.com/questions/9326352/is-it-possible-to-style-a-value-of-an-input-text,is it possible to style a value of an input text?,,,,,,
229,"['html', 'css', 'jquery-mobile']","{'account_id': 203663, 'reputation': 1420, 'user_id': 451454, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/175851129e8ce5e775f01a1376a7f7d5?s=256&d=identicon&r=PG', 'display_name': 'mcktimo', 'link': 'https://stackoverflow.com/users/451454/mcktimo'}",True,743,1,2,1561799916,1328665954,1561799916.0,9186801,CC BY-SA 4.0,https://stackoverflow.com/questions/9186801/in-jquery-mobile-how-do-you-programmatically-add-page-elements-that-have-all-the,In jquery-mobile how do you programmatically add page elements that have all the css?,,9187887.0,,,,
230,"['css', 'html']","{'account_id': 1036768, 'reputation': 3212, 'user_id': 1043817, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/63c2aea40b294c4f7f6ac53a8ec8d1b9?s=256&d=identicon&r=PG', 'display_name': 'Zaki Aziz', 'link': 'https://stackoverflow.com/users/1043817/zaki-aziz'}",True,106123,7,55,1561646478,1328869122,1392117182.0,9226151,CC BY-SA 3.0,https://stackoverflow.com/questions/9226151/margin-left-auto-and-margin-right-auto-not-working-on-input,margin-left: auto and margin-right: auto not working on input,1561618391.0,9226241.0,,,,
231,"['html', 'iframe', 'css', 'margin']","{'account_id': 1249676, 'reputation': 93, 'user_id': 1210344, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e2fab362c9812d4672172fc22749e423?s=256&d=identicon&r=PG', 'display_name': 'cbright6062', 'link': 'https://stackoverflow.com/users/1210344/cbright6062'}",True,10349,3,8,1561542569,1329270776,1329301120.0,9286888,CC BY-SA 3.0,https://stackoverflow.com/questions/9286888/css-html5-equivilent-to-iframe-marginheight-and-marginwidth,CSS/HTML5 equivilent to iframe marginheight and marginwidth,,13660070.0,,,,
232,"['css', 'webkit']","{'account_id': 146405, 'reputation': 58917, 'user_id': 356849, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/INqgP.jpg?s=256&g=1', 'display_name': 'NullVoxPopuli', 'link': 'https://stackoverflow.com/users/356849/nullvoxpopuli'}",True,56582,2,6,1561034060,1328896894,,9232529,CC BY-SA 3.0,https://stackoverflow.com/questions/9232529/css3-webkit-how-do-i-change-the-size-of-the-scroll-bar-slider,Css3 / webkit: how do I change the size of the scroll bar slider?,,9232587.0,,,,
233,"['javascript', 'jquery', 'css']","{'account_id': 198868, 'reputation': 1686, 'user_id': 443793, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/16853782d6dfaaf7f16ce19466ccf559?s=256&d=identicon&r=PG', 'display_name': 'madphp', 'link': 'https://stackoverflow.com/users/443793/madphp'}",True,374,2,4,1559584742,1329018481,1559584742.0,9246258,CC BY-SA 4.0,https://stackoverflow.com/questions/9246258/css-framework-for-draggable-page-elements-and-callback-for-server-side-position,css framework for draggable page elements and callback for server side position save,,9282701.0,,,,
234,"['html', 'css', 'html-table', 'tablelayout']","{'account_id': 1057798, 'reputation': 1711, 'user_id': 1060138, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/e958a61980d462eca8f32c401f4c5967?s=256&d=identicon&r=PG&f=1', 'display_name': 'Caleb Doucet', 'link': 'https://stackoverflow.com/users/1060138/caleb-doucet'}",True,6628,3,5,1559059810,1329838280,1559059810.0,9380253,CC BY-SA 4.0,https://stackoverflow.com/questions/9380253/why-are-fixed-table-layout-td-words-not-wrapping,Why are fixed table-layout td words not wrapping?,,9380333.0,,,,
235,"['css', 'safari', 'mobile-safari', 'webfonts', 'google-webfonts']","{'account_id': 48101, 'reputation': 9053, 'user_id': 142746, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/9kUeZ.jpg?s=256&g=1', 'display_name': 'Joseph', 'link': 'https://stackoverflow.com/users/142746/joseph'}",True,4004,5,4,1559043198,1329474433,,9326569,CC BY-SA 3.0,https://stackoverflow.com/questions/9326569/google-webfont-lato-100-and-mobile-safari,Google webfont Lato 100 and mobile Safari,,9667465.0,,,,
236,"['asp.net', 'css', 'gridview']","{'account_id': 51381, 'reputation': 10970, 'user_id': 153512, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/06d15123917f1478515dff3b98a61b7f?s=256&d=identicon&r=PG', 'display_name': 'Nalaka526', 'link': 'https://stackoverflow.com/users/153512/nalaka526'}",True,25700,4,6,1557949288,1329472783,1329473096.0,9326182,CC BY-SA 3.0,https://stackoverflow.com/questions/9326182/align-text-in-a-gridviewtemplate-field-textbox,Align text in a GridViewTemplate field TextBox,,9326298.0,,,,
237,"['html', 'css', 'printing']","{'account_id': 1245901, 'reputation': 95, 'user_id': 1207369, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://i.stack.imgur.com/mU44c.gif?s=256&g=1', 'display_name': 'Navi', 'link': 'https://stackoverflow.com/users/1207369/navi'}",True,3063,1,1,1557799146,1329155376,,9265326,CC BY-SA 3.0,https://stackoverflow.com/questions/9265326/how-to-print-multiple-elements-in-a-page-individually-using-css,How to print multiple elements in a page individually using css?,,9267265.0,,,,
238,"['javascript', 'scrollbar', 'css']","{'account_id': 386033, 'reputation': 12879, 'user_id': 743561, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/2b097fbc2dc3b0f18727c422a5ab89b6?s=256&d=identicon&r=PG', 'display_name': 'alt', 'link': 'https://stackoverflow.com/users/743561/alt'}",True,15856,2,8,1557625834,1329205175,1329213131.0,9273298,CC BY-SA 3.0,https://stackoverflow.com/questions/9273298/apply-border-radius-to-scrollbars-with-webkit-scrollbar-css3,Apply Border-Radius To Scrollbars With ::-webkit-scrollbar CSS3,,9274587.0,,,,
239,"['css', 'asp.net-mvc', 'asp.net-mvc-3', 'layout']","{'account_id': 1087014, 'reputation': 1397, 'user_id': 1082493, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/cdae6434682dca5b456e75b80798dd05?s=256&d=identicon&r=PG', 'display_name': 'Mackintoast', 'link': 'https://stackoverflow.com/users/1082493/mackintoast'}",True,130,2,1,1556720003,1329576512,1556720003.0,9342191,CC BY-SA 4.0,https://stackoverflow.com/questions/9342191/floating-divs-layout-coming-out-incorrectly,Floating divs layout coming out incorrectly,,9342309.0,,,,
240,"['html', 'css', 'html-table']","{'account_id': 481304, 'reputation': 1833, 'user_id': 895051, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/ix8M1.png?s=256&g=1', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/895051/chris'}",True,70179,3,11,1556676440,1328302355,1546554293.0,9135315,CC BY-SA 4.0,https://stackoverflow.com/questions/9135315/formatting-the-text-in-a-table-with-css,Formatting the text in a table with CSS,,9135470.0,,,,
241,"['html', 'css', 'width']","{'account_id': 1141220, 'reputation': 4584, 'user_id': 1125062, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/6050a002aa7ed993d07c972528075b6b?s=256&d=identicon&r=PG', 'display_name': 'Anonymous', 'link': 'https://stackoverflow.com/users/1125062/anonymous'}",True,2130,4,0,1555946795,1329875872,1555946795.0,9388145,CC BY-SA 4.0,https://stackoverflow.com/questions/9388145/how-to-prevent-div-wrapping-if-they-dont-have-a-fixed-size,How to prevent DIV wrapping if they don&#39;t have a fixed size?,,9388251.0,,,,
242,"['javascript', 'html', 'css', 'coding-style']","{'account_id': 6700, 'reputation': 16840, 'user_id': 11387, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/298a2a6baa4a1473c51c6aa8907c4ad4?s=256&d=identicon&r=PG&f=1', 'display_name': 'xsl', 'link': 'https://stackoverflow.com/users/11387/xsl'}",True,3683,6,7,1555345992,1328871044,1328871381.0,9226581,,https://stackoverflow.com/questions/9226581/is-there-a-recommended-html-css-javascript-coding-style-guide,Is there a recommended HTML/CSS/JavaScript coding style guide?,,13569447.0,1443767916.0,Not suitable for this site,,
243,['css'],"{'account_id': 330019, 'reputation': 2413, 'user_id': 653874, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/24363b755234055e80ff1953526be0bb?s=256&d=identicon&r=PG', 'display_name': 'daniel.tosaba', 'link': 'https://stackoverflow.com/users/653874/daniel-tosaba'}",True,45138,4,12,1555243486,1328253963,,9125113,CC BY-SA 3.0,https://stackoverflow.com/questions/9125113/border-colors-transparent-property,border-color&#39;s transparent property,,9125198.0,,,,
244,"['javascript', 'jquery', 'html', 'css', 'animation']","{'account_id': 1105529, 'reputation': 1414, 'user_id': 1096998, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/01e412429746993769f3eda90c31e386?s=256&d=identicon&r=PG', 'display_name': 'AJ Naidas', 'link': 'https://stackoverflow.com/users/1096998/aj-naidas'}",True,360,2,0,1555127775,1329812466,1555127775.0,9374228,CC BY-SA 4.0,https://stackoverflow.com/questions/9374228/jquery-mouseover-interval,jQuery mouseover interval,,,,,,
245,"['html', 'css', 'hover']","{'account_id': 1254350, 'reputation': 439, 'user_id': 1214151, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/2379cd6f94fee2afae70d67cb7b4508c?s=256&d=identicon&r=PG', 'display_name': 'Johnny Hankgard', 'link': 'https://stackoverflow.com/users/1214151/johnny-hankgard'}",True,158416,9,25,1554903482,1329935819,1344447963.0,9400883,CC BY-SA 3.0,https://stackoverflow.com/questions/9400883/change-image-on-hover,Change image on hover,,9428063.0,,,,
246,"['html', 'css', 'ipad']","{'account_id': 1001501, 'reputation': 729, 'user_id': 1016252, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/bLoM4.jpg?s=256&g=1', 'display_name': 'VladN', 'link': 'https://stackoverflow.com/users/1016252/vladn'}",True,477,2,0,1553439633,1329819405,1329897956.0,9375727,CC BY-SA 3.0,https://stackoverflow.com/questions/9375727/scrolling-on-ipad,Scrolling on IPad,,9391096.0,,,,
247,"['css', 'gwt', 'code-injection']","{'account_id': 352240, 'reputation': 2105, 'user_id': 689206, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/7DmDb.jpg?s=256&g=1', 'display_name': 'Adi Mor', 'link': 'https://stackoverflow.com/users/689206/adi-mor'}",True,5513,3,6,1553186904,1328425409,1328426313.0,9147548,CC BY-SA 3.0,https://stackoverflow.com/questions/9147548/gwt-inject-css-on-runtime,GWT inject CSS on runtime,,,,,,
248,"['html', 'css']","{'account_id': 929868, 'reputation': 8045, 'user_id': 959936, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/e97b823512add9d58a2f679407b2e666?s=256&d=identicon&r=PG', 'display_name': 'Jurudocs', 'link': 'https://stackoverflow.com/users/959936/jurudocs'}",True,13226,6,6,1552936771,1330091472,,9431835,CC BY-SA 3.0,https://stackoverflow.com/questions/9431835/styling-active-anchor-elements-with-css,Styling active anchor elements with css,,9431894.0,,,,
249,"['html', 'css', 'facebook', 'image']","{'account_id': 337344, 'reputation': 23597, 'user_id': 665557, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/10b31574b457051a4f033e149a10da81?s=256&d=identicon&r=PG', 'display_name': 'cdub', 'link': 'https://stackoverflow.com/users/665557/cdub'}",True,7937,3,2,1552891437,1328168870,,9108751,CC BY-SA 3.0,https://stackoverflow.com/questions/9108751/image-thumbnails-for-facebook-share-a-link,Image thumbnails for Facebook share a link,,,,,,
250,"['css', 'wordpress', 'submenu']","{'account_id': 1154622, 'reputation': 15, 'user_id': 1135557, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/435dc223c2945924c33078ce2aeaa932?s=256&d=identicon&r=PG', 'display_name': 'Rizwan Taj', 'link': 'https://stackoverflow.com/users/1135557/rizwan-taj'}",True,579,1,-1,1552788704,1329899913,1552788704.0,9391499,CC BY-SA 4.0,https://stackoverflow.com/questions/9391499/selecting-parent-menu-should-show-child-menu,Selecting parent menu should show child menu,,9392526.0,,,,
251,"['css', 'ruby-on-rails-3', 'twitter-bootstrap']","{'account_id': 264430, 'reputation': 16913, 'user_id': 550712, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/e67b3df213fa83c7424b97cb15363847?s=256&d=identicon&r=PG', 'display_name': 'Mark Berry', 'link': 'https://stackoverflow.com/users/550712/mark-berry'}",True,113566,14,94,1552675596,1329958598,1330134140.0,9405610,CC BY-SA 3.0,https://stackoverflow.com/questions/9405610/how-to-change-navbar-collapse-threshold-using-twitter-bootstrap-responsive,How to change navbar collapse threshold using Twitter bootstrap-responsive?,,9405698.0,,,,
252,"['html', 'css', 'web', 'passwords']","{'account_id': 987738, 'reputation': 175, 'user_id': 1005849, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/34eb42c9466b5c9be1e8217e426055fd?s=256&d=identicon&r=PG', 'display_name': 'Renoto', 'link': 'https://stackoverflow.com/users/1005849/renoto'}",True,44253,6,3,1552396579,1329842636,1487414308.0,9381479,CC BY-SA 3.0,https://stackoverflow.com/questions/9381479/password-protect-a-web-page-using-css-html,password protect a web page using css/html?,,9381626.0,,,,
253,"['html', 'css', 'alignment']","{'account_id': 371672, 'reputation': 6297, 'user_id': 720323, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/wxseh.jpg?s=256&g=1', 'display_name': 'HelpNeeder', 'link': 'https://stackoverflow.com/users/720323/helpneeder'}",True,27406,1,8,1551969073,1328851544,1328852481.0,9223127,CC BY-SA 3.0,https://stackoverflow.com/questions/9223127/move-text-below-picture-if-picture-is-aligned-to-the-side,Move text below picture if picture is aligned to the side,,9223316.0,,,,
254,"['html', 'css', 'forms']","{'account_id': 17026, 'reputation': 19289, 'user_id': 37710, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/80b9bce2ab2ae2602d75894c966b4fa5?s=256&d=identicon&r=PG', 'display_name': 'n8wrl', 'link': 'https://stackoverflow.com/users/37710/n8wrl'}",False,637,0,1,1551937466,1329832797,1551937466.0,9378848,CC BY-SA 4.0,https://stackoverflow.com/questions/9378848/fluid-label-input-aka-2-column-fixfluid-possible,Fluid LABEL + INPUT aka 2-column fix+fluid possible?,,,,,,
255,"['css', 'image', 'html-table', 'percentage']","{'account_id': 424616, 'reputation': 503, 'user_id': 804705, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c55eb43de88ce8994faf61af4877cd11?s=256&d=identicon&r=PG', 'display_name': 'Dima Mironov', 'link': 'https://stackoverflow.com/users/804705/dima-mironov'}",False,1096,1,1,1551795811,1328328177,1551795811.0,9138290,CC BY-SA 4.0,https://stackoverflow.com/questions/9138290/img-with-max-height100-stretches-table-with-manually-set-height,Img with max-height:100% stretches table with manually set height,,,,,,
256,"['javascript', 'css', 'jquery-ui', 'jquery']","{'account_id': 1151032, 'reputation': 704, 'user_id': 1132749, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/6d5d8558438a7f4546eaf599dd2cc0ed?s=256&d=identicon&r=PG', 'display_name': 'JavierQQ23', 'link': 'https://stackoverflow.com/users/1132749/javierqq23'}",True,77610,8,19,1551789242,1330012700,,9416556,CC BY-SA 3.0,https://stackoverflow.com/questions/9416556/jquery-how-to-disable-the-entire-page,Jquery - How to disable the entire page,,9416594.0,,,,
257,"['html', 'css', 'datatable', 'html-table']","{'account_id': 174580, 'reputation': 15748, 'user_id': 404033, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/836745088c7a75de4c8544b48af45d89?s=256&d=identicon&r=PG', 'display_name': 'William Niu', 'link': 'https://stackoverflow.com/users/404033/william-niu'}",True,9420,3,2,1550587573,1329788598,1483475846.0,9370994,CC BY-SA 3.0,https://stackoverflow.com/questions/9370994/how-to-get-the-table-datatable-left-aligned,How to get the table (datatable) left aligned?,,9371055.0,,,,
258,"['jquery', 'jquery-plugins', 'css', 'jcarousel']","{'account_id': 389588, 'reputation': 1, 'user_id': 749124, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/34b08c8b0cb4b3601e399982d48f803b?s=256&d=identicon&r=PG', 'display_name': 'Nate_tyrone', 'link': 'https://stackoverflow.com/users/749124/nate-tyrone'}",True,777,2,0,1549712568,1330303191,1549712568.0,9458738,CC BY-SA 4.0,https://stackoverflow.com/questions/9458738/jcarousel-lite-multiple-carousel-issues,JCarousel Lite (multiple carousel issues),,9463992.0,,,,
259,"['css', 'background-image', 'css-sprites']","{'account_id': 50654, 'reputation': 12623, 'user_id': 151174, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/af9e11f56bb08343ece9d21a63c9f392?s=256&d=identicon&r=PG', 'display_name': 'rizidoro', 'link': 'https://stackoverflow.com/users/151174/rizidoro'}",True,9761,4,4,1549620493,1328114173,1549620493.0,9099538,CC BY-SA 4.0,https://stackoverflow.com/questions/9099538/background-size-with-css-with-sprites,Background size with css with sprites,,9099812.0,,,,
260,"['html', 'css', 'input', 'hide', 'caret']","{'account_id': 993260, 'reputation': 2557, 'user_id': 1009901, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/pUwqu.jpg?s=256&g=1', 'display_name': 'Yeti', 'link': 'https://stackoverflow.com/users/1009901/yeti'}",True,5622,2,2,1549093762,1330001345,1592644375.0,9413401,CC BY-SA 4.0,https://stackoverflow.com/questions/9413401/how-to-hide-caret-in-html-text-input-when-opacity-is-zero-ie,How to hide caret in HTML text input when opacity is zero? (IE),,9422026.0,,,,
261,"['html', 'css', 'internet-explorer', 'cross-browser']","{'account_id': 1220806, 'reputation': 3414, 'user_id': 1187490, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/952014ac5e86326d4ac7b3753f9ad32b?s=256&d=identicon&r=PG', 'display_name': 'byCoder', 'link': 'https://stackoverflow.com/users/1187490/bycoder'}",False,91,0,1,1549029570,1329218971,1549029570.0,9276051,CC BY-SA 4.0,https://stackoverflow.com/questions/9276051/how-to-center-vertically-in-div-link-and-image-for-ie-6,How to center vertically in div link and image for ie 6?,,,,,,
262,"['html', 'css']","{'account_id': 277152, 'reputation': 3917, 'user_id': 570958, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/31c60f6ea107180955d6e695b74a6a7f?s=256&d=identicon&r=PG', 'display_name': 'Roozbeh15', 'link': 'https://stackoverflow.com/users/570958/roozbeh15'}",True,157993,2,248,1549015655,1328063586,1549015655.0,9089953,CC BY-SA 4.0,https://stackoverflow.com/questions/9089953/can-you-have-a-span-within-a-span,Can you have a &lt;span&gt; within a &lt;span&gt;?,,24907446.0,,,,
263,"['html', 'css', 'image', 'drupal', 'seo']","{'account_id': 433952, 'reputation': 3881, 'user_id': 819600, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/KJwow.jpg?s=256&g=1', 'display_name': 'au_stan', 'link': 'https://stackoverflow.com/users/819600/au-stan'}",True,8120,5,6,1547564710,1328281734,1547564710.0,9130834,CC BY-SA 4.0,https://stackoverflow.com/questions/9130834/seo-images-and-h1,seo - images and h1,,9130944.0,,,,
264,"['css', 'accessibility', 'usability', 'outline']","{'account_id': 121167, 'reputation': 27048, 'user_id': 314056, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/59faf3dfbc2932d2cc72780db1e48223?s=256&d=identicon&r=PG', 'display_name': 'Christian', 'link': 'https://stackoverflow.com/users/314056/christian'}",True,2876,2,7,1546607423,1329213673,1546607423.0,9274948,,https://stackoverflow.com/questions/9274948/css-outline-best-practices,CSS outline best practices,,9274994.0,1546472964.0,Opinion-based,,
265,"['html', 'css', 'html-table']","{'account_id': 1011630, 'reputation': 536, 'user_id': 1024094, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/c0b02a7f9697fdd9ca47779871cf043f?s=256&d=identicon&r=PG', 'display_name': 'chilleo', 'link': 'https://stackoverflow.com/users/1024094/chilleo'}",False,690,5,0,1546557968,1328803195,1546554095.0,9214269,CC BY-SA 4.0,https://stackoverflow.com/questions/9214269/set-table-row-content-using-css,Set table row content using CSS?,,,,,,
266,"['html', 'css', 'html-table']","{'account_id': 376483, 'reputation': 4998, 'user_id': 727980, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/KG1wR.png?s=256&g=1', 'display_name': 'mikey', 'link': 'https://stackoverflow.com/users/727980/mikey'}",True,804,2,1,1546554481,1328196243,1546554481.0,9114901,CC BY-SA 4.0,https://stackoverflow.com/questions/9114901/html-formatting-with-styles-just-give-up-and-use-tables,HTML formatting with styles -- Just give up and use tables?,,9116380.0,,,,
267,"['html', 'css', 'internet-explorer', 'html-table']","{'account_id': 140786, 'reputation': 3, 'user_id': 347352, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/38250c11f58a73c293d8938222b18fb3?s=256&d=identicon&r=PG', 'display_name': 'Teschendsn11', 'link': 'https://stackoverflow.com/users/347352/teschendsn11'}",True,570,1,0,1546554412,1328223997,1546554412.0,9121367,CC BY-SA 4.0,https://stackoverflow.com/questions/9121367/html-table-how-to-make-top-column-just-fit-the-height-of-the-content-with-colum,"html Table, how to make top column just fit the height of the content with column below taking up the rest",,9602596.0,,,,
268,"['html', 'css', 'html-table']","{'account_id': 419426, 'reputation': 15985, 'user_id': 796584, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/6037cef880b523d973e091cc2eae8c41?s=256&d=identicon&r=PG', 'display_name': 'AlexStack', 'link': 'https://stackoverflow.com/users/796584/alexstack'}",True,7236,1,4,1546554355,1328262180,1546554355.0,9126565,CC BY-SA 4.0,https://stackoverflow.com/questions/9126565/colspan-equal-cell-width-after-multiple-columns-are-removed,Colspan + Equal cell width after multiple columns are removed,,9127214.0,,,,
