,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,migrated_from,locked_date
638,"['javascript', 'html', 'jquery', 'css', 'node.js']","{'account_id': 22940102, 'reputation': 45, 'user_id': 17073004, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GitIJ-q65203Jpp8XCkK0sXAgUT2noKm9RhNWoK=k-s256', 'display_name': 'Prabhdeep Singh', 'link': 'https://stackoverflow.com/users/17073004/prabhdeep-singh'}",True,31,1,0,1653731828,1653726279,72414080,CC BY-SA 4.0,https://stackoverflow.com/questions/72414080/jquery-submit-is-causing-a-serious-issue-while-processing-the-callback-function,Jquery Submit is causing a serious issue while processing the callback function,72414678.0,,,,,,
639,"['html', 'css']","{'account_id': 10530161, 'reputation': 17, 'user_id': 14599862, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d5065d6742e7b379e3dcabf20fe5b24?s=256&d=identicon&r=PG&f=1', 'display_name': 'roarsandmeows', 'link': 'https://stackoverflow.com/users/14599862/roarsandmeows'}",True,145,3,0,1653731238,1653729371,72414401,CC BY-SA 4.0,https://stackoverflow.com/questions/72414401/how-to-stop-button-text-italic-hover-effect-from-shifting-button-width,How to stop Button text italic hover effect from shifting button width?,72414561.0,1653729445.0,,,,,
640,"['html', 'css', 'node.js', 'backend']","{'account_id': 20371065, 'reputation': 15, 'user_id': 14943270, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhFuEXRv48e84PIOlUSTEkWQTSrTWXAfovWOhOTCA=k-s256', 'display_name': 'Abdurehman Saleemi', 'link': 'https://stackoverflow.com/users/14943270/abdurehman-saleemi'}",False,34,0,0,1653731201,1653731120,72414595,CC BY-SA 4.0,https://stackoverflow.com/questions/72414595/i-want-my-query-result-to-be-displayed-in-format-of-actual-table-node-js-html-cs,I want my query result to be displayed in format of actual table Node.js HTML CSS,,1653731201.0,,,,,
641,"['html', 'css']","{'account_id': 5526979, 'reputation': 84, 'user_id': 4388179, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100000003204968/picture?type=large', 'display_name': 'Muhammet Sinan Korkut', 'link': 'https://stackoverflow.com/users/4388179/muhammet-sinan-korkut'}",True,90,2,2,1653730138,1653721851,72413631,CC BY-SA 4.0,https://stackoverflow.com/questions/72413631/how-to-make-select-child-div-with-nth-child-in-css,How to make select child div with nth-child in CSS?,72413788.0,1653724871.0,,,,,
642,"['html', 'css']","{'account_id': 2779265, 'reputation': 2053, 'user_id': 2394634, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/GhVqX.jpg?s=256&g=1', 'display_name': '147pm', 'link': 'https://stackoverflow.com/users/2394634/147pm'}",True,57,3,0,1653729943,1653672055,72409565,,https://stackoverflow.com/questions/72409565/keep-symbol-and-text-on-same-line,Keep symbol and text on same line?,72409939.0,1653675723.0,,,,"{'other_site': {'aliases': ['https://webmaster.stackexchange.com'], 'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#1B8FBB', 'link_color': '#1C69A4'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'webmasters.meta', 'site_url': 'https://webmasters.meta.stackexchange.com', 'name': 'Webmasters Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=webmasters.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['Prettify'], 'launch_date': 1286997420, 'open_beta_date': 1279220400, 'closed_beta_date': 1278615600, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/apple-touch-icon@2.png', 'twitter_account': 'StackWebmasters', 'favicon_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/apple-touch-icon.png', 'audience': 'webmasters', 'site_url': 'https://webmasters.stackexchange.com', 'api_site_parameter': 'webmasters', 'logo_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/logo.png', 'name': 'Webmasters', 'site_type': 'main_site'}, 'on_date': 1653675398, 'question_id': 139490}",
643,"['javascript', 'html', 'css', 'dropdown', 'html-select']","{'account_id': 11407895, 'reputation': 9, 'user_id': 8362859, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/421aa154e7998ab1c0adbcf38bd77442?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sam Lutostanski', 'link': 'https://stackoverflow.com/users/8362859/sam-lutostanski'}",True,72,1,0,1653729563,1653660431,72406680,CC BY-SA 4.0,https://stackoverflow.com/questions/72406680/how-to-make-a-selection-in-a-dropdown-button,how to make a selection in a dropdown button?,72406878.0,1653729563.0,,,,,
644,"['html', 'css', 'dom', 'dom-events']","{'account_id': 21761563, 'reputation': 45, 'user_id': 16066069, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg4B5EZrG2r7ak_WO2RKWYnNaXjlTreFpUonTlUmg=k-s256', 'display_name': 'Davi Areias', 'link': 'https://stackoverflow.com/users/16066069/davi-areias'}",False,25,0,0,1653729211,1653729211,72414375,CC BY-SA 4.0,https://stackoverflow.com/questions/72414375/how-to-make-element-always-use-user-agent-stylesheet-style,How to make element always use user agent stylesheet style?,,,,,,,
645,"['html', 'css', 'css-units']","{'account_id': 1763444, 'reputation': 6735, 'user_id': 1762051, 'user_type': 'registered', 'accept_rate': 28, 'profile_image': 'https://www.gravatar.com/avatar/64f024d7caf9fde67a8ca7c70c626db0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alok', 'link': 'https://stackoverflow.com/users/1762051/alok'}",True,33,2,0,1653728775,1653727362,72414187,,https://stackoverflow.com/questions/72414187/how-to-draw-rectange-inside-fix-size-rectange-using-percentage-unit-in-css-and-h,How to draw rectange inside fix size rectange using percentage unit in CSS and HTML?,72414324.0,1653728642.0,1653728916.0,Duplicate,,,
646,"['javascript', 'html', 'css', 'height']","{'account_id': 25411410, 'reputation': 1, 'user_id': 19219134, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/89f80c1b087a7766e3d3ddb10a6a46ce?s=256&d=identicon&r=PG&f=1', 'display_name': 'WyreZ', 'link': 'https://stackoverflow.com/users/19219134/wyrez'}",False,39,0,0,1653727593,1653725933,72414050,CC BY-SA 4.0,https://stackoverflow.com/questions/72414050/animate-to-from-height-auto-in-js-how-can-i-make-it-clean-and-concise,Animate to/from height auto in JS - How can I make it clean and concise?,,1653727593.0,,,,,
647,"['html', 'css', 'flexbox', 'doctype']","{'account_id': 15524147, 'reputation': 3, 'user_id': 11199507, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AHcYi.jpg?s=256&g=1', 'display_name': 'wise000', 'link': 'https://stackoverflow.com/users/11199507/wise000'}",True,107,1,0,1653727576,1653724799,72413936,CC BY-SA 4.0,https://stackoverflow.com/questions/72413936/doctype-html-breaks-justify-content-center-in-the-body-tag,`&lt;!DOCTYPE html&gt;` breaks `justify-content: center` in the body tag,72414214.0,,,,,,
648,"['html', 'css']","{'account_id': 23060608, 'reputation': 11, 'user_id': 17175961, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d13f3e30d7bae8f99878b3df557570c?s=256&d=identicon&r=PG', 'display_name': 'Suman Saurabh Das', 'link': 'https://stackoverflow.com/users/17175961/suman-saurabh-das'}",False,88,2,1,1653727561,1653723017,72413746,CC BY-SA 4.0,https://stackoverflow.com/questions/72413746/i-am-using-css-flex-and-i-want-to-remove-the-elements-hide-them-or-remove-them,I am using CSS flex and I want to remove the elements (hide them or remove them) when the elements wrap to the next line,,1653723267.0,,,,,
649,"['html', 'css']","{'account_id': 23537616, 'reputation': 75, 'user_id': 17582322, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwTwWuWocMsCiTR3IQ5fNf31uye2fZNuEb7XAdF=k-s256', 'display_name': 'Karan Rajput', 'link': 'https://stackoverflow.com/users/17582322/karan-rajput'}",True,26,1,0,1653726705,1653718911,72413379,,https://stackoverflow.com/questions/72413379/why-does-adding-text-into-a-div-flexbox-makes-other-divs-float,Why does adding text into a div (flexbox) makes other divs float?,72413425.0,,1653726263.0,Duplicate,,,
650,"['html', 'css', 'css-units']","{'account_id': 1763444, 'reputation': 6735, 'user_id': 1762051, 'user_type': 'registered', 'accept_rate': 28, 'profile_image': 'https://www.gravatar.com/avatar/64f024d7caf9fde67a8ca7c70c626db0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alok', 'link': 'https://stackoverflow.com/users/1762051/alok'}",False,14,0,0,1653726159,1653726159,72414066,,https://stackoverflow.com/questions/72414066/why-there-is-a-difference-in-rendering-on-pixel-and-percertage-unit-for-a-same-e,Why there is a difference in rendering on pixel and percertage unit for a same element in CSS?,,,1653726381.0,Duplicate,,,
651,"['javascript', 'css', 'flexbox', 'next.js']","{'account_id': 24129094, 'reputation': 19, 'user_id': 18096936, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8753480c98359d46d11bb0820b6d27f0?s=256&d=identicon&r=PG', 'display_name': 'PARAM PATEL', 'link': 'https://stackoverflow.com/users/18096936/param-patel'}",False,18,0,1,1653725995,1653725995,72414056,CC BY-SA 4.0,https://stackoverflow.com/questions/72414056/next-js-i-want-to-do-css-in-such-a-way-that-it-looks-in-a-proper-stack-something,Next.JS I want to do CSS in such a way that it looks in a Proper stack something like (Hulu Clone img),,,,,,,
652,"['css', 'reactjs']","{'account_id': 25411240, 'reputation': 11, 'user_id': 19218989, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz29qcw6KtFb1igD1VLn59OqfdK34UQkAxMR0zo=k-s256', 'display_name': 'Leonardo Coutinho dos Santos', 'link': 'https://stackoverflow.com/users/19218989/leonardo-coutinho-dos-santos'}",False,133,0,1,1653725696,1653725071,72413966,CC BY-SA 4.0,https://stackoverflow.com/questions/72413966/adding-styles-to-react-component-that-is-outside-root-div-styled-components,Adding styles to React component that is outside root div (Styled Components),,,,,,,
653,"['html', 'css', 'shiny']","{'account_id': 12255095, 'reputation': 121, 'user_id': 8944334, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/296295505d7bf37ac1164d208dcc9ddb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Citizen', 'link': 'https://stackoverflow.com/users/8944334/citizen'}",False,38,0,0,1653724886,1653724886,72413946,CC BY-SA 4.0,https://stackoverflow.com/questions/72413946/how-to-change-style-in-shinyauthr-package,How to change style in shinyauthr package,,,,,,,
654,"['javascript', 'css', 'node.js', 'angular', 'sass']","{'account_id': 1859358, 'reputation': 38075, 'user_id': 1684269, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/5adbf1d60d27b9ee3aeee069591ba88b?s=256&d=identicon&r=PG', 'display_name': 'Ole', 'link': 'https://stackoverflow.com/users/1684269/ole'}",True,63,1,-1,1653724698,1653694672,72411935,CC BY-SA 4.0,https://stackoverflow.com/questions/72411935/pretty-printing-the-structure-of-nested-sass-maps,Pretty Printing the structure of nested SASS Maps?,72413922.0,,,,,,
655,"['html', 'css', 'django']","{'account_id': 23127893, 'reputation': 578, 'user_id': 17233433, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/TG0ee.jpg?s=256&g=1', 'display_name': 'Robo', 'link': 'https://stackoverflow.com/users/17233433/robo'}",True,25,1,0,1653724043,1653718152,72413327,CC BY-SA 4.0,https://stackoverflow.com/questions/72413327/how-to-limit-included-page-links-in-django,How to limit included page links in Django,72413848.0,1653718780.0,,,,,
656,"['css', 'carousel']","{'account_id': 25377156, 'reputation': 11, 'user_id': 19190127, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/33e838a9382c7f518bf244cbeb3ff09e?s=256&d=identicon&r=PG', 'display_name': 'Devan', 'link': 'https://stackoverflow.com/users/19190127/devan'}",False,59,0,0,1653722736,1653684744,72410965,CC BY-SA 4.0,https://stackoverflow.com/questions/72410965/duplications-with-carousel-images,Duplications with carousel images,,1653722736.0,,,,,
657,"['html', 'css']","{'account_id': 4258747, 'reputation': 317, 'user_id': 3483642, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3483642', 'link': 'https://stackoverflow.com/users/3483642/user3483642'}",False,16,0,1,1653722508,1653722508,72413694,CC BY-SA 4.0,https://stackoverflow.com/questions/72413694/how-can-i-mix-text-with-inline-blocks-twice-as-high-as-the-text,How can I mix text with inline blocks twice as high as the text?,,,,,,,
658,"['javascript', 'css', 'reactjs', 'react-native']","{'account_id': 25293681, 'reputation': 13, 'user_id': 19119221, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjwDOF2XM-AXWgP6KktnMWVr4d4mW_i2P_z7GKH_g=k-s256', 'display_name': 'Deyinka', 'link': 'https://stackoverflow.com/users/19119221/deyinka'}",True,253,1,-4,1653721918,1652593323,72245779,CC BY-SA 4.0,https://stackoverflow.com/questions/72245779/react-and-react-dom-not-working-please-help-out,"react and react-dom not working, please help out",72253914.0,1653721918.0,,,,,
659,"['javascript', 'css', 'menu', 'fullscreen', 'hamburger-menu']","{'account_id': 20586333, 'reputation': 3, 'user_id': 17405859, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/j8JjB.jpg?s=256&g=1', 'display_name': 'eaesergio', 'link': 'https://stackoverflow.com/users/17405859/eaesergio'}",False,27,1,0,1653720681,1653717887,72413301,CC BY-SA 4.0,https://stackoverflow.com/questions/72413301/closing-fullscreen-menu-after-click-the-menu-link,Closing fullscreen menu after click the menu link,,,,,,,
660,"['javascript', 'html', 'jquery', 'css', 'node.js']","{'account_id': 22940102, 'reputation': 45, 'user_id': 17073004, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GitIJ-q65203Jpp8XCkK0sXAgUT2noKm9RhNWoK=k-s256', 'display_name': 'Prabhdeep Singh', 'link': 'https://stackoverflow.com/users/17073004/prabhdeep-singh'}",True,29,2,1,1653716423,1653715262,72413083,CC BY-SA 4.0,https://stackoverflow.com/questions/72413083/jquery-append-creating-issues,Jquery append creating issues,72413139.0,,,,,,
661,"['html', 'css', 'shiny', 'shinydashboard', 'shinyapps']","{'account_id': 20084490, 'reputation': 169, 'user_id': 14868525, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2dd4d39b573a6feccd1bacf1afffc41?s=256&d=identicon&r=PG&f=1', 'display_name': 'galaxy--', 'link': 'https://stackoverflow.com/users/14868525/galaxy'}",True,53,1,0,1653716407,1653684974,72410995,CC BY-SA 4.0,https://stackoverflow.com/questions/72410995/shinydashboard-align-logo-to-the-right,"Shinydashboard, align logo to the right",72413182.0,1653694617.0,,,,,
662,"['javascript', 'html', 'css', 'reactjs', 'sass']","{'account_id': 21382001, 'reputation': 2110, 'user_id': 15747757, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-oFBUqHS4wDs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckCioQ9wYf0YfEI2zsXj5EvqrOIWg/s96-c/photo.jpg?sz=256', 'display_name': 'Rohith Nambiar', 'link': 'https://stackoverflow.com/users/15747757/rohith-nambiar'}",True,129,1,0,1653714032,1653706846,72412585,CC BY-SA 4.0,https://stackoverflow.com/questions/72412585/hamburger-menu-z-index-issue,Hamburger menu z-index issue,72412986.0,1653712984.0,,,,,
663,"['javascript', 'html', 'css']","{'account_id': 25110549, 'reputation': 51, 'user_id': 18960245, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgwqRVTTMCEMl2k-N_rZEXgFi2Z6iOkw4EUVybumQ=k-s256', 'display_name': 'Android Army', 'link': 'https://stackoverflow.com/users/18960245/android-army'}",False,35,2,-1,1653713600,1653711770,72412827,CC BY-SA 4.0,https://stackoverflow.com/questions/72412827/how-i-can-make-my-nav-bar-to-come-over-my-background,How i can make my nav bar to come over my background,,,,,,,
664,"['javascript', 'css', 'reactjs']","{'account_id': 25120742, 'reputation': 129, 'user_id': 18969126, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx45uiGOe1N5IjfTsvPdiCfnUsEodKXWvBkMdO3=k-s256', 'display_name': 'CodingNewb', 'link': 'https://stackoverflow.com/users/18969126/codingnewb'}",True,72,2,1,1653711381,1652098320,72171799,CC BY-SA 4.0,https://stackoverflow.com/questions/72171799/div-is-ignoring-whatever-styling-i-put-on-it,Div is ignoring whatever styling I put on it,72171839.0,1653711381.0,,,,,
665,"['javascript', 'html', 'jquery', 'css']","{'account_id': 22043844, 'reputation': 352, 'user_id': 16309201, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a373df0acc718c8f1e97711c3241914?s=256&d=identicon&r=PG&f=1', 'display_name': 'kate moss', 'link': 'https://stackoverflow.com/users/16309201/kate-moss'}",True,127,1,0,1653710973,1653678091,72409994,CC BY-SA 4.0,https://stackoverflow.com/questions/72409994/how-to-redirect-to-another-div-while-clicking-on-accordion-elements,How to redirect to another div while clicking on accordion elements?,72410163.0,1653710973.0,,,,,
666,"['html', 'css', 'css-animations']","{'account_id': 15221815, 'reputation': 568, 'user_id': 10983537, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/27b6bb2c6eafba2736a8b6c12cb6230d?s=256&d=identicon&r=PG&f=1', 'display_name': 'provance', 'link': 'https://stackoverflow.com/users/10983537/provance'}",True,45,1,-1,1653710217,1653709102,72412696,CC BY-SA 4.0,https://stackoverflow.com/questions/72412696/how-to-switch-background-gradient-smoothly,how to switch background gradient smoothly,72412748.0,1653709804.0,,,,,
667,"['css', 'reactjs', 'inline-styles']","{'account_id': 23411135, 'reputation': 11, 'user_id': 17472804, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9de0bd75205b4f909a84f6f6d10ea473?s=256&d=identicon&r=PG', 'display_name': 'Student', 'link': 'https://stackoverflow.com/users/17472804/student'}",False,530,2,0,1653709924,1653706840,72412584,CC BY-SA 4.0,https://stackoverflow.com/questions/72412584/how-to-add-string-variable-or-a-i0-property-on-inline-style-reactjs,How to add String variable or a --i:0 property on inline style ReactJS?,,1653707040.0,,,,,
668,"['html', 'css']","{'account_id': 21695440, 'reputation': 971, 'user_id': 16009435, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/a0lj1.png?s=256&g=1', 'display_name': 'seriously', 'link': 'https://stackoverflow.com/users/16009435/seriously'}",True,33,1,0,1653709115,1653706659,72412571,CC BY-SA 4.0,https://stackoverflow.com/questions/72412571/elements-geting-out-of-container-when-hovered,elements geting out of container when hovered,72412664.0,,,,,,
669,"['html', 'css', 'flexbox']","{'account_id': 24930089, 'reputation': 33, 'user_id': 18797319, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0de448843c7268e0c11e942bd181aead?s=256&d=identicon&r=PG&f=1', 'display_name': 'Speed Fox', 'link': 'https://stackoverflow.com/users/18797319/speed-fox'}",True,44,1,0,1653702948,1653702184,72412340,CC BY-SA 4.0,https://stackoverflow.com/questions/72412340/parent-flex-doesnt-shrink-when-using-flex-basis-and-long-text-in-child,Parent flex doesn&#39;t shrink when using flex-basis and long text in child,72412364.0,,,,,,
670,"['html', 'css']","{'account_id': 20201463, 'reputation': 11, 'user_id': 14817039, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgVDpLnYYFZqvCfKafWMl9PUVGwkSRnQZR5BVIVrQ=k-s256', 'display_name': 'veer mewada', 'link': 'https://stackoverflow.com/users/14817039/veer-mewada'}",False,52,3,0,1653702643,1653678427,72410036,CC BY-SA 4.0,https://stackoverflow.com/questions/72410036/not-able-to-change-properties-of-an-h1-element,Not able to change properties of an h1 element,,,,,,,
671,"['html', 'css', 'footer', 'bootstrap-5']","{'account_id': 21170738, 'reputation': 51, 'user_id': 15567111, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/65b9d9f6fbd6c2c624d3d2d93758d5f4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Manav Joshi', 'link': 'https://stackoverflow.com/users/15567111/manav-joshi'}",True,65,3,2,1653702449,1651768750,72130751,CC BY-SA 4.0,https://stackoverflow.com/questions/72130751/make-footer-being-pushed-to-bottom-by-upper-content,Make footer being pushed to bottom by upper content,,1653700956.0,,,,,
672,"['css', 'leaflet']","{'account_id': 4688112, 'reputation': 43, 'user_id': 3794989, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Backus', 'link': 'https://stackoverflow.com/users/3794989/backus'}",True,221,1,2,1653702297,1653501781,72382317,CC BY-SA 4.0,https://stackoverflow.com/questions/72382317/leaflet-tooltip-cant-have-max-width-and-text-wrapping,Leaflet tooltip can&#39;t have max width and text wrapping,72385957.0,,,,,,
673,"['html', 'css']","{'account_id': 25404235, 'reputation': 11, 'user_id': 19213196, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9865a84f55d5bc5501c0c0f37818fbe9?s=256&d=identicon&r=PG', 'display_name': 'Thorin', 'link': 'https://stackoverflow.com/users/19213196/thorin'}",False,50,1,1,1653700911,1653645983,72403739,CC BY-SA 4.0,https://stackoverflow.com/questions/72403739/my-html-tab-switch-is-not-working-what-am-i-doing-wrong,"My Html tab switch is not working, what am i doing wrong?",,1653700911.0,,,,,
674,"['html', 'css']","{'account_id': 25400673, 'reputation': 11, 'user_id': 19210232, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe43a51fa9e3f1ab8abfad7f6885c4c9?s=256&d=identicon&r=PG', 'display_name': 'Emma Carr', 'link': 'https://stackoverflow.com/users/19210232/emma-carr'}",True,107,2,0,1653698407,1653695357,72411979,CC BY-SA 4.0,https://stackoverflow.com/questions/72411979/i-am-trying-to-style-images-in-a-div-class-in-css-but-it-will-not-work-for-me-w,I am trying to style images in a div class in css but it will not work for me. Why is this?,,1653696495.0,,,,,
675,"['javascript', 'css', 'vue.js', 'class', 'binding']","{'account_id': 25142233, 'reputation': 25, 'user_id': 18988456, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1sj9S.jpg?s=256&g=1', 'display_name': 'Hardream', 'link': 'https://stackoverflow.com/users/18988456/hardream'}",True,78,2,1,1653696704,1653580218,72394586,CC BY-SA 4.0,https://stackoverflow.com/questions/72394586/apply-css-conditionally-in-a-loop-vuejs,Apply CSS conditionally in a loop - VueJS,72394998.0,1653581198.0,,,,,
676,"['javascript', 'html', 'css']","{'account_id': 25404924, 'reputation': 3, 'user_id': 19213791, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/19628d8e89c4dbb37dfdc867fac75fa8?s=256&d=identicon&r=PG', 'display_name': 'adi', 'link': 'https://stackoverflow.com/users/19213791/adi'}",True,46,1,0,1653695934,1653657713,72406141,CC BY-SA 4.0,https://stackoverflow.com/questions/72406141/flexbox-items-internal-size-ratio,Flexbox items internal size ratio,72406583.0,1653695934.0,,,,,
677,"['css', 'reactjs', 'next.js', 'nextjs-image']","{'account_id': 24831435, 'reputation': 55, 'user_id': 18710568, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzT-CxCE7LHp9kFdNdpZPGfMGbLLvnGhgxxiA5J=k-s256', 'display_name': 'Alfa', 'link': 'https://stackoverflow.com/users/18710568/alfa'}",True,200,2,1,1653695315,1653679218,72410147,CC BY-SA 4.0,https://stackoverflow.com/questions/72410147/how-to-use-nextjs-component-level-css,How to use NextJS Component level CSS,72411977.0,,,,,,
678,"['html', 'css', 'css-grid']","{'account_id': 25353943, 'reputation': 41, 'user_id': 19170382, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XnipX.jpg?s=256&g=1', 'display_name': 'AveryH', 'link': 'https://stackoverflow.com/users/19170382/averyh'}",True,356,4,3,1653694619,1653632031,72401182,CC BY-SA 4.0,https://stackoverflow.com/questions/72401182/css-borders-unwanted-gaps-and-sub-pixel-rendering-issues,"CSS Borders, Unwanted Gaps and Sub-Pixel Rendering Issues",,1653683550.0,,,,,
679,"['javascript', 'html', 'css', 'colors']","{'account_id': 239815, 'reputation': 15104, 'user_id': 509670, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/aa1b1d32f11ffbc82d15a15961dcaf48?s=256&d=identicon&r=PG', 'display_name': 'Sam', 'link': 'https://stackoverflow.com/users/509670/sam'}",True,152,1,0,1653694066,1653689865,72411549,CC BY-SA 4.0,https://stackoverflow.com/questions/72411549/how-to-setup-a-simple-color-scheme-via-css-root-variables,How to setup a simple color scheme via CSS Root Variables?,72411621.0,1653694066.0,,,,,
680,"['javascript', 'html', 'css', 'overflow', 'contenteditable']","{'account_id': 19020980, 'reputation': 11, 'user_id': 18350253, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/993bc282d4414fabe7be1f436ab88479?s=256&d=identicon&r=PG&f=1', 'display_name': 'For', 'link': 'https://stackoverflow.com/users/18350253/for'}",False,20,1,1,1653693771,1653684972,72410993,CC BY-SA 4.0,https://stackoverflow.com/questions/72410993/how-to-make-insertion-into-contenteditable-paragraph-bound-by-its-size,How to make insertion into contentEditable paragraph bound by its size?,,,,,,,
681,"['html', 'css', 'sass']","{'account_id': 5885104, 'reputation': 166, 'user_id': 4633355, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-wGO6U49AU9Y/AAAAAAAAAAI/AAAAAAAAAlU/QI6XIBkvlGU/photo.jpg?sz=256', 'display_name': 'Martino', 'link': 'https://stackoverflow.com/users/4633355/martino'}",False,60,0,1,1653692420,1653322220,72351674,CC BY-SA 4.0,https://stackoverflow.com/questions/72351674/css-will-change-breaks-on-safari,CSS will-change breaks on Safari,,1653692420.0,,,,,
682,"['html', 'css', 'header']","{'account_id': 17422286, 'reputation': 3, 'user_id': 12627646, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c99dd74c96a1ec0e27368e81373619e4?s=256&d=identicon&r=PG&f=1', 'display_name': 'jdcampolargo', 'link': 'https://stackoverflow.com/users/12627646/jdcampolargo'}",True,27,2,0,1653690315,1653687230,72411283,CC BY-SA 4.0,https://stackoverflow.com/questions/72411283/header-html-getting-moved-depending-if-its-on-mobile-or-laptop,Header HTML getting moved depending if it&#39;s on mobile or laptop,72411406.0,,,,,,
683,"['css', 'tailwind-css']","{'account_id': 25277861, 'reputation': 83, 'user_id': 19106169, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4ce8ef2b039c604d92ae429bb875167b?s=256&d=identicon&r=PG', 'display_name': 'holdmydev', 'link': 'https://stackoverflow.com/users/19106169/holdmydev'}",True,246,2,1,1653687767,1653684541,72410941,CC BY-SA 4.0,https://stackoverflow.com/questions/72410941/how-to-get-divs-to-stack-on-mobile-and-inline-on-desktop-screens,How to get divs to stack on mobile and inline on desktop screens?,72411050.0,,,,,,
