,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from,protected_date,community_owned_date,locked_date
500,"['javascript', 'jquery', 'css', 'draggable']","{'account_id': 1525158, 'reputation': 34859, 'user_id': 1423787, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/UQdmr.jpg?s=256&g=1', 'display_name': 'Lloyd Banks', 'link': 'https://stackoverflow.com/users/1423787/lloyd-banks'}",True,861,1,0,1481777818,1356103815,13992831,CC BY-SA 3.0,https://stackoverflow.com/questions/13992831/draggable-containment-option-doesnt-limit-items-right-or-bottom-borders,Draggable Containment Option Doesn&#39;t Limit Item&#39;s Right or Bottom Borders?,14140160.0,1481777818.0,,,,,,
501,"['javascript', 'css', 'css-selectors', 'selectors-api']","{'account_id': 1303297, 'reputation': 1954, 'user_id': 1252794, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/sQbhw.png?s=256&g=1', 'display_name': 'skyline26', 'link': 'https://stackoverflow.com/users/1252794/skyline26'}",True,4210,1,16,1481698560,1356084116,13987979,CC BY-SA 3.0,https://stackoverflow.com/questions/13987979/how-to-properly-escape-attribute-values-in-css-js-attribute-selector-attr-value,How to properly escape attribute values in css/js attribute selector [attr=value]?,13988017.0,1481698560.0,,,,,,
502,"['css', 'css-float', 'overflow']","{'account_id': 470910, 'reputation': 1581, 'user_id': 878357, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/a8a8120df03a47f6e58f501791a738f4?s=256&d=identicon&r=PG', 'display_name': 'AssamGuy', 'link': 'https://stackoverflow.com/users/878357/assamguy'}",True,5765,5,1,1481683658,1355311148,13838585,CC BY-SA 3.0,https://stackoverflow.com/questions/13838585/child-div-outside-the-parent,child div outside the parent,13838767.0,1481683658.0,,,,,,
503,"['html', 'css', 'fonts', 'internationalization']","{'account_id': 108981, 'reputation': 16465, 'user_id': 289011, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/7fabc4413849953957908f8690c2c24c?s=256&d=identicon&r=PG', 'display_name': 'BorrajaX', 'link': 'https://stackoverflow.com/users/289011/borrajax'}",True,4118,2,14,1481483489,1355332044,13844927,CC BY-SA 3.0,https://stackoverflow.com/questions/13844927/prevent-browsers-from-using-default-fallback-fonts,Prevent browsers from using default/fallback fonts,13845440.0,,,,,,,
504,"['javascript', 'jquery', 'css', 'html']","{'account_id': 384520, 'reputation': 59099, 'user_id': 741099, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/9a7101fe3ba50e621e91ee1edf9d27bb?s=256&d=identicon&r=PG', 'display_name': 'Nyxynyx', 'link': 'https://stackoverflow.com/users/741099/nyxynyx'}",True,1236,6,1,1481387538,1355714393,13907858,CC BY-SA 3.0,https://stackoverflow.com/questions/13907858/getting-data-attributes-using-jquery,Getting data- attributes using jQuery,13907900.0,,,,,,,
505,['css'],"{'account_id': 946360, 'reputation': 21705, 'user_id': 973552, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/wz2OO.jpg?s=256&g=1', 'display_name': 'StudioTime', 'link': 'https://stackoverflow.com/users/973552/studiotime'}",True,4760,1,1,1481201797,1356711335,14072400,CC BY-SA 3.0,https://stackoverflow.com/questions/14072400/css-inset-border-color-incorrect,CSS inset border color incorrect,14072573.0,,,,,,,
506,"['javascript', 'html', 'css', 'twitter-bootstrap']","{'account_id': 1196812, 'reputation': 2802, 'user_id': 1168355, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/2HgmV.jpg?s=256&g=1', 'display_name': 'Kshitiz', 'link': 'https://stackoverflow.com/users/1168355/kshitiz'}",True,34587,6,18,1481151175,1355536629,13888598,CC BY-SA 3.0,https://stackoverflow.com/questions/13888598/create-responsive-tabs-using-bootstrap-they-should-get-stacked-automatically-on,Create Responsive Tabs using Bootstrap (They should get stacked automatically on smaller screens),,,,,,,,
507,"['html', 'css', 'wordpress']","{'account_id': 2135660, 'reputation': 21, 'user_id': 1895533, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/29cf30ac4b0f9ae04ed8f002a08a81f2?s=256&d=identicon&r=PG', 'display_name': 'user1895533', 'link': 'https://stackoverflow.com/users/1895533/user1895533'}",False,157,2,2,1480630272,1355249510,13826032,CC BY-SA 3.0,https://stackoverflow.com/questions/13826032/cant-align-text-left-in-table-due-to-pre-existing-style-on-wordpress-site-but-c,Can&#39;t align text left in table due to pre-existing style on Wordpress site but can&#39;t find it with firebug,,1480630272.0,,,,,,
508,"['javascript', 'jquery', 'css']","{'account_id': 2071013, 'reputation': 1187, 'user_id': 1845500, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/8db909abff2f94699d46a05c01f18720?s=256&d=identicon&r=PG', 'display_name': 'FatDogMark', 'link': 'https://stackoverflow.com/users/1845500/fatdogmark'}",True,653,2,1,1480189271,1354359587,13658750,CC BY-SA 3.0,https://stackoverflow.com/questions/13658750/how-to-hide-scrollbar-with-using-overflow-xscroll,How to hide scrollbar with using overflow-x:scroll?,13659600.0,1480189271.0,,,,,,
509,"['html', 'css', 'image', 'position', 'shadow']","{'account_id': 960057, 'reputation': 44914, 'user_id': 984621, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/817afccebcbe3a4983a5e8c584f30373?s=256&d=identicon&r=PG', 'display_name': 'user984621', 'link': 'https://stackoverflow.com/users/984621/user984621'}",True,14079,4,3,1479754409,1356804790,14084542,CC BY-SA 3.0,https://stackoverflow.com/questions/14084542/htmlcss-how-to-add-shadow-as-image-to-image,HTML+CSS: How to add shadow (as image) to image?,14084633.0,1356805457.0,,,,,,
510,"['css', 'html', 'css-float', 'overflow']","{'account_id': 437912, 'reputation': 637, 'user_id': 825851, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/77e6b4df4b72c3a9883d40e579be79d4?s=256&d=identicon&r=PG', 'display_name': 'Suraj Hazarika', 'link': 'https://stackoverflow.com/users/825851/suraj-hazarika'}",True,25874,3,6,1479374654,1354965974,13777013,CC BY-SA 3.0,https://stackoverflow.com/questions/13777013/child-div-goes-outside-parent-div,child div goes outside parent div,,,,,,,,
511,"['android', 'css', 'gradient', 'css-tables']","{'account_id': 141803, 'reputation': 519, 'user_id': 349096, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/0dbfa2e753c0382872f9d644aefec43a?s=256&d=identicon&r=PG', 'display_name': 'mld', 'link': 'https://stackoverflow.com/users/349096/mld'}",False,179,0,0,1479163311,1354499685,13676121,CC BY-SA 3.0,https://stackoverflow.com/questions/13676121/css-background-gradient-on-tables-leaving-extra-border-on-some-elements-on-andro,CSS background gradient on tables leaving extra border on some elements on Android 4.0,,1479163311.0,,,,,,
512,"['html', 'xml', 'css', 'xml-namespaces']","{'account_id': 246386, 'reputation': 1881, 'user_id': 520520, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b7b3b1690c33e8c76b3f580e1b6c31c1?s=256&d=identicon&r=PG', 'display_name': 'Zach Shallbetter', 'link': 'https://stackoverflow.com/users/520520/zach-shallbetter'}",True,549,3,4,1479134637,1354303865,13651841,CC BY-SA 3.0,https://stackoverflow.com/questions/13651841/are-css3-namespaces-used-for-anything-except-xml,Are CSS3 namespaces used for anything except XML?,13672828.0,1354477225.0,,,,,,
513,"['html', 'css', 'css-selectors']","{'account_id': 207523, 'reputation': 2810, 'user_id': 457437, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/cb4c649045ad424019c7dd210e151360?s=256&d=identicon&r=PG', 'display_name': 'samuraiseoul', 'link': 'https://stackoverflow.com/users/457437/samuraiseoul'}",True,11618,3,3,1478773860,1356683341,14066728,CC BY-SA 3.0,https://stackoverflow.com/questions/14066728/css-change-color-of-li-if-its-in-the-div-class,CSS change color of li if it&#39;s in the div class,14066742.0,,,,,,,
514,"['html', 'css', 'printing']","{'account_id': 1168148, 'reputation': 7959, 'user_id': 1145963, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/77a276cb692164a421fd916cdd2b43fe?s=256&d=identicon&r=PG', 'display_name': 'Matt Wilson', 'link': 'https://stackoverflow.com/users/1145963/matt-wilson'}",True,10792,2,10,1478556648,1355596900,13895041,CC BY-SA 3.0,https://stackoverflow.com/questions/13895041/specifying-phyiscal-size-in-css-e-g-2-inches-when-printing-a-web-page,Specifying phyiscal size in CSS (e.g. 2 inches) when printing a web page,13895206.0,1355597294.0,,,,,,
515,"['css', 'html', 'css-position']","{'account_id': 1592093, 'reputation': 1331, 'user_id': 1475202, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/f0177fc85cd0ecd623b2206b4236a1cb?s=256&d=identicon&r=PG', 'display_name': 'WeaklyTyped', 'link': 'https://stackoverflow.com/users/1475202/weaklytyped'}",True,4352,3,2,1478502631,1356164422,14001219,CC BY-SA 3.0,https://stackoverflow.com/questions/14001219/topmost-fixed-position-div-moving-with-non-position-div,Topmost &#39;fixed&#39; position div moving with non position div,14001239.0,1469932684.0,,,,,,
516,"['html', 'css']","{'account_id': 1181375, 'reputation': 21834, 'user_id': 1156245, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/Cug0U.jpg?s=256&g=1', 'display_name': 'geotheory', 'link': 'https://stackoverflow.com/users/1156245/geotheory'}",True,14134,2,1,1478120828,1356537420,14042938,CC BY-SA 3.0,https://stackoverflow.com/questions/14042938/remove-html-canvas-border,Remove HTML canvas border,14042964.0,,,,,,,
517,"['html', 'css', 'wordpress', 'icons']","{'account_id': 1429703, 'reputation': 281, 'user_id': 1352382, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/cdd9ee4b619d7241d453992fd21455db?s=256&d=identicon&r=PG', 'display_name': 'Dani Bălă', 'link': 'https://stackoverflow.com/users/1352382/dani-b%c4%83l%c4%83'}",True,60915,4,22,1478001424,1355437694,13869618,CC BY-SA 3.0,https://stackoverflow.com/questions/13869618/set-icon-font-as-background-in-css-property,Set icon font as background in CSS property,13869902.0,1430991124.0,,,,,,
518,"['html', 'css', 'css-selectors', 'pseudo-class']","{'account_id': 16083, 'reputation': 5013, 'user_id': 34683, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/28ebb0bf4b489823ac766ad87c87ba9b?s=256&d=identicon&r=PG', 'display_name': 'GR7', 'link': 'https://stackoverflow.com/users/34683/gr7'}",True,4444,2,3,1477927542,1356566212,14047749,CC BY-SA 3.0,https://stackoverflow.com/questions/14047749/why-does-css-sectiononly-child-selector-not-work,Why does CSS section:only-child selector not work?,14047805.0,1360269405.0,,,,,,
519,"['javascript', 'jquery', 'css', 'html-table']","{'account_id': 2091324, 'reputation': 469, 'user_id': 1861097, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/nnPf3.jpg?s=256&g=1', 'display_name': 'Johncze', 'link': 'https://stackoverflow.com/users/1861097/johncze'}",True,2689,1,4,1477346425,1356555245,14046146,CC BY-SA 3.0,https://stackoverflow.com/questions/14046146/make-rowspan-when-cells-are-identical,Make rowspan when cells are identical,,1495540006.0,,,,,,
520,"['html', 'css', 'firefox', 'html-table']","{'account_id': 2074378, 'reputation': 157, 'user_id': 1848156, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/71371f91bdc38ec6b83a7c7f7100ca35?s=256&d=identicon&r=PG', 'display_name': 'jphogan', 'link': 'https://stackoverflow.com/users/1848156/jphogan'}",True,244,3,1,1477344314,1354852532,13756655,CC BY-SA 3.0,https://stackoverflow.com/questions/13756655/firefox-17-0-1-ignoring-font-weight,Firefox 17.0.1 ignoring font-weight,,1477344314.0,,,,,,
521,"['jquery', 'html', 'css', 'html-table']","{'account_id': 1420398, 'reputation': 385, 'user_id': 1345145, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/95e953e7ed701481fa93d3a2b67eff19?s=256&d=identicon&r=PG&f=1', 'display_name': 'asing', 'link': 'https://stackoverflow.com/users/1345145/asing'}",True,13169,1,1,1477344261,1355191722,13812531,CC BY-SA 3.0,https://stackoverflow.com/questions/13812531/adding-multiple-classes-on-table-td,Adding multiple classes on table td,13812553.0,1477344261.0,,,,,,
522,"['css', 'internet-explorer-8', 'html-table', 'border']","{'account_id': 1909202, 'reputation': 45, 'user_id': 1723472, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/33f1777ead41671d67e07e7c8985552b?s=256&d=identicon&r=PG', 'display_name': 'jrrj07', 'link': 'https://stackoverflow.com/users/1723472/jrrj07'}",True,9062,1,4,1477344233,1355762906,13918345,,https://stackoverflow.com/questions/13918345/td-borders-from-a-table-not-showing-in-ie8,"TD Borders from a table, not showing in IE8",13918503.0,1495535559.0,1355782395.0,exact duplicate,,,,
523,"['javascript', 'html', 'css', 'html-table']","{'account_id': 1533979, 'reputation': 5062, 'user_id': 1430492, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/xwRkT.jpg?s=256&g=1', 'display_name': 'vusan', 'link': 'https://stackoverflow.com/users/1430492/vusan'}",True,2008,3,3,1477344190,1355894427,13945982,CC BY-SA 3.0,https://stackoverflow.com/questions/13945982/td-without-parent-table-tag,td without parent table tag,13946031.0,1477344190.0,,,,,,
524,"['html', 'css', 'sublimetext2']","{'account_id': 1780381, 'reputation': 1231, 'user_id': 1623282, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/1a248fc1a0020a19b2fc65f2ceb388a5?s=256&d=identicon&r=PG', 'display_name': 'goerwin', 'link': 'https://stackoverflow.com/users/1623282/goerwin'}",True,167,2,1,1477283071,1356722964,14074674,CC BY-SA 3.0,https://stackoverflow.com/questions/14074674/is-there-a-way-i-can-know-what-files-are-affected-by-a-css-rule-using-sublime-te,Is there a way I can know what files are affected by a CSS rule using Sublime Text 2?,14080316.0,1356884668.0,,,,,,
525,"['html', 'css']","{'account_id': 996358, 'reputation': 8480, 'user_id': 1012181, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/56bba754017a228802a5afd75500c928?s=256&d=identicon&r=PG', 'display_name': 'user1012181', 'link': 'https://stackoverflow.com/users/1012181/user1012181'}",True,2667,3,0,1477263680,1355839923,13934805,CC BY-SA 3.0,https://stackoverflow.com/questions/13934805/font-color-change-in-textfield,Font color change in textfield,13934917.0,,,,,,,
526,"['css', 'internet-explorer', 'icons', 'tinymce']","{'account_id': 931887, 'reputation': 12119, 'user_id': 961627, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/f601d2a7c6970812b52069aa19c478af?s=256&d=identicon&r=PG', 'display_name': 'user961627', 'link': 'https://stackoverflow.com/users/961627/user961627'}",True,2737,2,2,1477050962,1355133756,13798667,CC BY-SA 3.0,https://stackoverflow.com/questions/13798667/tinymce-icons-in-internet-explorer,tinymce icons in internet explorer,14430741.0,1495541205.0,,,,,,
527,"['html', 'css', 'styling']","{'account_id': 361642, 'reputation': 22484, 'user_id': 1426157, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/65d40c9749feaf1208c16337f19c0947?s=256&d=identicon&r=PG&f=1', 'display_name': 'iJade', 'link': 'https://stackoverflow.com/users/1426157/ijade'}",True,76908,9,13,1475110274,1356516868,14039079,CC BY-SA 3.0,https://stackoverflow.com/questions/14039079/difference-between-display-none-and-display-block,Difference between display none and display block,14039105.0,1428599252.0,,,,,,
528,"['css', 'border']","{'account_id': 2034373, 'reputation': 129, 'user_id': 1817098, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/4919de69b0a4a6999eddc0e6c0a9fc23?s=256&d=identicon&r=PG', 'display_name': 'Lera', 'link': 'https://stackoverflow.com/users/1817098/lera'}",True,5072,2,3,1475064377,1355604357,13896047,CC BY-SA 3.0,https://stackoverflow.com/questions/13896047/css-moving-a-border-inside-a-table-cell,css moving a border inside a table cell,,,,,,,,
529,['css'],"{'account_id': 1825424, 'reputation': 255, 'user_id': 1658370, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/231fbb77c4bbec3b5227d0c1c604b01c?s=256&d=identicon&r=PG', 'display_name': 'mckeegan375', 'link': 'https://stackoverflow.com/users/1658370/mckeegan375'}",True,178,3,1,1474916254,1355579998,13892838,CC BY-SA 3.0,https://stackoverflow.com/questions/13892838/floated-div-vertical-align,Floated div vertical align,13892959.0,1355581703.0,,,,,,
530,"['css', 'sass', 'css-calc']","{'account_id': 1803828, 'reputation': 17023, 'user_id': 1641422, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/5MDkC.jpg?s=256&g=1', 'display_name': 'jviotti', 'link': 'https://stackoverflow.com/users/1641422/jviotti'}",True,999,1,0,1474897187,1355617184,13897437,CC BY-SA 3.0,https://stackoverflow.com/questions/13897437/media-query-not-overriding-webkit-calc,Media Query not overriding webkit calc,14343865.0,1474897187.0,,,,,,
531,"['html', 'css']","{'account_id': 1665528, 'reputation': 3276, 'user_id': 1533010, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/544d0b0c1e2a6b945ee40af8befd4710?s=256&d=identicon&r=PG', 'display_name': 'Austin Davis', 'link': 'https://stackoverflow.com/users/1533010/austin-davis'}",True,335,4,1,1474666370,1356732737,14076456,CC BY-SA 3.0,https://stackoverflow.com/questions/14076456/trouble-centering-images-in-a-div,Trouble centering images in a div,14076588.0,1495540109.0,,,,,,
532,"['javascript', 'css', 'html']","{'account_id': 279495, 'reputation': 3725, 'user_id': 574686, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/78ca2bb02d19ca5225897136c047ec73?s=256&d=identicon&r=PG', 'display_name': 'Eugeny89', 'link': 'https://stackoverflow.com/users/574686/eugeny89'}",True,4708,6,8,1474580820,1355327813,13843611,CC BY-SA 3.0,https://stackoverflow.com/questions/13843611/jquery-height-and-float-parameter-in-css,jquery.height() and float parameter in CSS,13843785.0,,,,,,,
533,"['jquery', 'html', 'css']","{'account_id': 2122694, 'reputation': 88, 'user_id': 1885626, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/OmjzO.jpg?s=256&g=1', 'display_name': 'Monstrum', 'link': 'https://stackoverflow.com/users/1885626/monstrum'}",True,187,2,-4,1474559331,1356424171,14028987,,https://stackoverflow.com/questions/14028987/replying-to-a-post,Replying to a post,14029126.0,1474559331.0,1356497315.0,not a real question,,,,
534,"['html', 'css', 'blogger']","{'account_id': 1274641, 'reputation': 1162, 'user_id': 1238808, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/27f90d8606809eca80780df60e0249c4?s=256&d=identicon&r=PG', 'display_name': 'Al-Ahmadgaid Asaad', 'link': 'https://stackoverflow.com/users/1238808/al-ahmadgaid-asaad'}",True,8853,3,0,1474024009,1356187098,14003699,CC BY-SA 3.0,https://stackoverflow.com/questions/14003699/html-change-the-font-size-of-the-blogger-post-title,HTML: Change the font size of the Blogger Post Title,14003813.0,,,,,,,
535,"['html', 'css', 'styles', 'html-lists']","{'account_id': 2100661, 'reputation': 33, 'user_id': 1868388, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43da5197fbdf1898b4768131a4432e60?s=256&d=identicon&r=PG', 'display_name': 'user1868388', 'link': 'https://stackoverflow.com/users/1868388/user1868388'}",True,8650,3,3,1473704530,1354354517,13658160,CC BY-SA 3.0,https://stackoverflow.com/questions/13658160/css-ulli-indent-problems,CSS &lt;ul&gt;&lt;li&gt; indent problems,13658188.0,1354355875.0,,,,,,
536,"['html', 'background', 'media-queries', 'css']","{'account_id': 321452, 'reputation': 851, 'user_id': 640293, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/63ba145ac2f10dc8de9e8124495f8fa5?s=256&d=identicon&r=PG', 'display_name': 'Vitaliy G.', 'link': 'https://stackoverflow.com/users/640293/vitaliy-g'}",True,54926,4,19,1473103964,1354362874,13659204,CC BY-SA 3.0,https://stackoverflow.com/questions/13659204/background-size-cover-does-not-cover-mobile-screen,&quot;background-size: cover&quot; does not cover mobile screen,13663071.0,1354370558.0,,,,,,
537,"['javascript', 'jquery', 'html', 'css']","{'account_id': 336031, 'reputation': 5735, 'user_id': 663456, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/2f512b864f482087008751c4554b2bdb?s=256&d=identicon&r=PG', 'display_name': 'Philip', 'link': 'https://stackoverflow.com/users/663456/philip'}",True,6554,3,4,1472845700,1354289128,13648100,CC BY-SA 3.0,https://stackoverflow.com/questions/13648100/how-to-make-html-img-scroll-according-to-mouse-movement,How to make HTML &lt;IMG&gt; scroll according to mouse movement?,13648213.0,,,,,,,
538,['css'],"{'account_id': 1642263, 'reputation': 350, 'user_id': 1514485, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/25ce1184407950f43961ff19eab49e60?s=256&d=identicon&r=PG', 'display_name': 'Miguel Antunes', 'link': 'https://stackoverflow.com/users/1514485/miguel-antunes'}",True,1138,1,0,1472652102,1355329982,13844262,CC BY-SA 3.0,https://stackoverflow.com/questions/13844262/how-can-i-use-ellipsis-in-a-link-that-have-after-pseudo-element,How can I use ellipsis in a link that have :after pseudo element,13844787.0,1355330492.0,,,,,,
539,"['html', 'css', 'alignment']","{'account_id': 25438, 'reputation': 263100, 'user_id': 65387, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/c0377fc1b08293d3362611978913a32b?s=256&d=identicon&r=PG', 'display_name': 'mpen', 'link': 'https://stackoverflow.com/users/65387/mpen'}",True,1660,2,1,1471295323,1354401824,13664505,CC BY-SA 4.0,https://stackoverflow.com/questions/13664505/how-do-i-make-radio-buttons-sit-inside-label-and-center-text-next-to-them,How do I make radio buttons sit inside label and center text next to them?,,1592644375.0,,,,,,
540,"['jquery', 'html', 'css']","{'account_id': 274099, 'reputation': 6051, 'user_id': 566127, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/P2eIk.jpg?s=256&g=1', 'display_name': 'David Passmore', 'link': 'https://stackoverflow.com/users/566127/david-passmore'}",True,1103,1,1,1471132619,1354408547,13665266,CC BY-SA 3.0,https://stackoverflow.com/questions/13665266/jquery-image-slider-not-showing-content-on-ie7,jQuery image slider not showing content on IE7,13665628.0,1471132619.0,,,,,,
541,"['jquery', 'css', 'bxslider']","{'account_id': 927503, 'reputation': 2458, 'user_id': 957981, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2e5c9a34a4e538d4392b6cebdf7bd887?s=256&d=identicon&r=PG', 'display_name': 'Matija Milković', 'link': 'https://stackoverflow.com/users/957981/matija-milkovi%c4%87'}",True,39247,6,18,1470999080,1354707007,13722282,CC BY-SA 3.0,https://stackoverflow.com/questions/13722282/bxslider-calculating-wrong-viewport-size-on-load,bxslider calculating wrong viewport size on load,14849204.0,1360745310.0,,,,,,
542,"['css', 'ruby-on-rails']","{'account_id': 48977, 'reputation': 4035, 'user_id': 145684, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/f90947872162ab16e9a76085569a46f8?s=256&d=identicon&r=PG', 'display_name': 'steven_noble', 'link': 'https://stackoverflow.com/users/145684/steven-noble'}",True,2069,5,2,1470102881,1355395638,13858178,CC BY-SA 3.0,https://stackoverflow.com/questions/13858178/how-do-you-add-more-than-one-css-class-to-an-img-using-image-tag,How do you add more than one css class to an &lt;img&gt; using image_tag?,13858202.0,,,,,,,
543,"['html', 'css', 'sticky-footer']","{'account_id': 1420045, 'reputation': 2199, 'user_id': 1344855, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/OqbHX.png?s=256&g=1', 'display_name': 'dh762', 'link': 'https://stackoverflow.com/users/1344855/dh762'}",True,2807,2,5,1469898318,1355923155,13953309,CC BY-SA 3.0,https://stackoverflow.com/questions/13953309/twitter-bootstrap-content-is-overlapping-sticky-footer,Twitter-Bootstrap: Content is overlapping sticky-footer,13953643.0,1355923521.0,,,,,,
544,"['javascript', 'css', 'html', 'firefox']","{'account_id': 49249, 'reputation': 2003, 'user_id': 146563, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/1f6bf2f425ac00518bec61e407628d94?s=256&d=identicon&r=PG', 'display_name': 'Jared', 'link': 'https://stackoverflow.com/users/146563/jared'}",True,8775,3,11,1469021134,1355770628,13920345,CC BY-SA 3.0,https://stackoverflow.com/questions/13920345/html-drag-event-does-not-fire-in-firefox,HTML drag event does not fire in firefox,13921351.0,,,,,,,
545,"['jquery', 'html', 'css', 'responsive-design', 'jcrop']","{'account_id': 355966, 'reputation': 2023, 'user_id': 695198, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/30256b587e478d3b085313a6e961f97e?s=256&d=identicon&r=PG', 'display_name': 'Elaine Marley', 'link': 'https://stackoverflow.com/users/695198/elaine-marley'}",True,13719,5,16,1468748997,1354289333,13648162,CC BY-SA 3.0,https://stackoverflow.com/questions/13648162/using-jcrop-on-responsive-images,Using jcrop on responsive images,13698808.0,,,,,,,
546,"['background', 'fullscreen', 'css', 'cover']","{'account_id': 1172778, 'reputation': 333, 'user_id': 1149567, 'user_type': 'registered', 'accept_rate': 18, 'profile_image': 'https://www.gravatar.com/avatar/8d75517ce8530a87549207a7758c8e7a?s=256&d=identicon&r=PG', 'display_name': 'Jurgen', 'link': 'https://stackoverflow.com/users/1149567/jurgen'}",True,8336,5,11,1468320406,1354702819,13720922,CC BY-SA 3.0,https://stackoverflow.com/questions/13720922/background-sizecover-leaves-blank-space-in-chrome-for-android,background-size:cover leaves blank space in Chrome for Android,,1376660060.0,,,,,,
547,"['javascript', 'html', 'css', 'frontend']","{'account_id': 2120157, 'reputation': 1445, 'user_id': 1883584, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/3a3ec2f8c8b1d438b4697be946a4a4bb?s=256&d=identicon&r=PG', 'display_name': 'JoseBazBaz', 'link': 'https://stackoverflow.com/users/1883584/josebazbaz'}",True,7389,1,3,1467789266,1355696104,13906007,,https://stackoverflow.com/questions/13906007/can-i-change-font-size-based-on-the-number-of-letters,Can I change font size based on the number of letters?,13907033.0,1495539853.0,1355709481.0,exact duplicate,,,,
548,"['javascript', 'css', 'concatenation', 'minify', 'gruntjs']","{'account_id': 1447237, 'reputation': 6500, 'user_id': 1365289, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/FaN4T.jpg?s=256&g=1', 'display_name': 'Jasdeep Khalsa', 'link': 'https://stackoverflow.com/users/1365289/jasdeep-khalsa'}",True,111427,5,98,1467735406,1354660896,13713273,CC BY-SA 3.0,https://stackoverflow.com/questions/13713273/how-to-concatenate-and-minify-multiple-css-and-javascript-files-with-grunt-js-0,How to concatenate and minify multiple CSS and JavaScript files with Grunt.js (0.3.x),13749226.0,1467735406.0,,,,,,
