,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,community_owned_date,migrated_from,locked_date
162,"['sql', 'oracle']","{'account_id': 1317416, 'reputation': 2801, 'user_id': 1263981, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/9c6d393721f4171a1e21f5bb78060baa?s=256&d=identicon&r=PG', 'display_name': 'user1263981', 'link': 'https://stackoverflow.com/users/1263981/user1263981'}",True,198442,11309473.0,3,13,1579194643,1341312234,1341312793.0,11309247,CC BY-SA 3.0,https://stackoverflow.com/questions/11309247/left-function-in-oracle,LEFT function in Oracle,,,,,,
163,"['c#', 'sql', 'asp.net-mvc', 'entity-framework', 'entity']","{'account_id': 413067, 'reputation': 6552, 'user_id': 786489, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/afd6478b35f6094efdf29e87da002d81?s=256&d=identicon&r=PG', 'display_name': 'Stefan Bossbaly', 'link': 'https://stackoverflow.com/users/786489/stefan-bossbaly'}",True,53707,11421706.0,4,32,1579110422,1341951897,1464008533.0,11421370,CC BY-SA 3.0,https://stackoverflow.com/questions/11421370/efficient-way-of-updating-list-of-entities,Efficient way of updating list of entities,,,,,,
164,"['sql', 'sql-server']","{'account_id': 810869, 'reputation': 12546, 'user_id': 952310, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://i.stack.imgur.com/esN85.jpg?s=256&g=1', 'display_name': 'Yair Nevet', 'link': 'https://stackoverflow.com/users/952310/yair-nevet'}",True,2009,11711193.0,3,6,1578674081,1343573146,1427751801.0,11710128,CC BY-SA 3.0,https://stackoverflow.com/questions/11710128/update-records-foreign-key-field-based-on-a-newly-inserted-records-primary-key,Update record&#39;s foreign key field based on a newly inserted record&#39;s primary key,,,,,,
165,"['mysql', 'sql']","{'account_id': 403455, 'reputation': 3626, 'user_id': 771226, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/5333239c2eee62a8fe6d1cf97e3f1d3d?s=256&d=identicon&r=PG', 'display_name': 'Amandeep Singh', 'link': 'https://stackoverflow.com/users/771226/amandeep-singh'}",True,26557,11682490.0,9,9,1578239580,1343369963,1349759255.0,11682455,CC BY-SA 3.0,https://stackoverflow.com/questions/11682455/getting-all-results-using-where-clause,Getting all results using where clause,,,,,,
166,"['mysql', 'sql']","{'account_id': 746077, 'reputation': 1420, 'user_id': 734478, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/7e8a42ea0f98bbac1923f582a0ae87f0?s=256&d=identicon&r=PG', 'display_name': 'hodl', 'link': 'https://stackoverflow.com/users/734478/hodl'}",True,115,11428288.0,2,1,1577646861,1341993992,1577646861.0,11428214,CC BY-SA 4.0,https://stackoverflow.com/questions/11428214/mysql-get-records-from-specific-date-and-group-the-specific-station-each-hour,MySQL: Get records from specific date and group the specific station each hour,,,,,,
167,"['mysql', 'sql']","{'account_id': 1279292, 'reputation': 1462, 'user_id': 1233794, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/27ddfe2d97ab9f7e1f9cf35e2c41c11a?s=256&d=identicon&r=PG', 'display_name': 'The Man', 'link': 'https://stackoverflow.com/users/1233794/the-man'}",True,116,11705687.0,3,5,1577646623,1343520752,1577646623.0,11705682,CC BY-SA 4.0,https://stackoverflow.com/questions/11705682/mysql-1-000s-of-or-statements-good-idea,"MySQL 1,000&#39;s of OR Statements (Good Idea?)",,,,,,
168,"['mysql', 'sql']","{'account_id': 444722, 'reputation': 2230, 'user_id': 836727, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/33b6edb2010938268e952f2817e92f28?s=256&d=identicon&r=PG', 'display_name': 'Master345', 'link': 'https://stackoverflow.com/users/836727/master345'}",True,11514,11710667.0,2,8,1577586137,1343577555,1577586137.0,11710648,,https://stackoverflow.com/questions/11710648/mysql-insert-into-syntax,MySQL INSERT INTO syntax,,1577586190.0,Duplicate,,,
169,"['sql', 'oracle', 'teradata']","{'account_id': 274858, 'reputation': 950, 'user_id': 567345, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/223a7c4409e6b5b9e9aef0fe743c9ebb?s=256&d=identicon&r=PG&f=1', 'display_name': 'kay am see', 'link': 'https://stackoverflow.com/users/567345/kay-am-see'}",True,7812,11598279.0,3,0,1577551758,1342939256,1577551758.0,11598237,CC BY-SA 4.0,https://stackoverflow.com/questions/11598237/how-to-print-a-sum-of-column-in-all-rows-in-sql,how to print a sum of column in all rows in sql,,,,,,
170,"['mysql', 'sql']","{'account_id': 108560, 'reputation': 971, 'user_id': 288082, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/304d558cd000ca25bc9a591db811eadc?s=256&d=identicon&r=PG', 'display_name': 'Mikey1980', 'link': 'https://stackoverflow.com/users/288082/mikey1980'}",True,15199,11675385.0,5,7,1577481127,1343325629,1577481127.0,11675265,CC BY-SA 4.0,https://stackoverflow.com/questions/11675265/average-a-column-returned-from-a-subquery,Average a column returned from a subquery,,,,,,
171,"['sql', 'regex', 'oracle', 'plsql', 'oracle11g']","{'account_id': 38768, 'reputation': 33489, 'user_id': 111479, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/MOwCL.png?s=256&g=1', 'display_name': 'tonyf', 'link': 'https://stackoverflow.com/users/111479/tonyf'}",True,1046,11303909.0,1,1,1575714455,1341280310,1575714455.0,11303500,CC BY-SA 4.0,https://stackoverflow.com/questions/11303500/oracle-string-literal-too-long-extraction-of-data-within-a-string,Oracle string literal too long - extraction of data within a string,,,,,,
172,"['mysql', 'sql']","{'account_id': 1089551, 'reputation': 2359, 'user_id': 1084501, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/FlMDA.jpg?s=256&g=1', 'display_name': 'jmp', 'link': 'https://stackoverflow.com/users/1084501/jmp'}",True,61998,11728755.0,4,21,1575363470,1343678294,1343679000.0,11728683,CC BY-SA 3.0,https://stackoverflow.com/questions/11728683/how-to-order-by-varchar-field-as-number,How to ORDER BY varchar field as number?,,,,,,
173,"['.net', 'sql', 'entity-framework', 'db2']","{'account_id': 1036730, 'reputation': 1059, 'user_id': 1043792, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/53e72ef220d15275c06903ddff7ea9e5?s=256&d=identicon&r=PG', 'display_name': 'Borophyll', 'link': 'https://stackoverflow.com/users/1043792/borophyll'}",True,14516,11587793.0,2,4,1574964592,1342738048,1342740757.0,11570439,CC BY-SA 3.0,https://stackoverflow.com/questions/11570439/db2-queries-get-occasional-sql0925n-processing-cancelled-due-to-interrupt-error,DB2 queries get occasional SQL0925N: Processing cancelled due to interrupt error,,,,,,
174,"['mysql', 'sql', 'indexing', 'hint']","{'account_id': 256204, 'reputation': 26953, 'user_id': 536768, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/430991b22a96d87c7880046590f22dbe?s=256&d=identicon&r=PG', 'display_name': 'frequent', 'link': 'https://stackoverflow.com/users/536768/frequent'}",True,89887,11731841.0,4,44,1574374331,1343697179,1452207569.0,11731822,CC BY-SA 3.0,https://stackoverflow.com/questions/11731822/how-to-hint-the-index-to-use-in-a-mysql-select-query,How to hint the index to use in a MySQL select query?,,,,,,
175,"['mysql', 'sql', 'h2']","{'account_id': 1626754, 'reputation': 357, 'user_id': 1502150, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f794b4651380a94cdb465b727d766462?s=256&d=identicon&r=PG', 'display_name': 'user1502150', 'link': 'https://stackoverflow.com/users/1502150/user1502150'}",True,25676,11632440.0,4,23,1573823166,1343039732,,11610850,CC BY-SA 3.0,https://stackoverflow.com/questions/11610850/convert-mysql-script-to-h2,Convert MySQL script to H2,,,,,,
176,"['sql', 'ruby-on-rails', 'postgresql', 'activerecord', 'relational-division']","{'account_id': 82127, 'reputation': 7211, 'user_id': 231150, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/9fd9e69fe35a1b217bfd2390eceaf90c?s=256&d=identicon&r=PG', 'display_name': 'pex', 'link': 'https://stackoverflow.com/users/231150/pex'}",True,25457,,9,29,1572556264,1342174882,1343060795.0,11468572,CC BY-SA 3.0,https://stackoverflow.com/questions/11468572/postgresql-where-all-in-array,PostgreSQL where all in array,,,,,,
177,"['sql', 'sql-server-2008', 'date']","{'account_id': 1385442, 'reputation': 1077, 'user_id': 1317602, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/e57d7704a32d9fd7cf039d8d6e35c67c?s=256&d=identicon&r=PG', 'display_name': 'Echo', 'link': 'https://stackoverflow.com/users/1317602/echo'}",True,41829,11580909.0,4,11,1571936158,1342792523,,11580833,CC BY-SA 3.0,https://stackoverflow.com/questions/11580833/sql-how-to-get-sunday-of-current-week,SQL: how to get sunday of current week,,,,,,
178,"['mysql', 'sql', 'sql-update']","{'account_id': 483421, 'reputation': 4491, 'user_id': 898454, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/9a74796dd7a15da6dcde0fefe5ceffda?s=256&d=identicon&r=PG', 'display_name': 'LeoSam', 'link': 'https://stackoverflow.com/users/898454/leosam'}",True,489659,19346375.0,8,306,1570203649,1343562844,1380885140.0,11709043,CC BY-SA 3.0,https://stackoverflow.com/questions/11709043/mysql-update-column-with-value-from-another-table,mysql update column with value from another table,,,,,,
179,"['sql', 'database', 'transactions']","{'account_id': 1420137, 'reputation': 1225, 'user_id': 1344935, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/6Pkuc.jpg?s=256&g=1', 'display_name': 'Evil Washing Machine', 'link': 'https://stackoverflow.com/users/1344935/evil-washing-machine'}",True,4912,11451817.0,4,3,1569152870,1342095247,1569152870.0,11451612,,https://stackoverflow.com/questions/11451612/single-transaction-vs-multiple-transactions,Single Transaction vs Multiple Transactions,,1342192557.0,not constructive,,,
180,"['sql', 'sql-server', 'encryption']","{'account_id': 1452838, 'reputation': 30923, 'user_id': 1369235, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/ExSpa.jpg?s=256&g=1', 'display_name': 'Himanshu', 'link': 'https://stackoverflow.com/users/1369235/himanshu'}",True,10260,11326126.0,3,1,1568214541,1341390707,1341391038.0,11325319,CC BY-SA 3.0,https://stackoverflow.com/questions/11325319/encrypted-query-in-sql-server,Encrypted query in sql server,,,,,,
181,"['asp.net', 'sql', 'oop', 'design-patterns', 'dapper']","{'account_id': 1349140, 'reputation': 13319, 'user_id': 1289283, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6032d2f69702e956cefaa866eb90d6c7?s=256&d=identicon&r=PG&f=1', 'display_name': 'walther', 'link': 'https://stackoverflow.com/users/1289283/walther'}",True,999,11282854.0,2,2,1568190328,1341068976,1568190328.0,11275183,CC BY-SA 4.0,https://stackoverflow.com/questions/11275183/c-database-access-dapper-sql-and-pocos-programming-design,"C# database access, Dapper, SQL and POCOs - programming design",,,,,,
182,"['sql', 'postgresql', 'syntax-error']","{'account_id': 558260, 'reputation': 168, 'user_id': 920786, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/6a0dd370f228e1c3fd775d0c7ed9bc10?s=256&d=identicon&r=PG', 'display_name': 'i_thought_i_was_smart', 'link': 'https://stackoverflow.com/users/920786/i-thought-i-was-smart'}",True,10980,11636333.0,2,7,1567690765,1343151570,1567690703.0,11636314,CC BY-SA 4.0,https://stackoverflow.com/questions/11636314/postgresql-having-trouble-performing-left-joins-on-multiple-tables,Postgresql - Having trouble performing left joins on multiple tables,,,,,,
183,"['sql', 'sql-server']","{'account_id': 421573, 'reputation': 285, 'user_id': 799891, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/7f62d46d5cabae008b171520df4d84d1?s=256&d=identicon&r=PG', 'display_name': 'user799891', 'link': 'https://stackoverflow.com/users/799891/user799891'}",True,26694,11457373.0,6,15,1567623407,1342111775,1342111994.0,11456702,CC BY-SA 3.0,https://stackoverflow.com/questions/11456702/slow-query-with-where-clause,Slow query with where clause,,,,,,
184,"['sql', 'group-by', 'sql-order-by', 'hive', 'hiveql']","{'account_id': 335839, 'reputation': 22686, 'user_id': 663148, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/Vi0w6.gif?s=256&g=1', 'display_name': 'arsenal', 'link': 'https://stackoverflow.com/users/663148/arsenal'}",True,5944,11405599.0,3,3,1567602280,1341883692,1341960596.0,11405446,CC BY-SA 3.0,https://stackoverflow.com/questions/11405446/find-top-10-latest-record-for-each-buyer-id-for-yesterdays-date,Find TOP 10 latest record for each BUYER_ID for yesterday&#39;s date,,,,1341960103.0,,
185,"['sql', 'oracle', 'plsql']","{'account_id': 248914, 'reputation': 377, 'user_id': 524597, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/5defdbf5ee3d73a75425d75b22a86f8f?s=256&d=identicon&r=PG', 'display_name': 'Paul', 'link': 'https://stackoverflow.com/users/524597/paul'}",True,5144,11663076.0,1,4,1567135793,1343240074,,11656026,CC BY-SA 3.0,https://stackoverflow.com/questions/11656026/faster-way-to-insert-via-script-in-oracle,"Faster way to Insert, via script, in Oracle?",,,,,,
186,"['sql', 'ms-access', 'jet', 'rowlocking']","{'account_id': 129155, 'reputation': 22067, 'user_id': 327528, 'user_type': 'registered', 'accept_rate': 37, 'profile_image': 'https://www.gravatar.com/avatar/dfea36f0a3ab8c5f8ad73bcc6cea241a?s=256&d=identicon&r=PG', 'display_name': 'CJ7', 'link': 'https://stackoverflow.com/users/327528/cj7'}",True,3299,,3,2,1566390656,1343307382,,11669804,CC BY-SA 3.0,https://stackoverflow.com/questions/11669804/can-you-do-row-locking-in-access,Can you do row locking in Access?,,,,,,
187,"['sql', 'oracle']","{'account_id': 292469, 'reputation': 5929, 'user_id': 595234, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/7565eef7124655a4fda5adf3c623294a?s=256&d=identicon&r=PG', 'display_name': 'user595234', 'link': 'https://stackoverflow.com/users/595234/user595234'}",True,211467,11472535.0,5,41,1565917087,1342189673,,11472519,CC BY-SA 3.0,https://stackoverflow.com/questions/11472519/oracle-copy-data-to-another-table,Oracle copy data to another table,,,,,,
188,['sql'],"{'account_id': 1350869, 'reputation': 15552, 'user_id': 1322268, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/EfWtq.jpg?s=256&g=1', 'display_name': 'shawnt00', 'link': 'https://stackoverflow.com/users/1322268/shawnt00'}",True,355,11371990.0,4,3,1565637232,1341629679,1565637232.0,11371890,CC BY-SA 4.0,https://stackoverflow.com/questions/11371890/does-the-order-of-expressions-or-predicates-make-any-difference-in-the-join-cond,Does the order of expressions or predicates make any difference in the join condition for outer joins in standard SQL with ANSI joins?,,,,,,
189,"['java', 'sql', 'db2']","{'account_id': 1459600, 'reputation': 323, 'user_id': 1374266, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/6d429f74e67bf964498d6dacc44697d2?s=256&d=identicon&r=PG', 'display_name': 'user1374266', 'link': 'https://stackoverflow.com/users/1374266/user1374266'}",True,65134,,1,14,1564959755,1341915055,1354542890.0,11411066,CC BY-SA 3.0,https://stackoverflow.com/questions/11411066/errorcode-4461-sqlstate-42815-in-db2,"ERRORCODE=-4461, SQLSTATE=42815 in DB2",,,,,,
190,"['sql', 'oracle']","{'account_id': 1349921, 'reputation': 2228, 'user_id': 1289879, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/5bb9b06b3993e8f8ae35070efe1dc05c?s=256&d=identicon&r=PG', 'display_name': 'Aspirant', 'link': 'https://stackoverflow.com/users/1289879/aspirant'}",True,74586,11380726.0,2,6,1564499684,1341716265,1564499684.0,11380329,CC BY-SA 4.0,https://stackoverflow.com/questions/11380329/finding-the-count-of-characters-and-numbers-in-a-string,Finding the count of characters and numbers in a string,,,,,,
191,"['sql', 'sql-server', 'datetime', 'date']","{'account_id': 1691401, 'reputation': 2814, 'user_id': 1553656, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/bKm1z.jpg?s=256&g=1', 'display_name': '牛さん', 'link': 'https://stackoverflow.com/users/1553656/%e7%89%9b%e3%81%95%e3%82%93'}",True,23649,11663662.0,5,4,1562955521,1343284184,1562955521.0,11663637,CC BY-SA 4.0,https://stackoverflow.com/questions/11663637/how-to-only-get-year-as-part-of-date-datetime-in-sql-server,How to only get Year as part of date / datetime in SQL Server,,,,,,
192,"['sql', 'string', 'sqlite', 'sql-order-by', 'numeric']","{'account_id': 1556012, 'reputation': 1757, 'user_id': 1447087, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/e38de0430d2edb845ac5c6d8e6ed43fe?s=256&d=identicon&r=PG', 'display_name': 'Bigger', 'link': 'https://stackoverflow.com/users/1447087/bigger'}",True,35697,11489098.0,5,40,1562935757,1342321311,1378264612.0,11489055,CC BY-SA 3.0,https://stackoverflow.com/questions/11489055/sqlite-order-by-string-containing-number-starting-with-0,SQLite ORDER BY string containing number starting with 0,,,,,,
193,"['mysql', 'sql']","{'account_id': 1484387, 'reputation': 255, 'user_id': 1392940, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/ede02f4d085a2622f7ddcf672d9a0ed4?s=256&d=identicon&r=PG', 'display_name': 'yokoyoko', 'link': 'https://stackoverflow.com/users/1392940/yokoyoko'}",True,1423,11302447.0,1,0,1562760207,1341262722,1562760207.0,11301083,CC BY-SA 4.0,https://stackoverflow.com/questions/11301083/sql-count-the-number-of-occurrences-occuring-on-output-column-and-calculate-so,SQL : Count the number of occurrences occuring on output column and calculate some percentage based on the occurences,,,,,,
194,"['mysql', 'sql', 'select', 'sql-order-by']","{'account_id': 1626919, 'reputation': 23, 'user_id': 1502273, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8ec39b65a15e03a6c5d2c8f2236f0d0c?s=256&d=identicon&r=PG', 'display_name': 'badgers', 'link': 'https://stackoverflow.com/users/1502273/badgers'}",True,277,11334436.0,1,1,1562743163,1341428473,1562743163.0,11334258,CC BY-SA 4.0,https://stackoverflow.com/questions/11334258/mysql-query-order-by-most-occurrences,MySQL Query Order By Most Occurrences,,,,,,
195,"['sql', 'sql-server', 'tsql']","{'account_id': 551325, 'reputation': 12791, 'user_id': 916535, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/AbdtK.jpg?s=256&g=1', 'display_name': 'Control Freak', 'link': 'https://stackoverflow.com/users/916535/control-freak'}",True,1493,11372007.0,2,9,1561952496,1341625678,1341631754.0,11371645,CC BY-SA 3.0,https://stackoverflow.com/questions/11371645/default-value-with-two-sets-of-parentheses-instead-of-one,Default value with two sets of parentheses instead of one,,,,,,
196,"['sql', 'sql-server-2008']","{'account_id': 25979, 'reputation': 4879, 'user_id': 67249, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/f8943ef54ec7d943407a471dbc54fb5f?s=256&d=identicon&r=PG', 'display_name': 'callisto', 'link': 'https://stackoverflow.com/users/67249/callisto'}",True,983,11391662.0,2,5,1561827861,1341822091,1561827861.0,11391348,CC BY-SA 4.0,https://stackoverflow.com/questions/11391348/sql-single-column-split-over-multiple-columns,SQL single column split over multiple columns,,,,,,
197,"['sql', 'sql-server', 'deadlock']","{'account_id': 1215121, 'reputation': 81, 'user_id': 1182879, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf79cf4587f1c2a53614d85a9dc82192?s=256&d=identicon&r=PG', 'display_name': 'ced', 'link': 'https://stackoverflow.com/users/1182879/ced'}",True,6612,,1,4,1561751309,1342789031,1342790017.0,11579841,CC BY-SA 3.0,https://stackoverflow.com/questions/11579841/sql-server-deadlock-on-update,SQL Server Deadlock on UPDATE,,,,,,
198,"['sql', 'db2']","{'account_id': 1094499, 'reputation': 1685, 'user_id': 1088389, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/e952b672ba4fb5bcbcda2350afc233ba?s=256&d=identicon&r=PG', 'display_name': 'Frantumn', 'link': 'https://stackoverflow.com/users/1088389/frantumn'}",True,128883,11347405.0,3,20,1558973833,1341501413,,11347363,CC BY-SA 3.0,https://stackoverflow.com/questions/11347363/determine-db2-text-string-length,determine DB2 text string length,,,,,,
199,"['c#', 'asp.net', 'sql', 'webforms', 'vb6-migration']","{'account_id': 1277003, 'reputation': 51, 'user_id': 1800999, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e621922b9930485809732739d07b9554?s=256&d=identicon&r=PG', 'display_name': 'IOExceptional', 'link': 'https://stackoverflow.com/users/1800999/ioexceptional'}",True,7850,,1,2,1558452047,1342594595,1342633656.0,11535829,CC BY-SA 3.0,https://stackoverflow.com/questions/11535829/convert-desktop-app-to-web-application,Convert Desktop App to Web Application,,,,,,
200,"['python', 'mysql', 'sql', 'mysql-python']","{'account_id': 1279453, 'reputation': 429, 'user_id': 1233920, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/087964c4d8d424f172bb7a4ead3ccc4f?s=256&d=identicon&r=PG', 'display_name': 'Austin K', 'link': 'https://stackoverflow.com/users/1233920/austin-k'}",True,29131,11565681.0,5,7,1556788935,1342716232,1523383157.0,11565487,CC BY-SA 3.0,https://stackoverflow.com/questions/11565487/python-equivalent-of-php-mysql-fetch-array,Python equivalent of PHP mysql_fetch_array,,,,,,
201,"['mysql', 'sql', 'database']","{'account_id': 1623310, 'reputation': 1, 'user_id': 1499435, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c946ceeb5288c68180ea24e8ab50306a?s=256&d=identicon&r=PG', 'display_name': 'user1499435', 'link': 'https://stackoverflow.com/users/1499435/user1499435'}",True,99,,1,-5,1556750182,1341337506,1556750182.0,11316323,,https://stackoverflow.com/questions/11316323/query-for-retrieving-result-in-normal-forms,Query for retrieving result in Normal forms,,1394221109.0,Needs details or clarity,,,
202,"['sql', 'sql-server', 'performance', 'query-optimization']","{'account_id': 434752, 'reputation': 8132, 'user_id': 820947, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/bbbbe114678661f285074614dded3b79?s=256&d=identicon&r=PG', 'display_name': 'onkami', 'link': 'https://stackoverflow.com/users/820947/onkami'}",True,705,11739302.0,2,1,1556737036,1343733312,1343734053.0,11738860,CC BY-SA 3.0,https://stackoverflow.com/questions/11738860/sql-server-statements-with-in-clauses-how-to-make-them-faster,SQL Server statements with IN clauses: how to make them faster?,,,,,,
203,"['php', 'mysql', 'sql', 'database', 'performance']","{'account_id': 980112, 'reputation': 979, 'user_id': 1000049, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/914cd210cb686be68ca2250fab44d542?s=256&d=identicon&r=PG', 'display_name': 'Sebastian Oberste-Vorth', 'link': 'https://stackoverflow.com/users/1000049/sebastian-oberste-vorth'}",True,7241,11563393.0,5,4,1554912847,1342689479,,11557645,CC BY-SA 3.0,https://stackoverflow.com/questions/11557645/how-to-update-thousands-of-rows-in-mysql-database,How to update thousands of rows in mysql database,,,,,,
204,"['sql', 'excel', 'sql-server-2005', 'vba', 'for-loop']","{'account_id': 1640383, 'reputation': 187, 'user_id': 1512957, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/9e3c787e90f2ebb218e0a4b0da1e8d24?s=256&d=identicon&r=PG', 'display_name': 'akwarywo', 'link': 'https://stackoverflow.com/users/1512957/akwarywo'}",True,3249,11421421.0,1,3,1554657451,1341950391,1554657451.0,11420983,CC BY-SA 4.0,https://stackoverflow.com/questions/11420983/vba-excel-vs-sql-comparing-values-in-two-rows-loop,VBA (Excel) vs SQL - Comparing values in two rows (loop),,,,,,
205,"['android', 'sql', 'sqlite']","{'account_id': 1242130, 'reputation': 594, 'user_id': 1204482, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/8ab0c21fabbef68657bf9d35e1966db7?s=256&d=identicon&r=PG', 'display_name': 'venni', 'link': 'https://stackoverflow.com/users/1204482/venni'}",True,2840,,5,6,1554290186,1341519166,1478875939.0,11351885,CC BY-SA 3.0,https://stackoverflow.com/questions/11351885/create-additional-table-in-existing-sqlite-without-data-loss,Create additional table in existing SQLITE (without data loss),,,,,,
206,"['sql', 'indexing']","{'account_id': 1150896, 'reputation': 2525, 'user_id': 1132642, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7e453e874d95315c5578a6ec90887d2f?s=256&d=identicon&r=PG', 'display_name': 'David Manheim', 'link': 'https://stackoverflow.com/users/1132642/david-manheim'}",True,6377,11299218.0,1,1,1552386236,1341253901,1552386236.0,11299217,,https://stackoverflow.com/questions/11299217/how-can-i-optimize-this-sql-query-using-indexes,How can I optimize this SQL query (Using Indexes)?,,1341255976.0,not a real question,,,
207,"['sql', 'database', 'sql-server-2008', 'database-administration', 'ddl-trigger']","{'account_id': 321126, 'reputation': 1971, 'user_id': 639762, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/0ee4e4abfda3a247e263b626369d2bfa?s=256&d=identicon&r=PG&f=1', 'display_name': 'snappymcsnap', 'link': 'https://stackoverflow.com/users/639762/snappymcsnap'}",True,2774,,4,4,1552280455,1342181666,1386004768.0,11470301,CC BY-SA 3.0,https://stackoverflow.com/questions/11470301/sql-server-schema-auditing,SQL server schema auditing?,,,,,,
208,"['sql', 'sql-server-2008']","{'account_id': 1132442, 'reputation': 3500, 'user_id': 1118218, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/QGVz4.jpg?s=256&g=1', 'display_name': 'ledgeJumper', 'link': 'https://stackoverflow.com/users/1118218/ledgejumper'}",True,2591,11420226.0,3,0,1551719210,1341939462,1551604358.0,11418213,CC BY-SA 4.0,https://stackoverflow.com/questions/11418213/need-sql-update-statement-based-off-of-select-results-in-another-query-not-sure,Need SQL Update statement based off of select results in another query. Not sure how to combine the two,,,,,,
209,"['android', 'sql', 'sqlite', 'for-loop', 'substring']","{'account_id': 905922, 'reputation': 13679, 'user_id': 940834, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/03ef5a0987f8e09322461dc059972624?s=256&d=identicon&r=PG', 'display_name': 'IAmGroot', 'link': 'https://stackoverflow.com/users/940834/iamgroot'}",True,656,11755380.0,2,3,1551689882,1343729194,,11737713,CC BY-SA 3.0,https://stackoverflow.com/questions/11737713/sqlite-iterating-through-substrings-of-a-string-field,Sqlite: Iterating through substrings of a string field,,,,,,
