,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_to,locked_date
133,"['sql', 'postgresql', 'join', 'sql-update', 'postgres-12']","{'account_id': 26623968, 'reputation': 37, 'user_id': 20242289, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/95512a33cf59e20e4b209604ca6c5766?s=256&d=identicon&r=PG', 'display_name': 'jabepa', 'link': 'https://stackoverflow.com/users/20242289/jabepa'}",True,71,74262913.0,1,1,1667217314,1667152634,1667206526.0,74255456,CC BY-SA 4.0,https://stackoverflow.com/questions/74255456/update-with-multiple-join-on-case,UPDATE with multiple JOIN on CASE,,,,
134,"['sql', 'yaml']","{'account_id': 22957731, 'reputation': 7, 'user_id': 17088076, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f654579e69588ee5851505b392bb6c83?s=256&d=identicon&r=PG', 'display_name': 'trizzo', 'link': 'https://stackoverflow.com/users/17088076/trizzo'}",False,24,,0,-1,1667217219,1667217219,,74262887,CC BY-SA 4.0,https://stackoverflow.com/questions/74262887/calculations-in-sql,Calculations in SQL,,,,
135,"['sql', 'oracle']","{'account_id': 15757564, 'reputation': 312, 'user_id': 11370275, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9f3714ae570469dad668a62ea07fb914?s=256&d=identicon&r=PG&f=1', 'display_name': 'crazy_code', 'link': 'https://stackoverflow.com/users/11370275/crazy-code'}",True,30,,1,0,1667217192,1667203376,1667215974.0,74260290,CC BY-SA 4.0,https://stackoverflow.com/questions/74260290/oracle-sql-one-to-many-join-based-on-multiple-unique-conditions,Oracle SQL - One to many - Join based on multiple unique conditions,,,,
136,"['sql', 'partition-by']","{'account_id': 26784275, 'reputation': 1, 'user_id': 20378711, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0FLaS0pKsNX2LC0qJoTDjWrkrJ3-XLOTYY6oAh=k-s256', 'display_name': 'user20378711', 'link': 'https://stackoverflow.com/users/20378711/user20378711'}",False,16,,1,-2,1667216905,1667215814,,74262600,CC BY-SA 4.0,https://stackoverflow.com/questions/74262600/return-the-5th-column-using-sql,Return the 5th column using sql,,,,
137,"['python', 'sql', 'sql-server', 'tkinter']","{'account_id': 17279079, 'reputation': 1, 'user_id': 12513087, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBrL7yQskYbHtxvbRHqo4HZquJ-Kn-yH55TSQEBYw=k-s256', 'display_name': 'Anindya Gupta', 'link': 'https://stackoverflow.com/users/12513087/anindya-gupta'}",False,41,,0,0,1667216809,1667148931,1667216809.0,74254992,CC BY-SA 4.0,https://stackoverflow.com/questions/74254992/python-tkinter-with-sql-points-management-system,Python Tkinter with SQL Points Management System,,,,
138,"['mysql', 'sql', 'relational-division']","{'account_id': 9165187, 'reputation': 1126, 'user_id': 7783649, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c30665f2848f54db0a68d01340229eb?s=256&d=identicon&r=PG', 'display_name': 'samar taj Shaikh', 'link': 'https://stackoverflow.com/users/7783649/samar-taj-shaikh'}",True,38,74262449.0,3,-1,1667216255,1667214381,1667216255.0,74262332,CC BY-SA 4.0,https://stackoverflow.com/questions/74262332/find-id-for-which-there-is-atleast-one-entry-in-table-for-every-state,find id for which there is atleast one entry in table for every state,,,,
139,"['sql', 'oracle', 'instr']","{'account_id': 6910019, 'reputation': 127, 'user_id': 5306306, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af3fd8d0d8f8de3cd9f6db78b9ffe16b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Naseer', 'link': 'https://stackoverflow.com/users/5306306/naseer'}",True,15,,1,0,1667216240,1667215891,,74262615,CC BY-SA 4.0,https://stackoverflow.com/questions/74262615/how-to-match-3rd-repeated-keyword-in-json-string-with-my-keyword-in-oracle-sql,How to match 3rd repeated keyword in json string with my keyword in oracle sql?,,,,
140,"['sql', 'oracle', 'select', 'oracle-sqldeveloper', 'where-clause']","{'account_id': 26783736, 'reputation': 41, 'user_id': 20378222, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b8c09d2d0200032488ace0ecb299ff7?s=256&d=identicon&r=PG', 'display_name': 'F&#225;bio Pires', 'link': 'https://stackoverflow.com/users/20378222/f%c3%a1bio-pires'}",False,27,,1,0,1667215804,1667211833,,74261865,CC BY-SA 4.0,https://stackoverflow.com/questions/74261865/sql-how-to-filter-registers-where-date-is-prior-to-previous-month-beginning,SQL- How to filter registers where date is prior to previous month beginning?,,,,
141,"['sql', 'sql-server', 'database', 'entity-framework', 'alter-table']","{'account_id': 22278709, 'reputation': 1, 'user_id': 19901378, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjcjww107_Py9_Qp4sbCwjYRTzyL0Q2uusnViEi=k-s256', 'display_name': 'Elias Robledo', 'link': 'https://stackoverflow.com/users/19901378/elias-robledo'}",True,38,,1,0,1667215107,1666990703,1667215107.0,74240846,CC BY-SA 4.0,https://stackoverflow.com/questions/74240846/there-is-already-an-object-named-fabricantes-in-the-database-when-i-want-alter,There is already an object named &#39;Fabricantes&#39; in the database when I want alter my table,,,,
142,"['mysql', 'sql']","{'account_id': 15454077, 'reputation': 43, 'user_id': 11148700, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6552b8c372c5c3c9dfad997b07d84a50?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andy Thomas', 'link': 'https://stackoverflow.com/users/11148700/andy-thomas'}",True,39,74262183.0,2,0,1667214978,1667213365,1667213445.0,74262137,CC BY-SA 4.0,https://stackoverflow.com/questions/74262137/updating-multiple-values-at-the-same-time-sql,Updating multiple values at the same time SQL,,,,
143,"['sql', 'sql-server']","{'account_id': 10306267, 'reputation': 2361, 'user_id': 7603419, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://i.stack.imgur.com/E9Hci.gif?s=256&g=1', 'display_name': 'ILoveStackoverflow', 'link': 'https://stackoverflow.com/users/7603419/ilovestackoverflow'}",False,26,,0,0,1667214830,1666884256,1667214830.0,74224527,CC BY-SA 4.0,https://stackoverflow.com/questions/74224527/unable-to-update-a-column-in-the-table-with-lock,Unable to update a column in the table with lock,,,,
144,"['sql', 'sql-server']","{'account_id': 26412098, 'reputation': 25, 'user_id': 20061066, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/ACNPEu_mjfgoX8JKIUXrVbCXpWH2EWNv-J7Z-WngEy5H=k-s256', 'display_name': 'Yasir', 'link': 'https://stackoverflow.com/users/20061066/yasir'}",True,37,74261452.0,1,1,1667214672,1667209492,1667214672.0,74261414,CC BY-SA 4.0,https://stackoverflow.com/questions/74261414/how-to-display-custom-message-when-record-is-not-work-using-sql-stored-procedure,How to display custom message when record is not work using SQL STORED PROCEDURE in SQL SERVER?,,,,
145,"['php', 'sql', 'input', 'submit']","{'account_id': 20012117, 'reputation': 3, 'user_id': 14668941, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gitg6gI6agQR29vYSF5Hmlr7gW1RRmTtTkdcB4wcg=k-s256', 'display_name': 'Pat Rose', 'link': 'https://stackoverflow.com/users/14668941/pat-rose'}",True,48,,1,0,1667214397,1667208552,1667208646.0,74261203,CC BY-SA 4.0,https://stackoverflow.com/questions/74261203/cant-delete-record-from-table-in-php-by-pressing-submit-button,Can&#39;t delete record from table in PHP by pressing submit button,,,,
146,"['sql', 'oracle', 'oracle-apex']","{'account_id': 19461822, 'reputation': 75, 'user_id': 14235961, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e85d73000cccdc55198d07a49f0a161?s=256&d=identicon&r=PG&f=1', 'display_name': 'imstuckaf', 'link': 'https://stackoverflow.com/users/14235961/imstuckaf'}",False,28,,0,0,1667213743,1667213743,,74262207,CC BY-SA 4.0,https://stackoverflow.com/questions/74262207/creating-a-changelog-mechanism-in-apex,creating a ChangeLog mechanism in apex,,,,
147,"['sql', 'relational-database', 'relational-algebra', 'nested-queries', 'first-order-logic']","{'account_id': 9938675, 'reputation': 152, 'user_id': 8798063, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e92c3d63078d2aed922de4a334275859?s=256&d=identicon&r=PG&f=1', 'display_name': 'user402843', 'link': 'https://stackoverflow.com/users/8798063/user402843'}",False,97,,0,0,1667213571,1667067649,1667213571.0,74247749,CC BY-SA 4.0,https://stackoverflow.com/questions/74247749/problem-converting-first-order-formula-into-sql,Problem converting first-order formula into SQL,,,,
148,"['sql', 'filter', 'presto', 'row-number']","{'account_id': 26336393, 'reputation': 27, 'user_id': 19996181, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/47ce73fb5bd0bef901a0698852013ad3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mdick', 'link': 'https://stackoverflow.com/users/19996181/mdick'}",True,48,74262006.0,1,0,1667212615,1667178280,,74257853,CC BY-SA 4.0,https://stackoverflow.com/questions/74257853/presto-filtering-by-row-number,Presto: Filtering by Row Number,,,,
149,"['sql', 'sql-server']","{'account_id': 26783861, 'reputation': 1, 'user_id': 20378338, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0Ie3NsTOwBCsrIJYkjqbNSvw5pZ6O8dRQvTp7o=k-s256', 'display_name': 'Alberto', 'link': 'https://stackoverflow.com/users/20378338/alberto'}",False,29,,0,-1,1667212374,1667212374,,74261962,CC BY-SA 4.0,https://stackoverflow.com/questions/74261962/msg-102-level-15-state-1-procedure-cud-imagen-line-27-batch-start-line-7-i,"Msg 102, Level 15, State 1, Procedure CUD_IMAGEN, Line 27 [Batch Start Line 7] Incorrect syntax near &#39;TIPO&#39;",,,,
150,"['mysql', 'sql']","{'account_id': 26783330, 'reputation': 1, 'user_id': 20377865, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0YyBe86s4FG5ITgHguF4-DgnkEv6GmoLRFY8XpkQ=k-s256', 'display_name': 'Georgiana', 'link': 'https://stackoverflow.com/users/20377865/georgiana'}",False,19,,0,0,1667210042,1667210042,,74261504,CC BY-SA 4.0,https://stackoverflow.com/questions/74261504/how-to-get-sum-of-attributes-from-different-tables-mysql,How to get sum of attributes from different tables MYSQL,,,,
151,"['sql', 'postgresql', 'greatest-n-per-group', 'window-functions']","{'account_id': 22677346, 'reputation': 37, 'user_id': 16848125, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3022582408063192/picture?type=large', 'display_name': 'BoboBoy', 'link': 'https://stackoverflow.com/users/16848125/boboboy'}",True,74,74260631.0,2,2,1667209812,1667190439,1667205619.0,74258749,CC BY-SA 4.0,https://stackoverflow.com/questions/74258749/aggregate-functions-are-not-allowed-in-filter,Aggregate functions are not allowed in FILTER,,,,
152,"['sql', 'json', 'parsing', 'snowflake-cloud-data-platform', 'snowflake-schema']","{'account_id': 26750171, 'reputation': 1, 'user_id': 20349658, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0I5jKwqY_vx4f4hgmzbsx6na3xidm4OT-yGnGF=k-s256', 'display_name': 'Shubham Joshi', 'link': 'https://stackoverflow.com/users/20349658/shubham-joshi'}",False,46,,0,0,1667209356,1666879811,1667209356.0,74223498,CC BY-SA 4.0,https://stackoverflow.com/questions/74223498/handling-json-data-in-snowflake,Handling Json data in snowflake,,,,
153,"['sql', 'database', 'postgresql']","{'account_id': 26613293, 'reputation': 25, 'user_id': 20233161, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2_iIpHzCOzP3Etyi3QBqwMri7A71A5nt6xerLQ=k-s256', 'display_name': 'cillaw clarss', 'link': 'https://stackoverflow.com/users/20233161/cillaw-clarss'}",True,35,,1,0,1667208972,1667206547,1667207609.0,74260836,CC BY-SA 4.0,https://stackoverflow.com/questions/74260836/create-a-new-column-contains-iso-week-postgresql,create a new column contains ISO week postgresql,,,,
154,"['sql', 'sql-server', 'tsql', 'pivot', 'transpose']","{'account_id': 17439799, 'reputation': 171, 'user_id': 12642103, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9358940b7ff151a922d5c8b22e2b5fb0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mec-Eng', 'link': 'https://stackoverflow.com/users/12642103/mec-eng'}",True,44,74260006.0,2,0,1667208866,1667200889,1667200986.0,74259907,CC BY-SA 4.0,https://stackoverflow.com/questions/74259907/rearrange-sql-output-via-sql-query-kind-of-transposition,Rearrange SQL-Output via SQL-Query kind of &quot;transposition&quot;,,,,
155,['sql'],"{'account_id': 26764768, 'reputation': 1, 'user_id': 20362108, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2uqVTXvrJmYoiyMOMfikrioPpTnM-_jYXVYYX_=k-s256', 'display_name': 'VanilaNitroPepsi', 'link': 'https://stackoverflow.com/users/20362108/vanilanitropepsi'}",False,48,,1,0,1667208722,1666997265,1667208722.0,74241577,CC BY-SA 4.0,https://stackoverflow.com/questions/74241577/selecting-the-top-11-rows-per-person,Selecting the top 11 rows per person,,,,
156,"['sql', 'angular', 'typescript']","{'account_id': 26777733, 'reputation': 3, 'user_id': 20373091, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b6296f1f558231b08093dbb10d06c33?s=256&d=identicon&r=PG', 'display_name': 'user20373091', 'link': 'https://stackoverflow.com/users/20373091/user20373091'}",True,43,74261235.0,1,0,1667208683,1667149107,1667164842.0,74255021,CC BY-SA 4.0,https://stackoverflow.com/questions/74255021/angular-subscription-to-sql-db,Angular Subscription to SQL DB,,,,
157,"['sql', 'powershell', 'compare']","{'account_id': 13223099, 'reputation': 45, 'user_id': 9549176, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-G_jjHjXXEII/AAAAAAAAAAI/AAAAAAAAAGg/vkx9ezuefBM/photo.jpg?sz=256', 'display_name': 'Vojtěch Hanuš', 'link': 'https://stackoverflow.com/users/9549176/vojt%c4%9bch-hanu%c5%a1'}",False,33,,0,1,1667208343,1667176505,1667208343.0,74257732,CC BY-SA 4.0,https://stackoverflow.com/questions/74257732/powershell-can-i-scrape-sql-file-and-compare-results,Powershell - Can I scrape SQL file and compare results?,,,,
158,"['sql', 'plsql', 'oracle-apex', 'plsql-package']","{'account_id': 16197932, 'reputation': 23, 'user_id': 11695043, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ivexrdilfGs/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdS05_E6QM1VYPn-m5I6fl48-WhzA/photo.jpg?sz=256', 'display_name': 'Efam', 'link': 'https://stackoverflow.com/users/11695043/efam'}",False,54,,0,0,1667206258,1667206258,,74260787,CC BY-SA 4.0,https://stackoverflow.com/questions/74260787/i-keep-getting-this-error-ora-06502-pl-sql-numeric-or-value-error-character,I keep getting this error: ORA-06502: PL/SQL: numeric or value error: character to number conversion error,,,,
159,"['java', 'sql', 'spring', 'ms-access']","{'account_id': 20078422, 'reputation': 21, 'user_id': 14721638, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-KtnJ5HNh_es/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucngAA6aThFo3Azu7T5nLttnFfHZBw/s96-c/photo.jpg?sz=256', 'display_name': 'StzEZ', 'link': 'https://stackoverflow.com/users/14721638/stzez'}",False,25,,0,0,1667205678,1667205678,,74260684,CC BY-SA 4.0,https://stackoverflow.com/questions/74260684/export-sql-database-to-mdb-file-ms-access-using-java-spring,Export SQL database to mdb file (MS Access) using Java-Spring,,,,
160,"['sql', 'sql-server']","{'account_id': 2869520, 'reputation': 856, 'user_id': 2463166, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/u5iip.png?s=256&g=1', 'display_name': 'Badja', 'link': 'https://stackoverflow.com/users/2463166/badja'}",True,59,74234540.0,1,0,1667204615,1666951308,1666952951.0,74233724,CC BY-SA 4.0,https://stackoverflow.com/questions/74233724/selecting-non-duplicate-columns-in-group-by,Selecting non duplicate columns in Group By,,,,
161,"['sql', 'sql-server']","{'account_id': 25769892, 'reputation': 7, 'user_id': 19518885, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f47ac6e63282325d740c8e51259521b?s=256&d=identicon&r=PG', 'display_name': 'Glss1', 'link': 'https://stackoverflow.com/users/19518885/glss1'}",True,61,74260441.0,1,0,1667204253,1667195766,1667203048.0,74259244,CC BY-SA 4.0,https://stackoverflow.com/questions/74259244/sql-server-and-difficulty-generating-column-with-unique-values,SQL Server and difficulty generating column with unique values,,,,
162,"['sql', 'oracle', 'plsql']","{'account_id': 23167235, 'reputation': 595, 'user_id': 17266973, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d58517bbc940d8a0915f7c5cb99bf88?s=256&d=identicon&r=PG', 'display_name': 'Vicky', 'link': 'https://stackoverflow.com/users/17266973/vicky'}",True,33,74260304.0,1,0,1667203847,1667199309,1667201378.0,74259680,CC BY-SA 4.0,https://stackoverflow.com/questions/74259680/stored-procedure-updating-same-value-for-al-the-records,Stored procedure updating same value for al the records,,,,
163,"['sql', 'sql-server']","{'account_id': 26601485, 'reputation': 33, 'user_id': 20223061, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1gmY5V90bQ3WIIDz6zIeoxouSOa-29JbcjUKNe=k-s256', 'display_name': 'John Son', 'link': 'https://stackoverflow.com/users/20223061/john-son'}",True,36,74260249.0,1,0,1667203111,1667202733,1667203010.0,74260185,CC BY-SA 4.0,https://stackoverflow.com/questions/74260185/how-to-solve-error-converting-data-type-varchar-to-bigint-the-queries-is-select,how to solve Error converting data type varchar to bigint. the queries is select ID from Table1 where &#39;0123456789&#39; like &#39;%&#39; + ID + &#39;%&#39;,,,,
164,"['sql', 'amazon-web-services', 'amazon-redshift', 'aggregate-functions']","{'account_id': 6326016, 'reputation': 413, 'user_id': 4912477, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/oldyF.jpg?s=256&g=1', 'display_name': 'ThirdEye', 'link': 'https://stackoverflow.com/users/4912477/thirdeye'}",False,28,,2,0,1667202688,1667170739,1667202688.0,74257336,CC BY-SA 4.0,https://stackoverflow.com/questions/74257336/reuse-the-sql-with-varying-date-range,Reuse the SQL with varying date range,,,,
165,"['sql', 'excel']","{'account_id': 14307762, 'reputation': 43, 'user_id': 10335116, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/x0aep.jpg?s=256&g=1', 'display_name': 'Muhtadi', 'link': 'https://stackoverflow.com/users/10335116/muhtadi'}",False,29,,0,0,1667202625,1667200118,1667202625.0,74259803,CC BY-SA 4.0,https://stackoverflow.com/questions/74259803/converting-sql-to-excel-formula,Converting SQL to EXCEL Formula,,,,
166,"['sql', 'database', 'db2']","{'account_id': 8173639, 'reputation': 4848, 'user_id': 6153188, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/j0Bcv.jpg?s=256&g=1', 'display_name': 'Ahsan Ali', 'link': 'https://stackoverflow.com/users/6153188/ahsan-ali'}",False,52,,0,0,1667202589,1667202589,,74260168,CC BY-SA 4.0,https://stackoverflow.com/questions/74260168/the-statement-or-command-was-not-processed-because-the-following-clause-is-not-s,The statement or command was not processed because the following clause is not supported in the context where it is used &quot;WITH ISOLATION USE AND KEEP&quot;,,,,
167,"['python', 'html', 'sql', 'sqlalchemy', 'flask-sqlalchemy']","{'account_id': 16612185, 'reputation': 1, 'user_id': 12004835, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mD662BKNo-oFOSpjtqtzDuIUiceUsTdUU4zwups=k-s256', 'display_name': 'Cooper Davies', 'link': 'https://stackoverflow.com/users/12004835/cooper-davies'}",False,25,,0,0,1667202172,1667190578,1667202172.0,74258755,CC BY-SA 4.0,https://stackoverflow.com/questions/74258755/sqlalchemy-retriving-a-specific-value-and-convert-to-an-int,SQLAlchemy retriving a specific value and convert to an INT,,,,
168,"['mysql', 'sql', 'database']","{'account_id': 14171437, 'reputation': 3, 'user_id': 10237882, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-2UR12mKUoPE/AAAAAAAAAAI/AAAAAAAAAE0/WzJqCAFB9YU/photo.jpg?sz=256', 'display_name': 'Whyte_Napkin', 'link': 'https://stackoverflow.com/users/10237882/whyte-napkin'}",True,38,74259931.0,2,0,1667201616,1667199578,,74259718,CC BY-SA 4.0,https://stackoverflow.com/questions/74259718/how-do-i-get-the-years-in-between-2-dates,How do I get the years in between 2 dates?,,,,
169,"['sql', 'postgresql', 'select', 'subquery']","{'account_id': 20111134, 'reputation': 131, 'user_id': 14747507, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7quGt.jpg?s=256&g=1', 'display_name': 'FaFa', 'link': 'https://stackoverflow.com/users/14747507/fafa'}",True,45,74232548.0,1,0,1667201223,1666944833,1666947235.0,74232404,CC BY-SA 4.0,https://stackoverflow.com/questions/74232404/how-to-count-certain-the-ages-of-people-who-have-a-log-record-from-another-table,How to count certain the ages of people who have a log record from another table in sql?,,,,
170,"['c#', 'sql', 'model-view-controller']","{'account_id': 21691845, 'reputation': 126, 'user_id': 16006347, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/pPBlK.jpg?s=256&g=1', 'display_name': 'Gururaj', 'link': 'https://stackoverflow.com/users/16006347/gururaj'}",True,27,74259816.0,1,0,1667200283,1667199675,,74259730,CC BY-SA 4.0,https://stackoverflow.com/questions/74259730/browser-not-displaying-image-from-database,Browser not displaying image from database,,,,
171,"['mysql', 'sql']","{'account_id': 26782055, 'reputation': 1, 'user_id': 20376771, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c0af3043ea59a67f65405665be90f01?s=256&d=identicon&r=PG', 'display_name': 'vipul.technomads', 'link': 'https://stackoverflow.com/users/20376771/vipul-technomads'}",False,31,,2,0,1667199958,1667198666,1667198824.0,74259593,CC BY-SA 4.0,https://stackoverflow.com/questions/74259593/mysql-select-records-with-sum-greater-than-specific-number,mysql select records with sum greater than specific number,,,,
172,"['mysql', 'sql']","{'account_id': 23128994, 'reputation': 21, 'user_id': 17234370, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GimUbAuKf4lrCFttP0w3k8lpiNpOeA7FCBgvakrzQ=k-s256', 'display_name': 'RooKie', 'link': 'https://stackoverflow.com/users/17234370/rookie'}",True,33,,1,0,1667198851,1667197743,,74259474,CC BY-SA 4.0,https://stackoverflow.com/questions/74259474/how-to-only-select-one-data-base-on-column-value,how to only select one data base on column value?,,,,
173,"['sql', 'postgresql', 'upsert']","{'account_id': 7483279, 'reputation': 1622, 'user_id': 5687416, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AYoGy.jpg?s=256&g=1', 'display_name': 'Asnim P Ansari', 'link': 'https://stackoverflow.com/users/5687416/asnim-p-ansari'}",True,30,,1,0,1667198375,1667152264,1667198375.0,74255400,CC BY-SA 4.0,https://stackoverflow.com/questions/74255400/does-on-conflict-in-postgres-use-db-locks-to-ensure-there-arent-any-duplicate,Does `ON CONFLICT` in postgres use db locks to ensure there aren&#39;t any duplicate rows in POSTGRES?,,,,
174,"['sql', 'sql-server', 'sql-server-2012']","{'account_id': 26472727, 'reputation': 23, 'user_id': 20113103, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0D5GnC4XdmrTmrMIy1YIW2MPBVZQpqKp_GK6yD=k-s256', 'display_name': 'java-life-love', 'link': 'https://stackoverflow.com/users/20113103/java-life-love'}",False,52,,2,0,1667197379,1666975472,1666975526.0,74238453,CC BY-SA 4.0,https://stackoverflow.com/questions/74238453/extract-characters-from-a-string-using-sql-server,Extract characters from a string using SQL Server,,,,
175,['sql'],"{'account_id': 3935003, 'reputation': 3, 'user_id': 3251686, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3251686', 'link': 'https://stackoverflow.com/users/3251686/user3251686'}",True,25,74259289.0,1,0,1667197309,1667195008,1667196534.0,74259161,CC BY-SA 4.0,https://stackoverflow.com/questions/74259161/slicing-table-data-based-on-days,Slicing table data based on days,,,,
176,"['c#', 'sql', 'azure', 'merge', 'ado.net']","{'account_id': 381740, 'reputation': 357, 'user_id': 736570, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/5c5aec803cd9f7b9acac95e83806e359?s=256&d=identicon&r=PG', 'display_name': 'user736570', 'link': 'https://stackoverflow.com/users/736570/user736570'}",True,61,74259379.0,1,0,1667196951,1667037012,1667052586.0,74244301,CC BY-SA 4.0,https://stackoverflow.com/questions/74244301/sql-merge-when-the-two-tables-are-in-different-azure-databases,SQL MERGE when the two tables are in different Azure databases?,,,,
177,"['sql', 'postgresql', 'join']","{'account_id': 26613293, 'reputation': 25, 'user_id': 20233161, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2_iIpHzCOzP3Etyi3QBqwMri7A71A5nt6xerLQ=k-s256', 'display_name': 'cillaw clarss', 'link': 'https://stackoverflow.com/users/20233161/cillaw-clarss'}",False,39,,3,0,1667196891,1667192641,1667193810.0,74258936,CC BY-SA 4.0,https://stackoverflow.com/questions/74258936/create-a-new-table-based-on-existing-other-table-in-postgresql,Create a new table based on existing other table in postgresql,,,,
178,"['java', 'sql', 'spring', 'hibernate', 'jpa']","{'account_id': 14355182, 'reputation': 35, 'user_id': 10369318, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4c230a686961f06b4cc841d82541a48f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Luciano Marti', 'link': 'https://stackoverflow.com/users/10369318/luciano-marti'}",True,23,,1,0,1667196731,1667195442,,74259207,CC BY-SA 4.0,https://stackoverflow.com/questions/74259207/jpa-join-by-one-value-or-another,JPA join by one value or another,,,,
179,"['sql', 'sql-server', 'bcp']","{'account_id': 21062160, 'reputation': 59, 'user_id': 15480313, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5d1ea0fab493f4880699667ebc218306?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shruti', 'link': 'https://stackoverflow.com/users/15480313/shruti'}",False,26,,0,0,1667196146,1667196146,,74259286,CC BY-SA 4.0,https://stackoverflow.com/questions/74259286/bcp-to-extract-data-from-sql-query-to-local-machine,bcp to extract data from SQL query to local machine,,,,
180,"['sql', 'sql-server']","{'account_id': 25431180, 'reputation': 1, 'user_id': 19235554, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e181eaf1320095dbed1bdd69193443c?s=256&d=identicon&r=PG', 'display_name': 'work', 'link': 'https://stackoverflow.com/users/19235554/work'}",False,58,,1,0,1667194042,1667192783,1667193757.0,74258948,CC BY-SA 4.0,https://stackoverflow.com/questions/74258948/not-exists-except-sql,Not exists... except SQL,,,,
