,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,migrated_from,protected_date,closed_date,closed_reason
163,"['sql', 'oracle']","{'account_id': 21775296, 'reputation': 1, 'user_id': 16077824, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyOAJkbqEDry597ok8bmywwD93ZXZfDGaFoFxto=k-s256', 'display_name': 'Tom&#225;š Tranus', 'link': 'https://stackoverflow.com/users/16077824/tom%c3%a1%c5%a1-tranus'}",True,95,1,0,1624785274,1622392661,1624785274.0,67763536,CC BY-SA 4.0,https://stackoverflow.com/questions/67763536/add-check-constraint-for-a-column-in-child-table,Add check constraint for a column in child table,,,,,
164,"['sql', 'postgresql']","{'account_id': 16159430, 'reputation': 182, 'user_id': 11665953, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/170b62cb1d7f628f722648c6cf9cbec4?s=256&d=identicon&r=PG&f=1', 'display_name': 'vddox', 'link': 'https://stackoverflow.com/users/11665953/vddox'}",True,51,3,0,1624647878,1621525685,,67623830,CC BY-SA 4.0,https://stackoverflow.com/questions/67623830/sql-select-complete-row-with-largest-value-in-group-by,SQL select complete row with largest value in GROUP BY,67623977.0,,,,
165,"['sql', 'postgresql', 'sql-like']","{'account_id': 317335, 'reputation': 24336, 'user_id': 633961, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://i.stack.imgur.com/j9Krc.jpg?s=256&g=1', 'display_name': 'guettli', 'link': 'https://stackoverflow.com/users/633961/guettli'}",True,1205,2,6,1624374659,1621352541,1624109453.0,67589608,CC BY-SA 4.0,https://stackoverflow.com/questions/67589608/postgresql-ilike-in-all-text-columns,PostgreSQL: ILIKE in all text columns,67590081.0,,,,
166,"['javascript', 'sql', 'vue.js', 'flask']","{'account_id': 21746807, 'reputation': 1, 'user_id': 16053358, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/327ad106e923c2233587bc34ac6b3a6a?s=256&d=identicon&r=PG&f=1', 'display_name': 'zac', 'link': 'https://stackoverflow.com/users/16053358/zac'}",True,83,1,0,1624212597,1622152111,,67730384,CC BY-SA 4.0,https://stackoverflow.com/questions/67730384/sql-flask-display-name-instead-of-id,SQL/Flask display name instead of ID,68058751.0,,,,
167,"['sql', 'oracle', 'timestamp', 'to-date']","{'account_id': 1257621, 'reputation': 3687, 'user_id': 1216752, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/e4f9748cb76b62c4b470b3f8937cfc71?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arihant', 'link': 'https://stackoverflow.com/users/1216752/arihant'}",True,470,1,0,1624178797,1620159722,1624095795.0,67391690,CC BY-SA 4.0,https://stackoverflow.com/questions/67391690/sql-timestamp-insert-adding-additional-zeros,SQL timestamp insert adding additional zeros,,,,,
168,"['sql', 'sql-server', 'sql-server-2012', 'insert']","{'account_id': 15536973, 'reputation': 11, 'user_id': 11208914, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/99fea2146f23196fde4afff14c569a10?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lucas', 'link': 'https://stackoverflow.com/users/11208914/lucas'}",False,199,2,0,1624174832,1622123607,1624174832.0,67723622,CC BY-SA 4.0,https://stackoverflow.com/questions/67723622/insert-select-slower-than-select,INSERT SELECT slower than SELECT,,,,,
169,"['mysql', 'sql', 'indexing']","{'account_id': 418301, 'reputation': 1782, 'user_id': 794779, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/6fcb78bccab141509b0d9f74953dd4c9?s=256&d=identicon&r=PG', 'display_name': 'fred', 'link': 'https://stackoverflow.com/users/794779/fred'}",True,157,2,0,1624161369,1621407765,1621424228.0,67598389,CC BY-SA 4.0,https://stackoverflow.com/questions/67598389/row-constructor-expression-selects-not-using-index,Row Constructor Expression selects not using index,67602595.0,,,,
170,"['sql', 'oracle']","{'account_id': 21574396, 'reputation': 29, 'user_id': 15906795, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab93ef57493400bc05a80eb5bdf90f13?s=256&d=identicon&r=PG&f=1', 'display_name': 'user15906795', 'link': 'https://stackoverflow.com/users/15906795/user15906795'}",True,444,1,0,1624095723,1620825585,1624095620.0,67504480,CC BY-SA 4.0,https://stackoverflow.com/questions/67504480/finding-a-value-in-multiple-columns-in-oracle-table,Finding a value in multiple columns in Oracle table,,,,,
171,"['sql', 'oracle', 'oracle11g', 'oracle10g', 'sql-merge']","{'account_id': 16577358, 'reputation': 131, 'user_id': 11978836, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/kWt4n.jpg?s=256&g=1', 'display_name': 'karthik', 'link': 'https://stackoverflow.com/users/11978836/karthik'}",True,263,1,1,1624095376,1621064012,1624095347.0,67544322,CC BY-SA 4.0,https://stackoverflow.com/questions/67544322/ora-30926-unable-to-get-a-stable-set-of-rows-in-the-source-tables-when-running,ORA-30926: unable to get a stable set of rows in the source tables when running Merge Query,67544424.0,,,,
172,['sql'],"{'account_id': 19342287, 'reputation': 59, 'user_id': 14141519, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj6Hwjgm9IkIHINvL52oZuJ51aJVppOdekqIPF5qw=k-s256', 'display_name': 'Mathieu Seligmann', 'link': 'https://stackoverflow.com/users/14141519/mathieu-seligmann'}",True,47,1,0,1624044173,1620308366,,67419319,CC BY-SA 4.0,https://stackoverflow.com/questions/67419319/sql-list-of-a-field-from-a-group-by,SQL - List of a field from a GROUP BY,67424009.0,,,,
173,"['c#', 'sql', 'sql-server', 'entity-framework', 'orm']","{'account_id': 1588817, 'reputation': 1927, 'user_id': 1472606, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/bVjRk.jpg?s=256&g=1', 'display_name': 'mayconfsbrito', 'link': 'https://stackoverflow.com/users/1472606/mayconfsbrito'}",True,72,1,1,1623938312,1622216328,1623938312.0,67741821,CC BY-SA 4.0,https://stackoverflow.com/questions/67741821/entityframework-fail-on-update-entity-cannot-be-tracked,EntityFramework fail on update entity - cannot be tracked,68020852.0,,,,
174,"['sql', 'hive', 'bigdata']","{'account_id': 12163812, 'reputation': 23, 'user_id': 8880676, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-N1ktBmcHIVI/AAAAAAAAAAI/AAAAAAAAA4c/RICrLRmyqfI/photo.jpg?sz=256', 'display_name': 'chandu', 'link': 'https://stackoverflow.com/users/8880676/chandu'}",True,472,2,1,1623922336,1621512334,,67620003,CC BY-SA 4.0,https://stackoverflow.com/questions/67620003/how-to-convert-a-date-in-hive-with-no-leading-zeroes,How to convert a date in hive with no leading zeroes,,,,,
175,"['sql', 'sql-server', 'sp-executesql']","{'account_id': 16177861, 'reputation': 51, 'user_id': 11680070, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-BczIAfEt1cc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rftovScg-hXCEm2SImodI-L_8m44g/mo/photo.jpg?sz=256', 'display_name': 'shiga soumya', 'link': 'https://stackoverflow.com/users/11680070/shiga-soumya'}",True,476,3,0,1623919347,1620989738,1621068891.0,67533179,CC BY-SA 4.0,https://stackoverflow.com/questions/67533179/does-sp-executesql-support-multiple-values-in-one-parameter-and-return-multiple,Does sp_executesql support multiple values in one parameter and return multiple records?,68014267.0,,,,
176,"['sql', 'sybase']","{'account_id': 7136115, 'reputation': 13, 'user_id': 5455682, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/21f99783e5b578b379fff6557aadce29?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bertocious', 'link': 'https://stackoverflow.com/users/5455682/bertocious'}",False,82,2,0,1623856731,1621267199,1621268846.0,67573199,CC BY-SA 4.0,https://stackoverflow.com/questions/67573199/duplicate-values-in-query,Duplicate Values in Query,,,,,
177,"['sql', 'date', 'myob', 'cdata-drivers']","{'account_id': 20906359, 'reputation': 11, 'user_id': 15949903, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/31cb4eb1855d1f63c8f8afe9e3e0528b?s=256&d=identicon&r=PG', 'display_name': 'Andrew Noakes', 'link': 'https://stackoverflow.com/users/15949903/andrew-noakes'}",True,40,1,0,1623850014,1621279907,1623850014.0,67575970,CC BY-SA 4.0,https://stackoverflow.com/questions/67575970/using-sql-code-i-need-to-create-a-string-that-automatically-creates-the-dates-b,"Using SQL code, i need to create a string that automatically creates the dates between to seperate days",67576120.0,,,,
178,"['sql', 'sql-server', 'user-defined-types']","{'account_id': 21495362, 'reputation': 15, 'user_id': 15840460, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgCK2JQfLoqYW9hgvrxJ--FqYdIG6hrf9gycPt1Uw=k-s256', 'display_name': 'karthiK', 'link': 'https://stackoverflow.com/users/15840460/karthik'}",True,206,1,0,1623642620,1620202696,1623642620.0,67397555,CC BY-SA 4.0,https://stackoverflow.com/questions/67397555/how-to-create-a-table-type-with-columns-more-than-1024-columns,How to create a Table Type with columns more than 1024 columns,67397691.0,,,,
179,"['sql', 'regex', 'db2']","{'account_id': 112753, 'reputation': 737, 'user_id': 297274, 'user_type': 'registered', 'accept_rate': 23, 'profile_image': 'https://www.gravatar.com/avatar/1427f72abb88fe1187dec80213bf5b7e?s=256&d=identicon&r=PG', 'display_name': 'cobp', 'link': 'https://stackoverflow.com/users/297274/cobp'}",False,164,1,-1,1623576786,1620833649,1623576786.0,67506730,CC BY-SA 4.0,https://stackoverflow.com/questions/67506730/db2-regexp-instr-issue-with-large-input-string,db2 REGEXP_INSTR issue with large input string,,,,,
180,"['sql', 'teradata', 'rdbms', 'analytical']","{'account_id': 21678421, 'reputation': 33, 'user_id': 15994997, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiTE7kFWsoAQe2NhrP26b032j1K38fNzlops6IVyg=k-s256', 'display_name': 'Satyabrat Sahoo', 'link': 'https://stackoverflow.com/users/15994997/satyabrat-sahoo'}",True,272,3,0,1623558742,1621624435,1623558742.0,67642753,CC BY-SA 4.0,https://stackoverflow.com/questions/67642753/complex-ranking-in-sql-teradata,Complex Ranking in SQL (Teradata),67643475.0,,,,
181,"['sql', 'database', 'laravel', 'postgresql', 'view']","{'account_id': 15111534, 'reputation': 41, 'user_id': 10905458, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/73dd163996f8bfdc9e202438ead8a82a?s=256&d=identicon&r=PG&f=1', 'display_name': 'B.Samuel', 'link': 'https://stackoverflow.com/users/10905458/b-samuel'}",False,185,0,1,1623538775,1619813642,1623538775.0,67339931,CC BY-SA 4.0,https://stackoverflow.com/questions/67339931/pgsql-views-good-practice-about-refresh-materialized,pgsql views good practice about REFRESH MATERIALIZED,,,,,
182,"['php', 'sql']","{'account_id': 21492473, 'reputation': 1, 'user_id': 15837964, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz8bxx6dHWzfl5hGiVUbYAWnFq4UQDOM1GeeMx3=k-s256', 'display_name': 'eliot someday', 'link': 'https://stackoverflow.com/users/15837964/eliot-someday'}",False,68,1,0,1623532978,1620214658,1623532978.0,67400521,CC BY-SA 4.0,https://stackoverflow.com/questions/67400521/how-to-print-for-each-primary-key-all-the-foreign-keys-column-related-to-it,How to print for each primary key all the foreign keys column related to it?,,,,,
183,"['c#', 'sql', 'asp.net', 'database']","{'account_id': 21663551, 'reputation': 27, 'user_id': 15982335, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhT_Q6XuPYXjQ3v62F_gmD3fwjJHKbouuFA9BVL6A=k-s256', 'display_name': 'Cerialkiller', 'link': 'https://stackoverflow.com/users/15982335/cerialkiller'}",False,436,3,1,1623405048,1622112736,1623405048.0,67720643,CC BY-SA 4.0,https://stackoverflow.com/questions/67720643/how-to-insert-data-from-database-into-a-table-using-c-asp-net,How to insert data from database into a table using c# asp.net?,,,,,
184,"['sql', 'security', 'owasp', 'zap', 'sqlmap']","{'account_id': 21568337, 'reputation': 1, 'user_id': 15901601, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg2dIxHgHHEs-wFUg55Y9757mwImshipfETLGu9=k-s256', 'display_name': 'Tsombie', 'link': 'https://stackoverflow.com/users/15901601/tsombie'}",False,309,1,-2,1623398632,1621236935,,67565642,CC BY-SA 4.0,https://stackoverflow.com/questions/67565642/how-to-test-this-vulnerability,How to test this vulnerability?,,,,,
185,"['java', 'mysql', 'sql', 'spring', 'spring-boot']","{'account_id': 2301688, 'reputation': 772, 'user_id': 2021866, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/mhaUo.jpg?s=256&g=1', 'display_name': 'Javanshir', 'link': 'https://stackoverflow.com/users/2021866/javanshir'}",True,509,2,4,1623344882,1622406750,1623223905.0,67765588,CC BY-SA 4.0,https://stackoverflow.com/questions/67765588/spring-boot-executes-without-error-however-no-tables-are-created-on-the-server,"Spring boot executes without error, however, no tables are created on the server",67815046.0,,,,
186,"['sql', 'neo4j', 'cypher', 'neo4j-apoc']","{'account_id': 14664754, 'reputation': 195, 'user_id': 10590909, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/38317d433fed0c726c954a80276fd4a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Wev', 'link': 'https://stackoverflow.com/users/10590909/wev'}",True,44,1,0,1623317318,1620409678,1620496698.0,67439586,CC BY-SA 4.0,https://stackoverflow.com/questions/67439586/dynamic-neo4j-cypher-query,Dynamic Neo4j Cypher Query,67918450.0,,,,
187,"['c#', 'sql', 'asp.net', '.net', 'asp.net-mvc']","{'account_id': 17869283, 'reputation': 1, 'user_id': 12980944, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAYuuLalUpWGWgsjSWDKlJze4PqeDVWD9hr8g0_=k-s256', 'display_name': 'Dilshad Nazir', 'link': 'https://stackoverflow.com/users/12980944/dilshad-nazir'}",False,217,1,-2,1623250653,1621692410,,67650405,CC BY-SA 4.0,https://stackoverflow.com/questions/67650405/how-to-find-primary-key-column-name-in-c-or-dotnet-using-dataset,How to find primary key column name in C# or dotnet using dataset?,,,,,
188,"['php', 'mysql', 'sql', 'select', 'insert']","{'account_id': 16699025, 'reputation': 7, 'user_id': 12069303, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/536696443741929/picture?type=large', 'display_name': 'Dajs', 'link': 'https://stackoverflow.com/users/12069303/dajs'}",False,155,2,-4,1623227718,1622276861,1622277356.0,67749307,CC BY-SA 4.0,https://stackoverflow.com/questions/67749307/php-mysql-the-same-query-returns-different-numbers-of-rows,PHP MySQL the same query returns different numbers of rows,,,,,
189,"['sql', 'sql-server', 'tsql']","{'account_id': 21733658, 'reputation': 3, 'user_id': 16041971, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj_Bp-mndLH0uGVx8MTxJW1fSPLU4v8pLxRWWlD=k-s256', 'display_name': 'sindhuri lokesh', 'link': 'https://stackoverflow.com/users/16041971/sindhuri-lokesh'}",True,140,3,-6,1623186466,1622062881,1623186466.0,67712660,,https://stackoverflow.com/questions/67712660/how-to-parse-apt-no-from-the-address-field-in-sql,How to parse apt no from the address field in SQL,67713506.0,,,1622071717.0,Needs details or clarity
190,"['sql', 'db2', 'zos', 'db2-zos']","{'account_id': 11698226, 'reputation': 33, 'user_id': 8564249, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-37ynBKuEdLQ/AAAAAAAAAAI/AAAAAAAAAGo/8KtALVnw82Y/photo.jpg?sz=256', 'display_name': 'neo', 'link': 'https://stackoverflow.com/users/8564249/neo'}",True,452,3,1,1623178088,1622467712,,67774700,CC BY-SA 4.0,https://stackoverflow.com/questions/67774700/reduce-length-of-varchar-column-in-db2-tablez-os-version,Reduce length of varchar column in db2 table(z/os version),,,,,
191,"['sql', 'database', 'postgresql', 'citus']","{'account_id': 9963587, 'reputation': 93, 'user_id': 7371993, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://lh3.googleusercontent.com/-MchIfcqK-uE/AAAAAAAAAAI/AAAAAAAAD8g/seJXz8fV0Wc/photo.jpg?sz=256', 'display_name': 'MrKickass', 'link': 'https://stackoverflow.com/users/7371993/mrkickass'}",True,337,1,0,1623172234,1621743324,,67656081,CC BY-SA 4.0,https://stackoverflow.com/questions/67656081/how-to-get-aggregate-row-count-for-sharded-tables-in-citus-postgres,How to get aggregate row count for sharded tables in citus postgres,,,,,
192,"['sql', 'model-view-controller', 'abap', 'opensql']","{'account_id': 1807266, 'reputation': 501, 'user_id': 1644123, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/392667701bc9a822010756bd18b1107e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jim22150', 'link': 'https://stackoverflow.com/users/1644123/jim22150'}",False,150,1,-2,1623159361,1621464619,1621600099.0,67611899,CC BY-SA 4.0,https://stackoverflow.com/questions/67611899/flatten-unify-table-rows-where-criteria-matches-array-with-abap-or-sql,Flatten/Unify Table Rows where criteria matches array with ABAP or SQL,,,,,
193,"['sql', 'postgresql', 'foreign-keys', 'plpgsql', 'information-schema']","{'account_id': 18914469, 'reputation': 287, 'user_id': 13799824, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-B6f_Tovcr50/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnzIbyLStXa0KyekDYhBxaxV1wQ_A/photo.jpg?sz=256', 'display_name': 'Martial P', 'link': 'https://stackoverflow.com/users/13799824/martial-p'}",True,440,2,2,1623147114,1621501831,1623009873.0,67617388,CC BY-SA 4.0,https://stackoverflow.com/questions/67617388/how-do-i-select-all-table-column-referencing-the-same-column-as-foreign-key,"How do I SELECT all (table, column) referencing the same column as foreign key",67637469.0,,,,
194,"['sql', 'select', 'sql-update']","{'account_id': 6339480, 'reputation': 196, 'user_id': 4921910, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dc7f8d84c7d914b9cc3318a6e83bf80e?s=256&d=identicon&r=PG&f=1', 'display_name': 'NanoNet', 'link': 'https://stackoverflow.com/users/4921910/nanonet'}",False,22,1,0,1623122787,1620887516,,67514854,CC BY-SA 4.0,https://stackoverflow.com/questions/67514854/fail-to-insert-data-to-cloned-sql-tables,Fail to insert data to cloned SQL Tables,,,,,
195,"['sql', 'sql-server', 'date', 'tsql', 'pivot']","{'account_id': 21377440, 'reputation': 74, 'user_id': 15743916, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5f581726f78e04426430bf915e80497?s=256&d=identicon&r=PG&f=1', 'display_name': 'aaron_ca', 'link': 'https://stackoverflow.com/users/15743916/aaron-ca'}",True,1161,1,1,1623106276,1622163773,1622203807.0,67731624,CC BY-SA 4.0,https://stackoverflow.com/questions/67731624/sql-pivot-on-date-range,SQL PIVOT on Date Range,67843971.0,,,,
196,"['sql', 'sql-server']","{'account_id': 5848387, 'reputation': 7585, 'user_id': 4607841, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/71cd701f6826481858ee299f68f3205a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/4607841/tom'}",True,205,3,1,1623105533,1622215321,,67741608,CC BY-SA 4.0,https://stackoverflow.com/questions/67741608/inserting-the-correct-detail-for-parent-records-in-sql-server,Inserting the correct detail for parent records in sql server,67788449.0,,,,
197,"['sql', 'sql-server', 'tsql']","{'account_id': 18377176, 'reputation': 409, 'user_id': 13386015, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ae33691604f1bac76f76127e69aaebf0?s=256&d=identicon&r=PG&f=1', 'display_name': 'kurtixl', 'link': 'https://stackoverflow.com/users/13386015/kurtixl'}",True,50,2,0,1623054982,1621898212,1621898629.0,67679905,CC BY-SA 4.0,https://stackoverflow.com/questions/67679905/selecting-two-tables-and-ranking,Selecting two tables and ranking,67679941.0,,,,
198,"['mysql', 'sql', 'sql-insert', 'rank', 'distinct-values']","{'account_id': 21701329, 'reputation': 29, 'user_id': 16014462, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8dcc2842f95e55a93cb70f9b289b0a15?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jojo10478', 'link': 'https://stackoverflow.com/users/16014462/jojo10478'}",True,38,1,1,1623027458,1621845158,1623027458.0,67668938,CC BY-SA 4.0,https://stackoverflow.com/questions/67668938/inserting-rank-as-value-of-a-column,Inserting RANK as value of a column,67669002.0,,,,
199,"['sql', 'google-bigquery']","{'account_id': 20726552, 'reputation': 25, 'user_id': 15219726, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8dd73411de4387415f8ac652746c367?s=256&d=identicon&r=PG&f=1', 'display_name': 'hundredintwenties', 'link': 'https://stackoverflow.com/users/15219726/hundredintwenties'}",True,73,5,0,1623011845,1620841296,,67508585,CC BY-SA 4.0,https://stackoverflow.com/questions/67508585/count-distinct-on-multiple-stances-in-a-table,Count Distinct on multiple stances in a table,,,,,
200,"['sql', 'r', 'datetime', 'data.table', 'merging-data']","{'account_id': 8267245, 'reputation': 51, 'user_id': 6524370, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-UtgtKUQ_0oE/AAAAAAAAAAI/AAAAAAAAj4I/IX4JujHNS8g/photo.jpg?sz=256', 'display_name': 'Nickopotamus', 'link': 'https://stackoverflow.com/users/6524370/nickopotamus'}",True,171,1,0,1622991325,1620921832,1622991325.0,67522450,CC BY-SA 4.0,https://stackoverflow.com/questions/67522450/efficiently-joining-two-data-tables-in-r-or-sql-tables-on-date-ranges,Efficiently joining two data.tables in R (or SQL tables) on date ranges?,67528561.0,,,,
201,"['sql', 'sql-server']","{'account_id': 11331637, 'reputation': 35, 'user_id': 8308994, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/o1zRP.jpg?s=256&g=1', 'display_name': 'gopim', 'link': 'https://stackoverflow.com/users/8308994/gopim'}",True,80,5,0,1622937558,1622457495,1622458109.0,67772183,CC BY-SA 4.0,https://stackoverflow.com/questions/67772183/how-to-finding-random-records-which-are-not-available-in-the-table-after-deleted,How to Finding Random records which are not available in the table after deleted ?is it possible to find out?,,,,,
202,"['mysql', 'sql', 'query-builder']","{'account_id': 21754725, 'reputation': 1, 'user_id': 16060251, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhxT7xSHBZPgDDVNq1u20dCWjRW0VRxrklRcKHmbw=k-s256', 'display_name': 'Ranganath Gowda', 'link': 'https://stackoverflow.com/users/16060251/ranganath-gowda'}",True,43,2,0,1622839459,1622208509,,67739787,CC BY-SA 4.0,https://stackoverflow.com/questions/67739787/i-have-date-column-like-this-20210527181345-how-to-convert-this-string-to-time,I have date column like this &quot;20210527181345&quot; how to convert this string to timestamp SQL,67843677.0,,,,
203,"['sql', 'sql-server', 'tsql']","{'account_id': 16368718, 'reputation': 25, 'user_id': 11822466, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QJ7Lz.jpg?s=256&g=1', 'display_name': 'GSKKC', 'link': 'https://stackoverflow.com/users/11822466/gskkc'}",True,506,3,-3,1622834720,1621927740,1621931681.0,67683504,CC BY-SA 4.0,https://stackoverflow.com/questions/67683504/is-key-a-reserved-key-word-in-sql-server,Is &#39;Key&#39; a reserved key word in SQL Server?,67683630.0,,,,
204,"['php', 'mysql', 'sql', 'join', 'one-to-many']","{'account_id': 2939347, 'reputation': 47, 'user_id': 2517603, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/b6712e75c5c91ccfb72c7d0014932680?s=256&d=identicon&r=PG', 'display_name': 'dyer926', 'link': 'https://stackoverflow.com/users/2517603/dyer926'}",True,66,1,0,1622818035,1622058163,1622818035.0,67711717,CC BY-SA 4.0,https://stackoverflow.com/questions/67711717/cant-list-column-data-from-one-to-many-relation-on-sql-with-3-joins,can&#39;t list column data from one to many relation on sql with 3 JOINs,67836278.0,,,,
205,"['sql', 'ms-access']","{'account_id': 19689121, 'reputation': 1, 'user_id': 14414523, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhlvQN5QGw8NmwTCJ4PsPxhUohlr9WzVavEU1TwyyE=k-s256', 'display_name': 'Virat Gangurde', 'link': 'https://stackoverflow.com/users/14414523/virat-gangurde'}",True,62,2,0,1622810527,1622454284,1622454342.0,67771426,CC BY-SA 4.0,https://stackoverflow.com/questions/67771426/sql-query-for-ms-access-retrieve-column-data-by-after-some-interval,SQL query for MS Access :: Retrieve column data by after some interval,67837429.0,,,,
206,"['sql', 'flutter', 'sqlite']","{'account_id': 9055947, 'reputation': 2384, 'user_id': 6744309, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://lh4.googleusercontent.com/-tQAOMTpSTTU/AAAAAAAAAAI/AAAAAAAAABY/A1YqSem_VsI/photo.jpg?sz=256', 'display_name': 'Nicholas Jela', 'link': 'https://stackoverflow.com/users/6744309/nicholas-jela'}",True,859,2,-3,1622809472,1622381436,1622791853.0,67761743,CC BY-SA 4.0,https://stackoverflow.com/questions/67761743/flutter-sqflite-get-all-data-from-a-table-along-with-its-child-table,flutter sqflite get all data from a table along with it&#39;s child table,,,,,
207,"['python', 'sql', 'hive', 'hiveql']","{'account_id': 5683764, 'reputation': 23, 'user_id': 4493957, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11130bfdd104ad96bf3456931d9a8e70?s=256&d=identicon&r=PG&f=1', 'display_name': 'JM DR', 'link': 'https://stackoverflow.com/users/4493957/jm-dr'}",True,512,1,1,1622800727,1620117312,1620124489.0,67381352,CC BY-SA 4.0,https://stackoverflow.com/questions/67381352/compare-two-sql-tables-and-return-count-of-rows-with-changes,Compare two SQL tables and return count of rows with changes,67382947.0,,,,
208,"['mysql', 'sql', 'grafana']","{'account_id': 15806291, 'reputation': 87, 'user_id': 11404721, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-0m8L3iKV20s/AAAAAAAAAAI/AAAAAAAAAb4/AHcRdr2moKI/photo.jpg?sz=256', 'display_name': 'Thethiefer', 'link': 'https://stackoverflow.com/users/11404721/thethiefer'}",True,32,1,-1,1622751351,1621939244,1622751351.0,67686332,CC BY-SA 4.0,https://stackoverflow.com/questions/67686332/how-to-display-an-extra-colum-in-my-sql-query,How to display an extra colum in my SQL query,67688932.0,,,,
209,['sql'],"{'account_id': 21638551, 'reputation': 1, 'user_id': 15961142, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyQsRce7c7LbyUqQRO0QcJ3KUI8DGv_Kj7q3xa6=k-s256', 'display_name': 'arar arararar', 'link': 'https://stackoverflow.com/users/15961142/arar-arararar'}",True,40,1,-2,1622737325,1621344070,1622737325.0,67587118,CC BY-SA 4.0,https://stackoverflow.com/questions/67587118/having-the-database-calculate-current-salary-for-each-employee-if-salary-increa,"Having the database, calculate current salary for each employee if salary increases every 6 month according to the following rates for the positions",67587240.0,,,,
