,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,locked_date
784,"['sql', 'snowflake-cloud-data-platform']","{'account_id': 21836237, 'reputation': 45, 'user_id': 16130450, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c7e411e3537ee22e3fc26ad492eded2?s=256&d=identicon&r=PG&f=1', 'display_name': 'jeisenman19', 'link': 'https://stackoverflow.com/users/16130450/jeisenman19'}",True,1377,1,1,1624647692,1624644388,1624647692.0,68135416,CC BY-SA 4.0,https://stackoverflow.com/questions/68135416/how-do-you-join-tables-from-disparate-databases-in-snowflake,How do you join tables from disparate databases in Snowflake?,,,,,
785,"['sql', 'hadoop', 'hive', 'pyodbc', 'impala']","{'account_id': 13939203, 'reputation': 158, 'user_id': 12060596, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f779a34438f46ab7290e9de36968f89d?s=256&d=identicon&r=PG&f=1', 'display_name': 'OTM', 'link': 'https://stackoverflow.com/users/12060596/otm'}",True,139,1,0,1624647372,1624564992,1624633567.0,68122136,CC BY-SA 4.0,https://stackoverflow.com/questions/68122136/pyodbc-not-detecting-parameter-marker-in-sql-statement-i-e-insert-into-table,Pyodbc not detecting parameter marker in SQL statement (i.e. - Insert into table SELECT ...) to Hive table. Is there a workaround for this issue?,68135931.0,,,,
786,"['sql', 'sum']","{'account_id': 21061898, 'reputation': 11, 'user_id': 15480110, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-XPDOl6BsHYQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckezPgUh6FsPz_g4ftLO65KDSJHlg/s96-c/photo.jpg?sz=256', 'display_name': 'Lisa', 'link': 'https://stackoverflow.com/users/15480110/lisa'}",False,96,1,0,1624647339,1624645670,1624647339.0,68135642,CC BY-SA 4.0,https://stackoverflow.com/questions/68135642/sql-sum-based-on-id-and-time-interval,SQL sum based on ID and time interval,,,,,
787,['sql'],"{'account_id': 11835681, 'reputation': 37, 'user_id': 8661075, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c4925356160110615721d6f906d94a0f?s=256&d=identicon&r=PG&f=1', 'display_name': 'jtcarrie', 'link': 'https://stackoverflow.com/users/8661075/jtcarrie'}",True,44,1,2,1624647132,1624647079,,68135880,CC BY-SA 4.0,https://stackoverflow.com/questions/68135880/create-rank-and-order-for-calendar-month-and-year-combination-in-sql,Create Rank and Order for Calendar Month and Year Combination in SQL,68135893.0,,,,
788,"['sql', 'mariadb', 'insert-update', 'mariadb-10.3']","{'account_id': 8110288, 'reputation': 1090, 'user_id': 6110631, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/bJuLe.png?s=256&g=1', 'display_name': 'InterLinked', 'link': 'https://stackoverflow.com/users/6110631/interlinked'}",False,15,0,0,1624646372,1624645757,1624646372.0,68135656,CC BY-SA 4.0,https://stackoverflow.com/questions/68135656/insert-on-duplicate-key-fails-if-nonaffected-values-not-provided,Insert on duplicate key fails if nonaffected values not provided?,,,,,
789,"['mysql', 'sql']","{'account_id': 4358379, 'reputation': 1116, 'user_id': 3556287, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://graph.facebook.com/100000597544482/picture?type=large', 'display_name': 'Vyas Reddy', 'link': 'https://stackoverflow.com/users/3556287/vyas-reddy'}",True,170,4,-1,1624646206,1624633302,1624634168.0,68133133,CC BY-SA 4.0,https://stackoverflow.com/questions/68133133/sql-subquery-in-clause-returns-all-rows-even-if-not-match-where-condition,Sql Subquery IN clause returns all rows even if not match where condition,68133284.0,,,,
790,"['sql', 'oracle', 'function', 'google-bigquery']","{'account_id': 22044920, 'reputation': 25, 'user_id': 16310118, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f609c17236cd626c6126dc336a1f6fd?s=256&d=identicon&r=PG&f=1', 'display_name': 'jhanby', 'link': 'https://stackoverflow.com/users/16310118/jhanby'}",True,156,2,0,1624645662,1624636651,,68133901,CC BY-SA 4.0,https://stackoverflow.com/questions/68133901/translating-oracle-sql-dense-rank-function-to-bigquery,Translating oracle sql dense rank function to Bigquery,68133924.0,,,,
791,"['sql', 'spring', 'hibernate', 'jpa', 'spring-data-jpa']","{'account_id': 1073176, 'reputation': 3187, 'user_id': 1071967, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/0ac9b91656bf6d2c151364475972873d?s=256&d=identicon&r=PG', 'display_name': 'Geek', 'link': 'https://stackoverflow.com/users/1071967/geek'}",True,789,1,0,1624644890,1624555021,1624644890.0,68120151,CC BY-SA 4.0,https://stackoverflow.com/questions/68120151/springjpa-inconsistent-datatypes-expected-number-got-binary,SpringJPA - inconsistent datatypes: expected NUMBER got BINARY,,,,,
792,"['sql', 'oracle']","{'account_id': 3625950, 'reputation': 5830, 'user_id': 3023588, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/fd141e5037264781f9284db406ff369a?s=256&d=identicon&r=PG&f=1', 'display_name': 'espresso_coffee', 'link': 'https://stackoverflow.com/users/3023588/espresso-coffee'}",False,220,1,1,1624644511,1624629623,,68132272,CC BY-SA 4.0,https://stackoverflow.com/questions/68132272/how-to-identify-the-values-that-do-not-exist-in-json-file-in-oracle-column,How to identify the values that do not exist in JSON file in Oracle column?,,,,,
793,"['sql', 'db2']","{'account_id': 22051000, 'reputation': 39, 'user_id': 16315305, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJweoovqFj0iO9SUGTsWStZmUNiztWc-gYyEk23V=k-s256', 'display_name': 'an ch', 'link': 'https://stackoverflow.com/users/16315305/an-ch'}",True,61,1,1,1624643738,1624626732,1624643738.0,68131558,CC BY-SA 4.0,https://stackoverflow.com/questions/68131558/sql-beginner-question-what-is-the-principle-to-fill-some-sub-table-from-a-main,SQL beginner question : what is the principle to fill some sub-table from a main table?,,,,,
794,"['sql', 'cmd', 'ssis']","{'account_id': 2506995, 'reputation': 119, 'user_id': 2180420, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/2e6b27990b77271baa633bc9301cd7b9?s=256&d=identicon&r=PG', 'display_name': 'David Squires', 'link': 'https://stackoverflow.com/users/2180420/david-squires'}",False,262,0,0,1624643583,1624643583,,68135281,CC BY-SA 4.0,https://stackoverflow.com/questions/68135281/ssis-execute-process-task-hangs,SSIS Execute Process Task Hangs,,,,,
795,"['sql', 'json', 'nosql', 'json-query', 'audit.net']","{'account_id': 15543417, 'reputation': 59, 'user_id': 11213440, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0f0e1534065efac8d9edbf815bf13dc3?s=256&d=identicon&r=PG&f=1', 'display_name': 'swarts97', 'link': 'https://stackoverflow.com/users/11213440/swarts97'}",True,211,1,1,1624643471,1624611296,,68128212,CC BY-SA 4.0,https://stackoverflow.com/questions/68128212/how-to-achieve-generic-audit-net-json-data-processing,How to achieve generic Audit.NET json data processing?,68135264.0,,,,
796,"['python', 'sql', 'json', 'postgresql', 'api']","{'account_id': 21812607, 'reputation': 1, 'user_id': 16109919, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ea97fba449e8ffa7fe3cd22279a8850?s=256&d=identicon&r=PG&f=1', 'display_name': 'Felipe Kemp', 'link': 'https://stackoverflow.com/users/16109919/felipe-kemp'}",False,126,1,0,1624643433,1624556361,1624558479.0,68120419,CC BY-SA 4.0,https://stackoverflow.com/questions/68120419/postgresql-join-on-json-object-column,PostgreSQL JOIN on JSON Object column,,,,,
797,"['sql', 'google-bigquery', 'jinja2', 'dbt']","{'account_id': 21977774, 'reputation': 27, 'user_id': 16253327, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9602376ef85005d153004aa274833060?s=256&d=identicon&r=PG&f=1', 'display_name': 'Squash', 'link': 'https://stackoverflow.com/users/16253327/squash'}",True,2441,2,0,1624643175,1624460221,,68102280,CC BY-SA 4.0,https://stackoverflow.com/questions/68102280/how-to-add-a-jinja-function-to-sqlfluff-config,How to add a Jinja function to .sqlfluff config,68135216.0,,,,
798,"['sql', 'amazon-redshift']","{'account_id': 18790535, 'reputation': 69, 'user_id': 13703084, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/562140529c0383dd74610e12399d3198?s=256&d=identicon&r=PG&f=1', 'display_name': 'msulol', 'link': 'https://stackoverflow.com/users/13703084/msulol'}",False,53,1,-1,1624642309,1624638727,1624641014.0,68134340,CC BY-SA 4.0,https://stackoverflow.com/questions/68134340/sql-issue-with-in-with-union,SQL issue with IN with union,,,,,
799,['sql'],"{'account_id': 1381916, 'reputation': 68, 'user_id': 1314721, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://i.stack.imgur.com/e9Z63.gif?s=256&g=1', 'display_name': 'leerickx', 'link': 'https://stackoverflow.com/users/1314721/leerickx'}",False,76,0,0,1624641470,1624634995,1624641470.0,68133528,CC BY-SA 4.0,https://stackoverflow.com/questions/68133528/calculate-difference-between-time-over-midnight-and-condition,Calculate difference between time over midnight and condition,,,,,
800,"['sql', 'sum']","{'account_id': 4054877, 'reputation': 1, 'user_id': 3333231, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/506508719/picture?type=large', 'display_name': 'Paul Mampilly', 'link': 'https://stackoverflow.com/users/3333231/paul-mampilly'}",False,16,1,0,1624640748,1624634977,,68133522,CC BY-SA 4.0,https://stackoverflow.com/questions/68133522/how-to-carry-out-a-running-total-in-sql,How to carry out a running total in SQL,,,,,
801,"['sql', 'postgresql', 'postgresql-10']","{'account_id': 7546486, 'reputation': 22, 'user_id': 5729321, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ea0222086eb6aa27de36190897ff104?s=256&d=identicon&r=PG&f=1', 'display_name': 'Randy ', 'link': 'https://stackoverflow.com/users/5729321/randy'}",True,76,1,0,1624640590,1624637872,1624640590.0,68134166,CC BY-SA 4.0,https://stackoverflow.com/questions/68134166/why-am-i-getting-a-cross-reference-error-with-my-insert-select-statement-in-sing,Why am I getting a cross-reference error with my insert/select statement in single database,68134494.0,,,,
802,"['mysql', 'sql', 'select', 'subquery', 'min']","{'account_id': 19935825, 'reputation': 656, 'user_id': 14608529, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-om1dTKdA180/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck3ESmzm_mNeNrzmUllM6Sl0upKWQ/s96-c/photo.jpg?sz=256', 'display_name': 'Ricardo Francois', 'link': 'https://stackoverflow.com/users/14608529/ricardo-francois'}",True,63,3,2,1624640532,1624636582,1624637526.0,68133882,CC BY-SA 4.0,https://stackoverflow.com/questions/68133882/how-to-select-max-and-min-of-1-column-based-on-other-2-columns,How to select max and min of 1 column based on other 2 columns?,68133909.0,,,,
803,"['sql', 'postgresql']","{'account_id': 20138508, 'reputation': 21, 'user_id': 14768911, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/adfc2b3d19920e78ec73b9b55369c93f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Model Naoe', 'link': 'https://stackoverflow.com/users/14768911/model-naoe'}",True,952,2,1,1624640143,1624638933,,68134390,CC BY-SA 4.0,https://stackoverflow.com/questions/68134390/select-the-dept-names-where-the-sum-of-their-employees-salaries-is-greater-than,Select the dept names where the sum of their employees&#39; salaries is greater than the average of all departments&#39;,,,,,
804,"['sql', 'oracle']","{'account_id': 21380610, 'reputation': 581, 'user_id': 16119285, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b406f241444f9a189020055819cb3c0b?s=256&d=identicon&r=PG&f=1', 'display_name': 'banana_99', 'link': 'https://stackoverflow.com/users/16119285/banana-99'}",True,141,3,0,1624639607,1624637384,1624637503.0,68134065,CC BY-SA 4.0,https://stackoverflow.com/questions/68134065/combine-lead-and-lag-function-without-overlap,Combine lead and lag function without overlap,68134316.0,,,,
805,"['mysql', 'sql', 'database']","{'account_id': 21250371, 'reputation': 11, 'user_id': 15632653, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-MHgn-1yeWoY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn4wXpSpnLEbq4jKW0rjyEMLyLJ6Q/s96-c/photo.jpg?sz=256', 'display_name': 'Vish', 'link': 'https://stackoverflow.com/users/15632653/vish'}",False,70,1,-3,1624639319,1624637957,1624639155.0,68134181,CC BY-SA 4.0,https://stackoverflow.com/questions/68134181/i-am-getting-wrong-answer-by-using-the-below-mentioned-query-can-someone-explai,I am getting wrong answer by using the below mentioned query. Can someone explain why?,,,,,
806,"['c#', 'sql']","{'account_id': 22052080, 'reputation': 1, 'user_id': 16316219, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhJ1I299Ay6sYB6EVMjnAMb98NE7CJRhrbljxo1ag=k-s256', 'display_name': 'TCT', 'link': 'https://stackoverflow.com/users/16316219/tct'}",False,69,0,0,1624638727,1624634501,1624638727.0,68133415,CC BY-SA 4.0,https://stackoverflow.com/questions/68133415/c-code-executed-successfully-with-sql-but-when-checked-in-database-they-are-sti,C# code executed successfully with SQL but when checked in Database they are still showing null values,,,,,
807,"['sql', 'sql-server']","{'account_id': 19367744, 'reputation': 5, 'user_id': 14161624, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/210c59b8b96d16b23cec5464ef00d0c9?s=256&d=identicon&r=PG&f=1', 'display_name': 'pythonNoob', 'link': 'https://stackoverflow.com/users/14161624/pythonnoob'}",False,62,0,0,1624637558,1624637295,1624637558.0,68134042,CC BY-SA 4.0,https://stackoverflow.com/questions/68134042/nvarcharmax-comparing-to-length-of-a-variable-logic,nvarchar(max) comparing to length of a variable logic,,,,,
808,"['sql', 'stored-procedures', 'teradata', 'teradata-sql-assistant', 'teradatasql']","{'account_id': 21875984, 'reputation': 1, 'user_id': 16164988, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ed2bd1d7c6a243d48744f63f2853dd63?s=256&d=identicon&r=PG&f=1', 'display_name': 'Felipe', 'link': 'https://stackoverflow.com/users/16164988/felipe'}",False,362,0,0,1624635893,1624635893,,68133716,CC BY-SA 4.0,https://stackoverflow.com/questions/68133716/custom-stored-procedure-in-teradata-sql,Custom stored procedure in Teradata SQL,,,,,
809,"['sql', 'sql-server']","{'account_id': 16514993, 'reputation': 81, 'user_id': 11932724, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ef2afc151dbd5b1fa5edb955af793937?s=256&d=identicon&r=PG&f=1', 'display_name': 'hanbanan', 'link': 'https://stackoverflow.com/users/11932724/hanbanan'}",True,34,2,0,1624635720,1624635387,,68133605,CC BY-SA 4.0,https://stackoverflow.com/questions/68133605/finding-orders-placed-between-two-times-gives-zero-result,Finding orders placed between two times gives zero result,68133681.0,,,,
810,"['sql', 'asp.net', 'transactions']","{'account_id': 2559702, 'reputation': 1, 'user_id': 2220968, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e6b153c160b640bf10923534665cb84c?s=256&d=identicon&r=PG', 'display_name': 'gabriel', 'link': 'https://stackoverflow.com/users/2220968/gabriel'}",False,30,0,0,1624635647,1624635647,,68133658,CC BY-SA 4.0,https://stackoverflow.com/questions/68133658/sql-transactions-how-to-implement-it-in-this-scenario,SQL transactions how to implement it in this scenario,,,,,
811,"['mysql', 'sql', 'database']","{'account_id': 20907285, 'reputation': 21, 'user_id': 15358911, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjtQRcOpHmaEsr8iKfKmCVCtQsPSpR18WtRnDGUmg=k-s256', 'display_name': 'Robera Lamesa', 'link': 'https://stackoverflow.com/users/15358911/robera-lamesa'}",True,48,2,1,1624635049,1624614792,1624614863.0,68129074,CC BY-SA 4.0,https://stackoverflow.com/questions/68129074/how-to-calculate-sum-values-of-different-columns,how to calculate sum values of different columns?,,,,,
812,"['sql', 'postgresql', 'upsert']","{'account_id': 262546, 'reputation': 3786, 'user_id': 547489, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/e4be6ee1e801dd741378e1a086128fdb?s=256&d=identicon&r=PG', 'display_name': 'Vael Victus', 'link': 'https://stackoverflow.com/users/547489/vael-victus'}",True,534,1,1,1624634964,1624634834,,68133488,CC BY-SA 4.0,https://stackoverflow.com/questions/68133488/how-do-i-insert-multiple-records-with-an-on-conflict-update-clause-in-postgres,How do I insert multiple records with an ON CONFLICT UPDATE clause in Postgres?,68133518.0,,,,
813,"['python', 'sql', 'json', 'postgresql']","{'account_id': 22047736, 'reputation': 11, 'user_id': 16312473, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwP8Kopv-YtZlrHm6_q6Oz-3HGTBKlo5cOmtqVe=k-s256', 'display_name': 'Bashir Uddin', 'link': 'https://stackoverflow.com/users/16312473/bashir-uddin'}",True,44,1,0,1624634293,1624599740,1624634293.0,68126023,CC BY-SA 4.0,https://stackoverflow.com/questions/68126023/getting-all-values-in-one-column-as-a-json-when-inputs-is-value-from-another-c,Getting all values in one column as a json when input(s) is value from another column,,,,,
814,"['sql', 'sql-server', 'datediff', 'dateadd', 'getdate']","{'account_id': 20281166, 'reputation': 317, 'user_id': 15178375, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6568cfdca04c9dc10ba63d333af8a5e2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cyan', 'link': 'https://stackoverflow.com/users/15178375/cyan'}",True,633,1,-1,1624634126,1624633972,1624634126.0,68133283,,https://stackoverflow.com/questions/68133283/create-a-dynamic-date-range-in-sql,Create a dynamic date range in SQL,68133304.0,1624634675.0,Duplicate,,
815,"['php', 'mysql', 'sql']","{'account_id': 21051453, 'reputation': 35, 'user_id': 15471715, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gid1abdXCR9rnW8LMnu3wmqTholl5u6qV7y2oY0=k-s256', 'display_name': 'Saurabh Rajkumar', 'link': 'https://stackoverflow.com/users/15471715/saurabh-rajkumar'}",True,60,1,0,1624634090,1624629254,1624634090.0,68132171,CC BY-SA 4.0,https://stackoverflow.com/questions/68132171/change-td-content-according-to-database,Change td content according to database,68132496.0,,,,
816,"['mysql', 'sql', 'hive']","{'account_id': 22051103, 'reputation': 81, 'user_id': 16315390, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01e362af5fa5e2d29bdd3267de115db4?s=256&d=identicon&r=PG&f=1', 'display_name': 'N_A', 'link': 'https://stackoverflow.com/users/16315390/n-a'}",True,29,1,0,1624633944,1624633570,1624633944.0,68133191,CC BY-SA 4.0,https://stackoverflow.com/questions/68133191/how-to-find-the-desired-output-using-hive-sql,How to find the desired output using hive/sql,68133246.0,,,,
817,"['sql', 'postgresql']","{'account_id': 22046968, 'reputation': 43, 'user_id': 16311828, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/4023630621078254/picture?type=large', 'display_name': 'Richard Gonzalez', 'link': 'https://stackoverflow.com/users/16311828/richard-gonzalez'}",True,29,1,4,1624633641,1624591754,1624633641.0,68125084,CC BY-SA 4.0,https://stackoverflow.com/questions/68125084/use-computed-select-column-in-another-computed-select-column,Use computed SELECT column in another computed SELECT column,68125158.0,,,,
818,"['python', 'sql']","{'account_id': 13131561, 'reputation': 518, 'user_id': 9485934, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/DeMW5.png?s=256&g=1', 'display_name': 'Filip Simin', 'link': 'https://stackoverflow.com/users/9485934/filip-simin'}",True,97,1,1,1624633424,1624632879,,68133032,CC BY-SA 4.0,https://stackoverflow.com/questions/68133032/on-inserting-date-into-a-table-i-get-duplicate-column-name,On inserting date into a table i get: Duplicate column name,68133160.0,,,,
819,"['sql', 'sql-server', 'optimization']","{'account_id': 12259082, 'reputation': 2260, 'user_id': 8947333, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/V8iIC.jpg?s=256&g=1', 'display_name': 'Be Chiller Too', 'link': 'https://stackoverflow.com/users/8947333/be-chiller-too'}",True,111,2,2,1624632529,1624606348,1624632529.0,68127175,CC BY-SA 4.0,https://stackoverflow.com/questions/68127175/update-and-replace-for-lots-of-rows,UPDATE and REPLACE for lots of rows,68130040.0,,,,
820,"['sql', 'postgresql']","{'account_id': 3430727, 'reputation': 159, 'user_id': 2875230, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user2875230', 'link': 'https://stackoverflow.com/users/2875230/user2875230'}",True,143,2,1,1624632305,1624629854,1624631824.0,68132330,CC BY-SA 4.0,https://stackoverflow.com/questions/68132330/delete-rows-with-duplicate-fields-in-postgres,Delete Rows with duplicate fields in Postgres,68132605.0,,,,
821,"['sql', 'teradata', 'teradatasql']","{'account_id': 18392147, 'reputation': 55, 'user_id': 13397575, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjPB-ixe9Zh3L_hVKdHnbQMy0WNtEnLZV5mjwoc=k-s256', 'display_name': 'fred wu', 'link': 'https://stackoverflow.com/users/13397575/fred-wu'}",False,40,2,0,1624632300,1624631684,,68132753,CC BY-SA 4.0,https://stackoverflow.com/questions/68132753/create-a-view-to-cater-to-dynamic-month,create a view to cater to dynamic month,,,,,
822,"['sql', 'sql-server']","{'account_id': 21106301, 'reputation': 1, 'user_id': 15515217, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2029207237219796/picture?type=large', 'display_name': 'rajesh', 'link': 'https://stackoverflow.com/users/15515217/rajesh'}",True,48,1,0,1624632246,1624630422,1624632246.0,68132470,CC BY-SA 4.0,https://stackoverflow.com/questions/68132470/i-need-add-new-column,I need add new column,,,,,
823,"['python', 'sql', 'database', 'sqlite', 'schema']","{'account_id': 19075969, 'reputation': 23, 'user_id': 13929249, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Yjk39r51STs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl7PetxOlLNvlKoOoXZJjTm1lCmjQ/photo.jpg?sz=256', 'display_name': 'Jordan Lowry', 'link': 'https://stackoverflow.com/users/13929249/jordan-lowry'}",False,61,1,0,1624632173,1624628568,1624632173.0,68132004,CC BY-SA 4.0,https://stackoverflow.com/questions/68132004/sqlite3-operationalerror-no-column-exists,sqlite3.OperationalError - no column exists,,,,,
824,"['sql', 'postgresql', 'select']","{'account_id': 21932089, 'reputation': 141, 'user_id': 16213900, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6178563bd32376ae7a6b62b40c39093d?s=256&d=identicon&r=PG&f=1', 'display_name': 'covenant', 'link': 'https://stackoverflow.com/users/16213900/covenant'}",True,54,2,2,1624631373,1624629298,1624631373.0,68132180,CC BY-SA 4.0,https://stackoverflow.com/questions/68132180/find-the-city-which-a-name-most-repeated,Find the city which a name most repeated,68132342.0,,,,
825,"['sql', 'postgresql']","{'account_id': 22051620, 'reputation': 1, 'user_id': 16315837, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/19ec49b2b5632972c549d7a9569e33f6?s=256&d=identicon&r=PG&f=1', 'display_name': 'sahil-learner', 'link': 'https://stackoverflow.com/users/16315837/sahil-learner'}",False,34,1,0,1624630939,1624630862,,68132567,CC BY-SA 4.0,https://stackoverflow.com/questions/68132567/how-to-calculate-percentage-of-different-rows-from-rows-total-in-postgresql,how to calculate percentage of different rows from rows total in postgresql?,,,,,
826,"['sql', 'date', 'datetime', 'group-by']","{'account_id': 21565925, 'reputation': 1, 'user_id': 15899711, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f0534b4a271e86659909c362397a90f0?s=256&d=identicon&r=PG&f=1', 'display_name': 'powerbing', 'link': 'https://stackoverflow.com/users/15899711/powerbing'}",False,194,1,0,1624630370,1624628337,1624628487.0,68131942,CC BY-SA 4.0,https://stackoverflow.com/questions/68131942/group-by-start-and-end-of-the-week-date,Group by start and end of the week date,,,,,
827,"['javascript', 'sql', 'snowflake-cloud-data-platform']","{'account_id': 21516720, 'reputation': 27, 'user_id': 15858447, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwC7W-yzqbqtCPEApYgCkJPQXeWLrGxkXWkwMx3=k-s256', 'display_name': 'Raja Gudipudi', 'link': 'https://stackoverflow.com/users/15858447/raja-gudipudi'}",False,263,1,0,1624630057,1624627777,1624629212.0,68131805,CC BY-SA 4.0,https://stackoverflow.com/questions/68131805/issue-in-scheduling-a-task-in-snowflake,Issue in scheduling a task in Snowflake,,,,,
828,"['sql', 'xml', 'oracle']","{'account_id': 22050675, 'reputation': 3, 'user_id': 16315027, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/128968065981313/picture?type=large', 'display_name': 'Andrew Jones', 'link': 'https://stackoverflow.com/users/16315027/andrew-jones'}",True,43,1,0,1624629702,1624624760,,68131139,CC BY-SA 4.0,https://stackoverflow.com/questions/68131139/oracle-xml-need-2-rows-of-data-values-not-1-row-of-xmltypes,"Oracle XML need 2 rows of data values, not 1 row of XMLTYPEs",68132290.0,,,,
829,"['sql', 'vertica']","{'account_id': 7100941, 'reputation': 339, 'user_id': 5432511, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b935eb8e46e725defbe5f9961c2aa21?s=256&d=identicon&r=PG&f=1', 'display_name': 'curious_brain', 'link': 'https://stackoverflow.com/users/5432511/curious-brain'}",True,160,1,1,1624629453,1624574956,1624629453.0,68123522,CC BY-SA 4.0,https://stackoverflow.com/questions/68123522/sql-query-to-exclude-some-records-from-the-output,SQL query to exclude some records from the output,68123590.0,,,,
830,"['sql', 'sql-server']","{'account_id': 15586626, 'reputation': 15, 'user_id': 11244953, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/77f2b16df1bd03d2ae9ee946e3b16b14?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jared', 'link': 'https://stackoverflow.com/users/11244953/jared'}",True,31,1,0,1624629240,1624627067,1624629240.0,68131640,CC BY-SA 4.0,https://stackoverflow.com/questions/68131640/how-do-i-find-the-rows-of-two-tables-where-a-row-element-from-tablea-is-differen,How do I find the rows of two tables where a row element from TableA is different from TableB,68131693.0,,,,
831,"['sql', 'postgresql', 'postgresql-11']","{'account_id': 16732535, 'reputation': 45, 'user_id': 12094506, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mB-xIZpHAQe0R82Od75xE5x-rONZblh3jFSRJmjvA=k-s256', 'display_name': 'Nimas Anggarini', 'link': 'https://stackoverflow.com/users/12094506/nimas-anggarini'}",True,109,3,1,1624627686,1624610904,1624611803.0,68128115,CC BY-SA 4.0,https://stackoverflow.com/questions/68128115/empty-table-views,Empty Table Views,68128896.0,,,,
832,"['sql', 'postgresql']","{'account_id': 22048843, 'reputation': 3, 'user_id': 16313425, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb9562632d2fa019573aee50203fd9d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'frikes0101', 'link': 'https://stackoverflow.com/users/16313425/frikes0101'}",True,415,1,0,1624627190,1624609151,1624617891.0,68127740,CC BY-SA 4.0,https://stackoverflow.com/questions/68127740/cursor-doesnt-fetch-values-correctly-in-postgresql,Cursor doesn&#39;t fetch values correctly in Postgresql,68131671.0,,,,
