,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,community_owned_date,migrated_from
411,"['python', 'sql', 'oracle11g', 'tuples', 'fetchall']","{'account_id': 2120774, 'reputation': 5849, 'user_id': 1884063, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/c10f3f9f0559b465de9c96e4a5f5a760?s=256&d=identicon&r=PG', 'display_name': 'Bryan', 'link': 'https://stackoverflow.com/users/1884063/bryan'}",True,1891,,3,1,1480632440,1356553383,1356556315.0,14045823,CC BY-SA 3.0,https://stackoverflow.com/questions/14045823/downloading-arrays-off-cur-fetchall-in-python-and-oracle-11g,Downloading arrays off cur.fetchall() in Python and Oracle 11g,,,,,
412,"['sql', 'sql-server', 'ms-access', 'join']","{'account_id': 2060097, 'reputation': 39, 'user_id': 1836880, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/225280de099476e057cd5672b1407654?s=256&d=identicon&r=PG', 'display_name': 'Jovica Kuresevic', 'link': 'https://stackoverflow.com/users/1836880/jovica-kuresevic'}",True,637,13758946.0,2,0,1479930615,1354864435,1479930615.0,13758562,CC BY-SA 3.0,https://stackoverflow.com/questions/13758562/joining-data-from-access-and-sql-tables,Joining data from Access and SQL tables,,,,,
413,"['sql', 'asp.net', 'database', 'ms-access']","{'account_id': 1618695, 'reputation': 1074, 'user_id': 1495726, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/81b385888bc8fa7614a70709d29d0f23?s=256&d=identicon&r=PG', 'display_name': 'Noam Gal', 'link': 'https://stackoverflow.com/users/1495726/noam-gal'}",True,1092,13801803.0,2,0,1479930579,1354954484,1479930579.0,13775738,CC BY-SA 3.0,https://stackoverflow.com/questions/13775738/sql-how-to-get-a-value-from-a-cell-in-an-access-table,SQL how to get a value from a cell in an access table,,,,,
414,"['php', 'sql', 'codeigniter', 'phpmyadmin']","{'account_id': 2158424, 'reputation': 21, 'user_id': 1913138, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3c3ef0711378f4b374d37ce449714ac5?s=256&d=identicon&r=PG', 'display_name': 'Frank_g', 'link': 'https://stackoverflow.com/users/1913138/frank-g'}",True,15358,13971034.0,6,1,1479421952,1356002019,1356002635.0,13970942,CC BY-SA 3.0,https://stackoverflow.com/questions/13970942/how-to-prevent-duplicate-records-in-codeigniter,How to prevent duplicate records in CodeIgniter,,,,,
415,"['sql', 'oracle', 'inner-join', 'common-table-expression', 'hp-quality-center']","{'account_id': 1778252, 'reputation': 173, 'user_id': 1621571, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/34c2e48c2cd8b8ef4df885fa898a2489?s=256&d=identicon&r=PG', 'display_name': 'pkracer', 'link': 'https://stackoverflow.com/users/1621571/pkracer'}",True,4306,,2,1,1479247307,1354741110,1479247307.0,13732318,CC BY-SA 3.0,https://stackoverflow.com/questions/13732318/with-sql-statement-within-hp-quality-center-invalid-statements-oracle-db,&quot;WITH&quot; SQL statement within HP Quality Center - Invalid Statements - Oracle DB,,,,,
416,"['sql', 'excel']","{'account_id': 1760121, 'reputation': 53, 'user_id': 1607471, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/c4b85c87a175cba531e0448cd6279933?s=256&d=identicon&r=PG', 'display_name': 'ciw916', 'link': 'https://stackoverflow.com/users/1607471/ciw916'}",True,107,,1,-1,1478685148,1355858881,1478685148.0,13940085,CC BY-SA 3.0,https://stackoverflow.com/questions/13940085/querying-data-using-existing-spreadsheet,Querying Data Using Existing Spreadsheet,,,,,
417,"['mysql', 'sql']","{'user_type': 'does_not_exist', 'display_name': 'user1759136'}",True,59,13683309.0,2,0,1478451550,1354537532,1478451550.0,13683222,CC BY-SA 3.0,https://stackoverflow.com/questions/13683222/querying-mysql-database,Querying MySQL database,,,,,
418,"['php', 'mysql', 'sql', 'foreach', 'cron']","{'account_id': 2074591, 'reputation': 57, 'user_id': 1848309, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/2cbb6ecdb5faca5e9d06c195ca995b06?s=256&d=identicon&r=PG', 'display_name': 'Internet caffe', 'link': 'https://stackoverflow.com/users/1848309/internet-caffe'}",True,2275,13952244.0,1,3,1478340455,1355918332,,13952011,CC BY-SA 3.0,https://stackoverflow.com/questions/13952011/cron-php-update-insert-one-sql-table-from-another,Cron php update/insert one sql table from another,,,,,
419,"['sql', 'oracle', 'procedure']","{'account_id': 2101495, 'reputation': 191, 'user_id': 1868996, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://i.stack.imgur.com/XCKhn.jpg?s=256&g=1', 'display_name': 'Jaqualembo', 'link': 'https://stackoverflow.com/users/1868996/jaqualembo'}",True,43498,13673840.0,3,11,1478004017,1354480014,1478004017.0,13673502,CC BY-SA 3.0,https://stackoverflow.com/questions/13673502/can-an-sql-procedure-return-a-table,Can an SQL procedure return a table?,,,,,
420,"['sql', 'oracle', 'plsql', 'oracle11g', 'locking']","{'account_id': 2060278, 'reputation': 133, 'user_id': 1837014, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/LdyPw.jpg?s=256&g=1', 'display_name': 'Lakshmanan Chidambaram', 'link': 'https://stackoverflow.com/users/1837014/lakshmanan-chidambaram'}",False,516,,2,2,1478003966,1355333038,1478003966.0,13845228,CC BY-SA 3.0,https://stackoverflow.com/questions/13845228/locking-mechanism-on-tables,Locking Mechanism on Tables,,,,,
421,"['java', 'sql', 'postgresql', 'jdbc', 'debian']","{'account_id': 1919914, 'reputation': 583, 'user_id': 1731687, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/a76f37cab7b24361a64f088ed3b8c141?s=256&d=identicon&r=PG', 'display_name': 'James Willson', 'link': 'https://stackoverflow.com/users/1731687/james-willson'}",True,45311,13867021.0,4,11,1477974823,1355402190,1355415105.0,13860024,CC BY-SA 3.0,https://stackoverflow.com/questions/13860024/postgresql-installing-jdbc-driver,PostgreSQL - Installing JDBC driver,,,,,
422,"['php', 'sql', 'arrays', 'while-loop']","{'account_id': 2142885, 'reputation': 49, 'user_id': 1901142, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/473cc2291b76e211c0a65ecddbf2f40a?s=256&d=identicon&r=PG', 'display_name': 'user1901142', 'link': 'https://stackoverflow.com/users/1901142/user1901142'}",True,486,13911915.0,4,0,1476538181,1355738349,1476538181.0,13911879,,https://stackoverflow.com/questions/13911879/loop-while-for-array-on-php,Loop while for array on php,1355766879.0,too localized,,,
423,"['mysql', 'sql', 'string', 'type-conversion']","{'account_id': 220592, 'reputation': 8991, 'user_id': 478076, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/v4NfA.png?s=256&g=1', 'display_name': 'GajendraSinghParihar', 'link': 'https://stackoverflow.com/users/478076/gajendrasinghparihar'}",True,888,13976833.0,2,0,1476164326,1356021966,1476164326.0,13976754,CC BY-SA 3.0,https://stackoverflow.com/questions/13976754/parse-comma-string-in-mysql-stored-procedure,"Parse Comma(,) String in MySql stored procedure",,,,,
424,"['sql', 'database', 'entity-relationship']","{'account_id': 1112426, 'reputation': 4871, 'user_id': 1102648, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/f2d9b0b8427a22bf8e461d4c324ab6f3?s=256&d=identicon&r=PG', 'display_name': 'ssgao', 'link': 'https://stackoverflow.com/users/1102648/ssgao'}",True,284,13917319.0,2,0,1476143207,1355758745,,13917225,CC BY-SA 3.0,https://stackoverflow.com/questions/13917225/modelling-an-er-diagram,Modelling an ER Diagram,,,,,
425,"['sql', 'sql-server', 'sql-server-2008', 'stored-procedures']","{'account_id': 1772173, 'reputation': 1916, 'user_id': 1616738, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/9edc41d00e09eef8fd09ac6bc2c71317?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pavan V Parekh', 'link': 'https://stackoverflow.com/users/1616738/pavan-v-parekh'}",True,154,13924204.0,3,1,1476014739,1355737225,1476014739.0,13911610,CC BY-SA 3.0,https://stackoverflow.com/questions/13911610/i-am-trying-to-combine-two-tables-master-and-child-into-one-i-need-only-one-r,I am trying to combine two tables (Master and child) into one. I need only one record of child table in stored procedure,,,,,
426,"['c#', 'asp.net', 'sql', 'dynamic']","{'account_id': 1433200, 'reputation': 3069, 'user_id': 1355120, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/96733e6873f55156f61fb2d0f1bb495d?s=256&d=identicon&r=PG', 'display_name': 'Kevin', 'link': 'https://stackoverflow.com/users/1355120/kevin'}",True,7348,,4,2,1476014576,1356396302,,14026823,CC BY-SA 3.0,https://stackoverflow.com/questions/14026823/variable-table-name-using-dynamic-sql-in-c,Variable table name using dynamic SQL in C#,,,,,
427,"['sql', 'postgresql']","{'account_id': 1723875, 'reputation': 853, 'user_id': 1579008, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f80d73a21ad533899bc5e57724e00baf?s=256&d=identicon&r=PG', 'display_name': 'Kam', 'link': 'https://stackoverflow.com/users/1579008/kam'}",True,50666,13949654.0,4,72,1475090208,1355901466,,13947327,CC BY-SA 3.0,https://stackoverflow.com/questions/13947327/to-ignore-duplicate-keys-during-copy-from-in-postgresql,To ignore duplicate keys during &#39;copy from&#39; in postgresql,,,,,
428,['sql'],"{'account_id': 2143880, 'reputation': 35, 'user_id': 1901959, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3835afb087790a95c15c80b287889f08?s=256&d=identicon&r=PG', 'display_name': 'user1901959', 'link': 'https://stackoverflow.com/users/1901959/user1901959'}",True,73,,4,1,1474478342,1355424954,1355426103.0,13866515,CC BY-SA 3.0,https://stackoverflow.com/questions/13866515/return-query-by-group,Return query by group,,,,,
429,"['mysql', 'sql', 'forum', 'phpbb3', 'bbpress']","{'account_id': 1902557, 'reputation': 65, 'user_id': 1718101, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b40c33caff403655a2e281cc64d535fc?s=256&d=identicon&r=PG', 'display_name': 'sbroways', 'link': 'https://stackoverflow.com/users/1718101/sbroways'}",True,331,13716530.0,2,0,1474473198,1354678442,1474473198.0,13715883,CC BY-SA 3.0,https://stackoverflow.com/questions/13715883/mysql-query-help-moving-data-between-tables,MySQL query help moving data between tables,,,,,
430,"['sql', 'asp.net-mvc', 'ef-code-first', 'entity-framework-4.1']","{'account_id': 1329777, 'reputation': 314, 'user_id': 1273915, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://i.stack.imgur.com/abkK0.png?s=256&g=1', 'display_name': 'Pravesh Singh', 'link': 'https://stackoverflow.com/users/1273915/pravesh-singh'}",False,474,,1,1,1474284677,1356531599,1474284677.0,14041873,CC BY-SA 3.0,https://stackoverflow.com/questions/14041873/assign-permission-for-pages-using-code-first-in-asp-net-mvc,Assign permission for pages using Code first in asp.net MVC,,,,,
431,"['c#', '.net', 'sql', 'sql-server', 'stored-procedures']","{'account_id': 35409, 'reputation': 1417, 'user_id': 100265, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/Btift.jpg?s=256&g=1', 'display_name': 'mSafdel', 'link': 'https://stackoverflow.com/users/100265/msafdel'}",False,135,,2,1,1473421165,1354557739,1473421165.0,13689050,CC BY-SA 3.0,https://stackoverflow.com/questions/13689050/dataset-and-sql-dynamically-like,DataSet and SQL Dynamically Like,,,,,
432,"['mysql', 'sql', 'sql-server', 'oracle']","{'account_id': 204497, 'reputation': 6062, 'user_id': 452748, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/2709a604296889b4565691c275f433b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Saw', 'link': 'https://stackoverflow.com/users/452748/saw'}",True,11626,14023670.0,2,3,1473006661,1356366058,1356366411.0,14023608,CC BY-SA 3.0,https://stackoverflow.com/questions/14023608/select-duplicate-values-in-one-column-in-a-table,Select duplicate values in one column in a table,,,,,
433,"['sql', 'sql-server', 'tsql', 'sql-server-2012']","{'account_id': 2159365, 'reputation': 151, 'user_id': 1913892, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cdc3d8587d00471929029a47a636c453?s=256&d=identicon&r=PG', 'display_name': 'msallem', 'link': 'https://stackoverflow.com/users/1913892/msallem'}",True,70532,,2,14,1472537958,1355860118,1355863679.0,13940397,CC BY-SA 3.0,https://stackoverflow.com/questions/13940397/sum-values-from-multiple-rows-into-one-row,Sum values from multiple rows into one row,,,,,
434,"['sql', 'sql-server', 'sql-server-2008', 'join']","{'account_id': 2062738, 'reputation': 1674, 'user_id': 1838936, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/izImY.jpg?s=256&g=1', 'display_name': 'Indhi', 'link': 'https://stackoverflow.com/users/1838936/indhi'}",True,23473,13741909.0,2,3,1471259782,1354790436,1354790917.0,13741846,CC BY-SA 3.0,https://stackoverflow.com/questions/13741846/displaying-all-the-columns-from-two-different-tables,Displaying all the columns from two different tables,,,,,
435,"['c#', '.net', 'sql', 'linq', 'entity-framework']","{'account_id': 1622571, 'reputation': 987, 'user_id': 1498837, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/8c193ba013ab67a7b0ea498da369afe9?s=256&d=identicon&r=PG', 'display_name': 'Matan L', 'link': 'https://stackoverflow.com/users/1498837/matan-l'}",True,3144,13769327.0,3,0,1470160828,1354905934,1495542179.0,13769119,,https://stackoverflow.com/questions/13769119/linq-group-by-and-sum,LINQ group by and SUM,1354925862.0,exact duplicate,,,
436,"['sql', 'mvcc']","{'account_id': 8235, 'reputation': 83658, 'user_id': 14731, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/ffeccc0bf6020a4c7cfb2f014e02de35?s=256&d=identicon&r=PG', 'display_name': 'Gili', 'link': 'https://stackoverflow.com/users/14731/gili'}",True,582,13675622.0,3,3,1469654925,1354484031,1371751567.0,13674104,CC BY-SA 3.0,https://stackoverflow.com/questions/13674104/do-mvcc-databases-see-inserted-rows-in-mid-transaction,Do MVCC databases see inserted rows in mid-transaction?,,,,,
437,"['mysql', 'sql', 'datetime', 'phpmyadmin']","{'account_id': 1709976, 'reputation': 1216, 'user_id': 1568236, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/OxqG5.jpg?s=256&g=1', 'display_name': 'Nilesh patel', 'link': 'https://stackoverflow.com/users/1568236/nilesh-patel'}",True,1723,14029870.0,3,1,1469104617,1356431667,1356433122.0,14029833,CC BY-SA 3.0,https://stackoverflow.com/questions/14029833/get-time-from-timestamp-stored-as-varchar,Get time from Timestamp stored as varchar,,,,,
438,"['sql', 'database', 'sqlite']","{'account_id': 1801083, 'reputation': 3593, 'user_id': 1639431, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/c9f82ed116edcc3a23948fe2fb5339e4?s=256&d=identicon&r=PG', 'display_name': 'user1639431', 'link': 'https://stackoverflow.com/users/1639431/user1639431'}",True,56861,14005868.0,2,27,1469017730,1356203484,1469017730.0,14005731,CC BY-SA 3.0,https://stackoverflow.com/questions/14005731/how-can-i-create-a-sqlite3-database-file-using-a-sql-command-file,How can I create a SQLite3 database file using a SQL command file?,,,,,
439,"['c#', 'sql', 'sql-server', 'visual-studio-2010']","{'account_id': 875098, 'reputation': 8862, 'user_id': 924896, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9f058a09fb00421632eaccffffcae3dc?s=256&d=identicon&r=PG', 'display_name': 'Cristi Pufu', 'link': 'https://stackoverflow.com/users/924896/cristi-pufu'}",True,3318,38273283.0,2,5,1468002703,1355329041,1355338908.0,13843990,CC BY-SA 3.0,https://stackoverflow.com/questions/13843990/how-can-i-programatically-publish-a-sql-server-database-project,How can I programatically publish a SQL Server Database Project?,,,,,
440,"['java', 'sql', 'database', 'local', 'embedded-database']","{'account_id': 1032976, 'reputation': 4515, 'user_id': 1040915, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/5d4fad479f4b604d4acc731fdae68d9d?s=256&d=identicon&r=PG', 'display_name': 'scubbo', 'link': 'https://stackoverflow.com/users/1040915/scubbo'}",True,21479,13692858.0,4,2,1467980392,1354572080,1495542275.0,13692538,CC BY-SA 3.0,https://stackoverflow.com/questions/13692538/creating-a-new-local-database-with-java,Creating a new local database with Java,,,,,
441,"['sql', 'sql-server', 'stored-procedures', 'sql-server-2008-r2', 'sql-server-2012']","{'account_id': 802767, 'reputation': 637, 'user_id': 764369, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/cKeaf.jpg?s=256&g=1', 'display_name': 'Arooran', 'link': 'https://stackoverflow.com/users/764369/arooran'}",True,16670,13769494.0,2,2,1467943483,1354894532,1407105367.0,13766150,CC BY-SA 3.0,https://stackoverflow.com/questions/13766150/copying-user-roles-and-permission-from-one-database-to-another,Copying user roles and permission from one database to another,,,,,
442,"['sql', 'sql-server']","{'account_id': 1582648, 'reputation': 1781, 'user_id': 1532104, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/9163f18494c738d1a484e9af63b40ed3?s=256&d=identicon&r=PG', 'display_name': 'user125264', 'link': 'https://stackoverflow.com/users/1532104/user125264'}",True,161,,4,1,1466176651,1355910650,1355911209.0,13949597,CC BY-SA 3.0,https://stackoverflow.com/questions/13949597/aggregate-functions-how-to-count-a-column-and-return-the-value-in-the-same-query,aggregate functions how to count a column and return the value in the same query,,,,,
443,['sql'],"{'account_id': 351087, 'reputation': 191, 'user_id': 687349, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e1526ba9ff8e938eb8f1fed0da36005a?s=256&d=identicon&r=PG', 'display_name': 'Aren', 'link': 'https://stackoverflow.com/users/687349/aren'}",True,313,13894230.0,1,0,1465795795,1355587341,1355587664.0,13893766,CC BY-SA 3.0,https://stackoverflow.com/questions/13893766/sql-query-solutions-needed-for-grouping-answers,SQL Query solutions needed for grouping answers,,,,,
444,"['sql', 'sql-server', 'timezone']","{'account_id': 1109433, 'reputation': 115, 'user_id': 1100184, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5054fbc86d5db60099dd2bbc3de86c09?s=256&d=identicon&r=PG', 'display_name': 'K M', 'link': 'https://stackoverflow.com/users/1100184/k-m'}",True,9989,14061974.0,2,5,1465375057,1356638309,1356639785.0,14060535,CC BY-SA 3.0,https://stackoverflow.com/questions/14060535/how-to-select-the-utc-offset-from-a-datetimeoffset-object,How to SELECT the UTC offset from a DateTimeOffset object?,,,,,
445,"['sql', 'sql-server']","{'account_id': 125740, 'reputation': 7838, 'user_id': 321721, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/af61521ae8209fa8d3cce1e4fb61efcc?s=256&d=identicon&r=PG', 'display_name': 'Mausimo', 'link': 'https://stackoverflow.com/users/321721/mausimo'}",True,13270,14045800.0,3,10,1465341947,1356553167,1356625041.0,14045779,CC BY-SA 3.0,https://stackoverflow.com/questions/14045779/what-data-type-to-use-to-store-mac-addresses-in-an-sql-server-database-table,what data-type to use to store MAC addresses in an SQL Server database table?,,,,,
446,"['mysql', 'sql', 'select']","{'account_id': 74079, 'reputation': 5682, 'user_id': 213042, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/58eff093cde7adbcadcd26b1b495aa2c?s=256&d=identicon&r=PG', 'display_name': 'Laizer', 'link': 'https://stackoverflow.com/users/213042/laizer'}",True,9837,14098267.0,4,17,1465215814,1356935043,1495541435.0,14098243,CC BY-SA 3.0,https://stackoverflow.com/questions/14098243/sql-select-only-rows-where-multiple-relationships-exist,SQL Select only rows where multiple relationships exist,,,,,
447,"['sql', 'oracle', 'oracle11g', 'sqlplus']","{'account_id': 1717975, 'reputation': 93, 'user_id': 1574652, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/16fe0802d3150f046e484ddeba5ede5b?s=256&d=identicon&r=PG', 'display_name': 'Algorath', 'link': 'https://stackoverflow.com/users/1574652/algorath'}",True,4488,13796735.0,1,2,1465059225,1355113503,1465059225.0,13794988,CC BY-SA 3.0,https://stackoverflow.com/questions/13794988/how-does-ora-00935-trigger-seeking-insight-on-oracle-sqls-nested-group-functio,How does ORA-00935 trigger? Seeking insight on Oracle SQL&#39;s nested group function methodology,,,,,
448,"['sql', 'join']","{'account_id': 2154850, 'reputation': 309, 'user_id': 1910327, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/bd61c3baa98321a54b8402bfa2826ecb?s=256&amp;d=identicon&amp;r=PG', 'display_name': 'portgas d ace', 'link': 'https://stackoverflow.com/users/1910327/portgas-d-ace'}",True,1401,14041840.0,1,0,1464179081,1356530996,1464179081.0,14041768,CC BY-SA 3.0,https://stackoverflow.com/questions/14041768/cross-join-and-left-outer-join-of-tables-in-database,Cross Join and Left Outer Join of Tables in Database,,,,,
449,"['sql', 'odbc']","{'account_id': 1025526, 'reputation': 2112, 'user_id': 1034912, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/f0691a2ca07f4f91f41e71919f669e22?s=256&d=identicon&r=PG', 'display_name': 'user1034912', 'link': 'https://stackoverflow.com/users/1034912/user1034912'}",True,3493,13676632.0,2,2,1462935454,1354503790,,13676603,CC BY-SA 3.0,https://stackoverflow.com/questions/13676603/why-does-this-sql-odbc-query-not-work,Why does this SQL ODBC query not work?,,,,,
450,"['sql', 'sql-server', 'sql-server-2008']","{'account_id': 290280, 'reputation': 4628, 'user_id': 591736, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/P3hAM.jpg?s=256&g=1', 'display_name': 'Redtopia', 'link': 'https://stackoverflow.com/users/591736/redtopia'}",True,8119,13996801.0,3,7,1461731193,1356121397,,13996748,CC BY-SA 3.0,https://stackoverflow.com/questions/13996748/sql-server-is-it-possible-to-return-an-existing-column-value-before-a-row-upda,SQL Server - Is it possible to return an existing column value before a row update?,,,,,
451,"['sql', 'db2', 'varchar', 'page-size']","{'account_id': 1597725, 'reputation': 33351, 'user_id': 1479414, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/c286de045787a6dc24c3afb97ec23ce1?s=256&d=identicon&r=PG', 'display_name': 'Andremoniy', 'link': 'https://stackoverflow.com/users/1479414/andremoniy'}",True,11466,13915576.0,1,1,1461565926,1355750182,1461565926.0,13914926,CC BY-SA 3.0,https://stackoverflow.com/questions/13914926/how-to-calculate-maximum-length-of-varchar-type-in-db2,How to calculate maximum length of VARCHAR type in DB2?,,,,,
452,"['sql', 'sql-server', 'database']","{'account_id': 887651, 'reputation': 1875, 'user_id': 926699, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/pP7g6.png?s=256&g=1', 'display_name': 'Danny Brady', 'link': 'https://stackoverflow.com/users/926699/danny-brady'}",True,956,14019404.0,4,1,1461487759,1356340515,1461487759.0,14019374,CC BY-SA 3.0,https://stackoverflow.com/questions/14019374/conditional-sql-queries,Conditional SQL Queries,,,,,
453,"['sql', 'sql-server', 'sql-server-2005']","{'account_id': 1860243, 'reputation': 195, 'user_id': 1684943, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/4a56cbf051044c5a7ddcc4b12b44180b?s=256&d=identicon&r=PG', 'display_name': 'Ashok kumar', 'link': 'https://stackoverflow.com/users/1684943/ashok-kumar'}",True,245,13931433.0,3,0,1460995698,1355821790,1355827999.0,13929582,CC BY-SA 3.0,https://stackoverflow.com/questions/13929582/how-can-i-combine-more-then-one-databases-data-in-one-database-with-same-schema,How can i combine more then one database&#39;s data in one database with same schema,,,,,
454,"['sql', 'entity-framework-4', 'azure']","{'account_id': 2138647, 'reputation': 117, 'user_id': 1897844, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/51f3d3088fda27aa81c0e1807c5e63a9?s=256&d=identicon&r=PG', 'display_name': 'Mohsen', 'link': 'https://stackoverflow.com/users/1897844/mohsen'}",True,5911,15858768.0,1,4,1460622659,1355317035,1355353462.0,13840326,CC BY-SA 3.0,https://stackoverflow.com/questions/13840326/entity-framework-work-locally-but-not-on-azure,Entity framework work locally but not on azure,,,,,
455,"['sql', 'ms-access', 'msbuild', 'ms-access-2007']","{'account_id': 2139546, 'reputation': 11, 'user_id': 1898571, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43d483c0b7da6d56bf1f2ac439a9d096?s=256&d=identicon&r=PG', 'display_name': 'Smiley', 'link': 'https://stackoverflow.com/users/1898571/smiley'}",True,8594,,2,1,1460477453,1355335645,1355342226.0,13845934,CC BY-SA 3.0,https://stackoverflow.com/questions/13845934/calculated-field-with-sum-iff-in-ms-access-2010-query-and-expression-builder,Calculated field with Sum IFF in MS Access 2010: Query and Expression Builder,,,,,
456,"['sql', 'sql-server', 'sql-server-2008', 'tsql', 'unpivot']","{'account_id': 144450, 'reputation': 7259, 'user_id': 353512, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/3452f37ba8535789b2f004f5f331ddcf?s=256&d=identicon&r=PG&f=1', 'display_name': 'teenup', 'link': 'https://stackoverflow.com/users/353512/teenup'}",True,3304,13840517.0,1,4,1459421475,1355317457,1355323607.0,13840468,CC BY-SA 3.0,https://stackoverflow.com/questions/13840468/sql-query-for-fetching-a-single-record-in-format-column-heading-column-value,SQL query for fetching a single record in format &quot;column heading: column value&quot;,,,,,
457,"['mysql', 'sql']","{'account_id': 1008794, 'reputation': 2162, 'user_id': 1021834, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://graph.facebook.com/519271107/picture?type=large', 'display_name': 'lior r', 'link': 'https://stackoverflow.com/users/1021834/lior-r'}",True,1776,13685944.0,2,1,1458931742,1354546919,1458931742.0,13685899,CC BY-SA 3.0,https://stackoverflow.com/questions/13685899/mysql-string-search-between-commas,MySQL string search between commas,,,,,
458,"['c#', 'sql', 'exception', 'datareader', 'using-statement']","{'account_id': 1678081, 'reputation': 263, 'user_id': 1543118, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/14a5c8e8c85744c0349f838ee23be002?s=256&d=identicon&r=PG', 'display_name': 'DA_Prog', 'link': 'https://stackoverflow.com/users/1543118/da-prog'}",True,34186,,4,11,1458768387,1356347962,,14020671,CC BY-SA 3.0,https://stackoverflow.com/questions/14020671/exception-of-type-system-outofmemoryexception-was-thrown-c-when-using-idatar,Exception of type &#39;System.OutOfMemoryException&#39; was thrown. C# when using IDataReader,,,,,
