,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,closed_date,closed_reason,migrated_from
249,"['sql', 'sql-server-2008', 'sql-server-2008-r2']","{'account_id': 561486, 'reputation': 2943, 'user_id': 144085, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/f8f324e0b2ef9713f00fac7c88c7775c?s=256&d=identicon&r=PG', 'display_name': 'aaaa bbbb', 'link': 'https://stackoverflow.com/users/144085/aaaa-bbbb'}",True,21335,2,17,1523614051,1334767768,10214114,CC BY-SA 3.0,https://stackoverflow.com/questions/10214114/how-does-sql-server-determine-the-order-of-the-columns-when-you-do-a-select,How does SQL Server determine the order of the columns when you do a `SELECT *`?,10214167.0,1523614051.0,,,,
250,"['mysql', 'sql']","{'account_id': 988263, 'reputation': 3842, 'user_id': 1006249, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/e8e8e4642b69978704735defa3f40962?s=256&d=identicon&r=PG', 'display_name': 'DrXCheng', 'link': 'https://stackoverflow.com/users/1006249/drxcheng'}",True,1322,2,3,1522944408,1334253919,10129215,CC BY-SA 3.0,https://stackoverflow.com/questions/10129215/mysql-subtract-in-select,mysql subtract in select,10129260.0,1522944408.0,,,,
251,['sql'],"{'account_id': 1430320, 'reputation': 11, 'user_id': 1352864, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/3bfa33c70da5fc3f96399be87522cf0f?s=256&d=identicon&r=PG', 'display_name': 'user1352864', 'link': 'https://stackoverflow.com/users/1352864/user1352864'}",True,670,2,0,1522923125,1335246536,10292375,CC BY-SA 3.0,https://stackoverflow.com/questions/10292375/sql-case-when-condition-more-than,SQL Case when condition more than,,1522923125.0,,,,
252,"['sql', 'postgresql', 'quoted-identifier']","{'account_id': 516579, 'reputation': 413, 'user_id': 1180051, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/75d596f62904d69d8607ed9dece90c2f?s=256&d=identicon&r=PG', 'display_name': 'Alessio', 'link': 'https://stackoverflow.com/users/1180051/alessio'}",True,63957,1,26,1522263871,1333557450,10015531,CC BY-SA 3.0,https://stackoverflow.com/questions/10015531/sql-statement-error-column-does-not-exist,sql statement error: &quot;column .. does not exist&quot;,10015631.0,1522263871.0,,,,
253,"['sql', 'oracle', 'oracle11g']","{'account_id': 1044618, 'reputation': 12838, 'user_id': 1049893, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/f5d5ebb073cfa55b19168608f502584e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Teja', 'link': 'https://stackoverflow.com/users/1049893/teja'}",True,17267,6,1,1521961265,1334158954,10109335,CC BY-SA 3.0,https://stackoverflow.com/questions/10109335/how-to-get-the-nth-string-in-any-generic-word-or-sentence-with-a-space-delimiter,How to get the nth string in any generic word or sentence with a space delimiter,10109401.0,1334160966.0,,,,
254,"['sql', 'functional-programming', 'declarative']","{'account_id': 1423738, 'reputation': 107, 'user_id': 1347799, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9616519a2e715b547f60efba3bae8da1?s=256&d=identicon&r=PG', 'display_name': 'mmaroti', 'link': 'https://stackoverflow.com/users/1347799/mmaroti'}",False,269,1,1,1521382152,1334979851,10256004,CC BY-SA 3.0,https://stackoverflow.com/questions/10256004/table-based-declarative-reactive-programming,Table based declarative reactive programming,,1521382152.0,,,,
255,"['php', 'mysql', 'sql', 'database', 'forms']","{'account_id': 972454, 'reputation': 1608, 'user_id': 994705, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/135b28ca5c0a8e60efd7eeb0c25709d4?s=256&d=identicon&r=PG', 'display_name': 'Baruch', 'link': 'https://stackoverflow.com/users/994705/baruch'}",True,251,2,0,1521318290,1334958338,10253981,CC BY-SA 3.0,https://stackoverflow.com/questions/10253981/inserting-data-into-two-separate-tables-using-php,Inserting data into two separate tables using PHP,10254228.0,1521318290.0,,,,
256,"['php', 'sql', 'oracle', 'stored-procedures', 'procedure']","{'account_id': 42624, 'reputation': 3575, 'user_id': 124201, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/35a88253d5e049ac49a29afcf35ca762?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/124201/nick'}",True,6114,2,1,1520493152,1334763176,10212818,CC BY-SA 3.0,https://stackoverflow.com/questions/10212818/executing-an-oracle-procedure-using-php-possible,Executing an Oracle procedure using PHP - possible?,10213012.0,,,,,
257,"['php', 'mysql', 'sql', 'database']","{'account_id': 1082351, 'reputation': 79, 'user_id': 1078988, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/3e039747b6af705a48217e5ab92b5cbc?s=256&d=identicon&r=PG', 'display_name': 'smitz', 'link': 'https://stackoverflow.com/users/1078988/smitz'}",True,213,3,2,1520402851,1333477941,9999236,CC BY-SA 3.0,https://stackoverflow.com/questions/9999236/simple-database-query-for-mysql,simple database query for mysql,9999299.0,,,,,
258,"['sql', 'parameters', 'conditional-statements', 'sql-like']","{'account_id': 357142, 'reputation': 589, 'user_id': 697110, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/3581d541ea05e7cade30709c5eb3837d?s=256&d=identicon&r=PG', 'display_name': 'user697110', 'link': 'https://stackoverflow.com/users/697110/user697110'}",False,109,1,0,1519762096,1335291906,10303814,CC BY-SA 3.0,https://stackoverflow.com/questions/10303814/bindparam-and-like-condition-when-querying,Bindparam and Like condition when querying,,1519762096.0,,,,
259,"['sql', 'function', 'call']","{'account_id': 1375035, 'reputation': 6262, 'user_id': 1309193, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/b217ac941f6a5bf1405acf562baf193a?s=256&d=identicon&r=PG', 'display_name': 'Krishanu Dey', 'link': 'https://stackoverflow.com/users/1309193/krishanu-dey'}",True,151,1,1,1518702514,1333411552,9985468,CC BY-SA 3.0,https://stackoverflow.com/questions/9985468/is-it-possible-to-call-built-in-membership-createuser-function-in-a-transactio,is it possible to call built-in Membership.CreateUser() function in a transaction in asp.net?,9985756.0,,,,,
260,"['sql', 'sql-server']","{'account_id': 1202025, 'reputation': 534, 'user_id': 1172479, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/35293e41f54e66d2c01e7a2a7d003eab?s=256&d=identicon&r=PG', 'display_name': 'm_evangelista', 'link': 'https://stackoverflow.com/users/1172479/m-evangelista'}",True,39683,5,37,1518547471,1334199004,10116759,CC BY-SA 3.0,https://stackoverflow.com/questions/10116759/set-identity-insert-off-for-all-tables,Set IDENTITY_INSERT OFF for all tables,,,,,,
261,"['php', 'mysql', 'sql']","{'account_id': 1380222, 'reputation': 223, 'user_id': 1313398, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/e027d10fcd6a6bd64edba6251aa8e62b?s=256&d=identicon&r=PG', 'display_name': 'maham', 'link': 'https://stackoverflow.com/users/1313398/maham'}",True,178,3,0,1518545393,1334087196,10095386,CC BY-SA 3.0,https://stackoverflow.com/questions/10095386/how-to-get-data-of-maximum-date-in-php,how to get data of maximum date in php,10095872.0,1518545393.0,,,,
262,['sql'],"{'account_id': 1394683, 'reputation': 685, 'user_id': 1324696, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/365fc01c886375cf198ca2534af92678?s=256&d=identicon&r=PG', 'display_name': 'tomjung', 'link': 'https://stackoverflow.com/users/1324696/tomjung'}",True,25627,1,9,1518180793,1334079431,10093652,CC BY-SA 3.0,https://stackoverflow.com/questions/10093652/get-the-sum-of-one-column-when-grouped-by-another-column-in-sql,Get the SUM of one column when grouped by another column in SQL,,1334079464.0,,,,
263,"['sql', 'ios', 'sqlite']","{'account_id': 233971, 'reputation': 12129, 'user_id': 499825, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/ad49caecd09010f2fefb438b9703aea0?s=256&d=identicon&r=PG', 'display_name': 'Voloda2', 'link': 'https://stackoverflow.com/users/499825/voloda2'}",True,7347,1,2,1517766901,1334747571,10208171,CC BY-SA 3.0,https://stackoverflow.com/questions/10208171/i-dont-fully-understand-sqlite3-finalize,I don&#39;t fully understand sqlite3_finalize,10208280.0,1517766901.0,,,,
264,"['mysql', 'sql', 'ranking']","{'account_id': 1373903, 'reputation': 345, 'user_id': 1308308, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/a69c949e584396537c34f786cb7b4700?s=256&d=identicon&r=PG', 'display_name': 'user1308308', 'link': 'https://stackoverflow.com/users/1308308/user1308308'}",True,12358,7,1,1517646119,1333538596,10010096,CC BY-SA 3.0,https://stackoverflow.com/questions/10010096/query-to-get-third-highest-marks,Query to get third highest marks,,1333565791.0,,,,
265,"['sql', 'db2', 'sql-delete']","{'account_id': 476363, 'reputation': 16149, 'user_id': 887235, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/4quRD.png?s=256&g=1', 'display_name': 'Vicky', 'link': 'https://stackoverflow.com/users/887235/vicky'}",True,73294,7,9,1517431240,1334055950,10087527,CC BY-SA 3.0,https://stackoverflow.com/questions/10087527/removing-duplicate-rows-from-a-table-in-db2-in-a-single-query,Removing duplicate rows from a table in DB2 in a single query,10089341.0,1440167602.0,,,,
266,"['sql', 'asp.net']","{'account_id': 1381467, 'reputation': 41, 'user_id': 1314352, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/905f148a2cebc2cb097f43e5750d00e6?s=256&d=identicon&r=PG', 'display_name': 'SQAHero', 'link': 'https://stackoverflow.com/users/1314352/sqahero'}",True,3347,6,2,1516449125,1333600652,10022754,CC BY-SA 3.0,https://stackoverflow.com/questions/10022754/returning-a-specific-value-from-a-database-asp-net-c,Returning a specific value from a database ASP.NET/C#,,1516449125.0,,,,
267,"['sql', 'excel']","{'account_id': 1160063, 'reputation': 5245, 'user_id': 1139769, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/3ee2eb66ceb20b161e6da2402a129a11?s=256&d=identicon&r=PG', 'display_name': 'MyKuLLSKI', 'link': 'https://stackoverflow.com/users/1139769/mykullski'}",True,48583,4,3,1515676122,1333818707,10056560,CC BY-SA 3.0,https://stackoverflow.com/questions/10056560/connect-to-remote-sql-database-using-excel,Connect to remote sql database using excel,10115211.0,1333818873.0,1515677137.0,,,
268,"['sql', 'oracle']","{'account_id': 981581, 'reputation': 1280, 'user_id': 1065397, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/aa5b6ddcb9290de640e0565ca426bf0e?s=256&d=identicon&r=PG', 'display_name': 'Adeel Aslam', 'link': 'https://stackoverflow.com/users/1065397/adeel-aslam'}",True,15944,1,1,1514929287,1335418038,10327697,CC BY-SA 3.0,https://stackoverflow.com/questions/10327697/find-comma-in-oracle-sql-string,find comma in oracle sql string,10327936.0,1385568850.0,,,,
269,"['sql', 'database']","{'account_id': 901362, 'reputation': 14509, 'user_id': 937440, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/5ba5f9ad02a9ab43d4664d17747a1230?s=256&d=identicon&r=PG', 'display_name': 'w0051977', 'link': 'https://stackoverflow.com/users/937440/w0051977'}",True,516,2,0,1514059575,1335543828,10354370,CC BY-SA 3.0,https://stackoverflow.com/questions/10354370/data-warehouse-design,Data Warehouse design,10354465.0,,,,,
270,"['sql', 'database', 'database-design', 'data-modeling', 'erd']","{'account_id': 318894, 'reputation': 5523, 'user_id': 636342, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/700bea4295fc7a286a08821a034e12d0?s=256&d=identicon&r=PG', 'display_name': 'Songo', 'link': 'https://stackoverflow.com/users/636342/songo'}",True,42914,5,23,1513715432,1333308854,9967602,CC BY-SA 4.0,https://stackoverflow.com/questions/9967602/database-design-for-a-recursive-relationship,Database design for a recursive relationship,9970814.0,1592644375.0,,,,
271,"['java', 'sql']","{'account_id': 1371535, 'reputation': 862, 'user_id': 1306585, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c394c20329ca6e72aeb0281ccc8a0a98?s=256&d=identicon&r=PG', 'display_name': 'Itchy Nekotorych', 'link': 'https://stackoverflow.com/users/1306585/itchy-nekotorych'}",True,3055,2,0,1513227980,1335278012,10300126,CC BY-SA 3.0,https://stackoverflow.com/questions/10300126/update-sql-foreign-key-constraint,UPDATE sql Foreign Key Constraint,10300724.0,1360409468.0,,,,
272,"['mysql', 'sql', 'database']","{'account_id': 1044318, 'reputation': 750, 'user_id': 1049633, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/33ba3035e412d6602ac6ef66d3120434?s=256&d=identicon&r=PG', 'display_name': 'Avinash', 'link': 'https://stackoverflow.com/users/1049633/avinash'}",True,30072,3,6,1513181778,1334230818,10122815,CC BY-SA 3.0,https://stackoverflow.com/questions/10122815/execute-mysql-query-present-in-variable,execute mysql query present in variable,10122864.0,1513181778.0,,,,
273,"['mysql', 'sql', 'xampp', 'create-table']","{'account_id': 1410444, 'reputation': 669, 'user_id': 1337160, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/1cbed9574bc22cb269eccba97872e2e7?s=256&d=identicon&r=PG', 'display_name': 'Valentin Vrinceanu', 'link': 'https://stackoverflow.com/users/1337160/valentin-vrinceanu'}",True,2135,3,0,1513074466,1334606300,10180762,CC BY-SA 3.0,https://stackoverflow.com/questions/10180762/error-when-trying-to-create-mysql-table-on-xampp,Error when trying to create mysql table on XAMPP,10180795.0,1513073481.0,,,,
274,"['mysql', 'sql', 'case']","{'account_id': 1145698, 'reputation': 722, 'user_id': 1128524, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/b03eaea705fdd72e0a5c2edb61a3d1b0?s=256&d=identicon&r=PG', 'display_name': 'Semur Nabiev', 'link': 'https://stackoverflow.com/users/1128524/semur-nabiev'}",True,3580,2,1,1512867294,1334347351,10147559,CC BY-SA 3.0,https://stackoverflow.com/questions/10147559/can-we-do-a-mysql-case-with-selecting-tables-after-from,Can we do a mySQL CASE with selecting tables after FROM?,10147633.0,1512866355.0,,,,
275,"['sql', 'logic', 'case']","{'account_id': 1161944, 'reputation': 141, 'user_id': 1141277, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/de630aae9faa67cfba4b5aa80104626f?s=256&d=identicon&r=PG', 'display_name': 'Eddy Whitaker', 'link': 'https://stackoverflow.com/users/1141277/eddy-whitaker'}",True,381,2,0,1512866633,1334258503,10130318,CC BY-SA 3.0,https://stackoverflow.com/questions/10130318/checking-2-sql-columns-and-displaying-result-in-1-column-pt2,Checking 2 sql columns and displaying result in 1 column pt2,10177810.0,1512866633.0,,,,
276,"['c#', 'sql', 'bit-manipulation']","{'account_id': 141425, 'reputation': 1081, 'user_id': 348434, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/f53eaa59ac82e07c61acb0e83cdc722b?s=256&d=identicon&r=PG', 'display_name': 'Icerman', 'link': 'https://stackoverflow.com/users/348434/icerman'}",True,1817,6,1,1512426321,1334358364,10149388,CC BY-SA 3.0,https://stackoverflow.com/questions/10149388/find-bit-position-without-using-log,Find bit position without using Log(),10150991.0,,,,,
277,"['mysql', 'sql', 'parsing', 'antlr', 'yacc']","{'account_id': 48063, 'reputation': 3789, 'user_id': 142605, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/ea0662af98f5642193079ebbb7e78fd5?s=256&d=identicon&r=PG', 'display_name': 'dzieciou', 'link': 'https://stackoverflow.com/users/142605/dzieciou'}",True,2601,1,4,1512406099,1335705752,10372437,CC BY-SA 3.0,https://stackoverflow.com/questions/10372437/what-are-challenges-in-writing-sql-parser-in-antlr,What are challenges in writing SQL parser in ANTLR?,,1512406099.0,,,,
278,"['sql', 'sql-server', 'sql-injection']","{'account_id': 49978, 'reputation': 11393, 'user_id': 148998, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/79d17e415c4a0e6e7748d2c25e506b29?s=256&d=identicon&r=PG', 'display_name': 'shenku', 'link': 'https://stackoverflow.com/users/148998/shenku'}",True,3665,3,-1,1511885298,1333590743,10021672,CC BY-SA 3.0,https://stackoverflow.com/questions/10021672/best-way-to-store-sql-scripts-in-a-database-table,Best way to store Sql Scripts in a database table,,1333601188.0,,,,
279,"['sql', 'hibernate', 'hql']","{'account_id': 1267172, 'reputation': 145, 'user_id': 1323499, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/27797cdb29d3e8a2fc1384369357cd3c?s=256&d=identicon&r=PG', 'display_name': 'alin', 'link': 'https://stackoverflow.com/users/1323499/alin'}",True,8687,2,2,1511170822,1334776861,10216426,CC BY-SA 3.0,https://stackoverflow.com/questions/10216426/i-cant-make-a-inner-join-between-two-tables-in-hibernate-hql-query,I can&#39;t make a inner join between two tables in hibernate hql query,,1511170822.0,,,,
280,"['php', 'sql', 'comments']","{'account_id': 1312648, 'reputation': 2219, 'user_id': 1260310, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/a35ba06ef9c514ee749864e0f0cfe326?s=256&d=identicon&r=PG', 'display_name': 'user1260310', 'link': 'https://stackoverflow.com/users/1260310/user1260310'}",True,906,4,0,1510864372,1334778512,10216874,CC BY-SA 3.0,https://stackoverflow.com/questions/10216874/php-mysql-table-for-comments,PHP mysql table for comments,10216942.0,1510864372.0,,,,
281,"['sql', 'database', 'unit-testing', 'testing', 'entity']","{'account_id': 899043, 'reputation': 484, 'user_id': 935672, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/467a85cedde198180169713ded7ece99?s=256&d=identicon&r=PG', 'display_name': 'jim', 'link': 'https://stackoverflow.com/users/935672/jim'}",True,154,2,0,1510837981,1333475567,9998674,CC BY-SA 3.0,https://stackoverflow.com/questions/9998674/how-should-i-unit-test-this,How should I unit test this,9998721.0,1510837981.0,,,,
282,"['mysql', 'sql', 'join']","{'user_type': 'does_not_exist', 'display_name': 'user1432124'}",True,552,2,2,1510748193,1335081407,10266212,CC BY-SA 3.0,https://stackoverflow.com/questions/10266212/how-to-join-two-large-table-into-one-in-mysql,How to join two large table into one in mysql,10266236.0,1510748193.0,,,,
283,"['sql', 'oracle', 'excel']","{'account_id': 1434000, 'reputation': 11, 'user_id': 1355773, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f7a06905892d1cf1dcb3a15e415a181a?s=256&d=identicon&r=PG', 'display_name': 'Edwardo', 'link': 'https://stackoverflow.com/users/1355773/edwardo'}",True,329,3,1,1510350915,1335346256,10312904,CC BY-SA 3.0,https://stackoverflow.com/questions/10312904/oracle-excel-view,Oracle - Excel view,,1510350915.0,,,,
284,"['sql', 'sql-server', 'ssas']","{'account_id': 1408299, 'reputation': 697, 'user_id': 1335419, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/0c913915f161fcf9ae1a822df4fc2419?s=256&d=identicon&r=PG', 'display_name': 'gnackenson', 'link': 'https://stackoverflow.com/users/1335419/gnackenson'}",True,1373,1,-3,1510350720,1335324812,10308991,CC BY-SA 3.0,https://stackoverflow.com/questions/10308991/trying-to-attach-ss2008-r2-dev-editn-adventureworks-mdf-without-ldf-getting-fil,trying to attach ss2008 r2 dev editn adventureworks.mdf without ldf getting &#39;file may be incorrect&#39; message,,1510350720.0,,,,
285,"['sql', 'sql-server']","{'account_id': 1433682, 'reputation': 13, 'user_id': 1355513, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d1e6adf3f9705a4b8b5e3e430b61ce73?s=256&d=identicon&r=PG', 'display_name': 'Nadeem Baig', 'link': 'https://stackoverflow.com/users/1355513/nadeem-baig'}",True,237,1,1,1510349293,1335339001,10311211,CC BY-SA 3.0,https://stackoverflow.com/questions/10311211/the-multi-part-identifier-owt-cardcode-or-t1-cardcode-could-not-be-bound,The multi-part identifier &quot;owt.cardcode&quot; or &quot;t1.cardcode&quot; could not be bound,10311465.0,1510349293.0,,,,
286,"['sql', 'average']","{'account_id': 1421424, 'reputation': 47, 'user_id': 1345953, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/61d9615e419d764ae33759013433ac06?s=256&d=identicon&r=PG', 'display_name': 'Benne', 'link': 'https://stackoverflow.com/users/1345953/benne'}",True,2575,3,2,1510327131,1335254229,10293949,CC BY-SA 3.0,https://stackoverflow.com/questions/10293949/how-to-calculate-the-average-per-year-in-a-nested-query,How to calculate the average per year in a nested query?,10295447.0,1510327131.0,,,,
287,"['sql', 'sql-server']","{'account_id': 1430814, 'reputation': 13, 'user_id': 1353276, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/da972f7cf4abf2538e35bf247460baeb?s=256&d=identicon&r=PG', 'display_name': 'user1353276', 'link': 'https://stackoverflow.com/users/1353276/user1353276'}",True,12602,3,1,1510327123,1335261215,10295583,CC BY-SA 3.0,https://stackoverflow.com/questions/10295583/mssql-select-count-where-condition-is-met-across-a-date-range,MSSQL select count where condition is met across a date range,10297145.0,1335264725.0,,,,
288,"['sql', 'sql-server', 'recursion', 'common-table-expression']","{'account_id': 1430218, 'reputation': 31, 'user_id': 1352782, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a0dfe2a6815e0279fddfa57386acbf1?s=256&d=identicon&r=PG', 'display_name': 'Amita', 'link': 'https://stackoverflow.com/users/1352782/amita'}",False,5626,2,3,1510323862,1335243573,10291945,CC BY-SA 3.0,https://stackoverflow.com/questions/10291945/walk-parent-child-tree-with-recursive-cte,Walk parent/child tree with recursive CTE?,,1510323862.0,,,,
289,"['sql', 'database', 'architecture', 'structure']","{'account_id': 1179542, 'reputation': 21, 'user_id': 1154791, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d4ef2aa8b3e1e97530d885ec11e1b0e0?s=256&d=identicon&r=PG', 'display_name': 'Vasja Harujko', 'link': 'https://stackoverflow.com/users/1154791/vasja-harujko'}",True,625,3,0,1510260316,1335040696,10262805,CC BY-SA 3.0,https://stackoverflow.com/questions/10262805/database-structure-one-big-entity-for-multiple-entities,"Database structure, one big entity for multiple entities",,1510260316.0,,,,
290,"['c#', 'sql', 'asp.net-mvc']","{'account_id': 1409167, 'reputation': 365, 'user_id': 1336136, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/8b73d5c287de00db4a03aac8ea1b16c4?s=256&d=identicon&r=PG', 'display_name': 'Jack', 'link': 'https://stackoverflow.com/users/1336136/jack'}",True,438,3,0,1510260273,1335029354,10261334,CC BY-SA 3.0,https://stackoverflow.com/questions/10261334/sql-query-format-correction,SQL QUERY format correction,10261519.0,1335034678.0,,,,
291,"['sql', 'sql-server', 'stored-procedures']","{'account_id': 1425440, 'reputation': 312, 'user_id': 1349094, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/215e93e3f83fb04150c9ec8250b42c14?s=256&d=identicon&r=PG', 'display_name': 'kyusan93', 'link': 'https://stackoverflow.com/users/1349094/kyusan93'}",True,89,5,0,1510260038,1335068103,10265173,CC BY-SA 4.0,https://stackoverflow.com/questions/10265173/select-with-multiple-clauses,Select with multiple clauses,10265242.0,1592644375.0,,,,
292,"['mysql', 'sql']","{'account_id': 1413497, 'reputation': 39, 'user_id': 1339644, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/eb4eb007eff93f457835badb6f1b0294?s=256&d=identicon&r=PG', 'display_name': 'LightOS', 'link': 'https://stackoverflow.com/users/1339644/lightos'}",True,1628,3,1,1510102910,1334697090,10199218,CC BY-SA 3.0,https://stackoverflow.com/questions/10199218/mysql-how-can-i-combine-multiple-queries-into-one-that-use-same-table-with-diff,MySQL: How can I combine multiple queries into one that use same table with different conditionals?,10199393.0,1510102910.0,,,,
293,"['android', 'sql', 'select', 'sqlite', 'scheduling']","{'account_id': 1385658, 'reputation': 7597, 'user_id': 1317840, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/e40625c40e4c7205e66a9be3c65139dc?s=256&d=identicon&r=PG', 'display_name': 'user182944', 'link': 'https://stackoverflow.com/users/1317840/user182944'}",True,943,2,1,1510096930,1334679736,10195124,CC BY-SA 3.0,https://stackoverflow.com/questions/10195124/sqlite-sub-query-not-working,SQLite sub-query not working,10199578.0,1510096930.0,,,,
294,"['php', 'mysql', 'sql', 'conditional']","{'account_id': 1328265, 'reputation': 2895, 'user_id': 1272643, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/caeca7f9dfc90fdbdf1f28e5f25202c1?s=256&d=identicon&r=PG', 'display_name': 'pogeybait', 'link': 'https://stackoverflow.com/users/1272643/pogeybait'}",True,200,2,1,1510091897,1334661355,10190171,CC BY-SA 3.0,https://stackoverflow.com/questions/10190171/mysql-conditional-sql-is-my-scenario-possible,MySql conditional SQL. Is my scenario possible?,10192508.0,1334663300.0,,,,
295,"['sql', 'join', 'where', 'rows']","{'account_id': 1376684, 'reputation': 25, 'user_id': 1310571, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe0db59d6ad3605e8b78848877a42eed?s=256&d=identicon&r=PG', 'display_name': 'Hey There', 'link': 'https://stackoverflow.com/users/1310571/hey-there'}",True,185,1,0,1509954406,1333460776,9994614,CC BY-SA 3.0,https://stackoverflow.com/questions/9994614/joining-two-tables-where-more-than-x-rows-in-table,Joining two tables where more than X rows in table,9994673.0,1509954406.0,,,,
296,"['sql', 'oracle', 'join', 'limit']","{'account_id': 891600, 'reputation': 1223, 'user_id': 929732, 'user_type': 'registered', 'accept_rate': 37, 'profile_image': 'https://www.gravatar.com/avatar/ab07188bfbcf1c804ada347f9391e7ae?s=256&d=identicon&r=PG', 'display_name': 'BostonMacOSX', 'link': 'https://stackoverflow.com/users/929732/bostonmacosx'}",True,50836,6,13,1509475558,1334867346,10236229,CC BY-SA 3.0,https://stackoverflow.com/questions/10236229/how-do-i-limit-the-number-of-rows-returned-by-this-left-join-to-one,How do I limit the number of rows returned by this LEFT JOIN to one?,10236466.0,1334868442.0,,,,
297,"['sql', 'oracle', 'max', 'greatest-n-per-group']","{'account_id': 395869, 'reputation': 5315, 'user_id': 759051, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/51bbf006002450d264a53bf1afc428a6?s=256&d=identicon&r=PG', 'display_name': 'Jeremy', 'link': 'https://stackoverflow.com/users/759051/jeremy'}",True,20522,3,8,1509453974,1335479947,10342405,,https://stackoverflow.com/questions/10342405/return-row-with-the-max-value-of-one-column-per-group,Return row with the max value of one column per group,10342632.0,1420563915.0,,1509453920.0,Duplicate,
