,tags,migrated_from,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,title,accepted_answer_id,content_license,closed_date,closed_reason,protected_date,community_owned_date
190,"['sql', 'postgresql', 'null', 'sql-update']",,"{'account_id': 905578, 'reputation': 6010, 'user_id': 940569, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/b56ce4bbdaf3e023e4b0abebca03cdea?s=256&d=identicon&r=PG', 'display_name': 'Przemek', 'link': 'https://stackoverflow.com/users/940569/przemek'}",True,35758,3,59,1559654555,1352455320,1559654555.0,13305878,https://stackoverflow.com/questions/13305878/dont-update-column-if-update-value-is-null,Don&#39;t update column if update value is null,13307283.0,CC BY-SA 4.0,,,,
191,"['sql', 'group-by', 'hive', 'max']",,"{'account_id': 2072347, 'reputation': 301, 'user_id': 1846507, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0c0e735c12e5fc6bb84fc8c3f734b470?s=256&d=identicon&r=PG', 'display_name': 'qiulp', 'link': 'https://stackoverflow.com/users/1846507/qiulp'}",True,61250,8,30,1558060765,1353644427,1500390338.0,13523049,https://stackoverflow.com/questions/13523049/hive-sql-find-the-latest-record,hive sql find the latest record,,CC BY-SA 3.0,,,,
192,"['c#', 'sql', 'csv', 'oledb']",,"{'account_id': 221353, 'reputation': 2316, 'user_id': 479276, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/ff410a6faffe3926bdd635ae49b9f1ff?s=256&d=identicon&r=PG', 'display_name': 'okrumnow', 'link': 'https://stackoverflow.com/users/479276/okrumnow'}",True,2989,1,2,1557478805,1354281087,1354608622.0,13645958,https://stackoverflow.com/questions/13645958/oledb-reading-csv-file-returns-first-column-only,OLEDB reading CSV file returns first column only,13700562.0,CC BY-SA 3.0,,,,
193,"['sql', 'sql-server', 'sql-server-group-concat']",,"{'account_id': 113987, 'reputation': 2191, 'user_id': 299959, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/a6eb233b4f1d3216f0a710d15d1e95b7?s=256&d=identicon&r=PG', 'display_name': 'Molloch', 'link': 'https://stackoverflow.com/users/299959/molloch'}",True,438,3,4,1557455561,1353646221,1557455561.0,13523272,https://stackoverflow.com/questions/13523272/sql-server-group-concat-with-different-characters,SQL Server Group Concat with Different characters,13524149.0,CC BY-SA 4.0,,,,
194,"['sql', 'relational-database', 'relation', 'relational-algebra', 'relational-division']",,"{'account_id': 2018108, 'reputation': 33, 'user_id': 1804892, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54fbebc102ac0ab28c428f277a98ff94?s=256&d=identicon&r=PG', 'display_name': 'Jessica Garrett', 'link': 'https://stackoverflow.com/users/1804892/jessica-garrett'}",True,1054,1,1,1557221733,1352256595,1557221733.0,13262481,https://stackoverflow.com/questions/13262481/writing-a-query-in-strictly-relational-algebra-as-in-not-sql-mysql,Writing a query in strictly relational algebra (AS IN NOT SQL/MYSQL),13263365.0,CC BY-SA 4.0,,,,
195,"['mysql', 'sql']",,"{'user_type': 'does_not_exist', 'display_name': 'user1670407'}",True,76691,3,25,1556628941,1352176793,1549763352.0,13244489,https://stackoverflow.com/questions/13244489/insert-into-table-from-multiple-tables,INSERT INTO Table from multiple tables,13244522.0,CC BY-SA 4.0,,,,
196,"['sql', 'db2']",,"{'account_id': 476363, 'reputation': 16149, 'user_id': 887235, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/4quRD.png?s=256&g=1', 'display_name': 'Vicky', 'link': 'https://stackoverflow.com/users/887235/vicky'}",True,53629,7,9,1556524410,1354000434,1354002005.0,13579143,https://stackoverflow.com/questions/13579143/how-can-i-pivot-a-table-in-db2,How can I Pivot a table in DB2?,13591740.0,,1501161297.0,Duplicate,,
197,"['sql', 'postgresql', 'otrs']",,"{'account_id': 2012846, 'reputation': 11, 'user_id': 1800881, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/313f6fb124263055b62c19bef92d6e40?s=256&d=identicon&r=PG', 'display_name': 'karl', 'link': 'https://stackoverflow.com/users/1800881/karl'}",True,6172,2,1,1555323867,1352137943,,13237579,https://stackoverflow.com/questions/13237579/querying-otrs-database,querying otrs database,,CC BY-SA 3.0,,,,
198,"['sql', 'sql-server']",,"{'account_id': 1297920, 'reputation': 6179, 'user_id': 1248498, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/e7bad9a9dd62f52a20dc8453ab90d4b9?s=256&d=identicon&r=PG', 'display_name': 'hermann', 'link': 'https://stackoverflow.com/users/1248498/hermann'}",True,130409,3,83,1554962725,1354106105,1354114743.0,13605198,https://stackoverflow.com/questions/13605198/get-return-value-from-stored-procedure-in-sql,Get RETURN value from stored procedure in SQL,13605300.0,CC BY-SA 3.0,,,,
199,"['sql', 'oracle', 'byte', 'clob', 'utf']",,"{'account_id': 1062360, 'reputation': 35048, 'user_id': 1063716, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/594dfa12a4f922652c182c46b6bc2de3?s=256&d=identicon&r=PG', 'display_name': 'Steve Chambers', 'link': 'https://stackoverflow.com/users/1063716/steve-chambers'}",True,4536,2,4,1554242266,1354031618,1554242223.0,13587990,https://stackoverflow.com/questions/13587990/how-to-determine-the-length-of-a-clob-in-bytes-using-the-al32utf-character-set,How to determine the length of a CLOB (in bytes) using the AL32UTF character set in Oracle?,13589751.0,CC BY-SA 4.0,,,,
200,"['sql', 'sql-server']",,"{'account_id': 1130979, 'reputation': 121, 'user_id': 1117040, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/6df22e4e1f4040628c7e35f15437e382?s=256&d=identicon&r=PG', 'display_name': 'user1117040', 'link': 'https://stackoverflow.com/users/1117040/user1117040'}",True,20869,8,9,1553611584,1352279816,1352281739.0,13266534,https://stackoverflow.com/questions/13266534/extract-hostname-from-a-url,Extract hostname from a URL,13266664.0,CC BY-SA 3.0,,,,
201,"['java', 'mysql', 'sql', 'date', 'jdbc']",,"{'account_id': 1413944, 'reputation': 58491, 'user_id': 1339987, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/76aa5ba88e0d95b6480113239fe50008?s=256&d=identicon&r=PG', 'display_name': 'djechlin', 'link': 'https://stackoverflow.com/users/1339987/djechlin'}",True,7201,5,3,1552893680,1354219324,,13633747,https://stackoverflow.com/questions/13633747/how-to-process-0000-00-00-date-in-jdbc-mysql-query,How to process 0000-00-00 date in jdbc MySQL query,13633851.0,CC BY-SA 3.0,,,,
202,"['php', 'sql', 'phpmyadmin']",,"{'account_id': 1264340, 'reputation': 121, 'user_id': 1221987, 'user_type': 'registered', 'accept_rate': 11, 'profile_image': 'https://www.gravatar.com/avatar/9c819d368b66dfe6ecd953bb2a71eb31?s=256&d=identicon&r=PG', 'display_name': 'user1221987', 'link': 'https://stackoverflow.com/users/1221987/user1221987'}",False,3334,1,0,1552761004,1352376521,1352376917.0,13288821,https://stackoverflow.com/questions/13288821/php-missing-value-in-the-form,PHP: Missing value in the form,,,1552762843.0,Duplicate,,
203,"['mysql', 'sql', 'optimization', 'delete-row']",,"{'account_id': 195162, 'reputation': 729, 'user_id': 437903, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/db2707461e1f7e4402fd1e052827adc6?s=256&d=identicon&r=PG', 'display_name': 'Amitabh', 'link': 'https://stackoverflow.com/users/437903/amitabh'}",True,932,2,2,1552362472,1352813016,1552362472.0,13361484,https://stackoverflow.com/questions/13361484/select-time-stamp-based-on-milliseconds,SELECT time-stamp based on milliseconds,13361589.0,CC BY-SA 4.0,,,,
204,"['mysql', 'sql', 'codeigniter', 'passwords']",,"{'account_id': 415984, 'reputation': 545, 'user_id': 791108, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/zOgys.jpg?s=256&g=1', 'display_name': 'Rich Coy', 'link': 'https://stackoverflow.com/users/791108/rich-coy'}",True,511,2,1,1552316733,1353097360,,13423870,https://stackoverflow.com/questions/13423870/codeigniter-sql-update-and-union-together,CodeIgniter SQL Update and Union Together?,13424246.0,CC BY-SA 3.0,,,,
205,"['sql', 'tsql', 'sql-server-2008-r2']",,"{'account_id': 477112, 'reputation': 1134, 'user_id': 888404, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/1192b346f7233755528c849707569ab4?s=256&d=identicon&r=PG&f=1', 'display_name': 'misterManager', 'link': 'https://stackoverflow.com/users/888404/mistermanager'}",True,13146,2,3,1552039311,1353942092,1353944240.0,13567448,https://stackoverflow.com/questions/13567448/execute-var-character-limit-sql-server-2008-r2,EXECUTE @Var character limit SQL Server 2008 R2,13792742.0,CC BY-SA 3.0,,,,
206,['sql'],,"{'account_id': 1542442, 'reputation': 2495, 'user_id': 1436757, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/4c406c7b6d8180179029c502ac8c319c?s=256&d=identicon&r=PG', 'display_name': 'Johan de Klerk', 'link': 'https://stackoverflow.com/users/1436757/johan-de-klerk'}",True,19488,5,6,1551002093,1352096143,1352096689.0,13226890,https://stackoverflow.com/questions/13226890/cant-drop-temp-table-sql,Can&#39;t drop temp table SQL,13226977.0,CC BY-SA 3.0,,,,
207,"['sql', 'oracle', 'sql-order-by', 'hierarchy']",,"{'account_id': 539139, 'reputation': 892, 'user_id': 906886, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/0sY0h.jpg?s=256&g=1', 'display_name': 'Tai Paul', 'link': 'https://stackoverflow.com/users/906886/tai-paul'}",True,4519,2,8,1550533042,1352669664,1550533042.0,13335687,https://stackoverflow.com/questions/13335687/defining-the-sort-order-of-children-in-a-hierarchy-query,Defining the sort order of children in a hierarchy query,13335760.0,CC BY-SA 4.0,,,,
208,"['c#', 'sql', 'entity-framework']",,"{'account_id': 1945290, 'reputation': 298, 'user_id': 1750591, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/jzlV7.jpg?s=256&g=1', 'display_name': 'Martin', 'link': 'https://stackoverflow.com/users/1750591/martin'}",True,4002,2,9,1550491268,1352204237,1352218989.0,13250882,https://stackoverflow.com/questions/13250882/getting-a-sql-view-via-entity-framework-returns-incorrect-result,Getting a SQL View via Entity Framework returns incorrect result,,CC BY-SA 3.0,,,,
209,"['sql', 'sql-server', 'sql-server-2005']",,"{'account_id': 1861621, 'reputation': 859, 'user_id': 1686127, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/cc89906d5f3a34402a43051551ae1793?s=256&d=identicon&r=PG', 'display_name': 'dawsonz', 'link': 'https://stackoverflow.com/users/1686127/dawsonz'}",True,43553,11,2,1549970137,1352213231,1352213412.0,13253445,https://stackoverflow.com/questions/13253445/select-part-of-column,Select Part of Column,13253516.0,CC BY-SA 3.0,,,,
210,"['mysql', 'sql', 'binary', 'blob', 'bit-manipulation']",,"{'account_id': 1236416, 'reputation': 910, 'user_id': 1330186, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/212093f593c0012275179c4e3ddfbe73?s=256&d=identicon&r=PG', 'display_name': 'Dani C.', 'link': 'https://stackoverflow.com/users/1330186/dani-c'}",False,217,0,0,1549525040,1354219427,,13633773,https://stackoverflow.com/questions/13633773/updating-partially-a-blob-or-binary-type-in-mysql,Updating partially a blob or binary type in MySQL,,CC BY-SA 3.0,,,,
211,"['sql', 'sql-server', 'sql-order-by']",,"{'account_id': 168802, 'reputation': 11548, 'user_id': 394484, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/2dd516c00b9ba550527629c803eb83f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'mbm29414', 'link': 'https://stackoverflow.com/users/394484/mbm29414'}",True,160,3,0,1549050986,1353962054,1549050986.0,13572696,https://stackoverflow.com/questions/13572696/get-last-occurrence-if-1-occurred-or-first-scheduled-if-none-occurred,Get last occurrence (if 1+ occurred) OR first scheduled (if none occurred),13704309.0,CC BY-SA 4.0,,,,
212,"['sql', 'oracle11g']",,"{'account_id': 2042542, 'reputation': 85, 'user_id': 1823364, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e08053e100f42515a4d27196796e6792?s=256&d=identicon&r=PG', 'display_name': 'Makster', 'link': 'https://stackoverflow.com/users/1823364/makster'}",True,21754,2,3,1548702217,1352975666,1352983004.0,13395678,https://stackoverflow.com/questions/13395678/result-of-string-concatenation-is-too-long-after-using-to-clob,result of string concatenation is too long after using to_clob,13402949.0,CC BY-SA 3.0,,,,
213,"['mysql', 'sql']",,"{'account_id': 255731, 'reputation': 31282, 'user_id': 535967, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/02c46fb58177c19c7a1b57f670bddbd1?s=256&d=identicon&r=PG', 'display_name': 'lisovaccaro', 'link': 'https://stackoverflow.com/users/535967/lisovaccaro'}",True,19907,5,13,1548338304,1353364271,1511852609.0,13463498,https://stackoverflow.com/questions/13463498/datetime-select-rows-from-last-2-hours,DATETIME select rows from last 2 hours,13463563.0,CC BY-SA 3.0,,,,
214,"['sql', 'sql-server', 'sql-server-2008', 'bids']",,"{'account_id': 1771346, 'reputation': 1455, 'user_id': 1616038, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/391ffb16127ca0c5d4e67e4d65607faa?s=256&d=identicon&r=PG', 'display_name': 'Mahesh', 'link': 'https://stackoverflow.com/users/1616038/mahesh'}",True,4125,1,3,1548280563,1353663344,1548280563.0,13526266,https://stackoverflow.com/questions/13526266/bids-standard-and-enterprise-edition-in-sql-server-2008,"BIDS, Standard and Enterprise Edition in SQL Server 2008",13526447.0,CC BY-SA 4.0,,,,
215,"['sql', 'syntax', 'null']",,"{'account_id': 1945935, 'reputation': 1925, 'user_id': 1751090, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/wMAX7.jpg?s=256&g=1', 'display_name': 'Rachael', 'link': 'https://stackoverflow.com/users/1751090/rachael'}",True,25196,3,0,1548253130,1352999629,,13402732,https://stackoverflow.com/questions/13402732/sql-server-elegant-way-to-check-if-value-is-null-or-integer-value,SQL Server: Elegant way to check if value &quot;IS NULL&quot; or &quot;= integer value&quot;,13403018.0,CC BY-SA 3.0,,,,
216,"['sql', 'sql-server', 'user-defined-functions']",,"{'account_id': 442965, 'reputation': 702, 'user_id': 833905, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/jEVKV.jpg?s=256&g=1', 'display_name': 'Rennish Joseph', 'link': 'https://stackoverflow.com/users/833905/rennish-joseph'}",True,40565,5,2,1548250475,1352771576,1352771882.0,13354564,https://stackoverflow.com/questions/13354564/tsql-function-to-compare-two-strings,TSQL function to compare two strings,13356604.0,CC BY-SA 3.0,,,,
217,"['php', 'sql', 'mysql']",,"{'account_id': 1920957, 'reputation': 15, 'user_id': 1732492, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/26d7b254621ae094064f80473e6e3814?s=256&d=identicon&r=PG', 'display_name': 'ig.', 'link': 'https://stackoverflow.com/users/1732492/ig'}",True,14636,2,-1,1548172915,1352130294,1370541292.0,13235492,https://stackoverflow.com/questions/13235492/select-a-specific-row-in-php-mysql,Select a specific row in PHP/MYSQL,,CC BY-SA 3.0,,,,
218,"['sql', 'oracle', 'oracle11g']",,"{'account_id': 935081, 'reputation': 729, 'user_id': 964147, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/bc0ba9aca89c5ee7a15f24ef5d7c16f2?s=256&d=identicon&r=PG', 'display_name': 'user964147', 'link': 'https://stackoverflow.com/users/964147/user964147'}",True,1668,2,1,1548075260,1352741188,,13348412,https://stackoverflow.com/questions/13348412/why-this-oracle-query-returning-empty-result-set,Why this oracle query returning empty result set?,13349930.0,CC BY-SA 3.0,,,,
219,"['mysql', 'sql']",,"{'account_id': 946360, 'reputation': 21705, 'user_id': 973552, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/wz2OO.jpg?s=256&g=1', 'display_name': 'StudioTime', 'link': 'https://stackoverflow.com/users/973552/studiotime'}",True,44,1,-1,1547307998,1352058040,1547307998.0,13222135,https://stackoverflow.com/questions/13222135/select-multiples-of-one-field,Select multiples of one field,13222168.0,,1352081732.0,not a real question,,
220,"['mysql', 'sql']",,"{'account_id': 328297, 'reputation': 105018, 'user_id': 651174, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/2e2d79b9350ef4ebf04ac0ad5816a5c3?s=256&d=identicon&r=PG', 'display_name': 'David542', 'link': 'https://stackoverflow.com/users/651174/david542'}",True,10131,4,7,1547228600,1353013437,,13406168,https://stackoverflow.com/questions/13406168/select-where-date-relative-to-now,Select where date relative to now(),13406201.0,CC BY-SA 3.0,,,,
221,"['sql', 'sql-server']",,"{'account_id': 1987002, 'reputation': 85, 'user_id': 1781928, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/f56b3b8b988f6359dfaf49f331fbdb7f?s=256&d=identicon&r=PG', 'display_name': 'sanu j', 'link': 'https://stackoverflow.com/users/1781928/sanu-j'}",True,54962,6,1,1547183310,1354003531,1354004165.0,13579763,https://stackoverflow.com/questions/13579763/sql-query-to-find-out-experience-of-employee-in-the-format-yy-years-mm-months-d,SQL query to find out experience of employee in the format &#39;yy years mm months dd days&#39;,13580031.0,CC BY-SA 3.0,,,,
222,"['sql', 'oracle', 'newline']",,"{'account_id': 1660711, 'reputation': 815, 'user_id': 1529064, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/516801c2da2b785a4f2681217c086183?s=256&d=identicon&r=PG&f=1', 'display_name': 'meilechh', 'link': 'https://stackoverflow.com/users/1529064/meilechh'}",True,80113,4,15,1546635601,1353445980,,13482235,https://stackoverflow.com/questions/13482235/how-to-search-new-line-char-in-oracle-table,How to search new line char in oracle table?,13482317.0,CC BY-SA 3.0,,,,
223,"['sql', 'database-design', 'foreign-keys', 'primary-key']",,"{'account_id': 981516, 'reputation': 11042, 'user_id': 1001110, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/9259b46599c94aeba6cb910a7d0e9f10?s=256&d=identicon&r=PG', 'display_name': 'Nic Wortel', 'link': 'https://stackoverflow.com/users/1001110/nic-wortel'}",True,6789,2,16,1546560680,1352388415,1546560680.0,13292050,https://stackoverflow.com/questions/13292050/why-is-the-foreign-key-part-of-the-primary-key-in-an-identifying-relationship,Why is the foreign key part of the primary key in an identifying relationship?,13295288.0,CC BY-SA 4.0,,,,
224,"['sql', 'postgresql', 'postgresql-9.1', 'dynamic-sql']",,"{'account_id': 1217409, 'reputation': 8641, 'user_id': 1184717, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/7f8710cd5754a79df5dc5cd3d5308da2?s=256&d=identicon&r=PG', 'display_name': 'Mr.', 'link': 'https://stackoverflow.com/users/1184717/mr'}",True,42171,1,34,1546438336,1352378273,1546438336.0,13289304,https://stackoverflow.com/questions/13289304/postgresql-dynamic-value-as-table-name,PostgreSQL - dynamic value as table name,13289939.0,,1352450400.0,exact duplicate,,
225,"['sql', 'sql-server-2008']",,"{'account_id': 1771346, 'reputation': 1455, 'user_id': 1616038, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/391ffb16127ca0c5d4e67e4d65607faa?s=256&d=identicon&r=PG', 'display_name': 'Mahesh', 'link': 'https://stackoverflow.com/users/1616038/mahesh'}",True,2206,2,2,1545473297,1354265283,1545473297.0,13641706,https://stackoverflow.com/questions/13641706/difference-between-select-count-count0-count100-countid-in-sql-serve,"Difference between select count(*), count(0), count(100), count(Id) in SQL Server 2008?",,CC BY-SA 4.0,,,,
226,"['mysql', 'sql', 'mysql-workbench']",,"{'account_id': 2012708, 'reputation': 39, 'user_id': 1800780, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4672d717f6b22f89c6b6a8f7c102412d?s=256&d=identicon&r=PG', 'display_name': 'asher baig', 'link': 'https://stackoverflow.com/users/1800780/asher-baig'}",False,686,2,-1,1545233747,1352134716,1352137282.0,13236745,https://stackoverflow.com/questions/13236745/count-query-with-3-columns-in-sql,Count query with 3 columns in SQL,,CC BY-SA 3.0,,,,
227,"['sql', 'oracle11g']",,"{'account_id': 2044524, 'reputation': 61, 'user_id': 1824931, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/155eac971fc342b639870a398d2ab671?s=256&d=identicon&r=PG', 'display_name': 'user1824931', 'link': 'https://stackoverflow.com/users/1824931/user1824931'}",True,35206,3,3,1544698893,1352925425,,13386890,https://stackoverflow.com/questions/13386890/list-the-the-name-of-employee-that-worked-on-more-than-one-projects,List the the name of employee that worked on more than one projects,13387089.0,CC BY-SA 3.0,,,,
228,"['asp.net', 'sql', 'sql-server-2008', 'oracle11g']",,"{'account_id': 1913329, 'reputation': 75, 'user_id': 1726536, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/916e5c8b401d5605ef80d6df0d6926c5?s=256&d=identicon&r=PG', 'display_name': 'Mohamed Elbadrawy', 'link': 'https://stackoverflow.com/users/1726536/mohamed-elbadrawy'}",True,1180,3,1,1543941403,1352807424,1352807567.0,13360253,https://stackoverflow.com/questions/13360253/how-to-select-column-based-on-its-on-order-in-table,how to select column based on its on order in Table,,CC BY-SA 3.0,,,,
229,"['sql', 'oracle', 'select', 'union']",,"{'user_type': 'does_not_exist', 'display_name': 'user1438611'}",True,23844,4,4,1543933799,1354048197,1543933799.0,13592499,https://stackoverflow.com/questions/13592499/using-select-union-and-returning-output-of-two-columns-from-one-table,Using SELECT UNION and returning output of two columns from one table,13592934.0,CC BY-SA 4.0,,,,
230,"['mysql', 'sql', 'innodb']",,"{'user_type': 'does_not_exist', 'display_name': 'user1190646'}",True,4714,1,2,1543581164,1352328882,1422461878.0,13279681,https://stackoverflow.com/questions/13279681/innodb-should-i-turn-innodb-flush-log-at-trx-commit-off,innoDB - should i turn innodb_flush_log_at_trx_commit off?,,CC BY-SA 3.0,,,,
231,"['sql', 'sqlite']",,"{'account_id': 1987614, 'reputation': 740, 'user_id': 1782427, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/56c0e199d99d7117135187fed1dc30e1?s=256&d=identicon&r=PG', 'display_name': 'user1782427', 'link': 'https://stackoverflow.com/users/1782427/user1782427'}",True,8457,1,17,1543151328,1352202527,1543151328.0,13250386,https://stackoverflow.com/questions/13250386/sqlite-select-or-insert-and-select-in-one-statement,Sqlite - SELECT or INSERT and SELECT in one statement,13251214.0,CC BY-SA 4.0,,,,
232,"['sql', 'oracle', 'database-design', 'data-modeling']",,"{'account_id': 1923399, 'reputation': 703, 'user_id': 1734375, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/85c364c6b929d77bb3879ad3240b6ed3?s=256&d=identicon&r=PG', 'display_name': 'Harshad', 'link': 'https://stackoverflow.com/users/1734375/harshad'}",True,9125,1,32,1541660797,1352089703,1476906765.0,13225928,https://stackoverflow.com/questions/13225928/is-there-a-difference-between-surrogate-key-synthetic-key-and-artificial-key,"Is there a difference between Surrogate key, Synthetic Key, and Artificial Key?",,CC BY-SA 3.0,,,,
233,"['sql', 'xml', 'vba']",,"{'account_id': 2092846, 'reputation': 253, 'user_id': 1862244, 'user_type': 'registered', 'accept_rate': 26, 'profile_image': 'https://www.gravatar.com/avatar/16bb8faf763fd7978ef13fd9a150fda9?s=256&d=identicon&r=PG', 'display_name': 'tester', 'link': 'https://stackoverflow.com/users/1862244/tester'}",True,1532,1,1,1540907911,1354250516,,13639129,https://stackoverflow.com/questions/13639129/error-while-executing-sql-query-in-vba,Error while executing SQL query in VBA,13639346.0,CC BY-SA 3.0,,,,
234,"['sql', 'database', 'oracle', 'date-format', 'ora-01861']",,"{'account_id': 1171607, 'reputation': 5599, 'user_id': 2444907, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/ac756e1fc6ce78f49084f428d420f13c?s=256&d=identicon&r=PG', 'display_name': 'AkshaiShah', 'link': 'https://stackoverflow.com/users/2444907/akshaishah'}",True,55095,2,9,1540844424,1353609916,1495542287.0,13518506,https://stackoverflow.com/questions/13518506/oracle-literal-does-not-match-format-string-error,Oracle - literal does not match format string error,13518568.0,,1353675176.0,exact duplicate,,
235,"['sql', 'sql-server', 'sql-server-2008', 'tsql']",,"{'account_id': 40617, 'reputation': 54781, 'user_id': 117700, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/1a350b4a18da2ffab7bde4bc753909bd?s=256&d=identicon&r=PG', 'display_name': 'Alex Gordon', 'link': 'https://stackoverflow.com/users/117700/alex-gordon'}",True,145,3,4,1540817243,1354233560,,13636990,https://stackoverflow.com/questions/13636990/parsing-data-out-of-a-single-data-point,parsing data out of a single data point,13641425.0,CC BY-SA 3.0,,,,
236,"['mysql', 'sql', 'sql-server', 'database', 'database-design']",,"{'account_id': 195334, 'reputation': 11810, 'user_id': 438158, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/e61a4dc7ac2eed8ec51ea72fb0208c2a?s=256&d=identicon&r=PG', 'display_name': 'Ata', 'link': 'https://stackoverflow.com/users/438158/ata'}",True,9234,4,11,1540768238,1352557320,1411242882.0,13322841,https://stackoverflow.com/questions/13322841/store-users-and-pass-in-single-table-or-separate-table,store users and pass in single table or separate table,13326205.0,CC BY-SA 3.0,,,,
237,"['sql', 'postgresql', 'string-constant']",,"{'account_id': 2004041, 'reputation': 155, 'user_id': 1794403, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d0fd93dabef8b6c9d1040a15e0d0c71a?s=256&d=identicon&r=PG', 'display_name': 'Gabriel Sotero', 'link': 'https://stackoverflow.com/users/1794403/gabriel-sotero'}",True,889,2,10,1540467441,1351864263,1540467441.0,13196572,https://stackoverflow.com/questions/13196572/column-mary-does-not-exist,Column &#39;mary&#39; does not exist,13196598.0,CC BY-SA 4.0,,,,
238,"['mysql', 'sql']",,"{'account_id': 969977, 'reputation': 28276, 'user_id': 992687, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/0Da71.png?s=256&g=1', 'display_name': 'The Unfun Cat', 'link': 'https://stackoverflow.com/users/992687/the-unfun-cat'}",True,3131,2,1,1540397403,1354004543,1354005565.0,13579993,https://stackoverflow.com/questions/13579993/return-only-one-tuple-of-sql-query-result,Return only one tuple of SQL query result,13580038.0,CC BY-SA 3.0,,,,
