,tags,owner,is_answered,view_count,protected_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,community_owned_date
535,"['sql', 'oracle']","{'account_id': 1314982, 'reputation': 5097, 'user_id': 1262104, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8b042afb9ed520a05ca2a73f39575d77?s=256&d=identicon&r=PG', 'display_name': 'Mesop', 'link': 'https://stackoverflow.com/users/1262104/mesop'}",True,324075,1550844091.0,4,143,1435620662,1337336576,,10650851,CC BY-SA 3.0,https://stackoverflow.com/questions/10650851/is-there-any-difference-between-and-in-oracle-sql,Is there any difference between &quot;!=&quot; and &quot;&lt;&gt;&quot; in Oracle Sql?,10650865.0,,,
536,"['sql', 'ms-access', 'vba']","{'account_id': 310782, 'reputation': 5803, 'user_id': 623952, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/UgXfy.jpg?s=256&g=1', 'display_name': 'gloomy.penguin', 'link': 'https://stackoverflow.com/users/623952/gloomy-penguin'}",True,5668,,2,2,1435503918,1337089631,1337095156.0,10602129,CC BY-SA 3.0,https://stackoverflow.com/questions/10602129/access-vba-with-custom-function-in-sql,Access VBA with custom function in SQL,10611654.0,,,
537,"['sql', 'ruby-on-rails', 'dll']","{'account_id': 1383274, 'reputation': 2923, 'user_id': 1315828, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/ba291212abb2952d7250c0c11cc5191a?s=256&d=identicon&r=PG', 'display_name': 'mhopkins321', 'link': 'https://stackoverflow.com/users/1315828/mhopkins321'}",True,15553,,3,8,1434138349,1337796218,1395310566.0,10725439,CC BY-SA 3.0,https://stackoverflow.com/questions/10725439/incorrect-mysql-client-library-version,Incorrect MySQL client library version,10725640.0,,,
538,"['asp.net', 'sql', 'iis']","{'account_id': 986965, 'reputation': 954, 'user_id': 1005229, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/96ef4bb2c880143470d63f96703439f8?s=256&d=identicon&r=PG', 'display_name': 'Sachin Kumar', 'link': 'https://stackoverflow.com/users/1005229/sachin-kumar'}",True,30625,,3,2,1434100379,1336396409,,10482775,CC BY-SA 3.0,https://stackoverflow.com/questions/10482775/getting-error-timeout-expired-the-timeout-period-elapsed-prior-to-completion-o,Getting error &quot;Timeout expired. The timeout period elapsed prior to completion of the operation or the server is not responding.&quot;,10482934.0,,,
539,"['sql', 'sql-server', 'sql-server-2008', 'tsql', 'encryption']","{'account_id': 968842, 'reputation': 44148, 'user_id': 991788, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/39d159a6f2a0cacf9e03a0e16bbd3097?s=256&d=identicon&r=PG', 'display_name': 'Sachin Kainth', 'link': 'https://stackoverflow.com/users/991788/sachin-kainth'}",True,2332,,3,2,1434061151,1337681915,1338292308.0,10700076,CC BY-SA 3.0,https://stackoverflow.com/questions/10700076/sql-server-column-encryption,SQL Server Column Encryption,10700168.0,,,
540,"['c#', 'sql', 'parameterized-query']","{'account_id': 335069, 'reputation': 68219, 'user_id': 661933, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/a60e16ef8a1f18164882bfbc7d1a1ea1?s=256&d=identicon&r=PG', 'display_name': 'nawfal', 'link': 'https://stackoverflow.com/users/661933/nawfal'}",True,1873,,1,0,1434037439,1336337294,1418965988.0,10474171,CC BY-SA 3.0,https://stackoverflow.com/questions/10474171/correct-way-of-placeholders-in-paramaterized-query-from-c,Correct way of placeholders in paramaterized query from C#,10474189.0,,,
541,"['sql', 'text']","{'account_id': 485548, 'reputation': 125, 'user_id': 901909, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://i.stack.imgur.com/O7g5x.jpg?s=256&g=1', 'display_name': 'Guru', 'link': 'https://stackoverflow.com/users/901909/guru'}",True,204,,2,0,1434010591,1337160486,1434010591.0,10615654,CC BY-SA 3.0,https://stackoverflow.com/questions/10615654/splitting-text-file-data-into-columns,splitting text file data into columns,10615773.0,,,
542,"['sql', 'postgis', 'spatial', 'overlap']","{'account_id': 393969, 'reputation': 1153, 'user_id': 756120, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/d6dd959f2244e7078d7fe2f824c34f39?s=256&d=identicon&r=PG', 'display_name': 'Abhishek Sagar', 'link': 'https://stackoverflow.com/users/756120/abhishek-sagar'}",True,21589,,1,12,1433977710,1336385677,1433969283.0,10480320,CC BY-SA 3.0,https://stackoverflow.com/questions/10480320/st-intersects-vs-st-overlaps,st_intersects Vs st_overlaps,30767264.0,,,
543,"['c#', 'sql', 'entity-framework', 'dbcontext']","{'account_id': 11383, 'reputation': 3804, 'user_id': 21918, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/6afbdf6d2d3ef7b2fcd669e811810e8e?s=256&d=identicon&r=PG', 'display_name': 'alice7', 'link': 'https://stackoverflow.com/users/21918/alice7'}",True,104,,1,0,1433780515,1338420857,1433780515.0,10825701,,https://stackoverflow.com/questions/10825701/error-with-ef-4-1,Error with EF 4.1,10825997.0,1396566829.0,Duplicate,
544,"['php', 'sql']","{'account_id': 1349138, 'reputation': 586, 'user_id': 1289282, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/96afb4dca6fb2fcb89f5af9be1684106?s=256&d=identicon&r=PG', 'display_name': 'Meowbits', 'link': 'https://stackoverflow.com/users/1289282/meowbits'}",True,214,,1,0,1433330225,1335805168,,10387531,CC BY-SA 3.0,https://stackoverflow.com/questions/10387531/sql-php-login-check,sql / php - login check,10387562.0,,,
545,"['mysql', 'sql', 'sorting', 'datetime']","{'account_id': 880327, 'reputation': 2382, 'user_id': 234468, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/3c26af03ba9f188f3ceaf800f63f00ad?s=256&d=identicon&r=PG', 'display_name': 'jim smith', 'link': 'https://stackoverflow.com/users/234468/jim-smith'}",True,3612,,4,0,1432942636,1338286357,1432942636.0,10797102,CC BY-SA 3.0,https://stackoverflow.com/questions/10797102/mysql-sort-date-format,Mysql sort date format,10797181.0,,,
546,"['sql', 'oracle', 'oracle10g', 'pivot']","{'account_id': 1470141, 'reputation': 1, 'user_id': 1381914, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/08982994089218928e8570d6df03d9c2?s=256&d=identicon&r=PG', 'display_name': 'sant', 'link': 'https://stackoverflow.com/users/1381914/sant'}",True,18054,,2,-1,1432817026,1336478611,1382409485.0,10498214,CC BY-SA 3.0,https://stackoverflow.com/questions/10498214/how-to-convert-rows-into-columns-in-oracle,How to convert rows into columns in Oracle?,,,,
547,"['sql', 'oracle', 'excel']","{'account_id': 295825, 'reputation': 1183, 'user_id': 600423, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/08c8d1abe896aca88680c705d0d58545?s=256&d=identicon&r=PG', 'display_name': 'GrumP', 'link': 'https://stackoverflow.com/users/600423/grump'}",True,2264,,3,0,1432746085,1336128523,1336131063.0,10447366,CC BY-SA 3.0,https://stackoverflow.com/questions/10447366/how-to-view-the-oracle-query-which-populates-an-excel-spreadsheet,How to view the Oracle query which populates an Excel spreadsheet?,,,,
548,"['sql', 'regex', 'string', 'oracle']","{'account_id': 1140102, 'reputation': 185, 'user_id': 1124261, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/741627e3384a30d86c3ea991eedb44af?s=256&d=identicon&r=PG', 'display_name': 'Sharath', 'link': 'https://stackoverflow.com/users/1124261/sharath'}",True,80298,,2,7,1432639061,1338100043,1432639061.0,10772091,,https://stackoverflow.com/questions/10772091/counting-the-number-of-occurrences-of-a-character-in-oracle-sql,Counting the number of occurrences of a character in Oracle SQL,,1338198442.0,not a real question,
549,"['sql', 'sql-server']","{'account_id': 1005275, 'reputation': 8472, 'user_id': 1019215, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/07251e870fac6900e8512303b45ad48e?s=256&d=identicon&r=PG', 'display_name': 'Brandon Moore', 'link': 'https://stackoverflow.com/users/1019215/brandon-moore'}",True,64835,,4,17,1432565627,1336012812,1336073202.0,10424395,CC BY-SA 3.0,https://stackoverflow.com/questions/10424395/how-do-i-group-a-date-field-by-week-where-the-weeks-start-on-saturday,"How do I group a date field by week, where the weeks start on Saturday?",10424493.0,,,
550,"['sql', 'asp-classic', 'azure', 'azure-sql-database', 'response.write']","{'account_id': 1416838, 'reputation': 133, 'user_id': 1342312, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/4fcdfb0ad722fad871a147020e9bd3a2?s=256&d=identicon&r=PG', 'display_name': 'hatrickwah', 'link': 'https://stackoverflow.com/users/1342312/hatrickwah'}",True,587,,1,2,1432325262,1336054946,1336060103.0,10433364,CC BY-SA 3.0,https://stackoverflow.com/questions/10433364/sql-azure-data-not-writing,SQL Azure data not writing?,10661039.0,,,
551,"['sql', 'xml', 'insert', 'nodes']","{'account_id': 1144501, 'reputation': 1079, 'user_id': 1127572, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/d124641407ceb40dafa4c591f9dcbcf2?s=256&d=identicon&r=PG', 'display_name': 'James Privett', 'link': 'https://stackoverflow.com/users/1127572/james-privett'}",True,1552,,3,1,1432187224,1336651658,1343149982.0,10533637,CC BY-SA 3.0,https://stackoverflow.com/questions/10533637/sql-xml-inserting-multiple-nodes,"SQL, XML Inserting multiple nodes",10534259.0,,,
552,"['sql', 'oracle', 'postgresql']","{'account_id': 124855, 'reputation': 19064, 'user_id': 320220, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/kqywB.jpg?s=256&g=1', 'display_name': 'beerbajay', 'link': 'https://stackoverflow.com/users/320220/beerbajay'}",True,27179,,2,30,1431673053,1336563897,,10515391,CC BY-SA 3.0,https://stackoverflow.com/questions/10515391/oracle-equivalent-of-postgres-distinct-on,Oracle equivalent of Postgres&#39; DISTINCT ON?,10515397.0,,,
553,"['sql', 'ruby', 'batch-file', 'sequel']","{'account_id': 36826, 'reputation': 1451, 'user_id': 105127, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/8520c294ab34f7141949731129e9b564?s=256&d=identicon&r=PG', 'display_name': 'RooSoft', 'link': 'https://stackoverflow.com/users/105127/roosoft'}",True,6761,,3,9,1431620507,1336055315,,10433486,CC BY-SA 3.0,https://stackoverflow.com/questions/10433486/is-it-possible-to-batch-updates-in-sequel,Is it possible to batch updates in Sequel?,,,,
554,"['c#', 'sql']","{'account_id': 1041355, 'reputation': 137, 'user_id': 1047333, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/d6839c0d0e98612eb6e0a1391ed0fc5c?s=256&d=identicon&r=PG', 'display_name': 'Myo Thu Zar Kyaw', 'link': 'https://stackoverflow.com/users/1047333/myo-thu-zar-kyaw'}",True,3383,,5,2,1431180412,1338004051,1338015308.0,10763425,CC BY-SA 3.0,https://stackoverflow.com/questions/10763425/how-to-detach-database-and-copy-db-file-in-local-device-programmatically-in-c,How to detach database and copy db file in local device programmatically in C#,10763441.0,,,
555,"['sql', 'sql-server', 'sql-server-2008', 'tsql', 'sql-server-2008-r2']","{'account_id': 1418534, 'reputation': 442, 'user_id': 1343648, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/XiO1Y.jpg?s=256&g=1', 'display_name': 'dandcg', 'link': 'https://stackoverflow.com/users/1343648/dandcg'}",True,1275,,1,1,1430944999,1337340086,1337551949.0,10651705,CC BY-SA 3.0,https://stackoverflow.com/questions/10651705/multiple-update-statements-transient-tables-avoiding-locking,Multiple Update Statements / Transient Tables / Avoiding Locking,10679547.0,,,
556,"['java', 'sql', 'playframework-2.0', 'ebean']","{'account_id': 1278742, 'reputation': 12677, 'user_id': 1233366, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/e8c58eaccf62d3ff7a39140bb0e762f6?s=256&d=identicon&r=PG', 'display_name': 'KVISH', 'link': 'https://stackoverflow.com/users/1233366/kvish'}",True,7511,,1,7,1430857293,1338263492,1430857293.0,10792853,CC BY-SA 3.0,https://stackoverflow.com/questions/10792853/complex-joins-using-play-framework-and-ebean,Complex joins using Play Framework and Ebean,10794501.0,,,
557,"['mysql', 'sql', 'sorting']","{'account_id': 445786, 'reputation': 1371, 'user_id': 838437, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/35f309128ebf14da4d37f1c3860c9453?s=256&d=identicon&r=PG', 'display_name': 'user838437', 'link': 'https://stackoverflow.com/users/838437/user838437'}",True,58,,2,0,1430218826,1337246275,1430218663.0,10632856,CC BY-SA 3.0,https://stackoverflow.com/questions/10632856/mysql-how-do-i-sort-this-query,MySQL how do I sort this query?,10633019.0,,,
558,"['mysql', 'sql', 'primary-key', 'row', 'auto-increment']","{'account_id': 1448807, 'reputation': 37, 'user_id': 1366412, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/cdfdf1d1975ec9326158e35e73ffd2cd?s=256&d=identicon&r=PG', 'display_name': 'Kratos', 'link': 'https://stackoverflow.com/users/1366412/kratos'}",True,5074,,5,1,1428765423,1337917318,,10748201,CC BY-SA 3.0,https://stackoverflow.com/questions/10748201/mysql-copy-row-to-another-identical-table-with-auto-increment-id-field,MYSQL copy row to another identical table with AUTO_INCREMENT id field,10748233.0,,,
559,"['c#', 'asp.net', 'sql']","{'account_id': 1488067, 'reputation': 198, 'user_id': 1395859, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/014a166a2f5d0cdd431333d1c7deb0ef?s=256&d=identicon&r=PG', 'display_name': 'Syed Yunus', 'link': 'https://stackoverflow.com/users/1395859/syed-yunus'}",True,10693,,2,2,1428323876,1337326188,1337331359.0,10648471,CC BY-SA 3.0,https://stackoverflow.com/questions/10648471/how-to-play-audio-and-video-files-in-web-browser,How to play audio and video files in web browser?,10648724.0,,,
560,"['sql', 'sql-server', 'sql-server-2008']","{'account_id': 732147, 'reputation': 6604, 'user_id': 690668, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/7aa3d5d5ea2ad13f6adae218a6ce44b0?s=256&d=identicon&r=PG', 'display_name': 'iefpw', 'link': 'https://stackoverflow.com/users/690668/iefpw'}",True,127805,,6,21,1427922222,1338047401,,10767676,,https://stackoverflow.com/questions/10767676/currently-running-queries-in-sql-server,Currently running queries in SQL Server,10768204.0,1433714026.0,Duplicate,
561,"['mysql', 'sql']","{'account_id': 1461962, 'reputation': 93, 'user_id': 1376030, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/ca5452d43fca64e09bf704cd2ea7e0d7?s=256&d=identicon&r=PG', 'display_name': 'Clint', 'link': 'https://stackoverflow.com/users/1376030/clint'}",True,804,,1,0,1427817523,1336171154,1427817523.0,10457020,CC BY-SA 3.0,https://stackoverflow.com/questions/10457020/why-do-i-get-the-errors-ambiguous-field-or-unknown-column-in-field-list,Why do I get the errors ambiguous field or unknown column in field list?,,,,
562,"['sql', 'sql-server', 'ms-access', 'foxpro', 'visual-foxpro']","{'account_id': 1257437, 'reputation': 37149, 'user_id': 1216612, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/SluAb.jpg?s=256&g=1', 'display_name': 'JotaBe', 'link': 'https://stackoverflow.com/users/1216612/jotabe'}",True,773,,1,1,1427742744,1336648353,1427742744.0,10532811,CC BY-SA 3.0,https://stackoverflow.com/questions/10532811/is-it-possible-to-query-a-linked-server-of-a-remote-server-acces-foxpro-data,Is it possible to query a linked server of a remote server? / Acces FoxPro data from SQL Server x64,10533114.0,,,
563,"['sql', 'plsql', 'oracle-sqldeveloper']","{'account_id': 1217129, 'reputation': 4729, 'user_id': 1184481, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/3f0575060cc95a55c6fc39d75c15dc64?s=256&d=identicon&r=PG', 'display_name': 'Ofer', 'link': 'https://stackoverflow.com/users/1184481/ofer'}",True,2635,,3,0,1427390546,1336383065,1427390546.0,10479708,CC BY-SA 3.0,https://stackoverflow.com/questions/10479708/how-to-convert-varchar-to-numbers-in-sql-developer,How to convert varchar to numbers in sql developer,10479924.0,,,
564,"['mysql', 'sql', 'innodb', 'auto-increment']","{'account_id': 76887, 'reputation': 1823, 'user_id': 219811, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6dc86780c7afd2c97dc02dde8de907b7?s=256&d=identicon&r=PG', 'display_name': 'Andy Shulman', 'link': 'https://stackoverflow.com/users/219811/andy-shulman'}",True,6441,,5,4,1427318112,1337082295,1495540915.0,10600010,CC BY-SA 3.0,https://stackoverflow.com/questions/10600010/avoiding-failed-inserts-to-avoid-spurious-autoincrement,Avoiding failed inserts to avoid spurious autoincrement,10600531.0,,,
565,"['sql', 'database', 'oracle']","{'account_id': 1277413, 'reputation': 643, 'user_id': 1232355, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/2e7a3adbce4957597442ba839dfdd982?s=256&d=identicon&r=PG', 'display_name': 'saroj', 'link': 'https://stackoverflow.com/users/1232355/saroj'}",True,323,,2,4,1427227980,1337076287,1427227980.0,10598418,CC BY-SA 3.0,https://stackoverflow.com/questions/10598418/sql-query-to-find-rows,SQL query to find rows,10598622.0,,,
566,"['sql', 'oracle', 'stored-procedures', 'cursor']","{'account_id': 324114, 'reputation': 12405, 'user_id': 644518, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/cc1b8807c0048ca09e361d92707486a8?s=256&d=identicon&r=PG', 'display_name': 'ashishjmeshram', 'link': 'https://stackoverflow.com/users/644518/ashishjmeshram'}",True,18529,,3,0,1427197293,1338014869,,10764229,CC BY-SA 3.0,https://stackoverflow.com/questions/10764229/how-to-return-multiple-rows-from-oracle-stored-procedure-from-multiple-cursors,How to return multiple rows from oracle stored procedure from multiple cursors?,10768114.0,,,
567,"['sql', 'oracle', 'pivot', 'pivot-table']","{'account_id': 125412, 'reputation': 8208, 'user_id': 321172, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/ab90909a87944ebc97e72d4a8e9847fb?s=256&d=identicon&r=PG', 'display_name': 'Data-Base', 'link': 'https://stackoverflow.com/users/321172/data-base'}",True,398,,2,0,1427197237,1337063203,,10595222,CC BY-SA 3.0,https://stackoverflow.com/questions/10595222/sql-pivot-with-oracle,sql pivot with oracle?,10595382.0,,,
568,"['sql', 'ruby-on-rails', 'activerecord']","{'account_id': 1209890, 'reputation': 352, 'user_id': 1178665, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/da9634c7fd93b58661a56235adc0641e?s=256&d=identicon&r=PG', 'display_name': 'John C', 'link': 'https://stackoverflow.com/users/1178665/john-c'}",True,25031,,2,11,1426919156,1337011628,1337012151.0,10587034,CC BY-SA 3.0,https://stackoverflow.com/questions/10587034/how-to-sort-by-created-at-column-of-association-in-rails,How to sort by created_at column of association in rails?,10588433.0,,,
569,"['sql', 'wordpress']","{'account_id': 163328, 'reputation': 5229, 'user_id': 385402, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/8953dc566b08102f24c38ebe97392400?s=256&d=identicon&r=PG', 'display_name': 'Glad To Help', 'link': 'https://stackoverflow.com/users/385402/glad-to-help'}",True,1525,,2,0,1426618833,1336043690,,10430213,CC BY-SA 3.0,https://stackoverflow.com/questions/10430213/sql-query-to-show-login-count-for-each-user-in-wordpress,SQL Query to show login count for each user in Wordpress,10432765.0,,,
570,"['mysql', 'sql', 'postgresql', 'group-by', 'aggregate-functions']","{'account_id': 448572, 'reputation': 16104, 'user_id': 842837, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/2f0a9609dbfbd314ca558d48e308315d?s=256&d=identicon&r=PG', 'display_name': 'jerrymouse', 'link': 'https://stackoverflow.com/users/842837/jerrymouse'}",True,4917,,4,6,1426545168,1335879696,1336017445.0,10398528,CC BY-SA 3.0,https://stackoverflow.com/questions/10398528/postgresql-equivalent-for-mysql-group-by,PostgreSQL equivalent for MySQL GROUP BY  ,10398558.0,,,
571,"['c#', 'sql', 'sql-server', 'nhibernate', 'hbm']","{'account_id': 379638, 'reputation': 400, 'user_id': 733143, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/bd89b53d473fbd374a5f47d6f9f8912f?s=256&d=identicon&r=PG', 'display_name': 'JarJarrr', 'link': 'https://stackoverflow.com/users/733143/jarjarrr'}",False,1088,,2,0,1426538836,1337846892,,10733529,CC BY-SA 3.0,https://stackoverflow.com/questions/10733529/nhibernate-identity-mapping-when-using-newsequentialid-in-db,Nhibernate Identity mapping when using &quot;newsequentialid&quot; in DB,,,,
572,"['sql', 'sql-server', 'excel']","{'account_id': 1273436, 'reputation': 397, 'user_id': 1229204, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/90528010db6150a5a924f025a0c7269e?s=256&d=identicon&r=PG', 'display_name': 'Rick', 'link': 'https://stackoverflow.com/users/1229204/rick'}",True,4339,,3,1,1426001507,1338302015,1426001507.0,10801259,CC BY-SA 3.0,https://stackoverflow.com/questions/10801259/how-to-automate-data-sending-to-excel,How to automate data sending to excel,10801482.0,,,
573,"['sql', 'relational-database', 'embedded-sql']","{'account_id': 1306798, 'reputation': 133, 'user_id': 1255634, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/aec02ff340863502d627aabf414a943c?s=256&d=identicon&r=PG', 'display_name': 'Markus', 'link': 'https://stackoverflow.com/users/1255634/markus'}",True,5628,,3,2,1425909686,1337282946,1425909686.0,10642286,CC BY-SA 3.0,https://stackoverflow.com/questions/10642286/sql-delete-and-subquery,SQL - Delete and subquery,10642303.0,,,
574,"['sql', 'sql-server-2005', 'ssms']","{'account_id': 1091630, 'reputation': 1037, 'user_id': 1086159, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/e9a68f9230168d31f4864677f27d495a?s=256&d=identicon&r=PG', 'display_name': 'user1086159', 'link': 'https://stackoverflow.com/users/1086159/user1086159'}",False,177,,2,0,1425467780,1337700354,1337700534.0,10705112,,https://stackoverflow.com/questions/10705112/search-of-sql-database,Search of SQL Database,,1394050022.0,Duplicate,
575,"['sql', 'sql-server', 'asp.net-mvc-3', 'ef-code-first']","{'account_id': 203044, 'reputation': 14555, 'user_id': 450466, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/def14e2d64e6a27d81e77af8b643ba72?s=256&d=identicon&r=PG', 'display_name': 'Mediator', 'link': 'https://stackoverflow.com/users/450466/mediator'}",True,3009,,7,7,1425411459,1337180594,,10621322,CC BY-SA 3.0,https://stackoverflow.com/questions/10621322/how-to-add-code-to-initialize-sql-database,How to add code to initialize sql database,10973831.0,,,
576,"['java', 'python', 'mysql', 'sql', 'sha1']","{'account_id': 794377, 'reputation': 1077, 'user_id': 897121, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/629ba72958f67dabd421b4c66c24d15a?s=256&d=identicon&r=PG', 'display_name': 'Sapphire', 'link': 'https://stackoverflow.com/users/897121/sapphire'}",True,1106,,1,0,1425159871,1337969784,1425159777.0,10759468,CC BY-SA 3.0,https://stackoverflow.com/questions/10759468/how-to-create-sql-queries-using-an-sha-1-digest-of-a-string-using-python,How to create SQL queries using an SHA-1 digest of a string using Python,10762928.0,,,
577,"['java', 'sql', 'hibernate', 'criteria-api', 'nhibernate-criteria']","{'account_id': 1402383, 'reputation': 61, 'user_id': 1330901, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/164dabd609dab9e518f66c9a8396b7bd?s=256&d=identicon&r=PG', 'display_name': 'Rahul', 'link': 'https://stackoverflow.com/users/1330901/rahul'}",True,2287,,1,2,1425040350,1338233374,,10789576,CC BY-SA 3.0,https://stackoverflow.com/questions/10789576/do-select-and-update-as-a-single-query-using-java-hibernate-criteria-api,Do select and update as a single query using java hibernate criteria API,,,,
578,"['mysql', 'sql']","{'account_id': 141118, 'reputation': 4754, 'user_id': 347904, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/b00b80efa99573461285c13d30b0663b?s=256&d=identicon&r=PG', 'display_name': 'Jakob', 'link': 'https://stackoverflow.com/users/347904/jakob'}",True,3509,,2,0,1423675346,1336173509,,10457297,CC BY-SA 3.0,https://stackoverflow.com/questions/10457297/average-of-multiple-averages,Average of multiple averages,10457316.0,,,
579,"['sql', 'db2', 'case']","{'account_id': 432898, 'reputation': 453, 'user_id': 817934, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/31e80dc35a9cca74c4120bea00c8832e?s=256&d=identicon&r=PG', 'display_name': 'tmaurst', 'link': 'https://stackoverflow.com/users/817934/tmaurst'}",True,8822,,2,0,1423673672,1336582567,1336585288.0,10520636,CC BY-SA 3.0,https://stackoverflow.com/questions/10520636/nesting-a-case-statement-within-an-if-statement,Nesting a Case statement within an IF statement,10520734.0,,,
580,"['sql', 'input', 'sas', 'substr']","{'account_id': 1511105, 'reputation': 3, 'user_id': 1413214, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/453b5aa7a40d397ed8e74db57aaeb38d?s=256&d=identicon&r=PG', 'display_name': 'user1413214', 'link': 'https://stackoverflow.com/users/1413214/user1413214'}",True,320,,2,0,1423584225,1337793300,1423584225.0,10724779,CC BY-SA 3.0,https://stackoverflow.com/questions/10724779/change-character-variable-values-to-new-observations-sas,Change character variable values to new observations SAS,10725515.0,,,
581,"['php', 'sql', 'echo', 'isset']","{'account_id': 1446707, 'reputation': 567, 'user_id': 1364915, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/JGLvd.jpg?s=256&g=1', 'display_name': 'Web Owl', 'link': 'https://stackoverflow.com/users/1364915/web-owl'}",True,3679,,2,0,1422704522,1335863681,1335863908.0,10395713,CC BY-SA 3.0,https://stackoverflow.com/questions/10395713/isset-within-an-echo-or-is-there-a-better-way,isset within an echo? Or is there a better way?,10395861.0,,,
582,"['sql', 'sql-server-2008', 'audit']","{'account_id': 26067, 'reputation': 1916, 'user_id': 67545, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/674602b08ffa379a1ad93992f9d2fc32?s=256&d=identicon&r=PG', 'display_name': 'downatone', 'link': 'https://stackoverflow.com/users/67545/downatone'}",False,749,,4,0,1422572836,1337872168,,10740241,CC BY-SA 3.0,https://stackoverflow.com/questions/10740241/sql-2008-audit-show-data-deleted-etc,"SQL 2008 audit - show data deleted, etc",,,,
