,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,bounty_amount,bounty_closes_date,closed_date,closed_reason,migrated_from
97,"['python', 'pandas', 'scikit-learn']","{'account_id': 17021015, 'reputation': 11, 'user_id': 12313602, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/71f8b60a7bab33cbf53f57d28c7e98f5?s=256&d=identicon&r=PG&f=1', 'display_name': 's6jalin', 'link': 'https://stackoverflow.com/users/12313602/s6jalin'}",False,774,,1,1,1664711344,1572803316,,58682949,CC BY-SA 4.0,https://stackoverflow.com/questions/58682949/i-get-a-valueerror-in-sklearn-because-of-nan-inf-or-dtype-ive-checked-the-data,"I get a ValueError in sklearn because of NaN/inf or dtype. Ive checked the data, cant find any errors",,,,,,
98,"['python', 'json', 'pandas']","{'account_id': 16843072, 'reputation': 177, 'user_id': 12177988, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-KohFNbX4DSs/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rezImgGAvW5mJQSQihjzBGfJyXTQw/photo.jpg?sz=256', 'display_name': 'Wisam hasan', 'link': 'https://stackoverflow.com/users/12177988/wisam-hasan'}",True,7223,58873355.0,2,1,1664550383,1573772689,1664550383.0,58867875,CC BY-SA 4.0,https://stackoverflow.com/questions/58867875/how-can-i-convert-json-to-dataframe,How can I convert JSON to dataframe?,,,,,,
99,"['python', 'image', 'image-processing', 'random', 'colors']","{'account_id': 15354311, 'reputation': 104, 'user_id': 11077002, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-3RUySVj8AYQ/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOidgvISMyxVbCyCvSYrBGBcu0XmQ/mo/photo.jpg?sz=256', 'display_name': 'TNTOutburst', 'link': 'https://stackoverflow.com/users/11077002/tntoutburst'}",True,7782,59056944.0,3,2,1664446032,1574788671,1574823508.0,59056216,CC BY-SA 4.0,https://stackoverflow.com/questions/59056216/how-do-you-generate-an-image-where-each-pixel-is-a-random-color-in-python,How do you generate an image where each pixel is a random color in python,,,,,,
100,['python'],"{'account_id': 16467956, 'reputation': 29, 'user_id': 11897687, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bae7f0e900e65f2a261a132a35662278?s=256&d=identicon&r=PG&f=1', 'display_name': 'summer', 'link': 'https://stackoverflow.com/users/11897687/summer'}",True,356,,2,0,1664444380,1573509465,,58809235,CC BY-SA 4.0,https://stackoverflow.com/questions/58809235/create-tif-file-from-long-lat-coordinate-and-elevation-data,Create tif file from long lat coordinate and elevation data,,,,,,
101,"['python', 'python-3.x', 'machine-learning', 'deep-learning', 'pytorch']","{'account_id': 14076672, 'reputation': 2667, 'user_id': 10168730, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5c44f03186c43983ec04cb7e271b2575?s=256&d=identicon&r=PG&f=1', 'display_name': 'Guillermina', 'link': 'https://stackoverflow.com/users/10168730/guillermina'}",True,187683,59013131.0,8,137,1664435438,1574550512,1660830964.0,59013109,CC BY-SA 4.0,https://stackoverflow.com/questions/59013109/runtimeerror-input-type-torch-floattensor-and-weight-type-torch-cuda-floatte,RuntimeError: Input type (torch.FloatTensor) and weight type (torch.cuda.FloatTensor) should be the same,,,,,,
102,"['python', 'python-3.x', 'selenium', 'selenium-webdriver', 'cookies']","{'account_id': 14160676, 'reputation': 1, 'user_id': 10230079, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2171116519842535/picture?type=large', 'display_name': 'Belgin Vinoj', 'link': 'https://stackoverflow.com/users/10230079/belgin-vinoj'}",True,458,,2,0,1664427381,1573283651,1573365941.0,58777230,CC BY-SA 4.0,https://stackoverflow.com/questions/58777230/login-by-cookies-in-python-selenium,Login by cookies in python selenium,,,,,,
103,"['python', 'django', 'django-forms', 'django-views']","{'account_id': 14245225, 'reputation': 725, 'user_id': 10290511, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c53833521f6fd45a67f7c75670782209?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jack022', 'link': 'https://stackoverflow.com/users/10290511/jack022'}",True,8961,58905602.0,4,8,1664370790,1573846489,1574034179.0,58883570,CC BY-SA 4.0,https://stackoverflow.com/questions/58883570/pass-data-between-different-views-in-django,Pass data between different views in Django,,,,,,
104,"['python', 'tensorflow', 'deep-learning', 'style-transfer']","{'account_id': 6871508, 'reputation': 57, 'user_id': 12136403, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34d5e56d097ff513d4f9f362f7b52f81?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sir Blaze', 'link': 'https://stackoverflow.com/users/12136403/sir-blaze'}",True,5298,58726488.0,1,1,1664360983,1573030828,1573169947.0,58726388,CC BY-SA 4.0,https://stackoverflow.com/questions/58726388/how-can-i-fix-attributeerror-module-tensorflow-has-no-attribute-configproto,How can I fix AttributeError: module &#39;tensorflow&#39; has no attribute &#39;ConfigProto&#39;,,,,,,
105,"['python', 'pyvisa']","{'account_id': 16797231, 'reputation': 11, 'user_id': 12143437, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6466fbbde71053c48bb98b8ec2ce37df?s=256&d=identicon&r=PG&f=1', 'display_name': 'iceman', 'link': 'https://stackoverflow.com/users/12143437/iceman'}",False,779,,1,0,1664339283,1573161557,1664339283.0,58757048,CC BY-SA 4.0,https://stackoverflow.com/questions/58757048/pycharm-2019-2-4-does-not-reconize-pyvisa-commmand-import-pyvisa,Pycharm 2019.2.4 does not reconize pyvisa commmand: import pyvisa,,,,,,
106,"['python', 'json', 'python-3.x', 'polling']","{'account_id': 11260507, 'reputation': 575, 'user_id': 8258990, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/6e79c3464ba0240a9e23b143f3af0b92?s=256&d=identicon&r=PG&f=1', 'display_name': 'aquatic7', 'link': 'https://stackoverflow.com/users/8258990/aquatic7'}",True,5150,59091909.0,2,3,1664304790,1574953791,,59091758,CC BY-SA 4.0,https://stackoverflow.com/questions/59091758/polling-an-api-in-python-for-a-specific-json-element,Polling an api in python for a specific json element,,,,,,
107,"['python', 'python-3.x', 'python-2.x', 'pcap', 'dpkt']","{'account_id': 1708786, 'reputation': 2158, 'user_id': 1567269, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/7e5ef5c449437de2befaf4851a80d2a4?s=256&d=identicon&r=PG', 'display_name': 'trueCamelType', 'link': 'https://stackoverflow.com/users/1567269/truecameltype'}",True,1143,,2,0,1664185114,1574886108,1574888638.0,59077896,CC BY-SA 4.0,https://stackoverflow.com/questions/59077896/python2-and-python3-dpkt-appears-to-return-different-output-formats,Python2 and Python3 DPKT appears to return different output formats,,,,,,
108,"['python', 'python-3.x', 'airflow']","{'account_id': 17054340, 'reputation': 111, 'user_id': 12340471, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCJqEcrN58MDCkbUkLEpfQvdTIdHVLZk25EGhsaiFE=k-s256', 'display_name': 'Yaroslav Kolodiy', 'link': 'https://stackoverflow.com/users/12340471/yaroslav-kolodiy'}",True,11441,,2,5,1664060306,1573198601,1573494082.0,58762323,CC BY-SA 4.0,https://stackoverflow.com/questions/58762323/how-to-use-pythonvirtualenvoperator-in-airflow,How to use PythonVirtualenvOperator in airflow?,,,,,,
109,"['python', 'kivy']","{'account_id': 17135422, 'reputation': 75, 'user_id': 12400576, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDPIs6ONQsrpbkn6Bao1HnXWicS2gH2t5raIkcReg=k-s256', 'display_name': 'Antoine Berger', 'link': 'https://stackoverflow.com/users/12400576/antoine-berger'}",True,1384,59011183.0,2,1,1664045077,1574534057,1574553319.0,59010910,CC BY-SA 4.0,https://stackoverflow.com/questions/59010910/how-to-solve-kv-is-loaded-multiples-times-error-in-kivy,How to solve&quot;.kv is loaded multiples times &quot;error in Kivy?,,,,,,
110,"['python', 'gpu', 'pytorch']","{'account_id': 16777192, 'reputation': 822, 'user_id': 12128185, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Fp3jc.png?s=256&g=1', 'display_name': 'Kani', 'link': 'https://stackoverflow.com/users/12128185/kani'}",True,64617,58926343.0,4,41,1663931304,1574132963,1574136317.0,58926054,CC BY-SA 4.0,https://stackoverflow.com/questions/58926054/how-to-get-the-device-type-of-a-pytorch-module-conveniently,How to get the device type of a pytorch module conveniently?,,,,,,
111,"['python', 'google-cloud-functions', 'google-cloud-storage']","{'account_id': 6744355, 'reputation': 569, 'user_id': 6070684, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5685b35c18dfb44fb55311041a5aeaed?s=256&d=identicon&r=PG&f=1', 'display_name': 'FatiHe', 'link': 'https://stackoverflow.com/users/6070684/fatihe'}",True,4822,,2,2,1663914180,1573826178,1574072754.0,58878519,CC BY-SA 4.0,https://stackoverflow.com/questions/58878519/how-to-get-files-name-within-subfolders-without-the-route-in-gcs-using-python,How to get files name within subfolders without the route in GCS using Python?,,,,,,
112,"['python', 'websocket', 'io', 'python-asyncio']","{'account_id': 5776782, 'reputation': 87, 'user_id': 4558645, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/72318bcc95924809d291a678483c28c7?s=256&d=identicon&r=PG&f=1', 'display_name': 'raxor2k', 'link': 'https://stackoverflow.com/users/4558645/raxor2k'}",False,782,,1,0,1663846021,1574417639,1574419514.0,58992017,CC BY-SA 4.0,https://stackoverflow.com/questions/58992017/use-websocket-and-i-o-serial-together-in-python,Use websocket and I/O serial together in python?,,,,,,
113,"['python', 'visual-studio-code', 'jupyter-notebook', 'miniconda']","{'account_id': 7505713, 'reputation': 150, 'user_id': 5702717, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://lh6.googleusercontent.com/-7lNast7_Pv4/AAAAAAAAAAI/AAAAAAAACUQ/ajwWWr_JiGA/photo.jpg?sz=256', 'display_name': 'Linh Ho&#224;ng', 'link': 'https://stackoverflow.com/users/5702717/linh-ho%c3%a0ng'}",True,2610,58735089.0,2,1,1663818954,1573012407,,58722847,CC BY-SA 4.0,https://stackoverflow.com/questions/58722847/delete-python-interactive-environment-created-by-vscode-inside-jupyter,Delete &#39;Python Interactive&#39; environment created by VSCode inside Jupyter?,,,,,,
114,"['python', 'flask', 'sqlalchemy']","{'account_id': 33037, 'reputation': 62658, 'user_id': 92153, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/ea496ad1627458ccfad06c94842b7624?s=256&d=identicon&r=PG', 'display_name': 'Houman', 'link': 'https://stackoverflow.com/users/92153/houman'}",False,1512,,1,1,1663803842,1574947881,1575042175.0,59090035,CC BY-SA 4.0,https://stackoverflow.com/questions/59090035/how-to-enable-connection-pooling-in-flask-sqlalchemy,How to enable connection pooling in Flask-SQLAlchemy?,,,,,,
115,"['python', 'python-3.x']","{'account_id': 16157233, 'reputation': 23, 'user_id': 11664222, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Z7Tb5Pv1784/AAAAAAAAAAI/AAAAAAAAADk/ht4H_NAL3hY/photo.jpg?sz=256', 'display_name': 'noga', 'link': 'https://stackoverflow.com/users/11664222/noga'}",True,1228,58674282.0,4,2,1663786187,1572717664,1572719373.0,58673807,CC BY-SA 4.0,https://stackoverflow.com/questions/58673807/how-can-i-edit-an-inputed-text-in-python,How can I edit an inputed text in python,,,,,,
116,"['python', 'windows', 'flask']","{'account_id': 10343367, 'reputation': 131, 'user_id': 7629037, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1094b3d398aded0fac07171c71c54acb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nsikan Adaowo', 'link': 'https://stackoverflow.com/users/7629037/nsikan-adaowo'}",True,42533,,9,13,1663731399,1572727017,1652451047.0,58675081,CC BY-SA 4.0,https://stackoverflow.com/questions/58675081/why-does-running-flask-run-on-windows-result-in-flask-is-not-recognized-as-an,"Why does running `flask run` on Windows result in &quot;flask is not recognized as an internal or external command, operable program or batch file&quot;",,,,,,
117,"['python', 'linux', 'python-asyncio', 'python-3.7']","{'account_id': 957386, 'reputation': 479, 'user_id': 982446, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/64ad4750cc3bf20d79ca4f0b19e26e93?s=256&d=identicon&r=PG', 'display_name': 'Francisco', 'link': 'https://stackoverflow.com/users/982446/francisco'}",True,35158,,2,20,1663710461,1573253662,1575930127.0,58774718,CC BY-SA 4.0,https://stackoverflow.com/questions/58774718/asyncio-in-corroutine-runtimeerror-no-running-event-loop,Asyncio in corroutine RuntimeError: no running event loop,,,,,,
118,"['python', 'anaconda', 'environment']","{'account_id': 13413979, 'reputation': 166, 'user_id': 12379698, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-YXH-E-1ujfo/AAAAAAAAAAI/AAAAAAAAAA8/1Pc1RSJw6gQ/photo.jpg?sz=256', 'display_name': 'Somesh Narwade', 'link': 'https://stackoverflow.com/users/12379698/somesh-narwade'}",True,2930,,2,3,1663623743,1573837001,,58881529,CC BY-SA 4.0,https://stackoverflow.com/questions/58881529/how-to-set-default-conda-environment-so-that-whenever-i-open-terminal-it-should,How to set default conda environment so that whenever I open terminal it should get activated instead of base?,,,,,,
119,"['python', 'data-visualization', 'seaborn', 'data-science', 'scatter-plot']","{'account_id': 16931343, 'reputation': 595, 'user_id': 12245523, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KSivo.jpg?s=256&g=1', 'display_name': 'DGomonov', 'link': 'https://stackoverflow.com/users/12245523/dgomonov'}",True,157,59058035.0,2,1,1663596736,1572901017,1572901996.0,58700927,CC BY-SA 4.0,https://stackoverflow.com/questions/58700927/python-seaborn-what-does-the-inside-horizontal-distribution-of-the-data-points,Python/Seaborn: What does the inside horizontal distribution of the data-points means or is it random?,,,,,,
120,"['python', 'google-colaboratory', 'vtk', 'pde', 'fenics']","{'account_id': 5508156, 'reputation': 85, 'user_id': 4375964, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3812fa9afed4703808e596a4b4235717?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mo Houshmand', 'link': 'https://stackoverflow.com/users/4375964/mo-houshmand'}",True,22621,,7,4,1663542977,1574259053,,58956331,CC BY-SA 4.0,https://stackoverflow.com/questions/58956331/where-are-saved-files-in-google-colab-located,Where are saved files in Google Colab located?,,,,,,
121,"['python', 'bash', 'systemd']","{'account_id': 3836158, 'reputation': 1525, 'user_id': 3180386, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1520361218053146/picture?type=large', 'display_name': 'Bill Armstrong', 'link': 'https://stackoverflow.com/users/3180386/bill-armstrong'}",True,2135,59020992.0,3,3,1663503960,1574548416,1574620091.0,59012899,CC BY-SA 4.0,https://stackoverflow.com/questions/59012899/python-module-not-found-from-systemd-service-script,Python Module not Found from `systemd` service Script,,,,,,
122,"['python', 'scipy-optimize']","{'account_id': 17041163, 'reputation': 31, 'user_id': 12329012, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3215532731813960/picture?type=large', 'display_name': 'Madie Durand', 'link': 'https://stackoverflow.com/users/12329012/madie-durand'}",False,1160,,1,3,1663487014,1572995578,,58720853,CC BY-SA 4.0,https://stackoverflow.com/questions/58720853/cannot-import-scipy-optimize-no-module-named-scipy-optimize-root,Cannot Import Scipy.Optimize: &quot;No module named &#39;scipy.optimize._root&#39;&quot;,,,,,,
123,"['python', 'multidimensional-array']","{'account_id': 13027787, 'reputation': 23, 'user_id': 9415217, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/720c2fe659ad28d5b20262a8f347ea1b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aran Joyce', 'link': 'https://stackoverflow.com/users/9415217/aran-joyce'}",True,2281,58896940.0,4,1,1663481504,1573956333,1663481504.0,58896904,CC BY-SA 4.0,https://stackoverflow.com/questions/58896904/how-to-replace-the-first-element-of-every-list-in-a-list-of-lists,How to replace the first element of every list in a list of lists?,,,,,,
124,"['python', 'pandas', 'matplotlib', 'seaborn', 'stacked-bar-chart']","{'account_id': 7065549, 'reputation': 381, 'user_id': 5521597, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/27449271bfea11347d45064da1b68fd6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Corp. and Ltd.', 'link': 'https://stackoverflow.com/users/5521597/corp-and-ltd'}",True,20286,59039953.0,2,12,1663390059,1574710762,1663390059.0,59038979,CC BY-SA 4.0,https://stackoverflow.com/questions/59038979/stacked-bar-chart-in-seaborn,Stacked bar chart in Seaborn,,,,,,
125,"['python', 'django', 'django-urls']","{'account_id': 17014628, 'reputation': 129, 'user_id': 12308829, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Lnc4_Zp5sYM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rc6I9j8Ho02r_mFIsMAIA8Q26bh8A/photo.jpg?sz=256', 'display_name': 'Nawal Kishore', 'link': 'https://stackoverflow.com/users/12308829/nawal-kishore'}",True,4764,,2,9,1663348793,1575113436,1575146143.0,59115733,CC BY-SA 4.0,https://stackoverflow.com/questions/59115733/how-to-make-trailing-slash-optional-in-django,How to make trailing slash optional in django,,,,,,
126,"['python', 'google-maps', 'google-api']","{'account_id': 9866328, 'reputation': 348, 'user_id': 7307684, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d020d946ae862bb3f3fb79fc50337189?s=256&d=identicon&r=PG&f=1', 'display_name': 'cget', 'link': 'https://stackoverflow.com/users/7307684/cget'}",True,648,,2,1,1663321678,1574466981,,59003274,CC BY-SA 4.0,https://stackoverflow.com/questions/59003274/python-google-maps-api-timeouterror-errno-60-operation-timed-out-when-cal,Python / Google Maps API - TimeoutError: [Errno 60] Operation timed out when calling a function from the terminal,,,,,,
127,"['python', 'ubuntu', 'gcc', 'conda']","{'account_id': 9748472, 'reputation': 2042, 'user_id': 7389018, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/Yg7tB.jpg?s=256&g=1', 'display_name': 'rrz0', 'link': 'https://stackoverflow.com/users/7389018/rrz0'}",False,473,,2,2,1663214780,1574590490,1574599614.0,59016606,CC BY-SA 4.0,https://stackoverflow.com/questions/59016606/ld-cant-find-lgl-error-during-installation,ld: can&#39;t find -lGL error during installation,,,,,,
128,"['python', 'plotly']","{'account_id': 141464, 'reputation': 7078, 'user_id': 348501, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/eab32c7f78dcf6c13c8a8b8e49e84c65?s=256&d=identicon&r=PG', 'display_name': 'ARF', 'link': 'https://stackoverflow.com/users/348501/arf'}",True,1145,58817413.0,2,1,1663188376,1573483464,,58803548,CC BY-SA 4.0,https://stackoverflow.com/questions/58803548/how-to-plot-density-of-lines-with-plotly,How to plot density of lines with plotly,,,,,,
129,"['python', 'list']","{'account_id': 4831119, 'reputation': 181, 'user_id': 3899298, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'tonywang', 'link': 'https://stackoverflow.com/users/3899298/tonywang'}",True,646,59042587.0,1,1,1663170346,1574732975,,59042564,,https://stackoverflow.com/questions/59042564/list-comprehension-with-append-in-one-line,List comprehension with append in one line,,,,1574734109.0,Duplicate,
130,"['python', 'list', 'append']","{'account_id': 15855325, 'reputation': 11, 'user_id': 11439872, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-htNjaegFr0o/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdMKdk_MbCb4OWDB5m2Yzq1k8WmYw/mo/photo.jpg?sz=256', 'display_name': 'dongjie zhao', 'link': 'https://stackoverflow.com/users/11439872/dongjie-zhao'}",True,34,58889442.0,1,0,1663167802,1573897009,1573897708.0,58889354,,https://stackoverflow.com/questions/58889354/when-i-print-out-append-function-in-the-list-why-my-output-is-none-none-none,"When I print out append() function in the list, why my output is None None None instead of 3 3 3",,,,1573897734.0,Duplicate,
131,"['python', 'matplotlib', 'formatting']","{'account_id': 3318849, 'reputation': 1495, 'user_id': 3636292, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/364f8ae12f9b24399aa80c54c73b1634?s=256&d=identicon&r=PG&f=1', 'display_name': 'Neeraj Hanumante', 'link': 'https://stackoverflow.com/users/3636292/neeraj-hanumante'}",True,1919,58730872.0,4,2,1663081719,1573029303,1592644375.0,58725965,CC BY-SA 4.0,https://stackoverflow.com/questions/58725965/matplotlib-axis-ticks-number-format-engineering-notation,Matplotlib: axis ticks number format - engineering notation,,,,,,
132,"['python', 'pandas', 'dataframe']","{'account_id': 17037182, 'reputation': 206, 'user_id': 12325967, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/acdcad57bf64fcb35026c3c9a175cb86?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joe', 'link': 'https://stackoverflow.com/users/12325967/joe'}",True,188,58713639.0,2,1,1663037080,1572959663,,58712110,CC BY-SA 4.0,https://stackoverflow.com/questions/58712110/how-can-i-calculate-number-of-consecutive-values-in-a-column-within-a-group-in-a,How can I calculate number of consecutive values in a column within a group in a pandas dataframe?,,,,,,
133,['python'],"{'account_id': 3921522, 'reputation': 2777, 'user_id': 3243499, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3243499', 'link': 'https://stackoverflow.com/users/3243499/user3243499'}",True,57,58973838.0,2,2,1663007523,1574335228,1663007523.0,58973766,CC BY-SA 4.0,https://stackoverflow.com/questions/58973766/why-can-i-access-variables-that-are-conditionally-defined-outside-of-function-in,Why can I access variables that are conditionally defined outside of function in Python?,,,,,,
134,"['python', 'sqlalchemy', 'pycharm', 'flask-login']","{'account_id': 15237362, 'reputation': 303, 'user_id': 10994626, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KjqaP.png?s=256&g=1', 'display_name': 'norsemanGrey', 'link': 'https://stackoverflow.com/users/10994626/norsemangrey'}",True,2549,58937749.0,4,12,1662857158,1574173032,1574196740.0,58936116,CC BY-SA 4.0,https://stackoverflow.com/questions/58936116/pycharm-warns-about-unexpected-arguments-for-sqlalchemy-user-model,PyCharm warns about unexpected arguments for SQLAlchemy User model,,,,,,
135,"['python', 'function']","{'account_id': 17015872, 'reputation': 1, 'user_id': 12309789, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAxJL2ErsvViMPbloNqSzZSrxE17FalpwS8uyEQZg=k-s256', 'display_name': 'Massimiliano Duka Paolella', 'link': 'https://stackoverflow.com/users/12309789/massimiliano-duka-paolella'}",False,43,,1,0,1662838498,1573303124,1573304290.0,58779368,,https://stackoverflow.com/questions/58779368/the-if-stament-its-ignored,the if stament it&#39;s ignored,,,,1573304557.0,Duplicate,
136,"['python', 'python-3.x', 'anaconda', 'pytorch', 'conda']","{'account_id': 2372347, 'reputation': 647, 'user_id': 9400421, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/22Y2r.png?s=256&g=1', 'display_name': 'J.Todd', 'link': 'https://stackoverflow.com/users/9400421/j-todd'}",True,14452,,3,9,1662745571,1573758256,1573849186.0,58864070,CC BY-SA 4.0,https://stackoverflow.com/questions/58864070/how-can-i-fix-this-pytorch-error-on-windows-modulenotfounderror-no-module-nam,How can I fix this pytorch error on Windows? (ModuleNotFoundError: No module named &#39;torch&#39;),,,,,,
137,"['python', 'pandas', 'matplotlib']","{'account_id': 16483670, 'reputation': 334, 'user_id': 11909692, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-MZiRpP0oxwg/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfNkWJ4u9cmbSLa4PGMEcYjWplbLg/photo.jpg?sz=256', 'display_name': 'pyxies', 'link': 'https://stackoverflow.com/users/11909692/pyxies'}",True,84465,58815111.0,2,23,1662743984,1573547934,1662743984.0,58814857,CC BY-SA 4.0,https://stackoverflow.com/questions/58814857/conversionerror-failed-to-convert-values-to-axis-units,ConversionError: Failed to convert value(s) to axis units,,,,,,
138,"['python', 'machine-learning', 'scikit-learn', 'logistic-regression']","{'account_id': 11097321, 'reputation': 71, 'user_id': 8147007, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b15ea5b96bd075349d52090a1f4cdbe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rohan Dsouza', 'link': 'https://stackoverflow.com/users/8147007/rohan-dsouza'}",True,14925,59123708.0,2,3,1662743970,1575070702,,59112006,CC BY-SA 4.0,https://stackoverflow.com/questions/59112006/setting-exact-number-of-iterations-for-logistic-regression-in-python,Setting exact number of iterations for Logistic regression in python,,,,,,
139,['python'],"{'account_id': 17160938, 'reputation': 1, 'user_id': 12420618, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ASdnXluu_to/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfoaLbF5re4kXIuQYtq8BzEFTPaDw/photo.jpg?sz=256', 'display_name': 'Ser Vinci', 'link': 'https://stackoverflow.com/users/12420618/ser-vinci'}",False,1508,,1,0,1662733664,1574510337,,59007363,,https://stackoverflow.com/questions/59007363/unboundlocalerror-local-variable-timeronoff-referenced-before-assignment,&quot;UnboundLocalError: local variable &#39;TimerOnOff&#39; referenced before assignment&quot;,,,,1574532975.0,Duplicate,
140,"['python', 'tensorflow', 'keras', 'neural-network', 'scipy-optimize']","{'account_id': 14261054, 'reputation': 21, 'user_id': 10301832, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd1b7cce0f31f643a32b73d39a73eeed?s=256&d=identicon&r=PG&f=1', 'display_name': 'Roberto', 'link': 'https://stackoverflow.com/users/10301832/roberto'}",True,7037,,4,1,1662660844,1574678247,,59029854,CC BY-SA 4.0,https://stackoverflow.com/questions/59029854/use-scipy-optimizer-with-tensorflow-2-0-for-neural-network-training,Use Scipy Optimizer with Tensorflow 2.0 for Neural Network training,,,,,,
141,"['python', 'azure', 'azure-storage', 'azure-blob-storage']","{'account_id': 340465, 'reputation': 425, 'user_id': 670502, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7f7a4cd722a286fabb07a3fc22f27a87?s=256&d=identicon&r=PG&f=1', 'display_name': 'mbyamukama', 'link': 'https://stackoverflow.com/users/670502/mbyamukama'}",True,34859,,4,18,1662637830,1573223245,1573242571.0,58768443,CC BY-SA 4.0,https://stackoverflow.com/questions/58768443/error-importing-blobserviceclient-from-azure-storage-blob,error importing &#39;BlobServiceClient&#39; from &#39;azure.storage.blob&#39;,,,,,,
142,"['python', 'numpy']","{'account_id': 543843, 'reputation': 19587, 'user_id': 913098, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e3e07b09128f889209b738276d42d7ef?s=256&d=identicon&r=PG', 'display_name': 'Gulzar', 'link': 'https://stackoverflow.com/users/913098/gulzar'}",True,1198,59078380.0,1,1,1662623925,1574887979,,59078267,,https://stackoverflow.com/questions/59078267/how-to-count-occurances-of-multiple-items-in-numpy,How to count occurances of multiple items in numpy?,,,,1574888920.0,Duplicate,
