,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,migrated_from,closed_date,closed_reason,bounty_amount,bounty_closes_date,protected_date
154,"['python', 'pandas', 'dataframe', 'numpy']","{'account_id': 12680431, 'reputation': 11198, 'user_id': 9214357, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8DjHv.jpg?s=256&g=1', 'display_name': 'Zephyr', 'link': 'https://stackoverflow.com/users/9214357/zephyr'}",True,172,2,1,1667092031,1646602666,1646605764.0,71374424,CC BY-SA 4.0,https://stackoverflow.com/questions/71374424/efficient-way-to-compute-aroon-indicator-in-pandas,Efficient way to compute Aroon indicator in pandas,71374648.0,,,,,,
155,"['python', 'pandas', 'optimization', 'transformation']","{'account_id': 4916331, 'reputation': 52, 'user_id': 3960182, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qY7C2.png?s=256&g=1', 'display_name': 'Johannes Sch&#246;ck', 'link': 'https://stackoverflow.com/users/3960182/johannes-sch%c3%b6ck'}",True,146,2,0,1667091040,1648086362,1648115407.0,71596126,CC BY-SA 4.0,https://stackoverflow.com/questions/71596126/optimizing-an-excel-to-pandas-import-and-transformation-from-wide-to-long-data,Optimizing an Excel to Pandas import and transformation from wide to long data,71596232.0,,,,,,
156,"['python', 'security', 'apache-kafka', 'kafka-python', 'principal']","{'account_id': 4216098, 'reputation': 1, 'user_id': 3452259, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/M4WOl.jpg?s=256&g=1', 'display_name': 'francenscofrontera', 'link': 'https://stackoverflow.com/users/3452259/francenscofrontera'}",False,225,0,0,1667087851,1646667010,,71383438,CC BY-SA 4.0,https://stackoverflow.com/questions/71383438/create-kafka-user-principal-using-kafka-python-lib,Create Kafka user (Principal) using kafka-python lib,,,,,,,
157,['python'],"{'account_id': 19300771, 'reputation': 11, 'user_id': 14108721, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-4K-6uDht3Gg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl1dYqoD_cz7o5p6mqbW-D77ASp-w/photo.jpg?sz=256', 'display_name': 'Natasha Srivastava', 'link': 'https://stackoverflow.com/users/14108721/natasha-srivastava'}",False,60,1,1,1667055965,1647623849,1647624263.0,71530851,CC BY-SA 4.0,https://stackoverflow.com/questions/71530851/valueerror-shapes-none-4-and-none-11-are-incompatible,"ValueError: Shapes (None, 4) and (None, 11) are incompatible",,,,,,,
158,"['python', 'unreal-engine4']","{'account_id': 23765770, 'reputation': 23, 'user_id': 17780545, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d45c37d3da3efb99e651ab921bdfb5a?s=256&d=identicon&r=PG', 'display_name': 'Spiros', 'link': 'https://stackoverflow.com/users/17780545/spiros'}",True,151,1,1,1667054528,1646740595,,71394649,CC BY-SA 4.0,https://stackoverflow.com/questions/71394649/landscape-creation-in-ue4-27-using-python,Landscape creation in UE4.27 using python,74246222.0,,,,,,
159,"['python', 'api', 'pycrypto', 'bybit']","{'account_id': 20596001, 'reputation': 21, 'user_id': 15118398, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjeBQGo8Io7dWdv3dZ5zlL4MaV87PPsZtSI_j2k=k-s256', 'display_name': 'janek lebor', 'link': 'https://stackoverflow.com/users/15118398/janek-lebor'}",False,814,2,1,1667033361,1647101852,,71451240,CC BY-SA 4.0,https://stackoverflow.com/questions/71451240/bybit-api-python-invalid-api-key,Bybit API Python Invalid API key,,,,,,,
160,"['python', 'algorithm', 'graph-theory', 'depth-first-search', 'tree-search']","{'account_id': 1743629, 'reputation': 1978, 'user_id': 1594322, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/b9acc359caf1d0bc7ebe3a294802b446?s=256&d=identicon&r=PG', 'display_name': 'user1594322', 'link': 'https://stackoverflow.com/users/1594322/user1594322'}",True,166,2,4,1667023106,1646857628,,71415614,CC BY-SA 4.0,https://stackoverflow.com/questions/71415614/is-it-possible-to-do-a-depth-first-search-iteratively-without-copying-visited-no,Is it possible to do a depth first search iteratively without copying visited nodes?,71416599.0,,,,,,
161,"['python', 'pandas', 'if-statement']","{'account_id': 13473271, 'reputation': 105, 'user_id': 9721085, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa89814000cb687729cbc94c09de5c88?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ashish', 'link': 'https://stackoverflow.com/users/9721085/ashish'}",True,214,1,-1,1667007137,1648644672,1657637205.0,71677579,CC BY-SA 4.0,https://stackoverflow.com/questions/71677579/the-truth-value-of-a-is-ambiguous-when-i-used-iflese-in-python,The truth value of a is ambiguous when I used Iflese in Python,71678301.0,,,,,,
162,"['python', 'string-formatting']","{'account_id': 355417, 'reputation': 5241, 'user_id': 694360, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/65eb055dfae4828d3f0bc1bcb0641b65?s=256&d=identicon&r=PG', 'display_name': 'mmj', 'link': 'https://stackoverflow.com/users/694360/mmj'}",False,251,1,1,1666985407,1647863203,1647863393.0,71557110,CC BY-SA 4.0,https://stackoverflow.com/questions/71557110/formatting-negative-numbers-with-math-minus-u2212-instead-of-hyphen-minus-u,Formatting negative numbers with math minus (U+2212) instead of hyphen-minus (U+002D),,,,,,,
163,"['python', 'opencv', 'ffmpeg', 'bitrate', 'fourcc']","{'account_id': 24419544, 'reputation': 1, 'user_id': 18346001, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab77d48d7a24755746ca546ce1a446b0?s=256&d=identicon&r=PG', 'display_name': 'rookie', 'link': 'https://stackoverflow.com/users/18346001/rookie'}",False,741,1,0,1666978484,1647868105,1666978484.0,71558150,CC BY-SA 4.0,https://stackoverflow.com/questions/71558150/writing-a-video-without-any-loss-in-data-or-bitrate-opencv-python,writing a video without any loss in data or bitrate - opencv (python),,,,,,,
164,"['python', 'artifactory', 'setup.py', 'python-poetry']","{'account_id': 1456751, 'reputation': 309, 'user_id': 1372139, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/34057619850b08ec9333c8f541e45dec?s=256&d=identicon&r=PG', 'display_name': 'White Zebra', 'link': 'https://stackoverflow.com/users/1372139/white-zebra'}",False,465,0,1,1666975101,1646305736,1666975101.0,71336128,CC BY-SA 4.0,https://stackoverflow.com/questions/71336128/publishing-a-python-package-to-a-repository-subfolder-on-jfrog-artifactory-using,Publishing a python package to a repository subfolder on jfrog artifactory using poetry,,,,,,,
165,"['python', 'jupyter-notebook', 'pycharm', 'amazon-sagemaker', 'dataspell']","{'account_id': 20216044, 'reputation': 31, 'user_id': 14826818, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5eec55c5f10dc72cb24563f7b0eae300?s=256&d=identicon&r=PG&f=1', 'display_name': 'albz', 'link': 'https://stackoverflow.com/users/14826818/albz'}",True,374,2,3,1666967967,1646665195,,71382998,CC BY-SA 4.0,https://stackoverflow.com/questions/71382998/dataspell-aws-sagemaker-connection,DataSpell &amp; AWS Sagemaker Connection,,,,,,,
166,"['python', 'arduino']","{'account_id': 18666503, 'reputation': 272, 'user_id': 13606342, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4fddb54ec25e9827083cf24ab142c290?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lav Sharma', 'link': 'https://stackoverflow.com/users/13606342/lav-sharma'}",True,184,1,-1,1666967339,1648131245,,71604103,CC BY-SA 4.0,https://stackoverflow.com/questions/71604103/how-to-just-print-the-uid-of-rfid-in-python-arduino,How to just print the UID of RFID in Python Arduino,71604716.0,,,,,,
167,"['python', 'pycharm']","{'account_id': 19687420, 'reputation': 41, 'user_id': 14413096, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/--6tKgpPRjeM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclNuxeRcI2SPfiHxQV4_FQxLjDvnA/photo.jpg?sz=256', 'display_name': 'Aharon Sambol', 'link': 'https://stackoverflow.com/users/14413096/aharon-sambol'}",True,47,1,1,1666960421,1648493799,,71652377,CC BY-SA 4.0,https://stackoverflow.com/questions/71652377/pycharm-getting-different-exceptions-when-running-vs-debugging,PyCharm getting different exceptions when running vs debugging,,,,,,,
168,"['python', 'mysql', 'django', 'pip', 'cpanel']","{'account_id': 20065693, 'reputation': 19, 'user_id': 14711419, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggr3msXiHyZAgb5Z0zVAub_JBGk9Msq-274JS_Bag=k-s256', 'display_name': 'alireza shabanpour omaly', 'link': 'https://stackoverflow.com/users/14711419/alireza-shabanpour-omaly'}",True,1166,2,1,1666938836,1646147194,,71310570,CC BY-SA 4.0,https://stackoverflow.com/questions/71310570/why-mysqlclient-is-not-installed,Why mySQLclient is not installed,72254710.0,,,,,,
169,"['python', 'visual-studio-code', 'jupyter-notebook']","{'account_id': 18332196, 'reputation': 25, 'user_id': 17704207, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh5g3VyPHi1RYmDkMmSD3tKNeNHsi4a1lQCqT5wHrI=k-s256', 'display_name': 'murtazakramer', 'link': 'https://stackoverflow.com/users/17704207/murtazakramer'}",True,1176,3,1,1666918879,1646560311,1666918879.0,71369213,CC BY-SA 4.0,https://stackoverflow.com/questions/71369213/changing-font-type-of-jupyter-notebook-output-in-vscode,Changing font type of Jupyter Notebook output in VSCode,71416955.0,,,,,,
170,"['python', 'linux', 'dbus']","{'account_id': 991157, 'reputation': 142, 'user_id': 1009077, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea9c42f155957d43bbc9d8392ea022ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'day', 'link': 'https://stackoverflow.com/users/1009077/day'}",True,893,3,3,1666903130,1646922748,1646938554.0,71425861,CC BY-SA 4.0,https://stackoverflow.com/questions/71425861/connecting-to-user-dbus-as-root,Connecting to user dbus as root,71504760.0,,,,,,
171,"['python', 'string', 'replace', 'character']","{'account_id': 23441997, 'reputation': 11, 'user_id': 17499373, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj8jcQnlqjIkLWL4PZneGB-0KVHzjV4um1u-urG=k-s256', 'display_name': 'Sergiy Shimanovskiy', 'link': 'https://stackoverflow.com/users/17499373/sergiy-shimanovskiy'}",False,308,2,1,1666898109,1648492730,,71652166,CC BY-SA 4.0,https://stackoverflow.com/questions/71652166/how-to-implement-a-function-which-receives-a-string-and-replaces-all-symbols,How to implement a function which receives a string and replaces all `&quot;` symbols with `&#39;` and vise versa?,,,,,,,
172,['python'],"{'account_id': 20464220, 'reputation': 39, 'user_id': 15016127, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68d8f89fe55962e9c83628a7f0f42897?s=256&d=identicon&r=PG&f=1', 'display_name': 'Conor', 'link': 'https://stackoverflow.com/users/15016127/conor'}",True,1535,2,1,1666880398,1646088590,1646088825.0,71301895,CC BY-SA 4.0,https://stackoverflow.com/questions/71301895/codesignal-mutate-array,CodeSignal - &#39;Mutate Array&#39;,,,,,,,
173,"['python', 'docker', 'selenium', 'firefox', 'docker-compose']","{'account_id': 22167625, 'reputation': 1, 'user_id': 16413554, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg-lCCmi4qyYv6M_epLSnXLnEscYeOgjffTXVnfcA=k-s256', 'display_name': 'wookietreiber', 'link': 'https://stackoverflow.com/users/16413554/wookietreiber'}",True,391,1,0,1666878594,1648666820,,71682729,CC BY-SA 4.0,https://stackoverflow.com/questions/71682729/execute-selenium-python-script-within-docker,Execute Selenium Python Script within Docker,,,,,,,
174,"['python', 'obfuscation', 'pyarmor']","{'account_id': 21720678, 'reputation': 29, 'user_id': 16030977, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwJ4L7F-yTKhlhPeO5Rf2-it_hGzMx-qzlsQjo2=k-s256', 'display_name': 'Oscar', 'link': 'https://stackoverflow.com/users/16030977/oscar'}",False,205,1,0,1666873815,1646421415,,71356253,CC BY-SA 4.0,https://stackoverflow.com/questions/71356253/pyarmor-obfuscation-on-mac-arwin-aarch64,pyarmor obfuscation on Mac (arwin.aarch64),,,,,,,
175,"['python', 'pine-script', 'tradingview-api', 'pinescript-v5']","{'account_id': 24740599, 'reputation': 11, 'user_id': 18627390, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiGe0Rtph3ZCBrnsZLnj8xvotvftpxPqP7nEpiL=k-s256', 'display_name': 'Saamia', 'link': 'https://stackoverflow.com/users/18627390/saamia'}",False,199,1,1,1666873760,1648610005,,71671078,CC BY-SA 4.0,https://stackoverflow.com/questions/71671078/pine-script-plotshape-not-stable-the-shapes-are-moving-up-and-down-with-the-c,Pine Script Plotshape() not stable (the shapes are moving up and down with the change in chart),,,,,,,
176,"['python', 'flask', 'unix-socket', 'python-sockets', 'flask-sockets']","{'account_id': 24559137, 'reputation': 1, 'user_id': 18467196, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/21f635a833a696178c7b4378634e2073?s=256&d=identicon&r=PG', 'display_name': 'kjmidtr', 'link': 'https://stackoverflow.com/users/18467196/kjmidtr'}",False,164,0,0,1666861050,1647299280,,71475166,CC BY-SA 4.0,https://stackoverflow.com/questions/71475166/http-over-unix-domain-sockets-uds-using-flask-brokenpipeerror-errno-32-br,HTTP Over Unix Domain Sockets (UDS) using Flask - BrokenPipeError: [Errno 32] Broken pipe,,,,,,,
177,"['python', 'mysql', 'django']","{'account_id': 16681052, 'reputation': 11, 'user_id': 12056106, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBKaNkuMCstJm3d1BiNV0co5PWZSnAiT4kwQ_qh=k-s256', 'display_name': '정은지', 'link': 'https://stackoverflow.com/users/12056106/%ec%a0%95%ec%9d%80%ec%a7%80'}",True,2646,2,1,1666842698,1646731925,,71392754,CC BY-SA 4.0,https://stackoverflow.com/questions/71392754/python-name-mysql-is-not-defined,python name &#39;_mysql&#39; is not defined,,,,,,,
178,"['python', 'opencv', 'image-processing', 'computer-vision', 'template-matching']","{'account_id': 12922910, 'reputation': 935, 'user_id': 9784337, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-86J76NcChFg/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNsWxMJ5i5F7I0y0zzcfBHvel8R-w/mo/photo.jpg?sz=256', 'display_name': 'Youcef', 'link': 'https://stackoverflow.com/users/9784337/youcef'}",True,1970,2,12,1666808390,1647527550,1648075534.0,71514124,CC BY-SA 4.0,https://stackoverflow.com/questions/71514124/find-near-duplicate-and-faked-images,Find near duplicate and faked images,71567609.0,,,,,,
179,"['python', 'nlp', 'huggingface-transformers', 'pos-tagger', 'huggingface-datasets']","{'account_id': 9720971, 'reputation': 405, 'user_id': 7209736, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5e8556ea2ce2deb46c40f8c691e7c18?s=256&d=identicon&r=PG&f=1', 'display_name': 'William A.', 'link': 'https://stackoverflow.com/users/7209736/william-a'}",False,284,0,1,1666790822,1646246634,1666790822.0,71327693,CC BY-SA 4.0,https://stackoverflow.com/questions/71327693/how-to-disable-seqeval-label-formatting-for-pos-tagging,How to disable seqeval label formatting for POS-tagging,,,,,,,
180,"['python', 'opencv', 'path', 'face-recognition', 'haar-classifier']","{'account_id': 24747100, 'reputation': 1, 'user_id': 18633141, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj1kRYnR1jvPbGkWTBHwa7f8EpVKMkI-SBeEKRLEg=k-s256', 'display_name': 'Golem', 'link': 'https://stackoverflow.com/users/18633141/golem'}",False,101,0,0,1666788558,1648651910,1666788558.0,71679517,CC BY-SA 4.0,https://stackoverflow.com/questions/71679517/issues-with-running-my-trainer-py-file-using-opencv,Issue&#39;s with running my trainer.py file using opencv,,,,,,,
181,"['python', 'cryptography']","{'account_id': 24160826, 'reputation': 33, 'user_id': 18124392, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghvgej_aIz3Io-zX9k-fUDvbmzxqyoUoe2BI2tDOg=k-s256', 'display_name': 'Astro', 'link': 'https://stackoverflow.com/users/18124392/astro'}",True,161,1,0,1666786228,1647516788,1647603146.0,71511610,CC BY-SA 4.0,https://stackoverflow.com/questions/71511610/cryptography-fernet-invalidtoken-problem-with-cryptography,cryptography.fernet.InvalidToken problem with cryptography,74207533.0,,,,,,
182,"['python', 'datetime', 'cryptoapi', 'binance-api-client']","{'account_id': 17371903, 'reputation': 105, 'user_id': 12585838, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-kVNmlqiAMSI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcWddGhjDoX3bYhqa0XFvsfy1_NHQ/photo.jpg?sz=256', 'display_name': 'Barry', 'link': 'https://stackoverflow.com/users/12585838/barry'}",True,5629,4,5,1666783115,1647623450,,71530764,CC BY-SA 4.0,https://stackoverflow.com/questions/71530764/binance-order-timestamp-for-this-request-was-1000ms-ahead-of-the-servers-time,Binance order: Timestamp for this request was 1000ms ahead of the server&#39;s time,72763542.0,,,,,,
183,"['python', 'tensorflow', 'keras']","{'account_id': 13447384, 'reputation': 1, 'user_id': 12814755, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/bggqT.jpg?s=256&g=1', 'display_name': 'esom faustina', 'link': 'https://stackoverflow.com/users/12814755/esom-faustina'}",False,175,1,0,1666779272,1647079065,1647138227.0,71448700,CC BY-SA 4.0,https://stackoverflow.com/questions/71448700/data-cardinality-is-ambiguousmake-sure-all-arrays-contain-the-same-number-of-sa,Data cardinality is ambiguous(Make sure all arrays contain the same number of samples),,,,,,,
184,"['python', 'multithreading', 'multiprocessing', 'raytracing']","{'account_id': 15549627, 'reputation': 25, 'user_id': 15055153, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/edd5493da1d30d89c06979f78813dcb0?s=256&d=identicon&r=PG&f=1', 'display_name': 'user15055153', 'link': 'https://stackoverflow.com/users/15055153/user15055153'}",False,238,0,0,1666728225,1646863773,1666728225.0,71416558,CC BY-SA 4.0,https://stackoverflow.com/questions/71416558/is-there-a-good-way-to-speed-up-raytracing-in-python,Is there a good way to speed up raytracing in Python?,,,,,,,
185,"['javascript', 'python', 'node.js', 'vue.js', 'npm']","{'account_id': 24428603, 'reputation': 101, 'user_id': 18353852, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8748774f9a490078979ff088a794536?s=256&d=identicon&r=PG', 'display_name': 'su-wan Kenobi', 'link': 'https://stackoverflow.com/users/18353852/su-wan-kenobi'}",True,16178,6,2,1666718163,1648109969,,71599040,CC BY-SA 4.0,https://stackoverflow.com/questions/71599040/i-cannot-run-any-project-because-of-gyp-error-how-can-i-fix-this-npm-err-gyp,I cannot run any project because of gyp error. How can I fix this: npm ERR! gyp verb cli,,,,,,,
186,"['python', 'pytest']","{'account_id': 437953, 'reputation': 25771, 'user_id': 825920, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/7a8ad6df2714b0bddeacf7a073a7a9f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'ca9163d9', 'link': 'https://stackoverflow.com/users/825920/ca9163d9'}",True,431,2,1,1666712306,1648604765,,71670608,CC BY-SA 4.0,https://stackoverflow.com/questions/71670608/how-to-import-subrequest-pytest,How to import SubRequest (pytest)?,71670635.0,,,,,,
187,"['python', 'python-3.x', 'performance']","{'account_id': 23959890, 'reputation': 1, 'user_id': 18379799, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzZidVu2RX3awI2M9vKsgaUBnpkWQFO2h_h541I=k-s256', 'display_name': 'Friwm', 'link': 'https://stackoverflow.com/users/18379799/friwm'}",False,5337,4,0,1666697210,1646462083,1646462549.0,71360039,CC BY-SA 4.0,https://stackoverflow.com/questions/71360039/python-print-string-in-reverse,Python: Print string in reverse,,,,,,,
188,"['python', 'multithreading', 'dialog']","{'account_id': 3703581, 'reputation': 71, 'user_id': 3082653, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3082653', 'link': 'https://stackoverflow.com/users/3082653/user3082653'}",False,27,1,0,1666694224,1647273516,,71470696,CC BY-SA 4.0,https://stackoverflow.com/questions/71470696/python-dialogbox-in-thread,python dialogbox in thread,,,,,,,
189,"['python', 'python-black']","{'account_id': 13900281, 'reputation': 9617, 'user_id': 10036039, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6525d104fc1903b759afa7a7ff40cf22?s=256&d=identicon&r=PG&f=1', 'display_name': 'zerocewl', 'link': 'https://stackoverflow.com/users/10036039/zerocewl'}",True,53511,4,136,1666651392,1648626375,1651785651.0,71673404,CC BY-SA 4.0,https://stackoverflow.com/questions/71673404/importerror-cannot-import-name-unicodefun-from-click,ImportError: cannot import name &#39;_unicodefun&#39; from &#39;click&#39;,71674345.0,,,,,,
190,"['python', 'tweepy']","{'account_id': 24417608, 'reputation': 11, 'user_id': 18344292, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwbfi_sg7YTk_N7Y8C7BNwI9Isz_vXN93o8HtSU=k-s256', 'display_name': 'Gerald Daverson', 'link': 'https://stackoverflow.com/users/18344292/gerald-daverson'}",True,575,3,1,1666584967,1646142645,1646167963.0,71309502,CC BY-SA 4.0,https://stackoverflow.com/questions/71309502/api-get-user-with-tweepy-will-not-give-description,api.get_user with Tweepy will not give description,,,,,,,
191,"['python', 'opencv', 'image-processing', 'contour', 'grayscale']","{'account_id': 11777300, 'reputation': 2728, 'user_id': 8618242, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zVqTD.jpg?s=256&g=1', 'display_name': 'Bilal', 'link': 'https://stackoverflow.com/users/8618242/bilal'}",True,285,1,2,1666581019,1647249451,1662055770.0,71465360,CC BY-SA 4.0,https://stackoverflow.com/questions/71465360/how-to-detect-a-specific-inner-rectangle-in-a-complex-shape,How to detect a specific inner rectangle in a complex shape,74176367.0,,,,,,
192,"['python', 'flask', 'flask-restful']","{'account_id': 18403388, 'reputation': 117, 'user_id': 13405829, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e287018b52f9eb756828263087b0496c?s=256&d=identicon&r=PG', 'display_name': 'Kally', 'link': 'https://stackoverflow.com/users/13405829/kally'}",True,96,1,1,1666558113,1647245349,,71464619,CC BY-SA 4.0,https://stackoverflow.com/questions/71464619/flask-restful-routes-showing-404,Flask-Restful routes showing 404,,,,,,,
193,"['python', 'pandas', 'types', 'series']","{'account_id': 19286441, 'reputation': 116, 'user_id': 14097312, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f1a6f4c0b990bdacf1155a0d1c0fef82?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dranikf', 'link': 'https://stackoverflow.com/users/14097312/dranikf'}",True,94,1,0,1666544290,1648714104,1666544290.0,71689053,CC BY-SA 4.0,https://stackoverflow.com/questions/71689053/pandas-series-fillna-change-type-of-the-column,pandas.Series.fillna change type of the column,71690122.0,,,,,,
194,"['python', 'python-unittest']","{'account_id': 6968612, 'reputation': 5725, 'user_id': 5345715, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/13f05631812e06e1599ce28b59ed000c?s=256&d=identicon&r=PG&f=1', 'display_name': 'User12547645', 'link': 'https://stackoverflow.com/users/5345715/user12547645'}",True,44,1,2,1666496206,1648472857,1666496206.0,71647984,CC BY-SA 4.0,https://stackoverflow.com/questions/71647984/how-do-i-reuse-a-complicated-patch-statement,How do I reuse a complicated patch statement?,,,,,,,
195,"['python', 'linux', 'terminal', 'linux-mint']","{'account_id': 4450006, 'reputation': 1521, 'user_id': 3622232, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'uzumaki', 'link': 'https://stackoverflow.com/users/3622232/uzumaki'}",True,1117,4,0,1666491793,1646931254,1666490278.0,71427901,CC BY-SA 4.0,https://stackoverflow.com/questions/71427901/how-to-run-a-python-script-on-linux,How to run a Python script on Linux?,,,,,,,
196,"['python', 'tensorflow', 'efficientnet']","{'account_id': 20479981, 'reputation': 21, 'user_id': 15028365, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bdd8a086910ca0678d447ab48b119054?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shirly', 'link': 'https://stackoverflow.com/users/15028365/shirly'}",False,214,1,0,1666464066,1647173420,1666464066.0,71456626,CC BY-SA 4.0,https://stackoverflow.com/questions/71456626/load-recent-checkpoints-with-efficientnet,load recent checkpoints with efficientnet,,,,,,,
197,"['python', 'pytorch', 'conv-neural-network', 'google-colaboratory']","{'account_id': 21593129, 'reputation': 11, 'user_id': 15922427, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cd65eea2e781188c8e15bdb35d805fb7?s=256&d=identicon&r=PG&f=1', 'display_name': 'mamtatholiakhileri', 'link': 'https://stackoverflow.com/users/15922427/mamtatholiakhileri'}",False,1213,0,1,1666464025,1646375779,1666464025.0,71347449,CC BY-SA 4.0,https://stackoverflow.com/questions/71347449/runtimeerror-expected-all-tensors-to-be-on-the-same-device-but-found-at-least-t,"RuntimeError: Expected all tensors to be on the same device,but found at least two devices, cuda:0 and cpu! while working on google colab, GPU is used",,,,,,,
198,"['python', 'tensorflow', 'deep-learning', 'chatbot']","{'account_id': 24274811, 'reputation': 61, 'user_id': 18222256, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a8a1814609e96fdafe533c84dde6d903?s=256&d=identicon&r=PG', 'display_name': 'csismylife', 'link': 'https://stackoverflow.com/users/18222256/csismylife'}",False,68,0,0,1666463985,1646329747,1666463985.0,71341590,CC BY-SA 4.0,https://stackoverflow.com/questions/71341590/trouble-when-trying-to-retrain-a-model,trouble when trying to retrain a model,,,,,,,
199,"['python', 'amazon-web-services', 'aws-lambda', 'great-expectations']","{'account_id': 1533763, 'reputation': 469, 'user_id': 1430322, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/e22eb5187a1f64668e39dc8f7b35e77e?s=256&d=identicon&r=PG', 'display_name': 'MariaMadalina', 'link': 'https://stackoverflow.com/users/1430322/mariamadalina'}",False,311,1,0,1666427812,1648580953,1648594846.0,71667578,CC BY-SA 4.0,https://stackoverflow.com/questions/71667578/how-to-run-great-expectations-on-aws-lambda,How to run great expectations on AWS lambda,,,,,,,
200,"['python', 'forecasting', 'arima', 'forecast', 'sarimax']","{'account_id': 24677936, 'reputation': 25, 'user_id': 18572076, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjIWurlppRDedy7BMs6TcT-Fx8Oz2RsSJCLsbjPBQ=k-s256', 'display_name': 'OnsenEgg', 'link': 'https://stackoverflow.com/users/18572076/onsenegg'}",True,161,2,1,1666421232,1648418712,1648433554.0,71640665,CC BY-SA 4.0,https://stackoverflow.com/questions/71640665/how-do-i-forecast-data-using-arima,How do I forecast data using ARIMA?,,,,,,,
