,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,closed_date,closed_reason,community_owned_date,migrated_from
192,"['python', 'pyqt', 'pyqt4', 'qdialog']","{'account_id': 1716534, 'reputation': 1335, 'user_id': 1573477, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/5b548c24fb12dcde259a7b07c0bb1361?s=256&d=identicon&r=PG', 'display_name': 'Shahin', 'link': 'https://stackoverflow.com/users/1573477/shahin'}",True,25504,1,10,1644223127,1347350186,1428954423.0,12365202,CC BY-SA 3.0,https://stackoverflow.com/questions/12365202/how-do-i-catch-a-pyqt-closeevent-and-minimize-the-dialog-instead-of-exiting,How do I catch a pyqt closeEvent and minimize the dialog instead of exiting?,,12366684.0,,,,
193,"['python', 'console', 'stdout', 'wing-ide']","{'account_id': 1068606, 'reputation': 10009, 'user_id': 1068446, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/F5uzH.jpg?s=256&g=1', 'display_name': 'dwjohnston', 'link': 'https://stackoverflow.com/users/1068446/dwjohnston'}",True,36527,2,19,1644129997,1348979426,1644129997.0,12658651,,https://stackoverflow.com/questions/12658651/how-can-i-print-to-console-while-the-program-is-running-in-python,How can I print to console while the program is running in python?,,12658698.0,1644129968.0,Duplicate,,
194,"['python', 'networking', 'python-3.x', 'python-2.7', 'bytearray']","{'account_id': 1711855, 'reputation': 3351, 'user_id': 1569754, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/86956f5aa4b681bad61ed0e767ae2beb?s=256&d=identicon&r=PG', 'display_name': 'Justin Carrey', 'link': 'https://stackoverflow.com/users/1569754/justin-carrey'}",True,8567,2,4,1644085142,1348261849,1351675736.0,12538199,CC BY-SA 3.0,https://stackoverflow.com/questions/12538199/mac-address-conversion-into-byte-array-in-python,MAC address conversion into byte array in python,,12538253.0,,,,
195,"['python', 'windows', 'notifications']","{'account_id': 1205011, 'reputation': 20021, 'user_id': 1174869, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/c55ab61fbb26a57a0b85931f4a6e003e?s=256&d=identicon&r=PG', 'display_name': 'FabianCook', 'link': 'https://stackoverflow.com/users/1174869/fabiancook'}",True,59754,4,27,1643750025,1348542733,,12575708,CC BY-SA 3.0,https://stackoverflow.com/questions/12575708/notification-using-python,Notification using python,,33926014.0,,,,
196,"['python', 'python-2.7', 'ftplib']","{'account_id': 35843, 'reputation': 2342, 'user_id': 101831, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/ac7314a310012ecafd56c3b894ede098?s=256&d=identicon&r=PG', 'display_name': 'Pascal Polleunus', 'link': 'https://stackoverflow.com/users/101831/pascal-polleunus'}",True,2231,1,3,1643013682,1347034876,1347977522.0,12321915,CC BY-SA 3.0,https://stackoverflow.com/questions/12321915/ftplib-socket-error-during-after-list-ssl-sslobj-shutdown-connection-ti,ftplib: socket.error during/after LIST // ssl._sslobj.shutdown() / connection timed out,,,,,,
197,"['python', 'arrays', 'numpy']","{'account_id': 515061, 'reputation': 343168, 'user_id': 1240268, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/RN9Mw.jpg?s=256&g=1', 'display_name': 'Andy Hayden', 'link': 'https://stackoverflow.com/users/1240268/andy-hayden'}",True,1859,1,2,1642905439,1348933253,1348935677.0,12654093,CC BY-SA 3.0,https://stackoverflow.com/questions/12654093/arrays-of-strings-into-numpy-amax,Arrays of strings into numpy.amax,,12654144.0,,,,
198,"['python', 'regex', 'sqlalchemy']","{'account_id': 383912, 'reputation': 5149, 'user_id': 740067, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/b5ab928a16fe85b254a9cb182307d48a?s=256&d=identicon&r=PG', 'display_name': 'xliiv', 'link': 'https://stackoverflow.com/users/740067/xliiv'}",True,5335,2,6,1642718618,1347893359,1347953994.0,12461814,CC BY-SA 3.0,https://stackoverflow.com/questions/12461814/how-to-use-regexp-function-in-sqlite-with-sqlalchemy,How to use regexp function in sqlite with sqlalchemy?,,12474979.0,,,,
199,"['python', 'shell', 'input', 'console', 'game-loop']","{'account_id': 1283019, 'reputation': 151, 'user_id': 1236685, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/4dd5a976f7d6cac2dba8e9aef8e91db3?s=256&d=identicon&r=PG', 'display_name': 'Todor Markov', 'link': 'https://stackoverflow.com/users/1236685/todor-markov'}",False,455,0,1,1642698438,1348752330,,12622481,CC BY-SA 3.0,https://stackoverflow.com/questions/12622481/interactive-input-in-python-for-a-nethack-pong-game-hybrid,Interactive input in Python for a nethack/pong game hybrid,,,,,,
200,"['python', 'types']","{'account_id': 437468, 'reputation': 719, 'user_id': 825181, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/9824a5a58341d4dc6813e2728a03a09d?s=256&d=identicon&r=PG', 'display_name': 'Srikanth ', 'link': 'https://stackoverflow.com/users/825181/srikanth'}",True,98100,5,31,1642599200,1348875396,1440067971.0,12648624,CC BY-SA 3.0,https://stackoverflow.com/questions/12648624/python-converting-an-numpy-array-data-type-from-int64-to-int,python: converting an numpy array data type from int64 to int,,,,,,
201,"['python', 'windows', 'ansi-escape']","{'account_id': 1418415, 'reputation': 15864, 'user_id': 1577343, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/vUFRO.png?s=256&g=1', 'display_name': 'Eduard Florinescu', 'link': 'https://stackoverflow.com/users/1577343/eduard-florinescu'}",True,54434,11,36,1642446943,1348050226,1642446751.0,12492810,CC BY-SA 4.0,https://stackoverflow.com/questions/12492810/python-how-can-i-make-the-ansi-escape-codes-to-work-also-in-windows,Python: How can I make the ANSI escape codes to work also in Windows?,,64222858.0,,,,
202,"['python', 'dfa']","{'user_type': 'does_not_exist', 'display_name': 'user114518'}",True,2652,3,1,1642180260,1347853545,1347894227.0,12452914,CC BY-SA 3.0,https://stackoverflow.com/questions/12452914/deterministic-finite-automata-for-0-1-every5-two0,"Deterministic Finite Automata for {0,1} Every5-Two0",,12453170.0,,,,
203,['python'],"{'account_id': 1175965, 'reputation': 27582, 'user_id': 1152000, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/2c630cc34411652bd3659f1272d71dbc?s=256&d=identicon&r=PG', 'display_name': 'lakshmen', 'link': 'https://stackoverflow.com/users/1152000/lakshmen'}",True,645,5,1,1642156814,1348485808,1642156814.0,12564043,CC BY-SA 4.0,https://stackoverflow.com/questions/12564043/reversing-a-nested-tuple-in-python-using-the-function-reversed,Reversing a nested tuple in Python using the function reversed,,12564429.0,,,,
204,"['python', 'list', 'datetime', 'intervals']","{'account_id': 1542323, 'reputation': 2124, 'user_id': 1436658, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/ab22ffbf95383b61f3b7b5056938d5b9?s=256&d=identicon&r=PG', 'display_name': 'sharafjaffri', 'link': 'https://stackoverflow.com/users/1436658/sharafjaffri'}",True,24054,5,1,1641875217,1347452257,1347456032.0,12388017,CC BY-SA 3.0,https://stackoverflow.com/questions/12388017/interval-in-python,interval in python,,12388054.0,,,,
205,"['c++', 'python']","{'account_id': 103538, 'reputation': 13306, 'user_id': 277267, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/F0Dwz.png?s=256&g=1', 'display_name': 'Daniel F', 'link': 'https://stackoverflow.com/users/277267/daniel-f'}",True,3132,1,6,1641624079,1346770368,1641624079.0,12266103,CC BY-SA 4.0,https://stackoverflow.com/questions/12266103/why-should-pyimport-appendinittab-be-called-before-py-initialize,Why should PyImport_AppendInittab() be called before Py_Initialize()?,,12266407.0,,,,
206,"['python', 'overloading', 'heap']","{'account_id': 1188347, 'reputation': 1073, 'user_id': 1161810, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/c508b24bf4ea7108574aa9b615b90fda?s=256&d=identicon&r=PG', 'display_name': 'darKoram', 'link': 'https://stackoverflow.com/users/1161810/darkoram'}",True,1555,2,0,1641585929,1347297733,1641585929.0,12356564,CC BY-SA 4.0,https://stackoverflow.com/questions/12356564/looking-for-an-inverted-heap-in-python,looking for an inverted heap in python,,12356586.0,,,,
207,"['python', 'numpy', 'scipy']","{'account_id': 1762327, 'reputation': 15711, 'user_id': 1609077, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/0xiaN.png?s=256&g=1', 'display_name': 'scls', 'link': 'https://stackoverflow.com/users/1609077/scls'}",True,65773,2,82,1641403431,1347523947,1481188146.0,12402045,CC BY-SA 3.0,https://stackoverflow.com/questions/12402045/mesh-grid-functions-in-python-meshgrid-mgrid-ogrid-ndgrid,Mesh grid functions in Python (meshgrid mgrid ogrid ndgrid),,12404419.0,,,,
208,['python'],"{'account_id': 454329, 'reputation': 5926, 'user_id': 851835, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/20bf44ece0e0db121f9a44812b113e03?s=256&d=identicon&r=PG', 'display_name': 'updogliu', 'link': 'https://stackoverflow.com/users/851835/updogliu'}",True,3297,4,8,1641163351,1348302164,,12542111,CC BY-SA 3.0,https://stackoverflow.com/questions/12542111/separating-class-definition-and-implementation-in-python,Separating class definition and implementation in python,,12542148.0,,,,
209,['python'],"{'account_id': 1021887, 'reputation': 5028, 'user_id': 1032006, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/eb3868d880233126e4c6ed621d0eddce?s=256&d=identicon&r=PG', 'display_name': 'Guy Adini', 'link': 'https://stackoverflow.com/users/1032006/guy-adini'}",True,5082,6,12,1640936804,1347264780,,12347647,CC BY-SA 3.0,https://stackoverflow.com/questions/12347647/python-test-whether-object-is-a-builtin-function,Python - test whether object is a builtin function,,12347687.0,,,,
210,"['python', 'string', 'replace']","{'account_id': 1813975, 'reputation': 2942, 'user_id': 1649472, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/1e372dc8b47350de5ab8e27f477e0b18?s=256&d=identicon&r=PG', 'display_name': 'ono', 'link': 'https://stackoverflow.com/users/1649472/ono'}",True,53813,4,9,1640153227,1348261648,,12538160,CC BY-SA 3.0,https://stackoverflow.com/questions/12538160/replacing-specific-words-in-a-string-python,Replacing specific words in a string (Python),,12538275.0,,,,
211,"['python', 'usb', 'libusb']","{'account_id': 1618078, 'reputation': 183, 'user_id': 1495213, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/6ac7551b614130a97aafb89aad6c6db9?s=256&d=identicon&r=PG', 'display_name': 'Datta Dhonde', 'link': 'https://stackoverflow.com/users/1495213/datta-dhonde'}",True,47224,1,4,1640080150,1348308201,1640080150.0,12542799,CC BY-SA 4.0,https://stackoverflow.com/questions/12542799/communication-with-the-usb-device-in-python,Communication with the USB device in Python,,,,,,
212,"['python', 'pandas']","{'account_id': 324576, 'reputation': 3285, 'user_id': 645212, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/f6861276a07a4dca092ac33d1a67bea2?s=256&d=identicon&r=PG', 'display_name': 'Arthur B.', 'link': 'https://stackoverflow.com/users/645212/arthur-b'}",True,190202,7,189,1639736236,1346959945,,12307099,CC BY-SA 3.0,https://stackoverflow.com/questions/12307099/modifying-a-subset-of-rows-in-a-pandas-dataframe,Modifying a subset of rows in a pandas dataframe,1562192420.0,12307162.0,,,,
213,"['python', 'python-3.x', 'heap-memory', 'stack-overflow']","{'account_id': 1142461, 'reputation': 4840, 'user_id': 1125972, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/KXnkt.jpg?s=256&g=1', 'display_name': 'BugShotGG', 'link': 'https://stackoverflow.com/users/1125972/bugshotgg'}",True,9707,2,8,1639405557,1348697661,1639405557.0,12611264,CC BY-SA 4.0,https://stackoverflow.com/questions/12611264/how-to-cause-stack-overflow-and-heap-overflow-in-python,How to cause stack overflow and heap overflow in python,,12657642.0,,,,
214,['python'],"{'account_id': 1837608, 'reputation': 4349, 'user_id': 1667633, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/fd647cfe195d4f95bf62e432b0e4c96a?s=256&d=identicon&r=PG', 'display_name': 'user1667633', 'link': 'https://stackoverflow.com/users/1667633/user1667633'}",True,634241,9,408,1638637324,1347516051,1498182432.0,12400256,CC BY-SA 3.0,https://stackoverflow.com/questions/12400256/converting-epoch-time-into-the-datetime,Converting Epoch time into the datetime,,12400584.0,,,,
215,"['python', 'dictionary', 'nested', 'defaultdict']","{'account_id': 1264580, 'reputation': 2326, 'user_id': 1222167, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/4f3a5ef606386083ec79f786fffb8d6b?s=256&d=identicon&r=PG', 'display_name': 'hikaru', 'link': 'https://stackoverflow.com/users/1222167/hikaru'}",True,7934,5,17,1638206221,1347570555,1582152854.0,12414821,CC BY-SA 4.0,https://stackoverflow.com/questions/12414821/checking-a-nested-dictionary-using-a-dot-notation-string-a-b-c-d-e-automatica,"Checking a nested dictionary using a dot notation string &quot;a.b.c.d.e&quot;, automatically create missing levels",,12415273.0,,,,
216,"['python', 'pandas']","{'account_id': 16097, 'reputation': 5852, 'user_id': 34747, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/a9a76b717433d7c5cc5977c7025b2cee?s=256&d=identicon&r=PG', 'display_name': 'fccoelho', 'link': 'https://stackoverflow.com/users/34747/fccoelho'}",True,829,1,3,1638139673,1348272806,1638139673.0,12539627,CC BY-SA 4.0,https://stackoverflow.com/questions/12539627/assigning-to-a-row-in-pandas,Assigning to a Row in Pandas,,12540009.0,,,,
217,"['python', 'process', 'python-3.x', 'chess']","{'account_id': 1825654, 'reputation': 897, 'user_id': 1658543, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/Fvc8F.png?s=256&g=1', 'display_name': 'Nils Lindemann', 'link': 'https://stackoverflow.com/users/1658543/nils-lindemann'}",True,10912,3,11,1638100070,1347216243,1638100070.0,12341882,CC BY-SA 4.0,https://stackoverflow.com/questions/12341882/how-to-communicate-with-a-chess-engine-in-python,How to Communicate with a Chess engine in Python?,,12342003.0,,,,
218,"['python', 'mocking', 'patch']","{'account_id': 982730, 'reputation': 1849, 'user_id': 1002036, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/0ghmR.jpg?s=256&g=1', 'display_name': 'Serge', 'link': 'https://stackoverflow.com/users/1002036/serge'}",True,2141,1,6,1638091643,1347017416,,12317255,CC BY-SA 3.0,https://stackoverflow.com/questions/12317255/python-mock-library-patching-classes-while-unit-testing,python mock library - patching classes while unit testing,,,,,,
219,"['python', 'pygtk', 'gtk3', 'pygobject']","{'account_id': 389833, 'reputation': 831, 'user_id': 749514, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/877e5f84034506c31bb6f251b28a1c79?s=256&d=identicon&r=PG', 'display_name': 'Vijay Murthy', 'link': 'https://stackoverflow.com/users/749514/vijay-murthy'}",True,2028,1,7,1637833614,1347360665,,12368059,CC BY-SA 3.0,https://stackoverflow.com/questions/12368059/a-sorted-and-filtered-treemodel-in-python-gtk3,A sorted and filtered treemodel in Python Gtk+3..?,,12380009.0,,,,
220,"['python', 'tcp', 'keep-alive']","{'account_id': 1691466, 'reputation': 381, 'user_id': 1553709, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/945582ef788af54d965b5863447fb929?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/1553709/john'}",True,46640,2,38,1637824598,1346676163,1385747000.0,12248132,CC BY-SA 3.0,https://stackoverflow.com/questions/12248132/how-to-change-tcp-keepalive-timer-using-python-script,How to change tcp keepalive timer using python script?,,,,,,
221,"['python', 'input', 'while-loop']","{'account_id': 1433245, 'reputation': 721, 'user_id': 1355158, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/c75cbe407db1db5ebf85d6121f343c25?s=256&d=identicon&r=PG', 'display_name': 'Ryan Tice', 'link': 'https://stackoverflow.com/users/1355158/ryan-tice'}",True,3402,2,0,1637718992,1347754509,1347760448.0,12443457,CC BY-SA 3.0,https://stackoverflow.com/questions/12443457/python-input-error-checking,python input error checking,,12443474.0,,,,
222,"['python', 'attributes', 'private-members', 'name-mangling']","{'account_id': 1282228, 'reputation': 1797, 'user_id': 1236083, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/4027962a37d01f1408b6631c7ff4654b?s=256&d=identicon&r=PG', 'display_name': 'Rafe', 'link': 'https://stackoverflow.com/users/1236083/rafe'}",True,3099,1,6,1637425587,1348260163,1637425587.0,12537904,CC BY-SA 4.0,https://stackoverflow.com/questions/12537904/private-name-mangling-and-instance-vs-class-attributes,&quot;Private&quot; name mangling and instance vs class attributes,,12537917.0,,,,
223,"['python', 'windows', 'pywin32', 'drive']","{'account_id': 390756, 'reputation': 1994, 'user_id': 751022, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/f61377dbbbaf6ae67aa56af2f37785a8?s=256&d=identicon&r=PG', 'display_name': 'Hairo', 'link': 'https://stackoverflow.com/users/751022/hairo'}",True,4246,5,2,1637355056,1346770731,1572540823.0,12266211,CC BY-SA 4.0,https://stackoverflow.com/questions/12266211/python-windows-list-only-usb-removable-drives,Python / Windows: List only USB removable drives,,,,,,
224,"['python', 'json', 'jsonschema']","{'account_id': 462277, 'reputation': 767, 'user_id': 864511, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/3b0e463a5f4ce4b025aff87a53ca04b5?s=256&d=identicon&r=PG', 'display_name': 'JD White', 'link': 'https://stackoverflow.com/users/864511/jd-white'}",True,52595,3,43,1637354062,1347908721,1394052307.0,12465588,CC BY-SA 3.0,https://stackoverflow.com/questions/12465588/convert-a-json-schema-to-a-python-class,Convert a JSON schema to a python class,,13182344.0,,,,
225,"['python', 'sys.path']","{'account_id': 1416564, 'reputation': 24368, 'user_id': 1342109, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/9c47b3a7fb3f67fb8efe8b7e8636dd59?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shiva Krishna Bavandla', 'link': 'https://stackoverflow.com/users/1342109/shiva-krishna-bavandla'}",True,345598,4,136,1637312185,1346739317,1561000432.0,12257747,CC BY-SA 4.0,https://stackoverflow.com/questions/12257747/permanently-adding-a-file-path-to-sys-path-in-python,Permanently adding a file path to sys.path in Python,,12257807.0,,,,
226,"['python', 'file', 'file-io']","{'account_id': 133823, 'reputation': 23181, 'user_id': 335499, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/88ab4a81f71fd6107b281aec408b9a76?s=256&d=identicon&r=PG', 'display_name': 'why', 'link': 'https://stackoverflow.com/users/335499/why'}",True,7710,3,4,1637298796,1347630971,1566506705.0,12426043,CC BY-SA 4.0,https://stackoverflow.com/questions/12426043/can-i-read-and-write-file-in-one-line-with-python,Can I read and write file in one line with Python?,,12426076.0,,,,
227,"['python', 'memory-management', 'heap-memory', 'a-star']","{'account_id': 1886940, 'reputation': 490, 'user_id': 1705970, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/fe433bc918ae85881cc89b6159985ca1?s=256&d=identicon&r=PG', 'display_name': 'serycjon', 'link': 'https://stackoverflow.com/users/1705970/serycjon'}",True,223,1,0,1637077476,1348828078,1637077476.0,12638257,CC BY-SA 4.0,https://stackoverflow.com/questions/12638257/will-binary-heap-run-faster-if-preallocated-to-fixed-length,Will binary heap run faster if preallocated to fixed length?,,,,,,
228,"['python', 'file', 'find', 'filesystems']","{'account_id': 54841, 'reputation': 52350, 'user_id': 164171, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/FYet8.png?s=256&g=1', 'display_name': 'static_rtti', 'link': 'https://stackoverflow.com/users/164171/static-rtti'}",True,12851,6,16,1637074592,1347611561,1624729638.0,12420779,CC BY-SA 4.0,https://stackoverflow.com/questions/12420779/simplest-way-to-get-the-equivalent-of-find-in-python,Simplest way to get the equivalent of &quot;find .&quot; in python?,,12420936.0,,,,
229,"['python', 'command-prompt', 'iterm', 'pydoc']","{'account_id': 1738469, 'reputation': 911, 'user_id': 1590499, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/e9c91b7e10294a6970f567403dcbacb5?s=256&d=identicon&r=PG', 'display_name': 'user1590499', 'link': 'https://stackoverflow.com/users/1590499/user1590499'}",True,475,3,0,1636906885,1347733057,1636906885.0,12439896,CC BY-SA 4.0,https://stackoverflow.com/questions/12439896/why-does-pydoc-g-at-the-command-prompt-bring-up-python-libraries-installed-on,"Why does &quot;pydoc -g&quot; at the command prompt bring up python libraries installed on my system, but I can&#39;t do that command from the Python Interpreter?",,12439929.0,,,,
230,"['python', 'arrays', 'list', 'bit-manipulation']","{'account_id': 947318, 'reputation': 3135, 'user_id': 974296, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/7af39f134817f81974275928c84aad79?s=256&d=identicon&r=PG', 'display_name': 'ghostmansd', 'link': 'https://stackoverflow.com/users/974296/ghostmansd'}",True,31402,6,30,1636905733,1347891824,1513545722.0,12461361,CC BY-SA 3.0,https://stackoverflow.com/questions/12461361/bits-list-to-integer-in-python,Bits list to integer in Python,,12461400.0,,,,
231,"['python', 'geometry', 'least-squares', 'plane']","{'account_id': 1816495, 'reputation': 508, 'user_id': 1651481, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/cMu22.jpg?s=256&g=1', 'display_name': 'XuMuK', 'link': 'https://stackoverflow.com/users/1651481/xumuk'}",True,39449,6,9,1636767874,1346932482,1615480927.0,12299540,CC BY-SA 4.0,https://stackoverflow.com/questions/12299540/plane-fitting-to-4-or-more-xyz-points,Plane fitting to 4 (or more) XYZ points,,12301583.0,,,,
232,"['python', 'regex', 'perl', 'seek']","{'account_id': 53719, 'reputation': 1240, 'user_id': 160659, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/237e35672b5aa7ff4111edf49c97aae2?s=256&d=identicon&r=PG', 'display_name': 'sillyMunky', 'link': 'https://stackoverflow.com/users/160659/sillymunky'}",True,3148,2,5,1636665558,1348695401,,12610830,CC BY-SA 3.0,https://stackoverflow.com/questions/12610830/seek-to-regex-in-a-large-file-using-python,seek to regex in a large file using python,,12611801.0,,,,
233,"['python', 'tkinter', 'antialiasing']","{'account_id': 1818856, 'reputation': 375, 'user_id': 1653363, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/b1a5126fb63cd0761c2973cebef50a26?s=256&d=identicon&r=PG', 'display_name': 'user1653363', 'link': 'https://stackoverflow.com/users/1653363/user1653363'}",True,8056,3,12,1636184133,1347701052,1360120951.0,12436147,CC BY-SA 3.0,https://stackoverflow.com/questions/12436147/why-are-the-tkinter-canvas-lines-jagged,Why are the Tkinter canvas lines jagged?,,,,,,
234,"['python', 'loops', 'for-loop', 'turtle-graphics']","{'account_id': 1433245, 'reputation': 721, 'user_id': 1355158, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/c75cbe407db1db5ebf85d6121f343c25?s=256&d=identicon&r=PG', 'display_name': 'Ryan Tice', 'link': 'https://stackoverflow.com/users/1355158/ryan-tice'}",True,32290,3,0,1636148264,1347741785,1360495304.0,12441480,CC BY-SA 3.0,https://stackoverflow.com/questions/12441480/python-turtle-loop,python turtle loop,,12441490.0,,,,
235,"['python', 'django', 'google-apps', 'google-openid', 'google-sso']","{'account_id': 1788467, 'reputation': 1851, 'user_id': 1629366, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/a076175eb8d4ddeea3763ca99f333a44?s=256&d=identicon&r=PG', 'display_name': 'user1629366', 'link': 'https://stackoverflow.com/users/1629366/user1629366'}",True,1301,2,1,1636145122,1346666866,1349899815.0,12245747,CC BY-SA 3.0,https://stackoverflow.com/questions/12245747/implementing-sso-oauth-with-google,Implementing SSO + OAuth with google,,12284485.0,,,,
236,"['python', 'numpy']","{'account_id': 1107627, 'reputation': 4369, 'user_id': 1098714, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/5645a764e51d8c52ee15d87c0e9a2e4b?s=256&d=identicon&r=PG', 'display_name': 'Jim', 'link': 'https://stackoverflow.com/users/1098714/jim'}",True,123234,6,73,1635439063,1347027647,,12319969,CC BY-SA 3.0,https://stackoverflow.com/questions/12319969/how-to-use-numpy-genfromtxt-when-first-column-is-string-and-the-remaining-column,How to use numpy.genfromtxt when first column is string and the remaining columns are numbers?,,12320403.0,,,,
237,"['python', 'list', 'priority-queue']","{'account_id': 1045541, 'reputation': 19086, 'user_id': 1050619, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/784ade8d4151295e24765ffc4fcd60b4?s=256&d=identicon&r=PG', 'display_name': 'user1050619', 'link': 'https://stackoverflow.com/users/1050619/user1050619'}",True,2439,2,6,1635303517,1347379733,1347379861.0,12373837,CC BY-SA 3.0,https://stackoverflow.com/questions/12373837/heapq-module-python,heapq module python,,,,,,
238,"['python', '3d', 'polygon', 'area']","{'account_id': 1887671, 'reputation': 12299, 'user_id': 1706564, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/Tjt9e.jpg?s=256&g=1', 'display_name': 'Jamie Bull', 'link': 'https://stackoverflow.com/users/1706564/jamie-bull'}",True,27824,7,18,1635280235,1348843551,1615974382.0,12642256,CC BY-SA 4.0,https://stackoverflow.com/questions/12642256/find-area-of-polygon-from-xyz-coordinates,Find area of polygon from xyz coordinates,,12643315.0,,,,
239,"['python', 'date', 'datetime', 'time', 'date-manipulation']","{'account_id': 1851586, 'reputation': 2705, 'user_id': 1678031, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/13005b027ade30f3e46685781fd75dc4?s=256&d=identicon&r=PG', 'display_name': 'user1678031', 'link': 'https://stackoverflow.com/users/1678031/user1678031'}",True,312055,4,260,1635263664,1347927761,1635263664.0,12468823,CC BY-SA 4.0,https://stackoverflow.com/questions/12468823/python-datetime-setting-fixed-hour-and-minute-after-using-strptime-to-get-day,"Python datetime - setting fixed hour and minute after using strptime to get day,month,year",,,,,,
240,"['python', 'statistics', 'scipy', 'probability']","{'account_id': 220452, 'reputation': 19214, 'user_id': 477865, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/thOfN.gif?s=256&g=1', 'display_name': 'clwen', 'link': 'https://stackoverflow.com/users/477865/clwen'}",True,277678,10,117,1635074723,1347562414,1603762566.0,12412895,CC BY-SA 4.0,https://stackoverflow.com/questions/12412895/how-to-calculate-probability-in-a-normal-distribution-given-mean-standard-devi,How to calculate probability in a normal distribution given mean &amp; standard deviation?,1562692468.0,12413053.0,,,,
