,tags,owner,is_answered,view_count,bounty_amount,bounty_closes_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
347,['python'],"{'account_id': 23349875, 'reputation': 113, 'user_id': 17423588, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxGljs3kc4jx_Toe_2WEDGQTrrWWV273kKnaJcuF9g=k-s256', 'display_name': 'Will', 'link': 'https://stackoverflow.com/users/17423588/will'}",True,11398,,,1,10,1661461892,1637028819,1637028983.0,69983020,CC BY-SA 4.0,https://stackoverflow.com/questions/69983020/modulenotfounderror-no-module-named-taming,ModuleNotFoundError: No module named &#39;taming&#39;,70376609.0,,,,
348,"['python', 'excel', 'charts', 'pywin32']","{'account_id': 2563627, 'reputation': 153, 'user_id': 2394675, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf59a6b2289a0c9bf197ad49d659e1d2?s=256&d=identicon&r=PG', 'display_name': 'Dario de Judicibus', 'link': 'https://stackoverflow.com/users/2394675/dario-de-judicibus'}",True,100,,,1,0,1661440937,1637935414,,70125655,CC BY-SA 4.0,https://stackoverflow.com/questions/70125655/how-to-add-a-chart-after-a-sheet-by-pywin32,How to add a Chart after a Sheet by PyWin32?,,,,,
349,"['python', 'apache-spark', 'pyspark', 'apache-spark-sql']","{'account_id': 14270688, 'reputation': 485, 'user_id': 10308255, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-HmXnr3l_brc/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaOpEf9XL_4SyRrJurSZanCRsm0VwQ/mo/photo.jpg?sz=256', 'display_name': 'user', 'link': 'https://stackoverflow.com/users/10308255/user'}",True,2348,,,2,0,1661436954,1636565309,1636576688.0,69917678,CC BY-SA 4.0,https://stackoverflow.com/questions/69917678/how-to-use-contains-in-pyspark-to-filter-by-single-or-multiple-substrings,How to use .contains() in PySpark to filter by single or multiple substrings?,,,,,
350,"['python', 'ubuntu', 'module']","{'account_id': 21399139, 'reputation': 54, 'user_id': 15761637, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/95043cc98d42b9f15507007da20f1f99?s=256&d=identicon&r=PG&f=1', 'display_name': 'AxelotlZ', 'link': 'https://stackoverflow.com/users/15761637/axelotlz'}",True,96,,,1,0,1661404933,1636478101,,69902355,CC BY-SA 4.0,https://stackoverflow.com/questions/69902355/python-package-not-available-in-ubuntu,Python package not available in Ubuntu,,,,,
351,"['python', 'fastapi', 'uvicorn', 'uvloop']","{'account_id': 23201175, 'reputation': 51, 'user_id': 17295973, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/717d4c480b789ef8c7f6e11845553530?s=256&d=identicon&r=PG', 'display_name': 'Xuerivera', 'link': 'https://stackoverflow.com/users/17295973/xuerivera'}",True,5046,,,4,4,1661402764,1635731256,1635732736.0,69791941,CC BY-SA 4.0,https://stackoverflow.com/questions/69791941/the-uvloop-0-14-0-distribution-was-not-found-and-is-required-by-uvicorn,The &#39;uvloop&gt;=0.14.0&#39; distribution was not found and is required by uvicorn,,,,,
352,"['python', 'pdf', 'data-mining', 'pymupdf']","{'account_id': 1522906, 'reputation': 38928, 'user_id': 1422096, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/da3871bf5450fa726f20557fa3f18f51?s=256&d=identicon&r=PG', 'display_name': 'Basj', 'link': 'https://stackoverflow.com/users/1422096/basj'}",True,723,,,3,4,1661374421,1636975240,1660854725.0,69973586,CC BY-SA 4.0,https://stackoverflow.com/questions/69973586/print-all-objects-inside-a-pdf-file-with-python,Print all objects inside a PDF file with Python,73477035.0,,,,
353,"['python', 'networking', 'automation']","{'account_id': 23430248, 'reputation': 1, 'user_id': 17489216, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iz0zk.jpg?s=256&g=1', 'display_name': 'abyf', 'link': 'https://stackoverflow.com/users/17489216/abyf'}",False,135,,,0,0,1661366045,1637678390,1661366045.0,70082827,CC BY-SA 4.0,https://stackoverflow.com/questions/70082827/structured-python-data-using-netmiko-and-genie-is-returning-a-string-instead-of,structured Python data using netmiko and Genie is returning a string instead of a dictionary,,,,,
354,"['python', 'python-requests', 'bots']","{'account_id': 17736278, 'reputation': 55, 'user_id': 12877598, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ONLtnZPBjMs/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfMs1y0CKmIJNgXs8iArMgx6IFHQg/photo.jpg?sz=256', 'display_name': 'Luigi V.', 'link': 'https://stackoverflow.com/users/12877598/luigi-v'}",True,618,,,2,0,1661359190,1635930215,1635937297.0,69822138,CC BY-SA 4.0,https://stackoverflow.com/questions/69822138/add-item-to-cart-python-requests,Add item to cart python requests?,,,,,
355,"['python', 'visual-studio-code']","{'account_id': 18461203, 'reputation': 173, 'user_id': 13448665, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/GgCEy.png?s=256&g=1', 'display_name': 'BinaryMonkey', 'link': 'https://stackoverflow.com/users/13448665/binarymonkey'}",True,555,,,3,4,1661320111,1636953898,1637639585.0,69969807,CC BY-SA 4.0,https://stackoverflow.com/questions/69969807/how-to-display-a-line-for-every-python-cell-boundary-in-visual-studio-code,How to display a line for every python cell boundary in Visual Studio Code?,,,,,
356,"['python', 'selenium', 'google-chrome', 'selenium-chromedriver', 'google-chrome-headless']","{'account_id': 23347898, 'reputation': 41, 'user_id': 17421895, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzw6ftNNOnEtRDe5w_HwhagxQYRu2MwumXrtKR4=k-s256', 'display_name': 'Pascal Schott', 'link': 'https://stackoverflow.com/users/17421895/pascal-schott'}",True,785,,,2,3,1661280742,1637009592,1637010527.0,69980736,CC BY-SA 4.0,https://stackoverflow.com/questions/69980736/selenium-headless-chrome-and-language-setup,Selenium Headless Chrome and Language Setup,,,,,
357,"['python', 'pandas']","{'account_id': 23450172, 'reputation': 1, 'user_id': 17506437, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GheWiPjOWhtWZvf1R4MgLeu8bA9K5RjfcSICv5jmg=k-s256', 'display_name': 'Harsh shah', 'link': 'https://stackoverflow.com/users/17506437/harsh-shah'}",False,169,,,1,0,1661279160,1637834399,1638222007.0,70109093,CC BY-SA 4.0,https://stackoverflow.com/questions/70109093/attributeerror-columns-not-found,AttributeError: columns not found,,,,,
358,"['python', 'node.js', 'google-chrome-devtools', 'puppeteer', 'pyppeteer']","{'account_id': 7112037, 'reputation': 5747, 'user_id': 5439546, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/16a35286ef81602b746896bdad739194?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pyd', 'link': 'https://stackoverflow.com/users/5439546/pyd'}",False,742,,,1,2,1661276278,1636354592,,69879614,CC BY-SA 4.0,https://stackoverflow.com/questions/69879614/python-pyppeteer-intercept-capture-network-requests,Python pyppeteer Intercept/Capture Network Requests,,,,,
359,"['python', 'ursina']","{'account_id': 23200541, 'reputation': 11, 'user_id': 17295444, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi2VTppoB5bu-c16RMSYxEON8JU0_ETbgZIY77K=k-s256', 'display_name': 'ThatGuyWhoNeedsHelp', 'link': 'https://stackoverflow.com/users/17295444/thatguywhoneedshelp'}",True,340,,,3,1,1661267427,1637642619,1637961926.0,70075502,CC BY-SA 4.0,https://stackoverflow.com/questions/70075502/ursina-window-not-opening-up-on-mac-os-big-sur,ursina window not opening up on mac OS big sur,,,,,
360,"['python', 'dropbox-sdk']","{'account_id': 6593667, 'reputation': 605, 'user_id': 5094136, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/bTFE5.png?s=256&g=1', 'display_name': 'rgahan', 'link': 'https://stackoverflow.com/users/5094136/rgahan'}",True,61,,,2,0,1661216259,1637361915,1637502456.0,70041701,CC BY-SA 4.0,https://stackoverflow.com/questions/70041701/cast-dropbox-class-to-json,Cast Dropbox class to JSON,70068551.0,,,,
361,"['python', 'django', 'django-formtools']","{'account_id': 17154404, 'reputation': 11, 'user_id': 12415629, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3249860381754491/picture?type=large', 'display_name': 'Renjith Rajan', 'link': 'https://stackoverflow.com/users/12415629/renjith-rajan'}",False,50,,,1,0,1661200922,1637396850,1637408403.0,70044347,CC BY-SA 4.0,https://stackoverflow.com/questions/70044347/managementform-data-is-missing-or-has-been-tampered-django-formtools-wizard,ManagementForm data is missing or has been tampered Django FormTools Wizard,,,,,
362,"['python', 'tensorflow', 'machine-learning', 'keras']","{'account_id': 19878038, 'reputation': 21, 'user_id': 14562616, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8c29fbcbc023c53f93be19571458dd5?s=256&d=identicon&r=PG&f=1', 'display_name': 'wuannnn', 'link': 'https://stackoverflow.com/users/14562616/wuannnn'}",True,367,,,1,1,1661182003,1635858613,1635859204.0,69811059,CC BY-SA 4.0,https://stackoverflow.com/questions/69811059/print-values-in-customized-train-step-function-using-tensorflow,Print values in customized train_step function using tensorflow,,,,,
363,"['python', 'twitter', 'tweepy']","{'account_id': 10349265, 'reputation': 53, 'user_id': 7633172, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/415b97f080a9a6f011d891241bd74e39?s=256&d=identicon&r=PG&f=1', 'display_name': 'zig', 'link': 'https://stackoverflow.com/users/7633172/zig'}",True,4812,,,2,5,1661158561,1637310000,1637338142.0,70031766,CC BY-SA 4.0,https://stackoverflow.com/questions/70031766/receiving-stream-encountered-http-error-403-when-using-twitter-api-what-is-c,Receiving &quot;Stream encountered HTTP error: 403&quot; when using Twitter API. What is causing this error and how can I fix it?,70037731.0,,,,
364,"['python', 'google-colaboratory']","{'account_id': 9006566, 'reputation': 87, 'user_id': 6713041, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ef9c1b774757b79afdf418ad09d1185?s=256&d=identicon&r=PG&f=1', 'display_name': 'tmo', 'link': 'https://stackoverflow.com/users/6713041/tmo'}",True,1938,,,1,2,1661108138,1636254800,,69869534,CC BY-SA 4.0,https://stackoverflow.com/questions/69869534/files-and-folders-in-google-colab,Files and Folders in Google Colab,69869629.0,,,,
365,"['python', 'visual-studio-code', 'vscode-settings', 'autoformatting']","{'account_id': 18858111, 'reputation': 35, 'user_id': 13755585, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/184312b1b7305b0992ddf40b520b38b3?s=256&d=identicon&r=PG', 'display_name': 'Zarik', 'link': 'https://stackoverflow.com/users/13755585/zarik'}",True,299,,,3,0,1661099225,1637624603,1637625216.0,70073711,CC BY-SA 4.0,https://stackoverflow.com/questions/70073711/is-there-a-way-extension-to-exclude-certain-lines-from-format-on-save-in-vis,Is there a way/extension to exclude certain line(s) from &quot;Format On Save&quot; in Visual Studio Code?,70074250.0,,,,
366,"['python', 'django', 'logging', 'gunicorn']","{'account_id': 9642001, 'reputation': 33, 'user_id': 7155930, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-S3Wjg5CaucE/AAAAAAAAAAI/AAAAAAAAAK0/zgXoZ2HYGKg/photo.jpg?sz=256', 'display_name': 'Suresh', 'link': 'https://stackoverflow.com/users/7155930/suresh'}",True,382,,,2,3,1661063150,1638084457,1638084911.0,70141427,CC BY-SA 4.0,https://stackoverflow.com/questions/70141427/django-loggers-are-overwriting-the-previous-log-file-along-with-the-new-one,Django - Loggers are overwriting the previous log file along with the new one,70142001.0,,,,
367,"['python', 'cumsum']","{'account_id': 22133603, 'reputation': 93, 'user_id': 16384780, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/21dfab39ea00944425bb09bf1b43a2bc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sara.SP92', 'link': 'https://stackoverflow.com/users/16384780/sara-sp92'}",True,81,,,2,1,1661057993,1636970796,1661057993.0,69972588,CC BY-SA 4.0,https://stackoverflow.com/questions/69972588/python-how-to-do-accumulative-sums-depending-on-the-value-of-a-column,Python - How to do accumulative sums depending on the value of a column,69973648.0,,,,
368,"['python', 'django']","{'account_id': 23426338, 'reputation': 1, 'user_id': 17485776, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjKEo0DeljU_ggk4awhlHqP65JbBKQTogpc4jliQQ=k-s256', 'display_name': 'Samveg Bhansali', 'link': 'https://stackoverflow.com/users/17485776/samveg-bhansali'}",True,1115,,,3,0,1661056574,1637652157,1637768412.0,70076833,CC BY-SA 4.0,https://stackoverflow.com/questions/70076833/raise-improperlyconfigured-django-core-exceptions-improperlyconfigured-request,"raise ImproperlyConfigured( django.core.exceptions.ImproperlyConfigured: Requested setting INSTALLED_APPS, but settings are not configured",,,,,
369,"['python', 'selenium', 'csv', 'selenium-chromedriver']","{'account_id': 20033128, 'reputation': 19, 'user_id': 14685455, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aef0e56e07669ce0bb005c616b2b5740?s=256&d=identicon&r=PG&f=1', 'display_name': 'Forelli', 'link': 'https://stackoverflow.com/users/14685455/forelli'}",True,220,,,3,2,1661014624,1638284051,,70171380,CC BY-SA 4.0,https://stackoverflow.com/questions/70171380/empty-csv-when-writing-selenium-data,Empty CSV when writing selenium data,70172203.0,,,,
370,"['python', 'logging', 'pyrogram']","{'account_id': 17876212, 'reputation': 13, 'user_id': 17427984, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhEXOPu8DYQCisDq5ClGqfRU5E_rbUzXfQWrk4k=k-s256', 'display_name': 'faintReflection', 'link': 'https://stackoverflow.com/users/17427984/faintreflection'}",True,377,,,2,1,1661014511,1637064343,,69988874,CC BY-SA 4.0,https://stackoverflow.com/questions/69988874/is-there-a-way-to-disable-pyrogram-logging,Is there a way to disable Pyrogram logging?,69989048.0,,,,
371,"['python', 'pandas', 'dataframe', 'web-scraping', 'beautifulsoup']","{'account_id': 23344467, 'reputation': 47, 'user_id': 17418966, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzQxgKfb8sChdJP6xtuG0jisYzrmWDsRjzPnqai=k-s256', 'display_name': 'Nick Gordon', 'link': 'https://stackoverflow.com/users/17418966/nick-gordon'}",True,74,,,1,1,1661006977,1637570576,1661006977.0,70063011,CC BY-SA 4.0,https://stackoverflow.com/questions/70063011/scraping-table-in-beautifulsoup,Scraping table in beautifulsoup,,,,,
372,"['python', 'numpy', 'type-conversion', 'integer', 'nan']","{'account_id': 13330165, 'reputation': 157, 'user_id': 9621791, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1617e4d90fed2e0058dc57fdcddb9d1e?s=256&d=identicon&r=PG&f=1', 'display_name': 'mknote', 'link': 'https://stackoverflow.com/users/9621791/mknote'}",True,1807,,,2,2,1661001374,1636567841,,69918191,CC BY-SA 4.0,https://stackoverflow.com/questions/69918191/converting-nan-to-integer,Converting NaN to Integer,,,,,
373,"['python', 'list', '2d']","{'account_id': 23410561, 'reputation': 11, 'user_id': 17472333, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh6PT6VcerCYdbglCG0pZ2B92BuimG7OEYwU2rQwA=k-s256', 'display_name': 'Sanawar', 'link': 'https://stackoverflow.com/users/17472333/sanawar'}",False,755,,,2,0,1660987596,1637579399,,70064823,CC BY-SA 4.0,https://stackoverflow.com/questions/70064823/finding-neighbors-of-a-cell-in-a-grid,Finding neighbors of a cell in a grid,,,,,
374,"['python', 'certificate', 'pyinstaller', 'sign']","{'account_id': 22682247, 'reputation': 23, 'user_id': 16852459, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/001e84330465799b5fb7d06a01013701?s=256&d=identicon&r=PG&f=1', 'display_name': 'ilikerubikscubes', 'link': 'https://stackoverflow.com/users/16852459/ilikerubikscubes'}",False,65,,,1,0,1660942910,1635789858,,69800917,CC BY-SA 4.0,https://stackoverflow.com/questions/69800917/deploying-a-portable-pyinstaller-exe-file,Deploying a portable PyInstaller exe file,,,,,
375,"['python', 'tensorflow', 'keras', 'pycharm', 'tensorflow2.0']","{'account_id': 15560979, 'reputation': 106, 'user_id': 11226109, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-YXRYlqN0X-s/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfLQKKxHl2kBeHqaZq4i7xMamqpHA/mo/photo.jpg?sz=256', 'display_name': 'Amal Nozieres', 'link': 'https://stackoverflow.com/users/11226109/amal-nozieres'}",True,207,,,2,0,1660827337,1637598070,1637621373.0,70069055,CC BY-SA 4.0,https://stackoverflow.com/questions/70069055/cannot-find-reference-textvectorization-in-init-py,Cannot find reference &#39;TextVectorization&#39; in &#39;__init__.py&#39;,70122477.0,,,,
376,"['python', 'matplotlib', 'legend-properties']","{'account_id': 1478277, 'reputation': 503, 'user_id': 5380294, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/231e92aeaaec7194d34fdfeeba7c46c2?s=256&d=identicon&r=PG&f=1', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/5380294/david'}",True,338,,,2,1,1660820133,1636015783,1660820133.0,69836527,CC BY-SA 4.0,https://stackoverflow.com/questions/69836527/create-a-rectangular-patch-with-upper-and-lower-edge-in-matplotlib,Create a rectangular patch with upper and lower edge in matplotlib,73401795.0,,,,
377,"['python', 'apache-spark', 'pyspark', 'apache-spark-sql']","{'account_id': 22872358, 'reputation': 82, 'user_id': 17015208, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghi_3PVV77G2AHU8zCdNUhVzGUXKUw7FLfco45izg=k-s256', 'display_name': 'raviteja k', 'link': 'https://stackoverflow.com/users/17015208/raviteja-k'}",True,16701,,,3,3,1660813963,1636976256,,69973790,CC BY-SA 4.0,https://stackoverflow.com/questions/69973790/pyspark-spark-sparkexception-job-aborted-due-to-stage-failure-task-0-in-stage,"Pyspark. spark.SparkException: Job aborted due to stage failure: Task 0 in stage 15.0 failed 1 times, java.net.SocketException: Connection reset",,,,,
378,"['python', 'pyinstaller']","{'account_id': 19831259, 'reputation': 21, 'user_id': 14525776, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6d015c07fc79c3b07d21a3aa4bfaceda?s=256&d=identicon&r=PG&f=1', 'display_name': 'Konrad', 'link': 'https://stackoverflow.com/users/14525776/konrad'}",False,1770,,,1,1,1660790397,1637916554,,70121687,CC BY-SA 4.0,https://stackoverflow.com/questions/70121687/pyinstaller-importerror-module-pythoncom-isnt-in-frozen-sys-path,Pyinstaller - ImportError: Module &#39;pythoncom&#39; isn&#39;t in frozen sys.path,,,,,
379,"['python', 'printing']","{'account_id': 22871068, 'reputation': 1, 'user_id': 17014089, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjIT65kB0SlmnzRvqLWNrLgg5yjAfl-NhSvcA0cbw=k-s256', 'display_name': 'Gkcrafting', 'link': 'https://stackoverflow.com/users/17014089/gkcrafting'}",False,217,,,1,0,1660782359,1636268900,,69870429,CC BY-SA 4.0,https://stackoverflow.com/questions/69870429/how-can-i-update-clear-the-console-without-blinking-in-python,How Can I update / clear the console without blinking in python,,,,,
380,"['python', 'pandas', 'dataframe', 'plotly']","{'account_id': 16077447, 'reputation': 5, 'user_id': 11604329, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-_aaqvKliNCI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdZZXfQpGK1FtilJbJA0hA9xH5EIQ/mo/photo.jpg?sz=256', 'display_name': 'Alessio Piazza', 'link': 'https://stackoverflow.com/users/11604329/alessio-piazza'}",False,292,,,1,0,1660775358,1637152557,1637157256.0,70004533,CC BY-SA 4.0,https://stackoverflow.com/questions/70004533/how-to-show-pandas-dataframe-as-a-table-in-a-pretty-way-with-adjustable-colspan,How to show Pandas Dataframe as a table in a pretty way with adjustable colspan?,,,,,
381,"['python', 'web3py', 'bscscan']","{'account_id': 23337139, 'reputation': 9, 'user_id': 17412618, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjl7PwlUwKLxyD_NZL1nxUDXn5dxTc6hos0_rktJw=k-s256', 'display_name': 'Mesut Karakuş', 'link': 'https://stackoverflow.com/users/17412618/mesut-karaku%c5%9f'}",False,90,,,1,0,1660760368,1636921247,1660760368.0,69966841,CC BY-SA 4.0,https://stackoverflow.com/questions/69966841/how-to-track-the-last-transfers-of-a-token-in-web3-py,How to track the last transfers of a token in web3.py,,,,,
382,"['python', 'opencv', 'image-processing']","{'account_id': 23315060, 'reputation': 1, 'user_id': 17393787, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/026acaccd3affacd06b8314d68117f15?s=256&d=identicon&r=PG', 'display_name': 'TrueRandom', 'link': 'https://stackoverflow.com/users/17393787/truerandom'}",False,311,,,0,0,1660746017,1636709315,1660746017.0,69940637,CC BY-SA 4.0,https://stackoverflow.com/questions/69940637/how-do-i-use-the-result-of-thresholding-to-select-parts-of-another-image-in-open,How do I use the result of thresholding to select parts of another image in OpenCV?,,,,,
383,"['python', 'ursina']","{'account_id': 23251272, 'reputation': 1, 'user_id': 17339032, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJw4j6LEANMSSfSVnmdFU8Ul0fPvH4CiNramH7G1=k-s256', 'display_name': 'John lennon', 'link': 'https://stackoverflow.com/users/17339032/john-lennon'}",True,714,,,3,0,1660745466,1636140705,1636141229.0,69858355,CC BY-SA 4.0,https://stackoverflow.com/questions/69858355/how-do-i-put-gravity-on-a-character-in-ursina-engine,How do I put gravity on a character in ursina engine?,,,,,
384,"['python', 'python-3.x', 'python-2.7', 'libreoffice', 'libreoffice-basic']","{'account_id': 19108097, 'reputation': 162, 'user_id': 13954738, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63ea464e97a2b8015627c7d6a0ea6ce1?s=256&d=identicon&r=PG&f=1', 'display_name': 'ninjacode', 'link': 'https://stackoverflow.com/users/13954738/ninjacode'}",False,138,,,0,0,1660735282,1638181785,,70153093,CC BY-SA 4.0,https://stackoverflow.com/questions/70153093/libreoffice-not-maintaining-the-alignment-after-converting-a-docx-to-pdf-using-p,LibreOffice not maintaining the alignment after converting a docx to pdf using python,,,,,
385,"['python', 'data-processing', 'mne-python']","{'account_id': 23186321, 'reputation': 17, 'user_id': 17283353, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf95e6f63b85bf9b49a9e73b83952eab?s=256&d=identicon&r=PG', 'display_name': 'PeruvianNaplord', 'link': 'https://stackoverflow.com/users/17283353/peruviannaplord'}",True,47,,,1,-2,1660712179,1637737709,1637738034.0,70091917,,https://stackoverflow.com/questions/70091917/why-does-my-variable-show-up-as-nonetype-in-variable-explorer-shows-up-as-matrix,Why does my variable show up as NoneType in Variable Explorer shows up as matrix in command window,,,1637738147.0,Duplicate,
386,"['python', 'opencv', 'image-processing', 'ocr', 'tesseract']","{'account_id': 20475096, 'reputation': 41, 'user_id': 15024611, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d3b32dc4490defcafadb8cdb99da6c1?s=256&d=identicon&r=PG&f=1', 'display_name': 'stathamos', 'link': 'https://stackoverflow.com/users/15024611/stathamos'}",True,342,,,1,0,1660709142,1637163463,,70007353,CC BY-SA 4.0,https://stackoverflow.com/questions/70007353/difficulty-detecting-digits-with-tesseract,Difficulty detecting digits with tesseract,,,,,
387,"['python', 'function', 'calling-convention']","{'account_id': 23401891, 'reputation': 1, 'user_id': 17464930, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhcAZGJytiUvb7_gxbW-ms_cGtirTW5lPQzVm_i7w=k-s256', 'display_name': 'Tanmay Chopra', 'link': 'https://stackoverflow.com/users/17464930/tanmay-chopra'}",False,26,,,1,-1,1660705599,1637418623,1660705599.0,70046839,,https://stackoverflow.com/questions/70046839/printing-the-function-is-producing-output-but-call-it-is-not-python,printing the function is producing output but call it is not (python),,,1637722031.0,Duplicate,
388,"['python', 'amazon-web-services', 'aws-lambda', 'terraform']","{'account_id': 22616098, 'reputation': 31, 'user_id': 16795601, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cc19b94e0910c74bf6051459328f1158?s=256&d=identicon&r=PG&f=1', 'display_name': 'devdude', 'link': 'https://stackoverflow.com/users/16795601/devdude'}",False,242,,,2,0,1660665408,1636726898,1636753022.0,69944394,CC BY-SA 4.0,https://stackoverflow.com/questions/69944394/terraform-complaining-about-list-being-used-in-lambda,Terraform complaining about list being used in lambda,,,,,
389,"['python', 'opencv']","{'account_id': 22841273, 'reputation': 25, 'user_id': 16988242, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8982faa241df3d9deba7ebe936dbb440?s=256&d=identicon&r=PG', 'display_name': 'sololuvr', 'link': 'https://stackoverflow.com/users/16988242/sololuvr'}",True,389,,,1,0,1660662421,1637636248,1660662421.0,70074866,CC BY-SA 4.0,https://stackoverflow.com/questions/70074866/how-to-vectorize-an-image-using-opencv,How to vectorize an image using OpenCV?,70074960.0,,,,
390,"['python', 'python-3.x', 'events', 'printing', 'pywin32']","{'account_id': 329709, 'reputation': 6669, 'user_id': 653379, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/f6acb0011b5fdff139c9bc99506811c1?s=256&d=identicon&r=PG', 'display_name': 'xralf', 'link': 'https://stackoverflow.com/users/653379/xralf'}",True,658,,,2,4,1660590471,1637789946,1638257473.0,70103258,CC BY-SA 4.0,https://stackoverflow.com/questions/70103258/catch-events-from-printer-in-windows,Catch events from printer in Windows,,,,,
391,"['python', 'opencv', 'windows-10', 'pyinstaller']","{'account_id': 18432506, 'reputation': 71, 'user_id': 13576802, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-0EVBPnVf1Ps/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMgi25jvzXWOcVPanaK2posWRZorA/photo.jpg?sz=256', 'display_name': 'Никита Тимофеев', 'link': 'https://stackoverflow.com/users/13576802/%d0%9d%d0%b8%d0%ba%d0%b8%d1%82%d0%b0-%d0%a2%d0%b8%d0%bc%d0%be%d1%84%d0%b5%d0%b5%d0%b2'}",True,16340,,,3,7,1660560716,1636124778,1655968050.0,69855356,CC BY-SA 4.0,https://stackoverflow.com/questions/69855356/recursion-is-detected-during-loading-of-cv2-binary-extensions,recursion is detected during loading of &quot;cv2&quot; binary extensions,,,,,
392,"['python', 'jupyter-notebook', 'conda', 'mpi4py']","{'account_id': 23097277, 'reputation': 11, 'user_id': 17207175, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d79cb016519913ceb44dab1297b39cde?s=256&d=identicon&r=PG', 'display_name': 'Cali', 'link': 'https://stackoverflow.com/users/17207175/cali'}",False,831,,,1,1,1660546269,1636643052,,69930526,CC BY-SA 4.0,https://stackoverflow.com/questions/69930526/importerror-libmpi-so-12-cannot-open-shared-object-file-no-such-file-or-direc,ImportError: libmpi.so.12: cannot open shared object file: No such file or directory,,,,,
