,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,bounty_amount,bounty_closes_date,protected_date,migrated_from
512,"['python', 'input', 'checkmarx']","{'account_id': 11744825, 'reputation': 796, 'user_id': 8595891, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2ff6447d75c6f215e5b0c3f8bc7e4983?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pranjal Doshi', 'link': 'https://stackoverflow.com/users/8595891/pranjal-doshi'}",False,46,,,1,0,1667571899,1665142770,,73986628,https://stackoverflow.com/questions/73986628/os-access-violation,,OS_Access_Violation,CC BY-SA 4.0,,,,
513,"['python', 'django', 'django-models', 'django-views', 'django-forms']","{'account_id': 26624252, 'reputation': 27, 'user_id': 20242528, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3hAD_ZXGq5aPO3Dx1APXfUlylwxz63uALLxCvvKQ=k-s256', 'display_name': 'Jikk', 'link': 'https://stackoverflow.com/users/20242528/jikk'}",True,63,,74077811.0,1,1,1667571519,1665819065,1667571519.0,74077546,https://stackoverflow.com/questions/74077546/django-integrityerror-1048-column-item-id-id-cannot-be-null,,"Django IntegrityError (1048, &quot;Column &#39;item_id_id&#39; cannot be null&quot;)",CC BY-SA 4.0,,,,
514,"['python', 'django', 'django-models', 'django-unittest', 'factory-boy']","{'account_id': 23271717, 'reputation': 25, 'user_id': 17356459, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3aebd0e80bef16f4b69f49cf6643ad84?s=256&d=identicon&r=PG', 'display_name': 'Hide856', 'link': 'https://stackoverflow.com/users/17356459/hide856'}",False,23,,,1,0,1667568576,1667220147,,74263446,https://stackoverflow.com/questions/74263446/is-it-possible-to-create-an-artificial-model-in-factoryboy,,Is it possible to create an artificial model in FactoryBoy?,CC BY-SA 4.0,,,,
515,"['python', 'windows-runtime']","{'account_id': 18856280, 'reputation': 3, 'user_id': 13754133, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d18c577862417d001fdcda15d3cc4ef5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Derpy', 'link': 'https://stackoverflow.com/users/13754133/derpy'}",False,60,,,1,0,1667565185,1666178938,,74124560,https://stackoverflow.com/questions/74124560/tried-to-listen-to-windows-notification-but-got-element-not-found-error,,Tried to listen to windows notification but got element not found error,CC BY-SA 4.0,,,,
516,"['python', 'keras', 'attributeerror', 'image-preprocessing', 'facial-identification']","{'account_id': 26779084, 'reputation': 1, 'user_id': 20374223, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0_3txhgUlI3aWL5bdHwI08-GWsFE15Y0HcZLbo=k-s256', 'display_name': 'Rituraj Rawat', 'link': 'https://stackoverflow.com/users/20374223/rituraj-rawat'}",False,338,,,1,0,1667564326,1667161391,,74256482,https://stackoverflow.com/questions/74256482/attributeerror-module-keras-preprocessing-image-has-no-attribute-img-to-arra,,AttributeError: module &#39;keras.preprocessing.image&#39; has no attribute &#39;img_to_array&#39;,CC BY-SA 4.0,,,,
517,"['python', 'apache-spark', 'pyspark', 'azure-databricks']","{'account_id': 26591686, 'reputation': 1, 'user_id': 20214812, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2f9oIFa46pM-5aaYG-LmNTSCuMDeyzAbeboNIt=k-s256', 'display_name': 'DBd', 'link': 'https://stackoverflow.com/users/20214812/dbd'}",False,63,,,2,0,1667563179,1665501523,,74030437,https://stackoverflow.com/questions/74030437/how-to-do-update-in-pyspark-using-and-operator,,How to do update in pyspark using and operator?,CC BY-SA 4.0,,,,
518,"['python', 'tkinter']","{'account_id': 26583551, 'reputation': 1, 'user_id': 20207835, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3e4c305afe01de111d4fa71773deafea?s=256&d=identicon&r=PG', 'display_name': 'Nesar Ahmad', 'link': 'https://stackoverflow.com/users/20207835/nesar-ahmad'}",True,37,,,2,0,1667562387,1667096712,1667097335.0,74250115,https://stackoverflow.com/questions/74250115/is-there-any-way-when-i-enter-text-in-entry-widget-it-added-in-combobox-widget-o,,Is there any way when I enter text in Entry widget it added in Combobox widget of tkinter?,CC BY-SA 4.0,,,,
519,"['python', 'string', 'dictionary', 'text-files']","{'account_id': 26368920, 'reputation': 19, 'user_id': 20023907, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff49998e3bc20b863afbd581b1d316e3?s=256&d=identicon&r=PG', 'display_name': 'Strider', 'link': 'https://stackoverflow.com/users/20023907/strider'}",True,42,,74264585.0,2,0,1667560685,1667224875,1667225760.0,74264453,https://stackoverflow.com/questions/74264453/how-to-remove-n-from-end-of-strings-while-using-txt-files-and-dictionaries,,How to remove &#39;\n&#39; from end of strings while using txt files and dictionaries?,CC BY-SA 4.0,,,,
520,"['python', 'tkinter', 'graphics', 'shapes']","{'account_id': 26628704, 'reputation': 1, 'user_id': 20246228, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f037b2036891f3feaaff4617a0434643?s=256&d=identicon&r=PG', 'display_name': 'Murdoc', 'link': 'https://stackoverflow.com/users/20246228/murdoc'}",False,26,,,1,0,1667560129,1667195896,1667233077.0,74259260,https://stackoverflow.com/questions/74259260/how-to-append-positional-arguments-from-a-file-txt-and-use-them-for-graphical-sh,,How to append positional arguments from a file.txt and use them for graphical shapes,CC BY-SA 4.0,,,,
521,"['python', 'cookies', 'aiohttp', 'pytest-aiohttp']","{'account_id': 13137485, 'reputation': 190, 'user_id': 9489995, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e15aac5c727b9b6da4239f695aad7df?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cl&#233;ment de Nailly', 'link': 'https://stackoverflow.com/users/9489995/cl%c3%a9ment-de-nailly'}",False,117,,,1,1,1667558960,1666706721,1666709440.0,74195374,https://stackoverflow.com/questions/74195374/python-aiohttp-cookies-behaviour-on-same-domain,,Python Aiohttp: cookies behaviour on same domain,CC BY-SA 4.0,,,,
522,"['python', 'pandas', 'dataframe', 'append']","{'account_id': 21961240, 'reputation': 237, 'user_id': 16239103, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d336de30952e6fa34d71763fd77609df?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eduardomaker', 'link': 'https://stackoverflow.com/users/16239103/eduardomaker'}",True,174,,74262061.0,2,1,1667557911,1666273192,,74140872,https://stackoverflow.com/questions/74140872/add-df-under-other-df-pandas,,Add df under other df Pandas,CC BY-SA 4.0,,,,
523,"['python', 'html', 'flask', 'sqlalchemy', 'tags']","{'account_id': 10909485, 'reputation': 385, 'user_id': 8019338, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://lh6.googleusercontent.com/-ubsYirueSfk/AAAAAAAAAAI/AAAAAAAAABg/gxBm-HHiaPM/photo.jpg?sz=256', 'display_name': 'Abdellah ALAOUI ISMAILI', 'link': 'https://stackoverflow.com/users/8019338/abdellah-alaoui-ismaili'}",True,39,,74315421.0,1,0,1667557120,1665659055,1666222023.0,74054724,https://stackoverflow.com/questions/74054724/iterate-sqlalchemy-query-in-my-template-python-flask,,iterate sqlalchemy query in my template python-flask,CC BY-SA 4.0,,,,
524,"['python', 'validation', 'marshmallow']","{'account_id': 24424234, 'reputation': 95, 'user_id': 18350007, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJySnZUL_qLT0UwKfb5D4BRVr3F2wdChi-92DhBi=k-s256', 'display_name': 'AACosgrove', 'link': 'https://stackoverflow.com/users/18350007/aacosgrove'}",False,19,,,1,1,1667556439,1666650747,,74187456,https://stackoverflow.com/questions/74187456/customizing-schemas-in-marshmallow,,Customizing schemas in marshmallow,CC BY-SA 4.0,,,,
525,"['python', 'python-3.x', 'multithreading']","{'account_id': 23110270, 'reputation': 5, 'user_id': 17218307, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzkIZta65eqrMLlzVixRKrKm1D6uzRVrBoiFAEu=k-s256', 'display_name': 'Mezza ', 'link': 'https://stackoverflow.com/users/17218307/mezza'}",True,47,,74315095.0,2,0,1667555597,1666181259,,74125057,https://stackoverflow.com/questions/74125057/how-to-run-2-functions-simultaneously-and-make-them-stop-when-one-of-the-them,,"How to run 2 functions simultaneously , and make them stop when one of the them returns something",CC BY-SA 4.0,,,,
526,"['python', 'libusb', 'hidapi']","{'account_id': 26556189, 'reputation': 11, 'user_id': 20184764, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0KDO_rgiuUJCHHJYjqZsttF2QjcgM9dwtPEYDX=k-s256', 'display_name': 'slouchart', 'link': 'https://stackoverflow.com/users/20184764/slouchart'}",True,77,,,1,0,1667552969,1665154053,,73988959,https://stackoverflow.com/questions/73988959/reading-the-output-of-a-hid-hand-held-barcode-scanner-in-python-on-windows,,Reading the output of a HID hand held barcode scanner in Python on Windows,CC BY-SA 4.0,,,,
527,"['python', 'android', 'kivy', 'buildozer', 'mozilla-deepspeech']","{'account_id': 17723580, 'reputation': 1, 'user_id': 12867999, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-bTWFETAfJwc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdMUxMp0Wac3mBOulB4hLLcnuWAzg/photo.jpg?sz=256', 'display_name': 'Gon&#231;alo Pereira', 'link': 'https://stackoverflow.com/users/12867999/gon%c3%a7alo-pereira'}",False,46,,,1,0,1667552887,1667216011,1667552887.0,74262646,https://stackoverflow.com/questions/74262646/cant-import-deepspeech-on-kivy-for-android,,Can&#39;t import deepspeech on kivy for android,CC BY-SA 4.0,,,,
528,"['python', 'css', 'ag-grid', 'justpy']","{'account_id': 17088203, 'reputation': 65, 'user_id': 12364894, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a717040429cb4144de607654fa2b664e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kanda', 'link': 'https://stackoverflow.com/users/12364894/kanda'}",False,46,,,1,1,1667550627,1667196329,1667550267.0,74259313,https://stackoverflow.com/questions/74259313/how-to-set-aggrid-style-height-to-100-in-justpy,,How to set Aggrid style height to 100% in JustPy,CC BY-SA 4.0,,,,
529,"['python', 'django', 'django-models', 'django-rest-framework', 'django-views']","{'account_id': 26175152, 'reputation': 15, 'user_id': 19859438, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72c61ef11ce07c70e13a56aca9859906?s=256&d=identicon&r=PG', 'display_name': 'mRezaAnanta', 'link': 'https://stackoverflow.com/users/19859438/mrezaananta'}",True,72,,74260894.0,3,1,1667549596,1667206374,1667549596.0,74260809,https://stackoverflow.com/questions/74260809/django-auto-increment-field-non-pk,,Django Auto Increment Field Non Pk,CC BY-SA 4.0,,,,
530,"['python', 'image', 'grayscale']","{'account_id': 26670113, 'reputation': 3, 'user_id': 20281667, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OTGoG.jpg?s=256&g=1', 'display_name': '純真丁一郎', 'link': 'https://stackoverflow.com/users/20281667/%e7%b4%94%e7%9c%9f%e4%b8%81%e4%b8%80%e9%83%8e'}",True,57,,74261602.0,3,0,1667548857,1667209629,,74261440,https://stackoverflow.com/questions/74261440/how-to-convert-array-to-gray-scale-image-output,,How to convert array to Gray Scale Image output?,CC BY-SA 4.0,,,,
531,"['python', 'django-rest-framework', 'drf-yasg', 'drf-queryset']","{'account_id': 13223175, 'reputation': 23, 'user_id': 9549227, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/0wcvF.jpg?s=256&g=1', 'display_name': 'Adnan', 'link': 'https://stackoverflow.com/users/9549227/adnan'}",False,15,,,3,0,1667546638,1666798743,,74210528,https://stackoverflow.com/questions/74210528/controling-two-tables-in-views,,controling two tables in views,CC BY-SA 4.0,,,,
532,"['python', 'python-3.x', 'azure-data-factory', 'azure-databricks']","{'account_id': 18525874, 'reputation': 156, 'user_id': 13497792, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf42ef50f5ff8664ccae6671599e223b?s=256&d=identicon&r=PG&f=1', 'display_name': 'shankar', 'link': 'https://stackoverflow.com/users/13497792/shankar'}",False,100,,,1,0,1667546595,1665685778,,74060243,https://stackoverflow.com/questions/74060243/how-to-pass-argparse-command-line-arguments-to-python-file-in-azure-data-factory,,How to pass argparse command line arguments to python file in azure data factory,CC BY-SA 4.0,,,,
533,"['python', 'django', 'django-rest-framework', 'django-views', 'django-cache']","{'account_id': 24482064, 'reputation': 51, 'user_id': 18400322, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiheL8ssmQ4LqyUicaDhbvi8e-1uqOjDA5Gv3HA6w=k-s256', 'display_name': 'Abdullah Roshan', 'link': 'https://stackoverflow.com/users/18400322/abdullah-roshan'}",True,29,,74313278.0,1,0,1667545387,1666809354,,74212668,https://stackoverflow.com/questions/74212668/while-using-cache-in-drf-after-using-post-request-new-data-is-not-being-displaye,,While using Cache In DRF after using POST request new data is not being displayed on client side,CC BY-SA 4.0,,,,
534,"['python', 'python-3.x', 'pandas', 'dataframe']","{'account_id': 26578914, 'reputation': 11, 'user_id': 20203862, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1q1HUbFQZ0tmnKqyqsr8BHoQDu6kdD6I9iZEYd=k-s256', 'display_name': 'Akshat Srivastav', 'link': 'https://stackoverflow.com/users/20203862/akshat-srivastav'}",True,46,,,3,1,1667544436,1665398967,,74013733,https://stackoverflow.com/questions/74013733/how-to-get-event-wise-frequency-and-the-frequency-of-each-event-in-a-dataframe,,How to get event wise frequency and the frequency of each event in a dataframe?,CC BY-SA 4.0,,,,
535,"['python', 'windows', 'pip', 'permissionerror']","{'account_id': 24322536, 'reputation': 31, 'user_id': 18262657, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJw96AH2cnRx-QFaTOwp2hpcE9p5aw3CcIcAiEmw=k-s256', 'display_name': 'Jeffrey Cardwell', 'link': 'https://stackoverflow.com/users/18262657/jeffrey-cardwell'}",False,66,,,0,1,1667544146,1664831178,,73940837,https://stackoverflow.com/questions/73940837/permissionerror-winerror-5-access-is-denied-when-trying-to-install-python-ter,,PermissionError: [WinError 5] Access is denied when trying to install python-terrier,CC BY-SA 4.0,,,,
536,"['python', 'opencv', 'replit']","{'account_id': 20425367, 'reputation': 3, 'user_id': 14985482, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2c95566988b8aefb9d1493c495782f8e?s=256&d=identicon&r=PG', 'display_name': 'Truite S&#233;ch&#233;e', 'link': 'https://stackoverflow.com/users/14985482/truite-s%c3%a9ch%c3%a9e'}",True,130,,74230744.0,1,-1,1667544145,1666126100,1666168486.0,74117305,https://stackoverflow.com/questions/74117305/python-i-can-t-import-opencv-module-in-replit-com,,Python - I can’t import openCV module in replit.com,CC BY-SA 4.0,,,,
537,"['python', 'python-asyncio']","{'account_id': 21055946, 'reputation': 1, 'user_id': 15475214, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iMaZm.jpg?s=256&g=1', 'display_name': 'Ivan Yermakov', 'link': 'https://stackoverflow.com/users/15475214/ivan-yermakov'}",True,45,,74312699.0,1,0,1667540677,1666872999,1666878805.0,74221894,https://stackoverflow.com/questions/74221894/how-to-connect-to-a-child-conhost-exe-process-of-an-external-application,,How to connect to a child conhost.exe process of an external application,CC BY-SA 4.0,,,,
538,"['python', 'azure', 'azure-functions', 'azure-cosmosdb']","{'account_id': 24496237, 'reputation': 1, 'user_id': 18412464, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vtn6K.jpg?s=256&g=1', 'display_name': 'stackymoin', 'link': 'https://stackoverflow.com/users/18412464/stackymoin'}",False,52,,,1,0,1667539453,1666398878,1666485484.0,74160318,https://stackoverflow.com/questions/74160318/azure-functions-keep-on-running-inserting-10x-values-in-database,,"Azure functions keep on running, inserting 10x values in Database",CC BY-SA 4.0,,,,
539,"['python', 'xcode', 'kivy']","{'account_id': 24384429, 'reputation': 1, 'user_id': 18315433, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/afd728dd542cde61366fe87b951bd302?s=256&d=identicon&r=PG', 'display_name': 'till', 'link': 'https://stackoverflow.com/users/18315433/till'}",False,17,,,1,-1,1667538976,1666343569,,74151388,https://stackoverflow.com/questions/74151388/kivy-widget-sizing-not-working-correctly-on-ios,,Kivy widget sizing not working correctly on IOS,CC BY-SA 4.0,,,,
540,"['python', 'tensorflow']","{'account_id': 26693277, 'reputation': 11, 'user_id': 20301535, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3A_ui3az4cqDRrAIxXVitRUOZj06sIY0AicvCe=k-s256', 'display_name': 'Roseanne', 'link': 'https://stackoverflow.com/users/20301535/roseanne'}",False,49,,,1,1,1667533613,1666359595,1666468245.0,74154534,https://stackoverflow.com/questions/74154534/what-is-model-trainable-variables,,What is model.trainable_variables?,CC BY-SA 4.0,,,,
541,"['python', 'pytorch', 'bert-language-model', 'pytorch-lightning']","{'account_id': 24362457, 'reputation': 1, 'user_id': 18296619, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57ef5f10921d3947f1598b43274ba045?s=256&d=identicon&r=PG', 'display_name': '0721', 'link': 'https://stackoverflow.com/users/18296619/0721'}",True,46,,74311847.0,1,0,1667532300,1666432045,1666432729.0,74162510,https://stackoverflow.com/questions/74162510/when-i-run-the-code-it-stops-when-the-sanity-check-dataloader-but-no-error-is,,"When I run the code, it stops when the sanity check dataloader, but no error is prompted",CC BY-SA 4.0,,,,
542,"['python', 'arrays', 'numpy', 'flatten']","{'account_id': 26523545, 'reputation': 1, 'user_id': 20156863, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/0odzH.png?s=256&g=1', 'display_name': 'Geksaedr', 'link': 'https://stackoverflow.com/users/20156863/geksaedr'}",False,31,,,2,0,1667530675,1665298715,,74002697,https://stackoverflow.com/questions/74002697/cant-transform-2d-array-to-1d-in-numpy,,Can&#39;t transform 2D array to 1D in numpy,CC BY-SA 4.0,,,,
543,"['python', 'opencv', 'computer-vision', 'camera-calibration']","{'account_id': 26784165, 'reputation': 1, 'user_id': 20378613, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e189f67d2b947ce0ba28df3d95a060ae?s=256&d=identicon&r=PG', 'display_name': 'Adrien Kinart', 'link': 'https://stackoverflow.com/users/20378613/adrien-kinart'}",False,44,,,1,-1,1667526834,1667217630,1667233561.0,74262965,https://stackoverflow.com/questions/74262965/undistort-image-containing-planar-object-of-known-dimensions-using-opencv-python,,Undistort image containing planar object of known dimensions using openCV python,CC BY-SA 4.0,,,,
544,"['python', 'pandas', 'dataframe']","{'account_id': 17388830, 'reputation': 23, 'user_id': 12599692, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-o7NOmwgChOI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdT0BJvzX7kj5XryYVi14_Iyznn5w/photo.jpg?sz=256', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/12599692/matt'}",True,55,,74247642.0,2,1,1667525225,1667065168,1667525225.0,74247463,https://stackoverflow.com/questions/74247463/how-to-count-the-amount-of-words-said-by-someone-pandas-dataframe,,How to count the amount of words said by someone pandas dataframe,CC BY-SA 4.0,,,,
545,"['python', 'dataframe', 'csv', 'txt']","{'account_id': 26365177, 'reputation': 1, 'user_id': 20020769, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee8501ef03e9fc0234ca2778326ac8f4?s=256&d=identicon&r=PG', 'display_name': 'Sirod', 'link': 'https://stackoverflow.com/users/20020769/sirod'}",False,55,,,2,-2,1667519152,1665262032,1667519152.0,74000431,https://stackoverflow.com/questions/74000431/how-do-i-turn-txt-file,,How do I turn txt file,CC BY-SA 4.0,,,,
546,"['python', 'pandas', 'dataframe', 'csv']","{'account_id': 26365177, 'reputation': 1, 'user_id': 20020769, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee8501ef03e9fc0234ca2778326ac8f4?s=256&d=identicon&r=PG', 'display_name': 'Sirod', 'link': 'https://stackoverflow.com/users/20020769/sirod'}",True,72,,,3,-1,1667519104,1665277084,1667519104.0,74001468,https://stackoverflow.com/questions/74001468/how-do-i-create,,How do I create,CC BY-SA 4.0,,,,
547,"['python', 'postgresql', 'ssh', 'psycopg2']","{'account_id': 16221044, 'reputation': 113, 'user_id': 11712575, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-zZyoVr8WS-I/AAAAAAAAAAI/AAAAAAAAG6s/SdLK2sfQPaQ/photo.jpg?sz=256', 'display_name': 'Jason Chan', 'link': 'https://stackoverflow.com/users/11712575/jason-chan'}",True,20,,74310213.0,1,0,1667514375,1666034394,,74102186,https://stackoverflow.com/questions/74102186/python-connection-to-postgres-over-ssh-incorrect-port,,Python Connection to Postgres over SSH- Incorrect port?,CC BY-SA 4.0,,,,
548,"['python', 'scrapy']","{'account_id': 11844408, 'reputation': 70, 'user_id': 8667315, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/bd1a2b47c230bf5f8ad61c110bc668e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'chrisHG', 'link': 'https://stackoverflow.com/users/8667315/chrishg'}",False,173,,,1,1,1667512332,1666655523,,74187876,https://stackoverflow.com/questions/74187876/scrapy-400-response-with-headers,,Scrapy - 400 Response with Headers,CC BY-SA 4.0,,,,
549,['python'],"{'account_id': 26618983, 'reputation': 3, 'user_id': 20237981, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/84dfc7883e96b2b9def908791932e746?s=256&d=identicon&r=PG', 'display_name': 'K.dj', 'link': 'https://stackoverflow.com/users/20237981/k-dj'}",True,74,,74104323.0,2,0,1667510226,1666040758,1666041865.0,74103233,https://stackoverflow.com/questions/74103233/splitting-files-from-a-single-folder-to-multiple-sub-folders-in-specific-ratio-u,,Splitting files from a single folder to multiple sub folders in specific ratio using Python,CC BY-SA 4.0,,,,
550,"['python', 'python-3.x', 'opencv', 'pyautogui']","{'account_id': 26779105, 'reputation': 1, 'user_id': 20374246, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e772cf2107325832921f06478b68b42?s=256&d=identicon&r=PG', 'display_name': 'iamverystuck', 'link': 'https://stackoverflow.com/users/20374246/iamverystuck'}",False,45,,,1,0,1667509627,1667162693,1667163510.0,74256634,https://stackoverflow.com/questions/74256634/pyautogui-locatecenteronscreen-is-getting-incorrect-coordinates-when-looking-f,,pyautogui.locateCenterOnScreen() is getting incorrect coordinates when looking for the Spotify pause button,CC BY-SA 4.0,,,,
551,"['python', 'openpyxl']","{'account_id': 1118072, 'reputation': 5880, 'user_id': 1106951, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/d6221712b8a07b08de8a9daed0f27979?s=256&d=identicon&r=PG', 'display_name': 'Behseini', 'link': 'https://stackoverflow.com/users/1106951/behseini'}",False,60,,,1,0,1667508102,1667107543,1667508102.0,74250704,https://stackoverflow.com/questions/74250704/how-to-loop-in-excel-sheet-while-has-data-in-row-using-openpyxl-and-loop-in-cell,,How to loop In Excel sheet while has data in row using openpyxl and loop in cell comma separated values,CC BY-SA 4.0,,,,
552,"['python', 'dictionary', 'subtraction', 'sorteddictionary']","{'account_id': 6766027, 'reputation': 35, 'user_id': 5211023, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/bNINL.jpg?s=256&g=1', 'display_name': 'Julien', 'link': 'https://stackoverflow.com/users/5211023/julien'}",True,54,,74156187.0,3,1,1667506976,1666366735,1666367084.0,74156060,https://stackoverflow.com/questions/74156060/subtracting-elements-from-sorted-dictionary-in-python,,Subtracting elements from sorted dictionary in Python,CC BY-SA 4.0,,,,
553,"['python', 'anaconda', 'conda', 'point-cloud-library']","{'account_id': 20636421, 'reputation': 11, 'user_id': 15150030, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhoekGAXNyy51hffQS3MtnK3FnvKV_2waA-d3ypMw=k-s256', 'display_name': 'ABh', 'link': 'https://stackoverflow.com/users/15150030/abh'}",False,37,,,2,0,1667503200,1667191455,,74258820,https://stackoverflow.com/questions/74258820/not-able-to-install-point-cloud-library-onto-python-using-conda,,Not able to install Point Cloud Library onto python using conda,CC BY-SA 4.0,,,,
554,"['python', 'windows-task-scheduler', 'try-finally']","{'account_id': 19828600, 'reputation': 19, 'user_id': 14523673, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-cHHrCI-Ff78/AAAAAAAAAAI/AAAAAAAAAIE/AMZuucka_0IoV1w0EW56ainRAqq6yIHzSA/s96-c/photo.jpg?sz=256', 'display_name': 'Marty', 'link': 'https://stackoverflow.com/users/14523673/marty'}",True,35,,,1,0,1667502312,1665892525,1667502312.0,74084498,https://stackoverflow.com/questions/74084498/how-to-still-execute-finally-block-when-the-code-is-stopped-through-task-schedul,,How to still execute finally block when the code is stopped through Task Scheduler?,CC BY-SA 4.0,,,,
555,"['python', 'pandas', 'group-by', 'cumsum']","{'account_id': 10804554, 'reputation': 122, 'user_id': 7947274, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/dgrOR.png?s=256&g=1', 'display_name': 'adm-gis', 'link': 'https://stackoverflow.com/users/7947274/adm-gis'}",True,78,,74280808.0,1,2,1667502058,1666045474,1667502058.0,74103887,https://stackoverflow.com/questions/74103887/pandas-cumsum-on-a-groupby-object-with-a-boolean-condition,,Pandas cumsum on a groupby object with a boolean condition,CC BY-SA 4.0,,,,
556,"['python', 'tensorflow', 'tensorflow-hub']","{'account_id': 26743742, 'reputation': 1, 'user_id': 20344105, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/368325dee7ac9d6f784c339b41ca8164?s=256&d=identicon&r=PG', 'display_name': 'davo', 'link': 'https://stackoverflow.com/users/20344105/davo'}",False,54,,,0,0,1667501899,1666829838,1667501899.0,74215485,https://stackoverflow.com/questions/74215485/modulenotfounderror-no-module-named-tensorflow-core-kernels-tensorflow-impo,,&quot;ModuleNotFoundError: No module named &#39;tensorflow.core.kernels&#39;&quot; tensorflow imports but tensorflow_hub does not,CC BY-SA 4.0,,,,
557,"['python', 'docker', 'docker-compose', 'fastapi', 'uvicorn']","{'account_id': 6884411, 'reputation': 53, 'user_id': 5290042, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/77b72ae261bdcbc531d82e6fae31ec7d?s=256&d=identicon&r=PG', 'display_name': 'Even0900', 'link': 'https://stackoverflow.com/users/5290042/even0900'}",True,450,,,1,1,1667499938,1665006249,1665007656.0,73966627,https://stackoverflow.com/questions/73966627/uvicorn-reload-using-watchfiles-is-not-working-for-fastapi-in-docker-container,,Uvicorn --reload using WatchFiles is not working for FastAPI in Docker container,CC BY-SA 4.0,,,,
558,"['python', 'string', 'list']","{'account_id': 19108489, 'reputation': 103, 'user_id': 13955981, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1dba6686d492984a4492c929640f1518?s=256&d=identicon&r=PG', 'display_name': 'Alejandra', 'link': 'https://stackoverflow.com/users/13955981/alejandra'}",False,68,,,2,2,1667498692,1666821800,1667498692.0,74214710,https://stackoverflow.com/questions/74214710/represent-list-of-dicts-as-a-string,,represent list of dicts as a string,CC BY-SA 4.0,,,,
