,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,accepted_answer_id,protected_date
47,"['python', 'python-3.x', 'pandas', 'opencv', 'raspberry-pi']","{'account_id': 18667414, 'reputation': 158, 'user_id': 18250923, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgDGjoeSiuvO3H0EOWLUvuhq2buuTwP7U8bx6PPYA=k-s256', 'display_name': 'tuurtje11', 'link': 'https://stackoverflow.com/users/18250923/tuurtje11'}",True,166,1,0,1668938703,1661532135,1661544724.0,73504173,CC BY-SA 4.0,https://stackoverflow.com/questions/73504173/raspberry-pi-4-cv2-and-pandas-importerror,raspberry pi 4 cv2 and pandas importError,,,,
48,"['python', 'web-applications', 'streamlit']","{'account_id': 22373580, 'reputation': 21, 'user_id': 18825210, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GizAlgUMsK-zMk8zMSw-f0EpxjZx5X3_lK2C11bSw=k-s256', 'display_name': 'gunjan verma', 'link': 'https://stackoverflow.com/users/18825210/gunjan-verma'}",True,1669,2,2,1668924740,1660922980,1661799531.0,73419067,CC BY-SA 4.0,https://stackoverflow.com/questions/73419067/streamlit-app-keep-showing-please-wait-and-give-error-in-terminal,Streamlit app keep showing &quot;Please wait...&quot; and give error in terminal,,,,
49,"['python', 'pandas', 'list', 'dataframe']","{'account_id': 25782993, 'reputation': 33, 'user_id': 19701076, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmkC5HmA5uOzuOSxnfj7wyf8NA_ySg52kLJF4K7C=k-s256', 'display_name': 'Quante', 'link': 'https://stackoverflow.com/users/19701076/quante'}",True,64,3,3,1668913294,1659716600,1660036184.0,73252746,CC BY-SA 4.0,https://stackoverflow.com/questions/73252746/sorting-and-grouping-pandas-dataframe-in-a-weird-manner,Sorting and grouping pandas dataframe in a weird manner,,,73253012.0,
50,"['python', 'postgresql', 'psycopg2']","{'account_id': 25951990, 'reputation': 1, 'user_id': 19669896, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucpA1skoTIkEh4MHyPNHeTdGALzLPEPtO0nN-r2_yw=k-s256', 'display_name': 'David M', 'link': 'https://stackoverflow.com/users/19669896/david-m'}",False,181,1,0,1668906868,1659392558,,73200153,CC BY-SA 4.0,https://stackoverflow.com/questions/73200153/how-to-ignore-duplicate-keys-using-the-psycopg2-copy-from-command-copying-csv-f,How to ignore duplicate keys using the psycopg2 copy_from command copying .csv file into postgresql database,,,,
51,"['python', 'pandas', 'database', 'dataframe', 'match']","{'account_id': 26023425, 'reputation': 1, 'user_id': 19730727, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmktvRZIdCRchuEoATZJp-fTNvC9ypAp1BQueuKU=k-s256', 'display_name': 'Harry', 'link': 'https://stackoverflow.com/users/19730727/harry'}",False,103,0,0,1668882687,1660085891,,73298934,CC BY-SA 4.0,https://stackoverflow.com/questions/73298934/how-to-find-match-names-between-two-columns-in-pandas-dataframe,How to find match names between two columns in pandas dataframe?,,,,
52,"['python', 'heroku', 'video', 'download', 'pytube']","{'account_id': 22083052, 'reputation': 1, 'user_id': 16342343, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e4115c541e4209d999d20ecfccd7dac7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anwar Hasan', 'link': 'https://stackoverflow.com/users/16342343/anwar-hasan'}",False,158,0,0,1668876368,1661269358,1661269642.0,73461567,CC BY-SA 4.0,https://stackoverflow.com/questions/73461567/how-to-download-youtube-video-using-pytube-to-cliant-local-drive-not-to-server-s,how to download youtube video using pytube to cliant local drive not to server side,,,,
53,"['python', 'anaconda']","{'account_id': 16216886, 'reputation': 77, 'user_id': 11709491, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-NiO-SYLxGmU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfhKruq8XCp7BP5VbE0te5s9VmDjw/photo.jpg?sz=256', 'display_name': 'RadaD', 'link': 'https://stackoverflow.com/users/11709491/radad'}",True,200,3,0,1668873655,1661787693,,73531265,CC BY-SA 4.0,https://stackoverflow.com/questions/73531265/no-module-named-bcolors-although-requirement-already-satisfied,No module named &#39;bcolors&#39; although &#39;Requirement already satisfied&#39;,,,,
54,"['python', 'django', 'bpmn']","{'account_id': 9022178, 'reputation': 61, 'user_id': 6722877, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ce8fea6dbd789a97898f7f7902eb74f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zahra Ebrahimi', 'link': 'https://stackoverflow.com/users/6722877/zahra-ebrahimi'}",False,78,1,1,1668850472,1661926397,,73551571,CC BY-SA 4.0,https://stackoverflow.com/questions/73551571/multi-user-parallel-dynamic-workflow-in-django,Multi-User &amp; parallel &amp; Dynamic workflow in Django,,,,
55,"['python', 'django', 'machine-learning', 'scikit-learn', 'joblib']","{'account_id': 25958303, 'reputation': 11, 'user_id': 19675333, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26e67c8391beeacb542e65e195526d44?s=256&d=identicon&r=PG', 'display_name': 'Pavel Demeshkevich', 'link': 'https://stackoverflow.com/users/19675333/pavel-demeshkevich'}",True,183,2,0,1668843841,1659451573,1659471876.0,73209533,CC BY-SA 4.0,https://stackoverflow.com/questions/73209533/attributeerror-module-main-has-no-attribute-cleaner,AttributeError: module &#39;__main__&#39; has no attribute &#39;cleaner&#39;,,,,
56,"['python', 'breadth-first-search', 'shortest-path']","{'account_id': 23933108, 'reputation': 25, 'user_id': 17927271, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJw96ZDNqlIAookddrqfCljIe-H9QRbYVoyAmdjG=k-s256', 'display_name': 'Learner120', 'link': 'https://stackoverflow.com/users/17927271/learner120'}",True,109,1,1,1668815568,1661494795,1661496878.0,73496822,CC BY-SA 4.0,https://stackoverflow.com/questions/73496822/find-shortest-path-on-graph-with-1-character-difference,Find shortest path on graph with 1 character difference,,,73503833.0,
57,"['python', 'plotly']","{'account_id': 20830426, 'reputation': 85, 'user_id': 15299852, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26cc41260680180ac47e74ae2c5a361a?s=256&d=identicon&r=PG&f=1', 'display_name': 'prof31', 'link': 'https://stackoverflow.com/users/15299852/prof31'}",True,3362,3,1,1668789571,1660014046,1663466247.0,73286085,CC BY-SA 4.0,https://stackoverflow.com/questions/73286085/typeerror-class-numpy-typing-dtype-like-supportsdtype-is-not-a-generic-c,&quot;TypeError: &lt;class &#39;numpy.typing._dtype_like._SupportsDType&#39;&gt; is not a generic class&quot; when importing the plotly.express library,,,,
58,"['python', 'unix', 'offline', 'pypdf2', 'rhel8']","{'account_id': 26040880, 'reputation': 1, 'user_id': 19745720, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucrijBUJ5-8OZ61pSUEAR2p1E6Dww3q1stVjXTJL5w=k-s256', 'display_name': 'user19745720', 'link': 'https://stackoverflow.com/users/19745720/user19745720'}",False,117,2,0,1668778396,1660244804,1660246913.0,73325743,CC BY-SA 4.0,https://stackoverflow.com/questions/73325743/rhel-8-unable-to-complete-pypdf2-offline-installation-due-to-typing-extensions,RHEL 8 - Unable to complete pyPDF2 offline installation due to typing_extensions,,,,
59,"['python', 'pandas', 'dataframe', 'nan', 'streamlit']","{'account_id': 8570814, 'reputation': 675, 'user_id': 6421801, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c8610f52c14896332c81c74dded3dc27?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joel Sullivan', 'link': 'https://stackoverflow.com/users/6421801/joel-sullivan'}",True,364,2,2,1668771817,1660335649,1660336705.0,73339413,CC BY-SA 4.0,https://stackoverflow.com/questions/73339413/how-can-i-hide-na-nan-values-with-st-dataframe-or-st-table-in-streamli,How can I hide &quot;&lt;NA&gt;&quot; (NaN) values with st.dataframe() or st.table() in Streamlit?,,,,
60,"['python', 'apache-kafka', 'kafka-consumer-api', 'pytest-mock', 'confluent-kafka-python']","{'account_id': 25552431, 'reputation': 5, 'user_id': 19336596, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1eee06b833365ebf60277c6deae29a2d?s=256&d=identicon&r=PG&f=1', 'display_name': 'PRAJAKTA DHIVAR', 'link': 'https://stackoverflow.com/users/19336596/prajakta-dhivar'}",False,58,1,0,1668769052,1660040991,1668737497.0,73290315,CC BY-SA 4.0,https://stackoverflow.com/questions/73290315/how-can-i-fix-typeerror-cant-set-attributes-of-built-in-extension-type-cimpl,how can I fix TypeError: can&#39;t set attributes of built-in/extension type &#39;cimpl.Consumer&#39;,,,,
61,"['python', 'httpx']","{'account_id': 22901646, 'reputation': 11, 'user_id': 17040272, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyc5OmzHRKDgipIGDtmQVFGX6ys4TySCiNVLcw=k-s256', 'display_name': 'Amit Jain', 'link': 'https://stackoverflow.com/users/17040272/amit-jain'}",False,22,0,1,1668742559,1660289000,1668742559.0,73330602,CC BY-SA 4.0,https://stackoverflow.com/questions/73330602/closedresourceerror-intermittently-when-using-httpx-asyncclient-to-send-the-requ,closedResourceError intermittently when using httpx asyncclient to send the request,,,,
62,"['python', 'optuna']","{'account_id': 5745913, 'reputation': 1115, 'user_id': 4537160, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://lh5.googleusercontent.com/-eopRm1RsmD0/AAAAAAAAAAI/AAAAAAAAA7o/ILqdWSiUjTM/photo.jpg?sz=256', 'display_name': 'Carlo', 'link': 'https://stackoverflow.com/users/4537160/carlo'}",True,57,1,0,1668721493,1661950570,,73556231,CC BY-SA 4.0,https://stackoverflow.com/questions/73556231/optuna-recover-original-study-name-to-load-db-file,"Optuna, recover original study name to load .db file",,,74482458.0,
63,"['python', 'spring-boot', 'websocket']","{'account_id': 20024500, 'reputation': 13, 'user_id': 14678665, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3526f4c77dde6b15618e997edbb65ce7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Leeuh', 'link': 'https://stackoverflow.com/users/14678665/leeuh'}",False,233,0,0,1668680020,1660917089,,73417850,CC BY-SA 4.0,https://stackoverflow.com/questions/73417850/invalid-sockjs-path-required-to-have-3-path-segments-error-with-websockets,&quot;Invalid SockJS path - required to have 3 path segments&quot;-error with websockets,,,,
64,['python'],"{'account_id': 24922191, 'reputation': 31, 'user_id': 18790346, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJw8pG7SSc5WH_XG3rWlVIrR0peWwLgx4ebDG-27=k-s256', 'display_name': 'Oluwadamilare Alani', 'link': 'https://stackoverflow.com/users/18790346/oluwadamilare-alani'}",False,206,2,2,1668657968,1661314293,1661315199.0,73467342,CC BY-SA 4.0,https://stackoverflow.com/questions/73467342/how-can-i-change-the-orientation-of-a-pdf-document-from-portrait-to-landscape-i,How can I change the orientation of a .pdf document from Portrait to Landscape in Python,,,,
65,"['python', 'flask', 'flask-mail']","{'account_id': 15193812, 'reputation': 33, 'user_id': 10963792, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-sJmjJCrh-qg/AAAAAAAAAAI/AAAAAAAAAJg/_XLI0qS6Cbg/photo.jpg?sz=256', 'display_name': 'Diggty66', 'link': 'https://stackoverflow.com/users/10963792/diggty66'}",False,44,1,0,1668636900,1661271289,1668287780.0,73462012,CC BY-SA 4.0,https://stackoverflow.com/questions/73462012/after-updating-flask-mail-not-sending-emails,After updating flask-mail not sending emails,,,,
66,"['python', 'python-3.x', 'matplotlib', 'map-projections', 'insets']","{'account_id': 13984921, 'reputation': 123, 'user_id': 10241491, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vf8AS.jpg?s=256&g=1', 'display_name': 'Daddy Kropotkin', 'link': 'https://stackoverflow.com/users/10241491/daddy-kropotkin'}",True,107,2,1,1668634301,1660905777,1661161122.0,73415539,CC BY-SA 4.0,https://stackoverflow.com/questions/73415539/how-to-make-an-inset-plot-with-mollweide-projection,How to make an inset plot with mollweide projection?,,,,
67,"['python', 'pandas', 'numpy', 'fuzzy', 'skfuzzy']","{'account_id': 23271733, 'reputation': 1, 'user_id': 17356474, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/67c2b6086e6fd117cf8b4ded05592250?s=256&d=identicon&r=PG', 'display_name': 'Rafał', 'link': 'https://stackoverflow.com/users/17356474/rafa%c5%82'}",False,108,1,0,1668621421,1660650829,,73373581,CC BY-SA 4.0,https://stackoverflow.com/questions/73373581/skfuzzy-get-membership-value-from-output,Skfuzzy - get membership value from output,,,,
68,"['python', 'spatial', 'geopandas', 'pysal']","{'account_id': 4640755, 'reputation': 9333, 'user_id': 3935035, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/370b7aad76088f41a3bf9ee5020bc0e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'four-eyes', 'link': 'https://stackoverflow.com/users/3935035/four-eyes'}",False,37,0,0,1668620003,1659692049,1668620003.0,73247621,CC BY-SA 4.0,https://stackoverflow.com/questions/73247621/pysal-spatial-lag-returns-unexpected-result-in-python,PySal: Spatial Lag returns unexpected result in Python,,,,
69,"['python', 'numpy', 'svd', 'infinity']","{'account_id': 13629629, 'reputation': 103, 'user_id': 13308535, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c7fb8ac7c6f8d6e281816889b3819a6e?s=256&d=identicon&r=PG&f=1', 'display_name': 'user196574', 'link': 'https://stackoverflow.com/users/13308535/user196574'}",True,81,1,0,1668614736,1659655947,1659660574.0,73243207,CC BY-SA 4.0,https://stackoverflow.com/questions/73243207/numpy-svd-gives-infinite-singular-values-for-array-with-finite-elements,Numpy SVD gives infinite singular values for array with finite elements,,,,
70,"['python', 'visual-studio-code', 'scikit-learn', 'anaconda']","{'account_id': 24424860, 'reputation': 53, 'user_id': 18350572, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aef2b60b50372f20181ea06e949b4f74?s=256&d=identicon&r=PG', 'display_name': 'prernaroy', 'link': 'https://stackoverflow.com/users/18350572/prernaroy'}",True,283,3,1,1668598565,1659446798,1659521623.0,73208411,CC BY-SA 4.0,https://stackoverflow.com/questions/73208411/sklearn-module-not-found-when-using-vscode-but-works-fine-in-jupyter-notebook,"sklearn module not found when using VSCode, but works fine in Jupyter Notebook?",,,,
71,"['python', 'pandas', 'ocr', 'text-recognition']","{'account_id': 26115356, 'reputation': 1, 'user_id': 19808588, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/969d8a1776c2a55f760d4f4ac996e692?s=256&d=identicon&r=PG', 'display_name': 'bonjoery', 'link': 'https://stackoverflow.com/users/19808588/bonjoery'}",False,70,2,0,1668595425,1661003794,1661003926.0,73427276,CC BY-SA 4.0,https://stackoverflow.com/questions/73427276/finding-the-most-likely-correct-string-from-multiple-ocr-results-of-the-same-tex,Finding the most likely correct string from multiple OCR results of the same text in Python,,,,
72,"['python', 'machine-learning', 'openai']","{'account_id': 4625981, 'reputation': 1714, 'user_id': 3749797, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/b3d2e8eb816d6731a184c10116e15569?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/3749797/nick'}",True,407,3,1,1668593737,1659295696,1659309496.0,73186315,CC BY-SA 4.0,https://stackoverflow.com/questions/73186315/openai-command-not-found-mac,openai command not found (mac),,,73186415.0,
73,"['python', 'pyinstaller', 'pyarmor']","{'account_id': 25898548, 'reputation': 1, 'user_id': 19624812, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mMrOv.jpg?s=256&g=1', 'display_name': 'docbrown-git', 'link': 'https://stackoverflow.com/users/19624812/docbrown-git'}",False,74,0,0,1668590215,1661778342,1661940787.0,73529251,CC BY-SA 4.0,https://stackoverflow.com/questions/73529251/pyarmor-with-pyinstaller-to-one-file-exe-raises-unhandled-exception-error,PyArmor with PyInstaller to One-file EXE raises Unhandled exception error,,,,
74,"['python', 'visual-studio-code', 'pafy']","{'account_id': 23175570, 'reputation': 27, 'user_id': 17274150, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhFKiTIQN04w7t9D8aX__RPjHDNZKpTbNiQhhbJBg=k-s256', 'display_name': 'grozan programer', 'link': 'https://stackoverflow.com/users/17274150/grozan-programer'}",False,166,2,0,1668578749,1661695528,1661696008.0,73519353,CC BY-SA 4.0,https://stackoverflow.com/questions/73519353/python-pafy-youtube-to-mp3-error-keyerror-dislike-count,"python pafy youtube to mp3 error, KeyError: &#39;dislike_count&#39;",,,,
75,"['python', 'numpy', 'python-2.7', 'tensorflow', 'tensorflow2.0']","{'account_id': 26083308, 'reputation': 11, 'user_id': 19781082, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucrV2zIWRNYSSM2QVSUev17Bf4xs3oxeuhmR6eCxwA=k-s256', 'display_name': 'Tamilselvi S', 'link': 'https://stackoverflow.com/users/19781082/tamilselvi-s'}",False,11798,1,1,1668567765,1660714127,1660795406.0,73383268,CC BY-SA 4.0,https://stackoverflow.com/questions/73383268/i-am-getting-error-like-input-1-of-layer-model-5-is-incompatible-with-the-lay,"I am getting error like &quot;Input 1 of layer &quot;model_5&quot; is incompatible with the layer: expected shape=(None, 224, 224, 3), found shape=(None, 5)",,,,
76,"['python', 'pagination', 'iteration', 'get-request', 'next-link']","{'account_id': 25950055, 'reputation': 1, 'user_id': 19668242, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/44ddac28a7a780d5089fb3dda34feb0f?s=256&d=identicon&r=PG', 'display_name': 'siva', 'link': 'https://stackoverflow.com/users/19668242/siva'}",False,133,0,0,1668566767,1660163910,,73312454,CC BY-SA 4.0,https://stackoverflow.com/questions/73312454/how-to-iterate-over-odata-nextlink-from-api-response-and-append-the-data-to-a-f,How to Iterate over @odata.nextLink from API response and append the data to a file?,,,,
77,"['python', 'tensorflow', 'apple-m1', 'rosetta']","{'account_id': 26140734, 'reputation': 13, 'user_id': 19830165, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmnakE7lX2gSNa8YcKGhxqNChgsdL0gaaHQ6yFiB=k-s256', 'display_name': 'Kev', 'link': 'https://stackoverflow.com/users/19830165/kev'}",True,186,1,1,1668552461,1661268514,1668552461.0,73461385,CC BY-SA 4.0,https://stackoverflow.com/questions/73461385/m1-mac-tensorflow-vs-code-rosetta2,M1 Mac Tensorflow VS Code Rosetta2,,,,
78,"['python', 'pytorch', 'huggingface-transformers', 'tensorboard']","{'account_id': 14232755, 'reputation': 21, 'user_id': 10281500, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9981d5062bb100bffd2d77295e78a6d0?s=256&d=identicon&r=PG&f=1', 'display_name': 'anna-kay', 'link': 'https://stackoverflow.com/users/10281500/anna-kay'}",False,366,2,1,1668551944,1659979854,1668547296.0,73281901,CC BY-SA 4.0,https://stackoverflow.com/questions/73281901/is-there-a-way-to-plot-training-and-validation-losses-on-the-same-graph-with-hug,Is there a way to plot training and validation losses on the same graph with HuggingFace TrainerAPI?,,,,
79,"['python', 'anaconda3']","{'account_id': 3276257, 'reputation': 21, 'user_id': 2758178, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'VagabondEngineer', 'link': 'https://stackoverflow.com/users/2758178/vagabondengineer'}",True,3001,4,0,1668550025,1659328845,1659356446.0,73188906,CC BY-SA 4.0,https://stackoverflow.com/questions/73188906/anaconda-navigator-app-missing-after-installation-on-m1-macos-monterey,Anaconda-Navigator.app missing after installation on M1 macOS Monterey,,,73194698.0,
80,['python'],"{'account_id': 2510800, 'reputation': 677, 'user_id': 2183336, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e6be73db9bdc5143059be4b85bf94866?s=256&d=identicon&r=PG', 'display_name': 'user2183336', 'link': 'https://stackoverflow.com/users/2183336/user2183336'}",True,2005,1,0,1668541229,1660266314,1668541229.0,73328296,CC BY-SA 4.0,https://stackoverflow.com/questions/73328296/typeerror-person-takes-1-positional-argument-but-2-were-given,TypeError: Person() takes 1 positional argument but 2 were given,,,73328314.0,
81,"['python', 'pandas', 'anytree']","{'account_id': 25975691, 'reputation': 1, 'user_id': 19690172, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmlOCZBGwPwXRZsJBSA-fXQrrnBqNn79yLOPSIcCSA=k-s256', 'display_name': 'wiwcomm', 'link': 'https://stackoverflow.com/users/19690172/wiwcomm'}",False,101,1,0,1668526601,1659607634,1659608028.0,73234034,CC BY-SA 4.0,https://stackoverflow.com/questions/73234034/construct-anytree-from-pandas-dataframe-with-multiple-parents,Construct anytree from pandas DataFrame with multiple parents,,,,
82,"['python', 'unit-testing', 'databricks']","{'account_id': 2792130, 'reputation': 607, 'user_id': 2402166, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/12262e3679adb9c9e898250e5da5b98f?s=256&d=identicon&r=PG', 'display_name': 'Blue Otter Hat', 'link': 'https://stackoverflow.com/users/2402166/blue-otter-hat'}",True,145,2,0,1668515378,1660836077,,73405613,CC BY-SA 4.0,https://stackoverflow.com/questions/73405613/using-assert-statements-only-through-microsoft-nutter-to-unit-test-raised-except,Using assert statements only through Microsoft Nutter to unit test raised exception in Databricks notebooks,,,,
83,"['python', 'reactjs', 'pyscript']","{'account_id': 11292876, 'reputation': 1372, 'user_id': 8281276, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63c8b6d7ae99659965776b9e0a9b7c48?s=256&d=identicon&r=PG&f=1', 'display_name': 'Watanabe.N', 'link': 'https://stackoverflow.com/users/8281276/watanabe-n'}",False,927,1,1,1668502521,1659521160,,73219847,CC BY-SA 4.0,https://stackoverflow.com/questions/73219847/how-to-run-pyscript-in-react,How to run Pyscript in React?,,,,
84,"['python', 'json', 'module']","{'account_id': 24547828, 'reputation': 38, 'user_id': 18457392, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GioZiwuIz7Qu8lJ8jtPR-iLRLweM3uNndXjWRNbZw=k-s256', 'display_name': 'Dinujaya Sandaruwan', 'link': 'https://stackoverflow.com/users/18457392/dinujaya-sandaruwan'}",False,95,1,0,1668454703,1660417045,1660417765.0,73346941,CC BY-SA 4.0,https://stackoverflow.com/questions/73346941/how-to-use-responses-in-neuralintents-python-library,How to use responses in neuralintents python library,,,,
85,"['python', 'text', 'group']","{'account_id': 25403767, 'reputation': 27, 'user_id': 19212804, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe280523b14dee639a4937b27089184c?s=256&d=identicon&r=PG', 'display_name': 'leilei', 'link': 'https://stackoverflow.com/users/19212804/leilei'}",False,91,0,0,1668447266,1661589281,1668447266.0,73509477,CC BY-SA 4.0,https://stackoverflow.com/questions/73509477/how-to-group-based-on-text-similarity,How to group based on text similarity?,,,,
86,"['python', 'pandas']","{'account_id': 25498478, 'reputation': 35, 'user_id': 19292184, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0bda476fcf6d4882291b3f56910ba6fa?s=256&d=identicon&r=PG', 'display_name': 'Egor', 'link': 'https://stackoverflow.com/users/19292184/egor'}",True,76,4,2,1668444958,1660031297,1660031515.0,73288227,CC BY-SA 4.0,https://stackoverflow.com/questions/73288227/how-to-separate-column-in-dataframe-pandas,How to separate column in dataframe pandas,,,73288366.0,
87,"['python', 'mysql', 'django', 'pymysql']","{'account_id': 6361581, 'reputation': 53, 'user_id': 4936929, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5992b6117f10c371b2532f5e7ebcb2c8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anant', 'link': 'https://stackoverflow.com/users/4936929/anant'}",True,115,1,0,1668435679,1659596435,1661158015.0,73231565,CC BY-SA 4.0,https://stackoverflow.com/questions/73231565/django-module-pymysql-auth-has-no-attribute-scramble-old-password,Django - module &#39;pymysql._auth&#39; has no attribute &#39;scramble_old_password&#39;,,,74433134.0,
88,"['python', 'android', 'kivy', 'buildozer', 'lottie']","{'account_id': 20430211, 'reputation': 48, 'user_id': 14989228, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-z7XhbNlZGpY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckt482Y_E88dGAx1mZ5lBljlYykWQ/s96-c/photo.jpg?sz=256', 'display_name': 'Genaro.exe', 'link': 'https://stackoverflow.com/users/14989228/genaro-exe'}",False,401,2,2,1668433383,1659474511,1659646868.0,73213831,CC BY-SA 4.0,https://stackoverflow.com/questions/73213831/replace-default-loading-screen-image-with-custom-animation,Replace default loading screen image with custom animation,,,,
89,"['python', 'django', 'django-rest-framework', 'django-validation']","{'account_id': 16959986, 'reputation': 303, 'user_id': 12267349, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/336e8174b99392f037a0bbd1fc5f3b64?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kev', 'link': 'https://stackoverflow.com/users/12267349/kev'}",True,93,2,1,1668431840,1659682314,1668425918.0,73245753,CC BY-SA 4.0,https://stackoverflow.com/questions/73245753/how-to-write-unit-test-validationerror-case-in-response-by-use-client-post,How to write unit test ValidationError case in response by use client.post()?,,,73245904.0,
90,"['python', 'django', 'django-models', 'django-rest-framework']","{'account_id': 16959986, 'reputation': 303, 'user_id': 12267349, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/336e8174b99392f037a0bbd1fc5f3b64?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kev', 'link': 'https://stackoverflow.com/users/12267349/kev'}",True,84,2,1,1668425960,1659323746,1668425960.0,73188517,CC BY-SA 4.0,https://stackoverflow.com/questions/73188517/how-to-only-perform-action-once-instance-created,How to only perform action once instance created?,,,73188533.0,
91,"['python', 'pandas']","{'account_id': 9925656, 'reputation': 845, 'user_id': 7347345, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/gC4ZQ.png?s=256&g=1', 'display_name': 'Jannik', 'link': 'https://stackoverflow.com/users/7347345/jannik'}",True,57,3,1,1668407892,1661518495,,73501348,CC BY-SA 4.0,https://stackoverflow.com/questions/73501348/calculate-conditional-probabilities-in-pandas,Calculate conditional probabilities in pandas,,,73501511.0,
92,"['python', 'machine-learning', 'keras', 'mlp']","{'account_id': 12851060, 'reputation': 1, 'user_id': 9295970, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-huBLPCIZxK4/AAAAAAAAAAI/AAAAAAAAABs/Un397Ax8KFU/photo.jpg?sz=256', 'display_name': 'Gehad', 'link': 'https://stackoverflow.com/users/9295970/gehad'}",False,156,1,0,1668406843,1659357463,1659357600.0,73193789,CC BY-SA 4.0,https://stackoverflow.com/questions/73193789/attributeerror-model-object-has-no-attribute-output-tensor-cache,AttributeError: &#39;Model&#39; object has no attribute &#39;_output_tensor_cache&#39;,,,,
