,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason
177,"['python', 'scipy', 'differential-equations', 'runge-kutta']","{'account_id': 11858192, 'reputation': 619, 'user_id': 12468539, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/yJIMq.jpg?s=256&g=1', 'display_name': 'ChaddRobertson', 'link': 'https://stackoverflow.com/users/12468539/chaddrobertson'}",True,3245,1,0,1662551412,1600424672,63953924,CC BY-SA 4.0,https://stackoverflow.com/questions/63953924/issue-understanding-scipy-integrate-rk45-requirements,Issue understanding scipy.integrate.RK45 requirements,1662551412.0,63954744.0,,,
178,"['python', 'opencv', 'imagej', 'particles', 'feret-value']","{'account_id': 15935250, 'reputation': 43, 'user_id': 11890108, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-9EedzlR7EjM/AAAAAAAAAAI/AAAAAAAAALc/u-8m2RrdepQ/photo.jpg?sz=256', 'display_name': 'Srikrishnarka Pillalamarri', 'link': 'https://stackoverflow.com/users/11890108/srikrishnarka-pillalamarri'}",True,1243,1,0,1662541701,1600549446,63973364,CC BY-SA 4.0,https://stackoverflow.com/questions/63973364/measuring-feret-diameter-of-microscopic-particles-using-python-opencv,Measuring feret diameter of microscopic particles using Python OpenCV,1662541701.0,,,,
179,"['python', 'visual-studio-code']","{'account_id': 18770925, 'reputation': 29, 'user_id': 13687752, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d96b0d60aa6fe70378c0a1d4c6447552?s=256&d=identicon&r=PG&f=1', 'display_name': 'Venyl', 'link': 'https://stackoverflow.com/users/13687752/venyl'}",True,15906,3,2,1662534725,1599340327,63758560,CC BY-SA 4.0,https://stackoverflow.com/questions/63758560/how-to-hide-the-file-path-displaying-in-visual-studio-codes-terminal,How to hide the file path displaying in Visual Studio Code&#39;s terminal,1662534725.0,,,,
180,"['javascript', 'python', 'web-scraping', 'data-science', 'python-requests-html']","{'account_id': 13276778, 'reputation': 41, 'user_id': 11330624, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/--IdcPFCpmmo/AAAAAAAAAAI/AAAAAAAAAFo/LxwavWsw2Ls/photo.jpg?sz=256', 'display_name': 'Lucas Cesar', 'link': 'https://stackoverflow.com/users/11330624/lucas-cesar'}",False,1494,1,3,1662471806,1600420202,63952772,CC BY-SA 4.0,https://stackoverflow.com/questions/63952772/error-attributeerror-coroutine-object-has-no-attribute-newpage-when-doing,error: AttributeError: &#39;coroutine&#39; object has no attribute &#39;newPage&#39; when doing youtube webscraping,,,,,
181,"['python', 'fastapi', 'python-dataclasses', 'pydantic']","{'account_id': 1023861, 'reputation': 6235, 'user_id': 1179137, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/561be56442fcc03169b0c9cafb6b1626?s=256&d=identicon&r=PG', 'display_name': 'Salim Fadhley', 'link': 'https://stackoverflow.com/users/1179137/salim-fadhley'}",True,19260,2,37,1662464033,1599567093,63793662,CC BY-SA 4.0,https://stackoverflow.com/questions/63793662/how-to-give-a-pydantic-list-field-a-default-value,How to give a Pydantic list field a default value?,1611514182.0,63808835.0,,,
182,"['python', 'function', 'azure-functions']","{'account_id': 19623186, 'reputation': 13, 'user_id': 14363215, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7fa44f1db2386eed3e42ef5698178185?s=256&d=identicon&r=PG&f=1', 'display_name': 'Meridian-Fr', 'link': 'https://stackoverflow.com/users/14363215/meridian-fr'}",True,2653,2,1,1662459730,1601405588,64125892,CC BY-SA 4.0,https://stackoverflow.com/questions/64125892/using-azure-function-to-redirect-url-and-params-to-another-http-server-py,Using Azure Function to redirect URL and params to another HTTP Server )Py),,64147876.0,,,
183,['python'],"{'account_id': 19511255, 'reputation': 17, 'user_id': 14275174, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg-PhmRC5ODiue8EmmFhwQe1FmqVuei73LTDNbhBg=k-s256', 'display_name': 'help_me_pls', 'link': 'https://stackoverflow.com/users/14275174/help-me-pls'}",True,5053,3,0,1662428881,1601335465,64110876,CC BY-SA 4.0,https://stackoverflow.com/questions/64110876/how-do-i-ask-for-user-input-until-the-user-stops,How do I ask for user input until the user stops?,1601336558.0,64110913.0,,,
184,"['python', 'visual-studio-code', 'jupyter']","{'account_id': 6639817, 'reputation': 147, 'user_id': 6014796, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b2771055854b85637dffeec8407cbda?s=256&d=identicon&r=PG&f=1', 'display_name': 'Y Ahmed', 'link': 'https://stackoverflow.com/users/6014796/y-ahmed'}",True,15571,7,11,1662391797,1599051397,63706013,CC BY-SA 4.0,https://stackoverflow.com/questions/63706013/vs-code-not-registering-that-ipykernel-is-installed,VS Code not registering that ipykernel is installed,1662391788.0,,,,
185,"['python', 'diff', 'difflib']","{'account_id': 1547928, 'reputation': 386, 'user_id': 1441004, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd0631ecf116e0e2f75df6e1eaeef987?s=256&d=identicon&r=PG', 'display_name': 'user1441004', 'link': 'https://stackoverflow.com/users/1441004/user1441004'}",False,1270,2,2,1662385126,1600128050,63893283,CC BY-SA 4.0,https://stackoverflow.com/questions/63893283/difflib-ignore-whitespace-diffs-w-ndiff,difflib - ignore whitespace diffs w/ ndiff()?,1600131561.0,,,,
186,"['python', 'environment-variables', 'dotenv']","{'account_id': 14784826, 'reputation': 369, 'user_id': 10677337, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/tNZpl.jpg?s=256&g=1', 'display_name': 'Dylan Riley', 'link': 'https://stackoverflow.com/users/10677337/dylan-riley'}",True,10810,1,14,1662371781,1599769978,63837315,CC BY-SA 4.0,https://stackoverflow.com/questions/63837315/change-environment-variables-saved-in-env-file-with-python-and-dotenv,Change Environment Variables Saved In .env File With Python and dotenv,,63837452.0,,,
187,"['python', 'centos', 'odbc', 'pyodbc']","{'account_id': 5461038, 'reputation': 2149, 'user_id': 5373515, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/520496e0d16bd041342ac497ce8bb6d6?s=256&d=identicon&r=PG&f=1', 'display_name': 'jayko03', 'link': 'https://stackoverflow.com/users/5373515/jayko03'}",True,420,2,0,1662351347,1600117956,63891901,CC BY-SA 4.0,https://stackoverflow.com/questions/63891901/pyodbc-valueerror-month-must-be-in-1-12,pyodbc ValueError: month must be in 1.. 12,,,,,
188,"['python', 'geolocation', 'location', 'openstreetmap']","{'account_id': 19606336, 'reputation': 147, 'user_id': 14349925, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/61c73867a4f59c8ac7ba0060b89db3ed?s=256&d=identicon&r=PG&f=1', 'display_name': 'YannickAaron', 'link': 'https://stackoverflow.com/users/14349925/yannickaaron'}",False,1137,2,0,1662321460,1601298498,64102850,CC BY-SA 4.0,https://stackoverflow.com/questions/64102850/how-to-snap-coordinates-to-road-and-calculate-distance,How to snap coordinates to road and calculate distance,,,,,
189,"['python', 'module']","{'account_id': 11002334, 'reputation': 533, 'user_id': 8352986, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/358b001df155725f2ab4f10a7d928d9e?s=256&d=identicon&r=PG', 'display_name': 'Reza Ramezanpour', 'link': 'https://stackoverflow.com/users/8352986/reza-ramezanpour'}",True,1268,1,7,1662319787,1600187015,63906100,CC BY-SA 4.0,https://stackoverflow.com/questions/63906100/python-module-vs-sub-module-vs-package-vs-sub-package,Python module vs sub-module vs package vs sub-package,,63906462.0,,,
190,"['python', 'airflow']","{'account_id': 9104497, 'reputation': 2344, 'user_id': 6885516, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/8IeVQ.jpg?s=256&g=1', 'display_name': 'TheDataGuy', 'link': 'https://stackoverflow.com/users/6885516/thedataguy'}",True,356,1,1,1662316206,1601191603,64085949,CC BY-SA 4.0,https://stackoverflow.com/questions/64085949/airflow-declare-timestamp-as-a-variables-but-got-the-different-timestamp-for-eac,Airflow declare timestamp as a variables but got the different timestamp for each Task,1601192159.0,64101501.0,,,
191,['python'],"{'account_id': 19417727, 'reputation': 19, 'user_id': 14200807, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-spI-RiOQDyc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckfpM6tl8vLNZi3XjxSAg0WyDFYgQ/photo.jpg?sz=256', 'display_name': 'jasonmur', 'link': 'https://stackoverflow.com/users/14200807/jasonmur'}",False,549,1,-3,1662300035,1599551408,63789416,CC BY-SA 4.0,https://stackoverflow.com/questions/63789416/python-delete-all-folders-except-x,Python: Delete all folders except X,1599551532.0,,,,
192,"['javascript', 'python', 'python-imaging-library', 'image-resizing']","{'account_id': 1641238, 'reputation': 4798, 'user_id': 1513612, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4317e342d0453f8e8e3dc67be0127978?s=256&d=identicon&r=PG', 'display_name': 'Sev', 'link': 'https://stackoverflow.com/users/1513612/sev'}",False,318,1,2,1662147621,1601257754,64094978,CC BY-SA 4.0,https://stackoverflow.com/questions/64094978/using-python-pillow-in-front-end-angular,Using Python Pillow in front-end Angular,,,,,
193,"['python', 'youtube']","{'account_id': 19439313, 'reputation': 21, 'user_id': 14218084, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjmBFzkiXc1BNHaQubPK_rsnMHEccF47rOXmlhlag=k-s256', 'display_name': 'Matthew Paquette', 'link': 'https://stackoverflow.com/users/14218084/matthew-paquette'}",False,791,2,2,1662130010,1599177895,63733177,CC BY-SA 4.0,https://stackoverflow.com/questions/63733177/youtube-video-uploader-error-ssl-sslwantwriteerror-the-operation-did-not-comple,YouTube video uploader error ssl.SSLWantWriteError: The operation did not complete (write) (_ssl.c:2472),,,,,
194,"['python', 'pandas', 'matplotlib', 'seaborn', 'stacked-chart']","{'account_id': 10324036, 'reputation': 471, 'user_id': 10083382, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/610ef8e8fa863a55eb0e7f2de8fdd875?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lopez', 'link': 'https://stackoverflow.com/users/10083382/lopez'}",True,844,1,1,1662058524,1600189232,63906653,CC BY-SA 4.0,https://stackoverflow.com/questions/63906653/how-to-add-annotations-to-stacked-percentage-bar-plot,How to add annotations to stacked percentage bar plot,1662058493.0,63907679.0,,,
195,"['python', 'pandas']","{'account_id': 12025874, 'reputation': 1788, 'user_id': 8797830, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d4fcb3728cc624f1a3f54e7842f8b200?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chris90', 'link': 'https://stackoverflow.com/users/8797830/chris90'}",True,848,1,1,1662058397,1601245660,64093880,CC BY-SA 4.0,https://stackoverflow.com/questions/64093880/how-to-create-random-floats-and-add-them-as-a-dataframe-column,How to create random floats and add them as a dataframe column,1662058397.0,64094265.0,,,
196,"['python', 'machine-learning', 'scikit-learn', 'cross-validation', 'k-fold']","{'account_id': 19468609, 'reputation': 11, 'user_id': 14241439, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiB44vuFOBBA-XwTm9gCgIN9uA4pbqDJeSlB4AlkQ=k-s256', 'display_name': 'Rohit Kumar Singh', 'link': 'https://stackoverflow.com/users/14241439/rohit-kumar-singh'}",True,895,4,0,1662047988,1599570905,63794740,CC BY-SA 4.0,https://stackoverflow.com/questions/63794740/error-while-implementing-cross-validation,Error while implementing cross-validation,1599573854.0,,,,
197,"['python', 'selenium-webdriver', 'web', 'automation']","{'account_id': 19510759, 'reputation': 59, 'user_id': 14274764, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/867a2a5fb0ee0bcf84fc6d3f8e5a9760?s=256&d=identicon&r=PG&f=1', 'display_name': 'GIS_User2', 'link': 'https://stackoverflow.com/users/14274764/gis-user2'}",True,627,1,4,1661962023,1600085082,63883941,CC BY-SA 4.0,https://stackoverflow.com/questions/63883941/how-to-right-click-and-hold-it-in-selenium-python,How to right click and hold it in selenium python,,,,,
198,"['javascript', 'python', 'pyodide']","{'account_id': 12171331, 'reputation': 43, 'user_id': 8885899, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2001195556869278/picture?type=large', 'display_name': 'Atharv Naphade', 'link': 'https://stackoverflow.com/users/8885899/atharv-naphade'}",True,2176,1,3,1661944814,1600444359,63958996,CC BY-SA 4.0,https://stackoverflow.com/questions/63958996/how-do-i-import-modules-in-a-project-using-pyodide-without-errors,How do I import modules in a project using pyodide without errors?,1600446909.0,64418958.0,,,
199,"['python', 'opencv', 'image-processing', 'mathematical-morphology']","{'account_id': 14111272, 'reputation': 31, 'user_id': 10194055, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-scUHcXZR5WA/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7quO619H_8fRWstReeTojBzKRzzCA/mo/photo.jpg?sz=256', 'display_name': 'Zubair Ahmed', 'link': 'https://stackoverflow.com/users/10194055/zubair-ahmed'}",True,501,3,1,1661930220,1600973273,64052589,CC BY-SA 4.0,https://stackoverflow.com/questions/64052589/expand-a-selection-of-pixels-in-opencv-2,expand a selection of pixels in opencv 2,1661930009.0,64054419.0,,,
200,"['python', 'pydantic']","{'account_id': 914328, 'reputation': 4038, 'user_id': 947473, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/8bf6f5a03b923767e74c129b2215b04c?s=256&d=identicon&r=PG', 'display_name': 'Sami Al-Subhi', 'link': 'https://stackoverflow.com/users/947473/sami-al-subhi'}",True,11500,1,6,1661924711,1600945042,64045012,CC BY-SA 4.0,https://stackoverflow.com/questions/64045012/pydantic-input-model-for-partial-updates,Pydantic input model for partial updates,1660988724.0,,,,
201,"['python', 'tensorflow', 'keras']","{'account_id': 3480474, 'reputation': 2210, 'user_id': 4487530, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/043afd0d5b797c60163676901971de90?s=256&d=identicon&r=PG&f=1', 'display_name': 'Christo S. Christov', 'link': 'https://stackoverflow.com/users/4487530/christo-s-christov'}",True,4090,2,0,1661901463,1599507957,63783420,CC BY-SA 4.0,https://stackoverflow.com/questions/63783420/tf-2-3-concatenate-error-attributeerror-sequential-object-has-no-attribute,TF 2.3 Concatenate error - AttributeError: &#39;Sequential&#39; object has no attribute &#39;_nested_outputs&#39;,1599512578.0,63980056.0,,,
202,"['python', 'kivy', 'apk', 'buildozer', 'android-debug']","{'account_id': 19448561, 'reputation': 11, 'user_id': 14225517, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/yU9U9.jpg?s=256&g=1', 'display_name': 'Rajpandian', 'link': 'https://stackoverflow.com/users/14225517/rajpandian'}",False,291,1,1,1661895539,1599302730,63753028,CC BY-SA 4.0,https://stackoverflow.com/questions/63753028/getting-error-while-using-buildozer-android-debug-for-python-kivy-app,Getting error while using buildozer android debug for python Kivy app,,,,,
203,"['python', 'visual-studio-code', 'vscode-settings']","{'account_id': 18545754, 'reputation': 35, 'user_id': 13513180, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiLU7q2LObBbi6ovjIjZjKpNsqzcNFq5Hd92N2CDA=k-s256', 'display_name': 'devang_281999', 'link': 'https://stackoverflow.com/users/13513180/devang-281999'}",True,5379,6,1,1661862379,1599834993,63849190,CC BY-SA 4.0,https://stackoverflow.com/questions/63849190/why-am-i-not-able-to-activate-virtual-environment-in-vs-code,Why am I not able to activate virtual environment in VS Code?,1599835901.0,,,,
204,"['python', 'arrays', 'python-3.x', 'list', 'python-2.7']","{'account_id': 19493161, 'reputation': 45, 'user_id': 14260987, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-FVeYmHsmRmw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclhnNjH12ZzAd1iNUMyrbFMF9_kNg/photo.jpg?sz=256', 'display_name': 'fakdofjF FDASJOFADSF', 'link': 'https://stackoverflow.com/users/14260987/fakdofjf-fdasjofadsf'}",True,550,1,1,1661853035,1599834285,63848978,CC BY-SA 4.0,https://stackoverflow.com/questions/63848978/discord-py-commands-arent-working-no-errors-given,discord.py commands aren&#39;t working (no errors given),,63858445.0,,,
205,"['python', 'wandb']","{'account_id': 7197847, 'reputation': 699, 'user_id': 5496040, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://lh3.googleusercontent.com/-6_mg3Gn4QNk/AAAAAAAAAAI/AAAAAAAABEc/nnetdAaUlW4/photo.jpg?sz=256', 'display_name': 'Adeel Hashmi', 'link': 'https://stackoverflow.com/users/5496040/adeel-hashmi'}",True,7283,1,4,1661849922,1601246511,64093979,CC BY-SA 4.0,https://stackoverflow.com/questions/64093979/weights-and-biases-login-and-network-errors,Weights and Biases: Login and network errors,1661849922.0,,,,
206,"['python', 'node.js', 'opencv']","{'account_id': 3645373, 'reputation': 185, 'user_id': 3038518, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'ewack', 'link': 'https://stackoverflow.com/users/3038518/ewack'}",False,346,1,0,1661840254,1601183469,64085037,CC BY-SA 4.0,https://stackoverflow.com/questions/64085037/in-opencv4nodejs-how-to-set-alpha-when-calling-drawrectangle,In opencv4nodejs how to set alpha when calling drawRectangle,1661840254.0,,,,
207,"['python', 'if-statement', 'lambda', 'telegram', 'telegram-bot']","{'account_id': 17708608, 'reputation': 378, 'user_id': 12856596, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/17eb219d53b21a04e98c3ff28f1b05bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jihjohn', 'link': 'https://stackoverflow.com/users/12856596/jihjohn'}",True,735,2,0,1661836961,1600415944,63951583,CC BY-SA 4.0,https://stackoverflow.com/questions/63951583/lamda-funtion-in-bot-message-handler-not-working-properly-in-telebot-python,lamda funtion in @bot.message_handler() not working properly in telebot python,1661836961.0,63951697.0,,,
208,"['python', 'opencv', 'image-processing', 'object-detection', 'contour']","{'account_id': 17077651, 'reputation': 515, 'user_id': 12356895, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/aM6ch.jpg?s=256&g=1', 'display_name': 'Khaled', 'link': 'https://stackoverflow.com/users/12356895/khaled'}",True,1625,2,0,1661761954,1600294858,63928668,CC BY-SA 4.0,https://stackoverflow.com/questions/63928668/how-to-filter-contours-based-on-their-approximate-shape-in-a-binary-video-frames,How to filter contours based on their approximate shape in a Binary video frames,1661761954.0,63934162.0,,,
209,"['python', 'opencv', 'contour']","{'account_id': 18367430, 'reputation': 73, 'user_id': 13378191, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3f5bfb0ce72c0159e598c75b00084038?s=256&d=identicon&r=PG&f=1', 'display_name': 'Emm', 'link': 'https://stackoverflow.com/users/13378191/emm'}",False,223,0,0,1661761938,1599661326,63813687,CC BY-SA 4.0,https://stackoverflow.com/questions/63813687/corner-coordinates-of-contours-to-draw-a-single-rectangle,Corner coordinates of contours to draw a single rectangle,1661761938.0,,,,
210,"['python', 'opencv', 'contour', 'edge-detection', 'hough-transform']","{'account_id': 19283062, 'reputation': 11, 'user_id': 14240463, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db4b5d39b34ab113b8b30f34e0cf8678?s=256&d=identicon&r=PG&f=1', 'display_name': 'hazziqueeee', 'link': 'https://stackoverflow.com/users/14240463/hazziqueeee'}",False,817,1,1,1661761931,1599566071,63793373,CC BY-SA 4.0,https://stackoverflow.com/questions/63793373/finding-circles-of-different-exposure-using-houghcircles-and-findcontours,Finding circles of different exposure using HoughCircles and FindContours,1661761931.0,,,,
211,"['python', 'opencv', 'image-processing', 'contour', 'image-segmentation']","{'account_id': 15231111, 'reputation': 39, 'user_id': 10990225, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-iweAOWTIVM4/AAAAAAAAAAI/AAAAAAAAAH8/76MmYO66afA/photo.jpg?sz=256', 'display_name': 'Muhammad Usman', 'link': 'https://stackoverflow.com/users/10990225/muhammad-usman'}",False,380,1,1,1661761902,1599137623,63724121,CC BY-SA 4.0,https://stackoverflow.com/questions/63724121/retinal-fluid-segmentation-using-fuzzy-level-set-using-opencv-python,Retinal Fluid Segmentation Using Fuzzy Level Set Using OpenCV Python,1661761902.0,,,,
212,"['python', 'python-3.x', 'latex', 'f-string']","{'account_id': 7308172, 'reputation': 850, 'user_id': 5568409, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/QJd4f.jpg?s=256&g=1', 'display_name': 'Andrew', 'link': 'https://stackoverflow.com/users/5568409/andrew'}",False,1662,3,1,1661719913,1600008298,63872057,CC BY-SA 4.0,https://stackoverflow.com/questions/63872057/output-of-latex-symbols-using-f-strings,Output of LaTeX symbols using f-strings,1650660661.0,,,,
213,['python'],"{'account_id': 19482443, 'reputation': 3, 'user_id': 14252438, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-yvXlcu8T33U/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckuJcH1FnfVPDjZn_mb8M3hR0HLLQ/photo.jpg?sz=256', 'display_name': 'Danh Nguyễn', 'link': 'https://stackoverflow.com/users/14252438/danh-nguy%e1%bb%85n'}",True,293,3,0,1661718514,1599720312,63824136,,https://stackoverflow.com/questions/63824136/python-how-to-handle-and-work-with-each-distinct-lines-in-a-string,(Python) How to handle and work with each distinct lines in a string?,,63824283.0,,1601881461.0,Duplicate
214,"['python', 'swagger-ui', 'swagger-2.0', 'fastapi']","{'account_id': 18821455, 'reputation': 127, 'user_id': 13727361, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-X1QdxsmSpAE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmBcayMmE8G56rOKzdzxpv9C6ZNtg/photo.jpg?sz=256', 'display_name': 'Aryan VR', 'link': 'https://stackoverflow.com/users/13727361/aryan-vr'}",True,4565,1,10,1661681212,1599382565,63762387,,https://stackoverflow.com/questions/63762387/how-to-group-fastapi-endpoints-in-swagger-ui,How to group FastAPI endpoints in Swagger UI?,1661681212.0,63762765.0,,1599392222.0,Needs details or clarity
215,"['python', 'pandas', 'optimization', 'linear-programming', 'pulp']","{'account_id': 11480706, 'reputation': 1847, 'user_id': 8414855, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/488462411488781/picture?type=large', 'display_name': 'David Gibson', 'link': 'https://stackoverflow.com/users/8414855/david-gibson'}",True,44,1,0,1661583257,1599098270,63715724,CC BY-SA 4.0,https://stackoverflow.com/questions/63715724/select-optimal-columns-that-sum-up-to-a-value-while-minimizing-another,Select optimal columns that sum up to a value while minimizing another,1661583257.0,,,,
216,"['python', 'discord', 'bots']","{'account_id': 19026016, 'reputation': 25, 'user_id': 13889056, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghp7564Edya7mHCrWSenZeQZYrv-t48GnqscslB=k-s256', 'display_name': 'prayer_in_c', 'link': 'https://stackoverflow.com/users/13889056/prayer-in-c'}",False,1014,1,0,1661545053,1600505447,63966954,CC BY-SA 4.0,https://stackoverflow.com/questions/63966954/how-to-revise-or-remove-no-category-from-the-help-command-from-a-discord-bot,How to revise or remove &quot;No Category&quot; from the help command from a discord bot,,,,,
217,"['python', 'opencv']","{'account_id': 7837983, 'reputation': 631, 'user_id': 5925257, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Eht25.jpg?s=256&g=1', 'display_name': 'Jop Knoppers', 'link': 'https://stackoverflow.com/users/5925257/jop-knoppers'}",True,693,1,0,1661522615,1598968292,63689070,CC BY-SA 4.0,https://stackoverflow.com/questions/63689070/cuda-cascadeclassifier-detectmultiscale-output-is-unreadable,Cuda CascadeClassifier detectMultiScale output is unreadable,1661522615.0,65063260.0,,,
218,"['python', 'django']","{'account_id': 19318400, 'reputation': 442, 'user_id': 14122619, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-hnqAynRgMuQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucla6geJ_8Ac3lBRNTdpDhxThubSOA/photo.jpg?sz=256', 'display_name': 'Carlos', 'link': 'https://stackoverflow.com/users/14122619/carlos'}",True,292,1,0,1661459213,1599737270,63828738,CC BY-SA 4.0,https://stackoverflow.com/questions/63828738/how-to-detailview-pk-in-post-method-in-detailview-django,How to detailview pk in post method in DetailView? (Django),1599739837.0,63829713.0,,,
219,"['python', 'pygame', 'sprite', 'blending']","{'account_id': 14964283, 'reputation': 373, 'user_id': 10803068, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/33a64a35cd61d0c2152d9296cfff2ef8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hydra', 'link': 'https://stackoverflow.com/users/10803068/hydra'}",True,1900,1,2,1661432395,1599029751,63700231,CC BY-SA 4.0,https://stackoverflow.com/questions/63700231/setting-a-pygame-surface-to-have-rounded-corners,Setting a pygame surface to have rounded corners,1599035750.0,63701005.0,,,
220,"['python', 'alignment', 'prettier']","{'account_id': 15419232, 'reputation': 91, 'user_id': 11123707, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fad1533a4bad9d522e70b30fa3df5ac9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Julass', 'link': 'https://stackoverflow.com/users/11123707/julass'}",False,888,1,6,1661427230,1601031679,64062839,CC BY-SA 4.0,https://stackoverflow.com/questions/64062839/how-to-set-auto-align-in-prettier-for-visual-studio-code,How to set auto align in Prettier for Visual Studio Code?,,,,,
221,"['python', 'qt', 'pyqt5', 'pyinstaller']","{'account_id': 18697587, 'reputation': 41, 'user_id': 13630540, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjqYU2l93tcvFgft7XPMEh1yfcBaDLKhIa2-rdb=k-s256', 'display_name': 'Joe Pickles', 'link': 'https://stackoverflow.com/users/13630540/joe-pickles'}",True,687,1,1,1661272919,1599190968,63734542,CC BY-SA 4.0,https://stackoverflow.com/questions/63734542/converting-python-file-to-exe-using-pyinstaller-gives-this-application-failed,Converting python file to .exe using pyinstaller gives: This application failed to start because no Qt platform plugin could be initialized,1599217276.0,,,,
222,"['python', 'scikit-learn', 'logistic-regression']","{'account_id': 17727225, 'reputation': 99, 'user_id': 12870651, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3cd09fd128a3d27b84e6e198d06eec3a?s=256&d=identicon&r=PG&f=1', 'display_name': 'excelman', 'link': 'https://stackoverflow.com/users/12870651/excelman'}",True,2984,2,4,1661248999,1600083975,63883654,CC BY-SA 4.0,https://stackoverflow.com/questions/63883654/typeerror-numpy-float64-object-is-not-callable-while-printing-f1-score,TypeError: &#39;numpy.float64&#39; object is not callable - While Printing F1 Score,1637868376.0,63883722.0,,,
223,"['python', 'pandas']","{'account_id': 17993451, 'reputation': 151, 'user_id': 13077033, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/q7uvJ.jpg?s=256&g=1', 'display_name': 'yyz_vanvlet', 'link': 'https://stackoverflow.com/users/13077033/yyz-vanvlet'}",True,227,4,1,1661194695,1601402315,64125093,CC BY-SA 4.0,https://stackoverflow.com/questions/64125093/i-need-to-transform-every-element-in-a-list-of-a-column-to-a-new-column-in-pytho,I need to transform every element in a list of a column to a new column in python pandas,,,,,
