,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
83,"['python', 'image', 'pygame', 'load', 'traceback']","{'account_id': 18977287, 'reputation': 21, 'user_id': 13849476, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhbcXILIboKiNHkKiYz206WuVzNPr8HBgfUrVs5=k-s256', 'display_name': 'Rico', 'link': 'https://stackoverflow.com/users/13849476/rico'}",True,1645,3,2,1666141335,1593634524,,62684694,CC BY-SA 4.0,https://stackoverflow.com/questions/62684694/pygame-alien-invasion-ship-image,Pygame: Alien Invasion Ship Image,,,,,,,
84,"['python', 'exception', 'graphene-python', 'flask-graphql']","{'account_id': 10692633, 'reputation': 1421, 'user_id': 7870957, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://i.stack.imgur.com/jG6LK.jpg?s=256&g=1', 'display_name': 'Shivansh Jagga', 'link': 'https://stackoverflow.com/users/7870957/shivansh-jagga'}",True,1751,1,1,1666098170,1593722417,,62704710,CC BY-SA 4.0,https://stackoverflow.com/questions/62704710/how-useful-is-graphqlerror-provided-in-graphene,How useful is GraphQLError() provided in Graphene?,,,,,,,
85,['python'],"{'account_id': 18063726, 'reputation': 11, 'user_id': 13130209, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f75f92036ed3cd1ddbab0c355f1bf0b7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Heather', 'link': 'https://stackoverflow.com/users/13130209/heather'}",False,5154,3,0,1666076183,1594236371,1594236493.0,62802272,CC BY-SA 4.0,https://stackoverflow.com/questions/62802272/write-a-program-that-computes-and-prints-the-average-of-numbers-in-a-text-file,Write a program that computes and prints the average of numbers in a text file,,,,,,,
86,"['javascript', 'python', 'node.js']","{'account_id': 19171742, 'reputation': 89, 'user_id': 14005342, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/65b2d142a15263377739725bc33fd5b9?s=256&d=identicon&r=PG&f=1', 'display_name': 'user14005342', 'link': 'https://stackoverflow.com/users/14005342/user14005342'}",True,5442,4,8,1666050417,1595877042,1595896609.0,63121979,CC BY-SA 4.0,https://stackoverflow.com/questions/63121979/is-there-a-walrus-operator-in-node-js,Is there a walrus operator in Node.Js?,,,,,,,
87,"['python', 'pandas', 'dataframe', 'isinstance']","{'account_id': 2723518, 'reputation': 662, 'user_id': 2349218, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/mgkQ6.jpg?s=256&g=1', 'display_name': 'Bentley Carr', 'link': 'https://stackoverflow.com/users/2349218/bentley-carr'}",True,127,3,3,1666044449,1594759954,1594767751.0,62903828,CC BY-SA 4.0,https://stackoverflow.com/questions/62903828/faking-whether-an-object-is-an-instance-of-a-class-in-python,Faking whether an object is an Instance of a Class in Python,,,65866830.0,,,,
88,"['python', 'selenium', 'multiprocessing', 'pool']","{'account_id': 13206236, 'reputation': 119, 'user_id': 9986262, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-N-X7aJRitIQ/AAAAAAAAAAI/AAAAAAAAACA/pSAQC_8etFs/photo.jpg?sz=256', 'display_name': 'Laura', 'link': 'https://stackoverflow.com/users/9986262/laura'}",True,12201,2,5,1666010554,1594760210,,62903886,CC BY-SA 4.0,https://stackoverflow.com/questions/62903886/why-is-giving-me-this-error-typeerror-cannot-pickle-io-textiowrapper-object,Why is giving me this error :TypeError: cannot pickle &#39;_io.TextIOWrapper&#39; object?,,,,,,,
89,"['python', 'plot', 'legend', 'sympy']","{'account_id': 18973302, 'reputation': 13, 'user_id': 13846316, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2bf4cca8383601e783340f7c437de798?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fab', 'link': 'https://stackoverflow.com/users/13846316/fab'}",True,2570,2,1,1665989752,1593599415,,62674821,CC BY-SA 4.0,https://stackoverflow.com/questions/62674821/python-sympys-plotting-legend-when-using-multiple-ranges,Python SymPy&#39;s plotting legend when using multiple ranges,,,62676335.0,,,,
90,"['python', 'telegram', 'python-telegram-bot']","{'account_id': 3445936, 'reputation': 408, 'user_id': 9810130, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-V9WDgR1vPcw/AAAAAAAAAAI/AAAAAAAABBc/s5O6fJMoKK8/photo.jpg?sz=256', 'display_name': 'Rushikant Pawar', 'link': 'https://stackoverflow.com/users/9810130/rushikant-pawar'}",True,10320,3,3,1665934784,1595782351,1595785625.0,63103077,CC BY-SA 4.0,https://stackoverflow.com/questions/63103077/send-text-message-via-python-to-the-telegram-bot,Send text message via python to the Telegram Bot,,,,,,,
91,"['python', 'repl.it', 'streamlit']","{'account_id': 18423220, 'reputation': 11, 'user_id': 13420291, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/889243c81006cb5db495c61f3660936e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Margot', 'link': 'https://stackoverflow.com/users/13420291/margot'}",True,311,3,1,1665932617,1595519777,1596187148.0,63058342,CC BY-SA 4.0,https://stackoverflow.com/questions/63058342/how-can-i-deploy-a-streamlit-application-in-repl-it,How can I deploy a streamlit application in repl.it?,,,,,,,
92,"['python', 'aws-cdk', 'python-venv']","{'account_id': 6738075, 'reputation': 2085, 'user_id': 5192123, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/ckLj6.png?s=256&g=1', 'display_name': 'MoneyBall', 'link': 'https://stackoverflow.com/users/5192123/moneyball'}",True,25306,10,14,1665845433,1596015459,1596194443.0,63150686,CC BY-SA 4.0,https://stackoverflow.com/questions/63150686/modulenotfounderror-no-module-named-aws-cdk,ModuleNotFoundError: No module named aws_cdk,,,,,,,
93,"['python', 'python-3.x', 'dictionary']","{'account_id': 18761121, 'reputation': 40, 'user_id': 13680055, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-w0MnoeR07Jw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclim3LlsGj9bLKx8l0nOPvCPvJtuA/photo.jpg?sz=256', 'display_name': 'Om Khade', 'link': 'https://stackoverflow.com/users/13680055/om-khade'}",True,399,2,-2,1665821130,1594052351,1665821130.0,62760248,CC BY-SA 4.0,https://stackoverflow.com/questions/62760248/typeerror-unhashable-type-list-how-to-count-occurrence-of-elements-in-pytho,"typeerror: unhashable type: &#39;list&#39; ,How to count occurrence of elements in python list and save it in dictionary?",,,62760311.0,,,,
94,"['python', 'python-3.x', 'while-loop']","{'account_id': 18761121, 'reputation': 40, 'user_id': 13680055, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-w0MnoeR07Jw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclim3LlsGj9bLKx8l0nOPvCPvJtuA/photo.jpg?sz=256', 'display_name': 'Om Khade', 'link': 'https://stackoverflow.com/users/13680055/om-khade'}",True,39,1,-2,1665820948,1594220380,1665820948.0,62797751,CC BY-SA 4.0,https://stackoverflow.com/questions/62797751/how-to-solve-python-memory-error-while-loop-does-not-stop-running,How to solve Python Memory Error ?. While loop does not stop running,,,62797878.0,,,,
95,"['python', 'django', 'list']","{'account_id': 14730644, 'reputation': 530, 'user_id': 10638529, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20848ed22bd7b18044711a522a381f01?s=256&d=identicon&r=PG&f=1', 'display_name': 'Luis Berm&#250;dez', 'link': 'https://stackoverflow.com/users/10638529/luis-berm%c3%badez'}",True,610,1,0,1665760015,1596061611,,63163369,CC BY-SA 4.0,https://stackoverflow.com/questions/63163369/object-is-not-subscriptable-in-django,Object is not subscriptable in django,,,63163538.0,,,,
96,"['python', 'post', 'django-rest-framework']","{'account_id': 14828489, 'reputation': 89, 'user_id': 10708677, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/da7757520f0fa2eefea3a82bcbfa18bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniel W', 'link': 'https://stackoverflow.com/users/10708677/daniel-w'}",True,6559,3,7,1665753323,1595059363,1610110491.0,62966136,CC BY-SA 4.0,https://stackoverflow.com/questions/62966136/typeerror-field-id-expected-a-number-but-got-django-contrib-auth-models-anon,TypeError: Field &#39;id&#39; expected a number but got &lt;django.contrib.auth.models.AnonymousUser object at 0x048C7E90&gt;,,,,,,,
97,"['python', 'keras']","{'account_id': 9985468, 'reputation': 620, 'user_id': 7386830, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/23ea15271f5c70533b5957f95b9b19fc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dinesh', 'link': 'https://stackoverflow.com/users/7386830/dinesh'}",True,1900,1,1,1665740469,1595340402,1595368083.0,63016353,CC BY-SA 4.0,https://stackoverflow.com/questions/63016353/custom-keras-metric-functions-recall-precision-f1-score-isnt-enabling-the-l,"Custom Keras metric functions (Recall, Precision, F1 Score) isn&#39;t enabling the Loading of H5 model",,,,,,,
98,"['python', 'discord']","{'account_id': 18634472, 'reputation': 265, 'user_id': 13745136, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Swd8LHtJax4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckDfq0rfpVuePfSwqAPHx-dleaLJw/photo.jpg?sz=256', 'display_name': 'simon sj&#246;&#246;', 'link': 'https://stackoverflow.com/users/13745136/simon-sj%c3%b6%c3%b6'}",True,13299,4,3,1665734673,1595006635,,62958944,CC BY-SA 4.0,https://stackoverflow.com/questions/62958944/discord-py-adding-reactions-to-an-embeded-message,Discord.Py adding reactions to an embeded message,,,,,,,
99,"['python', 'matplotlib', 'conda', 'intel-mkl']","{'account_id': 13381577, 'reputation': 61, 'user_id': 9656671, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5cbdd7bd6cb4504163c5f3b8c85f2772?s=256&d=identicon&r=PG&f=1', 'display_name': 'ImportAntigrav', 'link': 'https://stackoverflow.com/users/9656671/importantigrav'}",True,3074,1,6,1665695456,1594759709,,62903775,CC BY-SA 4.0,https://stackoverflow.com/questions/62903775/intel-mkl-error-using-conda-and-matplotlib-library-not-loaded-rpath-libiomp5,Intel MKL error using Conda and matplotlib: &quot;Library not loaded: @rpath/libiomp5.dylib&quot; on macOS,,,,,,,
100,"['python', 'tags', 'discord']","{'account_id': 19119352, 'reputation': 21, 'user_id': 13963625, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-haG7l6SQuuY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn8gmMrnmSEgvwfY7A9u45Shy9vNA/photo.jpg?sz=256', 'display_name': 'MonkeiProtec', 'link': 'https://stackoverflow.com/users/13963625/monkeiprotec'}",True,311,2,0,1665695149,1595252463,,62996688,CC BY-SA 4.0,https://stackoverflow.com/questions/62996688/how-to-make-my-discord-bot-read-if-someone-is-tagged-in-a-message,how to make my discord bot read if someone is tagged in a message,,,,,,,
101,"['python', 'opencv', 'image-processing', 'opencv-python', 'template-matching']","{'account_id': 13306228, 'reputation': 2923, 'user_id': 9605907, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Ux8IN.jpg?s=256&g=1', 'display_name': 'Sreekiran A R', 'link': 'https://stackoverflow.com/users/9605907/sreekiran-a-r'}",True,2266,1,0,1665683385,1594357549,1594359528.0,62827648,CC BY-SA 4.0,https://stackoverflow.com/questions/62827648/get-confidence-of-template-matching-for-object-with-multiple-instances-by-using,Get confidence of template matching for object with multiple instances by using cv2.TM_CCOEFF_NORMED,,,62828168.0,,,,
102,"['python', 'module', 'pip', 'curses']","{'account_id': 18972950, 'reputation': 1, 'user_id': 13846030, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2642140959389775/picture?type=large', 'display_name': 'Hamza Kadimi', 'link': 'https://stackoverflow.com/users/13846030/hamza-kadimi'}",True,4331,1,0,1665624922,1593594137,1593595639.0,62673350,CC BY-SA 4.0,https://stackoverflow.com/questions/62673350/pip-install-could-not-find-a-version-that-satisfies-the-requirement-curses,pip install : Could not find a version that satisfies the requirement curses,,,,,,,
103,"['python', 'python-3.x', 'django', 'django-models', 'django-views']","{'account_id': 14449747, 'reputation': 114, 'user_id': 10437675, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-oswi61BSbOg/AAAAAAAAAAI/AAAAAAAAAGw/qgRExYpQhHo/photo.jpg?sz=256', 'display_name': 'Connor', 'link': 'https://stackoverflow.com/users/10437675/connor'}",True,1764,1,4,1665561310,1593861290,1665561310.0,62728416,CC BY-SA 4.0,https://stackoverflow.com/questions/62728416/django-items-order-orderitem-set-all-returning-empty-value-for-quantity,Django items = order.orderitem_set.all() returning empty value for quantity,,,62728508.0,,,,
104,"['python', 'ipython', 'ipython-parallel']","{'account_id': 17134997, 'reputation': 101, 'user_id': 12400254, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-5uiFhAe18YQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf5nzMbdnvX2a7osxsyPnSWTXtfAg/photo.jpg?sz=256', 'display_name': 'Pierre Joubert', 'link': 'https://stackoverflow.com/users/12400254/pierre-joubert'}",True,345,2,10,1665517475,1594420968,,62843270,CC BY-SA 4.0,https://stackoverflow.com/questions/62843270/large-memory-consumption-by-ipython-parallel-module,Large memory consumption by iPython Parallel module,,,,,,,
105,"['python', 'plotly-dash']","{'account_id': 18977300, 'reputation': 86, 'user_id': 13849487, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/45dcebff0cd091f04ef5324c9f80f476?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniel Zirkel', 'link': 'https://stackoverflow.com/users/13849487/daniel-zirkel'}",False,643,1,4,1665517312,1595876221,1626013374.0,63121781,CC BY-SA 4.0,https://stackoverflow.com/questions/63121781/dash-table-wrap-text-when-dbc-card-too-small,Dash table: Wrap text when dbc.Card too small,,,,,,,
106,"['python', 'elasticsearch', 'elasticsearch-plugin']","{'account_id': 1922630, 'reputation': 1751, 'user_id': 1817154, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/SIrfd.jpg?s=256&g=1', 'display_name': 'Brisi', 'link': 'https://stackoverflow.com/users/1817154/brisi'}",False,138,1,8,1665507858,1594285287,,62811209,CC BY-SA 4.0,https://stackoverflow.com/questions/62811209/is-it-possible-to-write-elasticsearch-plugins-using-python-language,Is it possible to write Elasticsearch plugins using Python language,,,,,,,
107,"['python', 'python-3.x', 'list']","{'account_id': 18986801, 'reputation': 21, 'user_id': 13856900, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgymxnE-LtPCF7ZAM7mavEaG6RpA12NMc6chmcMsg=k-s256', 'display_name': 'RKPSVNPS', 'link': 'https://stackoverflow.com/users/13856900/rkpsvnps'}",True,709,5,1,1665482411,1593745371,1593746527.0,62707881,CC BY-SA 4.0,https://stackoverflow.com/questions/62707881/how-to-find-the-most-frequent-in-list,how to find the most frequent in list,,,,,,,
108,"['python', 'python-3.x', 'loops']","{'account_id': 17234629, 'reputation': 19, 'user_id': 12478363, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3c7890b59f2fd00d5259347aaf326a66?s=256&d=identicon&r=PG&f=1', 'display_name': 'uud', 'link': 'https://stackoverflow.com/users/12478363/uud'}",True,2458,3,-3,1665432680,1594084542,,62766691,CC BY-SA 4.0,https://stackoverflow.com/questions/62766691/how-can-i-sum-the-value-in-list-with-for-loop-in-python,How can i sum the value in list with for loop in python?,,,,,,,
109,"['python', 'plotly']","{'account_id': 18862022, 'reputation': 119, 'user_id': 13758656, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhYCDoFZWCdy2Kk6QdI_6fOiwqtjoHusQeAoxl4Bw=k-s256', 'display_name': 'Landon', 'link': 'https://stackoverflow.com/users/13758656/landon'}",False,281,0,0,1665428490,1594854514,1598116081.0,62925048,CC BY-SA 4.0,https://stackoverflow.com/questions/62925048/plotly-graph-isnt-showing-up,Plotly graph isn&#39;t showing up,,,,,,,
110,"['python', 'ubuntu', 'tkinter', 'windows-subsystem-for-linux']","{'account_id': 16184329, 'reputation': 23, 'user_id': 11684927, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/03f45b6ef4bc9691d221566d07f53679?s=256&d=identicon&r=PG&f=1', 'display_name': 'Amogh BIju', 'link': 'https://stackoverflow.com/users/11684927/amogh-biju'}",True,5462,2,1,1665416801,1594713491,,62890536,CC BY-SA 4.0,https://stackoverflow.com/questions/62890536/how-do-you-fix-tkinter-in-python3-8-on-wsl,How do you fix tkinter in python3.8 on wsl?,,,74017459.0,,,,
111,"['python', 'django']","{'account_id': 15306567, 'reputation': 495, 'user_id': 11487250, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-lh_B5PYj9B0/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQPcYNpux_695lSc8DkSCTzdhUhhSw/mo/photo.jpg?sz=256', 'display_name': 'Luis Medina', 'link': 'https://stackoverflow.com/users/11487250/luis-medina'}",True,1273,3,1,1665403905,1595473412,,63046228,CC BY-SA 4.0,https://stackoverflow.com/questions/63046228/django-insert-html-code-from-function-into-template,Django insert html code from function into template,,,63059274.0,,,,
112,"['python', 'performance', 'memory', 'sieve']","{'account_id': 18769316, 'reputation': 73, 'user_id': 13686510, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Iku7g.jpg?s=256&g=1', 'display_name': 'Fredrik HD', 'link': 'https://stackoverflow.com/users/13686510/fredrik-hd'}",True,781,5,5,1665158248,1594743686,1665158248.0,62899578,CC BY-SA 4.0,https://stackoverflow.com/questions/62899578/making-sieve-of-eratosthenes-more-memory-efficient-in-python,Making Sieve of Eratosthenes more memory efficient in python?,,,62904554.0,,,,
113,"['python', 'jupyter-notebook', 'vuetify.js', 'voila']","{'account_id': 9039536, 'reputation': 1258, 'user_id': 6734243, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6aa0f6dae9be395386e1838cb2ceadd?s=256&d=identicon&r=PG', 'display_name': 'Pierrick Rambaud', 'link': 'https://stackoverflow.com/users/6734243/pierrick-rambaud'}",True,251,3,0,1665152423,1593683914,,62693718,CC BY-SA 4.0,https://stackoverflow.com/questions/62693718/is-it-possible-to-use-fontawesome-icons-with-ipyvuetify,Is it possible to use fontawesome icons with ipyvuetify?,,,64694190.0,,,,
114,"['python', 'file', 'listdir']","{'account_id': 17616015, 'reputation': 107, 'user_id': 12783046, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-WdXs-fgVUjs/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcLU5iv0XJs_OhU4oFsr-kSWIIxlg/photo.jpg?sz=256', 'display_name': 'simonica', 'link': 'https://stackoverflow.com/users/12783046/simonica'}",True,1587,3,2,1665150792,1594428102,,62844011,CC BY-SA 4.0,https://stackoverflow.com/questions/62844011/get-files-from-specific-folders-in-python,Get files from specific folders in python,,,62844063.0,,,,
115,"['python', 'list', 'dictionary', 'fastapi']","{'account_id': 4992836, 'reputation': 699, 'user_id': 4014471, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11dd32945cca987dc57d50ded05c44e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'samba', 'link': 'https://stackoverflow.com/users/4014471/samba'}",True,22200,3,17,1665126308,1595835943,1651323091.0,63110848,CC BY-SA 4.0,https://stackoverflow.com/questions/63110848/how-do-i-send-list-of-dictionary-as-body-parameter-in-fastapi,How do I send list of dictionary as Body parameter in FastAPI?,,,,,,,
116,"['python', 'web-scraping', 'beautifulsoup', 'python-requests']","{'account_id': 18937036, 'reputation': 186, 'user_id': 13817882, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ab833e541b730a6719fcae347fea1c5?s=256&d=identicon&r=PG&f=1', 'display_name': 'dvnt', 'link': 'https://stackoverflow.com/users/13817882/dvnt'}",True,3126,3,2,1665070388,1593553592,1593553854.0,62666613,CC BY-SA 4.0,https://stackoverflow.com/questions/62666613/attributeerror-response-object-has-no-attribute-txt-python-web-scraping,AttributeError: &#39;Response&#39; object has no attribute &#39;txt&#39; - Python Web Scraping,,,62666670.0,,,,
117,"['python', 'metaprogramming', 'python-3.7', 'type-hinting']","{'account_id': 19074672, 'reputation': 79, 'user_id': 13928182, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/--aehfX4Wd-M/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm_8RVHQmvKPr_qyrNBflOEyFPpow/photo.jpg?sz=256', 'display_name': 'Michael Murray', 'link': 'https://stackoverflow.com/users/13928182/michael-murray'}",True,1758,2,7,1665052066,1594721207,,62892717,CC BY-SA 4.0,https://stackoverflow.com/questions/62892717/python-default-type-in-class-type-arguments,Python default type in class type arguments,,,,,,,
118,"['python', 'pandas', 'seaborn']","{'account_id': 1049506, 'reputation': 3243, 'user_id': 1960266, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://i.stack.imgur.com/5iP9l.jpg?s=256&g=1', 'display_name': 'Little', 'link': 'https://stackoverflow.com/users/1960266/little'}",True,1118,2,1,1664998643,1595597158,1664998643.0,63074522,CC BY-SA 4.0,https://stackoverflow.com/questions/63074522/how-to-combine-two-dataframes-into-pairplot,How to combine two dataframes into pairplot?,,,63074886.0,,,,
119,"['python', 'arrays', 'list', 'algorithm', 'lambda']","{'account_id': 2523647, 'reputation': 13536, 'user_id': 2193439, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/0FtsF.jpg?s=256&g=1', 'display_name': 'Abrar Jahin', 'link': 'https://stackoverflow.com/users/2193439/abrar-jahin'}",True,1109,3,2,1664970633,1595056931,1595057688.0,62965816,CC BY-SA 4.0,https://stackoverflow.com/questions/62965816/custom-2d-list-sort-with-lambda-expression-in-1-line-in-python,Custom 2D list sort with lambda expression (in 1 line) in Python,,,62966157.0,,,,
120,"['python', 'python-3.x', 'beautifulsoup', 'youtube', 'urllib']","{'account_id': 17836836, 'reputation': 41, 'user_id': 12955650, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAORSZj_pDaP3eD4sEo-2jMiJmVyNsft3MnM3bqUA=k-s256', 'display_name': 'Pierre de Fermat', 'link': 'https://stackoverflow.com/users/12955650/pierre-de-fermat'}",True,11765,6,3,1664965330,1594136768,,62779030,CC BY-SA 4.0,https://stackoverflow.com/questions/62779030/youtube-search-on-python-3-8,Youtube Search on Python 3.8,,,,,,,
121,"['python', 'python-dataclasses']","{'account_id': 2162795, 'reputation': 11410, 'user_id': 1916588, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/98817e8ad1a73d7e55f7a555b32b893b?s=256&d=identicon&r=PG', 'display_name': 'Kurt Bourbaki', 'link': 'https://stackoverflow.com/users/1916588/kurt-bourbaki'}",True,4536,3,5,1664929446,1595497129,1595498978.0,63051253,CC BY-SA 4.0,https://stackoverflow.com/questions/63051253/using-class-or-static-method-as-default-factory-in-dataclasses,Using class or static method as default_factory in dataclasses,,,63052783.0,,,,
122,"['python', 'ameritrade']","{'account_id': 17360524, 'reputation': 136, 'user_id': 12576917, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Ng3CF.jpg?s=256&g=1', 'display_name': 'Santa', 'link': 'https://stackoverflow.com/users/12576917/santa'}",True,791,1,1,1664926517,1595460588,,63044602,CC BY-SA 4.0,https://stackoverflow.com/questions/63044602/td-ameritrade-api-returning-empty-json-reponse-for-historical-api-call,Td Ameritrade Api returning empty json reponse for historical API call,,,63064806.0,,,,
123,"['python', 'statistics', 'decision-tree', 'xgboost', 'xgbclassifier']","{'account_id': 11224454, 'reputation': 31, 'user_id': 8234528, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dde5cf22316eac30c446a02ab449411b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nakul Mishra', 'link': 'https://stackoverflow.com/users/8234528/nakul-mishra'}",True,797,3,2,1664910530,1594427912,,62844000,CC BY-SA 4.0,https://stackoverflow.com/questions/62844000/is-there-any-way-to-calculate-the-values-at-each-node-in-xgboost-trees,Is there any way to calculate the values at each node in XGBoost trees?,,,,,,,
124,"['python', 'matplotlib', 'seaborn', 'legend', 'kdeplot']","{'account_id': 14272627, 'reputation': 3130, 'user_id': 10309712, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/dahEY.jpg?s=256&g=1', 'display_name': 'arilwan', 'link': 'https://stackoverflow.com/users/10309712/arilwan'}",True,869,1,0,1664906833,1594123804,1664906833.0,62774982,CC BY-SA 4.0,https://stackoverflow.com/questions/62774982/how-to-add-a-legend-for-each-kdeplot-in-a-figure,How to add a legend for each kdeplot in a figure,,,62775260.0,,,,
125,"['python', 'flask', 'flask-login']","{'account_id': 15414450, 'reputation': 248, 'user_id': 11932071, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4UyW1.jpg?s=256&g=1', 'display_name': 'tedioustortoise', 'link': 'https://stackoverflow.com/users/11932071/tedioustortoise'}",False,307,1,2,1664874532,1594714416,,62890786,CC BY-SA 4.0,https://stackoverflow.com/questions/62890786/flask-login-required-to-access-sub-directory-within-static-folder,Flask login_required to access sub-directory within static folder,,,,,,,
126,"['python', 'sqlite', 'sqlalchemy', 'flask-sqlalchemy']","{'account_id': 12274438, 'reputation': 733, 'user_id': 8958754, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/KbfTF.jpg?s=256&g=1', 'display_name': 'Murchie85', 'link': 'https://stackoverflow.com/users/8958754/murchie85'}",True,1018,2,0,1664827215,1594503144,1664718214.0,62854827,CC BY-SA 4.0,https://stackoverflow.com/questions/62854827/update-a-field-dynamically-by-specifying-column-name,Update a field dynamically by specifying column name,,,,,,,
127,['python'],"{'account_id': 19114766, 'reputation': 45, 'user_id': 13960021, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/893f19a8ae73aa623ed164d37ca2edbe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daemitrous', 'link': 'https://stackoverflow.com/users/13960021/daemitrous'}",True,3749,3,3,1664820674,1595556396,,63065699,CC BY-SA 4.0,https://stackoverflow.com/questions/63065699/importerror-cannot-import-name-texttospeech-from-google-cloud-unknown-loca,ImportError: cannot import name &#39;texttospeech&#39; from &#39;google.cloud&#39; (unknown location),,,,,,,
128,"['python', 'scrapy', 'css-selectors', 'web-crawler']","{'account_id': 13285805, 'reputation': 1, 'user_id': 9591965, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8e409bba79223cc87f8d4e89917d6e12?s=256&d=identicon&r=PG&f=1', 'display_name': 'N.King', 'link': 'https://stackoverflow.com/users/9591965/n-king'}",True,636,3,0,1664811925,1594375031,,62831808,CC BY-SA 4.0,https://stackoverflow.com/questions/62831808/scrapy-returning-an-empty-object,scrapy returning an empty object,,,62832352.0,,,,
