,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,locked_date
166,"['c++', 'g++']","{'account_id': 14357110, 'reputation': 23, 'user_id': 10370648, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-xCrLrb2gLNc/AAAAAAAAAAI/AAAAAAAAAC4/j0ycH5TwoJQ/photo.jpg?sz=256', 'display_name': 'Marko Filipovic', 'link': 'https://stackoverflow.com/users/10370648/marko-filipovic'}",True,97,1,1,1664548236,1664545562,,73909767,CC BY-SA 4.0,https://stackoverflow.com/questions/73909767/why-does-g-11-trigger-maybe-uninitialized-warning-in-connection-with-this-po,Why does g++ 11 trigger &quot;maybe uninitialized&quot; warning in connection with this pointer casting,73910304.0,,,
167,"['c++', 'linux', 'input', 'timer']","{'account_id': 26492990, 'reputation': 11, 'user_id': 20131165, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xpVc7.jpg?s=256&g=1', 'display_name': 'The Escaper', 'link': 'https://stackoverflow.com/users/20131165/the-escaper'}",False,60,0,0,1664546370,1664546118,1664546370.0,73909882,CC BY-SA 4.0,https://stackoverflow.com/questions/73909882/how-to-make-user-input-at-certain-time,How to make user input at certain time?,,,,
168,"['c++', 'opencv', 'video', 'video-streaming', 'gstreamer']","{'account_id': 26491138, 'reputation': 1, 'user_id': 20129317, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e19c9c5a915eaa4d34461fd4ae3c8d9?s=256&d=identicon&r=PG', 'display_name': 'ernsten', 'link': 'https://stackoverflow.com/users/20129317/ernsten'}",True,111,1,0,1664546367,1664533887,1664541206.0,73907364,CC BY-SA 4.0,https://stackoverflow.com/questions/73907364/grey-video-frames-when-using-opencv-videocapture-with-gstreamer-c,Grey Video frames when using OpenCV Videocapture with GStreamer C++,,,,
169,"['c++', 'opengl', 'glsl', 'post-processing', 'bloom']","{'account_id': 11052429, 'reputation': 328, 'user_id': 10089200, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ca2eaabe15c1298c076960fc9870a81?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shout', 'link': 'https://stackoverflow.com/users/10089200/shout'}",True,65,1,1,1664546047,1664539457,1664546047.0,73908487,CC BY-SA 4.0,https://stackoverflow.com/questions/73908487/why-i-have-to-generate-mipmap-every-frame,Why I have to generate mipmap every frame?,73908653.0,,,
170,"['c++', 'visual-studio', 'visual-studio-2017', 'openmp']","{'account_id': 186890, 'reputation': 3226, 'user_id': 424556, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/797a7d84d47b3488d76300f31f857cef?s=256&d=identicon&r=PG', 'display_name': 'nbonneel', 'link': 'https://stackoverflow.com/users/424556/nbonneel'}",False,79,0,1,1664544946,1664544946,,73909613,CC BY-SA 4.0,https://stackoverflow.com/questions/73909613/openmp-bug-in-vs2017,OpenMP bug in VS2017?,,,,
171,"['c++', 'c', 'linux', 'visual-studio-code']","{'account_id': 8690403, 'reputation': 329, 'user_id': 6503444, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0684aee75f93cc7faaed0faa99a23118?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrea Corbelli', 'link': 'https://stackoverflow.com/users/6503444/andrea-corbelli'}",False,39,0,0,1664544668,1664544668,,73909551,CC BY-SA 4.0,https://stackoverflow.com/questions/73909551/different-includepaths-for-different-folders-in-visual-studio-code,Different includePaths for different folders in Visual Studio Code,,,,
172,"['c++', 'ios', 'objective-c', 'iphone', 'xcode']","{'account_id': 23228664, 'reputation': 47, 'user_id': 17319782, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwiL3cXVXCTtjd7zh-T4hWYiZG_IFwlOnP7x9Fl=k-s256', 'display_name': 'Schevenz Rs', 'link': 'https://stackoverflow.com/users/17319782/schevenz-rs'}",False,48,0,0,1664544126,1664544126,,73909451,CC BY-SA 4.0,https://stackoverflow.com/questions/73909451/invalid-segment-alignment-ios-xcode-distribution,Invalid Segment Alignment IOS Xcode Distribution,,,,
173,"['c++', 'websocket', 'audio-streaming', 'poco', 'pcm']","{'account_id': 16239934, 'reputation': 93, 'user_id': 11726540, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6gC24.jpg?s=256&g=1', 'display_name': 'Naeem Ahmed', 'link': 'https://stackoverflow.com/users/11726540/naeem-ahmed'}",True,105,1,0,1664543702,1663741918,1664167934.0,73796258,CC BY-SA 4.0,https://stackoverflow.com/questions/73796258/poco-c-websocket-binary-data-send-error,Poco C++ WebSocket Binary data send error,73909372.0,,,
174,"['c++', 'stdvector']","{'account_id': 13549425, 'reputation': 13, 'user_id': 16501119, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'troppapolvere', 'link': 'https://stackoverflow.com/users/16501119/troppapolvere'}",True,85,1,1,1664543516,1664541947,1664543087.0,73909003,CC BY-SA 4.0,https://stackoverflow.com/questions/73909003/c-question-about-iterating-over-stdvector,C++ question about iterating over std::vector,73909050.0,,,
175,"['c++', 'web-applications', 'console']","{'account_id': 26492466, 'reputation': 1, 'user_id': 20130714, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu24IFlIY8hAGBKz6x4VHNlcaO_XP-bsNThAoXZ9=k-s256', 'display_name': 'devchanger', 'link': 'https://stackoverflow.com/users/20130714/devchanger'}",False,36,0,0,1664541869,1664541869,,73908989,CC BY-SA 4.0,https://stackoverflow.com/questions/73908989/how-to-deploy-c-console-application-on-vm-or-kubernetes,How to deploy c++ Console application on VM or Kubernetes?,,,,
176,"['c++', 'cin']","{'account_id': 22783393, 'reputation': 13, 'user_id': 16938960, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgiQ57yKt5WdLIcLEs24P8cG1mSUiCf7HhNvDaHkw=k-s256', 'display_name': 'thunderOP', 'link': 'https://stackoverflow.com/users/16938960/thunderop'}",True,89,2,-3,1664541165,1664522968,,73905359,CC BY-SA 4.0,https://stackoverflow.com/questions/73905359/how-do-i-store-month-day-and-year-in-3-separate-variables-from-the-same-input,"how do I store month, day and year in 3 separate variables from the same input? (C++). it needs to be in MM / DD / YYYY with spaces between the /",,,,
177,['c++'],"{'account_id': 19173812, 'reputation': 11, 'user_id': 14006941, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/02f6fe7443b247142ef7bb5198d877b8?s=256&d=identicon&r=PG&f=1', 'display_name': 'FWE1', 'link': 'https://stackoverflow.com/users/14006941/fwe1'}",True,76,2,0,1664540379,1664486075,,73901686,,https://stackoverflow.com/questions/73901686/numeric-value-when-class-object-is-made-in-c,Numeric value when class object is made in C++,,1664540308.0,Duplicate,
178,"['c++', 'calculator']","{'account_id': 26491085, 'reputation': 1, 'user_id': 20129259, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/88860e41e960bab6bfa1eeac926eeb93?s=256&d=identicon&r=PG', 'display_name': 'Fakhar Haider', 'link': 'https://stackoverflow.com/users/20129259/fakhar-haider'}",False,83,1,-2,1664540187,1664532936,,73907186,CC BY-SA 4.0,https://stackoverflow.com/questions/73907186/using-sqrt-funtion-in-switch-case,Using sqrt() funtion in switch case,,,,
179,"['c++', 'windows', 'kernel', 'visual-studio-2019']","{'account_id': 25787690, 'reputation': 1, 'user_id': 19532208, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FfzJy.jpg?s=256&g=1', 'display_name': 'SnA1lGo', 'link': 'https://stackoverflow.com/users/19532208/sna1lgo'}",False,91,1,-2,1664539912,1664333010,1664432631.0,73875641,CC BY-SA 4.0,https://stackoverflow.com/questions/73875641/c-c-code-with-disable-and-enable-functions-cannot-be-compiled-under-vs,C/C++ code with __disable() and __enable() functions cannot be compiled under VS2019 release optimization speeds of O1 and Od,,,,
180,"['c++', 'templates', 'stdtuple']","{'account_id': 362092, 'reputation': 602, 'user_id': 705113, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/PZzjO.jpg?s=256&g=1', 'display_name': 'an_drade', 'link': 'https://stackoverflow.com/users/705113/an-drade'}",True,142,3,3,1664539803,1664335850,1664338640.0,73875924,CC BY-SA 4.0,https://stackoverflow.com/questions/73875924/custom-tuple-comparator-for-stdsort,Custom tuple comparator for std::sort(),,,,
181,"['c++', 'linux', 'opencv']","{'account_id': 23928195, 'reputation': 33, 'user_id': 17923062, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fad8d74c4ca6439854bf0edafe8b9edb?s=256&d=identicon&r=PG', 'display_name': 'wolfcan', 'link': 'https://stackoverflow.com/users/17923062/wolfcan'}",True,61,2,3,1664539214,1664527090,1664528172.0,73906057,CC BY-SA 4.0,https://stackoverflow.com/questions/73906057/is-it-necessary-to-pay-attention-to-non-error-prompts-like-no-package-fou,Is it necessary to pay attention to non-error prompts? like no package ‘***’ found？,73906240.0,,,
182,"['c++', 'boost', 'ex']","{'account_id': 7246350, 'reputation': 51, 'user_id': 15031694, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/684f58c918e98413f1a531be462fc218?s=256&d=identicon&r=PG&f=1', 'display_name': 'Moravas', 'link': 'https://stackoverflow.com/users/15031694/moravas'}",False,31,0,0,1664538945,1664538945,,73908371,CC BY-SA 4.0,https://stackoverflow.com/questions/73908371/boostex-di-inject-parametrized-object,Boost::ex.DI - Inject parametrized object,,,,
183,"['c++', 'pointers', 'stdstring']","{'account_id': 3458165, 'reputation': 748, 'user_id': 2896152, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user2896152', 'link': 'https://stackoverflow.com/users/2896152/user2896152'}",True,174,2,3,1664538805,1662127452,1662129216.0,73583786,CC BY-SA 4.0,https://stackoverflow.com/questions/73583786/copy-a-part-of-an-stdstring-in-a-char-pointer,Copy a part of an std::string in a char* pointer,,,,
184,"['c++', 'c++11', 'abstract-class', 'unique-ptr']","{'account_id': 9040488, 'reputation': 137, 'user_id': 6734930, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-nHuPHBggSfs/AAAAAAAAAAI/AAAAAAAAAxk/pmU-nS8bxHA/photo.jpg?sz=256', 'display_name': 'African_king', 'link': 'https://stackoverflow.com/users/6734930/african-king'}",True,107,1,0,1664538783,1664538067,,73908186,CC BY-SA 4.0,https://stackoverflow.com/questions/73908186/why-is-the-declaration-of-stdunique-ptr-valid-with-an-abstract-class,Why is the declaration of std::unique_ptr valid with an abstract class,73908270.0,,,
185,"['c++', 'boost', 'boost-mpl', 'boost-msm']","{'account_id': 13627940, 'reputation': 109, 'user_id': 9830735, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f64f8c07890babec5940d4e7690ea0b3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Darragh', 'link': 'https://stackoverflow.com/users/9830735/darragh'}",True,66,1,2,1664537871,1664520943,1664522478.0,73905018,CC BY-SA 4.0,https://stackoverflow.com/questions/73905018/using-boost-msm-state-machine-with-more-than-50-transitions,Using boost msm state machine with more than 50 transitions,73908136.0,,,
186,"['c++', 'qt', 'visual-studio-code', 'qml']","{'account_id': 26491814, 'reputation': 1, 'user_id': 20130057, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/ACNPEu-pMfxbgjkTX15zpRb841dUFhF0PHuirwso3Qzx=k-s256', 'display_name': 'Alexey Lizin', 'link': 'https://stackoverflow.com/users/20130057/alexey-lizin'}",False,69,0,0,1664537870,1664537870,,73908135,CC BY-SA 4.0,https://stackoverflow.com/questions/73908135/qml-filedialog-and-segmentation-fault,QML FileDialog and Segmentation fault,,,,
187,"['c++', 'visual-studio-2015', 'visual-studio-2017']","{'account_id': 26491422, 'reputation': 1, 'user_id': 20129625, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2DYCJyTBLP3UsDVGxR4KI5KNhjCXGxWw7jUqg1=k-s256', 'display_name': 'crash96', 'link': 'https://stackoverflow.com/users/20129625/crash96'}",False,60,0,0,1664537830,1664534841,1664537830.0,73907551,CC BY-SA 4.0,https://stackoverflow.com/questions/73907551/moving-a-project-from-vs2015-to-vs2017-tracedesgintime-error,"Moving a project from VS2015 to VS2017, TRACEDESGINTIME error",,,,
188,"['c++', 'date', 'datetime', 'format', 'c++17']","{'account_id': 15770249, 'reputation': 91, 'user_id': 11379578, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-W1xT8PZJC-w/AAAAAAAAAAI/AAAAAAAAAFU/rUhwZYgNYOM/photo.jpg?sz=256', 'display_name': 'Krishna Padia', 'link': 'https://stackoverflow.com/users/11379578/krishna-padia'}",False,120,2,1,1664537808,1664442837,1664442967.0,73893070,CC BY-SA 4.0,https://stackoverflow.com/questions/73893070/is-there-any-way-in-c-to-format-date-according-to-system-location,Is there any way in C++ to format date according to system location?,,,,
189,"['c++', 'xml', 'qt5']","{'account_id': 19062051, 'reputation': 135, 'user_id': 13922592, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a20388a61ff2f465751f9ed433e06985?s=256&d=identicon&r=PG&f=1', 'display_name': 'Сергей Малышев', 'link': 'https://stackoverflow.com/users/13922592/%d0%a1%d0%b5%d1%80%d0%b3%d0%b5%d0%b9-%d0%9c%d0%b0%d0%bb%d1%8b%d1%88%d0%b5%d0%b2'}",False,53,0,0,1664537417,1664537417,,73908046,CC BY-SA 4.0,https://stackoverflow.com/questions/73908046/how-to-read-from-xml-file-correctly-in-qt-c,How to read from xml file correctly in Qt/C++,,,,
190,['c++'],"{'account_id': 3466017, 'reputation': 446, 'user_id': 5750805, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e4f0677571c21fba906719fe98f33198?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vivek', 'link': 'https://stackoverflow.com/users/5750805/vivek'}",True,78,2,1,1664536791,1664533700,1664533742.0,73907342,CC BY-SA 4.0,https://stackoverflow.com/questions/73907342/sequence-point-function-call-and-undefined-behaviour,"Sequence point, function call and undefined behaviour",73907534.0,,,
191,"['c++', 'struct', 'constructor', 'nlohmann-json']","{'account_id': 14612253, 'reputation': 820, 'user_id': 19349670, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5mObp.jpg?s=256&g=1', 'display_name': 'BloomShell', 'link': 'https://stackoverflow.com/users/19349670/bloomshell'}",True,65,1,0,1664536112,1664526221,,73905902,CC BY-SA 4.0,https://stackoverflow.com/questions/73905902/initializing-struct-with-json-partial-information,Initializing struct with json partial information,73907632.0,,,
192,"['c++', 'simulation', 'implementation', 'stdmap', 'std-pair']","{'account_id': 26491018, 'reputation': 1, 'user_id': 20129187, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/59f585d43ad8a78ec76a4cdfc70ad1bf?s=256&d=identicon&r=PG', 'display_name': 'Sumedh', 'link': 'https://stackoverflow.com/users/20129187/sumedh'}",False,31,0,0,1664532601,1664532601,,73907130,,https://stackoverflow.com/questions/73907130/indexing-error-in-c-stl-map-when-performing-erase-operation-while-iterating,Indexing error in C++ stl map when performing erase operation while iterating,,1664535585.0,Duplicate,
193,"['c++', 'arduino-esp32', 'chararray', 'printf-debugging']","{'account_id': 14436863, 'reputation': 360, 'user_id': 13258459, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gKlUg.png?s=256&g=1', 'display_name': 'Dr.Random', 'link': 'https://stackoverflow.com/users/13258459/dr-random'}",False,66,2,1,1664532001,1664526891,1664529365.0,73906011,CC BY-SA 4.0,https://stackoverflow.com/questions/73906011/inject-string-to-const-char-message-in-custom-logger-printf-style-function,Inject string to const char* message in custom logger printf-style function,,,,
194,"['c++', 'gmp']","{'account_id': 10458060, 'reputation': 1162, 'user_id': 7709727, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/5aad459e897d2e3a8a4613be455ecb16?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eric Stdlib', 'link': 'https://stackoverflow.com/users/7709727/eric-stdlib'}",True,60,2,4,1664531246,1663287817,,73738617,CC BY-SA 4.0,https://stackoverflow.com/questions/73738617/gmp-detect-float-exponent-overflow-when-initializing,GMP detect float exponent overflow when initializing,73906883.0,,,
195,['c++'],"{'account_id': 25616684, 'reputation': 7, 'user_id': 19389184, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzaiQFs3yqIyFHBdSZzT4gp9jfMP7AruZN88kKa=k-s256', 'display_name': 'Ng Leng Poh', 'link': 'https://stackoverflow.com/users/19389184/ng-leng-poh'}",True,58,2,-2,1664530787,1664528535,,73906326,CC BY-SA 4.0,https://stackoverflow.com/questions/73906326/reverse-the-output-of-the-numbers-without-touching-the-for-loop,Reverse the output of the numbers without touching the for loop,,,,
196,"['c++', 'c', 'linux', 'windows', 'mtp']","{'account_id': 8094678, 'reputation': 78, 'user_id': 6099614, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xu545.png?s=256&g=1', 'display_name': 'MasterStar', 'link': 'https://stackoverflow.com/users/6099614/masterstar'}",True,60,1,1,1664530710,1664528758,,73906372,CC BY-SA 4.0,https://stackoverflow.com/questions/73906372/internal-storage-and-sd-card-sector-read-write-for-mtp-connected-android-device,Internal Storage and SD Card sector Read/Write for MTP connected android device in C/C++,73906633.0,,,
197,"['c++', 'dynamic-arrays']","{'account_id': 18835538, 'reputation': 31, 'user_id': 18014778, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhiKsnvHuGIMFC5epynP2XK2MBxq4n5JkPXFLpt=k-s256', 'display_name': 'joel mascarenhas', 'link': 'https://stackoverflow.com/users/18014778/joel-mascarenhas'}",True,73,1,0,1664530527,1664527130,,73906062,,https://stackoverflow.com/questions/73906062/why-does-my-dynamic-array-in-c-crash-after-runtime,Why does my dynamic array in c++ crash after runtime?,73906689.0,1664530437.0,Duplicate,
198,"['c++', 'qt', 'qtvirtualkeyboard']","{'account_id': 3000880, 'reputation': 67, 'user_id': 2546414, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/342d71203e43d9fbfb4ee29115ae742c?s=256&d=identicon&r=PG', 'display_name': 'user2546414', 'link': 'https://stackoverflow.com/users/2546414/user2546414'}",False,65,0,0,1664528948,1664528948,,73906417,CC BY-SA 4.0,https://stackoverflow.com/questions/73906417/how-to-set-virtual-keyboard-style-from-qrc-in-qtwidgets-application-with-cmake,How to set Virtual Keyboard style from .qrc in QtWidgets application with CMake,,,,
199,"['c++', 'x86-64', 'integration', 'arm64']","{'account_id': 24687469, 'reputation': 1, 'user_id': 18580460, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cc64ecdd3032b8dbc584997dffc44540?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fredrigo6', 'link': 'https://stackoverflow.com/users/18580460/fredrigo6'}",False,60,0,0,1664528505,1663324922,1664528505.0,73743580,CC BY-SA 4.0,https://stackoverflow.com/questions/73743580/cuba-library-on-arm64-mac,Cuba library on Arm64 Mac,,,,
200,['c++'],"{'account_id': 246850, 'reputation': 12200, 'user_id': 2525948, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/3b251c619ac00a693b34dcbf91826550?s=256&d=identicon&r=PG', 'display_name': 'St&#233;phane de Luca', 'link': 'https://stackoverflow.com/users/2525948/st%c3%a9phane-de-luca'}",True,84,1,1,1664528336,1664526906,1664527374.0,73906018,CC BY-SA 4.0,https://stackoverflow.com/questions/73906018/why-is-the-operation-on-i-may-be-undefinedand-how-to-fix-this-warning,Why is the `operation on &#39;i&#39; may be undefined`and how to fix this warning?,73906103.0,,,
201,['c++'],"{'account_id': 26477557, 'reputation': 9, 'user_id': 20117228, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1UtBvUVjAwI4M1CctY9BbmKwFbtkJZtnrwN43Q=k-s256', 'display_name': 'Graeme Bates', 'link': 'https://stackoverflow.com/users/20117228/graeme-bates'}",False,52,1,0,1664528215,1664517719,,73904583,,https://stackoverflow.com/questions/73904583/multiple-data-types-linked-list,Multiple data types linked list,,1664528180.0,Duplicate,
202,"['c++', 'data-structures', 'linked-list', 'traversal', 'unordered-set']","{'account_id': 24232909, 'reputation': 21, 'user_id': 18186430, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgK6L3elg9Br1b4YFHYNrCUp2-IftMFBhMWqHcE7g=k-s256', 'display_name': 'sakshi jain', 'link': 'https://stackoverflow.com/users/18186430/sakshi-jain'}",False,48,1,0,1664525214,1664521660,1664523659.0,73905141,CC BY-SA 4.0,https://stackoverflow.com/questions/73905141/intersection-point-in-y-shapped-linked-lists,Intersection Point in Y Shapped Linked Lists,,,,
203,"['c++', 'boost', 'template-meta-programming', 'dsl']","{'account_id': 24060400, 'reputation': 23, 'user_id': 18037733, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91118a571569121475356b06f916007c?s=256&d=identicon&r=PG', 'display_name': 'lando', 'link': 'https://stackoverflow.com/users/18037733/lando'}",True,83,1,2,1664524571,1664445544,,73893630,CC BY-SA 4.0,https://stackoverflow.com/questions/73893630/hiding-c-template-syntax,Hiding C++ template syntax,,,,
204,"['c++', 'opengl', 'glsl', 'skeletal-animation']","{'account_id': 18821599, 'reputation': 17, 'user_id': 13727480, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e60d4b98efd11fcab6b53501ea330524?s=256&d=identicon&r=PG&f=1', 'display_name': 'Juroza', 'link': 'https://stackoverflow.com/users/13727480/juroza'}",True,89,1,0,1664524440,1664523073,,73905388,CC BY-SA 4.0,https://stackoverflow.com/questions/73905388/opengl-c-how-to-implement-lighting-for-3d-models-with-skeletal-animation,OpenGl C++ How to implement lighting for 3D models with skeletal animation,,,,
205,"['c++', 'mfc']","{'account_id': 19610851, 'reputation': 75, 'user_id': 14353389, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b27872717d98724855e36312f3c37ff8?s=256&d=identicon&r=PG&f=1', 'display_name': 'ssroreo', 'link': 'https://stackoverflow.com/users/14353389/ssroreo'}",False,94,0,0,1664523616,1664505978,1664523616.0,73903513,CC BY-SA 4.0,https://stackoverflow.com/questions/73903513/how-to-show-ctooltipctrl-manually-in-mfc,How to show CToolTipCtrl manually in MFC,,,,
206,"['c++', 'c++17', 'constexpr', 'static-assert']","{'account_id': 22049535, 'reputation': 93, 'user_id': 16314027, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7bbf10ab157ba63c6c55ce7d3e70dc5d?s=256&d=identicon&r=PG', 'display_name': '埃博拉酱', 'link': 'https://stackoverflow.com/users/16314027/%e5%9f%83%e5%8d%9a%e6%8b%89%e9%85%b1'}",True,81,2,0,1664521943,1664504735,1664506460.0,73903400,CC BY-SA 4.0,https://stackoverflow.com/questions/73903400/how-to-static-assert-if-a-constexpr-number-is-in-a-constexpr-array-at-compile-ti,How to static_assert if a constexpr number is in a constexpr array at compile time?,,,,
207,"['c++', 'network-programming', 'libcurl']","{'account_id': 15575302, 'reputation': 33, 'user_id': 11236570, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/62a57a347330df1f529ca331e2225e42?s=256&d=identicon&r=PG&f=1', 'display_name': 'yanran', 'link': 'https://stackoverflow.com/users/11236570/yanran'}",True,47,1,1,1664520692,1664519109,1664520692.0,73904747,CC BY-SA 4.0,https://stackoverflow.com/questions/73904747/how-to-reuse-curl-and-set-different-doh-url-at-every-time-in-libcurl,How to reuse CURL and set different doh url at every time in libcurl?,73904894.0,,,
208,"['c++', 'clang']","{'account_id': 25287007, 'reputation': 103, 'user_id': 19113780, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f7d2f1ea2a57ffc1b70259786528127f?s=256&d=identicon&r=PG', 'display_name': 'zhaozk', 'link': 'https://stackoverflow.com/users/19113780/zhaozk'}",True,59,1,2,1664519789,1664519356,1664519570.0,73904787,CC BY-SA 4.0,https://stackoverflow.com/questions/73904787/clang-warning-on-delete-pointers,Clang warning on delete pointers,73904813.0,,,
209,"['c++', 'string', 'winapi', 'hwnd']","{'account_id': 13979228, 'reputation': 155, 'user_id': 10095835, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7cc594ef2bd245eac82055d6bd0a0343?s=256&d=identicon&r=PG&f=1', 'display_name': 'lakers5824', 'link': 'https://stackoverflow.com/users/10095835/lakers5824'}",False,112,1,-1,1664519230,1664499228,1664499566.0,73902961,CC BY-SA 4.0,https://stackoverflow.com/questions/73902961/given-an-hwnd-how-can-i-cast-to-a-string-in-c,"Given an HWND, how can I cast to a String in C++?",,,,
210,"['c++', 'algorithm', 'bubble-sort']","{'account_id': 26487255, 'reputation': 13, 'user_id': 20125634, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/10f51afa099de4f849576845bf636932?s=256&d=identicon&r=PG', 'display_name': 'epikBhull', 'link': 'https://stackoverflow.com/users/20125634/epikbhull'}",True,120,2,1,1664518159,1664500390,,73903038,CC BY-SA 4.0,https://stackoverflow.com/questions/73903038/c-bubble-sort-algorithm,C++ Bubble Sort Algorithm,73903064.0,,,
211,"['c++', 'git']","{'account_id': 18626974, 'reputation': 2827, 'user_id': 13611002, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3a70e88c2aec7c1e4e45283ebbea0ea3?s=256&d=identicon&r=PG&f=1', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/13611002/john'}",True,62,1,-2,1664518012,1664506573,1664518012.0,73903561,CC BY-SA 4.0,https://stackoverflow.com/questions/73903561/how-to-find-out-whether-the-repositoryall-branches-ever-calls-a-specific-funct,How to find out whether the repository(all branches) ever calls a specific function or not?,,,,
212,['c++'],"{'account_id': 20227871, 'reputation': 356, 'user_id': 14835232, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/53178077cf618cf8c5afdd3fd22684d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sonet Adhikary', 'link': 'https://stackoverflow.com/users/14835232/sonet-adhikary'}",False,57,0,0,1664517673,1664517673,,73904578,CC BY-SA 4.0,https://stackoverflow.com/questions/73904578/why-overloading-unary-operator-is-not-working-with-rvalue-in-c,Why overloading unary operator is not working with rvalue in C++?,,,,
213,"['c++', 'algorithm', 'sorting']","{'account_id': 26427864, 'reputation': 15, 'user_id': 20074519, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/166e69fa3bc5101d92670eb20e0be473?s=256&d=identicon&r=PG', 'display_name': 'ThisIsMyUsername', 'link': 'https://stackoverflow.com/users/20074519/thisismyusername'}",True,44,1,0,1664517482,1663988755,1664517482.0,73834480,CC BY-SA 4.0,https://stackoverflow.com/questions/73834480/how-to-connect-sections-of-an-array-or-organize-an-array-the-same-as-another,How to connect sections of an array or organize an array the same as another?,73837020.0,,,
